index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,13,0,0,0,10.000000000000002,20,10.0,36.118979713299886,55,35.14545454545454,7.153963629960359,21,1.7619047619047619,44.19334319414895,5,55.8,51.999999999999986,20,52.0,8,1.1890000000000003,59491,23,10,1.0,591.1897971329989,False,0.30418818765687583,4,1.2030000000000003,59475,6,10,1.0,421.1897971329989,False,0.3019849679020658,0,1.4690000000000003,42683.0,586,0,0.0,21165.722111993735,False,-0.1683965987635536,21,2.0840000000000005,31935.0,645,0,0.0,23296.741915078426,False,-0.31956268410761235,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,80736,11,114,1.0,5116.734724062544,False,0.10491964398794557,8,3.2770000000000006,103475,0,3,0.3,155.99999999999994,False,-0.044405481474645875,10,3.783000000000001,101766,0,2,0.2,103.99999999999997,False,-0.06041618603792737,0.4375,555841,0.0,0.0,19,0,0,5,12,11.127272727272727,24,29,15,136.0,25.0,9,4,15,1844,1.8873544079833664,118.96072679007193
53,15,0,0,0,10.000000000000002,20,10.0,35.93858360758129,11,32.0,7.318662454609748,9,8.666666666666666,45.01178854542058,3,56.0,51.999999999999986,16,52.0,0,1.1810000000000003,59391,23,20,1.0,948.7716721516258,False,0.3059069376570789,1,1.2090000000000003,59702,6,10,1.0,419.3858360758129,False,0.30691708298149967,5,1.5190000000000003,42226.0,597,0,0.0,21455.334413726032,False,-0.17327066747544162,4,2.1030000000000006,31803.0,645,0,0.0,23180.386426889934,False,-0.32253179895327283,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,80826,10,121,1.0,5519.613038541988,False,0.10878565390025856,5,3.3190000000000013,103393,0,3,0.3,155.99999999999994,False,-0.045162183361786554,6,3.833000000000001,101788,0,0,0.0,0.0,False,-0.060693028191759334,0.4125,555409,0.0,0.0,12,0,0,9,9,6.757575757575757,19,28,11,170.0,12.0,11,4,11,420,2.0389019490103237,120.99962873908225
54,11,0,0,0,10.000000000000002,20,10.0,35.88937373443079,26,35.46153846153846,7.318662454609748,0,,45.74993064327989,3,55.333333333333336,51.999999999999986,16,52.0,0,1.1810000000000003,59291,23,30,1.0,1306.6812120329237,False,0.3076292615072742,16,1.368,60058,6,10,1.0,418.8937373443079,False,0.3146775199308964,0,1.5140000000000002,41874.0,608,0,0.0,21820.73923053392,False,-0.1759137948031762,0,2.0990000000000006,31233.0,660,0,0.0,23686.98666472432,False,-0.32747621725532133,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,80992,0,128,1.0,5855.991122339826,False,0.11321875122597216,3,3.344000000000001,103458,0,1,0.1,51.999999999999986,False,-0.045042218428459374,10,3.927000000000001,101471,0,2,0.2,103.99999999999997,False,-0.06313846721727495,0.4125,554657,0.0,0.0,13,0,0,4,11,9.733333333333334,26,30,16,94.0,19.0,7,4,16,366,1.7192426360561512,122.7188713751384
55,16,0,0,0,10.000000000000002,20,10.0,35.52967990168789,20,31.45,7.739424051839098,5,14.0,46.26559928776061,2,56.0,51.99999999999999,17,52.0,0,1.1810000000000003,59552,21,29,1.0,1240.3607171489489,False,0.3125993708515002,0,1.3520000000000003,60226,8,11,1.0,470.8264789185668,False,0.31890871339512417,5,1.5640000000000003,41140.0,628,0,0.0,22312.638978259994,False,-0.18353338710532077,0,2.0990000000000006,31233.0,660,0,0.0,23449.588735114008,False,-0.3293293828833291,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,81034,0,131,0.5,6060.793506696639,False,0.11513426747162331,7,3.411000000000001,103286,0,2,0.2,103.99999999999999,False,-0.04638951691044156,7,3.9870000000000014,101456,0,0,0.0,0.0,False,-0.06375674802749966,0.3375,554207,0.0,0.0,15,0,0,8,10,9.5,22,30,19,130.0,36.0,10,6,19,1045,2.41481778601883,125.13368916115724
56,19,0,0,0,10.000000000000002,20,10.0,35.940182781416844,20,40.5,7.739424051839098,0,,40.533868760867804,17,28.470588235294116,52.0,20,52.0,0,1.181,60166,21,22,1.0,1000.6840211911706,False,0.323379041285188,0,1.352,60222,8,18,1.0,726.9232900655032,False,0.3216147123823732,0,1.5590000000000004,41044.0,631,0,0.0,22678.255335074027,False,-0.18217811047996912,0,2.0990000000000006,30519.0,677,0,0.0,24331.503743019202,False,-0.33359220833838754,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,81518,0,114,0.0,4620.86103873893,False,0.11200411911347695,5,3.4540000000000006,103206,0,2,0.2,104.0,False,-0.047127762653993446,13,4.11,100785,5,10,1.0,722.669343804339,False,-0.06661436190742247,0.4,553740,0.0,0.0,17,0,0,11,10,9.333333333333332,21,32,15,174.0,53.0,12,7,15,1494,2.265479317982681,127.39916847913992
57,15,0,0,0,10.000000000000002,20,10.0,35.48722296648385,22,31.0,7.3821611468928365,4,1.0,40.85275064407295,1,56.0,51.99999999999999,15,52.0,0,1.1810000000000003,60397,22,21,1.0,965.2316822961608,False,0.32803140877684395,0,1.352,60473,7,17,1.0,673.2827904302254,False,0.32650498222623603,0,1.5590000000000004,40362.0,653,0,0.0,23173.156597113953,False,-0.18896243210895874,4,2.1390000000000007,30383.0,677,0,0.0,24024.849948309566,False,-0.3381092709961471,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,81570,0,117,0.4,4779.771825356535,False,0.113747906250292,4,3.4890000000000008,103262,0,0,0.0,0.0,False,-0.04709085036681585,0,4.097,101197,0,7,0.6,363.99999999999994,False,-0.06446730955566835,0.375,553924,0.0,0.0,24,0,0,9,3,3.0,20,29,15,151.0,42.0,10,5,15,1510,1.977989630016964,129.37715810915688
58,15,0,0,0,10.000000000000002,20,10.0,35.50926162779029,26,35.69230769230769,6.973381815469261,9,3.888888888888889,41.78395755013862,3,55.333333333333336,52.0,18,52.0,0,1.181,60815,23,15,1.0,762.6389244168544,False,0.3349399996118936,0,1.3520000000000003,60783,6,17,1.0,663.6574476724348,False,0.33316235600183713,0,1.5590000000000004,39834.0,669,0,0.0,23755.696028991704,False,-0.19265833987235603,9,2.2250000000000005,29673.0,687,0,0.0,24394.86273829193,False,-0.3463056365274157,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,81701,0,123,0.9,5139.42677866705,False,0.11787110684265473,8,3.565000000000001,103122,0,0,0.0,0.0,False,-0.04838278041803165,3,4.127000000000001,101365,0,3,0.3,156.0,False,-0.06387671296082684,0.4,553573,0.0,0.0,18,0,0,8,7,7.0,27,35,10,225.0,10.0,14,1,10,1658,1.9242456399952061,131.3014037491521
59,10,0,0,0,10.000000000000002,20,10.0,35.62853834176136,43,36.23255813953489,7.4467491363979414,5,14.0,42.43034822807496,2,56.0,51.99999999999999,20,52.0,13,1.3110000000000002,61358,24,10,1.0,596.2853834176137,False,0.34497060974016863,0,1.3520000000000003,61249,5,12,1.0,477.5424601011364,False,0.3412977450820332,5,1.6090000000000002,39185.0,686,0,0.0,24441.177302448294,False,-0.19743975752163634,0,2.2160000000000006,28659.0,713,0,0.0,25403.147837675853,False,-0.3542656916436969,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,81743,0,126,0.5,5346.223876737446,False,0.11979985326482348,8,3.6370000000000013,102871,0,2,0.2,103.99999999999999,False,-0.05021916670511697,9,4.214,101344,0,0,0.0,0.0,False,-0.0647902920684723,0.3375,552689,0.0,0.0,17,0,0,4,14,14.0,22,26,11,91.0,35.0,7,3,11,1594,1.724970217968803,133.0263739671209
60,11,0,0,0,10.000000000000002,20,10.0,35.89116470630225,15,40.0,7.4467491363979414,0,,42.43034822807496,0,,51.99999999999999,18,52.0,5,1.3480000000000003,61733,24,10,1.0,598.9116470630225,False,0.3531795258394379,0,1.352,61149,5,22,1.0,839.6056235386495,False,0.3430653726226893,0,1.6040000000000003,39185.0,686,0,0.0,24621.33898852334,False,-0.19603338702520337,0,2.2160000000000006,28059.0,728,0,0.0,26128.767906188037,False,-0.35796877610232286,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,81743,0,126,0.0,5346.223876737446,False,0.11979985326482348,7,3.699000000000001,102858,0,0,0.0,0.0,False,-0.05081899137175287,9,4.295000000000001,101172,0,0,0.0,0.0,False,-0.06637752041710884,0.25,552179,0.0,0.0,12,0,0,3,10,9.0,24,27,13,115.0,35.0,7,4,13,252,1.6653177989646792,134.69169176608557
61,13,0,0,0,10.000000000000002,20,10.0,35.982840993471385,35,36.57142857142857,7.4467491363979414,0,,42.43034822807496,0,,51.99999999999999,18,52.0,0,1.3430000000000002,62001,25,11,1.0,645.8112509281852,False,0.35953722842511426,4,1.3920000000000001,61861,4,10,1.0,399.8284099347138,False,0.35380031859359,0,1.6040000000000003,38801.0,698,0,0.0,25116.023013443028,False,-0.19816693457313564,0,2.2160000000000006,27163.0,751,0,0.0,27023.11358609701,False,-0.36497600710284606,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,81743,0,126,0.0,5346.223876737446,False,0.11979985326482348,9,3.7820000000000014,102688,0,0,0.0,0.0,False,-0.052387763576800625,9,4.376000000000001,101007,0,0,0.0,0.0,False,-0.0679001522631846,0.25,551544,0.0,0.0,14,0,0,2,13,12.285714285714285,30,32,16,133.0,36.0,9,4,16,962,3.9648676040233113,138.65655937010888
62,16,0,0,0,10.000000000000002,20,10.0,36.248298134906626,28,38.464285714285715,7.346549386387809,2,4.0,38.976245087113796,11,26.545454545454547,51.99999999999999,18,52.0,2,1.3630000000000002,62338,27,10,1.0,632.4829813490663,False,0.3667431938107965,5,1.4380000000000002,62226,2,10,1.0,382.4829813490663,False,0.3615732623069354,0,1.6040000000000003,38801.0,698,0,0.0,25301.312098164824,False,-0.19672053879531612,2,2.2360000000000007,26024.0,779,0,0.0,28237.42424709226,False,-0.3732793336110327,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,82027,0,117,0.2,4560.220675192314,False,0.11835392103994367,8,3.8530000000000015,102251,1,10,1.0,558.9762450871137,False,-0.05384129449043923,10,4.4670000000000005,100812,0,0,0.0,0.0,False,-0.06969962626309233,0.4,550759,0.0,0.0,12,0,0,6,13,11.487179487179487,30,36,14,175.0,22.0,13,3,14,492,2.041406737000216,140.6979661071091
63,14,0,0,0,10.0,20,10.0,36.0952704054587,11,32.81818181818182,7.346549386387809,0,,37.62776581264071,7,28.857142857142858,51.99999999999999,20,52.0,0,1.3610000000000002,62299,25,19,1.0,935.8101377037153,False,0.36920084352453764,0,1.4330000000000003,62426,4,10,1.0,400.952704054587,False,0.36613752349433465,0,1.6040000000000003,38481.0,708,0,0.0,25555.45144706476,False,-0.1997326278097112,0,2.2340000000000004,25983.0,780,0,0.0,28154.310916257786,False,-0.37456823427638647,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,82229,0,110,0.0,4139.054239390478,False,0.11824006260788271,0,3.845000000000001,102569,0,8,0.8,415.99999999999994,False,-0.051566465187099154,10,4.557000000000001,100611,0,0,0.0,0.0,False,-0.07155446869376644,0.35,550878,0.0,0.0,20,0,0,3,6,6.0,27,30,14,124.0,42.0,9,5,14,1283,1.854697427013889,142.55266353412298
64,14,0,0,0,10.0,20,10.0,36.067024093087525,4,34.5,7.843685443765838,5,14.0,35.02039877157843,13,25.53846153846154,52.0,20,52.0,0,1.3610000000000002,62189,26,29,1.0,1305.9436986995383,False,0.370838354551498,0,1.4330000000000003,62474,3,16,1.0,607.0723854894004,False,0.36943275146687976,5,1.6540000000000004,38280.0,711,0,0.0,25643.65413018523,False,-0.2021821790874194,0,2.234000000000001,25941.0,781,0,0.0,28168.345816701356,False,-0.3751143928628196,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,82491,0,102,0.5,3572.0806747009997,False,0.11795503531671414,4,3.8850000000000007,102712,1,10,1.0,555.0203987715785,False,-0.0496054058101252,8,4.627000000000001,100358,0,2,0.2,104.0,False,-0.07340931112444055,0.4625,550725,0.0,0.0,19,0,0,5,9,9.0,31,36,11,223.0,0.0,14,0,11,1086,1.9358617309480906,144.48852526507108
65,11,0,0,0,10.0,20,10.0,36.23539157333963,33,37.27272727272727,7.625622109785094,13,6.615384615384615,36.119801888579886,3,56.0,51.99999999999999,20,52.0,0,1.3610000000000002,62646,28,23,1.0,1113.4140061868115,False,0.3787074517493435,1,1.443,63022,1,10,1.0,372.3539157333963,False,0.378826773654437,5,1.6990000000000003,37986.0,717,0,0.0,25980.775758084517,False,-0.20414057517263692,8,2.3140000000000005,24616.0,808,0,0.0,29278.196391258425,False,-0.3871370418467931,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,82573,3,109,1.0,3959.935272184563,False,0.1216152767273632,0,3.881000000000001,103232,0,1,0.1,51.99999999999999,False,-0.047127762653993446,8,4.699000000000001,100148,0,3,0.3,155.99999999999997,False,-0.07510727633460988,0.425,550503,0.0,0.0,19,0,0,0,10,8.833333333333332,28,28,11,118.0,39.0,7,4,11,2077,1.6193916840129532,146.10791694908403
66,11,0,0,0,10.0,20,10.0,36.39355291301438,6,42.0,7.158393447087695,5,1.0,36.119801888579886,0,,51.99999999999999,20,52.0,0,1.3610000000000002,62642,31,30,1.0,1401.8065873904316,False,0.38176570162068,0,1.4420000000000002,63078,0,15,0.8,545.9032936952158,False,0.38194126885492796,0,1.6940000000000004,37986.0,717,0,0.0,26094.17743863131,False,-0.20325534379386043,5,2.3560000000000008,24194.0,814,0,0.0,29624.352071193705,False,-0.3910232930182219,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,82568,0,117,0.8,4226.016820963847,False,0.12331376813002487,12,4.001000000000001,103018,0,0,0.0,0.0,False,-0.0493424998846491,4,4.731000000000002,100252,0,0,0.0,0.0,False,-0.07486734646795552,0.325,550018,0.0,0.0,12,0,0,6,10,8.75,26,32,13,123.0,20.0,9,2,13,452,1.61535127798561,147.72326822706964
67,13,0,0,0,10.000000000000002,20,10.0,36.10919985284354,18,33.0,7.449890362527018,12,9.0,36.119801888579886,0,,52.0,20,52.0,0,1.3610000000000002,63136,31,22,1.0,1104.4023967625578,False,0.3892980497879952,0,1.4420000000000004,62978,0,25,1.0,902.7299963210885,False,0.38365178216832907,5,1.7440000000000002,37287.0,735,0,0.0,26540.26189184,False,-0.2106861464759883,7,2.4210000000000007,23972.0,814,0,0.0,29392.88868021464,False,-0.3962960666316849,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,82460,2,127,1.0,4602.1146205747,False,0.12437563587301646,6,4.049,102926,0,0,0.0,0.0,False,-0.05019148248973377,14,4.867000000000001,99903,0,0,0.0,0.0,False,-0.07808794352420062,0.375,548942,0.0,0.0,13,0,0,6,14,14.0,26,32,11,163.0,20.0,10,3,11,794,1.6642557879677042,149.38752401503734
68,11,0,0,0,10.0,20,10.0,35.38762961088636,40,31.9,7.449890362527018,0,,37.55200659563035,4,56.0,52.0,20,52.0,7,1.431,63776,33,10,1.0,683.8762961088636,False,0.3986723560938535,0,1.4420000000000002,63239,0,22,0.8,778.5278514394998,False,0.3879905747070318,0,1.7390000000000003,36466.0,762,0,0.0,26965.373763495405,False,-0.2201853668621167,0,2.414000000000001,23517.0,827,0,0.0,29265.569688203017,False,-0.40439354205799183,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,82684,0,125,0.2,4694.000824453794,False,0.12795649548619623,10,4.143000000000001,102611,0,2,0.2,104.0,False,-0.052618465371660594,10,4.953000000000001,99587,0,2,0.2,104.0,False,-0.08052415447792184,0.30000000000000004,548160,0.0,0.0,13,0,0,4,13,12.538461538461538,26,30,13,115.0,19.0,8,3,13,1245,1.7611694569932297,151.14869347203057
69,13,0,0,0,10.0,20,10.0,36.042069773892216,61,38.295081967213115,7.681735122100339,12,9.0,34.458510730944965,10,19.0,52.0,0,,13,1.554,64151,34,10,1.0,700.4206977389222,False,0.40703307772063746,16,1.602,64197,0,9,0.9,324.3786279650299,False,0.40393502277349397,5,1.7890000000000004,35721.0,782,0,0.0,28184.898563183713,False,-0.22229673887479148,7,2.484000000000001,21599.0,868,0,0.0,31284.51656373844,False,-0.41857774492803945,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,82766,2,125,1.0,4322.677311612321,False,0.12658139756989004,0,4.133000000000002,102521,0,7,0.5,364.0,False,-0.05224934249988465,0,4.9430000000000005,99487,0,7,0.5,364.0,False,-0.08024731232408988,0.4875,546722,0.0,0.0,15,0,0,8,7,5.6752136752136755,23,31,14,106.0,30.0,9,4,14,1004,1.887326692987699,153.03602016501827
70,14,0,0,0,10.0,20,10.0,36.16776733417618,8,40.0,7.313788055758637,5,2.0,36.21704176453766,5,55.2,52.0,0,,0,1.5410000000000001,64381,33,12,1.0,764.0132080101142,False,0.41274391614687533,0,1.586,64087,1,19,1.0,697.1875793493475,False,0.4056017143596413,0,1.7840000000000003,35721.0,782,0,0.0,28283.194055325774,False,-0.22152942878188212,5,2.5270000000000006,21114.0,876,0,0.0,31682.964184738335,False,-0.42303937281631854,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,83032,0,127,0.7,4599.564304096283,False,0.13194643698412334,0,4.133000000000002,102411,0,9,0.2,468.0,False,-0.052784570663959765,0,4.943000000000001,99321,0,10,0.3,520.0,False,-0.08105938264199695,0.4,546347,0.0,0.0,16,0,0,4,1,1.0,30,34,13,178.0,22.0,11,3,13,796,1.8537482140236534,154.88976837904193
71,13,0,0,0,10.0,20,10.0,36.40755204832191,58,37.3448275862069,7.686262761196821,6,12.0,38.22626228248844,6,56.0,52.0,0,,30,1.8410000000000002,64821,35,10,1.0,714.0755204832192,False,0.4217974294367962,0,1.5860000000000005,64609,0,12,0.9,436.8906245798629,False,0.41414958580101063,5,1.8340000000000003,35296.0,792,0,0.0,28834.781222270954,False,-0.2238588863558441,1,2.532000000000001,19235.0,924,0,0.0,33640.57809264945,False,-0.4370934702066333,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,83296,0,127,0.6,4854.735309876032,False,0.1371409120506469,0,4.133000000000001,102243,0,12,0.3,624.0,False,-0.05361509712545564,0,4.9430000000000005,99153,0,13,0.3,676.0,False,-0.08188990910349282,0.38749999999999996,544933,0.0,0.0,16,0,0,5,5,4.142857142857142,23,28,12,142.0,18.0,10,3,12,1138,1.7917872099787928,156.68155558902072
72,12,0,0,0,10.0,20,10.0,36.59409816456164,34,38.0,8.119072411163103,5,14.0,39.17556423391279,3,56.0,52.0,0,,0,1.8110000000000002,64721,35,20,1.0,1081.8819632912328,False,0.42362769908916753,22,1.8060000000000003,65119,0,10,1.0,365.94098164561643,False,0.42450090508317284,5,1.8790000000000004,34871.0,802,0,0.0,29348.466727978437,False,-0.2264842102668267,0,2.531000000000001,18263.0,948,0,0.0,34691.20506000444,False,-0.4440672808030629,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,83394,0,129,0.5,5053.64778617475,False,0.13976021613168904,0,4.133,102243,0,12,0.0,624.0,False,-0.05361509712545564,0,4.9430000000000005,98985,0,16,0.3,832.0,False,-0.08272043556498869,0.35,543876,0.0,0.0,13,0,0,5,3,3.0,28,33,15,133.0,16.0,9,3,15,872,1.7726311500300653,158.45418673905078
73,15,0,0,0,10.0,20,10.0,36.94380329913791,24,40.75,7.938155372575187,2,2.0,39.8158611835878,2,56.0,52.0,0,,0,1.8110000000000004,64631,34,30,1.0,1448.3140989741373,False,0.4256611197043556,14,1.9240000000000004,65583,1,10,1.0,379.43803299137915,False,0.4347698402446596,0,1.8740000000000003,34871.0,802,0,0.0,29628.930245908607,False,-0.22429486787369166,2,2.5510000000000006,17219.0,972,0,0.0,35909.37680676205,False,-0.4508572971432427,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,83502,0,129,0.2,5136.246092682826,False,0.14174070499889116,0,4.133000000000002,102187,0,13,0.1,676.0,False,-0.05389193927928759,0,4.9430000000000005,98929,0,17,0.1,884.0,False,-0.08299727771882065,0.3,543202,0.0,0.0,13,0,0,14,3,2.333333333333333,19,33,11,199.0,12.0,14,1,11,312,1.8801563780289143,160.3343431170797
74,11,0,0,0,10.0,20,10.0,36.94380329913791,0,,7.487479519682457,5,2.0,41.637825507063795,6,56.0,52.0,0,,0,1.8110000000000002,64551,32,40,1.0,1797.7521319655166,False,0.42772732572712274,0,1.9100000000000004,65463,3,20,1.0,768.8760659827583,False,0.43639976512786055,0,1.8740000000000003,34871.0,802,0,0.0,29628.930245908607,False,-0.22429486787369166,5,2.599,17054.0,972,0,0.0,35909.37680676205,False,-0.4534333291172638,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,83828,0,128,0.5,5329.641664904166,False,0.14734789192083414,0,4.133,102019,0,16,0.3,832.0,False,-0.05472246574078346,0,4.9430000000000005,98761,0,20,0.3,1040.0,False,-0.08382780418031652,0.3875,542827,0.0,0.0,12,0,0,9,1,1.0,22,31,9,138.0,6.0,9,2,9,536,1.7274922220385633,162.06183533911826
75,9,0,0,0,10.0,20,10.0,36.75435408570417,30,35.13333333333333,7.057164118122898,9,4.222222222222222,41.637825507063795,0,,52.0,0,,0,1.8110000000000002,65525,30,20,1.0,1035.0870817140835,False,0.4406558077932256,0,1.9100000000000004,65343,5,30,1.0,1152.630622571125,False,0.4379677001720162,0,1.8740000000000003,34615.0,810,0,0.0,29771.02680942038,False,-0.22718239235761273,9,2.6840000000000006,15949.0,994,0,0.0,36533.82796118995,False,-0.4658103731250394,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,83790,0,137,0.9,5704.38209446774,False,0.14932932343614597,0,4.133000000000001,102019,0,16,0.0,832.0,False,-0.05472246574078346,0,4.9430000000000005,98761,0,20,0.0,1040.0,False,-0.08382780418031652,0.3625,542282,0.0,0.0,14,0,0,1,2,2.0,27,28,8,86.0,21.0,6,3,8,1254,1.4925067420117557,163.55434208113002
76,8,0,0,0,10.0,20,10.0,36.75435408570417,0,,7.057164118122898,0,,40.24646769141657,3,18.0,52.0,0,,0,1.8110000000000002,65395,33,30,1.0,1432.630622571125,False,0.442155999111853,0,1.9100000000000004,65273,2,40,1.0,1490.1741634281668,False,0.44012231319999306,0,1.8740000000000003,34615.0,810,0,0.0,29771.02680942038,False,-0.22718239235761273,0,2.6750000000000007,15949.0,994,0,0.0,36533.82796118995,False,-0.4658103731250394,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,83844,0,134,0.0,5393.0266706498205,False,0.14798054434336952,0,4.133000000000001,101965,0,19,0.3,988.0,False,-0.054500992017717895,0,4.943000000000001,98761,0,20,0.0,1040.0,False,-0.08382780418031652,0.2875,542082,0.0,0.0,10,0,0,5,0,0.0,24,29,12,118.0,16.0,7,1,12,254,1.4929237499600276,165.04726583109004
77,12,0,0,0,10.0,20,10.0,36.53180830411668,29,34.55172413793103,6.554702612805505,7,2.142857142857143,39.593802202661145,10,36.6,52.0,0,,0,1.8110000000000004,66057,33,17,1.0,951.0407411699836,False,0.45134419027496586,0,1.9100000000000004,65413,2,44,1.0,1627.399565381134,False,0.4446730025454948,0,1.8740000000000003,34105.0,827,0,0.0,30211.805467504495,False,-0.23170388537825126,7,2.7450000000000006,15213.0,1006,0,0.0,36750.99915394138,False,-0.4756057644262367,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,84195,0,131,0.7,5186.78808854861,False,0.15126874105291907,0,4.133000000000002,101709,0,27,0.8,1404.0,False,-0.054943939463849026,0,4.9430000000000005,98651,0,22,0.2,1144.0,False,-0.08436303234439164,0.4625,541623,0.0,0.0,18,0,0,12,2,2.0,20,32,14,131.0,38.0,8,4,14,1568,1.7359050170052797,166.78317084809532
78,14,0,0,0,10.0,20,10.0,36.680426524113614,20,38.6,6.554702612805505,0,,40.765888810507036,4,55.5,52.0,0,,0,1.8110000000000004,65987,30,27,1.0,1290.3715161510677,False,0.45351829671645066,0,1.9100000000000004,66055,5,34,1.0,1297.1345018198629,False,0.45507541666833773,0,1.8740000000000003,33919.0,833,0,0.0,30554.795294586642,False,-0.23193034335706425,0,2.7380000000000004,14627.0,1020,0,0.0,37414.035054595886,False,-0.47957881834606353,0,0.2,76280,0,0,0.0,0.0,False,0.011872388406181602,0,0.30800000000000005,84417,0,127,0.0,5177.267878934394,False,0.15415048006191145,0,4.133000000000002,101487,0,31,0.4,1612.0,False,-0.05603285193558806,0,4.943000000000001,98651,0,22,0.0,1144.0,False,-0.08436303234439164,0.3,541423,0.0,0.0,15,0,0,14,0,0.0,20,34,14,146.0,18.0,11,3,14,1194,2.0066016950295307,168.78977254312485
