index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,29,0,0,0,10.000000000000002,20,10.0,18.094273043530407,3,22.0,23.68028013515552,1,12.0,30.22293510867736,0,,38.00000000000001,0,,0,3.440000000000001,17359,524,0,0.0,5240.000000000001,False,-0.21993596751522723,0,1.3880000000000001,30660,22,17,1.0,527.6026417400169,False,0.20739502267960358,0,0.6050000000000001,41168,50,138,1.0,4172.592310827982,False,0.12302150159450595,1,4.827000000000002,23335,450,0,0.0,8142.422869588683,False,-0.2884460630700399,0,1.1180000000000003,46497,0,8,0.0,241.78348086941887,False,-0.02623779628953694,0,0.24500000000000002,43568,152,184,1.0,9160.422640540273,False,0.005727771238462143,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,63114,195,75,1.0,8743.472346192086,False,-0.018489227669967565,0.5,334458,0.0,0.0,13,0,0,21,1,1.0,7,28,21,213.0,85.0,16,13,21,266,1.6275756109971553,101.96218670392409
53,21,0,0,0,10.000000000000002,20,10.0,17.806790022096994,68,17.0,22.83976972519818,18,15.055555555555555,29.90006507605733,4,15.0,38.00000000000001,0,,33,3.770000000000001,17150,535,0,0.0,5350.000000000001,False,-0.2259487740121818,18,1.5680000000000003,30907,21,10,1.0,388.06790022096993,False,0.21431492855343146,0,0.6050000000000001,40541,91,142,1.0,4863.665192988968,False,0.11571379677262648,12,4.946000000000001,22730,467,0,0.0,8315.770940319297,False,-0.3019034824447074,0,1.118,46376,1,18,1.0,561.0409410942301,False,-0.02543091301025376,0,0.24500000000000002,43478,149,190,1.0,9084.138053505423,False,0.003051113897997029,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,63054,189,85,1.0,8881.112299374836,False,-0.018360950162348354,0.625,332993,0.0,0.0,14,0,0,7,4,4.0,6,13,24,219.0,53.0,13,8,24,789,1.2431043210090138,103.2052910249331
54,24,0,0,0,10.000000000000002,20,10.0,18.0812824176016,13,23.0,23.42547290891324,25,27.32,29.557013733146317,4,15.0,38.00000000000001,0,,0,3.7370000000000014,17090,541,0,0.0,5410.000000000001,False,-0.22712009995314697,3,1.5799999999999998,31012,25,10,1.0,430.8128241760161,False,0.21924903998469494,0,0.6050000000000001,41147,81,133,1.0,4580.17177271119,False,0.1277673145278739,6,4.994000000000001,22335,480,0,0.0,8679.015560448768,False,-0.30744345777795246,0,1.1180000000000003,45818,11,24,1.0,967.0485315935572,False,-0.03284613222632795,0,0.24500000000000002,43413,144,200,1.0,9284.67084551277,False,0.0037877641884192506,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,62994,183,95,1.0,9018.933513165777,False,-0.018231354529969518,0.625,332566,0.0,0.0,14,0,0,6,3,2.230769230769231,7,13,25,210.0,78.0,13,11,25,866,1.4024148089811206,104.60770583391422
55,25,0,0,0,10.000000000000002,20,10.0,18.391054645898414,19,22.0,23.359471552874226,1,12.0,29.557013733146317,0,,38.00000000000001,0,,0,3.7370000000000005,17010,549,0,0.0,5490.000000000001,False,-0.22868186787443387,9,1.667,31148,27,10,1.0,453.9105464589842,False,0.22500996693852454,0,0.6050000000000001,41147,71,143,1.0,4646.169311919802,False,0.12862406937272566,1,4.998000000000002,21901,499,0,0.0,9177.13626830331,False,-0.31224508946537405,0,1.118,45818,1,34,1.0,1028.297938479849,False,-0.03220643837490232,0,0.24500000000000002,43401,135,210,1.0,9360.501543598748,False,0.004329088269193553,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,62994,173,105,1.0,9103.363375834313,False,-0.017617381678706853,0.625,332176,0.0,0.0,12,0,0,5,2,1.4736842105263157,5,10,31,165.0,90.0,10,15,31,200,1.3232064189505763,105.9309122528648
56,31,0,0,0,10.000000000000002,20,10.0,18.371054664197377,44,18.272727272727273,23.398104451588736,10,24.0,29.911588476831803,5,41.0,38.00000000000001,0,,26,3.997000000000001,16832,559,0,0.0,5590.000000000001,False,-0.23367952522255192,8,1.738,31318,27,10,1.0,453.7105466419738,False,0.23164357618776305,0,0.6050000000000001,40932,87,148,1.0,5061.201214620305,False,0.1284297592509646,5,5.0470000000000015,21412,517,0,0.0,9497.835261390044,False,-0.3207779200671144,0,1.1180000000000003,45643,0,40,0.6,1196.4635390732722,False,-0.034105531822353756,0,0.24500000000000002,43541,130,215,1.0,9472.745101225373,False,0.008425712299216414,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,62789,168,115,1.0,9395.146864107744,False,-0.01847705059770095,0.575,331224,0.0,0.0,13,0,0,4,3,2.4444444444444446,9,13,35,207.0,99.0,13,18,35,580,1.602491336001549,107.53340358886635
57,35,0,0,0,10.000000000000002,20,10.0,18.445439592923666,17,19.470588235294116,23.351052424717757,20,23.0,30.188804862627354,41,31.170731707317074,38.00000000000001,0,,4,4.011000000000001,16698,568,0,0.0,5680.000000000001,False,-0.23715445884741526,3,1.7600000000000002,31453,28,10,1.0,464.45439592923674,False,0.23712428541170613,0,0.6050000000000001,40932,77,158,1.0,5109.765131760528,False,0.1290601974732648,20,5.242000000000002,20981,534,0,0.0,9849.864742621237,False,-0.3273981625477562,0,1.118,46716,0,4,0.0,120.75521945050941,False,-0.022927317338738026,0,0.24500000000000002,43286,140,220,1.0,9910.684409238504,False,0.007673104495535154,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,61511,199,125,1.0,10757.572167662845,False,-0.02715671009742393,0.5,330334,0.0,0.0,13,0,0,10,4,3.230769230769231,6,16,33,278.0,137.0,16,19,33,1478,1.6924035369884223,109.22580712585477
58,33,0,0,0,10.000000000000002,20,10.0,18.433927521569128,6,18.0,23.347664758089,36,23.333333333333332,29.95546091945097,20,28.0,38.00000000000001,0,,1,4.017,16588,578,0,0.0,5780.000000000001,False,-0.23949711072934562,0,1.7570000000000001,31453,28,15,1.0,556.508912823537,False,0.23892138280539463,0,0.6050000000000001,41080,71,162,1.0,5091.130544841826,False,0.13266084932030622,30,5.522000000000002,20600,536,0,0.0,9880.585151561052,False,-0.33689135487120864,0,1.1180000000000003,46716,0,4,0.0,119.82184367780388,False,-0.02293706559220248,0,0.24500000000000002,43006,166,210,1.0,10166.359142927478,False,0.004494706342978255,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,60951,209,135,1.0,11390.691332165254,False,-0.030697301131773724,0.5,329151,0.0,0.0,15,0,0,9,3,3.0,7,16,31,228.0,78.0,16,17,31,1070,2.8326434129849076,112.05845053883968
59,31,0,0,0,10.000000000000002,20,10.0,18.484404236563254,3,22.0,22.94032512459222,33,20.848484848484848,29.95546091945097,0,,38.00000000000001,0,,0,4.016000000000001,16478,589,0,0.0,5890.000000000001,False,-0.2416445416211151,0,1.7570000000000001,31429,27,22,1.0,676.6568932043916,False,0.2403298628222003,0,0.6050000000000001,41211,63,167,1.0,4995.551762710385,False,0.13482126600257535,28,5.772000000000002,20056,537,0,0.0,9926.125075034468,False,-0.3504241733950245,0,1.1180000000000003,46529,0,10,0.6,299.5546091945097,False,-0.024966008593448278,0,0.24500000000000002,42505,183,220,1.0,10788.28090007959,False,0.0005251378627186193,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,60951,199,145,1.0,11471.136722970743,False,-0.030112303307512297,0.575,327916,0.0,0.0,15,0,0,8,4,4.0,4,12,31,177.0,102.0,12,19,31,441,1.798738854995463,113.85718939383514
60,31,0,0,0,10.000000000000002,20,10.0,18.785169560696293,25,21.08,22.684950725501466,11,18.454545454545453,29.95546091945097,0,,38.00000000000001,0,,6,4.0760000000000005,16350,600,0,0.0,6000.000000000001,False,-0.24449476807746368,0,1.7570000000000001,31776,26,13,1.0,504.2072042890519,False,0.25051161963706564,0,0.6050000000000001,40684,78,177,1.0,5480.47950414807,False,0.1274337873110924,11,5.854000000000001,19916,537,0,0.0,10087.63605409391,False,-0.35196235260548986,0,1.1180000000000003,46529,0,10,0.0,299.5546091945097,False,-0.024966008593448278,0,0.24500000000000002,42302,184,230,1.0,11063.786944965992,False,-0.0008377517549610226,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,60951,189,155,1.0,11551.582113776234,False,-0.029527305483250874,0.5,327265,0.0,0.0,13,0,0,7,3,3.0,8,15,37,225.0,93.0,15,16,37,637,1.6782378170173615,115.5354272108525
61,37,0,0,0,10.000000000000002,20,10.0,19.02990585906422,16,22.0,23.423181863279876,70,25.257142857142856,29.95546091945097,0,,38.00000000000001,0,,0,4.070000000000001,16230,612,0,0.0,6120.000000000001,False,-0.24683741995939404,3,1.7870000000000004,31994,24,10,1.0,430.29905859064223,False,0.25758041266965964,0,0.6050000000000001,41154,78,167,1.0,5396.004028174748,False,0.13853987989633854,50,6.343,19108,543,0,0.0,10333.23888147187,False,-0.36975232524831403,0,1.118,45827,11,20,1.0,856.764218885098,False,-0.03380995719090631,0,0.24500000000000002,41236,223,240,1.0,12412.680176179645,False,-0.009016583362789276,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,60951,179,165,1.0,11632.027504581725,False,-0.028942307658989447,0.625,325257,0.0,0.0,16,0,0,6,5,4.3,6,12,37,216.0,120.0,12,25,37,1022,1.5536740719689988,117.0891012828215
62,37,0,0,0,10.000000000000002,20,10.0,19.23295938616293,24,20.833333333333332,22.395882064319185,24,13.0,30.753323183314727,11,43.0,38.00000000000001,0,,2,4.090000000000001,16090,624,0,0.0,6240.000000000001,False,-0.24996095580196784,12,1.9040000000000001,32171,22,10,1.0,412.3295938616293,False,0.2641404340516482,0,0.6050000000000001,40896,81,177,1.0,5521.940835663693,False,0.13347622852403807,24,6.533000000000001,18506,554,0,0.0,10655.059499934263,False,-0.38120444101238105,0,1.1180000000000003,45515,25,30,1.0,1482.4967471074215,False,-0.033791862523421694,0,0.24500000000000002,41709,213,239,1.0,12120.367120512206,False,-0.0021894230635396226,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,60478,180,175,1.0,12185.598172996652,False,-0.03179604859871243,0.625,324122,0.0,0.0,12,0,0,8,4,3.090909090909091,5,13,36,219.0,147.0,13,24,36,673,1.6501119310269132,118.73921321384842
63,36,0,0,0,10.0,20,10.0,19.38301492669782,11,22.0,22.14168872757708,5,11.0,31.06036973627878,5,41.0,38.00000000000001,0,,0,4.088,15990,634,0,0.0,6340.0,False,-0.25191316570357647,1,1.9020000000000001,32295,22,10,1.0,413.8301492669782,False,0.26901120859884,0,0.6050000000000001,40896,71,187,1.0,5516.6898518524595,False,0.13340806225792468,5,6.559000000000001,18179,565,0,0.0,10951.403433584268,False,-0.3858473954514453,0,1.118,45720,15,35,1.0,1419.2382716834134,False,-0.030170465475170126,0,0.24500000000000002,41654,208,249,1.0,12339.50331966945,False,-0.0010495956085823548,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,60273,175,185,1.0,12465.564703848788,False,-0.03274165027670786,0.625,323764,0.0,0.0,13,0,0,9,2,1.0909090909090908,5,14,36,211.0,112.0,14,22,36,405,1.651674437976908,120.39088765182532
64,36,0,0,0,10.0,20,10.0,19.77201964677259,22,23.0,22.091666091474348,1,12.0,29.560417190435462,29,21.79310344827586,38.00000000000001,0,,0,4.088000000000001,15890,644,0,0.0,6440.0,False,-0.2538653756051851,12,2.021000000000001,32474,22,10,1.0,417.72019646772594,False,0.276076061933229,0,0.6050000000000001,40643,72,197,1.0,5775.643634588073,False,0.13020100262992107,1,6.564000000000001,17910,576,0,0.0,11388.683316541013,False,-0.387154905538724,0,1.1180000000000003,46352,5,16,1.0,583.4250055043392,False,-0.02569844795187014,0,0.24500000000000002,41642,199,259,1.0,12052.389604526179,False,-0.004298892879995624,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,59641,194,195,1.0,13144.720934944482,False,-0.03699462647479901,0.625,323309,0.0,0.0,13,0,0,8,3,2.090909090909091,7,15,32,240.0,108.0,15,21,32,832,1.6717346910154447,122.06262234284077
65,32,0,0,0,10.0,20,10.0,18.69234362606717,17,7.0,23.192002462761014,22,32.31818181818182,29.699954360441836,25,30.6,38.00000000000001,0,,17,4.258000000000001,15603,654,0,0.0,6540.0,False,-0.26311885053880996,0,2.0090000000000003,32374,22,20,1.0,593.8468725213434,False,0.27561000453930473,0,0.6050000000000001,41330,62,187,1.0,5495.829765352474,False,0.14440530903199292,2,6.583000000000001,17758,593,0,0.0,11084.559770257832,False,-0.3950493331309348,4,1.1580000000000001,46519,3,10,1.0,366.57555099270144,False,-0.024474918003585488,0,0.24500000000000002,41393,203,264,1.0,12548.76445109713,False,-0.004315866116293505,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,58876,209,205,1.0,13997.290461332344,False,-0.041920891972218585,0.625,322610,0.0,0.0,15,0,0,10,4,3.2,1,11,36,168.0,137.0,11,21,36,1092,1.6594823519699275,123.7221046948107
66,36,0,0,0,10.0,20,10.0,18.650311356434848,24,18.333333333333332,23.192002462761014,0,,30.02724529643045,5,41.0,38.00000000000001,1,38.0,14,4.381000000000001,15461,664,0,0.0,6640.0,False,-0.2667109167577698,0,2.0090000000000003,32504,22,20,1.0,593.006227128697,False,0.28066933912089453,0,0.6050000000000001,41120,66,197,1.0,5799.74503468862,False,0.1428983413995303,0,6.581000000000001,17528,603,0,0.0,11246.137747930214,False,-0.3989233338361951,0,1.1540000000000004,46519,0,13,0.3,390.3541888535959,False,-0.024226571950812566,0,0.24500000000000002,41598,193,269,1.0,12553.385460052667,False,1.4469858928315473e-05,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58709,204,214,1.0,14257.558040471813,False,-0.04245707316730074,0.5375,322196,0.0,0.0,13,0,0,13,1,1.0,4,17,35,260.0,117.0,17,19,35,673,2.192502381047234,125.91460707585793
67,35,0,0,0,10.000000000000002,20,10.0,18.36928880950753,5,8.0,23.74905540699449,10,34.0,29.87071704878435,13,28.0,38.00000000000001,13,38.0,5,4.417000000000001,15331,672,0,0.0,6720.000000000001,False,-0.2702248945806653,0,2.0090000000000003,32384,24,30,1.0,791.0786642852261,False,0.27985082508756115,0,0.6050000000000001,41420,61,197,1.0,5799.090532557873,False,0.15067881572019262,0,6.581000000000001,17528,603,0,0.0,11076.68115213304,False,-0.4011231546353069,0,1.1540000000000004,46349,0,18,0.5,537.6729068781183,False,-0.026238951133411525,0,0.24500000000000002,41792,188,266,1.0,12410.433151491601,False,0.0025737681360613017,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58839,207,211,1.0,14201.238429098361,False,-0.04097591205914772,0.5625,322400,0.0,0.0,21,0,0,5,1,1.0,8,13,46,204.0,111.0,13,22,46,1398,1.8046035090228543,127.71921058488078
68,46,0,0,0,10.0,20,10.0,18.218677881720357,26,17.230769230769234,25.014679065718088,68,28.264705882352942,30.290101800928987,5,43.0,38.00000000000001,11,38.0,4,4.452000000000001,15201,681,0,0.0,6810.0,False,-0.2735436514134,0,2.0090000000000003,32690,25,18,1.0,577.9362018709664,False,0.28763736142962215,0,0.6050000000000001,42493,72,165,1.0,5439.1668533273505,False,0.17386497628683337,26,6.841,17041,608,0,0.0,11076.956152085977,False,-0.4137636806510803,0,1.1540000000000004,44931,33,28,1.0,1673.6072595947085,False,-0.043994576810014785,0,0.24500000000000002,41503,203,271,1.0,13286.597438392528,False,0.005687820512099683,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,59042,202,210,1.0,14098.600563787657,False,-0.03876986660421738,0.625,321658,0.0,0.0,22,0,0,12,5,5.0,9,21,37,293.0,127.0,21,25,37,2655,2.104075091017876,129.82328567589866
69,37,0,0,0,10.0,20,10.0,18.47755168526507,13,22.0,25.014679065718088,0,,30.290101800928987,0,,38.00000000000001,14,38.0,0,4.448000000000001,15111,690,0,0.0,6900.0,False,-0.27530064032484775,0,2.0090000000000003,32866,26,15,1.0,537.163275278976,False,0.29371316717318,0,0.6050000000000001,42207,75,175,1.0,5763.385212895546,False,0.17064836967618066,0,6.815,17041,608,0,0.0,11234.351424641161,False,-0.41172043534321884,0,1.1540000000000004,44931,23,38,1.0,1726.3614869468174,False,-0.043443607313501956,0,0.24500000000000002,41503,193,281,1.0,13339.351665744636,False,0.006238790008612511,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,59574,192,206,1.0,13643.699545778367,False,-0.03434050681546342,0.625,321990,0.0,0.0,20,0,0,7,0,0.0,6,13,39,219.0,147.0,13,24,39,1018,1.6146218740032054,131.43790754990187
70,39,0,0,0,10.0,20,10.0,18.774268215662882,12,23.0,25.054712629005095,23,25.434782608695652,30.290101800928987,0,,38.00000000000001,0,,0,4.448000000000001,15041,697,0,0.0,6970.0,False,-0.2766671872559738,0,2.0090000000000003,33012,29,13,1.0,534.0654868036174,False,0.2993531447525305,0,0.6050000000000001,42516,77,162,1.0,5504.482098504867,False,0.17531002828051812,0,6.815000000000001,17041,608,0,0.0,11414.755075123032,False,-0.40937850406164933,0,1.1540000000000004,44476,26,48,1.0,2105.3474147987235,False,-0.04898956202950736,0,0.24500000000000002,41373,193,291,1.0,13649.979161468318,False,0.006767547744791744,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,59574,182,216,1.0,13720.798527769079,False,-0.03377984403210527,0.625,321790,0.0,0.0,15,0,0,7,0,0.0,9,16,30,270.0,112.0,16,23,30,1061,1.7609036990324967,133.19881124893436
71,30,0,0,0,10.0,20,10.0,18.912948235297232,21,20.0,25.41137589853096,11,32.45454545454545,30.290101800928987,0,,38.00000000000001,0,,3,4.4780000000000015,14899,708,0,0.0,7080.0,False,-0.28006403248477274,5,2.0590000000000006,33228,28,10,1.0,469.12948235297233,False,0.3065190044188852,0,0.6050000000000001,42457,86,162,1.0,5743.156443797578,False,0.1768765765369921,1,6.825000000000001,17009,610,0,0.0,11536.898423531311,False,-0.40862370932169345,0,1.1540000000000004,44464,17,58,1.0,2188.8192947289076,False,-0.048368432816049356,0,0.24500000000000002,41028,193,301,1.0,14021.7161904961,False,0.0034435830565243747,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,59574,172,226,1.0,13797.897509759787,False,-0.033219181248747134,0.625,321416,0.0,0.0,12,0,0,8,4,3.2777777777777777,4,12,38,186.0,69.0,12,18,38,545,1.3899294810253195,134.58874072995968
72,38,0,0,0,10.0,20,10.0,19.14838306114963,18,21.333333333333332,25.34639804563089,1,12.0,28.365450070419087,77,24.844155844155843,38.00000000000001,0,,2,4.495000000000001,14739,722,0,0.0,7220.0,False,-0.28357801030766827,6,2.1140000000000003,33420,24,10,1.0,431.4838306114963,False,0.3132805683002401,0,0.6050000000000001,42349,82,172,1.0,5929.747874862783,False,0.1764948057283048,1,6.834000000000001,16717,622,0,0.0,11910.29426403507,False,-0.4113576920755651,14,1.2940000000000003,45600,8,10,1.0,486.425685069238,False,-0.04241941674949625,0,0.24500000000000002,41233,183,306,1.0,13318.218563898696,False,0.0003782696651491348,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,57661,239,236,1.0,15747.342566830164,False,-0.046865464121251914,0.625,320476,0.0,0.0,14,0,0,11,7,5.4393939393939394,7,18,37,294.0,61.0,18,20,37,1640,1.7705755399656482,136.35931626992533
73,37,0,0,0,10.0,20,10.0,19.151306806080402,10,19.2,25.507493967524155,10,28.5,27.72750154135221,18,20.77777777777778,38.00000000000001,0,,2,4.513000000000001,14649,729,0,0.0,7290.0,False,-0.28572544119943777,0,2.1080000000000005,33466,27,12,1.0,499.81568167296484,False,0.31641058257209437,0,0.6050000000000001,42503,74,177,1.0,5932.023135901725,False,0.18052268065092064,5,6.883000000000001,16516,630,0,0.0,12065.323287830653,False,-0.4145637749528683,3,1.3100000000000003,45497,3,10,1.0,353.79749731609456,False,-0.04595607743956961,0,0.24500000000000002,41323,178,311,1.0,13163.586905579836,False,0.0006432187155850709,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,57287,247,246,1.0,16196.692880714,False,-0.04903724071211664,0.625,319998,0.0,0.0,13,0,0,9,3,2.230769230769231,9,18,39,279.0,102.0,18,19,39,751,1.7089015449746512,138.06821781489998
74,39,0,0,0,10.0,20,10.0,19.433827739167764,21,21.571428571428573,25.868365829867464,12,31.166666666666668,27.72750154135221,0,,38.00000000000001,11,38.0,2,4.5310000000000015,14539,738,0,0.0,7380.0,False,-0.288263314071529,7,2.1780000000000004,33655,28,10,1.0,474.33827739167765,False,0.32329256359112296,0,0.6050000000000001,42837,66,177,1.0,5861.333382671613,False,0.18827673411921814,2,6.8980000000000015,16046,649,0,0.0,12612.554202719879,False,-0.41966255318932544,0,1.3070000000000004,45135,4,20,1.0,658.023494146514,False,-0.05034023171088151,0,0.24500000000000002,41311,169,321,1.0,13272.28182002166,False,0.001527779379429931,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,57705,237,245,1.0,15881.417865300475,False,-0.0452505354705669,0.625,319985,0.0,0.0,18,0,0,12,6,5.076923076923077,6,18,41,256.0,117.0,18,21,41,968,1.8483965740306303,139.9166143889306
75,41,0,0,0,10.0,20,10.0,19.62456604573403,13,22.0,25.868365829867464,0,,27.72750154135221,0,,38.00000000000001,11,38.0,0,4.529000000000001,14429,749,0,0.0,7490.0,False,-0.29041074496329844,3,2.2010000000000005,33797,27,10,1.0,466.2456604573403,False,0.3286788548425999,0,0.6050000000000001,42551,69,187,1.0,6191.479467340863,False,0.18513707897160742,0,6.896000000000002,16046,649,0,0.0,12736.343363681386,False,-0.41805556958560874,0,1.3070000000000004,45135,0,24,0.4,665.4600369924531,False,-0.05026256384475437,0,0.24500000000000002,41311,159,331,1.0,13290.87317713651,False,0.0017219490447478048,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58123,227,244,1.0,15566.142849886954,False,-0.04146383022901694,0.55,320149,0.0,0.0,18,0,0,7,1,0.23076923076923078,9,16,42,262.0,154.0,16,25,42,618,1.8726712670177221,141.78928565594833
76,42,0,0,0,10.0,20,10.0,19.253581639355964,41,17.829268292682926,24.49886498317298,48,19.666666666666668,28.113793878066442,5,43.0,38.00000000000001,11,38.0,4,4.569000000000001,14279,760,0,0.0,7600.0,False,-0.2941199437763548,27,2.468000000000001,33806,26,10,1.0,452.5358163935596,False,0.3287626076915813,0,0.6050000000000001,42404,82,192,1.0,6282.575771196402,False,0.18250306069161382,43,7.326000000000001,14608,667,0,0.0,12842.138953450429,False,-0.45401730510112126,0,1.3070000000000004,44821,8,34,1.0,1151.8599117196427,False,-0.05174144721853571,0,0.24500000000000002,40896,179,336,1.0,13831.531575018289,False,-0.001299958484581478,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.34400000000000003,58326,222,243,1.0,15475.262240930751,False,-0.039172286160458196,0.625,317897,0.0,0.0,19,0,0,15,7,6.444444444444445,7,22,38,276.0,76.0,22,20,38,1003,2.005128708027769,143.7944143639761
77,38,0,0,0,10.0,20,10.0,19.12893618371762,2,8.0,23.33338113107157,39,17.487179487179485,28.09128752083953,11,27.727272727272727,38.0,8,38.0,2,4.585000000000001,14149,771,0,0.0,7710.0,False,-0.29704825862876777,0,2.4410000000000007,33716,25,20,1.0,632.5787236743524,False,0.3287634453317654,0,0.6050000000000001,42404,72,202,1.0,6090.626393704126,False,0.18001124719212952,39,7.673000000000001,13660,669,0,0.0,12797.258306907088,False,-0.47921307629417526,0,1.3070000000000002,44767,11,38,1.0,1324.1361182336896,False,-0.05107014122244136,0,0.24500000000000002,40573,195,341,1.0,14129.138365165236,False,-0.004938605869937302,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58325,223,245,1.0,15574.357117147214,False,-0.038466213497191454,0.625,316351,0.0,0.0,15,0,0,7,5,5.0,6,13,43,219.0,120.0,13,25,43,809,2.85723645897815,146.65165082295425
78,43,0,0,0,10.0,20,10.0,19.19790550415644,4,22.0,23.082865519494963,35,21.571428571428573,28.91945147325413,10,43.0,38.0,13,38.0,0,4.583000000000002,14059,780,0,0.0,7800.0,False,-0.29880524754021554,0,2.4410000000000007,33694,26,26,1.0,759.1455431080675,False,0.33037532295619376,0,0.6050000000000001,42360,64,212,1.0,6122.233442398944,False,0.1792791754387649,35,7.984000000000002,13221,671,0,0.0,12881.794593288972,False,-0.48951351914413527,0,1.3070000000000004,44982,1,43,1.0,1266.6192788694227,False,-0.047179896406510664,0,0.24500000000000002,40033,220,346,1.0,15084.360624034822,False,-0.0062417948778583756,0,0.2,68757,0,0,0.0,0.0,False,0.0,0,0.3440000000000001,58389,223,242,1.0,15645.037678535671,False,-0.03702141106697734,0.625,315495,0.0,0.0,22,0,0,13,2,2.0,4,17,32,230.0,123.0,17,26,32,1212,1.827070839004591,148.47872166195884
