index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,24,0,0,0,10.0,12,10.0,23.823536322778,0,,3.4422056889884702,19,2.6315789473684212,52.6574405521793,20,53.0,46.999999999999986,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,27837,555,0,0.0,5550.0,False,-0.0831161829454578,10,3.684000000000001,40145,14,0,0.0,333.529508518892,False,-0.25555374415033333,9,3.719000000000001,40298,7,0,0.0,166.764754259446,False,-0.2542681001453421,0,0.29900000000000004,77228,0,183,0.9,9636.311621048812,False,0.22108847629183082,0,0.2,77896,0,136,1.0,7161.411915096385,False,0.2126133850894941,0,1.1990000000000005,82336,5,13,1.0,874.2872027608962,False,-0.038371397353728694,6,1.4570000000000003,83286,0,5,0.5,234.99999999999994,False,-0.031048143501092057,0.425,462912,0.0,0.0,10,0,0,11,8,7.25,11,22,29,188.0,108.0,13,11,29,1697,1.2737438613548875,72.23572305124253
55,29,0,0,0,9.999999999999998,5,10.0,23.823536322778,0,,3.414540913487819,30,3.3,52.79287282968204,15,53.666666666666664,46.999999999999986,16,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,27787,560,0,0.0,5599.999999999999,False,-0.08386497738640789,21,3.8840000000000012,39250,14,0,0.0,333.529508518892,False,-0.2720819066618754,9,3.8000000000000007,39982,7,0,0.0,166.764754259446,False,-0.26010374188126084,0,0.29900000000000004,77473,0,188,1.0,9925.060091980224,False,0.22688351186900188,0,0.2,78357,10,136,1.0,7213.976113971635,False,0.21986557808316323,0,1.1990000000000003,82182,5,15,1.0,968.9643641484099,False,-0.03961055134910768,3,1.481,83219,0,5,0.5,234.99999999999994,False,-0.03182652539616153,0.4375,462136,0.0,0.0,7,0,0,13,12,12.0,11,24,33,211.0,141.0,14,15,33,1466,1.4798337882384658,73.715556839481
56,33,0,0,0,10.0,11,10.0,23.823536322778,0,,3.7390896389979247,4,15.0,52.81160034013155,10,53.0,46.999999999999986,5,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,27677,571,0,0.0,5710.0,False,-0.08551232515649804,4,3.903000000000001,39174,14,0,0.0,333.529508518892,False,-0.27348541543380517,0,3.7910000000000013,39982,7,0,0.0,166.764754259446,False,-0.26010374188126084,0,0.29900000000000004,77413,0,192,0.4,10139.827265305257,False,0.2275887192131779,0,0.2,78887,0,136,1.0,7182.377646257891,False,0.22751840012991248,0,1.1990000000000003,81917,0,25,1.0,1174.9999999999995,False,-0.0414924020632929,0,1.4780000000000004,83189,0,5,0.5,234.99999999999994,False,-0.03217505460290906,0.3625,462125,0.0,0.0,6,0,0,14,1,1.0,12,26,37,236.0,165.0,16,17,37,875,2.1758012725040317,75.89135811198503
57,37,0,0,0,10.000000000000002,13,10.0,23.823536322778,0,,3.8681264739759444,12,5.25,52.81160034013155,0,,46.999999999999986,13,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,27547,584,0,0.0,5840.000000000001,False,-0.08745919070296822,7,3.9690000000000007,38973,14,0,0.0,333.529508518892,False,-0.2771973267911459,5,3.841000000000001,39822,7,0,0.0,166.764754259446,False,-0.2630584971905868,0,0.29900000000000004,77394,0,200,0.8,10562.320068026309,False,0.23044991195268943,0,0.2,78843,0,140,0.4,7393.624047618417,False,0.22843553487534354,0,1.1990000000000003,82434,0,14,0.0,657.9999999999998,False,-0.038489242065151724,0,1.4780000000000002,83283,0,3,0.0,140.99999999999994,False,-0.031629025512337934,0.15000000000000002,462182,0.0,0.0,7,0,0,10,3,3.0,14,24,29,219.0,184.0,15,22,29,741,1.753728874027729,77.64508698601276
58,29,0,0,0,10.000000000000002,8,10.0,23.823536322778,0,,3.6447338517630326,19,2.1578947368421053,51.194446154533864,5,19.0,46.999999999999986,12,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,27467,592,0,0.0,5920.000000000001,False,-0.08865726180848833,10,4.062000000000001,38620,14,0,0.0,333.529508518892,False,-0.28371625569234626,9,3.926000000000001,39498,7,0,0.0,166.764754259446,False,-0.2690418766919718,0,0.29900000000000004,77355,7,210,1.0,10776.346829414453,False,0.2314621513998486,0,0.2,78936,0,137,0.2,7013.6391231711395,False,0.2269920013332971,0,1.1990000000000003,82998,0,2,0.0,93.99999999999997,False,-0.03521306752172499,0,1.4780000000000004,83188,0,8,0.5,375.9999999999999,False,-0.03136762860727729,0.2125,461948,0.0,0.0,6,0,0,9,6,6.0,13,22,32,200.0,142.0,13,16,32,739,1.6884933346882463,79.333580320701
59,32,0,0,0,10.000000000000002,10,10.0,23.823536322778,0,,3.5341413474885153,14,2.5,51.28555623642386,5,53.0,46.999999999999986,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,27367,602,0,0.0,6020.000000000001,False,-0.09015485069038848,0,4.0520000000000005,38620,14,0,0.0,333.529508518892,False,-0.28371625569234626,14,4.057000000000001,38965,7,0,0.0,166.764754259446,False,-0.2788849053161639,0,0.29900000000000004,77613,4,215,1.0,11040.531156221083,False,0.2372678718594833,0,0.2,78908,0,144,0.7,7385.120098045036,False,0.22933964443188104,8,1.2790000000000001,82990,0,0,0.0,0.0,False,-0.03585203773409545,2,1.4980000000000002,83281,0,5,0.5,234.99999999999994,False,-0.031106231702216647,0.275,461630,0.0,0.0,4,0,0,15,7,5.75,11,26,27,240.0,107.0,16,16,27,459,1.621350672096014,80.95493099279702
60,27,0,0,0,10.000000000000002,6,10.0,23.823536322778,0,,3.4048793408310205,12,2.0,51.45842199772175,10,53.0,46.99999999999998,9,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,27307,608,0,0.0,6080.000000000001,False,-0.09105340401952856,8,4.1320000000000014,38336,14,0,0.0,333.529508518892,False,-0.28896094636639985,4,4.083000000000001,38845,7,0,0.0,166.764754259446,False,-0.28110097179815835,0,0.29900000000000004,78119,6,215,1.0,11083.990005555162,False,0.24512204019552586,0,0.2,78908,0,144,0.0,7410.012767671932,False,0.22952488255623468,9,1.3610000000000002,82602,0,5,0.5,234.9999999999999,False,-0.03899460941493564,0,1.4960000000000004,83016,0,10,0.5,469.9999999999998,False,-0.03281983363539198,0.25,461019,0.0,0.0,4,0,0,13,5,5.0,9,22,27,160.0,112.0,12,15,27,590,1.473816846497357,82.42874783929437
61,27,0,0,0,10.0,12,10.0,23.823536322778,0,,3.479021411075597,24,3.875,51.646284233431906,5,55.0,46.999999999999986,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,27187,620,0,0.0,6200.0,False,-0.09285051067780872,17,4.2940000000000005,37660,14,0,0.0,333.529508518892,False,-0.30144478754830195,7,4.149000000000001,38621,7,0,0.0,166.764754259446,False,-0.2852376292312147,0,0.29900000000000004,78054,11,225,1.0,11658.68318804401,False,0.24843121242461044,0,0.2,79155,0,148,0.9,7643.6500665479225,False,0.23493957573594612,4,1.3920000000000001,82526,0,5,0.5,234.99999999999994,False,-0.039877550072029366,1,1.5060000000000004,83477,0,0,0.0,0.0,False,-0.03019424694456062,0.3,460566,0.0,0.0,7,0,0,9,12,11.5,13,22,37,210.0,139.0,13,14,37,1053,1.6782396463677287,84.1069874856621
62,37,0,0,0,10.0,13,10.0,23.823536322778,0,,3.494215356833074,14,3.642857142857143,51.849679276347814,15,53.0,46.999999999999986,14,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,27057,633,0,0.0,6330.0,False,-0.09479737622427892,8,4.357000000000001,37391,14,0,0.0,333.529508518892,False,-0.3064124699121062,6,4.202000000000002,38434,7,0,0.0,166.764754259446,False,-0.2886909994989894,0,0.29900000000000004,78018,12,235,1.0,12226.605214223733,False,0.25212160270143125,0,0.2,79935,0,136,0.3,7051.556381583303,False,0.24214222426800688,9,1.4780000000000004,81869,5,10,1.0,729.248396381739,False,-0.04463933967434746,0,1.5050000000000001,83477,0,0,0.0,0.0,False,-0.03019424694456062,0.2875,460067,0.0,0.0,7,0,0,15,8,7.25,11,26,37,246.0,167.0,18,19,37,1019,1.9495578417554498,86.05654532741755
63,37,0,0,0,10.0,7,10.0,23.823536322778,0,,3.475991489346914,1,1.0,51.96488348529264,10,53.0,46.99999999999998,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,26987,640,0,0.0,6400.0,False,-0.09584568844160901,0,4.349000000000001,37391,14,0,0.0,333.529508518892,False,-0.3064124699121062,1,4.206000000000001,38401,7,0,0.0,166.764754259446,False,-0.28930041778153787,0,0.29900000000000004,78017,3,245,1.0,12741.824428364736,False,0.2559407095322644,0,0.2,80465,0,126,0.0,6547.575319146872,False,0.24627982407723417,1,1.4790000000000003,82065,0,10,1.0,469.9999999999998,False,-0.04386820948928854,9,1.5950000000000002,83086,0,5,0.5,234.9999999999999,False,-0.03337167154607556,0.3125,460298,0.0,0.0,6,0,0,14,4,3.5,14,28,28,273.0,172.0,18,19,28,1023,1.8577535171061754,87.91429884452373
64,28,0,0,0,10.0,11,10.0,23.823536322778,0,,3.6583765885463735,16,5.0625,52.06853452335172,10,53.0,46.999999999999986,9,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,26877,651,0,0.0,6510.0,False,-0.09749303621169916,9,4.439000000000001,37077,14,0,0.0,333.529508518892,False,-0.31221117720665836,7,4.275000000000001,38207,7,0,0.0,166.764754259446,False,-0.2928830585940956,0,0.29900000000000004,78509,0,243,0.8,12652.65388917447,False,0.262599558640104,0,0.2,80422,1,136,1.0,7084.97907176438,False,0.2496389328315131,0,1.4780000000000004,82223,0,6,0.5,281.9999999999999,False,-0.043124680514893814,0,1.586,82821,0,10,0.5,469.9999999999999,False,-0.035085273479250896,0.35,460022,0.0,0.0,7,0,0,10,5,5.0,13,23,30,193.0,146.0,13,15,30,1063,1.7576432218775153,89.67194206640124
65,30,0,0,0,10.000000000000002,12,10.0,23.823536322778,0,,3.5696469755530056,16,2.875,52.11762155854597,5,53.0,46.99999999999998,15,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,26757,663,0,0.0,6630.000000000001,False,-0.09929014286997934,8,4.510000000000001,36803,14,0,0.0,333.529508518892,False,-0.31727119567387907,8,4.348000000000001,37924,7,0,0.0,166.764754259446,False,-0.29810928204746584,0,0.29900000000000004,78763,0,243,0.5,12664.58203872667,False,0.2664685898314258,0,0.2,80387,2,146,1.0,7616.312041498818,False,0.2530719295850546,0,1.4780000000000002,82099,0,8,0.5,375.99999999999983,False,-0.044019238812212466,2,1.606,83273,0,0,0.0,0.0,False,-0.03256424555044379,0.25,459892,0.0,0.0,7,0,0,8,10,9.285714285714286,13,21,33,183.0,148.0,12,18,33,761,1.6583536239340901,91.33029569033533
66,33,0,0,0,10.000000000000002,12,10.0,23.823536322778,0,,3.519140770847524,22,3.227272727272727,52.11762155854597,0,,46.99999999999998,10,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,26637,675,0,0.0,6750.000000000001,False,-0.1010872495282595,11,4.612000000000002,36426,14,0,0.0,333.529508518892,False,-0.3242333378714783,11,4.450000000000001,37527,7,0,0.0,166.764754259446,False,-0.3054407686587308,0,0.29900000000000004,78710,5,253,1.0,13203.353958166368,False,0.26968905030559437,0,0.2,80369,0,155,0.9,8078.231341574626,False,0.2562413964785063,0,1.4780000000000004,82099,0,8,0.0,375.99999999999983,False,-0.044019238812212466,10,1.7040000000000004,83135,0,0,0.0,0.0,False,-0.03416747990148241,0.2375,458789,0.0,0.0,3,0,0,11,9,9.0,13,24,25,193.0,145.0,14,19,25,120,1.6977112330496311,93.02800692338496
67,25,0,0,0,10.000000000000004,12,10.0,23.823536322778,0,,3.472553668200755,9,2.7777777777777777,52.16643049533336,5,53.0,46.99999999999997,5,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,26517,687,0,0.0,6870.000000000003,False,-0.10288435618653967,4,4.641000000000001,36294,14,0,0.0,333.529508518892,False,-0.32667101100167223,5,4.489000000000002,37369,7,0,0.0,166.764754259446,False,-0.3083585895266902,0,0.29900000000000004,78685,4,263,1.0,13733.661434945476,False,0.27326324533751156,0,0.2,80634,0,150,0.0,7824.964574300004,False,0.258300699307199,0,1.478,82069,0,8,0.5,375.9999999999998,False,-0.04436776801895999,0,1.694,83135,0,0,0.0,0.0,False,-0.03416747990148241,0.1875,458589,0.0,0.0,6,0,0,10,4,4.0,10,20,25,175.0,115.0,11,14,25,620,1.6933732321485877,94.72138015553355
68,25,0,0,0,10.000000000000002,10,10.0,23.823536322778,0,,3.4925817288141627,11,3.727272727272727,52.39998610821844,15,53.666666666666664,46.99999999999997,0,,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,26417,697,0,0.0,6970.000000000001,False,-0.10438194506843981,11,4.747000000000002,35909,14,0,0.0,333.529508518892,False,-0.3337808909647378,0,4.484000000000002,37369,7,0,0.0,166.764754259446,False,-0.3083585895266902,0,0.29900000000000004,78960,0,262,0.4,13728.796360353232,False,0.27731985206614906,0,0.2,81123,1,150,1.0,7863.49049796158,False,0.26586514933519056,0,1.4780000000000004,81529,0,18,1.0,845.9999999999995,False,-0.04791114828755983,0,1.6940000000000004,82870,0,5,0.5,234.99999999999986,False,-0.03588108183465774,0.3625,458063,0.0,0.0,5,0,0,11,3,3.0,10,21,19,148.0,116.0,11,14,19,905,2.0216924399137497,96.7430725954473
69,19,0,0,0,10.000000000000002,9,10.0,23.823536322778,0,,3.496684504089727,5,3.6,52.62376940721768,25,53.4,46.99999999999997,9,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,26327,706,0,0.0,7060.000000000001,False,-0.10572977506214994,3,4.766000000000001,35819,14,0,0.0,333.529508518892,False,-0.3354429408262336,2,4.504000000000001,37307,7,0,0.0,166.764754259446,False,-0.30950355720905404,0,0.29900000000000004,79753,0,250,0.3,13155.94235180442,False,0.284859150420476,0,0.2,81647,0,143,0.3,7525.199025232128,False,0.27114642604837064,0,1.4780000000000004,80999,0,28,1.0,1315.999999999999,False,-0.0513383521539105,4,1.734,82264,5,10,1.0,733.118847036088,False,-0.04002788903389973,0.325,458002,0.0,0.0,8,0,0,8,3,2.8,11,19,27,146.0,105.0,9,10,27,1613,1.6969690807163715,98.44004167616367
70,27,0,0,0,10.000000000000002,7,10.0,23.823536322778,0,,3.52962914607384,4,4.5,52.64159262300154,5,53.0,46.99999999999997,2,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,26257,713,0,0.0,7130.000000000001,False,-0.10677808727948004,2,4.783000000000001,35765,14,0,0.0,333.529508518892,False,-0.33644017074313115,2,4.522000000000001,37243,7,0,0.0,166.764754259446,False,-0.3106854593327844,0,0.29900000000000004,79735,0,254,0.4,13370.964526242391,False,0.2861913390650712,0,0.2,81912,0,138,0.0,7264.539781974213,False,0.27315071796798845,0,1.4780000000000004,80828,0,31,0.5,1456.999999999999,False,-0.052505924996514707,0,1.7300000000000002,82264,0,15,0.5,704.9999999999995,False,-0.04019122635810214,0.175,457890,0.0,0.0,4,0,0,11,2,2.0,10,21,36,155.0,103.0,12,15,36,429,4.517008074559271,102.95704975072294
71,36,0,0,0,10.000000000000002,12,10.0,23.823536322778,0,,3.3892105910362695,19,2.5789473684210527,52.64159262300154,0,,46.99999999999998,9,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,26137,725,0,0.0,7250.000000000001,False,-0.1085751939377602,8,4.8610000000000015,35485,14,0,0.0,333.529508518892,False,-0.34161099253445154,11,4.630000000000001,36845,7,0,0.0,166.764754259446,False,-0.3180354131647327,0,0.29900000000000004,79723,0,257,0.3,13528.889304111397,False,0.2871879366590123,0,0.2,81875,6,148,1.0,7811.290971750446,False,0.2766686830955816,0,1.478,80828,0,31,0.0,1456.9999999999993,False,-0.052505924996514707,0,1.7300000000000002,82687,0,6,0.0,281.9999999999999,False,-0.037734095450532086,0.1625,457466,0.0,0.0,5,0,0,17,6,6.0,11,28,31,265.0,148.0,18,18,31,543,1.7833270262926817,104.74037677701563
72,31,0,0,0,10.000000000000002,11,10.0,23.823536322778,0,,3.747922343076787,14,6.714285714285714,52.759524096844565,5,55.0,46.999999999999986,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,26027,736,0,0.0,7360.000000000001,False,-0.11022254170785035,10,4.953,35169,14,0,0.0,333.529508518892,False,-0.34744663427037026,4,4.659000000000001,36737,7,0,0.0,166.764754259446,False,-0.3200298729985277,0,0.29900000000000004,79924,0,262,1.0,13822.995313373276,False,0.29236799060419755,0,0.2,81855,0,158,1.0,8336.00480730144,False,0.2802756679265188,0,1.4780000000000004,81204,0,23,0.0,1080.9999999999998,False,-0.05032180863423021,6,1.7900000000000003,82620,0,5,0.5,234.99999999999994,False,-0.038785491890887126,0.3125,457422,0.0,0.0,7,0,0,9,6,5.666666666666667,12,21,31,164.0,151.0,11,20,31,996,1.542888943105936,106.28326572012156
73,31,0,0,0,10.000000000000002,8,10.0,23.823536322778,0,,3.819301457971299,24,4.166666666666667,52.889126353079085,15,53.666666666666664,46.999999999999986,9,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,25947,744,0,0.0,7440.000000000001,False,-0.11142061281337047,17,5.113000000000001,34494,14,0,0.0,333.529508518892,False,-0.3599120082315891,7,4.725000000000001,36540,7,0,0.0,166.764754259446,False,-0.3236679154731353,0,0.29900000000000004,80433,0,259,0.7,13698.283725447483,False,0.2990153720397634,0,0.2,82051,7,163,1.0,8647.66270575769,False,0.2855119190498555,0,1.4780000000000002,81362,0,19,0.5,892.9999999999998,False,-0.049578279659835495,0,1.7840000000000003,82080,0,15,1.0,704.9999999999998,False,-0.04232887215948696,0.4,456793,0.0,0.0,7,0,0,15,6,6.0,9,24,37,189.0,79.0,14,17,37,1308,1.6547734895721078,107.93803920969367
74,37,0,0,0,10.000000000000002,10,10.0,23.823536322778,0,,3.631931082120553,17,2.235294117647059,51.27282404081426,10,36.0,46.99999999999999,16,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,25847,754,0,0.0,7540.000000000001,False,-0.11291820169527061,4,5.136000000000001,34373,14,0,0.0,333.529508518892,False,-0.3621465419342669,13,4.848000000000001,36046,7,0,0.0,166.764754259446,False,-0.33279072249067915,0,0.29900000000000004,80509,2,264,1.0,13543.289408939205,False,0.29899308991486356,0,0.2,82297,2,168,1.0,8621.098301021037,False,0.28897544537974607,0,1.4780000000000004,81285,0,20,0.5,939.9999999999999,False,-0.05019982341186858,0,1.7840000000000007,82549,0,8,0.5,375.99999999999994,False,-0.03879130071099958,0.375,456792,0.0,0.0,8,0,0,12,6,6.0,11,23,37,181.0,150.0,14,23,37,1212,1.8229901725426316,109.7610293822363
75,37,0,0,0,10.0,12,10.0,23.823536322778,0,,3.51114792533014,11,2.090909090909091,51.43882979917312,10,53.0,46.99999999999999,9,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,25727,766,0,0.0,7660.0,False,-0.11471530835355079,0,5.1320000000000014,34373,14,0,0.0,333.529508518892,False,-0.3621465419342669,11,4.945000000000002,35639,7,0,0.0,166.764754259446,False,-0.340306881308777,0,0.29900000000000004,80492,0,271,0.7,13939.922875575916,False,0.30169161699912134,0,0.2,82821,0,166,0.8,8538.845746662739,False,0.2961620287438997,0,1.478,81285,0,20,0.0,939.9999999999999,False,-0.05019982341186858,1,1.7940000000000003,82386,0,10,1.0,469.99999999999994,False,-0.040138946977090015,0.3125,456609,0.0,0.0,6,0,0,10,5,4.333333333333333,14,24,31,175.0,171.0,14,23,31,932,2.3568968158215284,112.11792619805783
76,31,0,0,0,10.000000000000002,13,10.0,23.823536322778,0,,3.5607916680500917,12,4.083333333333333,51.5179654869065,5,53.0,46.99999999999999,7,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,25597,779,0,0.0,7790.000000000002,False,-0.11666217390002097,7,5.202000000000002,34160,14,0,0.0,333.529508518892,False,-0.366080059939807,5,4.984000000000002,35479,7,0,0.0,166.764754259446,False,-0.34326163661810294,0,0.29900000000000004,80453,0,278,0.7,14321.994405360007,False,0.3039543570222204,0,0.2,83076,0,166,0.5,8551.982270826478,False,0.3000549349676777,0,1.4780000000000004,81349,0,18,0.5,845.9999999999999,False,-0.050002323528044984,0,1.7930000000000004,82386,0,10,0.0,469.99999999999994,False,-0.040138946977090015,0.2125,456386,0.0,0.0,6,0,0,8,3,3.0,11,19,24,185.0,116.0,14,17,24,724,1.773666606284678,113.89159280434251
77,24,0,0,0,10.0,9,10.0,23.823536322778,0,,3.5771352350572485,19,3.6842105263157894,51.87048754614271,10,55.0,47.0,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,25507,788,0,0.0,7880.0,False,-0.11801000389373109,16,5.355000000000001,33537,14,0,0.0,333.529508518892,False,-0.3775851384254949,3,5.009000000000001,35398,7,0,0.0,166.764754259446,False,-0.3447574814934492,0,0.29900000000000004,80991,0,275,0.7,14264.384075189246,False,0.3115326760666551,0,0.2,83018,2,176,1.0,9136.360078591233,False,0.3035403556919174,0,1.4780000000000004,81269,0,18,1.0,846.0,False,-0.05093173474603838,0,1.7930000000000004,82856,0,0,0.0,0.0,False,-0.0374088015242344,0.3375,456462,0.0,0.0,8,0,0,7,6,6.0,9,16,21,159.0,89.0,11,13,21,1580,1.0377562679350376,114.92934907227755
78,21,0,0,0,10.0,10,10.0,23.823536322778,0,,3.5811105498801727,6,3.6666666666666665,51.98469802406762,10,53.0,47.0,16,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,25407,798,0,0.0,7980.0,False,-0.11950759277563124,1,5.349000000000002,33505,14,0,0.0,333.529508518892,False,-0.37817608948736015,5,5.056000000000001,35242,7,0,0.0,166.764754259446,False,-0.347638367920042,0,0.29900000000000004,81515,0,268,0.3,13931.899070450121,False,0.31685716145354387,0,0.2,83002,0,181,0.5,9409.230342356239,False,0.3053327852119795,0,1.4780000000000004,81209,0,18,1.0,846.0,False,-0.051628793159533434,6,1.8530000000000004,82784,0,0,0.0,0.0,False,-0.038245271620428456,0.225,456550,0.0,0.0,6,0,0,3,5,5.0,10,13,29,109.0,109.0,8,13,29,1100,0.9823984922841191,115.91174756456167
79,29,0,0,0,10.0,7,10.0,23.823536322778,0,,3.506774129403263,6,2.0,51.482954019599404,20,49.25,46.99999999999999,8,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,25337,805,0,0.0,8050.0,False,-0.12055590499296133,5,5.3980000000000015,33345,14,0,0.0,333.529508518892,False,-0.3811308447966861,1,5.061000000000002,35210,7,0,0.0,166.764754259446,False,-0.34822931898190723,0,0.29900000000000004,82035,0,263,0.5,13540.016907154642,False,0.3216801127171395,0,0.2,83455,0,172,0.1,8855.068091371097,False,0.3079509762570217,0,1.478,81045,0,20,1.0,939.9999999999999,False,-0.05298805706584878,0,1.8470000000000004,82339,0,10,1.0,469.99999999999994,False,-0.04068497606766114,0.325,456652,0.0,0.0,8,0,0,9,2,2.0,11,20,30,195.0,121.0,15,14,30,1431,1.1361151123419404,117.0478626769036
80,30,0,0,0,10.0,8,10.0,23.823536322778,0,,3.4501670672710287,10,2.8,50.8370237398217,10,44.5,47.0,9,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,25257,813,0,0.0,8130.0,False,-0.12175397609848145,3,5.423000000000001,33264,14,0,0.0,333.529508518892,False,-0.38262668967203234,7,5.130000000000001,34969,7,0,0.0,166.764754259446,False,-0.3526799191665794,0,0.29900000000000004,82033,0,265,0.2,13471.81129105275,False,0.32114279658773315,0,0.2,83874,0,170,0.8,8642.29403576969,False,0.3126035781263092,0,1.4780000000000004,81203,0,16,0.5,752.0,False,-0.052244528091454065,0,1.8470000000000004,82159,0,15,0.5,705.0,False,-0.04141107858171848,0.25,456645,0.0,0.0,6,0,0,7,3,3.0,8,15,30,209.0,144.0,15,15,30,948,1.2085867039859295,118.25644938088953
81,30,0,0,0,10.0,9,10.0,23.823536322778,0,,3.2382596526943916,16,1.75,51.131812850950276,10,54.0,47.0,20,47.0,0,0.2,33886,0,0,0.0,0.0,False,0.014945937041363405,0,0.2,25167,822,0,0.0,8220.0,False,-0.12310180609219157,4,5.460000000000001,33140,14,0,0.0,333.529508518892,False,-0.38491662503675994,12,5.243000000000002,34514,7,0,0.0,166.764754259446,False,-0.3610825045774751,0,0.29900000000000004,82298,0,270,1.0,13805.589469756575,False,0.3275705784238706,0,0.2,84121,0,171,0.6,8743.539997512496,False,0.31703308476963066,0,1.4780000000000002,81673,0,6,0.0,282.0,False,-0.04951438263859845,0,1.8470000000000004,82089,0,15,1.0,705.0,False,-0.04222431339746271,0.325,456888,0.0,0.0,8,0,0,5,4,4.0,6,11,30,165.0,165.0,11,19,30,1570,1.229339713230729,119.48578909412026
