index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,29,0,0,0,10.0,8,10.0,19.235792494948125,17,19.0,11.949383413263929,5,11.0,10.870383685484422,13,7.769230769230769,34.0,8,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.269000000000001,43403,24,20,1.0,624.7158498989625,False,0.08168847243404463,5,7.072000000000002,33376,450,0,0.0,8656.106622726656,False,-0.31810440179835914,0,7.256000000000003,34185,418,0,0.0,8040.561262888316,False,-0.3090394691652803,0,0.2,86610,307,286,1.0,6777.39044192057,False,0.014344106811535397,13,13.731000000000005,13659.0,735,0,0.0,8782.796808748988,False,-0.7965602145439388,0,0.2,115850,181,125,1.0,6217.539447072681,False,0.06161054592420102,8,4.753000000000001,97898,1043,0,0.0,11337.810183960251,False,-0.07574936333068473,0.375,465557,0.0,0.0,4,0,0,13,6,6.0,15,28,25,217.0,135.0,14,15,25,403,1.3915139570017345,142.34918546909466
53,25,0,0,0,10.0,9,10.0,19.221446542623784,13,19.0,11.816112727799121,20,10.75,10.60004486987961,30,8.6,34.0,8,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.269000000000001,43560,23,17,1.0,556.7645912246044,False,0.0847325752366087,10,7.167000000000002,33221,450,0,0.0,8649.650944180703,False,-0.3209660269457192,10,7.3560000000000025,33778,431,0,0.0,8284.44345987085,False,-0.314194893929875,0,0.2,86585,317,291,1.0,6830.320791847288,False,0.014360620290823864,25,13.968000000000005,12696.0,735,0,0.0,8684.842854932354,False,-0.8079658563728087,0,0.2,115632,185,135,1.0,6551.008300927728,False,0.0611530422601746,8,4.825000000000001,97769,1059,0,0.0,11225.447517202507,False,-0.07740195655168222,0.375,463817,0.0,0.0,5,0,0,14,11,11.0,12,26,23,166.0,124.0,13,12,23,527,1.4167274729697965,143.76591294206446
54,23,0,0,0,10.0,12,10.0,19.206418894184978,14,19.0,11.718698123083174,15,10.666666666666666,11.005390835265581,16,16.75,34.00000000000001,11,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.269000000000001,43706,25,13,1.0,499.6834456244047,False,0.087638979631123,10,7.257000000000002,33061,450,0,0.0,8642.88850238324,False,-0.3239208534318698,5,7.396000000000003,33447,445,0,0.0,8546.856407912315,False,-0.3178082541378446,0,0.2,86438,322,300,1.0,7075.038046212456,False,0.01408289591671246,15,14.093000000000004,12436.0,735,0,0.0,8613.243120466133,False,-0.8112997141736011,0,0.2,115377,190,145,1.0,7021.024258700461,False,0.06097462968497819,11,4.9270000000000005,97619,1060,0,0.0,11665.714285381517,False,-0.0767760729758533,0.375,462660,0.0,0.0,7,0,0,13,8,8.0,15,28,24,208.0,117.0,14,9,24,399,1.28164033399662,145.04755327606108
55,24,0,0,0,9.999999999999998,14,10.0,19.272983696799994,17,20.0,11.628158522028713,15,10.666666666666666,11.456776185840425,49,13.46938775510204,34.00000000000001,13,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,4,3.3090000000000006,43842,29,10,1.0,482.72983696799986,False,0.09079440091265412,5,7.297000000000002,32656,467,0,0.0,9000.483386405596,False,-0.3280118334472212,10,7.491000000000001,33287,445,0,0.0,8576.477745075998,False,-0.32043407171725174,0,0.2,86463,327,305,1.0,7296.7245733847185,False,0.015613938267163563,44,14.518000000000004,10676.0,735,0,0.0,8546.696513691104,False,-0.8315110761575463,0,0.2,114717,229,155,1.0,7893.601746557459,False,0.05897818815116441,13,5.046000000000001,97435,1060,0,0.0,12144.182756990851,False,-0.07628315221547069,0.375,459652,0.0,0.0,5,0,0,11,15,14.235294117647058,15,26,25,180.0,144.0,11,13,25,325,1.4440922859939747,146.49164556205506
56,25,0,0,0,9.999999999999998,13,10.0,19.272983696799994,0,,11.500585124959846,20,10.5,12.12037999535929,27,18.037037037037038,34.00000000000001,6,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.3050000000000006,43712,32,20,1.0,705.4596739359998,False,0.09033329630741821,10,7.392000000000001,32496,467,0,0.0,9000.483386405596,False,-0.3309055089576836,10,7.581000000000002,33127,445,0,0.0,8576.477745075998,False,-0.3233277472277142,0,0.2,86633,337,305,1.0,7572.413085696052,False,0.01908354420179009,17,14.644000000000004,10175.0,735,0,0.0,8452.930066845487,False,-0.8376860781121346,0,0.2,114621,225,165,1.0,8337.085498955841,False,0.06010033242138159,6,5.093000000000002,96997,1081,0,0.0,13102.130774983392,False,-0.0759174924145135,0.375,458337,0.0,0.0,7,0,0,12,9,9.0,17,29,26,232.0,123.0,14,11,26,510,1.3781098229810596,147.86975538503611
57,26,0,0,0,9.999999999999998,9,10.0,19.272983696799994,0,,11.428768989532342,15,10.666666666666666,11.614747500382585,16,4.0,34.00000000000001,8,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.3050000000000006,43622,31,30,1.0,888.1895109039997,False,0.09036706971475238,0,7.382000000000002,32496,467,0,0.0,9000.483386405596,False,-0.3309055089576836,15,7.721000000000002,32852,445,0,0.0,8576.477745075998,False,-0.3283012520113215,0,0.2,86473,342,315,1.0,7567.284457040575,False,0.017251338148009446,16,14.787000000000003,9679.0,735,0,0.0,8400.145207306272,False,-0.843573782164719,0,0.2,114621,215,175,1.0,8447.170712582258,False,0.060591543048423735,8,5.167000000000002,96852,1097,0,0.0,12741.378007919695,False,-0.07882121276194859,0.375,457171,0.0,0.0,3,0,0,13,7,7.0,16,29,24,242.0,152.0,16,10,24,90,1.3662102280068211,149.23596561304294
58,24,0,0,0,9.999999999999998,12,10.0,19.24723123037699,19,19.0,11.323680863482293,20,10.5,11.216228206850642,10,2.0,34.00000000000001,13,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.3050000000000006,43863,33,21,1.0,734.1918558379167,False,0.09442509842923134,10,7.482000000000001,31975,486,0,0.0,9354.154377963217,False,-0.33712988644165426,10,7.806000000000003,32692,445,0,0.0,8565.01789751776,False,-0.33129855589751184,0,0.2,86263,352,325,1.0,7631.209831172226,False,0.015244741288755394,10,14.871000000000004,9399.0,735,0,0.0,8322.905434659486,False,-0.8471648364929137,0,0.2,114621,205,185,1.0,8589.326782404383,False,0.06122585686673681,13,5.2890000000000015,96637,1107,0,0.0,12416.364624983662,False,-0.08219015383078104,0.375,456026,0.0,0.0,6,0,0,15,10,10.0,13,28,27,210.0,123.0,13,11,27,481,1.3340072450228035,150.56997285806574
59,27,0,0,0,9.999999999999998,12,10.0,19.363168820024242,33,20.0,11.267069045755834,15,10.666666666666666,12.217912845511966,39,17.794871794871796,34.00000000000001,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,12,3.4250000000000007,44211,35,10,1.0,543.6316882002424,False,0.10067837492205972,5,7.522000000000002,31625,500,0,0.0,9681.584410012121,False,-0.3404989382922602,10,7.896000000000002,32157,464,0,0.0,8984.510332491249,False,-0.3371809240546611,0,0.2,86293,357,330,1.0,8054.254888353782,False,0.01796685801430123,34,15.201000000000006,8417.0,735,0,0.0,8281.295748630539,False,-0.8584671023790629,0,0.2,113934,227,195,1.0,9403.466215931217,False,0.05872770610830051,9,5.366000000000001,96532,1114,0,0.0,13610.75490990033,False,-0.07779771134755104,0.375,453745,0.0,0.0,7,0,0,15,11,10.631578947368421,17,32,22,223.0,138.0,16,11,22,590,1.3252173629589379,151.89519022102468
60,22,0,0,0,9.999999999999998,9,10.0,19.417537260798667,18,20.0,11.208535893874418,20,10.75,11.241022476611848,34,4.617647058823529,34.00000000000001,12,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,8,3.4930000000000008,44353,34,10,1.0,534.1753726079867,False,0.10407501574464284,20,7.717000000000002,31210,500,0,0.0,9708.768630399334,False,-0.34775858942000487,0,7.886000000000003,31797,482,0,0.0,9359.252959704958,False,-0.34030299531853075,0,0.2,86078,367,340,1.0,7935.48031509994,False,0.01487433398947285,34,15.507000000000005,7188.0,735,0,0.0,8238.273881997697,False,-0.8725611777720302,0,0.2,113821,240,205,1.0,9667.845394386844,False,0.05889895762967673,12,5.477000000000002,96326,1125,0,0.0,12646.15028618833,False,-0.08394025127754977,0.375,451349,0.0,0.0,3,0,0,13,12,11.444444444444445,14,27,23,198.0,135.0,12,10,23,90,1.2429336230270565,153.13812384405173
61,23,0,0,0,9.999999999999996,7,10.0,19.38884824044964,14,19.0,11.16182519271432,15,10.666666666666666,10.926132306038589,14,5.571428571428571,34.00000000000001,13,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,4,3.525000000000001,44485,31,10,1.0,503.8884824044963,False,0.10696650272683346,10,7.797000000000002,31050,500,0,0.0,9694.42412022482,False,-0.3507819785485973,5,7.936000000000003,31466,496,0,0.0,9616.868727263021,False,-0.3439597351630132,0,0.2,85918,372,350,1.0,7976.345278803234,False,0.013301316856407536,14,15.613000000000005,6794.0,735,0,0.0,8203.941516645025,False,-0.8771952893365811,0,0.2,113743,244,215,1.0,9975.976282673419,False,0.05957778003066986,13,5.595000000000002,96138,1125,0,0.0,12291.898844293413,False,-0.08719870222527595,0.375,450170,0.0,0.0,3,0,0,14,10,9.285714285714285,14,28,21,209.0,119.0,13,10,21,70,1.1846391420112923,154.32276298606303
62,21,0,0,0,9.999999999999998,15,10.0,19.38884824044964,0,,11.092090821860884,10,10.0,11.62898923249388,12,24.916666666666668,34.00000000000001,6,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.5210000000000012,44335,36,20,1.0,747.7769648089927,False,0.10627229381908483,10,7.887000000000002,30885,500,0,0.0,9694.42412022482,False,-0.35376608141876165,0,7.931000000000003,31466,496,0,0.0,9616.868727263021,False,-0.3439597351630132,0,0.2,86008,372,355,1.0,8254.548963267576,False,0.015883444330115123,7,15.669000000000004,6683.0,735,0,0.0,8152.6867540677495,False,-0.8787351692059387,0,0.2,113634,241,225,1.0,10452.586405031027,False,0.060731722837138166,6,5.642000000000002,95894,1130,0,0.0,13140.757832718085,False,-0.0855885153151663,0.375,449481,0.0,0.0,7,0,0,12,6,6.0,12,24,27,177.0,120.0,11,10,27,340,1.2365584810031578,155.55932146706618
63,27,0,0,0,9.999999999999998,9,10.0,19.38884824044964,0,,11.053403360917743,15,10.666666666666666,11.49262287455118,25,10.32,34.00000000000001,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.5210000000000012,44245,35,30,1.0,931.6654472134892,False,0.10632040193019106,15,8.027000000000001,30610,500,0,0.0,9694.42412022482,False,-0.358739586202369,0,7.931000000000002,31466,496,0,0.0,9616.868727263021,False,-0.3439597351630132,0,0.2,86038,377,360,1.0,8304.477301904415,False,0.01650292643590609,20,15.862000000000004,6031.0,735,0,0.0,8124.251470274541,False,-0.8862438773850139,0,0.2,113444,236,235,1.0,10702.258998394082,False,0.060150189631850745,9,5.726000000000002,95721,1150,0,0.0,13216.516305733858,False,-0.0867943585483296,0.375,448131,0.0,0.0,4,0,0,16,8,8.0,13,29,23,225.0,145.0,14,13,23,280,4.155611642985605,159.7149331100518
64,23,0,0,0,10.0,11,10.0,19.38884824044964,0,,11.050033040364603,10,11.0,10.892411277822452,22,5.0,34.00000000000001,11,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.5210000000000012,44135,36,40,1.0,1135.5539296179857,False,0.10612107103501252,10,8.112,30455,500,0,0.0,9694.42412022482,False,-0.3615428343531295,0,7.931000000000002,31466,496,0,0.0,9616.868727263021,False,-0.3439597351630132,0,0.2,85928,377,370,1.0,8196.054629011764,False,0.014652157366565484,22,16.062,5289.0,735,0,0.0,8121.774284667983,False,-0.8946206620118794,0,0.2,113366,240,245,1.0,10944.17870667739,False,0.06053357149023871,11,5.827000000000002,95540,1158,0,0.0,12613.4122597184,False,-0.09110074401089463,0.375,446755,0.0,0.0,4,0,0,13,9,9.0,14,27,26,183.0,157.0,12,11,26,110,1.412792431015987,161.12772554106778
65,26,0,0,0,10.0,13,10.0,19.448947972528945,20,20.0,11.046754478897642,10,11.0,10.939774419339432,19,11.473684210526315,34.00000000000001,9,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.5210000000000012,44405,39,30,1.0,973.4684391758683,False,0.11079661057029573,10,8.202000000000002,29900,520,0,0.0,10113.452945715051,False,-0.367791104247237,0,7.931000000000002,31466,496,0,0.0,9646.678194374357,False,-0.34369017602251317,0,0.2,86008,377,375,1.0,8267.041845796699,False,0.015953845805044112,14,16.180000000000003,4842.0,735,0,0.0,8119.364541989767,False,-0.8996722238014238,0,0.2,113338,244,255,1.0,11339.304958318824,False,0.06204678487492225,9,5.9060000000000015,95249,1163,0,0.0,12722.95764969176,False,-0.09320888113117773,0.375,445784,0.0,0.0,7,0,0,12,7,7.0,15,27,31,209.0,141.0,13,13,31,720,1.5469862690079026,162.67471181007568
66,31,0,0,0,10.0,9,10.0,19.488100826819256,14,20.0,11.854733988660263,48,14.166666666666666,11.860238080165209,37,17.08108108108108,34.00000000000001,10,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.5210000000000012,44595,38,26,1.0,886.6906214973006,False,0.11442434084101176,24,8.432,29174,534,0,0.0,10406.645841521482,False,-0.3782698909308458,24,8.171000000000003,31020,496,0,0.0,9666.09801010235,False,-0.35158068824170924,0,0.2,86068,397,375,1.0,9153.918673560078,False,0.021627925712643877,27,16.436000000000003,3627.0,753,0,0.0,8926.614693461177,False,-0.908816949409073,0,0.2,113203,252,265,1.0,11998.779996201634,False,0.06378465930213569,10,5.997000000000002,94626,1182,0,0.0,14018.801410755277,False,-0.09298647355871988,0.375,442889,0.0,0.0,6,0,0,12,15,15.0,17,29,28,229.0,168.0,15,16,28,750,1.475581650971435,164.1502934610471
67,28,0,0,0,10.000000000000002,9,10.0,19.517998756896766,11,20.0,11.829859797929412,5,11.0,11.574663570565596,6,1.0,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.5210000000000012,44725,37,25,1.0,857.9499689224192,False,0.11728546999706065,5,8.458000000000002,29109,534,0,0.0,10422.611336182874,False,-0.3793010748541147,0,8.147000000000002,30800,507,0,0.0,9895.62536974666,False,-0.35348393675739553,0,0.2,86013,392,385,1.0,9093.550515456083,False,0.020667845476275815,6,16.469000000000005,3453.0,753,0,0.0,8907.884427840847,False,-0.9108835942799132,0,0.2,113537,248,265,1.0,11880.51656550027,False,0.06623763582838903,10,6.0870000000000015,94494,1182,0,0.0,13681.252340408535,False,-0.09567064236130232,0.375,442707,0.0,0.0,8,0,0,12,6,6.0,18,30,22,265.0,171.0,16,12,22,650,1.3848680739756674,165.53516153502278
68,22,0,0,0,10.0,13,10.0,19.53711458159925,7,20.0,11.65869435838008,25,10.6,11.347084404050646,5,2.0,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.5210000000000012,44735,40,28,1.0,947.0392082847791,False,0.11863511664627088,10,8.553,28814,541,0,0.0,10569.578988645195,False,-0.38330729939915364,15,8.297,30520,507,0,0.0,9905.31709287082,False,-0.35846022920739673,0,0.2,85748,407,395,1.0,9227.186943460698,False,0.018434207241736878,5,16.513000000000005,3313.0,753,0,0.0,8778.9968518602,False,-0.913187809368955,0,0.2,113765,243,268,1.0,11869.341510184307,False,0.0682224867707122,13,6.207000000000002,94298,1182,0,0.0,13412.253765587864,False,-0.0986200804712513,0.375,441769,0.0,0.0,10,0,0,8,11,11.0,15,23,28,138.0,146.0,8,14,28,508,1.280173200997524,166.8153347360203
69,28,0,0,0,10.0,11,10.0,19.593767231866472,32,19.875,11.63893359647716,5,11.0,11.20021784171096,24,10.041666666666666,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,4,3.5610000000000013,45197,41,10,1.0,605.9376723186647,False,0.1258467074815492,5,8.593,28469,555,0,0.0,10874.540813685891,False,-0.38678909795375643,0,8.282000000000002,30164,525,0,0.0,10286.727796729898,False,-0.3614496609269718,0,0.2,85883,402,400,1.0,9158.938442468203,False,0.01957114285817126,19,16.698000000000008,2648.0,753,0,0.0,8764.116998147301,False,-0.9207666467656194,0,0.2,114071,233,269,1.0,11755.650757118654,False,0.07044598972432578,11,6.304000000000002,93914,1206,0,0.0,13507.462717103419,False,-0.1016221377131613,0.375,440922,0.0,0.0,10,0,0,15,8,8.0,15,30,25,223.0,144.0,15,13,25,1166,1.5929964719689451,168.40833120798925
70,25,0,0,0,10.0,10,10.0,19.570517121643935,7,19.0,11.49051495449941,25,10.6,10.911754575935591,7,3.0,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.5570000000000013,45230,41,13,1.0,664.4167225813711,False,0.12738675610656422,15,8.738000000000001,28189,555,0,0.0,10861.637002512383,False,-0.39196971585451706,10,8.382000000000001,29876,532,0,0.0,10411.515108714573,False,-0.36552985813109634,0,0.2,85618,417,410,1.0,9265.364112159847,False,0.017184163109797854,7,16.749000000000006,2459.0,753,0,0.0,8652.357760738056,False,-0.9235266000905143,0,0.2,114377,223,270,1.0,11613.321270433637,False,0.07254170394196437,11,6.403000000000002,93744,1213,0,0.0,13235.958300609871,False,-0.10435072821110228,0.375,440069,0.0,0.0,7,0,0,9,10,10.0,16,25,25,200.0,126.0,13,12,25,539,1.7259889020351693,170.13432011002442
71,25,0,0,0,9.999999999999998,12,10.0,19.57809404938434,10,19.7,11.418876168285317,15,10.666666666666666,10.737742061692257,7,6.285714285714286,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.557000000000001,45307,43,13,1.0,684.5152226419964,False,0.12954069409909935,10,8.823,27889,562,0,0.0,11002.888855754,False,-0.3961180542224694,5,8.422,29754,535,0,0.0,10474.280316420622,False,-0.36716871650642374,0,0.2,85458,422,420,1.0,9328.617408927152,False,0.015737311548628088,7,16.812000000000005,2281.0,753,0,0.0,8598.413754718844,False,-0.9258367685079975,0,0.2,114717,213,270,1.0,11467.13905914045,False,0.0749236493647783,10,6.492000000000002,93573,1220,0,0.0,13100.045315264553,False,-0.10648322111791286,0.375,439555,0.0,0.0,11,0,0,11,9,9.0,18,29,21,202.0,120.0,14,11,21,657,2.165184681012761,172.29950479103718
72,21,0,0,0,10.0,14,10.0,19.57809404938434,0,,11.363271096308237,10,10.5,11.473110386021345,6,32.0,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.5570000000000013,45167,47,23,1.0,920.2961631358398,False,0.1289936180919463,10,8.913,27729,562,0,0.0,11002.888855754,False,-0.3990117297329318,0,8.417000000000002,29754,535,0,0.0,10474.280316420622,False,-0.36716871650642374,0,0.2,85543,422,425,1.0,9671.372316701149,False,0.018626852989547388,1,16.815,2253.0,753,0,0.0,8556.543135520102,False,-0.9263883014250609,0,0.2,115089,204,269,1.0,11486.514518748356,False,0.07832990280999669,9,6.572000000000002,93282,1225,0,0.0,14054.560222876147,False,-0.10482102439482334,0.375,439393,0.0,0.0,10,0,0,9,6,6.0,17,26,22,181.0,117.0,12,9,22,704,6.784408070030622,179.0839128610678
73,22,0,0,0,10.000000000000002,10,10.0,19.473434845364878,34,19.0,11.260942556137058,20,10.5,12.817621308092466,27,20.59259259259259,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,11,3.6670000000000007,45537,47,10,1.0,664.7343484536489,False,0.13498706325102258,5,8.953000000000001,27336,579,0,0.0,11275.118775466264,False,-0.4036576169183598,15,8.567000000000002,29156,552,0,0.0,10749.336034641412,False,-0.37549657248981416,0,0.2,85713,432,425,1.0,10312.216240190508,False,0.02415422897566944,17,16.984,1849.0,753,0,0.0,8479.489744771205,False,-0.9313758664609516,0,0.2,115253,211,269,1.0,11850.518096007512,False,0.08141768817102103,10,6.663000000000002,92780,1235,0,0.0,15829.762315494196,False,-0.10137984777344079,0.375,438200,0.0,0.0,10,0,0,12,11,10.647058823529411,16,28,24,197.0,114.0,14,8,24,1143,1.5069183509913273,180.59083121205913
74,24,0,0,0,10.000000000000002,7,10.0,19.446989179178594,10,19.0,11.244820345894633,10,11.0,11.836818065272547,45,8.244444444444444,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.656000000000001,45657,44,10,1.0,634.469891791786,False,0.13758190097233367,5,8.998000000000001,27176,584,0,0.0,11357.0416806403,False,-0.40581048522742214,5,8.602000000000002,28996,557,0,0.0,10831.972972802478,False,-0.37764298398710067,0,0.2,85603,432,435,1.0,10006.778247820039,False,0.021193214209025757,45,17.417000000000005,430.0,753,0,0.0,8467.349720458658,False,-0.9474373367419998,0,0.2,115335,237,267,1.0,11883.325881469595,False,0.08229586310949796,8,6.733000000000002,92652,1244,0,0.0,14725.001673199049,False,-0.10745169036098763,0.375,436425,0.0,0.0,10,0,0,14,8,8.0,14,28,27,216.0,120.0,14,10,27,668,1.3923336479929276,181.98316486005206
75,27,0,0,0,10.000000000000002,10,10.0,19.41842251597108,11,19.0,11.185083804826577,20,10.75,11.29713055827118,30,7.8999999999999995,34.00000000000001,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,1,3.6660000000000004,45750,44,10,1.0,634.1842251597109,False,0.13987954947740525,15,9.143000000000002,26901,584,0,0.0,11340.358749327112,False,-0.4109348493541035,5,8.647,28722,568,0,0.0,11029.663989071574,False,-0.3808107356349667,0,0.2,85578,442,440,1.0,9914.544487372666,False,0.020391680495980214,25,17.622000000000007,-524.0,753,0,0.0,8422.368105034413,False,-0.9584430262547934,0,0.2,115582,237,264,1.0,11653.419942310271,False,0.08347427576774924,7,6.795000000000003,92536,1264,0,0.0,14279.57302565477,False,-0.11047444100818897,0.375,435121,0.0,0.0,10,0,0,8,11,10.09090909090909,20,28,30,219.0,144.0,14,13,30,732,1.4851340469904244,183.46829890704248
76,30,0,0,0,10.000000000000004,13,10.0,19.4366073155154,5,20.0,11.133625290404517,20,10.75,11.564816723139975,66,12.363636363636363,34.00000000000001,18,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.665000000000001,45720,47,15,1.0,761.5491097327312,False,0.14071298448226768,15,9.278000000000002,26626,584,0,0.0,11350.978672260993,False,-0.4158123209785959,5,8.692000000000002,28557,573,0,0.0,11137.175991790324,False,-0.3828226358509185,0,0.2,85553,452,445,1.0,10178.74207306013,False,0.021598753877443644,61,18.207000000000004,-2378.0,753,0,0.0,8383.619843674602,False,-0.9795571769060107,0,0.2,115268,282,265,1.0,12271.278315925474,False,0.08342902287236391,9,6.878000000000004,92247,1275,0,0.0,14745.141322003468,False,-0.11097612189548224,0.375,432169,0.0,0.0,9,0,0,14,9,9.0,17,31,28,247.0,188.0,16,14,28,726,1.435900488984771,184.90419939602725
77,28,0,0,0,10.000000000000004,5,10.0,19.388070472557576,18,19.0,11.091730744745583,15,10.666666666666666,11.292733688638632,15,7.0,34.0,20,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,3,3.6950000000000007,45964,42,10,1.0,613.8807047255759,False,0.14492355006588767,10,9.363000000000001,26124,602,0,0.0,11671.61842447966,False,-0.42199176727180965,5,8.737000000000002,28492,573,0,0.0,11109.36438077549,False,-0.38424968458235687,0,0.2,85393,457,455,1.0,10207.114778679308,False,0.019955338788400813,15,18.296000000000003,-2913.0,753,0,0.0,8352.073250793424,False,-0.9857647518720927,0,0.2,115710,272,262,1.0,11979.623563309708,False,0.08607212334706035,7,6.939000000000003,92075,1290,0,0.0,14567.626458343835,False,-0.11330317050402103,0.375,431421,0.0,0.0,7,0,0,14,8,7.230769230769231,17,31,25,246.0,169.0,16,12,25,587,1.7844660619739443,186.6886654580012
78,25,0,0,0,10.000000000000004,9,10.0,19.388070472557576,0,,11.086014423848988,10,11.0,10.637181557870266,29,5.517241379310345,34.0,11,34.0,0,0.2,40576,0,0,0.0,0.0,False,0.004008511901816203,0,3.6920000000000006,45874,41,20,1.0,797.7614094511516,False,0.14497156195193686,5,9.403000000000002,26059,602,0,0.0,11671.61842447966,False,-0.423167322947935,5,8.782000000000002,28427,573,0,0.0,11109.36438077549,False,-0.38542524025848224,0,0.2,85283,457,465,1.0,10012.59801610866,False,0.017619401393665038,29,18.571000000000005,-4245.0,753,0,0.0,8347.768861158289,False,-1.0008015189394412,0,0.2,115550,291,272,1.0,12343.419833340247,False,0.08626754644299783,11,7.042000000000003,91938,1290,0,0.0,13721.964209652642,False,-0.11829920927378229,0.375,429462,0.0,0.0,3,0,0,10,10,10.0,18,28,19,205.0,109.0,13,12,19,90,1.6763011379516684,188.36496659595286
