index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,18,0,0,0,10.000000000000002,20,10.0,32.20831506592468,0,,5.333762712119532,5,3.0,27.676497099790733,10,38.0,49.000000000000014,12,49.0,0,0.2,25980,6,92,1.0,3023.1649860650705,False,0.5606030025563429,0,0.686,11361,542,0,0.0,5420.000000000001,False,-0.20123751135331516,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,5,3.436000000000001,3707.0,449,0,0.0,14461.533464600181,False,-0.6075574348857203,0,0.8210000000000002,41350,0,11,0.5,304.4414680976981,False,0.08675850988632448,0,5.960000000000002,-21731.5,158,0,0.0,842.7345085148861,True,-1.5580175638467244,12,4.649000000000002,37062,573,0,0.0,15858.63283818009,False,-0.1537099783855305,0,0.29900000000000004,61475,0,54,0.5,2646.000000000001,False,0.18123506950322593,0.25,209818,0.0,0.1,8,0,0,10,5,5.0,2,12,15,154.0,28.0,12,6,15,580,1.2099709110334516,82.28574312105775
53,15,0,0,0,10.000000000000002,20,10.0,31.80815138669769,27,29.59259259259259,5.333762712119532,0,,28.622537874076443,9,40.0,49.000000000000014,12,49.0,0,0.2,26679,6,75,1.0,2445.611354002327,False,0.5838899680404839,0,0.686,11261,552,0,0.0,5520.000000000001,False,-0.20407584014532243,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.431000000000001,2908.0,476,0,0.0,15140.680060068102,False,-0.6240414757262369,0,0.8210000000000002,41710,0,2,0.0,57.245075748152885,False,0.09294882133268947,0,5.960000000000002,-21731.5,158,0,0.0,842.7345085148861,True,-1.5580175638467244,12,4.7570000000000014,36461,582,0,0.0,16658.31704271249,False,-0.15749377346356971,0,0.29900000000000004,61475,0,54,0.0,2646.000000000001,False,0.18123506950322593,0.125,209377,0.0,0.1,10,0,0,5,4,4.0,4,9,15,88.0,27.0,9,6,15,1359,1.0940471524372697,83.37979027349502
54,15,0,0,0,10.000000000000002,20,10.0,31.749923921996064,15,31.133333333333333,5.140843962711812,5,3.0,29.95166860281599,5,58.0,49.000000000000014,7,49.0,0,0.2,27026,8,70,1.0,2302.4946745397247,False,0.5995258479376625,0,0.686,11181,560,0,0.0,5600.000000000001,False,-0.20634650317892825,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,5,3.481000000000001,2296.0,491,0,0.0,15589.212645700067,False,-0.6379532014333883,3,0.8510000000000002,41850,0,5,0.5,149.75834301407994,False,0.09782605387695514,0,5.960000000000002,-21731.5,158,0,0.0,812.2533461084663,True,-1.5584166468602416,7,4.815000000000001,36372,582,0,0.0,17431.871126838905,False,-0.15189256506556345,0,0.29900000000000004,61185,0,59,0.5,2891.000000000001,False,0.17808438199499652,0.25,208793,0.0,0.1,9,0,0,6,4,3.6,3,9,13,134.0,18.0,9,6,13,667,0.9431310845538974,84.32292135804892
55,13,0,0,0,10.000000000000002,20,10.0,31.44193303155556,14,28.0,5.044873225155747,5,4.0,29.95166860281599,0,,49.000000000000014,9,49.0,0,0.2,27298,10,66,1.0,2175.167580082667,False,0.6113523949841809,0,0.6860000000000002,11101,568,0,0.0,5680.000000000001,False,-0.20861716621253407,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,5,3.5260000000000007,1764.0,505,0,0.0,15878.176180935558,False,-0.6518571959934061,0,0.8480000000000001,41830,0,10,0.5,299.5166860281599,False,0.09926309521103145,0,5.960000000000002,-21731.5,158,0,0.0,797.0899695746081,True,-1.5586151775436041,9,4.8980000000000015,36223,582,0,0.0,17431.871126838905,False,-0.1546952661922869,0,0.29900000000000004,61185,0,59,0.0,2891.000000000001,False,0.17808438199499652,0.1875,208284,0.0,0.1,6,0,0,7,4,4.0,3,10,13,116.0,22.0,10,3,13,592,0.9484986877068877,85.2714200457558
56,13,0,0,0,10.000000000000002,20,10.0,31.44193303155556,0,,5.21199702855668,5,7.0,29.95166860281599,0,,49.000000000000014,9,49.0,0,0.2,27218,8,76,1.0,2469.5869103982227,False,0.615167657538551,0,0.6860000000000002,10981,580,0,0.0,5800.000000000001,False,-0.21202316076294278,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,5,3.571000000000001,1639.0,505,0,0.0,15878.176180935558,False,-0.6563421445061971,0,0.8480000000000001,41795,0,15,0.5,449.27502904223985,False,0.10030735328291185,0,5.960000000000002,-21731.5,158,0,0.0,823.4955305119554,True,-1.558269455464768,9,4.979000000000002,36090,582,0,0.0,17431.871126838905,False,-0.15719700612419443,0,0.29900000000000004,61185,0,59,0.0,2891.000000000001,False,0.17808438199499652,0.1875,207791,0.0,0.1,7,0,0,4,4,4.0,5,9,9,114.0,32.0,9,4,9,200,0.8127344818785787,86.08415452763438
57,9,0,0,0,10.000000000000002,20,10.0,31.552258922485674,11,33.09090909090909,4.824157795236782,9,2.5555555555555554,29.5669234132757,4,20.0,49.000000000000014,20,49.0,0,0.2,27492,7,75,1.0,2436.4194191864253,False,0.6297802968660996,0,0.6860000000000002,10871,591,0,0.0,5910.000000000001,False,-0.21514532243415077,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,9,3.656000000000001,982.0,516,0,0.0,16280.965604002608,False,-0.6726890745936168,0,0.8480000000000001,41852,0,20,0.9,591.3384682655139,False,0.10365993438248601,0,5.960000000000003,-21731.5,158,0,0.0,762.2169316474116,True,-1.5590717623969281,10,5.070000000000001,35840,586,0,0.0,17326.21712017956,False,-0.16289320467073382,0,0.29900000000000004,61675,0,49,0.0,2401.000000000001,False,0.18269285029061566,0.2375,207595,0.0,0.1,13,0,0,4,5,5.0,2,6,10,79.0,21.0,6,3,10,1134,0.6786289932206273,86.76278352085501
58,10,0,0,0,10.000000000000002,20,10.0,31.521413103519947,3,30.0,4.833178485739821,3,5.0,32.32430574226508,10,58.0,49.00000000000001,20,49.0,0,0.2,27462,9,82,1.0,2674.7558744886355,False,0.6348420718235874,0,0.6860000000000002,10791,599,0,0.0,5990.000000000001,False,-0.2174159854677566,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,3,3.6770000000000014,811.0,519,0,0.0,16359.613400726852,False,-0.6774135588833042,0,0.8480000000000001,42417,0,13,0.3,420.2159746494461,False,0.11621430221594495,0,5.960000000000003,-21731.5,158,0,0.0,763.6422007468917,True,-1.5590531016687148,10,5.160000000000002,35386,591,0,0.0,19103.664693678664,False,-0.15471601777854269,0,0.29900000000000004,61875,0,44,0.5,2156.0000000000005,False,0.1841506310780054,0.225,207625,0.0,0.1,13,0,0,5,4,4.0,2,7,10,78.0,17.0,7,3,10,1360,0.6876359954476357,87.45041951630265
59,10,0,0,0,10.000000000000002,20,10.0,31.566119208701444,14,32.0,4.859813817333297,10,5.0,33.63690767407466,5,58.0,49.00000000000001,20,49.0,0,0.2,27800,10,78,1.0,2562.1572982787125,False,0.6508332566496001,0,0.686,10701,608,0,0.0,6080.000000000001,False,-0.21997048138056313,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,10,3.7740000000000014,58.0,533,0,0.0,16824.74153823787,False,-0.6960865857300085,0,0.8480000000000001,42657,0,18,1.0,605.464338133344,False,0.12492424962860176,0,5.960000000000002,-21731.5,158,0,0.0,767.8505831386609,True,-1.5589980022632348,9,5.240000000000001,34955,596,0,0.0,20047.5969737485,False,-0.1539454416252986,0,0.29900000000000004,62414,0,33,0.0,1617.0000000000002,False,0.18921994620318644,0.25,207468,0.0,0.1,14,0,0,6,5,5.0,2,8,11,79.0,15.0,8,2,11,1477,0.7556388322263956,88.20605834852904
60,11,0,0,0,10.000000000000002,20,10.0,31.400046616064216,16,30.0,4.859813817333297,0,,33.04415402085186,4,20.0,49.00000000000001,20,49.0,0,0.2,28160,12,72,1.0,2380.8033563566237,False,0.6661218028030376,0,0.686,10621,616,0,0.0,6160.000000000001,False,-0.22224114441416895,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.764000000000001,-929.0,549,0,0.0,17238.625592219254,False,-0.7240747444975199,0,0.8480000000000001,42737,0,14,0.0,462.6181562919261,False,0.1251488407171165,0,5.960000000000002,-21731.5,158,0,0.0,767.8505831386609,True,-1.5589980022632348,8,5.311000000000002,34753,600,0,0.0,19826.492412511117,False,-0.15982457336388922,0,0.29900000000000004,63002,0,21,0.0,1029.0000000000002,False,0.1947501081579294,0.125,207227,0.0,0.1,11,0,0,5,4,3.8791666666666664,4,9,13,118.0,6.0,9,2,13,868,0.8893242105841637,89.0953825591132
61,13,0,0,0,10.000000000000002,20,10.0,31.529950974363224,12,33.0,4.715302135537249,3,2.0,33.04415402085186,0,,49.00000000000001,20,49.0,0,0.2,28506,7,70,1.0,2277.0965682054257,False,0.6828194984163665,0,0.686,10471,631,0,0.0,6310.000000000001,False,-0.22649863760217984,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,3,3.7940000000000014,-3168.0,561,0,0.0,17688.30249661777,False,-0.796342031204159,0,0.8480000000000001,42731,0,17,0.3,561.7506183544817,False,0.12628964647351953,0,5.960000000000002,-21731.5,158,0,0.0,745.0177374148853,True,-1.559296947584188,11,5.413000000000002,34550,600,0,0.0,19826.492412511117,False,-0.16364301852311652,0,0.29900000000000004,63443,0,12,0.0,588.0000000000001,False,0.1988977296239866,0.1625,205416,0.0,0.1,9,0,0,8,6,8.532828282828284,3,11,11,132.0,6.0,11,2,11,641,0.9189927680417895,90.014375327155
62,11,0,0,0,10.000000000000002,20,10.0,31.70266106428735,10,34.0,4.720532509321071,1,5.0,34.35111146571879,5,56.0,49.0,20,49.0,0,0.2,28746,7,70,1.0,2289.1862745001145,False,0.6967866222326327,0,0.686,10371,641,0,0.0,6410.000000000001,False,-0.2293369663941871,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,1,3.8010000000000015,-8302.0,571,0,0.0,18102.219467708077,False,-0.9731222513058722,0,0.8480000000000001,43006,0,13,0.1,446.5644490543442,False,0.13198256630252625,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,9,5.492000000000003,34405,600,0,0.0,20610.66687943127,False,-0.15899528921024705,0,0.29900000000000004,63702,0,6,0.5,294.0,False,0.2010044579876982,0.2,200811,0.0,0.1,11,0,0,4,5,15.061764705882354,2,6,13,63.0,15.0,6,5,13,1019,0.6815364994108677,90.69591182656586
63,13,0,0,0,10.0,20,10.0,31.70266106428735,0,,4.720532509321071,0,,36.89480050057114,10,57.0,49.00000000000001,20,49.0,0,0.2,28646,7,80,1.0,2606.212885142988,False,0.7001082222168196,0,0.6860000000000002,10271,651,0,0.0,6510.0,False,-0.23217529518619437,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000007,-8966.0,571,0,0.0,18102.219467708077,False,-0.9969462978058183,0,0.8480000000000001,43576,0,3,0.0,110.68440150171341,False,0.1425107282398297,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,7,5.553000000000002,34027,605,0,0.0,22321.35430284554,False,-0.15001641834691848,7,0.369,63627,0,5,0.5,245.00000000000003,False,0.19913285555743657,0.1875,200064,0.0,0.1,10,0,0,4,4,4.0,2,6,14,51.0,30.0,6,7,14,1064,0.6608874415978789,91.35679926816374
64,14,0,0,1,10.0,20,10.0,31.78856514264352,5,34.0,4.720532509321071,0,,38.1343057365142,5,58.0,49.0,20,49.0,0,0.2,28736,5,85,1.0,2752.028037124699,False,0.7093559274842387,0,0.6860000000000002,10151,663,0,0.0,6630.0,False,-0.23558128973660308,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000007,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,2,0.8680000000000001,43776,0,0,0.0,0.0,False,0.14629867239257377,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,8,5.626000000000001,33616,610,0,0.0,23261.92649927366,False,-0.14890124241226363,7,0.43200000000000005,63771,0,0,0.0,0.0,False,0.19953727216297049,0.125,208933,0.0,0.2,8,0,0,6,11,140.34535551594377,3,9,15,122.0,15.0,9,5,15,445,0.8355519566684961,92.19235122483224
65,15,0,0,0,10.0,20,10.0,31.78856514264352,0,,4.720532509321071,0,,38.1343057365142,0,,49.0,20,49.0,0,0.2,28596,9,95,1.0,3109.9136885511343,False,0.7115665783535177,0,0.6860000000000002,10091,669,0,0.0,6690.0,False,-0.23728428701180745,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000007,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,0,0.8660000000000001,43776,0,0,0.0,0.0,False,0.14629867239257377,0,5.960000000000003,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,10,5.718000000000001,33446,610,0,0.0,23261.92649927366,False,-0.15209895510718302,10,0.5250000000000001,63598,0,0,0.0,0.0,False,0.1962831292440231,0.125,208390,0.0,0.2,7,0,0,5,8,265.88143481182794,2,7,14,102.0,18.0,9,6,14,200,0.9581116791814566,93.1504629040137
66,14,0,0,0,10.0,20,10.0,31.78856514264352,0,,4.720532509321071,0,,38.1343057365142,0,,49.00000000000001,20,49.0,0,0.2,28536,5,105,1.0,3387.7993399775696,False,0.7160478922564025,0,0.6860000000000002,9951,683,0,0.0,6830.0,False,-0.24125794732061762,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000007,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,0,0.8660000000000001,43776,0,0,0.0,0.0,False,0.14629867239257377,0,5.960000000000003,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,12,5.828000000000001,33223,610,0,0.0,23261.92649927366,False,-0.15629360175993023,8,0.5950000000000001,63475,0,0,0.0,0.0,False,0.19396949005887554,0.125,207844,0.0,0.2,7,0,0,9,7,7.0,0,9,11,102.0,15.0,9,5,11,200,1.0864501930773258,94.23691309709102
67,11,0,0,0,10.000000000000002,20,10.0,31.78856514264352,0,,4.720532509321071,0,,39.228722033398824,5,56.0,49.00000000000001,20,49.0,0,0.2,28446,4,115,1.0,3695.684991404005,False,0.719677707521685,0,0.686,9841,694,0,0.0,6940.000000000001,False,-0.2443801089918256,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000016,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,5,0.9160000000000001,43831,0,0,0.0,0.0,False,0.14773887768729216,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,7,5.886000000000002,33130,610,0,0.0,23929.520440373282,False,-0.15176419276213457,13,0.7170000000000001,62924,0,5,0.5,245.00000000000003,False,0.18590937306021105,0.1875,207055,0.0,0.2,7,0,0,6,8,8.0,1,7,10,66.0,12.0,7,4,10,200,0.9802738605067134,95.21718695759773
68,10,0,0,0,10.0,20,10.0,31.78856514264352,0,,4.720532509321071,0,,40.15082621006739,15,44.666666666666664,49.00000000000001,20,49.0,0,0.2,28346,4,125,1.0,4013.57064283044,False,0.7230236899077668,0,0.686,9741,704,0,0.0,7040.0,False,-0.24721843778383287,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000007,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,15,1.0610000000000002,43669,0,0,0.0,0.0,False,0.1434968184555762,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,12,5.999000000000002,32257,623,0,0.0,25013.964728871986,False,-0.15798614892997023,3,0.7340000000000002,63097,0,2,0.2,98.00000000000001,False,0.1877809754904727,0.15,205993,0.0,0.2,7,0,0,5,11,96.96060606060607,0,5,10,49.0,15.0,5,5,10,396,0.6497922902926803,95.86697924789041
69,10,0,0,0,10.0,20,10.0,31.78856514264352,0,,4.720532509321071,0,,41.20556939450621,5,58.0,49.0,20,49.0,0,0.2,28266,2,135,1.0,4311.4562942568755,False,0.72693733805225,0,0.686,9621,716,0,0.0,7160.0,False,-0.2506244323342416,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000016,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,5,1.096,43734,0,0,0.0,0.0,False,0.1451988792584252,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,9,6.077000000000003,32107,623,0,0.0,25671.06973277737,False,-0.1546275630346541,9,0.8210000000000002,62751,0,5,0.5,245.0,False,0.18265523014126367,0.1875,205362,0.0,0.2,7,0,0,4,8,7.5,3,7,11,81.0,9.0,7,3,11,200,0.7034436780959368,96.57042292598635
70,11,0,0,0,10.0,20,10.0,31.78856514264352,0,,4.720532509321071,0,,41.20556939450621,0,,49.0,20,49.0,0,0.2,28156,3,145,1.0,4639.341945683311,False,0.7299994875591311,0,0.686,9531,725,0,0.0,7250.0,False,-0.25317892824704813,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000016,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,0,1.0910000000000002,43734,0,0,0.0,0.0,False,0.1451988792584252,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,7,6.1380000000000035,32026,623,0,0.0,25671.06973277737,False,-0.15615117908340984,8,0.8920000000000003,62875,0,0,0.0,0.0,False,0.18268344525327765,0.125,205205,0.0,0.2,7,0,0,5,5,4.333333333333333,1,6,6,63.0,15.0,6,5,6,347,0.6364773754030466,97.2069003013894
71,6,0,0,0,10.0,20,10.0,31.78856514264352,0,,4.720532509321071,0,,41.20556939450621,0,,49.0,20,49.0,0,0.2,28036,5,155,1.0,4977.227597109746,False,0.7327778041868116,0,0.6860000000000002,9451,733,0,0.0,7330.0,False,-0.255449591280654,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000007,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,0,1.0910000000000002,43734,0,0,0.0,0.0,False,0.1451988792584252,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,12,6.251000000000001,31804,623,0,0.0,25671.06973277737,False,-0.16032701566148105,8,0.9640000000000002,62754,0,0,0.0,0.0,False,0.18040742621748207,0.125,204662,0.0,0.2,7,0,0,3,7,286.1862745098039,0,3,4,39.0,8.0,3,3,4,200,0.4476649658754468,97.65456526726484
72,4,0,0,0,10.0,20,10.0,31.78856514264352,0,,4.720532509321071,0,,42.11709023203287,5,56.0,49.0,20,49.0,0,0.2,27976,1,165,1.0,5255.11324853618,False,0.7372591180896964,0,0.6860000000000002,9311,747,0,0.0,7470.0,False,-0.2594232515894641,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000007,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,5,1.1410000000000002,43789,0,0,0.0,0.0,False,0.14663908455314356,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,14,6.379000000000002,31219,628,0,0.0,26449.532665716644,False,-0.16400943639639745,6,1.0160000000000002,62685,0,0,0.0,0.0,False,0.17910953106483832,0.125,203863,0.0,0.2,7,0,0,1,9,218.38970588235293,1,2,6,21.0,6.0,2,2,6,200,0.39080515690147877,98.04537042416632
73,6,0,0,0,10.0,20,10.0,31.78856514264352,0,,4.720532509321071,0,,41.74170547650666,10,39.0,49.0,20,49.0,0,0.2,27916,0,172,0.7,5467.633204534685,False,0.7398851386391544,0,0.6860000000000002,9171,761,0,0.0,7610.0,False,-0.2633969118982743,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000007,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,10,1.2360000000000002,43679,0,0,0.0,0.0,False,0.14375867396370684,0,5.960000000000003,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,7,6.435000000000001,31024,633,0,0.0,26422.499566628714,False,-0.16793164826450055,13,1.1400000000000001,62138,0,5,0.5,245.0,False,0.17112465436487784,0.15,202811,0.0,0.2,7,0,0,4,9,927.6129032258065,0,4,2,57.0,6.0,4,2,2,200,0.43585567735135555,98.48122610151768
74,2,0,0,0,10.0,20,10.0,31.78856514264352,0,,4.720532509321071,0,,41.74170547650666,0,,48.99999999999999,14,49.0,0,0.2,27796,2,182,1.0,5805.518855961121,False,0.7426634552668346,0,0.6860000000000002,9091,769,0,0.0,7690.0,False,-0.2656675749318801,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000007,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,0,1.2260000000000002,43679,0,0,0.0,0.0,False,0.14375867396370684,0,5.960000000000003,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,9,6.518000000000001,30884,633,0,0.0,26422.499566628714,False,-0.17056505871914007,0,1.1270000000000002,62383,0,0,0.0,0.0,False,0.1734288885126874,0.125,202716,0.0,0.2,9,0,0,1,3,3.0,1,2,1,36.0,0.0,2,0,1,445,0.23066525906324387,98.71189136058092
75,1,0,0,0,10.0,20,10.0,31.78856514264352,0,,4.720532509321071,0,,41.74170547650666,0,,48.99999999999999,10,49.0,0,0.2,27696,2,192,1.0,6123.404507387556,False,0.7460094376529165,0,0.686,8991,779,0,0.0,7790.0,False,-0.2685059037238874,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000016,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,0,1.2260000000000002,43679,0,0,0.0,0.0,False,0.14375867396370684,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,10,6.609000000000003,30714,633,0,0.0,26422.499566628714,False,-0.17376277141405946,0,1.1270000000000002,62383,0,0,0.0,0.0,False,0.1734288885126874,0.125,202346,0.0,0.2,6,0,0,0,3,3.0,0,0,1,0.0,3.0,0,1,1,200,0.13298095017671585,98.84487231075764
76,1,0,0,0,10.0,0,,31.78856514264352,0,,4.720532509321071,0,,39.17581257948733,10,20.0,48.99999999999999,10,49.0,0,0.2,27696,0,194,0.2,6166.981637672843,False,0.7472462998885343,0,0.686,8991,779,0,0.0,7790.0,False,-0.2685059037238874,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000007,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,10,1.326,43379,0,0,0.0,0.0,False,0.13590300871978842,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,10,6.6990000000000025,30447,638,0,0.0,24994.168425712916,False,-0.19221856906388926,0,1.1270000000000002,62283,0,5,0.5,244.99999999999997,False,0.1738521151928973,0.0875,201679,0.0,0.2,0,0,0,0,5,5.0,0,0,1,0.0,3.0,0,1,1,0,0.1292478982359171,98.97412020899355
77,1,0,0,0,10.0,0,,31.78856514264352,0,,4.720532509321071,0,,42.16027889676468,15,57.333333333333336,48.99999999999999,11,49.0,0,0.2,27696,0,194,0.0,6166.981637672843,False,0.7472462998885343,0,0.686,8991,779,0,0.0,7790.0,False,-0.2685059037238874,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000016,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,15,1.4660000000000002,43419,0,0,0.0,0.0,False,0.13695043075231086,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,10,6.789000000000002,29711,648,0,0.0,27319.860725103514,False,-0.18418956111295906,0,1.1270000000000002,62042,0,9,0.5,440.99999999999994,False,0.17116227451422983,0.0625,200742,0.0,0.2,1,0,0,1,6,6.0,0,1,1,3.0,0.0,1,0,1,49,0.1308349333703518,99.1049551423639
78,1,0,0,0,10.0,0,,31.78856514264352,0,,4.720532509321071,0,,42.16027889676468,0,,48.99999999999999,10,49.0,0,0.2,27696,0,194,0.0,6166.981637672843,False,0.7472462998885343,0,0.686,8991,779,0,0.0,7790.0,False,-0.2685059037238874,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000016,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,0,1.451,43419,0,0,0.0,0.0,False,0.13695043075231086,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,10,6.879000000000002,29545,648,0,0.0,27319.860725103514,False,-0.1873120335091745,0,1.1270000000000004,62042,0,9,0.0,440.99999999999994,False,0.17116227451422983,0.0,200576,0.0,0.2,0,0,0,1,3,3.0,0,1,0,3.0,0.0,1,0,0,0,0.12112001143395901,99.22607515379786
79,0,0,0,0,10.0,0,,31.78856514264352,0,,4.720532509321071,0,,43.069206430366044,5,58.0,48.99999999999999,9,49.0,0,0.2,27696,0,194,0.0,6166.981637672843,False,0.7472462998885343,0,0.6860000000000002,8991,779,0,0.0,7790.0,False,-0.2685059037238874,0,0.2,28883,0,0,0.0,0.0,False,0.03631014315955653,0,3.8000000000000007,-28477.0,576,0,0.0,18310.213522162667,True,-1.6932615707695693,5,1.5010000000000001,43484,0,0,0.0,0.0,False,0.13865249155515985,0,5.960000000000002,-21731.5,158,0,0.0,745.8441364727292,True,-1.5592861277269274,9,6.959000000000002,29122,653,0,0.0,28124.191799029028,False,-0.18770393131473934,0,1.1270000000000002,62042,0,9,0.0,440.99999999999994,False,0.17116227451422983,0.0,200218,0.0,0.2,0,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,0,0.11833921540528536,99.34441436920315
