index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
53,31,0,0,0,10.000000000000002,20,10.0,32.166367053036566,0,,3.7020537112769256,1,1.0,38.13084468112376,5,50.0,42.00000000000001,20,42.0,0,0.29900000000000004,34891,0,68,1.0,2187.3129596064864,False,0.40373147961003475,0,0.42500000000000004,19450,570,0,0.0,5700.000000000001,False,-0.130095572459528,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,1,3.0180000000000002,16460.0,450,0,0.0,14474.865173866456,False,-0.3994568528400094,0,1.0640000000000003,57889,0,4,0.0,152.52337872449505,False,0.11076481152366095,0,1.0640000000000003,56272,0,4,0.1,152.52337872449505,False,0.0797788960307032,9,1.9100000000000004,67508,0,5,0.5,210.00000000000003,False,-0.02570716313385305,5,2.824000000000001,66226,0,0,0.0,0.0,False,-0.045693617879735436,0.2,359009,0.0,0.0,12,0,0,10,8,7.5,20,30,32,147.0,64.0,13,18,32,660,5.3744235670310445,372.64803249103716
54,32,0,0,0,10.000000000000002,20,10.0,32.166367053036566,0,,3.348755331584405,9,1.0,36.88485650398691,7,20.285714285714285,42.0,20,42.0,0,0.29900000000000004,34821,0,75,0.7,2412.4775289777426,False,0.4053925790711478,0,0.42500000000000004,19320,583,0,0.0,5830.000000000001,False,-0.13263116832455626,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,9,3.1070000000000007,16197.0,450,0,0.0,14474.865173866456,False,-0.40612183003210267,0,1.064,57914,0,12,0.9,442.6182780478429,False,0.1140233618668951,2,1.0840000000000003,56298,0,0,0.0,0.0,False,0.07881575165277378,4,1.9410000000000003,67644,0,2,0.2,84.0,False,-0.024655244463017135,11,2.929000000000001,65948,0,5,0.5,210.0,False,-0.048186521031168494,0.2875,358455,0.0,0.0,12,0,0,11,10,9.75,19,30,33,168.0,65.0,13,19,33,474,5.130349849991035,377.7783823410282
55,33,0,0,0,10.000000000000002,20,10.0,32.166367053036566,0,,3.050813594069734,9,1.0,37.536331969883534,6,47.333333333333336,42.00000000000001,20,42.0,0,0.29900000000000004,34731,0,84,0.9,2701.9748324550715,False,0.40752827837829286,0,0.42500000000000004,19210,594,0,0.0,5940.000000000001,False,-0.13477667251804173,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,9,3.188,15954.0,450,0,0.0,14474.865173866456,False,-0.41227996485217366,0,1.0640000000000003,57948,0,11,0.0,412.8996516687189,False,0.11439014708890216,5,1.1320000000000001,56334,0,9,0.9,337.8269877289518,False,0.08274242586690578,5,1.987,67646,0,1,0.1,42.00000000000001,False,-0.02492903151433059,8,2.998,65792,0,5,0.5,210.00000000000003,False,-0.05043445682090004,0.3,357928,0.0,0.0,10,0,0,14,9,7.583333333333333,18,32,21,221.0,66.0,16,17,21,318,4.830777577008121,382.6091599180363
56,21,0,0,0,10.000000000000002,20,10.0,32.06103061537467,32,31.6875,2.7494429075278797,11,1.0,36.47000977016111,5,18.0,42.00000000000001,0,,0,0.29900000000000004,35675,0,59,0.7,1891.6008063071056,False,0.42854692425018737,0,0.42500000000000004,19080,607,0,0.0,6070.000000000001,False,-0.13731226838307004,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,11,3.2890000000000006,14643.0,482,0,0.0,15453.41675661059,False,-0.4331041972046301,0,1.0640000000000003,57948,0,11,0.0,401.1701074717722,False,0.11427776283866792,0,1.1270000000000002,56413,1,14,1.0,513.3295796897835,False,0.08593781335335621,0,1.9820000000000002,67646,0,1,0.0,42.00000000000001,False,-0.02492903151433059,0,2.9900000000000007,65702,0,10,0.5,420.00000000000006,False,-0.05021830914881047,0.275,357420,0.0,0.0,13,0,0,8,1,1.0,15,23,25,101.0,54.0,8,13,25,1304,4.9778107950114645,387.5869707130478
57,25,0,0,0,10.000000000000002,20,10.0,32.2162591955176,17,33.411764705882355,2.760124753564385,3,3.0,38.552710365008515,15,50.0,42.00000000000001,0,,0,0.29900000000000004,36163,0,50,0.8,1610.81295977588,False,0.442106747801363,0,0.42500000000000004,18960,619,0,0.0,6190.000000000001,False,-0.1396528184123269,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,3,3.3080000000000007,14000.0,499,0,0.0,16075.913338563283,False,-0.4415114883608302,4,1.1040000000000003,58534,0,0,0.0,0.0,False,0.12166331321260898,0,1.1270000000000002,56404,0,18,0.4,693.9487865701533,False,0.08749591632241212,0,1.9820000000000002,67396,0,6,0.5,252.00000000000006,False,-0.027018459011196448,0,2.9900000000000007,65202,0,20,1.0,840.0000000000001,False,-0.054397164142542184,0.3375,356972,0.0,0.0,14,0,0,6,2,1.8,21,27,29,138.0,72.0,11,14,29,1268,5.268503790954128,392.8554745040019
58,29,0,0,0,10.000000000000002,20,10.0,32.2162591955176,0,,2.7062423979151276,2,1.0,37.29669538635597,14,29.428571428571427,42.00000000000001,0,,0,0.29900000000000004,36073,0,59,0.9,1900.7592925355384,False,0.4442512052376739,0,0.42500000000000004,18850,630,0,0.0,6300.000000000001,False,-0.14179832260581238,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,2,3.3250000000000006,13946.0,499,0,0.0,16075.913338563283,False,-0.4428799627652904,5,1.1500000000000001,58577,0,2,0.2,74.59339077271194,False,0.12320200623524687,0,1.1270000000000002,56566,0,9,0.0,335.67025847720373,False,0.0871674835534847,0,1.9820000000000004,67306,0,11,0.5,462.00000000000006,False,-0.026802311339106877,0,2.9900000000000007,64880,0,29,0.9,1218.0000000000002,False,-0.05631367350173638,0.3125,356511,0.0,0.0,11,0,0,7,2,2.0,23,30,33,148.0,91.0,13,16,33,362,4.899293305003084,397.754767809005
59,33,0,0,0,10.000000000000002,20,10.0,32.2162591955176,0,,2.4373461858617387,11,1.0,36.381933066364816,15,30.8,42.00000000000001,0,,0,0.29900000000000004,35963,1,69,1.0,2232.9218844907145,False,0.44643888988669234,0,0.42500000000000004,18760,639,0,0.0,6390.000000000001,False,-0.14355373512775502,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,11,3.4330000000000003,13649.0,499,0,0.0,16075.913338563283,False,-0.4504065719898216,3,1.1750000000000003,58693,1,10,1.0,366.25667684950986,False,0.12821937986825252,1,1.1370000000000002,56737,0,0,0.0,0.0,False,0.08722813068889528,0,1.9820000000000002,66984,0,20,0.9,840.0000000000001,False,-0.02871882069830108,0,2.9900000000000007,64740,0,35,0.6,1470.0000000000002,False,-0.056515411329019986,0.4375,355839,0.0,0.0,10,0,0,7,3,1.85,24,31,26,197.0,117.0,13,20,26,340,5.148581268033013,402.903349077038
60,26,0,0,0,10.000000000000002,20,10.0,32.24462801548254,5,33.0,2.4373461858617387,0,,36.381933066364816,0,,42.00000000000001,0,,0,0.29900000000000004,36008,3,74,1.0,2416.102473145708,False,0.45176716350976626,0,0.42500000000000004,18680,647,0,0.0,6470.000000000001,False,-0.14511410181392628,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,3.422,13484.0,504,0,0.0,16251.2925198032,False,-0.45236578155343127,0,1.1720000000000002,58693,0,11,0.1,400.20126373001295,False,0.12854461304714004,0,1.1360000000000003,56737,0,0,0.0,0.0,False,0.08722813068889528,0,1.9820000000000002,66984,0,20,0.0,840.0000000000001,False,-0.02871882069830108,0,2.9900000000000007,64740,0,35,0.0,1470.0000000000002,False,-0.056515411329019986,0.1375,355639,0.0,0.0,8,0,0,10,0,0.0,16,26,30,111.0,75.0,10,16,30,365,4.477100697986316,407.3804497750243
61,30,0,0,0,10.000000000000002,20,10.0,32.24462801548254,0,,2.274977834185965,8,1.0,35.921086162298884,23,34.0,42.00000000000001,0,,0,0.29900000000000004,35918,2,84,1.0,2728.5487533005335,False,0.45435047305052734,0,0.42500000000000004,18570,658,0,0.0,6580.000000000001,False,-0.14725960600741175,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,8,3.5020000000000007,13253.0,504,0,0.0,16251.2925198032,False,-0.45821981095028885,0,1.1720000000000002,58999,0,2,0.0,71.84217232459777,False,0.13126226092099835,14,1.2760000000000002,56631,0,8,0.8,287.3686892983911,False,0.08795026050875153,0,1.9820000000000002,66984,0,20,0.0,840.0000000000001,False,-0.02871882069830108,0,2.990000000000001,63958,13,45,1.0,2356.974120109886,False,-0.06139333025844143,0.35,354626,0.0,0.0,9,0,0,15,3,3.0,16,31,38,168.0,89.0,15,15,38,506,5.322097978030797,412.7025477530551
62,38,0,0,0,10.000000000000002,20,10.0,32.126800509295876,13,31.0,2.5305035457343252,7,4.857142857142857,35.83531573611466,5,34.0,42.00000000000001,0,,0,0.29900000000000004,36231,1,81,1.0,2612.270841252966,False,0.46429239011611,0,0.42500000000000004,18460,669,0,0.0,6690.000000000001,False,-0.14940511020089722,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,7,3.5640000000000014,12676.0,517,0,0.0,16609.555863305966,False,-0.4683026373123927,3,1.202,59042,0,2,0.2,71.67063147222932,False,0.13208460890554974,0,1.2620000000000002,56601,0,13,0.5,465.85910456949057,False,0.08908555240557145,0,1.9820000000000002,66814,0,25,0.5,1050.0000000000002,False,-0.029655460610689223,0,2.990000000000001,63958,3,55,1.0,2417.5059472083444,False,-0.060957203141286095,0.4,354095,0.0,0.0,9,0,0,10,4,3.6,16,26,40,216.0,114.0,16,22,40,603,5.414543175022118,418.11709092807723
63,40,0,0,0,10.0,20,10.0,32.30508461468077,13,34.0,2.440026083098047,4,1.0,36.504781152058925,5,50.0,42.00000000000001,0,,0,0.29900000000000004,36553,3,78,1.0,2549.7965999451003,False,0.47563480787878093,0,0.42500000000000004,18380,677,0,0.0,6770.0,False,-0.15096547688706846,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,4,3.5970000000000013,12126.0,530,0,0.0,17121.69484578081,False,-0.4757514591259401,3,1.229,59169,0,0,0.0,0.0,False,0.13383156079333142,0,1.2620000000000002,56597,0,17,0.4,620.5812795850018,False,0.09049134118602095,0,1.9820000000000002,66814,0,25,0.0,1050.0000000000002,False,-0.029655460610689223,0,2.9900000000000007,63708,0,63,0.8,2646.0000000000005,False,-0.06291338242287131,0.275,353660,0.0,0.0,11,0,0,15,2,1.6,14,29,31,263.0,144.0,20,20,31,642,5.717041584954131,423.83413251303136
64,31,0,0,0,10.0,20,10.0,32.31876102689701,1,34.0,2.4005211805449314,11,2.1818181818181817,36.504781152058925,0,,42.00000000000001,0,,0,0.29900000000000004,36497,2,87,1.0,2831.73220934004,False,0.47894933117495697,0,0.42500000000000004,18270,688,0,0.0,6880.0,False,-0.15311098108055393,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,11,3.703000000000001,11766.0,531,0,0.0,17161.262105282312,False,-0.4843732627308375,0,1.2260000000000002,59147,0,9,0.9,328.5430303685303,False,0.1365578521641135,0,1.2620000000000002,56595,0,19,0.2,693.5908418891196,False,0.09115254231952782,0,1.9820000000000002,66814,0,25,0.0,1050.0000000000002,False,-0.029655460610689223,0,2.9900000000000007,63708,0,63,0.0,2646.0000000000005,False,-0.06291338242287131,0.2625,353110,0.0,0.0,10,0,0,9,3,3.0,12,21,28,169.0,111.0,12,19,28,234,7.728053494007327,431.5621860070387
65,28,0,0,0,10.0,20,10.0,32.34533515650113,3,33.333333333333336,2.3585311801519344,2,1.0,38.93425552919577,20,50.5,42.00000000000001,0,,0,0.29900000000000004,36477,4,94,1.0,3080.461504711106,False,0.4830205091615194,0,0.42500000000000004,18190,696,0,0.0,6960.0,False,-0.15467134776672517,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,2,3.7120000000000015,11612.0,534,0,0.0,17272.408973571604,False,-0.4868676004362442,6,1.286,59654,0,2,0.2,77.86851105839153,False,0.1438715005371121,0,1.2620000000000002,56845,0,14,0.0,545.0795774087408,False,0.09452026039483324,0,1.9820000000000002,66564,0,30,0.5,1260.0000000000002,False,-0.03174488810755508,0,2.9900000000000007,62948,5,73,1.0,3260.6712776459794,False,-0.06943620561662625,0.3375,352603,0.0,0.0,12,0,0,13,3,2.2,6,19,37,133.0,78.0,11,17,37,800,4.947736657981295,436.50992266502
66,37,0,0,0,10.0,20,10.0,32.322801874662446,1,30.0,2.273671550513814,4,1.0,38.95687115779999,8,39.25,42.00000000000001,0,,0,0.29900000000000004,36417,3,103,1.0,3359.248593090232,False,0.48611758519778103,0,0.42500000000000004,18080,707,0,0.0,7070.0,False,-0.15681685196021064,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,4,3.750000000000001,11474.0,535,0,0.0,17292.69900294441,False,-0.4901077166378052,0,1.2800000000000002,59654,0,2,0.0,77.91374231559998,False,0.1438719339112351,0,1.2620000000000002,57155,0,10,0.4,389.56871157799986,False,0.09897066888548435,0,1.9820000000000004,66564,0,30,0.0,1260.0000000000002,False,-0.03174488810755508,0,2.9900000000000007,62634,3,83,1.0,3602.8706134734,False,-0.07149537722471148,0.3,352291,0.0,0.0,11,0,0,13,1,1.0,5,18,32,206.0,72.0,18,19,32,544,5.94680703402264,442.4567296990426
67,32,0,0,0,10.000000000000002,20,10.0,32.11935330870322,34,31.558823529411764,2.7251981888705292,11,5.090909090909091,37.77644226977417,6,18.0,42.00000000000001,0,,0,0.29900000000000004,37400,2,79,1.0,2557.4289113875543,False,0.5088244375148734,0,0.42500000000000004,17970,718,0,0.0,7180.000000000001,False,-0.1589623561536961,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,11,3.856000000000001,10129.0,569,0,0.0,18275.91203265213,False,-0.5117345155517976,1,1.2900000000000005,59665,0,2,0.2,75.55288453954834,False,0.14406010237175,0,1.2620000000000002,57155,0,16,0.9,604.4230763163868,False,0.10102925243189019,0,1.9820000000000002,66510,0,33,0.3,1386.0000000000002,False,-0.03161519950430134,0,2.9900000000000007,62580,0,89,0.6,3738.0000000000005,False,-0.07129991209994668,0.375,351722,0.0,0.0,12,0,0,13,3,2.3333333333333335,2,15,27,194.0,65.0,15,17,27,1327,4.825240442005452,447.2819701410481
68,27,0,0,0,10.0,20,10.0,32.14897794086168,4,33.0,3.1736491260902695,19,4.631578947368421,38.48148990464492,5,52.0,42.00000000000001,0,,0,0.29900000000000004,37442,1,85,1.0,2742.6631249732427,False,0.5140757387355811,0,0.42500000000000004,17860,729,0,0.0,7290.0,False,-0.16110786034718158,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,19,4.035000000000001,9417.0,573,0,0.0,18421.36436011374,False,-0.5279350689291213,3,1.3190000000000002,59779,0,6,0.6,230.8889394278695,False,0.1477329590823787,0,1.2620000000000002,57090,3,26,1.0,1010.0396848990387,False,0.10367001710164832,0,1.9820000000000002,66510,0,33,0.0,1386.0000000000002,False,-0.03161519950430134,0,2.9900000000000007,62320,0,94,0.5,3948.0000000000005,False,-0.07353343804487225,0.3875,350731,0.0,0.0,9,0,0,8,5,4.6,3,11,30,144.0,69.0,11,16,30,332,4.294017273001373,451.57598741404945
69,30,0,0,0,10.0,20,10.0,32.129601315188474,16,32.0,3.1736491260902695,0,,37.851623689592884,19,34.8421052631579,42.00000000000001,0,,0,0.29900000000000004,37874,0,78,0.9,2506.108902584701,False,0.5263138073451278,0,0.42500000000000004,17740,741,0,0.0,7410.0,False,-0.16344841037643845,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,4.016000000000001,8905.0,589,0,0.0,18924.33517464601,False,-0.5345370606355042,4,1.3560000000000003,60115,0,0,0.0,0.0,False,0.15195937529941553,0,1.2620000000000002,57252,0,20,0.3,757.0324737918577,False,0.10435022011873006,0,1.9820000000000002,66170,0,43,1.0,1806.0000000000002,False,-0.03348847932907763,0,2.990000000000001,61998,0,103,0.9,4326.000000000001,False,-0.07544994740406646,0.38749999999999996,350367,0.0,0.0,14,0,0,9,1,0.8,5,14,40,157.0,79.0,14,16,40,1124,4.195659757999238,455.7716471720487
70,40,0,0,0,10.0,20,10.0,32.24545914084696,17,33.0,3.0079171815454626,6,1.0,38.968158480314905,10,50.0,42.00000000000001,0,,0,0.29900000000000004,38315,2,71,1.0,2309.4275990001343,False,0.5396806631363397,0,0.42500000000000004,17660,749,0,0.0,7490.0,False,-0.16500877706260972,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,6,4.0760000000000005,8174.0,606,0,0.0,19540.74823935326,False,-0.5452515428363753,0,1.3520000000000003,60111,0,4,0.4,155.87263392125962,False,0.15337618696868122,0,1.2620000000000002,57750,0,12,0.2,467.61790176377883,False,0.111120225177386,0,1.9820000000000002,65920,0,48,0.5,2016.0000000000005,False,-0.03557790682594349,0,2.990000000000001,61748,0,108,0.5,4536.000000000001,False,-0.07753937490093232,0.325,349991,0.0,0.0,12,0,0,10,2,2.0,8,18,35,257.0,168.0,18,22,35,1261,4.064477320003789,459.8361244920525
71,35,0,0,0,10.0,20,10.0,32.12772555178884,12,31.0,2.8510965005512072,6,1.0,38.72680730570314,5,34.0,42.00000000000001,0,,0,0.29900000000000004,38577,3,69,1.0,2246.81306307343,False,0.548679794481635,0,0.42500000000000004,17570,758,0,0.0,7580.0,False,-0.16676418958455236,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,6,4.130000000000002,7640.0,618,0,0.0,19854.934391005503,False,-0.5548031628103712,1,1.3620000000000003,60240,0,0,0.0,0.0,False,0.15435469962632942,0,1.2620000000000002,57744,0,18,0.6,697.0825315026565,False,0.11320381844881344,0,1.9820000000000002,65920,0,48,0.0,2016.0000000000005,False,-0.03557790682594349,0,2.9900000000000007,61578,0,113,0.5,4746.000000000001,False,-0.07847601481332046,0.2625,349582,0.0,0.0,10,0,0,11,2,1.2,5,16,35,215.0,109.0,16,19,35,572,3.779966283007525,463.61609077506
72,35,0,0,0,10.0,20,10.0,32.10926358360387,1,30.0,2.799056350284198,2,1.0,39.406567285638566,5,52.0,42.00000000000001,0,,0,0.29900000000000004,38527,1,78,1.0,2514.522559521102,False,0.551950898371779,0,0.42500000000000004,17450,770,0,0.0,7700.0,False,-0.16910473961380926,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,2,4.144,7556.0,619,0,0.0,19875.634158250796,False,-0.556669612794592,5,1.411,60293,0,2,0.2,78.81313457127713,False,0.15612544921501653,0,1.2620000000000002,57744,0,18,0.0,709.3182111414942,False,0.11332105213319434,0,1.9820000000000002,65920,0,48,0.0,2016.0000000000005,False,-0.03557790682594349,0,2.9900000000000007,61318,0,118,0.5,4956.000000000001,False,-0.08070954075824603,0.2125,349121,0.0,0.0,9,0,0,12,2,2.0,3,15,31,200.0,117.0,15,20,31,230,3.438654284051154,467.05474505911116
73,31,0,0,0,10.0,20,10.0,32.334113770858174,14,34.0,2.799056350284198,0,,37.27827987982803,18,26.88888888888889,42.00000000000001,0,,0,0.29900000000000004,38893,2,74,1.0,2412.724419043505,False,0.564242723211303,0,0.42500000000000004,17360,779,0,0.0,7790.0,False,-0.1708601521357519,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,0,4.142000000000001,7080.0,633,0,0.0,20467.494016953224,False,-0.5612329698814847,12,1.5260000000000002,60136,0,0,0.0,0.0,False,0.15236178978633708,0,1.2620000000000002,57816,0,14,0.0,521.8959183175924,False,0.11290501023586845,0,1.9820000000000002,65670,0,53,0.5,2226.0000000000005,False,-0.037667334322809345,0,2.9900000000000007,61084,3,128,1.0,5487.834839639485,False,-0.0802496156920365,0.3125,348352,0.0,0.0,10,0,0,12,3,2.6,2,14,34,151.0,78.0,14,17,34,748,3.893144657020457,470.9478897161316
74,34,0,0,0,10.0,20,10.0,32.316207110296666,6,32.0,3.339062957726405,16,5.5,36.93898204444219,11,34.0,42.00000000000001,0,,0,0.29900000000000004,38975,3,78,1.0,2550.66415460314,False,0.5701319320187858,0,0.42500000000000004,17270,788,0,0.0,7880.0,False,-0.17261556465769456,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,16,4.3020000000000005,6499.0,639,0,0.0,20650.05634347957,False,-0.5736434827232695,0,1.5140000000000002,60133,0,1,0.1,36.93898204444219,False,0.15265822537170115,0,1.2620000000000002,58105,5,13,1.0,496.9020813663805,False,0.11820352669700471,0,1.9820000000000004,65670,0,53,0.0,2226.0000000000005,False,-0.037667334322809345,0,2.9900000000000007,60710,4,138,1.0,5943.755928177769,False,-0.08235402158466673,0.3875,347675,0.0,0.0,10,0,0,11,3,3.0,5,16,32,163.0,80.0,16,18,32,766,3.799135706969537,474.74702542310115
75,32,0,0,0,10.0,20,10.0,30.79262024700828,12,18.0,3.079244963450509,9,1.0,36.79298678592469,5,34.0,42.00000000000001,0,,0,0.29900000000000004,39051,7,76,1.0,2410.2391387726293,False,0.5703576972649235,0,0.42500000000000004,17210,794,0,0.0,7940.0,False,-0.173785839672323,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,9,4.376,6020.0,651,0,0.0,20045.99578080239,False,-0.5934364447440144,4,1.5540000000000003,60134,0,5,0.5,183.96493392962344,False,0.15408608732326942,0,1.2620000000000002,58101,0,22,0.9,809.4457092903432,False,0.12112144973929623,0,1.9820000000000002,65500,0,58,0.5,2436.0000000000005,False,-0.038603974235197486,0,2.9900000000000007,60710,0,142,0.4,5964.000000000001,False,-0.08220816461806707,0.4125,347039,0.0,0.0,11,0,0,10,3,2.8,4,14,30,178.0,69.0,14,18,30,416,3.014435388962738,477.7614608120639
76,30,0,0,0,10.0,20,10.0,30.98302558490228,19,32.0,3.179125812694979,4,5.0,36.80165368237659,9,36.888888888888886,42.00000000000001,0,,0,0.29900000000000004,39599,3,67,1.0,2105.8627141884526,False,0.5857979854532563,0,0.42500000000000004,17070,808,0,0.0,8080.0,False,-0.17651648137312267,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,4,4.407000000000001,5320.0,670,0,0.0,20758.627141884528,False,-0.6021461335290861,4,1.5900000000000005,60302,0,0,0.0,0.0,False,0.1555427804924787,0,1.2620000000000002,58081,0,26,0.4,956.8429957417914,False,0.122150455070823,0,1.9820000000000002,65428,0,62,0.4,2604.0000000000005,False,-0.03843105609752583,0,2.9900000000000007,60450,0,147,0.5,6174.000000000001,False,-0.08444169056299264,0.2875,346563,0.0,0.0,9,0,0,8,2,2.0,3,11,29,174.0,67.0,11,19,29,1068,3.6242848449619487,481.38574565702584
77,29,0,0,0,10.0,20,10.0,31.07789000721761,22,31.545454545454547,3.1460180970640135,2,2.0,34.71374644696277,10,16.0,42.00000000000001,0,,0,0.29900000000000004,40223,0,55,1.0,1709.2839503969685,False,0.6024046021142379,0,0.42500000000000004,16940,821,0,0.0,8210.0,False,-0.17905207723815098,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,2,4.423000000000001,4574.0,692,0,0.0,21505.899884994586,False,-0.61158261676388,0,1.5860000000000005,60302,0,0,0.0,0.0,False,0.1555427804924787,0,1.2620000000000002,58237,0,18,0.2,624.8474360453299,False,0.12195887166853814,0,1.9820000000000002,65268,0,72,1.0,3024.0000000000005,False,-0.03771056385722726,0,2.990000000000001,60450,0,147,0.0,6174.000000000001,False,-0.08444169056299264,0.275,346307,0.0,0.0,11,0,0,13,1,1.0,3,16,29,181.0,69.0,16,13,29,1054,3.374819342046976,484.7605649990728
78,29,0,0,0,10.0,20,10.0,30.929926764904103,9,29.0,3.1130565427515045,1,1.0,36.384105005934856,11,50.0,42.00000000000001,0,,0,0.29900000000000004,40374,1,56,1.0,1742.0758988346297,False,0.608934579653494,0,0.42500000000000004,16850,830,0,0.0,8300.0,False,-0.18080748976009361,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,1,4.431000000000001,4286.0,701,0,0.0,21681.878662197774,False,-0.6166513093994199,5,1.6360000000000006,60346,0,1,0.1,36.384105005934856,False,0.15673454158288724,0,1.2620000000000002,58537,0,12,0.0,436.6092600712183,False,0.12590408412447268,0,1.9820000000000002,65268,0,72,0.0,3024.0000000000005,False,-0.03771056385722726,0,2.990000000000001,59900,1,157,1.0,6630.384105005935,False,-0.08907889314375303,0.2625,345874,0.0,0.0,11,0,0,10,2,2.0,5,15,31,157.0,53.0,15,14,31,761,3.9641902329749428,488.72475523204776
79,31,0,0,0,10.0,20,10.0,30.929926764904103,0,,3.1093250593773885,2,3.0,34.50632248493256,20,26.0,42.00000000000001,0,,0,0.29900000000000004,40284,0,66,1.0,2041.3751664836707,False,0.6112614621900463,0,0.42500000000000004,16740,841,0,0.0,8410.0,False,-0.18295299395357909,0,0.2,40313,0,0,0.0,0.0,False,0.02161682716675114,2,4.450000000000001,4235.0,701,0,0.0,21681.878662197774,False,-0.6179437574480768,9,1.721,60124,0,1,0.1,34.50632248493256,False,0.1524624539856753,0,1.2620000000000002,58874,0,3,0.1,103.51896745479769,False,0.12917044138598066,0,1.9820000000000002,65178,0,77,0.5,3234.0000000000005,False,-0.037494416185137686,0,2.9900000000000007,59470,6,167,1.0,7221.0379349095965,False,-0.09101951139883854,0.3375,345218,0.0,0.0,10,0,0,10,4,3.8,5,15,36,183.0,64.0,15,16,36,540,4.0039566259947605,492.7287118580425
