index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,16,0,0,0,10.000000000000002,20,10.0,20.941182806009113,18,20.0,10.506751981681814,15,10.666666666666666,21.143016269230998,10,26.0,37.0,0,,0,0.2,25109,559,0,0.0,5590.000000000001,False,-0.09104531092217988,0,1.5500000000000003,36541,7,13,1.0,342.2353764781185,False,0.1958734059167744,10,3.873000000000001,31902,227,0,0.0,4753.648496964069,False,-0.20481524894492817,5,3.805,27185,444,0,0.0,9297.885165868047,False,-0.2615305144536043,0,0.2,53356,52,360,1.0,8157.836959970614,False,0.03697471392177425,5,7.810000000000001,37455,230,0,0.0,2416.552955786817,False,-0.30194311882041985,0,0.272,73404,486,90,1.0,13605.505906846265,False,0.012992914110272157,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,363875,0.0,0.0,12,0,0,17,4,4.0,16,33,18,168.0,90.0,11,5,18,750,1.5057236379943788,84.91251768905204
55,18,0,0,0,10.000000000000002,20,10.0,20.941182806009113,0,,10.486457801967529,5,10.0,20.837109952765758,10,14.0,37.0,0,,0,0.2,25019,568,0,0.0,5680.000000000001,False,-0.09251115671520245,0,1.5500000000000003,36431,8,23,1.0,561.6472045382096,False,0.19586382625717794,0,3.863000000000001,31902,227,0,0.0,4753.648496964069,False,-0.20481524894492817,5,3.850000000000001,27115,444,0,0.0,9297.885165868047,False,-0.2631543429773122,0,0.2,53376,47,365,1.0,8098.408649451976,False,0.036799327003195444,5,7.855000000000001,37370,230,0,0.0,2411.8852944525315,False,-0.3035199117622138,0,0.272,73264,486,100,1.0,13826.835437044158,False,0.01262241681429281,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,363400,0.0,0.0,13,0,0,20,2,2.0,18,38,19,204.0,90.0,13,5,19,270,1.5968187490361743,86.50933643808821
56,19,0,0,0,10.000000000000002,20,10.0,21.092100735835007,28,22.0,10.508335536888904,5,11.0,21.385996090453634,25,26.0,37.0,0,,0,0.2,24889,581,0,0.0,5810.000000000001,False,-0.09462848952734616,5,1.6000000000000003,36892,5,10,1.0,260.9210073583501,False,0.20598262170361173,0,3.863000000000001,31594,241,0,0.0,5083.196277336237,False,-0.2081377438371505,5,3.895000000000001,26742,458,0,0.0,9660.182137012433,False,-0.2676048281408041,0,0.2,53971,42,350,1.0,7926.448724208106,False,0.04598957087591049,0,7.850000000000001,37370,230,0,0.0,2416.917173484448,False,-0.303474487032296,0,0.272,72614,501,110,1.0,14784.384041317271,False,0.010459875478777393,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,362995,0.0,0.0,14,0,0,16,2,1.3571428571428572,22,38,16,240.0,72.0,15,4,16,1158,1.6191278109909035,88.12846424907912
57,16,0,0,0,10.000000000000002,20,10.0,20.933671704922848,30,20.0,10.507614655267933,10,10.5,20.905562536006755,14,13.642857142857142,37.0,0,,0,0.2,24809,589,0,0.0,5890.000000000001,False,-0.09593146356558846,20,1.7950000000000004,36972,7,10,1.0,279.33671704922847,False,0.208888509675384,5,3.9130000000000016,30929,271,0,0.0,5673.025032034092,False,-0.21672282369822207,5,3.940000000000001,26672,458,0,0.0,9587.621640854664,False,-0.2700702695456219,0,0.2,53866,42,360,1.0,7967.322328483685,False,0.04446280109487502,14,7.990000000000002,37039,230,0,0.0,2416.7513707116245,False,-0.3094521153816633,0,0.272,72423,505,120,1.0,14997.309080683412,False,0.009392186470253243,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,361633,0.0,0.0,9,0,0,10,7,6.333333333333333,24,34,9,219.0,54.0,13,3,9,200,1.4933256060467102,89.62178985512583
58,9,0,0,0,10.000000000000002,20,10.0,20.886064400699404,10,20.0,10.550781064199622,10,11.0,20.905562536006755,0,,37.0,0,,0,0.2,24719,598,0,0.0,5980.000000000001,False,-0.09739730935861103,0,1.7750000000000004,37062,8,10,1.0,288.86064400699405,False,0.21197531913103032,5,3.958000000000001,30664,281,0,0.0,5868.984096596532,False,-0.22059728940571904,5,3.9850000000000008,26607,458,0,0.0,9565.817495520327,False,-0.271831011697129,0,0.2,53756,42,370,1.0,8178.190943018884,False,0.04438036852527563,0,7.976000000000002,37039,230,0,0.0,2426.679644765913,False,-0.3093624889886985,0,0.272,72423,495,130,1.0,15158.253455323344,False,0.010408531759600784,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,361193,0.0,0.0,14,0,0,4,2,2.0,23,27,10,93.0,54.0,6,3,10,400,1.1505117219639942,90.77230157708982
59,10,0,0,0,10.000000000000002,20,10.0,20.886064400699404,0,,10.514317131072225,17,10.294117647058824,20.437160571344165,14,13.642857142857142,37.0,0,,0,0.2,24619,608,0,0.0,6080.000000000001,False,-0.09902602690641389,0,1.7750000000000004,36962,8,20,1.0,497.7212880139881,False,0.21211963399482042,11,4.0630000000000015,30485,281,0,0.0,5868.984096596532,False,-0.22474965091634352,6,4.040000000000001,26523,458,0,0.0,9565.817495520327,False,-0.27377960592557843,0,0.2,53581,49,380,1.0,8281.322556533321,False,0.042151791544345486,14,8.116000000000001,36708,230,0,0.0,2418.2929401466117,False,-0.31541433061777485,0,0.272,72232,499,140,1.0,15378.143125100738,False,0.009384823594311113,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,360033,0.0,0.0,9,0,0,11,6,6.0,19,30,6,126.0,54.0,7,3,6,200,1.0379404060076922,91.81024198309751
60,6,0,0,0,10.000000000000002,20,10.0,20.886064400699404,0,,10.604898477422289,50,10.8,19.98283662963387,14,13.642857142857142,37.0,0,,0,0.2,24549,615,0,0.0,6150.000000000001,False,-0.10016612918987589,0,1.7750000000000004,36832,11,30,1.0,736.5819320209821,False,0.21177533359426992,40,4.452000000000001,29635,281,0,0.0,5868.984096596532,False,-0.24446756870422504,10,4.134000000000001,26363,458,0,0.0,9565.817495520327,False,-0.27749121397976795,0,0.2,53427,59,386,1.0,8339.06394920659,False,0.039892609720752,10,8.202000000000002,36168,260,0,0.0,2757.273604129795,False,-0.32210380049352927,0,0.272,72041,503,150,1.0,15601.366824705836,False,0.008382169445463532,0,0.2,78923,0,10,0.0,370.0,False,-0.0008840839627169163,0.375,357938,0.0,0.0,10,0,0,11,7,7.0,15,26,8,72.0,36.0,4,2,8,256,0.905354932998307,92.71559691609582
61,8,0,0,0,10.000000000000002,20,10.0,20.886064400699404,0,,10.604898477422289,0,,19.98283662963387,0,,37.0,2,37.0,0,0.2,24419,628,0,0.0,6280.000000000001,False,-0.10228346200201961,0,1.7750000000000004,36762,8,40,1.0,915.4425760279762,False,0.2124082637224009,0,4.412000000000001,29635,281,0,0.0,5868.984096596532,False,-0.24446756870422504,0,4.1240000000000006,26363,458,0,0.0,9565.817495520327,False,-0.27749121397976795,0,0.2,53427,49,396,1.0,8432.843330728705,False,0.04073919268717122,0,8.192,36168,260,0,0.0,2757.273604129795,False,-0.32210380049352927,0,0.272,72041,493,160,1.0,15771.538458409497,False,0.009456783818797432,0,0.2,78997,0,8,0.0,296.0,False,-0.0004167824395665463,0.375,357812,0.0,0.0,10,0,0,12,0,0.0,16,28,14,108.0,36.0,6,2,14,274,1.0503386469790712,93.76593556307489
62,14,0,0,0,10.000000000000002,20,10.0,20.886064400699404,0,,10.245286095199683,45,9.11111111111111,19.82818535635807,5,14.0,37.0,2,37.0,0,0.2,24299,640,0,0.0,6400.000000000001,False,-0.10423792305938304,0,1.7750000000000004,36682,6,50,1.0,1104.30322003497,False,0.2128783220957518,25,4.662000000000001,29165,281,0,0.0,5868.984096596532,False,-0.25537041736340665,20,4.324000000000002,26063,458,0,0.0,9565.817495520327,False,-0.2844504790813732,0,0.2,53377,44,406,1.0,8501.035842870162,False,0.040452054118025514,5,8.242,35723,300,0,0.0,3073.5858285599047,False,-0.3272827032646658,0,0.272,71971,488,170,1.0,15966.154453902738,False,0.0098016775739646,0,0.2,79071,0,6,0.0,222.0,False,5.051908358382379e-05,0.375,356351,0.0,0.0,12,0,0,15,4,4.0,17,32,16,132.0,90.0,9,5,16,274,1.448647364974022,95.21458292804891
63,16,0,0,0,10.0,20,10.0,21.019206768835726,26,21.923076923076923,10.279781713242095,15,10.666666666666666,20.16345167663788,10,26.0,37.0,1,37.0,0,0.2,24209,649,0,0.0,6490.0,False,-0.10570376885240562,0,1.7750000000000004,37142,7,34,1.0,784.6530301404147,False,0.2226563248011403,10,4.737000000000001,28984,282,0,0.0,5927.416308811675,False,-0.25889143188257774,5,4.354000000000001,25449,483,0,0.0,10152.276869347656,False,-0.291891564566349,0,0.2,53407,49,411,1.0,8790.887943047032,False,0.04361030515325822,5,8.287,35638,300,0,0.0,3083.9345139726283,False,-0.32872393780153614,0,0.272,71711,488,180,1.0,16499.764418199287,False,0.009887622939448332,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,355648,0.0,0.0,16,0,0,19,4,4.0,19,38,19,204.0,54.0,13,3,19,997,2.6305251399753615,97.84510806802427
64,19,0,0,0,10.0,20,10.0,20.936953278298606,16,20.0,10.292372162711958,10,10.5,20.495681128032746,10,26.0,37.0,0,,0,0.2,24109,659,0,0.0,6590.0,False,-0.10733248640020848,0,1.7750000000000004,37362,7,28,1.0,656.234691792361,False,0.22773111000020127,5,4.777000000000002,28914,282,0,0.0,5904.220824480207,False,-0.26078429961399036,5,4.399000000000001,25064,499,0,0.0,10447.539685871005,False,-0.29739793442202145,0,0.2,53562,49,411,1.0,8928.051179594344,False,0.04764702168012661,0,8.282000000000002,35638,300,0,0.0,3087.7116488135875,False,-0.3286898401356492,0,0.272,71451,488,190,1.0,17031.89239047998,False,0.009964209695117167,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,355208,0.0,0.0,14,0,0,17,2,2.0,19,36,16,258.0,54.0,16,3,16,780,1.714944509032648,99.56005257705692
65,16,0,0,0,10.0,20,10.0,20.802095266231177,30,20.0,10.304773918704642,10,10.5,21.05455272865284,30,24.0,37.0,0,,0,0.2,23989,671,0,0.0,6710.0,False,-0.1092869474575719,2,1.7950000000000004,37848,5,10,1.0,258.02095266231174,False,0.23707646751787204,0,4.772000000000001,28314,312,0,0.0,6490.253723064127,False,-0.2679055659846882,10,4.494000000000001,24904,499,0,0.0,10380.245537849358,False,-0.30189007216932634,0,0.2,53527,49,416,1.0,9263.627857136109,False,0.05004448568378955,25,8.532000000000002,35513,300,0,0.0,3091.4321756113927,False,-0.33091310076722524,0,0.272,70731,508,200,1.0,18095.712786155644,False,0.007588678585943295,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,353934,0.0,0.0,14,0,0,18,4,3.1333333333333333,17,35,17,183.0,90.0,11,5,17,570,1.4889356369967572,101.04898821405368
66,17,0,0,0,10.0,20,10.0,20.694698883694308,29,20.0,10.316924192144945,10,10.5,20.861909051722577,39,20.025641025641026,37.0,0,,0,0.2,23869,683,0,0.0,6830.0,False,-0.11124140851493534,19,1.9830000000000003,37965,3,10,1.0,236.9469888369431,False,0.2405444312328895,5,4.822000000000001,28004,324,0,0.0,6705.082438316956,False,-0.2726050566215441,5,4.534000000000002,24499,516,0,0.0,10678.464623986263,False,-0.30782610392518484,0,0.2,53422,49,426,1.0,9392.702541448922,False,0.049313941371160366,39,8.897000000000002,34414,300,0,0.0,3095.077257643484,False,-0.3507223964319833,0,0.272,69950,537,210,1.0,18972.845160775025,False,0.0032638179846360867,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,351231,0.0,0.0,10,0,0,14,9,8.411764705882353,20,34,10,255.0,36.0,15,2,10,200,1.4245826909900643,102.47357090504374
67,10,0,0,0,10.000000000000002,20,10.0,20.694698883694308,0,,10.538264280558398,39,11.35897435897436,20.489096461892476,10,13.5,37.0,0,,0,0.2,23759,694,0,0.0,6940.000000000001,False,-0.11303299781751848,0,1.9640000000000006,37875,2,20,1.0,433.8939776738862,False,0.24082044981390086,10,4.917000000000001,27844,324,0,0.0,6705.082438316956,False,-0.27631666467573357,29,4.819000000000001,24021,516,0,0.0,10678.464623986263,False,-0.3189145329870759,0,0.2,53267,54,436,1.0,9502.312328535274,False,0.047504940947652674,10,8.958,33916,324,0,0.0,3414.397626900921,False,-0.3568310467537426,0,0.272,69815,537,220,1.0,19142.644800036258,False,0.00263106418472475,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,349605,0.0,0.0,12,0,0,8,6,6.0,22,30,8,144.0,36.0,8,2,8,200,1.0425541549921036,103.51612506003585
68,8,0,0,0,10.0,20,10.0,20.694698883694308,0,,10.536080841888106,10,10.5,20.209578499787273,8,14.0,37.0,0,,0,0.2,23699,700,0,0.0,7000.0,False,-0.1140102283462002,0,1.9640000000000004,37735,6,30,1.0,680.8409665108293,False,0.24028210962101101,5,4.957000000000002,27774,324,0,0.0,6705.082438316956,False,-0.2779404931994415,5,4.840000000000001,23956,516,0,0.0,10678.464623986263,False,-0.3204223737590904,0,0.2,53218,54,442,1.0,9501.582062367934,False,0.046613664419159116,4,8.988000000000001,33848,324,0,0.0,3413.6901927717463,False,-0.3580651579542876,0,0.272,69703,535,230,1.0,19322.12449738619,False,0.002349923573380171,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,349041,0.0,0.0,13,0,0,14,3,3.0,16,30,10,90.0,54.0,5,3,10,256,0.9957600900088437,104.51188515004469
69,10,0,0,0,10.0,20,10.0,20.694698883694308,0,,10.536080841888106,0,,19.76148295255785,13,14.0,37.0,0,,0,0.2,23569,713,0,0.0,7130.0,False,-0.11612756115834393,0,1.9640000000000006,37665,3,40,1.0,857.7879553477724,False,0.24088387171158293,0,4.952000000000002,27774,324,0,0.0,6705.082438316956,False,-0.2779404931994415,0,4.835000000000001,23956,516,0,0.0,10678.464623986263,False,-0.3204223737590904,0,0.2,53274,44,448,1.0,9316.731919788992,False,0.04595601783621597,9,9.074,33667,324,0,0.0,3413.6901927717463,False,-0.3613330728079537,0,0.272,69521,538,240,1.0,19511.677828476124,False,0.0012483128424317612,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,348534,0.0,0.0,13,0,0,16,2,2.0,14,30,14,144.0,36.0,8,2,14,256,1.1456184709677473,105.65750362101244
70,14,0,0,0,10.0,20,10.0,20.694698883694308,0,,10.579100478027549,28,10.821428571428571,19.76148295255785,0,,37.0,0,,0,0.2,23479,722,0,0.0,7220.0,False,-0.1175934069513665,0,1.9640000000000004,37555,4,50,1.0,1074.7349441847155,False,0.24083414678303394,9,5.042000000000001,27657,324,0,0.0,6705.082438316956,False,-0.28065460658906755,19,5.025,23589,516,0,0.0,10678.464623986263,False,-0.3289358747333875,0,0.2,53169,44,458,1.0,9516.239613304706,False,0.045861299703041335,0,9.065000000000001,33469,342,0,0.0,3618.0523634854217,False,-0.363063062058918,0,0.272,69521,528,250,1.0,19684.062998950543,False,0.002336905446907851,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,347547,0.0,0.0,11,0,0,17,4,4.0,15,32,14,150.0,72.0,10,4,14,200,1.5169162990059704,107.17441992001841
71,14,0,0,0,10.0,20,10.0,20.84211878134085,30,21.8,10.62607819018262,21,11.0,20.30710455934534,5,38.0,37.0,0,,0,0.2,23389,731,0,0.0,7310.0,False,-0.11905925274438907,0,1.9640000000000006,38099,5,30,1.0,675.2635634402255,False,0.2520483332264931,5,5.083000000000001,27550,326,0,0.0,6794.530722717117,False,-0.2820992539352659,16,5.166000000000001,22714,544,0,0.0,11338.112617049423,False,-0.3415826225172888,0,0.2,53249,44,463,1.0,9869.736851344927,False,0.05049683907184838,0,9.065000000000001,33348,353,0,0.0,3751.0056011344645,False,-0.3640474696125944,0,0.272,69331,523,260,1.0,20240.615684537614,False,0.0034518154319231635,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,346788,0.0,0.0,16,0,0,21,3,3.0,15,36,12,204.0,18.0,13,1,12,1044,1.641161888022907,108.81558180804132
72,12,0,0,0,10.0,20,10.0,20.697422608369713,42,20.0,10.602256574098103,15,10.333333333333334,20.978261138063544,44,23.27272727272727,37.0,13,37.0,0,0.2,23279,742,0,0.0,7420.0,False,-0.12085084204697222,12,2.0840000000000005,38645,4,10,1.0,246.97422608369715,False,0.26285830525560594,10,5.178000000000001,27390,326,0,0.0,6747.359770328527,False,-0.28635798726073436,5,5.200000000000001,21804,586,0,0.0,12128.689648504653,False,-0.3535226680835964,0,0.2,53284,49,468,1.0,10337.336784744544,False,0.05534996284998779,39,9.455000000000002,32443,353,0,0.0,3742.5965706566303,False,-0.3804629554709893,0,0.272,68788,557,257,1.0,21193.891453901393,False,0.0026136771192843537,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,344741,0.0,0.0,22,0,0,15,7,6.857142857142858,17,32,13,168.0,18.0,11,1,13,1431,1.608206010016147,110.42378781805746
73,13,0,0,0,10.0,20,10.0,20.697422608369713,0,,10.591255451768074,20,10.5,22.179218645990755,55,26.0,37.0,10,37.0,0,0.2,23189,751,0,0.0,7510.0,False,-0.12231668783999479,0,2.0720000000000005,38535,5,20,1.0,463.9484521673943,False,0.2628090239448742,10,5.268000000000002,27230,326,0,0.0,6747.359770328527,False,-0.2900695953149238,10,5.295000000000001,21644,586,0,0.0,12128.689648504653,False,-0.35723427613778586,0,0.2,53264,59,473,1.0,11115.654491207943,False,0.06201504406456335,50,9.916000000000002,31838,353,0,0.0,3738.71317447413,False,-0.3914211532085676,0,0.272,67728,602,257,1.0,22860.889624886433,False,-0.00024697753866953216,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,342536,0.0,0.0,19,0,0,18,6,6.0,18,36,11,168.0,36.0,11,2,11,760,1.4981570779928006,111.92194489605026
74,11,0,0,0,10.0,20,10.0,20.613729424138207,30,20.0,10.591255451768074,0,,22.304407782490046,20,23.6,37.0,10,37.0,0,0.2,23069,763,0,0.0,7630.0,False,-0.12427114889735821,10,2.1720000000000006,38885,3,10,1.0,236.13729424138205,False,0.2704996464745006,0,5.258000000000001,26630,356,0,0.0,7338.487674993202,False,-0.2971317658556045,0,5.285000000000001,21644,586,0,0.0,12079.645442544988,False,-0.3578031288560709,0,0.2,53264,49,483,1.0,11292.000476079327,False,0.06360698788595992,20,10.066,31606,353,0,0.0,3738.71317447413,False,-0.3956098617502831,0,0.272,67626,612,257,1.0,23159.29756288391,False,0.00034919777516421795,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,341832,0.0,0.0,18,0,0,7,3,2.8333333333333335,22,29,15,129.0,54.0,8,3,15,930,1.2308164929854684,113.15276138903573
75,15,0,0,0,10.0,20,10.0,20.613729424138207,0,,10.542608965697324,15,10.0,22.500204186524833,10,26.5,37.0,0,,0,0.2,22979,772,0,0.0,7720.0,False,-0.1257369946903808,0,2.162000000000001,38775,4,20,1.0,452.2745884827641,False,0.27043673390798983,10,5.3580000000000005,26465,356,0,0.0,7338.487674993202,False,-0.3009593616614874,5,5.335000000000001,21574,586,0,0.0,12079.645442544988,False,-0.3594269573797788,0,0.2,53364,49,488,1.0,11496.687482343288,False,0.06726025495462191,5,10.096,31466,358,0,0.0,3774.254009719642,False,-0.3978166897492223,0,0.272,67361,612,267,1.0,23649.124962153197,False,9.551240340248713e-05,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,341092,0.0,0.0,13,0,0,9,4,4.0,23,32,12,216.0,54.0,12,3,12,400,1.2781288260011934,114.43089021503692
76,12,0,0,0,10.0,20,10.0,20.61713278873028,2,21.0,10.497159426382078,15,10.0,21.977871748118837,12,13.583333333333334,37.0,0,,0,0.2,22869,783,0,0.0,7830.0,False,-0.12752858399296393,0,2.162000000000001,38727,3,28,1.0,607.2797180844478,False,0.2713977608079164,10,5.448,26258,358,0,0.0,7380.933538365441,False,-0.3052689345554718,5,5.380000000000001,21504,586,0,0.0,12081.639814195945,False,-0.3610276536351032,0,0.2,53314,44,498,1.0,11406.855145323992,False,0.06554656458486642,12,10.211000000000002,31112,368,0,0.0,3862.9546689086046,False,-0.40340734586718363,0,0.272,67198,614,277,1.0,23743.413253344967,False,-0.0013677204946767171,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,340090,0.0,0.0,14,0,0,13,5,5.0,19,32,11,129.0,72.0,8,4,11,242,1.3145903669646941,115.74548058200162
77,11,0,0,0,10.0,20,10.0,20.577553788751153,14,20.0,10.519769635857969,18,10.722222222222221,21.977871748118837,0,,37.0,3,37.0,0,0.2,22749,795,0,0.0,7950.0,False,-0.12948304505032737,0,2.162000000000001,38927,1,24,1.0,503.8612909300277,False,0.27622823692840204,0,5.438000000000001,25978,372,0,0.0,7654.850009415429,False,-0.30858715308741497,18,5.5550000000000015,21160,586,0,0.0,12058.446520208176,False,-0.36927662475401113,0,0.2,53176,47,508,1.0,11659.188020929692,False,0.0653329122441159,0,10.199000000000002,31057,373,0,0.0,3923.8740741750225,False,-0.40385041549303063,0,0.272,67309,604,284,1.0,23782.634535863777,False,0.0002818619810033262,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,339464,0.0,0.0,12,0,0,16,3,3.0,15,31,12,147.0,36.0,9,2,12,591,1.2024310560082085,116.94791163800983
78,12,0,0,0,10.0,20,10.0,20.577553788751153,0,,10.503903198312775,15,10.333333333333334,21.767228826517158,5,14.0,37.0,9,37.0,0,0.2,22669,803,0,0.0,8030.0,False,-0.13078601908856965,0,2.162000000000001,38807,3,34,1.0,729.6368288175393,False,0.2759965606178954,5,5.488,25908,372,0,0.0,7654.850009415429,False,-0.31021098161112287,10,5.637000000000001,21000,586,0,0.0,12058.446520208176,False,-0.3729882328082006,0,0.2,53091,52,513,1.0,11712.791354315566,False,0.06428215424481881,0,10.199,31057,373,0,0.0,3917.955892970665,False,-0.40390384121751793,0,0.272,67572,599,285,1.0,23583.570067083776,False,0.002346422409531582,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,339212,0.0,0.0,19,0,0,14,3,3.0,15,29,16,126.0,90.0,7,5,16,603,1.1809640980209224,118.12887573603075
79,16,0,0,0,10.0,20,10.0,20.626926140896103,26,21.0,10.503671732823314,10,10.5,22.001818969504328,10,26.0,37.0,5,37.0,0,0.2,22579,812,0,0.0,8120.0,False,-0.13225186488159224,0,2.162000000000001,39243,4,18,1.0,411.28467053612985,False,0.28501392016899785,5,5.533,25297,398,0,0.0,8209.516604076649,False,-0.31795123174263884,5,5.677000000000001,20930,586,0,0.0,12087.378718565116,False,-0.37427648326801155,0,0.2,53246,52,513,1.0,11833.124061462531,False,0.06816693503405608,0,10.199000000000002,31057,373,0,0.0,3917.869556343096,False,-0.4039046206118485,0,0.272,67497,599,290,1.0,23909.08956273309,False,0.003454807918443732,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,338957,0.0,0.0,16,0,0,14,2,2.0,6,20,14,186.0,72.0,12,4,14,1191,1.544544689997565,119.67342042602831
80,14,0,0,0,10.0,20,10.0,20.72853269453178,16,22.0,10.503671732823314,0,,21.76280080540096,5,14.0,37.0,12,37.0,0,0.2,22469,823,0,0.0,8230.0,False,-0.13404345418417538,0,2.162000000000001,39505,3,12,1.0,278.74239233438135,False,0.2913896607761554,0,5.5280000000000005,24945,414,0,0.0,8581.612535536156,False,-0.32180091241142994,0,5.6720000000000015,20930,586,0,0.0,12146.920158995623,False,-0.37358587548719935,0,0.2,53246,42,523,1.0,11823.099034003282,False,0.06807643521045811,5,10.249000000000002,30972,373,0,0.0,3917.869556343096,False,-0.4054392767585977,0,0.272,67871,594,288,1.0,23583.10367840817,False,0.006119778716361654,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,339046,0.0,0.0,23,0,0,16,1,1.0,6,22,15,168.0,54.0,11,3,15,996,1.549364082980901,121.22278450900922
81,15,0,0,0,10.0,20,10.0,20.72853269453178,0,,10.488350485119074,15,10.333333333333334,20.853010946015047,20,14.0,37.0,11,37.0,0,0.2,22399,830,0,0.0,8300.0,False,-0.13518355646763738,0,2.162000000000001,39375,6,22,1.0,516.0277192796991,False,0.2910197029101875,10,5.628000000000001,24785,414,0,0.0,8581.612535536156,False,-0.3255125204656194,5,5.722000000000001,20860,586,0,0.0,12146.920158995623,False,-0.37520970401090725,0,0.2,53161,47,528,1.0,11503.342252296541,False,0.06365521017834998,15,10.394000000000002,30617,373,0,0.0,3912.154730949415,False,-0.4119003129710093,0,0.272,67998,604,287,1.0,23214.218611393087,False,0.005394292678478206,0,0.2,79108,0,5,0.0,185.0,False,0.00028416984515900883,0.375,338303,0.0,0.0,17,0,0,19,6,6.0,6,25,14,207.0,36.0,13,2,14,677,1.5420049499953166,122.76478945900453
