index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,26,0,0,0,10.000000000000002,20,10.0,30.82920282505328,43,33.30232558139535,28.700747989491248,4,15.0,47.51780244089539,19,60.0,46.0,20,46.0,15,2.0690000000000004,75739,9,10,1.0,398.2920282505328,False,0.16246683527172232,0,2.1710000000000007,76030,14,20,1.0,756.5840565010656,False,0.16966386572140124,0,0.2,81105,73,191,1.0,7732.374672221718,False,-0.02646409486473735,0,5.618000000000002,49813.0,891,0,0.0,27468.81971712247,False,-0.271921611134597,0,0.21800000000000003,118776,371,120,1.0,16350.1137970087,False,0.01689380896256348,0,0.2,124632,0,15,0.0,712.7670366134308,False,0.0011725502499696663,2,3.289000000000001,145096,23,10,1.0,1552.9094561405939,False,-0.04298237332657392,8,2.8630000000000004,147022,0,0,0.0,0.0,False,-0.035440613026819924,0.625,818213,0.0,0.0,14,0,0,10,5,4.5,19,29,30,207.0,81.0,14,12,30,2720,2.3717383460025303,165.77141935570398
53,30,0,0,0,10.000000000000002,20,10.0,30.90917443011179,18,32.05555555555556,28.700747989491248,0,,47.51780244089539,0,,46.0,20,46.0,0,2.0540000000000003,75702,6,19,1.0,647.274314172124,False,0.1638061562508391,0,2.1710000000000007,76444,17,13,1.0,571.8192675914532,False,0.1745872121514846,0,0.2,80528,81,201,1.0,8272.493474726796,False,-0.029980789205400957,0,5.618000000000003,49813.0,891,0,0.0,27540.074417229604,False,-0.2715134197750393,0,0.21800000000000003,118776,361,130,1.0,16538.28434152274,False,0.017647443734971905,0,0.2,124632,0,15,0.0,712.7670366134308,False,0.0011725502499696663,0,3.287000000000001,145556,13,10,1.0,1077.73143173164,False,-0.04152321343183599,10,2.9550000000000005,146866,0,0,0.0,0.0,False,-0.0364640738991235,0.625,818317,0.0,0.0,14,0,0,5,3,3.0,22,27,30,150.0,135.0,10,20,30,1237,2.0505115679698065,167.8219309236738
54,30,0,0,0,10.000000000000002,20,10.0,31.096196396169514,16,34.0,28.347207894014513,5,15.0,47.68446200122448,2,59.0,46.0,20,46.0,0,2.0540000000000003,76146,6,13,1.0,464.2505531502037,False,0.16920207082395863,0,2.1710000000000003,76344,17,23,1.0,885.2125171118988,False,0.1754551283361034,0,0.2,80528,71,211,1.0,8189.090809765097,False,-0.030458571683613288,5,5.668000000000003,49174.0,907,0,0.0,28204.25013132575,False,-0.2750297880906168,0,0.21800000000000003,118819,356,138,1.0,16672.061766438143,False,0.01852766603562154,0,0.2,124632,0,15,0.0,715.2669300183672,False,0.0011825624790470235,0,3.287000000000001,145714,5,14,1.0,882.4223100061224,False,-0.04112730833068905,14,3.085000000000001,146566,0,0,0.0,0.0,False,-0.03843226788432268,0.625,817923,0.0,0.0,12,0,0,6,7,7.0,21,27,36,157.0,132.0,11,19,36,1138,2.2841374010313302,170.10606832470512
55,36,0,0,0,10.000000000000002,20,10.0,30.94404453800172,32,29.812500000000004,28.297701538131744,29,28.0,48.03803659490553,4,59.0,46.0,20,46.0,14,2.1940000000000004,76510,9,10,1.0,399.4404453800172,False,0.17427815113187925,0,2.1710000000000003,76334,14,28,1.0,1006.4332470640481,False,0.17622987559941858,0,0.2,80084,78,221,1.0,8667.427513891249,False,-0.03280537852515869,29,5.953000000000002,48490.0,922,0,0.0,28530.409064037587,False,-0.28099810345872767,0,0.21800000000000003,118243,375,144,1.0,17529.1153464658,False,0.01734638721930834,0,0.2,124632,0,15,0.0,720.5705489235829,False,0.0012038038037021585,0,3.287000000000001,145872,0,15,0.7,690.0,False,-0.04072193355377106,14,3.211000000000001,146160,0,2,0.2,92.0,False,-0.040794100666561695,0.6125,816325,0.0,0.0,14,0,0,11,8,7.133333333333333,20,31,28,258.0,166.0,16,20,28,772,2.565152522001881,172.671220846707
56,28,0,0,0,10.000000000000002,20,10.0,31.138540550363615,27,32.888888888888886,26.752207415675137,69,22.652173913043477,47.097255376807894,4,20.0,46.0,20,46.0,0,2.1800000000000006,76430,7,20,1.0,692.7708110072723,False,0.17529866675091674,0,2.1710000000000007,77102,16,11,1.0,502.5239460539998,False,0.18412953651782618,0,0.2,79796,80,223,1.0,8456.825497724645,False,-0.03731152543093778,61,6.5340000000000025,46056.0,937,0,0.0,29176.81249569071,False,-0.3051820413624345,0,0.21800000000000003,116760,434,150,1.0,18675.046324924195,False,0.010056897217780024,0,0.2,124632,0,15,0.0,706.4588306521184,False,0.0011472854914696905,0,3.287000000000001,146022,0,14,0.4,644.0,False,-0.03988873143337007,13,3.327000000000001,146007,0,0,0.0,0.0,False,-0.04209966934341049,0.55,812805,0.0,0.0,13,0,0,10,8,7.333333333333333,21,31,34,273.0,66.0,16,12,34,1518,2.2490247809910215,174.92024562769802
57,34,0,0,0,10.000000000000002,20,10.0,31.325646385080404,17,34.0,26.752207415675137,0,,47.097255376807894,0,,46.0,20,46.0,0,2.1800000000000006,76310,9,30,1.0,1029.7693915524121,False,0.17604109752431993,6,2.2310000000000008,77444,14,10,1.0,453.25646385080404,False,0.18898780301454873,0,0.2,79796,70,233,1.0,8426.059574807936,False,-0.03748777182429203,0,6.473000000000001,45478.0,954,0,0.0,29884.666651366704,False,-0.30774930024079294,0,0.21800000000000003,116760,424,160,1.0,18878.49680453552,False,0.010871729083703824,0,0.2,124632,0,15,0.0,706.4588306521184,False,0.0011472854914696905,0,3.287000000000001,146436,0,5,0.0,230.0,False,-0.03853067758358264,11,3.4240000000000013,145804,0,0,0.0,0.0,False,-0.0434314806067286,0.5,812660,0.0,0.0,12,0,0,8,6,5.352941176470589,21,29,34,229.0,102.0,15,19,34,614,2.6322805709787644,177.5525261986768
58,34,0,0,0,10.000000000000002,20,10.0,31.371322106436196,17,32.0,26.027546047094443,14,14.285714285714286,45.890686523151075,5,20.0,46.0,20,46.0,0,2.1800000000000006,76734,11,23,1.0,831.5404084480325,False,0.18101446925716055,0,2.2250000000000005,77364,12,20,1.0,747.4264421287239,False,0.19001474506030402,0,0.2,79796,60,243,1.0,8206.97301583012,False,-0.038742836265452246,14,6.613000000000002,44573.0,971,0,0.0,30461.553765349545,False,-0.3148133398715096,0,0.21800000000000003,116660,428,165,1.0,18711.75298447635,False,0.009402897199966093,0,0.2,124632,0,15,0.0,688.3602978472661,False,0.0010747997382582674,7,3.3570000000000007,146483,0,5,0.5,230.0,False,-0.0382223271925681,8,3.4930000000000003,145696,0,0,0.0,0.0,False,-0.0441400304414003,0.5625,811938,0.0,0.0,12,0,0,7,8,8.0,24,31,28,227.0,90.0,14,20,28,1074,2.489770131011028,180.04229632968782
59,28,0,0,0,10.000000000000002,20,10.0,31.732704578816147,51,33.333333333333336,25.827735733378766,4,15.0,44.32762108124432,6,18.0,46.0,20,46.0,0,2.1800000000000006,77188,10,16,1.0,607.7232732610584,False,0.18625123056457002,14,2.3650000000000007,78046,13,10,1.0,447.3270457881615,False,0.19815788018207559,0,0.2,78674,84,253,1.0,9199.964325165383,False,-0.04590939422574572,4,6.639000000000002,43919.0,988,0,0.0,31351.912123870352,False,-0.3172058516523049,0,0.21800000000000003,116708,422,169,1.0,18390.672442216128,False,0.008501435583442012,0,0.2,124632,0,15,0.0,664.9143162186648,False,0.0009808971188328707,4,3.390000000000001,146562,0,6,0.6,276.0,False,-0.037553141237600375,11,3.5950000000000006,145499,0,0,0.0,0.0,False,-0.04543247782501443,0.575,811228,0.0,0.0,14,0,0,5,8,7.823529411764706,19,24,28,165.0,84.0,10,18,28,1660,2.043666451005265,182.08596278069308
60,28,0,0,0,10.000000000000002,20,10.0,31.946911692203457,26,34.0,25.61404898047382,4,15.0,44.75051868663619,3,58.333333333333336,46.0,20,46.0,10,2.2800000000000007,77722,9,10,1.0,409.4691169220346,False,0.19290829787158079,0,2.351000000000001,77936,14,20,1.0,778.9382338440691,False,0.19901215640140882,0,0.2,78674,74,263,1.0,9100.566347087672,False,-0.04647880783281771,4,6.6750000000000025,42959.0,1014,0,0.0,32394.168455894305,False,-0.32223411477930874,0,0.21800000000000003,116823,416,176,1.0,18531.53566472508,False,0.009986765931037185,0,0.2,124632,0,15,0.0,671.2577802995429,False,0.0010063030883018177,2,3.406000000000001,146645,0,3,0.3,138.0,False,-0.03746129218495775,12,3.7040000000000006,145266,0,0,0.0,0.0,False,-0.04696110848685246,0.5375,810657,0.0,0.0,14,0,0,9,8,7.435897435897436,22,31,26,216.0,87.0,14,14,26,1047,2.3593784969998524,184.44534127769293
61,26,0,0,0,10.000000000000002,20,10.0,32.27436964985743,47,34.0,25.61404898047382,0,,45.191424639612194,3,58.333333333333336,46.0,20,46.0,24,2.5100000000000007,78028,8,10,1.0,402.74369649857425,False,0.19754109220435184,0,2.351000000000001,78268,15,17,1.0,698.6642840475763,False,0.20348001748218586,0,0.2,78096,81,273,1.0,9606.859313307805,False,-0.050200734906177776,0,6.671000000000003,41939.0,1044,0,0.0,33694.441914451156,False,-0.32647172973240934,0,0.21800000000000003,116998,406,183,1.0,18669.334595121403,False,0.011940431085377574,0,0.2,124632,0,15,0.0,677.8713695941829,False,0.0010327909261073364,5,3.4540000000000006,146608,0,2,0.2,92.0,False,-0.03785493098199758,12,3.812000000000001,144982,0,1,0.1,46.0,False,-0.04867343725397575,0.5375,809551,0.0,0.0,12,0,0,5,10,8.661764705882353,23,28,19,168.0,75.0,11,15,19,817,2.068715767993126,186.51405704568606
62,19,0,0,0,10.000000000000002,20,10.0,32.27436964985743,0,,26.935063872691543,15,43.0,44.907342102683565,4,39.0,46.0,20,46.0,0,2.4860000000000007,77888,12,20,1.0,765.4873929971485,False,0.19817441556063634,0,2.3510000000000004,78208,11,27,1.0,981.4079805461505,False,0.20472566383885304,0,0.2,78741,71,268,1.0,9510.07736302121,False,-0.04336523777785998,0,6.671000000000003,41939.0,1044,0,0.0,33694.441914451156,False,-0.32647172973240934,0,0.21800000000000003,116509,411,189,1.0,19557.798909083416,False,0.011581835075869564,0,0.2,124632,0,15,0.0,673.6101315402535,False,0.001015724401804875,6,3.509000000000001,146625,0,0,0.0,0.0,False,-0.03804518973390017,11,3.910000000000001,144675,0,4,0.4,184.0,False,-0.050234871148900434,0.55,809217,0.0,0.0,12,0,0,5,6,5.666666666666666,19,24,21,114.0,78.0,8,11,21,1093,3.9089837460196577,190.42304079170572
63,21,0,0,0,10.0,20,10.0,31.280965696695155,23,19.82608695652174,27.72672464383151,39,31.333333333333332,44.907342102683565,0,,46.0,0,,0,2.4860000000000007,77748,16,30,1.0,1098.4289709008547,False,0.19857963238347384,0,2.351000000000001,78604,7,14,1.0,507.9335197537322,False,0.20716367026217944,0,0.2,78695,84,268,1.0,10058.363323069238,False,-0.040751347240125364,29,6.961,41765.0,1044,0,0.0,32657.328187349744,False,-0.3344065249747955,0,0.21800000000000003,115287,440,199,1.0,21136.319921719893,False,0.008115537726565978,0,0.2,124632,0,15,0.0,673.6101315402535,False,0.001015724401804875,0,3.5030000000000006,146625,0,0,0.0,0.0,False,-0.03804518973390017,0,3.8990000000000005,144675,0,4,0.0,184.0,False,-0.050234871148900434,0.5,808031,0.0,0.0,13,0,0,4,1,1.0,18,22,20,144.0,69.0,8,13,20,1066,1.9891432609874755,192.4121840526932
64,20,0,0,0,10.0,20,10.0,31.448205885408466,17,34.0,27.75777769740531,25,28.0,44.907342102683565,0,,46.0,0,,0,2.4860000000000007,78206,18,23,1.0,903.3087353643947,False,0.20409727313711754,0,2.351000000000001,78524,5,24,1.0,804.7569412498032,False,0.20821092186184306,0,0.2,78322,91,273,1.0,10439.66004696382,False,-0.042840595049530784,20,7.132000000000002,41475.0,1044,0,0.0,32831.92694436644,False,-0.3367289161193935,0,0.21800000000000003,114587,455,209,1.0,22015.42335178028,False,0.006029314460599312,0,0.2,124632,0,15,0.0,673.6101315402535,False,0.001015724401804875,0,3.5030000000000006,146625,0,0,0.0,0.0,False,-0.03804518973390017,0,3.8990000000000005,144675,0,4,0.0,184.0,False,-0.050234871148900434,0.5,807046,0.0,0.0,9,0,0,6,2,2.0,21,27,21,139.0,75.0,10,10,21,983,2.042109224013984,194.45429327670718
65,21,0,0,0,10.0,20,10.0,31.647668425733368,50,32.64,27.256950734421093,24,23.125,45.59608896913485,10,51.0,46.0,0,,11,2.5960000000000005,78878,21,10,1.0,526.4766842573337,False,0.21150001289136877,0,2.351000000000001,78998,2,18,1.0,589.6580316632006,False,0.2138205742951641,0,0.2,77778,98,283,1.0,10815.188563563039,False,-0.046922076032796106,24,7.352000000000002,39909.0,1077,0,0.0,34084.53889451484,False,-0.3474952229321683,0,0.21800000000000003,114542,469,209,1.0,22313.092488992675,False,0.00686104231345488,0,0.2,124632,0,15,0.0,683.9413345370227,False,0.0010571015144623874,0,3.503000000000001,146469,0,4,0.4,184.0,False,-0.03846507111740933,0,3.8990000000000005,144321,0,10,0.6,460.0,False,-0.051651970818243846,0.625,805527,0.0,0.0,13,0,0,5,4,3.6470588235294117,19,24,29,111.0,102.0,7,14,29,1798,2.0756477109971456,196.52994098770432
66,29,0,0,0,10.0,20,10.0,31.763334859430607,30,32.8,27.256950734421093,0,,49.33444419142532,37,57.37837837837838,46.0,0,,7,2.6550000000000007,79120,23,10,1.0,547.6333485943061,False,0.21536650094599544,0,2.351000000000001,79358,0,15,1.0,476.4500228914591,False,0.21846498295362768,0,0.2,76827,117,293,1.0,11702.59674373876,False,-0.052734290717688995,0,7.328000000000002,39876.0,1078,0,0.0,34240.87497846619,False,-0.3469777215060197,0,0.21800000000000003,116665,459,182,1.0,21489.80922993869,False,0.02056923643460811,0,0.2,124632,0,15,0.0,740.0166628713798,False,0.0012816867034787082,0,3.5030000000000006,145437,8,14,1.0,1038.6755535314026,False,-0.04243204628689909,0,3.8990000000000005,143230,9,20,1.0,1364.0099977228278,False,-0.055844191210954935,0.75,805145,0.0,0.0,16,0,0,5,1,0.4117647058823529,18,23,28,147.0,150.0,9,20,28,2763,2.2719265880296007,198.80186757573392
67,28,0,0,0,10.000000000000002,20,10.0,32.001128860923636,32,34.0,27.256950734421093,0,,50.93703664710474,19,59.78947368421053,46.0,0,,0,2.6480000000000006,79020,23,20,1.0,870.0225772184727,False,0.21630327269206642,17,2.521000000000001,79872,0,10,1.0,320.0112886092364,False,0.2251359455691484,0,0.2,76283,123,303,1.0,12194.994922423197,False,-0.05614626939183092,0,7.328000000000002,39332.0,1094,0,0.0,35009.234973850456,False,-0.34880881879303366,0,0.21800000000000003,117801,449,173,1.0,21050.47821970419,False,0.027909190095096917,0,0.2,124632,0,15,0.0,764.0555497065711,False,0.0013779639452530608,0,3.5030000000000006,145319,0,24,1.0,1104.0,False,-0.04299191728336745,0,3.8990000000000005,142212,16,30,1.0,2194.992586353676,False,-0.059797037912816625,0.75,804471,0.0,0.0,11,0,0,11,2,1.0625,20,31,31,159.0,135.0,13,15,31,1336,2.281416949990671,201.0832845257246
68,31,0,0,0,10.0,20,10.0,32.001104399325826,6,32.0,27.016389046896588,4,15.0,53.239782413017124,38,60.0,46.0,0,,0,2.6480000000000006,78920,23,30,1.0,1190.0331319797747,False,0.21722183797917938,0,2.504000000000001,79964,0,14,1.0,448.0154615905616,False,0.2275240372107964,0,0.2,76283,113,313,1.0,12072.254568802451,False,-0.05684940268327325,4,7.368000000000002,39064.0,1100,0,0.0,35201.214839258406,False,-0.3507795806689978,0,0.21800000000000003,120021,443,145,1.0,19688.02879766267,False,0.04023497219550581,0,0.2,124632,0,15,0.0,798.5967361952569,False,0.0015163035524713815,0,3.5030000000000006,144179,9,34,1.0,2043.158041717154,False,-0.04739031241235916,0,3.8990000000000005,141072,25,40,1.0,3170.994560325428,False,-0.06407457303205072,0.75,804135,0.0,0.0,11,0,0,23,1,1.0,10,33,26,216.0,102.0,17,14,26,2672,2.599842276016716,203.6831268017413
69,26,0,0,0,10.0,20,10.0,32.06689299310449,24,32.75,27.016389046896588,0,,53.239782413017124,0,,46.0,0,,0,2.6480000000000006,79596,24,16,1.0,753.0702878896718,False,0.22422556668878443,0,2.504000000000001,79874,0,23,0.9,737.5385388414032,False,0.22836233095171385,0,0.2,75977,112,323,1.0,12317.785677375301,False,-0.05894876503835141,0,7.364000000000003,38584.0,1115,0,0.0,35754.585687311504,False,-0.3531090060419134,0,0.21800000000000003,120021,433,155,1.0,19950.262731323877,False,0.0412852354629207,0,0.2,124632,0,15,0.0,798.5967361952569,False,0.0015163035524713815,0,3.503000000000001,144179,0,43,0.9,1978.0,False,-0.04760405185535086,0,3.8990000000000005,141072,15,50,1.0,3098.596736195257,False,-0.06431206130204146,0.725,803935,0.0,0.0,10,0,0,14,0,0.0,15,29,18,204.0,52.0,13,13,18,986,2.144980866985861,205.82810766872717
70,18,0,0,0,10.0,20,10.0,31.499609738551193,41,28.097560975609756,28.444737197285484,18,43.0,53.239782413017124,0,,46.0,0,,10,2.7480000000000007,79898,25,10,1.0,564.9960973855119,False,0.22740907843387298,0,2.504000000000001,80264,0,17,0.9,535.4933655553702,False,0.2327860188714532,0,0.2,76399,118,315,1.0,12677.046166293969,False,-0.05205573855539027,0,7.364000000000003,37784.0,1140,0,0.0,35909.55510194836,False,-0.3613870424150253,0,0.21800000000000003,119247,441,165,1.0,21328.693202150724,False,0.04060609891763479,0,0.2,124632,0,15,0.0,798.5967361952569,False,0.0015163035524713815,0,3.5030000000000006,144179,0,43,0.0,1978.0,False,-0.04760405185535086,0,3.8990000000000014,141072,5,60,1.0,3026.1989120650856,False,-0.06454954957203239,0.6125,803475,0.0,0.0,12,0,0,14,1,1.0,7,21,22,78.0,66.0,6,12,22,1806,1.9325024919817224,207.7606101607089
71,22,0,0,0,10.0,20,10.0,31.65407112632327,17,34.0,28.444737197285484,0,,52.08507594221651,5,21.0,46.0,0,,7,2.8080000000000003,80184,26,10,1.0,576.5407112632327,False,0.2318755507942076,0,2.504000000000001,80174,0,26,0.9,823.005849284405,False,0.2336089234541478,0,0.2,76399,108,325,1.0,12663.179270760695,False,-0.05213517678096791,0,7.364000000000002,37206.0,1157,0,0.0,36623.760293156025,False,-0.3639179186010929,0,0.21800000000000003,119352,431,170,1.0,21114.14464220685,False,0.040587881651234524,0,0.2,124632,0,15,0.0,781.2761391332477,False,0.001446933480452334,0,3.5030000000000006,144179,0,43,0.0,1978.0,False,-0.04760405185535086,0,3.8990000000000005,140967,0,70,1.0,3220.0,False,-0.06460268724085445,0.6125,803093,0.0,0.0,9,0,0,12,1,0.4117647058823529,13,25,34,165.0,67.0,10,12,34,305,2.375587144983001,210.1361973056919
72,34,0,0,0,10.0,20,10.0,31.942731155509662,61,33.114754098360656,30.743479442239643,34,43.0,50.89536660116135,5,21.0,46.0,0,,24,3.0410000000000004,80480,26,10,1.0,579.4273115550966,False,0.23642883514393498,1,2.5140000000000007,80912,0,10,1.0,319.4273115550966,False,0.24105187379682438,0,0.2,77573,107,301,1.0,12671.659545753668,False,-0.03863578816836611,0,7.364000000000002,35474.0,1209,0,0.0,38618.76196701118,False,-0.37233325714066534,0,0.21800000000000003,117995,455,175,1.0,22894.972301422273,False,0.0368504681974907,0,0.2,124632,0,15,0.0,763.4304990174203,False,0.001375460578240549,0,3.5030000000000006,144179,0,43,0.0,1978.0,False,-0.04760405185535086,0,3.8990000000000005,140862,0,75,0.5,3450.0,False,-0.06453708077468115,0.5625,802107,0.0,0.0,11,0,0,16,3,1.522875816993464,14,30,41,222.0,121.0,14,20,41,2343,2.5866325440001674,212.72282984969206
73,41,0,0,0,10.0,20,10.0,32.14324076352636,30,34.0,30.743479442239643,0,,49.675917301567544,5,21.0,46.0,0,,0,3.0170000000000012,80400,24,20,1.0,882.8648152705272,False,0.2375267111769654,20,2.713000000000001,81202,2,10,1.0,341.4324076352636,False,0.24565964338029286,0,0.2,77573,97,311,1.0,12679.116460598585,False,-0.03859307030969743,0,7.364000000000002,34454.0,1239,0,0.0,39825.47530600915,False,-0.3771068428065149,0,0.21800000000000003,118100,445,180,1.0,22622.5134660788,False,0.03660031666457918,0,0.2,124632,0,15,0.0,745.1387595235132,False,0.0013022010201835668,0,3.503000000000001,144179,0,43,0.0,1978.0,False,-0.04760405185535086,0,3.8990000000000005,140757,0,80,0.5,3680.0,False,-0.06447147430850785,0.5625,801297,0.0,0.0,8,0,0,16,2,1.3333333333333333,17,33,39,248.0,188.0,17,24,39,305,2.5677949939854443,215.2906248436775
74,39,0,0,0,10.0,20,10.0,32.14324076352636,0,,30.32226880575313,5,14.0,49.841945017618336,2,59.0,46.0,0,,0,3.017000000000001,80290,25,30,1.0,1214.2972229057907,False,0.23837961900425406,0,2.693000000000001,81112,1,20,1.0,652.8648152705272,False,0.2466656319576772,0,0.2,77573,87,321,1.0,12529.910233073548,False,-0.03944781663206455,5,7.414000000000002,34354.0,1239,0,0.0,39825.47530600915,False,-0.3782525675346917,0,0.21800000000000003,118148,440,188,1.0,22712.08393784362,False,0.03734353798338549,0,0.2,124632,0,15,0.0,747.6291752642751,False,0.001312175290624437,0,3.5030000000000006,144061,0,45,0.2,2070.0,False,-0.04807641841179867,0,3.8990000000000005,140757,0,80,0.0,3680.0,False,-0.06447147430850785,0.525,800927,0.0,0.0,9,0,0,23,1,1.0,14,37,32,307.0,143.0,21,18,32,318,2.7930762019823305,218.08370104565984
75,32,0,0,0,10.0,20,10.0,32.473796107053566,60,34.0,30.32226880575313,0,,47.347463574342655,35,40.142857142857146,46.0,0,,2,3.0370000000000013,81246,23,10,1.0,554.7379610705357,False,0.24796584738668598,8,2.7730000000000006,81736,3,10,1.0,354.7379610705357,False,0.2539359966404173,0,0.2,76077,121,331,1.0,13966.000303657767,False,-0.048361039036802084,0,7.4090000000000025,33810.0,1255,0,0.0,40754.614114352225,False,-0.3791626235128365,0,0.21800000000000003,119553,430,163,1.0,20756.212149091698,False,0.040764374766071136,0,0.2,124632,0,15,0.0,710.2119536151398,False,0.0011623169831271906,0,3.5030000000000006,143943,0,47,0.2,2162.0,False,-0.048548784968246474,0,3.8990000000000005,139470,23,90,1.0,5228.991662209881,False,-0.06783383305053714,0.65,800467,0.0,0.0,12,0,0,18,2,0.6964285714285714,10,28,32,240.0,94.0,15,17,32,2625,2.7022156710154377,220.78591671667527
76,32,0,0,0,10.0,20,10.0,32.473796107053566,0,,30.813121662881272,15,36.666666666666664,47.6843589446947,4,58.0,46.0,0,,0,3.0350000000000006,81126,25,20,1.0,899.4759221410714,False,0.2487675156688946,0,2.7650000000000006,81656,1,20,1.0,659.4759221410714,False,0.2550438264228173,0,0.2,76487,111,331,1.0,13803.734638296646,False,-0.04459312657796857,5,7.459000000000004,33780.0,1255,0,0.0,40754.614114352225,False,-0.3795063409312896,0,0.21800000000000003,119235,435,169,1.0,21462.36458500676,False,0.041045339649343794,0,0.2,124632,0,15,0.0,715.2653841704205,False,0.0011825562878295384,0,3.5030000000000006,143827,0,49,0.2,2254.0,False,-0.04900803023145961,0,3.8990000000000005,139354,15,100,1.0,5315.2653841704205,False,-0.068311862357075,0.65,800097,0.0,0.0,10,0,0,17,1,1.0,17,34,34,264.0,102.0,18,14,34,842,2.6333625589613803,223.41927927563665
77,34,0,0,0,10.0,20,10.0,32.473796107053566,0,,30.813121662881272,0,,47.87974088439147,2,59.0,46.0,0,,0,3.0350000000000006,81006,27,30,1.0,1244.213883211607,False,0.24956918395110297,0,2.7650000000000006,81576,0,29,0.9,941.7400871045534,False,0.2559796409269388,0,0.2,76487,101,341,1.0,13787.127893854924,False,-0.044688260366775576,0,7.454000000000003,33780.0,1255,0,0.0,40754.614114352225,False,-0.3795063409312896,0,0.21800000000000003,119353,425,177,1.0,21570.29084326183,False,0.042422785774266045,0,0.2,124632,0,15,0.0,718.196113265872,False,0.0011942940407309887,0,3.503000000000001,143709,0,51,0.2,2346.0,False,-0.049480396787907416,0,3.8990000000000005,139354,5,110,1.0,5299.3987044219575,False,-0.06836391019648501,0.6375,799897,0.0,0.0,8,0,0,16,0,0.0,17,33,30,251.0,111.0,17,17,30,318,2.8004626999609172,226.21974197559757
78,30,0,0,0,10.0,20,10.0,32.431153120123646,30,32.0,31.71829146324136,14,43.0,46.85358037251887,7,31.571428571428573,46.0,0,,0,3.0350000000000006,81846,29,10,1.0,614.3115312012364,False,0.2576066707325009,0,2.7650000000000006,81496,0,37,0.8,1199.952665444575,False,0.2567313636849949,0,0.2,76545,108,337,1.0,14191.628760085692,False,-0.0417065067993853,0,7.454000000000003,33364.0,1268,0,0.0,41122.70215631678,False,-0.38216391794138027,0,0.21800000000000003,118972,429,180,1.0,22040.79150478394,False,0.04125531273443206,0,0.2,124632,0,15,0.0,702.803705587783,False,0.001132646487511332,0,3.5030000000000006,143604,0,56,0.5,2576.0,False,-0.04941479032173411,0,3.8990000000000014,139238,0,117,0.7,5382.0,False,-0.0688539862488847,0.625,799697,0.0,0.0,12,0,0,20,0,0.0,10,30,38,226.0,123.0,14,16,38,1983,2.2489491470041685,228.46869112260174
