index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,39,0,0,0,10.000000000000002,20,10.0,2.396032395253215,23,2.260869565217391,41.534928970551874,10,44.0,24.816872055917226,12,41.666666666666664,47.00000000000001,20,47.0,10,4.323000000000001,43015,548,0,0.0,5480.000000000001,False,-0.23121513542576785,13,4.434000000000001,42346,552,0,0.0,5520.000000000001,False,-0.24211976611331407,0,0.2,106535,7,264,1.0,10981.993474992467,False,0.1271241534695921,0,0.2,106262,11,240,1.0,9994.739309280236,False,0.11941090898210219,0,0.2,130339,0,0,0.0,0.0,False,0.0,2,2.4610000000000007,118124,0,10,1.0,248.16872055917227,False,-0.09276514043931916,9,4.7360000000000015,134694,493,0,0.0,12234.717923567192,False,-0.09118195572590773,4,3.5250000000000004,150269,0,4,0.4,188.00000000000003,False,-0.029534203783424445,0.425,831584,0.0,0.0,10,0,0,15,14,13.5,21,36,30,332.0,149.0,24,15,30,1393,4.43553888599854,396.619289401744
55,30,0,0,0,10.000000000000002,20,10.0,2.3441215454852955,7,1.1428571428571428,41.67382855259322,5,44.0,25.395874171512073,9,35.0,47.00000000000001,20,47.0,2,4.333000000000002,42861,559,0,0.0,5590.000000000001,False,-0.23287855366624102,5,4.471000000000001,42146,561,0,0.0,5610.000000000001,False,-0.24472410780294374,0,0.2,106752,0,268,0.9,11168.586052094983,False,0.13024612918722517,0,0.2,106257,6,250,1.0,10432.521867421217,False,0.12156292756598296,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.4590000000000005,118219,0,6,0.5,152.37524502907243,False,-0.09240375004784034,14,4.867000000000002,134193,500,0,0.0,12697.937085756037,False,-0.09292064268597305,2,3.5410000000000013,150329,0,2,0.2,94.00000000000001,False,-0.029450299795403354,0.32499999999999996,831096,0.0,0.0,12,0,0,12,9,8.666666666666668,19,31,31,254.0,148.0,18,12,31,876,4.8684434840106405,401.48773288575467
56,31,0,0,0,10.000000000000002,20,10.0,2.3371681738826875,15,2.2666666666666666,41.67382855259322,0,,24.97635634856563,10,19.0,47.000000000000014,20,47.0,7,4.401000000000002,42605,569,0,0.0,5690.000000000001,False,-0.2363398077827811,8,4.546000000000001,41861,571,0,0.0,5710.000000000001,False,-0.24867262584851133,0,0.2,106752,0,268,0.0,11168.586052094983,False,0.13024612918722517,0,0.2,106223,11,260,1.0,10860.904273586946,False,0.12337588048005835,0,0.2,130339,0,0,0.0,0.0,False,0.0,4,2.499000000000001,118237,0,0,0.0,0.0,False,-0.09285018298437152,8,4.933000000000002,133977,505,0,0.0,12613.059956025643,False,-0.09458864470525297,10,3.639000000000001,150154,0,5,0.5,235.00000000000006,False,-0.03012475877603444,0.1875,830148,0.0,0.0,7,0,0,11,13,12.3,20,31,24,261.0,113.0,18,13,24,295,4.930121575016528,406.4178544607712
57,24,0,0,0,10.000000000000002,20,10.0,2.342697206793352,18,2.388888888888889,41.93268852614417,10,44.0,28.961494204531114,21,55.0,47.00000000000001,11,47.0,13,4.524000000000001,42127,584,0,0.0,5840.000000000001,False,-0.24311109617581828,5,4.588000000000001,41716,576,0,0.0,5760.000000000001,False,-0.25068889038241815,0,0.2,106737,0,273,0.5,11447.623967637359,False,0.1314989484341508,0,0.2,106635,14,260,1.0,10935.296777692593,False,0.12789536667149237,0,0.2,130339,0,0,0.0,0.0,False,0.0,21,2.705000000000001,117865,0,10,1.0,289.6149420453111,False,-0.09459327238184542,11,5.035000000000001,133779,505,0,0.0,14625.554573288213,False,-0.08937209297436996,0,3.6290000000000013,148999,11,15,1.0,1023.5764362498423,False,-0.03503450894787681,0.4375,828197,0.0,0.0,9,0,0,7,10,10.0,21,28,25,213.0,117.0,14,10,25,640,5.209310673002619,411.6271651337738
58,25,0,0,0,10.000000000000002,20,10.0,2.25957919989279,10,1.0,42.169501747350125,5,46.0,29.844809524595636,5,55.0,47.000000000000014,9,47.0,5,4.561000000000001,41907,595,0,0.0,5950.000000000001,False,-0.24588345990994018,5,4.633000000000001,41516,585,0,0.0,5850.000000000001,False,-0.25329323207204785,0,0.2,106957,0,278,1.0,11723.121485763335,False,0.13509835641941095,0,0.2,106635,4,270,1.0,11394.803788584106,False,0.13020697944775736,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.6840000000000006,117910,0,10,0.5,298.4480952459564,False,-0.09421413354695848,9,5.114000000000001,133364,510,0,0.0,15220.852857543774,False,-0.09012949335692177,0,3.6290000000000004,148999,1,25,1.0,1204.844809524596,False,-0.03444954204711338,0.4375,827627,0.0,0.0,9,0,0,7,5,5.0,21,28,25,238.0,116.0,15,10,25,705,4.87867493199883,416.50584006577265
59,25,0,0,0,10.000000000000002,20,10.0,2.305264776984556,11,2.909090909090909,42.493771647865564,10,45.0,29.844809524595636,0,,47.000000000000014,7,47.0,1,4.566000000000001,41800,604,0,0.0,6040.000000000001,False,-0.24692519658579207,10,4.7280000000000015,41173,596,0,0.0,5960.000000000001,False,-0.2581322669534243,0,0.2,107180,0,275,0.2,11685.78720316303,False,0.13715420512502655,0,0.2,106830,3,275,1.0,11692.702997493983,False,0.1336675503692185,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.6840000000000006,117460,0,20,1.0,596.8961904919128,False,-0.09652177709476092,7,5.175000000000001,133274,510,0,0.0,15220.852857543774,False,-0.09071036712014471,0,3.6290000000000004,148999,0,26,0.1,1222.0000000000005,False,-0.03439418093572309,0.2875,827055,0.0,0.0,8,0,0,6,6,6.0,21,27,21,219.0,115.0,14,11,21,650,4.288992848014459,420.7948329137871
60,21,0,0,0,10.000000000000002,20,10.0,2.386473267095081,17,3.0588235294117645,42.73525886220279,15,44.0,31.742457813534134,30,40.13333333333333,47.00000000000001,12,47.0,10,4.665000000000002,41485,613,0,0.0,6130.000000000001,False,-0.25146179178708244,7,4.788000000000001,40914,607,0,0.0,6070.000000000001,False,-0.2615599166610659,0,0.2,107363,2,280,1.0,11970.645427950973,False,0.14042843631692498,0,0.2,107255,0,273,0.8,11666.725669381362,False,0.13781290896248832,0,0.2,130339,0,0,0.0,0.0,False,0.0,10,2.784000000000001,117529,5,10,1.0,531.1008724463553,False,-0.0962447890790694,12,5.288000000000001,133064,510,0,0.0,16188.653484902408,False,-0.08894257260953535,0,3.6290000000000013,147795,20,36,1.0,2326.849156270683,False,-0.03859954835041314,0.475,825744,0.0,0.0,11,0,0,7,9,8.357142857142858,18,25,30,182.0,120.0,12,9,30,1465,4.162205593951512,424.9570385077386
61,30,0,0,0,10.000000000000002,20,10.0,2.557686694188787,12,4.583333333333333,42.926493101922695,15,44.0,31.742457813534134,0,,47.0,9,47.0,4,4.695000000000002,41303,624,0,0.0,6240.000000000001,False,-0.2535956717521339,8,4.861,40656,616,0,0.0,6160.000000000001,False,-0.2651387862087506,0,0.2,108008,0,271,0.6,11633.07963062105,False,0.145219786653827,0,0.2,107215,0,281,0.8,12062.344561640277,False,0.1394006729062002,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.7740000000000005,116869,10,20,1.0,1064.1140872899095,False,-0.09926378870756299,9,5.366000000000001,132932,510,0,0.0,16188.653484902408,False,-0.08979452079559568,0,3.6290000000000004,147795,10,46,1.0,2479.424578135341,False,-0.03810717579778052,0.425,825117,0.0,0.0,10,0,0,10,7,7.0,20,30,28,232.0,125.0,18,12,28,860,10.34695986402221,435.3039983717608
62,28,0,0,0,10.000000000000002,20,10.0,2.462517863620306,35,2.085714285714286,42.98342301462147,5,44.0,31.486562090131255,3,19.0,47.0,12,47.0,21,4.901000000000002,40565,636,0,0.0,6360.000000000001,False,-0.26498756636870757,14,4.993000000000001,40239,624,0,0.0,6240.000000000001,False,-0.27147321728610796,0,0.2,108213,0,271,0.5,11648.507636962418,False,0.14735996034330287,0,0.2,107157,20,291,1.0,12557.426454527254,False,0.14130769614214186,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.7740000000000005,116706,5,27,1.0,1065.0542915066512,False,-0.10051076695575903,12,5.477000000000002,132707,510,0,0.0,16058.14666596694,False,-0.09166786068721576,0,3.6290000000000004,147738,3,56,1.0,2726.459686270394,False,-0.03767786133165184,0.4375,823664,0.0,0.0,8,0,0,10,12,12.0,19,29,30,244.0,158.0,16,12,30,477,4.633788996958174,439.937787368719
63,30,0,0,0,10.0,20,10.0,2.5093859804493435,19,2.8947368421052633,43.03999072465394,5,44.0,31.21402469065646,3,19.0,46.99999999999999,12,47.0,5,4.9300000000000015,40320,650,0,0.0,6500.0,False,-0.26792795214732174,14,5.119000000000001,39842,630,0,0.0,6300.0,False,-0.27763962631897304,0,0.2,108403,0,275,0.9,11835.997449279834,False,0.1502147953500811,0,0.2,107132,20,301,1.0,13005.224927729822,False,0.14330887569161097,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.7740000000000005,116543,0,34,1.0,1061.2768394823197,False,-0.10177584284257855,12,5.585000000000001,132481,510,0,0.0,15919.152592234794,False,-0.09357504375194503,0,3.6290000000000004,147681,0,62,0.6,2913.9999999999995,False,-0.037440541116181204,0.4375,822741,0.0,0.0,8,0,0,9,8,8.0,20,29,29,239.0,135.0,16,14,29,477,4.821734749013558,444.75952211773256
64,29,0,0,0,10.0,20,10.0,2.582415563571958,18,3.2222222222222223,43.03999072465394,0,,28.82435932197902,25,17.0,46.99999999999999,7,47.0,12,5.045000000000001,39929,661,0,0.0,6610.0,False,-0.2735734928422609,6,5.165000000000001,39623,639,0,0.0,6390.0,False,-0.280563209893138,0,0.2,108373,1,285,1.0,12268.979772089946,False,0.1520911338656918,0,0.2,107104,17,311,1.0,13429.338179948098,False,0.14516071968260758,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.774000000000001,116968,0,9,0.0,259.4192338978112,False,-0.10159116137956475,7,5.643000000000001,131981,535,0,0.0,15421.032237258776,False,-0.098409592687255,0,3.6290000000000013,147681,0,62,0.0,2913.9999999999995,False,-0.037440541116181204,0.25,821998,0.0,0.0,9,0,0,8,8,8.0,19,27,27,193.0,130.0,14,15,27,625,4.322801219008397,449.08232333674096
65,27,0,0,0,10.0,20,10.0,2.549858438646213,13,2.1538461538461537,43.14563787738127,10,44.0,28.470539444532825,5,19.0,46.99999999999999,13,47.0,8,5.113000000000002,39619,673,0,0.0,6730.0,False,-0.27777404395456684,5,5.209000000000001,39441,647,0,0.0,6470.0,False,-0.28294912292492774,0,0.2,108348,2,295,1.0,12733.062890704767,False,0.1541742355480113,0,0.2,107541,9,311,1.0,13441.24210581339,False,0.149617380375554,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.7740000000000005,116623,0,14,1.0,398.58755222345957,False,-0.10370423452603031,13,5.766000000000002,131738,535,0,0.0,15231.738602825062,False,-0.1005888168801106,0,3.6290000000000013,147586,0,67,0.5,3148.9999999999995,False,-0.03729532267537547,0.4375,821235,0.0,0.0,10,0,0,9,9,9.0,19,28,29,240.0,117.0,15,12,29,735,4.614547687990125,453.6968710247311
66,29,0,0,0,10.0,20,10.0,2.4923198900874315,18,2.0,43.194862235343045,5,44.0,28.470539444532825,0,,46.99999999999999,11,47.0,12,5.225000000000001,39177,688,0,0.0,6880.0,False,-0.2839404529874319,6,5.264000000000001,39255,652,0,0.0,6520.0,False,-0.28565427784125275,0,0.2,108336,3,305,1.0,13181.90994144989,False,0.15631148666101496,0,0.2,107737,6,316,1.0,13664.530385708927,False,0.15271267210164366,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.7740000000000005,116403,0,19,0.5,540.9402494461236,False,-0.10484605432968601,11,5.863,131538,535,0,0.0,15231.738602825062,False,-0.10187964746505047,0,3.6290000000000004,147586,0,67,0.0,3148.9999999999995,False,-0.03729532267537547,0.3125,820371,0.0,0.0,8,0,0,12,9,9.0,19,31,35,235.0,103.0,18,11,35,420,4.825193563010544,458.5220645877416
67,35,0,0,0,10.000000000000002,20,10.0,2.496036083033599,19,2.526315789473684,43.24330369050196,5,44.0,31.717112972083054,20,52.0,46.99999999999999,14,47.0,14,5.3530000000000015,38726,698,0,0.0,6980.000000000001,False,-0.2906781369715707,5,5.308000000000002,39042,662,0,0.0,6620.000000000001,False,-0.28839303716647624,0,0.2,108308,8,315,1.0,13641.608951172388,False,0.15834234966532373,0,0.2,107937,0,321,1.0,13881.10048465113,False,0.1558144121935142,0,0.2,130339,0,0,0.0,0.0,False,0.0,1,2.7840000000000003,117180,0,5,0.5,158.58556486041527,False,-0.1003514467470964,14,5.992000000000002,131261,535,0,0.0,16968.655440064435,False,-0.09806228438267822,0,3.6290000000000004,146546,10,77,1.0,3936.1711297208303,False,-0.0414673802924996,0.4375,819339,0.0,0.0,7,0,0,17,12,11.05,16,33,28,300.0,161.0,20,15,28,420,5.508032337995246,464.03009692573687
68,28,0,0,0,10.0,20,10.0,2.478507106257524,12,2.25,43.332543282797516,10,44.0,34.812119000180566,20,55.0,47.0,8,47.0,1,5.349000000000002,38574,711,0,0.0,7110.0,False,-0.29213992875865313,11,5.413000000000001,38706,669,0,0.0,6690.0,False,-0.29345050070569256,0,0.2,108510,5,320,1.0,13878.806386026494,False,0.16156798093402067,0,0.2,108148,0,321,0.5,13909.746393778003,False,0.1580814479871317,0,0.2,130339,0,0,0.0,0.0,False,0.0,15,2.9330000000000007,117105,0,10,1.0,348.12119000180564,False,-0.10019978214501489,8,6.058000000000001,130596,545,0,0.0,18972.60485509841,False,-0.09588739808860773,0,3.6290000000000013,145996,10,87,1.0,4437.121190001806,False,-0.04340056025273888,0.4375,817974,0.0,0.0,8,0,0,10,10,9.5,20,30,37,243.0,125.0,16,12,37,640,4.947930411959533,468.9780273376964
69,37,0,0,0,10.0,20,10.0,2.418392529694267,17,1.8823529411764706,43.373585007242625,5,44.0,35.628680090956834,15,43.0,47.0,9,47.0,11,5.458000000000002,38202,722,0,0.0,7220.0,False,-0.29746622756905705,6,5.4620000000000015,38479,678,0,0.0,6780.0,False,-0.2965085019154513,0,0.2,108704,6,325,1.0,14110.925482532019,False,0.16468757474284396,0,0.2,108142,0,327,0.6,14183.162297368339,False,0.15939653639347798,0,0.2,130339,0,0,0.0,0.0,False,0.0,5,2.968000000000001,117315,0,5,0.5,178.14340045478417,False,-0.09924065935577694,9,6.1400000000000015,129905,555,0,0.0,19773.917450481043,False,-0.0977613207440314,0,3.6290000000000004,145901,5,97,1.0,4737.143400454785,False,-0.043045510167050334,0.3875,816987,0.0,0.0,8,0,0,16,9,9.0,21,37,39,323.0,171.0,23,14,39,970,6.277393568016123,475.2554209057125
70,39,0,0,0,10.0,20,10.0,2.5606835003663595,15,4.0,43.41364584176608,5,44.0,35.628680090956834,0,,46.99999999999999,11,47.0,6,5.5070000000000014,37990,731,0,0.0,7310.0,False,-0.3002721957120774,9,5.546000000000001,38181,689,0,0.0,6890.0,False,-0.30059143759661267,0,0.2,108903,2,330,1.0,14331.62449478354,False,0.16780002462387716,0,0.2,108103,0,336,0.9,14586.985002833404,False,0.16103563201312704,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.963000000000001,117095,0,10,0.5,356.28680090956834,False,-0.10024518064083063,11,6.2410000000000005,129708,555,0,0.0,19773.917450481043,False,-0.09903278887019719,0,3.6290000000000004,145901,0,102,0.5,4793.999999999999,False,-0.0428620295729287,0.3625,816220,0.0,0.0,7,0,0,18,8,8.0,19,37,32,370.0,167.0,25,14,32,420,5.371252041019034,480.62667294673156
71,32,0,0,0,10.0,20,10.0,2.642579560672387,12,3.6666666666666665,42.3019122221539,14,36.714285714285715,37.32599247209575,13,55.0,46.99999999999999,10,47.0,4,5.541000000000001,37828,740,0,0.0,7400.0,False,-0.3022380536326366,8,5.617000000000002,37895,700,0,0.0,7000.0,False,-0.30447274682438336,0,0.2,109083,0,335,1.0,14171.140594421557,False,0.16880371761236715,0,0.2,108393,0,331,0.4,14001.93294553294,False,0.16101021694888334,0,0.2,130339,0,0,0.0,0.0,False,0.0,3,2.9930000000000008,117167,4,10,1.0,542.467573609573,False,-0.09897855755526135,10,6.330000000000001,128849,568,0,0.0,21201.163724150385,False,-0.09997107337677927,0,3.6290000000000004,145901,0,102,0.0,4793.999999999999,False,-0.0428620295729287,0.3,815455,0.0,0.0,9,0,0,16,6,5.230769230769231,16,32,35,329.0,163.0,20,12,35,714,4.674150071979966,485.3008230187115
72,35,0,0,0,10.0,20,10.0,2.6441766338814348,40,2.65,42.3019122221539,0,,35.77902089479675,11,17.0,46.99999999999999,13,47.0,14,5.677000000000001,37402,748,0,0.0,7480.0,False,-0.30872370455003695,26,5.869000000000002,36976,712,0,0.0,7120.0,False,-0.3189058404462666,0,0.2,109016,14,345,1.0,14631.178189517437,False,0.17044389426365283,0,0.2,108354,6,341,1.0,14440.81712755777,False,0.16282569411494885,0,0.2,130339,0,0,0.0,0.0,False,0.0,1,3.000000000000001,117311,0,4,0.4,143.116083579187,False,-0.09940571861231405,13,6.450000000000001,128399,579,0,0.0,20716.05309808732,False,-0.10444093127589789,0,3.6290000000000013,145901,0,102,0.0,4793.999999999999,False,-0.0428620295729287,0.3,813698,0.0,0.0,7,0,0,15,17,16.090909090909093,18,33,34,286.0,177.0,19,16,34,200,5.815993815020192,491.1168168337317
73,34,0,0,0,10.0,20,10.0,2.7273234329933502,29,3.206896551724138,42.49952926628526,10,44.0,35.40076922674109,3,19.0,46.99999999999999,6,47.0,13,5.793000000000001,36977,758,0,0.0,7580.0,False,-0.3150245312184959,16,6.003000000000002,36481,722,0,0.0,7220.0,False,-0.3263828214261711,0,0.2,108973,17,355,1.0,15133.697387892153,False,0.17253925097791623,0,0.2,108744,12,341,1.0,14525.067360999194,False,0.16717342295076607,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.999000000000001,116928,0,11,1.0,389.408461494152,False,-0.10139939518680464,6,6.497000000000002,128327,579,0,0.0,20497.04538228309,False,-0.10561238493122098,0,3.6290000000000013,145844,0,105,0.3,4934.999999999999,False,-0.04277489850844526,0.4125,812613,0.0,0.0,9,0,0,13,10,10.0,17,30,38,258.0,173.0,16,18,38,697,5.716762981028296,496.83357981476
74,38,0,0,0,10.0,20,10.0,2.706921291484084,15,2.466666666666667,42.49952926628526,0,,35.40076922674109,0,,47.0,12,47.0,6,5.840000000000002,36756,767,0,0.0,7670.0,False,-0.31798171920155927,9,6.077000000000002,36169,733,0,0.0,7330.0,False,-0.3307009879696216,0,0.2,108941,17,365,1.0,15558.345844149348,False,0.17435354229331307,0,0.2,108739,7,351,1.0,14936.283221506514,False,0.16919179413380744,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.9990000000000006,116928,0,11,0.0,389.408461494152,False,-0.10139939518680464,12,6.611000000000001,128104,579,0,0.0,20497.04538228309,False,-0.10705166103342895,0,3.6290000000000004,145844,0,105,0.0,4935.0,False,-0.04277489850844526,0.25,811820,0.0,0.0,7,0,0,9,8,8.0,20,29,42,282.0,169.0,18,20,42,200,5.3823840679833665,502.2159638827434
75,42,0,0,0,10.0,20,10.0,2.6735477082118146,13,2.230769230769231,41.81040551872114,9,35.888888888888886,36.18618105506992,5,55.0,47.0,14,47.0,12,5.954000000000002,36364,776,0,0.0,7760.0,False,-0.3238120841454399,1,6.078000000000002,36042,744,0,0.0,7440.0,False,-0.33191074668996573,0,0.2,109256,11,366,1.0,15332.017444642266,False,0.17638426741174884,0,0.2,108718,6,361,1.0,15109.597678507602,False,0.16985238944425346,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,2.999000000000001,116880,0,15,0.9,542.7927158260488,False,-0.10117926055967115,14,6.7390000000000025,127523,584,0,0.0,21132.729736160836,False,-0.10875012186679649,0,3.6290000000000004,145844,0,105,0.0,4935.0,False,-0.04277489850844526,0.3625,810966,0.0,0.0,11,0,0,13,10,10.0,21,34,38,313.0,159.0,21,21,38,798,5.613719921966549,507.82968380470993
76,38,0,0,0,10.0,20,10.0,2.6461728246365297,21,2.4285714285714284,41.94278433472314,5,44.0,36.15227900657842,25,36.0,47.0,10,47.0,5,5.992000000000003,36228,780,0,0.0,7800.0,False,-0.3257611398615498,16,6.237000000000002,35446,760,0,0.0,7600.0,False,-0.34058068418576515,0,0.2,109244,9,376,1.0,15794.30246527763,False,0.17858912006759986,0,0.2,108899,9,366,1.0,15374.8746219304,False,0.17300799177958964,0,0.2,130339,0,0,0.0,0.0,False,0.0,10,3.0990000000000006,117130,0,5,0.5,180.7613950328921,False,-0.10064999196313883,10,6.825000000000001,127372,584,0,0.0,21112.930939841797,False,-0.10978859118801018,0,3.6290000000000013,144944,15,115,1.0,5947.284185098676,False,-0.04531691767373399,0.4375,809602,0.0,0.0,6,0,0,9,11,10.4,18,27,38,191.0,193.0,13,25,38,420,5.132005972031038,512.961689776741
77,38,0,0,0,10.0,20,10.0,2.6188842516767044,22,2.409090909090909,42.186438864216065,10,44.0,36.1463567044189,5,36.0,47.0,10,47.0,15,6.137000000000001,35747,790,0,0.0,7900.0,False,-0.3330028899791653,7,6.291000000000003,35186,770,0,0.0,7700.0,False,-0.34410914712010215,0,0.2,109654,13,376,1.0,15896.146508217038,False,0.18322658242807213,0,0.2,108876,7,376,1.0,15880.433202706978,False,0.17531986398520477,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,3.0890000000000013,116870,0,10,1.0,361.463567044189,False,-0.101951589443512,10,6.915000000000002,127207,584,0,0.0,21109.472315380637,False,-0.11086468766617623,0,3.6290000000000004,144764,10,125,1.0,6236.463567044189,False,-0.04554546122330666,0.5,808643,0.0,0.0,9,0,0,14,10,10.0,20,34,34,332.0,179.0,20,18,34,820,5.646472460008226,518.6081622367492
78,34,0,0,0,10.0,20,10.0,2.4971391240488483,20,1.45,42.3973462811361,10,44.0,36.1463567044189,0,,47.0,9,47.0,9,6.212000000000003,35464,797,0,0.0,7970.0,False,-0.3371698366825728,11,6.394000000000002,34778,783,0,0.0,7830.0,False,-0.3498723032461859,0,0.2,109858,15,381,1.0,16190.846019973587,False,0.18676160829438077,0,0.2,109083,5,381,1.0,16165.874628733098,False,0.1788384996062676,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,3.0890000000000004,116430,0,20,1.0,722.927134088378,False,-0.10394077316041865,9,6.995,127067,584,0,0.0,21109.472315380637,False,-0.11176826907563416,0,3.6290000000000004,144764,0,135,1.0,6345.0,False,-0.04519520585520753,0.5,807783,0.0,0.0,8,0,0,15,8,8.0,17,32,31,273.0,133.0,19,15,31,640,5.809937092009932,524.4180993287591
79,31,0,0,0,10.0,20,10.0,2.4648607464295824,12,2.0,42.49460690835184,5,44.0,36.21426374518925,10,37.0,46.99999999999999,9,47.0,7,6.273000000000002,35231,805,0,0.0,8050.0,False,-0.3404126621412729,5,6.433000000000001,34548,795,0,0.0,7950.0,False,-0.3527286780025539,0,0.2,110078,5,386,1.0,16415.24257035596,False,0.19010394588220247,0,0.2,109059,7,391,1.0,16632.64532639058,False,0.18094518279517546,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,3.0890000000000013,116580,0,15,0.5,543.2139561778388,False,-0.10347933482619229,9,7.076000000000001,126924,584,0,0.0,21149.13002719052,False,-0.11256323447553376,0,3.6290000000000004,144394,0,145,1.0,6814.999999999999,False,-0.046066516500041954,0.4375,807153,0.0,0.0,9,0,0,14,7,7.0,15,29,30,252.0,132.0,17,14,30,790,5.571700959990267,529.9898002887494
80,30,0,0,0,10.0,20,10.0,2.4525324940396582,20,2.35,42.49460690835184,0,,36.9246997444339,5,53.0,47.0,11,47.0,17,6.436000000000003,34670,815,0,0.0,8150.0,False,-0.34899858861482624,3,6.458000000000001,34394,805,0,0.0,8050.0,False,-0.3544761072652732,0,0.2,110068,0,396,1.0,16827.86433570733,False,0.1920790832958081,0,0.2,109022,12,401,1.0,17069.767760177565,False,0.1827719197924236,0,0.2,130339,0,0,0.0,0.0,False,0.0,0,3.0890000000000004,116845,0,10,0.0,369.246997444339,False,-0.10211353855160643,11,7.177000000000002,126463,589,0,0.0,21748.648149471566,False,-0.11360390815265506,0,3.6290000000000013,144394,0,145,0.0,6815.0,False,-0.046066516500041954,0.25,806195,0.0,0.0,7,0,0,12,9,9.0,13,25,27,227.0,173.0,14,16,27,465,5.183150253025815,535.1729505417752
81,27,0,0,0,10.0,20,10.0,2.466831644212062,12,2.6666666666666665,42.86006565794294,15,44.666666666666664,36.810372899352856,15,36.0,47.0,12,47.0,4,6.459000000000002,34482,825,0,0.0,8250.0,False,-0.3513172928288191,8,6.535000000000001,34118,815,0,0.0,8150.0,False,-0.3582734054707978,0,0.2,110274,0,397,0.6,17015.44606620335,False,0.19509536107999392,0,0.2,109454,8,401,1.0,17206.620981988817,False,0.18780684861802788,0,0.2,130339,0,0,0.0,0.0,False,0.0,5,3.139000000000001,116500,5,10,1.0,582.4040572832432,False,-0.1039427797616859,12,7.2860000000000005,126235,589,0,0.0,21681.309637718834,False,-0.11529276154577339,0,3.6290000000000013,143854,5,155,1.0,7469.051864496764,False,-0.04744108370230613,0.45,805256,0.0,0.0,9,0,0,12,9,8.333333333333332,14,26,35,215.0,132.0,14,13,35,870,4.740295138035435,539.9132456798106
