index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
51,9,0,0,0,10.000000000000002,20,10.0,24.827189128208158,26,24.692307692307693,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,20,41.0,2,0.7330000000000001,16023,535,0,0.0,5350.000000000001,False,-0.1573302086619496,14,1.7350000000000003,29925,3,10,1.0,278.2718912820816,False,0.3549117105611357,0,0.3620000000000001,32976,27,167,1.0,7577.02116602534,False,0.08143636260185523,0,1.4960000000000002,23681,331,0,0.0,8217.7996014369,False,-0.18255383572424846,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.4970000000000001,64889,0,24,0.0,983.9999999999998,False,0.15716535990513442,10,4.224000000000001,46548,464,0,0.0,3012.031068749029,False,-0.14950150378976454,0.25,260495,0.0,0.1,19,0,0,4,8,7.75,15,19,5,111.0,21.0,7,2,5,818,0.9196636285632849,65.3521420340985
52,5,0,0,0,10.000000000000002,20,10.0,24.827189128208158,0,,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,20,41.0,0,0.7310000000000001,15903,547,0,0.0,5470.000000000001,False,-0.1600342512055523,0,1.7210000000000005,29845,1,20,1.0,506.54378256416317,False,0.3564501280491271,0,0.3620000000000001,32976,17,177,1.0,7742.323350166235,False,0.0838675630981032,0,1.4960000000000002,23681,331,0,0.0,8217.7996014369,False,-0.18255383572424846,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.49700000000000005,65299,0,14,0.0,573.9999999999999,False,0.16079361427231376,10,4.314000000000001,46392,464,0,0.0,3012.031068749029,False,-0.15226251686917908,0.25,260549,0.0,0.1,17,0,0,3,5,5.0,13,16,8,42.0,18.0,4,1,8,610,0.9181410036981106,66.27028303779662
53,8,0,0,0,10.000000000000002,20,10.0,24.734212183170424,18,24.0,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,20,41.0,0,0.7310000000000001,15803,557,0,0.0,5570.000000000001,False,-0.16228761999188787,0,1.7210000000000005,30177,1,12,1.0,306.8105461980451,False,0.36691177038618333,0,0.3620000000000001,32544,25,187,1.0,8352.190514988935,False,0.08012987579404834,0,1.4960000000000002,23681,331,0,0.0,8187.02423262941,False,-0.1830064679281473,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.49700000000000005,65750,0,3,0.0,122.99999999999997,False,0.16478469407621105,9,4.394000000000001,46258,464,0,0.0,3012.031068749029,False,-0.15463415630918897,0.25,260666,0.0,0.1,19,0,0,5,5,5.0,14,19,9,111.0,18.0,7,1,9,1083,2.0964722875505686,68.36675532534719
54,9,0,0,0,10.000000000000002,20,10.0,24.648695660384707,19,24.0,41.35740754229772,0,,6.4914462688556664,0,,40.999999999999986,20,41.0,0,0.7310000000000001,15743,563,0,0.0,5630.000000000001,False,-0.1636396412636892,7,1.7910000000000001,30346,5,10,1.0,296.4869566038471,False,0.37429552833845253,0,0.3620000000000001,32088,34,197,1.0,8985.464938285731,False,0.07603048797337528,0,1.4960000000000002,23681,331,0,0.0,8158.718263587338,False,-0.18342278115679286,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,9,0.5870000000000002,65737,0,0,0.0,0.0,False,0.16346613334277268,8,4.465000000000001,46150,464,0,0.0,3012.031068749029,False,-0.1565456269026298,0.25,260198,0.0,0.1,12,0,0,6,11,10.368421052631579,2,8,5,114.0,18.0,8,1,5,323,0.9280205145478249,69.29477583989501
55,5,0,0,0,10.000000000000002,20,10.0,24.43838360871662,2,9.0,41.35740754229772,0,,6.4914462688556664,0,,40.999999999999986,6,41.0,2,0.7510000000000001,15609,574,0,0.0,5740.000000000001,False,-0.16719996394609943,0,1.784,30256,4,20,1.0,528.7676721743325,False,0.37547360566439075,0,0.36200000000000004,32070,26,207,1.0,9196.38133508226,False,0.07860309058539623,0,1.4960000000000002,23681,331,0,0.0,8089.104974485202,False,-0.18444662644891754,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000003,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,6,4.517000000000001,46084,464,0,0.0,3012.031068749029,False,-0.15771374782084363,0.25,259890,0.0,0.1,12,0,0,4,4,4.0,1,5,4,60.0,0.0,5,0,4,200,0.8285354748368263,70.12331131473184
56,4,0,0,0,10.000000000000002,20,10.0,24.481008786293785,11,25.0,41.35740754229772,0,,6.4914462688556664,0,,40.999999999999986,9,41.0,0,0.7490000000000001,15539,581,0,0.0,5810.000000000001,False,-0.16877732209653432,0,1.7840000000000003,30401,7,19,1.0,535.139166939582,False,0.38215194841902705,0,0.36200000000000004,32070,16,217,1.0,9366.253577259307,False,0.08110150572507517,0,1.4960000000000004,23406,342,0,0.0,8372.505004912475,False,-0.18836767553664435,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000003,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,9,4.601000000000001,45950,464,0,0.0,3012.031068749029,False,-0.16008538726085356,0.25,259556,0.0,0.1,12,0,0,2,5,5.0,1,3,8,39.0,18.0,3,1,8,475,0.7827244512736797,70.90603576600552
57,8,0,0,0,10.000000000000002,20,10.0,24.665204109133427,18,26.0,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999998,10,41.0,0,0.7490000000000001,15429,592,0,0.0,5920.000000000001,False,-0.17125602776150345,0,1.7840000000000003,30779,6,11,1.0,331.3172452004677,False,0.3945945568795454,0,0.36200000000000004,31836,15,227,1.0,9758.109573738584,False,0.07998160921488692,0,1.4960000000000002,23172,351,0,0.0,8657.486642305832,False,-0.19105943872358758,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,10,4.692000000000002,45806,464,0,0.0,3012.031068749029,False,-0.16263401471877464,0.25,259212,0.0,0.1,13,0,0,5,4,4.0,2,7,9,111.0,18.0,7,1,9,668,0.8557450454682112,71.76178081147373
58,9,0,0,0,10.000000000000002,20,10.0,24.665204109133427,0,,41.35740754229772,0,,6.4914462688556664,0,,40.999999999999986,13,41.0,0,0.7490000000000001,15329,602,0,0.0,6020.000000000001,False,-0.173509396547839,0,1.7840000000000003,30679,6,21,1.0,577.969286291802,False,0.39564579941168604,0,0.3620000000000001,31836,5,237,1.0,9925.031608070227,False,0.08243663384030817,0,1.4960000000000002,23172,351,0,0.0,8657.486642305832,False,-0.19105943872358758,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,13,4.812000000000001,45566,464,0,0.0,3012.031068749029,False,-0.16688172714864313,0.25,258772,0.0,0.1,11,0,0,3,6,6.0,3,6,8,93.0,39.0,6,3,8,200,0.8142605945467949,72.57604140602052
59,8,0,0,0,10.000000000000002,20,10.0,24.69279803873501,12,25.0,41.35740754229772,0,,6.4914462688556664,0,,40.999999999999986,13,41.0,0,0.7490000000000001,15229,612,0,0.0,6120.000000000001,False,-0.1757627653341746,0,1.784,30879,6,19,1.0,529.1631627359652,False,0.4035594926030008,0,0.3620000000000001,31536,7,247,1.0,10388.129249218682,False,0.08042312697403631,0,1.4960000000000002,23172,351,0,0.0,8667.172111595988,False,-0.19091698859283462,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,13,4.929000000000001,45322,464,0,0.0,3012.031068749029,False,-0.17120023478567611,0.25,258328,0.0,0.1,14,0,0,4,7,7.0,1,5,8,60.0,39.0,5,3,8,500,0.8337798323482275,73.40982123836875
60,8,0,0,0,10.000000000000002,20,10.0,24.61100831450484,47,24.382978723404257,41.35740754229772,0,,6.4914462688556664,0,,40.999999999999986,7,41.0,0,0.7490000000000001,15139,621,0,0.0,6210.000000000001,False,-0.1777907972418766,28,2.0640000000000005,31183,7,10,1.0,316.1100831450484,False,0.4124591032300925,0,0.3620000000000001,31080,16,257,1.0,11022.629871402592,False,0.07634177361163946,0,1.4960000000000002,22482,379,0,0.0,9327.572151197335,False,-0.20150058608075452,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,7,4.986000000000001,45232,464,0,0.0,3012.031068749029,False,-0.17279312694687682,0.25,257306,0.0,0.1,13,0,0,5,6,6.0,1,6,9,93.0,21.0,6,2,9,656,0.8966086432337761,74.30642988160253
61,9,0,0,0,10.000000000000002,20,10.0,24.518975209227076,13,23.384615384615383,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,13,41.0,2,0.7690000000000001,15025,630,0,0.0,6300.000000000001,False,-0.1809004461670197,1,2.0460000000000003,31338,8,10,1.0,325.1897520922708,False,0.4196491448936922,0,0.3620000000000001,30776,19,267,1.0,11508.288342768807,False,0.07454242179622318,0,1.4960000000000002,22482,379,0,0.0,9292.691604297062,False,-0.20201359565394367,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,13,5.109000000000002,44982,464,0,0.0,3012.031068749029,False,-0.1772178273946565,0.25,256793,0.0,0.1,11,0,0,3,11,10.09090909090909,3,6,9,93.0,39.0,6,3,9,200,0.8425204250961542,75.14895030669868
62,9,0,0,0,10.000000000000002,20,10.0,24.322419385222986,2,9.0,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,8,41.0,0,0.7670000000000001,14925,640,0,0.0,6400.000000000001,False,-0.18315381495335525,0,2.0450000000000004,31256,8,18,1.0,517.8035489340137,False,0.4202939192603094,0,0.3620000000000001,30758,11,277,1.0,11723.548502453921,False,0.07717891079029772,0,1.4960000000000002,22482,379,0,0.0,9218.196946999511,False,-0.20310923421873883,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,8,5.176000000000001,44874,464,0,0.0,3012.031068749029,False,-0.17912929798809732,0.25,256485,0.0,0.1,9,0,0,4,4,4.0,4,8,7,114.0,18.0,8,1,7,218,0.9295114334672689,76.07846174016595
63,7,0,0,0,10.0,20,10.0,24.460552079752905,16,25.6875,41.35740754229772,0,,6.4914462688556664,0,,40.999999999999986,6,41.0,0,0.7670000000000001,14835,649,0,0.0,6490.0,False,-0.1851818468610573,0,2.0450000000000004,31557,9,12,1.0,383.52662495703487,False,0.4308334450619008,0,0.36200000000000004,30758,1,287,1.0,11894.036516719198,False,0.07968638246733722,0,1.4960000000000002,22071,395,0,0.0,9661.918071502398,False,-0.20867281339712912,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000003,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,6,5.2280000000000015,44804,464,0,0.0,3012.031068749029,False,-0.18036821411347562,0.25,256215,0.0,0.1,13,0,0,5,3,3.0,2,7,7,96.0,0.0,7,0,7,611,0.8732226192951202,76.95168435946107
64,7,0,0,0,10.0,20,10.0,24.47827088557074,24,24.583333333333332,41.35740754229772,0,,6.4914462688556664,0,,40.999999999999986,7,41.0,2,0.7870000000000001,14711,659,0,0.0,6590.0,False,-0.18851683266483393,10,2.1450000000000005,31799,9,10,1.0,334.78270885570737,False,0.4406413697971001,0,0.36200000000000004,30610,0,295,0.8,12200.435224977828,False,0.07983932264057288,0,1.4960000000000004,21629,412,0,0.0,10085.047604855145,False,-0.21545111770715464,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000003,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,7,5.292000000000001,44712,464,0,0.0,3012.031068749029,False,-0.18199650387825855,0.225,255651,0.0,0.1,12,0,0,5,7,7.0,2,7,7,96.0,0.0,7,0,7,512,0.7940703630447388,77.74575472250581
65,7,0,0,0,10.0,20,10.0,24.274174006443367,2,9.0,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,11,41.0,1,0.7950000000000002,14609,668,0,0.0,6680.0,False,-0.19108567308125649,0,2.1350000000000002,31698,10,19,1.0,561.209306122424,False,0.44119179111547213,0,0.36200000000000004,30592,0,297,0.2,12283.150040062423,False,0.08052638604633516,0,1.4960000000000002,21629,412,0,0.0,10000.959690654667,False,-0.21668785017862888,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,11,5.395000000000001,44530,464,0,0.0,3012.031068749029,False,-0.18521768580424217,0.15,255248,0.0,0.1,12,0,0,4,7,7.0,3,7,7,96.0,0.0,7,0,7,209,0.826750285923481,78.57250500842929
66,7,0,0,0,10.0,20,10.0,24.151622982476397,18,23.22222222222222,41.35740754229772,0,,6.4914462688556664,0,,40.999999999999986,9,41.0,2,0.8140000000000003,14485,678,0,0.0,6780.0,False,-0.19442065888503313,0,2.1350000000000002,31998,10,13,1.0,413.97109877219316,False,0.4513941840274954,0,0.3620000000000001,30474,0,303,0.6,12531.29448531621,False,0.0807050018431022,0,1.4960000000000002,21329,424,0,0.0,10240.288144569993,False,-0.22199246757603852,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,9,5.474000000000001,44394,464,0,0.0,3012.031068749029,False,-0.1876247228478343,0.2,254870,0.0,0.1,12,0,0,5,7,7.0,1,6,9,78.0,18.0,6,1,9,600,0.827100045979023,79.39960505440831
67,9,0,0,0,10.000000000000002,20,10.0,24.276493466275667,24,25.0,41.35740754229772,0,,6.4914462688556664,0,,40.999999999999986,9,41.0,0,0.812,14385,688,0,0.0,6880.000000000001,False,-0.19667402767136868,11,2.2450000000000006,32267,10,10,1.0,342.7649346627567,False,0.46191277062199193,0,0.3620000000000001,30174,2,313,1.0,12993.421547671738,False,0.07867722007988788,0,1.4960000000000002,21029,436,0,0.0,10584.551151296191,False,-0.22575374821602262,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,9,5.5550000000000015,44264,464,0,0.0,3012.031068749029,False,-0.18992556708067976,0.25,254309,0.0,0.1,14,0,0,6,6,5.916666666666666,2,8,7,114.0,18.0,8,1,7,500,0.8785194344818592,80.27812448889017
68,7,0,0,0,10.0,20,10.0,24.14043940389709,14,22.714285714285715,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,6,41.0,0,0.812,14295,697,0,0.0,6970.0,False,-0.19870205957907072,4,2.2740000000000005,32389,11,10,1.0,351.4043940389709,False,0.46760566934154235,0,0.3620000000000001,30156,0,317,0.4,13110.298190908377,False,0.07986672242187869,0,1.4960000000000002,20729,448,0,0.0,10814.916852945897,False,-0.23119018630212526,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,0,0.5780000000000001,65737,0,0,0.0,0.0,False,0.16346613334277268,6,5.6060000000000025,44194,464,0,0.0,3012.031068749029,False,-0.19116448320605806,0.175,253953,0.0,0.1,9,0,0,3,5,4.166666666666667,1,4,9,42.0,39.0,4,3,9,200,0.7385087180882692,81.01663320697844
69,9,0,0,0,10.0,20,10.0,23.933992626357522,2,9.0,41.35740754229772,0,,6.4914462688556664,0,,41.0,20,41.0,2,0.8320000000000001,14191,705,0,0.0,7050.0,False,-0.20158637162558024,0,2.2700000000000005,32269,13,20,1.0,608.6798525271504,False,0.46799494913081147,0,0.3620000000000001,30138,0,319,0.2,13193.013005992972,False,0.0805537858276412,0,1.4960000000000002,20729,448,0,0.0,10722.42869660817,False,-0.23255046628120704,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,8,0.6580000000000001,65625,0,0,0.0,0.0,False,0.1614838675421674,12,5.720000000000002,43980,464,0,0.0,3012.031068749029,False,-0.19495202678935747,0.15,253385,0.0,0.1,13,0,0,2,12,12.0,4,6,11,108.0,54.0,6,3,11,200,0.7359208222478628,81.7525540292263
70,11,0,0,0,10.0,20,10.0,23.82508833200649,15,22.866666666666667,41.35740754229772,0,,6.4914462688556664,0,,41.0,20,41.0,2,0.8500000000000001,14087,713,0,0.0,7130.0,False,-0.2044706836720898,0,2.270000000000001,32474,15,17,1.0,555.0265016441103,False,0.4760247532931658,0,0.3620000000000001,30120,0,321,0.2,13275.72782107757,False,0.08124084923340348,0,1.4960000000000002,20404,461,0,0.0,10983.365721054992,False,-0.23827265382611199,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,6,0.7100000000000002,65555,0,0,0.0,0.0,False,0.16024495141678907,14,5.848000000000001,43700,464,0,0.0,3012.031068749029,False,-0.19990769129087071,0.15,252793,0.0,0.1,15,0,0,4,12,12.0,2,6,7,78.0,75.0,6,5,7,525,0.7705379351973534,82.52309196442366
71,7,0,0,0,10.0,20,10.0,24.012442751752914,17,25.470588235294116,41.35740754229772,0,,6.4914462688556664,0,,41.0,20,41.0,0,0.8480000000000003,14007,721,0,0.0,7210.0,False,-0.20627337870115822,0,2.2700000000000005,32787,17,10,1.0,410.12442751752917,False,0.4868656637865052,0,0.36200000000000004,30120,0,321,0.0,13275.72782107757,False,0.08124084923340348,0,1.4960000000000002,19971,478,0,0.0,11477.947635337892,False,-0.24373532716587404,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000003,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,10,0.8040000000000003,65399,0,0,0.0,0.0,False,0.15748393833737456,10,5.934000000000001,43536,464,0,0.0,3012.031068749029,False,-0.20281029478461418,0.125,252273,0.0,0.1,15,0,0,4,12,12.0,0,4,7,72.0,54.0,4,3,7,633,0.5793087333440781,83.10240069776773
72,7,0,0,0,10.0,20,10.0,24.012442751752914,0,,41.35740754229772,0,,6.4914462688556664,0,,41.0,20,41.0,0,0.8480000000000001,13937,728,0,0.0,7280.0,False,-0.20785073685159314,0,2.270000000000001,32657,20,20,1.0,680.2488550350583,False,0.4870938044759803,0,0.36200000000000004,30120,0,321,0.0,13275.72782107757,False,0.08124084923340348,0,1.4960000000000004,19971,478,0,0.0,11477.947635337892,False,-0.24373532716587404,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000003,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,10,0.8940000000000001,65241,0,0,0.0,0.0,False,0.1546875276543778,10,6.024000000000001,43380,464,0,0.0,3012.031068749029,False,-0.20557130786402872,0.125,251759,0.0,0.1,10,0,0,3,10,10.0,1,4,8,57.0,39.0,4,3,8,200,0.5651265420019627,83.6675272397697
73,8,0,0,0,10.0,20,10.0,23.970831226583396,14,23.571428571428573,41.35740754229772,0,,6.4914462688556664,0,,41.0,20,41.0,0,0.8480000000000003,13857,736,0,0.0,7360.0,False,-0.2096534318806616,0,2.2700000000000005,32867,22,16,1.0,603.5332996253344,False,0.494829268998723,0,0.36200000000000004,29790,4,331,1.0,13785.18522140688,False,0.0790267269885704,0,1.4960000000000002,19971,478,0,0.0,11458.057326306864,False,-0.2440278661267963,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,9,0.9740000000000002,65107,0,0,0.0,0.0,False,0.1523158882143679,11,6.124000000000001,43214,464,0,0.0,3012.031068749029,False,-0.20850930896135442,0.25,251259,0.0,0.1,13,0,0,5,10,10.0,0,5,8,90.0,54.0,5,3,8,530,0.5180167928338051,84.1855440326035
74,8,0,0,0,10.0,20,10.0,24.138140030919317,12,26.0,41.35740754229772,0,,6.4914462688556664,0,,41.0,20,41.0,0,0.8480000000000003,13747,747,0,0.0,7470.0,False,-0.2121321375456307,0,2.270000000000001,33089,21,14,1.0,547.9339604328704,False,0.5035813682552812,0,0.3620000000000001,29790,0,335,0.4,13854.731526669737,False,0.08004958710833246,0,1.4960000000000002,19659,490,0,0.0,11827.688615150466,False,-0.24776902260338765,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,10,1.0650000000000002,64949,0,0,0.0,0.0,False,0.14951947753137113,10,6.213000000000001,43076,464,0,0.0,3012.031068749029,False,-0.2109517436085288,0.175,250763,0.0,0.1,13,0,0,4,9,9.0,0,4,4,57.0,57.0,4,4,4,512,0.36286991834640503,84.54841395094991
75,4,0,0,0,10.0,20,10.0,24.33399459580195,19,25.68421052631579,41.35740754229772,0,,6.4914462688556664,0,,41.0,20,41.0,0,0.8480000000000003,13677,754,0,0.0,7540.0,False,-0.21370949569606562,5,2.3200000000000007,33342,24,10,1.0,483.3399459580195,False,0.5135278729541219,0,0.3620000000000001,29452,3,345,1.0,14341.30758588012,False,0.07726361315860861,0,1.4960000000000002,19509,496,0,0.0,12069.661319517767,False,-0.24862246559127893,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,13,1.1850000000000003,64705,0,0,0.0,0.0,False,0.14520096989433814,7,6.273000000000001,42988,464,0,0.0,3012.031068749029,False,-0.21250923816614725,0.25,250126,0.0,0.1,13,0,0,2,11,10.833333333333334,0,2,4,36.0,36.0,2,2,4,538,0.2812463976442814,84.82966034859419
76,4,0,0,0,10.0,0,,24.491950489703203,40,25.025,41.35740754229772,0,,6.4914462688556664,0,,41.0,20,41.0,2,0.8680000000000001,13653,754,0,0.0,7540.0,False,-0.2147911127135067,28,2.5950000000000006,33502,14,10,1.0,384.919504897032,False,0.5185208775721535,0,0.3620000000000001,29200,4,355,1.0,14779.847479474505,False,0.0763008512688919,0,1.4960000000000002,18760,525,0,0.0,12858.274007094182,False,-0.2590558594085454,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,8,1.2520000000000002,64589,0,0,0.0,0.0,False,0.1431479088865684,12,6.386000000000002,42778,464,0,0.0,3012.031068749029,False,-0.2162259865422822,0.25,248935,0.0,0.1,1,0,0,2,17,16.88888888888889,0,2,4,36.0,36.0,2,2,4,234,0.27585749328136444,85.10551784187555
77,4,0,0,0,10.0,0,,24.606941673204844,13,26.0,41.35740754229772,0,,6.4914462688556664,0,,40.99999999999999,20,41.0,0,0.8660000000000003,13653,754,0,0.0,7540.0,False,-0.2147911127135067,3,2.5970000000000004,33777,4,10,1.0,286.06941673204847,False,0.5286869488650243,0,0.3620000000000001,29200,0,359,0.4,14847.309307684882,False,0.07729305370756691,0,1.4960000000000002,18422,538,0,0.0,13238.534620184206,False,-0.26340547975961576,0,0.2,46453,0,15,0.0,97.371694032835,False,0.003099483304206722,0,7.184000000000001,-26520.0,324,0,0.0,13399.800043704461,True,-1.4275443284470377,10,1.3440000000000003,64427,0,0,0.0,0.0,False,0.14028070299640713,10,6.474000000000001,42630,464,0,0.0,3012.031068749029,False,-0.21884540920736778,0.175,248562,0.0,0.1,0,0,0,2,13,12.23076923076923,0,2,4,36.0,36.0,2,2,4,0,0.2664584759622812,85.37197631783783
