index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,12,0,0,0,10.000000000000002,20,10.0,21.506701253397356,11,28.0,19.754806371563976,0,,28.44457506434183,22,30.954545454545453,54.00000000000004,7,54.0,0,2.0180000000000007,54672,5,15,1.0,372.60051880096034,False,0.1483358506949778,0,4.583000000000001,33448,548,0,0.0,5480.000000000001,False,-0.24248513773758687,0,0.2,67412,0,236,0.0,4662.1343036890985,False,-0.006876838324202644,0,4.3130000000000015,44610,691,0,0.0,14861.130566097572,False,-0.2589558670143709,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,22,10.797000000000002,41363,699,0,0.0,13808.609653723219,False,-0.49481066298042126,0,1.2080000000000002,149036,0,70,0.5,3780.000000000003,False,0.050775239673334124,7,4.500000000000001,106374,851,0,0.0,24206.3333797549,False,-0.17513964973315702,0.1875,592986,0.0,0.0,10,0,0,7,6,6.0,19,26,14,147.0,36.0,10,2,14,508,1.1937287896871567,96.04174574278295
53,14,0,0,0,10.000000000000002,20,10.0,20.878757015632004,10,9.5,19.918368206633176,1,36.0,28.386378728311772,21,28.0,54.00000000000004,11,54.0,0,2.0180000000000002,54627,4,20,1.0,457.5751403126401,False,0.1482832531641195,5,4.633000000000001,33278,559,0,0.0,5590.000000000001,False,-0.24489240559323452,0,0.2,67353,0,245,1.0,4880.000210625128,False,-0.006165806036047052,0,4.313000000000001,44610,691,0,0.0,14427.221097801716,False,-0.2620452460783634,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,21,10.985000000000003,40724,700,0,0.0,13942.857744643223,False,-0.5007961978133237,0,1.2080000000000002,148936,0,75,0.5,4050.000000000003,False,0.051018916265760654,11,4.6030000000000015,105652,867,0,0.0,24610.990357446306,False,-0.1787577006765635,0.3125,591251,0.0,0.0,10,0,0,11,9,9.0,19,30,12,186.0,36.0,12,2,12,281,1.2598504247143865,97.30159616749734
54,12,0,0,0,10.000000000000002,20,10.0,20.805762362546112,28,20.357142857142858,19.918368206633176,0,,28.32065572094168,14,27.642857142857142,54.00000000000004,12,54.0,3,2.048,54991,3,10,1.0,238.05762362546113,False,0.153605225065158,5,4.678000000000002,33108,570,0,0.0,5700.000000000001,False,-0.24729967344888218,0,0.2,66810,17,255,1.0,5432.881852854744,False,-0.009961539509193592,0,4.313000000000001,44583,692,0,0.0,14397.58755488191,False,-0.26264070604276263,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,14,11.104000000000003,40410,700,0,0.0,13942.857744643223,False,-0.5040826761529196,0,1.2080000000000002,148846,0,80,0.5,4320.000000000004,False,0.051332214741737624,12,4.712000000000001,105093,876,0,0.0,24808.894411544912,False,-0.1819606413166024,0.3125,589912,0.0,0.0,12,0,0,8,8,7.6,16,24,14,142.0,39.0,9,3,14,670,1.2135544940829277,98.51515066158026
55,14,0,0,0,10.000000000000002,20,10.0,21.27907283451556,35,23.714285714285715,19.918368206633176,0,,28.03868230151475,5,20.0,54.00000000000004,11,54.0,20,2.2450000000000006,55242,0,10,1.0,212.7907283451556,False,0.15859489584217898,5,4.723000000000001,32918,583,0,0.0,5830.000000000001,False,-0.2499162689441514,0,0.2,66266,31,265,1.0,5938.018832627774,False,-0.014111448518869285,0,4.313000000000001,44297,703,0,0.0,14959.188202664438,False,-0.26271474808002426,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,11.14,40290,700,0,0.0,13942.857744643223,False,-0.5053386551362046,0,1.2080000000000002,148746,0,85,0.5,4590.000000000004,False,0.05157589133416415,11,4.810000000000001,104861,876,0,0.0,24561.885696126923,False,-0.18443572961601118,0.3125,588691,0.0,0.0,8,0,0,9,9,8.09090909090909,18,27,18,161.0,57.0,10,4,18,200,1.2727695470675826,99.78792020864785
56,18,0,0,0,10.000000000000002,20,10.0,21.27907283451556,0,,22.67579235938468,20,35.0,27.87311916253145,8,25.125,54.00000000000004,11,54.0,0,2.2250000000000005,55122,2,20,1.0,445.5814566903112,False,0.15851944085123412,0,4.718000000000001,32838,591,0,0.0,5910.000000000001,False,-0.25075357950263755,0,0.2,66966,21,255,1.0,6229.18758116792,False,-0.002070546655313519,0,4.3130000000000015,44297,703,0,0.0,14959.188202664438,False,-0.26271474808002426,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,8,11.215000000000002,39412,720,0,0.0,16326.57049875697,False,-0.5020536800249261,0,1.2080000000000002,148656,0,90,0.5,4860.000000000004,False,0.05188918981014112,11,4.909000000000001,104523,879,0,0.0,24500.471743865142,False,-0.1870027370316531,0.3125,587885,0.0,0.0,8,0,0,11,6,6.0,19,30,13,226.0,57.0,14,4,13,900,1.2752773379907012,101.06319754663855
57,13,0,0,0,10.000000000000002,20,10.0,21.517408028179634,21,23.714285714285715,22.809770848877182,1,36.0,28.177122562775807,14,30.928571428571427,54.00000000000004,8,54.0,0,2.2250000000000005,55450,4,14,1.0,341.2437123945149,False,0.16429334874397672,5,4.768000000000001,32698,599,0,0.0,5990.000000000001,False,-0.25284685589885286,0,0.2,66952,16,264,1.0,6366.058032554451,False,-0.0012954031800582555,0,4.313000000000001,43849,719,0,0.0,15471.016372261158,False,-0.265450001621471,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,14,11.347000000000001,39112,721,0,0.0,16445.844782040447,False,-0.5045694358454285,0,1.2080000000000002,148556,0,95,0.5,5130.000000000004,False,0.05213286640256765,8,4.9780000000000015,104057,888,0,0.0,25021.28483574492,False,-0.18843411738338364,0.3125,586745,0.0,0.0,10,0,0,12,6,6.0,14,26,10,147.0,39.0,10,3,10,684,1.282185516320169,102.34538306295872
58,10,0,0,0,10.000000000000002,20,10.0,21.32038107038943,22,19.59090909090909,22.955510678436795,1,36.0,28.177122562775807,0,,54.000000000000036,11,54.0,3,2.255000000000001,55680,3,10,1.0,243.2038107038943,False,0.16808176139479086,5,4.8130000000000015,32523,610,0,0.0,6100.000000000001,False,-0.2553587875743113,0,0.2,66893,16,273,1.0,6607.980512339476,False,-0.0004130912173591244,0,4.313000000000001,43513,731,0,0.0,15585.198562454674,False,-0.2694215919854849,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,0,11.333,39076,722,0,0.0,16573.878709831366,False,-0.504276196530194,0,1.2080000000000002,148556,0,95,0.0,5130.000000000004,False,0.05213286640256765,11,5.080000000000001,103825,888,0,0.0,25021.28483574492,False,-0.1900493450817538,0.25,586137,0.0,0.0,11,0,0,7,6,5.6,17,24,13,147.0,3.0,9,1,13,572,1.2568880822509527,103.60227114520967
59,13,0,0,0,10.000000000000002,20,10.0,21.593508827338933,12,26.0,23.268122821315206,2,36.0,28.28434293798322,5,31.0,54.000000000000036,11,54.0,2,2.272000000000001,55848,3,10,1.0,245.93508827338934,False,0.17162705233477127,0,4.808000000000001,32423,620,0,0.0,6200.000000000001,False,-0.256405425772419,0,0.2,66653,18,281,1.0,6927.025671681673,False,-0.0015590687802118856,0,4.313000000000001,43513,731,0,0.0,15784.85495278476,False,-0.2680000644149976,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,5,11.383000000000003,38939,724,0,0.0,16846.12092263221,False,-0.5042853954626073,0,1.2080000000000002,148556,0,95,0.0,5130.000000000004,False,0.05213286640256765,11,5.179000000000001,103444,893,0,0.0,25257.918243619013,False,-0.1918781956666678,0.25,585447,0.0,0.0,9,0,0,10,6,5.166666666666667,16,26,12,144.0,27.0,9,4,12,272,1.2655518595129251,104.8678230047226
60,12,0,0,0,10.000000000000002,20,10.0,21.819435014155886,10,26.0,26.0404912545976,19,37.0,27.639522217312944,10,20.0,54.000000000000036,8,54.0,0,2.2700000000000005,55988,5,10,1.0,268.19435014155886,False,0.1747906132268018,0,4.808000000000002,32343,628,0,0.0,6280.000000000001,False,-0.2572427363309051,0,0.2,67096,18,272,1.0,7475.763451505353,False,0.008656077887857525,0,4.3130000000000015,43513,731,0,0.0,15950.006995347952,False,-0.266824203319654,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,10,11.478000000000002,37996,743,0,0.0,19348.08500216602,False,-0.5010619040528034,0,1.2080000000000002,148356,0,105,1.0,5670.000000000004,False,0.05262021958742072,8,5.248000000000001,103310,893,0,0.0,24682.09334006046,False,-0.1948156296252934,0.375,584673,0.0,0.0,10,0,0,8,4,4.0,18,26,15,146.0,39.0,9,3,15,1163,1.2412801207974553,106.10910312552005
61,15,0,0,0,10.000000000000002,20,10.0,21.492094066787708,5,10.0,26.0404912545976,0,,27.531594471240837,31,27.129032258064516,54.00000000000003,13,54.0,0,2.2700000000000005,55908,3,20,1.0,459.8418813357541,False,0.1751218483770384,5,4.858000000000001,32163,640,0,0.0,6400.000000000001,False,-0.25975466800636354,0,0.2,67046,13,282,1.0,7622.815756664764,False,0.008991084190077442,0,4.313000000000001,43513,731,0,0.0,15710.720762821815,False,-0.26852789021999107,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,31,11.778,36883,743,0,0.0,19348.08500216602,False,-0.5127111091227718,0,1.2080000000000002,148156,0,115,1.0,6210.000000000004,False,0.05310757277227378,13,5.370000000000001,102347,914,0,0.0,25163.877346714125,False,-0.19984308151081537,0.375,582087,0.0,0.0,8,0,0,8,11,11.0,17,25,16,146.0,60.0,10,5,16,200,1.3572038318961859,107.46630695741624
62,16,0,0,0,10.000000000000002,20,10.0,21.2172982160654,26,19.5,26.0404912545976,0,,27.071008986502566,11,21.545454545454547,54.00000000000002,20,54.0,1,2.2800000000000007,56298,0,8,0.8,169.7383857285232,False,0.18024929232320727,5,4.903000000000001,31948,655,0,0.0,6550.000000000001,False,-0.26268525496106504,0,0.2,66566,28,292,1.0,8197.90779639233,False,0.006250589499560944,0,4.313000000000001,43486,732,0,0.0,15531.062294159874,False,-0.27019150817247267,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,11,11.857000000000003,36617,743,0,0.0,19348.08500216602,False,-0.5154951958690537,0,1.2080000000000002,148550,0,114,1.0,6156.000000000003,False,0.05566269589857484,9,5.447000000000001,102136,915,0,0.0,24769.97322264985,False,-0.20268332060651154,0.35,581672,0.0,0.0,12,0,0,13,8,7.2,14,27,13,175.0,75.0,11,5,13,1211,1.4497088883072138,108.91601584572345
63,13,0,0,0,10.0,20,10.0,21.857293198743527,39,24.641025641025642,26.156707096566223,1,36.0,26.312303077659273,18,20.88888888888889,54.00000000000002,20,54.0,26,2.5390000000000006,56416,0,9,0.9,196.71563878869173,False,0.18300171270606938,5,4.948,31773,666,0,0.0,6660.0,False,-0.2651971866365235,0,0.2,66083,40,301,1.0,8747.460564016174,False,0.0032855392875584598,0,4.313000000000001,43044,749,0,0.0,16371.112605858902,False,-0.2705044242455864,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,18,12.026,36013,744,0,0.0,19460.59007984527,False,-0.5212281900304299,0,1.2080000000000002,148674,0,118,1.0,6372.000000000003,False,0.057277923596944995,14,5.578000000000001,101613,923,0,0.0,24286.25574067951,False,-0.20800841122625194,0.3625,579687,0.0,0.0,12,0,0,7,10,9.6,18,25,15,113.0,75.0,8,5,15,614,1.3513014148920774,110.26731726061553
64,15,0,0,0,10.0,20,10.0,21.607725003947895,8,15.75,26.156707096566223,0,,26.865879684149764,8,36.0,54.00000000000002,20,54.0,0,2.513000000000001,56417,0,14,0.8,302.5081500552705,False,0.18412991030368497,5,4.993,31588,678,0,0.0,6780.0,False,-0.2678137821317927,0,0.2,66038,35,311,1.0,8891.006282170272,False,0.0036667778470244215,0,4.3130000000000015,42963,752,0,0.0,16249.009202968817,False,-0.2725272035786687,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,8,12.088000000000001,35949,744,0,0.0,19460.59007984527,False,-0.5218980454881819,0,1.2080000000000002,149214,0,108,0.0,5832.000000000003,False,0.059157714452806806,10,5.664000000000001,101129,931,0,0.0,25012.13398594343,False,-0.2088512598569151,0.225,579369,0.0,0.0,15,0,0,8,6,6.0,18,26,10,191.0,57.0,11,4,10,821,1.314298590645194,111.58161585126072
65,10,0,0,0,10.0,20,10.0,21.66824627602403,2,27.0,26.282695541729755,1,36.0,27.50070396084324,16,32.5,54.00000000000001,20,54.0,0,2.513000000000001,56371,0,22,1.0,476.7014180725286,False,0.1849901764430265,0,4.988,31488,688,0,0.0,6880.0,False,-0.2688604203299004,0,0.2,66074,25,320,1.0,8952.168730254121,False,0.004614877184049429,0,4.313000000000001,42909,754,0,0.0,16337.857692122117,False,-0.27266355984875895,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,16,12.240000000000002,35619,745,0,0.0,19580.608178588667,False,-0.524723903485401,0,1.2080000000000002,149916,0,95,0.0,5130.000000000001,False,0.06160144256542716,7,5.724000000000002,100499,947,0,0.0,26043.16665091855,False,-0.20964831671371292,0.25,578947,0.0,0.0,13,0,0,5,5,5.0,20,25,11,111.0,36.0,8,2,11,992,1.2282662149518728,112.8098820662126
66,11,0,0,0,10.0,20,10.0,20.954042254563785,10,9.5,26.418953150222336,1,36.0,27.94205798936815,7,36.0,54.00000000000001,20,54.0,0,2.513000000000001,56301,2,27,1.0,585.7591408732222,False,0.18466632275049427,5,5.038000000000001,31343,696,0,0.0,6960.0,False,-0.27105836054592647,0,0.2,66015,25,329,1.0,9215.686642787243,False,0.005650945823393363,0,4.313000000000001,42909,754,0,0.0,15799.347859941094,False,-0.2764976799195377,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,7,12.294,35527,746,0,0.0,19708.53905006586,False,-0.5250173270147167,0,1.2080000000000002,150564,0,83,0.0,4482.000000000001,False,0.06385719159246134,8,5.797000000000001,100107,954,0,0.0,26656.723321857215,False,-0.21024164599410575,0.25,578837,0.0,0.0,15,0,0,3,5,5.0,21,24,12,139.0,36.0,9,2,12,934,1.349902299232781,114.15978436544538
67,12,0,0,0,10.000000000000002,20,10.0,20.954042254563785,0,,26.418953150222336,0,,27.66725198795608,11,24.636363636363637,53.99999999999999,20,54.0,0,2.513000000000001,56201,2,37,1.0,795.29956341886,False,0.1847661764571177,0,5.033,31243,706,0,0.0,7060.000000000001,False,-0.27210499874403415,0,0.2,66015,15,339,1.0,9270.335751743829,False,0.006040040382079583,0,4.313000000000001,42909,754,0,0.0,15799.347859941094,False,-0.2764976799195377,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,11,12.397000000000002,35269,746,0,0.0,19708.53905006586,False,-0.5277176818287794,0,1.2080000000000002,150998,0,80,0.8,4319.999999999999,False,0.0663148440817918,9,5.879000000000002,99835,957,0,0.0,26477.56015247397,False,-0.21275904509244403,0.35,578541,0.0,0.0,12,0,0,5,6,6.0,22,27,11,147.0,36.0,10,2,11,794,1.2492934903129935,115.40907785575837
68,11,0,0,0,10.0,20,10.0,21.2907279077846,46,22.41304347826087,28.634630397638396,17,37.0,28.185371982169737,7,37.0,54.0,16,54.0,4,2.553000000000001,57014,0,10,1.0,212.907279077846,False,0.19568897344760366,5,5.083000000000001,31063,718,0,0.0,7180.0,False,-0.2746169304194926,0,0.2,66159,30,332,1.0,10145.419129249485,False,0.014321042984432363,0,4.3130000000000015,42363,775,0,0.0,16500.314128533064,False,-0.2792817893050077,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,7,12.456000000000003,34591,763,0,0.0,21848.222993398096,False,-0.523616471152266,0,1.2080000000000002,151592,0,69,0.0,3726.0,False,0.06838261402323978,5,5.920000000000002,99515,964,0,0.0,27170.698590811626,False,-0.2125740651841442,0.25,578368,0.0,0.0,17,0,0,4,5,4.8,18,22,10,120.0,39.0,8,3,10,2359,1.9581637308001518,117.36724158655852
69,10,0,0,0,10.0,20,10.0,21.494941045709364,27,22.85185185185185,28.634630397638396,0,,27.58390004084635,9,20.0,54.00000000000001,20,54.0,12,2.6690000000000005,57201,1,10,1.0,224.94941045709365,False,0.1997294378554079,5,5.128000000000001,30908,727,0,0.0,7270.0,False,-0.27691953445532946,0,0.2,66114,25,342,1.0,10330.417122135066,False,0.014997416356727246,0,4.313000000000001,41791,797,0,0.0,17131.468013430363,False,-0.28293318704304415,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,9,12.539000000000003,34375,763,0,0.0,21848.222993398096,False,-0.5258772333221791,0,1.2080000000000002,151898,0,69,0.9,3726.0000000000005,False,0.07051304365988317,11,6.025000000000001,99274,964,0,0.0,26590.87963937588,False,-0.21627035695356964,0.3625,577632,0.0,0.0,11,0,0,3,9,8.09090909090909,19,22,12,103.0,39.0,7,3,12,686,1.1822098940610886,118.54945148061961
70,12,0,0,0,10.0,20,10.0,21.75057469317694,22,23.90909090909091,28.634630397638396,0,,27.38313968461613,16,26.0,53.99999999999999,13,54.0,7,2.7270000000000008,57423,1,10,1.0,227.5057469317694,False,0.20440326704902212,5,5.173000000000002,30748,737,0,0.0,7370.0,False,-0.2792221384911664,0,0.2,65588,37,352,1.0,10884.161163616262,False,0.011449898638796571,0,4.313000000000001,41791,797,0,0.0,17335.20803046202,False,-0.2814825845807677,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,16,12.690000000000001,33973,763,0,0.0,21848.222993398096,False,-0.5300847629161838,0,1.2080000000000002,152022,0,73,1.0,3941.9999999999995,False,0.07212827135825332,7,6.084000000000001,98950,970,0,0.0,26561.645494077646,False,-0.21862787279358628,0.375,576566,0.0,0.0,10,0,0,5,7,6.411764705882353,20,25,16,146.0,39.0,9,3,16,524,1.1565195489674807,119.70597102958709
71,16,0,0,0,10.0,20,10.0,21.154059438186465,10,10.0,29.94827943145782,19,35.0,26.38335896854327,25,21.84,54.00000000000001,20,54.0,0,2.7200000000000006,57393,0,14,0.9,296.1568321346105,False,0.20449381261130592,5,5.218000000000001,30568,749,0,0.0,7490.0,False,-0.28173407016662483,0,0.2,66153,37,343,1.0,11054.960044202931,False,0.020711417738465233,0,4.313000000000001,41791,797,0,0.0,16859.78537223461,False,-0.2848675321659028,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,25,12.924000000000003,32389,782,0,0.0,23419.554515400014,False,-0.5384405214646808,0,1.2080000000000002,152200,0,76,1.0,4104.000000000001,False,0.07393147814220966,13,6.207000000000002,98294,985,0,0.0,25987.60858401512,False,-0.22519334489979634,0.3625,574859,0.0,0.0,11,0,0,6,9,9.0,21,27,16,200.0,57.0,12,4,16,1293,1.4962963443249464,121.20226737391204
72,16,0,0,0,10.0,20,10.0,21.154059438186465,0,,30.02044474418535,1,36.0,25.953818104245713,9,20.0,54.0,20,54.0,0,2.7200000000000006,57293,0,24,1.0,507.69742651647516,False,0.20461460088039515,0,5.213000000000001,30468,759,0,0.0,7590.0,False,-0.28278070836473246,0,0.2,66189,27,352,1.0,11138.356154784278,False,0.021817817865066137,0,4.3130000000000015,41791,797,0,0.0,16859.78537223461,False,-0.2848675321659028,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,9,12.989000000000003,32137,783,0,0.0,23506.00823469713,False,-0.5406256437693125,0,1.2080000000000002,152560,0,75,0.9,4050.0,False,0.07624988686443923,10,6.294000000000002,98107,985,0,0.0,25564.510832682026,False,-0.22796811724087773,0.3625,574616,0.0,0.0,12,0,0,6,5,5.0,23,29,14,179.0,72.0,12,4,14,776,1.381456347182393,122.58372372109443
73,14,0,0,0,10.0,20,10.0,20.937282258621007,25,19.4,30.02044474418535,0,,25.953818104245713,0,,54.00000000000001,20,54.0,0,2.7200000000000006,57663,0,11,0.7,230.31010484483107,False,0.20945648188106872,5,5.263000000000001,30273,772,0,0.0,7720.0,False,-0.28550196767981245,0,0.2,66094,27,362,1.0,11432.707618377864,False,0.022560786734100405,0,4.313000000000001,41401,812,0,0.0,17001.07319400026,False,-0.2894150799276603,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,0,12.980000000000002,32137,783,0,0.0,23506.00823469713,False,-0.5406256437693125,0,1.2080000000000002,153154,0,64,0.0,3456.0000000000005,False,0.07831765680588723,9,6.374000000000002,97934,985,0,0.0,25564.510832682026,False,-0.2291725758263003,0.2125,574727,0.0,0.0,15,0,0,8,5,5.0,20,28,16,162.0,54.0,11,3,16,1234,1.3793061627075076,123.96302988380194
74,16,0,0,0,10.0,20,10.0,20.896559384826528,25,20.6,31.364487399731463,18,37.0,25.670937447694268,12,22.833333333333332,54.000000000000014,20,54.0,9,2.8100000000000005,57815,0,10,1.0,208.96559384826529,False,0.2124148621980267,5,5.308000000000001,30113,782,0,0.0,7820.0,False,-0.2878045717156493,0,0.2,66665,27,354,1.0,11667.235642895253,False,0.0323614875038821,0,4.313000000000001,40981,827,0,0.0,17281.454611251538,False,-0.29339949156116296,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,12,13.100000000000001,31179,801,0,0.0,25122.9544071849,False,-0.5421906659452554,0,1.2080000000000002,153278,0,68,1.0,3672.000000000001,False,0.07993288450425738,14,6.505000000000002,97507,987,0,0.0,25337.215260874244,False,-0.23293666754550052,0.375,573609,0.0,0.0,11,0,0,7,11,10.266666666666666,21,28,13,198.0,54.0,13,3,13,1190,1.3813041048124433,125.34433398861438
75,13,0,0,0,10.0,20,10.0,21.01795714594964,21,22.095238095238095,31.418942186317448,1,36.0,25.949211023627374,3,37.0,54.00000000000001,20,54.0,6,2.861000000000001,58003,0,9,0.9,189.16161431354678,False,0.2161429458083558,5,5.353000000000001,29938,793,0,0.0,7930.0,False,-0.29031650339110776,0,0.2,66264,37,363,1.0,12182.74042803337,False,0.03032167878017666,0,4.313000000000001,40954,828,0,0.0,17402.8685168463,False,-0.2929195133081316,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,3,13.118000000000002,31122,802,0,0.0,25197.991633426594,False,-0.5423945677159677,0,1.2080000000000002,153872,0,57,0.0,3078.0000000000005,False,0.08200065444570537,9,6.581000000000001,97228,990,0,0.0,25689.7189133911,False,-0.23365201968422605,0.2375,573452,0.0,0.0,14,0,0,4,10,9.23076923076923,21,25,16,131.0,57.0,9,4,16,830,1.3315616389736533,126.67589562758803
76,16,0,0,0,10.0,20,10.0,20.406723843076797,10,9.0,31.418942186317448,0,,25.949211023627374,0,,54.000000000000014,20,54.0,0,2.855000000000001,57958,0,13,0.9,265.28740995999834,False,0.21599773308590808,5,5.398000000000001,29763,804,0,0.0,8040.0,False,-0.2928284350665662,0,0.2,66174,37,373,1.0,12474.314217690251,False,0.031116069672843832,0,4.3130000000000015,40954,828,0,0.0,16896.76734206759,False,-0.29652288794700266,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,0,13.115000000000002,31122,802,0,0.0,25197.991633426594,False,-0.5423945677159677,0,1.2080000000000002,154358,0,48,0.0,2592.000000000001,False,0.083692466215981,11,6.682000000000002,96997,990,0,0.0,25689.7189133911,False,-0.23526028519424116,0.2375,573397,0.0,0.0,13,0,0,5,5,5.0,23,28,15,171.0,75.0,11,5,15,731,1.4505808521062136,128.12647647969425
77,15,0,0,0,10.0,20,10.0,20.406723843076797,0,,31.418942186317448,0,,25.13449536098064,19,20.42105263157895,54.00000000000002,20,54.0,0,2.855000000000001,57858,0,23,1.0,469.35464839076633,False,0.2160403023569326,0,5.393000000000001,29663,814,0,0.0,8140.0,False,-0.2938750732646739,0,0.2,66174,27,383,1.0,12584.436401122655,False,0.03190012531770752,0,4.313000000000001,40954,828,0,0.0,16896.76734206759,False,-0.29652288794700266,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,19,13.305000000000003,30454,802,0,0.0,25197.991633426594,False,-0.5493861840562543,0,1.2080000000000002,154722,5,46,1.0,2609.672476804904,False,0.08628822233332498,8,6.751000000000002,96778,994,0,0.0,24983.688388814757,False,-0.2392427631922513,0.375,572674,0.0,0.0,13,0,0,5,6,6.0,23,28,15,161.0,57.0,11,4,15,848,1.3191929794847965,129.44566945917904
78,15,0,0,0,10.0,20,10.0,20.26229611863154,25,19.24,31.47796631411184,1,36.0,25.13449536098064,0,,54.000000000000014,20,54.0,0,2.855000000000001,58174,2,13,1.0,283.40984954221,False,0.2207088864768296,5,5.4430000000000005,29518,822,0,0.0,8220.0,False,-0.2960730134807,0,0.2,66120,27,392,1.0,12886.444790334892,False,0.0332814398537216,0,4.313000000000001,40563,843,0,0.0,17081.115628006388,False,-0.3007780905362231,0,0.2,96071,0,0,0.0,0.0,False,0.005526307526454058,0,13.286000000000003,30418,803,0,0.0,25276.806950231807,False,-0.5493505178284552,0,1.2080000000000002,155370,0,39,0.5,2106.0000000000005,False,0.08904638906100966,8,6.823000000000001,96646,994,0,0.0,24983.688388814757,False,-0.24016177205511707,0.3125,572880,0.0,0.0,16,0,0,8,4,4.0,19,27,15,161.0,57.0,11,4,15,1320,1.3896047910675406,130.83527425024658
