index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,36,0,0,0,10.000000000000002,20,10.0,11.451387443559948,24,11.166666666666666,17.686072552964394,0,,39.057391474167964,5,41.0,37.99999999999999,12,38.0,0,1.7120000000000004,42524,10,65,1.0,844.3401838313966,False,0.21705359174528016,19,4.7010000000000005,21712,547,0,0.0,5470.000000000001,False,-0.30719528438235044,0,10.352,-34372.555555555555,428,0,0.0,4901.193825843658,True,-1.6630791957673907,0,0.2,48245,197,238,1.0,6465.208593986836,False,0.06928678278828093,0,0.2,64313,140,271,1.0,13060.603246914534,False,0.10222490973592756,0,0.263,60753,286,285,1.0,16189.573320285686,False,0.07117742535968198,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.857,81350,7,91,1.0,3731.401740319175,False,-0.03604085778308534,0.625,405224,0.0,0.1,21,0,0,15,1,1.0,18,33,36,215.0,188.0,13,23,36,901,1.5931778233498335,110.43331068009138
55,36,0,0,0,10.000000000000002,20,10.0,11.89873627485923,41,14.170731707317072,17.57943083476946,5,13.0,39.64867823202688,18,43.0,37.99999999999999,11,38.0,0,1.7120000000000002,43004,8,40,1.0,555.9494509943693,False,0.22656997550081298,6,4.742000000000002,21495,559,0,0.0,5590.000000000001,False,-0.3116445149771871,0,10.352000000000002,-34372.555555555555,428,0,0.0,5092.6591256397505,True,-1.6610906483472991,0,0.2,47729,228,243,1.0,6984.713563516883,False,0.0639640393369291,0,0.2,64248,135,281,1.0,13514.50174589343,False,0.10474461862596615,0,0.263,61527,276,277,1.0,15834.606780667818,False,0.08045841006851881,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,80994,15,90,1.0,4014.7301734804028,False,-0.03852369378363429,0.625,405324,0.0,0.1,18,0,0,16,2,2.0,21,37,41,269.0,161.0,17,19,41,2017,1.7844899389892817,112.21780061908066
56,41,0,0,0,10.000000000000002,20,10.0,11.90305810080832,10,12.0,17.57943083476946,0,,38.54687633265096,11,27.727272727272727,37.99999999999999,8,38.0,0,1.7120000000000002,42934,5,50,1.0,645.1529050404159,False,0.22585021261428317,10,4.836000000000001,21295,572,0,0.0,5720.000000000001,False,-0.3154702865077791,0,10.352000000000002,-34372.555555555555,428,0,0.0,5094.508867145961,True,-1.66107143704006,0,0.2,47609,228,253,1.0,7161.49324818097,False,0.06330743683458276,0,0.2,64463,125,286,1.0,13221.835485484356,False,0.10581298123227766,0,0.263,61617,266,281,1.0,15507.800851523596,False,0.07931636030311005,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,80993,16,92,1.0,4112.750021322415,False,-0.03796755348082045,0.625,405238,0.0,0.1,15,0,0,14,2,539.0711805555555,23,37,34,258.0,140.0,18,23,34,809,1.6346135148778558,113.85241413395852
57,34,0,0,0,10.000000000000002,20,10.0,11.700094358184263,4,1.0,17.67211763729581,1,36.0,38.54687633265096,0,,37.99999999999999,10,38.0,0,1.7120000000000002,42824,6,60,1.0,762.0056614910558,False,0.22438866525194912,4,4.866000000000001,21133,581,0,0.0,5810.000000000001,False,-0.3187859551676255,0,10.352000000000002,-34372.555555555555,428,0,0.0,5007.640385302864,True,-1.661973648018448,0,0.2,47641,222,262,1.0,7227.515768488408,False,0.06465784313581076,0,0.2,64463,115,296,1.0,13442.168922753703,False,0.10752702474408939,0,0.263,61581,257,291,1.0,15758.875245586452,False,0.0807094366653684,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,81373,6,92,1.0,3727.2812579959054,False,-0.03579829451969894,0.625,405342,0.0,0.1,18,0,0,13,3,372.5973715651135,24,37,33,222.0,162.0,15,19,33,616,1.5280743213370442,115.38048845529556
58,33,0,0,0,10.000000000000002,20,10.0,13.171440486091464,26,24.115384615384617,17.7740150957844,1,36.0,38.70718002611537,4,43.0,37.99999999999999,6,38.0,0,1.7120000000000002,43369,4,45,1.0,632.714821874116,False,0.23800145693703234,1,4.872000000000002,20996,593,0,0.0,5930.000000000001,False,-0.32096806189248167,0,10.352000000000002,-34372.555555555555,428,0,0.0,5637.376528047147,True,-1.655433245223131,0,0.2,47050,238,271,1.0,7951.560926647341,False,0.0599015508978371,0,0.2,64599,106,302,1.0,13573.613968039987,False,0.11066555138269553,0,0.263,61581,247,301,1.0,16041.042916519473,False,0.08290450824233722,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,81429,0,96,1.0,3647.999999999999,False,-0.035608789834003264,0.625,405351,0.0,0.1,17,0,0,11,1,1.0,19,30,35,195.0,153.0,11,22,35,1261,1.4466280760243535,116.82711653131992
59,35,0,0,0,10.000000000000002,20,10.0,12.935369889658958,6,5.166666666666667,19.482456560176388,32,28.125,38.739780440511794,1,42.0,37.99999999999999,10,38.0,0,1.7120000000000002,43259,5,55,1.0,761.4453439312426,False,0.23670821186175148,6,4.931000000000001,20815,602,0,0.0,6020.000000000001,False,-0.3248221724714484,0,10.352000000000002,-34372.555555555555,428,0,0.0,5536.3383127740335,True,-1.6564826222252613,0,0.2,47919,234,249,1.0,7878.008237664117,False,0.07718840344879857,0,0.2,63741,128,311,1.0,14541.826156701745,False,0.10484827343287031,0,0.263,61581,237,311,1.0,16665.41392176097,False,0.08776168781417529,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,81767,0,87,0.1,3305.9999999999995,False,-0.03367428498615729,0.5125,405409,0.0,0.1,20,0,0,13,3,3.0,23,36,24,188.0,147.0,14,21,24,1522,1.581281584687531,118.40839811600745
60,24,0,0,0,10.000000000000002,20,10.0,12.388092065559148,16,6.125,19.901835232884142,12,26.0,39.11440407677976,17,41.11764705882353,37.99999999999999,8,38.0,0,1.7120000000000002,43139,7,65,1.0,875.2259842613446,False,0.23491974359199339,16,5.085000000000001,20477,610,0,0.0,6100.000000000001,False,-0.3332672088871256,0,10.352000000000002,-34372.555555555555,428,0,0.0,5302.103404059315,True,-1.658915372305386,0,0.2,48133,240,247,1.0,7888.895398256578,False,0.08174665986307769,0,0.2,64164,129,304,1.0,14458.115584383102,False,0.1107783640438684,0,0.263,61545,228,321,1.0,17093.342141743888,False,0.09053056603662421,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,81372,7,89,1.0,3655.800828537458,False,-0.036223888073618524,0.625,405157,0.0,0.1,24,0,0,10,3,3.0,15,25,28,99.0,92.0,8,16,28,1515,1.2490636222064495,119.6574617382139
61,28,0,0,0,10.000000000000002,20,10.0,13.150099306786894,23,19.08695652173913,20.09140128851208,2,36.0,39.233820690557884,6,41.166666666666664,37.99999999999999,5,38.0,0,1.7120000000000002,43438,6,58,1.0,822.7057597936398,False,0.24264893246512365,6,5.1290000000000004,20298,621,0,0.0,6210.000000000001,False,-0.33678125088559524,0,10.352,-34372.555555555555,428,0,0.0,5628.24250330479,True,-1.6555281106705821,0,0.2,47766,253,255,1.0,8450.282453187665,False,0.07995391189800662,0,0.2,64375,120,308,1.0,14494.984927313279,False,0.114348053827527,0,0.263,61509,219,331,1.0,17386.411530758807,False,0.0922503347498857,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,81315,3,94,1.0,3689.701462071673,False,-0.036687818051874384,0.625,405028,0.0,0.1,21,0,0,15,2,2.0,16,31,31,146.0,126.0,11,17,31,1098,1.4593820283189416,121.11684376653284
62,31,0,0,0,10.000000000000002,20,10.0,13.150099306786894,0,,20.427024638403097,11,25.09090909090909,39.57227831397893,22,41.0,37.99999999999999,3,38.0,0,1.7120000000000004,43318,8,68,1.0,974.2067528615088,False,0.24139494364584005,0,5.123000000000001,20218,629,0,0.0,6290.000000000001,False,-0.3379148128205855,0,10.352,-34372.555555555555,428,0,0.0,5628.24250330479,True,-1.6555281106705821,0,0.2,48042,243,254,1.0,8383.938389703602,False,0.08499790608723778,0,0.2,64749,111,308,1.0,14455.661455568254,False,0.11986107273324915,0,0.263,61761,219,329,1.0,17492.797961109343,False,0.0969987238895753,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.857,80527,15,101,1.0,4431.584174709683,False,-0.04151896756107773,0.625,404942,0.0,0.1,20,0,0,16,0,0.0,17,33,33,172.0,117.0,12,19,33,1492,1.769878518767655,122.8867222853005
63,33,0,0,0,10.0,20,10.0,13.46413939945516,32,15.25,21.273373818130818,8,36.875,39.67487890714213,8,41.0,37.99999999999999,4,38.0,0,1.7120000000000002,43586,8,62,1.0,914.7766427662199,False,0.24814771222782064,16,5.283000000000001,19878,639,0,0.0,6390.0,False,-0.3461331368492646,0,10.352000000000002,-34372.555555555555,428,0,0.0,5762.6516629668085,True,-1.6541321449892434,0,0.2,47849,265,256,1.0,9013.980638297107,False,0.08753251462649142,0,0.2,65077,101,310,1.0,14447.823216845272,False,0.12490332812258088,0,0.263,61466,217,339,1.0,18066.10606805557,False,0.09686887237296829,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,80351,13,107,1.0,4581.773425792847,False,-0.042687841429721644,0.625,404534,0.0,0.1,19,0,0,17,2,2.0,19,36,32,185.0,154.0,14,19,32,1343,1.825821771286428,124.71254405658692
64,32,0,0,0,10.0,20,10.0,13.435912297402815,1,8.0,21.273373818130818,0,,39.84743507140637,15,41.0,37.99999999999999,0,,0,1.7120000000000002,43496,7,72,1.0,1037.3856854130026,False,0.2473345096694675,1,5.277000000000002,19757,650,0,0.0,6500.0,False,-0.3480035140419985,0,10.352000000000002,-34372.555555555555,428,0,0.0,5750.570463288405,True,-1.6542576196234338,0,0.2,47841,256,266,1.0,9098.310983757918,False,0.08824218960323547,0,0.2,65282,91,315,1.0,14487.819064942913,False,0.12840398818277438,0,0.263,61876,207,339,1.0,17911.86886955984,False,0.1020480518223814,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79736,18,117,1.0,5163.253831285314,False,-0.04644402196714056,0.625,404315,0.0,0.1,13,0,0,22,1,1.0,14,36,37,237.0,165.0,17,15,37,815,1.777290876954794,126.48983493354172
65,37,0,0,0,10.0,20,10.0,13.237091477706592,28,12.0,21.273373818130818,0,,39.97564984526911,12,41.083333333333336,38.0,12,38.0,0,1.7120000000000002,43738,5,68,1.0,950.1222204840483,False,0.25295607759917316,14,5.416000000000001,19385,662,0,0.0,6620.0,False,-0.3568452971349222,0,10.352000000000002,-34372.555555555555,428,0,0.0,5665.475152458422,True,-1.6551414145512513,0,0.2,47505,274,276,1.0,9498.414238695712,False,0.0854182858906538,0,0.2,65324,81,324,1.0,14675.253829135787,False,0.13051556508281698,0,0.263,62327,197,338,1.0,17702.62428987273,False,0.10743721539272118,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79699,20,115,1.0,5169.512996905382,False,-0.046836372184221646,0.625,404305,0.0,0.1,21,0,0,26,1,1.0,13,39,39,257.0,195.0,17,20,39,1471,2.669609705917537,129.15944463945925
66,39,0,0,0,10.0,20,10.0,12.949745264630835,14,9.214285714285714,23.144522472551458,22,35.04545454545455,39.738022414499234,1,15.0,37.99999999999999,8,38.0,0,1.7120000000000002,43731,5,71,1.0,969.4319137887893,False,0.25303131342688234,7,5.472000000000001,19174,672,0,0.0,6720.0,False,-0.36140788392325784,0,10.352000000000002,-34372.555555555555,428,0,0.0,5542.490973261997,True,-1.6564187210528138,0,0.2,48147,278,264,1.0,9710.183116320957,False,0.10095325408500849,0,0.2,65303,72,333,1.0,14899.16708205195,False,0.13193072582617857,0,0.263,61592,208,348,1.0,18642.892474536435,False,0.1033162640186115,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79988,11,117,1.0,4883.11824655949,False,-0.04514741479166721,0.625,404262,0.0,0.1,21,0,0,24,3,3.0,13,37,45,258.0,204.0,16,23,45,1383,1.9215415874496102,131.08098622690886
67,45,0,0,0,10.000000000000002,20,10.0,13.825245864215482,54,16.685185185185187,23.298547643220267,32,24.0,39.738022414499234,0,,38.0,1,38.0,0,1.7120000000000002,44241,6,55,1.0,820.3885225318515,False,0.2653723541606236,28,5.745000000000001,18806,681,0,0.0,6810.000000000001,False,-0.3705613965483039,0,10.352000000000002,-34372.555555555555,428,0,0.0,5917.205229884226,True,-1.6525269606707955,0,0.2,48014,322,242,1.0,10089.97769793669,False,0.102135117962867,0,0.2,64535,94,343,1.0,15820.205166635942,False,0.1271467425406932,0,0.263,61592,198,358,1.0,18839.32445774834,False,0.10484437055799735,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,80026,1,126,1.0,4827.738022414499,False,-0.04502798647923302,0.625,403541,0.0,0.1,15,0,0,21,2,2.0,20,41,45,273.0,195.0,18,27,45,1626,1.833901516161859,132.91488774307072
68,45,0,0,0,10.0,20,10.0,13.825245864215482,0,,23.377458618062715,1,36.0,39.80137863822325,5,41.0,38.0,0,,0,1.7120000000000002,44141,6,65,1.0,958.6409811740064,False,0.26449742087984246,0,5.717000000000001,18706,691,0,0.0,6910.0,False,-0.3719783489670417,0,10.352000000000002,-34372.555555555555,428,0,0.0,5917.205229884226,True,-1.6525269606707955,0,0.2,48050,312,251,1.0,10181.218822768973,False,0.10383053075037366,0,0.2,64535,84,353,1.0,16013.593183210074,False,0.1286511691006337,0,0.263,61761,189,363,1.0,18866.240124488893,False,0.10768316497198582,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79821,0,132,0.6,5016.0,False,-0.046312277734660075,0.575,403341,0.0,0.1,11,0,0,13,0,0.0,28,41,40,306.0,213.0,20,25,40,441,1.8304685782641172,134.74535632133484
69,40,0,0,0,10.0,20,10.0,13.439648526281754,9,4.555555555555555,23.492962273737042,33,24.0,39.80137863822325,0,,38.0,1,38.0,0,1.7120000000000002,44021,8,75,1.0,1087.9736394711317,False,0.2629293173048309,9,5.807000000000002,18476,699,0,0.0,6990.0,False,-0.37736276815824527,0,10.352,-34372.555555555555,428,0,0.0,5752.169569248591,True,-1.654241011402336,0,0.2,48801,311,228,1.0,9536.12609008567,False,0.1127303195763125,0,0.2,63743,107,363,1.0,16961.647408964902,False,0.12370394573899536,0,0.263,61761,179,373,1.0,19051.154479056204,False,0.10912167223450119,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79859,0,131,0.0,4978.0,False,-0.04609218436873747,0.5,402988,0.0,0.1,14,0,0,12,2,2.0,25,37,34,195.0,169.0,13,27,34,1030,1.6693376349285245,136.41469395626336
70,34,0,0,0,10.0,20,10.0,13.665830162180612,51,14.529411764705882,23.492962273737042,0,,40.00205665497175,6,43.0,38.0,0,,0,1.7120000000000004,44321,8,69,1.0,1022.9422811904622,False,0.2705095684131616,35,6.148000000000001,18024,709,0,0.0,7090.0,False,-0.388755065604897,0,10.352,-34372.555555555555,428,0,0.0,5848.975309413302,True,-1.6532355926394602,0,0.2,48060,352,238,1.0,10401.697238236991,False,0.10632812552695137,0,0.2,63743,97,373,1.0,17199.584472856957,False,0.12555493343127713,0,0.263,62019,169,377,1.0,19051.085983185912,False,0.11313526662195567,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.857,79601,0,137,0.6,5206.0,False,-0.047760260405203474,0.575,402095,0.0,0.1,11,0,0,14,2,2.0,23,37,32,214.0,141.0,15,19,32,858,1.7165311966091394,138.1312251528725
71,32,0,0,0,10.0,20,10.0,12.753937289942114,42,7.9523809523809526,23.492962273737042,0,,40.218160117307356,11,41.90909090909091,38.0,0,,0,1.7120000000000002,44496,9,59,1.0,842.4823001065847,False,0.272911869811922,22,6.333000000000001,17532,718,0,0.0,7180.0,False,-0.40142262022841274,0,10.352000000000002,-34372.555555555555,428,0,0.0,5458.685160095225,True,-1.6572891233332216,0,0.2,47726,384,248,1.0,10723.766563224559,False,0.10273530974226831,0,0.2,63989,87,377,1.0,17206.134082039996,False,0.12943330855911497,0,0.263,62234,159,382,1.0,19098.7181663356,False,0.11685091847537538,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79140,1,147,1.0,5626.218160117307,False,-0.05066654603937756,0.625,401444,0.0,0.1,15,0,0,13,3,3.0,19,32,24,176.0,141.0,12,20,24,946,1.4490022556856275,139.58022740855813
72,24,0,0,0,10.0,20,10.0,12.502608668139459,9,5.888888888888889,23.175142042001667,5,13.0,38.85300756079057,5,15.0,38.00000000000001,11,38.0,0,1.7120000000000002,44411,12,64,1.0,920.1669547609254,False,0.2716038052931805,4,6.351000000000002,17394,725,0,0.0,7250.0,False,-0.40434154221101254,0,10.352000000000002,-34372.555555555555,428,0,0.0,5351.116509963688,True,-1.6584063250503451,0,0.2,47738,383,253,1.0,10651.810056523835,False,0.10223723626483971,0,0.2,63924,82,387,1.0,16936.47557347009,False,0.1263242385875102,0,0.263,62309,149,387,1.0,18489.2100902842,False,0.11327625978470125,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79483,0,142,0.6,5396.000000000001,False,-0.04802668921658346,0.575,401586,0.0,0.1,19,0,0,11,1,1.0,20,31,25,121.0,92.0,9,15,25,803,1.5109231658279896,141.09115057438612
73,25,0,0,0,10.0,20,10.0,12.13004439992255,11,4.636363636363637,23.175142042001667,0,,39.21014990993081,11,41.90909090909091,38.00000000000001,12,38.0,0,1.7120000000000002,44356,12,69,1.0,956.973063594656,False,0.2705666826819319,6,6.407000000000002,17177,735,0,0.0,7350.0,False,-0.4090741632895967,0,10.352000000000002,-34372.555555555555,428,0,0.0,5191.659003166851,True,-1.6600624414019387,0,0.2,47687,384,263,1.0,10752.999406616698,False,0.10222881690225477,0,0.2,64139,72,392,1.0,17038.988991717,False,0.13046682893063177,0,0.263,62555,139,391,1.0,18552.51335862118,False,0.11759613958132645,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79478,1,140,1.0,5359.210149909932,False,-0.048297692784934475,0.625,401719,0.0,0.1,21,0,0,10,2,2.0,18,28,28,111.0,113.0,7,18,28,1162,1.3626690115779638,142.45381958596408
74,28,0,0,0,10.0,20,10.0,13.547907930148934,34,22.264705882352942,22.962528701745793,11,20.09090909090909,39.30990218432488,5,41.0,38.00000000000001,14,38.0,0,1.7120000000000002,45021,10,48,1.0,750.2995806471488,False,0.2864836849356299,3,6.431000000000002,17012,747,0,0.0,7470.0,False,-0.41204976336894605,0,10.352000000000002,-34372.555555555555,428,0,0.0,5798.504594103744,True,-1.653759778540644,0,0.2,47151,408,262,1.0,11543.728955358163,False,0.09930755842464133,0,0.2,64279,67,397,1.0,17144.520590193948,False,0.1334660011995235,0,0.263,62399,135,401,1.0,18863.21215064996,False,0.11758601707287628,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79805,0,132,0.6,5016.000000000001,False,-0.046497619516489626,0.575,401994,0.0,0.1,25,0,0,12,1,1.0,19,31,34,153.0,114.0,10,18,34,1903,1.661419757641852,144.11523934360594
75,34,0,0,0,10.0,20,10.0,13.461393439248226,2,4.0,22.962528701745793,0,,39.70947790262254,25,41.0,38.00000000000001,14,38.0,0,1.7120000000000002,44951,7,58,1.0,850.7608194763972,False,0.2859234395028821,2,6.448000000000002,16852,760,0,0.0,7600.0,False,-0.41474197296454784,0,10.352000000000002,-34372.555555555555,428,0,0.0,5761.476391998241,True,-1.6541443512848746,0,0.2,47143,400,272,1.0,11630.365182574147,False,0.10004118215460658,0,0.2,64894,57,392,1.0,16874.979473827545,False,0.1409377147000105,0,0.263,62809,125,401,1.0,18793.816726669862,False,0.1234252075262542,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79312,15,128,1.0,5459.642168539339,False,-0.049638918481243736,0.625,402288,0.0,0.1,24,0,0,11,1,1.0,25,36,37,232.0,130.0,15,19,37,1757,1.7633415702730417,145.87858091387898
76,37,0,0,0,10.0,20,10.0,13.193775767755145,6,4.333333333333333,23.084342342469384,6,26.0,39.77389517564229,5,41.0,38.00000000000001,8,38.0,0,1.7120000000000002,44881,4,68,1.0,937.1767522073499,False,0.2851641787656552,6,6.506000000000002,16626,773,0,0.0,7730.0,False,-0.4193045597528835,0,10.352000000000002,-34372.555555555555,428,0,0.0,5646.9360285992025,True,-1.6553339608087732,0,0.2,47273,396,276,1.0,11596.013690552587,False,0.10238475437822055,0,0.2,64858,48,402,1.0,17097.15429304673,False,0.1421059721270731,0,0.263,62894,120,406,1.0,18918.322522407096,False,0.12571626127928606,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79411,10,130,1.0,5337.738951756423,False,-0.049198171187714065,0.625,402270,0.0,0.1,19,0,0,17,2,2.0,22,39,36,243.0,135.0,17,20,36,865,2.0243311785161495,147.90291209239513
77,36,0,0,0,10.0,20,10.0,13.920383242867677,23,19.73913043478261,23.365829109043204,3,36.0,39.89631950769898,10,41.0,38.00000000000001,5,38.0,0,1.7120000000000002,45255,2,55,1.0,785.6210783577222,False,0.2936155110714672,0,6.500000000000002,16506,785,0,0.0,7850.0,False,-0.42100490265536883,0,10.352,-34372.555555555555,428,0,0.0,5957.924027947366,True,-1.6521040576125186,0,0.2,46927,409,283,1.0,12305.966384192106,False,0.10257121000573421,0,0.2,64991,40,407,1.0,17172.435203995214,False,0.14476090429881291,0,0.263,63063,111,411,1.0,18990.994348768076,False,0.1289110073340912,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,79191,10,135,1.0,5528.963195076991,False,-0.05063906312580654,0.625,402260,0.0,0.1,22,0,0,13,0,0.0,21,34,34,186.0,146.0,12,24,34,1362,1.6925240000709891,149.59543609246612
78,34,0,0,0,10.0,20,10.0,14.512133205707299,13,23.0,24.99686605778374,20,35.1,39.95432439826654,5,41.0,38.00000000000001,2,38.0,0,1.7120000000000004,45474,0,52,1.0,754.6309266967795,False,0.2993826469620083,0,6.500000000000002,16386,797,0,0.0,7970.0,False,-0.42270524555785416,0,10.352,-34372.555555555555,428,0,0.0,6211.193012042724,True,-1.6494736207372813,0,0.2,47330,412,273,1.0,12803.143314526369,False,0.11610592948492349,0,0.2,64530,49,412,1.0,17686.028088917217,False,0.14158377614952802,0,0.263,63027,102,421,1.0,19370.450909564155,False,0.1313028091855379,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.857,79062,5,143,1.0,5633.771621991334,False,-0.051526338098211874,0.625,402136,0.0,0.1,18,0,0,11,0,0.0,20,31,33,171.0,124.0,12,22,33,1482,1.8287044689059258,151.42414056137204
79,33,0,0,0,10.0,20,10.0,14.512133205707299,0,,27.22582526259337,37,35.027027027027025,40.16807822727312,22,41.0,38.00000000000001,0,,0,1.7120000000000002,45384,0,61,0.9,885.2401255481452,False,0.29868280281049875,0,6.500000000000002,16276,808,0,0.0,8080.0,False,-0.42426389321846575,0,10.352000000000002,-34372.555555555555,428,0,0.0,6211.193012042724,True,-1.6494736207372813,0,0.2,48626,402,246,1.0,12531.430563292302,False,0.14020429732138576,0,0.2,65191,40,405,1.0,17357.10469254935,False,0.14930923321261927,0,0.263,61972,128,426,1.0,20596.5069584303,False,0.12442632955074669,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,78160,17,153,1.0,6496.857329863644,False,-0.05697604845608183,0.6125,401936,0.0,0.1,15,0,0,12,0,0.0,23,35,29,227.0,101.0,14,19,29,2398,1.552771968767047,152.9769125301391
80,29,0,0,0,10.0,20,10.0,14.448361476472542,1,3.0,27.22582526259337,0,,40.16807822727312,0,,38.0,4,38.0,0,1.7120000000000002,45264,2,71,1.0,1045.8336648295503,False,0.29755765104471266,1,6.510000000000002,16180,816,0,0.0,8160.0,False,-0.425850879927452,0,10.352000000000002,-34372.555555555555,428,0,0.0,6183.898711930247,True,-1.6497570977439748,0,0.2,48623,393,256,1.0,12648.017327477612,False,0.1413528449947823,0,0.2,65191,30,415,1.0,17486.527222196146,False,0.15031605201403495,0,0.263,61972,118,436,1.0,20725.929488077098,False,0.12543314835216257,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,78312,7,159,1.0,6323.1765475909115,False,-0.05622124858045047,0.625,401869,0.0,0.1,11,0,0,13,1,1.0,17,30,26,162.0,130.0,10,19,26,352,1.4919699598103762,154.46888248994946
81,26,0,0,0,10.0,20,10.0,14.103466657826619,10,8.5,27.22582526259337,0,,40.56717199285517,20,42.5,38.0,8,38.0,0,1.7120000000000002,45259,1,71,1.0,1011.3461327056899,False,0.2969272838822468,0,6.509000000000002,16070,827,0,0.0,8270.0,False,-0.4274095275880636,0,10.352000000000002,-34372.555555555555,428,0,0.0,6036.283729549793,True,-1.651290218328708,0,0.2,48538,393,266,1.0,12784.731916375698,False,0.14100714465929637,0,0.2,65826,20,410,1.0,17177.05702232249,False,0.15778831719635378,0,0.263,62187,108,441,1.0,20830.511977209215,False,0.12959183465225846,0,0.2,86327,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,77766,17,161,1.0,6807.641923878538,False,-0.05974004700801287,0.625,401973,0.0,0.1,19,0,0,16,0,0.0,15,31,35,135.0,137.0,10,16,35,1439,1.424914070405066,155.89379656035453
