index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,38,0,0,0,10.000000000000002,20,10.0,43.11777915408177,19,46.0,3.5002739301954486,21,2.6666666666666665,60.922760946553026,3,61.666666666666664,56.999999999999986,8,57.0,9,1.4420000000000002,48174,22,10,1.0,651.1777915408177,False,0.6675120816836998,0,0.2,23725,536,0,0.0,5360.000000000001,False,-0.09214371669245315,8,3.304000000000001,23006,324,0,0.0,13970.160445922493,False,-0.4037558603785041,13,3.795000000000001,18866.0,345,0,0.0,14875.633808158209,False,-0.47706129415349696,0,0.2,67887,0,296,0.9,18033.137240179694,False,0.1986590701095709,0,0.2,67646,3,262,1.0,15972.26418978748,False,0.17884179829317834,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,77717,0,46,0.3,2621.9999999999995,False,-0.05731633127765916,0.39999999999999997,410854,0.0,0.0,15,0,0,17,7,6.473684210526316,20,37,37,195.0,91.0,14,24,37,841,2.579064302146435,88.8872464261949
55,37,0,0,0,10.000000000000002,20,10.0,43.10477878419225,19,43.0,3.6236040679189556,15,4.666666666666667,60.962124146658816,2,61.5,56.99999999999999,10,57.0,9,1.5230000000000004,48619,24,10,1.0,671.0477878419226,False,0.6831536494385752,0,0.2,23645,544,0,0.0,5440.000000000001,False,-0.09351899604607186,11,3.406000000000001,22566,324,0,0.0,13965.948326078289,False,-0.41254524526761144,4,3.822000000000001,17916.0,364,0,0.0,15690.139477445979,False,-0.4878514962480519,0,0.2,67862,0,301,0.5,18349.599368144303,False,0.2007356788564504,0,0.2,67724,3,270,1.0,16470.64433180164,False,0.18394155313290333,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,78164,0,38,0.2,2165.9999999999995,False,-0.054703994846898,0.3375,410329,0.0,0.0,15,0,0,11,7,6.473684210526316,23,34,38,195.0,80.0,13,24,38,893,1.4160111425444484,90.30325756873935
56,38,0,0,0,10.000000000000002,20,10.0,43.10477878419225,0,,3.8604030365614634,16,5.75,61.000008088513106,2,61.5,56.99999999999999,12,57.0,0,1.5140000000000002,48509,25,20,1.0,1112.095575683845,False,0.6869536801733515,0,0.2,23555,553,0,0.0,5530.000000000001,False,-0.0950661853188929,12,3.515000000000001,22113,324,0,0.0,13965.948326078289,False,-0.42155120948232316,4,3.8580000000000005,17772.0,364,0,0.0,15690.139477445979,False,-0.4907143193096821,0,0.2,67800,1,311,1.0,18974.862918564137,False,0.20464215622809429,0,0.2,67817,0,276,0.8,16836.00223242962,False,0.18823842881970781,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,78725,0,28,0.2,1595.9999999999998,False,-0.05141173523552778,0.375,410124,0.0,0.0,24,0,0,8,5,5.0,30,38,35,199.0,80.0,14,24,35,1007,1.5000933771952987,91.80335094593465
57,35,0,0,0,10.000000000000002,20,10.0,42.995535025658825,17,42.0,3.798687682001715,15,3.2666666666666666,61.07258596663347,2,62.0,57.0,13,57.0,0,1.5140000000000002,49103,27,13,1.0,828.9419553335647,False,0.7025088869749624,0,0.2,23475,561,0,0.0,5610.000000000001,False,-0.0964414646725116,8,3.583000000000001,21081,341,0,0.0,14661.47744374966,False,-0.4351542997639199,7,3.924000000000001,17517.0,364,0,0.0,15650.374749339811,False,-0.49617917744195017,0,0.2,67919,0,313,0.4,19115.719407556277,False,0.20759468349665114,0,0.2,67773,2,286,1.0,17474.356961821173,False,0.19252748653185242,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,79342,0,17,0.2,969.0,False,-0.04779144251070581,0.32499999999999996,410043,0.0,0.0,20,0,0,9,7,7.0,23,32,38,122.0,102.0,8,27,38,1779,1.3733677826821804,93.17671872861683
58,38,0,0,0,10.000000000000002,20,10.0,43.19495231597241,11,46.0,3.97828541199499,15,5.533333333333333,61.12751983396811,5,61.4,57.0,7,57.0,0,1.5140000000000002,49499,28,12,1.0,798.3394277916689,False,0.7155980647720761,0,0.2,23385,570,0,0.0,5700.000000000001,False,-0.09798865394533264,9,3.665000000000001,20766,341,0,0.0,14729.478739746592,False,-0.4407407679945667,6,3.9770000000000008,16791.0,375,0,0.0,16198.107118489654,False,-0.5051679212873792,0,0.2,68056,0,315,0.5,19255.168747699954,False,0.21081680186180962,0,0.2,67860,2,294,1.0,17979.447402010614,False,0.1978198151595328,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,79434,0,15,0.5,855.0,False,-0.04737394582085813,0.375,409624,0.0,0.0,19,0,0,8,5,5.0,25,33,42,188.0,78.0,12,26,42,1412,1.490713456645608,94.66743218526244
59,42,0,0,0,10.000000000000002,20,10.0,43.19495231597241,0,,3.8729867958687376,10,2.5,61.18175873858821,3,61.666666666666664,57.0,9,57.0,0,1.5140000000000002,49379,30,22,1.0,1250.288950951393,False,0.7192416873122124,0,0.2,23305,578,0,0.0,5780.000000000001,False,-0.09936393329895135,5,3.7060000000000013,20572,341,0,0.0,14729.478739746592,False,-0.4445976268414852,5,4.021000000000001,16608.0,375,0,0.0,16198.107118489654,False,-0.5088060922615342,0,0.2,68051,0,317,0.2,19394.617520132462,False,0.21182562985233683,0,0.2,68025,0,301,1.0,18415.70938031505,False,0.20379149428220203,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,79762,0,9,0.3,513.0,False,-0.04550117495497,0.3125,409535,0.0,0.0,18,0,0,8,6,6.0,25,33,37,155.0,101.0,12,30,37,898,1.401345344260335,96.06877752952278
60,37,0,0,0,10.000000000000002,20,10.0,43.379633499131984,17,45.0,3.789665929765577,7,2.2857142857142856,61.21603179681255,5,61.4,56.99999999999999,9,57.0,0,1.5140000000000002,50044,30,15,1.0,950.6945024869799,False,0.7369553808232246,0,0.2,23205,588,0,0.0,5880.000000000001,False,-0.10108303249097472,2,3.721000000000001,20498,341,0,0.0,14792.455023204007,False,-0.44544279300990053,5,4.066000000000001,15659.0,392,0,0.0,17004.81633165974,False,-0.5196539132041776,0,0.2,68220,0,321,0.7,19650.34620677683,False,0.21645271210742875,0,0.2,68147,0,299,0.0,18303.59350724695,False,0.20481930162448142,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,2.0990000000000006,79968,0,5,0.5,284.99999999999994,False,-0.04440375508451326,0.275,409574,0.0,0.0,18,0,0,11,3,3.0,9,20,34,134.0,95.0,9,28,34,1785,1.2490608869120479,97.31783841643482
61,34,0,0,0,10.000000000000002,20,10.0,43.41795546573612,15,43.8,4.072262657134738,15,6.333333333333333,61.26718004505321,2,62.0,56.99999999999999,9,57.0,0,1.5140000000000002,50561,34,10,1.0,774.1795546573612,False,0.7516963994268069,0,0.2,23145,594,0,0.0,5940.000000000001,False,-0.10211449200618876,7,3.7890000000000006,19839,350,0,0.0,15196.284413007643,False,-0.45452997601384054,8,4.141000000000001,15134.0,398,0,0.0,17280.346275362976,False,-0.5273524227101096,0,0.2,68332,0,322,0.3,19728.031974507132,False,0.21880382785083036,0,0.2,68064,2,309,1.0,18939.703159235713,False,0.20848298855353742,0,0.2,83833,0,0,0.0,0.0,False,0.0,4,2.1390000000000007,80072,0,2,0.2,113.99999999999999,False,-0.04418307826273663,0.3125,408980,0.0,0.0,18,0,0,9,10,10.0,10,19,38,126.0,88.0,8,26,38,1266,1.3485851800069213,98.66642359644175
62,38,0,0,0,10.000000000000002,20,10.0,43.55142980581316,24,44.375,4.35177349138416,20,6.05,61.33905034323868,3,62.0,56.99999999999999,13,57.0,14,1.6540000000000004,51119,31,10,1.0,745.5142980581315,False,0.770388762215199,0,0.2,23015,607,0,0.0,6070.000000000001,False,-0.10434932095581916,11,3.892000000000001,19239,353,0,0.0,15373.654721452045,False,-0.4646952810988862,9,4.223000000000002,13913.0,419,0,0.0,18248.04908863571,False,-0.5420074643276768,0,0.2,68387,0,328,0.7,20119.20851258229,False,0.22270962711261488,0,0.2,68074,5,317,1.0,19466.237826263583,False,0.212742275524982,0,0.2,83833,0,0,0.0,0.0,False,0.0,11,2.245000000000001,79748,0,3,0.3,170.99999999999997,False,-0.04770794317273627,0.375,407328,0.0,0.0,16,0,0,7,15,14.416666666666668,14,21,37,144.0,96.0,10,28,37,635,1.3783486522734165,100.04477224871516
63,37,0,0,0,10.0,20,10.0,43.42611201796342,8,41.0,4.200976968591441,6,1.0,61.31608749743831,2,61.0,56.99999999999999,10,57.0,0,1.6400000000000003,51317,34,12,1.0,861.113344215561,False,0.7791836572840907,0,0.2,22945,614,0,0.0,6140.0,False,-0.10555269039023552,5,3.931000000000001,18726,361,0,0.0,15676.826438484793,False,-0.4718804528977655,1,4.224000000000001,13876.0,419,0,0.0,18195.54093552667,False,-0.5432650006408879,0,0.2,68387,0,328,0.0,20111.676699159765,False,0.22265092972941608,0,0.2,68190,1,325,1.0,19931.92941363604,False,0.21817956773618286,0,0.2,83833,0,0,0.0,0.0,False,0.0,7,2.3040000000000007,79668,0,2,0.2,113.99999999999999,False,-0.04900218291126406,0.275,406942,0.0,0.0,15,0,0,9,7,6.333333333333334,13,22,39,141.0,107.0,10,27,39,707,1.4178047543391585,101.46257700305432
64,39,0,0,0,10.0,20,10.0,43.497924579162905,13,44.30769230769231,4.1404561181010875,9,3.3333333333333335,61.36395152371009,2,62.0,57.0,7,57.0,1,1.6500000000000001,51775,33,10,1.0,764.9792457916291,False,0.7932779653737603,0,0.2,22835,625,0,0.0,6250.0,False,-0.10744369950146124,6,3.9860000000000007,18100,370,0,0.0,16094.232094290275,False,-0.48017661934105094,3,4.253,13600.0,423,0,0.0,18399.62209698591,False,-0.5467234383997425,0,0.2,68483,0,334,0.8,20495.55980891917,False,0.22713893675706207,0,0.2,68188,0,327,0.2,20066.0121482532,False,0.21919333635909172,0,0.2,83833,0,0,0.0,0.0,False,0.0,5,2.3470000000000004,79579,0,2,0.2,114.0,False,-0.05006381735116243,0.275,406393,0.0,0.0,14,0,0,3,9,8.25,8,11,36,162.0,111.0,11,28,36,834,1.3989517828449607,102.86152878589928
65,36,0,0,0,10.0,20,10.0,43.12772938660122,17,40.0,4.064359173664503,13,3.3846153846153846,61.33769199421032,2,61.0,57.0,11,57.0,7,1.7190000000000003,52159,33,10,1.0,761.2772938660122,False,0.8064170069428572,0,0.2,22735,635,0,0.0,6350.0,False,-0.10916279869348461,10,4.080000000000001,17020,387,0,0.0,16690.43127261467,False,-0.49572135911913845,3,4.280000000000001,13510.0,423,0,0.0,18243.029530532316,False,-0.5500692889609113,0,0.2,68439,3,344,1.0,21112.359123529342,False,0.23126000750903505,0,0.2,68310,0,325,0.0,19934.749898118353,False,0.22007193099939482,0,0.2,83833,0,0,0.0,0.0,False,0.0,9,2.4320000000000004,79385,0,2,0.2,114.0,False,-0.05237794186060382,0.275,405391,0.0,0.0,16,0,0,3,9,7.911764705882353,8,11,38,153.0,104.0,11,25,38,379,1.2888988833874464,104.15042766928673
66,38,0,0,0,10.0,20,10.0,43.33096139421497,20,44.8,4.181712010709284,13,5.230769230769231,61.394664970502845,4,61.75,57.0,9,57.0,10,1.812,52635,37,10,1.0,803.3096139421497,False,0.8235054085257376,0,0.2,22675,641,0,0.0,6410.0,False,-0.11019425820869864,6,4.130000000000001,15913,407,0,0.0,17635.701287445492,False,-0.5083329891904026,7,4.347000000000001,13268.0,423,0,0.0,18328.99666975293,False,-0.5540258780342651,0,0.2,68486,0,348,0.5,21365.34340973499,False,0.2339641464021243,0,0.2,68442,1,332,1.0,20387.21048221765,False,0.2256554948893175,0,0.2,83833,0,0,0.0,0.0,False,0.0,7,2.4930000000000008,79126,0,4,0.4,228.0,False,-0.05478749418486754,0.3625,404378,0.0,0.0,17,0,0,6,10,9.833333333333334,7,13,34,183.0,101.0,13,25,34,929,1.3208379726856947,105.47126564197242
67,34,0,0,0,10.000000000000002,20,10.0,43.33096139421497,0,,4.080492595200273,22,3.5454545454545454,61.40868493918324,4,61.5,56.99999999999999,13,57.0,0,1.802,52555,35,20,1.0,1216.6192278842993,False,0.8278600520523345,0,0.2,22555,653,0,0.0,6530.000000000001,False,-0.1122571772391267,8,4.204000000000001,15605,407,0,0.0,17635.701287445492,False,-0.5144562496277784,14,4.480000000000001,12667.0,423,0,0.0,18328.99666975293,False,-0.5659741881734301,0,0.2,68568,3,356,1.0,21873.733316134832,False,0.2392042560252411,0,0.2,68528,0,340,1.0,20878.9528793223,False,0.23082821222078528,0,0.2,83833,0,0,0.0,0.0,False,0.0,9,2.5760000000000005,78922,0,4,0.4,227.99999999999997,False,-0.05722090346283683,0.425,403233,0.0,0.0,19,0,0,2,12,11.333333333333332,10,12,39,177.0,86.0,12,22,39,560,1.3248475948348641,106.79611323680729
68,39,0,0,0,10.0,20,10.0,43.527033613884136,17,45.23529411764706,3.9346594992901784,13,2.5384615384615383,61.42044947421392,4,61.5,57.0,7,57.0,0,1.802,53254,32,13,1.0,885.8514369804938,False,0.8462068323359204,0,0.2,22425,666,0,0.0,6660.0,False,-0.11449200618875709,7,4.266000000000001,15347,407,0,0.0,17715.502680850845,False,-0.518792219872258,6,4.526000000000002,11663.0,440,0,0.0,19151.89479010902,False,-0.5777545249492145,0,0.2,68683,0,363,0.9,22295.623159139654,False,0.2442846033163413,0,0.2,68626,0,345,0.7,21190.0550686038,False,0.23478019162539204,0,0.2,83833,0,0,0.0,0.0,False,0.0,3,2.597000000000001,78865,0,4,0.4,228.0,False,-0.057900826643445896,0.375,402696,0.0,0.0,16,0,0,2,8,8.0,9,11,39,160.0,102.0,11,28,39,1443,1.4641860434785485,108.26029928028584
69,39,0,0,0,10.0,20,10.0,43.58065158879909,19,44.0,3.936705944073286,4,4.0,61.461717037127194,4,61.75,57.0,9,57.0,6,1.862,53782,36,10,1.0,795.8065158879909,False,0.8628125582927281,0,0.2,22365,672,0,0.0,6720.0,False,-0.11552346570397112,1,4.269000000000001,15315,407,0,0.0,17737.32519664123,False,-0.5192114791586359,3,4.550000000000001,10718.0,459,0,0.0,20003.519079258782,False,-0.5880763511008074,0,0.2,68801,0,362,0.1,22249.141567440045,False,0.24576156962062434,0,0.2,68739,0,346,0.3,21265.75409484601,False,0.23713141069582921,0,0.2,83833,0,0,0.0,0.0,False,0.0,5,2.644000000000001,78767,0,4,0.4,228.0,False,-0.05906981737501939,0.225,402320,0.0,0.0,17,0,0,5,9,7.649122807017544,8,13,40,197.0,113.0,13,26,40,561,1.396877396851778,109.65717667713761
70,40,0,0,0,10.0,20,10.0,43.75813866695834,28,44.714285714285715,4.531516370029452,20,7.95,61.48108325128521,3,61.666666666666664,57.0,12,57.0,18,2.0360000000000005,54320,38,10,1.0,817.5813866695834,False,0.8816843972265701,0,0.2,22285,680,0,0.0,6800.0,False,-0.11689874505758982,13,4.398000000000001,13566,435,0,0.0,19034.79032012688,False,-0.5410855832989376,7,4.617000000000002,10502.0,459,0,0.0,20084.985648133876,False,-0.5915607788455877,0,0.2,68879,6,369,1.0,22713.70881794442,False,0.25059781179232854,0,0.2,68687,0,350,0.4,21518.379137949825,False,0.23828968435697664,0,0.2,83833,0,0,0.0,0.0,False,0.0,8,2.7190000000000007,78650,0,3,0.3,171.0,False,-0.06080541075710043,0.3375,400722,0.0,0.0,15,0,0,4,14,12.973684210526315,9,13,35,183.0,94.0,13,27,35,556,1.3221482234075665,110.97932490054518
71,35,0,0,0,10.0,20,10.0,43.77094641823472,9,44.0,4.452318311755639,8,3.25,61.498629824945276,1,62.0,57.0,8,57.0,0,2.0180000000000007,54626,37,11,1.0,851.480410600582,False,0.8927880421282547,0,0.2,22175,691,0,0.0,6910.0,False,-0.11878975416881554,2,4.405000000000001,13103,444,0,0.0,19434.300209696215,False,-0.5463190834026221,6,4.670000000000001,10281.0,459,0,0.0,20090.864405969736,False,-0.5958959800599429,0,0.2,68935,2,378,1.0,23255.386710452825,False,0.2556920938187975,0,0.2,68667,0,352,0.2,21647.517698380736,False,0.23898436436906345,0,0.2,83833,0,0,0.0,0.0,False,0.0,5,2.761000000000001,78682,0,1,0.1,57.0,False,-0.06110362267842019,0.2875,400302,0.0,0.0,18,0,0,2,7,6.5,7,9,41,134.0,107.0,9,26,41,772,1.365428775548935,112.34475367609411
72,41,0,0,0,10.0,20,10.0,43.90674535125985,19,45.0,4.503631513385709,6,5.5,61.463780482365216,2,61.0,57.0,10,57.0,8,2.0980000000000003,55147,38,10,1.0,819.0674535125985,False,0.9101438448257281,0,0.2,22085,700,0,0.0,7000.0,False,-0.12033694344163658,6,4.463000000000001,12893,444,0,0.0,19494.594935959372,False,-0.5498946825451355,0,4.664000000000001,9426.0,478,0,0.0,20987.42427790221,False,-0.603981866024829,0,0.2,68911,0,383,0.5,23540.627924745877,False,0.2575409763766473,0,0.2,68780,0,353,0.3,21696.71451027492,False,0.24112904478221683,0,0.2,83833,0,0,0.0,0.0,False,0.0,9,2.846000000000001,78432,0,2,0.2,114.0,False,-0.06374578030131332,0.25,399507,0.0,0.0,11,0,0,3,8,7.421052631578947,10,13,39,196.0,111.0,13,28,39,379,1.4641401674598455,113.80889384355396
73,39,0,0,0,10.0,20,10.0,43.90674535125985,0,,4.245685174502595,14,2.2142857142857144,61.466390457831736,2,61.5,57.0,11,57.0,0,2.0900000000000003,55037,39,20,1.0,1268.134907025197,False,0.9140817415682517,0,0.2,21995,709,0,0.0,7090.0,False,-0.12188413271445762,1,4.4670000000000005,12858,444,0,0.0,19494.594935959372,False,-0.5505905075948373,13,4.7940000000000005,8870.0,478,0,0.0,20987.42427790221,False,-0.6150355439572345,0,0.2,69029,0,386,0.5,23726.02671672305,False,0.2608250468898894,0,0.2,68754,0,362,0.9,22250.83334573509,False,0.24504218761288613,0,0.2,83833,0,0,0.0,0.0,False,0.0,9,2.9270000000000014,78252,0,2,0.2,114.0,False,-0.06589290613481565,0.32499999999999996,398628,0.0,0.0,16,0,0,5,7,6.75,8,13,34,189.0,96.0,13,26,34,380,1.1540135443210602,114.96290738787502
74,34,0,0,0,10.0,20,10.0,43.7280900965278,16,42.0,4.3166320748984175,16,4.8125,61.45212374557895,3,61.333333333333336,57.00000000000001,12,57.0,0,2.0900000000000003,55659,34,14,1.0,952.1932613513892,False,0.9300359852389787,0,0.2,21845,724,0,0.0,7240.0,False,-0.1244627815024927,10,4.566000000000002,12473,444,0,0.0,19415.272002858343,False,-0.5590330814825214,6,4.841000000000001,7987.0,494,0,0.0,21601.676507684733,False,-0.6264843289494559,0,0.2,69098,3,394,1.0,24225.0866519828,False,0.26578982084839614,0,0.2,68792,0,364,0.3,22368.573043390737,False,0.2465520515242895,0,0.2,83833,0,0,0.0,0.0,False,0.0,10,3.0180000000000002,77955,0,3,0.3,171.00000000000003,False,-0.06909570216978994,0.325,397642,0.0,0.0,14,0,0,2,12,11.333333333333332,9,11,37,146.0,87.0,11,23,37,1056,2.4444591803476214,117.40736656822264
75,37,0,0,0,10.0,20,10.0,43.783497970207854,7,45.0,4.305528648643242,14,4.214285714285714,61.492436492296214,2,62.0,57.00000000000001,0,,0,2.0900000000000003,55874,34,17,1.0,1084.3194654935335,False,0.939699492272538,0,0.2,21745,734,0,0.0,7340.0,False,-0.12618188069451608,10,4.6560000000000015,11769,451,0,0.0,19746.357584563742,False,-0.5697379961772988,4,4.875000000000001,7850.0,494,0,0.0,21629.04799728268,False,-0.6289359045995757,0,0.2,69062,0,403,0.9,24781.451906395374,False,0.2695646053991348,0,0.2,68893,0,370,0.8,22752.2015021496,False,0.2511160065942642,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.0080000000000005,77831,0,5,0.2,285.00000000000006,False,-0.06989491011892691,0.36250000000000004,396857,0.0,0.0,13,0,0,2,5,5.0,9,11,43,144.0,110.0,11,26,43,639,1.4112578891217709,118.81862445734441
76,43,0,0,0,10.0,20,10.0,43.79671643380114,34,43.85294117647059,4.34813599526808,26,4.538461538461538,61.51069038970715,5,61.6,57.00000000000001,1,57.0,17,2.2600000000000007,56731,35,10,1.0,787.9671643380113,False,0.9640702624091114,0,0.2,21655,743,0,0.0,7430.0,False,-0.12772906996733713,9,4.7360000000000015,9946,485,0,0.0,21241.40747039355,False,-0.5911192100358494,17,5.041000000000001,7102.0,494,0,0.0,21635.57791829776,False,-0.6437417701958473,0,0.2,69137,5,411,1.0,25302.63443014598,False,0.2747953055748776,0,0.2,69008,1,377,1.0,23193.878412914863,False,0.25635055965674486,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,77580,0,9,0.5,513.0000000000001,False,-0.07152911144775924,0.4375,394992,0.0,0.0,21,0,0,7,9,8.875,12,19,36,270.0,79.0,19,24,36,1235,1.480000687763095,120.29862514510751
77,36,0,0,0,10.0,20,10.0,43.89941072976139,15,45.0,4.3549395829975825,6,4.5,61.5092891453265,4,61.5,57.00000000000001,1,57.0,5,2.2930000000000006,57156,36,10,1.0,798.9941072976139,False,0.9788721696286334,0,0.2,21565,752,0,0.0,7520.0,False,-0.12927625924015815,0,4.727000000000001,9946,485,0,0.0,21291.214203934276,False,-0.5906241132809714,6,5.084000000000001,6211.0,509,0,0.0,22344.80006144855,False,-0.654405565989577,0,0.2,69258,0,417,0.8,25649.37357360115,False,0.27938350302067677,0,0.2,69106,0,379,0.4,23312.020586078743,False,0.2587987514111939,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,77391,0,12,0.4,684.0000000000001,False,-0.07276370880202307,0.325,394466,0.0,0.0,13,0,0,2,3,2.333333333333333,8,10,34,142.0,84.0,10,26,34,503,1.2116286270320415,121.51025377213955
78,34,0,0,0,10.0,20,10.0,43.906909593512026,2,44.5,4.211661130130447,6,1.3333333333333333,61.54259701352749,2,62.0,57.00000000000001,0,,0,2.2880000000000003,57145,36,18,1.0,1150.3243726832166,False,0.9845336835599658,0,0.2,21465,762,0,0.0,7620.0,False,-0.13099535843218155,4,4.767000000000001,9754,486,0,0.0,21338.758062446843,False,-0.5939686077291567,2,5.098000000000002,6092.0,510,0,0.0,22392.523892691133,False,-0.6562969791979013,0,0.2,69255,0,418,0.1,25724.805551654492,False,0.2799246045049291,0,0.2,69225,0,382,0.5,23509.272059167502,False,0.2621907794754162,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,77267,0,14,0.2,798.0000000000001,False,-0.07356291675116004,0.225,394036,0.0,0.0,13,0,0,3,3,3.0,3,6,36,96.0,103.0,6,28,36,413,1.0254126181825995,122.53566639032215
79,36,0,0,0,10.0,20,10.0,43.96341726829357,4,46.0,4.121924821363613,10,3.1,61.521329403282316,3,61.333333333333336,57.00000000000001,2,57.0,0,2.2880000000000007,57249,34,24,1.0,1395.1220144390456,False,0.9923177241608911,0,0.2,21345,774,0,0.0,7740.0,False,-0.1330582774626096,7,4.833000000000002,9433,487,0,0.0,21410.184209658968,False,-0.5996403160073661,3,5.126000000000001,5859.0,513,0,0.0,22553.2330586346,False,-0.6593316793376283,0,0.2,69367,0,419,0.3,25777.437019975292,False,0.28208046556918315,0,0.2,69266,0,388,0.7,23870.27580847354,False,0.2656432230468026,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.0080000000000005,77197,0,15,0.3,855.0000000000001,False,-0.07405794854055085,0.2875,393549,0.0,0.0,18,0,0,3,5,5.0,9,12,36,166.0,94.0,12,24,36,682,1.2531278496608138,123.78879423998296
80,36,0,0,0,10.0,20,10.0,43.971967610403745,5,44.2,4.065750751340162,4,2.5,61.56989782223588,3,62.0,57.00000000000001,0,,0,2.2880000000000007,57400,31,29,1.0,1585.1870607017086,False,1.0007768103954222,0,0.2,21215,787,0,0.0,7870.0,False,-0.13529310641224,1,4.836000000000001,9399,487,0,0.0,21414.348226266622,False,-0.6002748685261767,3,5.153000000000001,5526.0,518,0,0.0,22777.47922218914,False,-0.66372287055478,0,0.2,69491,0,417,0.0,25674.64739187236,False,0.28321212780847566,0,0.2,69318,0,391,0.4,24073.83004849423,False,0.2680400733228453,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.008000000000001,77011,0,18,0.3,1026.0000000000002,False,-0.07525676046425632,0.2125,393193,0.0,0.0,16,0,0,2,3,3.0,9,11,34,162.0,80.0,11,25,34,607,1.1801249887794256,124.96891922876239
81,34,0,0,0,10.0,20,10.0,43.97219095426609,1,44.0,3.7468152427325774,31,2.6774193548387095,61.56989782223588,0,,57.00000000000001,0,,0,2.2880000000000007,57374,28,38,1.0,1950.9432562621114,False,1.0061705906182243,0,0.2,21085,800,0,0.0,8000.0,False,-0.13752793536187038,15,4.985000000000001,8705,488,0,0.0,21458.429185681853,False,-0.6136339047148921,16,5.310000000000001,4811.0,518,0,0.0,22777.594914309833,False,-0.6779364322633218,0,0.2,69478,0,423,0.6,26044.066778805776,False,0.285888484513278,0,0.2,69248,15,401,1.0,24745.731255357576,False,0.2721853179288441,0,0.2,83833,0,0,0.0,0.0,False,0.0,0,3.0080000000000005,77011,0,18,0.0,1026.0000000000002,False,-0.07525676046425632,0.325,391545,0.0,0.0,12,0,0,2,7,7.0,8,10,38,153.0,92.0,10,24,38,244,1.2921833032742143,126.2611025320366
