index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,45,0,0,0,10.000000000000002,20,10.0,3.7760460570225205,5,1.0,35.61374957349518,12,31.25,8.504112520629718,52,9.692307692307692,57.0,11,57.0,0,2.081000000000001,60936,548,0,0.0,5480.000000000001,False,-0.08893721742116407,5,6.109000000000001,47817.0,512,0,0.0,5120.000000000001,False,-0.27921650546557547,0,0.263,104644,0,157,0.2,5591.358683038743,False,0.08830533560421555,0,0.2,103905,0,269,1.0,9580.098635270202,False,0.10102154856703775,9,3.161000000000001,134194,0,7,0.7,59.52878764440803,False,-0.06745663333757927,41,10.618,54979,350,0,0.0,12464.812350723312,False,-0.5747229184734449,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,11,4.774000000000001,189395,1549,0,0.0,13172.870294455433,False,-0.08157236982760174,0.2375,908610,0.0,0.0,10,0,0,15,11,10.818181818181818,19,34,43,387.0,106.0,25,20,43,575,2.1002157170441933,163.14226857025642
53,43,0,0,0,10.000000000000002,20,10.0,3.7194246664967294,18,3.388888888888889,37.22218325338721,14,46.357142857142854,9.13784194094992,48,13.979166666666666,57.0,7,57.0,2,2.1010000000000004,60819,557,0,0.0,5570.000000000001,False,-0.08996737824071424,16,6.264000000000002,47285.0,523,0,0.0,5230.000000000001,False,-0.28604132089509526,0,0.263,105151,0,149,0.3,5546.105304754694,False,0.09321177298248966,0,0.2,103986,5,276,1.0,10291.919701267352,False,0.10544721389997849,4,3.192000000000001,134182,0,0,0.0,0.0,False,-0.0677467988578019,37,10.947000000000005,52093,364,0,0.0,13548.874704232943,False,-0.5910080568589796,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,7,4.833000000000002,188622,1597,0,0.0,14593.133579697023,False,-0.08186698975646008,0.1625,904878,0.0,0.0,11,0,0,17,16,15.363636363636363,17,34,38,368.0,99.0,24,19,38,849,1.8994792359881103,165.04174780624453
54,38,0,0,0,10.000000000000002,20,10.0,3.73327597718989,17,3.823529411764706,37.81650464109825,11,42.36363636363637,9.248412491068006,11,13.0,57.0,12,57.0,1,2.1090000000000004,60716,566,0,0.0,5660.000000000001,False,-0.09079723001201855,16,6.408000000000002,46774.0,534,0,0.0,5340.000000000001,False,-0.2925656727522463,0,0.263,105367,0,148,0.5,5596.842686882541,False,0.0956567061388674,0,0.2,104171,7,281,1.0,10652.570735988937,False,0.10914776207931837,0,3.1880000000000015,134146,0,1,0.1,9.248412491068006,False,-0.06796478773981278,11,11.020000000000003,51289,374,0,0.0,14143.372735770745,False,-0.5945287990392379,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,12,4.9460000000000015,188221,1608,0,0.0,14871.447285637354,False,-0.08309406507011319,0.2,903424,0.0,0.0,9,0,0,13,9,9.0,20,33,36,315.0,80.0,23,15,36,666,2.0212339010322466,167.06298170727678
55,36,0,0,0,10.000000000000002,20,10.0,3.8756170298917674,11,5.363636363636363,38.30100678090371,5,46.6,9.251921702948477,19,9.31578947368421,57.0,11,57.0,3,2.1380000000000003,60594,574,0,0.0,5740.000000000001,False,-0.0919704687231729,8,6.472000000000002,46480.0,546,0,0.0,5460.000000000001,False,-0.29591369541578433,0,0.263,105441,0,148,0.2,5668.549003573749,False,0.09676945870005543,0,0.2,104271,6,288,1.0,11053.94365507962,False,0.1121935518682746,0,3.1880000000000015,134146,0,1,0.0,9.251921702948477,False,-0.06796477554937737,19,11.199000000000002,50170,379,0,0.0,14516.081569962507,False,-0.601008519345937,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,11,5.0440000000000005,187825,1627,0,0.0,15052.876610697173,False,-0.08452472348328587,0.15,901667,0.0,0.0,7,0,0,10,11,11.0,16,26,37,230.0,106.0,16,20,37,433,1.80968062201282,168.8726623292896
56,37,0,0,0,10.000000000000002,20,10.0,3.866236805502232,7,3.7142857142857144,38.57408498553701,3,46.0,9.538013438986388,15,15.8,57.0,11,57.0,0,2.1350000000000002,60504,583,0,0.0,5830.000000000001,False,-0.09261431923539175,7,6.5340000000000025,46225.0,557,0,0.0,5570.000000000001,False,-0.29877525324786813,0,0.263,105425,0,150,0.2,5786.112747830552,False,0.0972028157241068,0,0.2,104399,1,295,1.0,11383.22130753892,False,0.1151578235223097,1,3.198000000000001,134215,0,0,0.0,0.0,False,-0.06751752551534394,13,11.310000000000004,49519,382,0,0.0,14735.300464475138,False,-0.6047699260611704,0,0.2,212740,0,21,0.0,1197.0,False,-0.00023197180722439874,11,5.143000000000002,187362,1642,0,0.0,15661.41806681565,False,-0.08526857633321544,0.15,900389,0.0,0.0,6,0,0,13,8,7.5,16,29,35,259.0,101.0,20,17,35,338,1.981121538032312,170.8537838673219
57,35,0,0,0,10.000000000000002,20,10.0,3.8557656537042875,6,3.6666666666666665,38.14920387713979,9,34.55555555555556,9.731868222206316,22,12.454545454545455,57.00000000000001,9,57.0,1,2.1450000000000005,60431,589,0,0.0,5890.000000000001,False,-0.09322955416928976,5,6.577000000000002,45976.0,571,0,0.0,5710.000000000001,False,-0.30133634750758315,0,0.263,105555,0,147,0.2,5607.932969939549,False,0.0976172128296608,0,0.2,104558,0,296,0.5,11292.164347633377,False,0.11630722811345683,10,3.297000000000001,133883,0,2,0.2,19.463736444412632,False,-0.06975654041656736,12,11.417000000000003,48724,389,0,0.0,14840.040308207379,False,-0.6099294800073388,0,0.2,212740,0,21,0.0,1197.0000000000002,False,-0.00023197180722439874,9,5.222000000000001,186934,1664,0,0.0,16193.82872175131,False,-0.08602679456728755,0.11249999999999999,898801,0.0,0.0,10,0,0,17,8,8.0,14,31,41,271.0,85.0,21,14,41,511,1.7625811159959994,172.6163649833179
58,41,0,0,0,10.000000000000002,20,10.0,3.776012515409146,8,2.75,37.40878949442882,14,33.357142857142854,10.032996609572484,9,20.0,57.000000000000014,17,57.0,1,2.1540000000000004,60338,597,0,0.0,5970.000000000001,False,-0.09398786699479196,7,6.642000000000002,45697.0,583,0,0.0,5830.000000000001,False,-0.3044697533337149,0,0.263,105924,0,143,0.8,5349.4568977033205,False,0.10004587071627054,0,0.2,104634,0,294,0.0,10998.184111362072,False,0.11558813694699288,1,3.297000000000001,133945,0,5,0.5,50.16498304786242,False,-0.06921913326670093,6,11.465000000000003,48046,398,0,0.0,14888.698218782669,False,-0.6144709753191323,0,0.2,213025,0,16,0.0,912.0000000000002,False,0.00043582581963371884,12,5.333000000000002,186496,1673,0,0.0,16785.203327814765,False,-0.0866937144361099,0.1625,898105,0.0,0.0,11,0,0,13,8,7.333333333333334,18,31,39,295.0,113.0,22,19,39,952,1.951217660040129,174.56758264335804
59,39,0,0,0,10.000000000000002,20,10.0,3.69813838224731,14,3.142857142857143,37.42959722403881,17,37.529411764705884,10.032996609572484,0,,57.000000000000014,11,57.0,1,2.1630000000000007,60225,607,0,0.0,6070.000000000001,False,-0.09488925771189836,13,6.7650000000000015,45280.0,593,0,0.0,5930.000000000001,False,-0.30972071195558865,0,0.263,106208,0,142,0.6,5315.00280581351,False,0.10274813519688371,0,0.2,104944,0,292,0.8,10929.442389419331,False,0.1183801097496978,0,3.296000000000001,133893,0,9,0.4,90.29696948615235,False,-0.06944100043254095,0,11.459000000000005,47460,411,0,0.0,15383.56445907995,False,-0.6168232286581954,0,0.2,213025,0,16,0.0,912.0000000000002,False,0.00043582581963371884,11,5.431000000000002,186267,1673,0,0.0,16785.203327814765,False,-0.08776687693821875,0.22499999999999998,897302,0.0,0.0,10,0,0,10,7,7.0,18,28,42,297.0,118.0,20,19,42,838,1.9560315709677525,176.5236142143258
60,42,0,0,0,10.000000000000002,20,10.0,3.6417582185514235,9,3.0,37.74828235840194,9,40.888888888888886,9.863173047838519,8,4.0,57.00000000000002,9,57.0,2,2.182000000000001,60078,619,0,0.0,6190.000000000001,False,-0.0961340353688548,7,6.822000000000001,45036.0,601,0,0.0,6010.000000000001,False,-0.3126395009443141,0,0.263,106388,0,138,0.1,5209.2629654594675,False,0.10403589354682576,0,0.2,105105,0,296,0.8,11173.491578086974,False,0.12124699447988786,0,3.296000000000001,133857,0,10,0.1,98.63173047838518,False,-0.0696621631923243,8,11.539000000000005,46784,419,0,0.0,15816.530308170411,False,-0.6200158048947413,0,0.2,213025,0,16,0.0,912.0000000000003,False,0.00043582581963371884,9,5.510000000000002,186080,1681,0,0.0,16579.99389341655,False,-0.08912405127416598,0.125,896353,0.0,0.0,9,0,0,15,7,7.0,18,33,38,328.0,126.0,24,18,38,568,3.4780323420418426,180.00164655636763
61,38,0,0,0,10.000000000000002,20,10.0,3.742634276513047,16,4.375,38.47323206018295,9,45.55555555555556,10.23664431426831,2,58.0,57.00000000000002,10,57.0,1,2.1900000000000004,59985,627,0,0.0,6270.000000000001,False,-0.096892348194357,15,6.965000000000002,44549.0,613,0,0.0,6130.000000000001,False,-0.31874892691581297,0,0.263,106577,0,141,0.8,5424.725720485796,False,0.10704162051257972,0,0.2,105256,0,300,0.8,11541.969618054885,False,0.12464278285516345,0,3.296000000000001,133937,0,9,0.1,92.12979882841478,False,-0.06912893568942358,0,11.531000000000006,46410,427,0,0.0,16428.07008969812,False,-0.6204898456584031,0,0.2,213025,0,16,0.0,912.0000000000003,False,0.00043582581963371884,10,5.601000000000002,185784,1683,0,0.0,17228.272380913564,False,-0.08899218236050399,0.21250000000000002,895523,0.0,0.0,11,0,0,12,9,9.0,20,32,37,298.0,98.0,22,16,37,726,1.8660822740057483,181.86772883037338
62,37,0,0,0,10.000000000000002,20,10.0,3.7943333419077554,2,6.5,38.64193289049029,2,46.0,10.934284479743727,13,23.384615384615383,57.00000000000002,9,57.0,1,2.1990000000000003,59922,632,0,0.0,6320.000000000001,False,-0.09743604418245293,1,6.960000000000003,44379.0,628,0,0.0,6280.000000000001,False,-0.32010816688605276,0,0.263,106574,0,142,0.1,5487.154470449621,False,0.10732741673816187,0,0.2,105338,0,299,0.1,11553.937934256595,False,0.12553401437499542,1,3.306000000000001,134176,0,0,0.0,0.0,False,-0.06778848492006698,3,11.561000000000005,46195,429,0,0.0,16577.389210020334,False,-0.621464885710642,0,0.2,213025,0,16,0.0,912.0000000000003,False,0.00043582581963371884,9,5.681000000000002,185325,1696,0,0.0,18544.546477645363,False,-0.08805896658283187,0.025,894934,0.0,0.0,8,0,0,11,6,5.125,19,30,38,266.0,121.0,20,17,38,410,1.973621262004599,183.84135009237798
63,38,0,0,0,10.0,20,10.0,3.692533560137455,17,3.1176470588235294,37.32682840459919,8,24.125,10.981251021834035,19,11.526315789473685,57.000000000000014,8,57.0,0,2.1980000000000004,59822,642,0,0.0,6420.0,False,-0.09815143364047388,17,7.129000000000002,43840.0,638,0,0.0,6380.0,False,-0.3271046757854976,0,0.263,106608,0,143,0.6,5337.736461857684,False,0.10691505673435345,0,0.2,105444,1,306,1.0,11425.70202536749,False,0.1259582566467834,9,3.395000000000001,133841,0,6,0.6,65.88750613100422,False,-0.06988707417294497,10,11.658000000000003,45663,431,0,0.0,16087.86304238225,False,-0.6268615847568583,0,0.2,213025,0,16,0.0,912.0000000000002,False,0.00043582581963371884,8,5.752000000000002,184984,1715,0,0.0,18832.845502445372,False,-0.08898146685276268,0.275,893227,0.0,0.0,7,0,0,14,9,9.0,17,31,37,275.0,71.0,21,17,37,393,2.0177738729980774,185.85912396537606
64,37,0,0,0,10.0,20,10.0,3.6784931563019345,8,3.5,37.06910053731734,7,34.142857142857146,10.737726324235965,21,8.238095238095237,57.000000000000014,8,57.0,1,2.208,59649,658,0,0.0,6580.0,False,-0.09948205803239284,7,7.182000000000002,43647.0,642,0,0.0,6420.0,False,-0.3295799233102501,0,0.263,106692,0,147,0.7,5449.157778985649,False,0.10833024948332516,0,0.2,105571,0,304,0.2,11269.006563344472,False,0.12645107758830088,0,3.386000000000001,133923,0,5,0.1,53.68863162117982,False,-0.06935974157552059,19,11.838000000000001,44461,437,0,0.0,16199.196934807678,False,-0.6348259365996411,0,0.2,213025,0,16,0.0,912.0000000000002,False,0.00043582581963371884,8,5.824000000000001,184693,1736,0,0.0,18640.692898873636,False,-0.09079542219132836,0.12499999999999999,891661,0.0,0.0,10,0,0,17,7,7.0,14,31,40,273.0,97.0,22,15,40,557,1.8473699769820087,187.70649394235807
65,40,0,0,0,10.0,20,10.0,3.6918087327276754,14,3.7857142857142856,36.42236607743878,15,33.06666666666667,10.937358807467357,8,16.25,57.00000000000001,10,57.0,3,2.2370000000000005,59537,665,0,0.0,6650.0,False,-0.10058375779774509,11,7.285000000000002,43248.0,655,0,0.0,6550.0,False,-0.33435872488983004,0,0.263,106884,0,147,0.5,5354.0878133835,False,0.10979360129142184,0,0.2,105822,0,303,0.9,11035.976921463951,False,0.12781333908077194,0,3.386000000000001,133904,0,10,0.7,109.37358807467356,False,-0.06929830689253091,6,11.879000000000003,43832,445,0,0.0,16207.952904460257,False,-0.6391656086357532,0,0.2,213025,0,16,0.0,912.0000000000001,False,0.00043582581963371884,10,5.916000000000001,184385,1744,0,0.0,19074.75376022307,False,-0.09122173280544585,0.26249999999999996,890637,0.0,0.0,13,0,0,18,9,9.0,15,33,37,318.0,77.0,24,16,37,814,1.9219991419813596,189.62849308433942
66,37,0,0,0,10.0,20,10.0,3.659316967558315,5,3.0,37.44021101523877,9,46.888888888888886,10.792714692685363,6,6.0,57.000000000000014,14,57.0,1,2.2440000000000007,59424,675,0,0.0,6750.0,False,-0.10148514851485149,4,7.314000000000001,43058.0,665,0,0.0,6650.0,False,-0.33636181537228865,0,0.263,107101,0,146,0.4,5466.270808224861,False,0.11255986916910546,0,0.2,106012,0,300,0.1,11232.063304571631,False,0.13073105946279268,0,3.386000000000001,133904,0,10,0.0,107.92714692685364,False,-0.06930333159551016,6,11.933000000000003,43164,454,0,0.0,16997.8558009184,False,-0.6410626617908387,0,0.2,213025,0,16,0.0,912.0000000000002,False,0.00043582581963371884,14,6.046000000000001,184053,1750,0,0.0,18887.250712199388,False,-0.09321693180450782,0.0625,889741,0.0,0.0,7,0,0,9,7,7.0,19,28,37,265.0,126.0,19,18,37,622,1.9418803610024042,191.57037344534183
67,37,0,0,0,10.000000000000002,20,10.0,3.615908672495935,10,3.2,37.72420729726269,6,41.666666666666664,11.756640107068174,11,27.90909090909091,57.00000000000001,15,57.0,0,2.2430000000000008,59334,684,0,0.0,6840.000000000001,False,-0.10212899902707033,10,7.410000000000002,42721.0,676,0,0.0,6760.000000000001,False,-0.34039661191552684,0,0.263,107137,0,145,0.0,5470.010058103089,False,0.112943467809116,0,0.2,106194,0,305,1.0,11505.88322566512,False,0.1339614433746536,1,3.3960000000000012,134092,0,2,0.2,23.513280214136348,False,-0.06829040845318947,0,11.927000000000005,42986,458,0,0.0,17277.686942146313,False,-0.6413272601066249,0,0.2,213310,0,11,0.0,627.0000000000001,False,0.0011036234464918365,10,6.1320000000000014,183580,1761,0,0.0,20703.443228547054,False,-0.09117794058581773,0.15,889354,0.0,0.0,11,0,0,17,6,5.111111111111111,18,35,34,354.0,53.0,26,11,34,853,1.8599662579945289,193.43033970333636
68,34,0,0,0,10.0,20,10.0,3.5278142158561367,14,2.9285714285714284,38.42164652932007,7,46.42857142857143,12.441262740524602,6,32.5,57.00000000000001,8,57.0,1,2.2530000000000006,59181,698,0,0.0,6980.0,False,-0.1033165455273851,13,7.530000000000002,42335.0,682,0,0.0,6820.0,False,-0.34549018485663596,0,0.263,107370,0,142,0.2,5455.87380716345,False,0.11523203443590813,0,0.2,106245,2,313,1.0,12033.030992108894,False,0.13714790518885805,1,3.4050000000000007,134219,0,0,0.0,0.0,False,-0.06748973480716722,3,11.957000000000004,42541,465,0,0.0,17866.065636133833,False,-0.6423750438185342,0,0.2,213310,0,11,0.0,627.0000000000001,False,0.0011036234464918365,8,6.202000000000002,183257,1767,0,0.0,21983.71126250697,False,-0.08969175571609707,0.15,888458,0.0,0.0,7,0,0,12,9,8.333333333333332,14,26,38,214.0,91.0,17,17,38,525,2.158466962981038,195.5888066663174
69,38,0,0,0,10.0,20,10.0,3.328324500601345,11,1.5454545454545454,38.731256992427575,5,43.6,12.139506862353999,17,9.235294117647058,57.000000000000014,9,57.0,0,2.2520000000000007,59061,710,0,0.0,7100.0,False,-0.10417501287701024,11,7.6270000000000024,41979.0,690,0,0.0,6900.0,False,-0.35001144623132835,0,0.263,107491,0,146,0.7,5654.763520894426,False,0.11746502056732251,0,0.2,106325,0,317,0.6,12277.808466599541,False,0.13919799267944102,2,3.4240000000000004,134207,0,1,0.1,12.139506862353999,False,-0.06753093624511966,15,12.104000000000006,41591,469,0,0.0,18164.959529448533,False,-0.6479370278898914,0,0.2,213310,0,11,0.0,627.0000000000001,False,0.0011036234464918365,9,6.284000000000001,182945,1784,0,0.0,21656.880242439533,False,-0.0919196950099361,0.175,886909,0.0,0.0,9,0,0,9,9,9.0,20,29,36,288.0,82.0,19,19,36,418,1.9269218950066715,197.51572856132407
70,36,0,0,0,10.0,20,10.0,3.374168009574343,12,3.75,38.16272665853655,11,34.27272727272727,12.139506862353999,0,,57.000000000000014,12,57.0,1,2.2620000000000005,58898,725,0,0.0,7250.0,False,-0.10543409832312711,11,7.726000000000002,41673.0,695,0,0.0,6950.0,False,-0.3540319349854061,0,0.263,107802,0,142,0.3,5419.10718551219,False,0.11942174583938837,0,0.2,106346,0,322,0.9,12288.397984048768,False,0.13946434423962623,0,3.4220000000000006,134155,0,5,0.4,60.69753431176999,False,-0.06772353270510656,0,12.089000000000004,41266,476,0,0.0,18165.457889463396,False,-0.6501932917070324,0,0.2,213538,0,7,0.0,399.0000000000001,False,0.0016378615479783305,8,6.355000000000001,182813,1784,0,0.0,21656.880242439533,False,-0.09253828649586783,0.2,886491,0.0,0.0,10,0,0,12,6,6.0,16,28,40,234.0,101.0,18,18,40,805,1.8643456120043993,199.38007417332847
71,40,0,0,0,10.0,20,10.0,3.235044492092854,12,2.0833333333333335,38.69276068013056,7,44.57142857142857,12.479141265286644,10,18.0,57.000000000000014,9,57.0,1,2.2710000000000004,58805,733,0,0.0,7330.0,False,-0.10619241114862932,11,7.825000000000002,41277.0,707,0,0.0,7070.0,False,-0.3588393521433068,0,0.263,107795,0,149,0.7,5765.221341339454,False,0.12110381344249237,0,0.2,106640,0,320,0.5,12381.68341764178,False,0.1429148691155051,0,3.4220000000000006,134235,0,4,0.1,49.91656506114658,False,-0.06720516988786053,8,12.169000000000002,40678,482,0,0.0,18649.91064782293,False,-0.6525956151548883,0,0.2,213538,0,7,0.0,399.0000000000001,False,0.0016378615479783305,9,6.437000000000002,182499,1794,0,0.0,22387.57942992424,False,-0.09229764693908689,0.1625,885467,0.0,0.0,9,0,0,15,7,7.0,20,35,38,353.0,52.0,25,15,38,628,2.0411974570015445,201.42127163033
72,38,0,0,0,10.0,20,10.0,3.2428841338716468,5,3.4,39.128950074418924,6,44.666666666666664,12.37596430655865,24,11.708333333333334,57.000000000000014,6,57.0,1,2.2800000000000007,58642,748,0,0.0,7480.0,False,-0.10745149659474618,4,7.854000000000002,41137.0,712,0,0.0,7120.0,False,-0.360484747896755,0,0.263,108003,0,146,0.2,5712.826710865163,False,0.12294537545261018,0,0.2,106683,0,322,0.3,12599.521923962893,False,0.1444537282670676,0,3.4220000000000006,134258,0,4,0.1,49.5038572262346,False,-0.06704680699621968,23,12.391,39334,487,0,0.0,19055.798686242015,False,-0.6605233035987508,0,0.2,213538,0,7,0.0,399.0000000000001,False,0.0016378615479783305,6,6.488000000000001,182130,1818,0,0.0,22499.503109323625,False,-0.09376463739918924,0.075,883725,0.0,0.0,10,0,0,10,8,8.0,17,27,40,219.0,113.0,18,20,40,527,1.8888828299823217,203.31015446031233
73,40,0,0,0,10.0,20,10.0,3.2865498000113624,10,3.7,39.59713995913634,9,43.44444444444444,13.01892927018077,13,21.0,57.00000000000002,10,57.0,3,2.309,58500,758,0,0.0,7580.0,False,-0.10876781319750473,7,7.920000000000002,40871.0,722,0,0.0,7220.0,False,-0.3635752303554055,0,0.263,108066,0,153,0.9,6058.36241374786,False,0.12533357515927476,0,0.2,106974,0,316,0.1,12512.696227087084,False,0.1469616510356713,9,3.512000000000001,134108,0,0,0.0,0.0,False,-0.06826092695907124,0,12.368000000000004,38943,496,0,0.0,19640.181419731627,False,-0.6612097940717846,0,0.2,213538,0,7,0.0,399.00000000000017,False,0.0016378615479783305,10,6.582000000000002,181677,1831,0,0.0,23837.65949370099,False,-0.09275203035386008,0.125,882677,0.0,0.0,7,0,0,14,8,7.6923076923076925,18,32,38,354.0,79.0,24,16,38,591,1.9785034229862504,205.28865788329858
74,38,0,0,0,10.0,20,10.0,3.363728436955415,13,3.923076923076923,39.52863634427565,4,38.25,13.86894022856184,3,58.333333333333336,57.00000000000001,13,57.0,2,2.326000000000001,58343,771,0,0.0,7710.0,False,-0.11008412980026326,11,8.023000000000001,40542.0,729,0,0.0,7290.0,False,-0.36778172036856865,0,0.263,108061,2,162,1.0,6410.366544646566,False,0.12706573278826686,0,0.2,107081,0,314,0.1,12411.991812102553,False,0.14753546226830166,3,3.533000000000001,134032,0,3,0.3,41.60682068568552,False,-0.06864441503794935,0,12.368000000000004,38898,497,0,0.0,19645.732263104997,False,-0.6615031568052323,0,0.2,213538,0,7,0.0,399.00000000000006,False,0.0016378615479783305,13,6.702000000000002,181224,1834,0,0.0,25435.636379182415,False,-0.09113062501363152,0.17500000000000002,881719,0.0,0.0,9,0,0,9,11,11.0,21,30,39,282.0,106.0,20,18,39,353,1.80565039801877,207.09430828131735
75,39,0,0,0,10.0,20,10.0,3.3193988159249868,4,2.25,40.45139175105211,17,44.294117647058826,14.057119106143496,16,15.75,57.00000000000001,17,57.0,0,2.3240000000000007,58213,784,0,0.0,7840.0,False,-0.1110141360956905,4,8.052000000000001,40386.0,736,0,0.0,7360.0,False,-0.3695129628569793,0,0.263,108462,0,155,0.2,6269.965721413077,False,0.13041655214345882,0,0.2,107424,0,310,0.4,12539.931442826153,False,0.15165784446641145,0,3.5300000000000007,134134,0,2,0.2,28.114238212286992,False,-0.06798262303220147,13,12.498000000000003,37684,512,0,0.0,20711.11257653868,False,-0.6662366775633847,0,0.2,213538,0,7,0.0,399.00000000000006,False,0.0016378615479783305,17,6.859000000000003,180508,1850,0,0.0,26005.670346365467,False,-0.09315034035099096,0.1,880349,0.0,0.0,14,0,0,12,7,7.0,20,32,41,290.0,90.0,22,17,41,1127,1.9525562899652869,209.04686457128264
76,41,0,0,0,10.0,20,10.0,3.395481347804668,18,3.7777777777777777,40.56214753651791,4,42.75,13.556080491266211,20,9.95,57.000000000000014,13,57.0,2,2.3440000000000007,58056,797,0,0.0,7970.0,False,-0.11233045269844903,16,8.208,39908.0,743,0,0.0,7430.0,False,-0.3758513134550449,0,0.263,108590,2,161,1.0,6537.296716074994,False,0.13306708087394392,0,0.2,107399,0,316,0.6,12817.63862153966,False,0.15281111921121768,1,3.540000000000001,134225,0,1,0.1,13.556080491266211,False,-0.06740095711028297,17,12.655000000000005,36675,515,0,0.0,20889.505981306724,False,-0.6726271738193926,0,0.2,213538,0,7,0.0,399.0000000000001,False,0.0016378615479783305,13,6.972000000000002,180019,1870,0,0.0,25349.870518667816,False,-0.09697857771133382,0.21250000000000002,878410,0.0,0.0,7,0,0,14,12,11.333333333333332,21,35,35,381.0,85.0,26,15,35,371,2.0340374170336872,211.08090198831633
77,35,0,0,0,10.0,20,10.0,3.429056595548175,18,3.611111111111111,40.64860740070187,7,41.57142857142857,13.771229840313751,12,16.416666666666668,57.00000000000001,11,57.0,2,2.3620000000000005,57949,805,0,0.0,8050.0,False,-0.1132890745721971,16,8.352000000000002,39378.0,755,0,0.0,7550.0,False,-0.38257597436044183,0,0.263,108676,2,168,1.0,6835.82415650901,False,0.13545017400634618,0,0.2,107539,0,320,0.8,13007.554368224599,False,0.15519111428164242,2,3.559000000000001,134197,0,3,0.3,41.31368952094125,False,-0.0674990666159917,9,12.728000000000005,36071,519,0,0.0,21096.62724096427,False,-0.6761040649435353,0,0.2,213538,0,7,0.0,399.00000000000006,False,0.0016378615479783305,11,7.069000000000002,179588,1882,0,0.0,25917.45455947048,False,-0.09766843833891674,0.2625,876936,0.0,0.0,11,0,0,13,12,11.666666666666668,15,28,31,235.0,95.0,18,17,31,491,1.7454961499897763,212.8263981383061
78,31,0,0,0,10.0,20,10.0,3.298510668974221,12,2.1666666666666665,40.61819781374107,2,39.5,15.136774664930943,14,29.142857142857142,57.00000000000001,14,57.0,1,2.37,57876,811,0,0.0,8110.0,False,-0.11390430950609512,11,8.446000000000002,38966.0,769,0,0.0,7690.0,False,-0.3874692382533051,0,0.263,108729,4,176,1.0,7161.996857894324,False,0.13763901084811048,0,0.2,107539,0,320,0.0,12997.823300397142,False,0.15514182907759738,11,3.667000000000001,134052,0,1,0.1,15.136774664930943,False,-0.06859741416261414,0,12.719000000000005,36028,520,0,0.0,21121.462863145356,False,-0.6763165401153823,0,0.2,213538,0,7,0.0,399.00000000000006,False,0.0016378615479783305,14,7.198000000000002,178853,1896,0,0.0,28699.32476470907,False,-0.09459453023434063,0.1375,875581,0.0,0.0,8,0,0,10,8,8.0,16,26,34,211.0,55.0,16,15,34,456,1.6216227720142342,214.44802091032034
