index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,34,0,0,0,10.000000000000002,20,10.0,2.66764093635895,5,5.0,33.69781900170562,0,,31.985501014218258,19,41.78947368421053,41.99999999999999,14,42.0,5,2.7430000000000008,53043,524,0,0.0,5240.000000000001,False,-0.1359762817627245,0,2.3150000000000004,54323,536,0,0.0,5360.000000000001,False,-0.11517625692687394,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,89931,14,267,1.0,9034.664646564424,False,0.11701790954043824,0,3.350000000000001,104068,0,0,0.0,0.0,False,-0.0702735540586417,14,2.0590000000000006,111722,0,0,0.0,0.0,False,-0.0018939732342273124,14,4.543000000000001,131595,384,0,0.0,12282.432389459811,False,-0.0816544795428155,0,1.1000000000000003,145867,19,161,1.0,7369.724519270146,False,-0.0028745773878702152,0.25,775994,0.0,0.0,8,0,0,14,8,7.5,20,34,34,292.0,105.0,19,15,34,350,3.071047728008125,182.88971012516413
53,34,0,0,0,10.000000000000002,20,10.0,2.7522569171505236,10,3.5,33.907116903625926,10,35.0,32.579296626990846,29,35.6551724137931,41.99999999999999,9,42.0,0,2.7380000000000004,52923,536,0,0.0,5360.000000000001,False,-0.13690762615835958,10,2.4150000000000005,54038,544,0,0.0,5440.000000000001,False,-0.11897924654238393,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,90246,14,267,1.0,9091.73181010823,False,0.1210807993123225,13,3.480000000000001,103620,0,5,0.5,162.89648313495422,False,-0.07354826735784059,16,2.2050000000000005,111581,0,5,0.5,162.89648313495422,False,-0.0024259988782007968,9,4.6190000000000015,130866,396,0,0.0,12901.401464288376,False,-0.08445156629655243,0,1.1000000000000003,145433,26,171,1.0,8029.061712301761,False,-0.0035701989148712063,0.375,774152,0.0,0.0,10,0,0,15,9,9.0,17,32,32,285.0,89.0,19,15,32,550,5.257143541995902,188.14685366716003
54,32,0,0,0,10.000000000000002,20,10.0,2.7522569171505236,0,,33.996704877926135,5,35.0,33.59627513814368,10,50.0,41.99999999999999,10,42.0,0,2.7380000000000004,52803,548,0,0.0,5480.000000000001,False,-0.1378389705539947,0,2.4050000000000007,53958,552,0,0.0,5520.000000000001,False,-0.11960014280614066,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,90421,4,272,1.0,9258.112754464511,False,0.12413435647316803,1,3.4770000000000008,103706,0,5,0.5,167.9813756907184,False,-0.07275724366282486,0,2.189,111781,0,1,0.0,33.59627513814368,False,-0.0012168051032834311,10,4.710000000000001,130214,406,0,0.0,13640.087706086335,False,-0.086336159077741,0,1.1,145433,16,181,1.0,8139.5404022102975,False,-0.003201894874051334,0.3125,773761,0.0,0.0,9,0,0,12,5,4.166666666666667,21,33,35,286.0,100.0,18,14,35,575,4.652418254991062,192.7992719221511
55,35,0,0,0,10.000000000000002,20,10.0,2.698124059849635,4,1.5,33.996704877926135,0,,33.247789010357394,11,28.363636363636363,41.99999999999999,20,42.0,1,2.7480000000000007,52722,554,0,0.0,5540.000000000001,False,-0.13863061329028453,3,2.4350000000000005,53755,566,0,0.0,5660.000000000001,False,-0.1216646228831318,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,90415,0,280,0.8,9519.077365819317,False,0.12560657902535247,6,3.536000000000001,103768,0,0,0.0,0.0,False,-0.07295370486179356,0,2.1890000000000005,111781,0,1,0.0,33.247789010357394,False,-0.0012183617622422707,13,4.830000000000002,129776,410,0,0.0,13631.593494246532,False,-0.08928480729733856,0,1.1,145615,13,184,1.0,8160.221257134645,False,-0.00191948001728652,0.225,773277,0.0,0.0,10,0,0,17,10,9.666666666666666,14,31,25,271.0,109.0,17,18,25,694,4.289865191967692,197.08913711411878
56,25,0,0,0,10.000000000000002,20,10.0,2.6738496180295193,3,2.0,34.08045871825528,5,35.0,33.45802416836389,6,38.666666666666664,41.99999999999999,20,42.0,3,2.777000000000001,52552,565,0,0.0,5650.000000000001,False,-0.14041569004858515,0,2.4320000000000004,53665,575,0,0.0,5750.000000000001,False,-0.12236313117985813,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,90584,0,278,0.3,9474.367523674968,False,0.12734091541307904,6,3.5900000000000007,103575,0,5,0.5,167.29012084181946,False,-0.07393066395893197,0,2.189000000000001,111781,0,1,0.0,33.45802416836389,False,-0.001217422659029616,5,4.867000000000002,129536,414,0,0.0,13851.622005702651,False,-0.09015147714840137,0,1.1,146213,5,179,1.0,7685.290120841819,False,0.00048435529640632224,0.225,773351,0.0,0.0,14,0,0,10,5,5.0,18,28,23,192.0,105.0,12,13,23,1005,3.8128923150361516,200.90202942915494
57,23,0,0,0,10.000000000000002,20,10.0,2.778273650480659,5,4.4,34.08045871825528,0,,32.86781409000772,14,27.0,42.0,8,42.0,3,2.804000000000001,52382,576,0,0.0,5760.000000000001,False,-0.14220076680688573,2,2.4520000000000004,53547,584,0,0.0,5840.000000000001,False,-0.12349626686121416,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,90562,0,283,0.5,9644.769817266244,False,0.12808838030883363,0,3.5840000000000005,103792,0,0,0.0,0.0,False,-0.0727392927975414,8,2.2690000000000006,111630,0,0,0.0,0.0,False,-0.002715886147193882,8,4.942000000000002,129290,422,0,0.0,13870.217545983258,False,-0.09172967087608841,0,1.1000000000000003,145979,1,189,1.0,7970.867814090007,False,-0.00012378798233804333,0.1875,772627,0.0,0.0,10,0,0,10,6,6.0,21,31,19,232.0,55.0,15,8,19,434,4.5002755200257525,205.4023049491807
58,19,0,0,0,10.000000000000002,20,10.0,2.804548931334419,10,3.0,34.06786853650766,10,34.0,31.350964483966834,26,23.307692307692307,42.0,13,42.0,5,2.851000000000001,52217,583,0,0.0,5830.000000000001,False,-0.14421867966409513,5,2.5000000000000004,53322,597,0,0.0,5970.000000000001,False,-0.1259798519162411,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,90872,0,283,1.0,9641.206795831667,False,0.1317336069011027,7,3.654000000000001,103270,0,10,1.0,313.50964483966834,False,-0.07600233331767077,19,2.451000000000001,111199,0,0,0.0,0.0,False,-0.00656636946772205,13,5.064000000000002,128856,433,0,0.0,13574.967621557638,False,-0.09560761012395523,0,1.1,145571,6,199,1.0,8546.105786903801,False,-0.0009264190378115535,0.375,770752,0.0,0.0,10,0,0,5,14,14.0,18,23,30,122.0,107.0,7,12,30,540,4.387659233005252,209.78996418218594
59,30,0,0,0,10.000000000000002,20,10.0,3.0380484299973274,7,5.571428571428571,34.205930730169236,10,35.0,30.5360478534121,19,24.210526315789473,42.00000000000001,15,42.0,0,2.8460000000000005,52157,589,0,0.0,5890.000000000001,False,-0.14468435186191267,7,2.565000000000001,53059,611,0,0.0,6110.000000000001,False,-0.12897567638886734,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91183,0,280,0.7,9577.660604447387,False,0.13503595692957984,5,3.6970000000000014,103160,0,5,0.5,152.6802392670605,False,-0.07770346704635292,4,2.4720000000000004,111068,0,5,0.5,152.6802392670605,False,-0.007054691875269957,15,5.201000000000001,128569,433,0,0.0,13222.10872052744,False,-0.09869748998043966,0,1.1,145111,15,209,1.0,9236.040717801183,False,-0.0016933895248088264,0.3375,769752,0.0,0.0,10,0,0,15,9,9.0,14,29,34,238.0,100.0,15,15,34,730,4.8294789280043915,214.61944311019033
60,34,0,0,0,10.000000000000002,20,10.0,3.033954882139394,9,3.0,34.205930730169236,0,,32.08383735887595,13,49.92307692307692,42.0,12,42.0,5,2.8960000000000004,51962,599,0,0.0,5990.000000000001,False,-0.14693510081803082,4,2.5980000000000008,52883,621,0,0.0,6210.000000000001,False,-0.13093149961970105,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91156,0,289,0.9,9885.513981018908,False,0.1365370886121231,3,3.7220000000000013,103443,0,0,0.0,0.0,False,-0.07585720156520807,0,2.468000000000001,111317,0,0,0.0,0.0,False,-0.00551217681848232,12,5.306000000000002,127910,442,0,0.0,14181.056112623168,False,-0.09989446766425798,0,1.1000000000000003,144911,9,219,1.0,9486.754536229884,False,-0.0021910665334408425,0.2375,769027,0.0,0.0,11,0,0,19,8,7.75,13,32,29,306.0,93.0,18,16,29,649,5.22454042697791,219.84398353716824
61,29,0,0,0,10.000000000000002,20,10.0,3.0516084520886597,13,3.1538461538461537,34.31814478572065,10,35.0,31.268956610276085,9,18.0,41.99999999999999,20,42.0,10,2.9910000000000005,51687,606,0,0.0,6060.000000000001,False,-0.15066047840057123,3,2.6240000000000006,52693,634,0,0.0,6340.000000000001,False,-0.13287180044394084,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91465,3,289,1.0,9927.098668429535,False,0.140437464037358,9,3.809000000000001,102904,0,10,1.0,312.68956610276086,False,-0.07927578052199175,0,2.468000000000001,111317,0,0,0.0,0.0,False,-0.00551217681848232,10,5.394000000000001,127759,442,0,0.0,13820.87882174203,False,-0.1021019754847482,0,1.1000000000000003,145169,8,219,1.0,9448.151652882207,False,-0.0005995624408025414,0.375,768439,0.0,0.0,12,0,0,17,8,8.0,15,32,34,243.0,108.0,17,12,34,970,5.229062732018065,225.0730462691863
62,34,0,0,0,10.000000000000002,20,10.0,2.9317677460358635,7,1.5714285714285714,34.31814478572065,0,,31.12944687192771,35,30.571428571428573,41.99999999999999,7,42.0,3,3.0110000000000006,51474,621,0,0.0,6210.000000000001,False,-0.15280257051053195,4,2.6610000000000005,52563,639,0,0.0,6390.000000000001,False,-0.13450165313630225,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91454,0,299,1.0,10261.125290930473,False,0.14228259627534165,3,3.830000000000001,103131,0,0,0.0,0.0,False,-0.078644558400486,22,2.688,111185,0,0,0.0,0.0,False,-0.006691443171869137,7,5.454000000000001,127479,446,0,0.0,13883.733304879757,False,-0.10375931503943865,0,1.1,144299,29,229,1.0,10520.753959285901,False,-0.002824473576052252,0.25,767030,0.0,0.0,9,0,0,20,6,5.333333333333334,18,38,33,314.0,87.0,22,12,33,400,5.171537485963199,230.2445837551495
63,33,0,0,0,10.0,20,10.0,2.8754652832817142,13,2.5384615384615383,34.31814478572065,0,,31.679623023995898,27,34.888888888888886,41.999999999999986,10,42.0,8,3.088000000000001,51206,632,0,0.0,6320.0,False,-0.15610884311503656,5,2.7070000000000007,52368,648,0,0.0,6480.0,False,-0.13683001412539,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91421,3,309,1.0,10612.933134637526,False,0.14397268689025677,24,4.067,102987,0,0,0.0,0.0,False,-0.07993103078599889,3,2.696000000000001,111218,0,0,0.0,0.0,False,-0.0063966265835224325,10,5.5470000000000015,127175,449,0,0.0,14224.150737774158,False,-0.10465135802799601,0,1.1,143507,43,239,1.0,11400.22379003182,False,-0.00517317365957542,0.25,765327,0.0,0.0,8,0,0,13,9,9.0,21,34,31,301.0,53.0,20,13,31,200,5.501150517957285,235.7457342731068
64,31,0,0,0,10.0,20,10.0,2.809062607374753,3,1.0,34.36777943767321,5,35.0,31.679623023995898,0,,41.999999999999986,20,42.0,3,3.1100000000000008,51063,640,0,0.0,6400.0,False,-0.15770765099421014,0,2.7020000000000004,52248,660,0,0.0,6600.0,False,-0.1377613585210251,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91593,0,310,0.6,10654.011625678693,False,0.1462498026449292,0,4.043000000000001,102812,0,5,0.5,158.39811511997948,False,-0.08078690069540986,0,2.6930000000000005,111218,0,0,0.0,0.0,False,-0.0063966265835224325,12,5.657000000000002,126963,449,0,0.0,14224.150737774158,False,-0.10606485155726265,0,1.1,143843,33,241,1.0,11167.42755979186,False,-0.0037089951534779566,0.2625,765185,0.0,0.0,12,0,0,8,6,6.0,20,28,36,216.0,91.0,13,18,36,711,5.2104647340020165,240.9561990071088
65,36,0,0,0,10.0,20,10.0,2.815653217875008,19,2.8421052631578947,34.01171049632178,1,12.0,31.71822019949324,5,33.0,41.99999999999999,20,42.0,10,3.207000000000001,50738,652,0,0.0,6520.0,False,-0.1618210887415985,9,2.7920000000000007,51974,668,0,0.0,6680.0,False,-0.141393601664002,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91551,9,319,1.0,10875.076527287523,False,0.14706031960219218,0,4.043000000000001,102965,0,1,0.1,31.71822019949324,False,-0.07998589248932636,0,2.693000000000001,111218,0,0,0.0,0.0,False,-0.0063966265835224325,9,5.735000000000001,126851,449,0,0.0,14241.480869572464,False,-0.10675382920206793,0,1.1000000000000003,144140,28,240,1.0,10968.11016558581,False,-0.0023932373482800653,0.2625,764882,0.0,0.0,13,0,0,16,7,7.0,19,35,35,246.0,119.0,19,17,35,839,6.505588984000497,247.4617879911093
66,35,0,0,0,10.0,20,10.0,2.807222537877486,17,2.764705882352941,33.738747045989655,6,31.166666666666668,31.494501582813385,11,28.363636363636363,42.0,20,42.0,5,3.2470000000000008,50558,660,0,0.0,6600.0,False,-0.16399422566474706,12,2.9030000000000005,51587,680,0,0.0,6800.0,False,-0.14646942862021328,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91691,16,323,1.0,10942.530856460698,False,0.1491149493605312,10,4.143000000000001,102840,0,1,0.1,31.494501582813385,False,-0.08110362132335656,0,2.693000000000001,111043,0,5,0.5,157.4725079140669,False,-0.007256631104427329,13,5.856000000000002,126614,449,0,0.0,14141.03121068321,False,-0.10866887843727879,0,1.1,144122,29,243,1.0,11119.340545901588,False,-0.0020090925441497934,0.325,763900,0.0,0.0,13,0,0,18,11,10.75,16,34,36,279.0,96.0,19,16,36,681,5.356330025009811,252.81811801611912
67,36,0,0,0,10.000000000000002,20,10.0,2.680029144439117,7,1.0,33.8416508145547,5,35.0,31.494501582813385,0,,42.0,20,42.0,7,3.3120000000000007,50301,670,0,0.0,6700.000000000001,False,-0.16720736382968815,0,2.891000000000001,51487,690,0,0.0,6900.000000000001,False,-0.14724554894990918,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91859,13,328,1.0,11134.901846051649,False,0.15223940822463547,0,4.133000000000001,102840,0,1,0.0,31.494501582813385,False,-0.08110362132335656,0,2.693000000000001,110868,0,10,0.5,314.9450158281338,False,-0.008116635625332226,11,5.953000000000001,126441,449,0,0.0,14141.03121068321,False,-0.10982234249653884,0,1.1,144500,19,244,1.0,10846.395530073454,False,-0.00039872675545415867,0.3125,763741,0.0,0.0,11,0,0,16,6,6.0,20,36,27,337.0,117.0,22,14,27,753,5.637865471013356,258.45598348713247
68,27,0,0,0,10.0,20,10.0,2.9533564796723746,10,5.4,33.45269661874972,1,12.0,30.335490863567316,24,23.166666666666668,41.99999999999999,20,42.0,5,3.3550000000000004,50086,683,0,0.0,6830.0,False,-0.1695357248187759,5,2.9410000000000007,51332,697,0,0.0,6970.0,False,-0.1491082377411794,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91817,13,337,1.0,11311.952394754397,False,0.15278965155258412,10,4.233000000000001,102636,0,1,0.1,30.335490863567316,False,-0.0829313010753499,3,2.7230000000000003,111109,0,0,0.0,0.0,False,-0.007370414708667608,7,6.012000000000001,126153,453,0,0.0,13741.977361195994,False,-0.11307289039025753,0,1.1000000000000003,144690,29,241,1.0,11001.72923504345,False,0.001385921187879487,0.2625,763268,0.0,0.0,17,0,0,15,8,7.337662337662338,18,33,21,298.0,84.0,19,8,21,990,4.477360148041043,262.9333436351735
69,21,0,0,0,10.0,20,10.0,2.9543753200172636,2,3.0,33.50196831044202,5,34.0,30.67019613353763,15,34.13333333333333,42.0,20,42.0,0,3.350000000000001,49976,694,0,0.0,6940.0,False,-0.1703894571814414,2,2.956000000000001,51204,706,0,0.0,7060.0,False,-0.15039659748847461,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91981,5,342,1.0,11472.445038771257,False,0.15567829457371182,0,4.223000000000001,102466,0,6,0.5,184.02117680122578,False,-0.0837635518394713,15,2.8700000000000006,110910,0,0,0.0,0.0,False,-0.00914824807475834,13,6.135000000000002,125715,457,0,0.0,14016.279633026697,False,-0.11507877681795041,0,1.1000000000000003,144672,30,244,1.0,11168.105884006129,False,0.0018205592767384653,0.3125,762369,0.0,0.0,12,0,0,14,9,9.0,17,31,20,209.0,45.0,16,5,20,664,4.679636708053295,267.6129803432268
70,20,0,0,0,10.0,20,10.0,3.014521996819316,3,4.666666666666667,33.50196831044202,0,,30.015460868500163,19,24.736842105263158,41.99999999999999,20,42.0,1,3.3600000000000008,49866,703,0,0.0,7030.0,False,-0.1713984136100461,2,2.9740000000000006,51062,717,0,0.0,7170.0,False,-0.15174704686214552,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,91967,0,350,0.8,11725.688908654705,False,0.1570102473487635,9,4.3130000000000015,102350,0,0,0.0,0.0,False,-0.08562188432469134,4,2.895,110954,0,0,0.0,0.0,False,-0.008755159290296067,8,6.202000000000002,125413,461,0,0.0,13837.127460378575,False,-0.11768957995113255,0,1.1,144906,35,242,1.0,11214.541130397503,False,0.0035355377956085925,0.225,761963,0.0,0.0,13,0,0,9,8,7.4,19,28,29,173.0,66.0,13,7,29,704,4.556904216995463,272.1698845602223
71,29,0,0,0,10.0,20,10.0,2.8686570104635614,6,1.0,33.54725594042915,5,34.0,31.106315700696047,9,49.888888888888886,41.99999999999999,20,42.0,2,3.3790000000000004,49704,715,0,0.0,7150.0,False,-0.17298169908262578,4,3.0120000000000013,50898,725,0,0.0,7250.0,False,-0.15367182527979137,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,92131,0,351,0.6,11775.086835090633,False,0.1592419450001811,0,4.304000000000001,102180,0,5,0.5,155.53157850348023,False,-0.08644588963807472,9,2.9810000000000008,111010,0,0,0.0,0.0,False,-0.008254864473707721,8,6.274000000000003,125112,465,0,0.0,14464.436800823662,False,-0.11760520592059212,0,1.1,145161,30,240,1.0,11013.18947102088,False,0.004564482211386914,0.2625,761641,0.0,0.0,13,0,0,7,8,8.0,19,26,29,193.0,86.0,12,17,29,874,3.824522754002828,275.9944073142251
72,29,0,0,0,10.0,20,10.0,3.049131540922931,11,4.2727272727272725,33.68056735355575,5,35.0,31.51754556073646,18,34.888888888888886,42.0,20,42.0,8,3.457000000000001,49449,726,0,0.0,7260.0,False,-0.17608618040140944,3,3.0380000000000003,50748,734,0,0.0,7340.0,False,-0.1553016779721528,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,92259,1,356,1.0,11993.33110940677,False,0.1620463319855168,7,4.3740000000000006,102040,0,5,0.5,157.5877278036823,False,-0.08768744202921508,6,3.0320000000000014,111076,0,0,0.0,0.0,False,-0.007665231297014312,6,6.3260000000000005,124546,475,0,0.0,14970.834141349818,False,-0.11969078448440881,0,1.1,145621,28,236,1.0,10794.49127570062,False,0.006902419859919538,0.3125,761184,0.0,0.0,14,0,0,12,8,7.666666666666667,18,30,34,229.0,111.0,16,13,34,1163,4.466477730020415,280.4608850442455
73,34,0,0,0,10.0,20,10.0,2.9242162059022196,5,1.0,33.802650739216,5,35.0,31.861910828944765,24,34.0,42.0,20,42.0,5,3.4990000000000006,49214,739,0,0.0,7390.0,False,-0.17872498952237556,0,3.0350000000000006,50678,741,0,0.0,7410.0,False,-0.15584496220293995,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,92429,0,357,0.6,12067.546313900111,False,0.16449574422203633,11,4.477000000000001,102027,0,0,0.0,0.0,False,-0.08850751335608484,8,3.1060000000000008,110961,0,5,0.5,159.30955414472382,False,-0.007980999722404672,6,6.380000000000002,124280,479,0,0.0,15261.855287064542,False,-0.12049413837880105,0,1.1000000000000003,145593,38,232,1.0,10954.752611499902,False,0.007249997037997373,0.2625,760627,0.0,0.0,15,0,0,15,6,5.916666666666666,22,37,28,271.0,104.0,21,13,28,1163,5.894152505963575,286.3550375502091
74,28,0,0,0,10.0,20,10.0,2.75429999126688,10,1.5,33.91427222005804,5,35.0,32.85300481481983,9,50.0,42.00000000000001,20,42.0,5,3.5440000000000005,48969,753,0,0.0,7530.0,False,-0.18144141067631125,5,3.085000000000001,50518,747,0,0.0,7470.0,False,-0.15786287506014932,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,92589,0,362,1.0,12276.96654366101,False,0.1676264076428142,8,4.546000000000001,102087,0,0,0.0,0.0,False,-0.08797148319545446,0,3.0980000000000016,110836,0,9,0.5,295.6770433333785,False,-0.008488586830929888,10,6.474000000000001,123929,483,0,0.0,15868.00132555798,False,-0.12081368779942395,0,1.1,145763,33,232,1.0,10828.149158889057,False,0.00796139948823893,0.3125,760136,0.0,0.0,11,0,0,9,8,8.0,23,32,30,257.0,85.0,17,11,30,845,4.754849678021856,291.10988722823095
75,30,0,0,0,10.0,20,10.0,2.7245353219543453,10,2.5,33.91427222005804,0,,32.86401302817533,12,33.0,42.0,20,42.0,10,3.6390000000000007,48664,762,0,0.0,7620.0,False,-0.18547723639073002,0,3.080000000000001,50408,758,0,0.0,7580.0,False,-0.15871660742281482,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,92564,0,372,1.0,12616.10926586159,False,0.16933621866417672,0,4.538000000000001,102087,0,0,0.0,0.0,False,-0.08797148319545446,3,3.1280000000000014,111115,0,0,0.0,0.0,False,-0.00731681169260457,11,6.574000000000002,123753,483,0,0.0,15873.318292608683,False,-0.1219694288932457,0,1.1,145745,35,233,1.0,10936.240455986137,False,0.008201731049472664,0.25,759781,0.0,0.0,12,0,0,10,7,6.25,25,35,28,284.0,119.0,20,10,28,578,4.446173959004227,295.5560611872352
76,28,0,0,0,10.0,20,10.0,2.8190394668000125,7,3.857142857142857,33.92231861558475,5,34.0,33.17421162624359,13,36.61538461538461,42.0,20,42.0,1,3.6390000000000007,48543,772,0,0.0,7720.0,False,-0.18657932725889823,6,3.1400000000000006,50198,768,0,0.0,7680.0,False,-0.16120019247784176,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,92707,0,374,0.7,12686.947162228696,False,0.17144633702857756,4,4.578,101961,0,5,0.5,165.87105813121795,False,-0.08835621411666152,9,3.2150000000000007,111005,0,0,0.0,0.0,False,-0.008299533653760252,11,6.673000000000001,123377,487,0,0.0,16155.84106198063,False,-0.12353453037350687,0,1.1000000000000003,145843,34,234,1.0,10955.923195292282,False,0.00892075500320803,0.275,759079,0.0,0.0,11,0,0,12,10,10.0,20,32,20,265.0,156.0,16,12,20,748,7.954508577997331,303.5105697652325
77,20,0,0,0,10.0,20,10.0,2.752675921144881,4,1.5,33.92965482323621,5,34.0,33.04919689580504,14,31.785714285714285,42.0,20,42.0,2,3.6580000000000004,48371,785,0,0.0,7850.0,False,-0.1882402247644475,2,3.1540000000000004,50088,775,0,0.0,7750.0,False,-0.16236437297238565,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,92871,0,373,0.4,12655.761249067107,False,0.17320151175028453,4,4.614000000000002,101915,0,5,0.5,165.2459844790252,False,-0.08876996272589638,5,3.2560000000000002,110975,0,0,0.0,0.0,False,-0.008567548734075437,9,6.752000000000002,123244,487,0,0.0,16094.958888257053,False,-0.12462426112207037,0,1.1000000000000003,145860,38,233,1.0,11041.86948204059,False,0.00932062127721335,0.2375,758769,0.0,0.0,14,0,0,7,8,7.8,18,25,26,160.0,85.0,10,10,26,1032,4.0478928739903495,307.55846263922285
78,26,0,0,0,10.0,20,10.0,2.677390248477924,5,1.6,33.47888597271795,1,12.0,31.978851128815908,10,17.0,42.0,16,42.0,2,3.676000000000001,48269,791,0,0.0,7910.0,False,-0.1893578380392096,3,3.182000000000001,49888,789,0,0.0,7890.0,False,-0.16438228582959502,0,0.2,85445,0,0,0.0,0.0,False,0.010537644582160513,0,0.20900000000000002,92875,0,377,0.5,12621.540011714666,False,0.17304645558882298,5,4.660000000000001,101878,0,1,0.1,31.978851128815908,False,-0.08969580801575569,0,3.251000000000001,110975,0,0,0.0,0.0,False,-0.008567548734075437,9,6.833000000000001,123111,487,0,0.0,15573.700499733348,False,-0.12724875319291734,0,1.1,145984,38,236,1.0,11127.196342895004,False,0.010431836751148404,0.2,758425,0.0,0.0,11,0,0,11,7,7.0,21,32,25,246.0,50.0,16,10,25,586,4.321292881038971,311.8797555202618
