index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
53,20,0,0,0,10.0,9,10.0,14.371482059325977,0,,21.057717754489286,9,21.555555555555557,31.002268421807077,15,19.266666666666666,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.1170000000000004,28666,526,0,0.0,5260.0,False,-0.1303042934556065,4,1.2120000000000002,65308,0,0,0.0,0.0,False,0.06364820846905538,5,9.511000000000003,15762,96,0,0.0,1379.6622776952938,False,-0.7320548674454781,0,0.2,74203,293,238,1.0,13548.451186455444,False,0.05121541168900871,15,7.271000000000002,33114,483,0,0.0,10170.877675418325,False,-0.5041094760916351,0,1.0910000000000002,105752,0,1,0.0,47.0,False,0.02241027673332882,11,4.360000000000001,75315,802,0,0.0,24863.819274289275,False,-0.1518514007061423,0.125,434845,0.0,0.0,8,0,0,12,9,9.0,14,26,14,171.0,117.0,11,9,14,513,1.4469254260184243,106.74397818284342
54,14,0,0,0,10.0,11,10.0,14.23360761510724,1,10.0,21.39592547361546,17,24.294117647058822,31.85320481225204,9,43.0,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.1270000000000002,28543,537,0,0.0,5370.0,False,-0.13219396970960123,8,1.2880000000000003,65354,0,1,0.1,21.39592547361546,False,0.06457162805760269,9,9.596000000000002,15434,96,0,0.0,1366.4263310502952,False,-0.7375046715712518,0,0.2,74471,292,243,1.0,13987.939007672961,False,0.05754711683243942,4,7.296,32620,491,0,0.0,10505.39940754519,False,-0.5083510787234838,10,1.1910000000000005,105590,0,2,0.2,94.0,False,0.02107155629875214,9,4.439000000000001,74820,809,0,0.0,25769.2426931119,False,-0.15226015304371907,0.1625,433557,0.0,0.0,6,0,0,8,15,14.5,17,25,15,147.0,60.0,9,5,15,415,1.113505500019528,107.85748368286295
55,15,0,0,0,10.0,9,10.0,14.23360761510724,0,,22.05024660177313,4,46.0,32.85998713373802,7,49.285714285714285,46.99999999999999,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.1260000000000003,28453,546,0,0.0,5460.0,False,-0.1334444907600389,3,1.3100000000000003,65427,0,0,0.0,0.0,False,0.06558631921824104,0,9.587,15434,96,0,0.0,1366.4263310502952,False,-0.7375046715712518,0,0.2,74776,282,248,1.0,14367.446350867049,False,0.06396982001549385,2,7.312000000000002,32380,495,0,0.0,10914.872067877699,False,-0.5088088582155617,7,1.2510000000000001,105279,0,5,0.5,234.99999999999997,False,0.018746919009830172,11,4.540000000000001,74576,811,0,0.0,26649.44956546153,False,-0.15036464634842714,0.1875,433050,0.0,0.0,5,0,0,9,9,8.25,15,24,17,162.0,63.0,9,6,17,395,1.2079935430083424,109.06547722587129
56,17,0,0,0,10.0,11,10.0,14.23360761510724,0,,19.912023631635517,29,9.931034482758621,31.332263362751775,14,19.428571428571427,46.99999999999999,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.1260000000000003,28343,557,0,0.0,5570.0,False,-0.13497290537724052,4,1.347,65467,0,0,0.0,0.0,False,0.06623778501628665,25,9.837000000000002,14609,96,0,0.0,1366.4263310502952,False,-0.7509411536559423,0,0.2,74697,301,247,1.0,13732.588163721979,False,0.05882352894720367,3,7.340000000000002,32299,495,0,0.0,9856.45169765958,False,-0.5167303737559743,8,1.3240000000000003,105198,1,10,1.0,501.33226336275175,False,0.01925114909267976,7,4.599000000000001,74413,814,0,0.0,25504.462377279946,False,-0.1574738182178106,0.25,431751,0.0,0.0,8,0,0,9,8,7.6,20,29,22,215.0,57.0,13,4,22,460,1.3728695979807526,110.43834682385204
57,22,0,0,0,10.0,11,10.0,11.641595845524678,28,9.0,18.843753132314912,19,10.526315789473685,33.41121627761103,9,59.0,46.99999999999999,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,28,2.406000000000001,27841,568,0,0.0,5680.0,False,-0.14739474781158815,0,1.3430000000000002,65215,18,10,1.0,397.9862565425933,False,0.06537448091647058,19,10.002000000000002,14078,96,0,0.0,1117.5932011703692,False,-0.7616156905442152,0,0.2,75028,310,248,1.0,14127.54510786516,False,0.0656840346081184,0,7.337000000000002,32299,495,0,0.0,9327.657800495881,False,-0.5201626739504629,1,1.326,105128,0,10,1.0,469.99999999999994,False,0.01842311298413834,9,4.682000000000001,74265,814,0,0.0,27196.73004997538,False,-0.15072576021934045,0.375,430579,0.0,0.0,9,0,0,10,8,7.333333333333333,19,29,23,206.0,99.0,14,8,23,1017,1.483833726029843,111.92218054988189
58,23,0,0,0,10.0,11,10.0,11.730790703737553,2,14.0,19.57395226450683,4,47.0,32.44251247584363,10,22.0,46.99999999999999,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,2,2.3980000000000006,27712,579,0,0.0,5790.0,False,-0.14945116020564123,0,1.3430000000000002,65393,9,16,1.0,418.7603525657472,False,0.06844267388082867,0,9.983000000000002,14060,97,0,0.0,1137.8866982625425,False,-0.7617435936623571,0,0.2,74840,304,258,1.0,14320.649707177732,False,0.06449689549263775,10,7.437000000000001,32039,495,0,0.0,9689.10637093088,False,-0.5211918009987351,0,1.3250000000000002,105598,0,0,0.0,0.0,False,0.020694588089737766,10,4.7730000000000015,73883,824,0,0.0,26732.63028009515,False,-0.15666107522886247,0.25,430250,0.0,0.0,10,0,0,11,7,7.0,19,30,23,236.0,99.0,15,8,23,768,1.6075682929949835,113.52974884287687
59,23,0,0,0,10.0,8,10.0,11.730790703737553,0,,21.124653638947446,30,28.3,32.00725844818082,20,29.7,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.3960000000000004,27632,587,0,0.0,5870.0,False,-0.15056273447269697,11,1.453,65823,0,9,0.9,190.12188275052702,False,0.07358405441979264,3,10.013000000000002,13961,97,0,0.0,1137.8866982625425,False,-0.76335597151252,0,0.2,74296,324,263,1.0,15262.296750890528,False,0.06354694640467941,15,7.577000000000001,31556,495,0,0.0,10456.703551278986,False,-0.522479595809021,9,1.4150000000000003,105100,0,7,0.7,329.0,False,0.017471026610089216,11,4.873000000000001,73436,837,0,0.0,26790.075321127348,False,-0.1607040832368649,0.325,428529,0.0,0.0,4,0,0,11,13,12.407407407407408,18,29,20,232.0,84.0,14,9,20,385,2.137139974045567,115.66688881692244
60,20,0,0,0,10.0,12,10.0,11.695173225516276,1,10.0,20.635276215460227,10,13.2,31.415311641748406,22,28.363636363636363,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.4060000000000006,27499,599,0,0.0,5990.0,False,-0.15259135751007363,0,1.4420000000000002,65813,0,10,0.1,206.35276215460226,False,0.07355336125533057,10,10.110000000000003,13675,97,0,0.0,1134.4318028750788,False,-0.7680420862958056,0,0.2,74459,324,268,1.0,15105.133013797686,False,0.06464283034192084,17,7.732,30941,495,0,0.0,10214.461726652813,False,-0.5320356363157337,8,1.4860000000000002,104992,0,6,0.6,282.0,False,0.016199967136104856,5,4.912000000000001,73069,853,0,0.0,26797.26083041139,False,-0.1642167237093121,0.21250000000000002,427173,0.0,0.0,9,0,0,9,12,11.75,19,28,23,169.0,114.0,12,8,23,697,1.3609074709820561,117.0277962879045
61,23,0,0,0,10.0,9,10.0,11.657279111235612,1,10.0,20.635276215460227,0,,32.22724608735073,9,43.22222222222222,47.0,17,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.4150000000000005,27396,608,0,0.0,6080.0,False,-0.15420314019730444,0,1.4420000000000004,65803,0,11,0.1,226.9880383700625,False,0.07355853451441421,0,10.100000000000003,13675,97,0,0.0,1130.7560737898543,False,-0.7680720189430794,0,0.2,74806,314,271,1.0,15213.060421326558,False,0.06984798798763207,2,7.735,30887,495,0,0.0,10214.461726652813,False,-0.5327366436892927,4,1.518,104849,0,9,0.9,423.0,False,0.015499192901398649,7,4.977000000000001,72972,853,0,0.0,27489.84091251017,False,-0.1618071231888119,0.25,427113,0.0,0.0,7,0,0,9,6,5.8,20,29,31,187.0,90.0,13,10,31,672,1.466754838009365,118.49455112591386
62,31,0,0,0,9.999999999999998,9,10.0,11.865969556112415,3,14.666666666666666,19.796161994236442,28,15.428571428571429,31.948395598955432,3,21.0,47.00000000000001,15,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,3,2.4440000000000004,27279,617,0,0.0,6169.999999999999,False,-0.15620397387800472,0,1.4420000000000004,65840,0,11,0.1,217.75778193660085,False,0.07408597542293659,27,10.370000000000001,12622,99,0,0.0,1174.730986055129,False,-0.7848637541852188,0,0.2,74484,331,278,1.0,15434.183596601872,False,0.06710317528171335,0,7.733000000000001,30840,496,0,0.0,9818.896349141276,False,-0.5359143190548001,0,1.5140000000000002,104833,0,11,0.3,517.0000000000001,False,0.01579883429830751,14,5.110000000000001,72665,853,0,0.0,27251.981445908983,False,-0.16592409674594769,0.17500000000000002,425288,0.0,0.0,6,0,0,9,13,13.0,24,33,22,286.0,117.0,17,14,22,247,1.6983538859640248,120.19290501187788
63,22,0,0,0,9.999999999999998,8,10.0,11.819244298706483,1,10.0,19.238819853346065,9,9.555555555555555,31.654371126981083,3,21.0,47.00000000000001,13,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.4510000000000005,27186,625,0,0.0,6249.999999999999,False,-0.15767680978185356,0,1.4420000000000002,65830,0,12,0.1,230.86583824015278,False,0.07402985210293292,9,10.433000000000002,12336,99,0,0.0,1170.1051855719418,False,-0.7895594040262871,0,0.2,74398,330,288,1.0,15465.269436174753,False,0.06618852837895123,3,7.763000000000003,30759,496,0,0.0,9542.454647259648,False,-0.5387601604056779,0,1.514,104833,0,11,0.0,517.0000000000001,False,0.01579883429830751,13,5.226000000000002,72336,856,0,0.0,27096.141684695805,False,-0.16985732388965552,0.1375,424403,0.0,0.0,3,0,0,12,11,11.0,17,29,17,189.0,102.0,13,9,17,80,1.5247236800496466,121.71762869192753
64,17,0,0,0,9.999999999999998,11,10.0,11.819244298706483,0,,19.356093420284783,24,20.083333333333332,31.654371126981083,0,,47.00000000000001,15,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.4500000000000006,27076,636,0,0.0,6359.999999999999,False,-0.15920522439905516,0,1.4420000000000002,65830,0,12,0.0,232.2731210434174,False,0.07404131206061423,24,10.664000000000001,11722,99,0,0.0,1170.1051855719418,False,-0.7995594040262871,0,0.2,73916,344,298,1.0,16091.498732418328,False,0.06399612325019678,0,7.760000000000002,30759,496,0,0.0,9600.622336461252,False,-0.5383826050442592,0,1.5140000000000002,104974,0,8,0.0,376.00000000000006,False,0.016480276829987338,12,5.333000000000001,72102,856,0,0.0,27096.141684695805,False,-0.17211913314374178,0.125,423104,0.0,0.0,6,0,0,8,9,9.0,17,25,17,129.0,87.0,8,9,17,251,1.2699196769972332,122.98754836892476
65,17,0,0,0,9.999999999999998,12,10.0,11.76999757856722,1,10.0,19.781587598712335,10,26.4,33.538132929140076,16,45.375,47.00000000000001,8,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.4600000000000004,26943,648,0,0.0,6479.999999999999,False,-0.16123384743643185,0,1.4420000000000002,66008,0,9,0.1,178.03428838841103,False,0.07649865055690892,6,10.700000000000001,11564,99,0,0.0,1165.2297602781548,False,-0.8021723960889401,0,0.2,74440,340,298,1.0,16720.103396445935,False,0.07487864391711185,6,7.820000000000002,30393,500,0,0.0,9890.793799356168,False,-0.5412504296957358,0,1.5140000000000002,104637,0,15,0.7,705.0000000000001,False,0.014812917443962226,8,5.401000000000002,71591,865,0,0.0,29010.484983706167,False,-0.16780650423023005,0.225,422301,0.0,0.0,7,0,0,10,8,8.0,14,24,15,174.0,66.0,10,7,15,908,1.292046271963045,124.27959464088781
66,15,0,0,0,9.999999999999996,12,10.0,11.76999757856722,0,,18.233208310836556,33,11.242424242424242,32.85968890082046,6,21.0,47.0,10,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.4590000000000005,26823,660,0,0.0,6599.999999999997,False,-0.16290120883701542,0,1.4420000000000002,66288,0,3,0.0,54.699624932509664,False,0.08005455720629086,27,10.964000000000002,10381,99,0,0.0,1165.2297602781548,False,-0.8214394970661387,0,0.2,74115,362,308,1.0,16721.205589975536,False,0.07066677218542633,6,7.874000000000001,30169,501,0,0.0,9134.837363729115,False,-0.5490650809810915,0,1.5140000000000002,104595,0,17,0.2,799.0,False,0.01486124670152817,10,5.493,71334,869,0,0.0,28555.069654812978,False,-0.17249161654207557,0.15,420430,0.0,0.0,8,0,0,11,8,8.0,15,26,15,162.0,78.0,9,6,15,400,1.2871103399666026,125.56670498085441
67,15,0,0,0,9.999999999999996,12,10.0,11.509880081865116,15,10.933333333333334,18.641458211034738,8,27.0,31.870609069277023,10,22.0,46.99999999999999,11,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,15,2.6090000000000004,26508,672,0,0.0,6719.999999999997,False,-0.16998749478949562,1,1.4520000000000002,66275,5,10,1.0,243.96398251967298,False,0.08138407151888978,4,10.977000000000002,10261,99,0,0.0,1139.4781281046464,False,-0.8236035983053368,0,0.2,73899,360,318,1.0,16845.778640002598,False,0.06867132256726162,10,7.968,29909,501,0,0.0,9339.370563728404,False,-0.5511127157302913,0,1.514,104595,0,17,0.0,798.9999999999999,False,0.01486124670152817,11,5.593000000000001,70915,879,0,0.0,28014.265371894504,False,-0.17915527527429514,0.25,419087,0.0,0.0,4,0,0,9,10,9.25,17,26,18,146.0,60.0,10,5,18,120,1.216377837001346,126.78308281785576
68,18,0,0,0,9.999999999999998,8,10.0,11.475891042947376,1,10.0,19.870230792760132,23,28.130434782608695,34.89645448406498,29,45.206896551724135,46.99999999999999,10,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.6040000000000005,26415,680,0,0.0,6799.999999999999,False,-0.17146033069334446,0,1.451,66574,0,6,0.6,119.2213847565608,False,0.08523795915925536,13,11.103000000000002,10118,99,0,0.0,1136.1132132517903,False,-0.8259599901200995,0,0.2,74561,369,309,1.0,18115.119598104568,False,0.08550420343561481,10,8.058,29431,505,0,0.0,10034.466550343866,False,-0.55280619385227,0,1.5140000000000002,103769,4,27,1.0,1408.5858179362597,False,0.009823336351992881,10,5.682000000000001,70264,894,0,0.0,31197.430308754094,False,-0.1700637447985439,0.325,417857,0.0,0.0,9,0,0,13,7,7.0,10,23,23,156.0,70.0,9,9,23,1510,1.2999121689936146,128.08299498684937
69,23,0,0,0,10.0,13,10.0,11.475891042947376,0,,20.74470842286838,7,40.714285714285715,35.31215838197401,23,37.391304347826086,46.99999999999999,11,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.6030000000000006,26285,693,0,0.0,6930.0,False,-0.17326663887731,0,1.4510000000000003,66856,0,0,0.0,0.0,False,0.0888599348534202,1,11.100000000000001,10084,99,0,0.0,1136.1132132517903,False,-0.8265137360484383,0,0.2,75168,360,309,1.0,18379.551972262583,False,0.09510042561703312,13,8.177999999999999,28715,511,0,0.0,10600.546004085743,False,-0.5584267187397073,0,1.514,103464,0,36,0.9,1691.9999999999998,False,0.008244971340750263,11,5.782000000000002,69521,912,0,0.0,32204.688444360294,False,-0.1723774686857327,0.2375,416818,0.0,0.0,10,0,0,13,6,6.0,13,26,29,192.0,102.0,14,9,29,1022,1.4059613880235702,129.48895637487294
70,29,0,0,0,10.0,11,10.0,11.439876398450133,1,10.0,20.74470842286838,0,,32.9274255316782,24,20.583333333333332,47.0,12,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.6130000000000004,26162,704,0,0.0,7040.0,False,-0.17515631513130472,0,1.4510000000000003,66846,0,1,0.1,20.74470842286838,False,0.08886599925425784,0,11.099,10084,99,0,0.0,1132.5477634465633,False,-0.8265427706559726,0,0.2,75210,350,317,1.0,17698.641841545923,False,0.09122599595976953,22,8.385,27831,511,0,0.0,10600.546004085743,False,-0.5699024690772293,0,1.5140000000000002,103380,0,40,0.4,1880.0,False,0.008341629855882155,12,5.891,68877,932,0,0.0,30688.360595524086,False,-0.18593057697630863,0.1875,415115,0.0,0.0,6,0,0,19,9,9.0,17,36,29,278.0,102.0,20,9,29,152,1.4953423130209558,130.9842986878939
71,29,0,0,0,10.000000000000002,13,10.0,11.613047730005981,1,18.0,21.885387927715083,20,30.45,32.9274255316782,0,,47.0,10,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.6220000000000003,26027,717,0,0.0,7170.000000000001,False,-0.1771015700986522,10,1.5510000000000002,66819,0,0,0.0,0.0,False,0.088257328990228,9,11.189000000000002,9969,100,0,0.0,1161.304773000598,False,-0.8281815572231223,0,0.2,74601,360,327,1.0,18646.007802836204,False,0.08946936210169923,0,8.363,27831,511,0,0.0,11183.433231062407,False,-0.5661190594099699,0,1.514,103380,0,40,0.0,1880.0,False,0.008341629855882155,10,5.979000000000001,68698,932,0,0.0,30688.360595524086,False,-0.18766076439716947,0.125,414050,0.0,0.0,3,0,0,22,9,8.9,13,35,30,282.0,102.0,20,9,30,130,1.5461215860559605,132.53042027394986
72,30,0,0,0,10.0,8,10.0,11.613047730005981,0,,21.512394855742606,10,15.8,35.77682579607079,23,52.30434782608695,47.0,11,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.621000000000001,25947,725,0,0.0,7250.0,False,-0.17821314436570793,0,1.5410000000000001,66819,0,0,0.0,0.0,False,0.088257328990228,10,11.280000000000001,9708,100,0,0.0,1161.304773000598,False,-0.8324323715553698,0,0.2,75541,360,319,1.0,19157.26957701392,False,0.10499058558140714,5,8.413,27684,511,0,0.0,10992.833771284471,False,-0.569264501951887,0,1.5140000000000002,102789,1,50,1.0,2385.7768257960706,False,0.005073493460065806,11,6.0790000000000015,67890,944,0,0.0,33773.32355149082,False,-0.18056137549179457,0.25,413103,0.0,0.0,4,0,0,20,10,10.0,14,34,30,247.0,123.0,19,11,30,1178,1.5159129679668695,134.04633324191673
73,30,0,0,0,10.0,10,10.0,12.871348424834613,7,19.0,21.780038064467398,15,24.4,34.33246043076548,16,21.625,46.99999999999999,11,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,7,2.6910000000000007,25819,735,0,0.0,7350.0,False,-0.1803807141864666,5,1.5910000000000004,66789,0,0,0.0,0.0,False,0.08776872964169381,10,11.370000000000001,9402,107,0,0.0,1377.2342814573035,False,-0.8356577012910643,0,0.2,75175,365,329,1.0,19245.093375252443,False,0.10080936088412895,16,8.568,27158,511,0,0.0,11129.59945094284,False,-0.5752051131286813,0,1.5140000000000002,102747,0,53,0.3,2490.9999999999995,False,0.005176063485312739,11,6.178000000000001,67416,958,0,0.0,32890.49709267333,False,-0.1894096238404684,0.1625,411231,0.0,0.0,4,0,0,17,10,10.0,15,32,37,270.0,141.0,18,12,37,100,1.5602707749931142,135.60660401690984
74,37,0,0,0,10.0,8,10.0,12.871348424834613,0,,21.801755227745712,21,21.952380952380953,33.85561708789389,5,20.4,46.99999999999999,9,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.6840000000000006,25739,743,0,0.0,7430.0,False,-0.1814922884535223,8,1.6660000000000001,66837,0,0,0.0,0.0,False,0.08855048859934854,13,11.490000000000004,8973,107,0,0.0,1377.2342814573035,False,-0.8426446719751034,0,0.2,74940,372,337,1.0,19519.595903341644,False,0.09954042413115106,3,8.582,26890,515,0,0.0,11227.903942289042,False,-0.5780461110818294,0,1.5140000000000002,102705,0,55,0.2,2584.9999999999995,False,0.0052243927428786835,9,6.2570000000000014,67209,961,0,0.0,32535.248021466028,False,-0.1931273474899426,0.15,410018,0.0,0.0,4,0,0,19,10,10.0,16,35,34,309.0,166.0,21,16,34,122,1.7227003559819423,137.32930437289178
75,34,0,0,0,10.0,13,10.0,12.871348424834613,0,,22.162460722905063,24,24.416666666666668,32.641053395307594,12,19.333333333333332,47.0,8,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.6840000000000006,25609,756,0,0.0,7560.0,False,-0.18329859663748785,4,1.6980000000000002,66873,0,0,0.0,0.0,False,0.08913680781758958,20,11.677000000000001,8579,107,0,0.0,1377.2342814573035,False,-0.8490616100858526,0,0.2,74396,386,345,1.0,19815.87326042247,False,0.09440150366355841,10,8.678999999999998,26600,515,0,0.0,11413.667272296108,False,-0.5806050260132406,0,1.514,102663,0,57,0.2,2679.0,False,0.005272722000444629,8,6.328000000000001,66897,971,0,0.0,31694.462846843675,False,-0.20020654548825276,0.15,408342,0.0,0.0,4,0,0,10,7,7.0,18,28,29,239.0,177.0,15,19,29,172,1.5733686630264856,138.90267303591827
76,29,0,0,0,10.0,10,10.0,12.795756070680557,1,10.0,20.145881474314756,19,3.526315789473684,33.02462664108368,19,35.63157894736842,47.0,11,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.694000000000001,25496,766,0,0.0,7660.0,False,-0.1850493261081006,0,1.694,66863,0,1,0.1,20.145881474314756,False,0.0891379957774781,19,11.847000000000001,7840,107,0,0.0,1369.1458995628195,False,-0.8611633070068174,0,0.2,74742,395,348,1.0,19450.19325345145,False,0.0965195844159014,12,8.788999999999998,26288,515,0,0.0,10375.128959272099,False,-0.5913962446822613,0,1.5140000000000002,102250,0,64,0.7,3008.0,False,0.002870757899417149,11,6.4300000000000015,66447,983,0,0.0,32463.207988185255,False,-0.20084089047534118,0.225,406651,0.0,0.0,5,0,0,13,9,9.0,20,33,19,242.0,123.0,18,11,19,513,1.4071233620052226,140.3097963979235
77,19,0,0,0,9.999999999999998,9,10.0,12.716299979496357,1,10.0,20.4609809957625,46,21.543478260869563,33.02462664108368,0,,46.99999999999999,11,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,1,2.7030000000000007,25393,775,0,0.0,7749.999999999998,False,-0.18666110879533138,3,1.724,66930,0,1,0.1,20.4609809957625,False,0.09023176694621957,42,12.248000000000001,6163,107,0,0.0,1360.6440978061103,False,-0.8885452435032075,0,0.2,73939,427,358,1.0,20559.655222698544,False,0.09329665088988051,0,8.777000000000001,26100,519,0,0.0,10619.249136800738,False,-0.5922522514227806,0,1.514,102250,0,64,0.0,3007.9999999999995,False,0.002870757899417149,11,6.529000000000003,66238,983,0,0.0,32463.207988185255,False,-0.2028610534415977,0.1375,403738,0.0,0.0,4,0,0,11,13,12.75,15,26,21,180.0,102.0,10,9,21,90,1.1743709460133687,141.48416734393686
78,21,0,0,0,9.999999999999998,10,10.0,12.716299979496357,0,,21.166252161291638,15,29.8,31.955676474797844,11,19.0,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.7020000000000004,25293,785,0,0.0,7849.999999999998,False,-0.18805057662915103,7,1.791,66947,0,0,0.0,0.0,False,0.09034201954397394,7,12.276000000000002,6058,107,0,0.0,1360.6440978061103,False,-0.8902553412230773,0,0.2,73584,430,368,1.0,20861.17737208101,False,0.09064529917489486,11,8.887,25689,521,0,0.0,11027.617376032944,False,-0.594937056184229,0,1.5140000000000002,102417,1,66,1.0,3133.9556764747977,False,0.0050936895351439875,12,6.638000000000001,66004,983,0,0.0,31412.42997472628,False,-0.21020119482139302,0.25,402717,0.0,0.0,8,0,0,9,9,9.0,10,19,21,168.0,120.0,11,10,21,522,1.8251258240197785,143.30929316795664
79,21,0,0,0,9.999999999999998,6,10.0,13.436786991702995,5,18.0,21.302572637958228,12,23.333333333333332,32.79436279885423,24,37.333333333333336,47.0,20,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,5,2.7520000000000007,25208,791,0,0.0,7909.999999999998,False,-0.18957899124635263,4,1.8240000000000003,66983,0,0,0.0,0.0,False,0.09092833876221498,8,12.349000000000002,5742,112,0,0.0,1504.9201430707353,False,-0.8942270346655478,0,0.2,73894,432,368,1.0,21271.03688957631,False,0.09732992061465556,14,9.016000000000002,25275,521,0,0.0,11098.640344376237,False,-0.599850449525027,0,1.514,102179,15,62,1.0,3405.9154419828133,False,0.004107578230486224,6,6.686000000000002,65950,983,0,0.0,32236.85863127371,False,-0.2067387483144026,0.25,401956,0.0,0.0,10,0,0,7,8,8.0,13,20,23,166.0,118.0,11,10,23,1308,1.176329740032088,144.48562290798873
80,23,0,0,0,9.999999999999998,9,10.0,13.436786991702995,0,,21.654483701493522,7,30.285714285714285,33.91316022257967,34,38.470588235294116,47.00000000000001,19,47.0,0,0.2,36725,0,0,0.0,0.0,False,0.02056412394053078,0,2.7470000000000008,25118,800,0,0.0,7999.999999999998,False,-0.19082951229679032,4,1.8600000000000003,67023,0,0,0.0,0.0,False,0.09157980456026059,3,12.371000000000002,5655,112,0,0.0,1504.9201430707353,False,-0.8956439727762969,0,0.2,74824,425,362,1.0,21479.719573708586,False,0.11075734482882828,18,9.182000000000002,24417,525,0,0.0,11368.603943284099,False,-0.6092363956324378,0,1.5140000000000002,101958,18,62,1.0,3524.4368840064344,False,0.0025442303759360273,9,6.770000000000001,65185,1004,0,0.0,34048.81286346999,False,-0.20537608444344027,0.25,400905,0.0,0.0,9,0,0,6,9,9.0,16,22,22,204.0,99.0,14,9,22,1514,1.1353921859990805,145.6210150939878
