index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,22,0,0,0,10.0,8,10.0,18.049976684335398,0,,3.385919646583542,31,4.903225806451613,34.75381367532063,33,39.15151515151515,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.9900000000000007,52149,536,0,0.0,5360.0,False,-0.09219000943755484,13,5.613,52888,173,0,0.0,3122.6459663900237,False,-0.31238700043953466,18,4.691000000000002,57308,159,0,0.0,2869.9462928093285,False,-0.2581646610965996,0,0.2,125920,3,159,1.0,5536.01413331573,False,0.11817050488893602,18,10.712000000000003,65861.0,730,0,0.0,2471.7213420059857,False,-0.41699516308387496,6,1.4840000000000002,172228,4,10,1.0,719.0152547012825,False,0.035982950228104583,0,0.36200000000000004,158318,512,25,1.0,19243.952601764162,False,0.008085431566044722,0.375,745644,0.0,0.0,11,0,0,5,10,10.0,23,28,21,208.0,24.0,14,8,21,1832,1.5275430429610424,116.96928027004469
53,21,0,0,0,10.0,10,10.0,18.049976684335398,0,,3.5382240548536377,38,4.473684210526316,33.3032816418611,46,26.282608695652176,58.00000000000001,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,2.9900000000000007,52049,546,0,0.0,5460.0,False,-0.09301786512575128,24,5.84,51936,173,0,0.0,3122.6459663900237,False,-0.32440932761858143,14,4.8130000000000015,56852,159,0,0.0,2869.9462928093285,False,-0.2639232547874035,0,0.2,126216,0,159,0.5,5295.221781055914,False,0.11969632707604576,41,11.104000000000003,63165.0,766,0,0.0,2710.2796260178866,False,-0.43938429885818725,1,1.4880000000000002,172301,9,10,1.0,879.7295347767499,False,0.036903499951308774,0,0.3620000000000001,158127,533,26,1.0,19258.649115111966,False,0.006983033846295972,0.3125,741618,0.0,0.0,10,0,0,5,13,13.0,17,22,23,144.0,81.0,9,12,23,1512,1.5298409219831228,118.49912119202781
54,23,0,0,0,10.0,7,10.0,17.954634417628572,3,16.0,3.490217089064023,28,3.0714285714285716,31.39362972634591,45,21.133333333333333,58.000000000000014,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,3,3.020000000000001,51955,553,0,0.0,5530.0,False,-0.09399473483782307,5,5.8660000000000005,51759,173,0,0.0,3106.151754249743,False,-0.32674871975949193,23,5.029000000000002,55854,162,0,0.0,2908.6507756558285,False,-0.27628210305069184,0,0.2,126188,0,168,0.9,5274.129794026113,False,0.11936140081514195,45,11.513000000000003,60102.0,785,0,0.0,2739.820414915258,False,-0.4658703756476989,3,1.5170000000000003,172848,0,9,0.9,522.0000000000001,False,0.03911328807332841,0,0.3620000000000001,157582,568,29,1.0,19513.581684564477,False,0.004476723765597814,0.35,737260,0.0,0.0,6,0,0,9,13,12.375,16,25,18,192.0,78.0,12,11,18,766,1.7735780840157531,120.27269927604357
55,18,0,0,0,10.0,12,10.0,17.954634417628572,0,,3.470296488619418,4,2.25,30.73854423908457,15,19.466666666666665,58.000000000000014,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.0170000000000012,51835,565,0,0.0,5650.0,False,-0.0949881616636588,1,5.871,51725,173,0,0.0,3106.151754249743,False,-0.327178088587315,3,5.0360000000000005,55755,162,0,0.0,2908.6507756558285,False,-0.27753232404935324,0,0.2,126183,0,170,0.2,5225.552520644376,False,0.11910691175728307,15,11.618000000000004,59552.0,787,0,0.0,2731.123336543482,False,-0.47068711187724405,5,1.5640000000000003,173225,0,4,0.4,232.00000000000006,False,0.04050590360939535,0,0.3620000000000001,157710,569,33,1.0,19404.23167203912,False,0.004916868271893594,0.19999999999999998,736957,0.0,0.0,9,0,0,7,7,7.0,16,23,18,137.0,57.0,9,9,18,990,1.37179607298458,121.64449534902815
56,18,0,0,0,10.0,10,10.0,17.954634417628572,0,,3.3574616679784524,12,1.25,31.674617773444357,74,34.78378378378378,58.00000000000002,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.0170000000000012,51735,575,0,0.0,5750.0,False,-0.09581601735185523,1,5.880000000000002,51694,173,0,0.0,3106.151754249743,False,-0.3275695719303302,11,5.143000000000001,55349,162,0,0.0,2908.6507756558285,False,-0.2826594929933585,0,0.2,126478,2,175,1.0,5549.77303368872,False,0.12307874423783852,69,12.293000000000003,55322.0,787,0,0.0,2642.322332699042,False,-0.507827391506069,2,1.5790000000000002,172800,12,10,1.0,960.0954132813325,False,0.040140028132278516,0,0.36200000000000004,156580,611,29,1.0,21035.191459574504,False,0.0030289131583394976,0.375,730930,0.0,0.0,9,0,0,6,11,10.2,18,24,17,165.0,51.0,11,7,17,1222,1.3731469080084935,123.01764225703664
57,17,0,0,0,10.0,9,10.0,17.954634417628572,0,,3.266224364001608,24,2.4583333333333335,31.50082436085572,24,29.416666666666668,58.000000000000014,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.0170000000000012,51645,584,0,0.0,5840.0,False,-0.09656108747123202,20,6.0790000000000015,50944,173,0,0.0,3106.151754249743,False,-0.33704094313231037,4,5.172000000000001,55213,162,0,0.0,2908.6507756558285,False,-0.2843769683046509,0,0.2,126798,0,172,0.2,5418.141790067184,False,0.12528735311269287,19,12.414000000000003,54476.0,811,0,0.0,2648.9079592053045,False,-0.5151496769463136,0,1.5770000000000004,173164,7,12,1.0,916.5057705259903,False,0.04219416713345102,0,0.3620000000000001,156670,620,27,1.0,21096.511103730547,False,0.003753192222153789,0.275,729882,0.0,0.0,11,0,0,8,6,6.0,15,23,18,161.0,51.0,10,7,18,1570,1.436945013992954,124.4545872710296
58,18,0,0,0,9.999999999999998,11,10.0,17.954634417628572,0,,3.135635182000273,28,2.142857142857143,30.864081918442835,17,20.352941176470587,58.000000000000014,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.0170000000000012,51535,595,0,0.0,5949.999999999999,False,-0.0974717287282481,28,6.339000000000001,49884,173,0,0.0,3106.151754249743,False,-0.3504271477644423,0,5.168000000000001,55213,162,0,0.0,2908.6507756558285,False,-0.2843769683046509,0,0.2,126786,0,176,0.4,5432.078417645939,False,0.12524363277511966,17,12.565000000000005,53749.0,835,0,0.0,2618.2553769702276,False,-0.5215997524634618,0,1.5770000000000002,173464,11,12,1.0,1035.5049011028714,False,0.04435211833961469,0,0.36200000000000004,157184,613,27,1.0,20485.682216005458,False,0.005005258972482211,0.3,728787,0.0,0.0,9,0,0,8,7,7.0,15,23,25,154.0,55.0,10,8,25,1270,1.5748109520063736,126.02939822303597
59,25,0,0,0,9.999999999999998,12,10.0,17.989270317550666,1,20.0,2.997509009645891,23,1.6956521739130435,31.226071892068465,9,42.0,58.000000000000014,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,1,3.0270000000000006,51411,607,0,0.0,6069.999999999999,False,-0.09853138400913952,7,6.381,49646,173,0,0.0,3112.143764936265,False,-0.3533948945208985,16,5.328000000000002,54665,163,0,0.0,2932.2510617607586,False,-0.29114836548278256,0,0.2,126779,0,183,0.7,5714.371156248529,False,0.12640923100691873,9,12.638000000000003,53645.0,851,0,0.0,2550.8801672086533,False,-0.5227961205025343,0,1.5770000000000002,173928,1,14,1.0,843.2260718920687,False,0.046560257849645764,0,0.3620000000000001,157502,612,25,1.0,20560.3559979459,False,0.007138223088442733,0.3375,728548,0.0,0.0,11,0,0,9,4,4.0,15,24,23,167.0,64.0,11,14,23,1280,1.9481005860143341,127.9774988090503
60,23,0,0,0,9.999999999999996,11,10.0,17.989270317550666,0,,3.050763669022074,10,4.2,29.404690206833756,54,21.0,58.000000000000014,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,51301,618,0,0.0,6179.999999999998,False,-0.0994420252661556,8,6.4540000000000015,49378,173,0,0.0,3112.143764936265,False,-0.3567793311637394,2,5.332000000000002,54597,163,0,0.0,2932.2510617607586,False,-0.29200710313842876,0,0.2,127095,0,172,0.4,5057.606715575406,False,0.1263016418548216,39,13.019000000000002,51154.0,857,0,0.0,2614.5044643519177,False,-0.5441640116069794,0,1.5770000000000002,173534,37,14,1.0,1899.9735376528492,False,0.047366856763648144,0,0.36200000000000004,157922,610,25,1.0,19386.86102616859,False,0.006137295763233053,0.3,725953,0.0,0.0,12,0,0,7,11,11.0,15,22,22,160.0,68.0,10,13,22,1597,1.4914343259879388,129.46893313503824
61,22,0,0,0,9.999999999999996,14,10.0,17.989270317550666,0,,3.187605514953535,33,4.03030303030303,29.745454379863745,51,31.568627450980394,58.00000000000001,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,51161,632,0,0.0,6319.999999999998,False,-0.1006010232296306,18,6.626000000000001,48704,173,0,0.0,3112.143764936265,False,-0.36529093675058555,15,5.480000000000001,54047,163,0,0.0,2932.2510617607586,False,-0.2989527753532142,0,0.2,127466,0,170,0.7,5056.727244576837,False,0.12952144117795447,42,13.400000000000004,48686.0,883,0,0.0,2814.6556697039714,False,-0.5647389142668915,0,1.5770000000000004,173250,63,12,1.0,2569.963625931416,False,0.04767296232714284,0,0.3620000000000001,157756,615,27,1.0,19859.454443616203,False,0.00655926252488463,0.3375,722042,0.0,0.0,13,0,0,5,12,12.0,22,27,26,193.0,57.0,13,9,26,1700,1.7615495990030468,131.2304827340413
62,26,0,0,0,9.999999999999996,6,10.0,17.989270317550666,0,,3.212256111922347,13,3.6153846153846154,29.847716788599875,25,31.04,58.000000000000014,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,51101,638,0,0.0,6379.999999999998,False,-0.10109773664254847,3,6.638000000000001,48609,173,0,0.0,3112.143764936265,False,-0.366490643769503,10,5.565000000000001,53688,163,0,0.0,2932.2510617607586,False,-0.30348640503522867,0,0.2,127766,0,175,1.0,5223.350438004978,False,0.13285203686746216,20,13.558000000000003,47851.0,886,0,0.0,2846.0589151631993,False,-0.571857800486744,0,1.5770000000000004,173422,62,12,1.0,2546.5584408931927,False,0.04863517206873395,0,0.3620000000000001,157968,621,27,1.0,20101.432125720523,False,0.008558079048100894,0.375,721377,0.0,0.0,8,0,0,7,8,8.0,20,27,17,237.0,80.0,14,12,17,1540,1.9141237629810348,133.14460649702232
63,17,0,0,0,9.999999999999996,8,10.0,17.989270317550666,0,,3.290116860320955,11,4.7272727272727275,28.69515738185042,45,21.4,58.000000000000014,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,51021,646,0,0.0,6459.999999999997,False,-0.10176002119310562,0,6.635000000000002,48609,173,0,0.0,3112.143764936265,False,-0.366490643769503,11,5.665000000000001,53308,163,0,0.0,2932.2510617607586,False,-0.3082852331108986,0,0.2,127714,1,185,1.0,5311.894232502649,False,0.13278488735794627,45,13.988000000000001,44803.0,886,0,0.0,2915.043538244366,False,-0.598042178427619,0,1.5770000000000002,173722,66,12,1.0,2589.880387202128,False,0.05056599132977418,0,0.3620000000000001,157865,642,27,1.0,19988.29103914797,False,0.007600232420173706,0.375,718014,0.0,0.0,8,0,0,9,10,10.0,17,26,11,196.0,12.0,13,4,11,1240,1.3499637229833752,134.4945702200057
64,11,0,0,0,9.999999999999996,9,10.0,17.989270317550666,0,,3.393659265023064,23,4.260869565217392,28.69515738185042,0,,58.000000000000014,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,50931,655,0,0.0,6549.999999999997,False,-0.10250509131248241,1,6.645000000000001,48586,173,0,0.0,3112.143764936265,False,-0.3667810991530304,22,5.874000000000002,52539,163,0,0.0,2932.2510617607586,False,-0.31799654571666225,0,0.2,127692,0,190,0.5,5452.07990255158,False,0.13320276615525325,0,13.943000000000001,44727.0,905,0,0.0,3071.261634845873,False,-0.59802385290019,0,1.5770000000000002,174360,56,11,1.0,2244.9288133836235,False,0.05336037172445308,0,0.36200000000000004,158387,632,28,1.0,19759.339465329467,False,0.010046458930835875,0.3125,718194,0.0,0.0,10,0,0,4,4,4.0,14,18,15,60.0,21.0,4,7,15,1250,1.001145897025708,135.4957161170314
65,15,0,0,0,9.999999999999996,9,10.0,17.989270317550666,0,,3.6033407257499728,32,4.875,29.716916277356802,47,36.170212765957444,58.000000000000014,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,50841,664,0,0.0,6639.999999999997,False,-0.1032501614318592,16,6.804000000000002,48040,173,0,0.0,3112.143764936265,False,-0.373676257388072,16,6.012000000000001,52014,163,0,0.0,2932.2510617607586,False,-0.3246265055580484,0,0.2,127989,0,191,0.6,5675.931008975149,False,0.13675592159467162,42,14.363000000000003,42744.0,931,0,0.0,3354.710215673225,False,-0.6140227034283625,0,1.5770000000000004,174698,57,11,1.0,2331.864227809338,False,0.05565019006743789,0,0.3620000000000001,157509,658,28,1.0,21177.730910500777,False,0.009033185399448964,0.325,714807,0.0,0.0,10,0,0,4,9,9.0,14,18,17,100.0,42.0,6,9,17,1560,1.0687628079904243,136.56447892502183
66,17,0,0,0,9.999999999999996,8,10.0,17.989270317550666,0,,4.186455875585225,77,5.7272727272727275,28.45383042095507,46,19.956521739130434,58.000000000000014,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,50761,672,0,0.0,6719.999999999997,False,-0.10391244598241635,35,7.138000000000001,46608,173,0,0.0,3112.143764936265,False,-0.3917602621363861,42,6.416000000000001,50880,163,0,0.0,2932.2510617607586,False,-0.3389472188154424,0,0.2,127965,0,199,0.8,5662.312253770059,False,0.1364882188141686,46,14.781000000000004,39158.0,1000,0,0.0,4186.455875585225,False,-0.6415679485455251,1,1.5870000000000002,174847,71,10,1.0,2600.22195988781,False,0.05735001458611055,0,0.36200000000000004,157533,670,30,1.0,20804.0663820399,False,0.008055759791947802,0.35,708724,0.0,0.0,9,0,0,8,10,9.333333333333334,13,21,20,117.0,75.0,7,10,20,1066,1.1620813619811088,137.72656028700294
67,20,0,0,0,9.999999999999996,10,10.0,17.989270317550666,0,,4.192851221960243,2,5.0,28.45383042095507,0,,58.00000000000001,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,50661,682,0,0.0,6819.999999999997,False,-0.10474030167061278,0,7.103000000000001,46608,173,0,0.0,3112.143764936265,False,-0.3917602621363861,2,6.394000000000002,50819,163,0,0.0,2932.2510617607586,False,-0.3397175570065368,0,0.2,127955,0,201,0.2,5719.219914611969,False,0.13664856420570337,0,14.735000000000005,39158.0,1000,0,0.0,4192.8512219602435,False,-0.6415401639529741,5,1.6360000000000001,175360,61,10,1.0,2315.6836556782596,False,0.05957538328644732,0,0.3620000000000001,157823,660,35,1.0,20809.528077830346,False,0.00981292154481379,0.275,709356,0.0,0.0,8,0,0,8,4,3.5,16,24,16,159.0,75.0,10,10,16,912,1.1914840289973654,138.9180443160003
68,16,0,0,0,9.999999999999996,11,10.0,17.989270317550666,0,,4.166648064620378,6,3.1666666666666665,28.583067849337297,44,29.522727272727273,58.00000000000001,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,50551,693,0,0.0,6929.999999999997,False,-0.10565094292762886,4,7.143,46476,173,0,0.0,3112.143764936265,False,-0.3934272234679346,2,6.412000000000002,50757,163,0,0.0,2932.2510617607586,False,-0.3405005236925671,0,0.2,128696,0,190,0.6,5430.782891374087,False,0.14183400046648686,27,15.005000000000004,37760.0,1000,0,0.0,4166.648064620378,False,-0.6538012300821094,0,1.6310000000000002,175383,76,11,1.0,2810.3131565496346,False,0.06119798898077844,0,0.36200000000000004,157661,669,34,1.0,21094.072391206653,False,0.009694502143567351,0.325,708256,0.0,0.0,13,0,0,7,8,8.0,13,20,22,114.0,72.0,7,9,22,2030,1.074972414993681,139.993016730994
69,22,0,0,0,9.999999999999996,7,10.0,17.989270317550666,0,,4.163554516165942,4,4.0,30.32470160433819,88,36.806818181818194,58.00000000000001,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,50481,700,0,0.0,6999.999999999997,False,-0.10623044190936635,1,7.149000000000001,46448,173,0,0.0,3112.143764936265,False,-0.39378082132614184,3,6.440000000000001,50661,163,0,0.0,2932.2510617607586,False,-0.3417128592064206,0,0.2,129034,0,187,0.4,5670.719200011242,False,0.14581328722373846,81,15.788000000000004,33257.0,1000,0,0.0,4163.554516165942,False,-0.6929412514068977,3,1.6610000000000005,175323,88,10,1.0,3248.573741181761,False,0.06215319293482245,0,0.3620000000000001,155435,725,38,1.0,24189.40866314519,False,0.005622711227798311,0.3,701611,0.0,0.0,10,0,0,11,11,11.0,14,25,20,180.0,102.0,11,11,20,1410,1.2355732080177404,141.22858993901173
70,20,0,0,0,9.999999999999998,11,10.0,17.989270317550666,0,,4.134987815007831,4,2.75,31.137964544300686,28,42.0,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,50371,711,0,0.0,7109.999999999999,False,-0.10714108316638243,3,7.178000000000001,46352,173,0,0.0,3112.143764936265,False,-0.3949931568399953,1,6.447000000000002,50628,163,0,0.0,2932.2510617607586,False,-0.3421295995393077,0,0.2,129023,0,191,0.4,5947.3512279614315,False,0.14691953647626782,28,15.987000000000005,33033.0,1000,0,0.0,4134.987815007831,False,-0.6950116962020026,0,1.6580000000000004,175729,78,13,1.0,3182.7612344554536,False,0.06439274529678753,0,0.3620000000000001,155013,743,35,1.0,25165.50765641541,False,0.006019183448330363,0.3,701121,0.0,0.0,10,0,0,10,3,3.0,16,26,23,168.0,70.0,12,8,23,1270,1.338288698985707,142.56687863799743
71,23,0,0,0,9.999999999999998,12,10.0,17.989270317550666,0,,4.186280778265434,10,5.1,31.112775417093925,1,22.0,58.00000000000001,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,50251,723,0,0.0,7229.999999999999,False,-0.10813450999221816,0,7.175000000000002,46352,173,0,0.0,3112.143764936265,False,-0.3949931568399953,10,6.546000000000002,50287,163,0,0.0,2932.2510617607586,False,-0.34643591631247467,0,0.2,128984,0,199,0.8,6191.442308001691,False,0.1476411194390453,1,15.969000000000003,32993.0,1002,0,0.0,4194.653339821965,False,-0.695100039361958,0,1.6580000000000004,176309,68,13,1.0,2869.668728362387,False,0.06693459127443038,0,0.3620000000000001,155571,734,35,1.0,24866.77715614694,False,0.008472076126088557,0.35,701719,0.0,0.0,10,0,0,8,4,4.0,15,23,13,163.0,83.0,10,13,13,1280,1.4016707109985873,143.96854934899602
72,13,0,0,0,9.999999999999998,8,10.0,17.989270317550666,0,,4.132761417423595,8,3.0,31.27698856074048,5,42.0,58.0,20,58.0,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,50171,731,0,0.0,7309.999999999999,False,-0.1087967945427753,7,7.245000000000002,46115,173,0,0.0,3112.143764936265,False,-0.39798611013982105,1,6.546000000000002,50253,163,0,0.0,2932.2510617607586,False,-0.34686528514029774,0,0.2,129170,0,202,0.8,6317.951689269577,False,0.14980689424296872,0,15.968000000000004,32993.0,1002,0,0.0,4141.026940258442,False,-0.6953330193405983,0,1.6580000000000004,176831,58,14,1.0,2626.065336522948,False,0.06933684289412802,0,0.36200000000000004,155999,729,34,1.0,24772.924660779812,False,0.010759529694464434,0.35,702504,0.0,0.0,11,0,0,6,3,3.0,11,17,15,66.0,54.0,5,8,15,1450,1.2259958930080757,145.1945452420041
73,15,0,0,0,9.999999999999998,9,10.0,17.989270317550666,0,,4.11325374529876,1,1.0,32.239382486861786,12,56.166666666666664,58.0,0,,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,50081,740,0,0.0,7399.999999999999,False,-0.1095418646621521,0,7.238000000000001,46115,173,0,0.0,3112.143764936265,False,-0.39798611013982105,1,6.5550000000000015,50219,163,0,0.0,2932.2510617607586,False,-0.34729465396812087,0,0.2,129821,0,192,0.1,6189.961437477463,False,0.1549073814710371,1,15.978000000000003,32965.0,1002,0,0.0,4121.480252789357,False,-0.69566123204509,0,1.6580000000000004,176157,60,24,1.0,3326.362949211707,False,0.06739287649904778,0,0.3620000000000001,155999,719,44,1.0,25732.116008053625,False,0.013638376186435356,0.2625,702329,0.0,0.0,6,0,0,7,2,2.0,13,20,26,85.0,39.0,7,8,26,742,1.2951376310084015,146.4896828730125
74,26,0,0,0,9.999999999999998,13,10.0,17.989270317550666,0,,4.1522079143553325,9,4.777777777777778,32.239382486861786,0,,58.0,0,,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,49951,753,0,0.0,7529.999999999999,False,-0.11061807705680746,4,7.278000000000001,46003,173,0,0.0,3112.143764936265,False,-0.39940050157265006,5,6.604000000000001,50047,163,0,0.0,2932.2510617607586,False,-0.34946675509710834,0,0.2,129778,0,201,0.9,6480.115879859219,False,0.155794330772362,0,15.977000000000002,32965.0,1002,0,0.0,4160.512330184043,False,-0.6954916571224452,0,1.6580000000000004,176157,50,34,1.0,3583.9691243430893,False,0.06816603676127769,0,0.36200000000000004,155999,709,54,1.0,25989.722183185007,False,0.014411536448665278,0.3625,701872,0.0,0.0,4,0,0,6,4,4.0,12,18,22,170.0,120.0,11,15,22,130,2.2641642519738525,148.75384712498635
75,22,0,0,0,9.999999999999996,12,10.0,17.989270317550666,0,,4.025982421438343,17,3.0,32.76008794276113,6,57.0,58.0,0,,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,49831,765,0,0.0,7649.999999999997,False,-0.11161150388264318,12,7.394000000000001,45613,173,0,0.0,3112.143764936265,False,-0.40432561459767974,5,6.649000000000003,49877,163,0,0.0,2932.2510617607586,False,-0.3516135992362238,0,0.2,130096,0,197,0.1,6453.737324723943,False,0.15844283211422527,1,15.987000000000004,32888.0,1018,0,0.0,4098.450105024233,False,-0.6964303398050873,0,1.6580000000000004,176157,40,44,1.0,3862.403517710445,False,0.06900170930864578,0,0.3620000000000001,155657,705,64,1.0,26807.861999646597,False,0.014814133846099734,0.2625,701091,0.0,0.0,5,0,0,3,4,4.0,13,16,17,127.0,42.0,9,13,17,440,1.3058446049690247,150.05969172995538
76,17,0,0,0,9.999999999999996,13,10.0,17.989270317550666,0,,3.8371568727676983,10,1.2,33.31856807895622,5,62.0,58.0,0,,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,49701,778,0,0.0,7779.999999999997,False,-0.11268771627729854,10,7.482000000000001,45251,173,0,0.0,3112.143764936265,False,-0.40889712976450215,0,6.644000000000002,49877,163,0,0.0,2932.2510617607586,False,-0.3516135992362238,0,0.2,130402,0,194,0.2,6463.802207317506,False,0.16114539399119585,0,15.986000000000004,32880.0,1026,0,0.0,3936.9229514596586,False,-0.6972016068075748,0,1.6580000000000004,175847,35,54,1.0,4298.149882763468,False,0.0684487039754475,0,0.36200000000000004,155657,695,74,1.0,27448.40481487457,False,0.016736612027139733,0.275,700587,0.0,0.0,5,0,0,5,2,2.0,11,16,14,121.0,39.0,9,8,14,440,1.184858500957489,151.24455023091286
77,14,0,0,0,9.999999999999996,7,10.0,17.989270317550666,0,,3.8162485225158522,1,1.0,34.567796710869295,10,64.0,58.0,0,,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,49631,785,0,0.0,7849.999999999997,False,-0.11326721525903605,0,7.472000000000002,45251,173,0,0.0,3112.143764936265,False,-0.40889712976450215,1,6.654000000000003,49843,163,0,0.0,2932.2510617607586,False,-0.3520429680640469,0,0.2,131041,0,185,0.1,6395.0423915108195,False,0.16639893990472854,0,15.986000000000006,32880.0,1026,0,0.0,3915.4709841012645,False,-0.6972948049140603,0,1.6580000000000004,175527,30,64,1.0,4749.033901326079,False,0.06788110515245559,0,0.3620000000000001,155337,690,84,1.0,28723.779730499813,False,0.018643579653706454,0.2625,700482,0.0,0.0,4,0,0,4,1,1.0,7,11,19,71.0,84.0,5,9,19,710,1.172519135987386,152.41706936690025
78,19,0,0,0,9.999999999999996,10,10.0,17.989270317550666,0,,3.9120792312769215,8,5.375,35.04009703065333,15,42.0,58.0,0,,0,0.2,60972,0,0,0.0,0.0,False,0.009520340414258987,0,3.026000000000001,49531,795,0,0.0,7949.999999999997,False,-0.11409507094723248,3,7.5020000000000024,45155,173,0,0.0,3112.143764936265,False,-0.4101094652783556,5,6.703000000000001,49698,163,0,0.0,2932.2510617607586,False,-0.3538740998297631,0,0.2,130999,0,192,0.7,6727.698629885439,False,0.16747922732989298,15,16.136000000000006,32759.0,1027,0,0.0,4017.7053705213984,False,-0.697902016845712,0,1.6580000000000004,175527,20,74,1.0,4992.801940613066,False,0.06861273264967038,0,0.3620000000000001,154707,695,94,1.0,29804.867436304063,False,0.018106605428511547,0.3375,699348,0.0,0.0,3,0,0,3,5,5.0,8,11,17,162.0,39.0,11,8,17,100,1.219051580002997,153.63612094690325
