index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,14,0,0,0,10.000000000000002,20,10.0,2.6547890131306544,9,2.0,37.885911298966874,5,40.0,50.5195372461329,10,53.7,50.00000000000001,20,50.0,8,1.9000000000000004,35361,565,0,0.0,5650.000000000001,False,-0.16609888190076869,1,1.7760000000000002,36387,495,0,0.0,4950.000000000001,False,-0.1513364779874214,0,0.3350000000000001,70685,0,97,0.9,3674.9333959997866,False,0.15649215739367375,0,1.0100000000000002,60571,48,0,0.0,127.4298726302714,False,-0.03307794835964323,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,10,1.5600000000000003,91289,0,5,0.5,252.5976862306645,False,0.01365318507845444,10,4.7280000000000015,96576,213,0,0.0,10760.661433426307,False,-0.12398114277736878,0,1.5590000000000004,111154,5,83,1.0,4402.597686230665,False,-0.026040083488432154,0.3,593517,0.0,0.0,8,0,0,4,8,8.0,13,17,18,74.0,30.0,7,7,18,900,1.3361272049951367,89.41849640192231
53,18,0,0,0,10.000000000000002,20,10.0,2.476851202429966,12,1.5,37.77396628366309,6,36.5,52.03065865196036,7,78.28571428571429,50.000000000000014,20,50.0,7,1.9620000000000004,35053,577,0,0.0,5770.000000000001,False,-0.17151467505241091,5,1.8250000000000006,36179,503,0,0.0,5030.000000000001,False,-0.15500524109014674,0,0.3350000000000001,70872,2,102,1.0,3857.8982633384953,False,0.16093302606753807,1,1.0200000000000002,60553,48,0,0.0,118.88885771663837,False,-0.03343308888902202,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,2,1.5700000000000005,91510,0,6,0.6,312.18395191176216,False,0.016434090037654957,11,4.828000000000001,95830,220,0,0.0,11446.74490343128,False,-0.12744339996463805,0,1.5590000000000004,111604,0,79,0.5,3950.000000000001,False,-0.024118021067826026,0.2625,593095,0.0,0.0,9,0,0,6,10,10.0,13,19,21,124.0,68.0,10,8,21,1265,1.3397641759947874,90.7582605779171
54,21,0,0,0,10.000000000000002,20,10.0,2.367368433166437,10,1.6,37.92886704360748,5,40.0,52.16742969063084,1,68.0,50.000000000000014,20,50.0,4,1.9950000000000006,34863,586,0,0.0,5860.000000000001,False,-0.17468116701607267,6,1.8800000000000006,35915,514,0,0.0,5140.000000000001,False,-0.159569357092942,0,0.3350000000000001,71056,2,107,1.0,4063.1235105323335,False,0.16550354423234578,0,1.0190000000000001,60553,48,0,0.0,113.63368479198897,False,-0.03347499015458715,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.5680000000000003,91378,0,10,0.5,521.6742969063084,False,0.016131876479787463,8,4.897000000000001,95719,220,0,0.0,11476.834531938784,False,-0.12826785639192526,0,1.5590000000000004,112136,0,68,0.1,3400.000000000001,False,-0.021909851700376334,0.2,593114,0.0,0.0,10,0,0,6,5,5.0,18,24,13,198.0,37.0,14,7,13,1068,1.355849778978154,92.11411035689525
55,13,0,0,0,10.000000000000002,20,10.0,2.469550230410786,12,3.0833333333333335,37.92886704360748,0,,52.88672193750139,14,58.285714285714285,50.00000000000002,20,50.0,0,1.9910000000000005,34723,600,0,0.0,6000.000000000001,False,-0.17620981830887492,12,1.994,35528,520,0,0.0,5200.000000000001,False,-0.16736547868623342,0,0.3350000000000001,71019,4,117,1.0,4447.555645023718,False,0.16797872430611002,0,1.0190000000000001,60553,48,0,0.0,118.53841105971773,False,-0.03343588311837438,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,4,1.6080000000000003,91978,0,0,0.0,0.0,False,0.01989266388716402,7,4.959000000000001,95404,225,0,0.0,11899.512435937813,False,-0.12915852234831585,0,1.5590000000000004,112190,0,64,0.9,3200.0000000000014,False,-0.02230508824085371,0.2375,592889,0.0,0.0,10,0,0,4,6,5.8,14,18,20,110.0,60.0,8,5,20,1446,1.0477870550239459,93.1618974119192
56,20,0,0,0,10.000000000000002,20,10.0,2.7346557611654396,4,7.75,38.1492784660306,5,41.0,53.4475313674936,2,83.5,50.000000000000014,20,50.0,4,2.0310000000000006,34536,611,0,0.0,6110.000000000001,False,-0.1790924178895877,0,1.9820000000000002,35438,529,0,0.0,5290.000000000001,False,-0.16834818308874913,0,0.3350000000000001,71193,0,120,0.8,4577.913415923672,False,0.17179283209685758,0,1.0190000000000001,60553,48,0,0.0,131.2634765359411,False,-0.03333442188094261,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,2,1.624,91830,0,5,0.5,267.237656837468,False,0.01973319910869708,13,5.082000000000002,94988,227,0,0.0,12132.589620421048,False,-0.13173152432242255,0,1.5590000000000006,112540,0,57,0.0,2850.000000000001,False,-0.020801470967298473,0.1625,592572,0.0,0.0,8,0,0,5,7,7.0,14,19,23,142.0,60.0,10,10,23,755,1.6498825729941018,94.8117799849133
57,23,0,0,0,10.000000000000002,20,10.0,2.7418558467786314,2,3.0,38.35981493704393,5,41.0,53.4475313674936,0,,50.00000000000001,20,50.0,0,2.027,34426,622,0,0.0,6220.000000000001,False,-0.18029350104821804,2,2.0020000000000002,35302,538,0,0.0,5380.000000000001,False,-0.17033542976939203,0,0.3350000000000001,71392,0,117,0.2,4488.09834763414,False,0.17425009446518153,0,1.0190000000000001,60553,48,0,0.0,131.60908064537432,False,-0.03333166626285404,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.622,91625,0,10,0.5,534.475313674936,False,0.01894169316993563,5,5.119000000000001,94943,227,0,0.0,12132.589620421048,False,-0.13211816876419388,0,1.5590000000000004,113290,0,42,0.0,2100.0000000000005,False,-0.017579433952537245,0.0875,593025,0.0,0.0,9,0,0,8,2,2.0,14,22,18,178.0,78.0,12,11,18,1155,1.3556921900017187,96.16747217491502
58,18,0,0,0,10.000000000000002,20,10.0,2.851847190979991,2,6.5,37.966478432837675,1,14.0,54.84859523388607,11,67.36363636363636,50.0,20,50.0,1,2.037000000000001,34314,631,0,0.0,6310.000000000001,False,-0.18175663871418588,1,2.0100000000000002,35175,549,0,0.0,5490.000000000001,False,-0.1719077568134172,0,0.3350000000000001,71379,0,119,0.2,4518.010933507683,False,0.17428129083152075,1,1.0290000000000001,60535,48,0,0.0,136.88866516703956,False,-0.033576610493174563,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,1,1.6320000000000001,92298,0,1,0.1,54.84859523388607,False,0.02374505785523982,13,5.244000000000001,94606,228,0,0.0,12505.479713326025,False,-0.1334117517857559,0,1.5590000000000004,112979,0,45,1.0,2250.0,False,-0.01960716924716031,0.1625,592780,0.0,0.0,8,0,0,7,7,7.0,10,17,20,106.0,87.0,8,10,20,1224,1.2134513080236502,97.38092348293867
59,20,0,0,0,10.000000000000002,20,10.0,2.7613149647270623,6,1.8333333333333333,37.966478432837675,0,,57.292997603870404,9,84.0,50.0,9,50.0,0,2.0360000000000005,34264,636,0,0.0,6360.000000000001,False,-0.1823025856044724,6,2.0690000000000004,34870,564,0,0.0,5640.000000000001,False,-0.17693046820405312,0,0.3350000000000001,71368,0,125,0.6,4745.80980410471,False,0.17592219461404826,0,1.0280000000000002,60535,48,0,0.0,132.54311830689898,False,-0.0336112590034373,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,8,1.7110000000000003,92622,0,0,0.0,0.0,False,0.027033620154351106,9,5.3210000000000015,93734,237,0,0.0,13578.440432117286,False,-0.13629456965564032,0,1.5590000000000004,112979,0,45,0.0,2250.0,False,-0.01960716924716031,0.075,591866,0.0,0.0,4,0,0,7,5,4.888888888888889,12,19,19,141.0,68.0,10,10,19,200,1.370527380029671,98.75145086296834
60,19,0,0,0,10.000000000000002,20,10.0,2.652510499939557,4,1.0,38.06190722477291,11,38.54545454545455,56.58156565694736,15,52.0,50.0,6,50.0,1,2.0460000000000007,34139,646,0,0.0,6460.000000000001,False,-0.18394042627533194,3,2.0930000000000004,34695,574,0,0.0,5740.000000000001,False,-0.17966020265548568,0,0.3350000000000001,71774,0,119,0.4,4529.366959747977,False,0.18067077261436137,1,1.0380000000000003,60517,48,0,0.0,127.32050399709873,False,-0.0339399408059681,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,15,1.8530000000000004,92058,1,10,1.0,603.8775637942465,False,0.024127769691931273,6,5.372000000000002,93656,237,0,0.0,13409.831060696524,False,-0.13768910753571517,0,1.5590000000000004,112199,5,55,1.0,3032.9078282847368,False,-0.022945595568690618,0.3,590532,0.0,0.0,6,0,0,5,7,7.0,16,21,18,164.0,75.0,12,7,18,610,1.2152312839752994,99.96668214694364
61,18,0,0,0,10.000000000000002,20,10.0,2.9338724536299607,6,5.666666666666667,30.402434491314068,25,12.0,56.69413026787855,1,68.0,50.0,11,50.0,0,2.045000000000001,34069,653,0,0.0,6530.000000000001,False,-0.18470475192173305,6,2.150000000000001,34433,587,0,0.0,5870.000000000001,False,-0.18396226415094338,0,0.3350000000000001,71740,0,125,0.6,3800.3043114142583,False,0.1743155233811275,25,1.2870000000000004,60017,48,0,0.0,140.8258777742381,False,-0.041805595067898986,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.8380000000000003,91826,16,19,1.0,1563.6274269507176,False,0.026876316347415986,11,5.476,93455,237,0,0.0,13436.508873487217,False,-0.13930151017524783,0,1.5590000000000004,112131,0,61,0.6,3050.0,False,-0.023456429467461723,0.275,589165,0.0,0.0,6,0,0,7,6,6.0,16,23,15,175.0,45.0,13,5,15,268,1.3231430710293353,101.28982521797298
62,15,0,0,0,10.000000000000002,20,10.0,2.859577249849017,5,2.0,30.402434491314068,0,,56.69413026787855,0,,50.0,12,50.0,0,2.045000000000001,33949,665,0,0.0,6650.000000000001,False,-0.1860150244584207,5,2.1940000000000004,34233,595,0,0.0,5950.000000000001,False,-0.1874563242487771,0,0.3350000000000001,71730,0,130,0.5,3952.316483870829,False,0.17536810094141844,0,1.2620000000000002,60017,48,0,0.0,137.2597079927528,False,-0.04183402934193855,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.8380000000000003,91826,6,29,1.0,1826.5443847163624,False,0.02833398598818177,12,5.585000000000001,93231,237,0,0.0,13436.508873487217,False,-0.14122614028539854,0,1.5590000000000004,112131,0,61,0.0,3050.0,False,-0.023456429467461723,0.1875,588611,0.0,0.0,5,0,0,8,4,4.0,11,19,13,130.0,44.0,9,6,13,200,1.219440482032951,102.50926570000593
63,13,0,0,0,10.0,20,10.0,2.7415825005923455,9,2.0,32.138642245141284,15,41.0,54.50724177533992,21,45.0,50.0,11,50.0,0,2.0450000000000004,33839,676,0,0.0,6760.0,False,-0.18721610761705101,9,2.279000000000001,33903,604,0,0.0,6040.0,False,-0.19368011879804334,0,0.3350000000000001,72327,0,124,0.9,3985.1916383975195,False,0.1851503902023435,0,1.262,60017,48,0,0.0,131.5959600284326,False,-0.04187918831405041,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.838,92156,11,18,1.0,1334.6554166526728,False,0.029266030652070636,11,5.683000000000002,93052,237,0,0.0,12918.216300755561,False,-0.14499073642553414,0,1.5590000000000004,111186,11,71,1.0,4149.579659528739,False,-0.026852114259753153,0.3625,587974,0.0,0.0,9,0,0,3,5,5.0,14,17,15,106.0,56.0,8,5,15,1760,0.9671821849769913,103.47644788498292
64,15,0,0,0,10.0,20,10.0,2.861977074735814,8,3.75,32.43465502926748,6,36.5,53.06911010938308,5,24.0,50.0,10,50.0,2,2.0650000000000004,33683,687,0,0.0,6870.0,False,-0.18942173305380852,6,2.3300000000000005,33669,613,0,0.0,6130.0,False,-0.19780747728860937,0,0.3350000000000001,72502,0,127,0.8,4119.20118871697,False,0.18900956153595957,1,1.272,59999,48,0,0.0,137.37489958731908,False,-0.042120151018296276,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.8380000000000003,92057,7,23,1.0,1447.6321177206833,False,0.028794642717780705,10,5.772000000000002,92908,237,0,0.0,12577.37909592379,False,-0.14769225209250342,0,1.5590000000000006,111066,6,81,1.0,4368.414660656298,False,-0.026943040139465652,0.35,587378,0.0,0.0,6,0,0,2,7,7.0,18,20,18,151.0,60.0,10,5,18,525,0.9608209439902566,104.43726882897317
65,18,0,0,0,10.0,20,10.0,2.8316055912417535,1,1.0,32.43465502926748,0,,52.46841171468095,5,41.0,49.99999999999999,11,50.0,0,2.0630000000000006,33563,699,0,0.0,6990.0,False,-0.19073200559049616,1,2.3340000000000005,33564,621,0,0.0,6210.0,False,-0.1992269392033543,0,0.3350000000000001,72501,0,128,0.1,4151.635843746238,False,0.18925222730187252,0,1.2710000000000001,59999,48,0,0.0,135.91706837960416,False,-0.04213177479803847,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.8380000000000003,92262,0,25,0.7,1311.7102928670238,False,0.030314192611034307,11,5.872000000000002,92534,242,0,0.0,12697.35563495279,False,-0.15039027187568618,0,1.5590000000000004,111066,0,87,0.6,4349.999999999999,False,-0.027022150430464145,0.175,586983,0.0,0.0,6,0,0,10,4,4.0,12,22,13,162.0,48.0,12,6,13,405,1.1101720070000738,105.54744083597325
66,13,0,0,0,10.0,20,10.0,2.6631510423805107,11,1.8181818181818181,32.941109330170896,5,41.0,53.28066872278232,2,90.0,50.0,9,50.0,1,2.0730000000000004,33461,707,0,0.0,7070.0,False,-0.1920859538784067,10,2.4330000000000007,33166,633,0,0.0,6330.0,False,-0.20660814116002796,0,0.3350000000000001,72686,1,133,1.0,4383.83069195511,False,0.19405372986297909,0,1.2710000000000001,59999,48,0,0.0,127.83125003426451,False,-0.04219624575392481,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.8380000000000003,92237,0,28,0.5,1491.858724237905,False,0.031035764238877817,9,5.951000000000002,92221,244,0,0.0,13000.483168358887,False,-0.1517773479269032,0,1.5590000000000004,111066,0,87,0.0,4350.0,False,-0.027022150430464145,0.1875,586330,0.0,0.0,7,0,0,6,6,6.0,12,18,21,139.0,42.0,9,4,21,585,1.1557357560377568,106.703176592011
67,21,0,0,0,10.000000000000002,20,10.0,2.5584820018735557,4,1.0,33.201180768204715,6,36.5,53.28066872278232,0,,50.0,12,50.0,4,2.1120000000000005,33261,717,0,0.0,7170.000000000001,False,-0.19536163522012578,0,2.423000000000001,33066,643,0,0.0,6430.000000000001,False,-0.207700034940601,0,0.3350000000000001,72887,0,133,0.5,4415.757042171227,False,0.19751357095609268,1,1.2810000000000001,59981,48,0,0.0,122.80713608993068,False,-0.04252334484611512,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.838,92018,0,34,0.6,1811.542736574599,False,0.030379794290420696,12,6.062000000000002,91996,244,0,0.0,13000.483168358887,False,-0.15371057013575995,0,1.5590000000000004,111066,0,87,0.0,4350.0,False,-0.027022150430464145,0.1375,585769,0.0,0.0,5,0,0,13,5,5.0,12,25,20,214.0,61.0,16,5,20,405,1.4334531610365957,108.1366297530476
68,20,0,0,0,10.0,20,10.0,2.4307366918354956,10,1.7,32.69518825486603,2,14.0,54.64581723216417,10,66.0,50.00000000000001,9,50.0,1,2.1180000000000008,33128,728,0,0.0,7280.0,False,-0.1970649895178197,9,2.5130000000000003,32727,652,0,0.0,6520.0,False,-0.21412037037037038,0,0.3350000000000001,72884,0,142,1.0,4642.7167321909765,False,0.19927535706350746,1,1.2900000000000003,59963,48,0,0.0,116.6753612081038,False,-0.04285927569241968,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.8380000000000003,92650,0,26,0.2,1420.7912480362684,False,0.03522127676769858,9,6.140000000000002,91880,244,0,0.0,13333.579404648057,False,-0.15327625571525766,0,1.5590000000000004,110406,0,97,1.0,4850.000000000001,False,-0.03054491089993642,0.275,585132,0.0,0.0,7,0,0,12,7,7.0,9,21,18,145.0,70.0,12,8,18,874,1.6333814489771612,109.77001120202476
69,18,0,0,0,10.0,20,10.0,2.3950210202019604,8,2.125,30.27600137891811,19,21.57894736842105,57.1825243727499,18,69.0,50.0,20,50.0,5,2.1670000000000007,32895,738,0,0.0,7380.0,False,-0.20106132075471697,3,2.5340000000000007,32561,662,0,0.0,6620.0,False,-0.21665356394129978,0,0.3350000000000001,73067,0,145,0.8,4390.020199943126,False,0.2001787638133532,14,1.4290000000000003,59725,48,0,0.0,114.96100896969409,False,-0.04666825328924321,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.8380000000000003,93482,9,18,1.0,1301.7694511197612,False,0.043786976908984754,13,6.261000000000002,91642,244,0,0.0,13952.535946950977,False,-0.15266210735418784,0,1.5590000000000004,109514,8,100,1.0,5457.460194981999,False,-0.03559938396808033,0.35,584380,0.0,0.0,8,0,0,10,7,7.0,10,20,18,163.0,35.0,11,7,18,1992,1.5571934150066227,111.32720461703138
70,18,0,0,0,10.0,20,10.0,2.4695162951953873,3,4.0,31.291507251061706,11,38.54545454545455,58.73625056053673,13,69.6923076923077,50.0,10,50.0,2,2.182000000000001,32793,744,0,0.0,7440.0,False,-0.20263364779874213,1,2.5410000000000004,32397,676,0,0.0,6760.0,False,-0.2187063242487771,0,0.3350000000000001,73465,0,138,0.3,4318.228000646515,False,0.20595311678265094,1,1.4250000000000003,59707,48,0,0.0,118.5367821693786,False,-0.046926782581691785,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.8380000000000003,93964,10,15,1.0,1193.958830918668,False,0.04853387979530006,10,6.348000000000002,91241,247,0,0.0,14507.853888452573,False,-0.15372186565200033,0,1.5590000000000004,108854,8,110,1.0,5969.890004484294,False,-0.03906874536248216,0.2875,583915,0.0,0.0,9,0,0,9,5,5.0,12,21,18,158.0,48.0,12,6,18,1516,1.5969951240113005,112.92419974104268
71,18,0,0,0,10.0,20,10.0,2.6417020945008223,14,3.357142857142857,31.079647067263583,1,14.0,56.0483287332247,25,45.92,50.00000000000001,20,50.0,9,2.2700000000000005,32470,754,0,0.0,7540.0,False,-0.20859538784067086,5,2.5900000000000007,32172,686,0,0.0,6860.0,False,-0.22252795248078266,0,0.3350000000000001,73432,4,147,1.0,4579.274927265749,False,0.20750829169071217,0,1.4240000000000002,59707,48,0,0.0,126.80170053603948,False,-0.04686088360095006,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,10,1.9380000000000004,94558,1,10,1.0,591.5629343995106,False,0.05178059819036372,11,6.448000000000001,91042,247,0,0.0,13843.937197106501,False,-0.1582839121668134,0,1.5590000000000004,108156,23,111,1.0,6839.1115608641685,False,-0.041331811554378664,0.375,583031,0.0,0.0,8,0,0,9,8,7.416666666666667,11,20,17,155.0,67.0,11,7,17,732,1.6597616540384479,114.58396139508113
72,17,0,0,0,10.0,20,10.0,2.6417020945008223,0,,31.079647067263583,0,,56.0483287332247,0,,50.000000000000014,17,50.0,0,2.2610000000000006,32390,762,0,0.0,7620.0,False,-0.2094689028651293,0,2.585000000000001,32052,698,0,0.0,6980.0,False,-0.2238382250174703,0,0.3350000000000001,73432,0,151,0.4,4693.026707156801,False,0.20841527298439455,0,1.4240000000000002,59707,48,0,0.0,126.80170053603948,False,-0.04686088360095006,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.9280000000000004,94558,0,11,0.1,616.5316160654717,False,0.05191903007221612,9,6.527000000000002,90911,247,0,0.0,13843.937197106501,False,-0.15940947709730333,0,1.5590000000000006,108556,13,113,1.0,6378.628273531923,False,-0.039873231000584645,0.1875,583100,0.0,0.0,7,0,0,10,2,2.0,11,21,18,153.0,64.0,11,6,18,600,2.177516918978654,116.76147831405979
73,18,0,0,0,10.0,20,10.0,2.6319725014132165,1,2.0,32.667705969815366,14,41.0,56.0483287332247,0,,50.00000000000001,20,50.0,0,2.2610000000000006,32260,775,0,0.0,7750.0,False,-0.21088836477987422,1,2.5950000000000006,31958,705,0,0.0,7050.0,False,-0.22512665967854648,0,0.3350000000000001,74004,0,138,0.1,4508.14342383452,False,0.21606263394277156,0,1.4240000000000002,59707,48,0,0.0,126.3346800678344,False,-0.046864607312603924,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.9280000000000004,93984,4,21,1.0,1307.68572727698,False,0.04938617563690336,12,6.638000000000002,90693,247,0,0.0,13843.937197106501,False,-0.16128255461521784,0,1.5590000000000004,108956,3,115,1.0,5918.144986199675,False,-0.0384146504467905,0.2625,583056,0.0,0.0,10,0,0,8,4,4.0,12,20,23,167.0,91.0,10,8,23,1174,1.3234007119899616,118.08487902604975
74,23,0,0,0,10.0,20,10.0,2.6319725014132165,0,,33.16539282325663,5,41.0,55.69337520385919,3,43.0,50.00000000000001,10,50.0,0,2.2610000000000006,32150,786,0,0.0,7860.0,False,-0.21208944793850454,0,2.5940000000000007,31868,714,0,0.0,7140.0,False,-0.2261093640810622,0,0.3350000000000001,74209,0,133,0.0,4410.997245493132,False,0.21855712294481766,0,1.4240000000000002,59707,48,0,0.0,126.3346800678344,False,-0.046864607312603924,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,0,1.9280000000000004,93908,0,27,0.9,1503.721130504198,False,0.04963031763119947,10,6.726000000000001,90414,250,0,0.0,13923.343800964798,False,-0.1633386154650697,0,1.5590000000000004,108956,0,118,0.3,5900.000000000001,False,-0.038492602203014106,0.15,582706,0.0,0.0,7,0,0,12,2,2.0,13,25,21,222.0,78.0,17,6,21,534,1.8200603169971146,119.90493934304686
75,21,0,0,0,10.0,20,10.0,2.6428124151078727,13,2.6923076923076925,32.91433706189775,1,14.0,52.13708391872115,29,39.96551724137931,50.00000000000001,20,50.0,8,2.3410000000000006,31852,796,0,0.0,7960.0,False,-0.21750524109014674,5,2.6440000000000006,31637,724,0,0.0,7240.0,False,-0.23006201956673655,0,0.3350000000000001,74174,3,143,1.0,4714.678637096702,False,0.220420343468216,1,1.4340000000000002,59689,48,0,0.0,126.85499592517789,False,-0.04714749879662263,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,2,1.9480000000000004,94945,0,1,0.1,52.13708391872115,False,0.05308112904683053,12,6.836,89027,279,0,0.0,14546.246413323202,False,-0.17257983600551952,0,1.5590000000000004,109356,0,110,0.0,5500.000000000001,False,-0.03677418246180812,0.1375,582174,0.0,0.0,8,0,0,12,9,8.285714285714285,12,24,20,155.0,66.0,14,7,20,1486,1.6704873920534737,121.57542673510034
76,20,0,0,0,10.0,20,10.0,2.5724851852682327,8,2.0,32.64298975319759,1,14.0,55.076044272431815,10,89.0,50.00000000000001,20,50.0,5,2.383000000000001,31582,811,0,0.0,8110.0,False,-0.22176362683438156,3,2.669000000000001,31515,729,0,0.0,7290.0,False,-0.2321802935010482,0,0.3350000000000001,74158,1,153,1.0,4996.949917424499,False,0.22241584076786824,1,1.443,59671,48,0,0.0,123.47928889287516,False,-0.04746145458472565,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,9,2.0360000000000005,95335,0,1,0.1,55.076044272431815,False,0.057421915441056216,12,6.944000000000001,87921,289,0,0.0,15916.976794732795,False,-0.17619397180617602,0,1.5590000000000004,109756,0,102,0.0,5100.000000000001,False,-0.03505576272060214,0.1375,581432,0.0,0.0,6,0,0,5,7,6.9,17,22,17,185.0,52.0,13,7,17,600,1.3478271519998088,122.92325388710015
77,17,0,0,0,10.0,20,10.0,2.532061266990263,5,2.0,33.18606484647928,5,40.0,56.30430274085114,11,68.9090909090909,50.00000000000001,20,50.0,5,2.428000000000001,31332,824,0,0.0,8240.0,False,-0.22580363382250174,0,2.666000000000001,31445,736,0,0.0,7360.0,False,-0.23294461914744935,0,0.3350000000000001,74348,0,154,0.6,5110.65398635781,False,0.2263523097670017,0,1.4420000000000002,59671,48,0,0.0,121.53894081553261,False,-0.047476925634155134,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,10,2.1270000000000007,95353,0,5,0.5,281.5215137042557,False,0.05887697104643988,9,7.022000000000001,87790,289,0,0.0,16271.94349210598,False,-0.17579458228607397,0,1.5590000000000004,109548,1,101,1.0,5106.304302740852,False,-0.03681583565574536,0.2625,580981,0.0,0.0,10,0,0,6,4,4.0,14,20,19,141.0,48.0,11,6,19,1018,1.485579542000778,124.40883342910092
78,19,0,0,0,10.0,20,10.0,2.4002317079837443,6,1.0,33.40833678734155,6,35.666666666666664,58.17666946131308,7,88.0,50.00000000000001,20,50.0,0,2.423000000000001,31242,833,0,0.0,8330.0,False,-0.22678633822501748,6,2.7260000000000004,31171,747,0,0.0,7470.0,False,-0.2377271139063592,0,0.3350000000000001,74556,0,154,0.6,5144.883865250598,False,0.2299421443911607,0,1.4420000000000004,59671,48,0,0.0,115.21112198321973,False,-0.04752737946719598,0,0.2,91494,0,0,0.0,0.0,False,0.014525858245365031,2,2.1370000000000005,95647,0,6,0.6,349.0600167678785,False,0.06251142118761575,13,7.143000000000001,86957,296,0,0.0,17220.294160548674,False,-0.17887763923260236,0,1.5590000000000004,109898,0,95,0.1,4750.000000000001,False,-0.035339301977901125,0.16249999999999998,580636,0.0,0.0,9,0,0,8,7,6.285714285714286,16,24,15,176.0,30.0,14,5,15,764,1.2347117440076545,125.64354517310858
