index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
68,31,0,0,0,10.0,20,10.0,16.164740397377283,15,20.333333333333332,25.079130316976375,5,38.0,33.00000000000001,10,33.0,0,2.3240000000000003,40753,4,49,1.0,832.0722794714869,False,0.37285034479577633,5,6.433000000000001,7834,689,0,0.0,6890.0,False,-0.6238828864879286,0,1.2080000000000002,40329,69,30,1.0,1867.7409969283237,False,-0.00831862100833572,0,0.2,39623,192,299,1.0,10602.290121072374,False,0.07967374992276166,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,39930,453,187,1.0,17531.8460335903,False,-0.0786709990389536,0.6666666666666666,221323,0.0,0.0,16,0,0,5,1,1.0,7,12,33,168.0,82.0,12,19,33,1010,1.321097188978456,101.09177405986702
69,33,0,0,0,10.0,20,10.0,16.597454020746632,12,24.333333333333332,24.49031144968467,18,18.5,33.00000000000001,9,33.0,0,2.3240000000000007,40923,6,49,1.0,873.275247016585,False,0.37920626995825973,2,6.448000000000001,7710,697,0,0.0,6970.0,False,-0.6266840069361078,0,1.2080000000000002,40437,59,31,1.0,1738.449442164276,False,-0.007276677615849048,0,0.2,39556,194,300,1.0,10566.999514930247,False,0.07763944717405179,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,39894,461,188,1.0,17494.033578304632,False,-0.07970982727603747,0.6666666666666666,221374,0.0,0.0,15,0,0,6,1,1.0,8,14,25,196.0,102.0,14,19,25,1120,1.4952019820339046,102.58697604190093
70,25,0,0,0,10.0,20,10.0,16.536069648586754,42,16.238095238095237,24.49031144968467,0,,33.0,3,33.0,0,2.3240000000000007,41473,7,24,1.0,466.8656715660821,False,0.3907707361538962,7,6.516000000000002,7471,706,0,0.0,7060.0,False,-0.6331532613045218,0,1.2080000000000002,40297,54,41,1.0,1897.0505304607561,False,-0.00873548354369547,0,0.2,39014,221,310,1.0,11246.46794173992,False,0.07277834052416444,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,39993,451,195,1.0,17480.130463807785,False,-0.07796826669875709,0.6666666666666666,221102,0.0,0.0,12,0,0,8,2,2.0,5,13,31,162.0,82.0,13,12,31,959,2.7925141290179454,105.37949017091887
71,31,0,0,0,10.0,20,10.0,17.072149186077763,19,23.31578947368421,23.99381770003596,21,19.714285714285715,33.0,8,33.0,0,2.3240000000000007,41814,6,19,1.0,384.3708345354775,False,0.40076648717045954,4,6.549000000000001,7281,717,0,0.0,7170.0,False,-0.6376550620248099,0,1.2080000000000002,40078,63,35,1.0,1915.3290182241576,False,-0.013779122086277467,0,0.2,39204,211,315,1.0,11160.276053773736,False,0.07630892419637259,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,39843,462,197,1.0,17586.14377741661,False,-0.07980338500949208,0.6666666666666666,221074,0.0,0.0,18,0,0,9,1,1.0,11,20,34,253.0,49.0,20,11,34,1309,1.3506779269664548,106.73016809788533
72,34,0,0,0,10.0,20,10.0,15.953457893968912,23,5.434782608695653,24.36558994647904,23,27.304347826086957,33.0,0,,0,2.3240000000000003,41742,9,27,1.0,520.7433631371606,False,0.4006393117769969,21,6.755000000000002,6654,724,0,0.0,7240.0,False,-0.6573962918500733,0,1.2080000000000002,40447,67,27,1.0,1726.7526074508512,False,-0.007176901542324382,0,0.2,39338,210,320,1.0,11147.214940606766,False,0.07937243073141342,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,39215,475,207,1.0,18404.655224577546,False,-0.08394203632102061,0.6666666666666666,220250,0.0,0.0,14,0,0,9,5,5.0,2,11,34,176.0,152.0,11,23,34,886,1.3922895340365358,108.12245763192186
73,34,0,0,0,10.0,20,10.0,16.569987268952868,32,20.71875,24.305085913747913,30,23.933333333333334,33.0,0,,0,2.3240000000000007,42192,8,19,1.0,394.8297581101045,False,0.4135459143342355,14,6.874000000000002,6332,735,0,0.0,7350.0,False,-0.6662998532746431,3,1.2380000000000002,41075,57,10,1.0,1187.5401334677927,False,0.0014364696756445493,0,0.2,38675,232,330,1.0,11864.915397933877,False,0.07206271957910396,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,38497,495,217,1.0,19192.017527305215,False,-0.09007816317303122,0.6666666666666666,219625,0.0,0.0,12,0,0,10,3,2.5,7,17,37,258.0,67.0,17,17,37,1236,1.6021540059591644,109.72461163788103
74,37,0,0,0,10.0,20,10.0,16.70728041895754,19,18.31578947368421,24.326049152754464,6,25.0,33.0,0,,0,2.3240000000000007,42430,5,18,1.0,350.73104754123574,False,0.4207471496522148,8,6.940000000000001,6058,748,0,0.0,7480.0,False,-0.6732693077230892,0,1.235,41225,47,14,1.0,1125.806867829567,False,0.004299633106173756,0,0.2,38327,241,340,1.0,12297.311292905286,False,0.06889508631432248,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,38347,491,227,1.0,19435.090134002443,False,-0.09061669756307524,0.6666666666666666,219241,0.0,0.0,10,0,0,10,1,1.0,5,15,33,233.0,121.0,15,22,33,658,1.6025430339504965,111.32715467183152
75,33,0,0,0,10.0,20,10.0,16.641429994703447,27,16.11111111111111,25.711775558427608,21,37.523809523809526,33.0,0,,0,2.3240000000000007,42715,6,11,1.0,243.05572994173792,False,0.42845564442346507,10,7.032000000000001,5747,757,0,0.0,7570.0,False,-0.6821395224756569,0,1.235,41148,52,19,1.0,1353.8780953347039,False,0.0051897197161035035,0,0.2,38757,243,334,1.0,12631.60052522776,False,0.08324641934710944,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,37559,502,237,1.0,20728.31133033066,False,-0.09329179125202766,0.6666666666666666,218780,0.0,0.0,17,0,0,6,3,3.0,8,14,30,210.0,78.0,14,19,30,1383,1.3755086860037409,112.70266335783526
76,30,0,0,0,10.0,20,10.0,17.043045495683213,15,22.933333333333334,26.265168453977253,9,37.333333333333336,33.0,0,,1,2.3340000000000005,42938,5,10,1.0,220.43045495683214,False,0.4355147134680011,3,7.052000000000002,5574,768,0,0.0,7680.0,False,-0.6860744297719088,0,1.235,41256,44,26,1.0,1432.78838161347,False,0.00873354780953004,0,0.2,38641,246,338,1.0,13070.216129382381,False,0.08572924282465781,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,37223,501,247,1.0,21309.8493954426,False,-0.09414756314145942,0.6666666666666666,218486,0.0,0.0,11,0,0,7,3,2.083333333333333,4,11,25,138.0,71.0,11,19,25,536,1.4036088400171138,114.10627219785238
77,25,0,0,0,10.0,20,10.0,17.283023001942368,15,20.666666666666668,25.71186918403445,10,16.3,33.0,10,33.0,0,2.3330000000000006,43138,4,10,1.0,212.83023001942368,False,0.4420573267643627,5,7.099000000000001,5369,779,0,0.0,7790.0,False,-0.6910764305722289,0,1.2350000000000003,41362,39,27,1.0,1368.2583650446825,False,0.010505640186554302,0,0.2,38388,246,347,1.0,13173.642265337778,False,0.08089166124321398,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,37390,501,247,1.0,21032.64646120126,False,-0.09361026165284307,0.6666666666666666,218501,0.0,0.0,16,0,0,7,1,1.0,6,13,27,169.0,66.0,13,12,27,983,1.2930461399955675,115.39931833784794
78,27,0,0,0,10.0,20,10.0,17.196155573906832,24,16.458333333333332,26.079570226451974,5,38.0,33.0,6,33.0,1,2.3430000000000004,43313,5,10,1.0,221.96155573906833,False,0.44804524402659507,13,7.224000000000001,5011,788,0,0.0,7880.0,False,-0.7015139389088969,0,1.235,41054,40,37,1.0,1652.7903213349964,False,0.006522511011259497,0,0.2,38491,249,352,1.0,13461.851457613897,False,0.08683039075216778,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,37398,496,251,1.0,21218.466832320177,False,-0.09170103651265583,0.6666666666666666,218121,0.0,0.0,11,0,0,2,4,3.090909090909091,7,9,31,141.0,69.0,9,18,31,588,1.1172554579679854,116.51657379581593
79,31,0,0,0,10.0,20,10.0,17.37130025749512,11,20.636363636363637,24.269547629928613,23,12.434782608695652,33.0,0,,0,2.3420000000000005,43417,7,12,1.0,278.4556030899414,False,0.45245524214835836,3,7.241000000000001,4865,796,0,0.0,7960.0,False,-0.7050486861411231,0,1.235,41155,37,29,1.0,1346.554990795249,False,0.00526995350519421,0,0.2,38449,243,357,1.0,12885.454466455829,False,0.07889464378446771,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,37112,509,261,1.0,20966.199743633664,False,-0.09949862126202683,0.6666666666666666,217852,0.0,0.0,14,0,0,7,1,1.0,6,13,33,166.0,99.0,13,18,33,710,1.5295153829501942,118.04608917876612
80,33,0,0,0,10.0,20,10.0,18.515952137652203,26,27.076923076923077,24.66478993647636,5,37.0,33.0,0,,14,2.4820000000000007,43654,5,10,1.0,235.15952137652204,False,0.4596365132949267,0,7.238000000000002,4745,808,0,0.0,8080.0,False,-0.7070494864612512,0,1.235,41108,35,34,1.0,1486.6611826580233,False,0.005823994600423216,0,0.2,37977,251,367,1.0,13699.481893237527,False,0.07733281132973076,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,36927,504,271,1.0,21374.054127984084,False,-0.09914051795527222,0.6666666666666666,217265,0.0,0.0,10,0,0,8,4,3.25,5,13,30,219.0,120.0,13,20,30,646,1.3095694439834915,119.35565862274962
81,30,0,0,0,10.0,20,10.0,19.113870251937055,12,29.0,25.68442121124675,12,38.0,33.0,0,,2,2.488000000000001,43846,6,10,1.0,251.13870251937055,False,0.46630550057555303,0,7.238000000000001,4655,817,0,0.0,8170.0,False,-0.7085500867013472,0,1.2350000000000003,40760,37,44,1.0,1837.327732616528,False,0.0016742499533337282,0,0.2,38433,241,365,1.0,13981.256472821893,False,0.09167795997046192,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,36471,506,281,1.0,22269.317132890857,False,-0.09929885029618511,0.6666666666666666,217019,0.0,0.0,10,0,0,7,1,0.16666666666666666,7,14,34,190.0,78.0,14,16,34,656,1.4956237520091236,120.85128237475874
82,34,0,0,0,10.0,20,10.0,18.189884398912394,42,14.023809523809524,25.868479633191054,38,26.55263157894737,33.0,0,,5,2.5360000000000005,43989,7,10,1.0,251.89884398912395,False,0.4710867487659918,27,7.508000000000001,3961,826,0,0.0,8260.0,False,-0.7301920768307323,0,1.235,41006,46,32,1.0,1664.526030612084,False,0.005509938121705531,0,0.2,38607,254,359,1.0,13907.014825639337,False,0.09496761308418064,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,35462,534,291,1.0,23416.76812412402,False,-0.10753426302527698,0.6666666666666666,215879,0.0,0.0,14,0,0,8,4,3.5,6,14,36,188.0,118.0,14,20,36,1297,1.3785836670431308,122.22986604180187
83,36,0,0,0,10.0,20,10.0,17.391241985898667,11,2.272727272727273,26.331561759450967,22,29.727272727272727,33.0,10,33.0,0,2.5310000000000006,43889,7,20,1.0,417.8248397179733,False,0.47051862144387707,11,7.591000000000002,3617,836,0,0.0,8360.0,False,-0.7399959983993597,0,1.235,41347,45,28,1.0,1519.8896186300672,False,0.011967238081065033,0,0.2,38895,246,361,1.0,13783.93932369287,False,0.10041023965599838,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,35138,546,291,1.0,23980.03272066023,False,-0.10833586180175353,0.6666666666666666,215740,0.0,0.0,15,0,0,11,2,2.0,5,16,28,240.0,134.0,16,20,28,1184,1.3885000419686548,123.61836608377052
84,28,0,0,0,10.0,20,10.0,17.88695386708445,16,24.0,26.331561759450967,0,,33.0,0,,0,2.5310000000000006,44127,8,18,1.0,401.9651696075201,False,0.4781906957717673,4,7.620000000000002,3467,845,0,0.0,8450.0,False,-0.7434973989595839,0,1.235,41345,37,38,1.0,1662.4166399412616,False,0.013631866182091185,0,0.2,38513,250,371,1.0,14240.747879527422,False,0.09671883341978205,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,35138,536,301,1.0,24046.71710306572,False,-0.10770502608065881,0.6666666666666666,215444,0.0,0.0,10,0,0,14,2,2.0,3,17,27,211.0,63.0,17,11,27,548,1.4066371980006807,125.0250032817712
85,27,0,0,0,10.0,20,10.0,17.679694823282105,35,16.542857142857144,25.910021421872237,5,12.0,33.0,0,,0,2.531,44439,6,14,1.0,307.5157275259495,False,0.48702007015349397,21,7.826000000000002,2904,857,0,0.0,8570.0,False,-0.7602707749766573,0,1.2350000000000003,41329,33,43,1.0,1697.5608503088156,False,0.013669648997918902,0,0.2,38010,269,381,1.0,14627.55606919621,False,0.08927823390608043,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,35078,531,311,1.0,24021.22137501416,False,-0.10908141886125773,0.6666666666666666,214614,0.0,0.0,14,0,0,8,4,4.0,2,10,30,150.0,81.0,10,17,30,652,1.0528965819976293,126.07789986376883
86,30,0,0,0,10.0,20,10.0,18.299926987423504,21,24.333333333333332,25.84898018240886,11,25.0,33.0,5,33.0,2,2.5510000000000006,44728,6,10,1.0,242.99926987423504,False,0.4955815537860849,5,7.855,2764,867,0,0.0,8670.0,False,-0.7632719754568494,0,1.235,41604,23,42,1.0,1506.5554883719126,False,0.01798355510072239,0,0.2,37499,280,391,1.0,15230.930807800443,False,0.08424776860535509,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,34968,532,316,1.0,24179.65745704151,False,-0.10966381487643782,0.6666666666666666,214417,0.0,0.0,14,0,0,10,3,2.333333333333333,3,13,37,183.0,111.0,13,17,37,979,1.325231846945826,127.40313171071466
87,37,0,0,0,10.0,20,10.0,18.619310401197986,23,21.434782608695652,25.84898018240886,0,,33.0,0,,6,2.6090000000000004,44929,7,10,1.0,256.19310401197987,False,0.502504220088235,7,7.920000000000002,2548,876,0,0.0,8760.0,False,-0.7689742563692143,0,1.235,41146,29,52,1.0,1884.106971120002,False,0.011513217947078712,0,0.2,37464,277,401,1.0,15522.990034277795,False,0.08691617239392678,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,34968,522,326,1.0,24251.167655217425,False,-0.10898732683224134,0.6666666666666666,213909,0.0,0.0,8,0,0,16,3,3.0,3,19,32,232.0,70.0,19,18,32,490,1.6061314339749515,129.0092631446896
88,32,0,0,0,10.0,20,10.0,19.498104604427624,27,26.11111111111111,25.463139442118962,15,21.666666666666668,33.0,0,,14,2.743000000000001,45179,7,10,1.0,264.98104604427624,False,0.510987412399031,3,7.943000000000001,2388,886,0,0.0,8860.0,False,-0.7726423902894491,0,1.235,40929,34,52,1.0,1987.0188075407254,False,0.007534653651141826,0,0.2,37301,279,406,1.0,15778.005798135606,False,0.0860631810201592,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,34643,527,336,1.0,24507.074485996694,False,-0.1127154568623312,0.6666666666666666,213294,0.0,0.0,9,0,0,13,3,2.166666666666667,2,15,29,206.0,67.0,15,17,29,525,1.248379586962983,130.2576427316526
89,29,0,0,0,10.0,20,10.0,19.151429326857667,12,13.166666666666666,27.654623633712976,57,33.280701754385966,33.0,12,33.0,0,2.7290000000000005,45147,6,18,1.0,404.725727883438,False,0.5122503289296293,10,8.040000000000001,2148,897,0,0.0,8970.0,False,-0.7788115246098439,0,1.2350000000000003,41436,26,42,1.0,1659.4313551142443,False,0.015783019960996906,0,0.2,38533,279,379,1.0,15824.351139370508,False,0.11622907471184735,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,33142,574,334,1.0,26895.753965751246,False,-0.11851748244455255,0.6666666666666666,213260,0.0,0.0,19,0,0,8,1,1.0,2,10,32,145.0,86.0,10,19,32,2551,1.1112851860234514,131.36892791767605
90,32,0,0,0,10.0,20,10.0,19.400798108536108,17,22.294117647058822,27.90317127592388,5,37.0,33.0,12,33.0,0,2.7290000000000005,45452,3,15,1.0,321.01197162804164,False,0.5210252763043225,4,8.07,1930,910,0,0.0,9100.0,False,-0.7839135654261705,0,1.235,41113,31,52,1.0,2052.3896477126614,False,0.012742311131157376,0,0.2,38662,271,384,1.0,15972.434057368057,False,0.12110882329986365,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,33353,569,332,1.0,26832.904456000688,False,-0.11511991092442683,0.6666666666666666,213364,0.0,0.0,17,0,0,9,1,1.0,6,15,33,191.0,111.0,15,17,33,1156,1.2056511970004067,132.57457911467645
91,33,0,0,0,10.0,20,10.0,19.431688960251936,14,19.857142857142858,27.815608437935236,1,13.0,33.0,13,33.0,0,2.7290000000000005,45613,3,16,1.0,340.907023364031,False,0.5267258073790189,5,8.116000000000001,1728,920,0,0.0,9200.0,False,-0.7889822595704948,0,1.235,40861,34,61,1.0,2357.4295393626153,False,0.010351480921947282,0,0.2,38649,262,394,1.0,16050.45223213249,False,0.12173390651220278,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,33769,560,329,1.0,26433.740725243733,False,-0.11102527031782149,0.6666666666666666,213474,0.0,0.0,16,0,0,9,2,2.0,4,13,31,199.0,88.0,13,20,31,903,0.9678413039655425,133.542420418642
92,31,0,0,0,10.0,20,10.0,19.282088394799956,3,10.0,26.937937392259126,9,12.0,33.0,8,33.0,0,2.7290000000000005,45523,2,26,1.0,521.3342982647989,False,0.5267329314770042,3,8.141000000000002,1579,931,0,0.0,9310.0,False,-0.7921168467386954,0,1.235,40969,24,62,1.0,2132.922239795265,False,0.010249251842092685,0,0.2,38619,255,404,1.0,15799.859247146676,False,0.11800162521505766,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,33925,559,331,1.0,25981.30700227285,False,-0.11235377641926013,0.6666666666666666,213469,0.0,0.0,14,0,0,6,1,1.0,2,8,30,110.0,67.0,8,23,30,572,0.8020453210338019,134.3444657396758
93,30,0,0,0,10.0,20,10.0,19.282088394799956,0,,25.37962761436982,17,12.0,33.0,0,,0,2.7290000000000005,45393,5,36,1.0,744.1551822127984,False,0.5261130315828464,0,8.138000000000002,1509,938,0,0.0,9380.0,False,-0.7932839802587702,0,1.2350000000000003,41173,14,55,1.0,1665.8287563175395,False,0.009539147255612246,0,0.2,38619,245,414,1.0,15231.277489075095,False,0.11116918802512783,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,33721,566,341,1.0,25617.86922973332,False,-0.11965159467842246,0.6666666666666666,213269,0.0,0.0,10,0,0,3,0,0.0,1,4,21,69.0,91.0,4,26,21,404,0.682529640966095,135.0269953806419
94,21,0,0,0,10.0,20,10.0,19.57891605079777,25,21.6,25.37962761436982,0,,33.0,9,33.0,0,2.7290000000000005,45817,5,27,1.0,578.6307333715398,False,0.5374921757598295,6,8.198,1282,948,0,0.0,9480.0,False,-0.7991863412031479,0,1.235,41148,10,65,1.0,1845.464955442016,False,0.01109693762697995,0,0.2,38104,254,424,1.0,15734.006785395437,False,0.10483317053276262,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,34018,556,342,1.0,25397.07295358962,False,-0.11612107925994604,0.6666666666666666,213223,0.0,0.0,19,0,0,4,2,2.0,0,4,15,72.0,51.0,4,17,15,1021,0.44151655898895115,135.46851193963084
95,15,0,0,0,10.0,20,10.0,17.836844519351914,24,5.083333333333333,25.37962761436982,0,,33.0,8,33.0,0,2.7290000000000005,45747,2,37,1.0,679.9632472160208,False,0.5368474597708419,24,8.432000000000002,543,961,0,0.0,9610.0,False,-0.8216619981325863,0,1.235,41128,4,75,1.0,1974.8194491551442,False,0.0121706776076707,0,0.2,38002,264,434,1.0,15723.685337745406,False,0.10225774877725263,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,34282,546,344,1.0,25209.276677445923,False,-0.11290274456572903,0.6666666666666666,212556,0.0,0.0,12,0,0,2,4,4.0,0,2,13,36.0,39.0,2,13,13,464,0.3494065220002085,135.81791846163105
96,13,0,0,0,10.0,14,10.0,17.403826809186672,7,6.285714285714286,25.295792060091525,1,13.0,33.0,6,33.0,0,2.7290000000000005,45677,0,46,0.9,800.576033222587,False,0.5365242102378049,7,8.478000000000002,341,968,0,0.0,9680.0,False,-0.8272308923569428,0,1.235,41133,0,82,0.8,2074.254948927505,False,0.013485723628632165,0,0.2,37966,257,444,1.0,15704.115164641611,False,0.10115738379487144,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,34467,537,348,1.0,25067.84033626915,False,-0.1107405273369173,0.6166666666666667,212438,0.0,0.0,10,0,0,3,3,3.0,0,3,10,39.0,30.0,3,10,10,351,0.3334154249751009,136.15133388660615
97,10,0,0,0,10.0,0,,17.403826809186672,0,,25.295792060091525,0,,33.0,15,33.0,0,2.7290000000000005,45677,0,46,0.0,800.576033222587,False,0.5365242102378049,0,8.471000000000002,341,968,0,0.0,9680.0,False,-0.8272308923569428,0,1.2350000000000003,41133,0,82,0.0,2074.254948927505,False,0.013485723628632165,0,0.2,37966,247,454,1.0,15783.03481715066,False,0.10210573213908845,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,34962,527,343,1.0,24649.88241566823,False,-0.10532899671105098,0.3333333333333333,212933,0.0,0.0,5,0,0,3,0,0.0,0,3,7,24.0,21.0,3,7,7,495,0.2970772419939749,136.44841112860013
98,7,0,0,0,10.0,0,,17.403826809186672,0,,25.295792060091525,0,,33.0,0,,0,2.7290000000000005,45677,0,46,0.0,800.576033222587,False,0.5365242102378049,0,8.471000000000002,341,968,0,0.0,9680.0,False,-0.8272308923569428,0,1.235,41133,0,82,0.0,2074.254948927505,False,0.013485723628632165,0,0.2,37966,237,464,1.0,15861.954469659708,False,0.10305408048330547,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,34962,517,353,1.0,24726.924495067316,False,-0.10460017694907371,0.3333333333333333,212933,0.0,0.0,0,0,0,2,0,0.0,0,2,1,21.0,30.0,2,5,1,0,0.23086148698348552,136.6792726155836
99,1,0,0,0,10.0,0,,17.403826809186672,0,,25.295792060091525,0,,33.0,6,33.0,0,2.7290000000000005,45677,0,46,0.0,800.576033222587,False,0.5365242102378049,0,8.471000000000002,341,968,0,0.0,9680.0,False,-0.8272308923569428,0,1.235,41133,0,82,0.0,2074.254948927505,False,0.013485723628632165,0,0.2,37966,227,474,1.0,15940.874122168756,False,0.10400242882752232,0,0.2,52854,0,0,0.0,0.0,False,0.0,0,0.6140000000000001,35160,507,357,1.0,24605.9665744664,False,-0.10199827284154077,0.3333333333333333,213131,0.0,0.0,3,0,0,0,0,0.0,0,0,0,0.0,3.0,0,1,0,198,0.10702457901788875,136.7862971946015
