index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
51,25,0,0,0,10.000000000000002,20,10.0,16.201808794643966,33,16.151515151515152,16.37145598985979,21,19.714285714285715,31.5280850480107,42,29.738095238095237,47.00000000000002,11,47.0,0,2.2160000000000006,46909,28,22,1.0,636.4397934821673,False,0.13265588777679108,10,12.882000000000001,4839.0,495,0,0.0,4950.000000000001,False,-0.8245874904067536,0,0.2,54240,522,157,1.0,11027.662781212137,False,-0.0001701460644189677,16,9.378000000000002,10386.0,1105,0,0.0,17902.998718081584,False,-0.6764356576025569,0,0.4070000000000001,88533,6,10,1.0,413.50958641926576,False,0.05185509148591993,35,8.191,42549,985,0,0.0,16125.884150011892,False,-0.4000836593965988,0,0.2,106686,0,3,0.0,141.00000000000006,False,0.0001545812254075323,11,4.657000000000002,56964,1264,0,0.0,39851.499500685524,False,-0.2796538340796069,0.375,411106,0.0,0.0,10,0,0,13,12,12.0,18,31,25,262.0,54.0,17,8,25,1017,1.9254707777872682,164.19767760764807
52,25,0,0,0,10.000000000000002,20,10.0,16.345147522494894,39,17.53846153846154,16.63385424227746,16,20.1875,31.352481395199767,72,30.625,47.00000000000002,10,47.0,0,2.2160000000000006,47283,30,13,1.0,512.4869177924337,False,0.14013918502724992,20,13.072000000000003,4379.0,503,0,0.0,5030.000000000001,False,-0.8346603990790483,0,0.2,53746,551,162,1.0,11700.860672143637,False,-0.0028038562333207516,11,9.472000000000001,10179.0,1105,0,0.0,18061.38801235686,False,-0.6785741582528206,0,0.4070000000000001,88800,0,9,0.7,282.1723325567979,False,0.05424152392909857,64,8.796000000000001,38271,1000,0,0.0,16633.854242277463,False,-0.4477813415380936,0,0.2,106686,0,3,0.0,141.00000000000006,False,0.0001545812254075323,10,4.746000000000001,54594,1336,0,0.0,41886.91514398689,False,-0.2923228632940469,0.3375,403938,0.0,0.0,10,0,0,12,16,16.0,19,31,21,274.0,51.0,18,7,21,1164,1.9001580588519573,166.09783566650003
53,21,0,0,0,10.000000000000002,20,10.0,16.6801092427525,27,20.74074074074074,16.63385424227746,0,,31.57870445277954,84,32.476190476190474,47.000000000000014,8,47.0,9,2.306000000000001,47460,32,10,1.0,486.8010924275251,False,0.14407618347596327,5,13.102,4239.0,511,0,0.0,5110.000000000001,False,-0.83705871066769,0,0.2,53646,551,172,1.0,12051.76312242835,False,-0.0015413700352356426,0,9.461000000000002,9719.0,1122,0,0.0,18715.082570368304,False,-0.6808021336392451,10,0.5070000000000001,88983,0,0,0.0,0.0,False,0.05473833935873881,65,9.382,34307,1000,0,0.0,16633.854242277463,False,-0.4947676510266256,0,0.2,106686,0,3,0.0,141.00000000000006,False,0.0001545812254075323,8,4.816000000000002,51750,1420,0,0.0,44841.760322946946,False,-0.3051257245505577,0.25,396790,0.0,0.0,9,0,0,9,15,14.277777777777779,19,28,21,231.0,63.0,15,6,21,625,1.7751484708860517,167.87298413738608
54,21,0,0,0,10.000000000000002,20,10.0,16.480143383910054,37,14.756756756756756,17.58298574092866,45,22.0,31.803579228868095,43,33.76744186046512,47.000000000000014,4,47.0,0,2.2970000000000006,47360,32,20,1.0,649.6028676782012,False,0.14363011880849721,37,13.467,3506.0,521,0,0.0,5210.000000000001,False,-0.853439178818112,0,0.2,53670,578,167,1.0,12461.881494635098,False,0.0022913584652558805,30,9.761000000000001,9239.0,1122,0,0.0,18490.72087674708,False,-0.6907107884617238,8,0.5770000000000001,88357,5,10,1.0,405.95072099332424,False,0.049724119723779624,35,9.667000000000002,32728,1030,0,0.0,18110.47531315652,False,-0.5047325590401439,0,0.2,106686,0,3,0.0,141.00000000000006,False,0.0001545812254075323,4,4.848000000000001,50262,1463,0,0.0,46528.63641183402,False,-0.3111643413348604,0.375,391808,0.0,0.0,9,0,0,11,11,11.0,17,28,23,185.0,81.0,14,7,23,770,1.8361688954755664,169.70915303286165
55,23,0,0,0,10.000000000000002,20,10.0,16.365167861939494,5,9.0,18.019290360473306,5,38.0,31.905924059946702,59,32.559322033898304,47.00000000000001,10,47.0,0,2.2970000000000006,47240,34,30,1.0,830.9550358581848,False,0.14292683993498406,5,13.480000000000002,3361.0,529,0,0.0,5290.000000000001,False,-0.8559574059861857,0,0.2,53815,573,172,1.0,12476.559126892738,False,0.0048403648257541185,0,9.731000000000002,9239.0,1122,0,0.0,18361.71834109611,False,-0.6917900547060428,1,0.5790000000000002,88498,0,10,1.0,319.05924059946705,False,0.05088045540567447,48,10.112000000000002,30563,1030,0,0.0,18559.869071287507,False,-0.5277314699739969,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,10,4.944000000000002,48191,1522,0,0.0,48560.81641923888,False,-0.32104732799682,0.375,387593,0.0,0.0,8,0,0,9,11,10.09090909090909,16,25,22,198.0,105.0,13,10,22,390,1.8910450348630548,171.6001980677247
56,22,0,0,0,10.000000000000002,20,10.0,16.43033209026277,37,16.945945945945947,17.666327477919186,20,13.95,31.908285673123462,21,31.952380952380953,47.00000000000001,13,47.0,0,2.2970000000000006,47607,36,18,1.0,655.7459776247299,False,0.14962761389131723,15,13.625000000000002,3026.0,537,0,0.0,5370.000000000001,False,-0.8630324251726784,0,0.2,53188,600,182,1.0,13073.470855138954,False,-0.000656993715790873,20,9.931000000000003,8899.0,1122,0,0.0,18434.832605274827,False,-0.6968674067559498,0,0.5780000000000001,88782,0,2,0.1,63.816571346246924,False,0.05273405186597672,12,10.184000000000003,30091,1049,0,0.0,18531.977524337228,False,-0.5334915099606636,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,13,5.064000000000002,47279,1543,0,0.0,49234.484793629505,False,-0.3264358029153574,0.2625,385558,0.0,0.0,10,0,0,11,12,12.0,14,25,25,188.0,87.0,13,9,25,984,1.7723720856010914,173.3725701533258
57,25,0,0,0,10.000000000000002,20,10.0,16.476932571883292,36,16.86111111111111,17.621784673525962,2,13.0,31.604950971465183,36,28.47222222222222,47.00000000000001,6,47.0,0,2.2970000000000006,47934,35,12,1.0,547.7231908625995,False,0.15617473127953038,20,13.810000000000002,2536.0,548,0,0.0,5480.000000000001,False,-0.8734650805832693,0,0.2,52621,625,191,1.0,13663.843730070517,False,-0.005205109011524397,1,9.921000000000003,8855.0,1123,0,0.0,18503.595278224937,False,-0.6970283508615142,6,0.6380000000000001,88778,0,2,0.2,63.209901942930365,False,0.0526830433351682,28,10.452000000000002,29168,1049,0,0.0,18485.252122528735,False,-0.5447089899690112,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,6,5.1110000000000015,46180,1579,0,0.0,49904.21758394352,False,-0.3335946337645517,0.275,382758,0.0,0.0,9,0,0,13,11,10.75,18,31,26,283.0,81.0,18,7,26,630,1.8484195647761226,175.22098971810192
58,26,0,0,0,10.000000000000002,20,10.0,16.855816549234138,38,19.842105263157894,17.621784673525962,0,,31.911391679357685,73,33.45205479452055,47.00000000000001,8,47.0,3,2.327000000000001,48188,35,10,1.0,518.5581654923415,False,0.1619167086230375,23,14.020000000000001,2129.0,558,0,0.0,5580.000000000001,False,-0.8820270529547198,0,0.2,51867,653,201,1.0,14548.82692602861,False,-0.010417417458431347,0,9.920000000000002,8855.0,1123,0,0.0,18929.081984789937,False,-0.6934686267252029,0,0.6320000000000001,88778,0,2,0.0,63.82278335871537,False,0.052686675655536745,73,11.154000000000002,24273,1049,0,0.0,18485.252122528735,False,-0.6027306814287398,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,8,5.185000000000001,43616,1652,0,0.0,52717.6190542989,False,-0.3444368603414891,0.25,374392,0.0,0.0,6,0,0,14,17,16.2,17,31,22,246.0,54.0,18,8,22,200,1.5580875808373094,176.77907729893923
59,22,0,0,0,10.000000000000002,20,10.0,16.744793930346013,5,10.0,19.855355942941088,22,39.0,31.94856242797464,14,33.0,47.00000000000001,8,47.0,0,2.3240000000000007,48138,35,15,1.0,601.1719089551902,False,0.16170822032035675,0,13.997000000000005,2029.0,568,0,0.0,5680.000000000001,False,-0.8832262087490407,0,0.2,52675,648,189,1.0,14603.288740080083,False,0.0035580679010782643,0,9.920000000000002,8855.0,1123,0,0.0,18804.403583778574,False,-0.6945117162189731,0,0.6320000000000001,87920,12,12,1.0,621.6470204509887,False,0.045822598355070215,14,11.221000000000004,24061,1049,0,0.0,20828.2683841452,False,-0.5913573852655414,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,8,5.2570000000000014,43066,1666,0,0.0,53226.30500500575,False,-0.3472067406548354,0.375,373430,0.0,0.0,8,0,0,10,4,4.0,20,30,22,244.0,78.0,16,6,22,1108,1.5944634331390262,178.37354073207825
60,22,0,0,0,10.000000000000002,20,10.0,16.510503608102816,10,10.0,22.78425341969134,42,36.0,31.95577980957544,15,32.13333333333333,47.00000000000001,9,47.0,0,2.3240000000000007,48028,36,25,1.0,772.7625902025704,False,0.16112771716954355,10,14.097000000000003,1799.0,577,0,0.0,5770.000000000001,False,-0.8876630851880276,0,0.2,54087,648,157,1.0,14275.934124942165,False,0.0244456037492652,0,9.920000000000002,8855.0,1123,0,0.0,18541.295551899464,False,-0.6967129413032974,0,0.6320000000000001,87400,24,14,1.0,994.2029994066484,False,0.041866905703826465,7,11.277000000000005,23250,1069,0,0.0,24356.36690565004,False,-0.5800606477469921,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,9,5.339000000000001,42449,1681,0,0.0,53717.66585989631,False,-0.3506854700210965,0.375,372554,0.0,0.0,10,0,0,11,6,6.0,19,30,24,245.0,48.0,16,6,24,1984,3.0655990494415164,181.43913978151977
61,24,0,0,0,10.000000000000002,20,10.0,17.495253176643416,30,26.0,23.433290006488196,11,35.72727272727273,34.0787344610423,29,59.37931034482759,47.0,9,47.0,5,2.374000000000001,48628,33,10,1.0,504.9525317664342,False,0.17230612686788227,0,14.087000000000003,1669.0,590,0,0.0,5900.000000000001,False,-0.8892219877206446,0,0.2,53687,668,157,1.0,15365.85565301645,False,0.02687115699264147,1,9.930000000000001,8838.0,1123,0,0.0,19647.169317370557,False,-0.6877453875462607,15,0.782,88178,20,10,1.0,809.4531447401869,False,0.049993795677948184,0,11.270000000000001,23060,1074,0,0.0,25167.35346696832,False,-0.577506350578034,0,0.2,106686,0,3,0.0,141.0,False,0.0001545812254075323,9,5.420000000000003,40604,1710,0,0.0,58274.63592838233,False,-0.3466243398520595,0.375,371350,0.0,0.0,9,0,0,11,6,4.72463768115942,17,28,22,227.0,87.0,15,9,22,970,1.794088519178331,183.2332283006981
62,22,0,0,0,10.000000000000002,20,10.0,17.495253176643416,0,,23.433290006488196,0,,33.85754089617022,10,26.4,47.00000000000001,10,47.0,0,2.369,48558,30,20,1.0,649.9050635328683,False,0.17236551543952508,0,14.087000000000003,1539.0,603,0,0.0,6030.000000000001,False,-0.8907808902532617,0,0.2,53687,658,167,1.0,15425.236021314897,False,0.027367947437545122,0,9.929000000000002,8838.0,1123,0,0.0,19647.169317370557,False,-0.6877453875462607,0,0.7670000000000001,88178,10,20,1.0,911.4837179882865,False,0.05059849296502267,10,11.370000000000005,22866,1074,0,0.0,25167.35346696832,False,-0.5798058823743951,0,0.2,106686,0,3,0.0,141.00000000000003,False,0.0001545812254075323,10,5.511000000000001,40176,1720,0,0.0,58234.97034141278,False,-0.3508198878517295,0.375,370528,0.0,0.0,5,0,0,9,5,5.0,14,23,29,151.0,105.0,12,10,29,200,1.7870945194736123,185.0203228201717
63,29,0,0,0,10.0,20,10.0,18.067855565559423,15,28.0,23.433290006488196,0,,33.86365061935949,14,34.0,47.000000000000014,15,47.0,0,2.369000000000001,48888,29,15,1.0,561.0178334833913,False,0.17921404731249269,0,14.087000000000005,1429.0,614,0,0.0,6140.0,False,-0.8920999616270145,0,0.2,53267,663,177,1.0,16126.68057111431,False,0.026208759212187183,0,9.929000000000002,8838.0,1123,0,0.0,20290.20180012323,False,-0.6823656231165649,0,0.7670000000000001,88430,0,23,1.0,778.8639642452682,False,0.05279952565782775,7,11.430000000000001,22789,1074,0,0.0,25167.35346696832,False,-0.5807185831389302,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,12,5.621000000000001,39475,1734,0,0.0,58719.570173969354,False,-0.3551172467024108,0.375,369943,0.0,0.0,10,0,0,13,5,5.0,18,31,23,258.0,117.0,18,11,23,1013,1.8678993098437786,186.8882221300155
64,23,0,0,0,10.0,20,10.0,18.559357833313776,13,27.923076923076923,23.328656157551883,2,13.0,34.451097280416086,12,48.833333333333336,47.000000000000014,9,47.0,0,2.3690000000000007,49141,30,12,1.0,522.7122939997653,False,0.1848224325354922,0,14.087000000000003,1339.0,623,0,0.0,6230.0,False,-0.8931792018419032,0,0.2,52944,665,186,1.0,16681.103004458313,False,0.02544259926091223,1,9.939000000000002,8794.0,1124,0,0.0,20860.718204644683,False,-0.6783287748088759,0,0.7670000000000001,88990,0,13,0.2,447.8642646454091,False,0.05747563719934457,0,11.423000000000004,22789,1074,0,0.0,25054.976713210723,False,-0.5813845983926349,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,9,5.6990000000000025,38761,1746,0,0.0,60151.61585160648,False,-0.35509829561735773,0.275,369585,0.0,0.0,13,0,0,14,4,4.0,15,29,18,227.0,96.0,16,7,18,1162,1.763090068474412,188.6513121984899
65,18,0,0,0,10.0,20,10.0,18.954061479994355,13,26.076923076923077,23.214830653184965,2,13.0,34.41010761864048,8,33.0,47.00000000000002,6,47.0,1,2.379000000000001,49388,27,10,1.0,459.54061479994357,False,0.18998873530794255,0,14.087000000000005,1209.0,636,0,0.0,6360.0,False,-0.8947381043745203,0,0.2,52618,668,195,1.0,17188.205046007297,False,0.024230348085865182,1,9.948000000000002,8777.0,1124,0,0.0,21304.365103513654,False,-0.6749015703139544,0,0.7670000000000001,88964,0,15,0.2,516.1516142796072,False,0.05757216626728858,8,11.503000000000004,22709,1074,0,0.0,24932.728121520653,False,-0.583057380895391,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,6,5.750000000000001,38425,1754,0,0.0,60355.32876309541,False,-0.3572918832532537,0.275,368917,0.0,0.0,8,0,0,11,5,5.0,13,24,19,180.0,62.0,12,6,19,525,1.7606184715405107,190.41193067003042
66,19,0,0,0,10.0,20,10.0,18.954061479994355,0,,23.214830653184965,0,,34.41010761864048,0,,47.00000000000002,8,47.0,0,2.3780000000000006,49288,27,20,1.0,649.0812295998871,False,0.18986331098426576,0,14.087000000000005,1109.0,646,0,0.0,6460.0,False,-0.8959372601688411,0,0.2,52618,658,205,1.0,17230.8127377392,False,0.02458681428401051,0,9.947000000000001,8777.0,1124,0,0.0,21304.365103513654,False,-0.6749015703139544,0,0.7670000000000001,88964,0,15,0.0,516.1516142796072,False,0.05757216626728858,0,11.495000000000005,22709,1074,0,0.0,24932.728121520653,False,-0.583057380895391,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,8,5.8240000000000025,38312,1754,0,0.0,60355.32876309541,False,-0.3583505304333174,0.25,368604,0.0,0.0,6,0,0,11,3,3.0,15,26,21,213.0,78.0,13,6,21,200,1.4473845455795527,191.85931521560997
67,21,0,0,0,10.000000000000002,20,10.0,18.526553823976283,10,9.0,26.320098862161217,40,39.0,35.13661514029503,6,66.0,47.000000000000014,9,47.0,0,2.3780000000000006,49243,26,25,1.0,723.1638455994071,False,0.18967243675171971,5,14.137000000000004,934.0,657,0,0.0,6570.000000000001,False,-0.898815234075211,0,0.2,54088,658,175,1.0,16796.489717054606,False,0.04554991062390906,0,9.947000000000003,8777.0,1124,0,0.0,20823.84649814934,False,-0.6789217045533319,0,0.7670000000000001,88580,10,19,1.0,930.7966762872177,False,0.05547796287730234,0,11.495000000000001,21929,1094,0,0.0,28794.18815520437,False,-0.5694174826337677,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,9,5.9060000000000015,37772,1760,0,0.0,61840.44264691925,False,-0.35645286374873875,0.375,368150,0.0,0.0,11,0,0,11,4,4.0,14,25,24,207.0,114.0,13,8,24,2201,1.7042695926502347,193.5635848082602
68,24,0,0,0,10.0,20,10.0,19.333061863932162,30,24.966666666666665,26.320098862161217,0,,35.32726018227359,16,38.125,47.00000000000002,7,47.0,0,2.3780000000000006,49832,27,10,1.0,463.33061863932164,False,0.20068268681215604,5,14.182000000000002,784.0,666,0,0.0,6660.0,False,-0.9013334612432847,0,0.2,53702,665,185,1.0,17725.704429014713,False,0.04686520672156078,0,9.947000000000001,8414.0,1137,0,0.0,21981.69133929087,False,-0.6753087867337287,0,0.7670000000000001,88718,0,27,1.0,953.836024921387,False,0.05725025795603264,14,11.635000000000002,21711,1094,0,0.0,28794.18815520437,False,-0.5720014925905033,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,7,5.967000000000001,37071,1776,0,0.0,62741.214083717896,False,-0.3588007584611303,0.375,367059,0.0,0.0,11,0,0,13,5,5.0,9,22,28,247.0,117.0,15,9,28,1037,1.6139721255749464,195.17755693383515
69,28,0,0,0,10.0,20,10.0,20.17105395054902,37,25.054054054054053,27.83676086630222,34,36.0,35.06011463733221,5,23.0,47.00000000000003,9,47.0,22,2.5980000000000008,49968,29,10,1.0,491.7105395054902,False,0.20428471003819906,5,14.227000000000002,684.0,674,0,0.0,6740.0,False,-0.9027724481964697,0,0.2,54392,677,161,1.0,18137.522023996346,False,0.061855983735997745,0,9.947000000000001,8021.0,1152,0,0.0,23237.05415103247,False,-0.671381984547282,0,0.7670000000000001,87494,24,37,1.0,1965.306502372545,False,0.048736481374815094,5,11.671000000000003,21611,1094,0,0.0,30453.41638773463,False,-0.5633531891914026,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,9,6.0500000000000025,36813,1781,0,0.0,62442.06416908867,False,-0.3626191485427737,0.375,365810,0.0,0.0,12,0,0,15,9,8.416666666666668,10,25,27,280.0,120.0,18,10,27,1505,1.5786585677415133,196.75621550157666
70,27,0,0,0,10.0,20,10.0,19.27701943957651,37,13.783783783783784,28.45319196137997,19,34.78947368421053,35.72854977950097,14,45.642857142857146,47.00000000000002,8,47.0,7,2.646000000000001,50059,26,10,1.0,452.7701943957651,False,0.20600021817915107,20,14.422000000000002,179.0,687,0,0.0,6870.0,False,-0.9133250191864927,0,0.2,54557,703,153,1.0,17905.08303611342,False,0.06267220263129487,1,9.957000000000003,7977.0,1153,0,0.0,22226.403413831715,False,-0.6805735608909066,0,0.7670000000000001,87765,15,43,1.0,1963.1255199392413,False,0.05193578806341038,10,11.766000000000004,20843,1112,0,0.0,31639.94946105453,False,-0.565424349783355,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,8,6.121000000000001,36067,1795,0,0.0,64132.74685420425,False,-0.3616884633023972,0.375,364274,0.0,0.0,10,0,0,9,10,9.875,16,25,29,279.0,132.0,18,9,29,1303,1.8145562699064612,198.57077177148312
71,29,0,0,0,10.0,20,10.0,18.81949264091319,23,14.08695652173913,28.45319196137997,0,,35.656721965785074,34,35.23529411764706,47.000000000000014,7,47.0,0,2.639000000000001,49964,30,15,1.0,582.2923896136979,False,0.20527499507882882,18,14.582000000000004,-53.0,693,0,0.0,6930.0,False,-0.9181696085955487,0,0.2,54233,716,163,1.0,18112.62702059878,False,0.05898724165550149,0,9.956000000000003,7977.0,1153,0,0.0,21698.875014972906,False,-0.6849869903706839,0,0.7670000000000001,88567,5,31,1.0,1247.6243407462373,False,0.0572015903558717,12,11.876000000000003,20723,1112,0,0.0,31639.94946105453,False,-0.5668467405852278,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,7,6.183000000000001,34778,1829,0,0.0,65216.1444754209,False,-0.3686895986723772,0.375,363016,0.0,0.0,11,0,0,15,5,5.0,11,26,25,265.0,120.0,19,10,25,1047,1.883212042041123,200.45398381352425
72,25,0,0,0,10.0,20,10.0,18.591234947147825,23,16.26086956521739,28.45319196137997,0,,35.82966066014683,2,54.0,47.000000000000014,8,47.0,0,2.6390000000000007,49864,30,25,1.0,764.7808736786956,False,0.2050650047208209,23,14.794000000000002,-1207.0,703,0,0.0,7030.0,False,-0.944646968534152,0,0.2,53859,729,173,1.0,18475.4124857895,False,0.05576444419541453,0,9.956000000000001,7977.0,1153,0,0.0,21435.693894061442,False,-0.687188826935434,0,0.7670000000000001,88675,0,34,0.5,1218.2084624449922,False,0.05830740509953759,0,11.864000000000003,20723,1112,0,0.0,31639.94946105453,False,-0.5668467405852278,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,8,6.256000000000002,34548,1831,0,0.0,65604.10866872885,False,-0.3690270345290948,0.3125,361266,0.0,0.0,5,0,0,5,8,25.166666666666664,10,15,16,241.0,75.0,15,10,16,208,1.6901291590183973,202.14411297254264
73,16,0,0,0,10.0,20,10.0,18.872116533694516,17,22.705882352941178,28.669161672405494,5,37.0,38.62199735472843,40,51.95,47.000000000000014,13,47.0,0,2.6390000000000007,50110,29,23,1.0,724.0586802749739,False,0.21047652868710398,5,14.821000000000003,-31760.0,714,0,0.0,7140.0,False,-1.676084036838066,0,0.2,53658,736,178,1.0,18992.988546487344,False,0.056731381320588914,0,9.956000000000003,7977.0,1153,0,0.0,21759.550363349776,False,-0.6844793658109416,0,0.7670000000000001,89924,0,19,0.5,733.8179497398402,False,0.0702413201549211,20,12.064000000000005,20292,1112,0,0.0,31880.10777971491,False,-0.5705321651175552,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,13,6.378000000000001,32225,1871,0,0.0,72261.75705069689,False,-0.3596039111359524,0.3125,329253,0.0,0.0,7,0,0,6,12,1792.4366666666667,6,12,16,170.0,27.0,12,4,16,2045,1.4262554896995425,203.5703684622422
74,16,0,0,1,10.0,10,10.0,19.914914498794648,32,27.21875,28.701674259615583,6,29.666666666666668,38.487743838164484,8,35.0,47.00000000000002,12,47.0,9,2.7290000000000005,50683,29,10,1.0,489.14914498794644,False,0.2214019227862138,0,14.816,-39258.333333333336,714,0,0.0,7140.0,True,-1.8559174341263753,0,0.2,53823,726,183,1.0,19710.63431563457,False,0.06549623783242896,1,9.966000000000001,7089.0,1185,0,0.0,23599.173681071657,False,-0.6839470778305363,0,0.7670000000000001,89898,0,21,0.2,808.2426206014542,False,0.07037422284479028,8,12.124000000000002,20076,1116,0,0.0,32031.06847373099,False,-0.5721977806333729,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,12,6.485000000000001,31723,1879,0,0.0,72318.47067191107,False,-0.3640412653554849,0.275,360119,0.0,0.1,7,0,0,4,14,3446.876461988304,9,13,10,193.0,24.0,13,3,10,604,1.468444149941206,205.0388126121834
75,10,0,0,0,10.0,9,10.0,20.378275525551654,19,26.0,28.701674259615583,0,,38.46988062507643,1,35.0,47.00000000000002,11,47.0,9,2.8100000000000005,50889,28,10,1.0,483.7827552555166,False,0.2262780932853932,0,14.816000000000004,-39258.333333333336,714,0,0.0,7140.0,True,-1.8559174341263753,0,0.2,53329,735,193,1.0,20517.455643386274,False,0.06398045347856798,0,9.965000000000002,7089.0,1185,0,0.0,24148.25649777871,False,-0.6793533189062085,0,0.7670000000000001,89933,0,20,0.0,769.3976125015286,False,0.07055886690275302,0,12.116000000000003,20076,1116,0,0.0,32031.06847373099,False,-0.5721977806333729,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,11,6.583000000000001,31492,1880,0,0.0,72323.37557514368,False,-0.36618242657324496,0.25,359635,0.0,0.1,4,0,0,3,10,3281.001461988304,3,6,11,83.0,39.0,7,3,11,125,1.2378767086192966,206.2766893208027
76,11,0,0,0,10.0,10,10.0,20.378275525551654,0,,29.230965228363004,10,38.0,38.47688674097502,10,38.6,47.00000000000002,13,47.0,0,2.801000000000001,50789,28,20,1.0,687.5655105110332,False,0.2263234544142248,0,14.816000000000004,-39258.333333333336,714,0,0.0,7140.0,True,-1.8559174341263753,0,0.2,53709,725,193,1.0,20415.82604509901,False,0.0694885386277609,0,9.965000000000002,7089.0,1185,0,0.0,24148.25649777871,False,-0.6793533189062085,0,0.7670000000000001,89814,0,24,0.5,923.4452817834004,False,0.0700613126402146,9,12.206000000000003,19814,1121,0,0.0,32767.91202099493,False,-0.5709363360339303,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,13,6.702000000000002,30857,1890,0,0.0,72721.31594044279,False,-0.37026739769326034,0.3125,358899,0.0,0.1,6,0,0,2,10,3935.8333333333335,8,10,15,162.0,18.0,10,1,15,551,1.125454282388091,207.40214360319078
77,15,0,0,0,10.0,10,10.0,20.378275525551654,0,,29.399234135094932,6,33.833333333333336,38.19375776552512,12,34.25,47.000000000000014,10,47.0,0,2.801000000000001,50689,28,30,1.0,891.3482657665496,False,0.2263688155430562,0,14.816,-39258.333333333336,714,0,0.0,7140.0,True,-1.8559174341263753,0,0.2,53912,715,197,1.0,20362.116125383134,False,0.07243588218143981,0,9.965000000000002,7089.0,1185,0,0.0,24148.25649777871,False,-0.6793533189062085,0,0.7670000000000001,89801,0,25,0.1,954.843944138128,False,0.07009330850553025,12,12.317000000000004,19454,1126,0,0.0,33103.5376361169,False,-0.5732143801569555,0,0.2,106827,0,0,0.0,0.0,False,0.0008150646430578977,10,6.789000000000002,30283,1902,0,0.0,72644.52727002878,False,-0.37600465022471063,0.2625,358055,0.0,0.1,5,0,0,8,10,3935.8333333333335,3,11,17,148.0,42.0,11,4,17,303,1.3711197217926383,208.77326332498342
