index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,15,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,2.91118189548037,8,1.5,36.046124739398174,10,39.0,38.0,20,38.0,0,0.37100000000000005,11219,549,0,0.0,5490.000000000001,False,-0.18200456915236365,0,0.272,11481,551,0,0.0,5510.000000000001,False,-0.166071114756019,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,8,3.0520000000000005,17507,0,0,0.0,0.0,False,-0.29879440861937756,3,1.2290000000000003,40549,0,7,0.7,252.3228731757872,False,0.1459728809541864,5,1.4470000000000003,40702,0,1,0.1,36.046124739398174,False,0.14723680234320446,0,1.0010000000000001,45917,0,18,0.5,684.0,False,-0.007104528868855977,0,1.3160000000000003,45186,0,19,0.5,722.0,False,-0.02238677827860056,0.22499999999999998,238205,0.0,0.0,21,0,0,3,5,4.6,23,26,17,98.0,72.0,6,9,17,960,0.8965714619844221,62.38213609642116
55,17,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,3.1649078976114065,8,4.75,36.303872003970596,10,39.0,38.0,8,38.0,0,0.37100000000000005,11109,560,0,0.0,5600.000000000001,False,-0.1852264073575069,0,0.272,11391,560,0,0.0,5600.000000000001,False,-0.1687071641965907,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,8,3.1240000000000006,17338,0,0,0.0,0.0,False,-0.3055633436135699,0,1.2260000000000002,40701,0,10,0.8,363.03872003970594,False,0.15181493660956372,4,1.482,40778,0,0,0.0,0.0,False,0.14887023158843748,0,1.0010000000000001,46031,0,15,0.5,570.0,False,-0.0058810903627387855,0,1.316,44986,0,24,0.5,912.0,False,-0.024640480789869072,0.225,237978,0.0,0.0,13,0,0,6,3,2.8,23,29,16,108.0,55.0,9,8,16,694,1.0081624410231598,63.39029853744432
56,16,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,3.147901317047452,6,3.0,36.542165425496925,10,39.0,38.0,9,38.0,0,0.37100000000000005,11019,569,0,0.0,5690.000000000001,False,-0.18786245679807861,0,0.272,11281,571,0,0.0,5710.000000000001,False,-0.17192900240173392,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,6,3.176000000000001,17204,0,0,0.0,0.0,False,-0.310930428165178,0,1.2260000000000002,40875,0,9,0.4,328.87948882947234,False,0.15623597634571287,5,1.5280000000000002,40821,0,2,0.2,73.08433085099385,False,0.15111123472771446,0,1.0010000000000001,45983,0,16,1.0,608.0,False,-0.006503541532517708,0,1.3160000000000003,44986,0,24,0.0,912.0,False,-0.024640480789869072,0.2,237813,0.0,0.0,14,0,0,6,3,3.0,22,28,15,134.0,60.0,10,6,15,732,0.8948765609529801,64.2851750983973
57,15,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,3.1263898264391923,1,2.0,36.67252840407532,10,38.0,38.0,1,38.0,0,0.37100000000000005,10909,580,0,0.0,5800.000000000001,False,-0.19108429500322183,0,0.272,11191,580,0,0.0,5800.000000000001,False,-0.17456505184230567,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,1,3.1800000000000006,17182,0,0,0.0,0.0,False,-0.31181159130051667,0,1.2260000000000002,40875,0,9,0.0,330.0527556366779,False,0.15625250402373178,8,1.6030000000000004,40931,0,1,0.1,36.67252840407532,False,0.15369742109094597,0,1.0010000000000001,45641,0,25,1.0,950.0,False,-0.010173857050869286,0,1.316,44986,0,24,0.0,912.0,False,-0.024640480789869072,0.1375,237359,0.0,0.0,11,0,0,7,3,2.6,17,24,18,95.0,70.0,7,8,18,238,0.9558790129958652,65.24105411139317
58,18,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,3.0813576642318368,2,2.0,36.931180465220386,15,38.666666666666664,38.0,0,,0,0.37100000000000005,10809,590,0,0.0,5900.000000000001,False,-0.19401323882607932,0,0.272,11091,590,0,0.0,5900.000000000001,False,-0.17749399566516313,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,2,3.199000000000001,17138,0,0,0.0,0.0,False,-0.31357391757119396,0,1.2260000000000002,41075,0,4,0.0,147.72472186088154,False,0.1593188246162856,9,1.6850000000000003,41003,0,2,0.2,73.86236093044077,False,0.15624982195484355,0,1.0010000000000001,45641,0,25,0.0,950.0,False,-0.010173857050869286,0,1.3160000000000003,44406,5,34,1.0,1476.655902326102,False,-0.031029664066043065,0.15,236807,0.0,0.0,8,0,0,5,3,2.8,21,26,15,91.0,75.0,7,11,15,400,0.9048135980265215,66.14586770941969
59,15,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,2.9434631113467575,14,2.5,37.11252638852124,10,39.0,38.0,8,38.0,0,0.37100000000000005,10769,594,0,0.0,5940.000000000001,False,-0.1951848163552223,0,0.272,10931,606,0,0.0,6060.000000000001,False,-0.1821803057817351,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,14,3.3370000000000006,16768,0,0,0.0,0.0,False,-0.3283934793927985,1,1.2360000000000002,41223,0,9,0.9,334.01273749669116,False,0.16611276183998278,3,1.7060000000000004,41086,0,5,0.5,185.5626319426062,False,0.16016175454925632,0,1.0010000000000001,45251,0,35,1.0,1330.0,False,-0.014466623738999785,0,1.316,44710,0,31,0.5,1178.0,False,-0.02770980897188238,0.3625,236382,0.0,0.0,14,0,0,13,6,4.8,12,25,22,103.0,51.0,8,7,22,504,1.0440223569748923,67.18989006639458
60,22,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,2.8729469542401582,2,1.0,36.65877838133674,10,32.0,38.00000000000001,1,38.0,0,0.37100000000000005,10709,600,0,0.0,6000.000000000001,False,-0.1969421826489368,0,0.272,10791,620,0,0.0,6200.000000000001,False,-0.1862808271337356,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,2,3.343000000000001,16722,0,0,0.0,0.0,False,-0.33023591140305203,0,1.235,41351,0,6,0.2,219.95267028802044,False,0.16811225376525646,0,1.7030000000000003,41276,0,0,0.0,0.0,False,0.16290077196145827,0,1.0010000000000001,45099,0,39,0.5,1482.0000000000002,False,-0.016097875080489377,0,1.3160000000000003,44580,0,36,0.5,1368.0000000000002,False,-0.028461043142305215,0.15,236172,0.0,0.0,13,0,0,15,1,1.0,4,19,20,132.0,81.0,10,12,20,558,0.9914258979842998,68.18131596437888
61,20,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,3.025865822352536,16,3.5,36.72180220204004,5,38.0,38.00000000000001,0,,0,0.37100000000000005,10549,616,0,0.0,6160.000000000001,False,-0.20162849276550876,0,0.272,10751,624,0,0.0,6240.000000000001,False,-0.18745240466287857,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,16,3.5010000000000003,16301,0,0,0.0,0.0,False,-0.3470981695838507,0,1.235,41302,0,15,0.9,550.8270330306005,False,0.1713927288137516,5,1.7530000000000003,41304,0,7,0.7,257.05261541428024,False,0.1673107090693397,0,1.0010000000000001,45099,0,39,0.0,1482.0000000000002,False,-0.016097875080489377,0,1.316,44390,0,41,0.5,1558.0000000000002,False,-0.0305001073191672,0.2625,235340,0.0,0.0,10,0,0,12,5,5.0,8,20,17,176.0,87.0,11,9,17,200,0.9871038609999232,69.1684198253788
62,17,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,3.025865822352536,0,,36.78522668237909,5,38.0,38.00000000000001,0,,0,0.37100000000000005,10449,626,0,0.0,6260.000000000001,False,-0.20455743658836623,0,0.272,10651,634,0,0.0,6340.000000000001,False,-0.19038134848573604,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,0,3.4850000000000003,16301,0,0,0.0,0.0,False,-0.3470981695838507,0,1.235,41492,0,10,0.0,367.8522668237909,False,0.17416820120053791,0,1.7480000000000004,41304,0,7,0.0,257.49658677665366,False,0.16731696324416323,0,1.0010000000000001,44909,0,44,0.5,1672.0000000000002,False,-0.018136939257351364,0,1.3160000000000003,44390,0,41,0.0,1558.0000000000002,False,-0.0305001073191672,0.0625,235140,0.0,0.0,11,0,0,7,0,0.0,11,18,15,100.0,73.0,7,10,15,390,0.9145559709868394,70.08297579636564
63,15,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.024224800014643,4,3.0,36.90587300081139,10,38.0,38.00000000000001,0,,0,0.37100000000000005,10359,635,0,0.0,6350.0,False,-0.20719348602893797,0,0.272,10541,645,0,0.0,6450.0,False,-0.19360318669087928,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,4,3.525000000000001,16217,0,0,0.0,0.0,False,-0.3504626106460528,0,1.235,41860,0,4,0.4,147.62349200324556,False,0.1814338126444363,0,1.7480000000000004,41304,0,7,0.0,258.34111100567975,False,0.1673288599623271,0,1.0010000000000001,44529,0,54,1.0,2052.0000000000005,False,-0.022215067611075338,0,1.316,44390,0,41,0.0,1558.0000000000002,False,-0.0305001073191672,0.175,234844,0.0,0.0,12,0,0,13,1,1.0,5,18,12,108.0,66.0,8,7,12,580,0.8592289020307362,70.94220469839638
64,12,0,0,0,10.0,20,10.0,9.841079460269864,0,,3.0053710446487885,13,2.923076923076923,37.113995505389006,10,39.0,38.00000000000001,0,,0,0.37100000000000005,10239,647,0,0.0,6470.0,False,-0.21070821861636693,0,0.272,10461,653,0,0.0,6530.0,False,-0.19594634174916525,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,13,3.651000000000001,15887,0,0,0.0,0.0,False,-0.3636800576761325,1,1.245,42019,0,0,0.0,0.0,False,0.1838338874175917,0,1.7480000000000004,41466,3,12,1.0,454.38405919861447,False,0.17465464668956174,0,1.0010000000000001,44529,0,54,0.0,2052.0000000000005,False,-0.022215067611075338,0,1.3160000000000003,44000,0,51,1.0,1938.0000000000005,False,-0.034792874007297706,0.25,234245,0.0,0.0,9,0,0,3,4,3.2,4,7,16,86.0,45.0,7,5,16,400,0.8545206910348497,71.79672538943123
65,16,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.830405035247803,6,1.0,37.429368000233836,15,39.333333333333336,38.00000000000001,0,,0,0.37100000000000005,10219,649,0,0.0,6490.0,False,-0.21129400738093843,0,0.272,10281,671,0,0.0,6710.0,False,-0.20121844063030872,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,6,3.698000000000001,15744,0,0,0.0,0.0,False,-0.3694076180558337,5,1.2940000000000003,42048,0,6,0.6,224.57620800140302,False,0.18781450678989983,0,1.7480000000000004,41866,0,5,0.3,187.14684000116918,False,0.18215961627318936,0,1.0010000000000001,44529,0,54,0.0,2052.0000000000005,False,-0.022215067611075338,0,1.316,43410,5,61,1.0,2505.1468400011695,False,-0.041369963082193977,0.2375,233741,0.0,0.0,12,0,0,4,3,3.0,4,8,20,127.0,84.0,8,8,20,600,0.9775046639842913,72.77423005341552
66,20,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.8159345586006674,6,2.6666666666666665,36.130120144761754,11,24.90909090909091,38.0,15,38.0,0,0.37100000000000005,10119,659,0,0.0,6590.0,False,-0.21422295120379592,0,0.272,10181,681,0,0.0,6810.0,False,-0.2041473844531662,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,6,3.7520000000000007,15608,0,0,0.0,0.0,False,-0.37485480834701806,0,1.2890000000000001,42222,0,7,0.6,252.9108410133323,False,0.19311589058732934,1,1.7580000000000005,41919,0,0,0.0,0.0,False,0.18101650983264778,0,1.0010000000000001,44985,0,42,0.0,1596.0,False,-0.017321313586606567,0,1.3160000000000003,43250,6,68,1.0,2800.7807208685704,False,-0.04163145824352254,0.2,233928,0.0,0.0,18,0,0,7,3,2.1666666666666665,3,10,21,170.0,119.0,10,10,21,960,1.051927260006778,73.8261573134223
67,21,0,0,0,10.000000000000002,20,10.0,9.841079460269864,0,,2.7214742345702625,8,2.0,36.38417548361926,15,38.0,38.0,0,,0,0.37100000000000005,10049,666,0,0.0,6660.000000000001,False,-0.21627321187979615,0,0.272,10051,694,0,0.0,6940.000000000001,False,-0.20795501142288092,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,8,3.8260000000000005,15416,0,0,0.0,0.0,False,-0.38254495934633714,0,1.2890000000000001,42210,0,11,0.4,400.2259303198118,False,0.19485301642981642,15,1.9070000000000003,41920,0,4,0.4,145.53670193447704,False,0.18309484281758143,0,1.0010000000000001,44605,0,52,1.0,1976.0,False,-0.021399441940330544,0,1.316,43060,1,78,1.0,3000.3841754836194,False,-0.0435674589452284,0.35,232955,0.0,0.0,9,0,0,8,5,5.0,2,10,16,158.0,123.0,10,11,16,200,1.011313758965116,74.83747107238742
68,16,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.5160879813777766,17,1.7647058823529411,36.46159009300994,5,38.0,38.0,20,38.0,0,0.37100000000000005,9959,675,0,0.0,6750.0,False,-0.21890926132036787,0,0.272,9941,705,0,0.0,7050.0,False,-0.21117684962802413,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,17,3.988000000000001,14946,0,0,0.0,0.0,False,-0.4013698081467537,0,1.2890000000000001,42190,2,21,1.0,770.7255679159642,False,0.19950872778379383,1,1.9020000000000001,42069,0,5,0.5,182.3079504650497,False,0.18781072787605022,0,1.0010000000000001,44719,0,49,0.5,1862.0,False,-0.02017600343421335,0,1.3160000000000003,43516,0,67,0.1,2546.0,False,-0.03865636402661515,0.2625,232984,0.0,0.0,21,0,0,5,4,3.2,4,9,16,155.0,111.0,9,7,16,960,0.9712241749512032,75.80869524733862
69,16,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.5160879813777766,0,,34.16448423091812,35,28.0,38.00000000000001,20,38.0,0,0.37100000000000005,9819,689,0,0.0,6890.0,False,-0.22300978267236835,0,0.272,9881,711,0,0.0,7110.0,False,-0.2129342159217386,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,0,3.9710000000000005,14946,0,0,0.0,0.0,False,-0.4013698081467537,0,1.2890000000000001,42390,0,18,0.2,614.9607161565261,False,0.20294924094433597,25,2.1510000000000007,42074,0,0,0.0,0.0,False,0.18538344508931087,0,1.0010000000000001,44899,0,44,0.5,1672.0000000000002,False,-0.018351577591757887,0,1.316,43116,20,67,1.0,3229.289684618363,False,-0.03990888941169395,0.2125,232769,0.0,0.0,18,0,0,7,1,0.8333333333333334,2,9,22,138.0,97.0,9,7,22,1160,1.0286007709801197,76.83729601831874
70,22,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.5089471978505906,1,2.0,32.863895904398355,8,14.0,38.0,12,38.0,0,0.37100000000000005,9759,695,0,0.0,6950.0,False,-0.22476714896608282,0,0.272,9741,725,0,0.0,7250.0,False,-0.2170347372737391,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,1,3.9810000000000008,14924,0,0,0.0,0.0,False,-0.40225097128209236,0,1.2890000000000001,42502,0,10,0.0,328.63895904398356,False,0.20207132133661998,0,2.1260000000000003,42072,0,1,0.1,32.863895904398355,False,0.185790047555987,0,1.0010000000000001,45243,0,40,0.8,1520.0,False,-0.012599270229663017,0,1.3160000000000003,43116,10,77,1.0,3254.6389590439835,False,-0.039636843109637485,0.23750000000000002,233001,0.0,0.0,17,0,0,6,1,1.0,6,12,23,189.0,105.0,12,10,23,768,1.220546957978513,78.05784297629725
71,23,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.521080134966667,10,2.6,32.863895904398355,0,,38.0,5,38.0,0,0.37100000000000005,9659,705,0,0.0,7050.0,False,-0.22769609278894032,0,0.272,9641,735,0,0.0,7350.0,False,-0.21996368109659656,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,10,4.080000000000001,14678,0,0,0.0,0.0,False,-0.41210397724996994,0,1.2890000000000001,42492,0,16,0.6,525.8223344703737,False,0.20456728368837512,0,2.1260000000000003,42056,0,5,0.4,164.31947952199178,False,0.1871910672158955,0,1.0010000000000001,45243,0,40,0.0,1520.0,False,-0.012599270229663017,0,1.316,43306,0,82,1.0,3116.0,False,-0.037046576518566215,0.25,232719,0.0,0.0,14,0,0,7,3,3.0,4,11,19,179.0,110.0,11,12,19,390,1.0713595990091562,79.12920257530641
72,19,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.5478573605954273,4,3.0,33.47229630821778,15,38.0,37.99999999999999,20,38.0,0,0.37100000000000005,9539,717,0,0.0,7170.0,False,-0.23121082537636928,0,0.272,9561,743,0,0.0,7430.0,False,-0.22230683615488256,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,4,4.11,14594,0,0,0.0,0.0,False,-0.41546841831217207,0,1.2890000000000001,43062,0,1,0.0,33.47229630821778,False,0.2136906561152338,0,2.1260000000000003,42044,0,9,0.4,301.25066677396,False,0.18878191619391962,0,1.0010000000000001,45471,0,34,0.5,1291.9999999999998,False,-0.010152393217428633,0,1.3160000000000003,43268,0,83,1.0,3153.9999999999995,False,-0.03745438935393861,0.2375,233183,0.0,0.0,24,0,0,5,1,1.0,2,7,15,111.0,93.0,7,12,15,1530,0.8906886539771222,80.01989122928353
73,15,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.5478573605954273,0,,33.304418014091986,30,32.666666666666664,37.99999999999999,20,38.0,0,0.37100000000000005,9489,722,0,0.0,7220.0,False,-0.232675297287798,0,0.272,9411,758,0,0.0,7580.0,False,-0.22670025188916876,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,0,4.106000000000001,14594,0,0,0.0,0.0,False,-0.41546841831217207,19,1.4790000000000003,42978,0,0,0.0,0.0,False,0.21085253845720403,1,2.1360000000000006,42413,0,0,0.0,0.0,False,0.1949343551022708,0,1.0010000000000001,45661,0,29,0.5,1101.9999999999998,False,-0.008113329040566645,0,1.316,42858,15,83,1.0,3653.5662702113796,False,-0.040893257456413645,0.1875,233048,0.0,0.0,20,0,0,7,3,2.0,2,9,21,114.0,66.0,9,6,21,1160,0.9904273530119099,81.01031858229544
74,21,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.908095769173998,13,4.6923076923076925,32.77105460236627,17,28.705882352941178,37.99999999999999,20,38.0,0,0.37100000000000005,9419,729,0,0.0,7290.0,False,-0.23472555796379826,0,0.272,9281,771,0,0.0,7710.0,False,-0.2305078788588835,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,13,4.2360000000000015,14287,0,0,0.0,0.0,False,-0.427764649337125,5,1.5100000000000002,42964,0,9,0.9,294.93949142129645,False,0.21461288515553742,12,2.255000000000001,42278,0,4,0.4,131.08421840946508,False,0.1929774640560301,0,1.0010000000000001,45515,7,30,1.0,1369.3973822165638,False,-0.008377362285720572,0,1.3160000000000003,43276,5,82,1.0,3279.855273011831,False,-0.03593201037763657,0.4125,232664,0.0,0.0,18,0,0,9,6,6.0,3,12,21,146.0,107.0,12,9,21,960,1.0292786710197106,82.03959725331515
75,21,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.9256558357072313,3,3.3333333333333335,32.96201321845613,5,38.0,37.99999999999999,20,38.0,0,0.37100000000000005,9319,739,0,0.0,7390.0,False,-0.23765450178665573,0,0.272,9181,781,0,0.0,7810.0,False,-0.23343682268174096,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,3,4.253000000000001,14223,0,0,0.0,0.0,False,-0.4303280330035647,0,1.5050000000000001,42964,0,9,0.0,296.6581189661052,False,0.2146370952691456,1,2.2530000000000006,42427,0,3,0.3,98.88603965536839,False,0.19672178452210745,0,1.0010000000000001,45895,2,25,1.0,1015.9240264369121,False,-0.004014552195353997,0,1.316,43466,0,82,0.5,3115.9999999999995,False,-0.033612363168061814,0.225,233119,0.0,0.0,17,0,0,5,3,2.2,7,12,26,182.0,121.0,12,9,26,960,1.0496816050144844,83.08927885832964
76,26,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.803066599022268,5,1.2,33.34017871267926,10,38.0,37.99999999999999,16,38.0,0,0.37100000000000005,9229,748,0,0.0,7480.0,False,-0.24029055122722745,0,0.272,9071,792,0,0.0,7920.0,False,-0.2366586608868842,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,5,4.300000000000001,14105,0,0,0.0,0.0,False,-0.4350542716385629,0,1.5050000000000001,42960,0,13,0.4,433.4223232648304,False,0.2164509821838175,7,2.3220000000000005,42573,0,1,0.1,33.34017871267926,False,0.19991181859909674,0,1.0010000000000001,46503,0,11,0.2,417.99999999999994,False,0.002618587679759605,0,1.3160000000000003,43086,0,92,1.0,3495.9999999999995,False,-0.03769049152178579,0.2125,233171,0.0,0.0,17,0,0,9,4,3.4,4,13,26,200.0,149.0,13,13,26,808,1.0652977340505458,84.15457659238018
77,26,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.62540467624282,10,1.5,33.93245130420429,15,38.666666666666664,37.999999999999986,12,38.0,0,0.37100000000000005,9139,757,0,0.0,7570.0,False,-0.2429266006677992,0,0.272,8961,803,0,0.0,8030.0,False,-0.2398804990920274,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,10,4.3950000000000005,13855,0,0,0.0,0.0,False,-0.44506748908559296,0,1.5050000000000001,43150,0,13,0.5,441.1218669546558,False,0.22191246220424088,9,2.4050000000000007,42644,0,5,0.5,169.66225652102145,False,0.20383251051615806,0,1.0010000000000001,46465,0,12,0.5,455.99999999999983,False,0.0022107748443872077,0,1.316,43000,0,94,1.0,3571.9999999999986,False,-0.03872075552693711,0.3125,232858,0.0,0.0,14,0,0,8,4,3.8,3,11,28,171.0,147.0,11,15,28,856,1.971737622981891,86.12631421536207
78,28,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.62540467624282,0,,34.093338934950204,5,38.0,37.999999999999986,20,38.0,0,0.37100000000000005,8999,771,0,0.0,7710.0,False,-0.24702712201979965,0,0.272,8901,809,0,0.0,8090.0,False,-0.2416378653857419,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,0,4.385000000000001,13855,0,0,0.0,0.0,False,-0.44506748908559296,0,1.5050000000000001,43150,0,13,0.0,443.21340615435264,False,0.22194192548253716,0,2.396000000000001,42834,0,0,0.0,0.0,False,0.20679551473488478,0,1.0010000000000001,46655,0,7,0.5,265.9999999999999,False,0.004249839021249195,0,1.3160000000000003,43380,0,84,0.0,3191.9999999999986,False,-0.034642627173213134,0.0625,233418,0.0,0.0,19,0,0,6,0,0.0,6,12,31,187.0,138.0,12,16,31,1150,1.1751940730027854,87.30150828836486
79,31,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.6160717775885005,1,2.0,34.34200139284391,5,40.0,37.999999999999986,20,38.0,0,0.37100000000000005,8899,781,0,0.0,7810.0,False,-0.24995606584265714,0,0.272,8801,819,0,0.0,8190.0,False,-0.24456680920859938,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,1,4.395000000000001,13833,0,0,0.0,0.0,False,-0.4459486522209316,0,1.5050000000000001,43348,0,9,0.1,309.07801253559524,False,0.22563078284408064,0,2.3960000000000004,42834,0,0,0.0,0.0,False,0.20679551473488478,0,1.0010000000000001,46683,0,6,0.5,227.99999999999991,False,0.004443013522215067,0,1.316,43912,0,70,0.0,2659.999999999999,False,-0.02893324747799957,0.075,233954,0.0,0.0,19,0,0,10,1,1.0,3,13,22,202.0,126.0,13,18,22,1160,1.0243161769467406,88.3258244653116
80,22,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.5597566239804825,15,2.3333333333333335,32.6017592681482,10,14.0,37.999999999999986,20,38.0,0,0.37100000000000005,8809,790,0,0.0,7900.0,False,-0.2525921152832289,0,0.272,8691,830,0,0.0,8300.0,False,-0.2477886474137426,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,15,4.5440000000000005,13424,0,0,0.0,0.0,False,-0.46233027596427284,1,1.5150000000000001,43450,0,7,0.7,228.2123148770374,False,0.227365361960853,0,2.396000000000001,42806,0,8,0.8,260.8140741451856,False,0.20968070764277313,5,1.0510000000000002,46864,0,0,0.0,0.0,False,0.0058810903627387855,0,1.3160000000000003,44114,0,71,1.0,2697.999999999999,False,-0.024189740287615367,0.3125,233802,0.0,0.0,18,0,0,8,7,6.1,2,10,21,155.0,94.0,10,12,21,770,0.9458307219902053,89.2716551873018
81,21,0,0,0,10.0,20,10.0,9.841079460269864,0,,2.5597566239804825,0,,32.6017592681482,0,,37.999999999999986,18,38.0,0,0.37100000000000005,8709,800,0,0.0,8000.0,False,-0.25552105910608636,0,0.272,8591,840,0,0.0,8400.0,False,-0.2507175912366001,0,0.2,25644,0,0,0.0,0.0,False,0.027115792846557456,0,4.529000000000001,13424,0,0,0.0,0.0,False,-0.46233027596427284,0,1.5140000000000005,43450,0,7,0.0,228.2123148770374,False,0.227365361960853,0,2.3960000000000004,42806,0,8,0.0,260.8140741451856,False,0.20968070764277313,12,1.1660000000000001,46665,0,0,0.0,0.0,False,0.0016097875080489374,0,1.316,44342,0,65,0.0,2469.999999999999,False,-0.021742863275380983,0.0,233631,0.0,0.0,12,0,0,5,7,7.0,3,8,17,114.0,83.0,8,13,17,428,0.80153994995635,90.07319513725815
