index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,30,0,0,0,10.000000000000002,20,10.0,24.413597545637327,0,,41.413567322519036,0,,26.951182854475082,64,31.499999999999993,53.999999999999986,20,54.0,0,1.622,31668,530,0,0.0,5300.000000000001,False,-0.15274657449697568,0,0.24500000000000002,47907,9,73,1.0,1872.192620831525,False,0.2058535072315952,0,0.2,64438,0,10,0.0,414.1356732251904,False,0.013324991560664533,0,1.1090000000000002,67956,88,20,1.0,2976.667930466466,False,0.08855449432139252,36,1.1090000000000002,83660,14,10,1.0,849.3017710600172,False,0.054445542374001545,18,11.234,-35761.0,246,0,0.0,10187.737561339683,False,-1.3845745860994716,0,0.37100000000000005,111499,240,197,1.0,17106.283885074015,False,0.05034333008921426,13,4.902000000000001,92069,926,0,0.0,24956.795323243925,False,-0.08530859978633083,0.5,463436,0.0,0.0,12,0,0,11,10,9.75609756097561,22,33,35,191.0,162.0,15,15,35,578,1.751058983616531,114.18075703736395
53,35,0,0,0,10.000000000000002,20,10.0,25.168696576573595,43,27.41860465116279,41.413567322519036,0,,26.60308832503358,5,8.0,53.99999999999999,15,54.0,0,1.622,31558,541,0,0.0,5410.000000000001,False,-0.1541044315516603,0,0.24500000000000002,48996,8,40,1.0,1086.747863062944,False,0.22304342504706762,0,0.2,64438,0,10,0.0,414.1356732251904,False,0.013324991560664533,0,1.1090000000000002,66777,121,30,1.0,4287.819305440977,False,0.08034970848374452,0,1.0730000000000002,83660,4,20,1.0,697.7160357907477,False,0.05349507816228848,5,11.266,-38806.0,246,0,0.0,10187.737561339683,False,-1.4227597559576408,0,0.37100000000000005,111729,235,202,1.0,17159.72575638289,False,0.05258939682401656,10,4.989000000000002,91864,926,0,0.0,24634.459788981094,False,-0.08851222335919659,0.5,460216,0.0,0.0,14,0,0,15,6,6.0,24,39,32,334.0,130.0,22,13,32,1649,2.345747731626034,116.52650476898998
54,32,0,0,0,10.000000000000002,20,10.0,21.430107386318554,46,8.91304347826087,41.413567322519036,0,,24.913675698993693,36,13.416666666666666,53.99999999999999,7,54.0,35,1.9720000000000002,30376,552,0,0.0,5520.000000000001,False,-0.18192815701765214,0,0.24500000000000002,49225,7,39,1.0,905.7741880664236,False,0.22646308095378873,0,0.2,64438,0,10,0.0,414.1356732251904,False,0.013324991560664533,0,1.1090000000000002,66367,157,40,1.0,5021.069552552774,False,0.07966979820168328,0,1.0730000000000002,83660,0,24,0.4,597.9282167758486,False,0.05286939428398637,36,11.621,-43940.0,246,0,0.0,10187.737561339683,False,-1.4871415825756513,0,0.371,111260,257,212,1.0,17850.814654641377,False,0.051509276866792846,7,5.049000000000001,91735,930,0,0.0,23169.718400064135,False,-0.09604840679598887,0.425,453121,0.0,0.0,10,0,0,16,11,11.0,21,37,20,252.0,93.0,20,12,20,519,2.0039433483034372,118.53044811729342
55,20,0,0,1,10.000000000000002,20,10.0,21.32828930391113,1,3.0,41.22805438683091,1,14.0,24.913675698993693,0,,53.999999999999986,17,54.0,1,1.9470000000000003,30276,560,0,0.0,5600.000000000001,False,-0.18340945562276262,0,0.24500000000000002,49105,9,49,1.0,1135.0861758916453,False,0.22633114647440616,0,0.2,64438,0,10,0.0,412.2805438683091,False,0.013310451789860596,0,1.1090000000000002,66378,148,49,1.0,5176.761481933562,False,0.08106247732528848,0,1.073,83646,0,25,0.1,622.8418924748423,False,0.05285004258978754,0,11.585,-52067.5,246,0,0.0,10142.101379160404,True,-1.5893488997205998,0,0.37100000000000005,111800,247,212,1.0,17601.67789765144,False,0.055143912831595684,7,5.112000000000001,91627,930,0,0.0,23169.718400064135,False,-0.09699330521940835,0.3875,497270,0.0,0.1,12,0,0,7,7,473.8384604867378,22,29,22,156.0,67.0,12,8,22,754,1.582698842510581,120.113146959804
56,22,0,0,0,10.000000000000002,20,10.0,21.32828930391113,0,,41.22805438683091,0,,25.555150404508186,5,58.0,53.999999999999986,20,54.0,0,1.9460000000000002,30156,572,0,0.0,5720.000000000001,False,-0.1848907542278731,0,0.24500000000000002,49025,7,59,1.0,1328.3690689307566,False,0.2267419956663468,0,0.2,64438,0,10,0.0,412.2805438683091,False,0.013310451789860596,0,1.1090000000000002,66378,138,59,1.0,5375.75913276276,False,0.08262214227418105,0,1.0730000000000004,83936,0,20,0.0,511.1030080901637,False,0.05578610666823526,0,11.585,-52067.5,246,0,0.0,10142.101379160404,True,-1.5893488997205998,0,0.37100000000000005,112374,242,206,1.0,17308.34639789098,False,0.05888268560207078,4,5.145000000000001,91579,930,0,0.0,23766.28987619261,False,-0.09480354041106316,0.375,497886,0.0,0.1,14,0,0,15,5,260.2328431372549,13,28,22,187.0,69.0,14,8,22,1354,1.6007858030498028,121.7139327628538
57,22,0,0,0,10.000000000000002,20,10.0,21.771973803126322,10,29.0,39.44948389237491,19,27.0,26.853969411567615,10,57.0,53.99999999999999,20,54.0,0,1.946,30036,584,0,0.0,5840.000000000001,False,-0.18637205283298358,0,0.24500000000000002,49235,5,59,1.0,1334.546454384453,False,0.2320027953880318,0,0.2,64438,0,10,0.0,394.49483892374906,False,0.013171054462918367,0,1.1090000000000002,66601,138,50,1.0,4977.006579450178,False,0.08299244909044742,0,1.0730000000000002,83993,9,20,1.0,892.1247432627265,False,0.058889963653629245,0,11.585,-52067.5,246,0,0.0,9704.573037524227,True,-1.592092264916518,0,0.37100000000000005,112688,237,205,1.0,17434.390750541523,False,0.06218127504655167,9,5.231000000000002,91120,935,0,0.0,25108.46139981572,False,-0.09294798946693855,0.5,498111,0.0,0.1,15,0,0,12,6,6.0,17,29,22,167.0,72.0,13,9,22,2167,2.9860175121575594,124.69995027501136
58,22,0,0,0,10.000000000000002,20,10.0,21.771973803126322,0,,39.44948389237491,0,,28.176784188755157,10,57.0,53.99999999999999,20,54.0,0,1.946,29926,595,0,0.0,5950.000000000001,False,-0.1877299098876682,0,0.24500000000000002,49145,4,69,1.0,1542.2661924157162,False,0.23234497213202956,0,0.2,64438,0,10,0.0,394.49483892374906,False,0.013171054462918367,0,1.1090000000000002,66601,128,60,1.0,5153.781680342663,False,0.08437794247466615,0,1.0730000000000002,84563,0,19,0.9,535.358899586348,False,0.06380095368613131,0,11.585,-52067.5,246,0,0.0,9704.573037524227,True,-1.592092264916518,0,0.37100000000000005,113272,232,199,1.0,17283.013931791196,False,0.06662852338532249,4,5.262000000000001,90778,940,0,0.0,26486.177137429848,False,-0.08991330934299001,0.4875,498723,0.0,0.1,15,0,0,15,5,661.9781848586197,15,30,23,141.0,88.0,12,10,23,1634,1.503319514915347,126.20326978992671
59,23,0,0,0,10.000000000000002,20,10.0,21.78395304128975,4,22.25,37.21030231540924,30,27.0,29.51675224659726,10,57.0,53.99999999999999,20,54.0,1,1.9560000000000002,29815,604,0,0.0,6040.000000000001,False,-0.18935933835328972,0,0.24500000000000002,49122,5,76,1.0,1705.580431138021,False,0.23379311728352078,0,0.2,64438,0,10,0.0,372.1030231540924,False,0.01299555625953518,0,1.1090000000000002,67322,122,40,1.0,4146.054363653719,False,0.08778160015403796,0,1.073,84323,20,19,1.0,1305.0243389935326,False,0.06561719736524545,0,11.584999999999999,-52067.5,246,0,0.0,9153.734369590673,True,-1.595546102042871,0,0.37100000000000005,113424,227,201,1.0,17554.302759977574,False,0.06914514147219365,12,5.378000000000001,90220,945,0,0.0,27893.33087303441,False,-0.08863964866824267,0.5,498664,0.0,0.1,15,0,0,6,8,8.0,22,28,28,153.0,111.0,11,12,28,2099,1.3858244325965643,127.58909422252327
60,28,0,0,0,10.000000000000002,20,10.0,22.059075551572146,25,23.64,37.21030231540924,0,,29.893611701012162,9,38.0,53.99999999999999,20,54.0,5,2.0050000000000003,29600,616,0,0.0,6160.000000000001,False,-0.1931860264164918,0,0.24500000000000002,49613,3,66,1.0,1485.8989864037617,False,0.24320329572156224,0,0.2,64438,0,10,0.0,372.1030231540924,False,0.01299555625953518,0,1.1090000000000002,66731,137,50,1.0,4882.608466335845,False,0.08429037123862242,0,1.0730000000000004,84665,10,20,1.0,969.9752571743356,False,0.06780516946424353,0,11.584999999999999,-52067.5,246,0,0.0,9153.734369590673,True,-1.595546102042871,0,0.37100000000000005,113406,226,205,1.0,17825.956244428748,False,0.07017601464780118,14,5.506000000000001,89865,945,0,0.0,28249.463057456494,False,-0.09018765395082819,0.5,498318,0.0,0.1,16,0,0,13,9,9.0,17,30,31,201.0,105.0,13,15,31,1437,1.7772407699376345,129.3663349924609
61,31,0,0,0,10.000000000000002,20,10.0,22.772683010552143,19,28.473684210526315,37.056709279713616,1,14.0,29.893611701012162,0,,53.99999999999999,20,54.0,0,2.0,29510,625,0,0.0,6250.000000000001,False,-0.19429700037032466,0,0.24500000000000002,50044,4,57,1.0,1338.0429316014722,False,0.2520187993038079,0,0.2,64438,0,10,0.0,370.5670927971362,False,0.012983518244354078,0,1.1090000000000002,66204,146,59,1.0,5511.157567043716,False,0.08095585521626876,0,1.0730000000000002,84651,1,30,1.0,933.8650603100784,False,0.06740318937279813,0,11.584999999999999,-52067.5,246,0,0.0,9115.950482809549,True,-1.5957830124098067,0,0.37100000000000005,114000,216,204,1.0,17473.020127418626,False,0.0738290264371145,9,5.582000000000002,89716,945,0,0.0,28249.463057456494,False,-0.09149126381276802,0.5,498563,0.0,0.1,16,0,0,15,4,4.0,16,31,27,191.0,123.0,15,16,27,1349,1.8919363878667355,131.25827138032764
62,27,0,0,0,10.000000000000002,20,10.0,20.000995264562796,41,9.609756097560975,37.11385675104329,2,41.0,29.893611701012162,0,,54.00000000000001,20,54.0,29,2.2900000000000005,28666,637,0,0.0,6370.000000000001,False,-0.2136526354771016,0,0.24500000000000002,50300,2,55,1.0,1120.0547395509539,False,0.2556481266454876,0,0.2,64438,0,10,0.0,371.13856751043295,False,0.012987997237326118,0,1.1090000000000002,65892,177,67,1.0,6026.8045641475155,False,0.08010662719764494,0,1.0730000000000002,84569,0,33,0.3,986.4891861334013,False,0.06670484673346502,0,11.584999999999999,-52067.5,246,0,0.0,9130.008760756651,True,-1.5956948649990805,0,0.371,114432,206,206,1.0,17282.084010408507,False,0.0767733644088632,12,5.693000000000002,89449,945,0,0.0,28249.463057456494,False,-0.09382726269288842,0.4125,497746,0.0,0.1,14,0,0,9,7,7.0,20,29,23,169.0,101.0,13,14,23,1050,1.545443664304912,132.80371504463255
63,23,0,0,0,10.0,20,10.0,20.360252711857843,14,24.857142857142858,37.11385675104329,0,,31.25095792588793,10,56.0,54.00000000000001,20,54.0,2,2.2810000000000006,28562,643,0,0.0,6430.0,False,-0.21547957042340452,0,0.24500000000000002,50506,6,53,1.0,1139.0933937284656,False,0.2609689346220031,0,0.2,64438,0,10,0.0,371.13856751043295,False,0.012987997237326118,0,1.1090000000000002,65544,181,77,1.0,6542.972710676603,False,0.07869717619465952,0,1.073,85129,0,23,0.0,718.7720322954224,False,0.07204878191374423,0,11.585,-52067.5,246,0,0.0,9130.008760756651,True,-1.5956948649990805,0,0.37100000000000005,114692,201,206,1.0,17405.442543103476,False,0.07958775544236765,10,5.7810000000000015,88967,950,0,0.0,29688.410029593535,False,-0.09174959303927656,0.375,497838,0.0,0.1,17,0,0,11,7,7.0,21,32,21,173.0,86.0,14,9,21,1646,1.5556582743301988,134.35937331896275
64,21,0,0,0,10.0,20,10.0,20.793886757246625,9,29.0,37.19663095908632,24,37.625,31.25095792588793,0,,54.00000000000001,20,54.0,0,2.279000000000001,28472,652,0,0.0,6520.0,False,-0.21659054437723738,0,0.24500000000000002,50657,7,54,1.0,1192.8698848913177,False,0.265360694789425,0,0.2,64438,0,10,0.0,371.9663095908632,False,0.012994484752651947,0,1.1090000000000002,66186,180,63,1.0,6086.28736672683,False,0.0851813415371647,0,1.0730000000000004,84226,14,33,1.0,1552.0344449815102,False,0.06594957830142782,0,11.585,-52067.5,246,0,0.0,9150.371215935234,True,-1.595567189496663,0,0.37100000000000005,115070,191,209,1.0,17254.932963844596,False,0.08223649129400598,13,5.901000000000002,88652,950,0,0.0,29688.410029593535,False,-0.09450554677425005,0.5,497701,0.0,0.1,15,0,0,9,6,6.0,18,27,18,150.0,91.0,10,11,18,1742,1.4892936777323484,135.8486669966951
65,18,0,0,0,10.0,20,10.0,20.68430824746241,1,3.0,37.46929252246027,12,40.5,32.71185083538394,10,58.0,54.000000000000014,20,54.0,1,2.289,28352,662,0,0.0,6620.0,False,-0.2183187260831996,0,0.24500000000000002,50557,7,64,1.0,1393.7957278375943,False,0.265372123538299,0,0.2,64438,0,10,0.0,374.69292522460273,False,0.013015854888506971,0,1.1090000000000002,66669,171,61,1.0,5822.643554186149,False,0.0906861317829466,0,1.0730000000000002,84320,16,33,1.0,1678.9997579270344,False,0.06792445580130561,0,11.585,-52067.5,246,0,0.0,9217.445960525227,True,-1.5951466212675394,0,0.37100000000000005,115502,181,211,1.0,17314.845001204496,False,0.08627817197678216,12,6.008000000000002,87799,960,0,0.0,31403.376801968585,False,-0.09446632136184106,0.5,497637,0.0,0.1,18,0,0,4,7,139.8252551020408,22,26,22,114.0,72.0,9,9,22,1698,1.3307998618111014,137.1794668585062
66,22,0,0,0,10.0,20,10.0,20.68430824746241,0,,36.08120584376111,20,27.0,35.23234188329009,20,56.0,54.00000000000001,20,54.0,0,2.2880000000000007,28232,674,0,0.0,6740.0,False,-0.21980002468831009,0,0.24500000000000002,50477,5,74,1.0,1580.6388103122185,False,0.26570347871018657,0,0.2,64438,0,10,0.0,360.8120584376111,False,0.012907062139960934,0,1.1090000000000002,67209,161,51,1.0,5170.315125873265,False,0.09403805255798459,0,1.0730000000000002,84900,26,23,1.0,1748.455215253461,False,0.07563331712660333,0,11.585,-52067.5,246,0,0.0,8875.976637565233,True,-1.5972876826958777,0,0.37100000000000005,115816,176,210,1.0,17540.892171459058,False,0.09001422672076094,9,6.086,86791,975,0,0.0,34351.53333620784,False,-0.0903885748822908,0.5,497863,0.0,0.1,18,0,0,11,4,4.0,21,32,21,183.0,69.0,14,8,21,2454,1.5893806712701917,138.7688475297764
67,21,0,0,0,10.000000000000002,20,10.0,20.73402536433073,1,28.0,36.22040667365749,5,40.0,36.57362273062453,33,43.333333333333336,54.000000000000014,20,54.0,0,2.2880000000000007,28122,685,0,0.0,6850.000000000001,False,-0.2211578817429947,0,0.24500000000000002,50415,4,83,1.0,1760.9241052394507,False,0.2663982731173861,0,0.2,64438,0,10,0.0,362.20406673657493,False,0.012917972150925465,0,1.1090000000000002,67381,152,56,1.0,5179.91462910309,False,0.09680942573166465,10,1.1730000000000003,85648,21,10,1.0,1126.3647674530525,False,0.08111285484276395,0,11.584999999999999,-52067.5,246,0,0.0,8910.220041719744,True,-1.5970729716607117,0,0.37100000000000005,115552,190,208,1.0,18180.988318818665,False,0.09050459465090675,8,6.157000000000002,86147,984,0,0.0,35988.44476693454,False,-0.08886225145263017,0.5,497703,0.0,0.1,17,0,0,8,5,4.333333333333333,21,29,22,115.0,105.0,11,10,22,1482,1.3928763456642628,140.16172387544066
68,22,0,0,0,10.0,20,10.0,21.0122155301995,13,23.846153846153847,36.22040667365749,0,,36.57362273062453,0,,54.00000000000002,9,54.0,2,2.3080000000000003,27948,698,0,0.0,6980.0,False,-0.22384890754227874,0,0.24500000000000002,50653,1,82,1.0,1733.0016734763592,False,0.27192941209080806,0,0.2,64438,0,10,0.0,362.20406673657493,False,0.012917972150925465,0,1.1090000000000002,67071,155,66,1.0,5647.4402476423165,False,0.09561439178338672,0,1.1630000000000003,85648,11,20,1.0,1129.896928022723,False,0.08113500199404795,0,11.584999999999999,-52067.5,246,0,0.0,8910.220041719744,True,-1.5970729716607117,0,0.37100000000000005,115552,180,218,1.0,18355.25209151242,False,0.09126691670682091,9,6.2390000000000025,85980,984,0,0.0,35988.44476693454,False,-0.09032334438513992,0.5,497290,0.0,0.1,8,0,0,9,5,5.0,21,30,24,205.0,99.0,14,8,24,508,1.6241621589288116,141.78588603436947
69,24,0,0,0,10.0,20,10.0,21.3875324055666,10,26.3,36.22040667365749,0,,36.57362273062453,0,,54.00000000000003,9,54.0,1,2.3160000000000003,27837,707,0,0.0,7070.0,False,-0.22547833600790027,0,0.24500000000000002,50804,2,83,1.0,1795.1651896620278,False,0.27642470299545774,0,0.2,64438,0,10,0.0,362.20406673657493,False,0.012917972150925465,0,1.1090000000000002,66808,155,76,1.0,6067.818430060792,False,0.09478656971597134,0,1.1630000000000003,85648,1,30,1.0,1133.4290885923933,False,0.08115714914533177,0,11.584999999999999,-52067.5,246,0,0.0,8910.220041719744,True,-1.5970729716607117,0,0.37100000000000005,115552,170,228,1.0,18529.515864206176,False,0.09202923876273507,9,6.320000000000001,85824,984,0,0.0,35988.44476693454,False,-0.0916881976634125,0.5,496911,0.0,0.1,10,0,0,7,4,4.0,20,27,16,147.0,82.0,11,13,16,461,1.4583563739433885,143.24424240831286
70,16,0,0,0,10.0,20,10.0,20.685073153471606,22,16.636363636363637,36.868504803593716,16,42.0,38.021498695246194,13,58.0,54.00000000000002,20,54.0,10,2.4150000000000005,27532,715,0,0.0,7150.0,False,-0.23202073818047156,0,0.24500000000000002,51020,4,81,1.0,1715.4909254312001,False,0.28077386650328595,0,0.2,64438,0,10,0.0,368.68504803593714,False,0.012968767521247296,0,1.1090000000000002,67114,167,70,1.0,6035.202552881318,False,0.09932755351423564,0,1.1630000000000003,85730,7,27,1.0,1284.6599983968033,False,0.08313369197545108,0,11.584999999999999,-52067.5,246,0,0.0,9069.652181684054,True,-1.5960733093708286,0,0.371,115284,173,229,1.0,18943.719274277595,False,0.09149643595809898,11,6.421000000000002,85612,984,0,0.0,37413.154716122255,False,-0.08731056223152524,0.5,496730,0.0,0.1,15,0,0,4,5,5.0,21,25,20,98.0,22.0,8,8,20,2448,1.4391396632418036,144.68338207155466
71,20,0,0,0,10.0,20,10.0,21.397682538084936,14,28.214285714285715,36.868504803593716,0,,39.00316697351362,10,56.0,54.00000000000002,6,54.0,0,2.4050000000000007,27462,722,0,0.0,7220.0,False,-0.23288482903345267,0,0.24500000000000002,51285,7,77,1.0,1717.6215554325402,False,0.2873425695029323,0,0.2,64438,0,10,0.0,368.68504803593714,False,0.012968767521247296,0,1.1090000000000002,66719,171,80,1.0,6608.484098300021,False,0.09762899990830017,0,1.1630000000000003,86290,0,24,0.7,936.0760073643269,False,0.08797058053599888,0,11.585,-52067.5,246,0,0.0,9069.652181684054,True,-1.5960733093708286,0,0.37100000000000005,115284,163,239,1.0,19263.516216682725,False,0.09289539719278875,6,6.4700000000000015,84958,994,0,0.0,38769.14797167254,False,-0.08710061430789458,0.4625,496436,0.0,0.1,12,0,0,9,3,3.0,21,30,18,162.0,36.0,13,7,18,1155,1.4301918530836701,146.11357392463833
72,18,0,0,0,10.0,20,10.0,22.05347948482352,13,28.76923076923077,37.46840744149541,17,42.0,39.56246292162695,5,58.0,54.00000000000002,20,54.0,0,2.4050000000000007,27372,731,0,0.0,7310.0,False,-0.23399580298728553,0,0.24500000000000002,51549,8,74,1.0,1711.9574818769404,False,0.2937903651632755,0,0.2,64438,0,10,0.0,374.68407441495407,False,0.01301578551935851,0,1.1090000000000002,67059,174,73,1.0,6572.499173588458,False,0.1026765355716629,0,1.1630000000000003,85866,7,29,1.0,1409.5902768176495,False,0.08562250151623117,0,11.585,-52067.5,246,0,0.0,9217.22823060787,True,-1.5951479864652203,0,0.37100000000000005,115642,158,237,1.0,19048.869141617062,False,0.09508858047217389,8,6.544000000000002,84819,994,0,0.0,39325.08814409719,False,-0.0858847567582233,0.5,496745,0.0,0.1,18,0,0,6,4,4.0,21,27,22,138.0,51.0,11,7,22,2226,1.3958861334249377,147.50946005806327
73,22,0,0,0,10.0,20,10.0,22.05347948482352,0,,34.897821795519384,35,25.285714285714285,42.51629096407371,32,56.625,54.000000000000014,12,54.0,0,2.4050000000000007,27232,745,0,0.0,7450.0,False,-0.23572398469324773,0,0.24500000000000002,51489,4,84,1.0,1892.4922767251755,False,0.29453761605635315,0,0.2,64438,0,10,0.0,348.9782179551938,False,0.012814313174662579,0,1.1090000000000002,67944,164,48,1.0,5291.866081695987,False,0.10651200001329238,3,1.1930000000000003,86658,32,10,1.0,1541.8932070973574,False,0.09638396603524678,0,11.585,-52067.5,246,0,0.0,8584.86416169777,True,-1.5991129995002835,0,0.37100000000000005,114446,169,247,1.0,20523.25317292846,False,0.09107444212903318,12,6.656000000000002,83935,1005,0,0.0,42728.87241889408,False,-0.07872896980308455,0.5,496142,0.0,0.1,12,0,0,7,6,5.2727272727272725,20,27,21,150.0,75.0,11,11,21,2281,1.4012443907558918,148.91070444881916
74,21,0,0,0,10.0,20,10.0,22.152953188045352,6,24.333333333333332,34.897821795519384,0,,42.90972144685958,5,56.0,54.0,13,54.0,1,2.4150000000000005,27125,754,0,0.0,7540.0,False,-0.23725465991852857,0,0.24500000000000002,51519,5,89,1.0,2021.6128337360362,False,0.29687214953383584,0,0.2,64438,0,10,0.0,348.9782179551938,False,0.012814313174662579,0,1.1090000000000002,67798,160,58,1.0,5568.546174227381,False,0.10639192863255252,0,1.1900000000000002,86938,22,15,1.0,1411.39790120432,False,0.09907702181510808,0,11.585,-52067.5,246,0,0.0,8584.86416169777,True,-1.5991129995002835,0,0.37100000000000005,114446,159,257,1.0,20700.645710050674,False,0.09185045105798299,13,6.774000000000003,83343,1010,0,0.0,43338.81866132817,False,-0.0812401850367978,0.5,495607,0.0,0.1,11,0,0,7,7,7.0,23,30,23,118.0,90.0,11,10,23,620,1.4889432787895203,150.39964772760868
75,23,0,0,0,10.0,20,10.0,21.69905890765487,26,19.53846153846154,34.75876897126478,1,14.0,43.38358889217026,5,58.0,54.00000000000001,12,54.0,9,2.5040000000000004,26825,766,0,0.0,7660.0,False,-0.2431798543389705,0,0.24500000000000002,51920,3,82,1.0,1809.3228304276993,False,0.30415162116316136,0,0.2,64438,0,10,0.0,347.5876897126478,False,0.01280341476379531,0,1.1090000000000002,67304,176,67,1.0,6147.871888821997,False,0.10318890108019439,0,1.1900000000000002,87214,13,20,1.0,1319.5357744698472,False,0.10196215200374854,0,11.584999999999999,-52067.5,246,0,0.0,8550.657166931136,True,-1.5993274822433872,0,0.37100000000000005,114156,154,267,1.0,21099.072689394223,False,0.09105615447949322,12,6.881000000000002,83078,1010,0,0.0,43817.42478109196,False,-0.08146500909424496,0.5,494935,0.0,0.1,12,0,0,7,5,5.0,21,28,21,150.0,96.0,11,12,21,985,1.4304747376590967,151.83012246526778
76,21,0,0,0,10.0,20,10.0,22.134245471446707,10,28.0,34.75876897126478,0,,43.38358889217026,0,,54.0,9,54.0,0,2.4950000000000006,26765,772,0,0.0,7720.0,False,-0.24392050364152573,0,0.24500000000000002,52060,7,82,1.0,1885.00812865863,False,0.30854225563089294,0,0.2,64438,0,10,0.0,347.5876897126478,False,0.01280341476379531,0,1.1090000000000002,67024,176,77,1.0,6572.052413762009,False,0.10212440170673269,0,1.1900000000000002,87214,3,30,1.0,1405.7839736789022,False,0.10250294053195194,0,11.584999999999999,-52067.5,246,0,0.0,8550.657166931136,True,-1.5993274822433872,0,0.37100000000000005,114156,144,277,1.0,21205.236800472518,False,0.09152057254051914,9,6.959000000000002,82912,1010,0,0.0,43817.42478109196,False,-0.08291735296727862,0.5,494569,0.0,0.1,10,0,0,7,4,4.0,19,26,22,124.0,99.0,8,13,22,480,1.3726428877562284,153.202765353024
77,22,0,0,0,10.0,20,10.0,22.11671855878996,11,21.90909090909091,34.75876897126478,0,,43.38358889217026,0,,54.0,9,54.0,3,2.525000000000001,26585,784,0,0.0,7840.0,False,-0.2468831008517467,0,0.24500000000000002,52212,5,84,1.0,1907.8043589383565,False,0.3125762789647989,0,0.2,64438,0,10,0.0,347.5876897126478,False,0.01280341476379531,0,1.1090000000000002,66783,177,87,1.0,6938.6720854058585,False,0.10122009628815622,0,1.1900000000000002,87214,0,33,0.3,1431.6584334416186,False,0.10266517709041312,0,11.584999999999999,-52067.5,246,0,0.0,8550.657166931136,True,-1.5993274822433872,0,0.37100000000000005,114156,134,287,1.0,21311.400911550816,False,0.09198499060154519,9,7.040000000000003,82744,1010,0,0.0,43817.42478109196,False,-0.08438719495926449,0.4125,494132,0.0,0.1,9,0,0,8,5,5.0,18,26,22,114.0,117.0,8,14,22,432,1.4097612211480737,154.61252657417208
78,22,0,0,0,10.0,20,10.0,19.383052211162585,20,2.0,34.75876897126478,0,,44.57906281047182,15,56.0,54.0,10,54.0,20,2.7220000000000004,26085,792,0,0.0,7920.0,False,-0.25823972349092705,0,0.24500000000000002,52092,7,94,1.0,1892.006907849283,False,0.30941867556905667,0,0.2,64438,0,10,0.0,347.5876897126478,False,0.01280341476379531,0,1.1090000000000002,66743,187,97,1.0,6996.231353700086,False,0.10104421470099595,0,1.1900000000000002,88054,0,18,0.0,802.4231305884928,False,0.10925362182629503,0,11.584999999999999,-52067.5,246,0,0.0,8550.657166931136,True,-1.5993274822433872,0,0.371,113596,134,297,1.0,22011.594416603224,False,0.090148534605169,10,7.131000000000002,82264,1015,0,0.0,45247.7487526289,False,-0.08232974875925698,0.375,493272,0.0,0.1,11,0,0,15,5,5.0,14,29,24,141.0,105.0,12,10,24,1040,1.4680814947932959,156.08060806896538
