index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
53,14,0,0,0,10.000000000000002,20,10.0,5.2811328508696835,4,1.0,22.351175141576107,13,24.0,48.73299021649931,0,,44.0,20,44.0,0,1.4060000000000004,11291,560,0,0.0,5600.000000000001,False,-0.24380165289256198,4,3.3090000000000006,6763,520,0,0.0,5200.000000000001,False,-0.4975313942256091,0,0.227,32980,0,20,0.4,447.02350283152214,False,0.13396099011016566,4,5.181000000000001,20443,271,0,0.0,1431.1870025856842,False,-0.27739511965804303,0,0.2,35423,227,256,1.0,17549.3622525616,False,0.1013900452610532,0,0.2,40400,0,5,0.0,243.66495108249654,False,0.009789241584421411,13,5.010000000000001,40592,141,0,0.0,6871.351620526403,False,-0.21704913822376182,7,2.2680000000000007,52347,0,0,0.0,0.0,False,-0.0691053296107268,0.175,240239,0.0,0.0,12,0,0,8,12,12.0,3,11,7,131.0,24.0,11,3,7,456,0.9713748999638483,72.71287781506544
54,7,0,0,0,10.000000000000002,20,10.0,5.319220581064213,4,6.25,22.664562926296956,10,27.0,50.055853397269715,10,57.0,44.0,12,44.0,2,1.4260000000000004,11147,572,0,0.0,5720.000000000001,False,-0.24830954169797145,2,3.3250000000000006,6648,528,0,0.0,5280.000000000001,False,-0.5015562949447246,0,0.227,33173,0,17,0.2,385.29756974704827,False,0.13949826798516193,5,5.227000000000001,20340,273,0,0.0,1452.1472186305302,False,-0.2805548441202395,0,0.2,35723,227,256,1.0,17959.154253970457,False,0.11397186889743643,0,0.2,40400,0,5,0.0,250.27926698634857,False,0.00987165475075825,12,5.117000000000001,39800,151,0,0.0,7558.433862987727,False,-0.22502415073899906,0,2.2610000000000006,52347,0,0,0.0,0.0,False,-0.0691053296107268,0.15,239578,0.0,0.0,12,0,0,5,9,9.0,1,6,5,72.0,18.0,6,1,5,970,0.8009671379695646,73.513844953035
55,5,0,0,0,10.000000000000002,20,10.0,5.553473948879292,57,5.9298245614035086,22.664562926296956,0,,50.15969220753086,1,56.0,44.00000000000001,9,44.0,27,1.6940000000000004,10733,576,0,0.0,5760.000000000001,False,-0.26945368680905873,30,3.623,5978,544,0,0.0,5440.000000000001,False,-0.533218847268434,0,0.227,33155,0,19,0.2,430.6266955996422,False,0.13965757138758306,0,5.222,20020,328,0,0.0,1821.5394552324078,False,-0.28517572051445633,0,0.2,35779,217,265,1.0,18210.528590002115,False,0.11849944665954935,0,0.2,40400,0,5,0.0,250.7984610376543,False,0.009878123813671645,9,5.195000000000001,39662,151,0,0.0,7574.11352333716,False,-0.22733880885479024,0,2.2610000000000006,52291,0,1,0.1,44.00000000000001,False,-0.06970995678694006,0.1625,238018,0.0,0.0,13,0,0,2,7,7.0,2,4,10,51.0,18.0,4,1,10,256,0.6614585259812884,74.17530347901629
56,10,0,0,0,10.000000000000002,20,10.0,5.071159268138249,21,2.0,22.35177834642121,5,14.0,50.94468534694795,8,56.0,44.00000000000001,8,44.0,0,1.6670000000000005,10653,584,0,0.0,5840.000000000001,False,-0.2716003005259204,21,3.803000000000001,5403,556,0,0.0,5560.000000000001,False,-0.5608564988730278,0,0.227,33113,11,29,1.0,703.9843239957358,False,0.14289102701403197,5,5.272000000000002,19935,328,0,0.0,1663.3402399493457,False,-0.29078002390715235,0,0.2,36157,212,267,1.0,18340.8079970764,False,0.12954232596222673,0,0.2,40400,0,5,0.0,254.72342673473975,False,0.00992702816834132,8,5.266000000000001,39323,155,0,0.0,7896.4262287769325,False,-0.2305014295095679,0,2.2610000000000006,52067,0,5,0.4,220.00000000000003,False,-0.07212846549179308,0.3,237051,0.0,0.0,12,0,0,6,7,7.0,1,7,11,120.0,54.0,7,3,11,648,0.7856324889580719,74.96093596797436
57,11,0,0,0,10.000000000000002,20,10.0,5.040962385127549,5,4.2,22.35177834642121,0,,49.13273487095378,8,37.0,44.00000000000001,15,44.0,2,1.687,10539,593,0,0.0,5930.000000000001,False,-0.2753032091875067,3,3.812000000000001,5233,567,0,0.0,5670.000000000001,False,-0.5670280133090051,0,0.227,33092,6,39,1.0,901.9651298211925,False,0.14555454270382154,0,5.267000000000001,19935,328,0,0.0,1653.435662321836,False,-0.29094915367778024,0,0.2,36453,202,269,1.0,17731.764906263652,False,0.12932997216805364,0,0.2,40400,0,5,0.0,245.66367435476892,False,0.00981414531080729,7,5.328,39230,155,0,0.0,7615.5739049978365,False,-0.23465248248361423,3,2.2910000000000004,51961,0,8,0.8,352.00000000000006,False,-0.07283979158145573,0.35,236843,0.0,0.0,13,0,0,8,7,7.0,2,10,17,128.0,18.0,10,1,17,716,1.204356588947121,76.16529255692149
58,17,0,0,0,10.000000000000002,20,10.0,5.040962385127549,0,,22.622706977862553,10,26.0,49.80368444968039,6,56.0,44.00000000000001,8,44.0,0,1.6850000000000003,10449,602,0,0.0,6020.000000000001,False,-0.27771814961897606,0,3.8090000000000006,5123,578,0,0.0,5780.000000000001,False,-0.5699796071696898,0,0.227,33092,0,45,0.6,1018.0218140038148,False,0.14753631730480207,10,5.367000000000002,19885,328,0,0.0,1653.435662321836,False,-0.29265674563160693,0,0.2,36529,202,273,1.0,18166.192664290982,False,0.13663675476950563,0,0.2,40400,0,5,0.0,249.01842224840195,False,0.009855944855944515,8,5.401000000000002,38941,158,0,0.0,7868.982143049501,False,-0.23753861484315697,0,2.2880000000000003,51793,0,11,0.3,484.00000000000006,False,-0.07465367311009549,0.2375,236212,0.0,0.0,13,0,0,10,6,6.0,3,13,16,200.0,42.0,13,4,16,536,1.1314516029669903,77.29674415988848
59,16,0,0,0,10.000000000000002,20,10.0,4.92017610410682,4,1.0,23.29284660120323,30,26.0,50.44660310591436,10,54.0,44.00000000000001,20,44.0,0,1.6850000000000003,10359,611,0,0.0,6110.000000000001,False,-0.2801330900504454,4,3.8490000000000006,4933,589,0,0.0,5890.000000000001,False,-0.5772244284640979,0,0.227,33088,0,49,0.4,1141.3494834589583,False,0.14950564330895402,30,5.657000000000002,19735,328,0,0.0,1613.8177621470368,False,-0.298456033568747,0,0.2,36289,222,273,1.0,18942.93459338174,False,0.1403341049288761,0,0.2,40400,0,5,0.0,252.23301552957182,False,0.009895998100246437,10,5.493,38768,158,0,0.0,7970.56329073447,False,-0.23971188367387058,0,2.2880000000000007,51693,0,11,1.0,484.00000000000006,False,-0.07643198833425213,0.3,235265,0.0,0.0,17,0,0,8,8,8.0,3,11,16,174.0,45.0,11,5,16,1180,0.8699137280345894,78.16665788792307
60,16,0,0,0,10.000000000000002,20,10.0,4.720542623716918,7,1.2857142857142858,23.114181299533374,29,22.275862068965516,50.88221286708217,5,56.0,44.0,11,44.0,0,1.6850000000000005,10259,621,0,0.0,6210.000000000001,False,-0.2828163571965225,7,3.9150000000000005,4687,599,0,0.0,5990.000000000001,False,-0.5877428356767199,0,0.227,33669,0,31,0.7,716.5396202855346,False,0.16209384276980865,4,5.667000000000002,19667,328,0,0.0,1548.3379805791492,False,-0.30189648610738795,0,0.2,35923,241,278,1.0,19715.772870236386,False,0.14084294238875106,0,0.2,40400,0,5,0.0,254.41106433541083,False,0.009923136189979902,11,5.593000000000002,38569,158,0,0.0,8039.389632998982,False,-0.24263875630858234,0,2.2880000000000003,51413,0,16,0.5,704.0,False,-0.0794551242153184,0.275,234587,0.0,0.0,11,0,0,8,9,9.0,3,11,16,128.0,30.0,11,5,16,1070,0.9170628229621798,79.08372071088525
61,16,0,0,0,10.000000000000002,20,10.0,4.3158081907600225,14,1.0,22.56185061127808,9,13.444444444444445,50.88221286708217,0,,44.0,13,44.0,0,1.6850000000000005,10139,633,0,0.0,6330.000000000001,False,-0.28603627777181495,14,4.048000000000001,4292,607,0,0.0,6070.000000000001,False,-0.6067940324138671,0,0.227,33655,4,41,1.0,942.2991078254413,False,0.16547076786696904,9,5.753000000000002,19484,328,0,0.0,1415.5850865692873,False,-0.31041315039497824,0,0.2,35802,240,288,1.0,20068.921452426403,False,0.14222783339263886,0,0.2,40400,0,5,0.0,254.41106433541083,False,0.009923136189979902,13,5.7120000000000015,38312,158,0,0.0,8039.389632998982,False,-0.24720902643466489,0,2.2880000000000007,51413,0,16,0.0,704.0,False,-0.0794551242153184,0.25,233497,0.0,0.0,11,0,0,4,11,11.0,5,9,22,145.0,51.0,9,7,22,200,0.8025412459974177,79.88626195688266
62,22,0,0,0,10.000000000000002,20,10.0,4.178594194056459,5,1.0,22.32697035653166,4,14.0,51.36678666197103,6,56.0,44.0,10,44.0,0,1.6850000000000005,10009,646,0,0.0,6460.000000000001,False,-0.28952452506171517,5,4.0840000000000005,4122,614,0,0.0,6140.000000000001,False,-0.6140388537082752,0,0.227,33650,0,50,0.9,1116.348517826583,False,0.16827206239244874,4,5.784000000000001,19416,328,0,0.0,1370.5788956505187,False,-0.3135039975470353,0,0.2,36082,234,292,1.0,20223.61276872395,False,0.15113275646943544,0,0.2,40400,0,5,0.0,256.8339333098551,False,0.00995332469423429,10,5.799000000000002,37982,161,0,0.0,8270.052652577335,False,-0.2510265088775512,0,2.2880000000000007,51245,0,19,0.3,836.0,False,-0.08126900574395818,0.275,232906,0.0,0.0,13,0,0,8,6,6.0,5,13,19,166.0,57.0,13,9,19,536,0.8941142809926532,80.78037623787532
63,19,0,0,0,10.0,20,10.0,4.178594194056459,0,,22.080659716600344,4,14.0,51.36678666197103,0,,44.0,20,44.0,0,1.6850000000000003,9939,653,0,0.0,6530.0,False,-0.29140281206396906,0,4.079000000000001,3992,627,0,0.0,6270.0,False,-0.6175271009981754,0,0.227,33650,0,50,0.0,1104.0329858300172,False,0.1680617633590043,4,5.820000000000001,19348,328,0,0.0,1370.5788956505187,False,-0.3158263226042396,0,0.2,36026,228,302,1.0,20547.15998730013,False,0.15376859611876853,0,0.2,40400,0,5,0.0,256.8339333098551,False,0.00995332469423429,9,5.879000000000002,37836,161,0,0.0,8270.052652577335,False,-0.25362284910481986,0,2.2880000000000007,51729,0,8,0.0,352.0,False,-0.07696548290149911,0.125,232920,0.0,0.0,15,0,0,6,6,6.0,3,9,12,161.0,75.0,9,10,12,684,0.6557899829931557,81.43616622086847
64,12,0,0,0,10.0,20,10.0,4.178594194056459,0,,22.080659716600344,0,,51.36678666197103,0,,44.0,15,44.0,0,1.6850000000000003,9869,660,0,0.0,6600.0,False,-0.293281099066223,0,4.079000000000001,3862,640,0,0.0,6400.0,False,-0.6210153482880756,0,0.227,33650,0,50,0.0,1104.0329858300172,False,0.1680617633590043,0,5.816000000000002,19348,328,0,0.0,1370.5788956505187,False,-0.3158263226042396,0,0.2,36026,218,312,1.0,20840.021256753836,False,0.1574175939688734,0,0.2,40400,0,5,0.0,256.8339333098551,False,0.00995332469423429,12,5.990000000000001,37614,161,0,0.0,8270.052652577335,False,-0.2575707089024476,0,2.2880000000000003,51861,0,5,0.0,220.0,False,-0.07579179485355574,0.125,232630,0.0,0.0,14,0,0,3,6,6.0,0,3,8,39.0,27.0,3,9,8,332,0.33768194902222604,81.7738481698907
65,8,0,0,0,10.0,20,10.0,4.265667542999289,2,9.0,21.52424442396827,9,14.0,48.38097439025843,6,20.0,44.0,8,44.0,2,1.7050000000000003,9795,665,0,0.0,6650.0,False,-0.29591070086937854,0,4.079000000000001,3712,655,0,0.0,6550.0,False,-0.6250402490071911,0,0.227,33702,0,47,0.2,1011.6394879265087,False,0.16825995505492491,4,5.856000000000002,19280,328,0,0.0,1399.1389541037668,False,-0.3176609584012881,0,0.2,36020,217,316,1.0,19959.148947322778,False,0.14629256830873894,0,0.2,40400,0,5,0.0,241.90487195129214,False,0.009767311320382938,8,6.058000000000002,37383,167,0,0.0,8079.622723173158,False,-0.26337183928322194,0,2.2880000000000007,51861,0,5,0.0,220.0,False,-0.07579179485355574,0.15,232153,0.0,0.0,14,0,0,0,5,5.0,0,0,7,0.0,24.0,0,8,7,390,0.1866673280019313,81.96051549789263
66,7,0,0,0,10.0,0,,4.281893947343975,12,4.416666666666667,21.075166427343415,11,16.272727272727273,48.60638541697107,2,55.0,44.00000000000001,16,44.0,2,1.7230000000000003,9771,665,0,0.0,6650.0,False,-0.29719866909949555,10,4.179,3517,655,0,0.0,6550.0,False,-0.6355049908768917,0,0.227,33758,2,51,1.0,1083.3972756892022,False,0.17139778825329058,5,5.902000000000002,19195,328,0,0.0,1404.4612147288237,False,-0.3204729822285984,0,0.2,35951,218,324,1.0,20342.85515625949,False,0.14935402272993964,0,0.2,40400,0,5,0.0,243.03192708485537,False,0.009781354221197337,14,6.190000000000001,36974,169,0,0.0,8214.479135468111,False,-0.26944606249472636,0,2.2880000000000003,51949,0,3,0.0,132.00000000000003,False,-0.07500933615492682,0.25,231515,0.0,0.0,5,0,0,0,11,11.0,0,0,5,0.0,21.0,0,7,5,307,0.16809477499919012,82.12861027289182
67,5,0,0,0,10.0,0,,4.281893947343975,0,,21.075166427343415,0,,48.60638541697107,0,,44.0,20,44.0,0,1.7210000000000005,9771,665,0,0.0,6650.0,False,-0.29719866909949555,0,4.169000000000001,3517,655,0,0.0,6550.0,False,-0.6355049908768917,0,0.227,33758,0,53,0.2,1116.983820649201,False,0.17197130939259586,0,5.897000000000002,19195,328,0,0.0,1404.4612147288237,False,-0.3204729822285984,0,0.2,35951,208,334,1.0,20618.16734615577,False,0.15278436225866288,0,0.2,40400,0,5,0.0,243.03192708485537,False,0.009781354221197337,7,6.246000000000003,36876,169,0,0.0,8214.479135468111,False,-0.2711888114143998,10,2.388000000000001,51915,0,0,0.0,0.0,False,-0.07678765137908346,0.15,231383,0.0,0.0,1,0,0,1,10,10.0,0,1,3,3.0,12.0,1,4,3,132,0.18081166199408472,82.3094219348859
68,3,0,0,0,10.0,0,,4.281893947343975,0,,21.075166427343415,0,,48.60638541697107,0,,43.99999999999999,20,44.0,0,1.7210000000000005,9771,665,0,0.0,6650.0,False,-0.29719866909949555,0,4.1690000000000005,3517,655,0,0.0,6550.0,False,-0.6355049908768917,0,0.227,33758,0,53,0.0,1116.983820649201,False,0.17197130939259586,0,5.897000000000002,19195,328,0,0.0,1404.4612147288237,False,-0.3204729822285984,0,0.2,35951,198,344,1.0,20893.479536052044,False,0.15621470178738614,0,0.2,40400,0,5,0.0,243.03192708485537,False,0.009781354221197337,11,6.349000000000002,36676,169,0,0.0,8214.479135468111,False,-0.2747454418627131,9,2.4680000000000004,51773,0,0,0.0,0.0,False,-0.07931285899738588,0.125,231041,0.0,0.0,0,0,0,0,10,10.0,0,0,0,0.0,9.0,0,3,0,0,0.12905648304149508,82.4384784179274
69,0,0,0,0,10.0,0,,4.281893947343975,0,,21.075166427343415,0,,49.24535626226677,5,56.0,43.99999999999999,20,44.0,0,1.7210000000000005,9771,665,0,0.0,6650.0,False,-0.29719866909949555,0,4.1690000000000005,3517,655,0,0.0,6550.0,False,-0.6355049908768917,0,0.227,33758,0,53,0.0,1116.983820649201,False,0.17197130939259586,0,5.897000000000002,19195,328,0,0.0,1404.4612147288237,False,-0.3204729822285984,0,0.2,36231,188,349,1.0,21148.760623871665,False,0.16637295501846133,0,0.2,40400,0,5,0.0,246.22678131133384,False,0.009821161520488033,10,6.438000000000002,36227,174,0,0.0,8568.691989634417,False,-0.27958056666339676,10,2.5590000000000006,51605,0,0,0.0,0.0,False,-0.08230042857396902,0.125,230704,0.0,0.0,3,0,0,0,11,11.0,0,0,0,0.0,0.0,0,0,0,280,0.11871944699669257,82.55719786492409
