index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
53,23,0,0,0,10.000000000000002,20,10.0,18.09901364689082,28,23.928571428571427,19.834770686668083,0,,40.838267258559476,48,34.0,48.0,20,48.0,0,1.6400000000000003,26120,12,12,1.0,337.1881637626899,False,0.5453879302734315,3,4.334000000000001,3503,537,0,0.0,5370.000000000001,False,-0.6362353771089295,0,0.2,21835,406,188,1.0,11077.136429731274,False,0.16240894368617087,0,4.763000000000001,3055,230,0,0.0,4162.773138784889,False,-0.7818851514122703,0,0.40700000000000003,37530,293,16,1.0,6465.0000873307,False,0.20949795393939083,0,0.2,33596,0,10,0.0,408.3826725855948,False,0.0029135165952404994,0,1.2440000000000002,41693,0,39,0.0,1872.0,False,-0.04075157515751575,0,1.9370000000000005,37505,38,79,1.0,5343.85415582526,False,-0.09592873362032783,0.5,204837,0.0,0.0,18,0,0,8,2,2.0,3,11,22,157.0,66.0,11,12,22,3459,1.160293286666274,98.29759883973747
54,22,0,0,0,10.000000000000002,20,10.0,17.64179362175919,37,15.432432432432432,21.57006296148272,16,40.3125,40.838267258559476,0,,48.0,20,48.0,6,1.7000000000000002,26422,9,10,1.0,266.41793621759194,False,0.5610610174656867,19,4.521000000000002,2944,550,0,0.0,5500.000000000001,False,-0.6652754100288049,0,0.2,21894,433,183,1.0,11586.218160173066,False,0.1757233462179513,1,4.7730000000000015,3038,230,0,0.0,4057.612533004614,False,-0.7848398544947851,0,0.40700000000000003,36885,299,26,1.0,7511.243774205879,False,0.20588160605017333,0,0.2,33596,0,10,0.0,408.3826725855948,False,0.0029135165952404994,0,1.2440000000000002,42413,0,24,0.0,1152.0,False,-0.03265076507650765,0,1.9370000000000005,37745,28,84,1.0,5175.471483239666,False,-0.09242268808236194,0.5,204937,0.0,0.0,14,0,0,4,5,4.333333333333333,9,13,25,146.0,98.0,13,9,25,1790,1.1230060486122966,99.42060488834977
55,25,0,0,0,10.000000000000002,20,10.0,18.316027166830715,16,26.5,21.57006296148272,0,,40.838267258559476,0,,47.99999999999999,20,48.0,2,1.7140000000000006,26698,9,10,1.0,273.16027166830713,False,0.5774839889385781,4,4.542000000000002,2760,560,0,0.0,5600.000000000001,False,-0.6731526659220505,0,0.2,21890,427,193,1.0,11983.96575180288,False,0.18399859339680844,0,4.772000000000001,2618,242,0,0.0,4432.478574373033,False,-0.7947157294498061,0,0.40700000000000003,36885,289,36,1.0,7703.925817176647,False,0.20874022041980655,0,0.2,33596,0,10,0.0,408.3826725855948,False,0.0029135165952404994,0,1.2440000000000002,42989,0,12,0.0,575.9999999999999,False,-0.02617011701170117,0,1.9370000000000005,38129,18,86,1.0,4863.08881065407,False,-0.08729648052819458,0.5,205565,0.0,0.0,12,0,0,3,2,1.1666666666666667,6,9,24,122.0,113.0,9,16,24,1160,1.1433184333145618,100.56392332166433
56,24,0,0,0,10.000000000000002,20,10.0,17.39863917221061,29,11.413793103448276,22.775674494637478,44,27.431818181818183,40.838267258559476,0,,47.999999999999986,16,48.0,0,1.7120000000000002,26859,6,13,1.0,286.18230923873796,False,0.5873312065498423,22,4.758000000000001,2107,573,0,0.0,5730.000000000001,False,-0.7077185350655458,0,0.2,22930,439,171,1.0,11532.642935183467,False,0.2185791951926508,12,4.892000000000001,2004,249,0,0.0,4332.261153880442,False,-0.8229168721839475,0,0.40700000000000003,35678,323,46,1.0,9235.103155661642,False,0.19564273864550524,0,0.2,33596,0,10,0.0,408.3826725855948,False,0.0029135165952404994,0,1.2440000000000002,43325,0,5,0.0,239.99999999999994,False,-0.02238973897389739,0,1.9370000000000005,38561,8,87,1.0,4502.7061380684745,False,-0.08163021896862652,0.5,205060,0.0,0.0,14,0,0,9,7,7.0,3,12,21,167.0,118.0,12,12,21,2339,1.2494348092004657,101.8133581308648
57,21,0,0,0,10.000000000000002,20,10.0,17.736879537473726,13,22.846153846153847,23.816918334735675,19,34.36842105263158,41.11314759260259,5,50.0,47.99999999999999,20,48.0,0,1.7120000000000004,27031,6,15,1.0,326.0531930621059,False,0.5986142258850775,5,4.786000000000001,1922,583,0,0.0,5830.000000000001,False,-0.715654576450532,0,0.2,23558,434,162,1.0,11556.146489490777,False,0.2457460293322599,0,4.880000000000002,1732,257,0,0.0,4558.378041130748,False,-0.829666269456649,0,0.40700000000000003,35275,332,51,1.0,10003.987414354975,False,0.1950920926703902,0,0.2,33596,0,10,0.0,411.13147592602587,False,0.0029542976073530895,1,1.254,43306,0,5,0.5,239.99999999999997,False,-0.02281728172817282,0,1.9370000000000003,39233,0,81,0.8,3887.9999999999995,False,-0.07342484248424842,0.5375,205653,0.0,0.0,17,0,0,10,2,1.2,3,13,24,192.0,69.0,13,8,24,2095,1.2967125046998262,103.11007063556463
58,24,0,0,0,10.000000000000002,20,10.0,17.0424740148149,20,10.5,24.647997572730677,12,37.833333333333336,41.79364166907959,10,52.0,47.99999999999999,20,48.0,0,1.7120000000000002,26951,4,25,1.0,466.0618503703725,False,0.598026625429733,20,4.981000000000002,1507,595,0,0.0,5950.000000000001,False,-0.7365234260184587,0,0.2,23758,444,162,1.0,11559.834069360186,False,0.2543172548592336,2,4.900000000000001,1712,257,0,0.0,4379.915821807429,False,-0.8343047300987849,0,0.40700000000000003,35341,334,51,1.0,10363.906914415105,False,0.20239016845313482,0,0.2,33596,0,10,0.0,417.9364166907959,False,0.0030552551286391135,5,1.3030000000000004,43227,0,5,0.5,239.99999999999997,False,-0.024594959495949593,0,1.9370000000000005,39453,0,76,0.5,3647.9999999999995,False,-0.07117461746174618,0.5,205545,0.0,0.0,15,0,0,9,5,5.0,4,13,29,186.0,93.0,13,11,29,1850,1.0318698594346642,104.14194049499929
59,29,0,0,0,10.000000000000002,20,10.0,17.631657269214127,15,25.0,24.647997572730677,0,,42.86614236499055,48,46.083333333333336,47.99999999999999,20,48.0,0,1.7120000000000004,27211,4,25,1.0,480.79143173035317,False,0.6137437961239889,5,5.011000000000001,1312,605,0,0.0,6050.000000000001,False,-0.7450473223208512,0,0.2,23743,439,172,1.0,11979.753123694678,False,0.26259614258980596,0,4.8980000000000015,1352,267,0,0.0,4707.652490880172,False,-0.8426333922697318,0,0.40700000000000003,37553,324,13,1.0,8543.211064309617,False,0.24101256697391266,0,0.2,33596,0,10,0.0,428.6614236499055,False,0.003214370417926248,5,1.3480000000000003,42035,18,10,1.0,1251.59056256983,False,-0.04003610978206755,0,1.9370000000000005,39093,10,76,1.0,4076.661423649905,False,-0.07445250423436205,0.625,205895,0.0,0.0,15,0,0,10,3,2.6666666666666665,4,14,33,177.0,120.0,14,15,33,3444,1.1221059877425432,105.26404648274183
60,33,0,0,0,10.000000000000002,20,10.0,18.348620149056373,18,25.61111111111111,24.143635413813193,13,17.076923076923077,43.50247601178665,20,49.0,47.99999999999999,20,48.0,0,1.7120000000000002,27577,3,22,1.0,433.6696432792402,False,0.6338742473481641,5,5.056000000000001,1097,616,0,0.0,6160.000000000001,False,-0.7544530009993533,0,0.2,23938,434,177,1.0,12236.7246129354,False,0.276332850926481,8,4.978000000000001,628,280,0,0.0,5137.613641735785,False,-0.8642487230511745,7,0.47700000000000004,38024,327,10,1.0,8329.993540434782,False,0.251824721684689,0,0.2,33596,0,10,0.0,435.0247601178665,False,0.0033087763354974595,2,1.3630000000000002,42497,8,10,1.0,828.0198080942931,False,-0.034405717730712264,0,1.9370000000000005,38497,20,78,1.0,4614.049520235732,False,-0.08181762465981406,0.625,205854,0.0,0.0,16,0,0,6,7,6.35,5,11,33,143.0,121.0,11,22,33,1720,1.9503657715395093,107.21441225428134
61,33,0,0,0,10.000000000000002,20,10.0,18.34766620491444,12,18.333333333333332,24.143635413813193,0,,43.50247601178665,0,,48.0,7,48.0,0,1.7120000000000004,27735,0,22,0.8,403.64865650811765,False,0.642279955808245,4,5.091000000000001,871,631,0,0.0,6310.000000000001,False,-0.7633296102521897,0,0.2,23718,436,187,1.0,12514.442287725762,False,0.27288722000351945,0,4.9700000000000015,628,280,0,0.0,5137.346537376043,False,-0.8642543942975065,0,0.4700000000000001,38024,317,20,1.0,8523.581946414515,False,0.2546967827786855,0,0.2,33596,0,10,0.0,435.0247601178665,False,0.0033087763354974595,0,1.3610000000000002,42497,0,18,0.8,864.0,False,-0.034000900090009,0,1.9370000000000005,38833,10,81,1.0,4323.024760117866,False,-0.07753122457113107,0.575,205902,0.0,0.0,10,0,0,7,1,1.0,5,12,32,152.0,90.0,12,21,32,744,1.0139425033703446,108.22835475765169
62,32,0,0,0,10.000000000000002,20,10.0,18.925704285672495,14,26.071428571428573,23.54804014482954,23,19.0,43.50247601178665,0,,48.0,20,48.0,0,1.7120000000000002,28010,0,17,0.9,321.73697285643243,False,0.6560383567355367,0,5.087000000000001,761,642,0,0.0,6420.000000000001,False,-0.7665628122979249,0,0.2,23353,440,197,1.0,12966.273794227318,False,0.2669810563978792,23,5.2,329,280,0,0.0,5299.197199988299,False,-0.8735148583806468,0,0.4700000000000001,37587,330,30,1.0,9075.927528147347,False,0.24992474523985747,0,0.2,33596,0,10,0.0,435.0247601178665,False,0.0033087763354974595,0,1.3610000000000002,42929,0,9,0.0,432.0,False,-0.02914041404140414,0,1.9370000000000005,39361,0,80,1.0,3840.0,False,-0.07108460846084609,0.4875,205926,0.0,0.0,15,0,0,6,1,1.0,4,10,29,122.0,79.0,10,22,29,1525,0.8757879408076406,109.10414269845933
63,29,0,0,0,10.0,20,10.0,18.662775083775717,17,16.058823529411764,23.25153188679138,4,10.0,43.96553432989033,10,52.0,48.0,20,48.0,0,1.7120000000000004,28181,0,12,0.9,223.95330100530862,False,0.6632165452061991,3,5.117000000000001,597,653,0,0.0,6530.0,False,-0.7729704308976545,0,0.2,23080,447,207,1.0,13155.327563013561,False,0.2594022583339751,4,5.217000000000001,241,280,0,0.0,5225.577023457201,False,-0.8788148748682068,0,0.4700000000000001,38067,324,30,1.0,8852.462361217116,False,0.26085191325762735,0,0.2,33596,0,10,0.0,439.6553432989033,False,0.0033774752729645446,2,1.3810000000000002,43083,0,5,0.5,240.0,False,-0.027835283528352836,0,1.9370000000000005,39533,0,76,0.5,3648.0,False,-0.06937443744374437,0.4875,206378,0.0,0.0,17,0,0,5,3,2.4,3,8,22,56.0,63.0,8,21,22,1701,0.6082888944074512,109.71243159286678
64,22,0,0,0,10.0,20,10.0,18.099915779698595,9,7.666666666666667,23.46596476470358,8,27.875,43.96553432989033,0,,48.0,20,48.0,0,1.7120000000000002,28106,2,17,1.0,327.69856825487614,False,0.6618569916011662,4,5.154000000000001,451,661,0,0.0,6610.0,False,-0.7792016930221621,0,0.2,23216,446,212,1.0,13047.346967862732,False,0.2628847714948136,3,5.243000000000001,163,280,0,0.0,5067.976418315607,False,-0.8854733445514542,0,0.4700000000000001,37844,322,40,1.0,9314.662027430164,False,0.26109225012506926,0,0.2,33596,0,10,0.0,439.6553432989033,False,0.0033774752729645446,4,1.4190000000000003,43287,0,0,0.0,0.0,False,-0.025945094509450945,0,1.9370000000000005,40061,0,65,0.0,3120.0,False,-0.06343384338433844,0.375,206724,0.0,0.0,15,0,0,2,4,3.8,1,3,16,9.0,57.0,3,19,16,1170,0.3274206854403019,110.03985227830708
65,16,0,0,0,10.0,20,10.0,18.02777003504001,15,17.266666666666666,23.307406980218442,2,11.0,44.310050187789535,10,50.0,48.0,5,48.0,0,1.7120000000000004,28271,1,16,1.0,298.44432056064016,False,0.6706967350702674,4,5.190000000000001,257,672,0,0.0,6720.0,False,-0.7873728763741109,0,0.2,23167,445,222,1.0,13196.602015201299,False,0.2639730352711644,2,5.260000000000002,-146,286,0,0.0,5155.942230021443,False,-0.8967272022161994,0,0.4700000000000001,38322,314,40,1.0,9090.927799300172,False,0.27195608271467825,0,0.2,33596,0,10,0.0,443.10050187789534,False,0.003428587352054715,0,1.4150000000000003,43037,0,5,0.5,240.0,False,-0.02887038703870387,0,1.9370000000000003,40051,0,65,0.5,3120.0,False,-0.06365886588658866,0.5,206555,0.0,0.0,11,0,0,1,3,2.223809523809524,0,1,11,3.0,45.0,1,15,11,985,0.2139932857826352,110.25384556408972
66,11,0,0,0,10.0,0,,19.279023445705995,14,33.214285714285715,23.911176704928835,5,41.0,43.818708453005634,3,18.0,48.0,8,48.0,0,1.7120000000000002,28736,0,3,0.1,57.837070337117986,False,0.6909598809692881,0,5.186000000000002,257,672,0,0.0,6720.0,False,-0.7873728763741109,0,0.2,23372,435,227,1.0,13814.212310900954,False,0.28579159010788047,0,5.258000000000002,-1879,300,0,0.0,5783.707033711798,False,-0.9569895317484437,0,0.4700000000000001,38171,309,47,1.0,9448.032899114274,False,0.2727736172796017,0,0.2,33596,0,10,0.0,438.1870845300563,False,0.003355692310991309,0,1.4150000000000003,43223,0,3,0.3,144.0,False,-0.025765076507650767,0,1.9370000000000005,40195,0,62,0.0,2976.0,False,-0.06203870387038704,0.30000000000000004,205671,0.0,0.0,6,0,0,0,2,7.351787101787101,0,0,9,0.0,33.0,0,11,9,643,0.16567469760775566,110.41952026169747
67,9,0,0,0,10.0,0,,19.04305353956773,2,1.0,23.42377769942868,3,2.0,43.818708453005634,0,,48.0,2,48.0,0,1.7120000000000004,28736,0,3,0.0,57.12916061870319,False,0.6909390735588354,2,5.206000000000001,215,672,0,0.0,6720.0,False,-0.7898418670272177,0,0.2,23370,427,237,1.0,13682.819176160017,False,0.28291687919147346,3,5.288000000000001,-2119,300,0,0.0,5712.916061870319,False,-0.9686841041685355,0,0.4700000000000001,38165,302,57,1.0,9571.647247048782,False,0.2744295182340629,0,0.2,33596,0,10,0.0,438.1870845300563,False,0.003355692310991309,0,1.4150000000000003,43223,0,3,0.0,144.0,False,-0.025765076507650767,0,1.9370000000000005,40291,0,60,0.0,2880.0,False,-0.060958595859585955,0.25,205477,0.0,0.0,1,0,0,0,2,2.0,0,0,5,0.0,27.0,0,9,5,96,0.14902722649276257,110.56854748819023
68,5,0,0,0,10.0,0,,19.708246262202685,6,35.166666666666664,23.42377769942868,0,,43.818708453005634,0,,48.0,0,,3,1.7420000000000002,28881,0,0,0.0,0.0,False,0.6977837869613779,0,5.204000000000001,215,672,0,0.0,6720.0,False,-0.7898418670272177,0,0.2,23370,417,247,1.0,14004.011783097405,False,0.28973654471734267,0,5.285000000000001,-11634,306,0,0.0,6030.723356234022,False,-1.3659874441327864,0,0.4700000000000001,38165,292,67,1.0,9775.596554584552,False,0.2774552927806147,0,0.2,33596,0,10,0.0,438.1870845300563,False,0.003355692310991309,0,1.4150000000000003,43223,0,3,0.0,144.0,False,-0.025765076507650767,0,1.9370000000000005,40291,0,60,0.0,2880.0,False,-0.060958595859585955,0.25,196107,0.0,0.0,0,0,0,0,2,95.37269841269841,0,0,0,0.0,15.0,0,5,0,0,0.12283050082623959,110.69137798901647
69,0,0,0,0,10.0,0,,20.864586530943253,10,36.0,23.42377769942868,0,,43.818708453005634,0,,48.0,0,,10,1.8390000000000006,29021,0,0,0.0,0.0,False,0.7060137558050673,0,5.2040000000000015,215,672,0,0.0,6720.0,False,-0.7898418670272177,0,0.2,23370,407,257,1.0,14511.797586847075,False,0.30051801747095575,0,5.285000000000001,-28433,316,0,0.0,6593.209343778068,False,-2.0674081841314265,0,0.4700000000000001,38165,282,77,1.0,9979.545862120322,False,0.28048106732716627,0,0.2,33596,0,10,0.0,438.1870845300563,False,0.003355692310991309,0,1.4150000000000003,43223,0,3,0.0,144.0,False,-0.025765076507650767,0,1.9370000000000005,40291,0,60,0.0,2880.0,False,-0.060958595859585955,0.25,179448,0.0,0.0,0,0,0,0,1,36.9,0,0,0,0.0,0.0,0,0,0,0,0.10569187812507153,110.79706986714154
