index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,12,0,0,0,10.000000000000002,20,10.0,26.417348737049398,9,34.0,52.38986196012466,10,53.6,13.825171674600526,25,18.4,60.0,0,,0,1.8110000000000004,39468,0,24,0.7,634.0163696891856,False,0.3310919798201543,0,2.8100000000000005,20162,545,0,0.0,5450.000000000001,False,-0.23426678711231558,0,0.2,34184,271,0,0.0,7159.101507740387,False,-0.13336659199379935,0,0.5510000000000002,44456,207,181,1.0,14950.956203351789,False,0.19177230296444964,18,2.3240000000000007,45938,150,0,0.0,7858.479294018699,False,-0.1734117978582547,7,2.4660000000000006,36540,190,0,0.0,9954.073772423686,False,-0.31182288971784977,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,82727,26,207,1.0,12779.454463539614,False,0.18888880748912468,0.3375,378866,0.0,0.0,8,0,0,4,4,4.0,6,10,11,73.0,54.0,5,7,11,1042,0.6156106907874346,49.5229566982016
53,11,0,0,0,10.000000000000002,20,10.0,26.940673822713524,16,33.0,52.38986196012466,0,,14.048275447318925,8,17.0,60.0,0,,0,1.8110000000000002,39936,0,14,0.6,377.1694335179893,False,0.34245323419180956,0,2.81,20022,559,0,0.0,5590.000000000001,False,-0.23660878584094483,0,0.2,33656,287,0,0.0,7731.973387118782,False,-0.13891023078463824,0,0.5510000000000002,44456,197,191,1.0,15313.776377458375,False,0.19593547191575872,6,2.366000000000001,45758,150,0,0.0,7858.479294018699,False,-0.17639543756718407,2,2.4790000000000005,36448,190,0,0.0,9954.073772423686,False,-0.3133478611246359,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,82591,24,217,1.0,13357.158610735654,False,0.19092797707206463,0.325,378258,0.0,0.0,7,0,0,6,2,2.0,6,12,8,112.0,27.0,7,4,8,728,0.5863871779292822,50.10934387613088
54,8,0,0,0,10.000000000000002,20,10.0,26.940673822713524,0,,52.793155024611046,3,62.0,14.048275447318925,0,,60.0,7,60.0,0,1.8110000000000004,39846,0,23,0.9,619.6354979224111,False,0.3434982016447926,0,2.8100000000000005,19912,570,0,0.0,5700.000000000001,False,-0.23844892769915355,0,0.2,33656,287,0,0.0,7731.973387118782,False,-0.13891023078463824,0,0.5510000000000002,44642,187,198,1.0,15490.950699720417,False,0.20223695582008508,0,2.3600000000000008,45758,150,0,0.0,7918.973253691657,False,-0.17589407039987687,0,2.4770000000000008,36262,193,0,0.0,10189.078919749933,False,-0.3144832591311812,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,83011,14,220,1.0,13396.675856262465,False,0.1967947107464345,0.3625,378478,0.0,0.0,8,0,0,4,0,0.0,6,10,6,82.0,24.0,5,3,6,806,0.5791526716202497,50.68849654775113
55,6,0,0,0,10.000000000000002,20,10.0,26.85864106618137,1,12.0,53.2149856667888,4,60.0,14.048275447318925,0,,60.0,0,,0,1.8110000000000002,39716,3,33,1.0,916.3351551839852,False,0.3441121341494193,1,2.8200000000000007,19826,577,0,0.0,5770.000000000001,False,-0.24015524105858344,0,0.2,33656,287,0,0.0,7708.429985994053,False,-0.13918037881819792,0,0.5510000000000002,44870,178,204,1.0,15636.695185805198,False,0.20914165445559615,0,2.3600000000000008,45758,150,0,0.0,7982.24785001832,False,-0.17536965762719156,0,2.4770000000000003,36022,197,0,0.0,10483.352176357394,False,-0.3160225415939482,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.47900000000000004,83011,4,230,1.0,13856.193101789275,False,0.19985987554223217,0.375,378250,0.0,0.0,6,0,0,2,1,1.0,2,4,10,70.0,6.0,4,2,10,440,0.5564944110810757,51.244990958832204
56,10,0,0,0,10.000000000000002,20,10.0,26.85864106618137,0,,53.44611436963288,4,57.0,13.356734671414712,8,4.5,60.0,0,,0,1.8110000000000004,39636,1,43,1.0,1164.921565845799,False,0.3455940574433035,0,2.8190000000000004,19706,589,0,0.0,5890.000000000001,False,-0.24216266854026566,0,0.2,33656,287,0,0.0,7708.429985994053,False,-0.13918037881819792,0,0.5510000000000002,45098,168,210,1.0,15735.935716741376,False,0.21551274488515626,0,2.3600000000000008,45758,150,0,0.0,8016.917155444932,False,-0.17508232230399204,8,2.5570000000000004,35389,201,0,0.0,10742.66898829621,False,-0.32436581918897867,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,82975,2,240,1.0,14426.713469342829,False,0.20318520684478525,0.375,377609,0.0,0.0,6,0,0,3,2,2.0,3,6,13,99.0,12.0,6,4,13,428,0.7303730603307486,51.97536401916295
57,13,0,0,0,10.000000000000002,20,10.0,26.39223315835848,19,22.36842105263158,54.036682560134814,5,61.0,13.145033281096417,21,12.142857142857142,60.0,0,,0,1.8110000000000002,39906,1,39,1.0,1039.2970931759808,False,0.35252596428746324,5,2.8690000000000007,19521,599,0,0.0,5990.000000000001,False,-0.24667938037405066,0,0.2,33341,296,0,0.0,7812.10101487411,False,-0.1452197244420642,0,0.5510000000000002,45293,168,215,1.0,16051.781921033209,False,0.22361195549091462,9,2.450000000000001,45506,150,0,0.0,8105.502384020222,False,-0.1785252334364881,12,2.6690000000000005,34442,206,0,0.0,11131.55660738777,False,-0.33684002215031106,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,82720,13,250,1.0,15170.885432654253,False,0.2047472279987077,0.375,376120,0.0,0.0,9,0,0,5,4,4.0,6,11,15,177.0,6.0,11,2,15,875,0.8831447651609778,52.85850878432393
58,15,0,0,0,10.000000000000002,20,10.0,25.18540718376447,36,19.666666666666668,53.605109751272465,8,50.5,13.742971967648524,7,23.0,60.00000000000001,2,60.0,0,1.8110000000000004,40499,0,15,0.7,377.78110775646707,False,0.3612998278255624,5,2.9140000000000006,19296,613,0,0.0,6130.000000000001,False,-0.2518652347017297,0,0.2,33341,296,0,0.0,7454.880526394284,False,-0.14931863997252692,0,0.5510000000000002,44989,194,217,1.0,16518.27780967643,False,0.22198827090850745,7,2.511000000000001,45126,154,0,0.0,8255.186901695959,False,-0.18358345984770216,0,2.6570000000000005,34222,210,0,0.0,11257.073047767217,False,-0.3394464266955592,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,82679,10,258,1.0,15617.429719676487,False,0.20717888497342843,0.3375,375543,0.0,0.0,11,0,0,8,2,2.0,3,11,14,187.0,27.0,11,4,14,1377,0.8244008524343371,53.68290963675827
59,14,0,0,0,10.000000000000002,20,10.0,24.872109251503126,19,21.894736842105264,54.26092924076236,5,62.0,13.04601162058604,8,4.0,60.000000000000014,10,60.0,0,1.8110000000000002,40655,5,16,1.0,447.95374802405,False,0.3676930266657308,10,3.0090000000000003,19051,618,0,0.0,6180.000000000001,False,-0.25922580213456453,0,0.2,33035,305,0,0.0,7585.993321708454,False,-0.15483656544224386,0,0.5510000000000002,45189,194,222,1.0,16871.11548624085,False,0.23062668372049178,0,2.504000000000001,45126,154,0,0.0,8356.183103077403,False,-0.18274641463411126,8,2.7370000000000005,33536,215,0,0.0,11666.099786763907,False,-0.3474274413071333,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.47900000000000004,83247,8,258,1.0,15584.368092964693,False,0.21453592740577854,0.375,375230,0.0,0.0,10,0,0,2,3,3.0,5,7,17,100.0,45.0,7,7,17,1416,0.6471536075696349,54.3300632443279
60,17,0,0,0,10.000000000000002,20,10.0,25.646186793458906,34,29.735294117647058,53.489964631311494,9,48.55555555555556,13.04601162058604,0,,60.000000000000014,3,60.0,18,1.9910000000000005,40988,4,10,1.0,296.46186793458907,False,0.37630000782787293,0,2.9990000000000006,18941,629,0,0.0,6290.000000000001,False,-0.2610659439927733,0,0.2,32441,323,0,0.0,8283.718334287227,False,-0.16046221073680744,0,0.5510000000000002,45209,200,223,1.0,17057.499471474246,False,0.23322431981037578,0,2.504000000000001,44750,162,0,0.0,8665.374270272461,False,-0.18641636468139322,0,2.7290000000000005,33475,216,0,0.0,11553.832360363283,False,-0.34936902351801546,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,83427,0,263,0.8,15780.000000000004,False,0.21824221564075882,0.35,374622,0.0,0.0,9,0,0,3,3,2.6666666666666665,7,10,13,141.0,54.0,10,7,13,1167,0.7097765253856778,55.03983976971358
61,13,0,0,0,10.000000000000002,20,10.0,25.57557123869845,1,12.0,53.0839769288725,4,47.0,13.516469134734955,9,18.77777777777778,60.00000000000001,10,60.0,0,1.973,40848,8,20,1.0,591.511424773969,False,0.3765517652777605,1,3.0090000000000003,18865,635,0,0.0,6350.000000000001,False,-0.26260497172872965,0,0.2,32441,323,0,0.0,8260.9095100996,False,-0.16072392988984963,0,0.5510000000000002,45385,191,229,1.0,17041.164823303207,False,0.23707590158695585,7,2.5740000000000007,44366,166,0,0.0,8811.940170192835,False,-0.19156674095217202,2,2.7490000000000006,33381,216,0,0.0,11466.13901663646,False,-0.3516539390953235,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,83858,0,262,0.9,15720.000000000002,False,0.22359187811841297,0.3625,374535,0.0,0.0,10,0,0,0,3,3.0,6,6,12,88.0,68.0,6,7,12,988,0.5988756930455565,55.63871546275914
62,12,0,0,0,10.000000000000002,20,10.0,25.49796176332881,1,12.0,52.75751068910782,5,49.0,13.640457837643163,9,15.0,60.00000000000001,8,60.0,0,1.9730000000000003,40738,9,30,1.0,854.9388528998643,False,0.3772782437167498,1,3.0180000000000002,18759,644,0,0.0,6440.000000000001,False,-0.26464585633510657,0,0.2,32441,323,0,0.0,8235.841649555206,False,-0.16101157028622826,0,0.5510000000000002,45618,182,234,1.0,16985.886542177075,False,0.2417887153433973,6,2.6270000000000007,44002,170,0,0.0,8968.77681714833,False,-0.19630047889780758,3,2.777000000000001,33176,217,0,0.0,11448.379819536396,False,-0.3551991594462332,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,84203,0,263,0.9,15780.000000000002,False,0.22859467968729155,0.3625,374328,0.0,0.0,9,0,0,4,3,3.0,6,10,11,169.0,6.0,10,2,11,925,0.6516069592908025,56.29032242204994
63,11,0,0,0,10.0,20,10.0,25.49796176332881,0,,52.309202240480424,4,46.0,13.801312173053976,8,15.75,60.00000000000001,3,60.0,0,1.9730000000000003,40688,4,40,1.0,1059.9184705331525,False,0.3790344017955294,0,3.017000000000001,18609,659,0,0.0,6590.0,False,-0.26715514068720936,0,0.2,32441,323,0,0.0,8235.841649555206,False,-0.16101157028622826,0,0.5510000000000002,45802,172,240,1.0,16939.857961007856,False,0.2454831665061143,5,2.6710000000000007,43668,174,0,0.0,9101.801189843594,False,-0.2007342970226293,3,2.8040000000000003,33044,217,0,0.0,11351.096886184252,False,-0.35819343196319964,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.47900000000000004,84257,0,268,0.8,16080.000000000002,False,0.2313162037407615,0.35,373900,0.0,0.0,7,0,0,0,2,2.0,4,4,6,65.0,21.0,4,7,6,564,0.4359174659475684,56.72623988799751
64,6,0,0,0,10.0,20,10.0,25.845421388827212,11,30.818181818181817,52.14566840720848,6,50.666666666666664,13.499501809191246,3,4.0,60.00000000000001,12,60.0,0,1.9730000000000003,40895,6,40,1.0,1093.8168555530885,False,0.38652709785461353,1,3.0270000000000006,18513,667,0,0.0,6670.0,False,-0.26902873967011276,0,0.2,32441,323,0,0.0,8348.07110859119,False,-0.15972379680331394,0,0.5510000000000002,45767,173,244,1.0,17194.800991625976,False,0.24760528963426248,0,2.666000000000001,43484,178,0,0.0,9281.92897648311,False,-0.20229136090037042,3,2.831000000000001,32783,219,0,0.0,11419.901381178657,False,-0.361949465587208,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,84965,0,259,0.3,15540.000000000002,False,0.23715947597321166,0.2875,374239,0.0,0.0,13,0,0,1,2,2.0,0,1,4,18.0,15.0,1,5,4,1551,0.20336227305233479,56.92960216104984
65,4,0,0,0,10.0,20,10.0,26.642301660685238,19,33.0,53.34739222876539,11,59.27272727272727,13.21831796895569,3,5.0,60.0,4,60.0,0,1.973,41422,6,31,1.0,885.9113514812424,False,0.40068104238149904,0,3.026000000000001,18413,677,0,0.0,6770.0,False,-0.27070159590484794,0,0.2,31814,342,0,0.0,9111.66716795435,False,-0.16535092176759209,0,0.5510000000000002,46419,163,243,1.0,17306.11148228168,False,0.2638452264174604,0,2.666000000000001,43484,178,0,0.0,9495.83581672024,False,-0.20051852494886174,3,2.858000000000001,31993,230,0,0.0,12269.900212616041,False,-0.36799963357078647,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,85190,0,258,0.3,15480.0,False,0.23976093278902852,0.2875,374126,0.0,0.0,11,0,0,0,1,1.0,0,0,4,0.0,12.0,0,4,4,1719,0.14924009516835213,57.078842256218195
66,4,0,0,0,10.0,0,,27.227573519223267,27,30.555555555555557,52.67125291947915,7,47.0,13.888185953294933,6,23.0,59.99999999999999,6,60.0,0,1.9730000000000003,42247,0,10,0.6,272.2757351922327,False,0.4180179285889831,0,3.0260000000000002,18413,677,0,0.0,6770.0,False,-0.27070159590484794,0,0.2,31429,353,0,0.0,9611.333452285813,False,-0.16845285769035204,0,0.5510000000000002,46308,169,246,1.0,17558.588142940604,False,0.26419492992473437,6,2.726000000000001,42987,185,0,0.0,9744.181790103643,False,-0.2066984220681294,0,2.855,31993,230,0,0.0,12114.388171480205,False,-0.3692884999628685,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,85412,0,258,0.6,15479.999999999998,False,0.24272259131780463,0.275,374180,0.0,0.0,8,0,0,0,1,1.0,0,0,4,0.0,12.0,0,4,4,1514,0.1422414341941476,57.22108369041234
67,4,0,0,0,10.0,0,,26.655587068767748,6,11.166666666666666,53.34518148581909,12,56.666666666666664,13.888185953294933,0,,59.99999999999999,2,60.0,0,1.9730000000000003,42259,0,9,0.0,239.90028361890973,False,0.41787781932515145,5,3.0760000000000005,18328,677,0,0.0,6770.0,False,-0.27354545150389775,0,0.2,31429,353,0,0.0,9409.422235275015,False,-0.17076968175243823,0,0.5510000000000002,46921,165,244,1.0,17414.396148886535,False,0.2766081026837238,0,2.7200000000000006,42803,189,0,0.0,10082.239300819809,False,-0.20694658206816113,0,2.855,31497,238,0,0.0,12696.153193624943,False,-0.3726884815459817,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.47900000000000004,85532,0,256,0.0,15359.999999999998,False,0.2435230395688252,0.125,374160,0.0,0.0,4,0,0,0,1,1.0,0,0,3,0.0,12.0,0,4,3,812,0.13558219093829393,57.35666588135064
68,3,0,0,0,10.0,0,,27.261159448900234,16,33.0,53.618880623299574,4,58.0,13.888185953294933,0,,59.99999999999999,0,,7,2.0430000000000006,42591,0,0,0.0,0.0,False,0.4249723978721269,0,3.071000000000001,18328,677,0,0.0,6770.0,False,-0.27354545150389775,0,0.2,30901,369,0,0.0,10059.367836644185,False,-0.17542894048601046,0,0.5510000000000002,47153,155,250,1.0,17630.19987040443,False,0.284408489620246,0,2.720000000000001,42803,189,0,0.0,10133.96843780362,False,-0.2065178567703458,0,2.855000000000001,31265,242,0,0.0,12975.769110838497,False,-0.3742166361879154,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,85532,0,256,0.0,15359.999999999998,False,0.2435230395688252,0.125,373964,0.0,0.0,1,0,0,0,1,0.4375,0,0,0,0.0,9.0,0,3,0,232,0.11620147991925478,57.47286736126989
69,0,0,0,0,10.0,0,,27.461045836514735,4,35.0,53.680760114382274,15,53.93333333333333,13.888185953294933,0,,59.999999999999986,1,60.0,4,2.0760000000000005,42619,0,0,0.0,0.0,False,0.4259091973635786,0,3.071,18328,677,0,0.0,6770.0,False,-0.27354545150389775,0,0.2,30761,373,0,0.0,10242.970097019996,False,-0.1765350533904763,0,0.5510000000000002,47962,145,245,1.0,17133.637874318294,False,0.297276395574507,0,2.720000000000001,42474,196,0,0.0,10521.428982418925,False,-0.20876005749789545,0,2.855000000000001,30785,250,0,0.0,13420.190028595569,False,-0.37848969791811926,0,0.2,75391,0,0,0.0,0.0,False,0.005776568211531791,0,0.4790000000000001,85592,0,255,0.0,15299.999999999996,False,0.2439232636943355,0.125,373912,0.0,0.0,4,0,0,0,1,1.0,0,0,0,0.0,0.0,0,0,0,869,0.10990041121840477,57.582767772488296
