index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,22,0,0,0,10.000000000000002,20,10.0,22.295050367905947,28,23.0,30.46566018844626,10,24.0,42.48209808096323,17,33.23529411764706,49.000000000000014,15,49.0,0,0.812,21868,0,24,1.0,535.0812088297428,False,0.41839937231929214,0,0.4610000000000001,21246,23,20,1.0,675.9010073581189,False,0.38305462666148005,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,8868,587,97,1.0,16042.36360424008,False,-0.21496784409593578,0,0.5870000000000002,41568,3,12,1.0,601.1821575368976,False,0.19621128192818627,0,5.465000000000002,-26451.88888888889,112,0,0.0,3412.153941105981,True,-1.707002997581095,0,0.2,46932,54,188,1.0,11506.033296372018,False,0.1043224752281799,15,4.733000000000001,23201,465,0,0.0,19754.175607647903,False,-0.30665532397451256,0.625,185478,0.0,0.1,16,0,0,12,5,5.0,0,12,32,177.0,86.0,12,10,32,1649,1.5188330980017781,94.83887841994874
53,32,0,0,0,10.000000000000002,20,10.0,22.55558006236688,30,25.0,29.80402720539162,5,11.0,42.48209808096323,0,,49.000000000000014,12,49.0,0,0.812,22078,0,21,0.9,473.66718130970446,False,0.4298880937238788,0,0.4610000000000001,21586,24,12,1.0,510.6669607484026,False,0.39954719212957834,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,8173,607,102,1.0,16731.24787280664,False,-0.2312622507946769,0,0.5870000000000002,41513,0,20,0.8,849.6419616192646,False,0.19818922261677177,0,5.465000000000002,-26451.88888888889,112,0,0.0,3338.0510470038616,True,-1.7080615801087673,0,0.2,46932,44,198,1.0,11571.212315562385,False,0.10500557889203473,12,4.838000000000001,22973,465,0,0.0,19754.175607647903,False,-0.3114343966667235,0.5875,185050,0.0,0.1,10,0,0,13,4,4.0,5,18,32,220.0,89.0,18,14,32,1005,1.4062346349819563,96.2451130549307
54,32,0,0,0,10.000000000000002,20,10.0,22.55558006236688,0,,28.54707022432695,30,23.0,46.382369447643576,24,67.375,49.00000000000001,10,49.0,0,0.812,22008,0,28,0.7,631.5562417462726,False,0.43046124060445573,0,0.4610000000000001,21456,27,22,1.0,766.2227613720713,False,0.39940480460630745,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,8863,597,82,1.0,15806.541055627837,False,-0.2206809274047635,4,0.6270000000000001,42260,20,10,1.0,1034.7650989629747,False,0.22217601067059478,0,5.465000000000002,-26451.88888888889,112,0,0.0,3197.2718651246187,True,-1.710072653819222,0,0.2,46484,42,208,1.0,12140.059516801031,False,0.10157687931584884,10,4.926000000000002,21623,481,0,0.0,22309.91970431656,False,-0.31294625949194516,0.5875,184489,0.0,0.1,13,0,0,14,5,4.4,4,18,21,267.0,57.0,18,14,21,1767,1.2499450629693456,97.49505811790004
55,21,0,0,0,10.000000000000002,20,10.0,22.55558006236688,0,,28.54707022432695,0,,46.382369447643576,0,,49.00000000000001,9,49.0,0,0.812,21938,0,35,0.7,789.4453021828408,False,0.4310343874850326,0,0.4610000000000001,21326,30,32,1.0,1021.7785619957401,False,0.3992624170830367,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,8863,587,92,1.0,15866.455957247437,False,-0.2192884643198048,0,0.6230000000000001,42260,10,20,1.0,1213.118091196141,False,0.2247238377645802,0,5.465000000000002,-26451.88888888889,112,0,0.0,3197.2718651246187,True,-1.710072653819222,0,0.2,46484,32,218,1.0,12166.235822324596,False,0.10185121805907392,9,5.006000000000001,21483,481,0,0.0,22309.91970431656,False,-0.3158807778117238,0.5875,184149,0.0,0.1,8,0,0,5,3,3.0,4,9,28,114.0,47.0,9,12,28,200,1.153447744960431,98.64850586286047
56,28,0,0,0,10.000000000000002,20,10.0,22.727710902145017,45,23.8,28.727447380574088,5,34.0,46.382369447643576,0,,49.00000000000001,20,49.0,0,0.812,22439,2,18,1.0,429.0987962386103,False,0.45159229771365544,0,0.4610000000000001,21696,28,24,1.0,825.4650616514805,False,0.41668156675802503,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,7962,622,97,1.0,16923.198577049887,False,-0.2366087529736477,0,0.6230000000000001,42090,5,30,1.0,1535.1083203321778,False,0.22446656267438325,0,5.465000000000002,-26451.88888888889,112,0,0.0,3217.4741066242977,True,-1.7097840586148036,0,0.2,46925,22,219,1.0,11751.41212784816,False,0.10674742315595039,11,5.107000000000002,21279,481,0,0.0,22309.91970431656,False,-0.3201567902205441,0.625,184186,0.0,0.1,14,0,0,8,4,4.0,4,12,23,135.0,77.0,12,16,23,1882,1.419031825964339,100.06753768882481
57,23,0,0,0,10.000000000000002,20,10.0,22.753016991380818,30,23.0,28.727447380574088,0,,45.81545221597,10,38.0,49.00000000000001,16,49.0,0,0.812,22661,2,14,1.0,338.5422378793314,False,0.462916257781601,0,0.4610000000000001,21964,28,18,1.0,689.5543058448548,False,0.4295000097989508,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,7272,642,107,1.0,17681.27377818791,False,-0.25106270851101814,0,0.623,42470,0,25,0.5,1145.38630539925,False,0.22975609704578803,0,5.465000000000002,-26451.88888888889,112,0,0.0,3217.4741066242977,True,-1.7097840586148036,0,0.2,46839,22,223,1.0,11934.939948751342,False,0.10686823959033437,10,5.1960000000000015,21108,481,0,0.0,22037.23251588157,False,-0.3265989717041003,0.5625,184109,0.0,0.1,13,0,0,6,4,4.0,2,8,26,132.0,78.0,8,15,26,1564,1.949121790996287,102.0166594798211
58,26,0,0,0,10.000000000000002,20,10.0,22.75729458191231,1,24.0,28.830485264228063,6,31.166666666666668,45.84891694744772,3,47.333333333333336,49.0,20,49.0,0,0.812,22585,2,23,1.0,543.4177753839831,False,0.4646103349796227,0,0.4610000000000001,21864,28,28,1.0,917.2042482935447,False,0.4303858851817744,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,7435,633,111,1.0,17605.551334679807,False,-0.2452460877874917,0,0.623,42425,0,28,0.6,1283.7696745285361,False,0.2304472682855995,0,5.465000000000002,-26451.88888888889,112,0,0.0,3229.014349593543,True,-1.7096192027111259,0,0.2,47476,12,220,1.0,11330.187003369372,False,0.11388223152688616,7,5.256000000000001,20867,484,0,0.0,22190.875802564697,False,-0.33004028881356695,0.575,184447,0.0,0.1,18,0,0,8,3,3.0,2,10,26,124.0,73.0,10,16,26,1190,1.0024786060093902,103.01913808583049
59,26,0,0,0,10.000000000000002,20,10.0,22.767909923698348,12,23.0,28.699848666707936,1,12.0,45.83388789174334,13,45.69230769230769,49.0,20,49.0,0,0.812,22741,4,21,1.0,518.1261083976653,False,0.47379617161340715,0,0.4610000000000001,21784,26,38,1.0,1125.1805771005372,False,0.43192299683136415,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,7171,635,120,1.0,17901.604641553404,False,-0.25063668677248757,0,0.6230000000000001,43007,0,16,0.1,733.3422062678934,False,0.23921233973697734,0,5.465000000000002,-26451.88888888889,112,0,0.0,3214.383050671289,True,-1.70982821529537,0,0.2,47421,15,219,1.0,11418.50831837615,False,0.11365502974738141,9,5.339000000000001,20726,484,0,0.0,22183.601739603775,False,-0.3330720032321227,0.5125,184645,0.0,0.1,14,0,0,6,3,3.0,2,8,32,106.0,81.0,8,18,32,1621,0.9523782900068909,103.97151637583738
60,32,0,0,0,10.000000000000002,20,10.0,22.89957100229841,25,24.2,28.699848666707936,0,,47.77948338585858,10,71.5,49.0,20,49.0,0,0.812,22851,6,21,1.0,540.8909910482666,False,0.4815741058262293,0,0.4610000000000001,22079,24,33,1.0,995.6858430758475,False,0.4466771063397361,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,6566,650,130,1.0,18615.701478165996,False,-0.2621618137453287,0,0.6230000000000001,43722,0,6,0.0,286.6769003151515,False,0.2532595768737344,0,5.465000000000002,-26451.88888888889,112,0,0.0,3214.383050671289,True,-1.70982821529537,0,0.2,47764,5,222,1.0,11116.897416929292,False,0.11768358993176503,13,5.460000000000001,19754,494,0,0.0,23603.06479261414,False,-0.3385693720904865,0.5,184531,0.0,0.1,13,0,0,9,4,4.0,2,11,37,173.0,78.0,11,21,37,1863,1.1030965209938586,105.07461289683124
61,37,0,0,0,10.000000000000002,20,10.0,22.913863825919904,29,23.03448275862069,28.699848666707936,0,,47.77948338585858,0,,49.0,20,49.0,8,0.8920000000000001,23287,4,10,1.0,269.13863825919907,False,0.5008054158099193,0,0.4610000000000001,21959,26,43,1.0,1245.2961445145559,False,0.44698501039710864,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,5898,669,140,1.0,19347.35371287953,False,-0.2762072670614593,0,0.623,43722,0,6,0.0,286.6769003151515,False,0.2532595768737344,0,5.465000000000002,-26451.88888888889,112,0,0.0,3214.383050671289,True,-1.70982821529537,0,0.2,48107,0,220,0.5,10780.0,False,0.12134233252284732,13,5.577000000000001,19477,494,0,0.0,23603.06479261414,False,-0.34437552619462,0.4375,184245,0.0,0.1,12,0,0,8,6,5.571428571428571,4,12,38,177.0,75.0,12,25,38,889,1.076384744956158,106.1509976417874
62,38,0,0,0,10.000000000000002,20,10.0,22.918807339832345,15,23.0,28.699848666707936,0,,48.474985987528385,3,76.0,49.00000000000001,20,49.0,5,0.9340000000000002,23417,6,10,1.0,289.18807339832347,False,0.5097779082852213,0,0.4610000000000001,21879,24,53,1.0,1454.6967890111143,False,0.44856775563921286,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,5553,674,150,1.0,19752.25344705319,False,-0.28283319124632356,0,0.6230000000000001,43950,0,3,0.0,145.42495796258515,False,0.2577558492323446,0,5.465000000000002,-26451.88888888889,112,0,0.0,3214.383050671289,True,-1.70982821529537,0,0.2,48499,0,212,0.0,10388.000000000002,False,0.12545065817053744,12,5.684000000000001,19006,497,0,0.0,24092.068035801607,False,-0.34912312362914383,0.375,184099,0.0,0.1,9,0,0,10,5,4.333333333333333,3,13,35,164.0,74.0,13,25,35,820,1.0133552710176446,107.16435291280504
63,35,0,0,0,10.0,20,10.0,22.896160077940003,45,22.77777777777778,28.699848666707936,0,,48.64575488572091,2,58.0,49.00000000000001,20,49.0,0,0.9290000000000003,23547,6,10,1.0,288.96160077940004,False,0.51810078177558,0,0.4610000000000001,22574,24,28,1.0,881.09248218232,False,0.47472422408632325,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,4528,709,160,1.0,20825.35328193273,False,-0.3055370158517075,0,0.6230000000000001,44066,0,1,0.0,48.64575488572091,False,0.25968751971208986,0,5.465000000000002,-26451.88888888889,112,0,0.0,3214.383050671289,True,-1.70982821529537,0,0.2,48922,0,203,0.2,9947.000000000002,False,0.12969522931164584,9,5.762000000000001,18856,497,0,0.0,24176.940178203295,False,-0.35137775448349023,0.4,184288,0.0,0.1,16,0,0,8,3,3.0,2,10,31,156.0,75.0,10,25,31,1880,0.8809777199639939,108.04533063276904
64,31,0,0,0,10.0,20,10.0,22.896160077940003,0,,29.009816813862322,6,35.0,49.25784217655782,6,59.5,49.00000000000001,20,49.0,0,0.9290000000000003,23427,8,20,1.0,537.9232015588001,False,0.5183879021388824,0,0.4610000000000001,22494,22,38,1.0,1090.0540829617203,False,0.4762929028246099,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,4738,699,164,1.0,20762.025851953484,False,-0.29724770261333355,5,0.6730000000000002,43980,0,6,0.6,295.5470530593469,False,0.2607575076863425,0,5.465000000000002,-26451.88888888889,112,0,0.0,3249.09948315258,True,-1.7093322804294904,0,0.2,49367,0,193,0.5,9457.000000000002,False,0.13388739833990107,5,5.803000000000002,18732,498,0,0.0,24530.405403925797,False,-0.3502724343514107,0.5125,184533,0.0,0.1,13,0,0,7,4,3.8,1,8,23,125.0,69.0,8,23,23,1145,0.6024514440214261,108.64778207679046
65,23,0,0,0,10.0,20,10.0,22.62601967834854,5,9.0,29.009816813862322,0,,50.964807976974576,13,63.53846153846154,49.0,20,49.0,0,0.9290000000000003,23377,3,30,1.0,708.7805903504562,False,0.5206580991397686,0,0.4610000000000001,22389,27,43,1.0,1242.9188461689873,False,0.4744623492941492,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,4693,694,174,1.0,20750.16578238593,False,-0.2996149999445493,7,0.738,44467,0,0,0.0,0.0,False,0.27044941573097914,0,5.465000000000002,-26451.88888888889,112,0,0.0,3249.09948315258,True,-1.7093322804294904,0,0.2,49710,0,186,0.0,9114.0,False,0.13748218328162992,13,5.928000000000001,17634,511,0,0.0,26043.016876234007,False,-0.35743463490154687,0.375,184065,0.0,0.1,11,0,0,2,7,6.5,0,2,19,36.0,58.0,2,21,19,716,0.3938378439634107,109.04161992075387
66,19,0,0,0,10.0,0,,22.649358678113952,4,24.0,29.009816813862322,0,,51.466097406601456,2,76.0,49.0,20,49.0,0,0.9290000000000003,23473,0,29,0.3,656.8314016653046,False,0.5251451813938646,0,0.4610000000000001,22389,17,53,1.0,1370.4160099400394,False,0.4785472257445867,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,4597,688,184,1.0,20920.565064293067,False,-0.30011701533203805,2,0.7510000000000001,44529,0,0,0.0,0.0,False,0.2722207936916088,0,5.465000000000002,-26451.88888888889,112,0,0.0,3249.09948315258,True,-1.7093322804294904,0,0.2,50298,0,174,0.0,8526.0,False,0.1436446717531651,8,5.995000000000001,17359,513,0,0.0,26402.10796958655,False,-0.35943544091571067,0.2875,184440,0.0,0.1,5,0,0,1,4,4.0,0,1,15,3.0,53.0,1,18,15,684,0.29927730502095073,109.34089722577482
67,15,0,0,0,10.0,0,,22.649358678113952,0,,29.009816813862322,0,,51.72501085097642,1,75.0,48.99999999999999,20,49.0,0,0.9290000000000003,23473,0,29,0.0,656.8314016653046,False,0.5251451813938646,0,0.4610000000000001,22389,7,63,1.0,1496.909596721179,False,0.4825999486326149,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,4597,678,194,1.0,20984.16964565055,False,-0.2986388015791915,1,0.7590000000000001,44559,0,0,0.0,0.0,False,0.2730779120596554,0,5.465000000000002,-26451.88888888889,112,0,0.0,3249.09948315258,True,-1.7093322804294904,0,0.2,50886,0,162,0.0,7937.999999999999,False,0.14980716022470025,8,6.067000000000002,17167,514,0,0.0,26586.655577401878,False,-0.36152578626853066,0.25,184866,0.0,0.1,4,0,0,1,4,4.0,0,1,10,3.0,42.0,1,14,10,588,0.21149007399799302,109.55238729977282
68,10,0,0,0,10.0,0,,22.649358678113952,0,,29.009816813862322,0,,52.159240000917684,3,64.0,48.99999999999999,20,49.0,0,0.9290000000000003,23473,0,29,0.0,656.8314016653046,False,0.5251451813938646,0,0.4610000000000001,22389,0,70,0.7,1585.4551074679766,False,0.4854368546542348,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,4597,668,204,1.0,21047.774227008034,False,-0.29716058782634486,3,0.7880000000000003,44616,0,0,0.0,0.0,False,0.27470643695894403,0,5.465000000000002,-26451.88888888889,112,0,0.0,3249.09948315258,True,-1.7093322804294904,0,0.2,51474,0,150,0.0,7349.999999999999,False,0.15596964869623542,8,6.139000000000002,16848,517,0,0.0,26966.327080474442,False,-0.364233178078368,0.2125,185192,0.0,0.1,4,0,0,0,4,4.0,0,0,5,0.0,30.0,0,10,5,588,0.15292457904433832,109.70531187881716
69,5,0,0,0,10.0,0,,22.649358678113952,0,,29.009816813862322,0,,53.20951335654603,4,73.25,48.999999999999986,20,49.0,0,0.9290000000000003,23473,0,29,0.0,656.8314016653046,False,0.5251451813938646,0,0.4610000000000001,22389,0,70,0.0,1585.4551074679766,False,0.4854368546542348,0,0.2,21795,0,0,0.0,0.0,False,0.01306126243376406,0,1.2080000000000002,4597,658,214,1.0,21111.378808365516,False,-0.2956823740734983,4,0.8250000000000002,44717,0,0,0.0,0.0,False,0.27759206879803433,0,5.465000000000002,-26451.88888888889,112,0,0.0,3249.09948315258,True,-1.7093322804294904,0,0.2,51915,0,141,0.0,6908.999999999998,False,0.1605915150498868,11,6.241000000000001,16351,521,0,0.0,27722.156458760484,False,-0.3667293068378419,0.125,185237,0.0,0.1,3,0,0,0,8,8.0,0,0,0,0.0,15.0,0,5,0,441,0.12680243694921955,109.83211431576638
