index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,12,0,0,0,10.000000000000002,20,10.0,32.60473248290082,24,32.5,9.45551190576642,30,2.0,14.337724311948087,4,19.0,47.000000000000014,0,,0,0.2,21757,525,0,0.0,5250.000000000001,False,-0.09719702299403858,0,1.0640000000000003,37849,21,23,1.0,959.9088471067189,False,0.41922295788326586,30,2.5700000000000007,19656,291,0,0.0,9487.97715252414,False,-0.35894097587457124,0,1.9550000000000003,25917,296,0,0.0,9651.000814938643,False,-0.1923046501111523,0,0.272,54356,20,125,1.0,1981.3257771088392,False,0.12874052470845576,0,6.995000000000002,12009.0,128,0,0.0,1210.3055239381017,False,-0.7427468131914783,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,74275,432,68,1.0,9389.896902761575,False,0.14671896801586826,0.375,313997,0.0,0.0,10,0,0,10,2,2.0,12,22,17,88.0,16.0,9,3,17,1056,1.3605390526354313,73.48053440265357
53,17,0,0,0,10.000000000000002,20,10.0,32.33791560210725,16,30.0,9.45551190576642,0,,15.708617020621213,15,28.533333333333335,47.000000000000014,0,,0,0.2,21627,538,0,0.0,5380.000000000001,False,-0.09960380642055763,0,1.0640000000000003,38259,18,17,1.0,729.7445652358233,False,0.4301430104275897,0,2.5400000000000005,19176,307,0,0.0,9927.740089846926,False,-0.3657750500519294,0,1.9550000000000003,25917,296,0,0.0,9572.023018223746,False,-0.19334213890200538,0,0.272,54674,10,129,1.0,2120.9667147178006,False,0.13664974012642042,9,7.085000000000002,11696.0,128,0,0.0,1210.3055239381017,False,-0.7491301390470071,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,73847,437,78,1.0,10530.665638011471,False,0.14878652483091417,0.375,313374,0.0,0.0,8,0,0,15,2,2.0,14,29,12,201.0,15.0,16,1,12,998,1.5302049722522497,75.01073937490582
54,12,0,0,0,10.000000000000002,20,10.0,32.049828189135404,10,28.0,9.458763611310811,8,9.5,18.58668579619972,25,34.68,47.000000000000014,0,,0,0.2,21527,548,0,0.0,5480.000000000001,False,-0.10145517828711074,0,1.064,38439,18,17,1.0,724.8470792153018,False,0.43671727846882835,4,2.5800000000000005,19056,307,0,0.0,9839.29725406457,False,-0.3700896267397329,4,1.9950000000000003,25561,306,0,0.0,9807.247425875434,False,-0.19960528314492884,0,0.272,55462,8,115,1.0,2213.1389754534543,False,0.15366010294340113,1,7.086000000000003,11656.0,128,0,0.0,1210.7217422477838,False,-0.7499416553590592,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,72980,452,88,1.0,12537.181979882276,False,0.15076512342725198,0.375,312859,0.0,0.0,8,0,0,11,3,3.0,12,23,17,102.0,35.0,10,2,17,1344,1.3117479905486107,76.32248736545444
55,17,0,0,0,10.000000000000002,20,10.0,31.840244984071568,10,29.0,9.458763611310811,0,,17.763381458601792,8,2.5,47.000000000000014,0,,0,0.2,21457,555,0,0.0,5550.000000000001,False,-0.10275113859369793,0,1.0640000000000003,38599,21,17,1.0,751.2841647292166,False,0.44313111720533976,0,2.576000000000001,19056,307,0,0.0,9774.95521010997,False,-0.370934853527009,0,1.9910000000000005,25271,316,0,0.0,10061.517414966615,False,-0.20388422291305486,0,0.272,55462,0,123,0.8,2184.8959194080203,False,0.15337210832695705,8,7.165000000000002,11305.0,128,0,0.0,1210.7217422477838,False,-0.7570999536826714,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,72960,450,98,1.0,12599.521656370809,False,0.15092732013163832,0.35,312288,0.0,0.0,7,0,0,8,2,2.0,17,25,16,173.0,48.0,13,4,16,490,1.229134771041572,77.55162213649601
56,16,0,0,0,10.000000000000002,20,10.0,31.787939746091276,29,31.551724137931036,9.128419708683385,12,6.416666666666667,17.061932607736143,11,8.090909090909092,47.000000000000014,0,,0,0.2,21387,562,0,0.0,5620.000000000001,False,-0.10404709890028511,12,1.1840000000000002,39108,24,10,1.0,557.8793974609127,False,0.4583974413570725,8,2.656000000000001,18325,319,0,0.0,10140.352779003117,False,-0.3853403292128223,4,2.0310000000000006,24736,333,0,0.0,10585.383935448395,False,-0.2110584843748569,0,0.272,55385,2,133,1.0,2287.493876246274,False,0.1528479613762519,11,7.267000000000002,10867.0,128,0,0.0,1168.4377227114733,False,-0.7664637014855868,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,72871,451,108,1.0,12770.931606089001,False,0.15087947322400747,0.375,310857,0.0,0.0,6,0,0,7,6,6.0,17,24,9,164.0,49.0,12,4,9,659,1.4889444001019,79.04056653659791
57,9,0,0,0,10.000000000000002,20,10.0,31.873053851096834,2,38.0,8.881882874637837,21,7.714285714285714,16.565093126416038,5,3.0,47.000000000000014,0,,0,0.2,21267,574,0,0.0,5740.000000000001,False,-0.10626874514014885,0,1.1720000000000002,39104,22,18,1.0,793.714969319743,False,0.46261552503646725,17,2.818000000000001,17773,321,0,0.0,10231.250286202085,False,-0.39864891116859225,4,2.0670000000000006,24660,333,0,0.0,10613.726932415246,False,-0.2126828998421622,0,0.272,55223,13,143,1.0,2484.272794447785,False,0.15155068722159912,5,7.306000000000003,10667.0,128,0,0.0,1136.8810079536431,False,-0.7708642879639267,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,72856,446,118,1.0,12934.031534381555,False,0.15184584217452415,0.375,309728,0.0,0.0,7,0,0,7,3,3.0,13,20,7,98.0,9.0,8,1,7,276,1.0156259778887033,80.05619251448661
58,7,0,0,0,10.000000000000002,20,10.0,31.558939358979668,13,28.384615384615383,8.464474900455336,7,2.0,15.229317155103619,18,5.777777777777778,47.000000000000014,0,,0,0.2,21187,582,0,0.0,5820.000000000001,False,-0.10774984263339134,0,1.1720000000000002,39353,24,15,1.0,713.3840903846951,False,0.4703481336391436,7,2.871000000000001,17549,321,0,0.0,10130.419534232473,False,-0.40585860524627615,0,2.0630000000000006,24291,346,0,0.0,10919.393018206965,False,-0.2183622376884167,0,0.272,55223,3,153,1.0,2355.4789494322195,False,0.1502373755907352,18,7.481000000000002,9769.0,135,0,0.0,1142.7041115614704,False,-0.7891187328021223,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,72752,454,128,1.0,12930.109988417043,False,0.15030719069219237,0.375,308302,0.0,0.0,9,0,0,8,5,5.0,5,13,8,81.0,17.0,6,1,8,569,1.0065367249771953,81.0627292394638
59,8,0,0,0,10.000000000000002,20,10.0,31.376074170312975,10,29.0,10.532223265616622,38,16.18421052631579,15.30554412176014,23,15.73913043478261,47.000000000000014,0,,0,0.2,21027,598,0,0.0,5980.000000000001,False,-0.11071203761987633,0,1.1720000000000002,39603,18,15,1.0,650.6411125546947,False,0.4784433871321269,5,2.914000000000001,17384,321,0,0.0,10071.719808670465,False,-0.41096474425055873,33,2.3930000000000007,23033,356,0,0.0,11169.882404631418,False,-0.24812303078357129,0,0.272,55319,15,155,1.0,2530.342687857071,False,0.15397828739096417,15,7.613000000000003,8640.0,151,0,0.0,1590.36571310811,False,-0.8075787646010104,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,72390,467,138,1.0,13633.689104861987,False,0.15015892533951433,0.375,305574,0.0,0.0,9,0,0,6,7,7.0,8,14,8,100.0,12.0,7,1,8,812,0.7590791126713157,81.82180835213512
60,8,0,0,0,10.000000000000002,20,10.0,31.706699536330987,9,36.333333333333336,11.27270131874435,20,16.0,15.01603853478759,5,7.0,47.000000000000014,0,,0,0.2,20957,605,0,0.0,6050.000000000001,False,-0.11200799792646352,0,1.1720000000000002,39800,21,16,1.0,717.3071925812958,False,0.48697202933649236,0,2.909000000000001,17057,330,0,0.0,10463.210846989226,False,-0.4144131831355522,20,2.5600000000000005,22673,356,0,0.0,11287.58503493383,False,-0.2560350870299271,0,0.272,54999,25,165,1.0,2759.463891208561,False,0.14978855377094022,5,7.648000000000002,8460.0,151,0,0.0,1702.1778991303968,False,-0.8101095372687278,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,72355,462,148,1.0,13893.409803071869,False,0.15153638808027092,0.375,304479,0.0,0.0,8,0,0,9,2,2.0,5,14,10,104.0,14.0,7,1,10,527,0.880854519084096,82.70266287121922
61,10,0,0,0,10.000000000000002,20,10.0,31.722683458022562,7,32.0,11.283593034402875,9,11.444444444444445,16.188062827910013,9,33.0,47.000000000000014,0,,0,0.2,20877,613,0,0.0,6130.000000000001,False,-0.113489095419706,0,1.1720000000000002,39904,23,19,1.0,832.7309857024287,False,0.4929598064520758,4,2.949000000000001,16725,337,0,0.0,10690.544325353603,False,-0.4201494361127423,5,2.5900000000000007,22578,356,0,0.0,11293.275311056032,False,-0.25845626463328214,0,0.272,54896,24,175,1.0,3103.7172277099216,False,0.15119832389474563,9,7.733000000000003,8370.0,151,0,0.0,1703.822548194834,False,-0.811928227880707,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,72058,461,158,1.0,14888.696963666518,False,0.15444992422724227,0.375,303586,0.0,0.0,8,0,0,11,3,3.0,5,16,11,120.0,18.0,9,1,11,424,1.24070839677006,83.94337126798928
62,11,0,0,0,10.000000000000002,20,10.0,31.466638196713205,12,29.0,9.708794935211198,27,2.259259259259259,17.947903300426766,14,33.57142857142857,47.000000000000014,0,,0,0.2,20777,623,0,0.0,6230.000000000001,False,-0.11534046728625912,0,1.1720000000000002,40152,23,17,1.0,764.9328493441245,False,0.5008874152875945,27,3.2150000000000007,15586,337,0,0.0,10604.25707229235,False,-0.4512078047357949,0,2.585000000000001,22230,368,0,0.0,11579.72285639046,False,-0.26383633471191137,0,0.272,55327,35,172,1.0,3426.847190405796,False,0.16328310142356114,1,7.734000000000003,8305.0,157,0,0.0,1524.2808048281581,False,-0.815084626944282,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,71588,465,168,1.0,16241.77503469845,False,0.15744906800669745,0.375,302143,0.0,0.0,8,0,0,5,4,4.0,6,11,15,153.0,0.0,11,0,15,1016,2.8942760257050395,86.83764729369432
63,15,0,0,0,10.0,20,10.0,31.736197995435752,15,33.8,9.675220742445447,1,5.0,19.290462136367935,10,36.0,47.000000000000014,0,,0,0.2,20677,633,0,0.0,6330.0,False,-0.11719183915281223,0,1.1720000000000002,40559,23,12,1.0,610.834375945229,False,0.5131046464980418,1,3.198000000000001,15253,345,0,0.0,10948.988308425334,False,-0.45542813950363437,0,2.585000000000001,22027,375,0,0.0,11901.074248288407,False,-0.26494831789858114,0,0.272,55682,26,172,1.0,3569.5152267588664,False,0.17197776264182885,0,7.733000000000002,8305.0,157,0,0.0,1519.009656563935,False,-0.8151383768755971,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,71228,465,178,1.0,17336.064893411094,False,0.16016659086785273,0.375,301909,0.0,0.0,11,0,0,8,1,1.0,6,14,20,173.0,10.0,14,1,20,1067,1.4182284185662866,88.2558757122606
64,20,0,0,0,10.0,20,10.0,32.23415170060824,12,37.083333333333336,10.689562554665885,13,20.53846153846154,21.03460073677253,27,28.85185185185185,47.000000000000014,0,,0,0.2,20597,641,0,0.0,6410.0,False,-0.11867293664605473,0,1.1720000000000002,40884,25,10,1.0,572.3415170060823,False,0.5244259176696056,0,3.1970000000000014,14808,357,0,0.0,11507.59215711714,False,-0.45978151230732567,13,2.7150000000000007,21807,375,0,0.0,12087.80688772809,False,-0.26827535484567167,0,0.272,56198,20,166,1.0,3705.5349733975577,False,0.1838880671921275,11,7.843000000000003,7788.0,166,0,0.0,1774.467384074537,False,-0.823077177223207,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,70449,482,188,1.0,18974.677555124363,False,0.16075187723349957,0.375,300709,0.0,0.0,9,0,0,7,4,4.0,10,17,17,212.0,24.0,17,3,17,1221,1.7235579881817102,89.97943370044231
65,17,0,0,0,10.0,20,10.0,32.33463758167706,10,33.5,10.736221128070824,7,11.571428571428571,19.273813553380887,13,1.2307692307692308,47.000000000000014,0,,0,0.2,20477,653,0,0.0,6530.0,False,-0.12089458288591846,0,1.1720000000000002,41139,23,10,1.0,553.3463758167705,False,0.5335162434890355,3,3.227000000000001,14537,362,0,0.0,11705.138804567096,False,-0.4643064105332471,4,2.7420000000000004,21586,380,0,0.0,12287.162281037281,False,-0.27146284639486523,0,0.272,56117,17,176,1.0,3574.70694457224,False,0.18090209797867035,13,7.962000000000002,7148.0,166,0,0.0,1782.2127072597568,False,-0.8360503659984934,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,70433,485,198,1.0,18653.799573389733,False,0.15818981480984612,0.375,299615,0.0,0.0,9,0,0,5,5,5.0,8,13,18,179.0,37.0,13,4,18,535,1.4803454745560884,91.4597791749984
66,18,0,0,0,10.0,20,10.0,31.9614821222082,18,29.61111111111111,10.844819472441431,6,13.0,18.05346164528917,11,3.4545454545454546,47.000000000000014,0,,0,0.2,20397,661,0,0.0,6610.0,False,-0.12237568037916095,8,1.252,41361,25,10,1.0,569.614821222082,False,0.5420375239978911,2,3.244000000000001,14411,364,0,0.0,11633.979492483784,False,-0.46855158041506245,4,2.778000000000001,21053,396,0,0.0,12656.746920394447,False,-0.280611280011633,0,0.272,56039,13,186,1.0,3498.9265191655236,False,0.17853863155326435,11,8.059000000000003,6638.0,166,0,0.0,1800.2400324252776,False,-0.8462674875349219,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,70395,486,208,1.0,18549.98235961054,False,0.15688425608871254,0.375,298472,0.0,0.0,8,0,0,6,8,7.5,8,14,9,188.0,26.0,14,4,9,461,1.6789027927443385,93.13868196774274
67,9,0,0,0,10.000000000000002,20,10.0,32.27008751271354,13,35.07692307692308,11.717719375112086,8,24.0,15.909723645221753,32,7.3125,47.000000000000014,0,,0,0.2,20317,669,0,0.0,6690.000000000001,False,-0.12385677787240346,3,1.2740000000000002,41628,27,10,1.0,592.7008751271354,False,0.55235125847238,8,3.3220000000000014,13875,377,0,0.0,12165.822992293004,False,-0.4756473255176685,0,2.7740000000000005,21053,396,0,0.0,12778.95465503456,False,-0.27900590280286686,0,0.272,56039,3,196,1.0,3153.4589925888,False,0.1750158970570298,32,8.368000000000002,4928.0,174,0,0.0,2038.883171269503,False,-0.878707803042078,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,70161,508,218,1.0,18328.139611772654,False,0.15187566877539474,0.375,296179,0.0,0.0,10,0,0,3,6,5.428571428571429,4,7,3,95.0,6.0,7,2,3,418,1.0536983804777265,94.19238034822047
68,3,0,0,0,10.0,20,10.0,32.27008751271354,0,,14.010691143347028,18,27.833333333333332,15.179071196754688,8,2.0,47.000000000000014,0,,0,0.2,20197,681,0,0.0,6810.0,False,-0.1260784241122672,0,1.2710000000000001,41548,25,20,1.0,895.4017502542707,False,0.5549931823278089,15,3.4640000000000013,13785,377,0,0.0,12165.822992293004,False,-0.47801188859895694,3,2.804000000000001,21032,396,0,0.0,12778.95465503456,False,-0.2795576341885008,0,0.272,56039,0,199,0.3,3020.635168154183,False,0.17366149170120923,8,8.416,4099.0,192,0,0.0,2690.052699522629,False,-0.8889744595635414,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,70145,506,228,1.0,18396.610025557875,False,0.15214046137105294,0.2875,295023,0.0,0.0,5,0,0,0,3,3.0,2,2,4,33.0,3.0,2,1,4,200,0.5544384261593223,94.74681877437979
69,4,0,0,0,10.0,20,10.0,32.037668107700014,12,29.75,11.8136184451293,26,2.1923076923076925,15.05656451715691,14,13.857142857142858,47.000000000000014,0,,0,0.2,20127,688,0,0.0,6880.0,False,-0.12737438441885438,0,1.2710000000000001,41775,28,18,1.0,856.6780259386003,False,0.5626814904642982,26,3.7090000000000014,12739,378,0,0.0,12110.238544710606,False,-0.5062235491473043,0,2.801000000000001,20713,407,0,0.0,13039.330919833907,False,-0.28451827387113254,0,0.272,56035,11,207,1.0,3246.658657947902,False,0.17588467856944065,12,8.528000000000002,3668.0,197,0,0.0,2327.282833690472,False,-0.9014634454287794,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,69951,510,238,1.0,18864.84790375003,False,0.1527230266296142,0.375,293186,0.0,0.0,9,0,0,2,5,5.0,2,4,6,68.0,0.0,4,0,6,595,0.6056022346019745,95.35242100898176
70,6,0,0,0,10.0,20,10.0,32.037668107700014,0,,11.898868149087408,27,12.296296296296296,15.05656451715691,0,,47.000000000000014,0,,0,0.2,20007,700,0,0.0,7000.0,False,-0.1295960306587181,0,1.2710000000000001,41695,26,28,1.0,1157.0547070156003,False,0.5652803848449588,3,3.713000000000001,12649,378,0,0.0,12110.238544710606,False,-0.5085881122285928,24,3.041000000000001,20117,407,0,0.0,13039.330919833907,False,-0.300176936053887,0,0.272,55703,28,217,1.0,3600.4428083974967,False,0.17272140564095825,0,8.516000000000002,3668.0,197,0,0.0,2344.0770253702194,False,-0.9012921949527856,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,69951,500,248,1.0,19184.28225857846,False,0.1550422723737291,0.375,291968,0.0,0.0,5,0,0,4,3,3.0,2,6,10,101.0,0.0,6,0,10,200,0.936463157646358,96.28888416662812
71,10,0,0,0,10.0,20,10.0,32.373972761903524,7,38.0,11.898868149087408,0,,14.156681465593289,15,6.0,47.000000000000014,0,,0,0.2,19917,709,0,0.0,7090.0,False,-0.1312622653386159,0,1.2710000000000001,41851,27,31,1.0,1273.5931556190094,False,0.5732142251197653,0,3.710000000000001,12383,385,0,0.0,12463.979513332857,False,-0.5109298051424931,0,3.017000000000001,20117,407,0,0.0,13176.206914094733,False,-0.2983788698164214,0,0.272,55703,18,227,1.0,3427.7463193732497,False,0.17096041847874183,15,8.666,3113.0,197,0,0.0,2344.0770253702194,False,-0.9126108717892664,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,69861,505,258,1.0,19275.124140124615,False,0.15439494191708988,0.375,291123,0.0,0.0,8,0,0,6,1,1.0,3,9,14,118.0,13.0,9,1,14,466,1.3402160117402673,97.62910017836839
72,14,0,0,0,10.0,20,10.0,31.858281976895764,24,29.458333333333332,11.898868149087408,0,,14.972229471469525,29,18.79310344827586,47.000000000000014,2,47.0,0,0.2,19827,718,0,0.0,7180.0,False,-0.13292850001851372,0,1.2710000000000001,42448,28,17,1.0,821.590793607228,False,0.586951360639968,0,3.710000000000001,11993,398,0,0.0,12679.596226804515,False,-0.5183438044926106,0,3.017000000000001,19800,418,0,0.0,13316.76186634243,False,-0.3048609917195309,0,0.272,56172,8,220,1.0,3389.081428915995,False,0.1801309441297466,12,8.771000000000003,2617.0,197,0,0.0,2344.0770253702194,False,-0.9227263018989862,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,69410,524,266,1.0,20347.448243050036,False,0.15563157612646314,0.375,290445,0.0,0.0,13,0,0,9,2,2.0,5,14,16,178.0,0.0,14,0,16,1470,1.6840991508215666,99.31319932918996
73,16,0,0,0,10.0,20,10.0,31.95934161347726,33,32.333333333333336,11.986480088074108,4,15.0,16.15161531870933,33,21.454545454545453,47.000000000000014,2,47.0,0,0.2,19677,733,0,0.0,7330.0,False,-0.1357055578183434,16,1.431,43097,23,10,1.0,549.5934161347726,False,0.6059464845435399,0,3.710000000000001,11385,414,0,0.0,13231.167427979586,False,-0.5270720478695341,4,3.0570000000000013,19265,435,0,0.0,13902.313601862608,False,-0.31122492772499327,0,0.272,56724,2,213,1.0,3464.2670230612352,False,0.19215510689584006,16,8.919000000000002,1917.0,197,0,0.0,2361.3365773505993,False,-0.9368261147637293,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,68796,547,274,1.0,21712.933579334007,False,0.15662978523025875,0.375,289039,0.0,0.0,10,0,0,7,4,4.0,8,15,15,194.0,15.0,15,1,15,1365,1.8434795383363962,101.15667886752635
74,15,0,0,0,10.0,20,10.0,31.71956056004881,9,28.0,11.90535495204604,7,10.428571428571429,20.300500429033633,59,31.779661016949152,47.000000000000014,0,,0,0.2,19607,740,0,0.0,7400.0,False,-0.13700151812493058,0,1.4150000000000003,43219,26,11,1.0,608.915166160537,False,0.6115620980886537,7,3.7800000000000007,11201,414,0,0.0,13131.898071860207,False,-0.5332103138056301,0,3.053000000000001,19013,444,0,0.0,14083.484888661671,False,-0.3154657547072977,0,0.272,57419,0,199,0.6,4039.799585377693,False,0.2121976545394797,39,9.293000000000003,931.0,200,0,0.0,2381.0709904092078,False,-0.9567333789777582,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,66921,596,284,1.0,25447.098255704048,False,0.15651481322934424,0.325,286489,0.0,0.0,8,0,0,7,5,5.0,7,14,13,187.0,14.0,14,1,13,1172,1.5065729124471545,102.6632517799735
75,13,0,0,0,10.0,20,10.0,31.159743729228257,18,27.0,11.187299946633052,10,2.5,19.346524588554157,11,2.0,47.000000000000014,5,47.0,0,0.2,19507,750,0,0.0,7500.0,False,-0.13885288999148368,7,1.485,43444,26,10,1.0,571.5974372922826,False,0.6192023815546391,10,3.873000000000001,10851,414,0,0.0,12900.133903900498,False,-0.5454503979835467,0,3.053000000000001,18527,462,0,0.0,14395.801602903455,False,-0.324131658834225,0,0.272,57394,0,209,1.0,4043.423639007819,False,0.21172475872871696,11,9.364,480.0,200,0,0.0,2237.4599893266104,False,-0.9673954807957069,0,0.2,68178,0,20,0.0,940.0000000000002,False,-0.0031655679145006243,0,0.29000000000000004,67134,597,289,1.0,25132.875179366834,False,0.15732636699798774,0.375,285515,0.0,0.0,8,0,0,3,4,3.388888888888889,6,9,17,100.0,40.0,9,4,17,435,1.4776370991021395,104.14088887907565
76,17,0,0,0,10.0,20,10.0,31.01239619863727,10,29.0,12.171957370346519,17,19.0,19.213410435608754,6,15.0,47.00000000000001,10,47.0,0,0.2,19377,763,0,0.0,7630.0,False,-0.14125967341800275,0,1.4780000000000002,43664,23,10,1.0,540.1239619863727,False,0.6267657267002329,0,3.863000000000001,10851,414,0,0.0,12839.13202623583,False,-0.5462517468047419,17,3.2230000000000016,17982,472,0,0.0,14637.851005756791,False,-0.3352707292607221,0,0.272,57394,0,209,0.0,4015.6027810422297,False,0.21144106926869338,6,9.413000000000002,-11.0,217,0,0.0,2641.3147493651945,False,-0.9732908313683852,0,0.2,68178,0,20,0.0,940.0000000000001,False,-0.0031655679145006243,0,0.29000000000000004,67514,593,289,1.0,24976.55238831599,False,0.16170935140937467,0.25,284949,0.0,0.0,9,0,0,8,2,2.0,5,13,16,158.0,38.0,13,4,16,960,1.8281080033630133,105.96899688243866
77,16,0,0,0,10.0,20,10.0,31.01239619863727,0,,12.204713037174702,5,13.0,18.41000306118156,26,12.961538461538462,47.00000000000001,13,47.0,0,0.2,19277,773,0,0.0,7730.0,False,-0.14311104528455584,0,1.4780000000000004,43564,23,20,1.0,850.2479239727454,False,0.628804530750782,1,3.873000000000001,10822,414,0,0.0,12839.13202623583,False,-0.5470136615753792,4,3.246000000000001,17906,472,0,0.0,14637.851005756791,False,-0.3372674714182545,0,0.272,57329,0,214,0.5,3939.7406550928536,False,0.20934189190248456,26,9.667000000000002,-1182.0,217,0,0.0,2648.4227290669105,False,-0.9970997396799475,0,0.2,68272,0,18,0.0,846.0000000000001,False,-0.002483083088897279,0,0.29000000000000004,67694,609,288,1.0,24747.69186425957,False,0.1626614865409605,0.3125,283682,0.0,0.0,11,0,0,3,5,5.0,10,13,11,172.0,18.0,13,3,11,811,1.3682001177221537,107.33719700016081
78,11,0,0,0,10.0,20,10.0,30.72337264455486,14,28.0,12.204713037174702,0,,17.75748892265833,9,4.555555555555555,47.00000000000001,11,47.0,0,0.2,19167,784,0,0.0,7840.0,False,-0.14514755433776427,0,1.4780000000000002,43866,22,16,1.0,711.5739623128777,False,0.6374194461123575,0,3.8720000000000008,10822,414,0,0.0,12719.476274845712,False,-0.5485855147542731,0,3.2420000000000013,17514,486,0,0.0,14931.559105253662,False,-0.3437081721237236,0,0.272,57329,0,214,0.0,3800.1026294488825,False,0.20791800209496353,9,9.731000000000002,-1665.0,217,0,0.0,2648.4227290669105,False,-1.0069500476295334,0,0.2,68366,0,16,0.0,752.0000000000001,False,-0.0018005982632939331,0,0.29000000000000004,68076,608,289,1.0,24379.553264976268,False,0.16553562908384598,0.25,283475,0.0,0.0,13,0,0,3,3,3.0,4,7,10,109.0,20.0,7,4,10,1109,1.0122905988246202,108.34948759898543
