index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,30,0,0,0,10.000000000000002,20,10.0,16.52868028515345,49,17.510204081632654,19.11950833805944,6,14.166666666666666,25.535904765298625,9,14.0,43.0,20,43.0,9,1.2890000000000001,43532,18,10,1.0,345.2868028515345,False,0.18066411112261307,20,6.070000000000001,23407.0,517,0,0.0,5170.000000000001,False,-0.2978361293459762,0,0.2,44140,441,249,1.0,12049.90558192947,False,0.000996763263788023,5,2.5630000000000006,38265,334,0,0.0,5520.579215241252,False,-0.18137704065408314,0,0.8390000000000002,68033,37,41,1.0,1754.393903885443,False,0.023287056397830803,0,0.2,67468,0,10,0.0,255.35904765298625,False,0.0037670328149815783,0,2.4230000000000005,97372,10,13,1.0,814.3590476529862,False,0.004078572260032547,12,2.408000000000001,97352,0,0,0.0,0.0,False,-0.00030806514550943707,0.5,479569,0.0,0.0,13,0,0,6,11,10.692307692307693,22,28,32,192.0,78.0,14,16,32,1068,2.3870218860101886,121.13757576083299
53,32,0,0,0,10.000000000000002,20,10.0,15.957456424478949,20,8.75,22.03848499688702,46,27.47826086956522,24.978709085710815,10,16.0,43.00000000000001,20,43.0,0,1.2800000000000002,43452,20,15,1.0,439.3618463671843,False,0.17977364246653144,15,6.200000000000001,23117.0,525,0,0.0,5250.000000000001,False,-0.3045897830726423,0,0.2,45185,451,217,1.0,11979.164091764489,False,0.02114301199006768,4,2.5980000000000003,38213,334,0,0.0,5329.790445775969,False,-0.18431816376557944,0,0.8390000000000002,66959,72,41,1.0,2610.897992290009,False,0.013697974460886247,0,0.2,67438,0,11,0.1,274.76579994281894,False,0.003465636600804882,2,2.4430000000000005,97915,0,10,1.0,430.00000000000006,False,0.00768109096136863,5,2.446000000000001,97137,0,10,1.0,430.00000000000006,False,-0.00030806514550943707,0.6375,479416,0.0,0.0,19,0,0,9,7,6.666666666666667,21,30,38,219.0,129.0,16,16,38,2136,2.2414277950301766,123.37900355586316
54,38,0,0,0,10.000000000000002,20,10.0,16.592661302087404,68,18.88235294117647,21.55130454738689,5,10.0,24.37262284854186,9,14.0,43.0,20,43.0,19,1.4700000000000002,43767,24,10,1.0,405.92661302087413,False,0.18783162618554813,34,6.525000000000001,22545.0,531,0,0.0,5310.000000000001,False,-0.31923170435205445,0,0.2,44326,492,227,1.0,13055.735492883829,False,0.014743445005326072,5,2.6440000000000006,37718,351,0,0.0,5824.024117032679,False,-0.18926445059330863,0,0.8390000000000002,67035,67,42,1.0,2467.5875643136796,False,0.013762492681489024,0,0.2,67438,0,11,0.0,268.09885133396045,False,0.003416135928053476,0,2.4410000000000007,98219,0,9,0.9,387.0,False,0.010582037748249163,0,2.4410000000000007,97567,0,0,0.0,0.0,False,0.001899735063974862,0.4875,478615,0.0,0.0,13,0,0,11,7,6.117647058823529,23,34,31,285.0,99.0,20,18,31,1186,2.2844286100007594,125.66343216586392
55,31,0,0,0,10.000000000000002,20,10.0,16.192095027197205,15,8.666666666666666,21.097279427884526,5,11.0,24.866966079147247,4,43.0,43.00000000000001,20,43.0,0,1.4510000000000003,43667,24,20,1.0,563.8419005439441,False,0.18726317503503728,15,6.641000000000002,22230.0,541,0,0.0,5410.000000000001,False,-0.3263905773023206,0,0.2,44196,497,237,1.0,13047.526452925644,False,0.012067509257963068,5,2.689000000000001,37653,351,0,0.0,5683.425354546219,False,-0.19196422872846242,0,0.8390000000000002,67152,62,48,1.0,2501.645696327909,False,0.01575276719081632,0,0.2,67438,0,11,0.0,273.5366268706197,False,0.0034565102526701577,3,2.4710000000000005,98406,0,4,0.4,172.00000000000003,False,0.01139841038384917,8,2.5210000000000004,97457,0,0,0.0,0.0,False,0.0007701628637735927,0.425,478199,0.0,0.0,12,0,0,7,9,9.0,22,29,32,204.0,99.0,13,18,32,759,2.2053784820018336,127.86881064786576
56,32,0,0,0,10.000000000000002,20,10.0,15.6852510393086,21,9.238095238095237,20.856872061319553,6,16.666666666666668,25.294485238005258,17,28.705882352941178,43.000000000000014,20,43.0,0,1.451,43571,26,29,1.0,714.8722801399495,False,0.18670978577599423,20,6.8260000000000005,21820.0,549,0,0.0,5490.000000000001,False,-0.3363859848177864,0,0.2,44086,507,245,1.0,13062.35593195275,False,0.010020512141601873,4,2.7240000000000006,37573,352,0,0.0,5521.208365836627,False,-0.19517900463098242,0,0.8390000000000002,67570,57,41,1.0,2225.91560225343,False,0.01991265185362352,0,0.2,67408,0,12,0.1,303.5338228560631,False,0.003233745826201016,8,2.548000000000001,98150,3,10,1.0,505.8834557140159,False,0.010483885398297463,8,2.593000000000001,97207,0,4,0.4,172.00000000000006,False,-0.0009139265983446633,0.5625,477385,0.0,0.0,15,0,0,12,11,10.25,19,31,32,250.0,105.0,17,15,32,815,2.1549411860178225,130.02375183388358
57,32,0,0,0,10.000000000000002,20,10.0,15.437016370496883,10,9.0,20.856872061319553,0,,26.49578240189653,10,43.0,43.00000000000001,20,43.0,0,1.451,43516,26,34,1.0,784.858556596894,False,0.18616930810974547,5,6.856000000000001,21670.0,559,0,0.0,5590.000000000001,False,-0.3390874463084529,0,0.2,43996,507,255,1.0,13145.069675478406,False,0.009049882026123918,0,2.7200000000000006,37573,352,0,0.0,5433.829762414903,False,-0.19605078556904224,0,0.8390000000000002,68000,47,41,1.0,2066.6000653597766,False,0.025115084682366038,0,0.2,67408,0,12,0.0,317.94938882275835,False,0.003340778331670758,0,2.5400000000000005,98365,0,8,0.8,344.00000000000006,False,0.011860508102113327,6,2.6450000000000005,97092,0,5,0.5,215.00000000000003,False,-0.0018740629685157421,0.5375,477620,0.0,0.0,14,0,0,6,4,4.0,19,25,28,183.0,63.0,11,21,28,1277,1.757446499017533,131.7811983329011
58,28,0,0,0,10.000000000000002,20,10.0,16.71374423300186,47,23.29787234042553,19.646958277971137,13,10.384615384615385,26.994135719537358,18,30.666666666666668,43.000000000000014,20,43.0,8,1.5310000000000001,44334,24,10,1.0,407.13744233001864,False,0.20316526788137904,5,6.901000000000001,21500.0,571,0,0.0,5710.000000000001,False,-0.342059053948186,0,0.2,43991,502,261,1.0,13518.155715517401,False,0.012672410610769317,9,2.8100000000000014,36382,394,0,0.0,6585.215227802733,False,-0.20832869173099136,0,0.8390000000000002,68417,50,33,1.0,1873.1543926432896,False,0.029871064065837654,0,0.2,67408,0,12,0.0,323.9296286344483,False,0.0033851803379350703,0,2.5400000000000005,98489,0,5,0.5,215.00000000000006,False,0.012471503974040376,7,2.7090000000000005,96892,3,10,1.0,510.9824071586122,False,-0.002408132883086099,0.5625,477413,0.0,0.0,19,0,0,5,6,5.571428571428571,20,25,35,117.0,72.0,9,19,35,2051,1.8737380160018802,133.654936348903
59,35,0,0,0,10.000000000000002,20,10.0,17.141162595721546,19,23.0,19.05804058039946,11,13.636363636363637,26.270143610160826,8,14.0,43.00000000000002,20,43.0,9,1.6130000000000004,44500,24,10,1.0,411.4116259572155,False,0.20770742666824998,0,6.896000000000002,21400.0,581,0,0.0,5810.000000000001,False,-0.3434097846935192,0,0.2,44051,492,269,1.0,13560.064913222455,False,0.014287787221614784,9,2.891000000000001,35799,413,0,0.0,7079.300152032999,False,-0.2150324239046892,0,0.8390000000000002,68409,50,35,1.0,1872.357055375602,False,0.029746347415993097,0,0.2,67378,0,13,0.1,341.51186693209075,False,0.0030702374961546625,5,2.5900000000000007,98544,0,8,0.8,344.00000000000017,False,0.0136986301369863,0,2.702000000000001,97322,0,3,0.3,129.00000000000006,False,4.620977182641556e-05,0.525,477403,0.0,0.0,16,0,0,16,5,3.973684210526316,13,29,43,132.0,108.0,14,21,43,974,2.369615603995044,136.02455195289804
60,43,0,0,0,10.000000000000002,20,10.0,17.141162595721546,0,,19.16527149356763,1,30.0,26.80247238782952,4,44.0,43.00000000000002,20,43.0,0,1.6040000000000003,44390,25,20,1.0,592.823251914431,False,0.20718620163592993,0,6.896000000000002,21310.0,590,0,0.0,5900.000000000001,False,-0.3446254423643191,0,0.2,44081,482,278,1.0,13589.985846349588,False,0.015184933117326061,0,2.8820000000000006,35799,413,0,0.0,7079.300152032999,False,-0.2150324239046892,0,0.8390000000000002,68555,41,41,1.0,1884.6774991372831,False,0.03200586186285895,0,0.2,67378,0,13,0.0,348.4321410417838,False,0.003121619056768366,3,2.6150000000000007,98864,0,0,0.0,0.0,False,0.01521841818816619,6,2.7620000000000005,97217,0,4,0.4,172.00000000000009,False,-0.0008112382165081843,0.425,477594,0.0,0.0,13,0,0,10,3,2.083333333333333,23,33,53,219.0,134.0,18,25,53,750,2.4103589999722317,138.43491095287027
61,53,0,0,0,10.000000000000002,20,10.0,16.91804008787171,23,14.478260869565217,18.898572172224053,5,14.0,26.80247238782952,0,,43.00000000000002,20,43.0,0,1.604,44330,21,30,1.0,717.5412026361513,False,0.2072499284468777,23,7.126,20991.0,604,0,0.0,6040.000000000001,False,-0.35135208147607855,0,0.2,43778,495,287,1.0,13798.3200569248,False,0.01121740054798763,4,2.9220000000000006,35743,413,0,0.0,6987.150556291016,False,-0.21706923519613872,0,0.8390000000000002,68485,36,51,1.0,2047.2746899793715,False,0.032173641189594794,0,0.2,67378,0,13,0.0,348.4321410417838,False,0.003121619056768366,11,2.7220000000000004,98687,0,0,0.0,0.0,False,0.013400833829660513,5,2.806000000000001,97340,0,0,0.0,0.0,False,-0.00043129120371321187,0.375,476732,0.0,0.0,9,0,0,22,9,9.0,18,40,43,375.0,112.0,25,28,43,402,2.674112905981019,141.1090238588513
62,43,0,0,0,10.000000000000002,20,10.0,16.683808347130483,70,15.857142857142858,19.024505402525342,1,30.0,26.370035748123446,5,16.0,43.00000000000002,20,43.0,0,1.6040000000000003,44625,19,25,1.0,607.0952086782621,False,0.21372741184696575,55,7.653000000000001,19881.0,616,0,0.0,6160.000000000001,False,-0.37971742712807627,0,0.2,43073,540,296,1.0,14640.510106597963,False,0.0055523307053573666,0,2.918000000000001,35368,428,0,0.0,7140.669972571847,False,-0.22302035346132046,0,0.8390000000000002,68535,27,56,1.0,1990.383647763097,False,0.032493716014991264,0,0.2,67378,0,13,0.0,342.8104647256048,False,0.0030798793080514153,11,2.821000000000001,98430,0,5,0.5,215.0000000000001,False,0.011865642521205151,9,2.891000000000001,97213,0,0,0.0,0.0,False,-0.0017354336530364955,0.4375,474503,0.0,0.0,11,0,0,11,12,12.0,19,30,39,232.0,131.0,16,27,39,685,1.9182417740230449,143.02726563287433
63,39,0,0,0,10.0,20,10.0,16.99274259005699,21,21.19047619047619,18.591353169391027,4,10.0,25.548189292862546,8,14.0,43.000000000000014,20,43.0,0,1.6040000000000003,44955,16,19,1.0,482.86210921108284,False,0.22096418009578145,5,7.648000000000002,19701.0,629,0,0.0,6290.0,False,-0.3828241078423427,0,0.2,42628,551,306,1.0,15051.955236955055,False,0.0007777635134695309,4,2.9580000000000015,35312,428,0,0.0,7272.893828544393,False,-0.22281857898289548,0,0.8390000000000002,68607,21,58,1.0,1872.2133955432391,False,0.032685496388162295,0,0.2,67378,0,13,0.0,332.1264608072131,False,0.003000552855626677,7,2.880000000000001,98555,0,0,0.0,0.0,False,0.012045347189418989,8,2.962000000000001,96997,0,8,0.8,344.0000000000001,False,-0.002187262533117003,0.475,474133,0.0,0.0,11,0,0,13,8,8.0,15,28,52,270.0,101.0,15,24,52,927,4.411175824992824,147.43844145786716
64,52,0,0,0,10.0,20,10.0,16.95133651114703,12,16.0,18.30440851784603,5,14.0,26.205007285314647,4,44.0,43.00000000000001,20,43.0,0,1.6040000000000003,45057,15,17,1.0,438.1727206894995,False,0.2231160375055988,0,7.643000000000002,19591.0,640,0,0.0,6400.0,False,-0.38430991166220924,0,0.2,42466,553,315,1.0,15139.977773785806,False,-0.0015765960911323016,4,2.994000000000001,35256,428,0,0.0,7255.172026770929,False,-0.2241128202457255,0,0.8390000000000002,68713,16,64,1.0,1969.9910025456738,False,0.03498552910921611,0,0.2,67378,0,13,0.0,340.6650947090904,False,0.00306395039283866,12,2.9930000000000008,98352,0,0,0.0,0.0,False,0.009960773038138465,0,2.954000000000001,97165,0,4,0.4,172.00000000000003,False,-0.001345217802057875,0.425,473978,0.0,0.0,12,0,0,14,5,5.0,21,35,41,330.0,118.0,20,32,41,942,2.4291817789780907,149.86762323684525
65,41,0,0,0,10.0,20,10.0,16.781763996024864,5,8.0,20.22823135718156,24,26.0,26.205007285314647,0,,43.0,14,43.0,0,1.604,44947,16,27,1.0,613.1076278926713,False,0.22250732944177914,5,7.693000000000001,19446.0,649,0,0.0,6490.0,False,-0.3870113731528757,0,0.2,43006,548,305,1.0,15366.017233762,False,0.011453828531996432,4,3.0300000000000007,35204,428,0,0.0,7182.594990298642,False,-0.2258745386580999,0,0.8390000000000002,68089,30,74,1.0,2546.0174798287308,False,0.029996268894811065,0,0.2,67378,0,13,0.0,340.6650947090904,False,0.00306395039283866,6,3.041000000000001,98284,0,0,0.0,0.0,False,0.009262492041650408,4,2.9940000000000007,97295,0,0,0.0,0.0,False,-0.0008933889219773674,0.375,473649,0.0,0.0,9,0,0,7,7,6.4,23,30,42,228.0,140.0,15,26,42,823,1.9329763819696382,151.80059961881489
66,42,0,0,0,10.0,20,10.0,16.44720738948313,10,8.5,20.34003217992939,1,30.0,25.792158756361513,6,18.833333333333332,42.99999999999999,14,43.0,0,1.6040000000000003,44892,20,27,1.0,644.0745995160445,False,0.22143980602852797,0,7.6880000000000015,19386.0,655,0,0.0,6550.0,False,-0.3878218116000756,0,0.2,42951,548,314,1.0,15399.839753934582,False,0.010693801795216899,0,3.026000000000001,35204,428,0,0.0,7039.404762698779,False,-0.2273031551162449,0,0.8390000000000002,68172,21,78,1.0,2438.929058774715,False,0.030433674814935134,0,0.2,67378,0,13,0.0,335.29806383269965,False,0.003024101332249662,8,3.1150000000000007,98067,0,6,0.6,257.99999999999994,False,0.008358834281489392,6,3.0500000000000007,97227,0,0,0.0,0.0,False,-0.0015916699184654248,0.45,473277,0.0,0.0,12,0,0,6,5,5.0,28,34,41,264.0,101.0,18,24,41,428,2.1609550819848664,153.96155470079975
67,41,0,0,0,10.000000000000002,20,10.0,17.0607512431869,38,20.657894736842106,20.020405097062934,7,16.428571428571427,25.854879231031024,21,26.142857142857142,42.99999999999999,20,43.0,1,1.6140000000000003,45513,16,10,1.0,330.60751243186905,False,0.23398178556382032,10,7.788000000000002,19121.0,669,0,0.0,6690.000000000001,False,-0.39308966150687524,0,0.2,42226,576,322,1.0,16273.563157329918,False,0.004944259775814805,5,3.076000000000001,35139,428,0,0.0,7302.001532083993,False,-0.22598023014981555,0,0.8390000000000002,68636,17,67,1.0,2072.6237951291487,False,0.03460413854005788,0,0.2,67348,0,14,0.1,361.96830923443434,False,0.00277663500664088,4,3.147000000000001,97848,5,10,1.0,559.274396155155,False,0.007656827730767216,10,3.1440000000000006,96961,0,6,0.6,257.99999999999994,False,-0.0029985007496251873,0.5875,472792,0.0,0.0,16,0,0,9,9,7.738095238095238,22,31,32,258.0,135.0,16,25,32,1374,2.131384714972228,156.09293941577198
68,32,0,0,0,10.0,20,10.0,17.350910456901694,51,18.686274509803923,22.695722898655532,37,28.27027027027027,27.42346252166702,10,44.0,42.99999999999999,0,,26,1.8730000000000004,45529,21,10,1.0,383.5091045690169,False,0.23512857747209417,15,7.928000000000001,18851.0,674,0,0.0,6740.0,False,-0.399708242159008,0,0.2,42540,605,300,1.0,17306.017696022183,False,0.021510702344828762,5,3.1210000000000013,34798,440,0,0.0,7634.400601036746,False,-0.2294682170903248,0,0.8390000000000002,68030,44,67,1.0,2835.9837964925337,False,0.031273082151499355,0,0.2,67348,0,14,0.0,383.92847530333825,False,0.0029396845601804412,0,3.1430000000000007,97628,0,20,1.0,859.9999999999999,False,0.006941734612145982,0,3.1340000000000003,96741,0,11,0.5,472.99999999999994,False,-0.004153745045285576,0.5625,471465,0.0,0.0,12,0,0,10,7,6.166666666666667,19,29,22,210.0,51.0,15,17,22,1631,1.8984119559754618,157.99135137174744
69,22,0,0,0,10.0,20,10.0,17.019589314406694,10,8.5,21.215352018188643,14,10.357142857142858,27.42346252166702,0,,42.99999999999999,0,,0,1.8470000000000002,45459,18,20,1.0,520.3917862881339,False,0.23508647089564438,10,8.013000000000002,18596.0,687,0,0.0,6870.0,False,-0.4048410189912743,0,0.2,42455,605,310,1.0,16873.61066085453,False,0.015500455560755496,14,3.2560000000000016,34542,440,0,0.0,7488.619298338946,False,-0.23603093586412302,0,0.8390000000000002,67885,48,77,1.0,3129.943511041415,False,0.03130248218824363,0,0.2,67348,0,14,0.0,383.92847530333825,False,0.0029396845601804412,0,3.1430000000000007,97628,0,20,0.0,859.9999999999999,False,0.006941734612145982,0,3.1340000000000012,96741,0,11,0.0,472.99999999999994,False,-0.004153745045285576,0.375,470654,0.0,0.0,8,0,0,6,5,5.0,20,26,26,138.0,63.0,11,11,26,200,1.8831477560452186,159.87449912779266
70,26,0,0,0,10.0,20,10.0,16.83583551786957,5,8.0,21.215352018188643,0,,25.663558845964207,35,20.428571428571427,42.99999999999999,0,,0,1.8470000000000002,45369,17,30,1.0,675.0750655360871,False,0.23474451016473633,5,8.053,18431.0,698,0,0.0,6980.0,False,-0.40781262663100737,0,0.2,42415,600,320,1.0,16890.413956542106,False,0.014869938706396354,0,3.242000000000002,34542,440,0,0.0,7407.76762786261,False,-0.23683759724770412,0,0.8390000000000002,68600,38,52,1.0,2140.6884366813074,False,0.03457491934217366,0,0.2,67348,0,14,0.0,359.2898238434989,False,0.0027567478233753552,0,3.1430000000000002,97273,10,30,1.0,1546.635588459642,False,0.006821771931463933,0,3.1340000000000003,96381,5,21,1.0,1031.317794229821,False,-0.004983889249400119,0.625,470359,0.0,0.0,14,0,0,9,1,1.0,18,27,21,222.0,81.0,14,12,21,915,1.7653005990432575,161.63979972683592
71,21,0,0,0,10.0,20,10.0,16.696384600000165,27,15.555555555555555,21.215352018188643,0,,25.21564781795095,5,14.0,42.99999999999999,0,,0,1.8470000000000004,45679,14,18,1.0,440.53492280000296,False,0.2399510349677175,5,8.098000000000003,18246.0,711,0,0.0,7110.0,False,-0.41105438041980713,0,0.2,42295,605,330,1.0,17102.37884900235,False,0.014590230958818298,0,3.2420000000000013,34242,452,0,0.0,7546.765839200075,False,-0.24143703642422354,0,0.8390000000000002,68670,28,57,1.0,2031.321782132486,False,0.034802365404446665,0,0.2,67348,0,14,0.0,353.01906945131327,False,0.002710188808257216,0,3.1430000000000007,97273,0,40,1.0,1719.9999999999998,False,0.007711897475919574,0,3.1340000000000003,96311,0,31,1.0,1332.9999999999998,False,-0.004153745045285576,0.625,470064,0.0,0.0,11,0,0,7,1,1.0,17,24,23,165.0,33.0,10,11,23,650,1.6134556329925545,163.25325535982847
72,23,0,0,0,10.0,20,10.0,16.344751812585177,10,8.5,21.37952289003409,2,30.0,25.21564781795095,0,,42.99999999999999,0,,0,1.8470000000000002,45634,13,23,1.0,505.92929168945903,False,0.23961867914322424,5,8.143,18081.0,722,0,0.0,7220.0,False,-0.4140259880595402,0,0.2,42270,605,338,1.0,17114.853583445554,False,0.01421583940382674,0,3.2420000000000013,34242,452,0,0.0,7387.8278192885,False,-0.24302276943740891,0,0.8390000000000002,68610,20,67,1.0,2117.038861603395,False,0.03454782202491305,0,0.2,67348,0,14,0.0,353.01906945131327,False,0.002710188808257216,0,3.1430000000000007,97273,0,40,0.0,1719.9999999999998,False,0.007711897475919574,0,3.1340000000000003,96311,0,31,0.0,1332.9999999999998,False,-0.004153745045285576,0.375,469769,0.0,0.0,10,0,0,4,1,1.0,20,24,24,162.0,57.0,9,14,24,305,1.5508778330404311,164.8041331928689
73,24,0,0,0,10.0,20,10.0,16.886223322845233,14,25.0,21.554884619288906,2,30.0,24.756665632032465,5,14.0,42.99999999999999,0,,0,1.8470000000000002,45864,15,19,1.0,470.83824313405944,False,0.24535805499005942,0,8.138000000000002,18001.0,730,0,0.0,7300.0,False,-0.4151065726558068,0,0.2,42330,595,346,1.0,17505.292955366876,False,0.01930851995776594,0,3.2420000000000013,33892,466,0,0.0,7868.980068445879,False,-0.24520622499804576,0,0.8390000000000002,68650,11,72,1.0,2019.5836563185155,False,0.034418220845226714,0,0.2,67318,0,15,0.1,371.34998448048697,False,0.0024008047316717318,0,3.1430000000000002,97203,0,45,0.5,1934.9999999999998,False,0.008096978907806371,0,3.1340000000000003,96311,0,31,0.0,1332.9999999999998,False,-0.004153745045285576,0.45,469569,0.0,0.0,12,0,0,6,0,0.0,21,27,23,138.0,69.0,11,13,23,680,1.8543043790268712,166.65843757189577
74,23,0,0,0,10.0,20,10.0,17.48148050617452,48,19.979166666666668,22.119661587445883,42,23.30952380952381,24.756665632032465,0,,42.99999999999999,0,,19,2.0370000000000004,46241,13,10,1.0,304.81480506174523,False,0.25330003518736993,10,8.238,17756.0,742,0,0.0,7420.0,False,-0.4201042764135397,0,0.2,42810,607,327,1.0,17844.38800634274,False,0.032269659845782055,13,3.372000000000001,33080,492,0,0.0,8600.888409037863,False,-0.25410667056731645,0,0.8390000000000002,67671,43,82,1.0,2981.192030086835,False,0.027020225342927313,0,0.2,67318,0,15,0.0,371.34998448048697,False,0.0024008047316717318,0,3.1430000000000007,97203,0,45,0.0,1934.9999999999998,False,0.008096978907806371,0,3.1340000000000003,96311,0,31,0.0,1332.9999999999998,False,-0.004153745045285576,0.375,468390,0.0,0.0,10,0,0,10,6,5.416666666666667,18,28,31,186.0,33.0,12,11,31,1317,1.7399369420018047,168.39837451389758
75,31,0,0,0,10.0,20,10.0,17.27488192842839,5,8.0,21.276315805365442,11,12.272727272727273,23.859989887356505,10,14.0,42.99999999999999,0,,0,2.0180000000000007,46161,11,20,1.0,455.49763856856777,False,0.2531741853549528,5,8.278000000000002,17581.0,754,0,0.0,7540.0,False,-0.42321095712780615,0,0.2,42800,602,336,1.0,17548.32103151668,False,0.029116242956367153,10,3.459000000000001,32920,492,0,0.0,8499.241908786767,False,-0.25831345995423766,0,0.8390000000000002,67676,44,82,1.0,2892.677066199313,False,0.026437268466924853,0,0.2,67318,0,15,0.0,357.8998483103476,False,0.0023009403367165743,0,3.1430000000000007,97133,0,50,0.5,2149.9999999999995,False,0.008482060339693167,0,3.1340000000000003,96241,0,36,0.5,1547.9999999999998,False,-0.00376866361339878,0.5,467830,0.0,0.0,10,0,0,11,3,3.0,19,30,38,232.0,120.0,16,15,38,370,1.95394778001355,170.35232229391113
76,38,0,0,0,10.0,20,10.0,16.754391344424526,55,14.8,21.424686941114917,2,30.0,23.712080294887087,14,22.571428571428573,42.99999999999999,0,,0,2.0180000000000007,46357,13,13,1.0,347.80708747751885,False,0.2570144404932533,38,8.653,16932.0,762,0,0.0,7620.0,False,-0.43966285760596485,0,0.2,42322,635,344,1.0,18009.130811453106,False,0.024175703995341698,0,3.4490000000000016,32644,504,0,0.0,8444.213237589962,False,-0.26436981704489704,0,0.8390000000000002,67962,35,78,1.0,2599.406305940215,False,0.028506773677201527,0,0.2,67288,0,16,0.1,379.3932847181934,False,0.002015037307461806,0,3.1430000000000007,96957,0,54,0.4,2321.9999999999995,False,0.007557864903164856,0,3.1340000000000003,96101,0,46,1.0,1977.9999999999998,False,-0.0029985007496251873,0.5625,466563,0.0,0.0,14,0,0,16,4,4.0,17,33,46,264.0,74.0,18,20,46,892,2.1590678020147607,172.5113900959259
77,46,0,0,0,10.0,20,10.0,16.247137243635294,38,13.105263157894736,21.424686941114917,0,,25.40496597343428,35,30.714285714285715,42.99999999999999,0,,0,2.0180000000000007,46277,11,23,1.0,483.68415660361177,False,0.2566886046492641,38,8.995000000000001,16243.0,774,0,0.0,7740.0,False,-0.4566550503822568,0,0.2,41824,663,354,1.0,18356.19116968488,False,0.017701198939288475,0,3.4490000000000016,32644,504,0,0.0,8188.557170792188,False,-0.2669205111165101,0,0.8390000000000002,69037,25,53,1.0,1882.0803701198897,False,0.03914407331323609,0,0.2,67288,0,16,0.0,406.4794555749485,False,0.002216146354243559,0,3.1430000000000007,95882,25,64,1.0,3387.1241493358566,False,0.001987657623256189,0,3.1340000000000012,96101,0,46,0.0,1977.9999999999998,False,-0.0029985007496251873,0.5,465296,0.0,0.0,10,0,0,17,4,4.0,18,35,52,318.0,85.0,21,25,52,1275,2.284676660958212,174.7960667568841
78,52,0,0,0,10.0,20,10.0,16.15254994479753,28,15.321428571428573,20.688743587636743,10,12.9,25.40496597343428,0,,42.99999999999999,0,,0,2.0180000000000007,46476,11,20,1.0,433.0509988959506,False,0.2613805953871998,15,9.107000000000001,15928.0,784,0,0.0,7840.0,False,-0.4638139233325229,0,0.2,41724,668,363,1.0,18299.917285436888,False,0.015144340870366963,9,3.539000000000002,32208,517,0,0.0,8350.868321460324,False,-0.2740011142226846,0,0.8390000000000002,68908,25,63,1.0,2117.7314460172784,False,0.03897813731413738,0,0.2,67288,0,16,0.0,406.4794555749485,False,0.002216146354243559,0,3.1430000000000002,95882,15,74,1.0,3563.074489601514,False,0.0028910604095290166,0,3.1340000000000003,96101,0,46,0.0,1977.9999999999998,False,-0.0029985007496251873,0.5,464515,0.0,0.0,10,0,0,18,5,5.0,16,34,56,297.0,107.0,19,33,56,529,2.4198208990273997,177.2158876559115
