index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
53,10,0,0,0,10.000000000000002,20,10.0,14.489646398592397,29,9.517241379310345,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,3.3140000000000005,30293,7,10,1.0,214.89646398592396,False,0.059322887727122554,0,0.2,24138,19,466,1.0,6942.175221744057,False,-0.03794384239765734,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,33712,432,259,1.0,12026.281243417023,False,-0.061536956727887795,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,11,4.720000000000001,44304,1463,0,0.0,17258.649075364323,False,-0.2123134397154483,9,4.7,43769,1489,0,0.0,17565.36464334756,False,-0.21799255484778823,0.375,218735,0.0,0.2,10,0,0,3,28,28.0,10,13,13,71.0,18.0,4,6,13,476,1.3049583549727686,278.2296955079073
54,13,0,0,0,10.000000000000002,20,10.0,14.317654303117175,5,7.0,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,3.3140000000000005,30208,9,15,1.0,304.76481454675763,False,0.05792676866936304,0,0.2,24058,17,476,1.0,6985.203448283775,False,-0.03998182019158518,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,33677,427,269,1.0,12103.046981220818,False,-0.06145704014622233,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,11,4.819000000000002,44176,1463,0,0.0,17258.649075364323,False,-0.2142181732759608,9,4.781000000000001,43685,1489,0,0.0,17565.36464334756,False,-0.21924253624687456,0.375,218323,0.0,0.2,6,0,0,6,16,16.0,10,16,16,125.0,32.0,7,6,16,235,1.3693486109841615,279.59904411889147
55,16,0,0,0,10.000000000000002,20,10.0,14.770359427695901,51,16.50980392156863,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,28,3.5940000000000007,30290,7,10,1.0,217.703594276959,False,0.059267258942730466,0,0.2,24050,19,478,1.0,7250.231806438641,False,-0.03564304469930584,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,32835,468,279,1.0,13124.59140051614,False,-0.06928193479191906,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,13,4.9380000000000015,44008,1463,0,0.0,17258.649075364323,False,-0.21671813607413346,7,4.842000000000001,43622,1489,0,0.0,17565.36464334756,False,-0.2201800222961893,0.375,217324,0.0,0.2,8,0,0,7,24,23.416666666666668,10,17,9,129.0,39.0,8,8,9,480,1.312055819958914,280.9110999388504
56,9,0,0,0,10.000000000000002,20,10.0,14.770359427695901,0,,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,3.566000000000001,30190,7,20,1.0,365.407188553918,False,0.05835610824018949,0,0.2,23950,19,488,1.0,7397.9354007156,False,-0.036554195401846824,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,32835,458,289,1.0,13199.542400803857,False,-0.06839661704696606,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000005,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,13,5.0550000000000015,43849,1463,0,0.0,17258.649075364323,False,-0.21908417229383256,7,4.905000000000001,43564,1489,0,0.0,17565.36464334756,False,-0.22104310469079652,0.375,216907,0.0,0.2,4,0,0,3,33,33.0,10,13,9,57.0,15.0,4,5,9,200,1.0035134170320816,281.91461335588247
57,9,0,0,0,10.000000000000002,20,10.0,14.560786058070509,26,12.76923076923077,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,3.566000000000001,30234,9,16,1.0,322.97257692912814,False,0.05914998565978684,0,0.2,24038,17,486,1.0,7246.542024222267,False,-0.036125478705445184,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,32503,474,299,1.0,13559.184969009231,False,-0.071991672938705,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,9,5.1320000000000014,43763,1463,0,0.0,17258.649075364323,False,-0.2203639151548019,11,5.008000000000001,43440,1489,0,0.0,17565.36464334756,False,-0.222888315327543,0.375,216497,0.0,0.2,9,0,0,5,19,19.0,10,15,10,90.0,12.0,5,4,10,532,0.9672261759988032,282.88183953188127
58,10,0,0,0,10.000000000000002,20,10.0,14.855817014104497,48,16.229166666666668,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,32,3.886000000000001,30318,11,10,1.0,258.55817014104497,False,0.060954738485975477,0,0.2,23958,15,496,1.0,7518.4852389958305,False,-0.03417511256889274,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,31724,512,309,1.0,14486.205283269988,False,-0.07944477577049393,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000005,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,3,5.153000000000001,43745,1463,0,0.0,17258.649075364323,False,-0.22063176831174897,17,5.167000000000002,43181,1489,0,0.0,17565.36464334756,False,-0.2267424246413925,0.375,215445,0.0,0.2,6,0,0,6,19,18.083333333333332,10,16,8,94.0,12.0,6,4,8,305,1.0491182269761339,283.9309577588574
59,8,0,0,0,10.000000000000002,20,10.0,14.855817014104497,0,,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,3.8540000000000005,30218,11,20,1.0,407.11634028208994,False,0.06005847690225955,0,0.2,23858,15,506,1.0,7667.043409136875,False,-0.03507137415260866,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,31724,502,319,1.0,14560.30170769362,False,-0.07856955223607816,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,7,5.2200000000000015,43682,1463,0,0.0,17258.649075364323,False,-0.2215692543610637,13,5.280000000000001,43008,1489,0,0.0,17565.36464334756,False,-0.22931679109427267,0.375,215009,0.0,0.2,4,0,0,1,23,23.0,10,11,6,37.0,18.0,2,6,6,200,0.9012815349851735,284.8322392938426
60,6,0,0,0,10.000000000000002,20,10.0,14.855817014104497,0,,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,3.8540000000000005,30078,15,30,1.0,595.674510423135,False,0.05846530264170217,0,0.2,23798,11,516,1.0,7775.601579277921,False,-0.03527072305948286,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,31724,492,329,1.0,14634.39813211725,False,-0.07769432870166257,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,6,5.2730000000000015,43631,1463,0,0.0,17258.649075364323,False,-0.2223281716390804,14,5.407000000000001,42832,1489,0,0.0,17565.36464334756,False,-0.23193579973997733,0.375,214582,0.0,0.2,5,0,0,4,20,20.0,9,13,5,57.0,6.0,4,2,5,200,0.9757952389772981,285.8080345328199
61,5,0,0,0,10.000000000000002,20,10.0,15.616415643440648,36,20.77777777777778,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,6,3.9140000000000006,30624,15,10,1.0,306.16415643440655,False,0.07244693282518659,0,0.2,23698,11,526,1.0,8324.234628449782,False,-0.02919655327113765,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,30976,518,339,1.0,15637.294059044769,False,-0.08351885118066656,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,9,5.357000000000002,43542,1463,0,0.0,17258.649075364323,False,-0.22365255669287423,11,5.503000000000002,42702,1489,0,0.0,17565.36464334756,False,-0.23387029476237284,0.375,214061,0.0,0.2,6,0,0,3,27,26.5,10,13,10,39.0,6.0,3,2,10,708,1.0624549420317635,286.87048947485164
62,10,0,0,0,10.000000000000002,20,10.0,15.736612426717947,24,17.0,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,2,3.9280000000000004,30710,17,10,1.0,327.36612426717954,False,0.07581305533952158,0,0.2,23786,9,524,1.0,8335.984911600204,False,-0.02592541446093455,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,30568,532,349,1.0,16142.523161321138,False,-0.08718966263499721,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,7,5.418000000000002,43485,1463,0,0.0,17258.649075364323,False,-0.22450075835653996,13,5.622000000000002,42536,1489,0,0.0,17565.36464334756,False,-0.23634049609866248,0.375,213604,0.0,0.2,6,0,0,3,6,5.166666666666667,9,12,9,57.0,33.0,4,6,9,368,1.0387056170147844,287.9091950918664
63,9,0,0,0,10.0,20,10.0,15.8551107346266,17,17.58823529411765,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,7,3.9960000000000013,30775,18,10,1.0,338.551107346266,False,0.07827289545170865,0,0.2,23696,8,534,1.0,8546.629132290604,False,-0.02539150581415772,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,30269,539,359,1.0,16539.2046308356,False,-0.08956762779546902,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,15,5.561000000000002,43275,1463,0,0.0,17258.649075364323,False,-0.22762571185425579,5,5.659000000000001,42506,1489,0,0.0,17565.36464334756,False,-0.2367869180269076,0.375,213040,0.0,0.2,5,0,0,2,6,5.166666666666667,10,12,13,54.0,33.0,3,6,13,200,0.9687366670113988,288.8779317588778
64,13,0,0,0,10.0,20,10.0,15.596102535015891,20,12.5,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,5,4.039000000000001,30835,17,10,1.0,325.96102535015893,False,0.08014427878859431,0,0.2,23601,9,539,1.0,8496.299266373566,False,-0.02957872906868834,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,30019,549,369,1.0,16778.214831160265,False,-0.09265042722466023,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000005,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,9,5.636000000000002,43186,1463,0,0.0,17258.649075364323,False,-0.22895009690804963,11,5.764000000000001,42384,1489,0,0.0,17565.36464334756,False,-0.23860236720177105,0.375,212544,0.0,0.2,7,0,0,2,6,6.0,13,15,12,75.0,25.0,5,8,12,415,1.0862970339949243,289.96422879287275
65,12,0,0,0,10.0,20,10.0,14.9153432511775,15,4.333333333333333,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.034000000000001,30770,17,15,1.0,393.7301487676625,False,0.0790600416190616,0,0.2,23531,9,539,1.0,8129.370012384673,False,-0.038410864652856085,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,29954,554,379,1.0,16701.709295153552,False,-0.09508966105417482,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,13,5.7570000000000014,43040,1463,0,0.0,17258.649075364323,False,-0.23112268362550917,7,5.823,42322,1489,0,0.0,17565.36464334756,False,-0.2395249725201443,0.375,212136,0.0,0.2,7,0,0,7,5,5.0,9,16,16,120.0,12.0,8,4,16,265,1.1048726289882325,291.069101421861
66,16,0,0,0,10.0,20,10.0,14.230082105644481,35,9.857142857142858,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,10,4.134,30765,19,10,1.0,332.3008210564448,False,0.07781554151955614,0,0.2,23491,7,539,1.0,7740.014254942375,False,-0.046588364085609166,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,29609,579,389,1.0,16900.481267734045,False,-0.1008920237687922,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000005,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,12,5.8640000000000025,42913,1463,0,0.0,17258.649075364323,False,-0.23301253645508016,8,5.896000000000001,42254,1489,0,0.0,17565.36464334756,False,-0.24053686222416656,0.375,211551,0.0,0.2,9,0,0,6,6,6.0,12,18,17,148.0,20.0,9,7,17,475,1.1334502120153047,292.2025516338763
67,17,0,0,0,10.000000000000002,20,10.0,14.230082105644481,0,,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.1240000000000006,30685,17,20,1.0,454.60164211288964,False,0.07715871562674904,0,0.2,23371,9,549,1.0,7902.31507599882,False,-0.047942102655257855,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,29609,569,399,1.0,16980.83504124228,False,-0.0999428887167225,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,13,5.982000000000002,42745,1463,0,0.0,17258.649075364323,False,-0.23551249925325282,7,5.958000000000001,42192,1489,0,0.0,17565.36464334756,False,-0.2414594675425398,0.375,211121,0.0,0.2,5,0,0,4,5,5.0,14,18,12,129.0,27.0,8,9,12,200,1.0934772059554234,293.2960288398317
68,12,0,0,0,10.0,20,10.0,14.872362576843077,34,19.264705882352942,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.1240000000000006,30856,18,13,1.0,373.34071349896,False,0.08170152473167051,0,0.2,23655,8,542,1.0,8140.820516648948,False,-0.03389050601698812,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,28954,593,409,1.0,17925.88392576319,False,-0.10425367439448155,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,12,6.089000000000001,42603,1463,0,0.0,17258.649075364323,False,-0.23762556304694635,8,6.0310000000000015,42120,1489,0,0.0,17565.36464334756,False,-0.2425308801703281,0.375,210707,0.0,0.2,9,0,0,3,5,5.0,12,15,11,93.0,18.0,6,6,11,855,1.0524083070340566,294.34843714686576
69,11,0,0,0,10.0,20,10.0,14.703309419961984,15,12.0,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,2,4.144,30902,18,10,1.0,327.0330941996199,False,0.08249761471530458,0,0.2,23555,8,552,1.0,8196.226799819015,False,-0.03640973587324876,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,28774,598,419,1.0,18121.806545397187,False,-0.10619174881411317,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,6,6.137000000000001,42552,1463,0,0.0,17258.649075364323,False,-0.23838448032496307,14,6.163000000000001,41938,1489,0,0.0,17565.36464334756,False,-0.2452391732016818,0.375,210240,0.0,0.2,6,0,0,4,6,5.4,12,16,13,63.0,15.0,6,5,13,340,1.1691410960047506,295.5175782428705
70,13,0,0,0,10.0,20,10.0,14.822185962748222,24,15.95833333333333,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.142,30877,18,10,1.0,328.2218596274822,False,0.08164718551166429,0,0.2,23763,8,548,1.0,8202.557907586026,False,-0.02905153830256412,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,28391,612,429,1.0,18623.059916026512,False,-0.10931892374171377,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,11,6.241000000000001,42424,1463,0,0.0,17258.649075364323,False,-0.24028921388547556,9,6.2390000000000025,41849,1489,0,0.0,17565.36464334756,False,-0.24656355825547563,0.375,209823,0.0,0.2,7,0,0,4,5,5.0,12,16,17,93.0,36.0,6,7,17,583,1.0996777639957145,296.6172560068662
71,17,0,0,0,10.0,20,10.0,15.098578845624884,20,18.25,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.142000000000001,30822,17,15,1.0,396.47868268437327,False,0.08091990178208186,0,0.2,23983,9,543,1.0,8288.528313174313,False,-0.019887652220114422,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,28026,622,439,1.0,19165.852743367952,False,-0.11153020619692942,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,13,6.360000000000002,42273,1463,0,0.0,17258.649075364323,False,-0.24253620425764263,7,6.300000000000002,41787,1489,0,0.0,17565.36464334756,False,-0.24748616357384887,0.375,209410,0.0,0.2,7,0,0,3,5,5.0,11,14,19,72.0,68.0,4,13,19,565,1.0879220250062644,297.7051780318725
72,19,0,0,0,10.0,20,10.0,15.074758613647719,31,14.903225806451612,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.142,30822,18,10,1.0,330.7475861364772,False,0.07977468092090878,0,0.2,24245,8,537,1.0,8175.145375528825,False,-0.01273354631805659,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,27564,643,449,1.0,19690.261084529433,False,-0.1162501643688941,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000005,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,10,6.447000000000002,42187,1463,0,0.0,17258.649075364323,False,-0.24381594711861196,10,6.393000000000001,41694,1489,0,0.0,17565.36464334756,False,-0.24887007155140872,0.375,209031,0.0,0.2,9,0,0,4,4,4.0,12,16,15,111.0,81.0,7,12,15,662,1.0615144449984655,298.76669247687096
73,15,0,0,0,10.0,20,10.0,14.844305390899372,21,12.333333333333334,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,11,4.252000000000002,30764,19,10,1.0,338.4430539089937,False,0.07788771088419046,0,0.2,24155,7,547,1.0,8189.835048821957,False,-0.015613717875427582,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,27305,654,459,1.0,19928.021616166814,False,-0.1195603399933049,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,10,6.537000000000002,42094,1463,0,0.0,17258.649075364323,False,-0.24519985509617181,10,6.4830000000000005,41594,1489,0,0.0,17565.36464334756,False,-0.2503581446455591,0.375,208431,0.0,0.2,5,0,0,5,6,5.375,11,16,13,126.0,39.0,7,8,13,200,1.0224072270211764,299.78909970389213
74,13,0,0,0,10.0,20,10.0,15.094307630134098,19,18.05263157894737,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.2410000000000005,30669,22,15,1.0,446.4146144520115,False,0.07645854440121284,0,0.2,24393,4,543,1.0,8236.209043162815,False,-0.006512491407714533,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,26962,663,469,1.0,20450.02644386221,False,-0.12149744337512154,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000005,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,9,6.617000000000002,42005,1463,0,0.0,17258.649075364323,False,-0.24652424014996566,11,6.583000000000002,41470,1489,0,0.0,17565.36464334756,False,-0.2522033552823056,0.375,208018,0.0,0.2,7,0,0,6,5,5.0,10,16,15,79.0,36.0,6,7,15,543,1.0929181390092708,300.8820178429014
75,15,0,0,0,10.0,20,10.0,14.913991387301975,5,7.0,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.241000000000001,30579,21,25,1.0,582.8497846825494,False,0.07569952234794321,0,0.2,24318,5,548,1.0,8222.867280241482,False,-0.009358365038652863,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,26927,658,479,1.0,20478.561412492676,False,-0.12198722640570896,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,10,6.708000000000001,41905,1463,0,0.0,17258.649075364323,False,-0.24801231324411604,10,6.6720000000000015,41370,1489,0,0.0,17565.36464334756,False,-0.253691428376456,0.375,207618,0.0,0.2,6,0,0,7,4,4.0,11,18,7,101.0,21.0,8,7,7,235,1.0517106740153395,301.93372851691674
76,7,0,0,0,10.0,20,10.0,14.913991387301975,0,,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.241000000000001,30499,19,35,1.0,711.9896985555691,False,0.07516185271718531,0,0.2,24198,7,558,1.0,8392.007194114502,False,-0.010592947346252357,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,26927,648,489,1.0,20552.076093184332,False,-0.1211188744013191,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,10,6.798000000000002,41803,1463,0,0.0,17258.649075364323,False,-0.24953014780014943,10,6.7620000000000005,41270,1489,0,0.0,17565.36464334756,False,-0.25517950147060636,0.375,207216,0.0,0.2,5,0,0,2,4,4.0,10,12,14,36.0,30.0,2,5,14,200,0.8843384850188158,302.81806700193556
77,14,0,0,0,10.0,20,10.0,14.913991387301975,0,,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.241000000000001,30359,23,45,1.0,901.1296124285889,False,0.07357881407116501,0,0.2,24138,3,568,1.0,8501.147107987521,False,-0.010782160638589463,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,26927,638,499,1.0,20625.59077387599,False,-0.12025052239692907,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,10,6.888000000000003,41701,1463,0,0.0,17258.649075364323,False,-0.2510479823561828,10,6.852000000000002,41170,1489,0,0.0,17565.36464334756,False,-0.25666757456475675,0.375,206814,0.0,0.2,5,0,0,7,4,4.0,12,19,14,117.0,30.0,9,5,14,200,1.1678617249708623,303.9859287269064
78,14,0,0,0,10.0,20,10.0,15.342442159903616,13,22.0,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.2410000000000005,30545,23,42,1.0,874.3825707159518,False,0.0795940931548531,0,0.2,24038,3,578,1.0,8897.93156842429,False,-0.007353621011494004,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,26641,641,509,1.0,21167.624287840223,False,-0.1206044851424495,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,10,6.978000000000001,41599,1463,0,0.0,17258.649075364323,False,-0.25256581691221625,10,6.942000000000002,41068,1489,0,0.0,17565.36464334756,False,-0.25818540912079013,0.375,206410,0.0,0.2,5,0,0,4,4,4.0,12,16,14,93.0,24.0,6,8,14,486,1.0450983100454323,305.03102703695185
79,14,0,0,0,10.0,20,10.0,15.756121495704686,33,18.181818181818183,22.265459456467593,0,,11.796752614739797,0,,32.0,20,32.0,0,4.241000000000001,30745,25,36,1.0,817.2203738453687,False,0.08556729343238846,0,0.2,24238,1,571,1.0,9006.745374047376,False,0.0015113487707744794,0,0.2,42519,0,0,0.0,0.0,False,0.00446491849751949,0,0.2,26041,664,519,1.0,22017.838131054592,False,-0.12473614303030243,0,13.736000000000002,-36548.22222222222,70,0,0.0,1558.5821619527314,True,-1.69891225020997,0,13.232000000000003,-46775.88888888889,163,0,0.0,3629.2698914042176,True,-1.878526983140935,11,7.078000000000001,41468,1463,0,0.0,17258.649075364323,False,-0.2545151926655532,9,7.022000000000002,40982,1489,0,0.0,17565.36464334756,False,-0.25946515198175946,0.375,205993,0.0,0.2,8,0,0,1,5,5.0,12,13,14,72.0,45.0,4,10,14,800,0.9715361130074598,306.0025631499593
