index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
53,22,0,0,0,10.000000000000002,20,10.0,20.901004121408477,45,19.133333333333333,27.077969256999292,4,15.0,52.685990677522675,2,23.0,56.00000000000001,12,56.0,0,1.0100000000000002,48049,8,11,1.0,309.91104533549327,False,0.2332477683799664,21,5.882000000000001,26188,545,0,0.0,5450.000000000001,False,-0.26029114539360915,0,0.5150000000000001,58339,43,77,1.0,2983.74681000951,False,-0.0060326044953856375,0,0.2,52185,179,359,1.0,13462.270700994863,False,-0.02122910339074605,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94086,120,130,1.0,10098.535098917862,False,0.08542659881377963,0,2.9990000000000006,121928,0,2,0.2,112.00000000000001,False,-0.04852384852384852,12,4.280000000000001,107648,184,0,0.0,9694.222284664173,False,-0.12253725562706537,0.525,600016,0.0,0.0,15,0,0,8,6,6.0,23,31,28,123.0,46.0,10,12,28,978,1.6152420589933172,123.3882933332352
54,28,0,0,0,10.000000000000002,20,10.0,21.297882284395545,14,27.642857142857142,27.077969256999292,0,,58.83297456121027,20,88.0,56.000000000000014,11,56.0,2,1.0300000000000002,48290,7,10,1.0,282.97882284395547,False,0.23906898486509526,1,5.871,26065,556,0,0.0,5560.000000000001,False,-0.26203085424821554,0,0.5150000000000001,57962,46,87,1.0,3335.4859104411335,False,-0.009373974894166115,0,0.2,52175,170,369,1.0,13612.410644179981,False,-0.020148099111373382,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,95846,110,120,1.0,10038.533565615155,False,0.10436826538937273,0,2.999000000000001,121928,0,2,0.0,112.00000000000003,False,-0.04852384852384852,11,4.378000000000001,105644,204,0,0.0,12001.926810486895,False,-0.12916841460751577,0.5,599503,0.0,0.0,12,0,0,16,7,6.666666666666666,23,39,22,174.0,72.0,14,14,22,2250,1.5994545940193348,124.98774792725453
55,22,0,0,0,10.000000000000002,20,10.0,21.56832421751318,9,28.0,28.08879153360712,10,41.0,58.45666866693797,2,39.0,56.000000000000014,6,56.0,0,1.0280000000000002,48432,8,11,1.0,317.251566392645,False,0.24314032243959174,0,5.870000000000001,25975,565,0,0.0,5650.000000000001,False,-0.26318213216670505,0,0.5150000000000001,57999,42,92,1.0,3490.0384382274087,False,-0.007475508869427136,0,0.2,52296,163,374,1.0,14020.844881023713,False,-0.014745282910059833,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,95514,110,128,1.0,10572.220658064844,False,0.10365487095608843,0,2.9990000000000006,121928,0,2,0.0,112.00000000000003,False,-0.04852384852384852,6,4.427000000000001,105465,206,0,0.0,12042.073745389222,False,-0.13040804280102478,0.5,599202,0.0,0.0,19,0,0,11,4,4.0,20,31,33,146.0,96.0,10,12,33,940,1.3640261859982274,126.35177411325276
56,33,0,0,0,10.000000000000002,20,10.0,22.241681571077056,20,29.0,28.07645567387066,20,28.0,58.45666866693797,0,,56.00000000000002,8,56.0,9,1.1180000000000003,48685,10,10,1.0,322.41681571077055,False,0.24967913648669332,0,5.870000000000001,25895,573,0,0.0,5730.000000000001,False,-0.2642054903164735,0,0.5150000000000001,58269,42,82,1.0,3236.4199912426307,False,-0.005096687450222393,0,0.2,52006,163,384,1.0,14406.753074851893,False,-0.016357501787122544,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94954,120,138,1.0,11436.19495690192,False,0.10225326528692762,0,2.9990000000000006,121928,0,2,0.0,112.00000000000004,False,-0.04852384852384852,8,4.501000000000001,105313,206,0,0.0,12042.073745389222,False,-0.13159364398662596,0.5,598643,0.0,0.0,13,0,0,13,6,5.9,26,39,29,266.0,126.0,16,17,29,1050,1.813625960960053,128.1654000742128
57,29,0,0,0,10.000000000000002,20,10.0,22.410496492489653,6,28.0,28.06623166884791,20,28.0,58.45666866693797,0,,56.00000000000002,10,56.0,0,1.1090000000000002,48723,13,14,1.0,443.7469508948552,False,0.25220337901213774,0,5.870000000000001,25825,580,0,0.0,5800.000000000001,False,-0.2651009286975209,0,0.5150000000000001,58661,38,72,1.0,2872.3675468716565,False,-0.0016084032721562468,0,0.2,52006,153,394,1.0,14486.901240876992,False,-0.015691752991353024,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94394,130,148,1.0,12300.19707965705,False,0.10085181193904204,0,2.9990000000000006,121928,0,2,0.0,112.00000000000004,False,-0.04852384852384852,10,4.593000000000001,105097,206,0,0.0,12042.073745389222,False,-0.13327844567142766,0.5,598227,0.0,0.0,15,0,0,13,5,5.0,9,22,28,147.0,128.0,11,18,28,928,1.7144373150076717,129.87983738922048
58,28,0,0,0,10.000000000000002,20,10.0,21.73773820821777,27,17.14814814814815,28.06165149030476,10,28.0,59.31860171520061,7,71.0,56.000000000000014,12,56.0,8,1.1890000000000003,48817,17,10,1.0,387.37738208217775,False,0.2538871924435513,5,5.920000000000002,25695,586,0,0.0,5860.000000000001,False,-0.2676593240719421,0,0.5150000000000001,58736,28,77,1.0,2769.4038345835643,False,-0.0012176974899196107,0,0.2,51748,170,399,1.0,14892.01444002862,False,-0.01661283151120857,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,94611,130,151,1.0,12605.12355273491,False,0.10489704462097438,0,2.9990000000000006,121603,0,7,0.5,392.0000000000001,False,-0.04996684996684997,12,4.703000000000001,104626,208,0,0.0,12338.269156761726,False,-0.13579708608571534,0.5625,597429,0.0,0.0,15,0,0,16,9,8.363636363636363,11,27,25,172.0,81.0,16,12,25,977,1.9769247670192271,131.8567621562397
59,25,0,0,0,10.000000000000002,20,10.0,21.73773820821777,0,,27.6839515767549,9,22.22222222222222,61.93653856471359,16,76.9375,56.00000000000001,9,56.0,0,1.181,48737,15,20,1.0,584.7547641643554,False,0.25436532305068643,0,5.915000000000001,25575,598,0,0.0,5980.000000000001,False,-0.2691943612965948,0,0.5150000000000001,58796,18,83,1.0,2689.0472686185767,False,-0.0008884002673141662,0,0.2,51888,160,404,1.0,14662.354550323824,False,-0.01619468260687255,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,95642,129,145,1.0,12552.02784528485,False,0.11589473599512139,0,2.9990000000000006,121268,0,12,0.5,672.0000000000001,False,-0.05148785148785149,9,4.7810000000000015,103554,219,0,0.0,13564.101945672275,False,-0.13937794178981994,0.5625,597053,0.0,0.0,16,0,0,12,5,5.0,12,24,19,186.0,33.0,14,11,19,1631,1.7201618670369498,133.57692402327666
60,19,0,0,0,10.000000000000002,20,10.0,21.309263150740144,37,19.10810810810811,27.6839515767549,0,,64.9212733477889,16,83.0,56.0,9,56.0,0,1.1810000000000003,48858,19,21,1.0,637.494526165543,False,0.25813562726949546,28,6.195,25132,604,0,0.0,6040.000000000001,False,-0.27976053419295416,0,0.5150000000000001,58525,18,93,1.0,2958.1742333515285,False,-0.003155013511716047,0,0.2,51452,177,414,1.0,15232.895530457536,False,-0.018698744638522648,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,96970,119,139,1.0,12318.44723297649,False,0.12915620440025236,0,2.999000000000001,121245,0,13,0.1,728.0,False,-0.051448851448851446,9,4.862000000000002,102063,234,0,0.0,15191.577963382602,False,-0.1446605906033985,0.5125,595838,0.0,0.0,13,0,0,10,9,9.0,11,21,22,172.0,39.0,11,8,22,1789,1.5406225309707224,135.11754655424738
61,22,0,0,0,10.000000000000002,20,10.0,21.309263150740144,0,,27.696085812901426,5,28.0,64.9212733477889,0,,56.00000000000001,12,56.0,0,1.1810000000000003,48788,16,31,1.0,820.5871576729445,False,0.2586868672150963,0,6.167000000000001,25002,617,0,0.0,6170.000000000001,False,-0.2814234911863279,0,0.5150000000000001,58525,8,103,1.0,3023.1709439347683,False,-0.0026151199128255187,0,0.2,51592,167,419,1.0,15163.306901779302,False,-0.016950967689642635,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,96830,114,149,1.0,12830.623511491307,False,0.1304272470601607,0,2.9990000000000006,121245,0,13,0.0,728.0000000000001,False,-0.051448851448851446,12,4.973000000000002,101760,234,0,0.0,15191.577963382602,False,-0.14702399296680088,0.5,595335,0.0,0.0,11,0,0,7,8,8.0,8,15,27,184.0,21.0,15,7,27,340,1.6349404610227793,136.75248701527016
62,27,0,0,0,10.000000000000002,20,10.0,22.923210253860397,50,29.52,28.905123855950908,18,36.77777777777778,64.9212733477889,0,,56.0,9,56.0,19,1.3710000000000002,49787,10,10,1.0,329.23210253860395,False,0.27795983450429307,0,6.167000000000001,24842,633,0,0.0,6330.000000000001,False,-0.2834702074858649,0,0.5150000000000001,57679,29,109,1.0,3815.4315976606003,False,-0.010088782954608423,0,0.2,51624,176,415,1.0,16030.111404899057,False,-0.009219262676520444,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,96168,122,159,1.0,13848.907572724445,False,0.1287536135500008,0,2.999000000000001,121245,0,13,0.0,728.0,False,-0.051448851448851446,9,5.051000000000001,101576,234,0,0.0,15191.577963382602,False,-0.1484591944020023,0.5,594514,0.0,0.0,17,0,0,10,6,6.0,5,15,25,196.0,51.0,15,12,25,1768,1.6842056019813754,138.43669261725154
63,25,0,0,0,10.0,20,10.0,23.403152697557932,40,26.15,28.905123855950908,0,,65.46835082723166,3,84.0,56.0,8,56.0,28,1.6320000000000001,49937,8,10,1.0,314.0315269755793,False,0.2816029821548799,2,6.187000000000002,24695,645,0,0.0,6450.0,False,-0.2856960114616113,0,0.5150000000000001,57156,39,119,1.0,4352.432694062917,False,-0.014316769993164512,0,0.2,51101,186,425,1.0,16637.664040524913,False,-0.012861215066909326,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,96420,112,166,1.0,14105.120109186959,False,0.13291537620130167,0,2.9990000000000006,121245,0,13,0.0,728.0,False,-0.051448851448851446,8,5.122000000000002,101177,237,0,0.0,15515.999146053904,False,-0.15030615363654337,0.5,593324,0.0,0.0,12,0,0,5,9,8.473684210526315,8,13,25,182.0,50.0,13,12,25,452,2.974112054973375,141.4108046722249
64,25,0,0,0,10.0,20,10.0,23.348004372125104,1,10.0,29.82358483600232,10,41.0,63.34964412568406,10,43.4,56.00000000000001,13,56.0,0,1.6040000000000003,49867,5,20,1.0,516.9600874425021,False,0.2824079628449678,1,6.195000000000001,24552,658,0,0.0,6580.0,False,-0.2876915598536598,0,0.5150000000000001,57156,29,129,1.0,4524.334570635927,False,-0.01288887122773096,0,0.2,51501,177,425,1.0,16807.62032916713,False,-0.004804296697618315,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,96444,112,166,1.0,13856.282426495813,False,0.13181589582350192,0,2.9990000000000006,121245,0,13,0.0,728.0000000000001,False,-0.051448851448851446,13,5.244000000000001,100403,247,0,0.0,15647.362099043963,False,-0.15583104364477218,0.5,592761,0.0,0.0,16,0,0,8,9,9.0,4,12,25,195.0,69.0,12,13,25,1044,1.7884137560031377,143.19921842822805
65,25,0,0,0,10.0,20,10.0,23.22706261887805,2,10.0,30.693224966245864,10,41.0,62.937593888899826,22,61.18181818181818,56.00000000000001,5,56.0,0,1.604,49787,3,30,1.0,726.8118785663415,False,0.2830456658040568,2,6.214000000000001,24405,670,0,0.0,6700.0,False,-0.2899173638294062,0,0.5150000000000001,57351,20,134,1.0,4577.433397854507,False,-0.009208281574122805,0,0.2,51696,168,430,1.0,17100.233255457235,False,0.0008658110065557607,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,97380,112,154,1.0,13130.03065511011,False,0.13808826303258465,0,2.9990000000000006,120480,5,23,1.0,1602.6879694444992,False,-0.054004570923737394,5,5.2810000000000015,99748,254,0,0.0,15986.148847780556,False,-0.15961877911243488,0.625,592440,0.0,0.0,17,0,0,9,5,5.0,3,12,25,169.0,40.0,12,13,25,1956,1.8644807109958492,145.0636991392239
66,25,0,0,0,10.0,20,10.0,23.095227697446653,2,10.0,29.444421564965687,19,21.842105263157894,64.32994951321126,12,76.41666666666667,56.00000000000001,12,56.0,0,1.6040000000000003,49677,4,40,1.0,963.8091078978662,False,0.28326309396855553,2,6.232000000000002,24289,679,0,0.0,6790.0,False,-0.2917338245452452,0,0.5150000000000001,57486,10,135,1.0,4205.949188244835,False,-0.010051257698069287,0,0.2,51956,160,430,1.0,16356.337704526712,False,-0.0009939719529628234,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,97882,121,152,1.0,13340.92733536896,False,0.1447391815410036,0,2.9990000000000006,120145,0,33,1.0,1848.0000000000002,False,-0.055660855660855664,12,5.396000000000003,98867,261,0,0.0,16790.11682294814,False,-0.16335510774560993,0.625,591895,0.0,0.0,19,0,0,7,9,9.0,4,11,29,159.0,67.0,11,14,29,1532,1.548348515003454,146.61204765422735
67,29,0,0,0,10.000000000000002,20,10.0,22.76193498459355,16,19.0,29.444421564965687,0,,64.36631513238704,6,65.0,56.00000000000001,10,56.0,0,1.604,49871,5,34,1.0,823.9057894761808,False,0.2864367409813516,0,6.230000000000001,24199,688,0,0.0,6880.000000000001,False,-0.2928851024637347,0,0.5150000000000001,57486,0,145,1.0,4269.4411269200245,False,-0.009523863450509843,0,0.2,51652,166,440,1.0,16734.02669602743,False,-0.0029070447550633687,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,98272,111,156,1.0,13309.47595436357,False,0.1488370903964808,0,2.9990000000000006,119755,0,39,0.6,2184.0000000000005,False,-0.057392457392457394,10,5.484000000000001,98643,261,0,0.0,16799.608249553017,False,-0.16506529289203614,0.575,591471,0.0,0.0,13,0,0,10,7,7.0,5,15,34,198.0,80.0,15,14,34,894,1.4916772349970415,148.1037248892244
68,34,0,0,0,10.0,20,10.0,22.76193498459355,0,,31.582325609702256,29,40.51724137931034,64.36631513238704,0,,56.0,9,56.0,0,1.604,49751,7,44,1.0,1071.5251393221163,False,0.28653420752836123,0,6.23,24119,696,0,0.0,6960.0,False,-0.29390846061350323,0,0.5150000000000001,57701,0,140,0.0,4421.525585358316,False,-0.004688793024567879,0,0.2,52612,156,426,1.0,17004.932567329757,False,0.015291661688289174,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,97097,130,166,1.0,14790.510641237543,False,0.1440799636562773,0,2.999000000000001,119755,0,39,0.0,2184.0,False,-0.057392457392457394,9,5.564000000000002,98462,261,0,0.0,16799.608249553017,False,-0.16647709430383756,0.375,591090,0.0,0.0,13,0,0,11,5,5.0,4,15,38,214.0,114.0,15,19,38,1375,1.7058505290187895,149.80957541824318
69,38,0,0,0,10.0,20,10.0,23.095636631137467,10,29.0,31.582325609702256,0,,60.2355043825581,17,36.05882352941177,56.00000000000001,12,56.0,0,1.604,49961,5,44,1.0,1066.2080117700484,False,0.29183882124197374,0,6.23,23999,708,0,0.0,7080.0,False,-0.29544349783815593,0,0.5150000000000001,57411,0,150,1.0,4737.3488414553385,False,-0.006883170735826303,0,0.2,52612,146,436,1.0,17141.856913976255,False,0.016429020450346006,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,97710,120,159,1.0,13367.324269991008,False,0.14300047228269638,0,2.9990000000000006,119142,7,49,1.0,3165.6485306779073,False,-0.05834542907578518,12,5.6750000000000025,98163,261,0,0.0,15721.466643847663,False,-0.17301405310304718,0.625,590591,0.0,0.0,13,0,0,16,7,7.0,5,21,37,248.0,84.0,21,17,37,1103,1.998316319019068,151.80789173726225
70,37,0,0,0,10.0,20,10.0,22.694970187105472,38,20.92105263157895,30.955189063363683,5,14.0,60.98171065701081,13,67.0,56.00000000000001,12,56.0,0,1.6040000000000003,50151,5,44,1.0,1048.5786882326406,False,0.2964742585544124,28,6.510000000000001,23688,718,0,0.0,7180.0,False,-0.30212090976539513,0,0.5150000000000001,57191,0,155,1.0,4798.054304821371,False,-0.010033771598320654,0,0.2,52107,164,446,1.0,17527.9894329455,False,0.011246880361377365,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,98511,115,156,1.0,13072.99360478051,False,0.15015927214030264,0,2.999000000000001,118271,10,59,1.0,3913.8171065701085,False,-0.06222137550575205,12,5.783000000000002,97867,261,0,0.0,15916.226481479822,False,-0.17456329128551998,0.625,589379,0.0,0.0,15,0,0,11,9,9.0,7,18,32,265.0,59.0,18,19,32,1431,2.10458294802811,153.91247468529036
71,32,0,0,0,10.0,20,10.0,21.893816367069828,31,17.096774193548388,31.338106826623974,5,41.0,61.781920126205996,4,83.0,56.00000000000001,12,56.0,0,1.604,50031,7,54,1.0,1252.2660838217707,False,0.2960097485586227,31,6.792000000000002,23277,726,0,0.0,7260.0,False,-0.31161255660449766,0,0.5150000000000001,57386,0,151,0.1,4732.05413082022,False,-0.007342474907630139,0,0.2,51587,184,456,1.0,18318.63892448138,False,0.009175656414936508,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,98638,110,162,1.0,13455.862811374009,False,0.15364579511991291,0,2.9990000000000006,118271,0,69,1.0,3864.0000000000005,False,-0.06241566241566242,12,5.891000000000002,97237,265,0,0.0,16372.208833444589,False,-0.1776989632485293,0.5125,588020,0.0,0.0,12,0,0,6,11,11.0,5,11,30,141.0,81.0,11,21,30,737,2.0514637109590694,155.96393839624943
72,30,0,0,0,10.0,20,10.0,21.56783257250378,45,20.155555555555555,31.7307220562569,5,41.0,61.781920126205996,0,,56.00000000000001,9,56.0,0,1.6040000000000003,50336,6,50,1.0,1138.391628625189,False,0.30235617505340895,31,7.0710000000000015,22775,737,0,0.0,7370.0,False,-0.32304858392816027,0,0.5150000000000001,57504,0,149,0.3,4727.877586382278,False,-0.005416839000712021,0,0.2,50767,216,466,1.0,19445.16831387653,False,0.004910525250660548,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,98433,105,172,1.0,13958.216077614406,False,0.15415138053942387,0,2.9990000000000006,118271,0,69,0.0,3864.0000000000005,False,-0.06241566241566242,9,5.969000000000001,97055,265,0,0.0,16372.208833444589,False,-0.17911856466813073,0.4125,586734,0.0,0.0,13,0,0,9,8,8.0,3,12,33,126.0,83.0,12,18,33,800,1.7092762859538198,157.67321468220325
73,33,0,0,0,10.0,20,10.0,21.68301806077786,28,22.571428571428573,33.4378872698081,25,41.0,62.246445721261836,4,73.75,56.000000000000014,8,56.0,0,1.604,50797,5,41,1.0,939.0037404918924,False,0.3115998124759114,9,7.130000000000002,22539,748,0,0.0,7480.0,False,-0.32767927955586257,0,0.5150000000000001,57282,18,149,1.0,5372.539528295409,False,-0.003750045450581351,0,0.2,51382,206,461,1.0,19881.567751901774,False,0.01875243173656658,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,97703,120,178,1.0,15092.41381076158,False,0.15236778497783707,0,2.9990000000000006,118271,0,69,0.0,3864.000000000001,False,-0.06241566241566242,8,6.040000000000001,96602,269,0,0.0,16744.293899019434,False,-0.18120083499465925,0.5,586169,0.0,0.0,16,0,0,12,7,7.0,5,17,30,246.0,93.0,17,16,30,2071,1.7206939299940132,159.39390861219727
74,30,0,0,0,10.0,20,10.0,21.932641113440017,12,26.5,33.58730519570096,20,34.5,55.280488685871255,36,37.333333333333336,56.000000000000014,18,56.0,0,1.6040000000000003,51005,5,40,1.0,927.3056445376006,False,0.31677163308181233,1,7.131000000000002,22426,758,0,0.0,7580.0,False,-0.3292910686417479,0,0.5150000000000001,57767,8,144,1.0,5012.0330770884575,False,0.0013126979191319828,0,0.2,51269,208,466,1.0,20213.67357279217,False,0.019633797162442908,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,98357,130,152,1.0,12768.983955693555,False,0.1468088421254834,0,2.9990000000000006,117487,26,69,1.0,5301.292705832653,False,-0.062925421372674,8,6.112000000000002,96469,269,0,0.0,14870.451456499368,False,-0.18954622886588132,0.625,586373,0.0,0.0,20,0,0,10,5,5.0,7,17,28,248.0,54.0,17,13,28,3102,1.5589857390150428,160.9528943512123
75,28,0,0,0,10.0,20,10.0,21.819217200458766,2,10.0,33.710683982611684,20,34.5,55.280488685871255,0,,56.00000000000001,13,56.0,0,1.604,50885,7,50,1.0,1160.9608600229383,False,0.31669047074504236,2,7.150000000000001,22320,766,0,0.0,7660.0,False,-0.33097960958886585,0,0.5150000000000001,57822,0,149,1.0,5022.891913409141,False,0.002316608909601797,0,0.2,51884,198,461,1.0,19860.830321674825,False,0.026919878407107165,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,97667,140,162,1.0,13674.934924676778,False,0.14421367372514196,0,2.9990000000000006,117487,16,79,1.0,5308.487818973941,False,-0.06289736040336198,13,6.234000000000001,96143,269,0,0.0,14870.451456499368,False,-0.19208903140868386,0.625,585801,0.0,0.0,14,0,0,7,7,7.0,5,12,38,145.0,87.0,12,16,38,890,1.3932761139585637,162.34617046517087
76,38,0,0,0,10.0,20,10.0,22.120007960169517,17,25.470588235294116,32.96494499379252,20,28.0,55.24179556190263,2,53.0,56.0,20,56.0,0,1.604,51238,5,43,1.0,1001.1603422872893,False,0.323677441889724,0,7.1480000000000015,22200,778,0,0.0,7780.0,False,-0.33251464681351856,0,0.5150000000000001,57653,1,149,1.0,4933.896812035255,False,-0.0012302155361393905,0,0.2,52180,194,461,1.0,19488.12118641124,False,0.028741412652517204,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,97213,150,170,1.0,14335.846994592324,False,0.14286099763827048,0,2.999000000000001,118047,6,79,1.0,4755.450773371415,False,-0.06068620267005416,10,6.3210000000000015,95821,271,0,0.0,14970.526597275611,False,-0.19421034048096564,0.625,585945,0.0,0.0,26,0,0,17,5,5.0,4,21,32,306.0,89.0,21,17,32,1859,2.0683544739731587,164.41452493914403
77,32,0,0,0,10.0,20,10.0,22.965346118476898,29,28.379310344827587,32.08400674155664,17,24.941176470588236,57.179676966058025,19,68.0,56.00000000000001,20,56.0,0,1.604,51961,5,24,1.0,601.1683068434455,False,0.33705795158036495,0,7.148,22100,788,0,0.0,7880.0,False,-0.33379384450072913,0,0.5150000000000001,57254,20,142,1.0,5015.235879670581,False,-0.007183142176374878,0,0.2,52180,184,471,1.0,19337.190861072926,False,0.027487713568403245,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,98081,157,161,1.0,14243.117049959736,False,0.1518570344232628,0,2.9990000000000006,117259,15,80,1.0,5337.695154490872,False,-0.06456185345933903,11,6.421000000000002,95574,271,0,0.0,15495.692457801724,False,-0.1940887935033668,0.625,586002,0.0,0.0,23,0,0,13,6,6.0,6,19,37,226.0,96.0,19,13,37,3243,1.9722214150242507,166.38674635416828
78,37,0,0,0,10.0,20,10.0,23.171993293299547,12,26.5,30.593466702432952,13,14.615384615384615,58.739156295346625,6,88.0,56.00000000000001,20,56.0,0,1.6040000000000003,52179,5,22,1.0,559.78385245259,False,0.34210586451317043,0,7.1480000000000015,22000,798,0,0.0,7980.0,False,-0.3350730421879397,0,0.5150000000000001,57066,21,144,1.0,4892.071064309635,False,-0.011329442599680706,0,0.2,52240,175,476,1.0,18617.588976685507,False,0.022507135068989523,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,98419,160,165,1.0,14586.915461121465,False,0.15743989281596726,0,2.999000000000001,117707,5,82,1.0,4885.695781476734,False,-0.06283024928249001,12,6.530000000000003,94756,277,0,0.0,16270.746293811015,False,-0.19744648690062397,0.625,585960,0.0,0.0,21,0,0,10,6,6.0,10,20,28,251.0,81.0,20,17,28,1684,2.190976726997178,168.57772308116546
79,28,0,0,0,10.0,20,10.0,23.499523829328986,11,29.0,28.957245501941667,15,14.0,61.19299557583553,11,85.0,56.00000000000001,20,56.0,0,1.604,52378,7,21,1.0,563.4900004159088,False,0.34724448026730004,0,7.1480000000000015,21920,806,0,0.0,8060.0,False,-0.3360964003377082,0,0.5150000000000001,56957,22,139,1.0,4542.046649015129,False,-0.01604772361850741,0,0.2,52240,165,486,1.0,17950.642745782934,False,0.0169671623897975,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,99144,165,164,1.0,14813.596782257402,False,0.1666188386577546,0,2.9990000000000006,118379,0,75,0.5,4200.000000000001,False,-0.06026286026286026,8,6.598000000000001,93667,288,0,0.0,17623.58272584063,False,-0.2006646280338496,0.5625,586278,0.0,0.0,24,0,0,5,5,5.0,7,12,26,161.0,78.0,12,16,26,2336,1.4577813950018026,170.03550447616726
80,26,0,0,0,10.0,20,10.0,23.49738355629801,47,23.48936170212766,29.631876994699002,20,34.25,61.19299557583553,0,,56.00000000000002,20,56.0,1,1.6140000000000003,52893,7,10,1.0,304.9738355629801,False,0.3571132836437048,25,7.398000000000002,21688,816,0,0.0,8160.0,False,-0.3407526799191547,0,0.5150000000000001,57313,24,129,1.0,4386.449337667324,False,-0.011425978189958136,0,0.2,51465,190,496,1.0,19161.913865067327,False,0.014153519163598752,0,0.2,91593,0,0,0.0,0.0,False,0.002846725717977073,0,0.2,98459,175,174,1.0,15833.15970426771,False,0.16470038049920466,0,2.9990000000000006,118939,0,65,0.0,3640.0000000000014,False,-0.05807885807885808,10,6.690000000000001,93454,288,0,0.0,17623.58272584063,False,-0.20232602969525126,0.5,585804,0.0,0.0,21,0,0,4,8,7.090909090909091,8,12,20,171.0,57.0,12,14,20,1764,1.5920238899998367,171.6275283661671
