index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
51,16,0,0,0,10.000000000000002,20,10.0,33.72376793413356,8,23.375,45.960229273203616,13,56.0,18.72404967571956,15,20.0,49.0,20,49.0,0,1.3250000000000004,65621,27,23,1.0,1045.646662485072,False,0.12205166043940574,0,4.655000000000001,65736,3,11,1.0,400.9614472754692,False,0.11853433855769797,0,0.2,74145,571,209,1.0,28861.95940848982,False,0.019720475970722934,0,2.8190000000000004,57652.0,537,0,0.0,18109.66338062972,False,-0.23204550049716374,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,15,10.313000000000002,35432.0,563,0,0.0,25875.609080813636,False,-0.5529097077272265,10,4.5840000000000005,124568,562,0,0.0,10522.915917754392,False,-0.10534632083851511,10,4.476000000000001,125240,567,0,0.0,10616.53616613299,False,-0.10039300644950977,0.375,657044,0.0,0.0,12,0,0,8,11,11.0,25,33,14,96.0,12.0,12,4,14,1115,1.541315975598991,157.1859756335616
52,14,0,0,0,10.000000000000002,20,10.0,33.40486654658181,4,12.0,47.4458174887157,23,54.608695652173914,17.021304644317514,21,4.0,49.0,20,49.0,0,1.3250000000000004,65569,27,29,1.0,1238.7411298508725,False,0.12280735152293408,0,4.655000000000002,65636,3,21,1.0,731.5021974782179,False,0.11964157320292311,0,0.2,75353,565,196,1.0,28173.129826607,False,0.029662398412482922,0,2.8190000000000004,57652.0,537,0,0.0,17938.41333551443,False,-0.23303124842847686,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,21,10.508000000000003,33088.0,586,0,0.0,27803.2490483874,False,-0.5656669452786474,6,4.634000000000001,124457,568,0,0.0,9668.101037972348,False,-0.10905648188023338,14,4.606000000000002,124854,582,0,0.0,9906.399302992793,False,-0.10549970264340913,0.375,655259,0.0,0.0,16,0,0,4,14,14.0,26,30,19,135.0,15.0,9,5,19,1504,1.5708330925554037,158.75680872611701
53,19,0,0,0,10.000000000000002,20,10.0,33.602936584115014,9,39.0,47.4458174887157,0,,17.349004702559764,7,25.0,49.0,20,49.0,0,1.3250000000000004,65790,30,30,1.0,1308.0880975234504,False,0.12714454950485557,0,4.655000000000002,65566,0,31,1.0,1041.6910341075654,False,0.12108509927316456,0,0.2,75353,555,206,1.0,28423.468206859267,False,0.03110339388956893,0,2.8190000000000004,57301.0,546,0,0.0,18347.203374926798,False,-0.23471902090115015,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,7,10.557000000000002,32962.0,586,0,0.0,27803.2490483874,False,-0.5668315846101813,9,4.718000000000001,124122,575,0,0.0,9975.677703971864,False,-0.11030520992036819,11,4.702000000000002,124636,582,0,0.0,10097.120736889783,False,-0.1063448088890696,0.375,654380,0.0,0.0,13,0,0,6,12,12.0,25,31,18,102.0,38.0,10,9,18,551,1.632815483957529,160.38962421007454
54,18,0,0,0,10.000000000000002,20,10.0,34.14617616208205,39,37.333333333333336,47.4458174887157,0,,17.42173795253242,2,23.0,49.00000000000001,20,49.0,9,1.4150000000000003,66912,30,10,1.0,641.4617616208205,False,0.14052368794738526,0,4.655000000000001,65466,0,41,1.0,1399.993222645364,False,0.12242780388679508,0,0.2,74873,560,216,1.0,29370.155228328542,False,0.031026761845253686,0,2.8190000000000004,56325.0,570,0,0.0,19463.32041238677,False,-0.23953052270594635,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,2,10.570000000000002,32922.0,586,0,0.0,27803.2490483874,False,-0.567201311382097,8,4.789000000000001,123943,577,0,0.0,10052.342798611207,False,-0.11127454812802356,12,4.811000000000002,124383,582,0,0.0,10139.451488373868,False,-0.10794237929266089,0.375,653474,0.0,0.0,13,0,0,8,12,11.6,23,31,24,140.0,42.0,12,6,24,1176,1.5692146616056561,161.9588388716802
55,24,0,0,0,10.000000000000002,20,10.0,34.87437455761636,28,41.142857142857146,47.831802640235274,9,53.0,17.844415278569254,20,20.8,49.00000000000001,20,49.0,18,1.5860000000000005,67382,33,10,1.0,678.7437455761637,False,0.14881290391335014,0,4.655000000000001,65396,0,48,0.7,1673.9699787655854,False,0.123564182418409,0,0.2,75350,550,217,1.0,29560.40717962006,False,0.03761329438092202,0,2.8190000000000004,55173.0,598,0,0.0,20854.875985454586,False,-0.24478272690642394,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,20,10.768000000000002,31749.0,595,0,0.0,28459.922570939987,False,-0.5750086766973233,9,4.871,123571,585,0,0.0,10438.982937963014,False,-0.11250582999247845,11,4.909000000000002,123966,594,0,0.0,10599.582675470137,False,-0.10923054268118096,0.3375,651237,0.0,0.0,10,0,0,9,16,15.375,28,37,22,208.0,51.0,17,7,22,677,1.760766139253974,163.71960501093417
56,22,0,0,0,10.000000000000002,20,10.0,34.58352176334106,35,32.57142857142857,48.08552102012916,5,54.0,17.30407297378516,9,8.666666666666666,49.00000000000001,20,49.0,0,1.5680000000000003,67252,36,20,1.0,1051.6704352668212,False,0.14977073771621938,0,4.655000000000002,66466,0,20,0.7,691.6704352668212,False,0.1333836912862545,0,0.2,75080,560,222,1.0,30041.757853939664,False,0.03727569767300038,0,2.8190000000000004,54573.0,613,0,0.0,21199.69884092807,False,-0.24970528970373995,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,9,10.838000000000001,31137.0,600,0,0.0,28851.312612077494,False,-0.5788566541017603,10,4.962000000000001,123321,591,0,0.0,10226.70712750703,False,-0.11495997323708794,10,4.998,123767,597,0,0.0,10330.53156534974,False,-0.1115288644150935,0.3375,650246,0.0,0.0,12,0,0,8,12,12.0,24,32,22,162.0,42.0,13,9,22,1610,1.8937910702079535,165.61339608114213
57,22,0,0,0,10.000000000000002,20,10.0,34.10775248250618,34,30.61764705882353,48.08552102012916,0,,17.30407297378516,0,,49.00000000000001,20,49.0,0,1.5680000000000003,67197,37,25,1.0,1222.6938120626546,False,0.15028833238954556,9,4.745000000000001,67128,0,9,0.9,306.9697723425556,False,0.14135074193237004,0,0.2,74039,584,232,1.0,31074.768326453574,False,0.031237513823224927,0,2.8190000000000004,54573.0,613,0,0.0,20908.052271776287,False,-0.2513840629970397,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,0,10.829000000000002,31137.0,600,0,0.0,28851.312612077494,False,-0.5788566541017603,11,5.062,123096,591,0,0.0,10226.70712750703,False,-0.11651044630364803,9,5.078000000000001,123607,597,0,0.0,10330.53156534974,False,-0.11263142304020289,0.3625,649427,0.0,0.0,9,0,0,7,12,11.75,25,32,20,138.0,30.0,12,10,20,833,1.6470470502972603,167.2604431314394
58,20,0,0,0,10.000000000000002,20,10.0,33.93572705984439,33,32.60606060606061,48.6010034817823,6,58.0,17.522930357218044,17,19.294117647058822,49.00000000000001,20,49.0,0,1.5680000000000003,67679,36,14,1.0,835.1001788378214,False,0.15517735821504888,3,4.766000000000001,67444,1,10,1.0,349.3572705984439,False,0.14707083470965107,0,0.2,73815,595,236,1.0,31661.594422308037,False,0.03203662331664823,0,2.8190000000000004,54069.0,625,0,0.0,21209.82941240274,False,-0.25544921651104185,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,17,10.999000000000002,30231.0,606,0,0.0,29452.208109960073,False,-0.5844538760770137,8,5.131000000000001,122795,603,0,0.0,10566.327005402482,False,-0.11741447588703434,12,5.189000000000001,123205,602,0,0.0,10548.804075045262,False,-0.11464954459144949,0.375,647888,0.0,0.0,14,0,0,5,14,13.25,26,31,22,145.0,24.0,12,8,22,1120,1.842558584176004,169.1030017156154
59,22,0,0,0,10.000000000000002,20,10.0,34.1398545292859,22,36.54545454545455,48.61434500295976,1,50.0,17.522930357218044,0,,49.00000000000001,20,49.0,4,1.6080000000000003,68261,33,10,1.0,671.3985452928591,False,0.1636617970219414,0,4.763000000000001,67362,4,16,1.0,586.2376724685744,False,0.14768899957987888,0,0.2,73817,589,245,1.0,32018.88884347453,False,0.034116302933783836,0,2.8190000000000004,53313.0,643,0,0.0,21951.926462330834,False,-0.25988092477619457,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,0,10.982000000000001,30181.0,607,0,0.0,29508.907416796574,False,-0.5846539938958268,8,5.203,122660,603,0,0.0,10566.327005402482,False,-0.1183447597269704,12,5.2970000000000015,122950,602,0,0.0,10548.804075045262,False,-0.11640674740021759,0.375,647194,0.0,0.0,13,0,0,6,13,12.222222222222221,26,32,18,101.0,44.0,12,10,18,298,1.5765852285549045,170.6795869441703
60,18,0,0,0,10.000000000000002,20,10.0,33.50901760103806,21,25.904761904761905,48.99597532571076,4,58.0,16.735786254238914,17,10.294117647058824,49.000000000000014,20,49.0,1,1.6140000000000003,68604,29,10,1.0,625.0901760103807,False,0.1690876026396579,0,4.763000000000001,67337,8,16,1.0,616.144281616609,False,0.14751856928545531,0,0.2,73934,589,251,1.0,32034.80117376482,False,0.03555484598600558,0,2.8190000000000004,52884.0,654,0,0.0,21914.897511078892,False,-0.26503288217607673,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,17,11.152000000000005,29229.0,611,0,0.0,29936.540924009274,False,-0.5914771466151085,9,5.285000000000001,122354,612,0,0.0,10242.301187594216,False,-0.1215698326605628,11,5.395000000000001,122701,610,0,0.0,10208.829615085737,False,-0.11929398480162305,0.375,645693,0.0,0.0,13,0,0,3,16,15.09090909090909,25,28,20,107.0,43.0,8,10,20,547,1.5189270982518792,172.19851404242218
61,20,0,0,0,10.000000000000002,20,10.0,33.49523715687081,21,33.333333333333336,48.99597532571076,0,,16.9260880738185,10,19.6,49.00000000000001,20,49.0,6,1.6730000000000003,69028,25,10,1.0,584.9523715687081,False,0.17593981553180468,0,4.763000000000001,67257,12,21,1.0,823.3999802942869,False,0.14791938777837016,0,0.2,73874,584,261,1.0,32349.168059623058,False,0.03667365886293959,0,2.8190000000000004,52244.0,670,0,0.0,22441.80889510344,False,-0.2693678039262779,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,10,11.235000000000001,28963.0,611,0,0.0,29936.540924009274,False,-0.593935829648347,13,5.4060000000000015,121936,620,0,0.0,10494.174605767472,False,-0.12358243828852762,7,5.454000000000002,122527,612,0,0.0,10358.765901176923,False,-0.11997641247690853,0.375,644479,0.0,0.0,10,0,0,4,14,13.375,24,28,24,88.0,54.0,10,10,24,260,1.6637555109336972,173.86226955335587
62,24,0,0,0,10.000000000000002,20,10.0,34.124572607705396,35,38.457142857142856,49.22552295813249,3,56.0,16.732684701944418,3,8.0,49.000000000000014,20,49.0,13,1.7970000000000004,69324,31,10,1.0,651.2457260770541,False,0.18152339926103123,0,4.763000000000001,67721,6,19,1.0,708.3668795464025,False,0.15481489829807463,0,0.2,73464,591,268,1.0,33360.062563933396,False,0.037772484049212,0,2.8190000000000004,51476.0,688,0,0.0,23477.70595410131,False,-0.27224649186591926,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,3,11.255,28690.0,614,0,0.0,30224.471096293346,False,-0.5951285212024746,11,5.503000000000001,121705,623,0,0.0,10424.462569311372,False,-0.12541444982561872,9,5.537000000000002,122372,612,0,0.0,10240.403037589984,False,-0.12145233488292215,0.375,643402,0.0,0.0,13,0,0,10,12,11.411764705882353,25,35,18,208.0,44.0,16,8,18,872,3.444567983970046,177.30683753732592
63,18,0,0,0,10.0,20,10.0,33.68794465360957,5,12.0,49.22552295813249,0,,16.989808342408764,4,25.0,49.00000000000002,20,49.0,0,1.7840000000000003,69214,32,20,1.0,993.7588930721914,False,0.18256254468330418,0,4.763000000000001,67691,5,24,1.0,858.5106716866296,False,0.15557948965789617,0,0.2,73404,586,278,1.0,33425.83094937604,False,0.03746031652933957,0,2.8190000000000004,51476.0,688,0,0.0,23177.305921683383,False,-0.2739756517637925,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,4,11.292000000000002,28618.0,614,0,0.0,30224.471096293346,False,-0.5957940293919226,6,5.552000000000001,121621,623,0,0.0,10584.65059732066,False,-0.1254413659415483,14,5.668000000000001,121961,616,0,0.0,10465.721938923798,False,-0.12350819704471638,0.375,642635,0.0,0.0,10,0,0,4,11,11.0,28,32,21,115.0,38.0,12,6,21,260,1.6592512931674719,178.9660888304934
64,21,0,0,0,10.0,20,10.0,33.78659258104452,7,37.0,49.63182778955957,4,58.0,17.060271604091266,14,17.642857142857142,49.00000000000002,20,49.0,0,1.7840000000000003,69114,32,30,1.0,1333.5977774313355,False,0.1837486452478527,0,4.763000000000001,67850,5,27,1.0,962.2379996882021,False,0.15915654209306515,0,0.2,73636,576,284,1.0,33556.516418916566,False,0.04088343954800422,0,2.8190000000000004,51217.0,695,0,0.0,23481.681843825943,False,-0.2752053127118224,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,14,11.428000000000003,27905.0,618,0,0.0,30672.469573947816,False,-0.6003139462142391,9,5.636000000000002,121291,634,0,0.0,10816.212196993863,False,-0.12691754860907448,11,5.764000000000001,121673,619,0,0.0,10560.308122932494,False,-0.12516690627930394,0.375,641336,0.0,0.0,13,0,0,9,14,14.0,26,35,20,166.0,30.0,14,7,20,691,1.7482430394738913,180.71433186996728
65,20,0,0,0,10.0,20,10.0,34.12417620814125,37,36.054054054054056,49.82110802637591,4,53.5,16.316091902521492,25,12.84,49.000000000000014,20,49.0,0,1.7840000000000003,69429,36,27,1.0,1281.3527576198137,False,0.1886491098883765,0,4.763000000000001,68669,1,13,1.0,453.61429070583625,False,0.1687358079925514,0,0.2,73272,583,290,1.0,34342.516056995366,False,0.04121729653014156,0,2.8190000000000004,50461.0,715,0,0.0,24398.785988820993,False,-0.27862964674935825,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,25,11.664,26551.0,622,0,0.0,30988.729192405815,False,-0.611367576845834,10,5.727,121037,636,0,0.0,10377.03445000367,False,-0.13018104546674863,10,5.8530000000000015,121228,642,0,0.0,10474.931001418798,False,-0.12852756396073928,0.375,639297,0.0,0.0,15,0,0,10,15,15.0,24,34,23,141.0,49.0,12,8,23,1748,1.73903361056,182.45336548052728
66,23,0,0,0,10.0,20,10.0,34.95049917858361,57,38.19298245614035,50.092485224769234,22,51.0,16.316091902521492,0,,49.000000000000014,20,49.0,12,1.9040000000000004,70592,35,10,1.0,699.5049917858362,False,0.20344284883361743,5,4.8130000000000015,69041,2,10,1.0,369.5049917858361,False,0.17433294026858664,0,0.2,73782,591,278,1.0,34581.455907028765,False,0.048463994491490914,0,2.8190000000000004,48896.0,754,0,0.0,26352.676380652043,False,-0.2853995580359184,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,0,11.639000000000003,25429.0,644,0,0.0,32259.560484751386,False,-0.6158651584059628,11,5.827000000000001,120817,636,0,0.0,10377.03445000367,False,-0.13169706357627406,9,5.933000000000002,121075,642,0,0.0,10474.931001418798,False,-0.12958188564600015,0.375,638282,0.0,0.0,15,0,0,6,12,10.9093567251462,28,34,20,179.0,44.0,14,9,20,2184,1.7025812501087785,184.15594673063606
67,20,0,0,0,10.000000000000002,20,10.0,34.817732641416214,19,33.05263157894737,50.192640824702934,2,54.5,16.515571619238127,3,25.0,49.000000000000014,20,49.0,9,1.9820000000000002,70851,36,10,1.0,708.1773264141623,False,0.20791003516950374,0,4.808000000000002,68951,1,20,1.0,706.3546528283243,False,0.17566332467750373,0,0.2,73781,586,286,1.0,34758.286603734945,False,0.04947035333648933,0,2.8190000000000004,48378.0,768,0,0.0,26740.018668607652,False,-0.2891333555794317,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,3,11.669000000000002,25266.0,646,0,0.0,32424.445972758094,False,-0.6166097627613131,8,5.896000000000001,120688,636,0,0.0,10503.90354983545,False,-0.13214887452939547,12,6.044000000000002,120753,645,0,0.0,10652.543694408592,False,-0.1311888211084553,0.375,637318,0.0,0.0,13,0,0,6,12,11.285714285714285,24,30,25,134.0,41.0,10,10,25,309,1.772396762855351,185.9283434934914
68,25,0,0,0,10.0,20,10.0,34.34956845597602,27,30.11111111111111,50.82656077258281,7,58.0,16.515571619238127,0,,49.000000000000014,20,49.0,11,2.0830000000000006,71169,37,10,1.0,713.4956845597602,False,0.21334963853975256,0,4.808000000000002,68960,0,24,1.0,824.3896429434244,False,0.17681716096068995,0,0.2,74132,581,289,1.0,34645.9753361985,False,0.052864714183245405,0,2.8190000000000004,47620.0,790,0,0.0,27136.159080221056,False,-0.2955794810205665,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,0,11.666000000000002,24860.0,653,0,0.0,33189.74418449657,False,-0.6168255990290209,9,5.978000000000002,120532,636,0,0.0,10503.90354983545,False,-0.13322386918887713,11,6.142,120528,645,0,0.0,10652.543694408592,False,-0.1327392941750154,0.375,636451,0.0,0.0,13,0,0,10,12,11.523809523809524,24,34,19,183.0,93.0,14,11,19,705,1.7474235044792295,187.67576699797064
69,19,0,0,0,10.0,20,10.0,33.62363292738232,23,25.91304347826087,50.917836573721424,1,58.0,16.185312813939515,26,14.692307692307692,49.000000000000014,20,49.0,0,2.0720000000000005,71039,40,20,1.0,1072.4726585476465,False,0.2141891521361487,0,4.808000000000002,69486,0,8,0.7,268.98906341905854,False,0.18102927160273333,0,0.2,74075,581,298,1.0,34708.84602977811,False,0.05257040414087775,0,2.8190000000000004,47139.0,803,0,0.0,26999.777240688,False,-0.3019019764417071,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,26,11.926000000000004,23622.0,654,0,0.0,33300.265119213815,False,-0.6277578607645311,7,6.0390000000000015,120225,644,0,0.0,10423.341452177048,False,-0.13561697991215,13,6.261000000000002,120059,663,0,0.0,10730.862395641898,False,-0.13570132239626684,0.3375,634295,0.0,0.0,14,0,0,6,14,14.0,25,31,23,134.0,51.0,12,7,23,854,1.6070923544466496,189.2828593524173
70,23,0,0,0,10.0,20,10.0,34.02127529336745,16,40.0,50.917836573721424,0,,15.217371370676883,14,6.285714285714286,49.00000000000001,20,49.0,0,2.0720000000000005,70959,38,30,1.0,1400.6382588010235,False,0.21561551730140474,8,4.888000000000001,69798,2,10,1.0,360.21275293367455,False,0.18709573320101844,0,0.2,74075,571,308,1.0,35108.84185721901,False,0.054872856436106274,0,2.8190000000000004,46499.0,819,0,0.0,27863.424465267944,False,-0.3042985824501344,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,14,12.040000000000001,23024.0,654,0,0.0,33300.265119213815,False,-0.6332852760046687,10,6.1320000000000014,119946,658,0,0.0,10013.030361905388,False,-0.1389532916133003,10,6.348000000000002,119873,663,0,0.0,10089.117218758773,False,-0.1391941770476279,0.375,632824,0.0,0.0,10,0,0,7,14,13.5,28,35,17,150.0,84.0,14,9,17,200,1.6180168073624372,190.90087615977973
71,17,0,0,0,10.0,20,10.0,34.056576268788135,15,34.6,50.917836573721424,0,,15.217371370676883,0,,49.00000000000001,20,49.0,0,2.0720000000000005,70862,41,39,1.0,1738.2064744827373,False,0.21683324971146883,4,4.920000000000002,70106,0,9,0.9,306.5091864190932,False,0.1918650798692014,0,0.2,73600,575,318,1.0,35774.40338499659,False,0.053235574323915694,0,2.8190000000000004,46455.0,820,0,0.0,27926.392540406272,False,-0.30444267098530864,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,0,12.026,23024.0,654,0,0.0,33300.265119213815,False,-0.6332852760046687,16,6.282000000000002,119538,658,0,0.0,10013.030361905388,False,-0.14176481610732924,4,6.378000000000001,119827,663,0,0.0,10089.117218758773,False,-0.13951116265234684,0.3625,632062,0.0,0.0,10,0,0,6,11,10.23076923076923,25,31,14,159.0,30.0,12,5,14,233,1.555591994896531,192.45646815467626
72,14,0,0,0,10.0,20,10.0,33.64548169378617,48,31.749999999999996,52.22433207500693,16,58.0,16.115436160485096,11,26.636363636363637,49.00000000000001,20,49.0,0,2.0720000000000005,71858,42,20,1.0,1092.9096338757233,False,0.22825586213401192,10,5.016000000000001,70174,0,9,0.9,302.8093352440755,False,0.1929872375718338,0,0.2,74050,589,312,1.0,36111.180325042216,False,0.060354698347065056,0,2.8190000000000004,45409.0,844,0,0.0,28396.786549555523,False,-0.3137769444438051,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,11,12.136000000000001,21880.0,670,0,0.0,34990.30249025464,False,-0.6360488109113088,10,6.366000000000002,119335,660,0,0.0,10636.187865920163,False,-0.14101660086027082,10,6.474000000000002,119367,672,0,0.0,10829.573099845984,False,-0.14012978114264354,0.3625,630723,0.0,0.0,16,0,0,7,13,12.526315789473685,22,29,13,122.0,9.0,11,3,13,2234,1.6336922943592072,194.09016044903547
73,13,0,0,0,10.0,20,10.0,33.93997177557196,23,37.04347826086956,52.22433207500693,0,,15.988513068997124,2,8.0,49.00000000000001,20,49.0,3,2.1020000000000003,72532,42,10,1.0,759.3997177557196,False,0.236860673783743,0,5.006000000000001,70074,0,19,1.0,644.8594637358673,False,0.1941920937058802,0,0.2,73990,584,322,1.0,36637.178445086254,False,0.06269170098365393,0,2.8190000000000004,44617.0,862,0,0.0,29256.255670543032,False,-0.31794748241171134,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,2,12.145,21810.0,670,0,0.0,34990.30249025464,False,-0.6366958327621611,13,6.486000000000002,119044,660,0,0.0,10552.418625538101,False,-0.14331050591750763,7,6.5340000000000025,119253,674,0,0.0,10776.257808504062,False,-0.14109905177028165,0.375,629970,0.0,0.0,11,0,0,6,11,10.6,25,31,17,118.0,24.0,10,3,17,992,1.6258359905332327,195.7159964395687
74,17,0,0,0,10.0,20,10.0,33.00962587435062,22,22.90909090909091,52.61279945751331,6,57.666666666666664,16.63348413820771,17,21.0,49.0,20,49.0,0,2.0990000000000006,72402,45,20,1.0,1110.1925174870123,False,0.23763076996630147,3,5.036000000000001,70430,0,7,0.7,231.06738112045434,False,0.19672146585285977,0,0.2,73874,595,326,1.0,36792.50001838796,False,0.06225032533062394,0,2.8190000000000004,44575.0,863,0,0.0,28487.307129564582,False,-0.3228572169418246,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,17,12.313,20900.0,676,0,0.0,35566.252433279,False,-0.6424453154079981,4,6.513000000000001,118968,664,0,0.0,11044.63346776992,False,-0.1421382971403422,16,6.687000000000002,118520,687,0,0.0,11427.203602948697,False,-0.14390731753361533,0.3375,628319,0.0,0.0,12,0,0,4,16,15.142857142857142,25,29,18,105.0,49.0,10,7,18,588,1.6421843571588397,197.35818079672754
75,18,0,0,0,10.0,20,10.0,32.13083435679091,10,11.5,52.61279945751331,0,,16.85463310221078,2,30.0,49.00000000000001,20,49.0,0,2.0990000000000006,72397,47,20,1.0,1112.6166871358182,False,0.23756651246955698,0,5.033000000000001,70350,0,15,0.8,481.9625153518637,False,0.19749243002724268,0,0.2,73759,595,336,1.0,36795.74706001507,False,0.060945092041577366,0,2.8190000000000004,44575.0,863,0,0.0,27728.91004991056,False,-0.32722269522172526,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,2,12.316000000000003,20874.0,676,0,0.0,35566.252433279,False,-0.6426856378097432,8,6.589000000000002,118777,666,0,0.0,11225.18564607238,False,-0.14283238474447385,12,6.791000000000001,118283,687,0,0.0,11579.132941218806,False,-0.14501701061481842,0.35,627665,0.0,0.0,13,0,0,4,10,10.0,25,29,24,105.0,44.0,10,8,24,315,1.630571368150413,198.98875216487795
76,24,0,0,0,10.0,20,10.0,31.307773460261302,27,24.59259259259259,52.61279945751331,0,,17.340951105289538,12,21.75,49.00000000000001,20,49.0,0,2.0990000000000006,72881,43,13,1.0,837.0010549833969,False,0.24343925304062336,0,5.033000000000002,70330,4,15,1.0,509.61660190391956,False,0.19738771312408965,0,0.2,73095,612,346,1.0,37364.38596997952,False,0.05657406473400363,0,2.8190000000000004,44575.0,863,0,0.0,27018.608496205503,False,-0.3313113264784459,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,12,12.434000000000005,20544.0,676,0,0.0,35566.252433279,False,-0.6457358836780466,11,6.691000000000002,118410,675,0,0.0,11705.141996070437,False,-0.1437076910490485,9,6.869000000000002,118024,690,0,0.0,11965.25626264978,False,-0.14547139114421542,0.375,626509,0.0,0.0,15,0,0,8,13,13.0,28,36,26,166.0,38.0,15,9,26,864,1.7723760241642594,200.7611281890422
77,26,0,0,0,10.0,20,10.0,31.34259540919751,27,31.62962962962963,52.61279945751331,0,,16.755700417096428,22,13.863636363636363,49.00000000000001,20,49.0,5,2.149000000000001,73107,45,10,1.0,763.4259540919751,False,0.24664901825384633,0,5.033000000000001,70628,2,16,1.0,521.4815265471602,False,0.20254356754607516,0,0.2,72619,620,356,1.0,38162.5657605772,False,0.055688646262374165,0,2.8190000000000004,44197.0,872,0,0.0,27330.74319682023,False,-0.3338662998237441,0,0.2,108650,0,0,0.0,0.0,False,0.004270344215624653,22,12.642000000000005,19625.0,676,0,0.0,35566.252433279,False,-0.6542303562628063,9,6.770000000000002,118125,679,0,0.0,11377.120583208474,False,-0.1468018199686857,11,6.9700000000000015,117636,708,0,0.0,11863.03589530427,False,-0.1484972956466015,0.375,624587,0.0,0.0,11,0,0,7,15,15.0,26,33,27,169.0,90.0,14,12,27,994,1.914139878936112,202.67526806797832
