index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
50,0,0,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,36694,2,200,1.0,7403.679696834558,False,0.3339885030188653,0,1.1900000000000004,37616,15,177,1.0,6684.556531698584,False,0.3525618607043555,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,9,4.556000000000001,42504,600,0,0.0,17321.26330592069,False,-0.31404588273122924,11,4.324000000000001,51572,672,0,0.0,19399.814902631173,False,-0.17853963116122235,0.25,226311,0.0,0.3,9,0,0,0,11,11.0,0,0,0,0.0,0.0,0,0,0,200,0.3022709679789841,65.65214879001724
51,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000001,36604,1,210,1.0,7762.863681676286,False,0.3369470920295273,0,1.1900000000000002,37506,16,187,1.0,7063.740516540312,False,0.3551902205359672,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,4.657000000000002,42278,600,0,0.0,17321.26330592069,False,-0.317075820121461,9,4.403000000000001,51415,672,0,0.0,19399.814902631173,False,-0.18064449917125064,0.25,225728,0.0,0.3,9,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,200,0.2969209849834442,65.94906977500068
52,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,36504,1,220,1.0,8132.047666518014,False,0.339740566450664,0,1.1900000000000002,37406,16,197,1.0,7432.92450138204,False,0.357983694957104,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000005,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,7,4.716000000000001,42196,600,0,0.0,17321.26330592069,False,-0.31817517793561595,13,4.524000000000002,51128,672,0,0.0,19399.814902631173,False,-0.1844922515207928,0.25,225159,0.0,0.3,8,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,200,0.29230093804653734,66.24137071304722
53,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,36434,0,228,0.8,8417.394854391396,False,0.3421404605770986,0,1.1900000000000002,37276,19,207,1.0,7832.108486223768,False,0.3602818256096652,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,14,4.849000000000001,41869,600,0,0.0,17321.26330592069,False,-0.3225592023896239,6,4.5710000000000015,51046,672,0,0.0,19399.814902631173,False,-0.1855916093349477,0.225,224550,0.0,0.3,11,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,200,0.2873569779912941,66.52872769103851
54,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000001,36354,0,236,0.8,8712.74204226478,False,0.34437524011400805,0,1.1900000000000004,37156,21,217,1.0,8221.292471065495,False,0.3627450708517517,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000005,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,4.945000000000001,41646,600,0,0.0,17321.26330592069,False,-0.3255489193720208,9,4.655000000000002,50886,672,0,0.0,19399.814902631173,False,-0.1877366977528109,0.225,223967,0.0,0.3,7,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,200,0.2875914669712074,66.81631915800972
55,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.000000000000014,20,51.0,0,0.8480000000000001,36234,2,246,1.0,9101.926027106507,False,0.34683848535609435,0,1.1900000000000002,37076,19,227,1.0,8570.476455907223,False,0.36586877445193877,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,13,5.064000000000001,41345,600,0,0.0,17321.26330592069,False,-0.329584366958126,7,4.716000000000001,50775,672,0,0.0,19399.814902631173,False,-0.18922485284270352,0.25,223355,0.0,0.3,9,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,200,0.28334547602571547,67.09966463403543
56,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,36104,5,256,1.0,9501.110011948234,False,0.3491366160086558,0,1.1900000000000002,37006,16,237,1.0,8909.660440748952,False,0.369157592641651,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,7,5.121000000000001,41240,600,0,0.0,17321.26330592069,False,-0.3309920812323487,13,4.839000000000001,50484,672,0,0.0,19399.814902631173,False,-0.19312623240269228,0.25,222759,0.0,0.3,9,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,200,0.28283340501366183,67.3824980390491
57,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,36034,2,266,1.0,9840.293996789962,False,0.35242543419836797,0,1.1900000000000002,36876,19,247,1.0,9308.84442559068,False,0.3714557232942124,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,14,5.254000000000001,40901,600,0,0.0,17321.26330592069,False,-0.33553698731769643,6,4.886000000000001,50394,672,0,0.0,19399.814902631173,False,-0.19433284463774034,0.25,222130,0.0,0.3,8,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,200,0.27554249099921435,67.65804053004831
58,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,35944,1,276,1.0,10199.47798163169,False,0.3553840232090299,0,1.1900000000000004,36766,20,257,1.0,9688.028410432407,False,0.3740840831258241,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,8,5.320000000000001,40770,600,0,0.0,17321.26330592069,False,-0.33729327845982193,12,5.000000000000001,50138,672,0,0.0,19399.814902631173,False,-0.19776498610632148,0.25,221543,0.0,0.3,9,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,200,0.27572163799777627,67.93376216804609
59,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000001,35834,2,286,1.0,10578.661966473419,False,0.3580123830406416,0,1.1900000000000002,36676,19,267,1.0,10047.212395274135,False,0.377042672136486,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,10,5.412000000000002,40574,600,0,0.0,17321.26330592069,False,-0.33992101177170436,10,5.088000000000002,49953,672,0,0.0,19399.814902631173,False,-0.20024524458947585,0.25,220962,0.0,0.3,8,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,200,0.30319483700441197,68.2369570050505
60,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,35714,4,296,1.0,10967.845951315147,False,0.3604756282827281,0,1.1900000000000002,36596,17,277,1.0,10396.396380115862,False,0.38016637573667306,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000005,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,13,5.532000000000002,40272,600,0,0.0,17321.26330592069,False,-0.3439698661604212,7,5.1480000000000015,49841,672,0,0.0,19399.814902631173,False,-0.2017468064819801,0.25,220348,0.0,0.3,9,0,0,0,11,11.0,0,0,0,0.0,0.0,0,0,0,200,0.27805006201379,68.51500706706429
61,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,35594,6,306,1.0,11357.029936156874,False,0.3629388735248147,0,1.1900000000000002,36516,15,287,1.0,10745.58036495759,False,0.38329007933686016,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,12,5.639000000000002,40007,600,0,0.0,17321.26330592069,False,-0.34752266885250716,8,5.221000000000001,49709,672,0,0.0,19399.814902631173,False,-0.20351650442671726,0.25,219751,0.0,0.3,10,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,200,0.2637659080210142,68.7787729750853
62,0,0,0,0,10.000000000000002,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000001,35484,7,316,1.0,11736.213920998602,False,0.3655672333564263,0,1.1900000000000004,36426,14,297,1.0,11104.76434979932,False,0.3862486683475218,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000005,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,5.737000000000002,39780,600,0,0.0,17321.26330592069,False,-0.3505660130453506,9,5.303000000000002,49547,672,0,0.0,19399.814902631173,False,-0.20568840644980377,0.25,219162,0.0,0.3,10,0,0,0,11,11.0,0,0,0,0.0,0.0,0,0,0,200,0.2653711439925246,69.04414411907783
63,0,0,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000001,35344,11,326,1.0,12145.39790584033,False,0.3677002494194626,0,1.1900000000000002,36366,10,307,1.0,11433.948334641047,False,0.38970260112675914,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,10,5.826000000000001,39590,600,0,0.0,17321.26330592069,False,-0.35311330554156317,10,5.394000000000001,49354,672,0,0.0,19399.814902631173,False,-0.20827591935385129,0.25,218579,0.0,0.3,8,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,200,0.23083014402072877,69.27497426309856
64,0,0,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,35244,11,336,1.0,12514.581890682057,False,0.3704937238405992,0,1.1900000000000002,36266,10,317,1.0,11803.132319482775,False,0.39249607554789595,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,5.926000000000002,39366,600,0,0.0,17321.26330592069,False,-0.3561164293265717,9,5.474000000000002,49201,672,0,0.0,19399.814902631173,False,-0.210327160153433,0.25,218002,0.0,0.3,8,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,200,0.12386538699502125,69.39883965009358
65,0,0,0,0,10.0,20,10.0,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,35114,14,346,1.0,12913.765875523786,False,0.3727918544931608,0,1.1900000000000002,36196,7,327,1.0,12142.316304324502,False,0.39578489373760817,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,8,5.995000000000001,39234,600,0,0.0,17321.26330592069,False,-0.35788612727130886,12,5.585000000000001,48938,672,0,0.0,19399.814902631173,False,-0.21385314924029566,0.25,217407,0.0,0.3,9,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,200,0.12527925503673032,69.52411890513031
66,0,0,0,0,10.0,0,,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,35114,4,356,1.0,13182.949860365514,False,0.3772364748095487,0,1.1900000000000004,36196,0,334,0.7,12330.745093713713,False,0.39889612795907997,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,13,6.117000000000002,38939,600,0,0.0,17321.26330592069,False,-0.3618411340417442,7,5.643000000000001,48831,672,0,0.0,19399.814902631173,False,-0.2152876771197417,0.2125,217005,0.0,0.3,0,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,0,0.11570140602998435,69.63982031116029
67,0,0,0,0,10.0,0,,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.0,20,51.0,0,0.8480000000000001,35114,0,360,0.4,13290.623454302204,False,0.37901432293610393,0,1.1900000000000002,36196,0,334,0.0,12330.745093713713,False,0.39889612795907997,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,8,6.184000000000002,38802,600,0,0.0,17321.26330592069,False,-0.36367786599953955,12,5.756000000000001,48564,672,0,0.0,19399.814902631173,False,-0.21886729341705094,0.05,216601,0.0,0.3,0,0,0,0,10,10.0,0,0,0,0.0,0.0,0,0,0,0,0.11531255999580026,69.75513287115609
68,0,0,0,0,10.0,0,,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,35114,0,360,0.0,13290.623454302204,False,0.37901432293610393,0,1.1900000000000002,36196,0,334,0.0,12330.745093713713,False,0.39889612795907997,0,5.6720000000000015,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000005,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,11,6.286000000000003,38572,600,0,0.0,17321.26330592069,False,-0.36676143060021793,9,5.834,48402,672,0,0.0,19399.814902631173,False,-0.22103919544013748,0.0,216209,0.0,0.3,0,0,0,0,11,11.0,0,0,0,0.0,0.0,0,0,0,0,0.11494609399233013,69.87007896514842
69,0,0,0,0,10.0,0,,36.91839848417279,0,,3.5844049077836875,0,,28.86877217653448,0,,51.00000000000001,20,51.0,0,0.8480000000000003,35114,0,360,0.0,13290.623454302204,False,0.37901432293610393,0,1.1900000000000002,36196,0,334,0.0,12330.745093713713,False,0.39889612795907997,0,5.672000000000001,-29654.88888888889,451,0,0.0,16650.19771636193,True,-1.517725916422921,0,5.402000000000002,-36170.333333333336,357,0,0.0,13179.868258849687,True,-1.7179882813638312,0,0.2,57925,0,0,0.0,0.0,False,0.018049843579739183,0,11.504000000000003,-54144,1170,0,0.0,4193.753742106915,True,-1.9147443342287347,13,6.405000000000004,38264,600,0,0.0,17321.26330592069,False,-0.37089072580460464,7,5.895000000000001,48287,672,0,0.0,19399.814902631173,False,-0.22258097774047667,0.0,215786,0.0,0.3,0,0,0,0,11,11.0,0,0,0,0.0,0.0,0,0,0,0,0.11607836099574342,69.98615732614417
