index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
53,28,0,0,0,10.000000000000002,20,10.0,22.142441759965564,0,,32.287265788180314,5,12.0,47.55041330597582,23,49.56521739130435,43.00000000000001,20,43.0,0,0.29000000000000004,30217,6,236,1.0,5285.616255351873,False,0.11878411111899265,0,0.2,30622,8,218,1.0,4907.052303672493,False,0.12612870354554648,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.5230000000000004,46418,116,21,1.0,3246.5558257077923,False,0.09826207422567947,4,2.4450000000000007,55745,0,0,0.0,0.0,False,-0.04247827132501975,0,1.6130000000000004,61419,0,10,0.9,475.50413305975826,False,0.059066818965438174,10,4.6290000000000004,60496,571,0,0.0,27151.285997712195,False,-0.1553204055232393,10,4.791000000000001,57836,457,0,0.0,21730.53888083095,False,-0.2165617223872705,0.4875,387095,0.0,0.0,14,0,0,6,12,11.285714285714285,25,31,26,153.0,81.0,10,18,26,672,5.169904391979799,317.91098847577814
54,26,0,0,0,10.000000000000002,20,10.0,21.867440610008973,45,21.044444444444444,32.81440759775444,16,37.0,47.78592018901335,3,64.0,43.00000000000001,20,43.0,0,0.29000000000000004,30869,9,212,1.0,4725.897409321902,False,0.13145445182870688,0,0.2,30717,5,217,1.0,4795.234612371947,False,0.12745964748173277,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.5230000000000004,46063,151,15,1.0,3794.199646077672,False,0.09640627810252694,3,2.4710000000000005,55222,6,10,1.0,674.7456474766602,False,-0.045666755578372104,0,1.613,61419,0,10,0.0,477.85920189013353,False,0.05908704525997235,10,4.719000000000001,60352,571,0,0.0,27285.760427926623,False,-0.1561957736855893,10,4.881000000000001,57480,460,0,0.0,21981.523286946143,False,-0.21919032929488352,0.5,386464,0.0,0.0,14,0,0,8,11,11.0,27,35,25,200.0,51.0,12,14,25,1739,5.1519075719988905,323.06289604777703
55,25,0,0,0,10.000000000000002,20,10.0,21.867440610008973,0,,32.83896157218715,1,36.0,48.96341046633423,29,56.62068965517241,43.000000000000014,20,43.0,0,0.29000000000000004,30799,6,222,1.0,4914.571815421992,False,0.13228306519052796,0,0.2,30587,8,227,1.0,5043.909018472037,False,0.12726684516141842,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.5230000000000004,46099,141,24,1.0,3871.4442037437566,False,0.09811220313814502,0,2.468000000000001,55252,0,15,0.6,734.4511569950134,False,-0.044638675693127454,18,1.7930000000000004,62153,0,1,0.1,48.96341046633423,False,0.068011297283197,6,4.769000000000001,59496,586,0,0.0,28692.55853327186,False,-0.15793596603297985,14,5.011000000000001,56323,474,0,0.0,23208.656561042426,False,-0.22538739816036574,0.4625,385051,0.0,0.0,12,0,0,6,13,12.333333333333332,26,32,31,176.0,50.0,12,13,31,266,5.383814216998871,328.4467102647759
56,31,0,0,0,10.000000000000002,20,10.0,21.885190513340046,25,22.0,30.990880908507243,23,21.608695652173914,49.235551842473924,3,67.0,43.000000000000014,20,43.0,0,0.29000000000000004,30921,8,221,1.0,4916.62710344815,False,0.1364718106882324,0,0.2,30815,6,223,1.0,4940.39748447483,False,0.13326746594387032,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.5230000000000004,46046,156,11,1.0,3754.989410074627,False,0.09556945579949513,0,2.468000000000001,55388,0,17,0.5,837.0043813220567,False,-0.041421859379212146,0,1.7750000000000004,61721,8,11,1.0,789.5181175352711,False,0.06695109860812186,13,4.893000000000002,59238,586,0,0.0,28852.03337968972,False,-0.15996879202384634,7,5.067000000000001,56044,477,0,0.0,23485.358228860063,False,-0.226991297787369,0.5625,384515,0.0,0.0,14,0,0,15,10,10.0,23,38,32,252.0,42.0,17,14,32,1448,5.550878818030469,333.99758908280637
57,32,0,0,0,10.000000000000002,20,10.0,21.885190513340046,0,,30.990880908507243,0,,48.379214112898936,27,42.7037037037037,43.000000000000014,20,43.0,0,0.29000000000000004,30831,7,231,1.0,5125.47900858155,False,0.13696297382761138,0,0.2,30705,7,233,1.0,5169.249389608231,False,0.13341815718920416,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.5230000000000004,46046,146,21,1.0,3846.0463140262987,False,0.09661027266106922,0,2.4680000000000004,55761,0,5,0.0,241.89607056449466,False,-0.0401259398247578,4,1.8150000000000002,62337,0,8,0.8,387.0337129031915,False,0.07407531788195401,11,4.990000000000002,58177,606,0,0.0,29317.803752416756,False,-0.16941223970021926,9,5.150000000000001,55624,484,0,0.0,23415.539630643085,False,-0.23217887817222158,0.475,383823,0.0,0.0,14,0,0,9,11,10.266666666666666,26,35,32,201.0,51.0,15,17,32,573,4.372111684991978,338.36970076779835
58,32,0,0,0,10.000000000000002,20,10.0,21.885190513340046,0,,31.668976771971888,16,37.0,46.285886731077746,14,18.571428571428573,43.000000000000014,20,43.0,0,0.29000000000000004,30721,8,241,1.0,5354.330913714951,False,0.13711366507294523,0,0.2,30615,6,243,1.0,5378.101294741631,False,0.13390932032858316,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.5230000000000004,46638,136,15,1.0,3451.4205613938243,False,0.10563313628916426,9,2.5580000000000007,55036,6,10,1.0,652.8727279426088,False,-0.04904949733808608,0,1.8110000000000002,62337,0,8,0.0,370.28709384862196,False,0.07393149106675441,9,5.069000000000002,57849,618,0,0.0,28604.67799980605,False,-0.17721868585614403,11,5.251000000000001,55370,486,0,0.0,22494.940951303783,False,-0.2403244255387961,0.5,382908,0.0,0.0,12,0,0,9,11,10.583333333333334,26,35,33,194.0,68.0,14,18,33,792,4.283526756975334,342.6532275247737
59,33,0,0,0,10.000000000000002,20,10.0,21.885190513340046,0,,32.303017522503815,30,35.0,46.285886731077746,0,,43.00000000000001,20,43.0,0,0.29000000000000004,30571,13,251,1.0,5623.182818848351,False,0.13658341253018877,0,0.2,30565,1,253,1.0,5546.953199875032,False,0.13508142725605243,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,15,1.6730000000000003,47253,126,10,1.0,3080.5641799058835,False,0.11545349175760555,0,2.549000000000001,53986,26,20,1.0,1765.5961902066542,False,-0.057528632122310554,0,1.8110000000000004,62337,0,8,0.0,370.28709384862196,False,0.07393149106675441,12,5.1800000000000015,57629,618,0,0.0,28604.67799980605,False,-0.179727466588708,8,5.320000000000001,55253,486,0,0.0,22494.940951303783,False,-0.24165864074656876,0.5,381936,0.0,0.0,9,0,0,7,12,11.5,28,35,34,187.0,70.0,13,20,34,200,4.5094483610009775,347.16267588577466
60,34,0,0,0,10.000000000000002,20,10.0,22.081888869480693,36,23.0,32.32889799482916,1,36.0,47.59922120423908,44,52.95454545454545,43.00000000000001,20,43.0,0,0.29000000000000004,31299,13,225,1.0,5098.424995633156,False,0.1524365019174213,0,0.2,30465,1,263,1.0,5817.536772673422,False,0.13628301339200957,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,46461,152,19,1.0,3970.6961700628194,False,0.10752230265485696,15,2.6990000000000007,55353,16,10,1.0,993.2545799596573,False,-0.04068110738981367,1,1.8210000000000002,62548,0,1,0.1,47.59922120423908,False,0.07478442424339751,15,5.318000000000001,56985,626,0,0.0,29797.112473853664,False,-0.18027235965735952,5,5.362000000000002,53178,522,0,0.0,24846.7934686128,False,-0.25191127201675867,0.5125,380631,0.0,0.0,16,0,0,8,14,12.555555555555555,25,33,35,173.0,82.0,11,23,35,1324,4.838830857013818,352.0015067427885
61,35,0,0,0,10.000000000000002,20,10.0,22.081888869480693,0,,32.32889799482916,0,,47.275313859448545,15,42.93333333333333,43.000000000000014,20,43.0,0,0.29000000000000004,31189,14,235,1.0,5329.243884327962,False,0.1526206782936905,0,0.2,30375,0,273,1.0,6028.355661368229,False,0.1368076616623239,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,46461,142,29,1.0,4073.1662613163044,False,0.10869357681590547,0,2.6840000000000006,55907,6,10,1.0,666.7265265634604,False,-0.03396950662541256,4,1.8600000000000003,62474,0,0,0.0,0.0,False,0.07310453811535951,14,5.4430000000000005,56515,633,0,0.0,29925.27367303093,False,-0.1849012813424775,6,5.417000000000002,52650,530,0,0.0,25055.91634550773,False,-0.25673997431061146,0.5,379913,0.0,0.0,15,0,0,9,10,9.8,26,35,33,170.0,76.0,13,22,33,754,5.281125690031331,357.2826324328198
62,33,0,0,0,10.000000000000002,20,10.0,22.081888869480693,0,,32.357232378102864,1,36.0,48.216684500689205,32,53.9375,43.00000000000001,20,43.0,0,0.29000000000000004,31079,15,245,1.0,5560.06277302277,False,0.1528048546699597,0,0.2,30285,0,282,0.9,6227.092661193556,False,0.13712663275328654,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,46497,132,38,1.0,4144.38416113936,False,0.11033061473995105,20,2.8840000000000012,56677,0,6,0.6,289.3001070041352,False,-0.02398484912738212,2,1.876,62492,0,1,0.1,48.216684500689205,False,0.0738278254534739,7,5.4990000000000006,54831,663,0,0.0,31967.661823956943,False,-0.19245962103751235,13,5.541000000000001,52263,532,0,0.0,25651.276154366657,False,-0.25775854037787566,0.44999999999999996,378466,0.0,0.0,11,0,0,12,11,10.666666666666666,23,35,39,167.0,101.0,14,19,39,236,4.657478274020832,361.94011070684064
63,39,0,0,0,10.0,20,10.0,22.081888869480693,0,,32.04612986160167,6,26.0,48.35720919474563,15,50.266666666666666,43.00000000000001,20,43.0,0,0.29000000000000004,30959,17,255,1.0,5800.881661717577,False,0.1528187950992063,0,0.2,30205,0,290,0.8,6403.747772149401,False,0.13741016261192004,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,46653,122,42,1.0,4039.9278962639146,False,0.11270292271064995,5,2.9140000000000006,57118,0,1,0.1,48.35720919474563,False,-0.018479188488141618,3,1.9040000000000006,62321,0,5,0.5,241.78604597372814,False,0.07255304240933841,13,5.622000000000002,54505,667,0,0.0,32254.258532895336,False,-0.19454306816530967,7,5.598000000000001,51489,543,0,0.0,26257.964592746877,False,-0.26312568653499246,0.425,377592,0.0,0.0,13,0,0,12,12,11.204545454545455,24,36,37,241.0,84.0,16,23,37,356,5.902307878015563,367.8424185848562
64,37,0,0,0,10.0,20,10.0,22.081888869480693,0,,31.261604095280394,6,16.833333333333332,48.41914680879311,21,49.0,43.00000000000001,20,43.0,0,0.29000000000000004,30829,20,265,1.0,6051.700550412384,False,0.15266249958143033,0,0.2,30135,0,297,0.7,6558.320994235766,False,0.13765825123822417,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,46754,112,46,1.0,3911.2053417647357,False,0.11354051324514483,20,3.1090000000000004,57327,0,0,0.0,0.0,False,-0.015304544986086778,0,1.9010000000000005,62220,0,11,0.6,532.6106148967242,False,0.07331590414387924,8,5.689000000000001,53356,688,0,0.0,33312.373004449655,False,-0.20161261572064929,12,5.711000000000001,51269,543,0,0.0,26291.59671717466,False,-0.2654427044817392,0.41250000000000003,376232,0.0,0.0,13,0,0,10,11,10.952380952380953,25,35,34,247.0,78.0,16,21,34,301,5.80365418898873,373.64607277384493
65,34,0,0,0,10.0,20,10.0,22.081888869480693,0,,31.306427815306932,1,36.0,47.90974317190153,12,39.583333333333336,43.00000000000001,20,43.0,0,0.29000000000000004,30729,20,275,1.0,6272.519439107191,False,0.1530169119047221,0,0.2,30035,0,307,1.0,6779.139882930573,False,0.13801266356151592,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,46790,102,55,1.0,3974.2061945289115,False,0.11508362703208419,0,3.0890000000000004,57291,0,1,0.1,47.90974317190153,False,-0.015511441966643492,1,1.9110000000000003,62654,0,0,0.0,0.0,False,0.07619636538527604,9,5.771,52885,698,0,0.0,33441.00073398727,False,-0.20625028090368988,11,5.809000000000002,50947,545,0,0.0,26110.810028686334,False,-0.2701454521011818,0.3875,375673,0.0,0.0,15,0,0,7,10,9.2,25,32,29,221.0,88.0,13,21,29,621,4.880188245035242,378.5262610188802
66,29,0,0,0,10.0,20,10.0,22.13820590970361,12,23.0,31.403062413687056,2,36.0,48.25392878367929,6,59.0,43.00000000000001,20,43.0,0,0.29000000000000004,30659,17,285,1.0,6479.388684265529,False,0.1541552668323437,0,0.2,30181,3,305,1.0,6782.152802459602,False,0.1430348439355079,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,46586,104,63,1.0,4280.76634667146,False,0.11392412896545114,0,3.0890000000000004,57255,0,2,0.1,96.50785756735858,False,-0.01571242693353126,6,1.9700000000000002,62726,0,1,0.1,48.25392878367929,False,0.07784752077350376,8,5.842000000000001,52769,698,0,0.0,33681.242291008144,False,-0.20620328940491633,12,5.918000000000001,50372,551,0,0.0,26587.91475980729,False,-0.27398214911390273,0.4,374890,0.0,0.0,11,0,0,8,12,12.0,26,34,18,219.0,45.0,14,15,18,548,4.197305519017391,382.72356653789757
67,18,0,0,0,10.000000000000002,20,10.0,22.197461590652335,13,23.0,31.455048354323225,1,36.0,48.48720566209857,7,54.285714285714285,43.00000000000001,20,43.0,0,0.29000000000000004,30818,21,282,1.0,6469.684168563958,False,0.1594035642055761,0,0.2,30121,0,314,0.9,6970.002939464833,False,0.1441898971683775,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,46323,107,72,1.0,4639.891871711072,False,0.11201668691803333,0,3.0890000000000004,57219,0,3,0.1,145.4616169862957,False,-0.015910357475468925,6,2.0240000000000005,62848,0,0,0.0,0.0,False,0.07952866810951939,10,5.934000000000001,52353,703,0,0.0,34086.50558045529,False,-0.20863644585335436,10,6.006000000000001,50085,553,0,0.0,26813.42473114051,False,-0.2759691606352888,0.375,374109,0.0,0.0,13,0,0,2,12,11.8,23,25,29,65.0,42.0,4,14,29,535,3.5336944040027447,386.2572609419003
68,29,0,0,0,10.0,20,10.0,22.24125094021652,23,22.565217391304348,31.511448599598218,1,36.0,47.43454241471465,8,26.0,43.00000000000001,20,43.0,0,0.29000000000000004,31017,21,279,1.0,6415.309012320409,False,0.16525329427531266,0,0.2,30241,0,314,1.0,6983.752795227988,False,0.14850963186864582,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,45840,120,81,1.0,5221.377449393438,False,0.10762153315265793,5,3.1390000000000007,57222,0,0,0.0,0.0,False,-0.01710811089353808,0,2.0180000000000007,62812,0,1,0.1,47.43454241471465,False,0.07931768991046341,6,5.984000000000003,52275,703,0,0.0,33346.4833175444,False,-0.21374536264685265,14,6.136000000000003,49579,561,0,0.0,26610.77829465492,False,-0.28289480058240823,0.3875,373328,0.0,0.0,14,0,0,10,13,12.625,26,36,28,195.0,54.0,16,13,28,755,4.8912654359592125,391.1485263778595
69,28,0,0,0,10.0,20,10.0,22.225673354563042,12,22.0,31.57249613912409,1,36.0,47.43454241471465,0,,43.0,20,43.0,0,0.29000000000000004,31151,24,277,1.0,6396.511519213963,False,0.16949561675145491,0,0.2,30171,0,321,0.7,7134.441146814736,False,0.14869158603409366,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,45612,122,90,1.0,5553.05680177786,False,0.10620049838577438,0,3.1340000000000012,57186,0,1,0.1,47.43454241471465,False,-0.017319089092594064,0,2.0180000000000007,62812,0,1,0.0,47.43454241471465,False,0.07931768991046341,10,6.078000000000002,52109,703,0,0.0,33346.4833175444,False,-0.21563835174506002,10,6.222000000000003,49415,561,0,0.0,26610.77829465492,False,-0.28476498258304683,0.35000000000000003,372798,0.0,0.0,12,0,0,8,11,11.0,27,35,31,205.0,53.0,15,13,31,500,4.784325684013311,395.93285206187284
70,31,0,0,0,10.0,20,10.0,22.20824301467575,14,22.0,32.95949865634718,44,35.04545454545455,46.40796557104132,12,33.25,43.0,20,43.0,0,0.29000000000000004,31339,26,273,1.0,6322.85034300648,False,0.17464251035045578,0,0.2,30091,0,329,0.8,7306.511951828323,False,0.14889707452637496,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,46846,126,56,1.0,4643.970544604586,False,0.12401950648794761,6,3.1940000000000013,55658,33,10,1.0,1551.7431113698703,False,-0.03064564987315032,4,2.0580000000000003,62787,0,1,0.1,46.40796557104132,False,0.07887945279441957,9,6.158000000000001,51977,703,0,0.0,32624.79979644205,False,-0.22125849680448595,11,6.322000000000002,48818,573,0,0.0,26591.764272206678,False,-0.2916813148736106,0.4875,371858,0.0,0.0,14,0,0,15,13,12.657142857142857,25,40,29,268.0,48.0,20,11,29,2050,8.11959262995515,404.052444691828
71,29,0,0,0,10.0,20,10.0,22.20824301467575,0,,30.72226227143515,33,24.0,45.25796322156624,14,33.0,43.0,20,43.0,0,0.29000000000000004,31239,26,283,1.0,6544.932773153238,False,0.17501843269131523,0,0.2,29991,0,339,1.0,7528.59438197508,False,0.1492729968672344,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,47638,116,33,1.0,3589.990844659747,False,0.13007785068079167,0,3.188000000000001,56048,23,10,1.0,1159.1916644586709,False,-0.027318083200567913,3,2.0840000000000005,61944,23,10,1.0,1159.1916644586709,False,0.07395643670736435,10,6.249000000000002,51488,712,0,0.0,32223.669813755165,False,-0.22912198482327253,10,6.411000000000001,48526,578,0,0.0,26159.10274206529,False,-0.2974780895516963,0.625,371216,0.0,0.0,13,0,0,7,10,9.75,23,30,22,125.0,77.0,11,18,22,1382,4.501490160007961,408.55393485183595
72,22,0,0,0,10.0,20,10.0,22.20867439556172,38,22.210526315789473,31.466620744084544,16,37.0,45.274983360910596,20,45.4,42.99999999999999,20,43.0,0,0.29000000000000004,31199,20,293,1.0,6707.141597899584,False,0.17641792240474582,0,0.2,30675,6,311,1.0,6966.897737019694,False,0.16299917839058417,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,47386,144,27,1.0,4047.6478730511703,False,0.1295481319645563,5,3.238000000000001,55899,29,10,1.0,1365.2818351875576,False,-0.028107442413106247,0,2.081000000000001,62204,13,15,1.0,1088.190820086758,False,0.07781262513386548,9,6.329000000000002,51089,717,0,0.0,32462.163069772898,False,-0.23231216604836882,11,6.511000000000002,47686,593,0,0.0,26848.065133019983,False,-0.30312876241264886,0.625,370480,0.0,0.0,16,0,0,8,10,9.555555555555555,22,30,28,127.0,66.0,9,13,28,2292,4.868744415987749,413.4226792678237
73,28,0,0,0,10.0,20,10.0,22.20867439556172,0,,32.47305509109497,27,37.0,44.414867278829895,27,39.629629629629626,42.99999999999999,20,43.0,0,0.29000000000000004,31089,21,303,1.0,6939.228341855201,False,0.1766236822351162,0,0.2,30585,5,321,1.0,7178.984480975311,False,0.1635454101149997,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,48385,134,10,1.0,3300.69291991622,False,0.14384807763432123,9,3.323000000000001,56154,19,10,1.0,1061.1367195191033,False,-0.02633947645471248,0,2.081000000000001,61651,30,17,1.0,1729.2443964729573,False,0.07381947504614518,11,6.4300000000000015,50211,733,0,0.0,32556.09771538231,False,-0.24178888772418056,9,6.590000000000002,47170,604,0,0.0,26826.579836413257,False,-0.3091354978993907,0.625,369587,0.0,0.0,15,0,0,12,11,11.0,22,34,33,188.0,73.0,16,12,33,2017,5.947045692009851,419.36972495983355
74,33,0,0,0,10.0,20,10.0,21.396287374487507,38,17.526315789473685,32.47305509109497,0,,43.54511978374362,27,38.407407407407405,42.99999999999999,20,43.0,0,0.29000000000000004,31359,23,287,1.0,6370.7344764779145,False,0.17613861421943264,0,0.2,30781,3,319,1.0,6855.415672461515,False,0.16471035498385342,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,47719,162,20,1.0,4115.659656488876,False,0.13793818046874787,0,3.3140000000000005,56622,9,10,1.0,727.708693657291,False,-0.02116434183880167,0,2.081000000000001,62220,20,10,1.0,1084.9122996593355,False,0.0780592969499067,13,6.549000000000001,49895,737,0,0.0,32092.75328061905,False,-0.24803429457294254,7,6.651000000000002,46111,627,0,0.0,27302.79010440725,False,-0.31849661255070444,0.625,369049,0.0,0.0,17,0,0,12,10,10.0,15,27,28,260.0,68.0,19,14,28,1903,5.802220540994313,425.17194550082786
75,28,0,0,0,10.0,20,10.0,21.481050732305295,11,23.0,32.47305509109497,0,,43.0954315019001,5,28.0,43.0,20,43.0,0,0.29000000000000004,31249,24,297,1.0,6619.872067494673,False,0.176634640759502,0,0.2,30944,2,318,1.0,6850.974132873084,False,0.17018443588698187,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,47466,163,30,1.0,4475.602922098612,False,0.13626869352923449,0,3.3140000000000005,56694,0,15,0.9,646.4314725285016,False,-0.02062565295502673,0,2.081000000000001,62288,10,19,1.0,1143.5437494470516,False,0.07973087146112073,9,6.626000000000001,49688,741,0,0.0,31933.714742907974,False,-0.25130163103300207,11,6.754000000000002,45858,628,0,0.0,27063.930983193262,False,-0.32274363121383215,0.6125,368529,0.0,0.0,13,0,0,15,9,9.0,9,24,25,188.0,36.0,16,12,25,593,4.73788654996315,429.909832050791
76,25,0,0,0,10.0,20,10.0,21.497098218274434,2,23.0,32.46054449325083,21,32.38095238095238,45.551191437183654,29,58.724137931034484,42.99999999999999,20,43.0,0,0.29000000000000004,31179,21,307,1.0,6809.609153010251,False,0.17748134474499092,0,0.2,30860,5,326,1.0,7058.0540191574655,False,0.17084971603209748,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.6580000000000004,48100,155,19,1.0,3948.8005692043034,False,0.14474087933159943,14,3.454000000000001,57263,6,10,1.0,650.2751813313415,False,-0.010819032074862267,0,2.081000000000001,62168,5,29,1.0,1483.2872741445801,False,0.08058750965461348,8,6.697000000000002,48848,755,0,0.0,34391.14953507366,False,-0.24686887324343346,12,6.863000000000002,44665,643,0,0.0,29289.41609410909,False,-0.3236588508979776,0.625,367425,0.0,0.0,15,0,0,9,11,10.933333333333334,16,25,31,163.0,33.0,14,11,31,1654,4.178289344010409,434.0881213948014
77,31,0,0,0,10.0,20,10.0,21.662013958389572,21,23.0,31.657234455689625,24,27.0,46.658377809644755,29,53.0,43.00000000000001,20,43.0,0,0.29000000000000004,31039,25,317,1.0,7116.858424809494,False,0.17794522530403287,0,0.2,31283,1,315,1.0,6833.534396892715,False,0.18142954609806813,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,5,1.7080000000000004,48120,166,10,1.0,3912.466661649565,False,0.1447827842357585,0,3.440000000000001,57198,1,20,1.0,964.8247906485847,False,-0.009234044533919255,0,2.081000000000001,63122,14,10,1.0,909.7850604761022,False,0.09204872256412196,11,6.799000000000001,47129,784,0,0.0,36580.16820276149,False,-0.25399028302033544,9,6.941000000000002,44522,643,0,0.0,30001.336931601578,False,-0.3212303463736625,0.625,366755,0.0,0.0,16,0,0,7,12,12.0,17,24,27,164.0,65.0,12,19,27,2803,4.8007174170343205,438.88883881183574
78,27,0,0,0,10.0,20,10.0,21.505194287989966,2,8.0,31.657234455689625,0,,46.693724815809524,17,47.05882352941177,43.0,20,43.0,0,0.29000000000000004,30939,25,327,1.0,7282.198532172719,False,0.17735518933936045,0,0.2,31199,1,323,1.0,6956.177755020759,False,0.18065741300978452,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7030000000000003,48104,158,20,1.0,4030.965386616207,False,0.1457714992869283,0,3.440000000000001,57874,0,8,0.1,373.5497985264762,False,-0.0027006269665182502,0,2.0810000000000004,63246,4,16,1.0,873.7285348757109,False,0.09386897982475964,12,6.908000000000001,46228,797,0,0.0,37214.89867820019,False,-0.26064579050426384,8,7.012000000000002,44278,647,0,0.0,30210.839955828764,False,-0.3228182732984265,0.5125,366210,0.0,0.0,12,0,0,4,11,11.0,9,13,31,177.0,52.0,13,14,31,1016,4.622274306020699,443.51111311785644
79,31,0,0,0,10.0,20,10.0,21.505194287989966,0,,31.715594293607158,2,36.0,47.58315730624182,10,63.0,43.0,20,43.0,0,0.29000000000000004,30859,23,337,1.0,7477.250475052619,False,0.17795189940847456,0,0.2,31079,3,333,1.0,7191.229697900659,False,0.18057317929080835,0,0.2,44342,0,0,0.0,0.0,False,0.01369361955055666,0,1.7030000000000003,48176,148,28,1.0,4070.8053948435154,False,0.1478728641707646,0,3.440000000000001,57802,0,10,0.2,475.8315730624182,False,-0.0030589201530246976,0,2.081000000000001,63876,0,10,0.4,475.8315730624182,False,0.10127307338849167,6,6.956,46155,797,0,0.0,37923.77637307473,False,-0.2574363888776927,14,7.144000000000003,43363,657,0,0.0,31262.13435020088,False,-0.32725827697965104,0.45,365652,0.0,0.0,14,0,0,15,10,10.0,3,18,29,266.0,43.0,18,13,29,902,5.808462760003749,449.3195758778602
