index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
53,27,0,0,0,10.000000000000002,20,10.0,25.320870077440684,14,25.214285714285715,12.017623791163345,7,11.0,34.27845880607015,9,45.77777777777778,43.00000000000001,0,,4,2.0940000000000003,49012,17,10,1.0,423.2087007744069,False,0.18237862050844816,0,0.2,36261,537,0,0.0,5370.000000000001,False,-0.06449520789796065,0,1.2170000000000003,41028,362,0,0.0,9166.154968033528,False,-0.12352125359794068,7,1.1250000000000004,41089,364,0,0.0,9216.796708188409,False,-0.12186248094517177,3,1.949,72500,0,0,0.0,0.0,False,-0.01192504258943782,5,0.7990000000000002,77125,0,7,0.7,239.94921164249104,False,0.052742413707955675,0,0.5780000000000001,93442,4,120,1.0,5297.1138352242815,False,0.00902602007342289,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3375,505688,0.0,0.0,7,0,0,16,5,4.113636363636363,11,27,30,255.0,66.0,15,12,30,278,1.5974790202453732,112.72121725138277
54,30,0,0,0,10.000000000000002,20,10.0,25.401942337849942,27,25.88888888888889,11.795659678725306,13,11.307692307692308,33.34819740047144,5,18.0,43.00000000000001,0,,17,2.2600000000000007,49199,18,10,1.0,434.0194233784995,False,0.1870003053419147,0,0.2,36171,546,0,0.0,5460.000000000001,False,-0.06557613316999351,2,1.2370000000000003,40683,374,0,0.0,9500.326434355879,False,-0.1269401176583343,11,1.2280000000000002,40498,379,0,0.0,9627.336146045129,False,-0.1292748117177009,5,1.9960000000000002,72371,0,2,0.2,66.69639480094288,False,-0.013228644669158868,0,0.794,77002,1,17,1.0,578.7150154867398,False,0.05337454865749047,0,0.5780000000000001,93352,0,129,0.9,5547.000000000001,False,0.009392949774758219,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3875,504507,0.0,0.0,7,0,0,20,9,8.166666666666668,13,33,34,333.0,60.0,20,10,34,200,1.65997429843992,114.38119154982269
55,34,0,0,0,10.000000000000002,20,10.0,25.394982448392497,3,25.0,12.02068602495244,28,12.321428571428571,32.492271667014144,13,27.307692307692307,43.00000000000001,0,,0,2.2430000000000008,49174,18,17,1.0,611.7147016226725,False,0.18853396149050788,0,0.2,36071,556,0,0.0,5560.000000000001,False,-0.06677716125003003,0,1.235,40608,377,0,0.0,9573.908383043972,False,-0.12767435593454932,28,1.497,39848,379,0,0.0,9624.698347940757,False,-0.14179078817866647,4,2.0310000000000006,72205,8,10,1.0,421.08820486976094,False,-0.013076059932744343,0,0.7940000000000003,77013,1,20,1.0,661.8661193652352,False,0.05409108088153484,0,0.5780000000000001,92997,3,139,1.0,6074.476815001043,False,0.008434631658814092,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.5,503147,0.0,0.0,10,0,0,21,6,5.5,11,32,35,294.0,93.0,18,16,35,397,1.684767298400402,116.06595884822309
56,35,0,0,0,10.000000000000002,20,10.0,25.394982448392497,0,,12.02068602495244,0,,33.301221629371966,4,50.0,43.00000000000001,0,,0,2.2430000000000008,49054,20,27,1.0,885.6645261065975,False,0.18894170841568303,0,0.2,35991,564,0,0.0,5640.000000000001,False,-0.06773798371405923,0,1.235,40608,377,0,0.0,9573.908383043972,False,-0.12767435593454932,0,1.469,39848,379,0,0.0,9624.698347940757,False,-0.14179078817866647,0,2.027,72205,0,18,0.8,599.4219893286954,False,-0.011860838232853877,0,0.794,77213,0,17,0.1,566.1207676993234,False,0.056164366389773915,0,0.5780000000000001,92797,0,146,0.7,6278.000000000001,False,0.007403051527338787,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.325,502947,0.0,0.0,8,0,0,18,0,0.0,14,32,40,309.0,96.0,18,17,40,400,1.7115039080381393,117.77746275626123
57,40,0,0,0,10.000000000000002,20,10.0,25.364586302263724,13,25.0,12.020340562462883,1,12.0,33.22804786740988,25,33.0,43.00000000000001,0,,0,2.2430000000000008,49279,20,24,1.0,808.7500712543294,False,0.1934225705754645,0,0.2,35891,574,0,0.0,5740.000000000001,False,-0.06893901179409574,0,1.235,40608,377,0,0.0,9562.449035953425,False,-0.12778445938667707,1,1.4790000000000003,39507,392,0,0.0,9942.91783048738,False,-0.14528605631845945,2,2.047,72775,0,1,0.1,33.22804786740988,False,-0.007950745840767142,0,0.7940000000000003,77378,0,12,0.0,398.7365744089185,False,0.05727248091590404,0,0.5780000000000001,91972,15,156,1.0,7206.420718011149,False,0.003614478048173154,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,502641,0.0,0.0,8,0,0,23,2,1.1,12,35,36,348.0,99.0,21,19,36,690,2.0510812802240252,119.82854403648525
58,36,0,0,0,10.000000000000002,20,10.0,25.407457632377742,11,26.0,12.020340562462883,0,,33.22804786740988,0,,43.00000000000001,0,,0,2.2430000000000008,49485,18,23,1.0,764.3715255446881,False,0.19783780746973034,0,0.2,35771,586,0,0.0,5860.000000000001,False,-0.07038024549013956,0,1.235,40608,377,0,0.0,9578.611527406409,False,-0.1276291672840907,0,1.478,39221,403,0,0.0,10239.20542584823,False,-0.14793515031180246,0,2.0450000000000004,72775,0,1,0.0,33.22804786740988,False,-0.007950745840767142,0,0.794,77378,0,12,0.0,398.7365744089185,False,0.05727248091590404,0,0.5780000000000001,91972,5,166,1.0,7304.14023933705,False,0.004127543758529532,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.25,502441,0.0,0.0,7,0,0,18,0,0.0,15,33,26,310.0,93.0,20,16,26,486,1.8802285408601165,121.70877257734537
59,26,0,0,0,10.000000000000002,20,10.0,25.379042128719203,11,25.0,12.019970001687604,1,12.0,33.39270723331894,7,35.57142857142857,43.00000000000001,0,,0,2.2430000000000008,49640,20,22,1.0,758.3389268318225,False,0.20148854131334615,0,0.2,35691,594,0,0.0,5940.000000000001,False,-0.07134106795416877,0,1.235,40608,377,0,0.0,9567.898882527139,False,-0.12773209628809992,1,1.488,38930,414,0,0.0,10506.92344128975,False,-0.15095482771296767,2,2.0650000000000004,72736,0,1,0.1,33.39270723331894,False,-0.008481139984781484,0,0.7940000000000003,77574,0,8,0.0,267.1416578665515,False,0.05904696189346874,0,0.5780000000000001,91723,2,176,1.0,7634.785414466639,False,0.0032488654664270793,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,502133,0.0,0.0,8,0,0,16,3,2.5,12,28,28,231.0,108.0,15,11,28,671,1.78565894626081,123.49443152360618
60,28,0,0,0,10.000000000000002,20,10.0,25.452341632530146,19,26.0,12.019192991615993,2,12.0,33.39270723331894,0,,43.00000000000001,0,,0,2.2430000000000008,50034,20,13,1.0,530.8804412228919,False,0.20822080230144474,0,0.2,35591,604,0,0.0,6040.000000000001,False,-0.07254209603420528,1,1.2450000000000003,40488,381,0,0.0,9697.342161993985,False,-0.12879434499131429,1,1.497,38524,429,0,0.0,10919.054560355433,False,-0.15479683929019164,0,2.063,72712,0,3,0.2,100.17812169995682,False,-0.008353130346167281,0,0.794,77574,0,8,0.0,267.1416578665515,False,0.05904696189346874,0,0.5780000000000001,91723,0,178,0.2,7654.000000000001,False,0.0033497495563419473,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.175,501877,0.0,0.0,9,0,0,19,2,2.0,13,32,29,249.0,76.0,18,10,29,694,1.9378542248159647,125.43228574842215
61,29,0,0,0,10.000000000000002,20,10.0,25.42866857146106,8,25.0,12.019192991615993,0,,33.39270723331894,0,,43.00000000000001,0,,0,2.2430000000000003,50114,22,15,1.0,601.430028571916,False,0.21098976758391488,0,0.2,35511,612,0,0.0,6120.000000000001,False,-0.07350291849823448,0,1.2440000000000002,40388,385,0,0.0,9790.037400012508,False,-0.1298253482963497,0,1.4960000000000002,38424,433,0,0.0,11010.613491442638,False,-0.155838760435033,0,2.063,72712,0,3,0.0,100.17812169995682,False,-0.008353130346167281,0,0.7940000000000003,77574,0,8,0.0,267.1416578665515,False,0.05904696189346874,0,0.5780000000000001,91723,0,178,0.0,7654.000000000001,False,0.0033497495563419473,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.125,501677,0.0,0.0,8,0,0,17,0,0.0,13,30,24,279.0,111.0,17,12,24,400,1.8017517356202006,127.23403748404235
62,24,0,0,0,10.000000000000002,20,10.0,25.39165956311469,13,25.0,11.628017270242957,32,11.0625,32.18524488074964,23,27.47826086956522,43.00000000000001,0,,0,2.2430000000000003,50319,24,12,1.0,544.6999147573763,False,0.2152326381153153,0,0.2,35431,620,0,0.0,6200.000000000001,False,-0.0744637409622637,1,1.2540000000000002,40372,385,0,0.0,9775.788931799156,False,-0.13026971183344077,31,1.8060000000000005,37543,446,0,0.0,11324.680165149151,False,-0.1697507622634067,7,2.1330000000000005,72369,21,10,1.0,566.0408114825985,False,-0.00985321423180522,5,0.8440000000000001,77707,0,1,0.1,32.18524488074964,False,0.0592585025204822,0,0.5780000000000001,91091,13,188,1.0,8502.408183449747,False,0.0011677299589930472,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3875,500063,0.0,0.0,9,0,0,19,6,5.055555555555555,10,29,27,240.0,57.0,15,9,27,721,1.7662289515137672,129.0002664355561
63,27,0,0,0,10.0,20,10.0,25.357377244187177,13,25.0,11.638287963718193,2,12.0,32.86136727257958,4,50.0,43.00000000000001,0,,1,2.2530000000000006,50523,24,10,1.0,493.57377244187177,False,0.21951879335641555,0,0.2,35331,630,0,0.0,6300.0,False,-0.07566476904230021,1,1.2630000000000001,40031,398,0,0.0,10092.236143186496,False,-0.13378200827084977,1,1.7850000000000004,37527,446,0,0.0,11309.390250907481,False,-0.17020513219981664,0,2.1260000000000003,72369,11,20,1.0,785.2485130524917,False,-0.008359464987717193,3,0.8690000000000002,77766,0,2,0.2,65.72273454515916,False,0.060291125959421835,0,0.5780000000000001,90891,7,198,1.0,8744.029570908058,False,0.00033618029269908355,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.4,499669,0.0,0.0,6,0,0,17,4,2.8269230769230766,12,29,33,243.0,64.0,16,11,33,200,1.80441430862993,130.80468074418604
64,33,0,0,0,10.0,20,10.0,25.39530993229129,15,25.733333333333334,11.65420087461744,3,12.0,32.86830902285097,5,33.0,43.00000000000001,4,43.0,5,2.302000000000001,50690,25,10,1.0,503.9530993229129,False,0.2236548857740976,0,0.2,35241,639,0,0.0,6390.0,False,-0.07674569431433306,1,1.272,39679,411,0,0.0,10437.47238217172,False,-0.13722907451938238,2,1.8040000000000003,37444,448,0,0.0,11377.098849666498,False,-0.1711495335261391,0,2.1260000000000003,72522,2,25,1.0,845.0161273205092,False,-0.005867011057441218,0,0.8660000000000001,77742,0,4,0.2,131.4732360914039,False,0.060412083380520655,0,0.5780000000000001,90898,2,204,1.0,8837.736618045703,False,0.0009016844202293238,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.4,499447,0.0,0.0,8,0,0,17,6,5.090909090909091,15,32,38,294.0,75.0,18,15,38,537,2.8066814094781876,133.61136215366423
65,38,0,0,0,10.0,20,10.0,25.45258760827302,14,26.0,11.670316295154327,3,12.0,32.277464125579385,40,30.95,43.00000000000001,0,,4,2.3370000000000006,50850,27,10,1.0,524.5258760827302,False,0.227745260455943,0,0.2,35161,647,0,0.0,6470.0,False,-0.07770651677836228,1,1.2810000000000004,39481,418,0,0.0,10639.181620258123,False,-0.1390958548371594,2,1.822,37229,455,0,0.0,11580.927361764225,False,-0.17332262954933592,1,2.1360000000000006,73329,0,3,0.3,96.83239237673816,False,3.292941994365349e-05,10,0.9660000000000002,77708,0,2,0.2,64.55492825115877,False,0.0594927081993265,0,0.5780000000000001,89660,32,214,1.0,10234.878852018543,False,-0.004762740851096106,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3125,498649,0.0,0.0,9,0,0,19,6,4.6098901098901095,12,31,37,330.0,98.0,20,18,37,582,1.9618083098903298,135.57317046355456
66,37,0,0,0,10.0,20,10.0,25.423093545940294,14,25.142857142857142,11.675910254150123,1,12.0,32.8639050505714,4,50.0,43.00000000000001,0,,4,2.3730000000000007,51018,27,10,1.0,524.2309354594029,False,0.23177717248516014,0,0.2,35061,657,0,0.0,6570.0,False,-0.07890754485839879,1,1.2900000000000003,39113,432,0,0.0,10982.776411846207,False,-0.1428661541166605,0,1.8200000000000003,37229,455,0,0.0,11567.507563402834,False,-0.17345156936717815,0,2.1350000000000002,73329,0,3,0.0,98.5917151517142,False,4.491799081230672e-05,2,0.9760000000000002,77818,0,1,0.1,32.8639050505714,False,0.06077590395264435,0,0.5780000000000001,89460,26,224,1.0,10486.461531314859,False,-0.005541989838840014,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,498259,0.0,0.0,6,0,0,19,3,1.8333333333333333,14,33,34,300.0,81.0,20,17,34,252,2.4256998552009463,137.9988703187555
67,34,0,0,0,10.000000000000002,20,10.0,25.387913510300937,12,25.0,11.687686321699845,2,12.0,33.17323818911564,2,50.0,43.00000000000001,2,43.0,2,2.389000000000001,51166,28,10,1.0,533.8791351030094,False,0.2354480931890059,0,0.2,34971,666,0,0.0,6660.000000000001,False,-0.07998847013043164,1,1.2990000000000002,38797,444,0,0.0,11272.233598573615,False,-0.14615736660414677,1,1.8300000000000003,37213,455,0,0.0,11551.500647186926,False,-0.1739128283865281,0,2.1350000000000002,73367,0,3,0.1,99.51971456734691,False,0.0005691292304418715,0,0.9740000000000002,77856,0,1,0.1,33.17323818911564,False,0.06129589940844365,0,0.5780000000000001,89446,18,232,1.0,10573.118287404082,False,-0.005234018925538596,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,498047,0.0,0.0,10,0,0,18,3,2.166666666666667,14,32,39,294.0,68.0,18,16,39,386,2.137367371469736,140.13623769022524
68,39,0,0,0,10.0,20,10.0,25.443601952433976,13,26.0,11.711020351226024,4,12.0,32.04674862576325,7,16.0,43.00000000000001,11,43.0,3,2.4170000000000007,51331,29,10,1.0,544.4360195243398,False,0.23953827699940353,0,0.2,34881,675,0,0.0,6750.0,False,-0.08106939540246451,2,1.3180000000000003,38764,444,0,0.0,11296.959266880685,False,-0.146553937749758,2,1.8490000000000004,36842,468,0,0.0,11907.605713739102,False,-0.1776205757822104,4,2.1750000000000003,73299,0,2,0.2,64.0934972515265,False,-0.000599022165236533,0,0.974,77832,0,3,0.2,96.14024587728974,False,0.06139788923936827,0,0.5780000000000001,89807,15,231,1.0,10413.70122938645,False,-0.0022802384234837446,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3,497987,0.0,0.0,10,0,0,22,6,4.802197802197802,10,32,36,318.0,129.0,21,18,36,673,2.0952575895935297,142.23149527981877
69,36,0,0,0,10.0,20,10.0,25.394516623705815,16,25.0,11.722537132095775,2,12.0,32.7645702502847,4,50.0,43.0,13,43.0,6,2.474000000000001,51469,32,10,1.0,573.9451662370582,False,0.24320752763850323,0,0.2,34811,682,0,0.0,6820.0,False,-0.08191011505849007,1,1.3260000000000003,38698,446,0,0.0,11325.954414172793,False,-0.14754362675903845,1,1.8570000000000004,36476,482,0,0.0,12240.157012626203,False,-0.18145855019671583,0,2.1710000000000003,73275,0,4,0.2,131.0582810011388,False,-0.00046979024871454764,1,0.984,77993,0,0,0.0,0.0,False,0.06293696763202726,0,0.5780000000000001,90166,9,228,1.0,10098.881132252562,False,-0.00016338622794797613,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,498119,0.0,0.0,12,0,0,19,5,3.65,12,31,33,297.0,118.0,18,18,33,859,2.0434310976415873,144.27492637746036
70,33,0,0,0,10.0,20,10.0,25.392379835810658,16,25.375,11.728547285111986,1,12.0,31.088761274083545,10,16.0,43.00000000000001,12,43.0,6,2.5280000000000005,51629,34,10,1.0,593.9237983581065,False,0.24729076647640114,0,0.2,34731,690,0,0.0,6900.0,False,-0.08287093752251927,1,1.3350000000000004,38276,462,0,0.0,11731.279484144525,False,-0.15175849378211986,0,1.8560000000000005,36476,482,0,0.0,12239.127080860737,False,-0.18146844596494227,6,2.2310000000000003,73189,0,1,0.1,31.088761274083545,False,-0.002323074880585406,0,0.9830000000000001,77993,0,0,0.0,0.0,False,0.06293696763202726,0,0.5780000000000001,90522,9,226,1.0,9997.798851466754,False,0.0030441707609222142,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,498047,0.0,0.0,13,0,0,19,3,2.2,12,31,26,294.0,88.0,18,15,26,872,2.3026569159701467,146.5775832934305
71,26,0,0,0,10.0,20,10.0,25.375260823221804,6,25.0,11.746827289464074,3,12.0,29.963219330736933,18,24.333333333333332,43.000000000000014,10,43.0,0,2.5220000000000007,51679,34,14,1.0,695.2536515251053,False,0.2497087945464331,0,0.2,34631,700,0,0.0,7000.0,False,-0.08407196560255578,1,1.344,38185,465,0,0.0,11799.49628279814,False,-0.15285174308885513,2,1.8760000000000003,36368,485,0,0.0,12307.001499262575,False,-0.18289166299061685,3,2.255000000000001,73248,0,2,0.2,59.92643866147387,False,-0.0013224774196833606,14,1.1230000000000002,77589,0,1,0.1,29.963219330736933,False,0.057635183777381485,0,0.5780000000000001,90514,17,226,1.0,10227.374728622532,False,0.004165527657078715,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,497445,0.0,0.0,11,0,0,12,6,5.75,16,28,26,216.0,81.0,15,11,26,780,1.7423740727826953,148.3199573662132
72,26,0,0,0,10.0,20,10.0,25.375260823221804,0,,12.069866511058297,15,12.933333333333334,30.003677531780763,18,30.22222222222222,43.000000000000014,10,43.0,0,2.5220000000000007,51529,39,24,1.0,999.0062597573233,False,0.24975386442503575,0,0.2,34581,705,0,0.0,7050.0,False,-0.08467247964257404,0,1.3430000000000002,38185,465,0,0.0,11799.49628279814,False,-0.15285174308885513,15,2.024,36128,485,0,0.0,12307.001499262575,False,-0.1875035886617481,12,2.3720000000000003,73094,0,1,0.1,30.003677531780763,False,-0.0036251878873472857,3,1.1390000000000002,77486,4,10,1.0,348.3162413620408,False,0.058400792104681735,0,0.5780000000000001,90400,25,226,1.0,10468.091938294523,False,0.004232297982245952,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3875,496634,0.0,0.0,10,0,0,19,5,4.083333333333334,8,27,35,225.0,63.0,15,11,35,630,2.0045913262292743,150.32454869244248
73,35,0,0,0,10.0,20,10.0,25.375260823221804,0,,12.064651112243753,4,12.0,30.74628855437398,4,50.0,43.000000000000014,10,43.0,0,2.5220000000000007,51429,39,34,1.0,1252.7588679895414,False,0.2503994483436567,0,0.2,34481,715,0,0.0,7150.0,False,-0.08587350772261056,2,1.3630000000000002,38152,465,0,0.0,11799.49628279814,False,-0.15348588286863568,2,2.0290000000000004,36095,485,0,0.0,12307.001499262575,False,-0.18813772844152865,0,2.3600000000000008,73070,0,3,0.2,92.23886566312194,False,-0.0035281849017845123,0,1.1360000000000001,77662,0,12,0.6,368.95546265248777,False,0.060940071295758035,0,0.5780000000000001,90630,19,226,1.0,10302.179482533109,False,0.0057763726230592016,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.35,496750,0.0,0.0,10,0,0,20,4,4.0,16,36,29,321.0,39.0,22,13,29,830,3.0737920310348272,153.3983407234773
74,29,0,0,0,10.0,20,10.0,25.62720671752262,30,26.666666666666668,12.063337767565013,1,12.0,30.975966426476685,11,33.0,43.000000000000014,11,43.0,0,2.5220000000000007,52179,34,14,1.0,698.7808940453167,False,0.2617614385199168,0,0.2,34331,730,0,0.0,7300.0,False,-0.08767504984266532,0,1.3610000000000002,37892,475,0,0.0,12172.923190823243,False,-0.15489418329691917,1,2.0370000000000004,35539,505,0,0.0,12941.739392348922,False,-0.1927233479472231,0,2.3600000000000008,73070,0,3,0.0,92.92789927943005,False,-0.0035234896130873733,0,1.1360000000000001,78013,0,2,0.1,61.95193285295337,False,0.06363169971279688,0,0.5780000000000001,90740,20,225,1.0,10294.519328529537,False,0.006891239872150555,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2625,496995,0.0,0.0,14,0,0,15,1,1.0,12,27,30,225.0,50.0,15,14,30,1836,2.1595552433282137,155.55789596680552
75,30,0,0,0,10.0,20,10.0,25.652328468419853,10,26.0,12.058092803295613,4,12.0,30.57547035331295,12,27.333333333333332,43.00000000000002,12,43.0,0,2.5220000000000007,52349,33,14,1.0,689.1325985578779,False,0.2657290552539919,0,0.2,34221,741,0,0.0,7410.0,False,-0.08899618073070549,2,1.3810000000000002,37859,475,0,0.0,12184.85602249943,False,-0.15541367030016498,2,2.0560000000000005,35246,515,0,0.0,13210.949161236224,False,-0.19576712502895696,5,2.4100000000000006,72979,0,2,0.2,61.1509407066259,False,-0.004980232090585123,2,1.1560000000000001,78111,0,2,0.2,61.1509407066259,False,0.06496184627398047,0,0.5780000000000001,90928,22,223,1.0,10261.66034777289,False,0.008692864444208706,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.3,496924,0.0,0.0,12,0,0,18,6,5.125,14,32,29,249.0,81.0,18,12,29,976,2.641522977501154,158.19941894430667
76,29,0,0,0,10.0,20,10.0,25.679653228731265,27,25.814814814814813,12.058092803295613,0,,32.00065415990339,8,49.5,43.000000000000014,10,43.0,13,2.6520000000000006,52653,32,10,1.0,576.7965322873126,False,0.27168211828069594,0,0.2,34111,752,0,0.0,7520.0,False,-0.09031731161874565,0,1.3790000000000002,37573,486,0,0.0,12480.311469163395,False,-0.15807075972671078,0,2.0540000000000003,34835,531,0,0.0,13635.895864456303,False,-0.19958208397109561,2,2.4250000000000003,73097,0,0,0.0,0.0,False,-0.003788756388415673,2,1.1740000000000002,78233,0,0,0.0,0.0,False,0.06620783645655877,0,0.5780000000000001,90962,20,223,1.0,10229.013083198071,False,0.008878480133559864,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.25,496695,0.0,0.0,11,0,0,12,4,2.7272727272727275,15,27,34,224.0,78.0,13,16,34,916,1.9424689831212163,160.1418879274279
77,34,0,0,0,10.0,20,10.0,25.55405605791655,49,25.183673469387756,12.05434272812613,3,12.0,32.85543851716525,5,49.2,43.00000000000001,7,43.0,39,3.0290000000000004,52616,30,10,1.0,555.5405605791655,False,0.27053806731256946,0,0.2,33991,764,0,0.0,7640.0,False,-0.09175854531478946,1,1.3890000000000002,37245,498,0,0.0,12725.919916842442,False,-0.16201387500872003,2,2.0740000000000003,33880,568,0,0.0,14514.7038408966,False,-0.20948996098218065,4,2.4630000000000005,73125,0,1,0.1,32.85543851716525,False,-0.003183267880632547,1,1.1820000000000002,78220,0,2,0.2,65.7108770343305,False,0.06647843868507201,0,0.5780000000000001,91017,15,226,1.0,10210.83157775748,False,0.009360563145181139,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,495325,0.0,0.0,9,0,0,17,9,8.166666666666668,14,31,33,294.0,77.0,18,16,33,501,2.3072879454120994,162.44917587284
78,33,0,0,0,10.0,20,10.0,25.55405605791655,0,,12.051862795986695,2,12.0,32.85543851716525,0,,43.0,8,43.0,0,2.99,52486,33,20,1.0,841.081121158331,False,0.2708448166169241,0,0.2,33921,771,0,0.0,7710.0,False,-0.09259926497081501,2,1.4080000000000004,37212,498,0,0.0,12725.919916842442,False,-0.16264801478850055,0,2.0720000000000005,33880,568,0,0.0,14514.7038408966,False,-0.20948996098218065,0,2.4590000000000005,73113,0,2,0.1,65.7108770343305,False,-0.003122924176938205,0,1.181,78208,0,3,0.1,98.56631555149573,False,0.06653878238876655,0,0.5780000000000001,91361,5,228,1.0,9968.277192585827,False,0.011699326860926798,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,495412,0.0,0.0,9,0,0,18,2,2.0,11,29,34,251.0,107.0,17,16,34,544,2.3268206026405096,164.7759964754805
79,34,0,0,0,10.0,20,10.0,25.55405605791655,0,,12.048197009219692,3,12.0,31.95695028856055,15,26.533333333333335,43.0,11,43.0,0,2.9900000000000007,52426,29,30,1.0,1056.6216817374966,False,0.2719922855773041,0,0.2,33781,785,0,0.0,7850.0,False,-0.09428070428286614,1,1.4160000000000001,37196,498,0,0.0,12725.919916842442,False,-0.16295547649990932,2,2.0920000000000005,33847,568,0,0.0,14514.7038408966,False,-0.2101241007619612,13,2.5890000000000004,72936,0,2,0.2,63.9139005771211,False,-0.00554743508976413,0,1.1810000000000003,78196,0,4,0.1,127.8278011542422,False,0.06657463578299304,0,0.5780000000000001,91436,10,227,1.0,10080.569502885606,False,0.013076464086723855,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.2875,495049,0.0,0.0,11,0,0,21,5,4.5,10,31,34,312.0,76.0,19,15,34,673,3.3117536762729287,168.08775015175343
80,34,0,0,0,10.0,20,10.0,25.55405605791655,0,,12.045799091025641,2,12.0,32.047221897434994,9,33.0,43.0,12,43.0,0,2.9900000000000007,52296,32,40,1.0,1342.162242316662,False,0.2722990348816586,0,0.2,33711,792,0,0.0,7920.0,False,-0.0951214239388917,2,1.4350000000000003,37163,498,0,0.0,12725.919916842442,False,-0.16358961627968988,0,2.0900000000000003,33847,568,0,0.0,14514.7038408966,False,-0.2101241007619612,0,2.5760000000000005,72924,0,3,0.1,96.14166569230498,False,-0.005491368547241597,5,1.231,78286,0,1,0.1,32.047221897434994,False,0.06714853302826189,0,0.5780000000000001,91655,9,225,1.0,9963.424997076914,False,0.01476108093518348,0,0.2,95231,0,0,0.0,0.0,False,0.0,0.275,495113,0.0,0.0,10,0,0,16,3,2.5555555555555554,14,30,37,300.0,108.0,18,16,37,716,2.0497498651966453,170.13750001695007
