index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
78,9,0,0,0,10.000000000000002,12,10.0,17.230055317868292,0,,23.566680980621932,20,29.0,46.09154553251358,18,42.0,42.0,8,42.0,0,3.251000000000001,23294,5,20,1.0,394.60110635736584,False,0.27871648539429994,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20321,50,328,1.0,8591.374127537409,False,0.055739892085976,0,8.948,-31608.277777777777,341,0,0.0,5875.448863393088,True,-2.2295987196500935,0,0.2,36604,417,232,1.0,20520.544532462496,False,0.3212368837392513,0,7.481000000000002,-21448.0,216,0,0.0,5090.403091814337,True,-1.5329235538227468,0,0.2,48827,30,302,1.0,14066.746365975407,False,0.09805734358758662,8,7.129000000000001,18355,522,0,0.0,24059.786767972088,False,-0.40271871788044417,0.5,166067,0.0,0.2,7,0,0,2,4,4.0,2,4,13,55.0,15.0,4,5,13,1456,0.590423783287406,106.20304388925433
79,13,0,0,0,10.000000000000002,12,10.0,16.670610852561264,10,8.0,23.227406976266664,12,20.0,46.26422426131322,2,56.0,42.0,10,42.0,0,3.251000000000001,23254,7,20,1.0,403.4122170512253,False,0.2767789509839211,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20481,50,326,1.0,8405.665216890995,False,0.05861957406379451,0,8.948000000000002,-31608.277777777777,341,0,0.0,5684.678300723391,True,-2.233689523841664,0,0.2,36476,419,240,1.0,20835.697345770903,False,0.3220707266108105,0,7.481000000000002,-21448.0,216,0,0.0,5017.1199068736,True,-1.5339565843406597,0,0.2,48827,20,312,1.0,14029.284485226264,False,0.09768914614351966,10,7.221000000000002,18082,524,0,0.0,24242.453512928125,False,-0.40628977125994525,0.5,165786,0.0,0.2,11,0,0,2,5,5.0,3,5,13,55.0,24.0,5,8,13,552,0.6967442994937301,106.89978818874806
80,13,0,0,0,10.000000000000002,7,10.0,16.670610852561264,0,,23.28653714976906,1,30.0,46.26422426131322,0,,42.0,12,42.0,0,3.251000000000001,23184,4,30,1.0,540.118325576838,False,0.2766893017684623,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20511,40,335,1.0,8467.814379275085,False,0.06123888963578259,0,8.948000000000002,-31608.277777777777,341,0,0.0,5684.678300723391,True,-2.233689523841664,0,0.2,36446,410,250,1.0,21113.53629673362,False,0.3251414758490785,0,7.481000000000002,-21448.0,216,0,0.0,5029.892024350117,True,-1.5337765432146868,0,0.2,48827,10,322,1.0,13986.642242613132,False,0.09727003304974378,12,7.331,17863,524,0,0.0,24242.453512928125,False,-0.4105946934175172,0.5,165497,0.0,0.2,5,0,0,0,7,7.0,2,2,16,26.0,33.0,2,11,16,100,0.5481114722788334,107.4478996610269
81,16,0,0,0,10.000000000000002,12,10.0,16.355581543188702,5,7.0,23.351038011244164,1,30.0,45.777963533824376,8,39.5,42.0,10,42.0,0,3.251000000000001,23099,6,35,1.0,632.4453540116045,False,0.27457529132904035,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20506,35,344,1.0,8605.202429879597,False,0.06397054573657836,0,8.948,-31608.277777777777,341,0,0.0,5577.253306227347,True,-2.2359931005131064,0,0.2,36732,401,252,1.0,20899.813053032653,False,0.3301918953063525,0,7.481000000000002,-21448.0,216,0,0.0,5043.824210428739,True,-1.5335801492750387,0,0.2,48827,0,332,1.0,13944.0,False,0.09685091995596792,10,7.419000000000002,17384,532,0,0.0,24353.876599994568,False,-0.41891535029097965,0.5,165214,0.0,0.2,10,0,0,1,5,5.0,3,4,14,42.0,36.0,4,12,14,501,0.5737226074561477,108.02162226848304
82,14,0,0,0,10.000000000000002,10,10.0,16.355581543188702,0,,22.804284329223048,4,10.0,45.777963533824376,0,,41.99999999999999,8,42.0,0,3.251000000000001,22999,6,45,1.0,796.0011694434916,False,0.2735833969147976,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20546,25,350,1.0,8390.389053807785,False,0.06107966406072357,0,8.948000000000002,-31608.277777777777,341,0,0.0,5577.253306227347,True,-2.2359931005131064,0,0.2,36692,395,262,1.0,21001.51875590509,False,0.3304978679997899,0,7.481000000000002,-21448.0,216,0,0.0,4925.725415112179,True,-1.535244919437381,0,0.2,48827,0,332,0.0,13943.999999999998,False,0.09685091995596792,8,7.489000000000002,17271,532,0,0.0,24353.876599994568,False,-0.4211366114955716,0.375,165001,0.0,0.2,5,0,0,3,4,4.0,1,4,17,36.0,30.0,4,10,17,140,0.48708267230540514,108.50870494078845
83,17,0,0,0,10.000000000000002,5,10.0,16.712553791216582,15,20.0,22.804284329223048,0,,43.87125650424511,8,20.0,41.99999999999999,10,42.0,0,3.251000000000001,23249,1,40,1.0,678.5021516486632,False,0.2839938531285359,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20246,30,360,1.0,8710.918972256795,False,0.055086824468344925,0,8.948,-31608.277777777777,341,0,0.0,5698.980842804855,True,-2.2333828261086484,0,0.2,36852,385,264,1.0,20361.661183871583,False,0.32598902148113323,0,7.481000000000002,-21448.0,216,0,0.0,4925.725415112179,True,-1.535244919437381,0,0.2,48827,0,332,0.0,13943.999999999998,False,0.09685091995596792,10,7.581000000000002,16955,540,0,0.0,23690.47851229236,False,-0.4338685474102417,0.375,164795,0.0,0.2,4,0,0,2,5,5.0,1,3,9,41.0,42.0,3,14,9,510,0.45164870005100965,108.96035364083946
84,9,0,0,0,10.000000000000002,10,10.0,16.712553791216582,0,,22.804284329223048,0,,44.369720357650614,4,56.5,41.99999999999999,6,42.0,0,3.251000000000001,23149,1,50,1.0,845.6276895608291,False,0.28309911516958336,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20246,20,370,1.0,8771.83627763686,False,0.05639310969757815,0,8.948000000000002,-31608.277777777777,341,0,0.0,5698.980842804855,True,-2.2333828261086484,0,0.2,37078,375,270,1.0,20531.43112002431,False,0.3347537513395025,0,7.4810000000000025,-21448.0,216,0,0.0,4925.725415112179,True,-1.535244919437381,0,0.2,48827,0,332,0.0,13943.999999999998,False,0.09685091995596792,6,7.631000000000002,16659,544,0,0.0,24137.127874561935,False,-0.43529713914764573,0.375,164625,0.0,0.2,7,0,0,0,3,3.0,1,1,6,15.0,24.0,1,8,6,326,0.2374767605215311,109.19783040136099
85,6,0,0,0,10.000000000000002,9,10.0,16.712553791216582,0,,22.885219205532376,1,30.0,45.180171677304756,6,57.5,41.99999999999999,11,42.0,0,3.251000000000001,23059,0,60,1.0,1002.7532274729949,False,0.2824765453016438,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20276,10,379,1.0,8840.623616808938,False,0.05915477155742459,0,8.948,-31608.277777777777,341,0,0.0,5698.980842804855,True,-2.2333828261086484,0,0.2,37393,366,274,1.0,20755.35726880635,False,0.3467910525628185,0,7.481000000000002,-21448.0,216,0,0.0,4943.2073483949935,True,-1.5349984867719906,0,0.2,48827,0,332,0.0,13943.999999999998,False,0.09685091995596792,11,7.735000000000001,16134,550,0,0.0,24849.094422517617,False,-0.4386195311515409,0.375,164355,0.0,0.2,7,0,0,1,4,4.0,0,1,3,3.0,15.0,1,5,3,465,0.21182569954544306,109.40965610090643
86,3,0,0,0,10.000000000000002,0,,16.712553791216582,0,,22.885219205532376,0,,45.68205156668109,6,53.0,41.99999999999999,5,42.0,0,3.251000000000001,23059,0,60,0.0,1002.7532274729949,False,0.2824765453016438,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20276,0,389,1.0,8902.350270952094,False,0.060478412123174036,0,8.948,-31608.277777777777,341,0,0.0,5698.980842804855,True,-2.2333828261086484,0,0.2,37711,356,278,1.0,20846.74837270687,False,0.3570446627108384,0,7.481000000000002,-21448.0,216,0,0.0,4943.2073483949935,True,-1.5349984867719906,0,0.2,48827,0,332,0.0,13943.999999999998,False,0.09685091995596792,5,7.774000000000002,15764,556,0,0.0,25399.220671074687,False,-0.44048572229247246,0.25,164303,0.0,0.2,1,0,0,0,2,2.0,0,0,3,0.0,9.0,0,3,3,318,0.15326199680566788,109.5629180977121
87,3,0,0,0,10.000000000000002,0,,16.712553791216582,0,,22.973037867672005,1,30.0,46.435427906209014,6,57.0,41.999999999999986,9,42.0,0,3.251000000000001,23059,0,60,0.0,1002.7532274729949,False,0.2824765453016438,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20306,0,388,0.0,8913.538692656737,False,0.062004946876886756,0,8.948000000000002,-31608.277777777777,341,0,0.0,5698.980842804855,True,-2.2333828261086484,0,0.2,38023,347,282,1.0,21066.43480963313,False,0.3689376206601794,0,7.481000000000002,-21448.0,216,0,0.0,4962.176179417153,True,-1.5347310941722985,0,0.2,48827,0,332,0.0,13943.999999999995,False,0.09685091995596792,9,7.859000000000002,15289,562,0,0.0,26096.710483289466,False,-0.4429675412477446,0.125,164170,0.0,0.2,2,0,0,0,4,4.0,0,0,2,0.0,9.0,0,3,2,372,0.15006185974925756,109.71297995746136
88,2,0,0,0,10.000000000000002,0,,16.712553791216582,0,,22.973037867672005,0,,46.539716170445516,1,55.0,41.99999999999999,8,42.0,0,3.251000000000001,23059,0,60,0.0,1002.7532274729949,False,0.2824765453016438,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20306,0,388,0.0,8913.538692656737,False,0.062004946876886756,0,8.948000000000002,-31608.277777777777,341,0,0.0,5698.980842804855,True,-2.2333828261086484,0,0.2,38078,337,291,1.0,21284.97116700511,False,0.3735688069777996,0,7.481000000000002,-21448.0,216,0,0.0,4962.176179417153,True,-1.5347310941722985,0,0.2,48827,0,332,0.0,13943.999999999998,False,0.09685091995596792,8,7.9300000000000015,15125,563,0,0.0,26201.860203960827,False,-0.44515784514113044,0.125,164061,0.0,0.2,1,0,0,0,4,4.0,0,0,0,0.0,6.0,0,2,0,55,0.14471296779811382,109.85769292525947
89,0,0,0,0,10.000000000000002,0,,16.712553791216582,0,,22.973037867672005,0,,46.7917047606851,3,53.0,41.99999999999999,8,42.0,0,3.251000000000001,23059,0,60,0.0,1002.7532274729949,False,0.2824765453016438,0,0.2,18666,0,0,0.0,0.0,False,0.01605791736976757,0,0.2,20306,0,388,0.0,8913.538692656737,False,0.062004946876886756,0,8.948,-31608.277777777777,341,0,0.0,5698.980842804855,True,-2.2333828261086484,0,0.2,38237,327,298,1.0,21456.111401412905,False,0.3804639329209599,0,7.481000000000002,-21448.0,216,0,0.0,4962.176179417153,True,-1.5347310941722985,0,0.2,48827,0,332,0.0,13943.999999999998,False,0.09685091995596792,8,8.002000000000002,14857,566,0,0.0,26484.104894547767,False,-0.4476519018856368,0.125,163952,0.0,0.2,1,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,159,0.13599701132625341,109.99368993658572
