index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,41,0,0,0,9.999999999999998,12,10.0,21.22072321207461,17,25.0,21.22931600315726,2,33.0,43.54526552762067,29,55.86206896551724,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.8020000000000005,27989,34,14,1.0,637.0901249690445,False,0.24335859193062423,0,2.936000000000001,29958,0,14,0.0,297.2104240442016,False,-0.09760497521139888,0,0.7940000000000003,35002,7,28,1.0,742.9659105729255,False,0.06026085649631212,0,0.2,51156,32,76,1.0,3988.7782922002034,False,0.14738659296893777,0,0.4970000000000001,45823,51,164,1.0,8224.11866269081,False,0.07797550528561192,10,4.449000000000002,47036,334,0,0.0,14544.118686225303,False,-0.15504085163112574,10,4.791,35551,418,0,0.0,18201.92099054544,False,-0.30527654699060686,0.5,295655,0.0,0.0,12,0,0,21,9,9.0,19,40,35,321.0,110.0,23,18,35,2231,5.750360986974556,359.5881352039287
53,35,0,0,0,9.999999999999998,8,10.0,21.53167356792727,29,23.413793103448278,21.972752934897944,31,26.032258064516128,43.56387451929142,6,44.0,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,15,1.9520000000000002,28235,32,10,1.0,535.3167356792726,False,0.2519285969973925,0,2.936000000000001,29574,11,15,1.0,566.4397032706692,False,-0.10507988335475422,0,0.794,35514,5,16,1.0,459.22241479800346,False,0.07135483042289364,0,0.2,50349,53,86,1.0,4911.049114208653,False,0.13992022444799185,0,0.49700000000000005,46087,41,168,1.0,8219.613789571775,False,0.08362599345435064,10,4.5390000000000015,46608,340,0,0.0,14811.717336559082,False,-0.1596182118731109,10,4.881000000000001,35389,418,0,0.0,18209.69954906381,False,-0.3077365336217089,0.625,294896,0.0,0.0,10,0,0,18,14,13.411764705882353,17,35,41,253.0,100.0,18,17,41,1247,5.623169857019093,365.2113050609478
54,41,0,0,0,9.999999999999996,11,10.0,21.53167356792727,0,,21.01160538332515,21,12.761904761904763,43.56387451929142,0,,44.0,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.9370000000000003,28125,33,20,1.0,760.6334713585453,False,0.2520453610787224,5,2.986000000000001,29679,1,10,1.0,231.64772740117877,False,-0.10695009850131616,0,0.794,35547,0,20,0.5,420.232107666503,False,0.07175961555715157,0,0.2,50201,54,96,1.0,5316.758644551534,False,0.14110440434073282,0,0.4970000000000001,45967,41,178,1.0,8615.845485150203,False,0.08531232309166292,10,4.629000000000001,46447,340,0,0.0,14811.717336559082,False,-0.1621231517389955,10,4.971000000000001,35222,418,0,0.0,18209.69954906381,False,-0.31033482528383766,0.5625,294328,0.0,0.0,9,0,0,26,10,10.0,14,40,36,316.0,78.0,25,16,36,323,5.916242033999879,371.12754709494766
55,36,0,0,0,9.999999999999996,8,10.0,21.53167356792727,0,,22.04174339229573,34,27.529411764705884,42.70491881063635,9,30.11111111111111,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,1.9370000000000005,28045,31,30,1.0,955.950207037818,False,0.25282097349316585,0,2.9810000000000008,29799,0,1,0.1,22.04174339229573,False,-0.10649459366075754,4,0.8340000000000001,36259,0,0,0.0,0.0,False,0.08680274555645476,0,0.2,49405,73,101,1.0,5922.24406751186,False,0.13045618879942852,0,0.4970000000000001,46098,36,184,1.0,8651.207823279734,False,0.08852198501046711,11,4.729000000000001,46038,348,0,0.0,14861.31174610145,False,-0.16810082191510084,9,5.051000000000001,35047,419,0,0.0,17893.36098165663,False,-0.31551848379835523,0.3875,293831,0.0,0.0,9,0,0,18,8,7.166666666666667,18,36,34,284.0,87.0,21,15,34,471,4.931527392996941,376.0590744879446
56,34,0,0,0,9.999999999999998,8,10.0,21.372001787450653,36,20.555555555555557,22.126602205706,44,22.5,41.99586790240896,12,34.5,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,6,1.9970000000000006,28586,29,10,1.0,503.7200178745065,False,0.266651733163669,42,3.4010000000000002,28964,8,10,1.0,392.24203635666527,False,-0.1259742523700407,1,0.8400000000000001,35896,8,10,1.0,392.24203635666527,False,0.0818008278086003,0,0.2,49786,64,99,1.0,5573.6934635036705,False,0.13491886820266039,0,0.4970000000000001,45141,69,194,1.0,9673.933925261052,False,0.07890177584850994,13,4.848000000000001,45685,354,0,0.0,14866.537237452772,False,-0.17355236851047268,7,5.112000000000001,34648,425,0,0.0,17848.24385852381,False,-0.322077358622409,0.625,291846,0.0,0.0,9,0,0,14,14,13.2,21,35,42,225.0,120.0,18,16,42,1177,5.104476956999861,381.16355144494446
57,42,0,0,0,9.999999999999998,10,10.0,21.472271628667908,13,23.0,22.12203685619987,8,22.0,41.92592738434825,17,41.411764705882355,44.000000000000014,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,3,2.0210000000000004,28728,29,10,1.0,504.72271628667903,False,0.27291085158972805,0,3.3590000000000013,28841,11,12,1.0,501.6594301897454,False,-0.12802116970611543,0,0.8390000000000002,35896,0,18,0.8,398.1966634115977,False,0.0818900677908401,0,0.2,50084,62,97,1.0,5438.381241366173,False,0.1398914280310664,0,0.49700000000000005,45371,59,199,1.0,9648.459724001093,False,0.08359194918292308,11,4.945000000000002,45266,359,0,0.0,15051.407930981022,False,-0.17863326800537535,9,5.195000000000001,34042,437,0,0.0,18321.630266960186,False,-0.3278232674143094,0.6,291368,0.0,0.0,9,0,0,15,10,9.23076923076923,25,40,34,296.0,119.0,22,20,34,980,6.062122800038196,387.22567424498266
58,34,0,0,0,9.999999999999998,15,10.0,21.590951348662138,16,23.0,23.073364167912594,28,29.857142857142858,42.54968580954764,6,55.833333333333336,44.00000000000002,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,6,2.0780000000000007,28832,34,10,1.0,555.9095134866213,False,0.2786030112330703,0,3.3590000000000004,28561,17,16,1.0,736.2199996138579,False,-0.13289842041162578,4,0.8790000000000002,36540,0,0,0.0,0.0,False,0.09522524952792015,0,0.2,50359,52,102,1.0,5539.882889305314,False,0.14692358967797114,0,0.4970000000000001,44595,77,208,1.0,10626.983689315179,False,0.07740197838347236,12,5.054000000000001,45037,359,0,0.0,15275.337205627602,False,-0.1804541782270347,8,5.266000000000002,33588,443,0,0.0,18849.510813629604,False,-0.3307803368939554,0.5,290652,0.0,0.0,11,0,0,14,12,10.556818181818182,22,36,34,259.0,124.0,19,15,34,573,5.289090542995837,392.5147647879785
59,34,0,0,0,9.999999999999996,10,10.0,21.590951348662138,0,,22.53481162783354,10,11.5,42.834753973173946,8,47.125,44.000000000000014,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,2.0720000000000005,28732,34,20,1.0,771.8190269732427,False,0.27895240978111396,0,3.3590000000000018,28676,7,16,1.0,511.6936454859716,False,-0.13281638873173912,0,0.8750000000000002,36540,0,0,0.0,0.0,False,0.09522524952792015,0,0.2,50568,47,106,1.0,5599.620067664615,False,0.15208017688475067,0,0.4970000000000001,44648,72,216,1.0,10874.813295409587,False,0.0812211352396174,15,5.192000000000002,44454,365,0,0.0,15634.68520020849,False,-0.1867293793645194,5,5.308000000000002,33421,445,0,0.0,19061.465518062407,False,-0.33172976585765085,0.5,290179,0.0,0.0,9,0,0,19,8,8.0,20,39,37,274.0,57.0,22,12,37,592,5.981538232008461,398.49630301998695
60,37,0,0,0,9.999999999999998,10,10.0,20.997795228427773,22,16.0,22.100471825046967,10,13.7,42.79404179431975,16,42.5,44.000000000000014,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,2,2.0920000000000005,28946,34,10,1.0,549.9779522842776,False,0.28347999192437034,0,3.3590000000000013,28813,0,13,0.7,287.30613372561055,False,-0.13207286314591601,0,0.8750000000000002,36188,12,10,1.0,472.97826099160295,False,0.0917630048405659,0,0.2,50884,41,110,1.0,5613.463942202099,False,0.1590512698033601,0,0.4970000000000001,44875,68,216,1.0,10746.345111676259,False,0.08473485214338729,10,5.277000000000002,44196,371,0,0.0,15876.58950569263,False,-0.18886165648333963,10,5.4030000000000005,32668,455,0,0.0,19471.28901641549,False,-0.3402572696434313,0.5875,289710,0.0,0.0,12,0,0,21,11,10.09090909090909,17,38,36,285.0,103.0,20,17,36,917,5.7861778500373475,404.2824808700243
61,36,0,0,0,9.999999999999998,7,10.0,20.997795228427773,0,,21.39818529443986,19,14.631578947368421,42.827541988449795,23,43.0,44.000000000000014,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,2.0900000000000003,28876,31,20,1.0,729.9559045685554,False,0.28435797216516345,1,3.3690000000000015,28955,0,0,0.0,0.0,False,-0.1321224110541618,0,0.8750000000000002,36298,2,15,1.0,362.9683698734534,False,0.09341138941152563,0,0.2,51705,45,97,1.0,5117.189911129424,False,0.17141797715097704,0,0.49700000000000005,44765,63,226,1.0,11027.110162939365,False,0.08539073638299945,12,5.387000000000001,42981,394,0,0.0,16874.05154344922,False,-0.20000582248028545,8,5.473000000000002,32551,455,0,0.0,19486.531604744658,False,-0.3419590527535306,0.5,289271,0.0,0.0,7,0,0,17,11,10.25,18,35,41,279.0,89.0,18,18,41,1289,5.240491225966252,409.52297209599055
62,41,0,0,0,9.999999999999996,11,10.0,20.445834615483793,9,9.0,21.46163160881019,1,33.0,43.61400740960672,8,56.125,44.00000000000002,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,2.0900000000000007,28847,32,21,1.0,749.3625269251595,False,0.2835103994141775,0,3.3680000000000008,28874,0,9,0.9,193.15468447929172,False,-0.13165550633217502,0,0.8750000000000002,36331,0,16,0.2,343.38610574096305,False,0.09410703632378634,0,0.2,52041,35,101,1.0,5156.171854678635,False,0.17909215567513578,0,0.4970000000000001,44845,54,234,1.0,11364.605840723723,False,0.09076059237013717,11,5.485000000000001,42806,394,0,0.0,17183.918919385047,False,-0.20031802685898398,9,5.555000000000002,31974,463,0,0.0,20193.285430647913,False,-0.3454383222298017,0.5125,288858,0.0,0.0,10,0,0,20,7,7.0,19,39,47,376.0,84.0,22,19,47,673,6.156104730034713,415.67907682602527
63,47,0,0,0,9.999999999999996,7,10.0,21.05136069471817,27,25.0,20.89404220421468,15,14.666666666666666,43.09254781729192,16,39.125,44.00000000000002,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,6,2.1500000000000004,29338,29,10,1.0,500.5136069471816,False,0.2996115783139453,1,3.378000000000001,28283,17,10,1.0,566.8135538523557,False,-0.14376984153325006,0,0.8750000000000002,36441,0,11,0.0,229.8344642463615,False,0.09570234187942277,0,0.2,52266,30,106,1.0,5194.631334759384,False,0.18436447698507633,0,0.4970000000000001,45026,54,233,1.0,11168.84192045661,False,0.09255490707053317,10,5.5740000000000025,42297,405,0,0.0,17452.48186600323,False,-0.20614813478441,10,5.646,31525,468,0,0.0,20167.31237849262,False,-0.35262620090479196,0.5,288316,0.0,0.0,11,0,0,23,11,9.7,18,41,42,412.0,121.0,25,22,42,1236,5.849527516984381,421.52860434300965
64,42,0,0,0,9.999999999999996,10,10.0,21.326125948813836,30,23.0,19.81337146302133,34,14.676470588235292,43.87408266613289,7,57.714285714285715,44.000000000000014,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,20,2.3440000000000007,29488,29,10,1.0,503.26125948813825,False,0.30626040452163517,23,3.6070000000000007,27911,7,10,1.0,347.4165962719102,False,-0.15820794598399557,0,0.8750000000000002,35784,20,20,1.0,822.7899482367034,False,0.08489629152409416,0,0.2,52036,40,116,1.0,5881.928447792268,False,0.1868178706883434,0,0.4970000000000001,45161,58,236,1.0,11503.4590540626,False,0.09908100785854321,10,5.664000000000002,42139,405,0,0.0,17769.00347978382,False,-0.2061440769857964,10,5.7360000000000015,30957,475,0,0.0,20840.189266413123,False,-0.3562289821043585,0.625,286616,0.0,0.0,9,0,0,17,15,13.933333333333334,22,39,47,355.0,199.0,22,20,47,713,5.569121842971072,427.0977261859807
65,47,0,0,0,9.999999999999996,6,10.0,21.326125948813836,0,,19.38113141839657,16,14.625,44.40337950483137,4,60.0,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,2.3240000000000007,29428,25,20,1.0,676.5225189762766,False,0.30743010758941186,1,3.594000000000001,28038,0,7,0.7,135.667919928776,False,-0.1575747396827507,0,0.8750000000000002,35865,10,25,1.0,697.7895449480527,False,0.08545079196936811,0,0.2,51943,36,126,1.0,6292.546548671029,False,0.18924234773947102,0,0.49700000000000005,45260,58,242,1.0,11869.723462436194,False,0.10517155044401473,9,5.744000000000002,42002,405,0,0.0,17983.368699456703,False,-0.2066079948076431,11,5.836000000000001,30526,479,0,0.0,21269.218782814227,False,-0.35959719646807975,0.5875,286202,0.0,0.0,9,0,0,20,10,9.2,24,44,29,360.0,86.0,26,21,29,474,5.149210916017182,432.2469371019979
66,29,0,0,0,9.999999999999996,11,10.0,21.539664917089752,28,23.0,19.327375857268184,7,18.0,44.40337950483137,0,,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,8,2.404000000000001,29810,26,10,1.0,475.3966491708974,False,0.3197917303371305,0,3.5930000000000004,27822,2,12,1.0,275.00784012139775,False,-0.16196073734194472,0,0.8750000000000002,35563,16,33,1.0,982.4380419632861,False,0.08066477897616041,0,0.2,51850,32,136,1.0,6657.335640089648,False,0.19117215681291846,0,0.4970000000000001,45227,49,252,1.0,12136.693052223647,False,0.10734077080741371,13,5.865000000000001,41745,405,0,0.0,17983.368699456703,False,-0.210606563413434,7,5.895000000000001,30437,479,0,0.0,21269.218782814227,False,-0.3609819147790346,0.625,285594,0.0,0.0,8,0,0,21,10,9.5,16,37,16,279.0,56.0,19,10,16,512,4.8431442430010065,437.0900813449989
67,16,0,0,0,9.999999999999998,11,10.0,21.539664917089752,0,,20.77377537460465,58,24.810344827586206,43.74496653543376,7,33.42857142857143,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,2.396000000000001,29700,27,20,1.0,700.793298341795,False,0.31991024944748525,22,3.813000000000001,27974,0,2,0.2,41.5475507492093,False,-0.1609035825502921,0,0.8750000000000002,36232,6,19,1.0,523.9397216200268,False,0.09384557326409541,0,0.2,51382,42,140,1.0,6996.793880694122,False,0.18473321979032148,0,0.4970000000000001,44490,77,261,1.0,13017.01696959277,False,0.10093276525260428,11,5.9620000000000015,41551,405,0,0.0,17716.711446850673,False,-0.2156993492846866,9,5.978000000000001,30063,486,0,0.0,21260.05373622081,False,-0.3668721412084327,0.525,284532,0.0,0.0,10,0,0,9,12,11.625,17,26,22,94.0,23.0,8,8,22,1013,8.027664970024489,445.1177463150234
68,22,0,0,0,9.999999999999998,10,10.0,21.205411567564152,5,8.0,20.412265569829437,11,13.909090909090908,42.724653559500304,14,35.07142857142857,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,2.396000000000001,29640,27,25,1.0,800.1352891891038,False,0.31945656628429525,0,3.7910000000000013,27934,0,7,0.5,142.88585898880606,False,-0.1605837925398075,0,0.8750000000000002,36385,0,14,0.6,285.7717179776121,False,0.09486214845753692,0,0.2,51490,43,141,1.0,6901.9035713922085,False,0.1860404504392225,0,0.4970000000000001,44720,67,266,1.0,12732.379640005653,False,0.10282559031156925,9,6.041,41183,410,0,0.0,17517.107959395125,False,-0.22297770479520848,11,6.079000000000002,29616,495,0,0.0,21148.70351195265,False,-0.37469307864925666,0.5125,284108,0.0,0.0,10,0,0,11,8,8.0,19,30,30,151.0,51.0,13,9,30,784,4.993307708995417,450.1110540240188
69,30,0,0,0,9.999999999999998,13,10.0,20.879555703887927,5,9.0,20.471011118445944,36,20.77777777777778,42.94359707394785,8,45.875,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,2.396000000000001,29555,30,30,1.0,926.3866711166377,False,0.3184957761478596,0,3.7910000000000013,27944,0,7,0.5,143.2970778291216,False,-0.16027789650467403,17,1.0450000000000002,36618,0,0,0.0,0.0,False,0.09756316877978599,0,0.2,50774,69,150,1.0,7854.0393282649475,False,0.18086090417573286,0,0.49700000000000005,45055,57,269,1.0,12718.67524664339,False,0.10990949686595641,10,6.132000000000001,40750,416,0,0.0,17864.536382762304,False,-0.2270118371418612,10,6.168000000000002,29356,497,0,0.0,21342.96774575208,False,-0.37722708022223894,0.4375,283192,0.0,0.0,10,0,0,16,11,10.533333333333333,21,37,30,267.0,62.0,19,11,30,597,5.193126411992125,455.30418043601094
70,30,0,0,0,9.999999999999996,9,10.0,21.00846961505429,32,21.6875,20.532854764479577,1,33.0,43.95410543695844,15,50.93333333333333,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,2,2.416000000000001,30121,29,10,1.0,500.08469615054275,False,0.3339940417303673,0,3.7910000000000004,27250,22,17,1.0,811.2448625273471,False,-0.17106907558481932,1,1.0380000000000003,36625,0,0,0.0,0.0,False,0.09777298204597908,0,0.2,51092,59,154,1.0,7980.370668395895,False,0.1890893364893885,0,0.4970000000000001,45468,48,270,1.0,12853.1854966738,False,0.12027702757457205,8,6.202000000000001,40405,421,0,0.0,18504.678388959506,False,-0.22739969824841294,12,6.278000000000003,28598,507,0,0.0,22284.73145653793,False,-0.38169424597779833,0.5,282699,0.0,0.0,8,0,0,20,11,10.4,13,33,33,253.0,108.0,17,13,33,1508,5.689255917968694,460.99343635397963
71,33,0,0,0,9.999999999999996,8,10.0,20.234322122909468,33,16.0,20.532854764479577,0,,44.08880995331288,7,46.142857142857146,44.00000000000001,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,23,2.644000000000001,30132,27,10,1.0,472.3432212290946,False,0.3338679496909802,0,3.7910000000000013,27250,12,27,1.0,797.1989441158622,False,-0.1712795770147189,0,1.0370000000000001,36097,23,10,1.0,670.7179564717135,False,0.09199889033467776,0,0.2,51356,49,158,1.0,7972.141856082935,False,0.19469962929951573,0,0.4970000000000001,45527,38,279,1.0,13081.026458024518,False,0.12400995680358043,8,6.274000000000001,40028,427,0,0.0,18825.921850064602,False,-0.23076624826859962,12,6.386000000000002,28321,508,0,0.0,22397.115456282943,False,-0.3851297165506282,0.625,281851,0.0,0.0,6,0,0,14,10,9.696969696969697,20,34,40,224.0,88.0,16,17,40,403,4.594088575046044,465.5875249290257
72,40,0,0,0,9.999999999999996,10,10.0,20.434589558018295,15,23.0,21.255901657561964,28,25.964285714285715,45.0692854007445,38,47.71052631578947,44.0,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,5,2.6710000000000007,30282,27,10,1.0,474.34589558018286,False,0.3405004149773836,0,3.7910000000000004,27365,2,27,1.0,614.7785238702096,False,-0.17056651794097935,8,1.1170000000000002,36156,28,10,1.0,784.7275242001319,False,0.09547593927704544,0,0.2,52736,49,136,1.0,7170.961995721788,False,0.21584269148934432,0,0.4970000000000001,45233,46,283,1.0,13732.379244658543,False,0.12469377247434905,7,6.336000000000001,38872,452,0,0.0,20371.317001136515,False,-0.2367299099066753,13,6.504000000000002,27328,521,0,0.0,23481.097693787884,False,-0.3921467980817148,0.625,281112,0.0,0.0,10,0,0,14,9,7.777777777777778,14,28,46,304.0,116.0,19,21,46,2028,5.1298113990342245,470.7173363280599
73,46,0,0,0,9.999999999999996,9,10.0,20.434589558018295,0,,20.87176017504889,10,13.6,45.17869245183014,1,59.0,44.0,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,2.666000000000001,30192,26,20,1.0,668.6917911603658,False,0.34081547395705114,0,3.7910000000000013,27468,0,20,0.2,417.4352035009778,False,-0.17043678321042802,0,1.1090000000000002,36189,18,19,1.0,764.3860553702582,False,0.09616020824521557,0,0.2,52633,48,146,1.0,7597.933586369547,False,0.21822780893259877,0,0.49700000000000005,45259,37,292,1.0,13964.433322411209,False,0.12775978803630167,7,6.399000000000003,38779,452,0,0.0,20420.76898822722,False,-0.2377921600965629,13,6.621000000000001,27025,522,0,0.0,23583.277459855333,False,-0.3960661750668606,0.525,280685,0.0,0.0,8,0,0,13,8,8.0,22,35,40,397.0,188.0,26,20,40,285,6.119532987999264,476.83686931605916
74,40,0,0,0,9.999999999999996,12,10.0,20.434589558018295,0,,20.678232262082194,4,12.0,44.63977476090117,9,37.77777777777778,44.0,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,2.666000000000001,30072,28,30,1.0,893.0376867405488,False,0.340471684603605,0,3.7910000000000004,27516,0,16,0.0,330.8517161933151,False,-0.17029566111870467,0,1.1090000000000002,36189,8,29,1.0,763.14545206453,False,0.09614161574295679,0,0.2,52801,42,152,1.0,7653.73151866443,False,0.22245678732664578,0,0.4970000000000001,45383,27,297,1.0,13816.325375063867,False,0.12883800029212128,12,6.512000000000002,38491,456,0,0.0,20355.737290970934,False,-0.24277894846225526,8,6.688000000000001,26652,527,0,0.0,23525.161298994917,False,-0.4023216490672995,0.5,280244,0.0,0.0,10,0,0,17,8,8.0,15,32,37,365.0,89.0,24,16,37,508,4.9829121379880235,481.8197814540472
75,37,0,0,0,9.999999999999996,9,10.0,19.852480972770426,10,9.0,20.445852006539987,12,17.25,44.709389084619254,6,46.0,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,2.666000000000001,30072,27,30,1.0,865.5744291831127,False,0.33986854722148535,0,3.7910000000000013,27645,0,10,0.5,204.45852006539985,False,-0.1683233144491593,0,1.1090000000000002,36177,3,38,1.0,836.4998191668308,False,0.09688127295457284,0,0.2,52735,34,162,1.0,7938.079999930678,False,0.22410120242569218,0,0.4970000000000001,45518,27,301,1.0,14009.564118646975,False,0.1338380946683826,9,6.590000000000002,38090,462,0,0.0,20655.737757094095,False,-0.24668416164568258,11,6.790000000000002,26454,527,0,0.0,23561.848047594347,False,-0.40511686052001344,0.5625,279831,0.0,0.0,12,0,0,13,8,8.0,13,26,44,266.0,85.0,18,19,44,663,5.214151284948457,487.03393273899565
76,44,0,0,0,9.999999999999996,11,10.0,19.512580112701315,47,18.23404255319149,20.745137112041903,38,22.0,44.709389084619254,0,,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,17,2.8360000000000007,30496,28,10,1.0,475.125801127013,False,0.34991711251212304,23,4.021000000000001,27266,23,10,1.0,656.2407137125492,False,-0.17291249717182886,0,1.1090000000000002,35937,7,43,1.0,1028.628956606711,False,0.09256704967489005,0,0.2,52009,57,172,1.0,8872.4877379409,False,0.21851442844743324,0,0.4970000000000001,45408,22,311,1.0,14361.01302178151,False,0.13525692444122267,6,6.641000000000001,38017,462,0,0.0,20655.737757094095,False,-0.24781994183331968,14,6.919000000000002,26165,527,0,0.0,23561.848047594347,False,-0.40961330537243984,0.625,278438,0.0,0.0,8,0,0,16,11,10.641414141414142,5,21,35,311.0,129.0,21,23,35,915,5.049432794970926,492.08336553396657
77,35,0,0,0,9.999999999999998,6,10.0,19.79775802461538,17,23.176470588235293,21.463403519335014,29,25.862068965517242,47.34749997804096,22,60.0,44.0,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,7,2.889000000000001,30684,24,10,1.0,437.9775802461537,False,0.3573588435069652,0,3.998000000000001,27344,15,13,1.0,575.9906161205859,False,-0.17177725899768326,0,1.1090000000000002,36215,12,31,1.0,902.9386053947701,False,0.09901595488107735,0,0.2,51400,66,182,1.0,10033.829628279564,False,0.21790287360792224,0,0.49700000000000005,46587,22,299,1.0,14629.097370859618,False,0.16360228580683045,13,6.765000000000001,37765,462,0,0.0,21874.544989854923,False,-0.24225923023777537,7,6.975000000000002,24752,549,0,0.0,25993.777487944484,False,-0.41267890492162734,0.625,277887,0.0,0.0,9,0,0,11,13,12.285714285714285,8,19,43,251.0,92.0,19,16,43,2130,4.603924940980505,496.6872904749471
78,43,0,0,0,9.999999999999998,11,10.0,19.79775802461538,0,,21.02459608486795,24,17.625,47.15202990337194,16,45.75,43.99999999999999,20,44.0,0,0.2,23140,0,0,0.0,0.0,False,0.016383361883427768,0,2.882000000000001,30574,25,20,1.0,645.9551604923075,False,0.3570948117998048,6,4.058000000000001,27541,5,10,1.0,309.2347509717564,False,-0.1698702941736091,0,1.1090000000000002,36275,2,36,1.0,796.480975104477,False,0.09921890979684803,0,0.2,52077,61,176,1.0,9581.257624170406,False,0.22763268380901935,0,0.4970000000000001,46219,31,309,1.0,15221.739718772835,False,0.16205491568737815,15,6.901999999999999,37436,462,0,0.0,21784.237815357836,False,-0.24808054847791583,5,7.018000000000003,23966,565,0,0.0,26640.896895405145,False,-0.4198738436403689,0.625,277228,0.0,0.0,8,0,0,17,10,9.071428571428571,5,22,49,323.0,157.0,22,21,49,902,6.093660284008365,502.78095075895544
