index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
51,8,0,0,0,10.000000000000002,20,10.0,12.155885715782698,9,7.555555555555555,17.872448117233425,1,30.0,20.948919820089078,13,41.0,38.0,11,38.0,0,2.2430000000000003,20957,21,33,1.0,611.144228620829,False,0.20577135728197873,9,7.373000000000002,1768.0,511,0,0.0,5110.000000000001,False,-0.7548485879550868,0,0.6410000000000001,17677,829,101,1.0,11882.346518224433,False,-0.03180399856062079,0,7.958000000000001,-30327.5,189,0,0.0,2297.46240028293,True,-2.1961453144157796,0,0.2,31636,94,192,1.0,5702.202728477045,False,0.06435100809328197,0,7.778000000000002,-35556.22222222222,709,0,0.0,12671.565715118499,True,-1.9018097452213742,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,11,4.675000000000001,17260,1132,0,0.0,23714.177236340834,False,-0.36594467535886027,0.375,135335,0.0,0.2,12,0,0,5,7,7.0,18,23,11,54.0,29.0,3,5,11,763,0.8377375165000558,125.80317870806903
52,11,0,0,0,10.000000000000002,20,10.0,11.969578841038585,10,7.5,17.960633948777417,1,30.0,20.77373101460912,6,15.0,38.0,11,38.0,0,2.2430000000000008,20912,19,38,1.0,644.8439959594663,False,0.20417500272086506,5,7.414000000000002,1603.0,523,0,0.0,5230.000000000001,False,-0.7608029942157196,0,0.6410000000000001,17632,829,110,1.0,11898.450593586504,False,-0.03331863176218534,0,7.958000000000001,-30327.5,189,0,0.0,2262.2504009562927,True,-2.196867049254811,0,0.2,31696,85,196,1.0,5598.305164509467,False,0.06459948713828571,0,7.778000000000002,-35556.22222222222,709,0,0.0,12734.08946968319,True,-1.9008449320221168,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,11,4.774000000000002,17015,1138,0,0.0,23640.505894625177,False,-0.37208194444247655,0.375,134895,0.0,0.2,13,0,0,8,5,5.0,16,24,10,111.0,57.0,7,4,10,355,1.0934378392994404,126.89661654736847
53,10,0,0,0,10.000000000000002,20,10.0,11.918651003918967,19,11.31578947368421,19.017234982961675,13,29.076923076923077,22.26924456399284,14,41.857142857142854,38.0,8,38.0,0,2.2430000000000003,21007,17,34,1.0,575.2341341332449,False,0.20758858268496208,5,7.459000000000002,1438.0,535,0,0.0,5350.000000000001,False,-0.7667574004763525,0,0.6410000000000001,17795,838,107,1.0,12022.673684460993,False,-0.024090479534701333,0,7.958000000000001,-30327.5,189,0,0.0,2252.6250397406848,True,-2.1970643387771442,0,0.2,31904,88,192,1.0,5949.2116347872525,False,0.07643373302245618,0,7.778000000000001,-35556.22222222222,709,0,0.0,13483.219602919828,True,-1.8892849953941826,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,8,4.843000000000001,16331,1152,0,0.0,25654.16973771975,False,-0.36505193874700853,0.375,134512,0.0,0.2,17,0,0,10,5,5.0,14,24,16,93.0,57.0,6,4,16,1339,0.9227342456579208,127.81935079302639
54,16,0,0,0,10.000000000000002,20,10.0,11.831384611334617,5,8.0,20.47131524564039,17,31.0,22.26924456399284,0,,38.0,9,38.0,0,2.2430000000000008,20957,16,39,1.0,621.4239998420501,False,0.20606283315872895,0,7.4540000000000015,1328.0,546,0,0.0,5460.000000000001,False,-0.7698763751843031,0,0.6410000000000001,18282,833,100,1.0,11902.674905805776,False,-0.006586150163856362,0,7.958000000000001,-30327.5,189,0,0.0,2236.1316915422426,True,-2.1974024003537296,0,0.2,31377,95,202,1.0,6443.16235026239,False,0.067791530619443,0,7.778000000000001,-35556.22222222222,709,0,0.0,14514.162509159038,True,-1.8733763646578205,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,9,4.925000000000001,16208,1152,0,0.0,25654.16973771975,False,-0.3677303935181422,0.375,134189,0.0,0.2,11,0,0,9,4,4.0,19,28,16,135.0,93.0,10,6,16,767,1.1906643183901906,129.01001511141658
55,16,0,0,0,10.000000000000002,20,10.0,12.942877239733235,28,20.964285714285715,20.47131524564039,0,,22.26924456399284,0,,38.0,11,38.0,0,2.2430000000000003,21464,14,21,1.0,411.8004220343979,False,0.22887037603590793,0,7.454000000000002,1208.0,558,0,0.0,5580.000000000001,False,-0.7732788930475218,0,0.6410000000000001,17695,851,110,1.0,13266.233208033425,False,-0.0027008033116048295,0,7.958000000000002,-30327.5,189,0,0.0,2446.2037983095815,True,-2.1930965852605233,0,0.2,31377,85,212,1.0,6461.141643445915,False,0.06806897172158986,0,7.778000000000001,-35556.22222222222,709,0,0.0,14514.162509159038,True,-1.8733763646578205,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,11,5.026000000000002,16047,1152,0,0.0,25654.16973771975,False,-0.3712363383811708,0.375,133828,0.0,0.2,11,0,0,9,4,4.0,19,28,19,150.0,78.0,10,6,19,787,1.0686601791530848,130.07867529056966
56,19,0,0,0,10.000000000000002,20,10.0,12.884212064214442,16,12.125,22.549115387472792,31,31.0,24.21137223826979,19,42.36842105263158,38.0,11,38.0,0,2.2430000000000008,21528,13,20,1.0,387.6842412842889,False,0.2318159306250507,5,7.504000000000002,1053.0,569,0,0.0,5690.000000000001,False,-0.7789497561528864,0,0.6410000000000001,18462,857,89,1.0,13048.641008516855,False,0.024281401338789324,0,7.958000000000002,-30327.5,189,0,0.0,2435.1160801365295,True,-2.1933238484845345,0,0.2,31221,106,203,1.0,7305.1147954408825,False,0.07627792721808654,0,7.778000000000002,-35556.22222222222,709,0,0.0,15987.32280971821,True,-1.8506438126462292,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,11,5.125000000000001,15074,1171,0,0.0,28351.516891013922,False,-0.3630556498953234,0.375,133375,0.0,0.2,13,0,0,12,7,7.0,8,20,19,165.0,117.0,10,9,19,2120,1.093539492227137,131.1722147827968
57,19,0,0,0,10.000000000000002,20,10.0,12.521474087835175,15,7.666666666666667,22.549115387472792,0,,23.860880083134973,7,15.0,37.99999999999999,10,38.0,0,2.2430000000000003,21488,15,20,1.0,400.4294817567035,False,0.22990896795272503,5,7.549000000000002,923.0,577,0,0.0,5770.000000000001,False,-0.7840535329477146,0,0.6410000000000001,18347,862,99,1.0,13025.873087073727,False,0.01910045681466195,0,7.958000000000001,-30327.5,189,0,0.0,2366.558602600848,True,-2.1947290603713854,0,0.2,31326,96,206,1.0,7080.056374323192,False,0.07604555851989368,0,7.778000000000001,-35556.22222222222,709,0,0.0,15987.32280971821,True,-1.8506438126462292,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,10,5.214000000000001,14827,1178,0,0.0,28108.116737932996,False,-0.3710844830589587,0.375,132948,0.0,0.2,11,0,0,7,5,5.0,13,20,19,182.0,102.0,10,9,19,385,0.9882861319929361,132.16050091478974
58,19,0,0,0,10.000000000000002,20,10.0,12.899529832068126,24,15.95833333333333,22.549115387472792,0,,24.15358754361638,10,29.0,37.99999999999999,10,38.0,0,2.2430000000000008,21716,17,11,1.0,311.89482815274937,False,0.24032819632961178,5,7.594000000000002,793.0,585,0,0.0,5850.000000000001,False,-0.7891573097425428,0,0.6410000000000001,17964,876,109,1.0,13757.841710126213,False,0.018402921007752246,0,7.958000000000001,-30327.5,189,0,0.0,2438.0111382608757,True,-2.193264508931277,0,0.2,31616,86,206,1.0,6914.862957307634,False,0.08244649955724388,0,7.778000000000002,-35556.22222222222,709,0,0.0,15987.32280971821,True,-1.8506438126462292,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,10,5.304000000000001,14393,1188,0,0.0,28694.462001816257,False,-0.37415114757832574,0.375,132519,0.0,0.2,12,0,0,12,5,5.0,4,16,15,111.0,126.0,7,12,15,838,0.9270568760111928,133.08755779080093
59,15,0,0,0,10.000000000000002,20,10.0,12.665331029276588,9,7.555555555555555,22.549115387472792,0,,25.886444669719676,16,43.0,37.99999999999999,12,38.0,0,2.2430000000000003,21576,21,21,1.0,475.9719516148084,False,0.23704128251147813,9,7.679000000000003,632.0,591,0,0.0,5910.000000000001,False,-0.7965861404105705,0,0.6410000000000001,17896,875,119,1.0,13765.509381726277,False,0.015772513358331453,0,7.958000000000001,-30327.5,189,0,0.0,2393.747564533275,True,-2.1941717724741068,0,0.2,32304,76,200,1.0,6891.021703391867,False,0.10331185888821462,0,7.778000000000002,-35556.22222222222,709,0,0.0,15987.32280971821,True,-1.8506438126462292,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,12,5.414000000000001,13506,1204,0,0.0,31167.27938234249,False,-0.3665424047042541,0.375,131951,0.0,0.2,11,0,0,9,8,8.0,8,17,19,113.0,99.0,7,8,19,888,1.0625921078026295,134.15014989860356
60,19,0,0,0,10.000000000000002,20,10.0,12.90682183483889,39,14.051282051282051,22.207846670050433,6,14.166666666666666,26.41590491503573,5,43.0,37.99999999999999,9,38.0,8,2.323000000000001,21798,22,10,1.0,349.06821834838894,False,0.24603233011081965,10,7.770000000000001,420.0,600,0,0.0,6000.000000000001,False,-0.8060564817965294,0,0.6410000000000001,17433,904,123,1.0,14399.33207911056,False,0.00978380091642531,0,7.958000000000001,-30327.5,189,0,0.0,2439.38932678455,True,-2.1932362604168123,0,0.2,32434,72,205,1.0,7014.225467825955,False,0.10922513221137505,0,7.778000000000002,-35556.22222222222,709,0,0.0,15745.363289065757,True,-1.854377525390079,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,9,5.492000000000001,13166,1209,0,0.0,31936.829042278194,False,-0.36556738554202567,0.375,131288,0.0,0.2,13,0,0,4,11,10.4,5,9,19,164.0,90.0,9,10,19,896,1.0154901463538408,135.1656400449574
61,19,0,0,0,10.000000000000002,20,10.0,12.827567054273237,6,10.166666666666666,22.207846670050433,0,,25.963646282375187,6,15.0,37.99999999999999,13,38.0,0,2.3150000000000004,21729,21,19,1.0,453.7237740311915,False,0.24508687121558326,5,7.810000000000001,265.0,611,0,0.0,6110.000000000001,False,-0.811727344901894,0,0.6410000000000001,17372,900,133,1.0,14498.453955962621,False,0.009314871607006251,0,7.958000000000001,-30327.5,189,0,0.0,2424.410173257642,True,-2.193543285782208,0,0.2,32524,62,209,1.0,6803.28856655954,False,0.10874774036416793,0,7.778000000000001,-35556.22222222222,709,0,0.0,15745.363289065757,True,-1.854377525390079,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,13,5.613,12854,1215,0,0.0,31545.830233085853,False,-0.37661872051428663,0.375,130781,0.0,0.2,9,0,0,5,7,7.0,2,7,22,111.0,96.0,7,12,22,311,1.1406044131144881,136.3062444580719
62,22,0,0,0,10.000000000000002,20,10.0,12.656322530563124,35,11.742857142857142,22.207846670050433,0,,26.68194074580646,6,43.0,37.99999999999999,11,38.0,0,2.3150000000000004,21646,20,28,1.0,554.3770308557674,False,0.24323400904093698,34,8.145000000000001,-220.0,622,0,0.0,6220.000000000001,False,-0.836112056254962,0,0.6410000000000001,16961,925,143,1.0,14882.820414588103,False,0.0003447654051837075,0,7.958000000000001,-30327.5,189,0,0.0,2392.0449582764304,True,-2.194206670528072,0,0.2,32782,52,213,1.0,6838.061405699398,False,0.11724679658199177,0,7.778000000000001,-35556.22222222222,709,0,0.0,15745.363289065757,True,-1.854377525390079,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,11,5.710000000000003,12429,1221,0,0.0,32578.64965062969,False,-0.37462817766397705,0.375,129635,0.0,0.2,12,0,0,4,9,9.0,4,8,18,129.0,103.0,8,14,18,465,1.0975753525272012,137.4038198105991
63,18,0,0,0,10.0,20,10.0,13.071556581148359,44,14.954545454545455,22.207846670050433,0,,27.219906081541314,5,41.0,37.99999999999999,11,38.0,0,2.3150000000000004,21879,21,19,1.0,458.35957504181886,False,0.2537246108382051,25,8.361000000000002,-13981.0,631,0,0.0,6310.0,False,-1.6139276397867754,0,0.6410000000000001,16303,959,153,1.0,15933.423301838993,False,-0.005095037676498458,0,7.958000000000002,-30327.5,189,0,0.0,2470.52419383704,True,-2.192598093919877,0,0.2,32987,42,218,1.0,6866.669085918124,False,0.1240150158310926,0,7.778000000000001,-35556.22222222222,709,0,0.0,15745.363289065757,True,-1.854377525390079,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,11,5.809000000000002,12051,1226,0,0.0,33371.60485596965,False,-0.374225808371046,0.375,115276,0.0,0.2,9,0,0,5,13,614.6333333333333,4,9,18,164.0,102.0,9,9,18,658,0.9464208260178566,138.35024063661695
64,18,0,0,1,10.0,7,10.0,13.071556581148359,0,,21.76797833953575,33,20.0,27.219906081541314,0,,37.99999999999999,7,38.0,0,2.3150000000000004,21809,18,29,1.0,559.0751408533024,False,0.25261072759593123,0,8.336,-19480.944444444445,631,0,0.0,6310.0,True,-1.9258219601023276,0,0.6410000000000001,16963,949,130,1.0,15234.74437964944,False,0.007640083209999197,0,7.958000000000002,-30327.5,189,0,0.0,2470.52419383704,True,-2.192598093919877,0,0.2,32327,65,228,1.0,7621.057178661244,False,0.11528697578330414,0,7.778000000000002,-35556.22222222222,709,0,0.0,15433.496642730846,True,-1.8591899852125424,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,7,5.868000000000001,11972,1226,0,0.0,33371.60485596965,False,-0.3759461167199855,0.375,129108,0.0,0.3,5,0,0,8,8,6717.3481481481485,2,10,12,141.0,84.0,10,8,12,730,0.9396150531247258,139.28985568974167
65,12,0,0,0,9.999999999999998,11,10.0,13.071556581148359,0,,21.76797833953575,0,,27.219906081541314,0,,37.999999999999986,9,38.0,0,2.3150000000000004,21699,19,39,1.0,699.790706664786,False,0.2503626717325845,0,8.336000000000002,-19480.944444444445,631,0,0.0,6309.999999999999,True,-1.9258219601023276,0,0.6410000000000001,16963,939,140,1.0,15321.708597233313,False,0.00942257516670729,0,7.958000000000001,-30327.5,189,0,0.0,2470.52419383704,True,-2.192598093919877,0,0.2,32327,55,238,1.0,7675.576456081299,False,0.11612827072528388,0,7.778000000000001,-35556.22222222222,709,0,0.0,15433.496642730846,True,-1.8591899852125424,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,9,5.951000000000001,11845,1226,0,0.0,33371.60485596965,False,-0.37871167571131864,0.375,128871,0.0,0.3,5,0,0,3,9,3580.5064814814814,4,7,9,111.0,60.0,7,5,9,110,0.9102764679118991,140.20013215765357
66,9,0,0,0,9.999999999999998,8,10.0,13.515352451987567,15,20.0,21.76797833953575,0,,27.219906081541314,0,,37.999999999999986,11,38.0,0,2.3150000000000004,21919,17,34,1.0,629.5219833675773,False,0.2608461490123506,0,8.336,-19480.944444444445,631,0,0.0,6309.999999999999,True,-1.9258219601023276,0,0.6410000000000001,16663,944,150,1.0,16023.689465606625,False,0.011512861064331983,0,7.958000000000001,-30327.5,189,0,0.0,2554.4016134256503,True,-2.190878871578551,0,0.2,32327,45,248,1.0,7730.0957335013545,False,0.11696956566726362,0,7.778000000000002,-35556.22222222222,709,0,0.0,15433.496642730846,True,-1.8591899852125424,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,11,6.052000000000001,11672,1226,0,0.0,33371.60485596965,False,-0.3824789332349457,0.375,128618,0.0,0.3,4,0,0,3,12,7155.012962962963,2,5,6,80.0,42.0,5,4,6,380,0.7414529528468847,140.94158511050045
67,6,0,0,0,9.999999999999996,13,10.0,13.387539666690971,5,8.0,21.816827852565833,7,22.857142857142858,27.77213284695453,5,41.0,37.99999999999999,12,38.0,0,2.3150000000000004,21829,20,39,1.0,722.1140470009477,False,0.25836775680506263,0,8.336000000000002,-19480.944444444445,631,0,0.0,6309.999999999998,True,-1.9258219601023276,0,0.6410000000000001,16783,939,153,1.0,15908.874408465395,False,0.014078757244924887,0,7.958000000000001,-30327.5,189,0,0.0,2530.2449970045936,True,-2.1913740059644873,0,0.2,32372,42,253,1.0,7942.656380087261,False,0.1216384232468251,0,7.778000000000002,-35556.22222222222,709,0,0.0,15468.130947469175,True,-1.8586555381917051,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,12,6.161000000000001,11281,1231,0,0.0,34187.495534601025,False,-0.38210993059316856,0.375,128302,0.0,0.3,9,0,0,3,8,5527.600925925926,1,4,9,72.0,21.0,4,2,9,535,0.7460023937746882,141.68758750427514
68,9,0,0,0,9.999999999999998,8,10.0,13.92794074645772,13,22.0,21.4450308071537,5,11.0,27.77213284695453,0,,37.99999999999999,11,38.0,0,2.3150000000000004,22035,18,36,1.0,681.4058668724779,False,0.2688954822182283,0,8.336,-19480.944444444445,631,0,0.0,6309.999999999999,True,-1.9258219601023276,0,0.6410000000000001,16552,942,158,1.0,16508.435050693457,False,0.016898316198521297,0,7.958000000000001,-30327.5,189,0,0.0,2632.380801080509,True,-2.189280544374016,0,0.2,32317,37,263,1.0,8097.537078613728,False,0.12233098386849169,0,7.778000000000002,-35556.22222222222,709,0,0.0,15204.526842271973,True,-1.8627232516846564,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,11,6.259000000000001,11108,1231,0,0.0,34187.495534601025,False,-0.3858771881167956,0.375,128049,0.0,0.3,6,0,0,3,11,5855.283333333333,2,5,8,90.0,42.0,5,4,8,421,0.8466692427173257,142.53425674699247
69,8,0,0,0,9.999999999999998,11,10.0,14.720693913209065,28,20.0,21.4450308071537,0,,28.336020970882696,5,41.0,37.99999999999999,11,38.0,0,2.3150000000000004,22485,19,18,1.0,454.9724904377631,False,0.28799400279113546,0,8.336000000000002,-19480.944444444445,631,0,0.0,6309.999999999999,True,-1.9258219601023276,0,0.6410000000000001,15992,960,168,1.0,17734.631332282523,False,0.01907500476105851,0,7.958000000000001,-30327.5,189,0,0.0,2782.211149596513,True,-2.186209495171015,0,0.2,32522,27,268,1.0,8173.069451989712,False,0.1298233049192906,0,7.778000000000001,-35556.22222222222,709,0,0.0,15204.526842271973,True,-1.8627232516846564,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,11,6.358000000000002,10742,1236,0,0.0,35023.32192001101,False,-0.3847467235746373,0.375,127778,0.0,0.3,9,0,0,3,9,6502.648148148149,1,4,11,42.0,28.0,4,4,11,875,0.8063117135316133,143.34056846052408
70,11,0,0,0,10.0,9,10.0,14.525744943791421,5,7.0,21.4450308071537,0,,28.90872811509244,5,41.0,37.99999999999999,8,38.0,0,2.3150000000000004,22430,18,23,1.0,514.0921337072027,False,0.28655132510227965,0,8.336,-19480.944444444445,631,0,0.0,6310.0,True,-1.9258219601023276,0,0.6410000000000001,15957,955,178,1.0,17689.301904994165,False,0.01671111554058713,0,7.958000000000001,-30327.5,189,0,0.0,2745.365794376579,True,-2.186964708650148,0,0.2,32727,17,273,1.0,8256.648299141849,False,0.13743979228352948,0,7.778000000000001,-35556.22222222222,709,0,0.0,15204.526842271973,True,-1.8627232516846564,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,8,6.427000000000002,10447,1241,0,0.0,35875.73159082972,False,-0.3818895998559545,0.375,127598,0.0,0.3,6,0,0,3,8,5202.918518518519,3,6,14,108.0,45.0,6,5,14,330,0.9596351878717542,144.30020364839584
71,14,0,0,0,9.999999999999998,11,10.0,14.525744943791421,0,,21.50988040841841,1,30.0,30.012891444849345,10,41.0,37.99999999999999,7,38.0,0,2.3150000000000004,22320,19,33,1.0,669.3495831451169,False,0.284715594395631,0,8.336000000000002,-19480.944444444445,631,0,0.0,6309.999999999999,True,-1.9258219601023276,0,0.6410000000000001,15987,945,187,1.0,17749.176608257134,False,0.019168168571311265,0,7.958000000000002,-30327.5,189,0,0.0,2745.365794376579,True,-2.186964708650148,0,0.2,33107,8,273,1.0,8365.598407711219,False,0.15084868847156382,0,7.778000000000001,-35556.22222222222,709,0,0.0,15250.505209568653,True,-1.8620137527756895,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,7,6.4890000000000025,9956,1251,0,0.0,37546.12719750653,False,-0.374394329542414,0.375,127407,0.0,0.3,9,0,0,7,8,5852.283333333334,3,10,18,150.0,42.0,10,4,18,550,1.2234758865088224,145.52367953490466
72,18,0,0,0,9.999999999999998,11,10.0,14.320366470023666,5,7.0,22.759236669251628,18,31.0,30.74151011909257,7,41.0,37.99999999999999,10,38.0,0,2.3150000000000004,22245,20,38,1.0,744.1739258608993,False,0.28258404008905813,0,8.336,-19480.944444444445,631,0,0.0,6309.999999999999,True,-1.9258219601023276,0,0.6410000000000001,16510,940,179,1.0,17535.047845618286,False,0.036218903124093836,0,7.958000000000002,-30327.5,189,0,0.0,2706.5492628344728,True,-2.1877603250218396,0,0.2,32836,16,276,1.0,8848.804579577576,False,0.14994143231247428,0,7.778000000000002,-35556.22222222222,709,0,0.0,16136.298798499403,True,-1.848344942379252,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,10,6.582000000000002,9523,1258,0,0.0,38672.81972981845,False,-0.3715559020750571,0.375,127151,0.0,0.3,8,0,0,3,9,4392.2125,6,9,11,123.0,57.0,9,9,11,990,1.1160736456513405,146.639753180556
73,11,0,0,0,10.0,12,10.0,14.13435828500476,5,8.0,22.817603881513616,1,30.0,30.74151011909257,0,,38.0,9,38.0,0,2.3150000000000004,22165,22,43,1.0,827.7774062552047,False,0.28041786906700705,0,8.336000000000002,-19480.944444444445,631,0,0.0,6310.0,True,-1.9258219601023276,0,0.6410000000000001,16500,935,188,1.0,17505.33452620401,False,0.03519993699688467,0,7.958000000000001,-30327.5,189,0,0.0,2671.3937158658996,True,-2.188480902765723,0,0.2,32806,7,286,1.0,8951.79512123107,False,0.15060482564704453,0,7.778000000000001,-35556.22222222222,709,0,0.0,16177.681151993154,True,-1.8477063652313328,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,9,6.662000000000002,9402,1258,0,0.0,38672.81972981845,False,-0.37419080473609106,0.375,126910,0.0,0.3,8,0,0,2,8,4553.553703703704,4,6,14,93.0,60.0,6,5,14,190,0.7961633922532201,147.43591657280922
74,14,0,0,0,10.0,10,10.0,14.119508210722927,19,14.0,23.95361135226309,18,31.0,30.74151011909257,0,,38.0,8,38.0,0,2.3150000000000004,22331,22,34,1.0,700.0632791645795,False,0.28621025516515186,0,8.336,-19480.944444444445,631,0,0.0,6310.0,True,-1.9258219601023276,0,0.6410000000000001,16792,944,180,1.0,17640.4657943298,False,0.04993985804562189,0,7.958000000000001,-30327.5,189,0,0.0,2668.5870518266333,True,-2.188538430519254,0,0.2,32248,15,296,1.0,9458.791165535345,False,0.14120719655477035,0,7.778000000000002,-35556.22222222222,709,0,0.0,16983.11044875453,True,-1.8352776679786726,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,8,6.733000000000001,9302,1258,0,0.0,38672.81972981845,False,-0.37636841024107776,0.375,126710,0.0,0.3,6,0,0,7,9,6177.965740740741,2,9,7,132.0,60.0,9,5,7,924,0.9175305189564824,148.3534470917657
75,7,0,0,0,10.0,12,10.0,15.074573683999294,30,20.0,23.95361135226309,0,,29.806371029192352,6,15.0,38.0,8,38.0,0,2.3150000000000004,22811,24,14,1.0,451.0440315759901,False,0.3063696277525233,0,8.336000000000002,-19480.944444444445,631,0,0.0,6310.0,True,-1.9258219601023276,0,0.6410000000000001,16192,964,190,1.0,19083.07518830531,False,0.054912584822196214,0,7.958000000000001,-30327.5,189,0,0.0,2849.0944262758667,True,-2.1848385991170804,0,0.2,32338,5,300,1.0,9061.679365519021,False,0.1378569126214281,0,7.778000000000002,-35556.22222222222,709,0,0.0,16983.11044875453,True,-1.8352776679786726,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,8,6.8050000000000015,9114,1264,0,0.0,37675.25298089913,False,-0.39132384281064486,0.375,126492,0.0,0.3,8,0,0,1,8,4553.553703703704,3,4,8,61.0,23.0,4,3,8,810,0.7200577948242426,149.07350488658994
76,8,0,0,0,10.0,9,10.0,15.074573683999294,0,,23.95361135226309,0,,30.258726355552437,15,33.0,38.0,8,38.0,0,2.3150000000000004,22721,23,24,1.0,591.7897684159831,False,0.3052565999891115,0,8.336,-19480.944444444445,631,0,0.0,6310.0,True,-1.9258219601023276,0,0.6410000000000001,16192,954,200,1.0,19171.865564987944,False,0.05673250727613233,0,7.958000000000001,-30327.5,189,0,0.0,2849.0944262758667,True,-2.1848385991170804,0,0.2,32833,0,290,0.5,8775.030643110207,False,0.14871042903385914,0,7.778000000000002,-35556.22222222222,709,0,0.0,16983.11044875453,True,-1.8352776679786726,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,8,6.877000000000002,8517,1279,0,0.0,38700.911008751566,False,-0.3931567548369892,0.3125,126300,0.0,0.3,6,0,0,4,9,6015.624537037037,1,5,10,75.0,10.0,5,3,10,585,0.870884858071804,149.94438974466175
77,10,0,0,0,10.0,12,10.0,14.83881054480597,5,7.0,23.95361135226309,0,,29.3550411493192,6,15.0,38.0,11,38.0,0,2.3150000000000004,22636,25,29,1.0,680.3255057993731,False,0.30294673658272014,0,8.336000000000002,-19480.944444444445,631,0,0.0,6310.0,True,-1.9258219601023276,0,0.6410000000000001,16157,949,210,1.0,19112.289590996115,False,0.05407660881766244,0,7.958000000000001,-30327.5,189,0,0.0,2804.5351929683284,True,-2.185751922748046,0,0.2,32923,0,284,0.0,8336.831686406653,False,0.14472612317768438,0,7.778000000000001,-35556.22222222222,709,0,0.0,16983.11044875453,True,-1.8352776679786726,0,0.2,46037,0,0,0.0,0.0,False,0.0025042463307347242,11,6.979000000000003,8261,1285,0,0.0,37721.22787687517,False,-0.4093982418353385,0.25,126014,0.0,0.3,7,0,0,3,9,4554.553703703704,2,5,11,90.0,45.0,5,5,11,245,0.805647068656981,150.75003681331873
