index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,25,0,0,0,10.000000000000002,20,10.0,22.66017516775401,25,21.8,21.420332123819534,31,17.35483870967742,21.725388374466547,11,31.90909090909091,48.0,0,,0,1.4330000000000003,43525,17,15,1.0,509.9026275163102,False,0.3320336907462851,10,5.772000000000002,18998,522,0,0.0,5220.000000000001,False,-0.3425624486567073,0,0.20900000000000002,48162,339,112,1.0,10080.876579736396,False,0.09632456086935778,31,6.108000000000002,13872.0,412,0,0.0,9335.992169114652,False,-0.6179526029393891,0,0.2,51830,134,277,1.0,8888.257084319052,False,0.024880318754271217,0,3.539000000000001,34387,430,0,0.0,9210.7428132424,False,-0.28985992193084437,0,0.37100000000000005,83495,91,21,1.0,2985.010342076456,False,0.12714029218496073,0,0.2,75248,0,9,0.0,432.0,False,0.0008355326852429013,0.5,369517,0.0,0.0,8,0,0,8,7,7.0,15,23,27,176.0,81.0,13,12,27,986,4.046915001003072,298.6971150620375
53,27,0,0,0,10.000000000000002,20,10.0,21.933398588045137,15,10.333333333333334,21.420332123819534,0,,21.463897199108686,5,15.0,48.0,7,48.0,0,1.4330000000000003,43395,20,25,1.0,748.3349647011285,False,0.3317055856132463,15,5.912000000000002,18648,529,0,0.0,5290.000000000001,False,-0.35214652995405726,0,0.20900000000000002,48007,344,122,1.0,10158.369633393511,False,0.09392896506546229,0,6.077000000000002,13872.0,412,0,0.0,9036.560218274597,False,-0.6210377491522977,0,0.2,51830,124,287,1.0,8816.259679497814,False,0.024224700221259346,5,3.5890000000000004,34277,430,0,0.0,9210.7428132424,False,-0.29186327299079917,0,0.37100000000000005,83420,86,31,1.0,3333.895159123347,False,0.12845913952814517,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,369033,0.0,0.0,7,0,0,9,4,4.0,15,24,24,180.0,58.0,15,12,24,536,6.847364964953158,305.54448002699064
54,24,0,0,0,10.000000000000002,20,10.0,21.519904194168635,9,11.0,21.94124096962112,5,40.0,21.196212550310126,5,15.0,48.0,0,,0,1.4330000000000005,43359,18,31,1.0,847.1170300192277,False,0.3321130165518488,5,5.947000000000002,18463,541,0,0.0,5410.000000000001,False,-0.355949736818085,0,0.20900000000000002,48108,343,127,1.0,10167.864741741725,False,0.09610806896783015,0,6.077000000000002,13872.0,412,0,0.0,8866.200527997478,False,-0.6227930212660991,0,0.2,51830,114,297,1.0,8796.576597978914,False,0.024045463302059027,5,3.634000000000001,33967,435,0,0.0,9544.439821785187,False,-0.2944703884517267,0,0.37100000000000005,83345,81,41,1.0,3684.8932165751203,False,0.1297920002160125,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,368528,0.0,0.0,7,0,0,7,2,2.0,15,22,19,194.0,63.0,13,11,19,444,3.6623546310001984,309.20683465799084
55,19,0,0,0,10.000000000000002,20,10.0,22.279012575036226,23,29.347826086956523,21.330937051185067,18,15.88888888888889,21.196212550310126,0,,48.0,0,,0,1.4330000000000003,43830,24,22,1.0,730.138276650797,False,0.3446639224244805,4,5.982000000000002,18371,545,0,0.0,5450.000000000001,False,-0.358140383971765,0,0.20900000000000002,47892,349,132,1.0,10591.059079444072,False,0.09601734132298946,13,6.207000000000002,13203.0,419,0,0.0,9334.906268940178,False,-0.6317496469157994,0,0.2,51744,117,307,1.0,9002.956887933862,False,0.02435853507625357,0,3.6290000000000013,33767,440,0,0.0,9385.61230252143,False,-0.29955915073831285,0,0.37100000000000005,83345,71,51,1.0,3952.9310910720187,False,0.13156941612891082,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,367736,0.0,0.0,9,0,0,8,4,4.0,7,15,26,93.0,69.0,6,13,26,1031,2.963844640995376,312.1706792989862
56,26,0,0,0,10.000000000000002,20,10.0,22.08377320321288,20,20.0,21.330937051185067,0,,21.94110288782845,16,27.0,48.0,0,,0,1.4330000000000003,43700,27,32,1.0,976.6807425028121,False,0.34445919527950236,20,6.178000000000001,18221,552,0,0.0,5520.000000000001,False,-0.3616393342866705,0,0.20900000000000002,47492,359,142,1.0,10957.067641221704,False,0.09154578430206994,0,6.194000000000003,13203.0,419,0,0.0,9253.100972146196,False,-0.6325925138873826,0,0.2,52101,107,306,1.0,8996.387748152309,False,0.03080050036563259,5,3.679000000000001,33657,440,0,0.0,9385.61230252143,False,-0.3015625017982677,0,0.37100000000000005,82913,77,61,1.0,4617.464922362791,False,0.13024671371973046,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,366871,0.0,0.0,7,0,0,11,2,2.0,10,21,23,153.0,90.0,11,15,23,557,4.444380750996061,316.6150600499823
57,23,0,0,0,10.000000000000002,20,10.0,22.121270878529028,1,30.0,22.23464188802943,12,34.333333333333336,21.94110288782845,0,,48.0,0,,0,1.4330000000000003,43610,29,41,1.0,1196.9721060196903,False,0.3450721408406561,0,6.158000000000001,18141,560,0,0.0,5600.000000000001,False,-0.3628563604831594,0,0.20900000000000002,47872,350,142,1.0,10899.763955585338,False,0.09878589634422744,2,6.214000000000002,13141.0,419,0,0.0,9268.812498103664,False,-0.6337082457745665,0,0.2,51894,104,316,1.0,9245.791268908852,False,0.02930166158764529,0,3.6740000000000013,33452,445,0,0.0,9894.415640173096,False,-0.30066278465639706,0,0.37100000000000005,82913,67,71,1.0,4878.053893484506,False,0.13197473437676221,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,366607,0.0,0.0,8,0,0,8,1,1.0,15,23,13,174.0,76.0,13,10,13,640,4.79592899302952,321.4109890430118
58,13,0,0,0,10.000000000000002,20,10.0,22.18263281737579,84,22.321428571428573,21.405342346091004,12,10.666666666666666,22.80373701805705,4,47.0,48.0,0,,4,1.4730000000000005,44698,30,10,1.0,521.8263281737579,False,0.36790437715906166,39,6.548000000000001,17183,569,0,0.0,5690.000000000001,False,-0.39063498341801806,0,0.20900000000000002,46677,407,152,1.0,12281.94359327778,False,0.0884019905341018,12,6.332000000000002,12133.0,436,0,0.0,9671.627908375844,False,-0.6503294190119535,0,0.2,51954,106,322,1.0,9611.769608500015,False,0.033727048959168254,0,3.6740000000000013,33452,445,0,0.0,9525.377344010496,False,-0.3040232994826756,0,0.37100000000000005,82725,61,81,1.0,5279.02795810148,False,0.13214034268843566,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,364406,0.0,0.0,8,0,0,6,9,8.235294117647058,10,16,21,73.0,56.0,7,6,21,1189,3.0285201459773816,324.4395091889892
59,21,0,0,0,10.000000000000002,20,10.0,22.563934842534387,23,26.652173913043477,21.303757623451922,1,6.0,23.69512930574708,4,47.0,48.0,0,,8,1.5490000000000004,44954,31,10,1.0,535.639348425344,False,0.3759034799103257,5,6.559000000000002,17028,578,0,0.0,5780.000000000001,False,-0.3939818054583625,0,0.20900000000000002,46064,420,162,1.0,12928.061368863653,False,0.08242727259379792,1,6.330000000000001,12107.0,436,0,0.0,9837.875591344993,False,-0.6491522874284434,0,0.2,52136,97,328,1.0,9838.466901759879,False,0.039106021907189106,0,3.674000000000001,33452,445,0,0.0,9480.172142436106,False,-0.3044349444303553,0,0.37100000000000005,82537,55,91,1.0,5671.232111816089,False,0.13224779586355678,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,363862,0.0,0.0,5,0,0,12,3,2.4444444444444446,11,23,24,222.0,84.0,13,8,24,388,3.7429680270142853,328.18247721600346
60,24,0,0,0,10.000000000000002,20,10.0,23.446615314336597,22,33.18181818181818,23.93318334459036,73,28.84931506849315,24.819786057971953,5,46.8,48.0,0,,7,1.6110000000000004,45336,34,10,1.0,574.466153143366,False,0.3881167455676418,5,6.604000000000001,16888,585,0,0.0,5850.000000000001,False,-0.3971764992241458,0,0.20900000000000002,47692,415,120,1.0,12602.327356800532,False,0.11261877016156162,21,6.5390000000000015,11131.0,453,0,0.0,10621.316737394478,False,-0.6611923349674984,0,0.2,50927,143,333,1.0,11687.433975581082,False,0.03392432774441866,0,3.6740000000000013,32789,462,0,0.0,11057.130705200747,False,-0.3021496803270858,0,0.37100000000000005,82303,50,101,1.0,6088.989302898597,False,0.13191462515681876,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,362650,0.0,0.0,10,0,0,11,4,3.411764705882353,11,22,26,163.0,93.0,12,12,26,2112,3.9568296830402687,332.13930689904373
61,26,0,0,0,10.000000000000002,20,10.0,24.101035999929323,31,29.129032258064516,24.336196858090002,6,37.0,24.53619670696994,6,20.166666666666668,48.0,0,,11,1.714,45790,32,10,1.0,561.0103599992933,False,0.4017252922384046,10,6.6990000000000025,16608,597,0,0.0,5970.000000000001,False,-0.4038701433048346,0,0.20900000000000002,47787,415,125,1.0,13043.954547231919,False,0.11912663356445675,1,6.528000000000002,10323.0,474,0,0.0,11423.8910639665,False,-0.6695733281408002,0,0.2,50951,134,342,1.0,11652.42965276778,False,0.03404266821563142,5,3.7240000000000006,32479,467,0,0.0,11365.00393272803,False,-0.30499195078378355,0,0.37100000000000005,82182,46,111,1.0,6456.665048520617,False,0.13274800764260822,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,361704,0.0,0.0,7,0,0,11,5,4.523809523809524,15,26,31,195.0,102.0,16,10,31,446,5.3998459740541875,337.5391528730979
62,31,0,0,0,10.000000000000002,20,10.0,24.605176619542334,13,34.0,24.0726345905917,2,1.0,25.46332959582606,4,46.0,48.0,0,,3,1.7330000000000003,46090,29,10,1.0,536.0517661954234,False,0.4104732979309858,0,6.689000000000003,16478,610,0,0.0,6100.000000000001,False,-0.4058478108741291,0,0.20900000000000002,47787,405,135,1.0,13214.902200644525,False,0.12088796365649244,2,6.5470000000000015,9819.0,487,0,0.0,11982.721013717117,False,-0.6742012754109264,0,0.2,51133,126,348,1.0,11894.390657762022,False,0.039560634677661015,0,3.7190000000000007,32479,467,0,0.0,11241.920353806325,False,-0.3061127672305827,0,0.37100000000000005,81998,40,121,1.0,6826.533183833042,False,0.13276039564351289,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,361368,0.0,0.0,6,0,0,14,2,1.2307692307692308,13,27,37,241.0,131.0,17,14,37,384,5.084950069023762,342.6241029421217
63,37,0,0,0,10.0,20,10.0,24.31537586053118,5,11.0,24.58753641458249,5,41.0,25.71082381715904,16,27.0,48.0,0,,0,1.7300000000000002,46000,28,20,1.0,766.3075172106236,False,0.41123782999985725,5,6.7390000000000025,16303,621,0,0.0,6210.0,False,-0.4094988894635957,0,0.20900000000000002,47937,400,140,1.0,13168.405442254021,False,0.12349989122005874,0,6.545000000000002,9819.0,487,0,0.0,11841.588044078684,False,-0.6756554149761098,0,0.2,51490,116,347,1.0,11773.810088645756,False,0.044964395795200646,5,3.769000000000001,32164,472,0,0.0,11605.317187682936,False,-0.3085404933007674,0,0.37100000000000005,81566,46,131,1.0,7470.6978955893155,False,0.13130262128877146,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,360863,0.0,0.0,10,0,0,17,2,2.0,14,31,36,277.0,137.0,21,16,36,762,4.938317110994831,347.5624200531165
64,36,0,0,0,10.0,20,10.0,23.586390868992545,29,18.275862068965516,23.585302350088558,9,7.111111111111111,25.143563503348282,5,15.0,48.0,0,,0,1.7300000000000002,46170,29,16,1.0,667.3822539038807,False,0.41490525837319925,15,6.884000000000001,16053,630,0,0.0,6300.0,False,-0.4157361487206012,0,0.20900000000000002,47607,409,150,1.0,13184.629217931235,False,0.1168668523113587,9,6.635000000000002,9367.0,497,0,0.0,11722.436261889296,False,-0.6861972854652026,0,0.2,51426,115,357,1.0,11688.561940955522,False,0.04302252805561596,5,3.8140000000000014,32054,472,0,0.0,11132.262709241799,False,-0.3148515452280014,0,0.37100000000000005,81491,41,141,1.0,7798.88610363728,False,0.13248422503439797,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,359752,0.0,0.0,6,0,0,12,5,5.0,15,27,31,242.0,102.0,17,19,31,480,4.791475256963167,352.3538953100797
65,31,0,0,0,10.0,20,10.0,23.007945838402172,10,10.5,23.43052670561499,2,12.5,25.143563503348282,0,,48.0,0,,0,1.7300000000000002,46050,31,26,1.0,908.2065917984564,False,0.414917798883355,10,6.969000000000002,15813,638,0,0.0,6380.0,False,-0.4218212797030456,0,0.20900000000000002,47516,409,159,1.0,13135.703594099272,False,0.11448754939518695,1,6.636000000000002,9346.0,497,0,0.0,11434.94908168588,False,-0.6895921006255575,0,0.2,51401,107,367,1.0,11734.754163229623,False,0.04298785389405569,0,3.809000000000001,32054,472,0,0.0,11059.208605050275,False,-0.3155167862146657,0,0.37100000000000005,81491,31,151,1.0,8027.450468603796,False,0.13399988374559876,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,359255,0.0,0.0,6,0,0,13,3,3.0,11,24,29,158.0,52.0,14,17,29,214,5.641142665990628,357.9950379760703
66,29,0,0,0,10.0,20,10.0,22.88022362954107,25,21.84,23.434909995551617,1,24.0,26.58516162510223,6,47.0,48.0,0,,0,1.7300000000000002,46416,28,21,1.0,760.4846962203625,False,0.423806320872309,10,7.059000000000001,15528,651,0,0.0,6510.0,False,-0.42851492378373446,0,0.20900000000000002,46970,424,169,1.0,13661.71460817364,False,0.10865597807630278,1,6.645000000000001,9338.0,497,0,0.0,11371.471143881912,False,-0.6904109880493539,0,0.2,51659,98,371,1.0,12159.716142476987,False,0.05155638652361211,0,3.809000000000001,32054,472,0,0.0,11061.277517900364,False,-0.3154979464021603,0,0.37100000000000005,81209,27,161,1.0,8445.79936387776,False,0.13303404042305653,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,358758,0.0,0.0,8,0,0,11,3,3.0,13,24,28,176.0,84.0,14,15,28,918,4.762046641961206,362.7570846180315
67,28,0,0,0,10.000000000000002,20,10.0,23.592530821335703,21,30.571428571428573,25.964003673979857,20,40.75,25.918357312854237,5,15.0,48.0,0,,0,1.7300000000000002,46864,30,14,1.0,630.2954314986998,False,0.4354564674521359,4,7.089000000000002,15422,659,0,0.0,6590.000000000001,False,-0.4305230170079411,0,0.20900000000000002,47655,420,159,1.0,14037.139529123793,False,0.1266396670903786,0,6.644000000000001,8826.0,512,0,0.0,12079.37578052388,False,-0.6936678229009657,0,0.2,51249,98,381,1.0,12419.36649624749,False,0.046453763533979446,5,3.859000000000001,31539,482,0,0.0,12514.64977085829,False,-0.3116426588943479,0,0.37100000000000005,81134,22,171,1.0,8778.203860882793,False,0.13424360327371512,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,358273,0.0,0.0,13,0,0,9,3,3.0,13,22,22,125.0,78.0,12,16,22,1583,3.913873533019796,366.6709581510513
68,22,0,0,0,10.0,20,10.0,24.792507532769132,38,31.236842105263158,24.41742641534273,11,7.090909090909091,25.262077446208277,5,15.0,48.0,0,,18,1.9100000000000004,47410,31,10,1.0,557.9250753276913,False,0.45096791729284214,6,7.145000000000001,15250,668,0,0.0,6680.0,False,-0.4343870751817933,0,0.20900000000000002,47605,415,169,1.0,14415.435690292112,False,0.12950704428672224,11,6.754000000000001,7359.0,545,0,0.0,13511.916605359178,False,-0.7091378523186699,0,0.2,51171,99,391,1.0,12294.797496586367,False,0.04389886261188141,5,3.9040000000000012,31429,482,0,0.0,11769.199532195196,False,-0.3204341850714359,0,0.37100000000000005,81059,17,181,1.0,9117.455316585541,False,0.1354985697575997,0,0.2,75584,0,2,0.0,96.0,False,0.003063619845890638,0.5,356867,0.0,0.0,5,0,0,9,9,8.125,7,16,27,180.0,78.0,11,11,27,200,3.8457631019991823,370.5167212530505
69,27,0,0,0,10.0,20,10.0,24.48380092259168,15,20.0,25.076453281594866,5,41.0,25.262077446208277,0,,48.00000000000001,2,48.0,1,1.9020000000000001,47536,28,10,1.0,524.8380092259168,False,0.454298201984147,4,7.179000000000002,15104,681,0,0.0,6810.0,False,-0.4368515532296833,0,0.20900000000000002,47510,420,174,1.0,14646.499258486012,False,0.1299301357822908,0,6.743000000000002,7359.0,545,0,0.0,13343.671502812465,False,-0.7108713371371943,0,0.2,50966,94,401,1.0,12487.279664399437,False,0.04191811452246883,0,3.8990000000000005,31429,482,0,0.0,12086.850481728725,False,-0.3175416106785101,0,0.37100000000000005,81059,7,191,1.0,9344.834542123459,False,0.13700636955825157,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,356643,0.0,0.0,7,0,0,10,2,1.0909090909090908,8,18,27,197.0,132.0,13,14,27,501,3.95357164304005,374.47029289609054
70,27,0,0,0,10.0,20,10.0,24.685577657922252,20,26.8,23.510199901887752,34,18.29411764705882,25.642782067374945,21,27.0,48.00000000000001,0,,6,1.9610000000000005,47778,29,10,1.0,536.8557765792225,False,0.4618440346940582,4,7.215000000000002,14958,690,0,0.0,6900.0,False,-0.4399245443758177,0,0.20900000000000002,47839,414,175,1.0,14334.114133210169,False,0.13349111990201706,25,6.993000000000002,6099.0,561,0,0.0,13848.609066094383,False,-0.7316331904663865,0,0.2,50955,114,398,1.0,12885.990051630431,False,0.04534849249317434,8,3.9790000000000005,31089,486,0,0.0,11425.957152317447,False,-0.3297519746456122,0,0.37100000000000005,80492,18,201,1.0,10109.570077212751,False,0.13455769868577844,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,354890,0.0,0.0,10,0,0,11,8,7.375,10,21,26,207.0,92.0,16,11,26,1016,4.601586013974156,379.0718789100647
71,26,0,0,0,10.0,20,10.0,23.975665807075007,13,12.692307692307692,23.871677218135545,7,30.714285714285715,26.966415590630124,6,46.0,48.00000000000001,0,,0,1.9550000000000003,47789,26,15,1.0,619.6349871061251,False,0.4634380227447915,8,7.291000000000002,14704,703,0,0.0,7030.0,False,-0.44567499315422765,0,0.20900000000000002,47916,416,180,1.0,14270.778875007602,False,0.134425268659409,2,6.988000000000001,6008.0,562,0,0.0,13474.324183576155,False,-0.7373647772051583,0,0.2,51221,106,402,1.0,13370.896852555677,False,0.05460858939094198,0,3.971000000000001,30884,491,0,0.0,11720.993514104553,False,-0.33079884976593066,0,0.37100000000000005,80216,14,211,1.0,10505.529818268824,False,0.1335229626813226,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,354418,0.0,0.0,9,0,0,10,3,3.0,10,20,27,229.0,123.0,15,11,27,762,3.6615070559782907,382.733385966043
72,27,0,0,0,10.0,20,10.0,23.39103610383054,27,19.11111111111111,21.573932895198656,27,10.88888888888889,30.913476571857284,44,38.36363636363637,48.00000000000001,0,,0,1.9550000000000005,48065,25,12,1.0,530.6924332459664,False,0.4704824357751842,14,7.423000000000001,14343,714,0,0.0,7140.0,False,-0.4549852435573676,0,0.20900000000000002,47736,421,190,1.0,13946.6734498004,False,0.12737670468389803,27,7.256000000000002,4830.0,574,0,0.0,13426.45472359873,False,-0.7621326376154104,0,0.2,52465,123,378,1.0,14338.887890271488,False,0.08607933170277093,10,4.071000000000001,30664,491,0,0.0,10592.80105154254,False,-0.34507903172996157,0,0.37100000000000005,78528,48,221,1.0,12091.846875449151,False,0.1216551960547549,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,352311,0.0,0.0,10,0,0,13,8,8.0,5,18,30,248.0,72.0,18,9,30,2104,6.721466963994317,389.4548529300373
73,30,0,0,0,10.0,20,10.0,23.274947514946685,49,22.79591836734694,21.497901592603778,29,21.137931034482758,29.409970464895803,12,15.083333333333334,48.00000000000001,0,,0,1.9550000000000003,48382,24,11,1.0,496.0244226644135,False,0.4795999699191349,38,7.789000000000002,13866,725,0,0.0,7250.0,False,-0.46782486993032524,0,0.20900000000000002,47231,449,195,1.0,14642.542244768798,False,0.12414010720376693,24,7.469000000000001,3955.0,585,0,0.0,13615.844296243811,False,-0.7782121219064889,0,0.2,51852,142,388,1.0,14463.770566529309,False,0.07605240189525482,12,4.181000000000001,30379,491,0,0.0,10555.469681968456,False,-0.35060947692532546,0,0.37100000000000005,78347,50,231,1.0,12558.498523244793,False,0.12234916329521346,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,349692,0.0,0.0,7,0,0,6,6,6.0,8,14,31,216.0,71.0,14,16,31,812,4.87097669497598,394.3258296250133
74,31,0,0,0,10.0,20,10.0,23.19896280955456,21,22.38095238095238,21.826710558624224,7,28.857142857142858,30.007705369955666,4,47.0,48.00000000000001,4,48.0,0,1.9550000000000005,48672,22,10,1.0,451.9896280955456,False,0.48775351611183776,10,7.851000000000002,13581,737,0,0.0,7370.0,False,-0.4746706422855752,0,0.20900000000000002,47301,450,200,1.0,14804.875376024396,False,0.1272551452359916,2,7.4650000000000025,3553.0,595,0,0.0,13803.382871684962,False,-0.7845637274183465,0,0.2,52038,134,394,1.0,14747.815130618177,False,0.08202643631727784,0,4.169000000000001,30179,496,0,0.0,10826.048437077616,False,-0.3517880050532016,0,0.37100000000000005,78351,44,237,1.0,12696.339036278052,False,0.12331626262435544,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,349355,0.0,0.0,10,0,0,7,3,3.0,11,18,36,210.0,63.0,18,13,36,1150,4.8423736590193585,399.16820328403264
75,36,0,0,0,10.0,20,10.0,22.55970734072423,36,18.61111111111111,22.5105661150392,7,36.285714285714285,28.169727108625203,16,16.0,48.0,2,48.0,0,1.9550000000000003,48572,22,20,1.0,671.1941468144846,False,0.4880456711414866,36,8.201000000000002,12934,747,0,0.0,7470.0,False,-0.49283475826817175,0,0.20900000000000002,47065,467,203,1.0,15105.028249471174,False,0.12548454757532942,0,7.463000000000001,3373.0,604,0,0.0,13626.063233797435,False,-0.7900999089824695,0,0.2,52144,125,396,1.0,13969.03269939548,False,0.07686523547930611,8,4.2490000000000006,29779,502,0,0.0,11300.304189749679,False,-0.35475427815846805,0,0.37100000000000005,78191,50,245,1.0,13168.48635543126,False,0.12432518372058236,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,347738,0.0,0.0,9,0,0,10,4,4.0,11,21,35,273.0,95.0,21,15,35,670,4.872709159972146,404.0409124440048
76,35,0,0,0,10.0,20,10.0,23.29024826798106,28,29.357142857142858,22.784072050972906,2,41.0,28.169727108625203,0,,48.0,0,,3,1.9850000000000005,49197,19,10,1.0,422.9024826798106,False,0.503284487216354,5,8.215000000000002,12739,760,0,0.0,7600.0,False,-0.49679009340676056,0,0.20900000000000002,46715,475,211,1.0,15870.307130046287,False,0.12615713742629298,0,7.463000000000002,2983.0,614,0,0.0,14300.21243654037,False,-0.7911905246812111,0,0.2,52144,115,406,1.0,14057.077491963717,False,0.07766698379073832,0,4.241000000000001,29697,504,0,0.0,11483.172313690344,False,-0.3545824623580321,0,0.37100000000000005,78191,40,255,1.0,13366.789084345008,False,0.12564017111407683,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,347346,0.0,0.0,8,0,0,7,2,1.3,14,21,36,256.0,81.0,21,14,36,659,4.190538223017938,408.2314506670227
77,36,0,0,0,10.0,20,10.0,23.127397097613713,25,21.6,23.266738182353322,16,26.9375,27.171567692343256,9,15.0,48.0,9,48.0,0,1.9820000000000002,49477,19,10,1.0,421.2739709761371,False,0.5117788963242179,15,8.360000000000001,12364,770,0,0.0,7700.0,False,-0.5066784312532328,0,0.20900000000000002,46965,480,211,1.0,16010.432363331132,False,0.13275255896936952,6,7.5230000000000015,2422.0,624,0,0.0,14431.495788910957,False,-0.8013982052741618,0,0.2,51713,121,416,1.0,14118.647480079548,False,0.07037815509652104,9,4.331,29499,504,0,0.0,11726.436043906075,False,-0.35597330039424063,0,0.37100000000000005,78488,39,256,1.0,13347.691140001387,False,0.12945246840228497,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,346608,0.0,0.0,9,0,0,6,6,6.0,10,16,31,203.0,159.0,16,20,31,1422,4.307593922014348,412.5390445890371
78,31,0,0,0,10.0,20,10.0,22.131269482532776,20,10.5,20.750762591388664,21,5.904761904761904,27.886933971679703,4,47.0,48.0,7,48.0,0,1.9820000000000004,49452,17,15,1.0,501.96904223799163,False,0.5122458551470775,15,8.495000000000001,11964,782,0,0.0,7820.0,False,-0.5170231539233882,0,0.20900000000000002,46755,490,221,1.0,15430.240579137955,False,0.12244725291726381,21,7.727000000000002,1682.0,624,0,0.0,13809.912157100453,False,-0.8230515150315235,0,0.2,51777,132,422,1.0,14507.386798112138,False,0.07508365628061615,0,4.322000000000001,29499,504,0,0.0,10458.384346059887,False,-0.3675203581804119,0,0.37100000000000005,78636,33,259,1.0,13352.26882106543,False,0.13144566266405902,0,0.2,75680,0,0,0.0,0.0,False,0.003700216177504277,0.5,345445,0.0,0.0,8,0,0,8,7,7.0,7,15,32,182.0,148.0,15,16,32,779,4.410903930023778,416.94994851906085
