index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,15,0,0,0,10.000000000000002,20,10.0,16.46111650187669,10,8.5,25.809565433865714,0,,18.607329262994142,0,,51.000000000000014,20,51.0,0,3.8000000000000007,42016,7,20,1.0,399.22233003753377,False,0.14925574184027351,10,6.510000000000002,21087,527,0,0.0,5270.000000000001,False,-0.3542046661040481,0,3.8000000000000007,30152,295,0,0.0,4856.029368053623,False,-0.35327600523995445,0,0.2,42584,811,118,1.0,16395.494204218146,False,0.00803436294557189,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,0,7.760000000000002,24391,768,0,0.0,19821.74625320887,False,-0.5538083805741062,0,1.874,112818,0,27,0.0,1377.0000000000005,False,0.010761545174446562,12,4.307,91177,685,0,0.0,12746.020545150986,False,-0.1313290506280121,0.25,441814,0.0,0.0,12,0,0,2,7,7.0,23,25,16,129.0,81.0,8,7,16,608,0.9810317729716189,102.60990941815544
53,16,0,0,0,10.000000000000002,20,10.0,16.01627409846326,15,9.0,26.078352867600678,5,35.0,18.610497029365646,29,18.620689655172413,51.000000000000014,20,51.0,0,3.8000000000000007,42026,5,20,1.0,370.3254819692652,False,0.1491346402685496,5,6.550000000000002,20917,539,0,0.0,5390.000000000001,False,-0.35719924863202024,0,3.8000000000000016,30152,295,0,0.0,4724.800859046662,False,-0.3545784697476362,0,0.2,42624,816,123,1.0,16276.917067060904,False,0.0076514785225489995,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,29,8.05,23044,773,0,0.0,20158.566766655324,False,-0.5691392304157594,0,1.8740000000000006,113303,0,20,0.4,1020.0000000000002,False,0.01349089030971166,9,4.385000000000001,90551,710,0,0.0,13213.452890849609,False,-0.13482229028633808,0.3,440206,0.0,0.0,17,0,0,9,8,8.0,20,29,17,177.0,72.0,12,4,17,1026,1.141648295975756,103.7515577141312
54,17,0,0,0,10.000000000000002,20,10.0,15.698365353760057,10,8.5,26.35914636919558,5,35.0,18.589091014628547,4,18.0,51.00000000000001,20,51.0,0,3.8000000000000007,42041,2,20,1.0,333.9673070752011,False,0.14904809445287892,0,6.545000000000002,20787,552,0,0.0,5520.000000000001,False,-0.3589687746712765,0,3.8000000000000007,30152,295,0,0.0,4631.017779359217,False,-0.3555092822184805,0,0.2,42714,816,128,1.0,16183.83686392524,False,0.008514171784001072,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,4,8.061000000000002,22769,778,0,0.0,20507.41587523416,False,-0.5704474948603994,0,1.8740000000000006,114068,0,5,0.0,255.00000000000003,False,0.016897006179985397,5,4.426,90414,714,0,0.0,13272.610984444782,False,-0.1357788607791555,0.25,440534,0.0,0.0,14,0,0,5,3,3.0,22,27,22,138.0,79.0,11,6,22,1225,1.309879278007429,105.06143699213862
55,22,0,0,0,10.000000000000002,20,10.0,15.036953418776758,20,8.0,26.65110966510771,5,35.0,18.57743344554734,9,18.444444444444443,51.000000000000014,18,51.0,0,3.8000000000000007,42101,0,13,0.8,195.48039444409784,False,0.14879645542760045,5,6.5950000000000015,20592,566,0,0.0,5660.000000000001,False,-0.3623717093621539,0,3.8000000000000007,30152,295,0,0.0,4435.901258539144,False,-0.3574458457377459,0,0.2,42729,826,133,1.0,15965.121109368927,False,0.006641136921302577,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,9,8.147000000000002,22338,783,0,0.0,20867.818867779337,False,-0.5737098295473332,1,1.8840000000000003,114237,0,4,0.4,204.00000000000006,False,0.01817485618621881,12,4.541000000000001,90073,719,0,0.0,13357.174647348536,False,-0.1384389096540075,0.275,439811,0.0,0.0,14,0,0,7,8,7.333333333333333,22,29,26,182.0,150.0,12,10,26,648,1.4465937749482691,106.5080307670869
56,26,0,0,0,10.000000000000002,20,10.0,14.467302198812938,20,8.5,26.953210375753436,5,35.0,18.571724299646323,8,18.5,51.000000000000014,20,51.0,0,3.8000000000000007,42001,4,18,1.0,300.4114395786329,False,0.14750240164945186,15,6.740000000000001,20317,572,0,0.0,5720.000000000001,False,-0.36904146135627364,0,3.8000000000000007,30152,295,0,0.0,4267.854148649817,False,-0.3591137409070626,0,0.2,42734,836,138,1.0,15814.20767006159,False,0.005242547889528824,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,8,8.218000000000002,21939,788,0,0.0,21239.12977609371,False,-0.5764849709529918,8,1.963,114230,0,4,0.4,204.00000000000006,False,0.018112522039573278,8,4.609000000000001,89864,723,0,0.0,13427.356668644292,False,-0.1399875480033291,0.3,438826,0.0,0.0,11,0,0,12,13,12.75,21,33,30,218.0,132.0,17,9,30,568,1.4465585260186344,107.95458929310553
57,30,0,0,0,10.000000000000002,20,10.0,15.426965763908493,51,19.313725490196077,26.953210375753436,0,,18.571724299646323,0,,51.000000000000014,17,51.0,23,4.030000000000001,42284,1,10,1.0,164.26965763908493,False,0.15335351941903858,10,6.825000000000001,20062,585,0,0.0,5850.000000000001,False,-0.3742139220864073,0,3.8000000000000007,29832,305,0,0.0,4705.22455799209,False,-0.36112487287857464,0,0.2,42069,867,148,1.0,17364.25445292017,False,0.007426548354607951,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,0,8.21,21939,788,0,0.0,21239.12977609371,False,-0.5764849709529918,0,1.9550000000000003,114434,0,0,0.0,0.0,False,0.01902081960497961,13,4.731000000000002,89571,723,0,0.0,13427.356668644292,False,-0.14259667728434927,0.25,437780,0.0,0.0,10,0,0,11,9,8.68421052631579,23,34,26,248.0,181.0,15,15,26,680,1.3724010839941911,109.32699037709972
58,26,0,0,0,10.000000000000002,20,10.0,15.927756235570913,15,23.666666666666668,27.22557633898858,5,34.0,18.41260479365094,11,17.0,51.000000000000014,20,51.0,0,4.007000000000001,42484,2,10,1.0,179.27756235570914,False,0.15900249860283275,5,6.865000000000001,19922,594,0,0.0,5940.000000000001,False,-0.37680015245147414,0,3.8000000000000007,29522,315,0,0.0,5017.243214204837,False,-0.36418163830513095,0,0.2,42194,862,153,1.0,17895.239054927377,False,0.015177948815207034,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,11,8.32,21483,793,0,0.0,21589.882036817944,False,-0.5801352677860873,6,2.0150000000000006,114161,1,10,1.0,528.4126047936511,False,0.01894251279984347,14,4.8580000000000005,89239,723,0,0.0,13312.31326580963,False,-0.14606532054974436,0.375,436594,0.0,0.0,11,0,0,7,10,10.0,22,29,28,212.0,159.0,13,13,28,680,1.328153193986509,110.65514357108623
59,28,0,0,0,10.000000000000002,20,10.0,16.51866612074249,40,19.799999999999997,27.22557633898858,0,,18.424652494399986,9,18.555555555555557,51.000000000000014,20,51.0,25,4.2570000000000014,42645,0,9,0.9,148.66799508668242,False,0.16296882905135276,5,6.910000000000002,19737,607,0,0.0,6070.000000000001,False,-0.3800669697547165,0,3.8000000000000007,29138,327,0,0.0,5401.603821482795,False,-0.36798932229506726,0,0.2,41786,880,163,1.0,18974.19512950853,False,0.01778783104897603,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,9,8.399000000000001,21227,793,0,0.0,21589.882036817944,False,-0.5834652624528927,0,2.0090000000000003,114474,0,8,0.6,408.0000000000001,False,0.021193609859481023,12,4.964000000000001,88906,727,0,0.0,13394.72236342879,False,-0.14866372347045897,0.3125,435502,0.0,0.0,12,0,0,9,10,9.166666666666668,19,28,22,186.0,153.0,12,16,22,608,1.4320141389616765,112.0871577100479
60,22,0,0,0,10.000000000000002,20,10.0,16.172250294494834,10,8.0,27.22557633898858,0,,18.45310413551904,5,19.0,51.00000000000001,20,51.0,0,4.232000000000001,42585,0,15,0.6,242.5837544174225,False,0.16261377718151837,10,7.005000000000002,19467,621,0,0.0,6210.000000000001,False,-0.3855116652601203,0,3.8000000000000007,29138,327,0,0.0,5288.325846299811,False,-0.3691136248059649,0,0.2,41706,880,173,1.0,18941.604965800478,False,0.015876342039030485,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,5,8.440000000000001,21107,793,0,0.0,21589.882036817944,False,-0.5850261974529577,3,2.0390000000000006,114753,0,5,0.5,255.00000000000003,False,0.022996847673155355,9,5.042000000000001,88749,727,0,0.0,13415.406706522343,False,-0.14996969355410456,0.2625,435094,0.0,0.0,12,0,0,5,9,9.0,22,27,25,150.0,125.0,10,12,25,608,1.286257448955439,113.37341515900334
61,25,0,0,0,10.000000000000002,20,10.0,15.862189862074354,10,9.0,27.545705732296586,5,35.0,18.45310413551904,0,,51.00000000000001,20,51.0,0,4.232000000000001,42475,1,25,1.0,406.55474655185884,False,0.16185112496327364,10,7.0950000000000015,19257,630,0,0.0,6300.000000000001,False,-0.3900035390520785,0,3.8000000000000016,29138,327,0,0.0,5186.936084898313,False,-0.3701199348423059,0,0.2,41791,880,178,1.0,18861.862698974226,False,0.016772164866647808,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,0,8.435,20932,798,0,0.0,21981.473174372677,False,-0.5847556930267006,4,2.0760000000000005,114968,0,0,0.0,0.0,False,0.02377602450622451,11,5.143000000000001,88521,727,0,0.0,13415.406706522343,False,-0.15200000575913045,0.25,434671,0.0,0.0,11,0,0,6,8,8.0,24,30,22,211.0,126.0,12,13,22,630,1.3820094050024636,114.7554245640058
62,22,0,0,0,10.000000000000002,20,10.0,15.216910250801329,20,8.5,27.545705732296586,0,,18.317408168489557,20,17.7,51.00000000000001,20,51.0,0,4.232000000000001,42425,0,30,1.0,456.50730752403985,False,0.16116989229744422,15,7.235000000000001,18932,641,0,0.0,6410.000000000001,False,-0.3973538779843737,0,3.8000000000000007,29138,327,0,0.0,4975.929652012034,False,-0.37221420834892877,0,0.2,41621,890,188,1.0,18721.64280088494,False,0.012005903496485821,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,20,8.635000000000002,20210,798,0,0.0,21981.473174372677,False,-0.5941473186104252,11,2.182000000000001,114553,1,10,1.0,528.3174081684896,False,0.02243280115482237,9,5.222,88198,736,0,0.0,13481.612412008313,False,-0.15458150451473618,0.375,432666,0.0,0.0,10,0,0,6,15,15.0,19,25,19,153.0,93.0,11,11,19,240,1.2944280340452679,116.04985259805107
63,19,0,0,0,10.0,20,10.0,14.793736770162582,15,9.0,28.112890225903246,9,35.0,18.0453436850011,26,17.0,50.99999999999999,20,51.0,0,4.232000000000001,42400,0,32,0.7,473.3995766452026,False,0.1607192385136689,10,7.320000000000001,18682,654,0,0.0,6540.0,False,-0.4023902213268723,0,3.8000000000000007,29138,327,0,0.0,4837.551923843164,False,-0.3735876300311336,0,0.2,41801,895,189,1.0,18553.730661991223,False,0.013912407070599946,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,26,8.875000000000002,18919,807,0,0.0,22687.10241230392,False,-0.6063510385921412,0,2.1710000000000007,114774,2,12,1.0,648.0906873700021,False,0.024934062438200212,12,5.333000000000001,87687,751,0,0.0,13552.053107435826,False,-0.15881826431710352,0.3375,430990,0.0,0.0,15,0,0,5,9,9.0,21,26,22,161.0,72.0,10,9,22,968,1.263343080994673,117.31319567904575
64,22,0,0,0,10.0,20,10.0,15.530025899081572,49,18.510204081632654,28.112890225903246,0,,17.977865784719665,16,17.5,51.0,20,51.0,0,4.232000000000001,42906,4,14,1.0,257.420362587142,False,0.1715544655022343,21,7.520000000000001,18374,660,0,0.0,6600.0,False,-0.40995834807938364,0,3.8000000000000007,28808,338,0,0.0,5249.148753889572,False,-0.3760530722959925,0,0.2,41224,923,199,1.0,19928.679059807037,False,0.01610535621223015,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,16,9.009,18423,807,0,0.0,22687.10241230392,False,-0.6128029032590767,0,2.1710000000000007,115208,0,8,0.6,408.0,False,0.02772979037916971,10,5.421000000000001,87292,763,0,0.0,13717.111593741105,False,-0.1616007783142126,0.325,429824,0.0,0.0,15,0,0,8,9,9.0,20,28,24,172.0,102.0,13,9,24,1356,1.2670733869890682,118.58026906603482
65,24,0,0,0,10.0,20,10.0,16.735550012676605,24,27.916666666666668,28.61841559320017,10,34.0,17.977865784719665,0,,51.0,20,51.0,10,4.332000000000002,43256,7,10,1.0,237.35550012676606,False,0.18080956497055464,0,7.499000000000001,18304,667,0,0.0,6670.0,False,-0.4109111697928293,0,3.8000000000000007,28488,348,0,0.0,5823.971404411458,False,-0.3766999681956899,0,0.2,41214,927,199,1.0,21208.919564798045,False,0.028613450233221885,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,0,8.993000000000002,18083,817,0,0.0,23381.245539644537,False,-0.612710917832092,3,2.201000000000001,115582,0,0,0.0,0.0,False,0.029243619654846925,9,5.501000000000001,87132,763,0,0.0,13717.111593741105,False,-0.16302555880896763,0.25,429648,0.0,0.0,12,0,0,6,7,6.214285714285714,25,31,24,170.0,122.0,13,11,24,1217,1.296041393012274,119.87631045904709
66,24,0,0,0,10.0,20,10.0,16.38047430175024,10,8.5,28.61841559320017,0,,17.977865784719665,0,,51.0,20,51.0,0,4.322000000000001,43211,6,15,1.0,305.7071145262536,False,0.1805148928011088,5,7.549000000000002,18139,678,0,0.0,6780.0,False,-0.41390575232080146,0,3.8000000000000007,28488,348,0,0.0,5700.405057009084,False,-0.37792638449084814,0,0.2,41129,927,209,1.0,21165.948536701308,False,0.026499677796428044,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,0,8.993,18083,817,0,0.0,23381.245539644537,False,-0.612710917832092,7,2.2680000000000007,115484,0,0,0.0,0.0,False,0.02837094160180947,13,5.622000000000002,86832,763,0,0.0,13717.111593741105,False,-0.1656970222366333,0.25,428955,0.0,0.0,7,0,0,3,9,9.0,25,28,24,183.0,141.0,12,12,24,245,1.2582400939427316,121.13455055298982
67,24,0,0,0,10.000000000000002,20,10.0,16.70296059925643,28,19.107142857142858,28.61841559320017,0,,18.011829913120348,4,19.0,51.0,20,51.0,3,4.352000000000001,43514,5,10,1.0,217.02960599256429,False,0.18755655141143604,10,7.644000000000001,17904,689,0,0.0,6890.000000000001,False,-0.41880597827566496,0,3.8000000000000007,28488,348,0,0.0,5812.630288541237,False,-0.3768125306336102,0,0.2,40594,945,219,1.0,22051.730781208164,False,0.02467128631327958,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,4,9.033000000000001,17987,817,0,0.0,23381.245539644537,False,-0.613959665832144,3,2.291000000000001,115454,0,0,0.0,0.0,False,0.028103795259042903,17,5.779000000000001,86275,767,0,0.0,13815.073543363307,False,-0.17022086972446834,0.25,427805,0.0,0.0,7,0,0,7,13,12.166666666666668,20,27,22,179.0,144.0,11,13,22,200,1.286977563984692,122.42152811697451
68,22,0,0,0,10.0,20,10.0,17.027833921663206,28,19.5,28.863456873617253,5,34.0,18.047014802757495,4,19.0,51.00000000000001,20,51.0,3,4.3790000000000004,43783,4,10,1.0,210.27833921663205,False,0.19478777038652753,15,7.7840000000000025,17579,700,0,0.0,7000.0,False,-0.42615631720796016,0,3.8000000000000007,28072,361,0,0.0,6147.048045720418,False,-0.38175111612719675,0,0.2,40634,950,224,1.0,22641.85656527031,False,0.03132239479594171,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,4,9.068999999999999,17721,822,0,0.0,23725.76155011338,False,-0.6151790421705231,11,2.3980000000000006,115230,0,0,0.0,0.0,False,0.026109102566385867,9,5.852000000000002,86038,771,0,0.0,13914.248412926028,False,-0.1718897557706903,0.25,426646,0.0,0.0,9,0,0,4,14,13.23076923076923,23,27,17,152.0,93.0,11,11,17,370,1.1811565840034746,123.60268470097799
69,17,0,0,0,10.0,20,10.0,17.624169047924283,9,32.0,28.863456873617253,0,,17.997981188446385,21,17.761904761904763,51.00000000000001,10,51.0,0,4.376000000000001,43981,3,11,1.0,223.86585952716712,False,0.20036296871378828,0,7.769000000000001,17469,711,0,0.0,7110.0,False,-0.4276536084719462,0,3.8000000000000016,27784,370,0,0.0,6520.942547731985,False,-0.3837570463928779,0,0.2,40634,940,234,1.0,23320.767813475264,False,0.0380607004533345,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,21,9.275,16984,822,0,0.0,23725.76155011338,False,-0.6247657846292559,1,2.3970000000000007,115163,0,3,0.3,153.00000000000003,False,0.026193698908261946,9,5.933000000000002,85585,789,0,0.0,14200.407157684198,False,-0.17464956117791852,0.2875,425189,0.0,0.0,10,0,0,4,7,7.0,19,23,16,129.0,102.0,8,9,16,488,1.7422755069565028,125.34496020793449
70,16,0,0,0,10.0,20,10.0,16.807200349397494,20,8.5,29.375647497953505,9,35.0,18.033171962348394,4,19.0,51.000000000000014,10,51.0,4,4.416000000000001,43940,2,10,1.0,188.07200349397493,False,0.19875958951751793,5,7.819000000000002,17309,722,0,0.0,7220.0,False,-0.4305120736122832,0,3.8000000000000007,27784,370,0,0.0,6218.664129277073,False,-0.38675720934873975,0,0.2,40779,950,235,1.0,22870.11749394669,False,0.03646621964335597,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,4,9.294,16573,831,0,0.0,24411.16307079936,False,-0.625654206909743,0,2.396000000000001,115087,0,7,0.4,357.0000000000001,False,0.026425225738659637,10,6.024000000000002,85391,789,0,0.0,14228.172678292884,False,-0.17625348323971543,0.3,424452,0.0,0.0,11,0,0,4,8,7.8,21,25,17,126.0,101.0,7,9,17,600,1.071925092022866,126.41688529995736
71,17,0,0,0,10.0,20,10.0,16.032897438156308,20,8.25,29.65122704532818,5,35.0,18.2877358297785,24,19.375,51.00000000000001,12,51.0,0,4.412000000000002,43910,0,14,0.9,224.4605641341883,False,0.19843819677312213,15,7.964000000000001,16959,735,0,0.0,7350.0,False,-0.4382707647074837,0,3.8000000000000007,27784,370,0,0.0,5932.172052117834,False,-0.3896006902741545,0,0.2,40789,960,240,1.0,22507.87603150882,False,0.033069416911574875,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,24,9.530000000000003,15498,836,0,0.0,24788.425809894357,False,-0.6371839053950183,0,2.396000000000001,115030,0,10,0.3,510.00000000000006,False,0.026598870861457905,12,6.134000000000002,84735,810,0,0.0,14813.066022120587,False,-0.179490881306343,0.27499999999999997,422294,0.0,0.0,10,0,0,6,12,12.0,19,25,21,144.0,100.0,9,8,21,415,1.2436360780266114,127.66052137798397
72,21,0,0,0,10.0,20,10.0,15.835942032179243,5,8.0,29.65122704532818,0,,18.328990476368645,7,19.0,51.00000000000001,17,51.0,0,4.412000000000001,43870,0,17,0.8,269.2110145470471,False,0.1979583891126106,0,7.9490000000000025,16839,747,0,0.0,7470.0,False,-0.43990417335910487,0,3.8000000000000007,27784,370,0,0.0,5859.29855190632,False,-0.39032397173406197,0,0.2,40749,955,250,1.0,22536.131402063224,False,0.032555842964678595,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,7,9.576000000000002,15310,836,0,0.0,24788.425809894357,False,-0.6396293702284536,0,2.396000000000001,115126,0,10,0.3,510.00000000000006,False,0.02745373915831092,14,6.262000000000002,84321,814,0,0.0,14919.798247764076,False,-0.18270228210758846,0.2625,421588,0.0,0.0,10,0,0,15,8,8.0,16,31,23,177.0,102.0,12,9,23,393,1.3070580569910817,128.96757943497505
73,23,0,0,0,10.0,20,10.0,16.18345522208948,23,18.956521739130434,30.402168749037905,15,35.0,18.36556981998526,11,18.727272727272727,51.00000000000001,10,51.0,1,4.4220000000000015,44157,0,9,0.9,145.65109699880534,False,0.2040896618435576,5,7.999000000000001,16674,758,0,0.0,7580.0,False,-0.442898755887077,0,3.8000000000000007,27457,382,0,0.0,6182.079894838182,False,-0.39361137131192625,0,0.2,41165,956,245,1.0,22919.91453583183,False,0.04462269027365499,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,11,9.679000000000004,14449,851,0,0.0,25872.245605431257,False,-0.6437800278013498,0,2.3960000000000004,115069,0,13,0.3,663.0000000000001,False,0.027627384281109193,10,6.348000000000002,83981,822,0,0.0,15096.498392027885,False,-0.18494319403716944,0.27499999999999997,420541,0.0,0.0,14,0,0,13,10,9.2,6,19,27,197.0,155.0,11,12,27,1076,1.325167351984419,130.29274678695947
74,27,0,0,0,10.0,20,10.0,15.871057787630455,46,14.608695652173912,30.402168749037905,0,,18.382748630046876,3,19.0,51.00000000000001,8,51.0,27,4.691000000000002,44176,0,6,0.6,95.22634672578273,False,0.20392053938863947,10,8.094000000000001,16404,772,0,0.0,7720.0,False,-0.4483434513924809,0,3.8000000000000007,27457,382,0,0.0,6062.744074874834,False,-0.3947957989273395,0,0.2,40493,992,255,1.0,23496.64235633408,False,0.037007387858884806,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,3,9.698000000000002,14377,851,0,0.0,25872.245605431257,False,-0.6447165888013888,0,2.396000000000001,115012,0,16,0.3,816.0000000000001,False,0.02780102940390746,8,6.418000000000002,83851,822,0,0.0,15110.619373898533,False,-0.1860379553781076,0.23750000000000002,419359,0.0,0.0,10,0,0,14,7,6.794117647058823,9,23,23,219.0,157.0,15,12,23,248,1.3834911980084144,131.67623798496788
75,23,0,0,0,10.0,20,10.0,15.59348910308818,42,14.214285714285714,30.402168749037905,0,,18.364472659897913,5,18.0,51.0,11,51.0,26,4.924000000000001,44054,4,10,1.0,195.9348910308818,False,0.20197009352667733,10,8.184000000000001,16219,778,0,0.0,7780.0,False,-0.45256309040916887,0,3.8000000000000007,27457,382,0,0.0,5956.712837379685,False,-0.39584817637632563,0,0.2,39896,1024,265,1.0,24024.307560057343,False,0.0303939055527061,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,5,9.745000000000001,14252,851,0,0.0,25872.245605431257,False,-0.6463425627597899,0,2.396000000000001,115012,0,16,0.0,816.0,False,0.02780102940390746,11,6.520000000000001,83549,827,0,0.0,15187.418889735574,False,-0.18838528339892266,0.25,418028,0.0,0.0,7,0,0,11,8,7.8125,11,22,23,198.0,150.0,13,10,23,200,1.1544761849800125,132.8307141699479
76,23,0,0,0,10.0,20,10.0,15.84107287979963,18,18.944444444444443,30.62943048927985,5,35.0,18.353228393101876,3,18.0,51.00000000000001,14,51.0,0,4.898000000000001,44210,4,12,1.0,230.09287455759556,False,0.2066819055693463,10,8.274000000000001,15994,788,0,0.0,7880.0,False,-0.45732719897639723,0,3.8000000000000007,27201,390,0,0.0,6178.018423121855,False,-0.398733366187726,0,0.2,39986,1024,270,1.0,24491.20486102038,False,0.036814467525064794,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,3,9.770000000000001,14002,856,0,0.0,26218.792498823554,False,-0.6473406057805094,0,2.396000000000001,115012,0,16,0.0,816.0000000000001,False,0.02780102940390746,14,6.649000000000001,83166,830,0,0.0,15233.179566274557,False,-0.19159210508524385,0.25,417160,0.0,0.0,11,0,0,14,8,8.0,8,22,23,211.0,150.0,13,10,23,631,1.3797929379506968,134.2105071078986
77,23,0,0,0,10.0,20,10.0,15.520867019311284,10,8.5,30.62943048927985,0,,18.374664063149616,3,19.0,51.00000000000001,8,51.0,0,4.898000000000001,44170,2,17,1.0,283.8547393282918,False,0.2063247589269634,5,8.314,15824,800,0,0.0,8000.0,False,-0.46032178150436937,0,3.8000000000000016,27201,390,0,0.0,6053.1381375314,False,-0.39997282353523034,0,0.2,39901,1024,280,1.0,24469.608364773114,False,0.034912840827888855,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,3,9.797000000000002,13930,856,0,0.0,26218.792498823554,False,-0.6482771667805485,0,2.396000000000001,114955,0,19,0.3,969.0000000000001,False,0.02797467452670573,8,6.715000000000002,83029,830,0,0.0,15250.971172414182,False,-0.1927328573420088,0.2875,416599,0.0,0.0,10,0,0,7,6,6.0,5,12,25,186.0,139.0,12,11,25,240,1.4064352549612522,135.61694236285985
78,25,0,0,0,10.0,20,10.0,14.629648760926283,30,8.5,30.62943048927985,0,,18.407790895939367,13,18.615384615384617,51.00000000000001,12,51.0,0,4.898000000000001,44020,7,27,1.0,465.00051654500965,False,0.2047069462954974,30,8.609,15159,805,0,0.0,8050.0,False,-0.47774480712166173,0,3.8000000000000007,27201,390,0,0.0,5705.563016761251,False,-0.4034225637020738,0,0.2,39646,1044,290,1.0,24155.888148298196,False,0.026737282373882884,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,13,9.924000000000001,13516,856,0,0.0,26218.792498823554,False,-0.6536623925307729,0,2.396000000000001,114898,0,22,0.3,1122.0000000000002,False,0.028148319649503997,12,6.827000000000002,82590,840,0,0.0,15462.544352589068,False,-0.19570008213597279,0.2875,414619,0.0,0.0,8,0,0,7,14,14.0,6,13,20,200.0,171.0,13,12,20,200,1.5341260220156983,137.15106838487554
79,20,0,0,0,10.0,20,10.0,14.554045554529141,20,13.75,30.899659493146835,6,35.0,18.407790895939367,0,,51.000000000000014,7,51.0,0,4.898000000000001,44090,9,27,1.0,482.95922997228683,False,0.20685703903808955,10,8.679,14954,813,0,0.0,8130.0,False,-0.48223668091361993,0,3.8000000000000007,27056,395,0,0.0,5748.847994039011,False,-0.40587125082836406,0,0.2,39726,1049,294,1.0,24351.69367768624,False,0.030268710698198007,0,0.2,77589,0,0,0.0,0.0,False,0.009261547667052564,0,9.911000000000001,13306,862,0,0.0,26635.506483092573,False,-0.6536837644347947,0,2.396000000000001,114898,0,22,0.0,1122.0000000000002,False,0.028148319649503997,7,6.885000000000002,82485,840,0,0.0,15462.544352589068,False,-0.19663509433565576,0.25,414104,0.0,0.0,11,0,0,6,5,5.0,2,8,28,144.0,125.0,8,12,28,600,1.31617332395399,138.46724170882953
