index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,51,0,0,0,10.000000000000002,20,10.0,3.685913162887765,17,1.6470588235294117,36.248564444025284,10,44.0,26.81523875648303,10,14.0,47.99999999999999,13,48.0,0,1.5950000000000004,44632,559,0,0.0,5590.000000000001,False,-0.09612929046520935,17,4.924000000000001,34180,541,0,0.0,5410.000000000001,False,-0.2970402698633531,0,0.398,86163,1,61,1.0,2214.84834424843,False,0.09287479865910554,0,0.4700000000000001,86718,1,161,1.0,5839.704788650959,False,0.12252175713584146,5,0.6370000000000001,105972,0,10,1.0,268.1523875648303,False,0.00015153354493744567,0,0.5690000000000002,107084,0,16,0.0,429.0438201037285,False,0.011391478085133933,0,0.2,136096,0,0,0.0,0.0,False,0.0,13,4.677000000000001,104027,569,0,0.0,15257.870852438844,False,-0.1795795950930268,0.375,704872,0.0,0.0,15,0,0,21,12,11.5,25,46,54,390.0,198.0,24,27,54,640,2.218001591041684,150.70401585754007
55,54,0,0,0,10.000000000000002,20,10.0,3.915332119307746,6,8.333333333333334,35.594256327624464,10,29.5,26.652730137296967,5,22.4,47.99999999999999,13,48.0,1,1.6050000000000002,44559,565,0,0.0,5650.000000000001,False,-0.09694879076061062,5,4.957000000000001,33965,555,0,0.0,5550.000000000001,False,-0.2998037010920318,0,0.398,86228,0,58,0.2,2064.466867002219,False,0.0927471815250471,0,0.4700000000000001,86898,0,162,0.6,5766.269525075163,False,0.12431606134367193,0,0.6320000000000001,105677,0,20,1.0,533.0546027459393,False,-0.0013806456652561527,0,0.5690000000000002,107196,0,11,0.0,293.18003151026664,False,0.01180686224672577,0,0.2,136096,0,0,0.0,0.0,False,0.0,13,4.794000000000001,103630,574,0,0.0,15298.667098808459,False,-0.1823467732379774,0.225,704249,0.0,0.0,15,0,0,28,9,9.0,22,50,57,361.0,225.0,26,28,57,607,2.2637518234550953,152.96776768099517
56,57,0,0,0,10.000000000000002,20,10.0,3.821912653764155,10,2.8,34.784797242563634,4,16.0,26.12132405593643,8,18.0,48.0,11,48.0,0,1.6040000000000003,44439,577,0,0.0,5770.000000000001,False,-0.09809227954489147,10,5.052000000000001,33652,563,0,0.0,5630.000000000001,False,-0.3050065750605096,0,0.398,86290,0,56,0.2,1947.9486455835636,False,0.09279402813624589,0,0.4700000000000001,86872,0,170,0.8,5913.415531235818,False,0.12491181112552788,0,0.6320000000000001,105749,0,16,0.0,417.9411848949829,False,-0.0012445037944434126,0,0.5690000000000002,107204,0,11,0.4,287.33456461530074,False,0.011854720353545588,0,0.2,136096,0,0,0.0,0.0,False,0.0,11,4.891000000000001,103261,582,0,0.0,15202.610600555003,False,-0.18541099444305859,0.175,703563,0.0,0.0,12,0,0,24,11,11.0,27,51,53,370.0,266.0,25,32,53,408,2.463224906474352,155.43099258746952
57,53,0,0,0,10.000000000000002,20,10.0,4.493643627031707,28,7.071428571428571,33.7654773461127,5,16.0,26.964003342615797,22,31.454545454545453,48.00000000000001,6,48.0,20,1.8040000000000003,44001,591,0,0.0,5910.000000000001,False,-0.10510567742181395,8,5.122000000000001,33410,569,0,0.0,5690.000000000001,False,-0.30904690209830193,0,0.398,86119,9,66,1.0,2268.9642974867234,False,0.09266263617030288,0,0.4700000000000001,86925,0,174,0.9,5875.193058223609,False,0.12533619517008296,0,0.6320000000000001,106169,0,11,0.5,296.60403676877377,False,0.0021425395266697236,1,0.5790000000000002,107355,0,0,0.0,0.0,False,0.011923838250541993,0,0.2,136096,0,0,0.0,0.0,False,0.0,6,4.940000000000001,102491,604,0,0.0,16286.258018939941,False,-0.187087577816615,0.3,702566,0.0,0.0,13,0,0,27,8,7.083333333333333,15,42,58,378.0,216.0,22,31,58,780,2.177802345715463,157.60879493318498
58,58,0,0,0,10.000000000000002,20,10.0,4.322201121752043,9,2.0,34.11353970829895,10,37.0,27.92462118591607,5,52.0,48.0,11,48.0,0,1.784,43901,601,0,0.0,6010.000000000001,False,-0.10605858474204799,9,5.204000000000001,33121,579,0,0.0,5790.000000000001,False,-0.3136017990890206,0,0.398,86489,0,65,0.9,2217.380081039432,False,0.0969731014165818,0,0.4700000000000001,86907,0,183,0.9,6242.7777666187085,False,0.12741238865065435,0,0.6320000000000001,105799,0,21,1.0,586.4170449042375,False,2.0817442285929554e-05,5,0.6280000000000001,107410,0,0,0.0,0.0,False,0.012442266000565557,0,0.2,136096,0,0,0.0,0.0,False,0.0,11,5.0440000000000005,102027,609,0,0.0,17006.094302222886,False,-0.18785234576246587,0.35,701750,0.0,0.0,15,0,0,27,7,7.0,25,52,55,405.0,220.0,29,29,55,570,2.3467837618663907,159.95557869505137
59,55,0,0,0,10.000000000000002,20,10.0,3.9700341593263655,17,1.5294117647058822,33.674230095176675,10,30.0,27.92462118591607,0,,48.0,14,48.0,1,1.7940000000000003,43788,611,0,0.0,6110.000000000001,False,-0.10725924796554287,16,5.355000000000002,32655,589,0,0.0,5890.000000000001,False,-0.32152998799336774,0,0.398,86774,5,65,1.0,2208.675126983116,False,0.10048760943085577,0,0.4700000000000001,86896,0,185,0.2,6229.732567607685,False,0.12719295569168537,0,0.6320000000000001,105579,0,26,0.5,726.0401508338178,False,-0.001394852715459464,0,0.6230000000000001,107330,0,5,0.5,139.62310592958036,False,0.01234623011560742,0,0.2,136096,0,0,0.0,0.0,False,0.0,14,5.173000000000001,101716,609,0,0.0,17006.094302222886,False,-0.1901374974201193,0.275,700834,0.0,0.0,13,0,0,26,9,9.0,22,48,59,387.0,221.0,26,29,59,500,2.4544828040525317,162.4100614991039
60,59,0,0,0,10.000000000000002,20,10.0,3.9580457636455875,13,3.8461538461538463,33.28448569973656,10,30.0,30.50345954238466,15,50.666666666666664,48.00000000000001,11,48.0,3,1.8230000000000004,43619,624,0,0.0,6240.000000000001,False,-0.10924129519162966,10,5.439000000000002,32350,596,0,0.0,5960.000000000001,False,-0.32667568752263154,0,0.398,86839,0,70,1.0,2329.913998981559,False,0.10206072331368221,0,0.4700000000000001,87081,0,188,0.8,6257.4833115504725,False,0.12968344298063003,0,0.6320000000000001,106039,0,21,1.0,640.5726503900779,False,0.0025382818851449993,0,0.6230000000000001,107330,0,5,0.0,152.5172977119233,False,0.012407000177735517,0,0.2,136096,0,0,0.0,0.0,False,0.0,11,5.269000000000002,100735,624,0,0.0,19034.158754448028,False,-0.18989478473118965,0.35,700089,0.0,0.0,16,0,0,27,10,10.0,23,50,59,443.0,225.0,27,32,59,1260,3.6839546114206314,166.09401611052454
61,59,0,0,0,10.000000000000002,20,10.0,3.8753122649284633,8,2.625,32.791050649085385,15,30.0,31.289276530743926,5,50.0,48.0,9,48.0,0,1.8200000000000003,43539,632,0,0.0,6320.000000000001,False,-0.11000362104781689,8,5.509000000000001,32052,608,0,0.0,6080.000000000001,False,-0.33121152636694556,0,0.398,87274,0,60,0.5,1967.4630389451231,False,0.10523870462935567,0,0.4700000000000001,87075,0,191,0.3,6263.090673975308,False,0.12964341594644788,0,0.6320000000000001,105839,5,26,1.0,977.476443044769,False,0.002240910750517405,0,0.623,107330,0,5,0.0,156.44638265371964,False,0.01242551787469943,0,0.2,136096,0,0,0.0,0.0,False,0.0,9,5.348000000000002,100323,629,0,0.0,19680.95493783793,False,-0.1905458098039695,0.225,699528,0.0,0.0,12,0,0,25,8,8.0,24,49,62,399.0,281.0,25,34,62,900,2.3286944879218936,168.42271059844643
62,62,0,0,0,10.000000000000002,20,10.0,4.115065021729632,19,5.578947368421052,31.72425001148798,15,25.333333333333332,30.82962848686066,4,18.0,48.0,10,48.0,9,1.9100000000000004,43303,643,0,0.0,6430.000000000001,False,-0.1134531455470641,10,5.601000000000002,31732,617,0,0.0,6170.000000000001,False,-0.3364525166282327,0,0.398,87249,0,70,1.0,2220.6975008041586,False,0.10651124239740119,0,0.4700000000000001,87374,0,185,0.9,5868.986252125276,False,0.13092009324595677,0,0.6320000000000001,105751,5,32,1.0,1145.169361636981,False,0.0022017596457581954,0,0.6230000000000001,107110,0,10,0.5,308.2962848686066,False,0.011067472357755749,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,5.439000000000002,100080,633,0,0.0,19515.154832182798,False,-0.19294044339222755,0.425,698695,0.0,0.0,15,0,0,30,8,8.0,16,46,57,423.0,236.0,26,36,57,652,2.2490351079031825,170.6717457063496
63,57,0,0,0,10.0,20,10.0,4.007578274858269,8,2.375,32.34189854613813,5,44.0,32.5976771811556,10,51.0,48.0,11,48.0,1,1.9110000000000003,43210,651,0,0.0,6510.0,False,-0.11446322730651216,7,5.661000000000001,31450,629,0,0.0,6290.0,False,-0.3406834251300718,0,0.398,87249,0,70,0.0,2263.9328982296693,False,0.10678195768671361,0,0.4700000000000001,87575,0,188,0.8,6080.276926673969,False,0.13476016809849212,0,0.6320000000000001,106011,0,32,0.5,1043.1256697969793,False,0.004171579177099539,0,0.6230000000000001,107140,0,10,0.5,325.97677181155603,False,0.01143357890381538,0,0.2,136096,0,0,0.0,0.0,False,0.0,11,5.539000000000001,99356,643,0,0.0,20960.306427483054,False,-0.19295090808149012,0.225,698087,0.0,0.0,13,0,0,19,9,9.0,28,47,56,394.0,245.0,25,32,56,930,2.1179307214915752,172.7896764278412
64,56,0,0,0,10.0,20,10.0,3.8884569880772055,10,2.5,31.47667461493523,5,16.0,32.5976771811556,0,,48.00000000000001,11,48.0,1,1.9200000000000004,43097,661,0,0.0,6610.0,False,-0.11566389053000706,9,5.744000000000001,31140,639,0,0.0,6390.0,False,-0.3456385431952888,0,0.398,87237,0,76,0.6,2392.2272707350776,False,0.10743498929756229,0,0.4700000000000001,87642,0,187,0.4,5886.1381529928885,False,0.13438361355093595,0,0.6320000000000001,105931,0,37,0.5,1206.1140557027572,False,0.004185663378748015,0,0.6230000000000001,107140,0,10,0.0,325.97677181155603,False,0.01143357890381538,0,0.2,136096,0,0,0.0,0.0,False,0.0,11,5.638000000000001,99136,643,0,0.0,20960.306427483054,False,-0.19456741407725783,0.1875,697419,0.0,0.0,11,0,0,19,10,10.0,27,46,53,373.0,261.0,24,32,53,280,2.0919013740494847,174.88157780189067
65,53,0,0,0,10.0,20,10.0,3.872215544909062,9,3.6666666666666665,31.47667461493523,0,,33.405776524344816,5,50.0,48.0,13,48.0,1,1.9290000000000003,42994,670,0,0.0,6700.0,False,-0.11676926302147853,8,5.815000000000001,30848,650,0,0.0,6500.0,False,-0.35015532389319814,0,0.398,87226,0,81,0.5,2549.6106438097536,False,0.10828268241922602,0,0.4700000000000001,87620,0,191,0.4,6012.044851452629,False,0.13489646637270916,0,0.6320000000000001,105931,0,37,0.0,1236.0137314007582,False,0.004326579938734774,0,0.623,107390,0,5,0.0,167.02888262172408,False,0.013040950526070927,0,0.2,136096,0,0,0.0,0.0,False,0.0,13,5.7570000000000014,98608,648,0,0.0,21646.94318777544,False,-0.19592440928544763,0.1125,696713,0.0,0.0,13,0,0,22,10,10.0,22,44,54,370.0,249.0,22,31,54,450,2.218008021824062,177.09958582371473
66,54,0,0,0,10.0,20,10.0,3.9219244971735687,32,4.09375,29.994765298948266,9,16.0,33.405776524344816,0,,47.99999999999999,12,48.0,10,2.0280000000000005,42757,679,0,0.0,6790.0,False,-0.12042842713117723,22,6.027000000000002,30105,661,0,0.0,6610.0,False,-0.36326732861961847,0,0.398,87263,14,82,1.0,2514.477697474188,False,0.10852604564251123,0,0.4700000000000001,87596,0,199,0.8,5968.958294490705,False,0.13432613453609527,0,0.6320000000000001,105867,0,41,0.4,1369.6368374981375,False,0.004353081522754922,0,0.6230000000000001,107310,0,10,0.5,334.05776524344816,False,0.013074077506096043,0,0.2,136096,0,0,0.0,0.0,False,0.0,12,5.864000000000001,98359,648,0,0.0,21646.94318777544,False,-0.1977540001624756,0.3375,695353,0.0,0.0,13,0,0,24,12,12.0,22,46,50,348.0,199.0,23,31,50,344,2.155447209253907,179.25503303296864
67,50,0,0,0,10.000000000000002,20,10.0,3.9461372128411956,2,5.5,30.776357235065174,5,44.0,33.405776524344816,0,,48.0,8,48.0,1,2.0280000000000005,42654,688,0,0.0,6880.000000000001,False,-0.1215337996226487,1,6.0150000000000015,29973,672,0,0.0,6720.000000000001,False,-0.36473480589277885,0,0.398,87473,5,87,1.0,2697.2737655148762,False,0.11230040928140649,0,0.4700000000000001,87595,0,200,0.1,6155.271447013035,False,0.13548019790500818,0,0.6320000000000001,105867,0,41,0.0,1369.6368374981375,False,0.004353081522754922,0,0.6230000000000001,107090,0,15,0.5,501.08664786517227,False,0.011787570213333768,0,0.2,136096,0,0,0.0,0.0,False,0.0,8,5.932000000000002,98236,648,0,0.0,21646.94318777544,False,-0.19865777396920029,0.2,694984,0.0,0.0,13,0,0,18,6,6.0,22,40,42,308.0,177.0,19,31,42,420,1.9262775722891092,181.18131060525775
68,42,0,0,0,10.0,20,10.0,3.8857370620096394,8,3.0,30.690699549141634,10,30.0,35.808784758251015,15,51.333333333333336,48.0,10,48.0,1,2.0370000000000004,42531,699,0,0.0,6990.0,False,-0.12282975357816699,7,6.084000000000001,29736,681,0,0.0,6810.0,False,-0.36839397000247753,0,0.398,87759,2,87,1.0,2677.8623348993415,False,0.11576040232736834,0,0.4700000000000001,87585,0,201,0.1,6168.830609377468,False,0.13543986906966135,0,0.6320000000000001,105897,0,41,0.5,1468.1601750882917,False,0.005100198770328486,0,0.6230000000000001,107530,0,10,0.5,358.08784758251016,False,0.015261041792734947,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,6.024000000000002,97283,663,0,0.0,23741.22429472042,False,-0.19796605229132222,0.2625,694417,0.0,0.0,15,0,0,16,7,7.0,24,40,45,275.0,178.0,16,26,45,1270,1.8381692161783576,183.0194798214361
69,45,0,0,0,10.0,20,10.0,4.2569049159624495,20,6.35,31.308268756542898,15,34.666666666666664,37.090549013066386,10,50.0,48.00000000000001,8,48.0,11,2.1460000000000004,42298,706,0,0.0,7060.0,False,-0.12660326656629375,9,6.167000000000001,29426,694,0,0.0,6940.0,False,-0.37306321587162433,0,0.398,87969,0,85,0.3,2661.2028443061463,False,0.11828588952529714,0,0.4700000000000001,87768,9,201,1.0,6331.274164308785,False,0.1387486798676885,0,0.6320000000000001,105627,5,46,1.0,1862.706598383768,False,0.004414679038475738,0,0.623,107780,0,5,0.0,185.45274506533192,False,0.016803905858541454,0,0.2,136096,0,0,0.0,0.0,False,0.0,8,6.094000000000001,96652,673,0,0.0,24961.93948579368,False,-0.19811772761215,0.2875,693616,0.0,0.0,15,0,0,20,8,8.0,22,42,51,327.0,208.0,21,24,51,1220,2.0985588412731886,185.1180386627093
70,51,0,0,0,10.0,20,10.0,4.066676259272126,11,2.0,31.998680369601736,5,44.0,39.84025630794181,25,50.8,48.0,13,48.0,0,2.1350000000000007,42238,712,0,0.0,7120.0,False,-0.12717501095843417,11,6.268,29013,708,0,0.0,7080.0,False,-0.3796001600884298,0,0.398,87953,0,92,0.7,2943.87859400336,False,0.11985547745888343,0,0.4700000000000001,87982,3,206,1.0,6603.928184915774,False,0.14313577394316984,0,0.6320000000000001,106427,0,36,1.0,1434.249227085905,False,0.00993613548442788,0,0.6230000000000001,108030,0,0,0.0,0.0,False,0.018286360637194833,0,0.2,136096,0,0,0.0,0.0,False,0.0,13,6.216000000000003,95103,698,0,0.0,27808.498902943382,False,-0.19904148945250635,0.3375,692842,0.0,0.0,17,0,0,21,9,9.0,24,45,55,348.0,257.0,23,28,55,1690,2.256009398959577,187.37404806166887
71,55,0,0,0,10.0,20,10.0,4.014715955010521,7,3.142857142857143,30.975580412503188,15,25.333333333333332,40.359104467585986,5,52.0,48.0,10,48.0,1,2.1450000000000005,42155,719,0,0.0,7190.0,False,-0.12808980198585884,6,6.317000000000002,28748,721,0,0.0,7210.0,False,-0.38341178936936593,0,0.398,87943,0,93,0.1,2880.7289783627966,False,0.1193348422017858,0,0.4700000000000001,88350,0,200,0.9,6195.116082500637,False,0.14518443711336088,0,0.6320000000000001,106307,5,41,1.0,1809.6011852335414,False,0.010574046494643868,0,0.6230000000000001,108030,0,0,0.0,0.0,False,0.018286360637194833,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,6.303000000000001,94661,703,0,0.0,28372.45044071295,False,-0.2002173082209876,0.25,692290,0.0,0.0,18,0,0,35,8,8.0,23,58,47,498.0,161.0,32,23,47,840,2.401925033889711,189.77597309555858
72,47,0,0,0,10.0,20,10.0,4.1197119628870285,2,10.0,30.8759811150101,10,30.0,40.795493530725636,5,50.0,48.00000000000001,8,48.0,2,2.1640000000000006,42049,727,0,0.0,7270.0,False,-0.12934763964856777,0,6.311000000000001,28628,733,0,0.0,7330.0,False,-0.38455527815364676,0,0.398,88003,0,90,0.2,2778.838300350909,False,0.1194482324013256,0,0.4700000000000001,88570,0,195,0.0,6020.816317426969,False,0.1468480997659915,0,0.6320000000000001,106257,5,46,1.0,2030.97260798843,False,0.01114606752751639,0,0.6230000000000001,108030,0,0,0.0,0.0,False,0.018286360637194833,0,0.2,136096,0,0,0.0,0.0,False,0.0,8,6.373000000000002,94279,708,0,0.0,28883.20941975375,False,-0.20114768464997593,0.15,691912,0.0,0.0,17,0,0,18,6,6.0,23,41,51,335.0,150.0,20,27,51,750,1.9235378252342343,191.69951092079282
73,51,0,0,0,10.0,20,10.0,4.087080052458224,4,3.25,30.077532039304604,5,16.0,40.795493530725636,0,,48.00000000000001,13,48.0,1,2.172,41916,739,0,0.0,7390.0,False,-0.13073888433610947,3,6.341,28482,741,0,0.0,7410.0,False,-0.38657544167254293,0,0.398,88083,0,85,0.0,2556.5902233408915,False,0.11905847060473426,0,0.4700000000000001,88557,0,199,0.4,5985.428875821616,False,0.1464637267752499,0,0.6320000000000001,106177,0,56,1.0,2284.5476377206355,False,0.011587084728629567,0,0.623,108030,0,0,0.0,0.0,False,0.018286360637194833,0,0.2,136096,0,0,0.0,0.0,False,0.0,13,6.495000000000001,93987,708,0,0.0,28883.20941975375,False,-0.20329322897163124,0.175,691328,0.0,0.0,12,0,0,20,10,10.0,22,42,51,324.0,215.0,21,30,51,280,2.026327010244131,193.72583793103695
74,51,0,0,0,10.0,20,10.0,4.238760882876335,27,4.777777777777778,29.285234478986997,5,16.0,41.236255078803985,5,50.0,48.0,7,48.0,10,2.2710000000000004,41669,749,0,0.0,7490.0,False,-0.13449333917783157,17,6.508000000000001,27934,751,0,0.0,7510.0,False,-0.39606639858207393,0,0.398,88070,5,90,1.0,2656.8649075232115,False,0.11952353612544901,0,0.4700000000000001,88521,2,209,1.0,6129.091527874035,False,0.1469124372471888,0,0.6320000000000001,106347,0,56,0.5,2309.230284413023,False,0.013305826583151248,0,0.6230000000000001,108030,0,0,0.0,0.0,False,0.018286360637194833,0,0.2,136096,0,0,0.0,0.0,False,0.0,7,6.552000000000002,93632,713,0,0.0,29401.44987118724,False,-0.20399773001709365,0.3125,690299,0.0,0.0,14,0,0,26,10,10.0,24,50,50,438.0,162.0,28,23,50,530,3.3051129886880517,197.030950919725
75,50,0,0,0,10.0,20,10.0,4.335006986558408,10,5.4,30.921009274698626,10,44.0,42.079130758076566,10,50.0,48.00000000000001,7,48.0,3,2.2910000000000004,41538,758,0,0.0,7580.0,False,-0.1361323397686341,7,6.561000000000002,27677,762,0,0.0,7620.0,False,-0.3999161441558194,0,0.398,88496,0,88,0.8,2721.0488161734793,False,0.12526015488374712,0,0.4700000000000001,88481,0,218,0.9,6740.7800218843,False,0.15024156599471725,0,0.6320000000000001,106377,0,56,0.5,2356.4313224522875,False,0.013811062882704742,5,0.673,107855,0,5,0.5,210.39565379038282,False,0.017628408209022468,0,0.2,136096,0,0,0.0,0.0,False,0.0,7,6.615000000000001,93023,723,0,0.0,30423.211538089356,False,-0.2047186855672123,0.3375,689543,0.0,0.0,13,0,0,22,10,10.0,24,46,42,395.0,178.0,24,26,42,890,2.193368379957974,199.22431929968297
76,42,0,0,0,10.0,20,10.0,4.397882616916562,13,4.9230769230769225,30.929693358562172,10,31.0,43.35760731923383,15,51.333333333333336,48.00000000000001,8,48.0,3,2.3180000000000005,41376,770,0,0.0,7700.0,False,-0.13807627070191153,10,6.654000000000001,27368,770,0,0.0,7700.0,False,-0.4050427855386785,0,0.398,88562,0,86,0.3,2659.953628836347,False,0.1257041201995914,0,0.4700000000000001,88661,0,223,1.0,6897.321618959364,False,0.15347585355122703,0,0.6320000000000001,106817,0,51,0.5,2211.2379732809254,False,0.017274191598081443,0,0.6680000000000001,107875,0,5,0.5,216.78803659616915,False,0.017847054560260985,0,0.2,136096,0,0,0.0,0.0,False,0.0,8,6.688000000000002,92119,738,0,0.0,31997.914201594565,False,-0.20557579134730422,0.2875,688874,0.0,0.0,14,0,0,18,12,12.0,23,41,34,287.0,179.0,18,24,34,1280,2.0506986463442445,201.27501794602722
77,34,0,0,0,10.0,20,10.0,4.3516877100201485,3,2.6666666666666665,30.07032467926598,5,16.0,44.418969243148005,15,51.333333333333336,48.00000000000001,10,48.0,0,2.3150000000000004,41266,781,0,0.0,7810.0,False,-0.13912446875416898,3,6.674000000000001,27215,779,0,0.0,7790.0,False,-0.40710106535038404,0,0.398,88560,0,88,0.2,2646.188571775406,False,0.12559288558979775,0,0.4700000000000001,88735,0,219,0.1,6585.401104759249,False,0.15244947720063648,0,0.6320000000000001,107507,0,41,0.5,1821.1777389690683,False,0.021939757465213823,0,0.6680000000000001,107875,0,5,0.0,222.09484621574003,False,0.017872065445450745,0,0.2,136096,0,0,0.0,0.0,False,0.0,10,6.780000000000001,91161,753,0,0.0,33447.48384009045,False,-0.20728939924725762,0.1,688415,0.0,0.0,13,0,0,19,8,8.0,12,31,33,280.0,158.0,18,16,33,1050,1.9917416665703058,203.26675961259753
78,33,0,0,0,10.0,20,10.0,4.529553860363921,17,5.588235294117647,30.907667226836857,5,44.0,44.418969243148005,0,,48.0,13,48.0,9,2.4050000000000002,41070,788,0,0.0,7880.0,False,-0.14219283032532257,8,6.751000000000002,26903,792,0,0.0,7920.0,False,-0.41180842751234015,0,0.398,88558,0,90,0.2,2781.6900504153173,False,0.12641627251243093,0,0.4700000000000001,88862,5,224,1.0,6945.965228113276,False,0.15629752566003763,0,0.6320000000000001,107287,0,46,0.5,2043.2725851848083,False,0.020912774932532793,0,0.6680000000000001,107875,0,5,0.0,222.09484621574003,False,0.017872065445450745,0,0.2,136096,0,0,0.0,0.0,False,0.0,13,6.900000000000001,90876,753,0,0.0,33447.48384009045,False,-0.2093835092872294,0.2125,687527,0.0,0.0,11,0,0,20,9,9.0,11,31,40,272.0,179.0,18,15,40,420,1.806346575729549,205.07310618832707
79,40,0,0,0,10.0,20,10.0,4.5868099024200575,22,4.863636363636363,31.033253900791696,18,31.555555555555557,44.68111918834818,5,50.0,48.0,7,48.0,10,2.4960000000000004,40803,800,0,0.0,8000.0,False,-0.14613786663109146,12,6.863000000000001,26531,800,0,0.0,8000.0,False,-0.41813573211869415,0,0.398,88589,11,92,1.0,2905.514267799457,False,0.12757979730382601,0,0.4700000000000001,89292,0,220,0.6,6827.315858174173,False,0.16093943858901352,0,0.6320000000000001,107003,0,55,0.9,2457.4615553591498,False,0.020187866695066253,0,0.6680000000000001,107841,0,9,0.9,402.1300726951336,False,0.018400085176242552,0,0.2,136096,0,0,0.0,0.0,False,0.0,7,6.957000000000002,90519,758,0,0.0,33868.28834476792,False,-0.21046067355114062,0.42500000000000004,686674,0.0,0.0,14,0,0,17,8,8.0,13,30,44,282.0,181.0,19,21,44,1018,1.9374734405428171,207.0105796288699
80,44,0,0,0,10.0,20,10.0,5.066051650102857,55,6.072727272727272,30.174762556665996,10,23.0,45.491418194862405,15,50.666666666666664,48.0,8,48.0,28,2.7660000000000005,40275,811,0,0.0,8110.0,False,-0.15515236988050543,27,7.121000000000001,25901,809,0,0.0,8090.0,False,-0.42928474776543235,0,0.398,88659,2,97,1.0,2937.0840712968075,False,0.1286540691217523,0,0.4700000000000001,89118,44,225,1.0,7012.227847854375,False,0.15991827490078378,0,0.6320000000000001,106853,0,60,0.5,2729.4850916917444,False,0.020056014194041613,6,0.7280000000000002,108270,0,5,0.5,227.45709097431202,False,0.021620591436395133,0,0.2,136096,0,0,0.0,0.0,False,0.0,8,7.030000000000001,89623,773,0,0.0,35164.86626462864,False,-0.21228079346700618,0.375,684795,0.0,0.0,15,0,0,20,11,10.2,12,32,56,315.0,178.0,21,23,56,680,1.9676933698356152,208.9782729987055
81,56,0,0,0,10.0,20,10.0,4.988393736326623,7,3.2857142857142856,29.380361576250813,5,16.0,44.54205338787848,16,38.625,48.0,13,48.0,1,2.7480000000000007,40162,821,0,0.0,8210.0,False,-0.1563530331040003,6,7.154000000000003,25665,819,0,0.0,8190.0,False,-0.43282956299670294,0,0.398,88735,0,96,0.4,2820.5147113200783,False,0.12887591549152252,0,0.4700000000000001,89099,39,235,1.0,7098.9323261356785,False,0.16022323444120326,0,0.6320000000000001,107103,0,55,0.0,2449.8129363333164,False,0.02109441481917866,6,0.7820000000000003,108312,0,5,0.5,222.7102669393924,False,0.021994110033647814,0,0.2,136096,0,0,0.0,0.0,False,0.0,13,7.152000000000002,88712,789,0,0.0,35143.68012303612,False,-0.2190524331242795,0.2375,683884,0.0,0.0,14,0,0,22,12,12.0,4,26,50,419.0,248.0,26,30,50,790,2.188125849701464,211.16639884840697
