index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,45,0,0,0,10.000000000000002,20,10.0,20.28146807019195,26,4.769230769230769,40.57559210087906,6,60.166666666666664,26.53692987789112,9,18.88888888888889,50.0,1,50.0,0,1.5230000000000004,49467,9,30,1.0,698.4440421057584,False,0.30065068852126253,26,4.771000000000001,18050,529,0,0.0,5290.000000000001,False,-0.4596746821231822,0,1.0820000000000003,53912,21,22,1.0,1318.5738556933702,False,0.0254483891960592,0,0.20900000000000002,58113,215,113,1.0,8945.557542490602,False,0.17604860798702104,7,8.964000000000002,12068.0,286,0,0.0,11604.61934085141,False,-0.7584440433843511,0,0.254,68821,123,229,1.0,11067.75477044519,False,0.005067280146290895,0,0.2,90388,0,3,0.0,150.0,False,0.0005972856684622106,0,0.2,75457,698,173,1.0,27172.777054768,False,-0.015104817801502076,0.625,426276,0.0,0.0,13,0,0,26,4,4.0,17,43,39,201.0,111.0,18,27,39,729,2.2299376979935914,121.46027339325519
53,39,0,0,0,10.000000000000002,20,10.0,19.84333961086788,11,10.909090909090908,40.10072608603105,10,32.9,26.749121302576942,3,40.666666666666664,50.0,0,,0,1.5230000000000004,49367,9,40,1.0,883.7335844347151,False,0.3004586510069543,11,4.855000000000001,17720,539,0,0.0,5390.000000000001,False,-0.46698519620897627,0,1.0820000000000003,53967,16,27,1.0,1400.2130380967246,False,0.027248933969377533,0,0.20900000000000002,58267,211,118,1.0,8918.830336044786,False,0.1786913048090346,1,8.967000000000004,11965.0,287,0,0.0,11508.908386690911,False,-0.7604831820310157,0,0.254,68670,122,237,1.0,11231.830331206524,False,0.004135106320671299,0,0.2,90388,0,3,0.0,150.0,False,0.0005972856684622106,0,0.2,75335,691,183,1.0,27633.642820080666,False,-0.013905458416304488,0.625,425679,0.0,0.0,14,0,0,16,4,4.0,17,33,47,150.0,129.0,11,28,47,647,1.9052155730314553,123.36548896628665
54,47,0,0,0,10.000000000000002,20,10.0,20.58057079497936,17,29.764705882352942,43.25476496209733,36,56.0,27.460680333479047,11,39.09090909090909,50.00000000000001,1,50.0,0,1.5230000000000004,49651,8,39,1.0,882.642261004195,False,0.30785935433806155,6,4.904000000000001,17574,550,0,0.0,5500.000000000001,False,-0.46936111328685937,0,1.0820000000000003,53593,17,37,1.0,1950.2960071122504,False,0.02538940570787766,0,0.20900000000000002,60151,207,92,1.0,8239.616531073681,False,0.20771197672805386,6,9.026000000000003,9805.0,323,0,0.0,13971.28908275744,False,-0.7730380570238076,0,0.254,68962,112,242,1.0,11490.01831645683,False,0.009827104058237465,0,0.2,90438,0,2,0.0,100.00000000000001,False,0.0008738068112687896,0,0.2,74905,692,193,1.0,28652.790790767503,False,-0.013025302841711023,0.625,425079,0.0,0.0,16,0,0,20,2,2.0,22,42,47,244.0,108.0,21,26,47,2932,2.1033328080084175,125.46882177429507
55,47,0,0,0,10.000000000000002,20,10.0,20.167721040339504,6,6.0,42.415477830330424,5,15.0,26.76857713811516,5,3.0,50.00000000000001,10,50.0,0,1.5230000000000004,49571,6,49,1.0,1048.2183309766358,False,0.30793214708462757,6,4.958000000000002,17314,562,0,0.0,5620.000000000001,False,-0.47458290906242656,0,1.0820000000000003,53668,7,42,1.0,1922.6241161562543,False,0.026538738712782103,0,0.20900000000000002,60115,203,102,1.0,8420.426109882623,False,0.20873429646431238,5,9.070000000000002,9585.0,323,0,0.0,13700.199339196726,False,-0.7778440163612008,0,0.254,68887,107,252,1.0,11284.137566650375,False,0.007421854329888981,0,0.2,90438,0,2,0.0,100.00000000000001,False,0.0008738068112687896,0,0.2,75390,687,193,1.0,28040.012493885115,False,-0.011049715770083055,0.625,424968,0.0,0.0,16,0,0,22,3,3.0,23,45,47,223.0,156.0,20,27,47,775,2.254159622010775,127.72298139630584
56,47,0,0,0,10.000000000000002,20,10.0,21.271817794600576,20,31.8,41.02712964547362,12,23.5,24.73009125302768,40,16.625,50.00000000000001,0,,0,1.5230000000000004,50071,9,41,1.0,962.1445295786236,False,0.3198629869922277,2,4.972000000000001,17194,569,0,0.0,5690.000000000001,False,-0.47680217226704263,0,1.082,53629,8,40,1.0,1811.2597281757494,False,0.02475956675663555,0,0.20900000000000002,59800,202,112,1.0,8891.945714802361,False,0.20724529487571983,40,9.465000000000002,7127.0,325,0,0.0,13333.817134778927,False,-0.8135454370452898,0,0.254,68727,107,262,1.0,10869.18678035893,False,0.002454628145167117,0,0.2,90438,0,2,0.0,100.00000000000001,False,0.0008738068112687896,0,0.2,74725,717,203,1.0,27881.475428420847,False,-0.019281955179125714,0.625,421711,0.0,0.0,15,0,0,18,7,7.0,18,36,47,162.0,137.0,16,31,47,1112,2.3491799969924614,130.0721613932983
57,47,0,0,0,10.000000000000002,20,10.0,20.221899596488544,14,6.0,40.73904174527317,10,36.5,24.961339963074213,11,28.727272727272727,50.00000000000001,8,50.0,0,1.5230000000000004,50021,4,51,1.0,1071.3168794209157,False,0.319982727336374,14,5.110000000000002,16736,584,0,0.0,5840.000000000001,False,-0.48680191117725385,0,1.0820000000000003,53620,12,45,1.0,2075.9196736951553,False,0.027077058775345813,0,0.20900000000000002,60090,192,117,1.0,8649.072606722762,False,0.2104127685394025,7,9.495000000000003,6567.0,330,0,0.0,13443.883775940147,False,-0.820371155880372,0,0.254,68887,102,268,1.0,10845.021368121752,False,0.0044540508794387495,0,0.2,90438,0,2,0.0,100.00000000000001,False,0.0008738068112687896,0,0.2,74809,718,205,1.0,28172.242093487286,False,-0.016744781529010974,0.625,421168,0.0,0.0,19,0,0,26,4,4.0,20,46,48,290.0,95.0,23,24,48,1200,2.4576535869855434,132.52981498028385
58,48,0,0,0,10.000000000000002,20,10.0,22.841106263774346,38,35.473684210526315,39.61061628136008,37,35.2972972972973,22.086137476599948,35,8.028571428571428,50.000000000000014,13,50.0,0,1.5230000000000004,51249,6,23,1.0,585.3454440668099,False,0.3457004444279107,0,5.096000000000001,16656,592,0,0.0,5920.000000000001,False,-0.4878462703323673,0,1.0820000000000003,53583,30,24,1.0,1635.8879786658722,False,0.022247477109437447,0,0.20900000000000002,60085,192,121,1.0,9178.376972689244,False,0.21529188955304931,33,9.818000000000003,4576.0,336,0,0.0,13309.167070536987,False,-0.8481943290717965,0,0.254,68042,123,276,1.0,10967.879746148876,False,-0.006137606473716636,0,0.2,90438,0,2,0.0,100.00000000000003,False,0.0008738068112687896,0,0.2,75178,743,202,1.0,26510.000145113765,False,-0.02185623032489152,0.625,419807,0.0,0.0,24,0,0,21,3,3.0,11,32,46,259.0,119.0,22,26,46,3620,2.332601674948819,134.86241665523266
59,46,0,0,0,10.000000000000002,20,10.0,22.2967008094213,25,17.96,39.21253538627201,42,37.69047619047619,21.755751667262686,7,13.0,50.00000000000002,9,50.0,0,1.5230000000000004,51524,7,22,1.0,560.5274178072686,False,0.35255642695761563,14,5.2360000000000015,16158,601,0,0.0,6010.000000000001,False,-0.49967363776402707,3,1.1120000000000003,54279,30,10,1.0,1061.026378145359,False,0.02992489597445698,0,0.20900000000000002,60412,197,116,1.0,8941.10416426355,False,0.21920724734824917,7,9.855000000000004,3862.0,345,0,0.0,13528.324708263843,False,-0.8563643909957838,0,0.254,66929,146,286,1.0,11947.175143232842,False,-0.01456356350883461,0,0.2,90438,0,2,0.0,100.00000000000004,False,0.0008738068112687896,0,0.2,75537,740,203,1.0,26249.25623377439,False,-0.019327410801057487,0.625,419139,0.0,0.0,20,0,0,12,8,7.111111111111111,19,31,42,265.0,78.0,20,26,42,1781,2.040693779999856,136.90311043523252
60,42,0,0,0,10.000000000000002,20,10.0,22.121111678433017,20,20.35,41.44150643990719,24,58.375,21.004975066488655,16,12.875,50.00000000000002,8,50.0,0,1.5230000000000004,51744,10,22,1.0,586.6644569255265,False,0.35864160801187345,10,5.322000000000002,15831,608,0,0.0,6080.000000000001,False,-0.5072974595963552,1,1.1190000000000002,54902,20,10,1.0,856.8372979677322,False,0.03971322413859985,0,0.20900000000000002,60746,207,113,1.0,9261.960345145148,False,0.22849803958457957,14,9.988000000000005,1784.0,369,0,0.0,15291.915876325751,False,-0.8725336856155329,0,0.254,67047,136,294,1.0,11811.507545375043,False,-0.013885458601141982,0,0.2,90438,0,2,0.0,100.00000000000004,False,0.0008738068112687896,0,0.2,75731,746,205,1.0,25919.71139960054,False,-0.019004129015913515,0.625,418223,0.0,0.0,21,0,0,18,8,7.090909090909091,12,30,37,166.0,78.0,16,26,37,1809,2.351608125027269,139.2547185602598
61,37,0,0,0,10.000000000000002,20,10.0,22.519457964998747,26,25.576923076923077,41.87501225494263,4,62.0,20.345701011087975,24,15.666666666666666,50.000000000000014,2,50.0,0,1.5230000000000004,52258,8,14,1.0,395.2724115099825,False,0.369563097719511,8,5.392000000000001,15540,620,0,0.0,6200.000000000001,False,-0.5133286337171353,0,1.1180000000000003,54902,10,20,1.0,1062.6948247488401,False,0.04164735728008764,0,0.20900000000000002,60329,223,119,1.0,10004.965584532894,False,0.22764309886439385,22,10.194000000000003,684.0,373,0,0.0,15619.379571093601,False,-0.8851893784056934,0,0.254,67163,126,302,1.0,11420.65324947134,False,-0.014959088608601434,0,0.2,90438,0,2,0.0,100.00000000000003,False,0.0008738068112687896,0,0.2,75455,760,213,1.0,26112.732768426864,False,-0.020989432642619356,0.625,416769,0.0,0.0,14,0,0,8,5,5.0,15,23,39,125.0,87.0,13,24,39,1258,2.0252032009884715,141.27992176124826
62,39,0,0,0,10.000000000000002,20,10.0,20.993015588244074,18,3.7777777777777777,41.68528672321769,21,40.142857142857146,19.79490934204656,13,12.384615384615385,50.00000000000001,12,50.0,0,1.5230000000000004,52168,7,24,1.0,573.8323741178577,False,0.3695442987665839,18,5.564,14861,631,0,0.0,6310.000000000001,False,-0.529620636536905,0,1.1180000000000003,54947,5,25,1.0,1147.0972460216628,False,0.04328595416898414,0,0.20900000000000002,61059,226,113,1.0,9454.85892266676,False,0.23619199619169395,11,10.282000000000004,161.0,373,0,0.0,15548.611947760199,False,-0.8927371455274385,0,0.254,66438,137,310,1.0,11847.306177115257,False,-0.021875465145206524,0,0.2,90438,0,2,0.0,100.00000000000001,False,0.0008738068112687896,0,0.2,75894,763,211,1.0,25653.515827981526,False,-0.0186733852382975,0.625,415966,0.0,0.0,22,0,0,6,6,6.0,8,14,35,155.0,90.0,14,25,35,1761,1.9772964459843934,143.25721820723265
63,35,0,0,0,10.0,20,10.0,21.615645870488574,10,34.0,41.68528672321769,0,,19.79490934204656,0,,50.00000000000001,0,,0,1.5230000000000004,52378,10,24,1.0,618.7755008917258,False,0.3756138939047509,0,5.546000000000001,14791,638,0,0.0,6380.0,False,-0.5305344507976293,0,1.118,54947,0,30,0.5,1250.5586016965308,False,0.044258024707297706,0,0.20900000000000002,60719,226,123,1.0,10012.426233686194,False,0.23504168060663122,0,10.271000000000003,161.0,373,0,0.0,15548.611947760199,False,-0.8927371455274385,0,0.254,66438,127,320,1.0,11628.402403303546,False,-0.023354944557288874,0,0.2,90438,0,2,0.0,100.00000000000001,False,0.0008738068112687896,0,0.2,75894,753,221,1.0,25955.56673456106,False,-0.017002916000834783,0.5625,415766,0.0,0.0,13,0,0,6,0,0.0,7,13,32,158.0,96.0,13,22,32,540,1.8708038700278848,145.12802207726054
64,32,0,0,0,10.0,20,10.0,21.87785069885423,27,23.703703703703702,41.79797416086379,22,42.68181818181818,19.932632751459927,34,20.61764705882353,50.000000000000014,11,50.0,0,1.5230000000000004,52794,10,19,1.0,515.6791632782304,False,0.3851293590673641,12,5.666000000000001,14447,648,0,0.0,6480.0,False,-0.5382104905877131,0,1.118,54514,7,35,1.0,1616.074050522212,False,0.03955572514912721,0,0.20900000000000002,61451,226,116,1.0,9792.959260601256,False,0.24673468309563917,32,10.591000000000001,-2561.0,384,0,0.0,16050.422077771695,False,-0.9261393479469338,0,0.254,66189,128,328,1.0,11888.044235069421,False,-0.024965908116589476,0,0.2,90438,0,2,0.0,100.00000000000003,False,0.0008738068112687896,0,0.2,75743,777,220,1.0,26487.655647884367,False,-0.01573042701564913,0.625,413015,0.0,0.0,22,0,0,8,9,8.718531468531468,5,13,41,153.0,97.0,13,19,41,1751,1.8680153119494207,146.99603738920996
65,41,0,0,0,10.0,20,10.0,22.644062500241294,12,35.0,41.419030275479784,8,33.125,20.581042163485982,49,23.0,50.000000000000014,0,,0,1.5230000000000004,53104,11,17,1.0,494.949062504102,False,0.39295252163786987,0,5.654000000000003,14357,657,0,0.0,6570.0,False,-0.5393853946372157,0,1.1180000000000003,54389,3,40,1.0,1724.693398519915,False,0.03822738409267634,0,0.20900000000000002,61421,222,123,1.0,10121.52259893758,False,0.24925796830841263,49,11.049000000000003,-7655.0,387,0,0.0,16029.164716610676,False,-0.9951394652837883,0,0.254,66104,123,338,1.0,12050.932975142276,False,-0.02501397015989279,0,0.2,90438,0,2,0.0,100.00000000000003,False,0.0008738068112687896,0,0.2,74616,816,230,1.0,28294.130405404565,False,-0.01820543084535513,0.625,406774,0.0,0.0,15,0,0,5,2,17.36111111111111,10,15,34,206.0,153.0,15,26,34,705,1.8316116890055127,148.82764907821547
66,34,0,0,1,10.0,20,10.0,20.399360374471204,28,5.571428571428571,42.65155289207319,29,49.6551724137931,20.581042163485982,0,,50.000000000000014,13,50.0,0,1.5230000000000004,53024,9,27,1.0,640.7827301107225,False,0.39276758740125217,28,5.934000000000002,13473,669,0,0.0,6690.0,False,-0.5608991932325527,0,1.1180000000000003,55277,0,25,0.5,1066.2888223018297,False,0.0487277451030857,0,0.20900000000000002,61817,238,124,1.0,10143.840327741222,False,0.25690888557924374,0,11.000000000000002,-50187.0,396,0,0.0,16890.014945260984,True,-1.564233475633543,0,0.254,65204,133,348,1.0,12834.859207538855,False,-0.03188118945972655,0,0.2,90438,0,2,0.0,100.00000000000003,False,0.0008738068112687896,0,0.2,75266,806,227,1.0,27938.319983769707,False,-0.012983663220643394,0.5625,414499,0.0,0.1,16,0,0,7,9,253.43438755169439,9,16,32,191.0,84.0,16,18,32,1750,4.244220822991338,153.0718699012068
67,32,0,0,0,10.000000000000002,20,10.0,20.744513129473454,28,23.107142857142858,42.74904666679939,4,47.0,20.764321601591654,1,59.0,50.000000000000014,0,,1,1.5330000000000004,53543,9,10,1.0,297.44513129473455,False,0.40183605038112236,0,5.906000000000001,13373,679,0,0.0,6790.000000000001,False,-0.5622046421764445,0,1.118,55363,0,24,0.3,1025.9771200031853,False,0.04996502170362086,0,0.20900000000000002,61272,253,134,1.0,10976.734075107903,False,0.25449324534554657,0,11.000000000000004,-50187.0,396,0,0.0,16928.622480052556,True,-1.5639725433897502,0,0.254,65075,127,357,1.0,12841.991738451743,False,-0.03357669817212941,0,0.2,90438,0,2,0.0,100.00000000000003,False,0.0008738068112687896,0,0.2,75207,797,237,1.0,28399.164316468552,False,-0.011087589086990498,0.5375,414271,0.0,0.1,15,0,0,4,3,121.55952380952381,4,8,21,146.0,96.0,10,22,21,899,1.2279954469995573,154.29986534820637
68,21,0,0,0,10.0,20,10.0,20.739225827388914,19,20.68421052631579,42.03109749476028,9,29.22222222222222,24.52509285426807,20,60.0,50.000000000000014,8,50.0,0,1.532,53793,9,10,1.0,297.3922582738891,False,0.40836260487028914,9,5.996,13040,689,0,0.0,6890.0,False,-0.569593483198872,0,1.1180000000000003,55073,5,29,1.0,1322.5979564849927,False,0.04730253449541499,0,0.20900000000000002,61432,247,140,1.0,11006.9424286315,False,0.2577836258022014,0,11.000000000000002,-50187.0,396,0,0.0,16644.314607925073,True,-1.5658940618550616,0,0.254,66012,126,347,1.0,13806.125504770816,False,-0.014394934409497087,0,0.2,90438,0,2,0.0,100.00000000000003,False,0.0008738068112687896,0,0.2,74407,807,239,1.0,31741.749933394338,False,-0.001450353762377963,0.625,414195,0.0,0.1,19,0,0,7,6,935.3888888888889,6,13,18,180.0,63.0,13,8,18,2413,1.4876673300168477,155.78753267822322
69,18,0,0,0,10.0,20,10.0,21.488862362098008,18,29.61111111111111,40.021267572178324,34,31.0,24.52509285426807,0,,50.000000000000014,6,50.0,5,1.582,54063,9,10,1.0,304.88862362098007,False,0.41550989038955877,3,6.0169999999999995,12877,699,0,0.0,6990.0,False,-0.5725437978120675,0,1.1180000000000003,55087,11,22,1.0,1116.8453725710012,False,0.04563246117378844,0,0.20900000000000002,61939,239,133,1.0,10458.666691641141,False,0.26215933528422447,0,11.000000000000002,-50187.0,396,0,0.0,15848.421958582616,True,-1.571273168703821,0,0.254,64958,150,357,1.0,14758.648284800449,False,-0.022204323568529076,0,0.2,90438,0,2,0.0,100.00000000000003,False,0.0008738068112687896,0,0.2,74707,797,243,1.0,31696.499004851656,False,0.001617643181827298,0.625,414069,0.0,0.1,17,0,0,3,4,4.0,5,8,20,110.0,42.0,8,10,20,1894,1.3951404230319895,157.1826731012552
70,20,0,0,0,10.0,20,10.0,21.68228192708687,16,24.0,40.021267572178324,0,,24.877846739096753,2,58.0,50.000000000000014,9,50.0,1,1.5870000000000002,54299,10,10,1.0,316.8228192708687,False,0.42182740423580145,5,6.064,12657,708,0,0.0,7080.0,False,-0.5771128691156889,0,1.1180000000000003,54713,12,32,1.0,1540.867945434749,False,0.04258853322655114,0,0.20900000000000002,61929,234,143,1.0,10796.695233759827,False,0.26514737051844167,0,11.000000000000002,-50187.0,396,0,0.0,15848.421958582616,True,-1.571273168703821,0,0.254,65074,140,365,1.0,14683.39151987528,False,-0.021144961341745976,0,0.2,90438,0,2,0.0,100.00000000000003,False,0.0008738068112687896,0,0.2,75041,789,244,1.0,31828.62107714734,False,0.006042656578146764,0.625,414151,0.0,0.1,17,0,0,5,4,70.54655425219941,6,11,19,167.0,56.0,11,9,19,766,1.330147392989602,158.5128204942448
71,19,0,0,0,10.0,20,10.0,23.38545944843023,56,29.071428571428573,39.50591723573719,9,29.88888888888889,24.877846739096753,0,,50.000000000000014,7,50.0,38,1.9660000000000002,54217,9,10,1.0,323.8545944843023,False,0.4197782642030796,8,6.139000000000001,12351,719,0,0.0,7190.0,False,-0.5836662228140257,0,1.118,53710,38,37,1.0,2350.366396762625,False,0.031346810199396995,0,0.20900000000000002,61573,244,149,1.0,11592.433773541818,False,0.26593413545992656,0,11.000000000000002,-50187.0,396,0,0.0,15644.34322535193,True,-1.5726524518427147,0,0.254,64805,139,375,1.0,14820.515022928752,False,-0.02385431857982739,0,0.2,90438,0,2,0.0,100.00000000000003,False,0.0008738068112687896,0,0.2,75391,779,247,1.0,31729.842609756375,False,0.009367665883686161,0.625,412485,0.0,0.1,18,0,0,3,7,424.6,6,9,17,131.0,60.0,9,10,17,819,1.2144054899690673,159.72722598421387
72,17,0,0,0,10.0,20,10.0,22.43498030525222,18,10.88888888888889,39.50591723573719,0,,28.723083965150494,21,60.0,50.000000000000014,13,50.0,0,1.9280000000000004,54097,11,20,1.0,558.6996061050445,False,0.41971096846172484,18,6.311000000000002,11848,727,0,0.0,7270.0,False,-0.5957546800344639,0,1.118,53695,33,47,1.0,2597.1324601529714,False,0.03338343443028523,0,0.20900000000000002,61392,247,159,1.0,11822.880975879512,False,0.26469813194918473,0,11.000000000000002,-50187.0,396,0,0.0,15644.34322535193,True,-1.5726524518427147,0,0.254,66065,129,364,1.0,15551.465886724878,False,-0.0018824960345709654,0,0.2,90438,0,2,0.0,100.00000000000003,False,0.0008738068112687896,0,0.2,74781,790,244,1.0,34891.23633246889,False,0.0201043941005259,0.625,412316,0.0,0.1,17,0,0,5,8,1222.2016129032259,4,9,25,144.0,54.0,9,8,25,2110,1.227169951016549,160.95439593523042
73,25,0,0,0,10.0,20,10.0,22.178104825577684,4,8.5,38.75994682527551,5,15.0,28.723083965150494,0,,50.00000000000001,12,50.0,0,1.9280000000000004,53967,14,30,1.0,805.3431447673305,False,0.4195366066782504,4,6.333000000000002,11696,734,0,0.0,7340.0,False,-0.5988094305631707,0,1.1180000000000003,53770,23,52,1.0,2525.6136459026134,False,0.034120803933917886,0,0.20900000000000002,61358,241,169,1.0,11895.354276435784,False,0.2647401608173685,0,11.000000000000004,-50187.0,396,0,0.0,15348.938942809104,True,-1.574648966323269,0,0.254,65990,124,374,1.0,15548.666809300448,False,-0.002915201342927443,0,0.2,90438,0,2,0.0,100.00000000000001,False,0.0008738068112687896,0,0.2,75381,780,242,1.0,34504.005492817385,False,0.02459935124167604,0.625,412600,0.0,0.1,19,0,0,9,2,2.0,3,12,28,163.0,144.0,12,13,28,875,1.7298732040217146,162.68426913925214
74,28,0,0,0,10.0,20,10.0,22.72486275811306,21,27.80952380952381,38.51429594590299,22,36.86363636363636,30.124230684925024,9,57.0,50.00000000000001,8,50.0,0,1.9280000000000004,54391,18,23,1.0,702.6718434366004,False,0.4292664923035509,4,6.3690000000000015,11544,740,0,0.0,7400.0,False,-0.6019947259862667,0,1.1180000000000003,54289,22,40,1.0,2040.5188185146067,False,0.03931562112214716,0,0.20900000000000002,61066,243,179,1.0,12416.200624538109,False,0.2641468010648676,0,11.000000000000002,-50187.0,396,0,0.0,15251.661194577582,True,-1.5753064260977454,0,0.254,65692,136,375,1.0,16534.53075548969,False,-0.00028027334759606466,0,0.2,90438,0,2,0.0,100.00000000000001,False,0.0008738068112687896,0,0.2,75268,779,244,1.0,35666.775703556596,False,0.029780086626091443,0.625,412688,0.0,0.1,24,0,0,8,1,1.0,5,13,29,198.0,135.0,13,15,29,2488,1.5007738689891994,164.18504300824134
75,29,0,0,0,10.0,20,10.0,22.299144685832108,33,19.78787878787879,37.997580933481444,9,29.22222222222222,30.124230684925024,0,,50.00000000000001,8,50.0,0,1.9280000000000004,54914,18,15,1.0,514.4871702874816,False,0.44046483342846765,15,6.5150000000000015,11054,750,0,0.0,7500.0,False,-0.6134826766925146,0,1.118,54334,27,45,1.0,2311.968048524132,False,0.04271161516549341,0,0.20900000000000002,60631,251,185,1.0,12626.637788837927,False,0.25794988245145273,0,11.000000000000004,-50187.0,396,0,0.0,15047.042049658652,True,-1.5766893616541047,0,0.254,65429,135,385,1.0,16727.50223971613,False,-0.0025310743463360175,0,0.2,90438,0,2,0.0,100.00000000000001,False,0.0008738068112687896,0,0.2,75668,769,246,1.0,35465.533396707346,False,0.03309146985757697,0.625,412468,0.0,0.1,17,0,0,8,1,1.0,6,14,39,217.0,149.0,14,15,39,1486,1.7707547030295245,165.95579771127086
76,39,0,0,0,10.0,20,10.0,22.426920180017266,23,23.565217391304348,36.17049150890466,36,28.77777777777778,30.124230684925024,0,,50.0,11,50.0,0,1.9280000000000004,55188,18,14,1.0,493.9768825202417,False,0.44735094230594824,12,6.620000000000001,10786,760,0,0.0,7600.0,False,-0.6191744340878829,0,1.1180000000000003,54921,28,24,1.0,1496.0455612541953,False,0.04607593025963695,0,0.20900000000000002,60538,253,190,1.0,12546.404192236252,False,0.25544848631298506,0,11.000000000000002,-50187.0,396,0,0.0,14323.514637526245,True,-1.5815793820118529,0,0.254,64393,161,395,1.0,17722.520253479037,False,-0.009809946921606893,0,0.2,90438,0,2,0.0,100.0,False,0.0008738068112687896,0,0.2,76218,759,245,1.0,35114.29108985809,False,0.037232416517482235,0.625,412482,0.0,0.1,20,0,0,12,2,55.164194915254235,10,22,36,345.0,166.0,22,17,36,2160,1.8682028339826502,167.8240005452535
77,36,0,0,0,10.0,20,10.0,24.120726945377324,38,33.26315789473684,34.903721770935114,30,28.0,30.461162600238673,2,58.0,50.00000000000001,6,50.0,23,2.1580000000000004,55576,19,10,1.0,431.2072694537733,False,0.45666180085968744,1,6.618000000000001,10671,769,0,0.0,7690.0,False,-0.6210020626093313,0,1.1180000000000003,54535,45,19,1.0,1748.6034261897466,False,0.04119551483726764,0,0.20900000000000002,60500,254,185,1.0,12583.853171748837,False,0.2550862804343427,0,11.000000000000002,-50187.0,396,0,0.0,13821.873821290304,True,-1.5849697633056887,0,0.254,63669,181,403,1.0,18593.42216843544,False,-0.013710312459884823,0,0.2,90438,0,2,0.0,100.00000000000001,False,0.0008738068112687896,0,0.2,76402,751,249,1.0,35326.33311277925,False,0.04044029417856213,0.625,411791,0.0,0.1,21,0,0,7,3,2.6,10,17,29,254.0,117.0,17,19,29,1806,1.5681286279577762,169.3921291732113
78,29,0,0,0,10.0,20,10.0,22.591395026843102,45,15.155555555555555,34.246354250674536,6,15.166666666666666,30.461162600238673,0,,50.00000000000001,11,50.0,6,2.1950000000000003,55884,19,10,1.0,415.913950268431,False,0.4645037198802698,29,6.907000000000001,9574,779,0,0.0,7790.0,False,-0.6483381634944257,0,1.1180000000000003,54522,56,24,1.0,2087.030623519403,False,0.044130922670569554,0,0.20900000000000002,59922,268,194,1.0,12698.286591824812,False,0.2453002479642296,0,11.000000000000002,-50187.0,396,0,0.0,13561.556283267117,True,-1.5867291410971405,0,0.254,63578,177,413,1.0,18642.064856267963,False,-0.014611618976291088,0,0.2,90438,0,2,0.0,100.00000000000001,False,0.0008738068112687896,0,0.2,76952,741,248,1.0,34971.721486776856,False,0.0445626070788133,0.625,410870,0.0,0.1,19,0,0,2,5,4.375,10,12,25,175.0,81.0,12,17,25,841,1.1400308960000984,170.5321600692114
