index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,11,0,0,0,10.000000000000002,20,10.0,18.30032853742849,16,20.9375,46.007404837406064,0,,5.105968935513192,0,,56.0,10,56.0,4,4.290000000000001,26027,531,0,0.0,5310.000000000001,False,-0.28055785486743423,0,1.298,47129,9,20,1.0,456.00657074856986,False,0.18787476573041065,0,0.623,74728,4,154,1.0,7158.341659110248,False,0.08478217448508903,0,0.29900000000000004,76455,102,236,1.0,12724.381052445537,False,0.1472590705559556,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,10,4.4670000000000005,119463,866,0,0.0,4421.769098154425,False,-0.08308363628153033,0.375,574603,0.0,0.1,9,0,0,5,8,1408.3770028451634,18,23,13,121.0,24.0,8,3,13,512,1.3202423648908734,117.4438735358417
53,13,0,0,0,10.000000000000002,20,10.0,18.777128899544095,11,26.0,46.007404837406064,0,,5.105968935513192,0,,56.0,11,56.0,0,4.286000000000001,25897,544,0,0.0,5440.000000000001,False,-0.28218827601775903,0,1.298,47345,6,19,1.0,416.7654490913378,False,0.19280063020908697,0,0.623,74442,5,164,1.0,7639.100037832315,False,0.08415019351013553,0,0.29900000000000004,76455,92,246,1.0,13045.317448759948,False,0.14948202203139033,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000003,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,11,4.567000000000001,119223,866,0,0.0,4421.769098154425,False,-0.08489224071713271,0.375,574163,0.0,0.1,9,0,0,5,4,4.0,19,24,15,132.0,27.0,9,4,15,486,1.4426332376897335,118.88650677353144
54,15,0,0,0,10.000000000000002,20,10.0,18.20345521653737,33,15.424242424242424,46.007404837406064,0,,5.105968935513192,0,,56.00000000000001,9,56.0,8,4.366000000000001,25625,557,0,0.0,5570.000000000001,False,-0.2873805402964858,6,1.3580000000000003,47622,3,10,1.0,212.03455216537373,False,0.19718105892298618,0,0.623,74292,1,174,1.0,8023.491896925193,False,0.08473472991622594,0,0.29900000000000004,76096,109,256,1.0,13762.072256978525,False,0.14947339726667208,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,9,4.646000000000002,119072,866,0,0.0,4421.769098154425,False,-0.0860301543411992,0.375,573508,0.0,0.1,8,0,0,2,6,6.0,21,23,17,101.0,36.0,8,7,17,523,1.1781739136204123,120.06468068715185
55,17,0,0,0,10.000000000000002,20,10.0,17.877553073530265,28,15.857142857142858,46.007404837406064,0,,5.105968935513192,0,,56.0,13,56.0,0,4.3580000000000005,25515,568,0,0.0,5680.000000000001,False,-0.28876012742368373,18,1.532,47554,2,10,1.0,198.77553073530265,False,0.19530909688132173,0,0.623,74292,0,175,0.1,8051.2958465460615,False,0.08492731271936824,0,0.29900000000000004,75652,127,266,1.0,14508.418927088358,False,0.14849224186549068,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,13,4.767000000000001,118760,866,0,0.0,4421.769098154425,False,-0.08838134010748229,0.2625,572574,0.0,0.1,7,0,0,6,7,6.583333333333334,19,25,18,142.0,30.0,12,5,18,200,1.556687330827117,121.62136801797897
56,18,0,0,0,10.000000000000002,20,10.0,17.20155491042454,28,12.821428571428571,46.007404837406064,0,,5.105968935513192,0,,56.00000000000001,10,56.0,17,4.5280000000000005,25092,578,0,0.0,5780.000000000001,False,-0.298116236486317,1,1.524,47719,2,10,1.0,192.0155491042454,False,0.1993630765934763,0,0.623,73998,5,185,1.0,8597.377669472246,False,0.08463696835629855,0,0.29900000000000004,75587,130,276,1.0,14934.245873479265,False,0.15054127386841992,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,10,4.854000000000001,118572,866,0,0.0,4421.769098154425,False,-0.08979808024870416,0.375,571769,0.0,0.1,8,0,0,4,6,5.090909090909091,21,25,13,113.0,39.0,10,8,13,200,1.433398175984621,123.05476619396359
57,13,0,0,0,10.000000000000002,20,10.0,16.139243605833816,16,3.625,46.007404837406064,0,,5.105968935513192,0,,56.0,12,56.0,16,4.671000000000001,24686,583,0,0.0,5830.000000000001,False,-0.3076730127674518,0,1.5230000000000004,47569,7,20,1.0,392.7848721166763,False,0.19811855509715656,0,0.623,73983,1,195,1.0,8987.583186900016,False,0.08713191562816026,0,0.29900000000000004,75544,130,286,1.0,15256.21945225653,False,0.15217573421984942,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,12,4.964000000000001,118296,866,0,0.0,4421.769098154425,False,-0.0918779753496469,0.375,570879,0.0,0.1,7,0,0,4,10,10.0,14,18,15,50.0,22.0,5,8,15,200,1.063244765624404,124.11801095958799
58,15,0,0,0,10.000000000000002,20,10.0,15.899110480507382,8,10.375,46.007404837406064,0,,5.105968935513192,0,,55.99999999999999,11,56.0,5,4.705000000000001,24496,592,0,0.0,5920.000000000001,False,-0.3113101061027918,0,1.5230000000000004,47537,8,27,1.0,509.2759829736993,False,0.19877688292288992,0,0.6230000000000001,73905,0,199,0.4,9155.473562643807,False,0.08721427377951574,0,0.29900000000000004,75539,125,296,1.0,15605.580641935618,False,0.15452630419560037,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000003,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,11,5.062000000000001,118058,866,0,0.0,4421.769098154425,False,-0.09367150808161925,0.3,570336,0.0,0.1,8,0,0,7,5,5.0,15,22,15,65.0,48.0,8,7,15,278,1.4085698341950774,125.52658079378307
59,15,0,0,0,10.000000000000002,20,10.0,16.14705724476113,35,17.37142857142857,46.007404837406064,0,,5.105968935513192,0,,55.99999999999999,10,56.0,8,4.780000000000001,24263,602,0,0.0,6020.000000000001,False,-0.315900368726014,0,1.5230000000000004,48000,8,10,1.0,241.4705724476113,False,0.2070317627667947,0,0.623,73605,2,209,1.0,9647.841725507391,False,0.08646876671358694,0,0.29900000000000004,75231,138,306,1.0,16306.559780023292,False,0.155114908363163,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,10,5.151000000000002,117860,866,0,0.0,4421.769098154425,False,-0.09516360674099121,0.375,569760,0.0,0.1,15,0,0,8,6,6.0,15,23,20,105.0,48.0,9,6,20,763,1.2773164305835962,126.80389722436666
60,20,0,0,0,10.000000000000002,20,10.0,16.44845660907316,17,19.764705882352942,46.007404837406064,0,,5.105968935513192,0,,55.999999999999986,14,56.0,3,4.802000000000001,24138,610,0,0.0,6100.000000000001,False,-0.3180324579225926,4,1.5630000000000004,48112,10,10,1.0,264.4845660907316,False,0.21012973845650199,0,0.623,73587,0,213,0.4,9799.577230367491,False,0.08727040346854344,0,0.29900000000000004,74913,143,316,1.0,16890.469223717777,False,0.15475410547410046,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,14,5.281000000000001,117498,866,0,0.0,4421.769098154425,False,-0.0978915850980248,0.3,569049,0.0,0.1,7,0,0,6,8,7.166666666666667,15,21,21,100.0,117.0,8,12,21,200,1.327302391640842,128.1311996160075
61,21,0,0,0,10.000000000000002,20,10.0,16.65314775989855,19,18.63157894736842,46.007404837406064,0,,5.105968935513192,0,,55.99999999999998,8,56.0,6,4.859000000000002,23907,623,0,0.0,6230.000000000001,False,-0.3221963027064991,3,1.5890000000000002,48304,7,10,1.0,236.53147759898548,False,0.21459517241827805,0,0.623,73262,3,223,1.0,10309.610722021247,False,0.08630093176071355,0,0.29900000000000004,74884,139,326,1.0,17313.201515620276,False,0.1572804072452123,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000003,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,8,5.347000000000001,117360,866,0,0.0,4421.769098154425,False,-0.09893153264849616,0.375,568518,0.0,0.1,7,0,0,11,6,5.230769230769231,16,27,13,207.0,48.0,15,6,13,200,1.3139499463140965,129.4451495623216
62,13,0,0,0,10.000000000000002,20,10.0,16.596877104599074,44,16.363636363636363,46.007404837406064,0,,5.105968935513192,0,,55.99999999999997,9,56.0,32,5.173000000000001,23451,633,0,0.0,6330.000000000001,False,-0.3323801640454511,2,1.606,48474,7,10,1.0,235.96877104599076,False,0.21885229351400887,0,0.623,72950,5,233,1.0,10802.709712638609,False,0.0853942518226177,0,0.29900000000000004,74476,161,336,1.0,18130.58523920889,False,0.1572899915442454,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,9,5.429000000000001,117191,866,0,0.0,4421.769098154425,False,-0.10020509160523285,0.375,567343,0.0,0.1,8,0,0,11,6,5.166666666666667,13,24,15,115.0,9.0,10,3,15,200,1.4136203899979591,130.85876995231956
63,15,0,0,0,10.0,20,10.0,16.363530219129686,29,14.724137931034482,46.007404837406064,0,,5.105968935513192,0,,55.99999999999997,11,56.0,16,5.301000000000001,23066,642,0,0.0,6420.0,False,-0.3409085208317656,3,1.6340000000000003,48639,8,10,1.0,243.63530219129686,False,0.22308720623813297,0,0.623,72612,8,243,1.0,11310.707617242711,False,0.08423059288544131,0,0.29900000000000004,74387,167,346,1.0,18651.271620337156,False,0.15966359330860927,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,11,5.530000000000001,116972,866,0,0.0,4421.769098154425,False,-0.10185544315272001,0.375,566477,0.0,0.1,7,0,0,9,7,6.230769230769231,15,24,16,96.0,18.0,9,6,16,200,1.2927797390148044,132.15154969133437
64,16,0,0,0,10.0,20,10.0,16.615110505855846,20,19.25,46.007404837406064,0,,5.105968935513192,0,,55.99999999999997,10,56.0,7,5.355000000000001,22847,653,0,0.0,6530.0,False,-0.34502219881104673,3,1.6610000000000003,48824,7,10,1.0,236.15110505855847,False,0.22763377110214655,0,0.623,72326,9,253,1.0,11789.409418416437,False,0.08358436711884717,0,0.29900000000000004,74288,166,356,1.0,19136.74446608863,False,0.16165476101021392,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,10,5.619000000000002,116760,866,0,0.0,4421.769098154425,False,-0.10345304373750211,0.375,565846,0.0,0.1,8,0,0,7,9,8.5,14,21,14,113.0,27.0,7,9,14,434,1.1231316542252898,133.27468134555966
65,14,0,0,0,10.0,20,10.0,17.0615545401723,13,24.153846153846153,46.007404837406064,0,,5.105968935513192,0,,55.99999999999997,9,56.0,1,5.358000000000001,22748,661,0,0.0,6610.0,False,-0.34650211954749544,2,1.6780000000000002,48974,9,10,1.0,260.615545401723,False,0.23170310714879133,0,0.623,72012,12,263,1.0,12304.686126719862,False,0.08280359432252254,0,0.29900000000000004,74288,156,366,1.0,19500.3126787575,False,0.16417299983901187,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,9,5.6990000000000025,116598,866,0,0.0,4421.769098154425,False,-0.10467385173153372,0.375,565421,0.0,0.1,7,0,0,8,5,4.166666666666667,14,22,14,87.0,18.0,8,6,14,200,1.3213782608509064,134.59605960641056
66,14,0,0,0,10.0,20,10.0,16.63598288156027,30,13.833333333333334,46.007404837406064,0,,5.105968935513192,0,,55.99999999999997,8,56.0,15,5.5070000000000014,22298,673,0,0.0,6730.0,False,-0.3562846464494444,5,1.7260000000000002,49175,7,10,1.0,236.3598288156027,False,0.23644066306488581,0,0.6230000000000001,71945,9,273,1.0,12709.745366545898,False,0.08468107392290779,0,0.29900000000000004,73940,169,376,1.0,20110.265325848366,False,0.16357699672966297,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000003,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,8,5.770000000000001,116460,866,0,0.0,4421.769098154425,False,-0.10571379928200508,0.375,564619,0.0,0.1,7,0,0,7,7,6.230769230769231,13,20,16,91.0,21.0,7,7,16,200,1.2263494431972504,135.8224090496078
67,16,0,0,0,10.000000000000002,20,10.0,16.757202357143274,24,17.791666666666668,46.007404837406064,0,,5.105968935513192,0,,55.99999999999998,8,56.0,9,5.5820000000000025,22026,683,0,0.0,6830.000000000001,False,-0.36185316176286153,5,1.7710000000000001,49360,7,10,1.0,237.57202357143274,False,0.24109629547710437,0,0.623,71685,9,283,1.0,13170.910390200206,False,0.0842735561125979,0,0.29900000000000004,73773,173,386,1.0,20657.85427502453,False,0.16505641095366566,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,8,5.8420000000000005,116320,866,0,0.0,4421.769098154425,False,-0.10676881853610647,0.375,563965,0.0,0.1,10,0,0,7,7,7.0,14,21,15,84.0,42.0,7,9,15,460,1.2457352196797729,137.0681442692876
68,15,0,0,0,10.0,20,10.0,16.782545437241467,24,17.000000000000004,46.007404837406064,0,,5.105968935513192,0,,55.99999999999998,9,56.0,10,5.673000000000002,21766,691,0,0.0,6910.0,False,-0.36737151027165327,4,1.8060000000000003,49510,9,10,1.0,257.8254543724147,False,0.2451128183005044,0,0.623,71325,15,293,1.0,13731.907798918599,False,0.08317223183480824,0,0.29900000000000004,73725,171,396,1.0,21088.74758538109,False,0.16737603436478238,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,9,5.924000000000001,116167,866,0,0.0,4421.769098154425,False,-0.10792180386380298,0.375,563294,0.0,0.1,8,0,0,7,7,6.4,14,21,16,112.0,39.0,7,8,16,304,1.1417440390214324,138.20988830830902
69,16,0,0,0,10.0,20,10.0,16.56409730854757,11,12.454545454545455,46.007404837406064,0,,5.105968935513192,0,,55.999999999999986,10,56.0,7,5.7330000000000005,21551,701,0,0.0,7010.0,False,-0.37151027165324707,0,1.802,49510,9,16,1.0,355.0255569367611,False,0.24633187293923242,0,0.623,71260,12,303,1.0,14139.012833436607,False,0.08509158735947332,0,0.29900000000000004,73653,165,406,1.0,21412.08241989721,False,0.1686181890083893,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000003,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,10,6.015000000000001,115983,866,0,0.0,4421.769098154425,False,-0.10930840059776481,0.375,562758,0.0,0.1,9,0,0,8,6,6.0,15,23,15,155.0,33.0,10,6,15,300,1.3442756719887257,139.55416398029774
70,15,0,0,0,10.0,20,10.0,15.500967379101272,27,7.777777777777778,46.007404837406064,0,,5.105968935513192,0,,55.999999999999986,12,56.0,27,5.996000000000001,20895,709,0,0.0,7090.0,False,-0.3869616474778639,0,1.802,49390,11,26,1.0,513.0251518566331,False,0.24530344836401832,0,0.623,71252,6,313,1.0,14493.323518382706,False,0.08743488106156722,0,0.29900000000000004,73451,178,416,1.0,21898.25260584095,False,0.16918733709560546,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,12,6.125,115731,866,0,0.0,4421.769098154425,False,-0.11120743525514731,0.375,561520,0.0,0.1,6,0,0,9,8,8.0,14,23,9,87.0,51.0,8,7,9,200,3.1262150667607784,142.68037904705852
71,9,0,0,0,10.0,20,10.0,15.21778577628169,4,1.0,46.007404837406064,0,,5.105968935513192,0,,55.999999999999986,12,56.0,4,6.009000000000002,20743,716,0,0.0,7160.0,False,-0.38989640554844857,0,1.802,49260,14,36,1.0,687.8402879461408,False,0.2442350852578089,0,0.623,71248,0,323,1.0,14860.391762482159,False,0.08992195106100924,0,0.29900000000000004,73451,168,426,1.0,22155.742471150304,False,0.17097082903535468,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,12,6.2330000000000005,115457,866,0,0.0,4421.769098154425,False,-0.11327225865246002,0.375,560960,0.0,0.1,8,0,0,7,6,6.0,13,20,11,75.0,42.0,5,4,11,200,1.1975807379931211,143.87795978505164
72,11,0,0,0,10.0,20,10.0,16.265889196775206,18,27.0,46.007404837406064,0,,5.105968935513192,0,,55.999999999999986,13,56.0,0,6.005000000000002,20643,726,0,0.0,7260.0,False,-0.39115057566408307,0,1.802,49646,14,28,1.0,595.4448975097057,False,0.2527584831754296,0,0.623,70762,8,333,1.0,15450.59292443042,False,0.08727743862766435,0,0.29900000000000004,73451,158,436,1.0,22629.239002199527,False,0.17425048140385058,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,13,6.351000000000001,115161,866,0,0.0,4421.769098154425,False,-0.11550287078970296,0.375,560464,0.0,0.1,9,0,0,11,4,4.0,11,22,11,106.0,24.0,8,3,11,686,1.5208017928525805,145.39876157790422
73,11,0,0,0,10.0,20,10.0,16.69249583573231,12,23.166666666666668,46.007404837406064,0,,5.105968935513192,0,,55.999999999999986,13,56.0,0,6.005000000000003,20523,738,0,0.0,7380.0,False,-0.39265557980284443,0,1.802,49844,12,26,1.0,554.0048917290401,False,0.2572052686649239,0,0.623,70744,0,343,1.0,15780.539859230279,False,0.0893134488150933,0,0.29900000000000004,73191,158,446,1.0,23156.71689952881,False,0.17430227672246254,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,13,6.468000000000002,114861,866,0,0.0,4421.769098154425,False,-0.11776362633420592,0.375,559964,0.0,0.1,9,0,0,7,4,4.0,15,22,12,128.0,3.0,10,1,12,478,1.2216594982892275,146.62042107619345
74,12,0,0,0,10.0,20,10.0,16.667586210396927,20,16.45,46.007404837406064,0,,5.105968935513192,0,,55.99999999999998,8,56.0,9,6.0950000000000015,20272,747,0,0.0,7470.0,False,-0.39782276067925854,0,1.802,50020,13,25,1.0,546.6896552599231,False,0.26152820196227355,0,0.6230000000000001,70729,0,348,0.5,16010.57688341731,False,0.09069899624182555,0,0.29900000000000004,72877,163,456,1.0,23696.193158151862,False,0.17368912102007197,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000003,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,8,6.535000000000001,114721,866,0,0.0,4421.769098154425,False,-0.11881864558830732,0.3125,559420,0.0,0.1,7,0,0,6,5,5.0,15,21,13,105.0,12.0,8,4,13,486,1.2121039163321257,147.83252499252558
75,13,0,0,0,10.0,20,10.0,17.131900421212233,20,21.2,46.007404837406064,0,,5.105968935513192,0,,55.999999999999986,10,56.0,4,6.126000000000001,20076,759,0,0.0,7590.0,False,-0.40123410339378435,0,1.802,50356,11,19,1.0,435.5061080030324,False,0.268561794316139,0,0.623,70313,6,358,1.0,16573.442334318643,False,0.0888348479249633,0,0.29900000000000004,72869,157,466,1.0,24129.15902036155,False,0.1765772162602792,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,10,6.627000000000002,114518,866,0,0.0,4421.769098154425,False,-0.12034842350675433,0.375,558933,0.0,0.1,10,0,0,9,5,5.0,14,23,14,118.0,12.0,9,4,14,616,1.2209182670339942,149.05344325955957
76,14,0,0,0,10.0,20,10.0,17.950719864934577,38,21.736842105263158,46.007404837406064,0,,5.105968935513192,0,,55.999999999999986,8,56.0,7,6.192000000000002,19838,769,0,0.0,7690.0,False,-0.40594978302857,12,1.9220000000000002,50780,11,10,1.0,289.50719864934575,False,0.27736608220645326,0,0.623,69845,14,368,1.0,17182.035058274516,False,0.08656707619290534,0,0.29900000000000004,72511,167,476,1.0,24897.29492004936,False,0.1769383332182344,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,8,6.697000000000001,114386,866,0,0.0,4421.769098154425,False,-0.12134315594633564,0.375,558161,0.0,0.1,8,0,0,11,9,8.538461538461538,15,26,17,123.0,30.0,11,3,17,538,1.4733061287552118,150.52674938831478
77,17,0,0,0,10.0,20,10.0,18.02691141576623,50,18.319999999999997,46.007404837406064,0,,5.105968935513192,0,,55.999999999999986,8,56.0,14,6.325000000000001,19415,782,0,0.0,7820.0,False,-0.4149296410565129,26,2.1700000000000004,50920,8,10,1.0,260.2691141576623,False,0.2805110632121512,0,0.623,68973,44,378,1.0,18183.983130833207,False,0.08142728698265056,0,0.29900000000000004,72467,167,486,1.0,25370.092957412307,False,0.17960361947034992,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000003,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,0,2.7560000000000007,137114,0,0,0.0,0.0,False,0.03327078576326875,8,6.769000000000001,114254,866,0,0.0,4421.769098154425,False,-0.12233788838591694,0.375,556830,0.0,0.1,8,0,0,12,9,8.444444444444445,15,27,13,162.0,53.0,12,5,13,200,1.3159345285966992,151.84268391691148
78,13,0,0,0,10.0,20,10.0,17.521385911021483,12,8.333333333333334,46.007404837406064,0,,5.105968935513192,0,,55.999999999999986,14,56.0,10,6.411000000000001,19085,797,0,0.0,7970.0,False,-0.4213259086462488,0,2.144,50920,3,18,1.0,345.38494639838666,False,0.281578560543788,0,0.623,68968,39,388,1.0,18534.20712744339,False,0.08378383315169904,0,0.29900000000000004,72372,164,496,1.0,25693.18008876093,False,0.18052544148365315,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,3,2.786000000000001,137081,0,0,0.0,0.0,False,0.03302210265337342,11,6.871,114016,866,0,0.0,4421.769098154425,False,-0.1241314211178893,0.375,556129,0.0,0.1,8,0,0,6,7,7.0,7,13,16,79.0,36.0,6,7,16,250,1.07396231405437,152.91664623096585
79,16,0,0,0,10.0,20,10.0,17.131900896557816,5,1.0,46.007404837406064,0,,5.105968935513192,0,,55.999999999999986,20,56.0,5,6.451000000000003,18855,810,0,0.0,8100.0,False,-0.42546467002784255,0,2.144,50850,0,28,1.0,479.69322510361883,False,0.28150717667624375,0,0.623,68963,34,398,1.0,18893.43175577058,False,0.08620272179042335,0,0.29900000000000004,72372,154,506,1.0,25918.05958579737,False,0.18208305917822715,0,0.2,93687,0,0,0.0,0.0,False,0.0,0,9.812000000000001,-62034.61111111111,638,0,0.0,29352.724286265067,True,-1.5054943478602003,9,2.8730000000000007,136911,0,0,0.0,0.0,False,0.03174100784482174,11,6.9700000000000015,113779,866,0,0.0,4421.769098154425,False,-0.12591741799804665,0.375,555417,0.0,0.1,8,0,0,6,8,8.0,8,14,17,89.0,57.0,7,9,17,200,1.3369360640645027,154.25358229503036
