index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,33,0,0,0,10.000000000000002,20,10.0,24.02178756408622,47,23.53191489361702,24.425872481684,59,24.796610169491526,51.656650937188225,2,65.0,49.99999999999999,11,50.0,8,3.889000000000001,54022,19,10,1.0,430.21787564086225,False,0.14984648684136687,0,0.4070000000000001,53539,12,24,1.0,696.5229015380693,False,0.14242959254529539,57,11.741000000000001,9260.0,788,0,0.0,18929.168600499943,False,-0.7095342470177157,0,0.2,63827,157,137,1.0,7117.7651775522445,False,0.04532580337515698,0,0.281,85342,349,227,1.0,20250.689258849445,False,0.055972929412818985,0,0.254,88782,347,175,1.0,17515.691665152284,False,0.07889705257973548,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,4.801000000000001,90672,578,0,0.0,29857.544241694795,False,-0.20983529286127775,0.625,579088,0.0,0.0,16,0,0,11,8,7.8,16,27,38,154.0,78.0,12,21,38,1226,1.6662925399723463,182.91678161302116
55,38,0,0,0,10.000000000000002,20,10.0,24.212370518118473,42,25.476190476190474,24.425872481684,0,,51.656650937188225,0,,49.99999999999999,13,50.0,22,4.101000000000001,54160,18,10,1.0,422.12370518118473,False,0.15268633747992527,0,0.4070000000000001,53679,13,24,1.0,711.0968924348433,False,0.14555213055645488,0,11.684000000000003,8600.0,814,0,0.0,19708.869601748436,False,-0.7137249503463294,0,0.2,63417,163,147,1.0,7537.219649260858,False,0.0422190652865232,0,0.281,85342,339,237,1.0,20522.997043404488,False,0.05747893992392456,0,0.254,88782,337,185,1.0,17787.999449707328,False,0.08040306309084105,0,0.2,133644,0,0,0.0,0.0,False,0.0,13,4.920000000000001,90384,578,0,0.0,29857.544241694795,False,-0.2119902717604427,0.625,578008,0.0,0.0,10,0,0,9,9,9.0,19,28,44,150.0,87.0,12,26,44,710,1.8303698999807239,184.74715151300188
56,44,0,0,0,10.000000000000002,20,10.0,24.283809513783215,19,25.36842105263158,24.431001138098246,3,25.0,51.656650937188225,0,,49.999999999999986,10,50.0,0,4.079000000000001,54222,20,13,1.0,515.6895236791818,False,0.1549925748232862,0,0.4070000000000001,53899,11,22,1.0,644.2438093032307,False,0.1495075559085758,3,11.714000000000002,8285.0,826,0,0.0,20058.426658384935,False,-0.7159001407112113,0,0.2,63235,160,157,1.0,7721.076700886739,False,0.040821828469275415,0,0.281,85342,329,247,1.0,20796.992155919816,False,0.05899428227858358,0,0.254,88707,330,195,1.0,18135.277308324126,False,0.08149411720510646,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,5.0070000000000014,90204,578,0,0.0,29857.544241694795,False,-0.2133371335724208,0.625,577538,0.0,0.0,9,0,0,8,5,5.0,22,30,44,206.0,141.0,14,30,44,682,1.9427452079835348,186.68989672098542
57,44,0,0,0,10.000000000000002,20,10.0,24.022174522216634,18,20.0,24.55073027369879,16,26.812499999999996,51.924242667270406,2,72.0,49.99999999999999,6,50.0,0,4.079000000000001,54082,24,23,1.0,792.5100140109826,False,0.15495887144110523,0,0.4070000000000001,54199,7,14,1.0,406.3104433110329,False,0.15334552824218264,7,11.781,7825.0,839,0,0.0,20154.604424139758,False,-0.7222899259731032,0,0.2,63543,155,158,1.0,7602.452434187988,False,0.044679607487807055,0,0.281,85009,333,256,1.0,21467.99930396292,False,0.05902197453716482,0,0.254,88755,322,204,1.0,18497.880652254174,False,0.08403044372810836,0,0.2,133644,0,0,0.0,0.0,False,0.0,6,5.057000000000001,89976,580,0,0.0,30116.060747016836,False,-0.21407597517652557,0.625,577033,0.0,0.0,14,0,0,22,6,6.0,17,39,40,340.0,90.0,22,22,40,1037,2.0596174100064673,188.74951413099188
58,40,0,0,0,10.000000000000002,20,10.0,23.799036587180847,14,19.571428571428573,24.307682692255227,15,19.666666666666668,51.672608530185286,17,49.64705882352941,49.99999999999999,8,50.0,0,4.079000000000001,54032,23,28,1.0,896.3730244410638,False,0.1549998200559803,0,0.4070000000000001,54323,8,15,1.0,436.9855488077127,False,0.1562995351693667,11,11.884000000000002,7363.0,848,0,0.0,20181.583025929358,False,-0.7292474634995552,0,0.2,63655,150,164,1.0,7556.315449606984,False,0.04605916053616729,0,0.281,85235,328,262,1.0,21511.14335796826,False,0.06176039110891993,0,0.254,89078,322,201,1.0,18213.268141473425,False,0.08602911357236392,0,0.2,133644,0,0,0.0,0.0,False,0.0,8,5.131000000000001,89006,597,0,0.0,30848.547292520616,False,-0.2185936245079442,0.625,576336,0.0,0.0,15,0,0,8,6,6.0,19,27,39,200.0,100.0,12,28,39,1470,1.7002007380360737,190.44971486902796
59,39,0,0,0,10.000000000000002,20,10.0,23.90728546484945,13,26.0,25.097844976822092,27,33.03703703703704,53.589013872959306,13,74.0,49.99999999999999,9,50.0,0,4.079000000000001,54228,22,27,1.0,865.4967075509352,False,0.15882779693814725,0,0.4070000000000001,54265,9,23,1.0,639.8675656915374,False,0.15722050038893706,6,11.933000000000002,7198.0,850,0,0.0,20321.192645122035,False,-0.7307241821394729,0,0.2,64188,151,153,1.0,7449.970386646048,False,0.053502500516924546,0,0.281,85291,340,260,1.0,22466.41089908893,False,0.06766296248680369,0,0.254,89092,317,210,1.0,19209.709770974056,False,0.09169483431025287,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,5.213000000000002,87889,610,0,0.0,32689.298462505176,False,-0.22006487959614662,0.625,575795,0.0,0.0,13,0,0,7,6,6.0,21,28,44,172.0,104.0,11,28,44,2319,1.9055680750170723,192.35528294404503
60,44,0,0,0,10.000000000000002,20,10.0,23.316788598993238,52,20.615384615384617,25.358816397905187,50,26.76,53.99276322393355,5,65.0,50.0,7,50.0,10,4.179000000000001,54715,19,10,1.0,423.1678859899324,False,0.1644636083655571,0,0.4070000000000001,54420,12,18,1.0,539.7021947818783,False,0.15944478571500215,34,12.267,6220.0,868,0,0.0,20238.972503926132,False,-0.746533161889379,0,0.2,64161,175,147,1.0,7808.184015315879,False,0.05586206266533158,0,0.281,85566,332,265,1.0,22727.209298446913,False,0.07214711968346986,0,0.254,87804,355,220,1.0,20880.787730521723,False,0.08669012206201802,0,0.2,133644,0,0,0.0,0.0,False,0.0,7,5.274000000000002,87460,615,0,0.0,33205.54938271913,False,-0.22134345955404236,0.625,573990,0.0,0.0,16,0,0,9,9,8.555555555555555,19,28,44,161.0,126.0,13,31,44,1900,2.1084718619822524,194.46375480602728
61,44,0,0,0,10.000000000000002,20,10.0,23.047575384604542,5,9.0,25.31584562682449,1,13.0,56.42999078429925,21,71.19047619047619,50.0,9,50.0,0,4.169000000000001,54670,18,15,1.0,525.7136307690681,False,0.16459659554759554,0,0.4070000000000001,54310,13,28,1.0,775.3321107689271,False,0.1596104656741602,0,12.233,6220.0,868,0,0.0,20005.29543383674,False,-0.7483456236516758,0,0.2,64129,170,156,1.0,7867.359733167393,False,0.055824644244596947,0,0.281,86001,322,269,1.0,23331.369812813984,False,0.0803000310419215,0,0.254,88851,346,215,1.0,20891.73060550561,False,0.09833160377794646,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,5.357000000000002,85819,636,0,0.0,35889.47413881432,False,-0.22358102818377812,0.625,573644,0.0,0.0,15,0,0,17,3,3.0,19,36,43,278.0,114.0,19,25,43,1753,2.1403602340142243,196.6041150400415
62,43,0,0,0,10.000000000000002,20,10.0,22.974782896646357,23,22.217391304347824,24.813807908459786,11,13.0,57.60795061781811,13,69.6923076923077,49.99999999999999,11,50.0,0,4.169000000000001,54783,16,16,1.0,527.5965263463418,False,0.1670121957890388,0,0.4070000000000001,54508,15,24,1.0,701.3947895195125,False,0.16302438878839404,6,12.293000000000001,6107.0,868,0,0.0,19942.111554289037,False,-0.75058861105199,0,0.2,63688,183,161,1.0,8199.40834334831,False,0.051559074393058936,0,0.281,86237,317,275,1.0,23708.163526881734,False,0.08499432304402159,0,0.254,89378,342,216,1.0,20929.63963814196,False,0.10437045603848132,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,5.458000000000001,84706,649,0,0.0,37387.55995096396,False,-0.22630436102270232,0.625,573051,0.0,0.0,17,0,0,16,7,7.0,21,37,39,300.0,91.0,21,22,39,1687,1.9350715960026719,198.53918663604418
63,39,0,0,0,10.0,20,10.0,22.857386935382028,2,9.0,24.765363654602837,1,13.0,58.091039468729484,4,74.0,50.0,11,50.0,0,4.169000000000001,54721,14,24,1.0,688.5772864491687,False,0.16740419858857697,0,0.4070000000000001,54388,17,34,1.0,947.1511558029889,False,0.1630854073205176,1,12.297000000000002,6090.0,868,0,0.0,19840.2118599116,False,-0.7516426853754685,0,0.2,63670,175,171,1.0,8234.91989862894,False,0.05155528588536956,0,0.281,86237,307,285,1.0,24158.91289055097,False,0.08748721277418216,0,0.254,89661,333,222,1.0,21143.07685904069,False,0.10868116882011725,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,5.557000000000001,84201,653,0,0.0,37933.44877308035,False,-0.22804073219493443,0.625,572612,0.0,0.0,11,0,0,10,6,6.0,20,30,39,185.0,87.0,13,26,39,514,1.6457590800127946,200.18494571605697
64,39,0,0,0,10.0,20,10.0,22.857994058232812,15,22.866666666666667,25.7292802430248,39,31.153846153846153,59.896790460502665,25,68.72,50.0,8,50.0,0,4.1690000000000005,54619,16,32,1.0,891.45580986345,False,0.1673923107322971,0,0.4070000000000001,54633,15,31,1.0,858.5978158052171,False,0.16734081510955517,15,12.446000000000002,5958.0,868,0,0.0,19840.73884254608,False,-0.7536862524622574,0,0.2,64191,180,157,1.0,8153.9359286368,False,0.05900918286669159,0,0.281,86679,335,271,1.0,24851.33909620953,False,0.09620570916084777,0,0.254,89722,324,231,1.0,22172.44539511615,False,0.1150488645520598,0,0.2,133644,0,0,0.0,0.0,False,0.0,8,5.626000000000001,82355,678,0,0.0,40610.02393222081,False,-0.2318397236979557,0.625,571801,0.0,0.0,13,0,0,14,7,7.0,16,30,42,172.0,119.0,13,26,42,3125,4.202390601043589,204.38733631710056
65,42,0,0,0,10.0,20,10.0,23.15168358672874,29,25.24137931034483,25.674795414744818,1,13.0,58.31256455463151,9,35.0,50.00000000000001,8,50.0,0,4.169000000000001,54691,17,35,1.0,980.3089255355059,False,0.16986059621293118,0,0.4070000000000001,55093,14,19,1.0,579.8819881478461,False,0.17413854425732833,1,12.441000000000003,5484.0,886,0,0.0,20512.391657841665,False,-0.7558296750291507,0,0.2,63916,181,167,1.0,8478.145563460286,False,0.057257892493952245,0,0.281,86666,326,281,1.0,24755.813945058264,False,0.09553360881932962,0,0.254,90037,314,232,1.0,21590.400736904383,False,0.11531408373745608,0,0.2,133644,0,0,0.0,0.0,False,0.0,8,5.698,81908,687,0,0.0,40060.73184903184,False,-0.2372394875601155,0.625,571439,0.0,0.0,12,0,0,12,5,5.0,18,30,37,185.0,122.0,13,29,37,1247,1.9508093259646557,206.33814564306522
66,37,0,0,0,10.0,20,10.0,23.24667329103545,36,23.805555555555557,25.516444255294505,18,23.666666666666668,57.50707046914921,5,37.0,50.0,14,50.0,0,4.1690000000000005,55046,14,27,1.0,767.6601788579571,False,0.17513261017678938,0,0.4070000000000001,55395,17,11,1.0,425.71340620138994,False,0.17890683930337078,2,12.46,5042.0,902,0,0.0,20968.499308513976,False,-0.7591485223650877,0,0.2,63866,191,161,1.0,8548.262123690187,False,0.05702610855431086,0,0.281,86253,333,291,1.0,25231.533443535493,False,0.09359636667257791,0,0.254,90209,305,237,1.0,21411.691199053188,False,0.11622823010968839,0,0.2,133644,0,0,0.0,0.0,False,0.0,14,5.830000000000001,81401,692,0,0.0,39794.89276465125,False,-0.24202772752741894,0.625,570856,0.0,0.0,15,0,0,11,7,7.0,15,26,48,146.0,95.0,10,27,48,1642,1.8832564399926923,208.2214020830579
67,48,0,0,0,10.000000000000002,20,10.0,23.513727133098353,32,25.375,25.455814361623883,1,13.0,58.05085305290222,5,71.0,50.0,13,50.0,0,4.169000000000001,55476,11,17,1.0,509.733361262672,False,0.18151469568215,1,0.4170000000000001,55556,20,10,1.0,435.1372713309836,False,0.18241999269998285,1,12.468000000000002,4463.0,924,0,0.0,21726.683870982877,False,-0.7622495976748039,0,0.2,63616,191,171,1.0,8844.06613825947,False,0.055442309957957035,0,0.281,86240,324,301,1.0,25720.990622089706,False,0.09615953754736752,0,0.254,90564,295,242,1.0,21557.77167548138,False,0.12096282188039297,0,0.2,133644,0,0,0.0,0.0,False,0.0,13,5.9460000000000015,80767,697,0,0.0,40461.44457787285,False,-0.24427791529035034,0.625,570326,0.0,0.0,11,0,0,13,7,6.083333333333333,23,36,45,265.0,127.0,19,29,45,1055,2.065115643956233,210.28651772701414
68,45,0,0,0,10.0,20,10.0,23.856230346049507,46,25.565217391304348,25.39244700366813,30,25.0,58.372218689173465,3,70.33333333333333,50.0,8,50.0,3,4.199000000000001,55773,15,10,1.0,388.56230346049506,False,0.1865267686771025,16,0.5760000000000001,55810,16,10,1.0,398.56230346049506,False,0.1874171839922459,30,12.767,3725.0,947,0,0.0,22591.850137708883,False,-0.7669873872416474,0,0.2,63028,204,181,1.0,9462.70389825803,False,0.051119259573234994,0,0.281,86303,314,310,1.0,26068.61615279557,False,0.09877894495335292,0,0.254,89962,315,250,1.0,22591.67547844883,False,0.12002209717416146,0,0.2,133644,0,0,0.0,0.0,False,0.0,8,6.013000000000002,80436,700,0,0.0,40860.55308242142,False,-0.24526146672345403,0.625,568681,0.0,0.0,11,0,0,7,7,5.530769230769231,23,30,39,188.0,135.0,14,31,39,661,1.96302588499384,212.24954361200798
69,39,0,0,0,10.0,20,10.0,23.963019015848865,13,26.0,27.051198110418436,36,36.0,59.974608552554336,14,71.78571428571429,50.0,8,50.0,0,4.1960000000000015,55673,15,20,1.0,629.2603803169773,False,0.1869581757119822,3,0.5900000000000001,55985,16,10,1.0,399.63019015848863,False,0.19113856759904277,0,12.737,3387.0,960,0,0.0,23004.49825521491,False,-0.7690300147740218,0,0.2,64324,194,155,1.0,8841.761396189537,False,0.06640730792527255,0,0.281,86953,304,311,1.0,26875.667485411606,False,0.11043208758952072,0,0.254,89021,341,255,1.0,24517.983736554044,False,0.12026714599839639,0,0.2,133644,0,0,0.0,0.0,False,0.0,8,6.085000000000002,79311,714,0,0.0,42821.870506523795,False,-0.24634150988250955,0.625,568298,0.0,0.0,13,0,0,12,5,4.230769230769231,19,31,37,200.0,87.0,16,23,37,2501,1.9083481730194762,214.15789178502746
70,37,0,0,0,10.0,20,10.0,24.01342394544776,12,25.0,27.285624182311167,5,37.0,62.78360579465301,29,73.0,50.00000000000001,10,50.0,0,4.1960000000000015,55893,13,18,1.0,562.2416310180597,False,0.19091184497252492,0,0.5870000000000002,55865,18,20,1.0,660.2684789089551,False,0.19135733722263515,0,12.737000000000002,3087.0,972,0,0.0,23341.04807497522,False,-0.7710734047299639,0,0.2,64509,184,160,1.0,8784.169875132175,False,0.06883043152094333,0,0.281,89070,294,292,1.0,26354.786401638165,False,0.1309676595929418,0,0.254,88836,336,265,1.0,25805.625260839603,False,0.12534220392690604,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,6.177000000000001,77013,743,0,0.0,46648.21910542719,False,-0.249220993439933,0.625,567917,0.0,0.0,11,0,0,17,4,4.0,17,34,42,258.0,72.0,18,19,42,2802,2.178905695967842,216.3367974809953
71,42,0,0,0,10.0,20,10.0,24.139165640379236,22,25.40909090909091,27.887351117605895,17,34.64705882352941,63.20480315550243,5,73.4,50.0,10,50.0,0,4.196000000000001,56047,11,19,1.0,568.6441471672055,False,0.19424456896655856,0,0.5870000000000002,56070,20,17,1.0,610.3658158864471,False,0.19517443464867223,1,12.747000000000002,2745.0,985,0,0.0,23777.078155773546,False,-0.7729967256470779,0,0.2,64851,183,154,1.0,8712.119384300708,False,0.07357687534360823,0,0.281,88494,300,302,1.0,27454.055888243507,False,0.13067603110513298,0,0.254,89190,327,270,1.0,26184.460667442785,False,0.13135299626933086,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,6.267000000000002,76477,748,0,0.0,47277.19276031582,False,-0.25087848028974064,0.625,567518,0.0,0.0,13,0,0,13,4,4.0,12,25,40,258.0,108.0,18,24,40,1702,2.4014544800156727,218.73825196101097
72,40,0,0,0,10.0,20,10.0,24.10003018407494,26,23.76923076923077,27.920831058171515,16,28.3125,63.41222576705675,6,67.33333333333333,50.00000000000001,11,50.0,0,4.196000000000001,56220,13,16,1.0,515.600482945199,False,0.1973499595385232,0,0.5870000000000002,56315,18,14,1.0,517.4004225770491,False,0.19938307386818724,6,12.806000000000001,2368.0,996,0,0.0,24003.630063338638,False,-0.7770877539142883,0,0.2,64878,188,154,1.0,8830.613657564501,False,0.07491478699401609,0,0.281,88124,300,312,1.0,28160.863756773164,False,0.1304924605217139,0,0.254,89511,323,274,1.0,26393.378291962952,False,0.13605903465419136,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,6.367000000000002,75853,754,0,0.0,47812.81822836079,False,-0.2535436748811739,0.625,566913,0.0,0.0,16,0,0,13,7,7.0,12,25,35,264.0,96.0,18,22,35,1592,1.9588618769776076,220.69711383798858
73,35,0,0,0,10.0,20,10.0,24.14266575939123,11,25.0,28.026960661123326,22,28.90909090909091,63.738704396208675,8,68.125,50.00000000000001,7,50.0,0,4.196000000000001,56100,15,26,1.0,777.7093097441721,False,0.19758431713354288,0,0.5870000000000002,56510,16,13,1.0,473.85465487208603,False,0.2030555518971368,7,12.870000000000001,1968.0,1007,0,0.0,24311.66441970697,False,-0.7809035708325036,0,0.2,65418,178,149,1.0,8473.411643679014,False,0.08052100120748806,0,0.281,87719,306,320,1.0,28972.635369090516,False,0.1305022585037138,0,0.254,89825,319,278,1.0,26659.96027304435,False,0.14100656073669274,0,0.2,133644,0,0,0.0,0.0,False,0.0,7,6.426,75205,762,0,0.0,48568.89274991101,False,-0.25556368879294616,0.625,566389,0.0,0.0,14,0,0,13,6,6.0,11,24,36,199.0,116.0,15,20,36,1560,1.8853555470122956,222.58246938500088
74,36,0,0,0,10.0,20,10.0,24.14576390569114,23,24.17391304347826,27.30531286715522,10,14.0,64.14782964457649,10,68.4,50.00000000000001,10,50.0,0,4.196000000000001,56596,11,13,1.0,423.8949307739848,False,0.20434920107246266,0,0.5870000000000002,56370,20,23,1.0,755.3525698308962,False,0.20307143006880468,5,12.913000000000002,1788.0,1011,0,0.0,24411.367308653742,False,-0.7829225047417648,0,0.2,65032,187,154,1.0,8720.276031906147,False,0.0764479091578721,0,0.281,87904,306,325,1.0,29203.470371836855,False,0.1338252036448331,0,0.254,90184,309,283,1.0,26591.17746536611,False,0.14459708576418923,0,0.2,133644,0,0,0.0,0.0,False,0.0,10,6.519000000000001,74359,772,0,0.0,49522.12448561305,False,-0.2583276298015135,0.625,565877,0.0,0.0,15,0,0,12,4,4.0,14,26,35,216.0,54.0,18,18,35,1510,1.9719925349927507,224.55446191999363
75,35,0,0,0,10.0,20,10.0,24.464733692061863,31,26.612903225806452,27.803555465214824,11,35.72727272727273,64.14782964457649,0,,50.0,9,50.0,0,4.196000000000001,56808,11,11,1.0,379.1120706126805,False,0.20836897189481102,0,0.5870000000000002,56783,20,14,1.0,542.506271688866,False,0.20957097110060488,1,12.918000000000001,1771.0,1011,0,0.0,24733.845762674544,False,-0.7806849888102309,0,0.2,64587,208,154,1.0,9370.41214959195,False,0.07458746082768641,0,0.281,87701,302,335,1.0,29886.196681428002,False,0.13535565100837327,0,0.254,89994,304,293,1.0,27247.59494728622,False,0.1461258251423353,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,6.599000000000001,74209,772,0,0.0,49522.12448561305,False,-0.2594500146448286,0.625,565497,0.0,0.0,12,0,0,11,5,5.0,3,14,34,203.0,63.0,14,21,34,1405,1.6656376589671709,226.2200995789608
76,34,0,0,0,10.0,20,10.0,24.518305310780047,24,25.0,27.43916012550187,25,25.0,63.95153833870931,18,62.833333333333336,50.0,8,50.0,1,4.206000000000001,57007,9,10,1.0,335.18305310780045,False,0.21212218886459117,0,0.5870000000000002,56963,22,12,1.0,514.2196637293605,False,0.2130871935352601,25,13.167,1646.0,1011,0,0.0,24788.00666919863,False,-0.7822039691207602,0,0.2,63987,222,164,1.0,9943.086039575479,False,0.06972175198231173,0,0.281,88832,292,327,1.0,28924.38779340449,False,0.14254641672328738,0,0.254,89369,319,303,1.0,28130.40819666402,False,0.1440950822207573,0,0.2,133644,0,0,0.0,0.0,False,0.0,8,6.670000000000002,72961,790,0,0.0,50521.71528758036,False,-0.2650485046557258,0.625,564409,0.0,0.0,12,0,0,7,5,4.083333333333333,8,15,38,231.0,82.0,15,19,38,1631,1.506391695002094,227.7264912739629
77,38,0,0,0,10.0,20,10.0,24.637352753878982,35,25.37142857142857,27.351960097043232,23,26.695652173913043,63.22834133326086,2,24.0,50.00000000000001,13,50.0,12,4.325000000000002,57245,5,10,1.0,296.37352753878986,False,0.21675648760349794,1,0.5970000000000002,57140,26,10,1.0,506.37352753878986,False,0.21675648760349794,10,13.242000000000003,823.0,1035,0,0.0,25499.660100264748,False,-0.7894510106395449,0,0.2,64206,223,161,1.0,9897.795239738974,False,0.07276770941718613,0,0.281,88832,282,337,1.0,29021.2037766751,False,0.14308186189495892,0,0.254,88803,332,311,1.0,28744.86490686248,False,0.14123278566296024,0,0.2,133644,0,0,0.0,0.0,False,0.0,13,6.792000000000002,72628,792,0,0.0,50076.8463359426,False,-0.2692045795698176,0.625,563321,0.0,0.0,11,0,0,10,10,8.167832167832168,7,17,39,207.0,89.0,17,21,39,742,1.6186958239995874,229.34518709796248
78,39,0,0,0,10.0,20,10.0,24.93402147931158,45,26.42222222222222,26.61717945743215,40,23.375,63.57575108782198,6,69.33333333333333,50.00000000000001,9,50.0,16,4.473000000000002,57459,5,10,1.0,299.3402147931158,False,0.22132481306359175,9,0.6860000000000002,57364,26,10,1.0,509.3402147931158,False,0.22153681671005448,40,13.632000000000003,-917.0,1067,0,0.0,26604.600918425454,False,-0.8078726039461913,0,0.2,63868,226,171,1.0,10186.626541545314,False,0.06976472559525723,0,0.281,88669,292,343,1.0,29578.699024693127,False,0.14436215682797315,0,0.254,88447,342,319,1.0,29383.739971457006,False,0.14082836490236925,0,0.2,133644,0,0,0.0,0.0,False,0.0,9,6.8690000000000015,72066,798,0,0.0,50733.449368081936,False,-0.27095324381161173,0.625,560600,0.0,0.0,8,0,0,6,9,7.759034337981706,9,15,32,199.0,92.0,15,24,32,616,1.3929050070000812,230.73809210496256
79,32,0,0,0,10.0,20,10.0,24.9958381027294,15,26.0,26.005303840840146,42,23.166666666666668,64.37317676687817,25,67.4,50.000000000000014,8,50.0,0,4.457000000000002,57349,6,20,1.0,559.916762054588,False,0.22175493186260672,5,0.7270000000000001,57559,25,10,1.0,499.958381027294,False,0.22557143866763435,32,13.912000000000003,-7032.0,1082,0,0.0,27045.496827153213,False,-0.8993120437208891,0,0.2,64118,216,171,1.0,9846.007986973214,False,0.07100093065100843,0,0.281,89229,301,338,1.0,29585.730203297706,False,0.15059525370434654,0,0.254,88599,355,319,1.0,29766.92625213239,False,0.14462887968925192,0,0.2,133644,0,0,0.0,0.0,False,0.0,8,6.940000000000001,70255,823,0,0.0,52979.12447914074,False,-0.27610246446102804,0.625,553721,0.0,0.0,12,0,0,15,9,40.55244755244755,3,18,44,223.0,69.0,18,14,44,2135,1.7933927309932187,232.53148483595578
80,44,0,0,0,10.0,20,10.0,24.73991306127272,17,21.235294117647058,25.334282736672158,39,21.666666666666668,65.25940469919435,13,72.61538461538461,50.00000000000001,7,50.0,0,4.457000000000001,57247,8,28,1.0,772.7175657156362,False,0.22184822198600387,5,0.772,57713,23,10,1.0,477.39913061272716,False,0.2285971626556926,10,13.980000000000002,-37945.0,1095,0,0.0,27090.204802093627,False,-1.3785042442130986,0,0.2,64807,210,152,1.0,9046.19271884144,False,0.07548548584358267,0,0.281,88780,326,344,1.0,30708.211388677977,False,0.15183675704689886,0,0.254,89147,349,320,1.0,29724.674178840774,False,0.15045668022852637,0,0.2,133644,0,0,0.0,0.0,False,0.0,7,7.002000000000002,69210,836,0,0.0,54556.86232852648,False,-0.2780189820398728,0.625,522603,0.0,0.0,14,0,0,12,8,159.50444444444443,11,23,40,328.0,71.0,23,21,40,1887,2.038499133021105,234.56998396897689
81,40,0,0,1,10.0,20,10.0,24.73991306127272,0,,25.334282736672158,0,,65.30257409286044,1,70.0,50.00000000000001,11,50.0,0,4.457000000000002,57127,10,38,1.0,1040.1166963283633,False,0.2221386577659942,2,0.7870000000000001,57591,21,22,1.0,754.2780873479999,False,0.2289456855916809,0,13.970000000000002,-53907.083333333336,1095,0,0.0,27090.204802093627,True,-1.6261166066686292,0,0.2,64807,200,162,1.0,9052.136415595432,False,0.07553158674295282,0,0.281,88780,316,354,1.0,31122.744573661,False,0.15412935156382254,0,0.254,89217,339,329,1.0,30072.868724282947,False,0.15315666222904722,0,0.2,133644,0,0,0.0,0.0,False,0.0,11,7.105000000000001,68933,837,0,0.0,54658.25451572419,False,-0.279712315870057,0.625,560099,0.0,0.1,10,0,0,7,8,312.2919337606837,7,14,36,193.0,116.0,14,26,36,270,1.850471928017214,236.4204558969941
