index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,13,0,0,0,10.000000000000002,20,10.0,22.400794836600674,21,25.0,44.42516564429425,5,49.0,4.387122837172058,0,,47.000000000000014,0,,0,1.0280000000000002,31008,7,16,1.0,428.4127173856108,False,0.4926713371273512,5,3.661000000000001,8210,544,0,0.0,5440.000000000001,False,-0.4774585265573457,0,1.6760000000000004,16780,294,0,0.0,6585.833681960598,False,-0.33961979072969145,0,0.281,37371,180,127,1.0,9674.139107413492,False,0.3886060519050778,0,3.4040000000000012,13354.0,265,0,0.0,11772.668895737977,False,-0.5213966207838364,0,2.792000000000001,17352,276,0,0.0,12261.345717825214,False,-0.4158684396181039,0,0.21800000000000003,66818,120,146,1.0,7388.454740460649,False,0.3366993492110163,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,244252,0.0,0.0,10,0,0,2,1,1.0,5,7,13,92.0,31.0,7,6,13,960,0.9065618049935438,60.88133513106732
53,13,0,0,0,10.000000000000002,20,10.0,22.556380095351695,8,25.75,44.57819376310357,4,48.0,4.324156223049377,2,1.0,47.000000000000014,0,,0,1.0280000000000002,31044,13,19,1.0,558.5712218116822,False,0.4975037343264255,1,3.6660000000000013,8157,548,0,0.0,5480.000000000001,False,-0.4790361906583162,0,1.6760000000000004,16780,294,0,0.0,6631.575748033399,False,-0.3388673551119654,0,0.281,37357,178,133,1.0,9943.935427465378,False,0.39258348841073454,0,3.4040000000000012,13162.0,269,0,0.0,11991.534122274861,False,-0.523450484785517,2,2.8120000000000007,17268,276,0,0.0,12303.581478616585,False,-0.41743263253878526,0,0.21800000000000003,66816,112,156,1.0,7816.305496981532,False,0.3407168157663508,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,243943,0.0,0.0,8,0,0,0,2,2.0,6,6,17,75.0,33.0,6,7,17,588,0.7740887210238725,61.65542385209119
54,17,0,0,0,10.000000000000002,20,10.0,23.419473963581403,22,29.5,44.824364534816155,4,50.0,4.165906826743538,14,3.0714285714285716,47.000000000000014,0,,3,1.0580000000000003,31524,13,10,1.0,364.194739635814,False,0.5158052000677873,0,3.665000000000001,8057,558,0,0.0,5580.000000000001,False,-0.4814265908113018,0,1.6760000000000004,16590,299,0,0.0,7002.42271511084,False,-0.33901791822754895,0,0.281,37098,185,139,1.0,10563.189353602005,False,0.3942490681932163,10,3.5040000000000013,12522.0,273,0,0.0,12237.05151800481,False,-0.5363168637844231,4,2.85,17104,276,0,0.0,12371.524611609258,False,-0.4206670902264961,0,0.21800000000000003,66773,116,166,1.0,8285.245191902253,False,0.34434650709846487,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,243027,0.0,0.0,6,0,0,4,4,3.6,6,10,19,127.0,36.0,10,7,19,859,0.9098996999673545,62.565323552058544
55,19,0,0,0,10.000000000000002,20,10.0,23.98145689746841,28,27.178571428571427,46.21848695822222,25,50.64,4.278359206138914,10,5.4,47.000000000000014,0,,15,1.205,31761,16,10,1.0,399.8145689746841,False,0.5279871532479486,3,3.6950000000000007,7921,565,0,0.0,5650.000000000001,False,-0.48625519912033277,0,1.6760000000000004,16142,313,0,0.0,7506.196008907612,False,-0.34546986430932347,0,0.281,38051,189,124,1.0,10263.587736441084,False,0.4206735711350356,5,3.5440000000000005,11523.0,289,0,0.0,13357.142730926222,False,-0.5472358556885871,5,2.896000000000001,16454,285,0,0.0,13172.268783093334,False,-0.4268765853698498,0,0.21800000000000003,66719,116,176,1.0,8768.289667912115,False,0.3479013636510409,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,241930,0.0,0.0,9,0,0,2,7,6.285714285714286,8,10,15,77.0,40.0,10,9,15,1466,1.3853212510002777,63.95064480305882
56,15,0,0,0,10.000000000000002,20,10.0,23.448746603093834,4,1.0,46.73954974276003,15,50.0,4.278359206138914,0,,47.000000000000014,0,,0,1.1900000000000002,31661,16,20,1.0,628.9749320618768,False,0.5286842026117962,4,3.7320000000000015,7733,575,0,0.0,5750.000000000001,False,-0.49285270354257305,0,1.6760000000000004,16142,313,0,0.0,7339.45768676837,False,-0.34821263181391676,0,0.281,38797,183,119,1.0,9853.127047754615,False,0.43846438754695716,0,3.5390000000000006,10957.0,300,0,0.0,14021.86492282801,False,-0.5530476241532796,0,2.891000000000001,16270,289,0,0.0,13507.72987565765,False,-0.427281288081669,0,0.21800000000000003,66719,106,186,1.0,9195.506075850726,False,0.3519507315107838,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,241638,0.0,0.0,9,0,0,1,1,1.0,7,8,12,104.0,31.0,8,7,12,950,0.8078855749918148,64.75853037805064
57,12,0,0,0,10.000000000000002,20,10.0,22.41639199395464,8,2.375,47.13666355012229,8,52.0,4.4366429672950805,10,6.0,47.000000000000014,0,,0,1.1900000000000002,31521,20,30,1.0,872.4917598186393,False,0.5278121088066796,8,3.808000000000001,7493,581,0,0.0,5810.000000000001,False,-0.5028923841851126,0,1.6760000000000002,16142,313,0,0.0,7016.330694107803,False,-0.3535279198890018,0,0.281,39194,181,121,1.0,9760.903240470587,False,0.4500082780706441,10,3.639000000000001,10126.0,308,0,0.0,14518.092373437667,False,-0.5675469220487342,0,2.891000000000001,16270,289,0,0.0,13622.495765985343,False,-0.4258538871422932,0,0.21800000000000003,66659,106,196,1.0,9682.284154533281,False,0.3554272350716886,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,240764,0.0,0.0,8,0,0,2,4,4.0,6,8,11,85.0,19.0,8,4,11,616,0.7688642670400441,65.52739464509068
58,11,0,0,0,10.000000000000002,20,10.0,24.47898806533471,31,34.25806451612903,47.13524552967955,1,47.0,4.367836027707933,2,1.0,47.000000000000014,0,,0,1.1900000000000002,32442,24,10,1.0,484.78988065334715,False,0.5625756533119795,1,3.810000000000001,7411,587,0,0.0,5870.000000000001,False,-0.5053784003442177,0,1.6760000000000002,15313,335,0,0.0,8200.461001887128,False,-0.3613228549498761,0,0.281,39008,180,130,1.0,10533.799770618589,False,0.45660283870605645,2,3.6490000000000014,10042.0,308,0,0.0,14517.655623141301,False,-0.5696418543924119,0,2.891000000000001,16223,290,0,0.0,13669.22120360707,False,-0.42644186458537015,0,0.21800000000000003,66657,98,206,1.0,10110.047930715382,False,0.35944387718446447,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,240455,0.0,0.0,12,0,0,4,2,2.0,3,7,10,81.0,34.0,7,4,10,1308,0.8711437389720231,66.3985383840627
59,10,0,0,0,10.000000000000002,20,10.0,24.159041783087154,33,22.606060606060606,47.13524552967955,0,,4.243085836945027,5,2.0,47.000000000000014,0,,9,1.2800000000000002,32705,22,10,1.0,461.5904178308716,False,0.5745945981218834,14,3.9490000000000007,7151,599,0,0.0,5990.000000000001,False,-0.5149400009561601,0,1.6760000000000002,14769,352,0,0.0,8503.982707646679,False,-0.3742271564079702,0,0.281,38806,186,140,1.0,11092.516145809348,False,0.4591478507996011,0,3.647000000000001,10042.0,308,0,0.0,14517.655623141301,False,-0.5696418543924119,5,2.9410000000000003,16018,290,0,0.0,13669.22120360707,False,-0.4315412402227921,0,0.21800000000000003,66647,93,216,1.0,10546.60698283589,False,0.3633922293685038,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,239497,0.0,0.0,6,0,0,5,4,3.411764705882353,3,8,10,101.0,13.0,8,2,10,200,0.9521599680301733,67.35069835209288
60,10,0,0,0,10.000000000000002,20,10.0,24.43207597332352,29,26.06896551724138,47.13524552967955,0,,4.4663737707400655,17,5.588235294117647,47.00000000000001,6,47.0,12,1.3910000000000002,33019,23,10,1.0,474.32075973323526,False,0.5899106171949428,7,4.005000000000001,6956,608,0,0.0,6080.000000000001,False,-0.5221112014151169,0,1.6760000000000004,14349,364,0,0.0,8893.275654289762,False,-0.38164107688035,0,0.281,38470,193,150,1.0,11785.677492303374,False,0.45949594506355057,8,3.727000000000001,9754.0,308,0,0.0,14517.655623141301,False,-0.5768058552879121,9,3.0260000000000002,15644,290,0,0.0,13669.22120360707,False,-0.4408444913856985,0,0.21800000000000003,66834,100,220,1.0,10786.637377074008,False,0.36921231234549123,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,238385,0.0,0.0,10,0,0,2,5,5.0,7,9,10,107.0,11.0,9,1,10,762,0.9580579660250805,68.30875631811796
61,10,0,0,0,10.000000000000002,20,10.0,25.274675678822305,37,29.43243243243243,46.429850117226586,33,44.57575757575758,4.4663737707400655,0,,47.00000000000001,0,,26,1.6390000000000002,33247,24,10,1.0,492.74675678822314,False,0.6012512969543488,1,4.008000000000001,6852,617,0,0.0,6170.000000000001,False,-0.5249318735956399,0,1.6760000000000004,13755,382,0,0.0,9654.926109310121,False,-0.38865432771894126,0,0.281,39446,202,127,1.0,11002.075452009882,False,0.47871554566406577,0,3.719000000000001,8971.0,326,0,0.0,15136.131138215867,False,-0.5885906925422767,0,3.017000000000001,14956,305,0,0.0,14161.104285754109,False,-0.45184069692602036,0,0.21800000000000003,66834,90,230,1.0,11211.973639366608,False,0.3732438592573278,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,237420,0.0,0.0,11,0,0,1,3,2.4444444444444446,6,7,13,84.0,19.0,7,3,13,1671,0.9795210430165753,69.28827736113453
62,13,0,0,0,10.000000000000002,20,10.0,26.048556017154127,22,33.0,47.09263762716125,17,51.294117647058826,5.186178897130972,25,7.84,47.00000000000001,4,47.0,12,1.7330000000000003,33596,23,10,1.0,490.48556017154124,False,0.6178822383748037,0,4.0070000000000014,6742,628,0,0.0,6280.000000000001,False,-0.5275613137639241,0,1.6760000000000004,13348,393,0,0.0,10237.082514741573,False,-0.39246804653997935,0,0.281,39999,203,120,1.0,10938.973386741638,False,0.4958707294831826,19,3.909000000000002,7902.0,330,0,0.0,15540.570416963214,False,-0.6101518567080021,6,3.0770000000000004,14112,318,0,0.0,14975.458765437279,False,-0.46270666444320685,0,0.21800000000000003,66826,105,236,1.0,11636.548784198754,False,0.377116536029637,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,235884,0.0,0.0,11,0,0,2,5,4.090909090909091,5,7,16,71.0,39.0,7,6,16,1260,0.9007934730034322,70.18907083413796
63,16,0,0,0,10.0,20,10.0,26.151154973810836,18,27.27777777777778,47.54878047705749,16,50.75,5.307325735363154,17,6.0588235294117645,47.0,7,47.0,3,1.7510000000000006,33898,24,10,1.0,501.5115497381084,False,0.6325838205703042,5,4.057000000000001,6547,637,0,0.0,6370.0,False,-0.5347325142228809,0,1.6760000000000004,12867,406,0,0.0,10617.3689193672,False,-0.4020369634266482,0,0.281,40801,198,114,1.0,10598.4896591991,False,0.5166549818923394,0,3.890000000000001,7798.0,332,0,0.0,15786.195118383088,False,-0.6096838994255978,17,3.241000000000001,12646,332,0,0.0,15786.195118383088,False,-0.48908988435134587,0,0.21800000000000003,67052,112,239,1.0,11827.420482360674,False,0.3832099911125919,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,234968,0.0,0.0,11,0,0,2,4,3.230769230769231,6,8,14,102.0,37.0,8,8,14,1341,0.9551601139828563,71.14423094812082
64,14,0,0,0,10.0,20,10.0,25.956048479119634,3,13.333333333333334,48.23378680353079,21,52.0,5.323597003305187,13,5.461538461538462,47.0,10,47.0,0,1.7480000000000004,33836,24,19,1.0,733.1649211032731,False,0.6351571669241114,2,4.072000000000001,6403,647,0,0.0,6470.0,False,-0.5392264665104939,0,1.6760000000000004,12829,407,0,0.0,10564.11173100169,False,-0.4041631837906025,0,0.281,41891,190,103,1.0,9899.729251796402,False,0.5410206812047047,13,4.0200000000000005,6972.0,337,0,0.0,16254.786152789877,False,-0.6244025502749947,0,3.224000000000001,11814,348,0,0.0,16785.357807628716,False,-0.4973587994374678,0,0.21800000000000003,67451,115,239,1.0,11845.213655380096,False,0.390942481236186,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,234555,0.0,0.0,12,0,0,1,3,3.0,4,5,15,60.0,25.0,5,9,15,1800,0.8120805500075221,71.95631149812834
65,15,0,0,0,10.0,20,10.0,25.844175091663345,1,6.0,48.23378680353079,0,,4.931393635535368,22,2.9545454545454546,47.0,8,47.0,0,1.7480000000000004,33736,24,29,1.0,989.481077658237,False,0.6365033484165566,1,4.080000000000001,6286,657,0,0.0,6570.0,False,-0.5424296027154946,0,1.6760000000000002,12829,407,0,0.0,10518.579262306981,False,-0.4049121716293759,0,0.281,41885,181,113,1.0,10128.213600390045,False,0.5445817476047842,0,4.0070000000000014,6972.0,337,0,0.0,16254.786152789877,False,-0.6244025502749947,22,3.4440000000000004,10657,348,0,0.0,16785.357807628716,False,-0.5261391780350151,0,0.21800000000000003,67762,127,241,1.0,11953.286991712992,False,0.3978624764621807,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,233486,0.0,0.0,9,0,0,1,4,4.0,4,5,19,63.0,41.0,5,10,19,576,0.911079051962588,72.86739055009093
66,19,0,0,0,10.0,20,10.0,25.913233194234028,1,37.0,48.36263412597044,6,51.0,4.497213903538548,26,2.5,47.0,8,47.0,0,1.7480000000000004,33683,23,38,1.0,1214.702861380893,False,0.6393532261170554,0,4.079000000000001,6176,668,0,0.0,6680.0,False,-0.5450590428837787,0,1.6760000000000002,12792,408,0,0.0,10572.599143247484,False,-0.4052408352538577,0,0.281,42191,171,117,1.0,10089.591068952559,False,0.5540135390997593,16,4.167000000000002,5870.0,343,0,0.0,16588.38350520786,False,-0.647665686112188,10,3.5220000000000007,10267,348,0,0.0,16830.196675837713,False,-0.5352827457546117,0,0.21800000000000003,68073,143,243,1.0,12064.101588206013,False,0.40480845470423327,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,232411,0.0,0.0,12,0,0,4,4,4.0,8,12,19,132.0,47.0,12,7,19,919,0.9360890279640444,73.80347957805498
67,19,0,0,0,10.000000000000002,20,10.0,26.905275760959956,13,38.0,48.36263412597044,0,,4.497213903538548,0,,47.00000000000001,11,47.0,0,1.7480000000000004,34097,21,35,1.0,1151.6846516335986,False,0.657639352001568,0,4.079000000000001,6056,680,0,0.0,6800.000000000001,False,-0.5479275230673615,0,1.6760000000000002,12298,421,0,0.0,11327.121095364142,False,-0.40908144006836195,0,0.281,42191,161,127,1.0,10473.803931512797,False,0.5603336611974075,0,4.151000000000001,5870.0,343,0,0.0,16588.38350520786,False,-0.647665686112188,0,3.512000000000001,10267,348,0,0.0,16830.196675837713,False,-0.5352827457546117,0,0.21800000000000003,68590,133,242,1.0,11972.129449170629,False,0.41373745947158,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,232728,0.0,0.0,10,0,0,5,0,0.0,6,11,17,92.0,39.0,11,8,17,1211,0.8715045329881832,74.67498411104316
68,17,0,0,0,10.0,20,10.0,26.86606689573965,18,26.555555555555557,48.36263412597044,0,,4.519227416676016,6,5.0,47.00000000000001,11,47.0,0,1.7480000000000004,34427,21,30,1.0,1015.9820068721895,False,0.6701721567832909,3,4.109000000000001,5935,690,0,0.0,6900.0,False,-0.5513218912846011,0,1.6760000000000004,11868,436,0,0.0,11713.605166542487,False,-0.4168705558865889,0,0.281,42143,154,137,1.0,10763.055177201855,False,0.5635125539084395,6,4.211000000000002,5642.0,343,0,0.0,16588.38350520786,False,-0.6533371868211255,0,3.512000000000001,10267,348,0,0.0,16830.196675837713,False,-0.5352827457546117,0,0.21800000000000003,69077,129,241,1.0,11909.980336751209,False,0.4223804319989309,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,232718,0.0,0.0,12,0,0,7,2,2.0,6,13,12,139.0,21.0,13,4,12,1147,0.8410655559855513,75.51604966702871
69,12,0,0,0,10.0,20,10.0,24.52200504697508,32,13.9375,48.36263412597044,0,,4.523094156767332,1,5.0,47.00000000000001,12,47.0,0,1.7480000000000004,34692,23,27,1.0,892.0941362683272,False,0.6798798617456692,19,4.296000000000001,5396,698,0,0.0,6980.0,False,-0.5751780848113974,0,1.6760000000000004,11831,437,0,0.0,10716.116205528111,False,-0.4344960487312786,0,0.281,41734,175,147,1.0,11400.658099738293,False,0.5605451062596772,0,4.205000000000002,5642.0,343,0,0.0,16588.38350520786,False,-0.6533371868211255,1,3.522000000000001,10229,348,0,0.0,16830.196675837713,False,-0.5362279958727679,0,0.21800000000000003,69636,120,239,1.0,11775.771298812082,False,0.43170528804015174,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,232519,0.0,0.0,12,0,0,1,4,4.0,5,6,13,86.0,18.0,6,6,13,1149,0.7253977379878052,76.24144740501652
70,13,0,0,0,10.0,20,10.0,25.26200814086432,17,32.1764705882353,48.52730325275294,15,49.8,5.01868931880645,29,6.931034482758621,47.00000000000001,4,47.0,0,1.7480000000000004,35149,22,20,1.0,725.2401628172864,False,0.6977396415073214,0,4.277000000000001,5286,709,0,0.0,7090.0,False,-0.5778075249796816,0,1.6760000000000004,11603,443,0,0.0,11191.069606402894,False,-0.43418427414128674,0,0.281,42162,176,142,1.0,11336.990494683037,False,0.5735786040051822,19,4.395000000000001,4177.0,356,0,0.0,17275.719957980047,False,-0.6812303181764129,10,3.621000000000001,9747,350,0,0.0,16984.55613846353,False,-0.5462979013150975,0,0.21800000000000003,69623,139,245,1.0,12212.597815314099,False,0.4355993044237465,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,231106,0.0,0.0,13,0,0,3,3,3.0,4,7,17,78.0,27.0,7,6,17,1682,0.8103623209754005,77.05180972599192
71,17,0,0,0,10.0,20,10.0,23.694874527209898,36,16.805555555555557,48.52730325275294,0,,4.987346047498825,2,3.0,47.00000000000001,9,47.0,0,1.7480000000000004,35368,22,19,1.0,670.202616016988,False,0.7068939765744847,25,4.527000000000001,4769,719,0,0.0,7190.0,False,-0.6001338624085671,0,1.6760000000000004,11603,443,0,0.0,10496.829415553984,False,-0.44560420095482983,0,0.281,41557,202,152,1.0,12162.514748914846,False,0.5672541576015734,2,4.396000000000001,4097.0,356,0,0.0,17275.719957980047,False,-0.683220318425163,0,3.611000000000001,9747,350,0,0.0,16984.55613846353,False,-0.5462979013150975,0,0.21800000000000003,70040,131,246,1.0,12215.342332222348,False,0.4435303817199897,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,230540,0.0,0.0,9,0,0,0,3,3.0,9,9,22,81.0,43.0,9,8,22,942,0.8219972630031407,77.87380698899506
72,22,0,0,0,10.0,20,10.0,23.71599221634834,13,24.0,48.98782817804512,22,51.45454545454545,4.824381356981357,12,3.25,47.00000000000001,11,47.0,0,1.7480000000000004,35556,24,18,1.0,666.8878598942702,False,0.7158026452142818,2,4.522000000000001,4647,727,0,0.0,7270.0,False,-0.6040541186594636,0,1.6760000000000004,11603,443,0,0.0,10506.184551842314,False,-0.44545031333329527,0,0.281,42377,205,140,1.0,11720.074349277726,False,0.5869534535675373,3,4.424000000000001,3114.0,373,0,0.0,18272.45991041083,False,-0.6952754917737017,9,3.701000000000001,9121,355,0,0.0,17390.679003206016,False,-0.5568184994999376,0,0.21800000000000003,70518,133,245,1.0,12156.642720478521,False,0.4520354374370015,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,230295,0.0,0.0,16,0,0,3,3,3.0,8,11,23,151.0,83.0,11,11,23,2157,0.9293046620441601,78.80311165103922
73,23,0,0,0,10.0,20,10.0,24.28394134695804,7,38.0,49.15133836874025,16,50.4375,4.770822903566348,8,4.0,47.00000000000001,0,,0,1.7480000000000004,35732,23,21,1.0,739.962768286119,False,0.7259636364747841,0,4.520000000000001,4537,738,0,0.0,7380.0,False,-0.6066835588277477,0,1.6760000000000002,11337,450,0,0.0,10927.773606131119,False,-0.44726652180992377,0,0.281,43184,195,134,1.0,11321.64790406801,False,0.6069490706683118,8,4.501000000000001,2545.0,378,0,0.0,18579.205903383812,False,-0.7056142147784407,0,3.6920000000000015,8571,366,0,0.0,17989.38984295893,False,-0.5630532842098588,0,0.21800000000000003,70486,131,255,1.0,12609.977800367193,False,0.45572574738267707,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,229751,0.0,0.0,11,0,0,6,1,1.0,9,15,21,183.0,45.0,15,8,21,1273,0.9453893930185586,79.74850104405778
74,21,0,0,0,10.0,20,10.0,23.103498330448335,39,18.307692307692307,49.310169967009635,12,51.0,4.51694607433966,8,1.0,47.00000000000001,11,47.0,0,1.7480000000000004,36256,25,10,1.0,481.0349833044834,False,0.7448256199097502,18,4.700000000000001,4021,746,0,0.0,7460.0,False,-0.6294401682841708,0,1.6760000000000002,11085,457,0,0.0,10558.29873701489,False,-0.4616347753484851,0,0.281,43334,217,132,1.0,11522.40157335256,False,0.6151862345925871,8,4.573000000000001,2209.0,378,0,0.0,18639.24424752964,False,-0.7132254888245362,0,3.6920000000000015,7959,378,0,0.0,18639.24424752964,False,-0.5701942209456277,0,0.21800000000000003,70995,129,254,1.0,12520.686043589818,False,0.46452850224251496,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,229218,0.0,0.0,16,0,0,4,4,4.0,6,10,18,112.0,67.0,10,11,18,1973,0.8469358319998719,80.59543687605765
75,18,0,0,0,10.0,20,10.0,23.080076626327056,27,22.925925925925927,49.310169967009635,0,,4.109829281158278,14,1.0,47.00000000000001,7,47.0,3,1.7780000000000005,36551,24,10,1.0,470.8007662632706,False,0.7586843420725552,14,4.822000000000001,3706,757,0,0.0,7570.0,False,-0.6418702490796959,0,1.6760000000000002,10631,470,0,0.0,10847.636014373717,False,-0.4718114881172898,0,0.281,43169,221,142,1.0,12102.741069733647,False,0.6193042023577715,7,4.635000000000002,1915.0,378,0,0.0,18639.24424752964,False,-0.7205387397386925,7,3.762000000000001,7665,378,0,0.0,18639.24424752964,False,-0.577507471859784,0,0.21800000000000003,71310,133,257,1.0,12625.607294394053,False,0.47149444839333904,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,228306,0.0,0.0,10,0,0,5,6,5.3,6,11,10,126.0,29.0,11,7,10,643,0.7535064110415988,81.34894328709925
76,10,0,0,0,10.0,20,10.0,21.84113120177936,11,1.0909090909090908,49.310169967009635,0,,3.9035189293658252,16,2.5,47.00000000000001,10,47.0,0,1.7750000000000004,36451,24,20,1.0,676.8226240355872,False,0.7588282885699571,11,4.918000000000001,3331,767,0,0.0,7670.0,False,-0.6574078500741024,0,1.6760000000000004,10631,470,0,0.0,10265.331664836298,False,-0.48139012263396014,0,0.281,43157,222,152,1.0,12343.876961780483,False,0.6228759863432768,0,4.628000000000002,1915.0,378,0,0.0,18639.24424752964,False,-0.7205387397386925,16,3.9150000000000014,6905,378,0,0.0,18639.24424752964,False,-0.5964124742229093,0,0.21800000000000003,71740,139,257,1.0,12621.589131181852,False,0.4796078664971456,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,227489,0.0,0.0,8,0,0,2,5,5.0,3,5,15,46.0,25.0,5,5,15,670,0.6840593519737013,82.03300263907295
77,15,0,0,0,10.0,20,10.0,23.162823215323733,17,36.8235294117647,49.36228395612704,4,51.0,4.418661967890619,17,7.823529411764706,47.00000000000001,7,47.0,0,1.7750000000000004,37007,21,13,1.0,511.11670179920856,False,0.7814485036525126,0,4.907000000000001,3201,780,0,0.0,7800.0,False,-0.6605153702729837,0,1.6760000000000004,10005,487,0,0.0,11280.294905862658,False,-0.4852892665833883,0,0.281,43361,212,158,1.0,12709.759386716703,False,0.6356059907013538,7,4.698000000000001,1521.0,381,0,0.0,18807.0301872844,False,-0.728252653077232,10,3.9990000000000014,6497,379,0,0.0,18708.305619372146,False,-0.6057025245718746,0,0.21800000000000003,71936,146,260,1.0,12865.124647312032,False,0.48563178562787473,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,226887,0.0,0.0,12,0,0,3,2,2.0,6,9,10,92.0,24.0,9,6,10,1359,0.7791692789760418,82.81217191804899
78,10,0,0,0,10.0,20,10.0,24.371917579762478,25,32.76,49.35618142427922,2,49.0,4.59120037883058,10,6.6,47.0,11,47.0,11,1.8850000000000002,37488,19,10,1.0,433.71917579762476,False,0.8025940425442851,1,4.917000000000002,3063,792,0,0.0,7920.0,False,-0.6642443945116413,0,1.6760000000000004,9452,502,0,0.0,12234.702625040763,False,-0.48778288878403797,0,0.281,43193,212,166,1.0,13359.972643339996,False,0.6407746519828266,7,4.761000000000002,1185.0,383,0,0.0,18903.417485498943,False,-0.7354118369505865,3,4.019000000000001,6371,379,0,0.0,18705.992759801826,False,-0.6088655411581574,0,0.21800000000000003,72387,146,259,1.0,12843.315255309264,False,0.4939746664073596,0,0.2,53359,0,0,0.0,0.0,False,0.01152584785122557,0.375,226498,0.0,0.0,13,0,0,4,4,3.7857142857142856,3,7,10,101.0,15.0,7,3,10,1111,0.6684304010123014,83.48060231906129
