index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
53,22,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,14.883643392888217,0,,39.1330772034104,9,55.666666666666664,46.0,20,46.0,0,0.4700000000000001,15958,531,0,0.0,5310.000000000001,False,-0.1397605952766095,0,0.4700000000000001,15536,549,0,0.0,5490.000000000001,False,-0.15510468179507325,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,3.566000000000001,23919,43,0,0.0,441.37985067177823,False,-0.2668947423063687,4,1.0410000000000004,45887,0,0,0.0,0.0,False,0.011417487711873746,0,0.8570000000000002,49840,0,5,0.0,195.66538601705201,False,0.10070384388037039,10,4.809000000000001,37220,282,0,0.0,11035.527771361732,False,-0.2338293704723676,0,1.7660000000000002,49845,0,128,0.5,5888.0,False,-0.05363833563399724,0.0625,271755,0.0,0.0,17,0,0,11,7,7.0,4,15,24,240.0,21.0,15,7,24,938,1.37753217399586,87.45159022178268
54,24,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,14.883643392888217,0,,40.67127301483783,9,55.333333333333336,46.0,12,46.0,0,0.4700000000000001,15828,544,0,0.0,5440.000000000001,False,-0.14276470860100754,0,0.4700000000000001,15466,556,0,0.0,5560.000000000001,False,-0.15672228127744142,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,3.566000000000001,23919,43,0,0.0,441.37985067177823,False,-0.2668947423063687,3,1.0670000000000002,45923,0,0,0.0,0.0,False,0.012210981066366903,1,0.867,50126,0,0,0.0,0.0,False,0.10485133020344288,12,4.919000000000001,36653,288,0,0.0,11713.326628273295,False,-0.23791858672062804,0,1.7660000000000002,49680,0,131,0.3,6026.0,False,-0.05535935175059608,0.0375,271145,0.0,0.0,12,0,0,8,7,6.333333333333333,4,12,23,201.0,51.0,12,12,23,365,1.2911302279680967,88.74272044975078
55,23,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,15.012833601356812,19,15.473684210526315,41.49780820016821,5,55.6,46.0,9,46.0,0,0.4700000000000001,15708,556,0,0.0,5560.000000000001,False,-0.14553773628506725,0,0.4700000000000001,15386,564,0,0.0,5640.000000000001,False,-0.1585709664001479,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,19,3.756000000000001,23450,43,0,0.0,441.37985067177823,False,-0.2811379395852803,1,1.074,45711,4,10,1.0,475.02941640710935,False,0.012773363049737809,4,0.9060000000000001,50092,0,5,0.5,207.48904100084104,False,0.1063886028014816,9,4.997000000000002,36225,293,0,0.0,12158.857802649285,False,-0.2415978755969838,0,1.7660000000000005,49680,0,131,0.0,6026.0,False,-0.05535935175059608,0.1875,269802,0.0,0.0,11,0,0,6,11,11.0,6,12,22,186.0,76.0,12,11,22,200,1.02586113702273,89.76858158677351
56,22,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,14.89786893615939,10,14.0,40.891943189887954,7,33.857142857142854,46.0,20,46.0,0,0.4700000000000001,15638,563,0,0.0,5630.000000000001,False,-0.14715533576743542,0,0.4700000000000001,15256,577,0,0.0,5770.000000000001,False,-0.1615750797245459,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,3.8370000000000006,23205,43,0,0.0,441.37985067177823,False,-0.2885784157757565,0,1.0730000000000002,45713,0,15,0.9,613.3791478483193,False,0.014342162576300096,0,0.9020000000000001,50187,0,7,0.5,286.24360232921566,False,0.10935047722375642,11,5.098000000000002,36025,293,0,0.0,11981.33935463717,False,-0.24677453474626515,0,1.7660000000000005,49857,0,129,0.7,5934.0,False,-0.053010881841487244,0.26249999999999996,269431,0.0,0.0,15,0,0,8,7,7.0,2,10,22,150.0,36.0,10,12,22,851,1.7832826679805294,91.55186425475404
57,22,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,14.797311992474212,10,14.0,37.30608872043044,16,19.5,46.0,20,46.0,0,0.4700000000000001,15528,574,0,0.0,5740.000000000001,False,-0.14969727781115683,0,0.47000000000000003,15166,586,0,0.0,5860.000000000001,False,-0.1636548504875907,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,3.927000000000001,22960,43,0,0.0,441.37985067177823,False,-0.2960188919662327,0,1.0730000000000002,45883,0,8,0.5,298.4487097634435,False,0.014618447726018217,0,0.9020000000000001,50189,0,8,0.5,298.4487097634435,False,0.10952906951622739,11,5.197000000000002,35750,297,0,0.0,11079.90834996784,False,-0.25978461886692744,0,1.7660000000000002,50031,2,130,1.0,6054.612177440861,False,-0.04881041772789241,0.25,269057,0.0,0.0,18,0,0,12,8,8.0,2,14,23,192.0,69.0,14,8,23,926,1.7109930450096726,93.26285729976371
58,23,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,14.709075345861105,10,14.0,38.31229555893718,5,55.6,46.0,20,46.0,0,0.4700000000000001,15438,583,0,0.0,5830.000000000001,False,-0.1517770485742016,0,0.4700000000000001,15056,597,0,0.0,5970.000000000001,False,-0.16619679253131212,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,4.017,22715,43,0,0.0,441.37985067177823,False,-0.3034593681567089,0,1.0730000000000002,45869,0,12,0.5,459.74754670724616,False,0.01608749968819294,0,0.9020000000000001,50341,0,9,0.5,344.81066003043463,False,0.11339031783850681,12,5.306000000000002,35289,301,0,0.0,11532.00096324009,False,-0.263996692751653,0,1.7660000000000005,50343,0,125,0.3,5750.0,False,-0.045947544862946166,0.1625,268601,0.0,0.0,17,0,0,10,8,8.0,3,13,25,219.0,45.0,13,10,25,846,1.548614714993164,94.81147201475687
59,25,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,14.709075345861105,0,,39.114434045164,12,44.583333333333336,46.0,8,46.0,0,0.4700000000000001,15338,593,0,0.0,5930.000000000001,False,-0.1540879049775847,0,0.4700000000000001,14956,607,0,0.0,6070.000000000001,False,-0.1685076489346952,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,4.007,22715,43,0,0.0,441.37985067177823,False,-0.3034593681567089,0,1.0730000000000002,46054,0,8,0.0,312.915472361312,False,0.018546975604061336,0,0.9020000000000001,50691,0,1,0.0,39.114434045164,False,0.11773583762089926,8,5.374000000000002,34840,307,0,0.0,12008.131251865349,False,-0.26777817489946987,0,1.7660000000000005,50139,0,131,0.6,6026.0,False,-0.047130743443107866,0.075,268283,0.0,0.0,11,0,0,10,4,4.0,3,13,25,234.0,51.0,13,12,25,735,1.2470565069816075,96.05852852173848
60,25,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,14.709075345861105,0,,40.374357380648185,7,55.57142857142857,45.99999999999999,20,46.0,0,0.4700000000000001,15228,604,0,0.0,6040.000000000001,False,-0.15662984702130608,0,0.4700000000000001,14866,616,0,0.0,6160.000000000001,False,-0.17058741969774,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,4.007,22715,43,0,0.0,441.37985067177823,False,-0.3034593681567089,0,1.0730000000000002,46278,0,4,0.0,161.49742952259274,False,0.021815528549478703,2,0.9219999999999999,50768,0,0,0.0,0.0,False,0.11900196169190416,6,5.426,34498,312,0,0.0,12596.799502762233,False,-0.2686326930069178,0,1.7660000000000002,50671,0,119,0.2,5473.999999999999,False,-0.04254136713217763,0.025,268574,0.0,0.0,18,0,0,12,3,2.6666666666666665,2,14,22,222.0,48.0,14,11,22,1068,1.2489188140025362,97.30744733574102
61,22,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,14.668005040436855,5,14.0,39.39157003554923,15,34.0,46.0,7,46.0,0,0.4700000000000001,15128,614,0,0.0,6140.000000000001,False,-0.1589407034246892,0,0.4700000000000001,14766,626,0,0.0,6260.000000000001,False,-0.17289827610112307,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,4.057,22610,43,0,0.0,441.37985067177823,False,-0.30664814366691295,5,1.1230000000000002,46168,0,5,0.5,196.95785017774614,False,0.01978176563488002,6,0.98,50816,0,0,0.0,0.0,False,0.12005995283122838,7,5.49,34235,315,0,0.0,12408.344561198008,False,-0.2750367996163746,0,1.7660000000000002,50326,2,129,1.0,6012.783140071098,False,-0.043896818450089636,0.1875,267599,0.0,0.0,11,0,0,8,7,6.555555555555555,3,11,23,198.0,48.0,11,11,23,200,0.9626206289976835,98.2700679647387
62,23,0,0,0,10.000000000000002,20,10.0,10.264647690041354,0,,14.627613945824846,5,14.0,40.45665697761546,6,56.0,46.00000000000001,20,46.0,0,0.4700000000000001,15028,624,0,0.0,6240.000000000001,False,-0.1612515598280723,0,0.4700000000000001,14666,636,0,0.0,6360.000000000001,False,-0.17520913250450618,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,5,4.102,22505,43,0,0.0,441.37985067177823,False,-0.30983691917711703,0,1.1180000000000003,46098,0,10,0.5,404.5665697761546,False,0.02052686382525687,6,1.034,50870,0,0,0.0,0.0,False,0.1212501928629681,12,5.603000000000001,33826,318,0,0.0,12865.216918881717,False,-0.2782738125985396,0,1.7660000000000002,50526,0,126,0.5,5796.000000000001,False,-0.042254531112744485,0.125,267069,0.0,0.0,14,0,0,4,9,9.0,5,9,25,162.0,72.0,9,14,25,568,0.9292187510291114,99.19928671576781
63,25,0,0,0,10.0,20,10.0,10.264647690041354,0,,14.553272281058028,10,14.0,39.197944667699105,5,18.0,46.0,20,46.0,0,0.4700000000000001,14908,636,0,0.0,6360.0,False,-0.164024587512132,0,0.4700000000000001,14586,644,0,0.0,6440.0,False,-0.17705781762721265,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,4.197000000000001,22260,43,0,0.0,441.37985067177823,False,-0.31727739536759325,0,1.118,46118,0,10,0.5,391.9794466769911,False,0.020828974042595122,0,1.0280000000000002,50800,0,5,0.5,195.98972333849554,False,0.12186724110448212,9,5.681000000000003,33677,318,0,0.0,12464.946404328315,False,-0.2845328480636031,0,1.7660000000000005,50942,0,120,0.5,5520.0,False,-0.03727075527509367,0.1875,266841,0.0,0.0,19,0,0,8,6,6.0,3,11,12,171.0,72.0,11,14,12,796,0.8899146710173227,100.08920138678513
64,12,0,0,0,10.0,20,10.0,10.264647690041354,0,,14.553272281058028,0,,39.197944667699105,0,,46.0,20,46.0,0,0.4700000000000001,14828,644,0,0.0,6440.0,False,-0.16587327263483848,0,0.4700000000000001,14466,656,0,0.0,6560.0,False,-0.17983084531127236,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,4.187,22260,43,0,0.0,441.37985067177823,False,-0.31727739536759325,0,1.118,46118,0,10,0.0,391.9794466769911,False,0.020828974042595122,0,1.028,50800,0,5,0.0,195.98972333849554,False,0.12186724110448212,12,5.792000000000002,33439,318,0,0.0,12464.946404328315,False,-0.2887995338526711,0,1.7660000000000005,51310,0,112,0.0,5152.0,False,-0.03397214105161256,0.0,266771,0.0,0.0,15,0,0,1,6,6.0,2,3,8,54.0,25.0,3,9,8,568,0.3290818720124662,100.4182832587976
65,8,0,0,0,10.0,20,10.0,10.264647690041354,0,,14.553272281058028,0,,39.19179915236924,13,39.15384615384615,46.00000000000001,20,46.0,0,0.4700000000000001,14728,654,0,0.0,6540.0,False,-0.16818412903822155,0,0.47000000000000003,14366,666,0,0.0,6660.0,False,-0.18214170171465546,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,4.187,22260,43,0,0.0,441.37985067177823,False,-0.31727739536759325,0,1.118,46404,0,1,0.0,39.19179915236924,False,0.023244856610817585,0,1.0280000000000002,51023,0,1,0.0,39.19179915236924,False,0.12505446228870337,11,5.8900000000000015,32915,328,0,0.0,12854.910121977111,False,-0.29469792472367734,0,1.7660000000000002,51556,0,106,0.3,4876.000000000001,False,-0.03203599792043886,0.0375,266802,0.0,0.0,19,0,0,1,4,4.0,0,1,5,18.0,21.0,1,7,5,1123,0.2596027840045281,100.67788604280213
66,5,0,0,0,10.0,0,,10.264647690041354,0,,14.488923791329832,10,14.0,37.52122447202243,12,25.833333333333332,46.0,20,46.0,0,0.4700000000000001,14728,654,0,0.0,6540.0,False,-0.16818412903822155,0,0.4700000000000001,14366,666,0,0.0,6660.0,False,-0.18214170171465546,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,10,4.287,22015,43,0,0.0,441.37985067177823,False,-0.3247178715580694,1,1.1280000000000003,46400,0,5,0.5,187.60612236011215,False,0.024792326504442613,9,1.118,50757,0,5,0.5,187.60612236011215,False,0.12082706388018376,15,6.029000000000003,32267,340,0,0.0,12757.216320487627,False,-0.3071904741714237,0,1.7660000000000005,51786,0,101,0.0,4646.0,False,-0.029974364030763163,0.125,265869,0.0,0.0,3,0,0,0,10,9.4,0,0,4,0.0,15.0,0,5,4,230,0.15549617598298937,100.83338221878512
67,4,0,0,0,10.0,0,,10.264647690041354,0,,14.488923791329832,0,,38.51064567848283,5,55.6,46.0,20,46.0,0,0.4700000000000001,14728,654,0,0.0,6540.0,False,-0.16818412903822155,0,0.4700000000000001,14366,666,0,0.0,6660.0,False,-0.18214170171465546,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,4.277,22015,43,0,0.0,441.37985067177823,False,-0.3247178715580694,0,1.1270000000000002,46623,0,1,0.0,38.51064567848283,False,0.028064434367943807,0,1.1090000000000002,50812,0,4,0.0,154.04258271393132,False,0.12166945031534666,7,6.084000000000002,31888,345,0,0.0,13286.172759076577,False,-0.3092435349036717,0,1.7660000000000005,52384,0,88,0.0,4048.0,False,-0.024614115917606354,0.0,266366,0.0,0.0,10,0,0,1,4,4.0,0,1,2,3.0,9.0,1,3,2,876,0.17870873800711706,101.01209095679224
68,2,0,0,0,10.0,0,,10.264647690041354,0,,14.488923791329832,0,,39.12629225081555,3,56.0,46.0,20,46.0,0,0.4700000000000001,14728,654,0,0.0,6540.0,False,-0.16818412903822155,0,0.4700000000000001,14366,666,0,0.0,6660.0,False,-0.18214170171465546,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,4.277,22015,43,0,0.0,441.37985067177823,False,-0.3247178715580694,0,1.127,46623,0,1,0.0,39.12629225081555,False,0.02807121924938634,0,1.1090000000000002,50980,0,1,0.0,39.12629225081555,False,0.12410595662512748,12,6.197000000000002,31479,348,0,0.0,13615.949703283812,False,-0.313619783588643,0,1.7660000000000002,52752,0,80,0.0,3680.0,False,-0.02131550169412524,0.0,266493,0.0,0.0,5,0,0,0,6,6.0,0,0,0,0.0,6.0,0,2,0,536,0.12273779400857165,101.1348287508008
69,0,0,0,0,10.0,0,,10.264647690041354,0,,14.488923791329832,0,,40.886619437166075,9,55.888888888888886,46.0,20,46.0,0,0.4700000000000001,14728,654,0,0.0,6540.0,False,-0.16818412903822155,0,0.4700000000000001,14366,666,0,0.0,6660.0,False,-0.18214170171465546,0,0.2,33550,0,0,0.0,0.0,False,0.01888969873663751,0,4.277000000000001,22015,43,0,0.0,441.37985067177823,False,-0.3247178715580694,4,1.1670000000000003,46716,0,0,0.0,0.0,False,0.029689876347285593,3,1.139,51066,0,0,0.0,0.0,False,0.12557032334854196,7,6.255000000000002,30880,357,0,0.0,14596.52313906829,False,-0.31556871390734936,0,1.7660000000000002,53350,0,67,0.0,3082.0,False,-0.01595525358096843,0.0,266671,0.0,0.0,6,0,0,0,9,8.166666666666666,0,0,0,0.0,0.0,0,0,0,598,0.11974217597162351,101.25457092677243
