index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,30,0,0,0,10.000000000000002,20,10.0,6.6016916738955445,5,8.0,15.908228313511058,14,28.0,54.10003208952133,0,,51.99999999999999,9,52.0,0,2.4050000000000007,7772,557,0,0.0,5570.000000000001,False,-0.39701850582590814,5,3.1210000000000004,8573,543,0,0.0,5430.000000000001,False,-0.35526616403929634,0,0.2,36455,0,269,0.9,4279.313416334475,False,0.17444637295865256,0,3.827000000000001,19190,87,0,0.0,574.3471756289124,False,-0.407304071942838,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,51814,82,231,1.0,13801.582134387334,False,0.28983965789841326,9,2.0,55302,0,0,0.0,0.0,False,-0.061421225030125086,0,1.9190000000000007,53825,5,30,1.0,1830.5001604476065,False,-0.0709551759097129,0.3625,279353,0.0,0.0,7,0,0,15,3,3.0,15,30,35,266.0,100.0,20,10,35,592,1.8038704629871063,80.34510675014462
55,35,0,0,0,10.000000000000002,20,10.0,6.748032231554172,9,8.11111111111111,14.54425762859019,13,2.5384615384615383,54.10003208952133,0,,51.99999999999999,12,52.0,4,2.4450000000000007,7594,570,0,0.0,5700.000000000001,False,-0.4034726981951108,5,3.166000000000001,8453,550,0,0.0,5500.000000000001,False,-0.3601210875028558,0,0.2,36410,0,274,0.5,3985.126590233712,False,0.16860091580295963,13,3.9570000000000007,18674,91,0,0.0,614.0709330714296,False,-0.4224016959851587,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,51781,85,241,1.0,14274.369632004806,False,0.2943077879660465,7,2.0610000000000004,55202,0,0,0.0,0.0,False,-0.06311841279000696,0,1.9190000000000003,54085,0,30,0.5,1559.9999999999998,False,-0.06883793554080887,0.25,278621,0.0,0.0,6,0,0,15,8,8.0,17,32,26,306.0,108.0,22,13,26,460,1.808371581020765,82.15347833116539
56,26,0,0,0,10.000000000000002,20,10.0,6.621260916193825,9,5.444444444444445,15.280822798084367,9,24.666666666666668,54.49247814156594,10,58.0,51.999999999999986,7,52.0,4,2.4810000000000008,7389,583,0,0.0,5830.000000000001,False,-0.41146904272332646,5,3.211000000000001,8333,557,0,0.0,5570.000000000001,False,-0.36497601096641535,0,0.2,36566,0,278,0.9,4248.068737867454,False,0.17734874228390615,4,3.984000000000001,18549,91,0,0.0,602.5347433736381,False,-0.4263810062781687,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,52139,84,241,1.0,14416.27634715648,False,0.3037309851184781,0,2.0540000000000003,55202,0,0,0.0,0.0,False,-0.06311841279000696,0,1.9190000000000003,53869,0,33,1.0,1715.9999999999995,False,-0.07118005464944586,0.3625,278469,0.0,0.0,9,0,0,8,6,6.0,15,23,21,161.0,108.0,12,14,21,1349,1.3341433710302226,83.48762170219561
57,21,0,0,0,10.000000000000002,20,10.0,6.699339113774193,5,8.0,15.153674230499655,1,1.0,54.49247814156594,0,,51.99999999999999,8,52.0,0,2.4770000000000008,7269,595,0,0.0,5950.000000000001,False,-0.4148960475211332,5,3.256000000000001,8198,565,0,0.0,5650.000000000001,False,-0.370402101896276,0,0.2,36526,0,283,0.5,4288.489807231403,False,0.17674654322973968,1,3.9900000000000015,18516,91,0,0.0,609.6398593534516,False,-0.42727710030805405,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,52138,75,251,1.0,14814.137580820525,False,0.3080791017422785,8,2.1340000000000003,55082,0,0,0.0,0.0,False,-0.06515503810186521,0,1.9190000000000003,53869,0,33,0.0,1715.9999999999998,False,-0.07118005464944586,0.1875,278020,0.0,0.0,5,0,0,7,4,4.0,16,23,15,160.0,85.0,12,9,15,200,1.208181377965957,84.69580308016157
58,15,0,0,0,10.000000000000002,20,10.0,6.849157971461332,6,8.833333333333334,14.299020696680552,8,3.5,54.49247814156594,0,,51.99999999999999,10,52.0,0,2.4770000000000003,7159,606,0,0.0,6060.000000000001,False,-0.41803746858578933,6,3.311000000000001,8043,574,0,0.0,5740.000000000001,False,-0.3766849440255883,0,0.2,36486,0,288,0.5,4118.117960643999,False,0.17293710000371246,8,4.069000000000001,18236,92,0,0.0,630.1225333744425,False,-0.4354859330933229,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,52110,73,261,1.0,15266.36530580639,False,0.31243124388531,1,2.1360000000000006,55072,0,0,0.0,0.0,False,-0.0653247568778534,0,1.9190000000000003,54337,0,24,0.0,1247.9999999999998,False,-0.06720863529132227,0.1875,277865,0.0,0.0,7,0,0,5,6,6.0,15,20,12,112.0,50.0,8,7,12,668,0.9904989990172908,85.68630207917886
59,12,0,0,0,10.000000000000002,20,10.0,7.06432252159713,7,9.428571428571429,13.214243153923965,21,8.142857142857142,54.49247814156594,0,,51.99999999999999,13,52.0,1,2.487000000000001,7065,614,0,0.0,6140.000000000001,False,-0.4211217729038154,6,3.3650000000000007,7865,586,0,0.0,5860.000000000001,False,-0.3834247201279415,0,0.2,36571,0,285,0.6,3766.05929886833,False,0.17016705159254358,12,4.181000000000001,17799,93,0,0.0,656.981994508533,False,-0.4483752967788246,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,51939,84,271,1.0,15877.458001293982,False,0.3153869423045845,0,2.1350000000000002,55072,0,0,0.0,0.0,False,-0.0653247568778534,0,1.9190000000000003,55013,0,11,0.0,571.9999999999999,False,-0.06147214066292154,0.2,277746,0.0,0.0,10,0,0,4,5,5.0,12,16,14,87.0,63.0,6,6,14,1011,1.008044091053307,86.69434617023217
60,14,0,0,0,10.000000000000002,20,10.0,6.913456042867773,7,5.285714285714286,13.436309269010797,5,18.2,54.49247814156594,0,,52.0,20,52.0,7,2.5560000000000005,6831,627,0,0.0,6270.000000000001,False,-0.4307745030843043,0,3.3590000000000013,7795,593,0,0.0,5930.000000000001,False,-0.38542380625999545,0,0.2,36536,0,290,0.5,3896.5296880131314,False,0.1710871171567941,5,4.219,17709,95,0,0.0,656.7783240724385,False,-0.4511171212331502,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,51848,79,281,1.0,16373.854790031883,False,0.3188402582328143,11,2.245000000000001,54881,0,0,0.0,0.0,False,-0.06856638549922778,0,1.9190000000000007,55481,0,2,0.0,104.0,False,-0.05750072130479795,0.1875,277503,0.0,0.0,7,0,0,3,8,8.0,14,17,15,116.0,65.0,7,7,15,668,1.027698960970156,87.72204513120232
61,15,0,0,0,10.000000000000002,20,10.0,6.603546837882511,5,2.0,13.04268948212421,18,10.833333333333334,54.845211600168014,10,58.0,52.0,20,52.0,5,2.5990000000000006,6656,636,0,0.0,6360.000000000001,False,-0.43819968014621885,0,3.3590000000000013,7685,604,0,0.0,6040.000000000001,False,-0.3885652273246516,0,0.2,36526,0,295,0.5,3847.593397226642,False,0.1700382416959807,18,4.394000000000001,17159,95,0,0.0,627.3369495988385,False,-0.4683017322500329,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,52233,87,281,1.0,16546.218444592017,False,0.3291911254650822,12,2.3540000000000005,54639,0,0,0.0,0.0,False,-0.07267357987814192,6,1.9790000000000005,54935,0,10,1.0,520.0,False,-0.06323721593319868,0.3125,276255,0.0,0.0,7,0,0,4,9,8.333333333333332,14,18,22,133.0,76.0,8,7,22,780,1.1818174700019881,88.90386260120431
62,22,0,0,0,10.000000000000002,20,10.0,6.752832861250902,35,7.057142857142857,14.073986257516811,7,29.857142857142858,55.162293358420285,10,58.0,52.0,20,52.0,9,2.6840000000000006,6403,646,0,0.0,6460.000000000001,False,-0.4497943797121316,26,3.619000000000001,7235,614,0,0.0,6140.000000000001,False,-0.41141192597669635,0,0.2,36484,25,300,1.0,4391.016698786316,False,0.17702843251759356,2,4.396000000000001,17095,95,0,0.0,641.5191218188357,False,-0.47003348667429196,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,52604,84,281,1.0,16682.819279347514,False,0.33884162561617187,8,2.4220000000000006,54519,0,0,0.0,0.0,False,-0.07471020519000017,2,1.9930000000000008,54855,0,10,1.0,520.0,False,-0.06459496614110419,0.375,275617,0.0,0.0,11,0,0,16,7,6.4,9,25,26,202.0,96.0,15,7,26,1349,2.5306127640069462,91.43447536521126
63,26,0,0,0,10.0,20,10.0,6.814751144996123,5,8.0,15.32384340224738,5,41.0,55.56944422506646,15,58.0,52.0,20,52.0,0,2.6750000000000007,6323,654,0,0.0,6540.0,False,-0.4520790495773361,5,3.6430000000000016,7060,626,0,0.0,6260.0,False,-0.4179803518391592,0,0.2,36649,20,305,1.0,4810.067260585373,False,0.18842534326251256,0,4.394000000000001,17095,95,0,0.0,647.4013587746317,False,-0.4699439876030882,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,53269,79,276,1.0,16547.750234895888,False,0.35196667730163966,12,2.5340000000000007,54277,0,0,0.0,0.0,False,-0.07881739956891431,0,1.9910000000000003,54401,5,12,1.0,901.8472211253323,False,-0.06905986642177374,0.375,275496,0.0,0.0,11,0,0,10,4,4.0,18,28,30,252.0,116.0,18,8,30,1691,1.9402875510277227,93.37476291623898
64,30,0,0,0,10.0,20,10.0,6.640796712801431,9,4.888888888888889,15.451895582976414,19,16.105263157894736,55.56944422506646,0,,52.00000000000001,9,52.0,4,2.7150000000000007,6151,664,0,0.0,6640.0,False,-0.45904729266620975,5,3.6880000000000006,6905,636,0,0.0,6360.0,False,-0.423977610235321,0,0.2,36885,19,305,1.0,4839.003290351033,False,0.1960471561431293,9,4.484000000000001,16790,95,0,0.0,630.875687716136,False,-0.4794766647234475,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,52963,88,286,1.0,17252.62785967093,False,0.3529868396967436,0,2.5220000000000007,54277,0,0,0.0,0.0,False,-0.07881739956891431,0,1.9910000000000005,54869,0,8,0.5,416.00000000000006,False,-0.0652398974898593,0.3125,275262,0.0,0.0,10,0,0,15,4,4.0,17,32,23,282.0,125.0,22,8,23,948,1.7579750579898246,95.1327379742288
65,23,0,0,0,10.0,20,10.0,6.357904383018673,15,4.666666666666667,17.160619292516913,23,24.91304347826087,54.68290921838226,5,38.0,52.0,3,52.0,10,2.811000000000001,5896,671,0,0.0,6710.0,False,-0.47161297692483434,5,3.733000000000001,6725,649,0,0.0,6490.0,False,-0.43054603609778386,0,0.2,37375,24,295,1.0,5214.972396484937,False,0.21667841878894986,3,4.505000000000001,16698,95,0,0.0,604.000916386774,False,-0.48268515433651676,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,52580,101,291,1.0,17645.949131093443,False,0.34889335835211704,0,2.5220000000000007,54087,0,5,0.5,260.0,False,-0.07983571222484344,0,1.9910000000000005,55025,0,5,0.0,260.0,False,-0.06391609103715144,0.3125,274808,0.0,0.0,8,0,0,10,6,6.0,15,25,18,181.0,73.0,16,7,18,1106,1.6609161170199513,96.79365409124875
66,18,0,0,0,10.0,20,10.0,6.491063620191133,5,9.0,16.886380833173174,5,10.6,54.68290921838226,0,,52.0,2,52.0,0,2.801,5816,679,0,0.0,6790.0,False,-0.4738976467900388,5,3.778000000000001,6555,661,0,0.0,6610.0,False,-0.4368288782270962,0,0.2,37330,19,305,1.0,5273.6763629014495,False,0.2162022451905156,5,4.5520000000000005,16576,95,0,0.0,616.6510439181576,False,-0.4862051755231246,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,52527,96,301,1.0,18080.648234717682,False,0.35250377007005207,0,2.5220000000000007,54191,0,3,0.0,156.0,False,-0.07895317458970486,0,1.9910000000000005,55025,0,5,0.0,260.0,False,-0.06391609103715144,0.25,274442,0.0,0.0,6,0,0,6,3,3.0,15,21,15,112.0,76.0,11,7,15,304,1.3617558919941075,98.15540998324286
67,15,0,0,0,10.000000000000002,20,10.0,6.624111022981252,5,9.0,16.216789871513043,5,1.8,54.68290921838226,0,,52.0,15,52.0,0,2.801000000000001,5706,690,0,0.0,6900.000000000001,False,-0.477039067854695,5,3.8230000000000017,6415,670,0,0.0,6700.000000000001,False,-0.44225496915695683,0,0.2,37285,14,315,1.0,5201.026363848347,False,0.21372750234082444,5,4.597000000000001,16411,95,0,0.0,629.2905471832189,False,-0.4910338605808651,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,52518,91,311,1.0,18482.11264522457,False,0.35671572071378665,0,2.5220000000000007,54191,0,3,0.0,156.0,False,-0.07895317458970486,10,2.091,55124,0,0,0.0,0.0,False,-0.06444221924271482,0.25,274072,0.0,0.0,6,0,0,9,6,5.4,5,14,20,124.0,63.0,9,6,20,304,1.2576263319933787,99.41303631523624
68,20,0,0,0,10.0,20,10.0,6.463439102879543,10,5.1,16.087704954996514,1,3.0,53.33697116073341,9,40.0,52.00000000000001,11,52.0,5,2.851000000000001,5496,702,0,0.0,7020.0,False,-0.4856065798492118,5,3.868000000000001,6280,678,0,0.0,6780.0,False,-0.44768106008681746,0,0.2,37234,14,325,1.0,5318.99225781418,False,0.21397042568641875,1,4.602000000000001,16380,95,0,0.0,614.0267147735566,False,-0.4922094407708971,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,52875,82,312,1.0,17960.32680845854,False,0.3588269898339068,0,2.5220000000000007,54191,0,3,0.0,156.00000000000003,False,-0.07895317458970486,11,2.1910000000000007,54585,0,9,0.9,468.00000000000006,False,-0.06961864191035454,0.3625,273463,0.0,0.0,7,0,0,11,7,7.0,8,19,20,176.0,66.0,13,7,20,560,1.493483264988754,100.906519580225
69,20,0,0,0,10.0,20,10.0,6.586225916137502,6,8.333333333333334,15.506623527251485,7,7.857142857142857,54.013666025726955,15,58.0,52.0,5,52.0,1,2.8560000000000008,5382,712,0,0.0,7120.0,False,-0.489262051633539,5,3.913000000000001,6130,688,0,0.0,6880.0,False,-0.45339273474982866,0,0.2,37184,10,335,1.0,5260.581140790622,False,0.21156017802919222,7,4.671,16177,95,0,0.0,625.6914620330626,False,-0.49820930768010063,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,53690,79,307,1.0,17807.218728551044,False,0.37504908425288375,0,2.5220000000000007,53321,5,13,1.0,946.0683301286348,False,-0.08701423660385403,0,2.1800000000000006,54845,0,4,0.0,208.0,False,-0.0674122978225081,0.375,273151,0.0,0.0,9,0,0,12,5,5.0,6,18,19,141.0,84.0,12,8,19,1330,1.3285536579787731,102.23507323820377
70,19,0,0,0,10.0,20,10.0,6.414250182746372,10,5.0,13.781496378120146,14,2.7857142857142856,54.40058733721576,10,58.0,52.00000000000001,6,52.0,5,2.9050000000000007,5177,724,0,0.0,7240.0,False,-0.4975439798949052,5,3.958000000000001,5995,696,0,0.0,6960.0,False,-0.4588188256796893,0,0.2,37134,10,345,1.0,4818.7587522789145,False,0.2033162733899171,14,4.804000000000001,15649,95,0,0.0,609.3537673609053,False,-0.5145250780938332,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,54231,83,307,1.0,17844.844511909214,False,0.3873469883340569,0,2.5220000000000007,52741,5,23,1.0,1468.002936686079,False,-0.09242882048262857,2,2.200000000000001,55033,0,0,0.0,0.0,False,-0.06598666010420733,0.375,272382,0.0,0.0,7,0,0,3,6,5.666666666666667,11,14,28,136.0,112.0,9,10,28,936,1.3458336599869654,103.58090689819073
71,28,0,0,0,10.0,20,10.0,6.561147913047624,5,9.0,13.474341047146495,18,11.88888888888889,54.40058733721576,0,,52.00000000000001,13,52.0,0,2.900000000000001,5067,735,0,0.0,7350.0,False,-0.5006854009595614,5,4.003000000000001,5855,705,0,0.0,7050.0,False,-0.4642449166095499,0,0.2,37194,5,348,1.0,4721.876423972218,False,0.2036680120499699,11,4.900000000000001,15339,95,0,0.0,623.3090517395243,False,-0.52374613456668,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,54017,91,317,1.0,18471.151221187727,False,0.3895251776233796,0,2.5220000000000007,53053,0,22,0.5,1144.0000000000002,False,-0.08988306376334414,7,2.2680000000000007,54937,0,0,0.0,0.0,False,-0.06761596035369392,0.3125,271884,0.0,0.0,9,0,0,13,6,6.0,7,20,15,283.0,114.0,20,8,15,617,1.5758894919999875,105.15679639019072
72,15,0,0,0,10.0,20,10.0,6.722434827382021,10,8.0,12.481137106539821,19,7.2631578947368425,54.40058733721576,0,,52.0,6,52.0,5,2.9500000000000006,4927,743,0,0.0,7430.0,False,-0.5063970756225725,5,4.048,5685,717,0,0.0,7170.0,False,-0.4705277587388622,0,0.2,37114,5,358,1.0,4501.859258278166,False,0.19788599686991315,19,5.079000000000001,14728,95,0,0.0,638.6313086012921,False,-0.5421059079088112,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,53879,100,327,1.0,19037.105769923535,False,0.39271002141784606,0,2.5220000000000007,53365,0,16,0.0,832.0,False,-0.08723545085792841,0,2.261000000000001,54937,0,0,0.0,0.0,False,-0.06761596035369392,0.25,271057,0.0,0.0,7,0,0,5,5,5.0,4,9,17,86.0,45.0,9,6,17,512,1.187332485045772,106.34412887523649
73,17,0,0,0,10.0,20,10.0,6.339422585418341,14,4.142857142857143,13.603002038949954,10,25.6,54.48242024608015,5,56.0,52.0,0,,9,3.0350000000000006,4638,755,0,0.0,7550.0,False,-0.5194768106008681,5,4.093000000000001,5550,725,0,0.0,7250.0,False,-0.4759538496687229,0,0.2,37260,5,361,1.0,4942.380848988025,False,0.2090314169707872,3,5.090000000000002,14678,99,0,0.0,627.6028359564158,False,-0.5437952218982957,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,53903,100,332,1.0,19448.463725593607,False,0.3977555823201776,0,2.5220000000000007,53365,0,16,0.0,832.0,False,-0.08723545085792841,0,2.2610000000000006,54657,0,5,0.5,260.0,False,-0.07016174199351674,0.3125,270473,0.0,0.0,7,0,0,7,4,4.0,4,11,11,172.0,47.0,11,6,11,676,1.187946185003966,107.53207506024046
74,11,0,0,0,10.0,20,10.0,5.873216394451807,35,4.742857142857143,14.670130642971255,7,30.714285714285715,54.56405280654725,5,56.0,52.0,10,52.0,25,3.276000000000001,3926,770,0,0.0,7700.0,False,-0.5558601782042495,10,4.188000000000001,5395,730,0,0.0,7300.0,False,-0.48337902673063743,0,0.2,37364,25,366,1.0,5516.098225188774,False,0.22092535793909038,2,5.107000000000001,14555,104,0,0.0,610.814505022988,False,-0.547793583698147,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,53968,97,337,1.0,19811.088468174636,False,0.4031665436630856,0,2.5220000000000007,53605,0,11,0.5,572.0,False,-0.08536854432205834,0,2.2610000000000006,54657,0,5,0.0,260.0,False,-0.07016174199351674,0.3125,269892,0.0,0.0,9,0,0,3,6,6.0,4,7,16,81.0,28.0,7,4,16,1205,1.1243947670445777,108.65646982728504
75,16,0,0,0,10.0,20,10.0,5.828456497217432,1,1.0,15.424257137648446,9,23.88888888888889,54.717373126194644,10,56.0,52.0,9,52.0,1,3.261000000000001,3848,776,0,0.0,7760.0,False,-0.5586017820424949,0,4.178000000000002,5255,744,0,0.0,7440.0,False,-0.48737719899474524,0,0.2,37568,16,371,1.0,5815.654702023052,False,0.23169093028456955,4,5.145000000000001,14425,104,0,0.0,606.1594757106129,False,-0.5518203475791094,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,54313,96,337,1.0,19920.483428741845,False,0.41194705112741203,0,2.5220000000000007,53513,0,12,1.0,624.0,False,-0.08648868824358039,0,2.2610000000000006,54657,0,5,0.0,260.0,False,-0.07016174199351674,0.375,270001,0.0,0.0,10,0,0,4,3,3.0,5,9,19,130.0,73.0,9,7,19,1433,1.0306617669994012,109.68713159428444
76,19,0,0,0,10.0,20,10.0,5.886437324932396,6,6.833333333333333,15.424257137648446,0,,54.90118932668132,5,58.0,52.0,12,52.0,1,3.270000000000001,3730,786,0,0.0,7860.0,False,-0.5624857208133425,5,4.228000000000001,5100,754,0,0.0,7540.0,False,-0.493374457390907,0,0.2,37527,12,381,1.0,5947.279217343247,False,0.2324459743372779,0,5.141000000000002,14425,104,0,0.0,612.1894817929691,False,-0.5517286001796456,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,54603,86,342,1.0,20102.692863562777,False,0.4203191149531292,0,2.5220000000000007,53929,0,4,0.0,208.0,False,-0.08295853770302608,0,2.261000000000001,54575,0,6,0.5,312.0,False,-0.0711121671390506,0.3125,270311,0.0,0.0,11,0,0,5,2,2.0,5,10,22,136.0,83.0,10,9,22,1114,1.29833476501517,110.98546635929961
77,22,0,0,0,10.0,20,10.0,6.319851230799193,17,8.705882352941176,15.935709687282053,10,21.0,55.24412261334257,10,58.0,51.99999999999999,10,52.0,0,3.2690000000000006,3630,796,0,0.0,7960.0,False,-0.5653415581448481,17,4.393000000000001,4775,764,0,0.0,7640.0,False,-0.5090815627141878,0,0.2,37584,19,386,1.0,6271.261112676057,False,0.2391099311161229,5,5.191000000000001,14260,104,0,0.0,657.2645280031161,False,-0.5560637738420803,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,54973,86,342,1.0,20263.960966869414,False,0.4302185910554405,6,2.5820000000000007,53477,0,10,1.0,519.9999999999999,False,-0.08798221347227644,0,2.261000000000001,54575,0,6,0.0,311.99999999999994,False,-0.0711121671390506,0.375,269696,0.0,0.0,10,0,0,7,5,4.666666666666666,6,13,21,196.0,74.0,13,9,21,1141,1.1316310889669694,112.11709744826658
78,21,0,0,0,10.0,20,10.0,6.4002183664490495,5,8.0,15.219064332552705,6,3.5,55.28790315734562,5,56.0,52.0,15,52.0,0,3.269000000000001,3500,809,0,0.0,8090.0,False,-0.5690541466758053,5,4.426000000000001,4650,771,0,0.0,7710.0,False,-0.5142220699108979,0,0.2,37544,14,396,1.0,6116.352532821157,False,0.23553576369090673,6,5.246000000000001,14072,104,0,0.0,665.6227101107012,False,-0.5616574963466816,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,55232,82,347,1.0,20432.86567086825,False,0.4377635121248243,0,2.5760000000000005,53633,0,7,0.0,364.0,False,-0.08665840701956858,6,2.3210000000000006,54527,0,5,0.5,260.0,False,-0.07236808608136318,0.3125,269580,0.0,0.0,8,0,0,10,5,4.666666666666666,3,13,16,161.0,54.0,13,8,16,896,1.2158684430178255,113.3329658912844
79,16,0,0,0,10.0,20,10.0,6.217639594797489,10,4.5,14.575821880392864,30,12.566666666666666,55.45188874392698,5,58.0,52.00000000000001,20,52.0,5,3.3190000000000004,3300,820,0,0.0,8200.0,False,-0.5773360749371715,5,4.471000000000001,4505,780,0,0.0,7800.0,False,-0.5199337445739091,0,0.2,37835,14,394,1.0,5829.920775201953,False,0.2400328765017643,18,5.420000000000001,13327,104,0,0.0,646.6345178589388,False,-0.5846169661332399,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,55145,102,352,1.0,21005.79866966237,False,0.44214536883704647,4,2.6160000000000005,53951,0,0,0.0,0.0,False,-0.08435023166612922,4,2.3550000000000004,54457,0,5,0.5,260.00000000000006,False,-0.07355611751328049,0.3125,268942,0.0,0.0,9,0,0,2,11,10.2,4,6,20,91.0,75.0,6,10,20,1242,1.0064609170076437,114.33942680829205
80,20,0,0,0,10.0,20,10.0,6.257285311850111,5,7.0,14.575821880392864,0,,55.45188874392698,0,,52.00000000000001,20,52.0,5,3.3640000000000008,3130,831,0,0.0,8310.0,False,-0.5839045007996344,0,4.466000000000001,4415,789,0,0.0,7890.0,False,-0.5225039981722641,0,0.2,37800,9,404,1.0,5944.947607485368,False,0.24071796615369384,0,5.402,13327,104,0,0.0,650.7576724324115,False,-0.5845542317504654,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,55145,92,362,1.0,21414.55933829771,False,0.4466351720996649,9,2.7020000000000004,53811,0,0,0.0,0.0,False,-0.08672629452996385,6,2.4110000000000005,54637,0,0,0.0,0.0,False,-0.07270752363333956,0.25,268687,0.0,0.0,6,0,0,7,5,4.8,4,11,20,173.0,80.0,11,9,20,408,0.9233552640071139,115.26278207229916
81,20,0,0,0,10.0,20,10.0,6.3533062289057245,7,7.571428571428571,14.845372632217348,13,17.153846153846153,55.45188874392698,0,,52.000000000000014,11,52.0,2,3.3790000000000004,3030,838,0,0.0,8380.0,False,-0.5876170893305918,5,4.516000000000001,4235,802,0,0.0,8020.0,False,-0.529072424034727,0,0.2,37952,6,409,1.0,6109.877243950329,False,0.24785279721183012,8,5.482000000000002,13052,104,0,0.0,660.7438478061954,False,-0.5927706188332086,0,0.2,46422,0,0,0.0,0.0,False,0.019793062542562773,0,0.2,54922,95,372,1.0,22038.413012801484,False,0.4485887064519836,8,2.7730000000000006,53692,0,0,0.0,0.0,False,-0.08874594796422328,3,2.4350000000000005,54607,0,0,0.0,0.0,False,-0.07321667996130411,0.25,267912,0.0,0.0,6,0,0,9,7,7.0,3,12,13,154.0,39.0,12,8,13,405,0.9429477630183101,116.20572983531747
