index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,13,0,0,0,10.000000000000002,20,10.0,26.401950099766072,16,33.0,44.26923261492644,5,43.6,9.348656291348773,4,2.0,43.999999999999986,6,44.0,4,0.645,38185,2,10,1.0,284.0195009976607,False,0.37762876066636103,0,3.8810000000000007,17225,545,0,0.0,5450.000000000001,False,-0.28291578304158727,0,1.298,23178,332,0,0.0,8765.447433122335,False,-0.23303955150796812,0,0.31700000000000006,35584,144,177,1.0,11637.534987208295,False,0.15215715858088616,0,2.0090000000000003,34054,240,0,0.0,10624.615827582345,False,-0.1676433467852591,4,2.7870000000000013,26703,203,0,0.0,8986.654220830067,False,-0.3403884742485456,0,0.2,68346,25,139,1.0,6349.716407283718,False,0.2050692199434179,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,302856,0.0,0.0,9,0,0,2,2,1.25,5,7,17,122.0,48.0,7,6,17,682,0.7408846998587251,45.41206154320389
53,17,0,0,0,10.000000000000002,20,10.0,26.757510504170394,12,31.833333333333332,44.90122022828319,9,51.0,9.348656291348773,0,,43.99999999999999,10,44.0,2,0.661,38437,0,10,1.0,267.5751050417039,False,0.386391127296677,0,3.8810000000000007,17105,557,0,0.0,5570.000000000001,False,-0.2850724273031163,0,1.298,23116,334,0,0.0,8937.008508392912,False,-0.23237778616400565,0,0.31700000000000006,35723,144,178,1.0,11845.498713234943,False,0.15891886340941908,0,2.0090000000000003,34054,240,0,0.0,10776.292854787966,False,-0.16603982604093487,0,2.783000000000001,26244,212,0,0.0,9519.058688396035,False,-0.34446496787825315,0,0.2,68786,15,139,1.0,6256.229844370231,False,0.2116952809129757,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,303046,0.0,0.0,9,0,0,4,1,1.0,5,9,15,122.0,33.0,9,8,15,1419,0.7700782809406519,46.18213982414454
54,15,0,0,0,10.000000000000002,20,10.0,26.999971705183928,10,31.0,44.964165093173605,12,45.416666666666664,9.75026232426911,5,19.0,43.99999999999999,12,44.0,0,0.6590000000000001,38637,1,10,1.0,279.9997170518393,False,0.393803237070052,0,3.8810000000000007,17015,566,0,0.0,5660.000000000001,False,-0.2866899104992631,0,1.298,22806,344,0,0.0,9287.99026658327,False,-0.2361209090499058,0,0.31700000000000006,36268,134,176,1.0,11531.6892648932,False,0.16971878760112977,5,2.0590000000000006,33654,247,0,0.0,11106.148778013881,False,-0.17101016198314953,0,2.7830000000000013,25979,217,0,0.0,9757.223825218673,False,-0.3475502291445325,0,0.2,69219,10,137,1.0,6125.50262324269,False,0.21788965984197706,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,303159,0.0,0.0,10,0,0,0,1,1.0,7,7,17,96.0,46.0,7,8,17,1583,0.6933039175346494,46.87544374167919
55,17,0,0,0,10.000000000000002,20,10.0,26.64731642563021,24,24.333333333333332,44.7520407281042,5,41.0,9.875086913951396,12,11.0,43.999999999999986,12,44.0,0,0.6590000000000001,38805,0,11,0.9,293.1204806819323,False,0.40007764783224775,16,4.041000000000001,16831,578,0,0.0,5780.000000000001,False,-0.2911469753064232,0,1.2980000000000003,22558,352,0,0.0,9379.855381821833,False,-0.24174404644744907,0,0.31700000000000006,36137,140,181,1.0,11830.74367137509,False,0.17023436303569076,4,2.0940000000000003,33353,252,0,0.0,11277.514263482259,False,-0.17556280512229352,8,2.863000000000001,25691,217,0,0.0,9711.192837998611,False,-0.3541263047045289,0,0.2,69615,12,135,1.0,6058.501042967415,False,0.22399748140663378,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.3625,302571,0.0,0.0,11,0,0,3,3,3.0,4,7,17,111.0,80.0,7,10,17,1181,0.7583011062815785,47.63374484796077
56,17,0,0,0,10.000000000000002,20,10.0,26.900155889852993,23,28.695652173913043,44.42611528267128,8,41.0,9.799363467670018,19,9.368421052631579,43.99999999999998,10,44.0,6,0.7190000000000001,39071,2,10,1.0,289.00155889852994,False,0.40956474531646103,6,4.085000000000001,16711,586,0,0.0,5860.000000000001,False,-0.29402250098846194,0,1.2980000000000003,22430,356,0,0.0,9576.455496787665,False,-0.24257053712553692,0,0.31700000000000006,35933,149,183,1.0,12138.10232431694,False,0.16883403818445733,5,2.1400000000000006,32905,260,0,0.0,11550.789973494533,False,-0.18214621023898364,14,2.9950000000000006,25092,217,0,0.0,9640.467016339668,False,-0.3675392005884378,0,0.2,69877,21,135,1.0,6145.7866328210675,False,0.22914731788391812,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,301600,0.0,0.0,9,0,0,2,7,6.5,6,8,18,116.0,57.0,8,9,18,1256,0.7741602985188365,48.40790514647961
57,18,0,0,0,10.000000000000002,20,10.0,27.170151407250852,16,30.0,44.42611528267128,0,,9.740451758534725,1,3.0,43.999999999999986,7,44.0,6,0.7730000000000001,39301,2,10,1.0,291.70151407250853,False,0.41788040534259213,0,4.079000000000001,16611,596,0,0.0,5960.000000000001,False,-0.29581970453973616,0,1.2980000000000003,21950,372,0,0.0,10107.296323497318,False,-0.24854186275918583,0,0.31700000000000006,35933,139,193,1.0,12350.891295163427,False,0.17179478635262874,0,2.1350000000000002,32905,260,0,0.0,11550.789973494533,False,-0.18214621023898364,1,2.991000000000001,25052,217,0,0.0,9640.467016339668,False,-0.3683849559536984,0,0.2,70182,12,138,1.0,6188.8854211024145,False,0.234649413825631,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,301515,0.0,0.0,6,0,0,2,2,1.375,7,9,17,150.0,69.0,9,9,17,508,0.8286201031878591,49.236525249667466
58,17,0,0,0,10.000000000000002,20,10.0,27.40907200353356,11,31.0,44.56116988009578,5,46.8,10.000370002956679,3,19.0,43.999999999999986,8,44.0,1,0.7770000000000001,39487,5,10,1.0,324.0907200353356,False,0.4251481025131257,0,4.079000000000001,16541,603,0,0.0,6030.000000000001,False,-0.2970777470256281,0,1.298,21950,372,0,0.0,10196.174785314484,False,-0.24730520682740387,0,0.31700000000000006,35826,140,198,1.0,12660.381716753664,False,0.17312344116813222,3,2.1650000000000005,32833,260,0,0.0,11585.904168824904,False,-0.18329734465773445,0,2.990000000000001,24818,222,0,0.0,9892.579713381263,False,-0.37066730401330733,0,0.2,70477,5,140,1.0,6210.001850014782,False,0.23979782518967804,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,301513,0.0,0.0,9,0,0,3,2,1.0909090909090908,4,7,18,115.0,70.0,7,10,18,786,0.7581969611346722,49.99472221080214
59,18,0,0,0,10.000000000000002,20,10.0,27.263725913210305,23,26.26086956521739,45.98098932571456,16,53.0,9.849129457323272,3,5.0,43.999999999999986,0,,1,0.7860000000000003,39694,7,10,1.0,342.63725913210305,False,0.43292184427468633,12,4.199000000000001,16413,611,0,0.0,6110.000000000001,False,-0.30024082527587076,0,1.298,21918,373,0,0.0,10169.369765627443,False,-0.24856866890736823,0,0.31700000000000006,36102,152,192,1.0,12972.436289345162,False,0.1851459063495918,0,2.1620000000000004,32833,260,0,0.0,11955.057224685786,False,-0.17939467993777575,3,3.0200000000000014,23856,238,0,0.0,10943.475459520065,False,-0.3798977116024943,0,0.2,70462,0,148,0.8,6511.999999999998,False,0.24208930075821397,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.35,300859,0.0,0.0,7,0,0,2,3,3.0,6,8,20,115.0,54.0,8,10,20,1368,0.7589398510754108,50.75366206187755
60,20,0,0,0,10.000000000000002,20,10.0,27.595528212744906,13,31.76923076923077,44.85620372101376,19,39.78947368421053,9.84418030275283,10,9.8,43.999999999999986,0,,3,0.8150000000000002,39919,8,10,1.0,355.95528212744904,False,0.44124861223765244,0,4.187,16323,620,0,0.0,6200.000000000001,False,-0.30185830847201756,0,1.298,21536,385,0,0.0,10624.278361906789,False,-0.2528693702253125,0,0.31700000000000006,36827,143,183,1.0,12154.84581536804,False,0.19394525971014387,3,2.192,32059,278,0,0.0,12470.024634441826,False,-0.19031584063387433,7,3.087000000000001,23522,239,0,0.0,10720.632689322289,False,-0.3893156497587241,0,0.2,70364,0,158,1.0,6951.999999999998,False,0.24414490311710194,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.375,300131,0.0,0.0,8,0,0,5,6,6.0,4,9,14,138.0,64.0,9,11,14,1276,1.213464519008994,51.96712658088654
61,14,0,0,0,10.000000000000002,20,10.0,27.595528212744906,0,,44.85620372101376,0,,10.141635354898408,3,19.0,43.999999999999986,0,,0,0.812,39799,10,20,1.0,651.9105642548981,False,0.4422542425551723,0,4.187,16243,628,0,0.0,6280.000000000001,False,-0.30329607131303693,0,1.298,21536,385,0,0.0,10624.278361906789,False,-0.2528693702253125,0,0.31700000000000006,36827,133,193,1.0,12327.452570450729,False,0.1963469120697193,3,2.2190000000000003,31987,278,0,0.0,12470.024634441826,False,-0.1918382002913434,0,3.080000000000001,23522,239,0,0.0,10720.632689322289,False,-0.3893156497587241,0,0.2,70307,0,161,0.3,7083.999999999997,False,0.24429654591406907,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.2875,299802,0.0,0.0,5,0,0,4,1,1.0,3,7,10,119.0,31.0,7,7,10,200,0.6119552319869399,52.57908181287348
62,10,0,0,0,10.000000000000002,20,10.0,27.751147026141428,23,28.82608695652174,45.10664131911599,4,51.0,10.450262683783825,3,19.0,43.999999999999986,2,44.0,0,0.812,40267,9,12,1.0,423.01376431369715,False,0.4549623263778027,5,4.237000000000001,16113,639,0,0.0,6390.000000000001,False,-0.30599187663994826,0,1.298,20978,403,0,0.0,11183.712251534995,False,-0.26061343743516086,0,0.31700000000000006,36926,128,199,1.0,12528.368441850183,False,0.2018974320557977,3,2.2460000000000004,31915,278,0,0.0,12539.646286714244,False,-0.1926245238744662,0,3.0800000000000014,23318,243,0,0.0,10960.913840545185,False,-0.3910887637113312,0,0.2,70338,0,162,0.3,7127.999999999997,False,0.24518955349620894,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.2875,299436,0.0,0.0,10,0,0,3,2,2.0,1,4,10,60.0,24.0,4,6,10,1050,0.5044972402974963,53.08357905317098
63,10,0,0,0,10.0,20,10.0,26.994929431111245,43,24.11627906976744,45.70380466839026,16,49.0,10.256078453358711,8,8.375,43.999999999999986,0,,7,0.8820000000000001,40578,10,10,1.0,369.94929431111245,False,0.465187255927377,24,4.472000000000001,15651,648,0,0.0,6480.0,False,-0.3209805542575752,0,1.2980000000000003,20370,422,0,0.0,11391.860219928945,False,-0.27463670210200436,0,0.31700000000000006,37281,142,193,1.0,12654.114280217116,False,0.2135260091862686,3,2.2730000000000006,31843,278,0,0.0,12705.657697812492,False,-0.1923918205115499,5,3.130000000000001,22329,259,0,0.0,11837.285409113078,False,-0.40273511566642267,0,0.2,70271,0,170,0.8,7479.999999999997,False,0.24702611625947768,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.35,297904,0.0,0.0,7,0,0,4,8,7.75,1,5,9,74.0,21.0,5,5,9,1336,0.4780325647443533,53.56161161791533
64,9,0,0,0,10.0,20,10.0,27.41403800608918,17,32.0,45.70380466839026,0,,10.373226486544276,8,11.5,43.999999999999986,0,,7,0.9450000000000001,40877,6,10,1.0,334.1403800608918,False,0.4752909740854192,0,4.448000000000001,15511,662,0,0.0,6620.0,False,-0.3234966392293591,0,1.2980000000000003,19826,439,0,0.0,12034.76268467315,False,-0.2808297942858891,0,0.31700000000000006,37281,132,203,1.0,12896.525364486995,False,0.21689891977858627,3,2.3000000000000007,31771,278,0,0.0,12705.657697812492,False,-0.19391418016901898,5,3.1750000000000007,22149,259,0,0.0,11837.285409113078,False,-0.40654101481009536,0,0.2,70179,0,178,0.8,7831.999999999997,False,0.24844144903117102,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.35,297175,0.0,0.0,5,0,0,2,4,3.4,4,6,5,97.0,9.0,6,3,5,424,0.29187001194804907,53.85348162986338
65,5,0,0,0,10.0,20,10.0,27.52804976673373,6,31.0,46.02216584700246,5,52.0,10.373226486544276,0,,43.999999999999986,0,,0,0.9380000000000002,40953,7,14,1.0,455.39269673427225,False,0.48020187442461215,0,4.448000000000001,15421,671,0,0.0,6710.0,False,-0.3251141224255059,0,1.2980000000000003,19640,445,0,0.0,12249.98214619651,False,-0.28301124048703896,0,0.31700000000000006,37541,122,208,1.0,12931.032567718026,False,0.22461433933098682,0,2.2970000000000006,31771,278,0,0.0,12794.162105466685,False,-0.19297851669873464,0,3.170000000000001,21889,264,0,0.0,12149.85178360865,False,-0.40873399108141817,0,0.2,70179,0,178,0.0,7831.999999999997,False,0.24844144903117102,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.25,296975,0.0,0.0,9,0,0,1,0,0.0,0,1,2,18.0,12.0,1,4,2,646,0.18674572557210922,54.04022735543549
66,2,0,0,0,10.0,0,,27.83653514621788,33,29.424242424242426,45.7550180651017,5,41.0,10.208099970486456,3,6.0,43.999999999999986,0,,18,1.118,41431,0,7,0.7,194.85574602352517,False,0.4927007610442387,1,4.458000000000002,15407,671,0,0.0,6710.0,False,-0.3256173394198627,0,1.298,18680,477,0,0.0,13278.02726474593,False,-0.2954219108842921,0,0.31700000000000006,37735,113,213,1.0,12891.347319389282,False,0.22946079475983422,0,2.2970000000000006,31566,283,0,0.0,12948.67011242378,False,-0.19567956324744928,3,3.2000000000000015,21778,264,0,0.0,12079.32476918685,False,-0.41182656973055454,0,0.2,70161,0,181,0.3,7963.999999999997,False,0.24925021061499578,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.25,296339,0.0,0.0,1,0,0,0,4,3.125,0,0,2,0.0,6.0,0,2,2,205,0.12413751427084208,54.16436486970633
67,2,0,0,0,10.0,0,,28.020835624528118,17,30.0,45.48966047630407,5,41.0,9.917868410903587,3,3.0,43.999999999999986,0,,10,1.2000000000000002,41691,0,0,0.0,0.0,False,0.4985442651234679,0,4.457000000000001,15407,671,0,0.0,6710.0,False,-0.3256173394198627,0,1.298,18170,494,0,0.0,13842.29279851689,False,-0.3017630054471004,0,0.31700000000000006,37940,103,218,1.0,12802.892053160684,False,0.2339347718541907,0,2.2970000000000006,31361,288,0,0.0,13101.02221717557,False,-0.19840340186937758,3,3.227000000000001,21658,264,0,0.0,12009.270365744274,False,-0.41510444692098236,0,0.2,70152,0,184,0.3,8095.999999999997,False,0.2502106149957877,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.1625,295960,0.0,0.0,1,0,0,0,2,1.5882352941176472,0,0,2,0.0,6.0,0,2,2,205,0.11876135505735874,54.28312622476369
68,2,0,0,0,10.0,0,,28.020835624528118,0,,45.5596311885027,6,46.5,9.917868410903587,0,,43.999999999999986,0,,0,1.1900000000000002,41691,0,0,0.0,0.0,False,0.4985442651234679,0,4.457000000000001,15407,671,0,0.0,6710.0,False,-0.3256173394198627,0,1.298,18170,494,0,0.0,13842.29279851689,False,-0.3017630054471004,0,0.31700000000000006,38219,93,222,1.0,12720.175836928714,False,0.2405478758442843,0,2.2970000000000006,31241,291,0,0.0,13257.852675854285,False,-0.19928266544186185,0,3.224000000000001,21499,267,0,0.0,12164.421527330222,False,-0.4168260754061716,0,0.2,70152,0,184,0.0,8095.999999999997,False,0.2502106149957877,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.125,295960,0.0,0.0,2,0,0,0,0,0.0,0,0,1,0.0,6.0,0,2,1,279,0.11587200593203306,54.398998230695724
69,1,0,0,0,10.0,0,,28.020835624528118,0,,45.48949810138266,3,43.666666666666664,9.917868410903587,0,,43.999999999999986,0,,0,1.1900000000000002,41691,0,0,0.0,0.0,False,0.4985442651234679,0,4.457000000000001,15407,671,0,0.0,6710.0,False,-0.3256173394198627,0,1.298,18170,494,0,0.0,13842.29279851689,False,-0.3017630054471004,0,0.31700000000000006,38350,83,229,1.0,12742.824422052461,False,0.2445084795053912,0,2.2970000000000006,31161,293,0,0.0,13328.422943705118,False,-0.20022811138909916,0,3.224000000000001,21448,268,0,0.0,12191.185491170552,False,-0.41762146642170894,0,0.2,70152,0,184,0.0,8095.999999999997,False,0.2502106149957877,0,0.2,59581,0,0,0.0,0.0,False,0.0038921651221566975,0.125,295960,0.0,0.0,2,0,0,0,0,0.0,0,0,0,0.0,3.0,0,1,0,131,0.10891446843743324,54.50791269913316
