index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,25,0,0,0,10.000000000000002,20,10.0,25.42044623351466,22,22.863636363636363,26.480773676248877,14,25.285714285714285,54.19975998685965,13,44.30769230769231,47.00000000000001,20,47.0,0,1.6040000000000003,52141,2,13,1.0,350.46580103569056,False,0.19746922338615777,0,1.8380000000000003,50927,23,25,1.0,865.5111558378665,False,0.17557635967678215,10,7.842000000000002,21471.0,794,0,0.0,20183.83430941064,False,-0.5017613986849782,0,0.3440000000000001,59803,61,255,1.0,8303.244507687858,False,0.009560091774833579,0,0.2,86669,0,4,0.0,216.7990399474386,False,0.010496524290531994,0,0.35300000000000004,72698,594,148,1.0,23751.14404174706,False,-0.015166379187741287,9,2.1260000000000003,109649,0,6,0.6,282.00000000000006,False,-0.02169748273557585,11,4.810000000000001,89040,238,0,0.0,12899.542876872596,False,-0.14912210792215377,0.575,542398,0.0,0.0,16,0,0,6,10,10.0,19,25,33,130.0,121.0,9,16,33,1463,2.4549474269733764,120.42228990077274
53,33,0,0,0,10.000000000000002,20,10.0,25.567474413237587,16,27.8125,28.284793582456167,40,36.425,51.89294505404243,16,42.375,47.00000000000001,15,47.0,0,1.6040000000000003,52445,0,8,0.8,204.5397953059007,False,0.20275744232307788,0,1.838,50868,27,32,1.0,1088.159181223603,False,0.17677400697227677,19,8.022,20956.0,797,0,0.0,20377.277107350357,False,-0.5083641643328991,0,0.3440000000000001,60447,64,244,1.0,8537.807996566511,False,0.02157735715296618,0,0.2,86669,0,4,0.0,207.5717802161697,False,0.010442799968653533,0,0.35300000000000004,71919,624,142,1.0,25018.509393126675,False,-0.016858555398908456,0,2.1170000000000004,109624,0,6,0.5,282.00000000000006,False,-0.02192024949877478,10,4.899000000000001,88447,249,0,0.0,12921.343318456564,False,-0.15430900726907307,0.5375,541375,0.0,0.0,18,0,0,11,7,7.0,22,33,36,251.0,171.0,16,17,36,2566,2.6916637949761935,123.11395369574893
54,36,0,0,0,10.000000000000002,20,10.0,25.88316148543544,51,27.333333333333332,28.079230072183066,10,24.0,54.38701462408458,23,62.391304347826086,47.000000000000014,10,47.0,6,1.6640000000000004,52558,2,10,1.0,278.8316148543544,False,0.20619414057147512,5,1.8880000000000001,51707,25,10,1.0,508.8316148543545,False,0.18934779480938396,5,8.053,20427.0,815,0,0.0,21094.776610629884,False,-0.5110516613472204,0,0.3440000000000001,59637,87,249,1.0,9243.563337206466,False,0.01436142115271324,0,0.2,86669,0,4,0.0,217.5480584963383,False,0.010500885337558524,0,0.35300000000000004,73114,624,129,1.0,24537.364451549143,False,-0.005744536008028248,0,2.1170000000000004,109694,0,4,0.4,188.00000000000006,False,-0.021715304076631768,4,4.929,87182,268,0,0.0,14575.719919254667,False,-0.1582102030775021,0.55,540988,0.0,0.0,24,0,0,12,5,3.8461538461538463,22,34,38,216.0,135.0,16,20,38,2694,2.0783923160051927,125.19234601175413
55,38,0,0,0,10.000000000000002,20,10.0,25.989470134919298,28,26.964285714285715,27.739681288908702,5,15.0,54.94428962475911,10,59.8,47.000000000000014,19,47.0,0,1.6580000000000004,52549,1,17,1.0,451.8209922936281,False,0.20796792089878027,15,2.0330000000000004,51917,26,10,1.0,519.894701349193,False,0.19428110853245897,5,8.098,19562.0,843,0,0.0,21909.123323736967,False,-0.5182787153409132,0,0.3440000000000001,59637,77,259,1.0,9185.766654216139,False,0.01390524439388255,0,0.2,86669,0,4,0.0,219.77715849903643,False,0.010513863934621,0,0.35300000000000004,73637,619,129,1.0,24258.676079428413,False,-0.00127698030050069,4,2.1570000000000005,109522,0,6,0.6,282.0000000000001,False,-0.02282913789262642,11,5.035000000000001,86696,272,0,0.0,14944.846777934477,False,-0.1608962050437315,0.575,540189,0.0,0.0,14,0,0,9,10,8.564102564102564,25,34,38,273.0,77.0,17,21,38,973,2.1063868870260194,127.29873289878014
56,38,0,0,0,10.000000000000002,20,10.0,25.990371806746456,24,26.0,29.81257791807982,23,45.43478260869565,54.754430275809035,22,54.0,47.000000000000014,20,47.0,0,1.6580000000000004,52449,1,27,1.0,711.7400387821543,False,0.2086536661262807,14,2.1580000000000004,52109,26,10,1.0,519.9037180674646,False,0.19867591061900552,0,8.093,19250.0,855,0,0.0,22221.76789476822,False,-0.5207361766186663,0,0.3440000000000001,60370,79,246,1.0,9387.133540580606,False,0.027065411771145576,0,0.2,86669,0,4,0.0,219.01772110323614,False,0.010509442225436923,0,0.35300000000000004,73780,632,117,1.0,25247.817586496105,False,0.006147337943640214,5,2.2030000000000007,108557,12,10,1.0,1127.0531633097085,False,-0.02766293979367477,9,5.114000000000001,86552,272,0,0.0,14893.205035020057,False,-0.16240942287805726,0.625,539736,0.0,0.0,13,0,0,4,7,6.166666666666667,28,32,33,231.0,114.0,15,23,33,2715,2.206218607025221,129.50495150580537
57,33,0,0,0,10.000000000000002,20,10.0,25.991144173747745,22,26.0,30.688222954842967,28,36.214285714285715,54.754430275809035,0,,47.00000000000001,20,47.0,0,1.6580000000000001,52901,3,15,1.0,419.8671626062162,False,0.2156591723615351,0,2.1440000000000006,52029,24,20,1.0,759.822883474955,False,0.19959054777489713,5,8.143,18568.0,877,0,0.0,22794.23344037677,False,-0.5269835874253992,0,0.3440000000000001,61309,69,233,1.0,8943.744896467006,False,0.03838848992460037,0,0.2,86669,0,4,0.0,219.01772110323614,False,0.010509442225436923,0,0.35300000000000004,72766,650,127,1.0,26901.157565675676,False,0.003965936732472843,0,2.1980000000000004,109027,2,10,1.0,579.5088605516181,False,-0.02591441808620358,10,5.205000000000001,86382,272,0,0.0,14893.205035020057,False,-0.16392423686781,0.625,539651,0.0,0.0,16,0,0,8,5,5.0,26,34,31,228.0,69.0,15,18,31,2181,1.978705404966604,131.48365691077197
58,31,0,0,0,10.000000000000002,20,10.0,26.19872926301921,29,27.96551724137931,29.860646951271118,11,16.0,52.859625375013636,10,34.2,47.00000000000001,5,47.0,14,1.7980000000000005,53293,3,10,1.0,291.9872926301921,False,0.2231681578043694,0,2.144,51929,24,30,1.0,1025.9618778905763,False,0.20034747737291506,11,8.248000000000001,18254.0,878,0,0.0,23002.484292930865,False,-0.5302965769551937,0,0.3440000000000001,60525,87,243,1.0,9535.426655041552,False,0.030682620523145975,0,0.2,86669,0,4,0.0,211.43850150005454,False,0.01046531336753027,0,0.35300000000000004,72932,651,127,1.0,26152.45358790423,False,0.0015397409515127815,0,2.1980000000000004,109027,0,12,0.2,564.0000000000001,False,-0.02598351525952328,5,5.245000000000001,85981,282,0,0.0,14906.414355753845,False,-0.1674385637970424,0.525,538610,0.0,0.0,13,0,0,6,7,6.928571428571429,24,30,29,189.0,54.0,13,18,29,934,1.9417579000000842,133.42541481077205
59,29,0,0,0,10.000000000000002,20,10.0,26.29489190391969,14,28.0,29.37545700306773,6,15.166666666666666,50.754299945734935,10,30.2,47.00000000000001,13,47.0,4,1.824,53517,1,10,1.0,272.9489190391969,False,0.22807742130787143,0,2.1440000000000006,51809,26,40,1.0,1311.7956761567875,False,0.20087202357752285,6,8.297,17723.0,892,0,0.0,23455.043578296365,False,-0.5351067611304333,0,0.3440000000000001,60525,77,253,1.0,9456.697298377952,False,0.030061226683751566,0,0.2,86669,0,4,0.0,203.01719978293974,False,0.010416281614088602,0,0.35300000000000004,73143,647,127,1.0,25451.716774093158,False,-8.316191896943382e-05,0,2.1980000000000004,108977,0,16,0.7,752.0000000000001,False,-0.02559144575629316,10,5.340000000000001,85699,285,0,0.0,14464.975484534456,False,-0.17191813105576093,0.5875,538062,0.0,0.0,14,0,0,6,7,6.285714285714286,24,30,36,164.0,114.0,11,18,36,643,1.7677169780363329,135.1931317888084
60,36,0,0,0,10.000000000000002,20,10.0,26.399177475279345,16,27.9375,29.008317801046637,5,17.0,50.94361424506835,6,54.0,47.00000000000001,10,47.0,0,1.8200000000000003,53437,0,19,0.9,501.5843720303076,False,0.22886292169688377,0,2.1440000000000006,52136,28,34,1.0,1177.5720341594977,False,0.20682061885325254,5,8.341000000000001,17596.0,893,0,0.0,23574.465485424455,False,-0.5361689570046532,0,0.3440000000000001,60105,82,263,1.0,9793.920134648171,False,0.02609291492089987,0,0.2,86669,0,4,0.0,203.7744569802734,False,0.010420690629397386,0,0.35300000000000004,73382,642,131,1.0,25296.953494375895,False,0.001798834915319133,0,2.1980000000000004,108821,0,19,0.3,893.0000000000001,False,-0.026353308086433505,10,5.4300000000000015,85358,288,0,0.0,14671.760902579686,False,-0.17403537134070082,0.525,537504,0.0,0.0,13,0,0,7,6,6.0,22,29,33,215.0,171.0,14,22,33,971,2.1433507820474915,137.33648257085588
61,33,0,0,0,10.000000000000002,20,10.0,26.358125304213846,26,26.0,28.265620063902894,10,17.0,51.58023294605232,7,60.0,47.000000000000014,8,47.0,0,1.8200000000000003,53337,0,29,1.0,764.3856338222015,False,0.2295816525191947,0,2.1440000000000006,52712,28,18,1.0,754.4462554758493,False,0.21516224055798772,10,8.436,17018.0,906,0,0.0,23880.461525617746,False,-0.5428778550125672,0,0.3440000000000001,59767,85,273,1.0,9956.954928303667,False,0.022044191134064164,0,0.2,86669,0,4,0.0,206.32093178420928,False,0.010435517093158726,0,0.35300000000000004,73632,642,134,1.0,25058.27929579667,False,0.003320364803883937,0,2.1980000000000004,108665,0,22,0.3,1034.0000000000002,False,-0.027115170416573846,8,5.500000000000001,84973,292,0,0.0,15061.428020247276,False,-0.17572988184340704,0.5375,536773,0.0,0.0,13,0,0,10,6,6.0,21,31,29,218.0,72.0,14,19,29,1296,2.0234062100062147,139.3598887808621
62,29,0,0,0,10.000000000000002,20,10.0,26.62049599015525,44,27.977272727272727,27.476918476385002,10,16.0,52.09135101758958,24,54.0,47.000000000000014,7,47.0,0,1.8200000000000003,53638,0,24,0.9,638.891903763726,False,0.23503504204449316,12,2.2640000000000007,53178,29,10,1.0,556.2049599015525,False,0.22355976286824555,5,8.476,16461.0,922,0,0.0,24544.09730292314,False,-0.5464324827311944,0,0.3440000000000001,59068,103,278,1.0,10380.494423421022,False,0.014352984446644991,0,0.2,86669,0,4,0.0,208.36540407035832,False,0.010447420723312421,0,0.35300000000000004,74768,642,120,1.0,23891.14378394992,False,0.00975327090193958,0,2.1980000000000004,107369,14,32,1.0,2233.2789142462543,False,-0.033320209782819146,7,5.562,84877,292,0,0.0,15210.674497136157,False,-0.17592036312258344,0.6125,536028,0.0,0.0,13,0,0,14,5,4.8,17,31,27,232.0,54.0,16,13,27,2392,2.097728522028774,141.45761730289087
63,27,0,0,0,10.0,20,10.0,26.656989413397813,26,27.0,26.644929519474573,10,15.0,52.09135101758958,0,,47.00000000000001,13,47.0,2,1.8400000000000003,54196,0,10,1.0,266.56989413397815,False,0.2435460859041633,0,2.2520000000000007,53078,29,20,1.0,823.1397882679563,False,0.22432580041049188,10,8.571000000000002,15499.0,948,0,0.0,25270.825963901127,False,-0.5558822872981332,0,0.3440000000000001,59068,93,288,1.0,10152.839717054674,False,0.0125561549278969,0,0.2,86669,0,4,0.0,208.36540407035832,False,0.010447420723312421,0,0.35300000000000004,74618,642,130,1.0,23877.920383789322,False,0.007929575107068999,0,2.1980000000000004,107369,4,42,1.0,2182.3654040703586,False,-0.03354704654011871,13,5.685000000000001,84605,292,0,0.0,15210.674497136157,False,-0.1783440655061878,0.625,535102,0.0,0.0,9,0,0,11,9,8.153846153846153,19,30,32,206.0,47.0,13,14,32,538,1.917870380973909,143.37548768386478
64,32,0,0,0,10.0,20,10.0,26.65978559306789,2,27.0,27.249020944369487,34,29.647058823529413,52.09135101758958,0,,47.000000000000014,9,47.0,0,1.8380000000000003,54170,0,16,0.8,426.55656948908626,False,0.2447819424739532,0,2.2520000000000007,52958,31,30,1.0,1109.7935677920368,False,0.22485973091386885,34,8.901,15046.0,950,0,0.0,25326.796313414496,False,-0.5625913880770455,0,0.3440000000000001,59068,83,298,1.0,10332.97044564674,False,0.013977887935458684,0,0.2,86669,0,4,0.0,208.36540407035832,False,0.010447420723312421,0,0.35300000000000004,73610,666,140,1.0,25440.63709141262,False,0.005290401808494902,0,2.1980000000000004,107369,0,46,0.4,2162.0000000000005,False,-0.03363778124303854,9,5.762000000000001,84463,292,0,0.0,15210.674497136157,False,-0.17960938072115773,0.5249999999999999,533353,0.0,0.0,11,0,0,9,8,8.0,23,32,31,246.0,91.0,16,16,31,254,2.156504191982094,145.53199187584687
65,31,0,0,0,10.0,20,10.0,26.65978559306789,0,,27.421359267537763,9,30.333333333333332,52.09135101758958,0,,47.000000000000014,9,47.0,0,1.8380000000000003,54060,1,26,1.0,703.1544254197652,False,0.24542967824188885,0,2.2520000000000007,52868,30,40,1.0,1366.3914237227157,False,0.22573635724922422,5,8.917000000000002,14946.0,950,0,0.0,25326.796313414496,False,-0.5641699449603428,0,0.3440000000000001,59256,73,304,1.0,10282.257565625436,False,0.016545309046910244,0,0.2,86669,0,4,0.0,208.36540407035832,False,0.010447420723312421,0,0.35300000000000004,73337,665,150,1.0,26048.90656555105,False,0.005652956387995854,0,2.1980000000000004,107369,0,46,0.0,2162.0000000000005,False,-0.03363778124303854,9,5.843000000000001,84319,292,0,0.0,15210.674497136157,False,-0.18089251727718356,0.5,532824,0.0,0.0,9,0,0,15,5,5.0,19,34,25,250.0,99.0,18,13,25,388,2.1205085790134035,147.65250045486027
66,25,0,0,0,10.0,20,10.0,26.591487617430158,61,26.34426229508197,26.67994062096349,11,16.90909090909091,52.33881725170587,5,57.4,47.000000000000014,15,47.0,1,1.8480000000000003,54693,1,10,1.0,275.9148761743016,False,0.25502889601700995,0,2.2520000000000007,53620,30,16,1.0,725.4638018788826,False,0.2356138135672467,11,9.022000000000002,13527.0,992,0,0.0,26378.755716490716,False,-0.5782667783509549,0,0.3440000000000001,58794,82,314,1.0,10558.003339611809,False,0.011428778193908418,0,0.2,86669,0,4,0.0,209.35526900682348,False,0.010453184061942986,0,0.35300000000000004,73438,666,155,1.0,25881.35712757609,False,0.005853539566212195,0,2.1980000000000004,107445,0,44,0.3,2068.0000000000005,False,-0.03337937179772778,10,5.934000000000002,84014,294,0,0.0,15387.612272001526,False,-0.18282195468032295,0.5375,532200,0.0,0.0,20,0,0,15,8,8.0,17,32,29,212.0,108.0,14,11,29,2302,2.0220016409875825,149.67450209584786
67,29,0,0,0,10.000000000000002,20,10.0,26.719488624943487,48,27.395833333333332,25.290081756565716,21,16.0,52.33881725170587,0,,47.000000000000014,12,47.0,6,1.9070000000000003,54880,1,10,1.0,277.1948862494349,False,0.2593237987393787,16,2.4120000000000004,54064,30,10,1.0,567.194886249435,False,0.24396524166551573,21,9.221000000000002,12007.0,1022,0,0.0,27307.317374692244,False,-0.5949319059914739,0,0.3440000000000001,58292,90,324,1.0,10598.740465372206,False,0.003825951991130122,0,0.2,86669,0,4,0.0,209.35526900682348,False,0.010453184061942986,0,0.35300000000000004,73102,677,165,1.0,25757.290195726455,False,0.0012185604576740899,0,2.1980000000000004,107445,0,44,0.0,2068.0000000000005,False,-0.03337937179772778,12,6.044000000000001,83768,294,0,0.0,15387.612272001526,False,-0.18501397963020044,0.5,530227,0.0,0.0,13,0,0,14,13,12.461538461538462,20,34,39,213.0,141.0,14,15,39,729,3.5804619090049528,153.2549640048528
68,39,0,0,0,10.0,20,10.0,26.754037766842384,30,27.066666666666666,25.290081756565716,0,,52.7062399032811,5,59.8,47.00000000000001,20,47.0,5,1.9510000000000005,55057,1,10,1.0,277.54037766842384,False,0.26337911576905426,5,2.446000000000001,54274,30,10,1.0,567.5403776684238,False,0.24877589756767637,0,9.200000000000003,11642.0,1036,0,0.0,27717.18312644871,False,-0.597458656597194,0,0.3440000000000001,57845,96,334,1.0,11015.274932309818,False,5.741947236586637e-05,0,0.2,86669,0,4,0.0,210.8249596131244,False,0.01046174111284364,0,0.35300000000000004,73401,667,170,1.0,25828.54531518712,False,0.005115197000251138,0,2.1980000000000004,107897,0,34,0.3,1598.0000000000002,False,-0.03144575629316106,7,6.102,83531,296,0,0.0,15601.047011371205,False,-0.1861748852244544,0.5375,530316,0.0,0.0,16,0,0,17,7,5.564102564102564,21,38,43,309.0,212.0,21,18,43,1110,2.353671282005962,155.60863528685877
69,43,0,0,0,10.0,20,10.0,26.754037766842384,0,,24.77039748931329,11,17.90909090909091,53.032745265350755,5,59.0,47.00000000000001,10,47.0,0,1.9460000000000002,54957,1,20,1.0,545.0807553368477,False,0.26415208353746766,0,2.4410000000000003,54174,30,20,1.0,835.0807553368477,False,0.24954886533608975,10,9.3,11382.0,1036,0,0.0,27717.18312644871,False,-0.6015629044937669,0,0.3440000000000001,57892,86,343,1.0,10797.093586782903,False,-0.000922717116427286,0,0.2,86669,0,4,0.0,212.13098106140302,False,0.010469345224867274,0,0.35300000000000004,73499,668,175,1.0,25827.355944297662,False,0.0062494523749223,0,2.1980000000000004,107738,0,37,0.3,1739.0000000000002,False,-0.03223435063488528,10,6.195000000000001,83229,298,0,0.0,15803.758089074525,False,-0.18796276191100683,0.5375,529540,0.0,0.0,12,0,0,20,5,5.0,20,40,40,338.0,170.0,23,20,40,542,2.31351290398743,157.9221481908462
70,40,0,0,0,10.0,20,10.0,26.43277689885105,5,9.0,24.77039748931329,0,,53.69914383218125,6,63.333333333333336,47.000000000000014,12,47.0,0,1.9460000000000006,54902,1,25,1.0,670.8194224712762,False,0.26433220516000916,0,2.4410000000000007,54074,30,30,1.0,1092.9833069655315,False,0.25021153273095664,0,9.290000000000001,11382.0,1036,0,0.0,27384.356867209688,False,-0.6041898304060862,0,0.3440000000000001,57847,81,353,1.0,10885.005242534527,False,-0.0009391999673670084,0,0.2,86669,0,4,0.0,214.796575328725,False,0.010484865243657795,0,0.35300000000000004,73879,658,179,1.0,25911.068293928587,False,0.011161839710329871,0,2.1980000000000004,107634,0,39,0.2,1833.0000000000005,False,-0.032742258854978834,12,6.3050000000000015,82711,302,0,0.0,16217.141437318738,False,-0.19073672783551468,0.525,529098,0.0,0.0,13,0,0,15,6,6.0,17,32,39,282.0,148.0,17,23,39,625,2.168684653006494,160.0908328438527
71,39,0,0,0,10.0,20,10.0,26.09249061193121,50,24.4,26.034007078398872,39,30.58974358974359,53.82722933073849,4,56.5,47.000000000000014,14,47.0,0,1.9460000000000002,55182,2,20,1.0,541.8498122386243,False,0.2692651446844586,5,2.4910000000000005,54704,29,10,1.0,550.9249061193121,False,0.25842803573118306,35,9.64,10467.0,1051,0,0.0,27423.207633139704,False,-0.6183269851683554,0,0.3440000000000001,57205,106,359,1.0,12112.012546009904,False,-0.0013890310343501243,0,0.2,86669,0,4,0.0,215.30891732295396,False,0.010487848277300716,0,0.35300000000000004,72912,687,185,1.0,27843.400289046644,False,0.01115212800460336,0,2.1980000000000004,107478,0,42,0.3,1974.0000000000007,False,-0.03350412118511918,14,6.433000000000001,82328,303,0,0.0,16309.650487213763,False,-0.19373735581548776,0.5375,526945,0.0,0.0,14,0,0,17,10,10.0,20,37,38,264.0,138.0,20,19,38,1784,2.183845926017966,162.27467876987066
72,38,0,0,0,10.0,20,10.0,26.270421720065727,45,27.333333333333332,26.225627404802655,40,27.0,53.82722933073849,0,,47.000000000000014,15,47.0,10,2.0460000000000007,55732,0,9,0.9,236.43379548059153,False,0.2783587836238023,5,2.536000000000001,54854,32,10,1.0,582.7042172006572,False,0.2622250934697597,40,10.005,8752.0,1081,0,0.0,28398.32587939105,False,-0.6377028376186598,0,0.3440000000000001,56785,111,369,1.0,12593.273323299476,False,-0.004220482380941454,0,0.2,86669,0,4,0.0,215.30891732295396,False,0.010487848277300716,0,0.35300000000000004,71832,717,195,1.0,29300.084568737508,False,0.007057178773682469,0,2.1980000000000004,107666,0,38,0.0,1786.0000000000005,False,-0.0326665181554912,11,6.529000000000001,82122,303,0,0.0,16309.650487213763,False,-0.19557295394424695,0.4875,524412,0.0,0.0,12,0,0,15,10,9.0,20,35,42,289.0,120.0,18,20,42,808,2.0202407249598764,164.29491949483054
73,42,0,0,0,10.0,20,10.0,26.438293138071096,31,27.967741935483872,25.639379337106107,10,15.0,53.45423459775859,3,43.666666666666664,47.00000000000001,20,47.0,6,2.0960000000000005,55920,0,10,1.0,264.38293138071094,False,0.28298179097004633,6,2.591,55065,32,10,1.0,584.3829313807109,False,0.267073896534376,10,10.065000000000001,7652.0,1111,0,0.0,29372.943676396986,False,-0.6473745151746911,0,0.3440000000000001,56758,102,379,1.0,12414.030668846466,False,-0.006061416369268161,0,0.2,86669,0,4,0.0,213.81693839103437,False,0.01047916145600076,0,0.35300000000000004,71813,717,202,1.0,29181.190373452315,False,0.006143686090714065,0,2.1980000000000004,108230,0,26,0.0,1222.0000000000002,False,-0.030153709066607262,8,6.5980000000000025,81871,306,0,0.0,16356.995786914129,False,-0.19759859306342556,0.5,523978,0.0,0.0,18,0,0,10,9,7.733333333333333,23,33,40,257.0,149.0,17,25,40,895,2.103447251021862,166.3983667458524
74,40,0,0,0,10.0,20,10.0,26.438293138071096,0,,25.287028284817033,6,15.166666666666666,53.081587669948384,5,47.6,47.00000000000001,20,47.0,0,2.0900000000000003,55850,0,17,0.7,449.45098334720865,False,0.28349757356940203,0,2.585000000000001,54935,35,20,1.0,878.7658627614219,False,0.2674673929680402,6,10.115000000000002,7513.0,1111,0,0.0,29372.943676396986,False,-0.6495687092424743,0,0.3440000000000001,56758,92,389,1.0,12268.976971496368,False,-0.0072062939312667745,0,0.2,86669,0,4,0.0,212.32635067979353,False,0.010470482734872348,0,0.35300000000000004,71960,713,207,1.0,29017.53981475386,False,0.00690262596507677,0,2.1980000000000004,108406,0,22,0.2,1034.0000000000002,False,-0.02942303408331477,14,6.730000000000001,81429,309,0,0.0,16402.210590014052,False,-0.2013356623300777,0.48750000000000004,523520,0.0,0.0,14,0,0,10,8,8.0,24,34,28,289.0,158.0,17,23,28,720,1.9565714609925635,168.35493820684496
75,28,0,0,0,10.0,20,10.0,26.57930854693281,28,28.0,25.05609046967556,19,23.105263157894736,54.76634456186032,9,68.0,47.000000000000014,20,47.0,0,2.0900000000000003,55730,2,27,1.0,737.6413307671859,False,0.28404908936765766,8,2.6650000000000005,55463,33,10,1.0,595.7930854693282,False,0.27631432494986524,15,10.259,6309.0,1139,0,0.0,30273.832434956472,False,-0.6614640133628276,0,0.3440000000000001,56942,82,395,1.0,12076.659036370336,False,-0.005819673267373254,0,0.2,86669,0,4,0.0,219.0653782474413,False,0.010509719701939075,0,0.35300000000000004,72133,722,208,1.0,29481.8969879727,False,0.011620807839051037,0,2.1980000000000004,108876,0,12,0.0,564.0000000000002,False,-0.02732902650924482,10,6.8160000000000025,80635,318,0,0.0,17415.697570671582,False,-0.20389531044476905,0.5,522757,0.0,0.0,17,0,0,9,9,8.571428571428571,24,33,36,261.0,95.0,16,12,36,1858,1.9721992539707571,170.32713746081572
76,36,0,0,0,10.0,20,10.0,25.884590827804672,27,18.703703703703702,26.4320431749964,41,31.853658536585368,54.76634456186032,0,,47.00000000000001,20,47.0,0,2.0900000000000003,56035,5,17,1.0,490.03804407267944,False,0.28819654883463425,0,2.657000000000001,55463,30,13,1.0,636.4996807614607,False,0.2767801927345724,21,10.454000000000002,5155.0,1161,0,0.0,30052.009951081225,False,-0.6814313568400351,0,0.3440000000000001,57857,77,385,1.0,12169.450116114574,False,0.009356502202991165,0,0.2,86669,0,4,0.0,219.0653782474413,False,0.010509719701939075,0,0.35300000000000004,70827,753,218,1.0,31842.391625257842,False,0.010156455967079564,2,2.2180000000000004,109422,0,0,0.0,0.0,False,-0.02497660948986411,6,6.866000000000001,80560,318,0,0.0,17415.697570671582,False,-0.20456361073436582,0.5,521988,0.0,0.0,17,0,0,11,8,8.0,26,37,29,265.0,95.0,19,17,29,2229,1.8328790049999952,172.16001646581572
77,29,0,0,0,10.0,20,10.0,26.164446728575275,42,28.0,26.59467940474392,9,29.88888888888889,53.85184521020483,23,51.0,47.0,20,47.0,10,2.1900000000000004,56471,5,10,1.0,311.64446728575274,False,0.2961345472233943,2,2.677000000000001,55739,30,10,1.0,561.6444672857527,False,0.2822408897810175,5,10.483,4215.0,1191,0,0.0,31161.85605373315,False,-0.6875100155193203,0,0.3440000000000001,57705,79,391,1.0,12465.51093881232,False,0.009293839988100237,0,0.2,86669,0,4,0.0,215.40738084081931,False,0.01048842156621657,0,0.35300000000000004,71731,752,205,1.0,31038.82718045942,False,0.01600462981775715,14,2.3560000000000008,107941,13,10,1.0,1170.0739877326628,False,-0.03296024064275932,6,6.920000000000002,80488,318,0,0.0,17124.886776845135,False,-0.20650083859725932,0.625,520959,0.0,0.0,13,0,0,8,11,9.966666666666667,24,32,35,171.0,95.0,14,15,35,1977,2.0344192170305178,174.19443568284623
