index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,17,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,14.93409052362208,0,,26.54684068548537,66,34.53030303030303,43.99999999999999,20,44.0,0,2.9450000000000007,30119,529,0,0.0,5290.000000000001,False,-0.21964464345257942,0,2.891000000000001,31309,531,0,0.0,5310.000000000001,False,-0.1910636878959653,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,6.716000000000003,39999,581,0,0.0,4021.890469634757,False,-0.3315627349348049,0,0.9200000000000002,81678,0,3,0.0,79.64052205645612,False,0.06284395417928142,65,14.746000000000004,5100.0,578,0,0.0,8631.904322653563,False,-0.8775335930946234,0,0.5150000000000001,108598,67,16,1.0,2482.63832592752,False,0.059693196107781406,0,0.3620000000000001,85665,825,20,1.0,22781.14356552543,False,-0.06364014410949419,0.25,446136,0.0,0.0,22,0,0,3,2,2.0,27,30,12,147.0,52.0,9,8,12,1133,2.4993781190132722,180.16373781871516
53,12,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,14.936189126975094,4,15.0,26.278151091785215,42,24.023809523809526,43.99999999999999,20,44.0,0,2.9450000000000007,30039,537,0,0.0,5370.000000000001,False,-0.22059734197113323,0,2.891000000000001,31189,543,0,0.0,5430.000000000001,False,-0.19249273567379602,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,6.756000000000002,39923,581,0,0.0,4021.890469634757,False,-0.3327720017372489,2,0.9400000000000002,81807,0,4,0.4,105.11260436714086,False,0.06468741126061402,37,15.051000000000002,3294.0,578,0,0.0,8633.117315391604,False,-0.9010150266928205,0,0.5150000000000001,108209,94,16,1.0,3174.1462026278105,False,0.05927597249752924,0,0.3620000000000001,85925,820,20,1.0,22428.083895263877,False,-0.06283485173820151,0.3,444054,0.0,0.0,21,0,0,5,8,7.4,24,29,12,126.0,45.0,7,5,12,1080,2.0240316150011495,182.1877694337163
54,12,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,14.94040583677616,8,15.0,26.212381340588284,44,25.681818181818183,44.0,20,44.0,0,2.9450000000000007,29929,548,0,0.0,5480.000000000001,False,-0.22190730243414472,0,2.891000000000001,31099,552,0,0.0,5520.000000000001,False,-0.19356452150716905,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,8,6.832000000000003,39751,581,0,0.0,4021.890469634757,False,-0.3355087634480432,10,1.0380000000000003,81878,0,4,0.4,104.84952536235313,False,0.06560914552299729,30,15.314,1805.0,582,0,0.0,8695.316197003725,False,-0.9199768735725377,0,0.5150000000000001,107431,128,18,1.0,4147.1848115953,False,0.056463863753691695,0,0.36200000000000004,86453,810,18,1.0,22024.02888587651,False,-0.059689977589064865,0.3,442014,0.0,0.0,22,0,0,6,11,11.0,23,29,15,136.0,10.0,9,3,15,1156,2.162130241980776,184.3498996756971
55,15,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,14.942516175539875,4,15.0,26.5075191543034,4,53.0,44.00000000000001,20,44.0,0,2.9450000000000007,29809,560,0,0.0,5600.000000000001,False,-0.22333635021197543,0,2.891000000000001,31019,560,0,0.0,5600.000000000001,False,-0.19451722002572286,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,6.864000000000002,39675,581,0,0.0,4021.890469634757,False,-0.3367180302504872,0,1.0280000000000002,82030,0,4,0.4,106.0300766172136,False,0.06759377569789819,0,15.284000000000002,1805.0,582,0,0.0,8696.544414164207,False,-0.9199688863111346,0,0.5150000000000001,107915,118,17,1.0,3875.887260207801,False,0.05982464043244602,0,0.36200000000000004,86637,804,19,1.0,22148.04540005993,False,-0.05731657179765018,0.3,442558,0.0,0.0,19,0,0,2,1,1.0,25,27,12,144.0,51.0,8,7,12,1292,2.098658787959721,186.4485584636568
56,12,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,14.914148095265604,13,14.692307692307692,26.514676252746114,11,26.727272727272727,44.00000000000001,20,44.0,0,2.9450000000000007,29739,567,0,0.0,5670.000000000001,False,-0.22416996141571,0,2.891000000000001,30889,573,0,0.0,5730.000000000001,False,-0.19606535511837278,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,13,6.990000000000001,39376,581,0,0.0,4021.890469634757,False,-0.3414755404337866,0,1.0280000000000002,82030,0,4,0.0,106.05870501098445,False,0.06759396187219374,11,15.394000000000004,1366.0,595,0,0.0,8873.918116683035,False,-0.9245251533654825,0,0.5150000000000001,108518,111,12,1.0,3471.1290640548186,False,0.0636896975651932,0,0.3620000000000001,86620,802,24,1.0,22320.770354702385,False,-0.05664738570069863,0.25,442206,0.0,0.0,21,0,0,2,5,5.0,25,27,11,90.0,20.0,5,7,11,1080,1.8446467050234787,188.2932051686803
57,11,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,15.047164139570127,27,15.555555555555555,26.514676252746114,0,,44.000000000000014,20,44.0,0,2.9450000000000007,29569,584,0,0.0,5840.000000000001,False,-0.22619444576763684,0,2.891000000000001,30859,576,0,0.0,5760.000000000001,False,-0.19642261706283046,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,27,7.247000000000001,38655,581,0,0.0,4021.890469634757,False,-0.3529476636517092,0,1.0280000000000002,81970,0,8,0.4,212.1174100219689,False,0.06750329975562508,0,15.383000000000003,1006.0,618,0,0.0,9299.147438254338,False,-0.9264420867371542,0,0.5150000000000001,108914,101,13,1.0,3249.982301527358,False,0.06644339859109011,0,0.3620000000000001,87104,792,23,1.0,22011.62359217492,False,-0.0534691873182624,0.3,441745,0.0,0.0,20,0,0,2,3,3.0,24,26,12,72.0,36.0,4,7,12,1080,1.686267509998288,189.97947267867858
58,12,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,15.0456072506373,4,15.0,26.70231649602587,27,28.814814814814813,44.000000000000014,0,,0,2.9450000000000007,29449,596,0,0.0,5960.000000000001,False,-0.22762349354546754,0,2.891000000000001,30779,584,0,0.0,5840.000000000001,False,-0.19737531558138427,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,7.2600000000000025,38579,581,0,0.0,4021.890469634757,False,-0.3541569304541532,2,1.0480000000000003,82279,0,4,0.4,106.80926598410348,False,0.07083740385755603,17,15.553000000000004,406.0,618,0,0.0,9298.185280893851,False,-0.9342521051888911,0,0.5150000000000001,108914,91,23,1.0,3441.9108011383546,False,0.06736922973574244,0,0.36200000000000004,86326,809,33,1.0,23054.174045284926,False,-0.05594598249293348,0.3,440400,0.0,0.0,12,0,0,1,6,5.4,24,25,9,72.0,54.0,4,8,9,475,1.8423065799870528,191.82177925866563
59,9,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,15.0456072506373,0,,27.083074919908807,7,43.285714285714285,44.000000000000014,0,,0,2.9450000000000007,29379,603,0,0.0,6030.000000000001,False,-0.2284571047492021,0,2.891000000000001,30649,597,0,0.0,5970.000000000001,False,-0.1989234506740342,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,7.256000000000002,38579,581,0,0.0,4021.890469634757,False,-0.3541569304541532,1,1.056,82501,0,0,0.0,0.0,False,0.07303020055666831,2,15.556000000000001,358.0,618,0,0.0,9298.185280893851,False,-0.9348764061019311,0,0.5150000000000001,108649,86,33,1.0,3781.1444431121577,False,0.06644900456871147,0,0.36200000000000004,86288,801,43,1.0,23585.543010846955,False,-0.05374935837780774,0.25,440071,0.0,0.0,9,0,0,1,2,1.2,23,24,10,54.0,48.0,3,6,10,200,1.8009686970035546,193.62274795566918
60,10,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,15.04399366023305,4,15.0,27.455461063204766,4,53.0,44.000000000000014,0,,0,2.9450000000000007,29279,613,0,0.0,6130.000000000001,False,-0.22964797789739436,0,2.891000000000001,30549,607,0,0.0,6070.000000000001,False,-0.20011432382222646,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,7.296000000000003,38503,581,0,0.0,4021.890469634757,False,-0.3553661972565972,4,1.0950000000000002,82470,0,4,0.4,109.82184425281906,False,0.07334119244240055,0,15.554000000000004,358.0,618,0,0.0,9297.188082024026,False,-0.9348828910203156,0,0.5150000000000001,108596,77,43,1.0,4006.0705018667677,False,0.0670226840864951,0,0.3620000000000001,86129,794,53,1.0,24131.636084184585,False,-0.05264907534739043,0.3,439552,0.0,0.0,11,0,0,5,5,5.0,23,28,8,93.0,27.0,6,4,8,200,1.9301886800094508,195.55293663567863
61,8,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,15.04399366023305,0,,28.116245667312814,21,36.0,44.000000000000014,0,,0,2.9450000000000007,29189,622,0,0.0,6220.000000000001,False,-0.23071976373076739,0,2.891000000000001,30439,618,0,0.0,6180.000000000001,False,-0.20142428428523793,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,7.292000000000002,38503,581,0,0.0,4021.890469634757,False,-0.3553661972565972,0,1.0910000000000002,82470,0,4,0.0,112.46498266925126,False,0.07335838112705335,21,15.764000000000003,211.0,618,0,0.0,9297.188082024026,False,-0.9367948125665009,0,0.5150000000000001,108596,67,53,1.0,4215.788459709959,False,0.06803432861744087,0,0.3620000000000001,85373,805,63,1.0,25405.577762186815,False,-0.05379742907909728,0.25,438449,0.0,0.0,9,0,0,3,1,1.0,21,24,8,54.0,30.0,3,5,8,200,1.5237280000001192,197.07666463567875
62,8,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,15.04399366023305,0,,28.434217278519796,26,31.423076923076923,44.000000000000014,0,,0,2.9450000000000007,29109,630,0,0.0,6300.000000000001,False,-0.2316724622493212,0,2.891000000000001,30319,630,0,0.0,6300.000000000001,False,-0.20285333206306863,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,7.292000000000002,38503,581,0,0.0,4021.890469634757,False,-0.3553661972565972,0,1.0910000000000002,82470,0,4,0.0,113.73686911407918,False,0.07336665237568656,26,16.003000000000004,-349.0,618,0,0.0,9297.188082024026,False,-0.9440783232186353,0,0.5150000000000001,108539,60,63,1.0,4478.053036711189,False,0.0687495322652297,0,0.36200000000000004,84613,818,73,1.0,26471.189733829193,False,-0.05598932131637979,0.25,436872,0.0,0.0,10,0,0,7,3,3.0,19,26,10,90.0,39.0,5,3,10,200,1.8918478169944137,198.96851245267317
63,10,0,0,0,10.0,20,10.0,6.9223588117637815,0,,15.04232962940771,4,15.0,28.24428285367731,5,19.0,44.000000000000014,0,,0,2.9450000000000007,28969,644,0,0.0,6440.0,False,-0.23333968465679036,0,2.891000000000001,30259,636,0,0.0,6360.0,False,-0.20356785595198398,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,7.332000000000001,38427,581,0,0.0,4021.890469634757,False,-0.35657546405904117,0,1.0910000000000002,82410,0,8,0.4,225.95426282941847,False,0.07331604104017256,5,16.027000000000005,-496.0,618,0,0.0,9296.159710973965,False,-0.9459969324000861,0,0.5150000000000001,108539,50,73,1.0,4624.214142683866,False,0.06945458911880072,0,0.36200000000000004,84518,813,83,1.0,26614.60196003965,False,-0.056214052984797015,0.3,436294,0.0,0.0,9,0,0,12,2,2.0,17,29,12,108.0,57.0,6,4,12,200,2.1500412769964896,201.11855372966966
64,12,0,0,0,10.0,20,10.0,6.9223588117637815,0,,15.04232962940771,0,,30.077181501102537,17,54.1764705882353,44.000000000000014,0,,0,2.9450000000000007,28849,656,0,0.0,6560.0,False,-0.23476873243462107,0,2.891000000000001,30179,644,0,0.0,6440.0,False,-0.2045205544705378,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,7.328000000000001,38427,581,0,0.0,4021.890469634757,False,-0.35657546405904117,9,1.181,82909,0,0,0.0,0.0,False,0.07833675831750904,0,16.022000000000002,-535.0,618,0,0.0,9296.159710973965,False,-0.9465041768919311,0,0.5150000000000001,107893,52,83,1.0,5216.013438057334,False,0.06607693743515479,0,0.3620000000000001,84243,808,93,1.0,28394.36265289085,False,-0.05028189203830679,0.25,435633,0.0,0.0,11,0,0,14,2,1.8,12,26,14,111.0,44.0,7,5,14,571,2.5386044480255805,203.65715817769524
65,14,0,0,0,10.0,20,10.0,6.9223588117637815,0,,15.04232962940771,0,,31.089372962279583,10,53.0,44.000000000000014,0,,0,2.9450000000000007,28769,664,0,0.0,6640.0,False,-0.23572143095317485,0,2.891000000000001,30059,656,0,0.0,6560.0,False,-0.2059496022483685,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,7.328000000000001,38427,581,0,0.0,4021.890469634757,False,-0.35657546405904117,10,1.2720000000000002,82964,0,0,0.0,0.0,False,0.0790521031137008,0,16.022000000000006,-577.0,618,0,0.0,9296.159710973965,False,-0.9470504401908412,0,0.5150000000000001,107893,42,93,1.0,5397.753664415744,False,0.06695362204499546,0,0.3620000000000001,83713,808,103,1.0,29652.213353521904,False,-0.04932749318140562,0.25,434916,0.0,0.0,10,0,0,11,2,2.0,17,28,13,129.0,48.0,8,6,13,200,2.4114800909883343,206.06863826868357
66,13,0,0,0,10.0,20,10.0,6.9223588117637815,0,,15.040622390732853,4,15.0,31.435349944693154,8,40.25,44.000000000000014,0,,0,2.9450000000000007,28689,672,0,0.0,6720.0,False,-0.23667412947172867,0,2.891000000000001,29939,668,0,0.0,6680.0,False,-0.2073786500261992,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,7.368000000000002,38351,581,0,0.0,4021.890469634757,False,-0.35778473086148516,5,1.312,82954,0,4,0.4,125.74139977877262,False,0.07973975365982611,3,16.052000000000007,-695.0,618,0,0.0,9295.104637472903,False,-0.9485920412202944,0,0.5150000000000001,107628,37,103,1.0,5695.107947953648,False,0.0658313778217191,0,0.36200000000000004,83656,801,113,1.0,30151.715305699217,False,-0.047467895912769606,0.3,434190,0.0,0.0,10,0,0,15,3,3.0,13,28,9,147.0,27.0,9,4,9,200,2.4217501289676875,208.49038839765126
67,9,0,0,0,10.000000000000002,20,10.0,6.9223588117637815,0,,14.594132445512589,25,13.0,31.24269166641138,3,19.0,44.000000000000014,0,,0,2.9450000000000007,28579,683,0,0.0,6830.000000000001,False,-0.23798408993474016,0,2.891000000000001,29849,677,0,0.0,6770.000000000001,False,-0.20845043585957224,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,25,7.6140000000000025,37826,581,0,0.0,4021.890469634757,False,-0.3661382186415259,0,1.3070000000000002,82954,0,4,0.0,124.97076666564551,False,0.07973474212903289,3,16.079000000000004,-2437.0,643,0,0.0,9384.027162464594,False,-0.9706706867149767,0,0.5150000000000001,107571,30,113,1.0,5909.280749992343,False,0.06631459474970261,0,0.36200000000000004,83656,791,123,1.0,30124.9691081314,False,-0.0475969151191902,0.25,431666,0.0,0.0,9,0,0,8,2,5.3076923076923075,20,28,7,78.0,24.0,6,3,7,200,2.218543288996443,210.7089316866477
68,7,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.594132445512589,0,,31.03550984511467,3,19.0,44.000000000000014,0,,0,2.9450000000000007,28489,692,0,0.0,6920.0,False,-0.23905587576811319,0,2.891000000000001,29739,688,0,0.0,6880.0,False,-0.20976039632258373,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,7.589000000000001,37826,581,0,0.0,4021.890469634757,False,-0.3661382186415259,0,1.3070000000000002,82954,0,4,0.0,124.14203938045868,False,0.07972935280402461,3,16.106000000000005,-2703.0,643,0,0.0,9384.027162464594,False,-0.9741303542747406,0,0.5150000000000001,107514,23,123,1.0,6125.816726437639,False,0.06680921123778438,0,0.3620000000000001,83656,781,133,1.0,30090.73318903456,False,-0.047762063495954896,0.25,431143,0.0,0.0,9,0,0,11,1,1.0,12,23,5,54.0,12.0,3,4,5,200,2.152138886973262,212.86107057362096
69,5,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.594132445512589,0,,31.251569773295778,18,33.166666666666664,44.000000000000014,0,,0,2.9450000000000007,28419,699,0,0.0,6990.0,False,-0.23988948697184775,0,2.891000000000001,29609,701,0,0.0,7010.0,False,-0.21130853141523365,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,7.589000000000001,37826,581,0,0.0,4021.890469634757,False,-0.3661382186415259,0,1.3070000000000004,82954,0,4,0.0,125.00627909318311,False,0.07973497307112598,18,16.283000000000005,-3171.0,643,0,0.0,9384.027162464594,False,-0.9802172881768814,0,0.5150000000000001,107457,16,133,1.0,6352.025116372734,False,0.06735048583902258,0,0.3620000000000001,83116,786,143,1.0,30855.733841810485,False,-0.04928156793013887,0.25,429878,0.0,0.0,11,0,0,10,2,2.0,14,24,4,72.0,3.0,4,1,4,200,1.800856074958574,214.66192664857954
70,4,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.243463342749182,29,13.0,33.17514539566515,15,53.666666666666664,44.000000000000014,0,,0,2.9450000000000007,28329,708,0,0.0,7080.0,False,-0.24096127280522078,0,2.891000000000001,29499,712,0,0.0,7120.0,False,-0.21261849187824514,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,29,7.879000000000001,37217,581,0,0.0,4021.890469634757,False,-0.37582826446637313,11,1.4170000000000003,83221,0,0,0.0,0.0,False,0.08239471425226959,0,16.265,-8363.0,672,0,0.0,9571.607366327451,False,-1.0465259776400941,0,0.5150000000000001,106927,16,143,1.0,6822.802326330644,False,0.06450817314827814,0,0.36200000000000004,82841,781,153,1.0,32641.788554014485,False,-0.043319045681634256,0.25,423339,0.0,0.0,11,0,0,10,4,13.282228116710874,9,19,9,54.0,18.0,3,1,9,200,1.648042346991133,216.30996899557067
71,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.279879093161691,6,15.0,34.14819460319352,13,45.92307692307692,44.000000000000014,0,,0,2.9450000000000007,28219,719,0,0.0,7190.0,False,-0.24227123326823227,0,2.891000000000001,29409,721,0,0.0,7210.0,False,-0.21369027771161817,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,6,7.910000000000002,37103,581,0,0.0,4021.890469634757,False,-0.37764216467003914,10,1.5060000000000002,83196,0,6,0.6,204.8891676191611,False,0.0834019793435682,3,16.295,-9104.0,672,0,0.0,9596.078750604656,False,-1.0560044822815295,0,0.5150000000000001,106330,19,153,1.0,7380.815697460679,False,0.061440279480669296,0,0.36200000000000004,82841,771,163,1.0,33500.2580390622,False,-0.03917793173763071,0.325,421662,0.0,0.0,11,0,0,11,4,4.0,17,28,8,90.0,42.0,5,4,8,200,1.902120043989271,218.21208903955994
72,8,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.304671326902602,4,15.0,34.4508600186482,8,40.25,44.000000000000014,0,,0,2.9450000000000007,28109,730,0,0.0,7300.0,False,-0.24358119373124376,0,2.891000000000001,29319,730,0,0.0,7300.0,False,-0.2147620635449912,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,7.944000000000003,37027,581,0,0.0,4021.890469634757,False,-0.3788514314724831,0,1.4960000000000002,83401,0,5,0.4,172.254300093241,False,0.08585603555974591,3,16.322000000000003,-9904.0,672,0,0.0,9612.739131678549,False,-1.066301152799739,0,0.5150000000000001,106273,12,163,1.0,7585.410320223781,False,0.0618772928656648,0,0.3620000000000001,82576,766,173,1.0,34001.35877428452,False,-0.03931733698199498,0.3,420469,0.0,0.0,11,0,0,15,2,2.0,14,29,6,93.0,22.0,6,2,6,465,2.131584247981664,220.3436732875416
73,6,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.365363512203091,10,15.0,33.64559591032382,37,30.486486486486488,44.000000000000014,0,,0,2.9450000000000007,28009,740,0,0.0,7400.0,False,-0.244772066879436,0,2.891000000000001,29219,740,0,0.0,7400.0,False,-0.21595293669318344,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,10,8.040000000000001,36807,581,0,0.0,4021.890469634757,False,-0.3823519406374526,0,1.4960000000000002,83436,0,4,0.4,134.58238364129528,False,0.0860662694355364,32,16.639000000000003,-24409.0,678,0,0.0,9739.716461273696,False,-1.254131334304856,0,0.5150000000000001,106216,5,173,1.0,7780.2279795516215,False,0.0622671438059643,0,0.3620000000000001,81505,790,183,1.0,34632.02076915582,False,-0.046607780027612504,0.3,404451,0.0,0.0,10,0,0,12,5,124.84444444444445,12,24,10,72.0,21.0,4,2,10,295,2.106251744029578,222.44992503157118
74,10,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.389063923868619,4,15.0,33.723346487353396,28,34.17857142857143,44.000000000000014,0,,0,2.9450000000000007,27939,747,0,0.0,7470.0,False,-0.24560567808317058,0,2.891000000000001,29089,753,0,0.0,7530.0,False,-0.21750107178583336,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.070000000000002,36731,581,0,0.0,4021.890469634757,False,-0.3835612074398966,0,1.4960000000000002,83376,0,8,0.4,269.78677189882717,False,0.08616514561753003,28,16.887000000000004,-26743.0,678,0,0.0,9755.785340382923,False,-1.2843834681191444,0,0.5150000000000001,106159,0,181,0.8,7964.000000000003,False,0.06260371242233628,0,0.36200000000000004,80605,805,193,1.0,35639.293922319484,False,-0.050431762424654206,0.275,400824,0.0,0.0,10,0,0,13,3,3.0,15,28,10,126.0,24.0,7,3,10,200,2.256242014991585,224.70616704656277
75,10,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.413404296358081,4,15.0,33.15234781514581,37,30.486486486486488,44.000000000000014,0,,0,2.9450000000000007,27849,756,0,0.0,7560.0,False,-0.2466774639165436,0,2.891000000000001,28979,764,0,0.0,7640.0,False,-0.21881103224884485,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.106000000000002,36655,581,0,0.0,4021.890469634757,False,-0.38477047424234057,0,1.4960000000000002,83316,0,12,0.4,397.8281737817497,False,0.08621743993563032,37,17.229000000000003,-29969.0,678,0,0.0,9772.288112930779,False,-1.3262343722333665,0,0.5150000000000001,106102,0,184,0.3,8096.000000000003,False,0.06269054142708293,0,0.36200000000000004,79534,829,203,1.0,36415.296338755885,False,-0.057021107461718686,0.21250000000000002,396134,0.0,0.0,11,0,0,12,5,5.0,16,28,9,93.0,12.0,6,4,9,200,2.1364366140333004,226.84260366059607
76,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.438270866564718,4,15.0,33.15234781514581,0,,44.000000000000014,0,,0,2.9450000000000007,27759,765,0,0.0,7650.0,False,-0.24774924974991663,0,2.891000000000001,28869,775,0,0.0,7750.0,False,-0.22012099271185634,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.142000000000001,36579,581,0,0.0,4021.890469634757,False,-0.38597974104478455,0,1.4960000000000002,83256,0,16,0.4,530.437565042333,False,0.08629944050309775,0,17.192000000000004,-32366.0,678,0,0.0,9789.14764753088,False,-1.3573007592570112,0,0.5150000000000001,106102,0,184,0.0,8096.000000000003,False,0.06269054142708293,0,0.3620000000000001,79534,819,213,1.0,36523.772860604426,False,-0.056497834771135985,0.175,393401,0.0,0.0,10,0,0,14,1,1.0,13,27,3,90.0,12.0,5,4,3,200,1.8222709789988585,228.66487463959493
77,3,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.463538971886265,4,15.0,34.20118057433124,10,54.0,44.000000000000014,0,,0,2.9450000000000007,27679,773,0,0.0,7730.0,False,-0.24870194826847045,0,2.891000000000001,28749,787,0,0.0,7870.0,False,-0.22155004048968704,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,4,8.178000000000003,36503,581,0,0.0,4021.890469634757,False,-0.38718900784722854,0,1.4960000000000002,83736,0,10,0.4,342.0118057433124,False,0.09131709157547083,0,17.192,-34955.0,678,0,0.0,9806.279422938887,False,-1.390862579514223,0,0.5150000000000001,105562,0,194,1.0,8536.000000000004,False,0.059603287924979736,0,0.3620000000000001,79534,809,223,1.0,37480.75508463397,False,-0.051881511767095795,0.3,390476,0.0,0.0,12,0,0,11,1,1.0,11,22,9,18.0,6.0,1,2,9,740,1.5174585609929636,230.1823332005879
78,9,0,0,0,10.0,20,10.0,6.9223588117637815,0,,14.463538971886265,0,,35.205593827281085,21,43.76190476190476,44.000000000000014,0,,0,2.9450000000000007,27529,788,0,0.0,7880.0,False,-0.2504882579907588,0,2.891000000000001,28699,792,0,0.0,7920.0,False,-0.22214547706378315,0,0.2,63668,0,0,0.0,0.0,False,0.01304735234215886,0,8.174000000000001,36503,581,0,0.0,4021.890469634757,False,-0.38718900784722854,5,1.5460000000000003,84326,0,0,0.0,0.0,False,0.09676664152121323,6,17.252000000000002,-37910.0,678,0,0.0,9806.279422938887,False,-1.4292961044732533,0,0.5150000000000001,105240,0,202,0.8,8888.000000000004,False,0.05819472851464516,0,0.36200000000000004,78937,812,233,1.0,38838.94218775224,False,-0.05108950050287392,0.225,386992,0.0,0.0,12,0,0,12,3,3.0,13,25,13,72.0,30.0,4,5,13,740,1.7398894450161606,231.92222264560405
