index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ran@3,spot_market_loss_06Ran@3,balance_06Ran@3,inventory_06Ran@3_input,inventory_06Ran@3_output,productivity_06Ran@3,assets_06Ran@3,bankrupt_06Ran@3,score_06Ran@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,14,0,0,0,10.000000000000002,20,10.0,2.789326050561387,1,2.0,26.056672247185954,64,30.828125,63.407521359704745,7,87.14285714285714,58.000000000000014,16,58.0,1,2.6310000000000007,33287,553,0,0.0,5530.000000000001,False,-0.20502756339581035,0,2.4320000000000004,34453,507,0,0.0,5070.000000000001,False,-0.18438809261300992,0,0.2,74206,0,186,0.1,4846.541037976587,False,0.0963954461023908,64,4.143000000000001,59769,165,0,0.0,460.23879834262885,False,-0.1415452498258554,0,0.29000000000000004,99389,117,234,1.0,17885.990651091666,False,0.09608939470375716,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,12,4.388000000000001,116689,152,0,0.0,9637.94324667512,False,-0.11726222767083258,0,2.468000000000001,129513,0,41,0.0,2378.0000000000005,False,-0.05046894637810664,0.1375,646729,0.0,0.0,12,0,0,7,6,6.0,16,23,13,118.0,30.0,9,5,13,1042,1.3252478459617123,91.3002474992536
53,13,0,0,0,10.000000000000002,20,10.0,2.891522848042755,9,3.6666666666666665,26.056672247185954,0,,64.58582212528664,6,79.83333333333333,58.00000000000001,20,58.0,2,2.650000000000001,33125,565,0,0.0,5650.000000000001,False,-0.20727673649393605,7,2.5020000000000007,34211,515,0,0.0,5150.000000000001,False,-0.18884233737596473,0,0.2,74173,0,195,0.9,5081.051088201261,False,0.09760094923740385,0,4.079000000000001,59769,165,0,0.0,477.10126992705455,False,-0.14142461748177867,0,0.29000000000000004,99868,107,238,1.0,18159.489596267118,False,0.10231946980455868,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,11,4.486000000000001,115981,157,0,0.0,10139.974073670002,False,-0.12058215434303922,0,2.468000000000001,130011,0,33,0.1,1914.0000000000002,False,-0.04853649499814746,0.25,646561,0.0,0.0,14,0,0,7,8,8.0,16,23,12,87.0,45.0,7,6,12,1201,1.2047756999963894,92.50502319924999
54,12,0,0,0,10.000000000000002,20,10.0,2.763219218543044,13,2.076923076923077,25.843889552548177,4,17.0,64.58582212528664,0,,58.0,15,58.0,10,2.7480000000000007,32773,576,0,0.0,5760.000000000001,False,-0.2138257993384785,3,2.525000000000001,34047,524,0,0.0,5240.000000000001,False,-0.19146637265711136,0,0.2,74216,1,201,1.0,5197.385019280727,False,0.09904842485034564,0,4.079000000000001,59767,167,0,0.0,461.45760949668835,False,-0.1415651461576669,0,0.29000000000000004,99800,101,248,1.0,18627.51673187845,False,0.10399917403692241,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,15,4.625000000000001,115565,157,0,0.0,10139.974073670002,False,-0.12360433394477988,0,2.4680000000000004,130011,0,33,0.0,1914.0,False,-0.04853649499814746,0.25,645602,0.0,0.0,10,0,0,9,10,10.0,16,25,11,138.0,31.0,9,3,11,268,1.0216700429446064,93.5266932421946
55,11,0,0,0,10.000000000000002,20,10.0,4.352111897245606,34,7.823529411764706,25.618892611721776,4,17.0,65.91958389600669,5,86.0,58.00000000000001,7,58.0,6,2.798000000000001,32535,585,0,0.0,5850.000000000001,False,-0.21808158765159869,28,2.8020000000000005,33421,535,0,0.0,5350.000000000001,False,-0.20405733186328556,0,0.2,74268,0,207,1.0,5303.110770626407,False,0.1005487807662279,0,4.079000000000001,59517,192,0,0.0,835.6054842711562,False,-0.14246547899422565,0,0.29000000000000004,100162,95,253,1.0,19111.44952380326,False,0.1101100294622515,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,7,4.680000000000001,115017,162,0,0.0,10678.972591153082,False,-0.12562760139502255,0,2.468000000000001,130011,0,33,0.0,1914.0000000000002,False,-0.04853649499814746,0.25,644354,0.0,0.0,11,0,0,4,7,7.0,21,25,13,118.0,21.0,8,3,13,698,1.1011176329921,94.6278108751867
56,13,0,0,0,10.000000000000002,20,10.0,4.121876961876918,20,3.0,25.618892611721776,0,,65.91958389600669,0,,58.00000000000001,20,58.0,20,2.9920000000000004,31965,598,0,0.0,5980.000000000001,False,-0.22921719955898567,0,2.7740000000000005,33351,542,0,0.0,5420.000000000001,False,-0.20482910694597575,0,0.2,74268,0,207,0.0,5303.110770626407,False,0.1005487807662279,0,4.079000000000001,59457,212,0,0.0,873.8379159179066,False,-0.14305043555830493,0,0.29000000000000004,100162,85,263,1.0,19514.45643664611,False,0.1121488158883296,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,12,4.793000000000001,114737,162,0,0.0,10678.972591153082,False,-0.12766176074234797,0,2.468000000000001,130475,0,25,0.0,1450.0000000000002,False,-0.046851048681792094,0.125,643838,0.0,0.0,11,0,0,14,5,5.0,14,28,15,130.0,17.0,11,2,15,664,1.519714443013072,96.14752531819977
57,15,0,0,0,10.000000000000002,20,10.0,4.033855526379789,9,3.0,26.348602534585595,5,47.0,65.91958389600669,0,,57.99999999999999,20,58.0,9,3.062000000000001,31666,606,0,0.0,6060.000000000001,False,-0.23492833517089307,0,2.7740000000000005,33231,554,0,0.0,5540.000000000001,False,-0.20615214994487321,0,0.2,74485,0,208,0.6,5480.509327193804,False,0.10492266158640337,0,4.079000000000001,59448,215,0,0.0,867.2789381716545,False,-0.1432261278960993,0,0.29000000000000004,99927,80,273,1.0,20103.93460637667,False,0.11275324837545751,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,9,4.871000000000001,114570,162,0,0.0,10678.972591153082,False,-0.12887499149593137,0,2.468000000000001,131113,0,14,0.0,811.9999999999999,False,-0.044533559996803466,0.2,643863,0.0,0.0,14,0,0,9,5,5.0,19,28,17,172.0,21.0,12,3,17,1073,1.5034956519957632,97.65102097019553
58,17,0,0,0,10.000000000000002,20,10.0,3.8696062809263574,8,1.75,26.7469986164653,10,32.0,64.34385838150028,17,57.64705882352941,58.0,20,58.0,5,3.1030000000000006,31446,616,0,0.0,6160.000000000001,False,-0.23867695700110253,3,2.8040000000000003,33065,564,0,0.0,5640.000000000001,False,-0.20871003307607497,0,0.2,74791,0,206,0.8,5509.881714991852,False,0.10951097203536776,0,4.079000000000001,59448,215,0,0.0,831.9653503991668,False,-0.14347875758027262,0,0.29000000000000004,100587,80,266,1.0,19255.2262187963,False,0.11513748276823142,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,11,4.972000000000001,113679,174,0,0.0,11195.831358381049,False,-0.13347052518223507,0,2.468000000000001,131295,0,10,0.5,580.0,False,-0.04405407957921961,0.2875,643734,0.0,0.0,16,0,0,8,7,7.0,21,29,19,148.0,51.0,12,5,19,2022,1.438659582985565,99.0896805531811
59,19,0,0,0,10.000000000000002,20,10.0,3.844306110523109,3,3.0,27.105563898758728,40,28.25,64.67501311553053,8,68.0,57.99999999999999,20,58.0,0,3.0980000000000003,31316,629,0,0.0,6290.000000000001,False,-0.24011025358324145,3,2.831000000000001,32929,571,0,0.0,5710.000000000001,False,-0.21093715545755237,0,0.2,74867,0,204,0.3,5529.53503534678,False,0.11073896179352988,35,4.429000000000001,58923,215,0,0.0,826.5258137624684,False,-0.15102926076115678,0,0.29000000000000004,100001,110,268,1.0,20314.51554382564,False,0.11456728660811268,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,8,5.041000000000001,113540,174,0,0.0,11253.452282102313,False,-0.1342710361786053,2,2.488000000000001,131309,0,8,0.8,463.99999999999994,False,-0.04437373319094218,0.2625,642308,0.0,0.0,15,0,0,6,7,6.4,21,27,23,151.0,84.0,12,7,23,1235,1.544347699964419,100.63402825314552
60,23,0,0,0,10.000000000000002,20,10.0,3.9955468450701788,8,5.75,27.248401155976985,34,27.88235294117647,67.00192257577419,15,79.33333333333333,58.0,20,58.0,4,3.1380000000000003,31104,643,0,0.0,6430.000000000001,False,-0.2432414553472988,4,2.8680000000000003,32783,577,0,0.0,5770.000000000001,False,-0.21349503858875413,0,0.2,74821,0,212,0.8,5776.6610450671205,False,0.1118487169137178,34,4.734000000000001,58184,215,0,0.0,859.0425716900884,False,-0.1613700954924019,0,0.29000000000000004,100243,134,263,1.0,21272.791392329527,False,0.12186366870202624,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,9,5.123000000000001,112517,184,0,0.0,12328.35375394245,False,-0.13779848108615958,3,2.5160000000000005,131384,0,5,0.5,290.0,False,-0.0444609114486847,0.2875,640459,0.0,0.0,14,0,0,9,12,11.666666666666666,23,32,20,225.0,72.0,16,7,20,1796,3.1817505939980038,103.81577884714352
61,20,0,0,0,10.000000000000002,20,10.0,3.733223977770856,12,1.75,26.69407217275095,9,16.444444444444443,67.00192257577419,0,,58.00000000000001,11,58.0,7,3.2040000000000006,30854,650,0,0.0,6500.000000000001,False,-0.24798235942668137,5,2.9140000000000006,32538,590,0,0.0,5900.000000000001,False,-0.21746416758544654,0,0.2,74800,2,222,1.0,5933.5504703062525,False,0.11267062375025931,9,4.790000000000002,57955,215,0,0.0,802.643155220734,False,-0.16505005468994494,0,0.29000000000000004,100095,133,273,1.0,21841.83646216223,False,0.1232449864023991,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,11,5.224000000000001,112276,184,0,0.0,12328.35375394245,False,-0.13954931109582183,0,2.5130000000000003,131384,0,5,0.0,290.00000000000006,False,-0.0444609114486847,0.25,639325,0.0,0.0,8,0,0,5,10,10.0,24,29,16,135.0,64.0,12,8,16,200,1.4436863500159234,105.25946519715944
62,16,0,0,0,10.000000000000002,20,10.0,3.4540411695723066,15,1.7333333333333334,26.69407217275095,0,,67.43844431825798,2,86.0,58.0,20,58.0,4,3.2370000000000005,30638,662,0,0.0,6620.000000000001,False,-0.2514222712238148,11,3.0190000000000006,32169,598,0,0.0,5980.000000000001,False,-0.22471885336273428,0,0.2,74774,7,232,1.0,6217.203032265226,False,0.1143278417577492,0,4.7810000000000015,57955,215,0,0.0,742.6188514580459,False,-0.1654794622313137,0,0.29000000000000004,100267,123,281,1.0,22233.573730678858,False,0.1269670346065607,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,11,5.323,111863,186,0,0.0,12543.550643195984,False,-0.14176800905492964,4,2.5530000000000004,131621,0,0,0.0,0.0,False,-0.043792544805992054,0.25,638710,0.0,0.0,11,0,0,12,10,10.0,15,27,14,145.0,49.0,12,4,14,662,1.3064075619913638,106.5658727591508
63,14,0,0,0,10.0,20,10.0,4.70961676668938,29,8.89655172413793,26.69407217275095,0,,67.67239772493446,1,86.0,58.00000000000001,20,58.0,25,3.483000000000001,30183,670,0,0.0,6700.0,False,-0.26057331863285554,4,3.0480000000000005,31957,610,0,0.0,6100.0,False,-0.22807056229327452,0,0.2,74774,0,239,0.7,6379.883249287477,False,0.11549163888061198,0,4.7810000000000015,57697,244,0,0.0,1149.1464910722086,False,-0.16626261595696065,0,0.29000000000000004,100353,113,290,1.0,22641.42549575185,False,0.1299004679301454,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,9,5.402000000000002,111598,187,0,0.0,12654.738374562743,False,-0.14328931421745625,11,2.6590000000000003,131380,0,0,0.0,0.0,False,-0.04554337481565431,0.2125,637365,0.0,0.0,8,0,0,6,11,11.0,21,27,8,162.0,8.0,11,3,8,286,1.0502679200144485,107.61614067916526
64,8,0,0,0,10.0,20,10.0,3.911766610313348,31,1.0,27.07013294080575,9,33.666666666666664,67.68560663894236,3,68.0,57.99999999999999,20,58.0,11,3.5680000000000005,29777,680,0,0.0,6800.0,False,-0.2684233737596472,20,3.2440000000000007,31377,620,0,0.0,6200.0,False,-0.2397574421168688,0,0.2,75003,0,240,0.6,6496.8319057933795,False,0.11960476095828829,4,4.8210000000000015,57588,269,0,0.0,1052.2652181742906,False,-0.16851524338855456,0,0.29000000000000004,100254,112,297,1.0,23134.480061136124,False,0.13139313027336535,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,7,5.463000000000001,111475,187,0,0.0,12657.208441482222,False,-0.14417391902054422,13,2.778000000000001,130842,0,3,0.3,173.99999999999997,False,-0.04881982433581065,0.2375,635739,0.0,0.0,10,0,0,9,13,13.0,13,22,12,72.0,3.0,7,1,12,639,1.3710647909902036,108.98720547015546
65,12,0,0,0,10.0,20,10.0,3.4113083787171687,46,2.0,27.07013294080575,0,,65.49841820827373,23,59.130434782608695,57.99999999999999,20,58.0,26,3.8170000000000006,29001,691,0,0.0,6910.0,False,-0.284321940463065,20,3.4240000000000013,30847,629,0,0.0,6290.0,False,-0.25045203969129,0,0.2,74919,34,250,1.0,6883.517720077822,False,0.12116921621986657,0,4.817000000000002,57580,271,0,0.0,924.4645706323528,False,-0.16954397806163546,0,0.29000000000000004,101614,102,284,1.0,21362.704331111927,False,0.13619013674868174,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,8,5.5360000000000005,111063,190,0,0.0,12444.69945957201,False,-0.14793896265293607,9,2.855000000000001,129746,10,10,1.0,1234.9841820827373,False,-0.05292815718936306,0.375,634193,0.0,0.0,14,0,0,8,9,9.0,18,26,17,136.0,16.0,10,2,17,1734,1.3828606579918414,110.3700661281473
66,17,0,0,0,10.0,20,10.0,3.3961571476796033,1,1.0,26.74567346549984,5,17.0,67.5322764687961,10,84.0,57.99999999999999,20,58.0,0,3.7910000000000013,28901,701,0,0.0,7010.0,False,-0.2854244762954796,1,3.414000000000001,30723,639,0,0.0,6390.0,False,-0.25208379272326353,0,0.2,75003,25,255,1.0,6905.050662394449,False,0.12252511490867651,0,4.817000000000002,57580,271,0,0.0,920.3585870211725,False,-0.16957335183553793,0,0.29000000000000004,102369,97,284,1.0,21773.496843291578,False,0.145907304311689,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,12,5.648000000000001,109933,200,0,0.0,13506.45529375922,False,-0.15229149759984015,0,2.846000000000001,130210,0,12,1.0,695.9999999999999,False,-0.05151508547101686,0.375,634142,0.0,0.0,13,0,0,7,6,6.0,19,26,20,169.0,54.0,12,5,20,1589,1.5071976339677349,111.87726376211504
67,20,0,0,0,10.000000000000002,20,10.0,3.407033038728976,6,3.6666666666666665,27.232691104065665,30,29.5,68.32645919502963,3,90.0,57.99999999999999,20,58.0,3,3.8210000000000006,28715,713,0,0.0,7130.000000000001,False,-0.2882028665931643,3,3.443000000000001,30579,647,0,0.0,6470.000000000001,False,-0.2543770672546858,0,0.2,75786,20,240,1.0,6603.986525750339,False,0.1315743327258509,5,4.867000000000001,57470,272,0,0.0,926.7129865342814,False,-0.1711017499389466,0,0.29000000000000004,101754,117,291,1.0,23069.224484929306,False,0.14623981628435925,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,6,5.6960000000000015,109565,203,0,0.0,13870.271216591014,False,-0.15364342924179977,2,2.866000000000001,130884,0,0,0.0,0.0,False,-0.04914674280234509,0.25,634176,0.0,0.0,13,0,0,6,8,7.666666666666667,22,28,24,177.0,83.0,13,7,24,1908,1.6169043089612387,113.49416807107627
68,24,0,0,0,10.0,20,10.0,3.455666465640319,12,4.0,27.663360587075864,29,29.93103448275862,68.42927675133521,5,70.0,57.99999999999999,20,58.0,8,3.898000000000001,28473,720,0,0.0,7200.0,False,-0.2927673649393605,4,3.480000000000001,30353,660,0,0.0,6600.0,False,-0.2579272326350606,0,0.2,75738,22,250,1.0,6991.864809013054,False,0.1336623991945649,29,5.152000000000001,57076,272,0,0.0,939.9412786541668,False,-0.17664438506084984,0,0.29000000000000004,101236,136,296,1.0,24017.28295823754,False,0.145794925675305,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,11,5.800000000000002,109337,203,0,0.0,13891.143180521047,False,-0.15522400024511235,9,2.954000000000001,130357,0,5,0.5,289.99999999999994,False,-0.05192191734048195,0.3125,631993,0.0,0.0,9,0,0,10,12,12.0,24,34,19,249.0,68.0,18,6,19,550,1.8455774699687026,115.33974554104498
69,19,0,0,0,10.0,20,10.0,3.5601575332038875,4,7.0,27.107103449300862,9,17.0,69.74377387302229,5,89.0,58.0,20,58.0,4,3.93,28351,725,0,0.0,7250.0,False,-0.29490628445424477,0,3.476000000000001,30203,675,0,0.0,6750.0,False,-0.25958103638368246,0,0.2,75710,16,260,1.0,7104.8094173494865,False,0.13406977491951505,9,5.213000000000001,56855,272,0,0.0,968.3628490314574,False,-0.17960308154701926,0,0.29000000000000004,101528,135,301,1.0,24652.334901435326,False,0.15196203218209808,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,13,5.919000000000001,108564,208,0,0.0,14506.704965588637,False,-0.1586037495165652,2,2.965000000000001,130625,0,0,0.0,0.0,False,-0.05102834019862113,0.25,631259,0.0,0.0,12,0,0,6,10,9.666666666666668,23,29,19,150.0,53.0,13,6,19,877,1.5483136879629456,116.88805922900792
70,19,0,0,0,10.0,20,10.0,3.669262003345698,4,7.0,26.853276833993377,4,17.0,69.74377387302229,0,,58.00000000000001,20,58.0,0,3.926000000000001,28221,738,0,0.0,7380.0,False,-0.2963395810363837,4,3.5160000000000005,30061,682,0,0.0,6820.0,False,-0.2619404630650496,0,0.2,75682,10,270,1.0,7287.0773652116695,False,0.13497308250738052,4,5.2440000000000015,56771,272,0,0.0,998.0392649100299,False,-0.18059263388578073,0,0.29000000000000004,101460,129,311,1.0,25154.386386095077,False,0.15381386343954612,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,10,6.006000000000001,108348,208,0,0.0,14506.704965588637,False,-0.16017295815593052,10,3.063000000000001,130415,0,0,0.0,0.0,False,-0.052553959709115215,0.25,630381,0.0,0.0,9,0,0,5,10,10.0,25,30,10,179.0,33.0,13,6,10,200,1.1482119849533774,118.0362712139613
71,10,0,0,0,10.0,20,10.0,3.652027891062282,3,3.0,26.58579393161873,4,17.0,69.62817125941952,5,68.0,58.00000000000001,10,58.0,0,3.926000000000001,28131,747,0,0.0,7470.0,False,-0.2973318632855568,3,3.5420000000000007,29885,693,0,0.0,6930.0,False,-0.26460859977949286,0,0.2,75673,3,280,1.0,7454.978384526432,False,0.1360454585970243,4,5.280000000000001,56687,272,0,0.0,993.3515863689407,False,-0.18182802333336476,0,0.29000000000000004,101732,123,316,1.0,25272.554771565672,False,0.15716373132779712,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,9,6.086000000000001,108165,208,0,0.0,14482.65962195926,False,-0.1615897695516885,1,3.063000000000001,130064,0,5,0.5,290.00000000000006,False,-0.05405051980036179,0.3125,629760,0.0,0.0,10,0,0,3,7,7.0,22,25,7,110.0,6.0,8,2,7,540,0.929564033052884,118.96583524701418
72,7,0,0,0,10.0,20,10.0,3.6126699947424616,10,3.2,26.040423481163348,8,17.0,69.73958288594493,6,71.0,58.0,20,58.0,6,3.986000000000001,27905,757,0,0.0,7570.0,False,-0.301212789415656,4,3.5790000000000006,29693,703,0,0.0,7030.0,False,-0.26773980154355015,0,0.2,75709,3,286,1.0,7458.399125596945,False,0.13658501062780393,4,5.316000000000001,56603,272,0,0.0,982.6462385699496,False,-0.18310646255243837,0,0.29000000000000004,102022,121,320,1.0,25467.55776472314,False,0.1610844223439224,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,12,6.197000000000002,107801,209,0,0.0,14575.572823162489,False,-0.16389667624478754,3,3.0920000000000005,129975,0,5,0.5,290.0,False,-0.054697091878618806,0.3125,629131,0.0,0.0,12,0,0,3,9,8.5,18,21,8,65.0,3.0,6,1,8,868,1.0957643690053374,120.06159961601952
73,8,0,0,0,10.0,20,10.0,3.342452955893778,29,2.3793103448275863,26.040423481163348,0,,70.77576657426545,4,88.0,57.99999999999999,20,58.0,4,4.0200000000000005,27673,771,0,0.0,7710.0,False,-0.3047850055126792,25,3.825000000000001,28866,709,0,0.0,7090.0,False,-0.28531422271223816,0,0.2,75654,8,296,1.0,7734.704974071501,False,0.13777474513586319,0,5.312000000000001,56589,286,0,0.0,955.9415453856205,False,-0.1834978141605218,0,0.29000000000000004,102374,111,326,1.0,25963.386909619665,False,0.1671542819326133,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,11,6.295000000000002,107198,213,0,0.0,15075.238280318541,False,-0.16646238519597478,4,3.1290000000000004,130221,0,0,0.0,0.0,False,-0.053963341542619274,0.25,627998,0.0,0.0,10,0,0,2,10,9.8,18,20,15,50.0,22.0,5,3,15,784,1.0712258740095422,121.13282549002906
74,15,0,0,0,10.0,20,10.0,3.275624255188756,18,2.8333333333333335,25.69681699462417,5,17.0,71.10512093555917,1,92.0,57.99999999999999,20,58.0,15,4.166000000000001,27188,780,0,0.0,7800.0,False,-0.31448732083792724,3,3.830000000000001,28684,720,0,0.0,7200.0,False,-0.28811466372657113,0,0.2,75706,7,301,1.0,7757.671285168197,False,0.13868304874068713,0,5.312000000000001,56571,295,0,0.0,966.3091552806831,False,-0.1836811855771713,0,0.29000000000000004,102381,106,335,1.0,26544.078114842487,False,0.17016278704326643,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,10,6.384000000000001,106902,214,0,0.0,15216.495880209663,False,-0.16809967424314864,10,3.225000000000001,130007,0,0,0.0,0.0,False,-0.05551802047236086,0.25,626862,0.0,0.0,11,0,0,6,12,12.0,22,28,14,163.0,41.0,11,4,14,377,1.1555818099877797,122.28840730001684
75,14,0,0,0,10.0,20,10.0,3.1747718866851726,14,2.2857142857142856,26.31236223632069,26,29.115384615384617,71.20789279473733,5,72.4,57.99999999999999,11,58.0,8,4.231000000000001,26841,794,0,0.0,7940.0,False,-0.32059536934950383,6,3.8870000000000013,28490,726,0,0.0,7260.0,False,-0.29173098125689084,0,0.2,75770,6,306,1.0,8070.631475634243,False,0.14183763145735015,21,5.522000000000002,56434,300,0,0.0,952.4315660055518,False,-0.18574063150285042,0,0.29000000000000004,101986,122,340,1.0,27420.791743041817,False,0.17060146579168226,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,11,6.484000000000003,106559,215,0,0.0,15309.696950868527,False,-0.17025297332029826,0,3.2150000000000007,129735,0,4,0.4,231.99999999999997,False,-0.056651337823013605,0.3,625238,0.0,0.0,11,0,0,4,10,10.0,21,25,22,99.0,59.0,9,5,22,647,1.3111709950026125,123.59957829501946
76,22,0,0,0,10.0,20,10.0,3.1379666689025165,4,2.0,27.087867135167325,48,29.1875,72.22623071473998,10,78.0,57.99999999999999,9,58.0,4,4.263000000000001,26626,806,0,0.0,8060.0,False,-0.324013230429989,0,3.8810000000000007,28410,734,0,0.0,7340.0,False,-0.29261300992282246,0,0.2,75830,0,312,1.0,8451.414546172206,False,0.14542018075153232,44,5.941000000000002,55348,300,0,0.0,941.390000670755,False,-0.20135788072547103,0,0.29000000000000004,101365,160,340,1.0,28890.977184638366,False,0.17175584147639186,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,9,6.563000000000001,105947,220,0,0.0,15889.770757242797,False,-0.17259198847342588,0,3.215000000000001,129385,0,9,0.5,521.9999999999999,False,-0.058140633059448305,0.3125,622334,0.0,0.0,10,0,0,12,9,9.0,22,34,17,277.0,53.0,18,4,17,1048,1.443450766033493,125.04302906105295
77,17,0,0,0,10.0,20,10.0,3.0148377711766337,10,1.6,26.55115602101403,9,17.0,73.05072306358488,10,78.0,57.99999999999999,9,58.0,3,4.289000000000001,26454,816,0,0.0,8160.0,False,-0.3267034178610805,7,3.9510000000000005,28138,744,0,0.0,7440.0,False,-0.2975082690187431,0,0.2,75822,0,314,0.2,8337.062990598406,False,0.14448765946459116,9,5.987000000000002,55119,308,0,0.0,928.5700335224032,False,-0.20472607713670798,0,0.29000000000000004,101992,159,340,1.0,29058.87964896009,False,0.17894915591116548,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,9,6.644000000000001,105342,225,0,0.0,16436.4126893066,False,-0.17500158849934763,0,3.215000000000001,129035,0,14,0.5,811.9999999999999,False,-0.059629928295883004,0.2125,621325,0.0,0.0,10,0,0,8,8,8.0,20,28,13,167.0,36.0,13,4,13,980,1.5056927310070023,126.54872179205995
78,13,0,0,0,10.0,20,10.0,3.0137379197012635,9,3.0,27.264972253034408,5,49.0,74.121916300585,4,91.0,58.0,9,58.0,2,4.306000000000001,26286,828,0,0.0,8280.0,False,-0.3290848952590959,7,4.014,27896,752,0,0.0,7520.0,False,-0.3019625137816979,0,0.2,76040,0,318,0.9,8670.261176464941,False,0.14999042219756864,0,5.978000000000001,55119,308,0,0.0,928.2312792679892,False,-0.20472850054893274,0,0.29000000000000004,102111,154,346,1.0,29844.988766969705,False,0.18413005902246019,0,0.2,99423,0,0,0.0,0.0,False,0.005949309455152527,9,6.725000000000001,104802,229,0,0.0,16973.918832833966,False,-0.17697215805115196,0,3.215000000000001,129035,0,14,0.0,812.0,False,-0.059629928295883004,0.2375,620712,0.0,0.0,9,0,0,5,7,7.0,22,27,14,128.0,31.0,11,2,14,809,1.3250007629976608,127.87372255505761
