index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,23,0,0,0,10.000000000000002,20,10.0,27.586975615961673,31,28.677419354838708,22.860801174712503,15,31.0,9.871951318896045,37,3.945945945945946,52.000000000000014,12,52.0,9,3.6290000000000013,55373,30,10,1.0,575.8697561596168,False,0.1327011574700816,0,1.5500000000000003,57348,4,16,1.0,481.3916098553868,False,0.17193113156141016,0,8.093000000000002,44722,787,0,0.0,21710.949809761838,False,-0.3487523446814985,15,8.432,42079,743,0,0.0,20497.122882659525,False,-0.3868342929302817,0,0.2,115512,54,135,1.0,2567.196691485441,False,0.04397367036489257,30,11.012,-5752,1381,0,0.0,31570.766422277968,False,-0.9103169293580484,0,0.2,142830,0,4,0.0,208.00000000000006,False,0.0007001134183737765,12,4.649000000000002,119498,1414,0,0.0,13958.939164919007,False,-0.11451426423358926,0.375,571610,0.0,0.0,8,0,0,12,8,11.79784946236559,15,27,24,264.0,126.0,16,7,24,926,1.8264550489839166,255.4078081989428
53,24,0,0,0,10.000000000000002,20,10.0,27.629452989236487,23,28.130434782608695,22.921589399159007,28,23.5,9.670947936367767,33,7.818181818181818,52.000000000000014,8,52.0,10,3.7200000000000015,55583,32,10,1.0,596.294529892365,False,0.13718248402413877,0,1.5500000000000003,57355,2,23,1.0,655.4774187524392,False,0.17384490658071272,14,8.233000000000002,44344,797,0,0.0,22020.67403242148,False,-0.35136703754147247,14,8.557000000000002,41432,756,0,0.0,20887.866459862784,False,-0.39212639758693,0,0.2,115478,58,133,1.0,2615.6882606881354,False,0.0438864826266944,21,11.192000000000002,-15722,1395,0,0.0,31975.617211826815,False,-0.9976240783911348,0,0.2,142830,0,4,0.0,208.00000000000006,False,0.0007001134183737765,8,4.7170000000000005,119121,1447,0,0.0,13993.861663924159,False,-0.11703144327007522,0.375,560421,0.0,0.0,8,0,0,14,8,23.79047619047619,14,28,26,280.0,96.0,17,7,26,771,2.0726417049882,257.480449903931
54,26,0,0,0,10.000000000000002,20,10.0,27.772169552432576,43,28.651162790697676,22.978441009795073,3,28.0,9.873383530486343,35,11.628571428571428,52.000000000000014,13,52.0,17,3.8800000000000017,55784,33,10,1.0,607.7216955243258,False,0.1413891096410696,0,1.5500000000000003,57723,1,17,1.0,482.1268823913538,False,0.17956987059820265,3,8.249000000000002,43604,822,0,0.0,22828.72337209958,False,-0.3553039408712235,0,8.543000000000001,40913,774,0,0.0,21495.659233582814,False,-0.39464694613555884,0,0.2,115631,48,134,1.0,2425.9985615553333,False,0.044406300553985416,26,11.431000000000001,-38888,1398,0,0.0,32123.860531693514,False,-1.2040300845056424,0,0.2,142830,0,4,0.0,208.00000000000006,False,0.0007001134183737765,13,4.839000000000001,118444,1482,0,0.0,14632.354392180761,False,-0.11953612447953298,0.375,536041,0.0,0.0,14,0,0,13,9,212.01984126984127,14,27,30,249.0,135.0,16,10,30,1072,1.7173581420211121,259.1978080459521
55,30,0,0,0,10.000000000000002,20,10.0,27.930447946985804,41,29.0,22.888619865120233,12,21.083333333333332,9.796097860863473,66,9.43939393939394,52.00000000000001,11,52.0,1,3.873000000000001,56010,30,10,1.0,579.304479469858,False,0.14569906877767466,13,1.6800000000000002,58122,4,10,1.0,319.30447946985805,False,0.18603280911141498,6,8.306,42276,863,0,0.0,24103.97657824875,False,-0.36339362211009635,6,8.603,40853,774,0,0.0,21618.166710967012,False,-0.39463225503300325,0,0.2,115787,44,131,1.0,2290.3880938384054,False,0.045194626612671214,53,11.935000000000002,-96887,1404,0,0.0,32135.62229062881,False,-1.7223997001562943,0,0.2,142830,0,4,0.0,208.00000000000003,False,0.0007001134183737765,11,4.936000000000002,117607,1548,0,0.0,15164.359488616656,False,-0.12353375425803147,0.375,476598,0.0,0.0,8,0,0,19,14,273.201138367805,12,31,34,304.0,168.0,19,11,34,911,3.3117416010354646,262.5095496469876
56,34,6,11,1,10.000000000000002,20,10.0,27.964950292854024,25,28.36,22.50230611826766,12,15.166666666666666,9.796097860863473,0,,52.00000000000001,7,52.0,15,4.022,56230,29,10,1.0,569.6495029285403,False,0.1500778337701317,0,1.6670000000000005,58012,5,20,1.0,609.2990058570805,False,0.1867450041296,1,8.31,42059,870,0,0.0,24329.506754783,False,-0.36461502955950903,11,8.707,40043,792,0,0.0,22148.240631940385,False,-0.4010180417627116,0,0.2,115605,46,141,1.0,2416.355879822062,False,0.044130804997595766,0,11.882000000000005,-104637,1404,0,0.0,31593.237790047795,True,-1.7940968671115889,0,0.2,142830,0,4,0.0,208.00000000000003,False,0.0007001134183737765,7,4.995000000000001,117507,1548,0,0.0,15164.359488616656,False,-0.12423386767640524,0.375,572286,0.0,0.1,6,0,0,16,8,7.857142857142858,14,30,20,354.0,150.0,24,10,20,461,1.9496592719806358,264.4592089189682
57,20,4,0,0,10.000000000000002,20,10.0,28.013705101976655,25,28.56,22.332477840449958,5,15.0,9.796097860863473,0,,52.00000000000001,13,52.0,9,4.097,56455,30,10,1.0,580.1370510197667,False,0.1547632992574253,0,1.6670000000000005,58094,4,24,1.0,712.3289224474397,False,0.18946203624793898,0,8.309000000000001,41597,886,0,0.0,24820.142720351316,False,-0.3671540735859426,5,8.746,39681,801,0,0.0,22438.9777866833,False,-0.40355649293014234,0,0.2,115530,41,151,1.0,2394.8423684488325,False,0.043364271016343194,0,11.882000000000001,-104637,1404,0,0.0,31354.79888799174,True,-1.795162506310595,0,0.2,142830,0,4,0.0,208.00000000000003,False,0.0007001134183737765,13,5.118,117234,1548,0,0.0,15164.359488616656,False,-0.12614517730856564,0.375,571421,0.0,0.1,8,0,0,13,5,5.0,10,23,22,186.0,99.0,12,8,22,662,1.3554816389805637,265.8146905579488
58,22,0,0,0,10.000000000000002,20,10.0,28.013705101976655,0,,22.092781827124686,7,15.285714285714286,9.796097860863473,0,,52.00000000000001,10,52.0,0,4.088,56385,27,20,1.0,830.2741020395331,False,0.15588394487219712,0,1.6670000000000005,57964,7,34,1.0,1022.4659734672063,False,0.18997218125221005,6,8.369000000000002,41458,886,0,0.0,24820.142720351316,False,-0.3687828525875831,1,8.751,39660,801,0,0.0,22438.9777866833,False,-0.4038025674555701,0,0.2,115423,38,161,1.0,2416.697465029757,False,0.042505530520530535,0,11.882000000000001,-104637,1404,0,0.0,31018.26568528306,True,-1.7966665518731315,0,0.2,142830,0,4,0.0,208.00000000000003,False,0.0007001134183737765,10,5.205000000000001,117050,1548,0,0.0,15164.359488616656,False,-0.1274333859983734,0.375,570770,0.0,0.1,5,0,0,11,6,6.0,15,26,21,255.0,81.0,15,7,21,200,1.5177870100014843,267.33247756795026
59,21,1,0,0,10.000000000000002,20,10.0,28.122366169960674,34,29.0,22.092781827124686,0,,10.478468117618547,5,56.0,52.000000000000014,10,52.0,0,4.088000000000001,56769,25,14,1.0,643.7131263794495,False,0.1618000928610037,0,1.6670000000000005,58366,9,26,1.0,821.1815204189776,False,0.19610481807508118,0,8.363000000000001,40936,904,0,0.0,25422.61901764445,False,-0.37136970343540865,0,8.750000000000002,39196,817,0,0.0,22975.97316085787,False,-0.406093431211285,0,0.2,115703,28,166,1.0,2358.02359868417,False,0.04474607421915412,0,11.882,-104637,1404,0,0.0,31018.26568528306,True,-1.7966665518731315,0,0.2,142830,0,4,0.0,208.00000000000006,False,0.0007001134183737765,10,5.295000000000001,116597,1553,0,0.0,16273.060986661603,False,-0.12672381580484474,0.375,570397,0.0,0.1,10,0,0,10,3,3.0,13,23,22,252.0,81.0,14,7,22,1466,1.3444980579661205,268.6769756259164
60,22,0,0,0,10.000000000000002,20,10.0,28.217385109503432,35,28.97142857142857,21.875448910736527,6,15.166666666666666,10.601844361312963,4,20.0,52.00000000000001,9,52.0,4,4.128,57071,26,10,1.0,542.1738510950344,False,0.16691263584752786,0,1.6670000000000005,58786,8,19,1.0,616.1303170805652,False,0.20256542854172327,0,8.363000000000003,40684,913,0,0.0,25762.472604976632,False,-0.3723314236877394,6,8.810000000000002,38295,843,0,0.0,23787.255647311395,False,-0.4118979631631627,0,0.2,115692,24,172,1.0,2348.5280040035063,False,0.04460531304302761,0,11.882000000000001,-104637,1404,0,0.0,30713.130270674083,True,-1.7980302733800186,0,0.2,142830,0,4,0.0,208.00000000000003,False,0.0007001134183737765,9,5.375000000000001,116379,1557,0,0.0,16507.071670564284,False,-0.1274308929576841,0.375,569737,0.0,0.1,8,0,0,12,5,4.444444444444445,10,22,24,216.0,120.0,12,10,24,1042,1.3774687449913472,270.05444437090773
61,24,0,0,0,10.000000000000002,20,10.0,28.192734786039644,36,28.0,21.841504618004148,1,16.0,11.404416486956153,5,56.0,52.00000000000001,12,52.0,0,4.124000000000001,57232,26,11,1.0,570.1200826464361,False,0.17047334231426978,8,1.7470000000000003,59249,8,10,1.0,361.9273478603964,False,0.20940097016544976,0,8.363000000000003,40162,931,0,0.0,26247.436085802907,False,-0.3756067724056544,1,8.814000000000002,37788,861,0,0.0,24273.944650780133,False,-0.4149874346685017,0,0.2,115956,15,177,1.0,2346.204287461301,False,0.04695468325405492,0,11.882,-104637,1404,0,0.0,30665.472483677822,True,-1.7982432671722364,0,0.2,142830,0,4,0.0,208.00000000000003,False,0.0007001134183737765,12,5.4860000000000015,115865,1562,0,0.0,17813.698552625512,False,-0.12645554086343058,0.375,569082,0.0,0.1,9,0,0,8,5,4.888888888888889,16,24,25,216.0,125.0,12,12,25,1227,1.3688963209860958,271.4233406918938
62,25,0,0,0,10.000000000000002,20,10.0,28.29833104604241,43,29.0,21.396272957795325,11,15.090909090909092,13.127955897852255,10,57.0,52.00000000000001,10,52.0,12,4.2440000000000015,57506,25,10,1.0,532.9833104604241,False,0.1756713808553156,10,1.8390000000000006,59489,9,10,1.0,372.9833104604241,False,0.21439746958140435,1,8.373000000000003,39387,957,0,0.0,27081.502811062586,False,-0.37980136623469307,10,8.913000000000002,37035,878,0,0.0,24845.934658425234,False,-0.4204597219450127,0,0.2,116360,16,177,1.0,2665.9885612445746,False,0.05199501484341845,0,11.882000000000001,-104637,1404,0,0.0,30040.367232744637,True,-1.8010370086848626,0,0.2,142934,0,2,0.0,104.00000000000001,False,0.0010641723959281403,8,5.554000000000002,115175,1572,0,0.0,20637.146671423743,False,-0.12140265387994544,0.375,567886,0.0,0.1,10,0,0,9,8,7.428571428571429,15,24,30,234.0,141.0,13,12,30,1367,1.5691131500061601,272.9924538419
63,30,0,0,0,10.0,20,10.0,28.29833104604241,0,,21.156831800630773,6,15.166666666666666,13.127955897852255,0,,52.00000000000001,11,52.0,0,4.232000000000001,57376,28,20,1.0,845.9666209208482,False,0.17621048657835625,0,1.8290000000000004,59419,6,20,1.0,625.9666209208482,False,0.21554707591494557,5,8.422,39277,957,0,0.0,27081.502811062586,False,-0.38109032803455245,1,8.913000000000002,37014,878,0,0.0,24845.934658425234,False,-0.4207057964704404,0,0.2,116269,12,187,1.0,2708.809734505941,False,0.05137299212747126,0,11.882000000000001,-104637,1404,0,0.0,29704.191848085604,True,-1.8025394550748792,0,0.2,142934,0,2,0.0,104.00000000000001,False,0.0010641723959281403,11,5.6560000000000015,114967,1572,0,0.0,20637.146671423743,False,-0.12285888979016289,0.375,567256,0.0,0.1,5,0,0,8,5,5.0,15,23,31,219.0,172.0,13,17,31,200,1.7090099239721894,274.7014637658722
64,31,0,0,0,10.0,20,10.0,28.334330819351734,16,29.0,20.911489554501728,6,15.166666666666666,13.241500426855033,4,20.0,52.00000000000001,12,52.0,0,4.232,57770,25,14,1.0,646.6806314709243,False,0.18220065762587428,0,1.8290000000000004,59289,9,30,1.0,940.029924580552,False,0.21609717057977768,0,8.417000000000002,39045,965,0,0.0,27342.629240674425,False,-0.3822789475001498,6,8.972000000000001,36643,886,0,0.0,25104.217105945638,False,-0.42353985759347534,0,0.2,116258,8,193,1.0,2722.901498819035,False,0.05133764837328396,0,11.882000000000005,-104637,1404,0,0.0,29359.731334520424,True,-1.8040789296429958,0,0.2,142934,0,2,0.0,104.00000000000001,False,0.0010641723959281403,12,5.7650000000000015,114657,1576,0,0.0,20868.604672723533,False,-0.1242190071246218,0.375,566596,0.0,0.1,8,0,0,12,5,5.0,14,26,33,288.0,195.0,16,15,33,744,2.5255673470092006,277.2270311128814
65,33,0,0,0,10.0,20,10.0,28.300429591015856,35,28.02857142857143,20.874517683218922,1,16.0,13.436849583327074,1,56.0,52.00000000000001,10,52.0,4,4.272000000000001,58090,26,10,1.0,543.0042959101586,False,0.1876577563686422,0,1.8290000000000004,59658,8,23,1.0,730.9098805933647,False,0.22147852951356697,0,8.417000000000002,38325,991,0,0.0,28045.725724696713,False,-0.38659640423777414,1,8.976,36361,895,0,0.0,25328.88448395919,False,-0.42552797935341463,0,0.2,116298,0,201,0.9,2700.806766248742,False,0.05159644055136376,0,11.882000000000001,-104637,1404,0,0.0,29307.822827239368,True,-1.804310920897961,0,0.2,142934,0,2,0.0,104.00000000000001,False,0.0010641723959281403,10,5.853000000000001,114430,1577,0,0.0,21189.911792906794,False,-0.12468350745303364,0.3625,566096,0.0,0.1,8,0,0,11,5,4.444444444444445,15,26,26,288.0,200.0,16,17,26,976,1.8243546360172331,279.0513857488986
66,26,0,0,0,10.0,20,10.0,28.291364297619165,26,28.192307692307693,20.638706085749874,5,15.0,14.539929566660128,5,58.0,52.00000000000001,10,52.0,3,4.298000000000001,58307,24,10,1.0,522.9136429761916,False,0.19186928818657087,0,1.8290000000000006,59905,10,20,1.0,665.8272859523832,False,0.225842768477334,0,8.417000000000002,38267,993,0,0.0,28093.32474753583,False,-0.3869971599042897,5,9.025,35576,919,0,0.0,25999.763789512013,False,-0.43079585311980306,0,0.2,116513,0,201,0.5,2922.525842898686,False,0.05450912547328605,0,11.882000000000001,-104637,1404,0,0.0,28976.743344392824,True,-1.8057905925113837,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,5.923000000000001,114020,1582,0,0.0,23002.168574456322,False,-0.12121004601685757,0.3125,565626,0.0,0.1,12,0,0,9,4,3.2727272727272725,13,22,22,216.0,145.0,12,14,22,1019,1.7379753349814564,280.78936108388007
67,22,0,0,0,10.000000000000002,20,10.0,28.386851804360543,19,29.789473684210527,20.360710869389617,6,15.166666666666666,16.58998903413262,9,58.0,52.00000000000001,7,52.0,0,4.295000000000002,58243,26,18,1.0,770.9633324784897,False,0.1930907949987637,0,1.8290000000000004,60335,8,13,1.0,449.02907345668706,False,0.23238735320977494,6,8.477000000000002,38072,995,0,0.0,28244.91754533874,False,-0.3883939679790324,0,9.020000000000001,35066,936,0,0.0,26570.093288881468,False,-0.4334304353826959,0,0.2,116944,0,198,0.6,3284.817828758259,False,0.059980772590896486,0,11.882,-104637,1404,0,0.0,28586.438060623022,True,-1.8075349580758027,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,7,5.985000000000001,113398,1591,0,0.0,26394.672553305,False,-0.1136890636917506,0.325,565096,0.0,0.1,10,0,0,12,4,4.0,12,24,28,201.0,135.0,12,10,28,1288,1.8330248490092345,282.6223859328893
68,28,0,0,0,10.0,20,10.0,28.45581711742407,34,29.0,20.047144275338198,7,15.285714285714286,16.58998903413262,0,,52.0,8,52.0,4,4.335000000000001,58679,27,10,1.0,554.5581711742407,False,0.19976147915317707,0,1.8290000000000004,60593,7,11,1.0,383.01398829166476,False,0.23696595429682205,1,8.481000000000002,37732,1006,0,0.0,28626.552020128613,False,-0.39014206690808173,6,9.080000000000002,34260,959,0,0.0,27289.128615609683,False,-0.43866224153029243,0,0.2,116837,0,205,0.7,3400.9477519971874,False,0.05954336833635983,0,11.882000000000001,-104637,1404,0,0.0,28146.19056257483,True,-1.8095025270720493,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,6.058000000000002,113288,1591,0,0.0,26394.672553305,False,-0.11445918845196175,0.3375,564427,0.0,0.1,7,0,0,12,6,5.363636363636363,15,27,27,288.0,156.0,16,12,27,867,2.0732983630150557,284.69568429590436
69,27,0,0,0,10.0,20,10.0,28.47545867949167,14,28.857142857142858,19.564524798220464,11,15.090909090909092,16.818168075768043,1,56.0,52.0,9,52.0,0,4.331000000000001,58579,27,20,1.0,839.5091735898334,False,0.200625856467133,3,1.8590000000000004,60825,7,10,1.0,354.7545867949167,False,0.24139961932025766,5,8.530000000000003,37537,1009,0,0.0,28731.737807607096,False,-0.3918107698171602,6,9.134000000000002,33802,970,0,0.0,27621.194919106918,False,-0.44208346075048677,0,0.2,116727,1,214,1.0,3618.6524930125815,False,0.05953311028733855,0,11.882,-104637,1404,0,0.0,27468.592816701534,True,-1.8125308698170228,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,9,6.140000000000002,113094,1592,0,0.0,26774.523576622723,False,-0.11448771449156814,0.375,563602,0.0,0.1,9,0,0,12,8,8.0,14,26,23,273.0,138.0,16,11,23,574,1.8258786609512754,286.52156295685563
70,23,0,0,0,10.0,20,10.0,28.47545867949167,0,,19.127754999078,11,15.090909090909092,16.818168075768043,0,,52.0,12,52.0,0,4.331000000000002,58499,25,30,1.0,1104.2637603847502,False,0.20169173545365032,0,1.8560000000000005,60705,9,20,1.0,659.5091735898334,False,0.24205849789977443,6,8.585000000000003,37398,1009,0,0.0,28731.737807607096,False,-0.39343954881880067,5,9.178000000000003,33692,970,0,0.0,27621.194919106918,False,-0.4433724225503462,0,0.2,116561,2,224,1.0,3805.5251589701975,False,0.058884502301522264,0,11.882000000000001,-104637,1404,0,0.0,26855.36801870551,True,-1.8152715148078877,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,12,6.251000000000001,112853,1592,0,0.0,26774.523576622723,False,-0.11617498782984895,0.375,562746,0.0,0.1,5,0,0,9,6,6.0,13,22,24,198.0,156.0,11,12,24,200,1.8623771110433154,288.38394006789895
71,24,0,0,0,10.0,20,10.0,28.495071425858093,10,29.0,18.906466741965644,6,15.166666666666666,16.818168075768043,0,,52.0,15,52.0,0,4.331,58389,26,40,1.0,1399.8028570343238,False,0.20246034653067085,0,1.8560000000000005,60905,8,20,1.0,649.9014285171619,False,0.24603074306590514,5,8.629000000000001,36998,1019,0,0.0,29036.477782949398,False,-0.39634123633144247,1,9.183,33671,970,0,0.0,27640.21928308235,False,-0.4435070349010877,0,0.2,116470,0,232,0.8,3901.8149935781857,False,0.05850144353381505,0,11.882000000000001,-104637,1404,0,0.0,26544.679305719765,True,-1.8166600553035512,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,15,6.389000000000001,112507,1592,0,0.0,26774.523576622723,False,-0.11859738025742221,0.35,561978,0.0,0.1,6,0,0,12,6,6.0,11,23,19,223.0,138.0,13,11,19,490,1.9060319669661112,290.28997203486506
72,19,0,0,0,10.0,20,10.0,28.35006553114346,54,27.703703703703702,18.493459992792094,12,15.166666666666666,19.421533899468884,15,46.4,52.0,13,52.0,0,4.331,58821,25,32,1.0,1157.2020969965906,False,0.2087830901200305,16,2.0160000000000005,61375,9,10,1.0,373.5006553114346,False,0.2527828719506658,6,8.684000000000001,36542,1030,0,0.0,29200.567497077765,False,-0.40072318082330816,6,9.242,32353,1013,0,0.0,28718.616383048327,False,-0.45263290143515156,0,0.2,116984,2,227,1.0,4445.6751151650205,False,0.06552645390952934,0,11.882000000000005,-104637,1404,0,0.0,25964.8178298801,True,-1.8192515918075365,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,13,6.504000000000001,111544,1607,0,0.0,31210.404976446494,False,-0.10981137202470524,0.375,560657,0.0,0.1,12,0,0,10,9,8.823529411764707,13,23,21,201.0,96.0,12,7,21,1877,1.3635960740502924,291.65356810891535
73,21,0,0,0,10.0,20,10.0,28.336125455066515,11,28.0,18.14943509841118,11,15.090909090909092,19.421533899468884,0,,52.0,13,52.0,0,4.331000000000001,58979,30,31,1.0,1178.4198891070619,False,0.21221428458594888,0,2.0000000000000004,61325,4,20,1.0,606.7225091013303,False,0.25413840566851165,11,8.788000000000002,35937,1041,0,0.0,29497.906598724243,False,-0.406070385524231,0,9.236000000000002,32353,1013,0,0.0,28704.49508598238,False,-0.4527156369464356,0,0.2,116818,3,237,1.0,4657.351839469359,False,0.06498870105951843,0,11.882000000000001,-104637,1404,0,0.0,25481.806878169293,True,-1.8214102806760641,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,13,6.621000000000001,111270,1607,0,0.0,31210.404976446494,False,-0.11172968279104939,0.375,559720,0.0,0.1,6,0,0,7,6,6.0,15,22,22,216.0,132.0,12,9,22,508,1.3708797080325894,293.02444781694794
74,22,0,0,0,10.0,20,10.0,28.354453250660978,21,28.571428571428573,17.977211816322566,6,15.166666666666666,19.421533899468884,0,,52.0,8,52.0,0,4.331000000000001,59237,29,29,1.0,1112.2791442691682,False,0.21679160708454587,0,2.000000000000001,61467,5,21,1.0,645.4435182638805,False,0.25742209522043025,1,8.787,35664,1050,0,0.0,29772.175913194027,False,-0.40766243313104045,5,9.286000000000001,31895,1025,0,0.0,29063.3145819275,False,-0.4559801114253135,0,0.2,116727,0,246,0.9,4777.697339269345,False,0.06471315268363784,0,11.882000000000001,-104637,1404,0,0.0,25240.005390116883,True,-1.8224909480580425,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,6.688000000000001,111160,1607,0,0.0,31210.404976446494,False,-0.11249980755126054,0.3625,559188,0.0,0.1,6,0,0,12,4,4.0,12,24,25,204.0,150.0,12,10,25,800,1.841958774952218,294.86640659190016
75,25,0,0,0,10.0,20,10.0,28.466569544486745,51,29.0,17.80777197648991,6,15.166666666666666,19.421533899468884,0,,52.0,8,52.0,0,4.331,59765,30,17,1.0,783.9316822562746,False,0.2241954790624366,8,2.0800000000000005,62027,4,10,1.0,324.6656954448674,False,0.26555418900534056,1,8.796000000000003,35005,1072,0,0.0,30516.16255168979,False,-0.4110255299291669,5,9.331000000000001,30944,1054,0,0.0,30003.76429988903,False,-0.4616137549807298,0,0.2,116636,0,252,0.6,4894.226542666159,False,0.06442054838690223,0,11.882,-104637,1404,0,0.0,25002.111854991832,True,-1.8235541498847303,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,8,6.760000000000002,111040,1607,0,0.0,31210.404976446494,False,-0.11333994365330909,0.325,558455,0.0,0.1,7,0,0,10,6,5.090909090909091,12,22,24,216.0,158.0,12,13,24,1157,1.955003414012026,296.8214100059122
76,24,0,0,0,10.0,20,10.0,28.50409747889008,20,29.0,17.64196242159327,6,15.166666666666666,21.721326203014236,10,57.0,52.0,11,52.0,3,4.3610000000000015,60186,29,10,1.0,575.0409747889008,False,0.23063737255584968,0,2.0720000000000005,61917,5,20,1.0,620.0819495778017,False,0.2663215501585042,6,8.855000000000004,34576,1082,0,0.0,30841.433472159068,False,-0.41414674553457304,0,9.326,30654,1064,0,0.0,30328.359717539046,False,-0.4631101492996306,0,0.2,117115,0,248,0.6,5386.888898347531,False,0.07090389761140697,0,11.882000000000001,-104637,1404,0,0.0,24769.315239916952,True,-1.8245945723840817,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,6.862000000000002,110272,1617,0,0.0,35123.38447027402,False,-0.10501916745916927,0.325,557758,0.0,0.1,8,0,0,9,6,5.3,14,23,25,234.0,153.0,13,11,25,1060,2.3471496569691226,299.1685596628813
77,25,0,0,0,10.0,20,10.0,28.50409747889008,0,,17.480554922826485,6,15.166666666666666,22.77546334439518,9,40.0,52.0,11,52.0,0,4.358000000000001,60106,27,20,1.0,840.0819495778017,False,0.23170616554311962,0,2.0720000000000005,61797,7,30,1.0,925.1229243667025,False,0.26698334273877394,5,8.899000000000003,34466,1082,0,0.0,30841.433472159068,False,-0.4154357073344324,1,9.336000000000002,30633,1064,0,0.0,30328.359717539046,False,-0.4633562238250583,0,0.2,117384,0,245,0.6,5579.98851937682,False,0.07417135274489976,0,11.882,-104637,1404,0,0.0,24542.699111648384,True,-1.8256073728429316,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,6.961000000000002,109700,1626,0,0.0,37032.90339798656,False,-0.10233941709261608,0.325,557124,0.0,0.1,7,0,0,9,5,5.0,16,25,22,237.0,124.0,14,11,22,560,1.6771036519785412,300.84566331485985
78,22,0,0,0,10.0,20,10.0,28.612903590614312,28,29.607142857142858,17.324233547256227,6,15.166666666666666,22.77546334439518,0,,52.00000000000001,11,52.0,0,4.358000000000001,60355,24,19,1.0,783.645168221672,False,0.2361990757857313,0,2.0720000000000005,62177,10,23,1.0,758.0967825841292,False,0.27301685777965135,5,8.944000000000003,34356,1082,0,0.0,30959.161685044684,False,-0.41603490927440423,1,9.345000000000002,29783,1092,0,0.0,31245.29072095083,False,-0.4679441602944058,0,0.2,117293,0,251,0.6,5716.64129944319,False,0.07396868541708321,0,11.882000000000001,-104637,1404,0,0.0,24323.223900347744,True,-1.8265882588743443,0,0.2,143038,0,0,0.0,0.0,False,0.0014282313734825041,11,7.060000000000001,109494,1626,0,0.0,37032.90339798656,False,-0.10378165073446606,0.325,556496,0.0,0.1,7,0,0,12,5,5.0,11,23,23,216.0,135.0,12,10,23,1029,1.6860989929991774,302.531762307859
