index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,13,0,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,48.33335662876345,5,80.4,56.999999999999986,13,57.0,0,0.8210000000000002,29415,0,187,1.0,5108.649025398535,False,0.2662623088960774,0,1.2080000000000002,26313,11,198,1.0,5519.157791598449,False,0.15152607817955505,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,5,0.6280000000000001,66156,0,0,0.0,0.0,False,0.13775668145702197,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60421,372,93,1.0,23281.0086659,False,-0.015754909063033475,13,4.578000000000001,27045,774,0,0.0,37410.018030662904,False,-0.37512792439621045,0.375,250995,0.0,0.2,12,0,0,3,8,8.0,3,6,14,97.0,21.0,6,7,14,200,0.9699114700779319,153.79861501138657
53,14,0,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,48.446910616238476,1,64.0,56.99999999999999,10,57.0,0,0.8210000000000002,29295,2,197,1.0,5401.838812853002,False,0.2673156971690301,0,1.2080000000000002,26233,9,208,1.0,5772.3475790529155,False,0.15337163978003168,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,1,0.633,66169,0,0,0.0,0.0,False,0.1379802565954666,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60357,363,103,1.0,23457.228553694567,False,-0.015425605724956932,10,4.665000000000002,26838,774,0,0.0,37497.90881696858,False,-0.3773549899817757,0.375,250537,0.0,0.2,11,0,0,5,5,5.0,4,9,16,119.0,15.0,9,5,16,200,1.1704405946657062,154.96905560605228
54,16,0,0,0,9.999999999999998,20,10.0,27.31897874544671,0,,15.598163178426177,0,,49.06897239430515,11,56.09090909090909,56.999999999999986,9,57.0,0,0.8210000000000002,29195,2,207,1.0,5675.028600307469,False,0.2687651721057447,0,1.2080000000000002,26133,9,218,1.0,6045.537366507383,False,0.15482111471674626,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,11,0.742,66155,0,0,0.0,0.0,False,0.13773948336944933,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59992,361,113,1.0,24154.899034344155,False,-0.015646390532376188,9,4.745000000000001,26401,777,0,0.0,38126.5915503751,False,-0.37903031106757423,0.375,249521,0.0,0.2,12,0,0,4,8,8.0,3,7,15,67.0,33.0,7,9,15,200,1.1918738326057792,156.16092943865806
55,15,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,50.285557954998126,7,71.42857142857143,56.999999999999986,13,57.0,0,0.8210000000000002,29075,4,217,1.0,5968.218387761936,False,0.2698185603786972,0,1.2080000000000002,26053,7,228,1.0,6298.72715396185,False,0.1566666763172229,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,7,0.8010000000000002,66271,0,0,0.0,0.0,False,0.1397344615278781,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59862,353,123,1.0,24761.801958114338,False,-0.013277320507311717,13,4.866000000000001,25701,782,0,0.0,39323.30632080854,False,-0.38041858689606955,0.375,248607,0.0,0.2,10,0,0,3,9,9.0,3,6,19,78.0,26.0,6,9,19,200,1.0827671885490417,157.2436966272071
56,19,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,50.411551185892655,1,65.0,56.99999999999999,9,57.0,0,0.8210000000000002,28925,9,227,1.0,6291.408175216403,False,0.27027781865600675,0,1.2080000000000002,26003,2,238,1.0,6521.916941416317,False,0.15910636791334257,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,1,0.8040000000000003,66285,0,0,0.0,0.0,False,0.13997523475389537,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59797,344,133,1.0,24922.573607947073,False,-0.013067174704998524,9,4.943000000000001,25514,782,0,0.0,39421.833027368055,False,-0.3822998495706613,0.375,248169,0.0,0.2,11,0,0,4,6,6.0,4,8,17,82.0,53.0,8,11,17,200,1.1705976137891412,158.41429424099624
57,17,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,50.67461917391253,2,64.5,57.0,13,57.0,0,0.8210000000000002,28855,6,237,1.0,6534.59796267087,False,0.2723214235883644,0,1.2080000000000002,25873,5,248,1.0,6825.1067288707845,False,0.1599617128544141,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,2,0.8230000000000002,66310,0,0,0.0,0.0,False,0.1404051869432119,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59668,336,143,1.0,25177.67204243461,False,-0.01308699008103122,13,5.064000000000002,25173,782,0,0.0,39627.5521939996,False,-0.3855524674315399,0.375,247524,0.0,0.2,11,0,0,5,9,9.0,2,7,11,82.0,42.0,7,10,11,200,1.0109814861789346,159.42527572717518
58,11,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,52.327778310072816,5,84.2,57.0,7,57.0,0,0.8210000000000002,28745,7,247,1.0,6817.787750125337,False,0.27357285519319796,0,1.2080000000000002,25783,4,258,1.0,7088.296516325251,False,0.1616092311230097,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,5,0.8710000000000002,66467,0,0,0.0,0.0,False,0.14310528669211983,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59668,326,153,1.0,25779.855729083738,False,-0.008974556244733086,7,5.121000000000001,24634,787,0,0.0,41181.96153002731,False,-0.3822989720000867,0.375,246942,0.0,0.2,11,0,0,6,5,5.0,0,6,6,81.0,15.0,6,5,6,200,0.9170067850500345,160.3422825122252
59,6,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,51.71984752258294,9,45.55555555555556,57.0,11,57.0,0,0.8210000000000002,28645,7,257,1.0,7090.977537579804,False,0.27502233012991256,0,1.2080000000000002,25683,4,268,1.0,7361.486303779719,False,0.1630587060597243,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,9,0.9560000000000002,66359,0,0,0.0,0.0,False,0.14124789323427234,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59499,322,163,1.0,25944.790902271707,False,-0.010156450848380167,11,5.224000000000001,24128,790,0,0.0,40858.679542840524,False,-0.39141788197199673,0.375,245959,0.0,0.2,9,0,0,2,12,12.0,0,2,10,21.0,12.0,2,4,10,200,0.7503618327900767,161.0926443450153
60,10,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,53.420740920796625,6,79.0,57.0,4,57.0,0,0.8210000000000002,28535,8,267,1.0,7374.167325034272,False,0.27627376173474616,0,1.2080000000000002,25593,3,278,1.0,7624.676091234185,False,0.1647062243283199,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,6,1.0070000000000001,66507,0,0,0.0,0.0,False,0.1437932101950263,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59435,313,173,1.0,26581.691908209345,False,-0.006681063250636127,4,5.253000000000001,23664,795,0,0.0,42469.489032033314,False,-0.3867548382706187,0.375,245379,0.0,0.2,9,0,0,3,5,5.0,2,5,11,69.0,15.0,5,5,11,200,0.9564915737137198,162.049135918729
61,11,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,53.237186380562484,8,51.25,56.99999999999999,10,57.0,0,0.8210000000000002,28445,7,277,1.0,7637.3571124887385,False,0.27792128000334176,0,1.2080000000000002,25483,4,288,1.0,7907.865878688653,False,0.16595765593315348,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,8,1.0810000000000002,66467,0,0,0.0,0.0,False,0.14310528669211983,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59025,311,183,1.0,26987.76496435493,False,-0.009507853825343693,10,5.349000000000002,23445,795,0,0.0,42323.563172547176,False,-0.39074258572323173,0.375,244510,0.0,0.2,10,0,0,4,10,10.0,2,6,15,84.0,29.0,6,5,15,200,0.9737931489944458,163.02292906772345
62,15,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,53.36212011558754,1,64.0,56.99999999999999,7,57.0,0,0.8210000000000002,28325,9,287,1.0,7930.546899943206,False,0.2789746682762943,0,1.2080000000000002,25403,2,298,1.0,8161.055666143119,False,0.1678032175336301,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,1,1.0830000000000002,66480,0,0,0.0,0.0,False,0.14332886183056445,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,58961,302,193,1.0,27116.360274907434,False,-0.009503788329526502,7,5.409000000000001,23319,795,0,0.0,42422.88549189209,False,-0.3917852523943722,0.375,244133,0.0,0.2,12,0,0,5,5,5.0,5,10,14,115.0,15.0,10,5,14,200,1.180883058346808,164.20381212607026
63,14,0,0,0,10.000000000000002,20,10.0,27.31897874544671,0,,15.598163178426177,0,,55.45502382789246,6,82.5,56.99999999999999,7,57.0,0,0.8210000000000002,28215,10,297,1.0,8213.736687397673,False,0.2802260998811279,0,1.2080000000000002,25313,1,308,1.0,8424.245453597587,False,0.1694507358022257,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,6,1.1420000000000001,66659,0,0,0.0,0.0,False,0.14640731950607092,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,58896,293,203,1.0,27819.321981572488,False,-0.005590917287628984,7,5.472000000000001,22762,800,0,0.0,44364.01906231397,False,-0.38613659043697346,0.375,243490,0.0,0.2,11,0,0,2,6,6.0,2,4,15,51.0,30.0,4,10,15,200,0.9444929603487253,165.148305086419
64,15,0,0,0,10.000000000000002,20,10.0,27.31897874544671,0,,15.598163178426177,0,,57.297438851515714,5,85.0,56.99999999999999,10,57.0,0,0.8210000000000002,28125,9,307,1.0,8476.92647485214,False,0.2818736181497235,0,1.2080000000000002,25203,2,318,1.0,8707.435241052053,False,0.1707021674070593,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,5,1.1860000000000004,66829,0,0,0.0,0.0,False,0.14933099439342346,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,58896,283,213,1.0,28356.175194978947,False,-0.0019246384280615528,10,5.565000000000001,22125,805,0,0.0,46124.43827547015,False,-0.38281473553595474,0.375,242823,0.0,0.2,12,0,0,4,6,6.0,3,7,13,64.0,24.0,7,8,13,200,1.0321863694116473,166.18049145583063
65,13,0,0,0,10.000000000000002,20,10.0,27.31897874544671,0,,15.598163178426177,0,,58.418622614226734,5,74.6,56.99999999999999,11,57.0,0,0.8210000000000002,28005,11,317,1.0,8770.116262306607,False,0.28292700642267604,0,1.2080000000000002,25123,0,328,1.0,8960.625028506522,False,0.1725477290075359,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,5,1.2310000000000003,66932,0,0,0.0,0.0,False,0.15110239741340764,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,58896,273,223,1.0,28659.283973683894,False,0.00014535254854807175,11,5.665000000000003,21495,810,0,0.0,47319.08431752365,False,-0.3832610508944639,0.375,242096,0.0,0.2,8,0,0,3,8,8.0,3,6,12,98.0,20.0,6,7,12,200,0.9040392013266683,167.0845306571573
66,12,0,0,0,10.000000000000002,20,10.0,27.31897874544671,0,,15.598163178426177,0,,58.56882850957565,1,69.0,56.99999999999999,9,57.0,0,0.8210000000000002,27895,12,327,1.0,9053.306049761075,False,0.28417843802750964,0,1.2080000000000002,25033,0,337,0.9,9206.495837215542,False,0.17385225645057903,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,1,1.2360000000000002,66950,0,0,0.0,0.0,False,0.15141196298971554,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,58896,263,233,1.0,28684.601898018394,False,0.00031825375960108684,9,5.744000000000002,21239,811,0,0.0,47499.31992126585,False,-0.38552673686221506,0.3625,241658,0.0,0.2,11,0,0,3,6,6.0,1,4,11,54.0,37.0,4,8,11,200,0.9913310604169965,168.0758617175743
67,11,0,0,0,10.000000000000002,20,10.0,27.31897874544671,0,,15.598163178426177,0,,59.95997084718336,5,77.6,56.99999999999999,9,57.0,0,0.8210000000000002,27785,13,337,1.0,9336.495837215542,False,0.2854298696323432,0,1.2080000000000002,24943,0,346,0.9,9452.366645924561,False,0.17515678389362216,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,5,1.2850000000000001,67074,0,0,0.0,0.0,False,0.15354452584872563,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,58832,254,243,1.0,29080.83259518457,False,0.0021500552836478987,9,5.825000000000001,20728,815,0,0.0,48867.37624045443,False,-0.38316344847057,0.3625,241007,0.0,0.2,10,0,0,5,7,7.0,1,6,11,60.0,27.0,6,5,11,200,1.0990138808265328,169.17487559840083
68,11,0,0,0,10.000000000000002,20,10.0,27.31897874544671,0,,15.598163178426177,0,,61.75807763545233,7,77.57142857142857,56.999999999999986,20,57.0,0,0.8210000000000002,27675,14,347,1.0,9619.685624670008,False,0.2866813012371768,0,1.2080000000000002,24853,0,355,0.9,9698.237454633581,False,0.1764613113366653,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,7,1.35,67235,0,0,0.0,0.0,False,0.1563134179479242,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59288,244,245,1.0,29033.970943050364,False,0.008058259530494924,12,5.936000000000002,19898,822,0,0.0,50765.13981634181,False,-0.3815397130619285,0.3625,240594,0.0,0.2,14,0,0,4,8,8.0,1,5,14,52.0,26.0,5,6,14,656,0.8916528979316354,170.06652849633247
69,14,0,0,0,10.000000000000002,20,10.0,27.31897874544671,0,,15.598163178426177,0,,63.52237170495089,6,81.66666666666667,56.99999999999999,8,57.0,0,0.8210000000000002,27625,9,357,1.0,9842.875412124475,False,0.28912099283329645,0,1.2080000000000002,24703,5,365,1.0,10021.42724208805,False,0.17692056961397495,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,6,1.4030000000000002,67399,0,0,0.0,0.0,False,0.15913390430984076,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59224,235,255,1.0,29462.757350663458,False,0.010112390566574135,8,6.004000000000001,19322,827,0,0.0,52533.00139999439,False,-0.3773338701086226,0.375,239918,0.0,0.2,10,0,0,5,7,7.0,4,9,12,116.0,15.0,9,5,12,200,1.0311269322410226,171.0976554285735
70,12,0,0,0,10.000000000000002,20,10.0,27.31897874544671,0,,15.598163178426177,0,,63.5693293591661,2,65.0,56.99999999999999,14,57.0,0,0.8210000000000002,27515,10,367,1.0,10126.065199578943,False,0.29037242443813016,0,1.2080000000000002,24613,4,375,1.0,10284.617029542516,False,0.17856808788257056,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,2,1.4170000000000003,67425,0,0,0.0,0.0,False,0.15958105458672994,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59094,227,265,1.0,29535.237764530702,False,0.008831781496487733,14,6.136000000000002,18931,827,0,0.0,52571.83538003036,False,-0.38240910073051726,0.375,239223,0.0,0.2,10,0,0,3,10,10.0,1,4,13,36.0,34.0,4,8,13,200,1.1439839582890272,172.24163938686252
71,13,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,64.39918789660933,5,73.8,56.99999999999999,20,57.0,0,0.8210000000000002,27405,11,377,1.0,10409.25498703341,False,0.29162385604296376,0,1.2080000000000002,24523,3,385,1.0,10547.806816996983,False,0.18021560615116616,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,5,1.465,67531,0,0,0.0,0.0,False,0.16140405186943213,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,59827,218,261,1.0,28916.022961460832,False,0.01461464837438257,6,6.182000000000002,18539,831,0,0.0,53515.72514208236,False,-0.3813171813010834,0.375,239470,0.0,0.2,18,0,0,5,4,4.0,2,7,12,85.0,18.0,7,6,12,998,1.0003039091825485,173.24194329604506
72,12,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,65.95432161240943,6,80.33333333333333,57.0,20,57.0,0,0.8210000000000002,27305,11,387,1.0,10682.444774487876,False,0.29307333097967836,0,1.2080000000000002,24423,3,395,1.0,10820.996604451451,False,0.18166508108788076,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,6,1.5200000000000002,67688,0,0,0.0,0.0,False,0.16410415161834005,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60218,209,263,1.0,28775.45321699357,False,0.018995104944298097,12,6.296000000000001,17833,836,0,0.0,55137.81286797428,False,-0.3798824498533478,0.375,239112,0.0,0.2,13,0,0,6,8,8.0,1,7,7,74.0,15.0,7,5,7,656,0.91424201708287,174.15618531312793
73,7,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,65.91962699920724,1,64.0,57.0,20,57.0,0,0.8210000000000002,27215,10,397,1.0,10945.634561942345,False,0.29472084924827396,0,1.2080000000000002,24313,4,405,1.0,11104.186391905918,False,0.18291651269271433,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,1,1.5240000000000002,67701,0,0,0.0,0.0,False,0.16432772675678464,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,60724,200,263,1.0,28174.92539984145,False,0.021805131461049305,10,6.384000000000002,17617,836,0,0.0,55108.80817133725,False,-0.38303074389580516,0.375,239215,0.0,0.2,16,0,0,2,6,6.0,1,3,8,50.0,12.0,3,4,8,770,0.6773082241415977,174.83349353726953
74,8,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,66.56540147861224,4,74.75,57.00000000000001,20,57.0,0,0.8210000000000002,27145,7,407,1.0,11188.824349396811,False,0.2967644541806316,0,1.2080000000000002,24183,7,415,1.0,11407.376179360384,False,0.1837718576337859,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,4,1.5630000000000004,67784,0,0,0.0,0.0,False,0.1657551680253156,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,61108,192,264,1.0,27828.557083893553,False,0.02468453926035353,11,6.484000000000001,17191,838,0,0.0,55781.80643907706,False,-0.38425318282403154,0.375,239056,0.0,0.2,15,0,0,4,9,9.0,0,4,11,57.0,12.0,4,4,11,713,0.8082439284771681,175.6417374657467
75,11,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,67.52752895848059,5,77.0,57.0,20,57.0,0,0.8210000000000002,27035,8,417,1.0,11472.014136851278,False,0.298015885785465,0,1.2080000000000002,24093,6,425,1.0,11670.565966814851,False,0.1854193759023815,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,5,1.609,67906,0,0,0.0,0.0,False,0.16785333470918035,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,61499,183,266,1.0,27519.537799401947,False,0.027914619950842972,12,6.593000000000001,16580,842,0,0.0,56858.17938304065,False,-0.3852476993577774,0.375,238758,0.0,0.2,17,0,0,4,7,7.0,1,5,11,71.0,18.0,5,6,11,656,0.8765050014480948,176.5182424671948
76,11,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,70.24796650649823,9,85.0,57.00000000000001,20,57.0,0,0.8210000000000002,26935,8,427,1.0,11745.203924305746,False,0.2994653607221799,0,1.2080000000000002,23993,6,435,1.0,11943.75575426932,False,0.18686885083909607,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,9,1.6940000000000004,68159,0,0,0.0,0.0,False,0.1722044508650638,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,61841,173,270,1.0,27542.898205624195,False,0.03274532681570849,14,6.721000000000002,15426,851,0,0.0,59781.01949702999,False,-0.38104883222679786,0.375,237999,0.0,0.2,12,0,0,5,11,11.0,1,6,13,70.0,27.0,6,5,13,542,0.9364333543926477,177.45467582158744
77,13,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,71.54146847142815,5,85.0,57.00000000000001,9,57.0,0,0.8210000000000002,26785,13,437,1.0,12068.393711760213,False,0.2999246189994894,0,1.2080000000000002,23943,1,445,1.0,12166.945541723786,False,0.18930854243521575,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,5,1.7350000000000003,68329,0,0,0.0,0.0,False,0.17512812575241632,0,12.917000000000005,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,61841,163,280,1.0,27621.259360842792,False,0.03328047094750246,9,6.797000000000001,14814,856,0,0.0,61239.497011542495,False,-0.37944753799397324,0.375,237357,0.0,0.2,11,0,0,4,6,6.0,5,9,13,124.0,12.0,9,4,13,200,0.9357007062062621,178.3903765277937
78,13,0,0,0,10.0,20,10.0,27.31897874544671,0,,15.598163178426177,0,,72.83664671685902,9,80.22222222222223,57.0,20,57.0,0,0.8210000000000002,26695,12,447,1.0,12331.58349921468,False,0.301572137268085,0,1.2080000000000002,23833,2,455,1.0,12450.135329178253,False,0.19055997404004932,0,0.2,41645,0,0,0.0,0.0,False,0.013137087945505412,0,6.113000000000002,-60095.555555555555,814,0,0.0,22237.648698793622,True,-2.1915030095160866,9,1.8200000000000003,68547,0,0,0.0,0.0,False,0.17887730884325662,0,12.917000000000002,-49985,524,0,0.0,8173.437505495316,True,-1.789362660324912,0,0.6680000000000001,62354,153,281,1.0,27161.00694767943,False,0.03714407531024684,11,6.898000000000002,13831,865,0,0.0,63003.699410083056,False,-0.38082565451012046,0.375,236905,0.0,0.2,17,0,0,1,9,9.0,2,3,16,29.0,30.0,3,10,16,713,0.7245914759114385,179.11496800370514
