index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,5,0,0,0,10.000000000000002,20,10.0,11.49955049544446,0,,10.132945894825319,4,1.0,21.8452755497466,29,22.03448275862069,54.00000000000001,20,54.0,0,5.177000000000001,37302,546,0,0.0,5460.000000000001,False,-0.21697799511002444,0,6.212000000000003,34607,514,0,0.0,5140.000000000001,False,-0.27282151589242054,4,3.993000000000001,54274,518,0,0.0,5956.7671566402305,False,-0.267188250178298,0,4.511000000000001,58969,703,0,0.0,8084.183998297455,False,-0.1934786693569608,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,29,7.699000000000002,71345,881,0,0.0,8927.125333341106,False,-0.34371699332822087,3,0.9500000000000002,165223,0,10,1.0,540.0000000000001,False,0.07787750104210088,0,0.9650000000000001,162679,10,17,1.0,1136.4527554974661,False,0.06325048443198168,0.25,700970,0.0,0.0,17,0,0,2,5,5.0,18,20,5,76.0,0.0,5,0,5,1118,1.0842155888676643,105.57508264202625
53,5,0,0,0,10.000000000000002,20,10.0,11.352480472152255,6,7.0,10.195040974890226,5,12.0,21.701600406272128,35,21.142857142857142,54.0,20,54.0,6,5.237000000000001,37106,556,0,0.0,5560.000000000001,False,-0.21983374083129584,0,6.212000000000003,34507,524,0,0.0,5240.000000000001,False,-0.273799511002445,0,3.9890000000000008,54274,518,0,0.0,5880.584884574868,False,-0.26767580423813236,5,4.561000000000001,58812,709,0,0.0,8048.908654755949,False,-0.19571397433181908,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,35,8.020000000000001,69174,886,0,0.0,9032.80630375274,False,-0.3620541315891304,0,0.9470000000000003,165125,14,13,1.0,1005.8224056878098,False,0.07875619530822682,0,0.9650000000000001,163117,11,14,1.0,994.7176044689934,False,0.06564166581280281,0.25,698686,0.0,0.0,20,0,0,1,7,7.0,22,23,5,88.0,0.0,5,0,5,1280,1.0718842893838882,106.64696693141013
54,5,0,0,0,10.000000000000002,20,10.0,11.352480472152255,0,,10.127581417156831,1,1.0,21.514552759969963,21,20.142857142857142,54.00000000000001,20,54.0,0,5.231000000000002,37036,563,0,0.0,5630.000000000001,False,-0.22051833740831295,0,6.2120000000000015,34377,537,0,0.0,5370.000000000001,False,-0.2750709046454768,1,3.999,54240,518,0,0.0,5880.584884574868,False,-0.2681109930972975,0,4.556000000000001,58812,709,0,0.0,8048.908654755949,False,-0.19571397433181908,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,21,8.195000000000002,68168,887,0,0.0,8983.16471701811,False,-0.3709780597815893,0,0.9470000000000003,165560,15,11,1.0,916.7182913995496,False,0.08129923370219211,0,0.9650000000000001,163339,11,16,1.0,1100.6600803596698,False,0.06743258936132134,0.25,698103,0.0,0.0,20,0,0,1,5,5.0,25,26,4,82.0,0.0,5,0,4,1280,1.0862988838925958,107.73326581530273
55,4,0,0,0,10.000000000000002,20,10.0,11.871786313260117,14,18.0,10.1669786775112,1,15.0,21.514552759969963,0,,54.0,20,54.0,7,5.301000000000002,36941,569,0,0.0,5690.000000000001,False,-0.22178973105134475,7,6.282000000000002,34202,551,0,0.0,5510.000000000001,False,-0.2771246943765281,0,3.9980000000000007,53988,532,0,0.0,6315.790318654382,False,-0.2685512670481755,1,4.566000000000001,58792,709,0,0.0,8417.096496101423,False,-0.19361362591612744,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,8.174000000000003,68153,888,0,0.0,9028.277065629945,False,-0.37091264515535205,0,0.9470000000000003,165992,5,13,1.0,809.5727637998498,False,0.08376397966535491,0,0.9650000000000001,163987,1,14,1.0,777.51455275997,False,0.07060075341535535,0.25,698626,0.0,0.0,19,0,0,0,3,3.0,22,22,5,68.0,0.0,4,0,5,1280,1.041987826116383,108.77525364141911
56,5,0,0,0,10.000000000000002,20,10.0,11.782825482522583,3,7.0,10.48295654013617,10,14.0,21.800216560988112,35,23.085714285714285,54.00000000000001,20,54.0,3,5.3240000000000025,36823,576,0,0.0,5760.000000000001,False,-0.22341320293398534,0,6.275000000000001,34072,564,0,0.0,5640.000000000001,False,-0.2783960880195599,0,3.998000000000001,53988,532,0,0.0,6268.463156702014,False,-0.268854153130787,10,4.665000000000001,58561,712,0,0.0,8389.37174355608,False,-0.19674778409796817,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,35,8.524000000000001,66050,898,0,0.0,9413.69497304228,False,-0.38745024338145695,0,0.9470000000000003,166486,0,10,0.7,540.0000000000001,False,0.08610358482701125,0,0.9650000000000001,163765,24,14,1.0,1279.2051974637147,False,0.070788626763312,0.2125,696316,0.0,0.0,18,0,0,1,6,6.0,23,24,8,87.0,0.0,5,0,8,1280,1.148936859332025,109.92419050075114
57,8,0,0,0,10.000000000000002,20,10.0,11.790248128850186,10,11.9,10.752803057399673,14,12.857142857142858,21.79574630084359,6,21.666666666666668,54.00000000000001,20,54.0,2,5.341000000000003,36707,585,0,0.0,5850.000000000001,False,-0.22480195599022004,8,6.355000000000001,33862,575,0,0.0,5750.000000000001,False,-0.2814278728606357,2,4.018000000000001,53853,537,0,0.0,6331.36324519255,False,-0.2701795586340666,12,4.775000000000001,58255,717,0,0.0,8453.607908385584,False,-0.20025338289973002,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,6,8.549000000000001,65670,912,0,0.0,9806.556388348501,False,-0.3890394227943914,0,0.9470000000000003,166896,0,6,0.6,324.00000000000006,False,0.08807055022926219,0,0.9650000000000001,164305,14,14,1.0,1061.1404482118105,False,0.07359557513616288,0.2,696119,0.0,0.0,17,0,0,1,9,9.0,24,25,2,132.0,0.0,8,0,2,1280,1.148909656330943,111.07310015708208
58,2,0,0,0,10.000000000000002,20,10.0,11.663739678254084,9,9.666666666666666,9.817276352953911,18,4.055555555555555,21.79574630084359,0,,54.00000000000001,20,54.0,0,5.339000000000002,36607,595,0,0.0,5950.000000000001,False,-0.22577995110024449,9,6.437000000000002,33624,585,0,0.0,5850.000000000001,False,-0.2851051344743276,18,4.196000000000001,53147,540,0,0.0,6298.4194262572055,False,-0.279426962341718,0,4.763000000000001,58207,723,0,0.0,8432.883787377703,False,-0.20100039815059,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,8.543000000000001,65597,930,0,0.0,9130.067008247137,False,-0.3925996129915198,5,0.9970000000000001,167148,0,0,0.0,0.0,False,0.08865673197165486,0,0.9650000000000001,164791,4,15,1.0,897.1829852033745,False,0.07622701837094688,0.125,695692,0.0,0.0,16,0,0,1,7,6.5,19,20,7,36.0,0.0,2,0,7,956,0.9619962200522423,112.03509637713432
59,7,0,0,0,10.000000000000002,20,10.0,11.873396116680423,4,19.0,9.61332190113859,19,8.368421052631579,21.73220498476679,14,21.0,54.0,20,54.0,4,5.379000000000002,36481,606,0,0.0,6060.000000000001,False,-0.22716870415647922,0,6.428000000000002,33534,594,0,0.0,5940.000000000001,False,-0.28598533007334964,18,4.358000000000001,52585,544,0,0.0,6459.12748747415,False,-0.28559187292821847,1,4.773000000000001,58187,723,0,0.0,8584.465392359945,False,-0.2002862941597659,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,14,8.683000000000002,64914,949,0,0.0,9123.042484180522,False,-0.3985428246235,6,1.0520000000000003,166980,0,4,0.4,216.0,False,0.08826594414339307,0,0.9650000000000001,165337,4,11,1.0,680.9288199390671,False,0.079078941811494,0.175,694589,0.0,0.0,13,0,0,0,7,7.0,25,25,5,126.0,0.0,7,0,5,956,1.0690330024808645,113.10412937961519
60,5,0,0,0,10.000000000000002,20,10.0,11.873396116680423,0,,9.61332190113859,0,,21.68856770387212,10,21.0,54.00000000000001,20,54.0,0,5.375000000000001,36401,614,0,0.0,6140.000000000001,False,-0.22795110024449877,0,6.428000000000002,33414,606,0,0.0,6060.000000000001,False,-0.287158924205379,0,4.340000000000001,52585,544,0,0.0,6459.12748747415,False,-0.28559187292821847,0,4.772000000000001,58187,723,0,0.0,8584.465392359945,False,-0.2002862941597659,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,10,8.769,64548,949,0,0.0,9123.042484180522,False,-0.4017113265973209,1,1.056,166976,0,10,1.0,540.0000000000001,False,0.08929501875781576,4,1.0050000000000001,165876,0,4,0.4,216.00000000000003,False,0.08107544810337641,0.175,694558,0.0,0.0,16,0,0,1,6,5.333333333333334,24,25,4,81.0,0.0,5,0,4,902,1.0977760385721922,114.20190541818738
61,4,0,0,0,10.000000000000002,20,10.0,11.844117566329187,2,10.0,10.3152817457416,15,16.0,21.8796231076152,32,22.78125,54.00000000000001,20,54.0,0,5.375000000000001,36301,624,0,0.0,6240.000000000001,False,-0.22892909535452322,2,6.448000000000002,33288,616,0,0.0,6160.000000000001,False,-0.28864547677261615,0,4.340000000000001,52585,544,0,0.0,6443.199956083077,False,-0.28569380651962145,15,4.922000000000001,57882,725,0,0.0,8586.98523558866,False,-0.20417406763610113,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,32,9.079,62570,964,0,0.0,9943.931602894903,False,-0.4152818252523768,0,1.0550000000000004,167027,12,10,1.0,802.5554772913824,False,0.09048221745157944,6,1.0610000000000002,165768,0,10,1.0,540.0000000000001,False,0.081427157148812,0.25,691992,0.0,0.0,16,0,0,2,8,8.0,20,22,4,71.0,0.0,4,0,4,956,1.0356793645769358,115.23758478276432
62,4,0,0,0,10.000000000000002,20,10.0,11.844117566329187,0,,10.095087523608246,11,7.636363636363637,21.82455677177107,11,21.0,54.00000000000001,20,54.0,0,5.375000000000001,36231,631,0,0.0,6310.000000000001,False,-0.22961369193154035,0,6.4460000000000015,33158,629,0,0.0,6290.000000000001,False,-0.2899168704156479,11,4.45,52274,544,0,0.0,6443.199956083077,False,-0.2896745046137502,0,4.907000000000001,57882,725,0,0.0,8586.98523558866,False,-0.20417406763610113,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,11,9.157000000000002,62081,975,0,0.0,9842.71033551804,False,-0.4199532934434603,0,1.0550000000000002,167336,13,10,1.0,823.7192380330241,False,0.0925636959346116,0,1.0550000000000002,166308,0,0,0.0,0.0,False,0.08318570237598999,0.125,691841,0.0,0.0,19,0,0,0,4,4.0,21,21,5,69.0,0.0,4,0,5,1280,1.0314078284427524,116.26899261120707
63,5,0,0,0,10.0,20,10.0,11.812640865115313,2,10.0,9.138713794608762,23,4.130434782608695,21.86670791436083,20,22.2,54.00000000000001,20,54.0,1,5.385000000000002,36108,642,0,0.0,6420.0,False,-0.2309437652811736,1,6.456000000000001,33055,638,0,0.0,6380.0,False,-0.29105134474327626,17,4.609000000000001,51608,544,0,0.0,6426.076630622731,False,-0.29830867286198925,6,4.967000000000001,57730,727,0,0.0,8587.789908938832,False,-0.2061144680524093,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,20,9.346000000000002,61043,998,0,0.0,9120.436367019545,False,-0.4320657751271749,0,1.0550000000000004,167370,21,12,1.0,1107.2008662015776,False,0.09370831878582743,12,1.1750000000000003,166002,0,2,0.2,108.00000000000001,False,0.08154439349729053,0.15,689487,0.0,0.0,14,0,0,2,14,14.0,19,21,4,86.0,0.0,5,0,4,632,1.0963249653577805,117.36531757656485
64,4,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.214287588579134,24,16.0,21.891983207592745,19,22.105263157894736,54.000000000000014,20,54.0,0,5.384000000000002,36018,651,0,0.0,6510.0,False,-0.2318239608801956,0,6.455000000000001,32945,649,0,0.0,6490.0,False,-0.2921271393643032,0,4.5920000000000005,51608,544,0,0.0,6426.076630622731,False,-0.29830867286198925,24,5.201000000000001,57074,727,0,0.0,8587.789908938832,False,-0.2145110530998321,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,19,9.516000000000002,59902,1022,0,0.0,10439.001915527875,False,-0.43623605376269187,1,1.0650000000000002,167840,18,10,1.0,934.0556977366696,False,0.09620563157089113,5,1.213,165790,2,10,1.0,583.7839664151857,False,0.08171303136207539,0.25,687748,0.0,0.0,16,0,0,1,7,6.333333333333333,23,24,2,61.0,0.0,4,0,2,848,0.9807408917695284,118.34605846833438
65,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.341285081217336,63,10.619047619047619,21.918780143025238,4,23.0,54.000000000000014,20,54.0,0,5.384000000000002,35898,663,0,0.0,6630.0,False,-0.23299755501222494,0,6.455000000000001,32865,657,0,0.0,6570.0,False,-0.29290953545232273,16,4.752000000000001,51064,544,0,0.0,6426.076630622731,False,-0.3052716946086325,47,5.647000000000002,55262,727,0,0.0,8587.789908938832,False,-0.23770405935887184,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,4,9.537,59117,1085,0,0.0,11220.29431312081,False,-0.4396500176902797,6,1.1240000000000003,168198,12,10,1.0,803.025361716303,False,0.09811062344243787,0,1.2080000000000002,166006,0,8,0.2,432.0000000000001,False,0.08262557315548145,0.15,684981,0.0,0.0,15,0,0,1,8,7.666666666666667,20,21,3,36.0,0.0,2,0,3,902,0.8966788742691278,119.2427373426035
66,3,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.341285081217336,0,,22.064082235804435,37,22.64864864864865,54.00000000000001,20,54.0,0,5.384000000000002,35798,673,0,0.0,6730.0,False,-0.23397555012224938,0,6.455000000000001,32765,667,0,0.0,6670.0,False,-0.2938875305623472,0,4.736000000000001,51064,544,0,0.0,6426.076630622731,False,-0.3052716946086325,0,5.600000000000001,55262,727,0,0.0,8587.789908938832,False,-0.23770405935887184,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,37,9.903000000000002,56870,1085,0,0.0,11220.29431312081,False,-0.45910254210332774,0,1.1180000000000003,168374,17,11,1.0,969.0893980086755,False,0.09979773277279809,3,1.2380000000000002,165880,12,10,1.0,804.7689868296534,False,0.0830188652395193,0.25,682584,0.0,0.0,16,0,0,2,6,6.0,19,21,3,54.0,0.0,3,0,3,1118,0.9331830497831106,120.17592039238662
67,3,0,0,0,10.000000000000002,20,10.0,11.812640865115313,0,,9.776969875241479,27,6.0,22.099957549811144,20,22.4,54.00000000000001,20,54.0,0,5.384000000000002,35718,681,0,0.0,6810.000000000001,False,-0.23475794621026894,0,6.455000000000001,32645,679,0,0.0,6790.000000000001,False,-0.2950611246943765,27,5.006000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.600000000000001,55262,727,0,0.0,8587.789908938832,False,-0.23770405935887184,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,20,10.066000000000003,55787,1112,0,0.0,10871.990501268525,False,-0.4699858434566603,1,1.1280000000000003,168510,27,10,1.0,1136.698853844901,False,0.10122934964387796,0,1.235,166312,2,12,1.0,692.1999150996224,False,0.08546594907741376,0.25,681086,0.0,0.0,15,0,0,0,6,5.5,22,22,3,54.0,0.0,3,0,3,1172,0.9275063602253795,121.103426752612
68,3,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,14,16.0,21.85749702417486,22,20.0,54.0,20,54.0,0,5.384000000000001,35648,688,0,0.0,6880.0,False,-0.23544254278728607,0,6.455000000000003,32515,692,0,0.0,6920.0,False,-0.2963325183374083,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,14,5.740000000000001,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,22,10.266000000000002,54518,1126,0,0.0,11497.072136889294,False,-0.47826601505952065,0,1.1270000000000002,168700,27,13,1.0,1292.1524196527212,False,0.1029730891115202,1,1.245,166698,4,10,1.0,627.4299880966994,False,0.08776908994664671,0.25,679927,0.0,0.0,19,0,0,1,6,5.5,20,21,3,54.0,0.0,3,0,3,1172,0.8756060311570764,121.97903278376907
69,3,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.717088251643833,28,20.857142857142858,53.99999999999999,20,54.0,0,5.384000000000002,35568,696,0,0.0,6960.0,False,-0.23622493887530563,0,6.455000000000003,32395,704,0,0.0,7040.0,False,-0.29750611246943764,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,28,10.524000000000003,52921,1126,0,0.0,11497.072136889294,False,-0.4920914184808102,2,1.147,168798,45,10,1.0,1517.2689713239724,False,0.10434448263379262,0,1.2440000000000002,166968,0,9,0.4,485.99999999999994,False,0.08906705919132972,0.175,678498,0.0,0.0,15,0,0,1,7,6.5,20,21,3,54.0,0.0,3,0,3,1064,0.8633417617529631,122.84237454552203
70,3,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.89224783515508,32,22.875,53.99999999999999,20,54.0,0,5.384000000000001,35468,706,0,0.0,7060.0,False,-0.23720293398533007,0,6.455000000000001,32295,714,0,0.0,7140.0,False,-0.2984841075794621,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,32,10.816,51165,1126,0,0.0,11497.072136889294,False,-0.507293302267776,0,1.1450000000000002,168888,53,11,1.0,1754.2891352632191,False,0.10570253600218595,2,1.2640000000000005,167098,4,10,1.0,627.5689913406202,False,0.09037479480819038,0.25,676762,0.0,0.0,19,0,0,1,7,7.0,20,21,2,54.0,0.0,3,0,2,1172,0.8538544550538063,123.69622900057584
71,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.85626748419641,8,21.0,54.0,20,54.0,0,5.384000000000002,35398,713,0,0.0,7130.0,False,-0.23788753056234718,0,6.455000000000001,32165,727,0,0.0,7270.0,False,-0.2997555012224939,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,8,10.864000000000003,50917,1126,0,0.0,11497.072136889294,False,-0.5094402653538623,0,1.1450000000000002,169152,51,13,1.0,1816.669641694017,False,0.10762514863515396,2,1.282,167618,0,4,0.4,216.0,False,0.09242132138390996,0.175,677098,0.0,0.0,17,0,0,1,2,1.6666666666666665,20,21,2,36.0,0.0,2,0,2,1118,0.8327446114271879,124.52897361200303
72,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.862637584468516,1,23.0,53.99999999999999,20,54.0,0,5.384000000000002,35298,723,0,0.0,7230.0,False,-0.23886552567237163,0,6.455000000000001,32065,737,0,0.0,7370.0,False,-0.30073349633251834,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,10.866,50888,1126,0,0.0,11497.072136889294,False,-0.509691321521187,0,1.1450000000000002,169530,41,16,1.0,1760.368140963209,False,0.10990376244321591,9,1.3700000000000003,167641,0,1,0.1,53.99999999999999,False,0.09204355981659025,0.1375,677270,0.0,0.0,13,0,0,2,6,5.5,18,20,2,36.0,0.0,2,0,2,740,0.818094639107585,125.34706825111061
73,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.876542423454822,2,23.0,53.99999999999999,20,54.0,0,5.384000000000002,35238,729,0,0.0,7290.0,False,-0.23945232273838632,0,6.455000000000001,31925,751,0,0.0,7510.0,False,-0.30210268948655256,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,2,10.885000000000002,50827,1126,0,0.0,11497.072136889294,False,-0.5102194051834905,0,1.1450000000000002,169777,32,21,1.0,1834.049357550554,False,0.1117524533580091,14,1.5010000000000001,167325,0,1,0.1,53.99999999999999,False,0.0899854105877449,0.1375,676940,0.0,0.0,12,0,0,1,8,8.0,21,22,2,36.0,0.0,2,0,2,524,0.8299373369663954,126.17700558807701
74,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.891598837686885,2,23.0,53.99999999999999,0,,0,5.384000000000002,35148,738,0,0.0,7380.0,False,-0.24033251833740832,0,6.455000000000001,31815,762,0,0.0,7620.0,False,-0.30317848410757947,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,2,10.903,50766,1126,0,0.0,11497.072136889294,False,-0.5107474888457939,0,1.1450000000000002,169754,23,31,1.0,2177.506773266798,False,0.11272114283707672,0,1.487,167302,0,2,0.1,107.99999999999999,False,0.09001146310962901,0.1375,676633,0.0,0.0,9,0,0,2,2,2.0,16,18,2,36.0,0.0,2,0,2,200,0.8137815166264772,126.99078710470349
75,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.89979041989896,1,23.0,53.99999999999999,0,,0,5.384000000000002,35008,752,0,0.0,7520.0,False,-0.24170171149144254,0,6.455000000000001,31755,768,0,0.0,7680.0,False,-0.30376528117359414,0,4.979,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,10.911,50737,1126,0,0.0,11497.072136889294,False,-0.5109985450131186,0,1.1450000000000002,169731,14,41,1.0,2520.597065878585,False,0.11368863675580504,0,1.487,167302,0,2,0.0,107.99999999999999,False,0.09001146310962901,0.125,676381,0.0,0.0,10,0,0,1,1,1.0,20,21,2,36.0,0.0,2,0,2,200,0.8217561142519116,127.8125432189554
76,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.89979041989896,0,,53.99999999999999,0,,0,5.384000000000001,34938,759,0,0.0,7590.0,False,-0.24238630806845965,0,6.455000000000003,31625,781,0,0.0,7810.0,False,-0.30503667481662594,0,4.979000000000002,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,10.909999999999998,50737,1126,0,0.0,11497.072136889294,False,-0.5109985450131186,0,1.1450000000000002,169731,4,51,1.0,2841.5991616795955,False,0.11473400102151816,0,1.487,167302,0,2,0.0,107.99999999999999,False,0.09001146310962901,0.125,676181,0.0,0.0,9,0,0,2,0,0.0,20,22,2,36.0,0.0,2,0,2,200,0.8272211691364646,128.63976438809186
77,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.90875132834938,1,23.0,53.99999999999999,0,,0,5.384000000000002,34868,766,0,0.0,7660.0,False,-0.24307090464547676,0,6.455000000000003,31495,794,0,0.0,7940.0,False,-0.3063080684596577,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,10.920000000000002,50708,1126,0,0.0,11497.072136889294,False,-0.5112496011804432,0,1.1450000000000002,169708,0,56,0.5,3023.9999999999995,False,0.11517819924968736,0,1.487,167302,0,2,0.0,107.99999999999999,False,0.09001146310962901,0.0625,675929,0.0,0.0,8,0,0,6,1,1.0,13,19,2,36.0,0.0,2,0,2,200,0.8242362206801772,129.46400060877204
78,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.90875132834938,0,,53.99999999999999,0,,0,5.384000000000001,34768,776,0,0.0,7760.0,False,-0.24404889975550123,0,6.455000000000001,31395,804,0,0.0,8040.0,False,-0.30728606356968213,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,0,10.919000000000002,50708,1126,0,0.0,11497.072136889294,False,-0.5112496011804432,0,1.1450000000000002,169708,0,56,0.0,3023.9999999999995,False,0.11517819924968736,0,1.487,167302,0,2,0.0,107.99999999999999,False,0.09001146310962901,0.0,675729,0.0,0.0,10,0,0,7,0,0.0,15,22,2,36.0,0.0,2,0,2,200,0.832399757578969,130.296400366351
79,2,0,0,0,10.0,20,10.0,11.812640865115313,0,,10.210543638445198,0,,21.918538231254697,1,23.0,53.99999999999999,0,,0,5.384000000000002,34708,782,0,0.0,7820.0,False,-0.2446356968215159,0,6.455000000000001,31255,818,0,0.0,8180.0,False,-0.3086552567237164,0,4.979000000000001,50281,544,0,0.0,6426.076630622731,False,-0.31529383804176064,0,5.726000000000002,54996,727,0,0.0,8587.789908938832,False,-0.24110877219822316,0,0.2,116571,0,0,0.0,0.0,False,0.0091678786619572,1,10.929000000000002,50679,1126,0,0.0,11497.072136889294,False,-0.5115006573477677,0,1.1450000000000002,169685,0,57,0.1,3077.9999999999995,False,0.1152042517715715,0,1.487,167302,0,2,0.0,107.99999999999999,False,0.09001146310962901,0.0125,675477,0.0,0.0,9,0,0,9,1,1.0,11,20,2,36.0,0.0,2,0,2,200,0.8259622622281313,131.12236262857914
