index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,16,0,0,0,10.000000000000002,20,10.0,19.930819507705888,26,14.038461538461538,35.74293354481278,0,,5.627949125390212,0,,48.000000000000014,16,48.0,1,3.0270000000000006,26141,22,10,1.0,419.30819507705894,False,0.40081091369616334,15,3.725000000000001,6631,519,0,0.0,5190.000000000001,False,-0.5095422890861729,0,0.254,21401,434,343,1.0,20909.80187221514,False,0.11657556733640272,0,1.8470000000000002,17022,269,5,0.0,5540.105115296948,False,-0.30627225525241947,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,10,4.7280000000000015,37622,422,0,0.0,2374.9945309146697,False,-0.2125335349107756,6,1.187,54874,0,0,0.0,0.0,False,0.11342423504585666,0.25,204563,0.0,0.1,13,0,0,6,13,12.09090909090909,4,10,17,78.0,25.0,10,6,17,200,1.0347792664542794,81.78925415594131
53,17,0,0,0,10.000000000000002,20,10.0,20.361475805433855,8,31.0,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,0,3.026000000000001,26279,23,12,1.0,474.33770966520626,False,0.40960974189743243,0,3.710000000000001,6541,528,0,0.0,5280.000000000001,False,-0.5119345064058264,0,0.254,21401,424,353,1.0,21250.521282822865,False,0.12254681533163107,0,1.8470000000000002,16774,277,5,0.0,5818.843465829242,False,-0.31007985513793834,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,13,4.848000000000001,37335,422,0,0.0,2374.9945309146697,False,-0.2183569258693017,7,1.2510000000000003,54769,0,0,0.0,0.0,False,0.11129372615859102,0.25,203971,0.0,0.1,15,0,0,5,12,12.0,1,6,17,55.0,55.0,6,11,17,448,0.8545944187790155,82.64384857472032
54,17,0,0,0,10.000000000000002,20,10.0,20.169600601269885,3,8.333333333333334,35.74293354481278,0,,5.627949125390212,0,,48.0,20,48.0,0,3.026000000000001,26187,24,20,1.0,643.3920120253977,False,0.40921248237800745,1,3.7200000000000006,6437,537,0,0.0,5370.000000000001,False,-0.5150709691138163,0,0.254,21376,417,363,1.0,21385.40832749658,False,0.12403449575002772,0,1.8470000000000002,16774,277,5,0.0,5765.694034275822,False,-0.3110113208153553,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,9,4.925000000000001,37173,422,0,0.0,2374.9945309146697,False,-0.2216439967239401,11,1.3540000000000003,54548,0,0,0.0,0.0,False,0.10680951221491762,0.25,203367,0.0,0.1,14,0,0,5,13,13.0,5,10,12,104.0,31.0,10,7,12,218,0.9916803650557995,83.63552893977612
55,12,0,0,0,10.000000000000002,20,10.0,19.317767439400807,10,4.9,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,0,3.026000000000001,26117,24,29,1.0,800.2152557426234,False,0.4096596474334864,9,3.8090000000000006,6151,547,0,0.0,5470.000000000001,False,-0.5276168199457764,0,0.254,21357,416,373,1.0,21368.305467005903,False,0.12306879542597102,0,1.8470000000000002,16744,278,5,0.0,5549.0540158774875,False,-0.3158595510711972,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,10,5.016000000000001,36981,422,0,0.0,2374.9945309146697,False,-0.22553978440351158,10,1.4430000000000003,54360,0,0,0.0,0.0,False,0.10299488677867057,0.25,202582,0.0,0.1,11,0,0,4,15,15.0,2,6,14,81.0,18.0,6,6,14,230,0.8257043324410915,84.46123327221721
56,14,0,0,0,10.000000000000002,20,10.0,17.94562107874161,30,10.566666666666666,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,0,3.026000000000001,26027,23,39,1.0,929.8792220709228,False,0.40832170597179634,30,4.1000000000000005,5512,558,0,0.0,5580.000000000001,False,-0.5586624847163894,0,0.254,21040,436,383,1.0,21513.834337994635,False,0.1145081377145922,0,1.8470000000000004,16744,278,5,0.0,5167.597327614231,False,-0.3225447366348715,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,8,5.086000000000001,36846,422,0,0.0,2374.9945309146697,False,-0.22827901011571025,12,1.5530000000000004,54111,0,0,0.0,0.0,False,0.09794253713172632,0.25,201152,0.0,0.1,11,0,0,3,15,15.0,2,5,14,51.0,27.0,5,9,14,200,0.8317301226779819,85.2929633948952
57,14,0,0,0,10.000000000000002,20,10.0,18.17592364745099,19,20.263157894736842,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,0,3.026000000000001,26275,22,37,1.0,892.5091749556866,False,0.42051217837849364,7,4.140000000000001,5294,569,0,0.0,5690.000000000001,False,-0.5673276274520227,0,0.254,20975,435,393,1.0,21953.499669752604,False,0.11993515018844388,0,1.8470000000000002,16424,288,5,0.0,5413.380678189948,False,-0.32945354577304686,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,13,5.208000000000001,36560,422,0,0.0,2374.9945309146697,False,-0.23408211051340524,7,1.6110000000000002,54004,0,0,0.0,0.0,False,0.09577144712279848,0.25,200404,0.0,0.1,14,0,0,4,15,15.0,3,7,14,63.0,21.0,7,7,14,538,0.9339457955211401,86.22690919041634
58,14,0,0,0,10.000000000000002,20,10.0,18.964199014162418,18,26.5,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,0,3.026000000000001,26650,21,32,1.0,816.8543684531974,False,0.43843640339304657,3,4.163,5133,580,0,0.0,5800.000000000001,False,-0.5729626282494286,0,0.254,20963,428,403,1.0,22521.079396621062,False,0.12946160877359028,0,1.8470000000000002,15959,303,5,0.0,5924.8669690152765,False,-0.3367881708900232,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,15,5.3450000000000015,36196,422,0,0.0,2374.9945309146697,False,-0.24146787465592615,5,1.6540000000000004,53939,0,0,0.0,0.0,False,0.09445256066877689,0.25,199712,0.0,0.1,9,0,0,3,12,12.0,4,7,14,88.0,35.0,7,7,14,665,1.0032733092084527,87.23018249962479
59,14,0,0,0,10.000000000000002,20,10.0,18.8389666370957,16,17.5,35.74293354481278,0,,5.627949125390212,0,,48.0,20,48.0,0,3.026000000000001,26835,20,31,1.0,784.0079657499667,False,0.44739801089123293,5,4.210000000000001,4923,591,0,0.0,5910.000000000001,False,-0.5812024879060125,0,0.254,20683,434,413,1.0,22937.943074507213,False,0.12695308577825476,0,1.8470000000000002,15959,303,5,0.0,5886.921558764061,False,-0.3374531798323858,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,9,5.420000000000001,36038,422,0,0.0,2374.9945309146697,False,-0.24467378326724015,11,1.7590000000000003,53724,0,0,0.0,0.0,False,0.09009009009009009,0.25,199034,0.0,0.1,13,0,0,4,12,12.0,3,7,12,75.0,21.0,7,7,12,475,0.9583508847281337,88.18853338435292
60,12,0,0,0,10.000000000000002,20,10.0,19.195511702424277,51,20.372549019607842,35.74293354481278,0,,5.627949125390212,0,,48.0,9,48.0,10,3.126000000000001,27471,21,10,1.0,401.9551170242428,False,0.47105297743406094,10,4.305000000000001,4686,600,0,0.0,6000.000000000001,False,-0.5914092818032003,0,0.254,20126,460,423,1.0,23949.196272570975,False,0.12515240575834166,0,1.8470000000000002,15477,318,5,0.0,6282.8873890949835,False,-0.3474082125991065,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,9,5.501000000000003,35884,422,0,0.0,2374.9945309146697,False,-0.24779852963522978,0,1.7480000000000004,53724,0,0,0.0,0.0,False,0.09009009009009009,0.25,198240,0.0,0.1,15,0,0,7,9,8.714285714285715,1,8,12,66.0,12.0,8,4,12,708,0.9335304126143456,89.12206379696727
61,12,0,0,0,10.000000000000002,20,10.0,19.42992952592863,4,31.0,35.74293354481278,0,,5.627949125390212,0,,48.0,20,48.0,0,3.116000000000001,27495,21,16,1.0,520.8788724148582,False,0.47548984297525015,0,4.295000000000001,4586,610,0,0.0,6100.000000000001,False,-0.5940673010472596,0,0.254,20126,450,433,1.0,24220.15851157182,False,0.12990113059186503,0,1.8470000000000002,15353,322,5,0.0,6435.151975073083,False,-0.3490860151582005,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,11,5.602000000000002,35665,422,0,0.0,2374.9945309146697,False,-0.25224216245724096,9,1.8380000000000003,53561,0,0,0.0,0.0,False,0.08678272867462057,0.25,197658,0.0,0.1,13,0,0,6,13,13.0,2,8,10,79.0,12.0,8,4,10,324,0.8881512340158224,90.01021503098309
62,10,0,0,0,10.000000000000002,20,10.0,19.339795745674675,1,3.0,35.74293354481278,0,,5.627949125390212,0,,48.0,20,48.0,0,3.116000000000001,27385,22,26,1.0,722.8346893875415,False,0.4750102251179507,1,4.305000000000001,4478,619,0,0.0,6190.000000000001,False,-0.5974164052947744,0,0.254,20123,441,443,1.0,24362.969484194593,False,0.13229879923229212,0,1.8470000000000002,15353,322,5,0.0,6406.128897831309,False,-0.349594656539935,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,10,5.6910000000000025,35474,422,0,0.0,2374.9945309146697,False,-0.2561176595759813,10,1.9290000000000003,53374,0,0,0.0,0.0,False,0.08298839379920461,0.25,197059,0.0,0.1,12,0,0,3,14,14.0,0,3,13,24.0,21.0,3,7,13,200,0.7700374592095613,90.78025249019265
63,13,0,0,0,10.0,20,10.0,19.339795745674675,0,,35.74293354481278,0,,5.627949125390212,0,,48.0,20,48.0,0,3.116000000000001,27265,24,36,1.0,936.2326468442883,False,0.4743031377078383,0,4.304000000000001,4398,627,0,0.0,6270.0,False,-0.5995428206900218,0,0.254,20123,431,453,1.0,24527.000862185974,False,0.13517351668745137,0,1.8470000000000002,15353,322,5,0.0,6406.128897831309,False,-0.349594656539935,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,7,5.751,35365,422,0,0.0,2374.9945309146697,False,-0.2583293307065714,13,2.0490000000000004,53089,0,0,0.0,0.0,False,0.07720558396234072,0.25,196465,0.0,0.1,13,0,0,5,11,11.0,3,8,15,69.0,23.0,8,5,15,200,0.9362543690949678,91.71650685928762
64,15,0,0,0,10.0,20,10.0,19.15411254929661,3,9.0,35.74293354481278,0,,5.627949125390212,0,,47.99999999999999,20,48.0,0,3.116000000000001,27212,22,43,1.0,1043.6268396197543,False,0.4743401956201094,0,4.304000000000001,4278,639,0,0.0,6390.0,False,-0.602732443782893,0,0.254,20096,424,463,1.0,24670.321952150076,False,0.13673890557571106,0,1.8470000000000004,15353,322,5,0.0,6346.338908597571,False,-0.3506425007255946,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,14,5.884000000000002,35040,422,0,0.0,2374.9945309146697,False,-0.26492376297667936,6,2.0960000000000005,53015,0,0,0.0,0.0,False,0.07570408246083922,0.25,195866,0.0,0.1,14,0,0,9,10,10.0,2,11,15,94.0,12.0,11,4,15,227,0.9897993290796876,92.70630618836731
65,15,0,0,0,10.0,20,10.0,21.053705852158203,26,32.03846153846154,35.74293354481278,0,,5.627949125390212,0,,48.0,20,48.0,0,3.116000000000001,27945,22,27,1.0,788.4500580082715,False,0.5065241097764147,0,4.304000000000001,4178,649,0,0.0,6490.0,False,-0.6053904630269523,0,0.254,20096,414,473,1.0,25622.641789489942,False,0.15342870293533034,0,1.8470000000000002,14520,348,5,0.0,7505.404304275118,False,-0.3595267384459321,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,12,5.990000000000001,34778,422,0,0.0,2374.9945309146697,False,-0.2702398899144279,8,2.1700000000000004,52886,0,0,0.0,0.0,False,0.07308660011362714,0.25,195275,0.0,0.1,15,0,0,7,13,13.0,3,10,16,107.0,24.0,10,5,16,1033,0.9791459506377578,93.68545213900506
66,16,0,0,0,10.0,20,10.0,21.346880554981567,10,26.0,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,0,3.116000000000001,28135,19,27,1.0,766.3657749845023,False,0.5160375784111557,0,4.304000000000001,4048,662,0,0.0,6620.0,False,-0.6088458880442295,0,0.254,19836,414,483,1.0,26101.44545190694,False,0.1527067201525927,0,1.8470000000000002,14520,348,5,0.0,7607.429100857649,False,-0.35773871186719863,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,9,6.0680000000000005,34615,422,0,0.0,2374.9945309146697,False,-0.27354725132989743,11,2.2720000000000007,52669,0,0,0.0,0.0,False,0.06868354841327814,0.25,194695,0.0,0.1,12,0,0,9,13,13.0,3,12,21,118.0,23.0,12,4,21,460,0.9779746355488896,94.66342677455395
67,21,0,0,0,10.000000000000002,20,10.0,20.834057426154835,49,19.24489795918367,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,16,3.2760000000000002,28521,23,10,1.0,438.34057426154834,False,0.5278385140147135,6,4.364000000000001,3892,668,0,0.0,6680.000000000001,False,-0.6155440965392589,0,0.254,19335,440,493,1.0,26788.251505100827,False,0.14718281642307787,0,1.8470000000000002,14078,361,5,0.0,7699.809398565959,False,-0.3716121731762012,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,8,6.139000000000001,34487,422,0,0.0,2374.9945309146697,False,-0.2761444431162784,12,2.3810000000000007,52410,0,0,0.0,0.0,False,0.06342829315802288,0.25,193595,0.0,0.1,11,0,0,7,16,15.846153846153847,6,13,23,170.0,42.0,13,8,23,625,0.9874916123226285,95.65091838687658
68,23,0,0,0,10.0,20,10.0,20.37549482482351,29,17.517241379310345,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,6,3.3200000000000007,28773,20,10,1.0,403.7549482482351,False,0.5403156384096602,13,4.488000000000001,3509,681,0,0.0,6810.0,False,-0.6324490989314763,0,0.254,19275,443,503,1.0,27005.03978043764,False,0.1488790708103337,0,1.8470000000000002,13630,377,5,0.0,7860.276216682526,False,-0.38450269511597396,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,12,6.251000000000003,34235,422,0,0.0,2374.9945309146697,False,-0.2812576644457159,8,2.449000000000001,52281,0,0,0.0,0.0,False,0.060810810810810814,0.25,192575,0.0,0.1,9,0,0,7,14,13.375,7,14,14,180.0,48.0,14,9,14,200,0.9253425672650337,96.57626095414162
69,14,0,0,0,10.0,20,10.0,20.37039297272595,8,20.25,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,20,48.0,0,3.314000000000001,28793,23,15,1.0,535.5558945908892,False,0.544882140624924,3,4.505000000000001,3387,688,0,0.0,6880.0,False,-0.6370740524161395,0,0.254,19263,436,513,1.0,27217.61624459747,False,0.1521839510094195,0,1.8470000000000002,13480,382,5,0.0,7960.204783305376,False,-0.3880090293847639,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,7,6.309000000000002,34126,422,0,0.0,2374.9945309146697,False,-0.283469335576306,13,2.571000000000001,51987,0,0,0.0,0.0,False,0.05484538592646701,0.25,191908,0.0,0.1,12,0,0,2,17,17.0,2,4,15,32.0,40.0,4,10,15,350,0.6397255528718233,97.21598650701344
70,15,0,0,0,10.0,20,10.0,19.765201106603495,12,10.833333333333334,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,17,48.0,0,3.314000000000001,28805,23,21,1.0,645.0692232386734,False,0.5484309505937662,8,4.582000000000001,3126,698,0,0.0,6980.0,False,-0.6482908936260698,0,0.254,19167,437,523,1.0,27330.947127522813,False,0.15080524233303214,0,1.8470000000000002,13446,383,5,0.0,7748.786691553202,False,-0.3929059465202734,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,11,6.412000000000002,33910,422,0,0.0,2374.9945309146697,False,-0.2878520967158239,6,2.6180000000000008,51900,0,0,0.0,0.0,False,0.05308010713416119,0.25,191226,0.0,0.1,12,0,0,2,13,13.0,3,5,12,44.0,58.0,5,10,12,312,0.5431482503190637,97.7591347573325
71,12,0,0,0,10.0,20,10.0,19.184428160302225,10,9.3,35.74293354481278,0,,5.627949125390212,0,,48.0,6,48.0,0,3.314000000000001,28734,21,30,1.0,785.5328448090668,False,0.5483901133594457,9,4.664000000000001,2886,710,0,0.0,7100.0,False,-0.6578597629046834,0,0.254,19074,437,533,1.0,27434.578685437285,False,0.1493617014622728,0,1.8470000000000002,13446,383,5,0.0,7526.350653119815,False,-0.3968042297034733,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,5,6.451000000000001,33845,422,0,0.0,2374.9945309146697,False,-0.28917098316984546,1,2.6220000000000003,51891,0,0,0.0,0.0,False,0.05289749208668128,0.25,190748,0.0,0.1,11,0,0,1,6,6.0,2,3,11,49.0,27.0,3,9,11,209,0.45479852706193924,98.21393328439444
72,11,0,0,0,10.0,20,10.0,19.060360151028288,2,9.0,35.74293354481278,0,,5.627949125390212,0,,47.99999999999999,10,48.0,0,3.314000000000001,28652,21,38,1.0,934.2936857390749,False,0.5479850535787325,0,4.655000000000001,2786,720,0,0.0,7200.0,False,-0.6605177821487428,0,0.254,19056,429,543,1.0,27585.307419624474,False,0.15137236977960866,0,1.8470000000000004,13446,383,5,0.0,7478.832605567898,False,-0.3976370030569944,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,10,6.546000000000002,33650,422,0,0.0,2374.9945309146697,False,-0.29312764253191026,0,2.621000000000001,51891,0,0,0.0,0.0,False,0.05289749208668128,0.25,190353,0.0,0.1,14,0,0,1,8,8.0,3,4,10,43.0,21.0,4,7,10,218,0.4540755432099104,98.66800882760435
73,10,0,0,0,10.0,20,10.0,18.72130283065,14,15.142857142857142,35.74293354481278,0,,5.627949125390212,0,,48.0,9,48.0,0,3.314000000000001,28740,22,42,1.0,1006.2947188873,False,0.5545769687652783,8,4.735000000000001,2528,729,0,0.0,7290.0,False,-0.6718409441284355,0,0.254,19042,427,553,1.0,27759.83855896902,False,0.1539403883450581,0,1.8470000000000002,13248,389,5,0.0,7461.301468846914,False,-0.40488430653966156,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,9,6.626,33487,422,0,0.0,2374.9945309146697,False,-0.29643500394737976,0,2.621000000000001,51891,0,0,0.0,0.0,False,0.05289749208668128,0.25,189808,0.0,0.1,13,0,0,1,9,9.0,2,3,5,25.0,54.0,3,7,5,398,0.4230809798464179,99.09108980745077
74,5,0,0,0,10.0,20,10.0,16.790243868467734,28,6.75,35.74293354481278,0,,5.627949125390212,0,,48.0,13,48.0,0,3.314000000000001,28777,23,45,1.0,985.560974081048,False,0.5559927960789178,21,4.937000000000001,1899,738,0,0.0,7380.0,False,-0.7028866088990484,0,0.254,18973,441,563,1.0,27527.769131723864,False,0.1474547692205374,0,1.8470000000000002,13128,393,5,0.0,6777.280508031883,False,-0.4210781544333705,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,13,6.747000000000002,33200,422,0,0.0,2374.9945309146697,False,-0.30225839490590584,0,2.621000000000001,51891,0,0,0.0,0.0,False,0.05289749208668128,0.25,188740,0.0,0.1,13,0,0,2,14,14.0,2,4,3,62.0,3.0,4,1,3,347,0.27550843730568886,99.36659824475646
75,3,0,0,0,10.0,20,10.0,17.72981193999228,14,28.214285714285715,35.74293354481278,0,,5.627949125390212,0,,48.0,9,48.0,0,3.314000000000001,29052,25,41,1.0,976.9222895396836,False,0.5703822840237011,0,4.916,1819,746,0,0.0,7460.0,False,-0.7050130242942959,0,0.254,18946,434,573,1.0,28175.43930313437,False,0.15785908347589142,0,1.8470000000000002,12760,404,5,0.0,7341.558691480945,False,-0.4240876499915712,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,9,6.824000000000002,33038,422,0,0.0,2374.9945309146697,False,-0.30554546576054425,0,2.621000000000001,51891,0,0,0.0,0.0,False,0.05289749208668128,0.25,188378,0.0,0.1,15,0,0,1,6,6.0,0,1,2,3.0,6.0,1,2,2,595,0.22063813637942076,99.58723638113588
76,2,0,0,0,10.0,0,,19.079700420285324,15,32.86666666666667,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,10,48.0,0,3.314000000000001,29545,15,36,1.0,836.8692151302716,False,0.5928677161004273,0,4.916,1819,746,0,0.0,7460.0,False,-0.7050130242942959,0,0.254,18946,424,583,1.0,28927.923234826827,False,0.1710466742871859,0,1.8470000000000002,12267,419,5,0.0,8173.109143823614,False,-0.4267944419238764,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,10,6.915000000000002,32850,422,0,0.0,2374.9945309146697,False,-0.30936009119679136,0,2.621000000000001,51891,0,0,0.0,0.0,False,0.05289749208668128,0.25,188190,0.0,0.1,2,0,0,0,6,6.0,0,0,2,0.0,6.0,0,2,2,493,0.13243020419031382,99.7196665853262
77,2,0,0,0,10.0,0,,19.03853788882629,6,18.0,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,7,48.0,0,3.314000000000001,29647,5,43,1.0,868.6571292195305,False,0.5991350042320858,3,4.9460000000000015,1762,746,0,0.0,7460.0,False,-0.7080431662325235,0,0.254,18940,417,593,1.0,29134.62989171454,False,0.17445898863853043,0,1.8470000000000002,12165,422,5,0.0,8212.977656808758,False,-0.42967091383090156,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,7,6.975000000000001,32746,422,0,0.0,2374.9945309146697,False,-0.31147030952322585,0,2.621000000000001,51891,0,0,0.0,0.0,False,0.05289749208668128,0.25,188023,0.0,0.1,2,0,0,1,5,5.0,0,1,1,3.0,3.0,1,1,1,102,0.1290665054693818,99.84873309079558
78,1,0,0,0,10.0,0,,19.44944586343489,4,34.0,35.74293354481278,0,,5.627949125390212,0,,48.00000000000001,9,48.0,0,3.314000000000001,29783,0,44,0.5,855.775617991135,False,0.6060224235285507,0,4.9430000000000005,1762,746,0,0.0,7460.0,False,-0.7080431662325235,0,0.254,18940,407,603,1.0,29468.913393940107,False,0.18031744468875058,0,1.8470000000000002,12029,426,5,0.0,8464.178605547326,False,-0.4300354257702887,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000002,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,9,7.058000000000003,32596,422,0,0.0,2374.9945309146697,False,-0.31451389364789106,0,2.621000000000001,51891,0,0,0.0,0.0,False,0.05289749208668128,0.1875,187873,0.0,0.1,1,0,0,1,4,4.0,0,1,0,3.0,0.0,1,0,0,136,0.11928729061037302,99.96802038140595
79,0,0,0,0,10.0,0,,19.850709982936895,4,33.0,35.74293354481278,0,,5.627949125390212,0,,48.0,11,48.0,0,3.314000000000001,29915,0,40,0.0,794.0283993174758,False,0.6113983413778501,0,4.9430000000000005,1762,746,0,0.0,7460.0,False,-0.7080431662325235,0,0.254,18940,397,613,1.0,29791.150126196182,False,0.18596477613382723,0,1.8470000000000002,11897,430,5,0.0,8714.519960386928,False,-0.4302747991519992,0,0.2,40872,0,0,0.0,0.0,False,0.012184249628528975,0,5.600000000000001,-22427.88888888889,340,0,0.0,12152.597405236345,True,-1.4049427980750548,11,7.159000000000002,32393,422,0,0.0,2374.9945309146697,False,-0.3186328774966047,0,2.621000000000001,51891,0,0,0.0,0.0,False,0.05289749208668128,0.125,187670,0.0,0.1,1,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,132,0.11654329299926758,100.08456367440522
