index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
53,18,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.85619686204763,5,10.0,24.145349340251954,9,14.444444444444445,40.0,0,,0,0.281,43641,542,0,0.0,5420.000000000001,False,-0.05869092829146443,0,0.4700000000000001,43211,538,0,0.0,5380.000000000001,False,-0.06782965414999695,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,3.895000000000001,49926,0,0,0.0,0.0,False,-0.12088182986740857,0,0.281,79039,0,10,0.0,241.45349340251954,False,0.048431542411576455,9,13.889000000000003,19261.0,181,0,0.0,1964.971632030621,False,-0.7318850136283948,0,0.5690000000000001,101857,419,131,1.0,15356.901373565568,False,-0.01133259301944393,0,0.389,105028,397,122,1.0,14465.703688080026,False,0.013266888502134718,0.25,499853,0.0,0.0,9,0,0,12,3,3.0,15,27,16,180.0,144.0,10,8,16,200,1.3936174879781902,73.47634865483269
54,16,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.85619686204763,0,,23.564520398483328,19,14.210526315789474,40.0,0,,0,0.281,43531,553,0,0.0,5530.000000000001,False,-0.05980788367417396,0,0.4700000000000001,43121,547,0,0.0,5470.000000000001,False,-0.0687435267358502,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,3.890000000000001,49926,0,0,0.0,0.0,False,-0.12088182986740857,0,0.281,79109,0,5,0.0,117.82260199241664,False,0.048539942796924654,14,14.020000000000005,18900.0,181,0,0.0,1964.971632030621,False,-0.7366662805979192,0,0.5690000000000001,101657,423,141,1.0,15607.792128558447,False,-0.012005523334212863,0,0.389,104958,392,132,1.0,14517.291996205464,False,0.012867886363537915,0.25,499092,0.0,0.0,9,0,0,10,3,3.0,16,26,14,162.0,126.0,9,7,14,270,1.1892445709672756,74.66559322579997
55,14,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.808176829668485,5,10.0,22.993949753746303,19,14.210526315789474,40.0,0,,0,0.281,43421,564,0,0.0,5640.000000000001,False,-0.06092483905688349,0,0.4700000000000001,43031,556,0,0.0,5560.000000000001,False,-0.06965739932170346,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,3.940000000000001,49856,0,0,0.0,0.0,False,-0.12211441953830712,0,0.281,79059,0,10,0.5,229.93949753746304,False,0.04862018394989255,19,14.196000000000003,18344.0,181,0,0.0,1956.2800061699957,False,-0.7440877845504814,0,0.5690000000000002,101457,427,151,1.0,15858.416544849671,False,-0.012679655636064012,0,0.38900000000000007,104888,387,142,1.0,14578.65855469982,False,0.012513013488008163,0.3125,497946,0.0,0.0,9,0,0,12,5,5.0,12,24,7,144.0,108.0,8,6,7,200,1.1005149339907803,75.76610815979075
56,7,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.563128445680373,58,10.224137931034482,22.728014281582354,9,14.444444444444445,40.0,0,,0,0.281,43291,577,0,0.0,5770.000000000001,False,-0.0622448772364493,0,0.4700000000000001,42961,563,0,0.0,5630.000000000001,False,-0.07036818911070043,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,58,4.5150000000000015,48057,0,0,0.0,0.0,False,-0.15379197408040007,0,0.281,78936,8,15,1.0,425.42524178917824,False,0.04828566574698469,4,14.217000000000002,17868.0,221,0,0.0,2334.4513864953624,False,-0.7478878230898417,0,0.5690000000000002,101387,422,161,1.0,16031.222026827752,False,-0.01253160443164271,0,0.389,104828,381,152,1.0,14739.373441282876,False,0.012696759850903338,0.375,495218,0.0,0.0,8,0,0,12,6,6.0,9,21,9,72.0,54.0,4,3,9,270,1.1474394400138408,76.91354759980459
57,9,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.580007611909153,5,11.0,22.582425332355857,5,15.0,40.0,0,,0,0.281,43221,584,0,0.0,5840.000000000001,False,-0.06295566702544628,0,0.4700000000000001,42831,576,0,0.0,5760.000000000001,False,-0.07168822729026623,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,4.5070000000000014,47992,0,0,0.0,0.0,False,-0.15493652163194874,0,0.281,78936,0,23,0.8,519.3957826441847,False,0.048907962482578116,5,14.263000000000003,17718.0,226,0,0.0,2391.0817202914686,False,-0.7494994786942806,0,0.5690000000000002,101312,417,171,1.0,16256.871363592392,False,-0.012190198826653825,0,0.389,104828,371,162,1.0,14858.079798304023,False,0.01323248187264313,0.35,494728,0.0,0.0,8,0,0,10,2,2.0,12,22,11,90.0,72.0,5,4,11,200,0.9225092220003717,77.83605682180496
58,11,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.556133155048808,5,10.0,21.99660388889731,20,15.0,40.0,0,,0,0.281,43161,590,0,0.0,5900.000000000001,False,-0.06356491541601511,0,0.4700000000000001,42691,590,0,0.0,5900.000000000001,False,-0.07310980686826019,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,4.552000000000001,47922,0,0,0.0,0.0,False,-0.15616911130284727,0,0.281,79111,0,13,0.5,285.95585055566505,False,0.04967985279098631,5,14.308000000000003,17623.0,226,0,0.0,2385.6860930410307,False,-0.7507934380551697,0,0.5690000000000002,101162,417,181,1.0,16412.58382167018,False,-0.012841368785956524,0,0.389,104678,371,172,1.0,15040.740042780903,False,0.012702927326140681,0.3125,494238,0.0,0.0,12,0,0,13,2,2.0,10,23,9,126.0,72.0,7,4,9,425,1.5282353980001062,79.36429221980507
59,9,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.53181032729397,5,10.0,22.400064031115274,40,24.75,40.0,0,,0,0.281,43081,598,0,0.0,5980.000000000001,False,-0.06437724660344023,0,0.4700000000000001,42571,602,0,0.0,6020.000000000001,False,-0.07432830364939785,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,4.597000000000001,47852,0,0,0.0,0.0,False,-0.15740170097374584,0,0.281,79061,0,18,0.5,403.20115256007495,False,0.049794055551170606,40,14.703000000000005,16798.0,226,0,0.0,2380.189133968437,False,-0.7617565584548399,0,0.5690000000000002,101162,407,191,1.0,16756.826060663916,False,-0.011287802887130233,0,0.38900000000000007,103688,401,182,1.0,16262.425676477225,False,0.009280653105745182,0.3125,492103,0.0,0.0,7,0,0,13,4,4.0,14,27,13,132.0,0.0,9,0,13,200,1.3120950370212086,80.67638725682627
60,13,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.53181032729397,0,,21.97425162255415,15,15.0,40.0,0,,0,0.281,42991,607,0,0.0,6070.000000000001,False,-0.06529111918929348,0,0.4700000000000001,42461,613,0,0.0,6130.000000000001,False,-0.07544525903210739,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,4.592000000000001,47852,0,0,0.0,0.0,False,-0.15740170097374584,0,0.281,79136,0,13,0.0,285.66527109320396,False,0.05000904117116668,10,14.763000000000003,16573.0,226,0,0.0,2380.189133968437,False,-0.7647365724940172,0,0.5690000000000001,101162,397,201,1.0,16763.777894153995,False,-0.011256429248973349,0,0.389,103463,406,192,1.0,16601.546158756984,False,0.008780253625100294,0.25,491528,0.0,0.0,9,0,0,14,2,2.0,13,27,16,168.0,36.0,11,2,16,275,1.579443586000707,82.25583084282698
61,16,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.507164596687522,5,10.0,22.272633651868436,44,23.863636363636363,40.0,0,,0,0.281,42911,615,0,0.0,6150.000000000001,False,-0.0661034503767186,0,0.4700000000000001,42341,625,0,0.0,6250.000000000001,False,-0.07666375581324505,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,4.642000000000001,47782,0,0,0.0,0.0,False,-0.1586342906446444,0,0.281,79161,0,13,0.5,289.5442374742897,False,0.05036584134057123,39,15.143000000000004,15816.0,226,0,0.0,2374.61919885138,False,-0.7747995496943739,0,0.5690000000000001,100322,417,211,1.0,17727.68823282914,False,-0.014488143293096218,0,0.389,103253,410,202,1.0,17211.77979726606,False,0.009638778408291571,0.3125,489476,0.0,0.0,9,0,0,16,4,4.0,15,31,16,208.0,54.0,13,3,16,275,1.6623795140185393,83.91821035684552
62,16,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.531299091696951,5,11.0,22.40958236413559,48,23.125,40.0,0,,0,0.281,42811,625,0,0.0,6250.000000000001,False,-0.06711886436099998,0,0.4700000000000001,42241,635,0,0.0,6350.000000000001,False,-0.07767916979752645,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,4.687000000000001,47717,0,0,0.0,0.0,False,-0.15977883819619307,17,0.45100000000000007,79368,0,5,0.5,112.04791182067795,False,0.05193202860694721,18,15.284000000000002,15307.0,226,0,0.0,2380.0735947235107,False,-0.7815048832846144,0,0.5690000000000001,99347,446,221,1.0,18834.673734404474,False,-0.01829266937565115,0,0.389,103118,409,212,1.0,17645.51918693146,False,0.010377734594558487,0.3125,487799,0.0,0.0,7,0,0,16,6,5.566666666666666,14,30,14,219.0,54.0,13,3,14,200,1.5677917209686711,85.48600207781419
63,14,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.503881924063146,5,10.0,22.195491391199695,8,15.0,40.0,0,,0,0.281,42721,634,0,0.0,6340.0,False,-0.06803273694685323,0,0.4700000000000001,42131,646,0,0.0,6460.0,False,-0.07879612518023599,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,4.732000000000001,47647,0,0,0.0,0.0,False,-0.1610114278670916,0,0.43400000000000005,79318,0,10,0.5,221.95491391199695,False,0.05199763528543231,8,15.346000000000002,15135.0,226,0,0.0,2373.877314838271,False,-0.7838239717968937,0,0.5690000000000002,99287,440,231,1.0,19006.016212127866,False,-0.018060960673123856,0,0.38900000000000007,103058,403,222,1.0,17824.783030653478,False,0.010645192437352713,0.3125,487187,0.0,0.0,9,0,0,12,3,3.0,16,28,8,180.0,72.0,10,4,8,200,1.267185658973176,86.75318773678737
64,8,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.530785641795614,5,11.0,22.03428241226164,5,14.0,40.0,0,,0,0.281,42641,642,0,0.0,6420.0,False,-0.06884506813427835,0,0.4700000000000001,42011,658,0,0.0,6580.0,False,-0.08001462196137366,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,4.777000000000002,47582,0,0,0.0,0.0,False,-0.16215597541864027,0,0.43400000000000005,79263,0,15,0.5,330.5142361839246,False,0.05198809475241993,5,15.388000000000003,15035.0,226,0,0.0,2379.957555045809,False,-0.7851081575894613,0,0.5690000000000002,99287,430,241,1.0,19114.741437272503,False,-0.017570283519092175,0,0.389,102988,398,232,1.0,18049.644400080135,False,0.011028171963788313,0.3125,486697,0.0,0.0,8,0,0,10,2,2.0,13,23,8,108.0,36.0,6,2,8,200,0.9278369299718179,87.68102466675919
65,8,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.500621286367265,5,10.0,21.7115679760922,11,15.0,40.0,0,,0,0.281,42541,652,0,0.0,6520.0,False,-0.06986048211855973,0,0.4700000000000001,41911,668,0,0.0,6680.0,False,-0.08103003594565504,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,4.822000000000002,47512,0,0,0.0,0.0,False,-0.16338856508953883,0,0.43400000000000005,79213,0,20,0.5,434.231359521844,False,0.05201271048515859,11,15.493000000000004,14791.0,226,0,0.0,2373.140410719002,False,-0.788384962115949,0,0.5690000000000002,99227,424,251,1.0,19245.704821863095,False,-0.017520805742961543,0,0.389,102883,395,242,1.0,18256.06935055642,False,0.011012037758285475,0.3125,485968,0.0,0.0,10,0,0,4,3,3.0,16,20,10,90.0,54.0,5,3,10,200,0.9087981170159765,88.58982278377516
66,10,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.356604686205952,46,10.108695652173912,21.302669078937697,14,15.0,40.0,0,,0,0.281,42411,665,0,0.0,6650.0,False,-0.07118052029812555,0,0.4700000000000001,41841,675,0,0.0,6750.0,False,-0.08174082573465202,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,46,5.277000000000002,46488,0,0,0.0,0.0,False,-0.18141959113239775,0,0.43400000000000005,79108,0,30,1.0,639.0800723681309,False,0.0519785973561853,14,15.622000000000003,14102.0,262,0,0.0,2713.430427785959,False,-0.7952569405998042,0,0.5690000000000002,99122,421,261,1.0,19408.423682232773,False,-0.01773418561872009,0,0.389,102778,392,252,1.0,18430.646278943575,False,0.010852173366715597,0.375,483740,0.0,0.0,9,0,0,10,5,5.0,15,25,12,126.0,54.0,7,3,12,200,0.9814276300021447,89.5712504137773
67,12,0,0,0,10.000000000000002,20,10.0,9.416277151498488,0,,10.341451379307124,5,10.0,21.0632922001011,8,14.875,40.0,10,40.0,0,0.281,42311,675,0,0.0,6750.000000000001,False,-0.07219593428240693,0,0.4700000000000001,41741,685,0,0.0,6850.000000000001,False,-0.08275623971893341,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,5.2810000000000015,46418,0,0,0.0,0.0,False,-0.1826521808032963,0,0.43400000000000005,79072,0,34,0.5,716.1519348034374,False,0.05201218451454535,7,15.678000000000004,13969.0,262,0,0.0,2709.4602613784664,False,-0.7970447514577006,0,0.5690000000000002,99003,419,271,1.0,19665.51943184236,False,-0.01764800646333017,0,0.38900000000000007,103178,382,252,1.0,18126.17762043862,False,0.013088507281451679,0.3125,483582,0.0,0.0,14,0,0,11,2,2.0,14,25,15,129.0,72.0,8,4,15,614,1.1812996299704537,90.75255004374776
68,15,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.398272251832132,10,11.0,21.001210295032013,2,15.0,39.99999999999999,20,40.0,0,0.281,42181,688,0,0.0,6880.0,False,-0.07351597246197275,0,0.4700000000000001,41671,692,0,0.0,6920.0,False,-0.08346702950793038,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,10,5.376000000000001,46288,0,0,0.0,0.0,False,-0.18494127590639362,0,0.43400000000000005,79087,0,33,0.0,693.0399397360565,False,0.05205779862877002,1,15.681000000000001,13840.0,272,0,0.0,2828.33005249834,False,-0.7979661069593371,0,0.5690000000000001,99453,411,269,1.0,19391.497431258154,False,-0.014822966525899454,0,0.389,103498,372,254,1.0,17972.450229751907,False,0.015283056519716884,0.25,483908,0.0,0.0,18,0,0,15,2,2.0,12,27,17,172.0,72.0,11,4,17,1015,1.4351637280196883,92.18771377176745
69,17,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.436736853373477,16,10.6875,21.139057248352586,99,21.383838383838388,39.99999999999999,20,40.0,0,0.281,42071,699,0,0.0,6990.0,False,-0.07463292784468227,0,0.4700000000000001,41581,701,0,0.0,7010.0,False,-0.08438090209378364,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,16,5.526000000000002,46020,0,0,0.0,0.0,False,-0.1896603335035481,0,0.43400000000000005,79037,0,38,0.5,803.2841754373983,False,0.0521256385536827,99,16.67,7809.0,283,0,0.0,2953.596529504694,False,-0.8770141813603122,0,0.5690000000000001,99232,440,271,1.0,20141.185189275137,False,-0.013434371071318387,0,0.389,102402,422,252,1.0,19000.68215880479,False,0.010030968936126533,0.3125,476042,0.0,0.0,18,0,0,13,9,9.0,15,28,19,204.0,72.0,13,4,19,1000,1.8914171969518065,94.07913096871926
70,19,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.461598782665881,5,11.0,22.08670118352898,88,24.75,39.999999999999986,20,40.0,0,0.281,41941,712,0,0.0,7120.0,False,-0.07595296602424809,0,0.4700000000000001,41511,708,0,0.0,7080.0,False,-0.08509169188278061,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,5.560000000000001,45955,0,0,0.0,0.0,False,-0.19080488105509677,0,0.43400000000000005,79247,0,34,0.5,750.9478402399853,False,0.05456040051547619,79,17.361000000000004,4969.0,283,0,0.0,2960.6324554944445,False,-0.9145819871031984,0,0.5690000000000001,99352,440,271,1.0,20558.148520752748,False,-0.010469494269603315,0,0.389,100904,490,252,1.0,20902.483579929198,False,0.0050928486065167314,0.3125,471769,0.0,0.0,19,0,0,19,6,6.0,15,34,18,258.0,54.0,16,3,18,1265,2.040342296997551,96.1194732657168
71,18,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.440018746885075,5,10.0,22.441086073393965,84,23.714285714285715,39.999999999999986,20,40.0,0,0.281,41871,719,0,0.0,7190.0,False,-0.07666375581324505,0,0.4700000000000001,41381,721,0,0.0,7210.0,False,-0.08641173006234641,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,5.605000000000001,45885,0,0,0.0,0.0,False,-0.1920374707259953,0,0.43400000000000005,79197,0,39,0.5,875.2023568623646,False,0.054721020071138694,84,18.122000000000003,1669.0,283,0,0.0,2954.525305368476,False,-0.9583293027736085,0,0.5690000000000002,97955,509,268,1.0,22142.512811357527,False,-0.015928582595348295,0,0.38900000000000007,101109,485,255,1.0,21083.92674559607,False,0.0077620327715973315,0.3125,466957,0.0,0.0,16,0,0,11,6,6.0,19,30,12,204.0,90.0,13,5,12,1000,1.791543286992237,97.91101655270904
72,12,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.720414813601508,25,11.8,23.39965579716034,68,28.294117647058822,39.99999999999999,20,40.0,0,0.281,41801,726,0,0.0,7260.0,False,-0.07737454560224204,0,0.4700000000000001,41251,734,0,0.0,7340.0,False,-0.08773176824191223,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,25,5.850000000000001,45480,0,0,0.0,0.0,False,-0.19916888239333697,0,0.43400000000000005,79647,0,29,0.5,678.5900181176498,False,0.05937903141674937,53,18.568000000000005,711.0,303,0,0.0,3248.285688521257,False,-0.9690721846249735,0,0.5690000000000002,96686,562,267,1.0,23830.60655800411,False,-0.019764211181395135,0,0.389,101254,480,256,1.0,21471.83478263696,False,0.01082143307054254,0.3125,464720,0.0,0.0,20,0,0,5,4,4.0,22,27,9,143.0,72.0,8,4,9,1505,1.366347378003411,99.27736393071245
73,9,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.720414813601508,0,,23.096331138974442,14,15.0,39.99999999999999,10,40.0,0,0.281,41691,737,0,0.0,7370.0,False,-0.07849150098495157,0,0.4700000000000001,41161,743,0,0.0,7430.0,False,-0.08864564082776548,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,5.825000000000001,45480,0,0,0.0,0.0,False,-0.19916888239333697,0,0.43400000000000005,79647,0,29,0.0,669.7936030302589,False,0.059320779326849704,14,18.655,382.0,303,0,0.0,3248.285688521257,False,-0.9734296273755927,0,0.5690000000000002,96981,559,267,1.0,23590.849106686714,False,-0.01818356587319045,0,0.389,101149,477,266,1.0,21656.94995329081,False,0.010709127786962877,0.25,464381,0.0,0.0,13,0,0,5,2,2.0,18,23,8,144.0,18.0,8,1,8,600,1.0459091560333036,100.32327308674576
74,8,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.679110387748532,14,10.357142857142858,22.784006043049647,14,15.0,40.0,1,40.0,0,0.281,41591,747,0,0.0,7470.0,False,-0.07950691496923296,0,0.4700000000000001,41061,753,0,0.0,7530.0,False,-0.08966105481204688,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,14,5.965000000000002,45244,0,0,0.0,0.0,False,-0.2033244704266521,0,0.43400000000000005,79592,0,34,0.5,774.656205463688,False,0.05928675817824251,14,18.781000000000006,-37.0,312,0,0.0,3331.882440977542,False,-0.9784254768619952,0,0.5690000000000002,96876,556,277,1.0,23747.907359935605,False,-0.018422492079972177,0,0.389,101084,474,275,1.0,21799.618864405533,False,0.010766302607637453,0.3125,463301,0.0,0.0,9,0,0,5,4,4.0,19,24,1,144.0,0.0,8,0,1,240,0.8965869580279104,101.21986004477367
75,1,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.664285437632962,10,10.5,22.59791206305218,8,15.0,40.00000000000001,20,40.0,0,0.281,41491,757,0,0.0,7570.0,False,-0.08052232895351434,0,0.4700000000000001,40961,763,0,0.0,7630.0,False,-0.09067646879632826,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,10,6.051000000000002,45084,0,0,0.0,0.0,False,-0.20614181824584882,0,0.43400000000000005,79547,0,40,1.0,903.9164825220872,False,0.05954674968227815,4,18.807000000000002,-115.0,312,0,0.0,3327.2570565414844,False,-0.9794891788634791,0,0.5690000000000002,97276,546,277,1.0,23418.459986426493,False,-0.016298887154974278,0,0.38900000000000007,101364,472,275,1.0,21666.21449376063,False,0.012691529518465559,0.375,463498,0.0,0.0,19,0,0,1,3,3.0,17,18,1,18.0,0.0,1,0,1,1060,0.665331840980798,101.88519188575447
76,1,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.679044045662824,5,11.0,22.89843851736144,5,41.0,40.00000000000001,20,40.0,0,0.281,41431,763,0,0.0,7630.0,False,-0.08113157734408319,0,0.4700000000000001,40821,777,0,0.0,7770.0,False,-0.09209804837432221,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,6.091000000000002,45019,0,0,0.0,0.0,False,-0.20728636579739748,0,0.43400000000000005,79697,0,40,0.5,915.9375406944577,False,0.06161303220199502,0,18.803,-124.0,312,0,0.0,3331.861742246801,False,-0.9795778860293842,0,0.5690000000000001,97636,536,278,1.0,23393.563045305735,False,-0.013161885688793657,0,0.389,101599,467,274,1.0,21653.570787607794,False,0.014755579368395486,0.3125,463969,0.0,0.0,18,0,0,0,1,1.0,18,18,7,18.0,0.0,1,0,7,1205,0.6886930629843846,102.57388494873885
77,7,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.679044045662824,0,,22.685380677842254,20,19.75,40.00000000000001,20,40.0,0,0.281,41331,773,0,0.0,7730.0,False,-0.08214699132836457,0,0.4700000000000001,40721,787,0,0.0,7870.0,False,-0.0931134623586036,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,6.086000000000001,45019,0,0,0.0,0.0,False,-0.20728636579739748,0,0.43400000000000005,79697,0,40,0.0,907.4152271136902,False,0.061556595281735155,20,19.003000000000004,-550.0,312,0,0.0,3331.861742246801,False,-0.9852200459435598,0,0.5690000000000001,97864,535,276,1.0,23176.67866264561,False,-0.012082756439396696,0,0.389,101776,468,276,1.0,21656.75815723018,False,0.016367566667103765,0.25,463748,0.0,0.0,16,0,0,3,2,2.0,21,24,9,126.0,0.0,7,0,9,1000,1.0120582969975658,103.58594324573642
78,9,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.64741990335893,5,10.0,21.91657752122706,42,17.047619047619047,40.00000000000001,20,40.0,0,0.281,41221,784,0,0.0,7840.0,False,-0.08326394671107411,0,0.4700000000000001,40631,796,0,0.0,7960.0,False,-0.09402733494445685,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,5,6.136000000000002,44949,0,0,0.0,0.0,False,-0.20851895546829605,0,0.43400000000000005,79912,0,36,0.5,788.9967907641742,False,0.06361996735735126,33,19.313000000000006,-1805.0,312,0,0.0,3321.9950098479862,False,-1.0019072420311248,0,0.5690000000000001,97488,563,279,1.0,23499.033144450837,False,-0.014021747504531805,0,0.389,102236,462,273,1.0,21045.458814806905,False,0.01776073333938188,0.3125,462522,0.0,0.0,17,0,0,13,5,5.0,13,26,12,132.0,0.0,9,0,12,1265,1.4397690879995935,105.02571233373601
79,12,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.633593950003135,10,10.5,22.581056673997654,10,41.0,40.00000000000001,20,40.0,0,0.281,41131,793,0,0.0,7930.0,False,-0.08417781929692736,0,0.4700000000000001,40521,807,0,0.0,8070.0,False,-0.09514429032716638,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,10,6.231000000000002,44789,0,0,0.0,0.0,False,-0.21133630328749273,0,0.43400000000000005,80217,0,36,1.0,812.9180402639156,False,0.06781795452011115,0,19.280000000000005,-1949.0,312,0,0.0,3317.681312400978,False,-1.0038430174138713,0,0.5690000000000002,97683,558,279,1.0,23760.229624090694,False,-0.011082896516455817,0,0.38900000000000007,102431,457,273,1.0,21239.54290001693,False,0.02039670595994683,0.375,462713,0.0,0.0,19,0,0,12,2,2.0,15,27,14,150.0,36.0,10,2,14,1410,1.4612932289601304,106.48700556269614
80,14,0,0,0,10.0,20,10.0,9.416277151498488,0,,10.633593950003135,0,,23.93836055846427,127,26.700787401574804,40.00000000000001,20,40.0,0,0.281,41031,803,0,0.0,8030.0,False,-0.08519323328120874,0,0.4700000000000001,40421,817,0,0.0,8170.0,False,-0.09615970431144778,0,0.2,57890,0,0,0.0,0.0,False,0.01935165783310736,0,6.221000000000002,44789,0,0,0.0,0.0,False,-0.21133630328749273,0,0.43400000000000005,80217,0,36,0.0,861.7809801047138,False,0.06814153729060253,127,20.550000000000004,-9463.0,312,0,0.0,3317.681312400978,False,-1.1033622418155506,0,0.5690000000000002,96508,613,277,1.0,25754.215022338598,False,-0.012689591111468385,0,0.389,101015,509,275,1.0,23184.625524258314,False,0.016394046105993716,0.25,452408,0.0,0.0,17,0,0,5,3,3.0,20,25,14,165.0,72.0,10,4,14,1000,1.3116345690214075,107.79864013171755
