index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,22,0,0,0,10.000000000000002,20,10.0,9.293759542228353,25,9.4,15.961428488235432,32,12.25,18.386194818433903,32,17.15625,47.000000000000014,12,47.0,20,9.283000000000001,8008.0,522,0,0.0,5220.000000000001,False,-0.6921426500434908,5,8.368000000000002,11443.0,538,0,0.0,5380.000000000001,False,-0.5902290518991012,0,0.2,46823,398,339,1.0,9109.840555318697,False,0.043100604561148,32,7.819000000000002,14902,1006,0,0.0,9349.522099481723,False,-0.6025426647093521,14,2.8420000000000005,45540,534,0,0.0,8523.40281271772,False,-0.2168312406611282,18,2.864000000000001,46077,480,0,0.0,7661.485674353007,False,-0.21516366036835186,0,0.398,104168,92,13,1.0,2302.5299232959196,False,0.133611015022151,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,369750,0.0,0.0,13,0,0,12,17,17.0,17,29,18,234.0,162.0,13,9,18,764,1.2159892409690656,106.92723765905248
53,18,0,0,0,10.000000000000002,20,10.0,9.295888878619186,15,9.333333333333334,15.500708716158163,44,13.545454545454545,18.275368077895312,15,17.333333333333332,47.000000000000014,12,47.0,15,9.413000000000002,7613.0,536,0,0.0,5360.000000000001,False,-0.7015656712090461,0,8.363000000000001,11383.0,544,0,0.0,5440.000000000001,False,-0.5910988692374601,0,0.2,46683,403,349,1.0,9155.990560022732,False,0.040726733935871846,44,8.227,13375,1006,0,0.0,9351.6642118909,False,-0.633522848321075,11,2.9380000000000006,45092,539,0,0.0,8354.88199800925,False,-0.22520143105826976,4,2.886000000000001,45438,519,0,0.0,8044.867823686087,False,-0.2221979255882522,0,0.39800000000000013,104472,97,11,1.0,2289.710703555845,False,0.1368141492667634,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,366845,0.0,0.0,12,0,0,7,10,10.0,20,27,16,198.0,126.0,11,7,16,764,1.6169486190192401,108.54418627807172
54,16,0,0,0,10.000000000000002,20,10.0,9.292500969993712,20,9.25,15.332241935076592,15,13.0,18.194207935767746,33,17.87878787878788,47.00000000000002,10,47.0,0,9.398000000000001,7483.0,549,0,0.0,5490.000000000001,False,-0.7034502754421571,20,8.563000000000002,10928.0,551,0,0.0,5510.000000000001,False,-0.6032763119744854,0,0.2,46498,413,359,1.0,9342.0777552999,False,0.038859788400161466,15,8.332999999999998,13033,1006,0,0.0,9348.255975813674,False,-0.640500903707099,18,3.1070000000000007,44307,545,0,0.0,8356.071854616743,False,-0.23753678365610356,15,3.0320000000000005,44752,528,0,0.0,8095.42374172044,False,-0.23258827062651014,0,0.398,104352,120,11,1.0,2700.30495229213,False,0.13773225062047725,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,364142,0.0,0.0,11,0,0,7,14,14.0,19,26,14,180.0,108.0,10,6,14,670,1.0132766510359943,109.55746292910771
55,14,0,0,0,10.000000000000002,20,10.0,9.300676397398561,10,9.5,16.33205270784273,17,28.11764705882353,18.153908311769847,38,18.0,47.000000000000014,8,47.0,0,9.398000000000001,7383.0,559,0,0.0,5590.000000000001,False,-0.7048999710060887,10,8.643,10683.0,561,0,0.0,5610.000000000001,False,-0.6089301246738185,0,0.2,46783,413,359,1.0,9704.386274241147,False,0.04832388868380006,7,8.388,12914,1006,0,0.0,9356.480455782952,False,-0.6428334133003457,24,3.329000000000001,42909,557,0,0.0,9096.953358268402,False,-0.2536959163526624,14,3.1570000000000014,44048,533,0,0.0,8704.984093280176,False,-0.23886629899921233,0,0.39800000000000013,104044,148,13,1.0,3297.778430141938,False,0.1376325448848403,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,361553,0.0,0.0,13,0,0,8,13,13.0,15,23,18,144.0,108.0,8,6,18,956,0.9717463889974169,110.52920931810513
56,18,0,0,0,10.000000000000002,20,10.0,9.330203951840327,25,9.6,16.76187161638553,13,23.23076923076923,18.2929634799519,31,19.032258064516128,47.000000000000014,6,47.0,5,9.448,7233.0,568,0,0.0,5680.000000000001,False,-0.707944331690345,20,8.833,10193.0,572,0,0.0,5720.000000000001,False,-0.6215424760800232,0,0.2,46733,428,364,1.0,10094.648559751993,False,0.05127041477770778,8,8.461000000000002,12757,1006,0,0.0,9386.185175551369,False,-0.6457193668099546,13,3.435000000000001,42304,562,0,0.0,9420.171848408669,False,-0.26066856543160344,18,3.323000000000001,43261,541,0,0.0,9068.172544464573,False,-0.2483867546433042,0,0.398,103736,169,17,1.0,3890.510828111872,False,0.13750732368260324,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,359006,0.0,0.0,11,0,0,6,12,12.0,19,25,20,198.0,126.0,11,7,20,672,1.1321194529882632,111.6613287710934
57,20,0,0,0,10.000000000000002,20,10.0,9.35833664037176,10,10.0,17.83565217335521,10,38.0,18.34732507470416,30,18.666666666666668,47.000000000000014,10,47.0,0,9.443000000000001,7133.0,578,0,0.0,5780.000000000001,False,-0.7093940272542766,10,8.913,9953.0,582,0,0.0,5820.000000000001,False,-0.6270513192229632,0,0.2,47013,428,364,1.0,10497.54547318041,False,0.06104502561344438,0,8.453000000000001,12757,1006,0,0.0,9414.486660213992,False,-0.6454320712596285,9,3.512000000000001,41839,567,0,0.0,10112.814782292404,False,-0.26253487354700106,21,3.515000000000001,42199,546,0,0.0,9738.266086651945,False,-0.2598186343241709,0,0.398,103646,189,17,1.0,4266.644439119086,False,0.138562872360876,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,357329,0.0,0.0,14,0,0,10,8,8.0,19,29,22,216.0,144.0,12,8,22,1050,1.1430236469605006,112.8043524180539
58,22,0,0,0,10.000000000000002,20,10.0,9.370430347251066,20,9.5,18.38656199625448,5,38.0,18.316619850821066,18,18.0,47.000000000000014,5,47.0,10,9.543000000000001,6898.0,587,0,0.0,5870.000000000001,False,-0.7149028703972166,10,9.003,9698.0,593,0,0.0,5930.000000000001,False,-0.6328501014786895,0,0.2,47013,438,369,1.0,10888.889868713868,False,0.06501766184868411,0,8.453000000000001,12757,1006,0,0.0,9426.652929334572,False,-0.6453085683754485,12,3.623,41253,572,0,0.0,10517.113461857562,False,-0.26857121039583615,6,3.554000000000001,42037,546,0,0.0,10039.062849954946,False,-0.2600010783931833,0,0.398,103557,197,22,1.0,4642.37411061175,False,0.13962701069151476,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,356002,0.0,0.0,11,0,0,10,7,7.0,18,28,24,234.0,162.0,13,9,24,625,1.1748712210101075,113.979223639064
59,24,0,0,0,10.000000000000002,20,10.0,9.403315081808381,20,9.75,18.96441845994814,5,38.0,18.395426565545286,9,20.0,47.000000000000014,9,47.0,20,9.733000000000002,6453.0,594,0,0.0,5940.000000000001,False,-0.7267903740214555,0,8.993000000000002,9568.0,606,0,0.0,6060.000000000001,False,-0.6347347057118006,0,0.2,47008,448,374,1.0,11305.377660670758,False,0.06914402254259217,0,8.453000000000001,12757,1006,0,0.0,9459.734972299231,False,-0.6449727441650672,6,3.671000000000001,40913,577,0,0.0,10942.469451390076,False,-0.2705734435336525,3,3.5780000000000007,41962,546,0,0.0,10354.572479131684,False,-0.2586996974435313,0,0.39800000000000013,103800,196,23,1.0,4686.503606846876,False,0.1424800529936004,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,355250,0.0,0.0,13,0,0,12,6,6.0,18,30,24,252.0,180.0,14,10,24,813,1.2170479359920137,115.19627157505602
60,24,0,0,0,10.000000000000002,20,10.0,9.39860279573593,15,9.333333333333334,18.96441845994814,0,,18.622238725695308,43,19.534883720930235,47.00000000000001,10,47.0,5,9.763,6323.0,601,0,0.0,6010.000000000001,False,-0.7295447955929255,10,9.093000000000002,9288.0,619,0,0.0,6190.000000000001,False,-0.6409683966367062,0,0.2,46868,453,384,1.0,11539.903755088462,False,0.06868240539121376,0,8.453000000000001,12757,1006,0,0.0,9454.994412510347,False,-0.6450208667900685,18,3.845000000000001,40208,577,0,0.0,10942.469451390076,False,-0.28166009237781037,25,3.825000000000001,40828,546,0,0.0,10354.572479131684,False,-0.2765326900524321,0,0.398,103430,229,23,1.0,5345.492668184225,False,0.142044069641273,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,352491,0.0,0.0,11,0,0,10,15,15.0,19,29,22,252.0,180.0,14,10,22,670,1.208261888998095,116.40453346405411
61,22,0,0,0,10.000000000000002,20,10.0,9.430477391038048,20,9.75,18.96441845994814,0,,18.622238725695308,0,,47.000000000000014,5,47.0,10,9.858000000000002,6078.0,611,0,0.0,6110.000000000001,False,-0.7351986082922586,10,9.183000000000002,9048.0,629,0,0.0,6290.000000000001,False,-0.6464772397796463,0,0.2,46673,463,394,1.0,11838.291905270184,False,0.06775243026363,0,8.453000000000001,12757,1006,0,0.0,9487.060255384276,False,-0.6446953582845978,0,3.827000000000001,40208,577,0,0.0,10942.469451390076,False,-0.28166009237781037,0,3.8000000000000007,40828,546,0,0.0,10354.572479131684,False,-0.2765326900524321,0,0.39800000000000013,103665,219,28,1.0,5394.270280927272,False,0.14483601856138073,0,0.2,92789,0,6,0.0,282.0000000000001,False,0.0002583256194433083,0.25,352046,0.0,0.0,10,0,0,10,4,4.0,18,28,18,216.0,180.0,12,10,18,435,1.1303569040028378,117.53489036805695
62,18,0,0,0,10.000000000000002,20,10.0,9.4236503178225,15,9.333333333333334,18.96441845994814,0,,18.63626739857188,2,20.0,47.00000000000001,10,47.0,10,9.948000000000002,5823.0,622,0,0.0,6220.000000000001,False,-0.740997390547985,5,9.223000000000003,8893.0,638,0,0.0,6380.000000000001,False,-0.6496665700202957,0,0.2,46533,468,404,1.0,12071.893406559979,False,0.06728142733285936,0,8.453000000000001,12757,1006,0,0.0,9480.192219729433,False,-0.6447650774568122,0,3.827000000000001,40208,577,0,0.0,10942.469451390076,False,-0.28166009237781037,2,3.8200000000000007,40778,546,0,0.0,10354.572479131684,False,-0.2773189772045,0,0.398,104095,211,28,1.0,5248.252421098668,False,0.1486785160328648,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,351876,0.0,0.0,13,0,0,9,4,4.0,15,24,16,180.0,144.0,10,8,16,670,1.0210519620450214,118.55594233010197
63,16,0,0,0,10.0,20,10.0,9.420926815744112,25,9.4,18.96441845994814,0,,18.63626739857188,0,,47.00000000000001,9,47.0,20,10.138,5353.0,631,0,0.0,6310.0,False,-0.7533198028414033,5,9.268,8718.0,649,0,0.0,6490.0,False,-0.6531458393737315,0,0.2,46298,483,414,1.0,12401.576894422935,False,0.0658570388226874,0,8.453000000000001,12757,1006,0,0.0,9477.452376638577,False,-0.6447928902990704,0,3.8270000000000013,40208,577,0,0.0,10942.469451390076,False,-0.28166009237781037,0,3.8180000000000014,40778,546,0,0.0,10354.572479131684,False,-0.2773189772045,0,0.39800000000000013,104518,201,29,1.0,5108.8897471129485,False,0.15248148530295655,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,351419,0.0,0.0,12,0,0,8,5,5.0,9,17,16,162.0,126.0,9,7,16,623,0.9630749900243245,119.5190173201263
64,16,0,0,0,10.0,20,10.0,9.42826930386952,20,9.5,19.63120834778009,5,40.0,18.666442031784545,4,20.0,47.00000000000001,0,,10,10.218,5113.0,640,0,0.0,6400.0,False,-0.7589736155407364,10,9.363000000000001,8468.0,660,0,0.0,6600.0,False,-0.6587996520730647,0,0.2,46308,493,419,1.0,12873.61306452753,False,0.07085182280507081,0,8.453000000000001,12757,1006,0,0.0,9484.838919692736,False,-0.6447179076267106,2,3.8470000000000013,39958,582,0,0.0,11425.363258408011,False,-0.28179459617543634,2,3.838000000000001,40728,546,0,0.0,10718.639757887928,False,-0.2752426501188243,0,0.398,104438,195,39,1.0,5472.956196197986,False,0.15357972680019577,0,0.2,92789,0,6,0.0,282.00000000000006,False,0.0002583256194433083,0.25,350559,0.0,0.0,9,0,0,8,6,6.0,10,18,18,162.0,126.0,9,7,18,400,0.9750115029746667,120.49402882310096
65,18,0,0,0,10.0,20,10.0,9.445391719116117,15,9.666666666666666,21.38659166631469,15,38.0,18.682635734066707,2,20.0,47.00000000000001,6,47.0,5,10.258000000000003,4913.0,654,0,0.0,6540.0,False,-0.7627428240069586,10,9.453000000000001,8263.0,666,0,0.0,6660.0,False,-0.6638735865468252,0,0.2,46733,498,414,1.0,13557.854025974108,False,0.08642629201070057,0,8.453000000000001,12757,1006,0,0.0,9502.064069430813,False,-0.6445430507620464,0,3.8450000000000015,39578,592,0,0.0,12660.862266458296,False,-0.27805580856692647,2,3.856000000000001,40488,551,0,0.0,11784.012008139394,False,-0.270639943323326,0,0.398,104398,187,49,1.0,5796.652882270475,False,0.1548912496624033,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,350201,0.0,0.0,14,0,0,11,4,4.0,7,18,20,180.0,144.0,10,8,20,1052,1.0469541450147517,121.54098296811571
66,20,0,0,0,10.0,20,10.0,9.43710999489582,15,9.333333333333334,21.38659166631469,0,,18.700173613947218,2,20.0,47.00000000000001,0,,15,10.403,4608.0,659,0,0.0,6590.0,False,-0.7708611191649754,0,9.443000000000001,8113.0,681,0,0.0,6810.0,False,-0.6660481298927226,0,0.2,46593,503,424,1.0,13814.781193950026,False,0.08619207383971195,0,8.453000000000001,12757,1006,0,0.0,9493.732654865194,False,-0.6446276250648139,0,3.845000000000001,39578,592,0,0.0,12660.862266458296,False,-0.27805580856692647,2,3.8740000000000014,40438,551,0,0.0,11784.012008139394,False,-0.27142623047539394,0,0.398,104358,179,59,1.0,6120.331076896553,False,0.15620267300764507,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,349516,0.0,0.0,7,0,0,16,4,4.0,3,19,20,198.0,162.0,11,9,20,200,1.0881361979991198,122.62911916611483
67,20,0,0,0,10.000000000000002,20,10.0,9.44331627035696,20,9.5,22.484871447604935,10,38.0,18.719120462797665,2,20.0,47.00000000000001,0,,5,10.438000000000002,4448.0,669,0,0.0,6690.000000000001,False,-0.7740504494056248,15,9.593000000000002,7758.0,691,0,0.0,6910.000000000001,False,-0.6748912728327051,0,0.2,46783,513,424,1.0,14378.006740477613,False,0.09576699563980921,0,8.453000000000001,12757,1006,0,0.0,9499.9761679791,False,-0.6445642455793412,0,3.845000000000001,39388,597,0,0.0,13423.468254220146,False,-0.27504742684211236,2,3.8920000000000012,40198,556,0,0.0,12501.588524868344,False,-0.2695581968480237,0,0.39800000000000013,104318,171,69,1.0,6443.9695991384015,False,0.15751388284469459,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,348721,0.0,0.0,10,0,0,4,5,5.0,7,11,22,198.0,162.0,11,9,22,580,1.0895767050096765,123.71869587112451
68,22,0,0,0,10.0,20,10.0,9.460288248033802,15,9.666666666666666,23.034504504032196,5,38.0,18.759309050283292,4,20.0,47.00000000000001,0,,5,10.483,4253.0,682,0,0.0,6820.0,False,-0.7778196578718469,10,9.678000000000003,7548.0,698,0,0.0,6980.0,False,-0.6799652073064656,0,0.2,46828,518,429,1.0,14782.23174471132,False,0.1007839990327004,0,8.453000000000001,12757,1006,0,0.0,9517.049977522005,False,-0.64439092500739,2,3.865000000000001,39148,602,0,0.0,13866.771711427382,False,-0.275335967043345,2,3.910000000000001,40148,556,0,0.0,12807.1845042419,False,-0.2679416220770412,0,0.398,104238,165,79,1.0,6808.285993296744,False,0.15861346949226499,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,347991,0.0,0.0,9,0,0,6,5,5.0,6,12,24,216.0,180.0,12,10,24,390,1.1628470979630947,124.8815429690876
69,24,0,0,0,10.0,20,10.0,9.47635638302143,15,9.666666666666666,23.034504504032196,0,,18.759309050283292,0,,47.00000000000001,0,,5,10.528000000000002,4108.0,690,0,0.0,6900.0,False,-0.7808640185561032,10,9.768000000000002,7288.0,710,0,0.0,7100.0,False,-0.685763989562192,0,0.2,46683,523,439,1.0,15068.281865590341,False,0.1007439028077387,0,8.453000000000001,12757,1006,0,0.0,9533.21452131956,False,-0.6442268346226824,0,3.863000000000001,39148,602,0,0.0,13866.771711427382,False,-0.275335967043345,0,3.9080000000000017,40148,556,0,0.0,12807.1845042419,False,-0.2679416220770412,0,0.39800000000000013,104238,155,89,1.0,7090.692902793911,False,0.16013332240540926,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,347441,0.0,0.0,7,0,0,4,3,3.0,9,13,22,234.0,198.0,13,11,22,200,1.2039705599891022,126.0855135290767
70,22,0,0,0,10.0,20,10.0,9.46673454318694,25,9.4,23.034504504032196,0,,18.759309050283292,0,,47.00000000000001,0,,20,10.723000000000003,3628.0,700,0,0.0,7000.0,False,-0.7933314004059148,5,9.808000000000003,7123.0,720,0,0.0,7200.0,False,-0.6890982893592346,0,0.2,46448,538,449,1.0,15435.595706545031,False,0.0997015095578625,0,8.453000000000001,12757,1006,0,0.0,9523.534950446061,False,-0.6443250944021311,0,3.8630000000000004,39148,602,0,0.0,13866.771711427382,False,-0.275335967043345,0,3.908000000000001,40148,556,0,0.0,12807.1845042419,False,-0.2679416220770412,0,0.398,104238,145,99,1.0,7373.099812291079,False,0.16165317531855353,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,346561,0.0,0.0,7,0,0,6,5,5.0,6,12,20,216.0,180.0,12,10,20,200,1.1301885949796997,127.2157021240564
71,20,0,0,0,10.0,20,10.0,9.430563677245958,15,9.0,23.034504504032196,0,,18.80110489734659,4,20.0,47.00000000000001,0,,10,10.803,3368.0,711,0,0.0,7110.0,False,-0.7992751522180342,5,9.853000000000002,6968.0,729,0,0.0,7290.0,False,-0.692287619599884,0,0.2,46313,543,459,1.0,15693.633644095335,False,0.09958007962740159,0,8.453000000000001,12757,1006,0,0.0,9487.147059309435,False,-0.6446944771159331,2,3.883000000000002,39098,602,0,0.0,13866.771711427382,False,-0.2761222541954129,2,3.9280000000000017,40098,556,0,0.0,12807.1845042419,False,-0.2687279092291091,0,0.39800000000000013,104158,139,109,1.0,7736.353580731176,False,0.16274704314431346,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,345831,0.0,0.0,9,0,0,7,5,5.0,4,11,16,198.0,162.0,11,9,16,200,1.0380302479607053,128.2537323720171
72,16,0,0,0,10.0,20,10.0,9.449282334474105,15,9.666666666666666,23.034504504032196,0,,18.823130376512914,2,20.0,47.00000000000001,0,,5,10.843000000000002,3208.0,721,0,0.0,7210.0,False,-0.8024644824586836,10,9.948000000000002,6723.0,739,0,0.0,7390.0,False,-0.6979414322992171,0,0.2,46168,548,469,1.0,15981.389331682909,False,0.09955729704276627,0,8.453000000000001,12757,1006,0,0.0,9505.97802848095,False,-0.6445033191708359,2,3.901000000000001,39048,602,0,0.0,13866.771711427382,False,-0.2769085413474809,0,3.926000000000001,40098,556,0,0.0,12807.1845042419,False,-0.2687279092291091,0,0.398,104118,131,119,1.0,8058.830079323193,False,0.16405199922138078,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,345191,0.0,0.0,7,0,0,3,4,4.0,6,9,14,162.0,126.0,9,7,14,200,0.9349654709803872,129.1886978429975
73,14,0,0,0,10.0,20,10.0,9.454613213943935,20,9.5,23.034504504032196,0,,18.86929210782905,4,20.0,47.00000000000001,0,,15,10.988000000000003,2858.0,731,0,0.0,7310.0,False,-0.8111626558422731,5,9.988000000000001,6558.0,749,0,0.0,7490.0,False,-0.7012757320962598,0,0.2,45978,558,479,1.0,16309.201830812137,False,0.09902752848251074,0,8.453000000000001,12757,1006,0,0.0,9511.340893227598,False,-0.6444488793703421,2,3.9190000000000014,38998,602,0,0.0,13866.771711427382,False,-0.2776948284995488,2,3.946000000000001,40048,556,0,0.0,12807.1845042419,False,-0.2695141963811771,0,0.398,104038,125,129,1.0,8421.661513478632,False,0.16514359413535531,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,344306,0.0,0.0,8,0,0,3,6,6.0,5,8,14,144.0,108.0,8,6,14,200,0.8763420699979179,130.06503991299542
74,14,0,0,0,10.0,20,10.0,9.473133737414852,25,9.6,23.6770069031556,5,40.0,18.89340612101673,2,20.0,47.00000000000001,0,,15,11.123000000000001,2548.0,737,0,0.0,7370.0,False,-0.81928095100029,10,10.083,6273.0,763,0,0.0,7630.0,False,-0.7075094230211656,0,0.2,45938,573,484,1.0,16887.77697266602,False,0.1040886912259265,0,8.453000000000001,12757,1006,0,0.0,9529.97253983934,False,-0.6442597447991134,0,3.917000000000001,38998,602,0,0.0,14253.558155699671,False,-0.2746535763822954,2,3.9640000000000013,39798,561,0,0.0,13282.800872670292,False,-0.26970592174343216,0,0.398,103998,117,139,1.0,8743.528516158958,False,0.16644527003723633,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,343381,0.0,0.0,10,0,0,3,6,6.0,5,8,16,144.0,108.0,8,6,16,400,0.8964488520286977,130.96148876502411
75,16,0,0,0,10.0,20,10.0,9.462190504207701,15,9.333333333333334,24.788833024825376,10,38.0,18.89340612101673,0,,47.00000000000001,0,,5,11.158000000000003,2388.0,747,0,0.0,7470.0,False,-0.8224702812409393,10,10.173000000000002,6023.0,773,0,0.0,7730.0,False,-0.7133082052768919,0,0.2,46178,578,484,1.0,17466.941295447534,False,0.11484053695510635,0,8.453000000000001,12757,1006,0,0.0,9518.963647232948,False,-0.6443714988606949,0,3.9170000000000007,38998,602,0,0.0,14922.877480944877,False,-0.26939080452158454,0,3.9620000000000006,39418,571,0,0.0,14154.42365717529,False,-0.268828246130089,0,0.39800000000000013,103998,107,149,1.0,9024.59445494879,False,0.16795790613603423,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,342831,0.0,0.0,10,0,0,5,3,3.0,4,9,18,162.0,126.0,9,7,18,580,0.950241410988383,131.9117301760125
76,18,0,0,0,10.0,20,10.0,9.451879909111817,15,9.333333333333334,25.83782425186001,10,38.0,18.943477032723923,4,20.0,47.00000000000001,0,,10,11.253,2143.0,757,0,0.0,7570.0,False,-0.8281240939402725,5,10.213000000000003,5858.0,783,0,0.0,7830.0,False,-0.7166425050739345,0,0.2,46418,583,484,1.0,18015.952924912435,False,0.12528629504529928,0,8.453000000000001,12757,1006,0,0.0,9508.591188566488,False,-0.6444767923199016,2,3.937000000000001,38948,602,0,0.0,15554.370199619725,False,-0.26521174556046767,2,3.9820000000000007,38988,581,0,0.0,15011.775890330666,False,-0.2688490651806049,0,0.398,103918,101,159,1.0,9386.291180305117,False,0.16904339429264592,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,342101,0.0,0.0,9,0,0,4,5,5.0,6,10,20,180.0,144.0,10,8,20,580,1.4725948229897767,133.38432499900227
77,20,0,0,0,10.0,20,10.0,9.456979620563828,20,9.5,26.351657612068614,5,38.0,18.969384292957063,2,20.0,47.00000000000001,0,,15,11.393,1803.0,766,0,0.0,7660.0,False,-0.8366772977674688,5,10.258000000000003,5683.0,794,0,0.0,7940.0,False,-0.7201217744273702,0,0.2,46418,593,489,1.0,18493.949487295904,False,0.13013855940814034,0,8.453000000000001,12757,1006,0,0.0,9513.721498287212,False,-0.6444247132444705,2,3.955000000000001,38898,602,0,0.0,15863.697882465305,False,-0.26356582888453134,0,3.980000000000001,38798,586,0,0.0,15442.071360672207,False,-0.2684535983592372,0,0.39800000000000013,103878,93,169,1.0,9707.152739245008,False,0.17033965911375482,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,341306,0.0,0.0,10,0,0,3,5,5.0,8,11,22,198.0,162.0,11,9,22,390,1.0783607450430281,134.4626857440453
78,22,0,0,0,10.0,20,10.0,9.487849017500052,20,9.75,27.351406136540717,10,38.0,19.022642144099155,4,20.0,47.00000000000001,0,,0,11.378000000000002,1693.0,777,0,0.0,7770.0,False,-0.8382719628877936,20,10.453000000000003,5218.0,803,0,0.0,8030.0,False,-0.7322992171643955,0,0.2,46603,603,489,1.0,19096.010558320944,False,0.14000619793240215,0,8.453000000000001,12757,1006,0,0.0,9544.776111605051,False,-0.6441094699867521,2,3.9730000000000003,38468,612,0,0.0,16739.06055556292,False,-0.2634450341597506,2,4.000000000000001,38748,586,0,0.0,16027.92399601286,False,-0.2646334015095702,0,0.398,103798,87,179,1.0,10067.969866536629,False,0.17142041346380543,0,0.2,93071,0,0,0.0,0.0,False,0.0017759886336727445,0.25,340356,0.0,0.0,11,0,0,6,6,6.0,6,12,22,216.0,180.0,12,10,22,580,1.165007529023569,135.62769327306887
