index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,25,0,0,0,10.000000000000002,20,10.0,22.888576362489385,15,24.666666666666668,24.09436690384227,24,24.875,36.42588354184026,9,21.0,53.99999999999999,0,,0,4.016,10387,509,0,0.0,5090.000000000001,False,-0.4690207349620201,5,1.366,37158,24,10,1.0,468.8857636248939,False,0.535308679195748,0,0.2,35264,186,138,1.0,7582.297836153259,False,0.19041541447441568,3,4.6400000000000015,4199.0,390,0,0.0,8926.54478137086,False,-0.7359707269359477,9,3.6020000000000008,29392,218,0,0.0,5252.571985037615,False,-0.3358442201141113,0,0.263,49978,157,210,1.0,11432.25114768969,False,0.1552640704815459,0,0.2,61788,139,143,1.0,12785.197812315795,False,0.05523120946817777,0,0.2,64741,0,2,0.0,107.99999999999999,False,0.0028322912152541325,0.5,292907,0.0,0.0,12,0,0,14,3,3.0,19,33,25,167.0,75.0,15,10,25,1108,1.8392426450154744,107.06632870004978
53,25,0,0,0,10.000000000000002,20,10.0,21.84837531356065,17,10.235294117647058,24.554068403525427,21,28.0,35.82005025979993,10,28.4,53.99999999999999,3,54.0,12,4.136000000000001,10034,516,0,0.0,5160.000000000001,False,-0.4820776021350852,0,1.3610000000000002,37133,27,15,1.0,597.7256297034098,False,0.5369272352638761,0,0.2,35678,193,127,1.0,7335.103122764935,False,0.1992669946775929,0,4.637000000000001,4199.0,390,0,0.0,8520.866372288652,False,-0.7421533410709483,8,3.6730000000000005,29184,218,0,0.0,5352.786911968543,False,-0.3391193873346414,0,0.263,49506,168,218,1.0,11933.854448428658,False,0.15067574984368742,0,0.2,61666,139,150,1.0,13078.986986112188,False,0.05561650301888348,0,0.2,64741,0,2,0.0,107.99999999999999,False,0.0028322912152541325,0.5,292141,0.0,0.0,13,0,0,15,5,5.0,17,32,33,205.0,98.0,12,13,33,1171,1.4687623340287246,108.5350910340785
54,33,0,0,0,10.000000000000002,20,10.0,21.98496419132288,28,22.892857142857142,24.232122646526257,3,7.0,36.18596819992661,2,58.0,53.99999999999999,9,54.0,16,4.284000000000001,9699,525,0,0.0,5250.000000000001,False,-0.49398480804762884,0,1.3610000000000002,37467,28,13,1.0,565.8045344871975,False,0.5499857223257482,0,0.2,35353,203,137,1.0,7782.748533412642,False,0.19618307323537917,3,4.667000000000001,3802.0,398,0,0.0,8750.015748146507,False,-0.7507617692613615,0,3.6650000000000005,29184,218,0,0.0,5282.602736942724,False,-0.3398473030249256,0,0.263,49601,161,226,1.0,12079.400559274141,False,0.15415586881364626,0,0.2,62036,131,151,1.0,12894.361834190386,False,0.059914271607366884,0,0.2,64741,0,2,0.0,107.99999999999999,False,0.0028322912152541325,0.5,291883,0.0,0.0,18,0,0,13,3,3.0,22,35,38,215.0,118.0,17,16,38,1246,2.0396376700373366,110.57472870411584
55,38,0,0,0,10.000000000000002,20,10.0,22.318050077531613,34,24.205882352941178,23.828065534299142,3,4.0,35.028757705273,9,21.0,53.99999999999999,6,54.0,10,4.368,9469,533,0,0.0,5330.000000000001,False,-0.5017860808868816,11,1.471,37750,30,10,1.0,523.1805007753162,False,0.5607304557744881,0,0.2,34937,216,147,1.0,8323.424450288801,False,0.19174324022020245,3,4.694000000000001,3305.0,409,0,0.0,9128.08248171043,False,-0.7601487063870027,9,3.755000000000001,28950,218,0,0.0,5194.518286477213,False,-0.3456147370151091,0,0.263,49589,154,236,1.0,11936.308910726497,False,0.15242287654511083,0,0.2,62171,130,155,1.0,12923.73850168549,False,0.06223099812484908,0,0.2,64741,0,2,0.0,107.99999999999999,False,0.0028322912152541325,0.5,290912,0.0,0.0,12,0,0,13,6,5.545454545454545,22,35,26,239.0,105.0,17,21,26,780,1.604748131998349,112.17947683611419
56,26,0,0,0,10.000000000000002,20,10.0,22.318050077531613,0,,23.113345055153193,32,20.09375,35.452990082026,2,58.0,53.99999999999999,14,54.0,0,4.358000000000001,9339,546,0,0.0,5460.000000000001,False,-0.5044549373845206,0,1.4600000000000002,37680,27,20,1.0,716.3610015506323,False,0.5618222336594257,0,0.2,35361,206,140,1.0,7833.386623692959,False,0.1971986500806657,15,4.841000000000001,2988.0,409,0,0.0,9128.08248171043,False,-0.769810983880297,0,3.746000000000001,28950,218,0,0.0,5038.709222023396,False,-0.3472307118792819,0,0.263,49062,176,244,1.0,12718.478309721304,False,0.14960358345662955,0,0.2,62811,122,151,1.0,12479.264790007172,False,0.06869671879842115,0,0.2,64741,0,2,0.0,107.99999999999999,False,0.0028322912152541325,0.5,290932,0.0,0.0,21,0,0,12,2,2.0,21,33,31,126.0,57.0,12,14,31,1496,1.3931191230076365,113.57259595912183
57,31,0,0,0,10.000000000000002,20,10.0,21.33854942861477,35,15.628571428571428,23.613035539832143,16,28.3125,37.400250764161655,33,43.15151515151515,54.0,9,54.0,35,4.708000000000001,8799,557,0,0.0,5570.000000000001,False,-0.5243687127899815,0,1.4600000000000002,37590,26,30,1.0,900.156482858443,False,0.5619001536205798,0,0.2,35261,231,137,1.0,8164.190786967016,False,0.19919212976967524,3,4.856000000000002,2892.0,409,0,0.0,8727.466716303441,False,-0.7788425579690404,14,3.886000000000002,28104,227,0,0.0,5360.159067541897,False,-0.3614453829415472,0,0.263,50136,173,235,1.0,12874.114077968949,False,0.17349575886213098,0,0.2,61873,145,152,1.0,13631.036360803439,False,0.06309227667309043,0,0.2,64741,0,2,0.0,108.0,False,0.0028322912152541325,0.5,289396,0.0,0.0,17,0,0,7,5,5.0,15,22,26,175.0,83.0,12,19,26,2273,1.3588820210425183,114.93147798016435
58,26,0,0,0,10.000000000000002,20,10.0,21.42763308128658,23,22.26086956521739,21.927925320225206,35,14.714285714285714,35.65314570604415,14,21.0,54.0,3,54.0,6,4.733000000000001,8569,566,0,0.0,5660.000000000001,False,-0.5319646889755697,0,1.4600000000000002,37974,27,23,1.0,762.8355608695914,False,0.5748477840457726,0,0.2,35011,231,143,1.0,8085.4765625694035,False,0.19037241774215738,31,5.163000000000001,1879.0,422,0,0.0,9042.461160302937,False,-0.804918599727156,14,4.0120000000000005,27655,227,0,0.0,4977.639047691122,False,-0.3747263057967276,0,0.263,49621,198,245,1.0,13076.749911385408,False,0.1649147452901472,0,0.2,61741,149,159,1.0,13898.31871020058,False,0.06311767713583062,0,0.2,64741,0,2,0.0,108.0,False,0.0028322912152541325,0.5,287191,0.0,0.0,16,0,0,10,7,7.0,11,21,32,114.0,75.0,11,15,32,916,1.5676228959928267,116.49910087615717
59,32,0,0,0,10.000000000000002,20,10.0,20.038921383615595,16,1.4375,23.40846651647504,14,41.0,35.65314570604415,0,,54.0,9,54.0,16,4.887000000000001,7994,577,0,0.0,5770.000000000001,False,-0.5533155409566825,0,1.4600000000000002,37884,26,33,1.0,921.2844056593146,False,0.5744053460410453,0,0.2,35562,237,139,1.0,8003.001213706926,False,0.20591016236446794,0,5.1320000000000014,1879.0,422,0,0.0,8456.424823885782,False,-0.8138499020987902,0,3.998000000000001,27081,241,0,0.0,5641.440430470485,False,-0.37974817533582433,0,0.263,49621,188,255,1.0,13492.343860138564,False,0.1692250810029098,0,0.2,62227,139,160,1.0,13595.787253140137,False,0.06829835984910018,0,0.2,64741,0,2,0.0,108.0,False,0.0028322912152541325,0.5,286989,0.0,0.0,16,0,0,14,3,3.0,6,20,34,115.0,111.0,10,22,34,1260,1.7769665010273457,118.27606737718452
60,34,0,0,0,10.000000000000002,20,10.0,20.038921383615595,0,,23.40846651647504,0,,36.041362302432155,2,59.0,54.00000000000001,9,54.0,0,4.871,7914,585,0,0.0,5850.000000000001,False,-0.5549579141859987,0,1.4600000000000002,37764,28,43,1.0,1141.6736194954706,False,0.5740027431635285,0,0.2,35562,227,149,1.0,8036.696665035521,False,0.2064236872871787,0,5.1320000000000014,1879.0,422,0,0.0,8456.424823885782,False,-0.8138499020987902,0,3.9980000000000007,27081,241,0,0.0,5641.440430470485,False,-0.37974817533582433,0,0.263,49739,178,263,1.0,13645.585325472213,False,0.17326210173901363,0,0.2,62595,131,161,1.0,13415.418461618614,False,0.07259811228269226,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,287275,0.0,0.0,14,0,0,9,0,0.0,13,22,26,189.0,123.0,13,21,26,804,1.8743583469768055,120.15042572416132
61,26,0,0,0,10.000000000000002,20,10.0,20.981848270731852,25,28.8,23.17061138436553,27,21.74074074074074,34.88679868295199,9,21.0,54.000000000000014,2,54.0,2,4.891000000000001,7720,600,0,0.0,6000.000000000001,False,-0.559843974543215,0,1.4600000000000002,38428,23,30,1.0,859.4554481219556,False,0.595472294151549,0,0.2,35605,236,146,1.0,8334.625454010084,False,0.21227483318108506,14,5.272000000000002,1167.0,428,0,0.0,8980.231059873233,False,-0.8275690218868381,9,4.088,26847,241,0,0.0,5584.117343632092,False,-0.3851965676156725,0,0.263,49152,195,273,1.0,14042.365260397171,False,0.165201158086635,0,0.2,62514,130,169,1.0,13661.28382878376,False,0.073247104475823,0,0.2,64741,0,2,0.0,108.00000000000003,False,0.0028322912152541325,0.5,286174,0.0,0.0,15,0,0,6,4,4.0,6,12,27,128.0,97.0,12,14,27,1581,1.835432851978112,121.98585857613944
62,27,0,0,0,10.000000000000002,20,10.0,21.078185998484,11,22.90909090909091,24.245031597718263,12,39.5,33.260230250039214,14,21.0,54.000000000000014,0,,6,4.949000000000001,7524,609,0,0.0,6090.000000000001,False,-0.5660439334838843,0,1.4600000000000002,38521,24,35,1.0,977.73650994694,False,0.6017190825281656,0,0.2,35986,232,146,1.0,8429.913764915154,False,0.2253400659125084,2,5.278000000000001,940.0,433,0,0.0,9126.854537343572,False,-0.8322534970534081,5,4.1290000000000004,26717,241,0,0.0,5843.052615050102,False,-0.38520761045603413,0,0.263,48867,197,274,1.0,13889.574313261244,False,0.1577047264334589,0,0.2,62220,134,179,1.0,14122.870853505257,False,0.07226885759228373,0,0.2,64741,0,2,0.0,108.00000000000003,False,0.0028322912152541325,0.5,285516,0.0,0.0,12,0,0,7,4,4.0,7,14,27,155.0,83.0,14,13,27,1022,1.8370517840376124,123.82291036017705
63,27,0,0,0,10.0,20,10.0,23.253857089654275,28,38.642857142857146,23.30228948790377,19,15.157894736842104,32.7638027860485,11,27.90909090909091,54.00000000000002,10,54.0,0,4.943000000000001,7384,623,0,0.0,6230.0,False,-0.5689180866351878,0,1.4600000000000002,39543,20,17,1.0,595.3155705241227,False,0.635830744621723,0,0.2,36036,227,151,1.0,8797.271272024991,False,0.23246268093186087,14,5.416000000000002,-440.0,456,0,0.0,10603.75883288235,False,-0.8518081133735317,9,4.214,26483,241,0,0.0,5615.8517665848085,False,-0.39241789119682213,0,0.263,48697,206,282,1.0,14039.664020173854,False,0.1557350704243383,0,0.2,62453,135,179,1.0,14089.113376116551,False,0.07561376660772422,0,0.2,64741,0,2,0.0,108.00000000000004,False,0.0028322912152541325,0.5,284897,0.0,0.0,19,0,0,7,3,3.0,7,14,26,208.0,98.0,14,13,26,2145,1.7602080240030773,125.58311838418012
64,26,0,0,0,10.0,20,10.0,23.512967326664842,22,25.90909090909091,22.177005088451043,14,8.928571428571429,35.09736630095172,10,60.0,54.000000000000014,10,54.0,4,4.9830000000000005,7197,632,0,0.0,6320.0,False,-0.5747485115992609,1,1.4700000000000002,39972,21,10,1.0,445.1296732666484,False,0.6503619312926843,0,0.2,35550,237,161,1.0,9143.071075660186,False,0.22291927389143185,14,5.542000000000002,-1666.0,458,0,0.0,10768.939035612499,False,-0.8866596708788633,0,4.205000000000001,26483,241,0,0.0,5344.658226316701,False,-0.39523057700515773,0,0.263,49172,210,282,1.0,14554.628365443103,False,0.17092895896454088,0,0.2,62393,135,179,1.0,14404.144450628484,False,0.07712301469253768,0,0.2,64741,0,2,0.0,108.00000000000003,False,0.0028322912152541325,0.5,283842,0.0,0.0,18,0,0,8,6,12.154761904761905,6,14,27,174.0,95.0,14,12,27,1820,1.6309712410438806,127.214089625224
65,27,0,0,0,10.0,20,10.0,24.20718095608798,20,31.25,24.257526743657962,20,41.0,37.15555972072179,18,49.166666666666664,54.00000000000001,9,54.0,4,5.019000000000001,7057,642,0,0.0,6420.0,False,-0.5784438513652227,6,1.5290000000000004,40282,21,10,1.0,452.07180956087984,False,0.6632328435549348,0,0.2,35985,241,151,1.0,9496.817148709557,False,0.24156939083012607,0,5.528000000000002,-4486.0,464,0,0.0,11232.131963624823,False,-0.9655551700252252,5,4.255000000000002,25738,256,0,0.0,6209.926846376438,False,-0.4017099831320247,0,0.263,49747,205,279,1.0,15339.194144531262,False,0.19099332224824483,0,0.2,61994,143,180,1.0,15033.245040063219,False,0.07581598650454423,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,281058,0.0,0.0,20,0,0,8,5,13.495833333333334,5,13,31,150.0,87.0,13,14,31,2606,1.6167737679788843,128.8308633932029
66,31,0,0,0,10.0,20,10.0,24.165651226724282,2,20.0,26.855380517664265,35,38.94285714285714,39.24041036468976,13,57.0,54.00000000000001,0,,1,5.025000000000001,6953,652,0,0.0,6520.0,False,-0.5806610552247998,0,1.5230000000000004,40201,21,19,1.0,669.1473733077614,False,0.6643635264485271,0,0.2,37321,231,129,1.0,9046.609520152,False,0.2754299183149233,3,5.558000000000002,-23664.0,466,0,0.0,11261.193471653516,False,-1.5496648154161559,0,4.250000000000001,24812,278,0,0.0,7465.795783910666,False,-0.407892760854709,0,0.263,50051,208,276,1.0,16416.272408328543,False,0.20847012392217784,0,0.2,61253,146,190,1.0,15989.099913244707,False,0.07174441213121957,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,261668,0.0,0.0,15,0,0,7,3,797.9824561403508,9,16,32,192.0,109.0,16,15,32,2277,3.258904716989491,132.08976811019238
67,32,0,0,0,10.000000000000002,20,10.0,23.213820596793504,12,8.75,26.50154328585155,4,10.75,43.0962112229935,27,59.0,54.00000000000001,0,,12,5.144000000000001,6667,660,0,0.0,6600.000000000001,False,-0.5907616505850954,0,1.5230000000000004,40081,23,29,1.0,903.2007973070116,False,0.6642414452331556,0,0.2,37216,233,139,1.0,9092.534715786252,False,0.2729293878899393,4,5.595000000000002,-25656.0,466,0,0.0,10817.640398105772,False,-1.6171415447740523,0,4.250000000000001,24812,278,0,0.0,7367.429033466731,False,-0.4089129723343491,0,0.263,51601,202,259,1.0,16515.23045049733,False,0.2416481409124575,0,0.2,59660,163,200,1.0,17824.682429347944,False,0.06129420563786869,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,259122,0.0,0.0,11,0,0,8,5,5.0,7,15,31,203.0,107.0,15,17,31,1793,1.5373556109843776,133.62712372117676
68,31,0,0,0,10.0,20,10.0,22.731366752898314,6,8.666666666666666,26.420608843152305,3,22.0,43.0962112229935,0,,54.00000000000001,0,,1,5.142000000000001,6564,668,0,0.0,6680.0,False,-0.5933483884212687,0,1.5230000000000004,40011,25,34,1.0,1022.8664695985427,False,0.6638239882898491,0,0.2,37164,229,149,1.0,9142.153704043407,False,0.2721006111930536,3,5.621000000000001,-27744.0,466,0,0.0,10592.816906850614,False,-1.6842109103442664,0,4.25,24812,278,0,0.0,7344.929258396341,False,-0.4091463289178749,0,0.263,51535,195,269,1.0,16744.89954339995,False,0.24266111663174875,0,0.2,59660,153,210,1.0,17933.720317118008,False,0.06213799539650541,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,256743,0.0,0.0,11,0,0,7,2,2.0,8,15,30,197.0,113.0,15,16,30,250,1.3143958680448122,134.94151958922157
69,30,0,0,1,10.0,20,10.0,22.731366752898314,0,,26.954831701833335,5,43.0,42.49223316695571,37,40.45945945945946,54.00000000000001,0,,0,5.141000000000002,6454,679,0,0.0,6790.0,False,-0.5956066516115788,0,1.5230000000000004,39921,24,44,1.0,1240.1801371275258,False,0.664590025397814,0,0.2,37379,219,154,1.0,9129.213400967064,False,0.2784566782639458,0,5.618000000000002,-36758.833333333336,466,0,0.0,10592.816906850614,True,-1.9589863716138756,17,4.420000000000001,23989,283,0,0.0,7628.217371618834,False,-0.42327970532868514,0,0.263,52675,185,259,1.0,15992.132255080694,False,0.2585008219946555,0,0.2,58163,180,220,1.0,19528.60197005203,False,0.05131091724487732,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,283322,0.0,0.1,9,0,0,8,5,61.21575984990619,6,14,31,191.0,86.0,14,16,31,1555,1.347304425027687,136.28882401424926
70,31,0,0,0,10.0,20,10.0,22.623131915540068,1,5.0,28.51104686296079,15,43.0,42.7162558259657,2,59.0,54.00000000000001,0,,1,5.151000000000002,6354,687,0,0.0,6870.0,False,-0.5980702114555533,0,1.5230000000000004,39801,26,54,1.0,1481.6491234391638,False,0.6646201831952199,0,0.2,38019,210,149,1.0,8999.003684844572,False,0.2959796952701258,0,5.618000000000002,-36758.833333333336,466,0,0.0,10542.37947264167,True,-1.959755047458318,0,4.4030000000000005,23989,283,0,0.0,8068.626262217904,False,-0.4187120012630639,0,0.263,52148,190,267,1.0,16822.339209495392,False,0.2561797507674437,0,0.2,58045,172,230,1.0,19767.196002066103,False,0.051330991163143894,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,283097,0.0,0.1,11,0,0,8,4,365.7535978835979,3,11,32,167.0,84.0,13,18,32,963,1.7917902360204607,138.08061425026972
71,32,0,0,0,10.0,20,10.0,22.191936392430144,3,1.0,28.51104686296079,0,,42.191707983132034,3,19.0,54.00000000000001,12,54.0,3,5.1800000000000015,6162,699,0,0.0,6990.0,False,-0.6034900431122973,0,1.5230000000000004,39721,24,64,1.0,1660.2839291155292,False,0.6650027495199246,0,0.2,38016,203,159,1.0,9038.219538874084,False,0.29648591104111927,0,5.618000000000001,-36758.833333333336,466,0,0.0,10341.442358872448,True,-1.9628173663099584,0,4.4030000000000005,23989,283,0,0.0,8068.626262217904,False,-0.4187120012630639,0,0.263,52205,180,274,1.0,16692.516422711116,False,0.25601564461730286,0,0.2,58636,165,228,1.0,19273.63181721679,False,0.05665845212357442,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,283470,0.0,0.1,17,0,0,11,4,65.26472222222222,4,15,33,177.0,81.0,15,17,33,905,1.718602311972063,139.79921656224178
72,33,0,0,0,10.0,20,10.0,20.896430455402793,54,17.64814814814815,28.944119298988085,5,41.0,40.294996931670426,12,21.0,54.0,4,54.0,20,5.377000000000002,5626,709,0,0.0,7090.0,False,-0.6234448778484911,0,1.5230000000000004,40456,24,40,1.0,1075.8572182161117,False,0.6831832728026301,0,0.2,37268,247,164,1.0,9908.253887518535,False,0.28694607851009724,0,5.618000000000002,-36758.833333333336,466,0,0.0,9737.736592217701,True,-1.972017954072924,12,4.5230000000000015,23407,288,0,0.0,8335.906358108568,False,-0.4280123383796743,0,0.263,52205,170,284,1.0,16364.279409422375,False,0.25261133200670394,0,0.2,58600,167,234,1.0,19365.26448758896,False,0.05681037955479596,0,0.2,64741,0,2,0.0,108.0,False,0.0028322912152541325,0.5,282303,0.0,0.1,17,0,0,5,5,5.0,7,12,34,157.0,119.0,12,21,34,1456,1.8469293490052223,141.646145911247
73,34,0,0,0,10.0,20,10.0,21.120490663289814,15,23.666666666666668,28.876571769015065,10,28.0,40.740669633111985,3,58.666666666666664,54.0,0,,5,5.407000000000002,5436,719,0,0.0,7190.0,False,-0.6291931841510984,0,1.5230000000000004,40676,24,40,1.0,1084.8196265315926,False,0.6924003208074644,0,0.2,37193,252,164,1.0,10058.121417267505,False,0.28694405963892206,0,5.618000000000002,-36758.833333333336,466,0,0.0,9842.148649093053,True,-1.9704266949764329,0,4.511000000000001,23202,293,0,0.0,8460.835528321413,False,-0.4309689525988777,0,0.263,52306,165,291,1.0,16620.16920512307,False,0.25736033940885583,0,0.2,58424,160,244,1.0,19694.507141297916,False,0.05663427181713858,0,0.2,64741,0,2,0.0,108.0,False,0.0028322912152541325,0.5,281978,0.0,0.1,15,0,0,9,2,2.0,6,15,31,203.0,131.0,15,19,31,976,1.7347157070180401,143.38086161826504
74,31,0,0,0,10.0,20,10.0,20.360954087035907,16,12.4375,30.168185254651597,15,41.0,41.04533483473062,2,58.0,54.0,0,,14,5.542000000000002,5091,730,0,0.0,7300.0,False,-0.641100390063642,0,1.5230000000000004,40608,23,48,1.0,1207.3257961777235,False,0.6921232969857879,0,0.2,37609,258,159,1.0,10049.867609944868,False,0.29949810427250767,0,5.618000000000002,-36758.833333333336,466,0,0.0,9488.204604558732,True,-1.9758208678082776,0,4.511000000000001,22587,308,0,0.0,9291.801058432691,False,-0.4351075415541425,0,0.263,52422,155,299,1.0,16948.623830055454,False,0.2631730986958395,0,0.2,58308,152,254,1.0,19954.890894879056,False,0.05685391951091951,0,0.2,64741,0,2,0.0,108.0,False,0.0028322912152541325,0.5,281366,0.0,0.1,13,0,0,9,3,3.0,4,13,33,204.0,98.0,13,18,33,953,1.5308540830155835,144.91171570128063
75,33,0,0,0,10.0,20,10.0,20.77805558281061,12,26.5,30.168185254651597,0,,41.04533483473062,0,,54.000000000000014,3,54.0,2,5.548000000000002,4949,740,0,0.0,7400.0,False,-0.6448778484910695,0,1.5230000000000004,40818,23,48,1.0,1227.3466679749092,False,0.7011567782380397,0,0.2,37291,260,169,1.0,10500.717759566878,False,0.2966763862406559,0,5.618000000000001,-36758.833333333336,466,0,0.0,9682.573901589743,True,-1.9728586437008797,0,4.511000000000001,22587,308,0,0.0,9291.801058432691,False,-0.4351075415541425,0,0.263,52422,145,309,1.0,17057.395325856243,False,0.26430122306889003,0,0.2,58470,142,261,1.0,19922.43754653175,False,0.059110053446200066,0,0.2,64741,0,2,0.0,108.00000000000003,False,0.0028322912152541325,0.5,281278,0.0,0.1,13,0,0,9,3,1053.252380952381,2,11,33,187.0,111.0,11,22,33,672,1.5193931929534301,146.43110889423406
76,33,0,0,0,10.0,20,10.0,20.467270626829418,3,4.0,30.96047920542732,10,41.0,39.255097677859574,10,21.0,54.000000000000014,0,,3,5.576000000000001,4766,752,0,0.0,7520.0,False,-0.6499281461712174,0,1.5230000000000004,40738,21,58,1.0,1397.1016963561062,False,0.7013570457063459,0,0.2,37689,253,169,1.0,10410.54045430506,False,0.307433254911989,0,5.618000000000001,-36758.833333333336,466,0,0.0,9537.748112102508,True,-1.9750658155718752,10,4.6110000000000015,22122,313,0,0.0,9690.62999129875,False,-0.44061658620487093,0,0.263,52217,140,319,1.0,16856.84324799703,False,0.25796887767841087,0,0.2,58260,142,271,1.0,20208.223870256064,False,0.05807144083340612,0,0.2,64741,0,2,0.0,108.00000000000003,False,0.0028322912152541325,0.5,280533,0.0,0.1,11,0,0,9,2,2.0,3,12,28,126.0,120.0,12,21,28,610,1.9418250460294075,148.37293394026347
77,28,0,0,0,10.0,20,10.0,20.00695077021995,14,15.214285714285714,31.299435230610428,11,35.09090909090909,37.60712779711839,10,21.0,54.00000000000001,9,54.0,9,5.663000000000001,4470,762,0,0.0,7620.0,False,-0.660028741531513,0,1.5230000000000004,40798,21,63,1.0,1470.437898523857,False,0.705326173240071,0,0.2,37862,257,168,1.0,10400.091466689079,False,0.31254711452525413,0,5.618000000000002,-36758.833333333336,466,0,0.0,9323.239058922498,True,-1.9783349732952964,10,4.7010000000000005,21616,319,0,0.0,9984.519838564727,False,-0.44806447096429375,0,0.263,52077,135,329,1.0,16598.16880138436,False,0.2523820116719323,0,0.2,58536,142,272,1.0,20028.212147190814,False,0.06095007233324164,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,280100,0.0,0.1,17,0,0,10,3,3.0,2,12,28,126.0,64.0,12,16,28,1232,1.9604401519754902,150.33337409223896
78,28,0,0,0,10.0,20,10.0,20.072818170264075,21,20.523809523809526,31.299435230610428,0,,36.81401536027704,5,21.0,54.00000000000001,10,54.0,10,5.754000000000001,4240,769,0,0.0,7690.0,False,-0.6680353110244303,0,1.5230000000000004,41009,24,62,1.0,1484.5147265563726,False,0.7142786845936434,0,0.2,37431,268,178,1.0,10950.814740679429,False,0.30780319953486085,0,5.618000000000002,-36758.833333333336,466,0,0.0,9353.933267343058,True,-1.9778671878706964,5,4.7410000000000005,21486,319,0,0.0,9984.519838564727,False,-0.4507610628869638,0,0.263,52077,125,339,1.0,16392.38061096022,False,0.25024767793316827,0,0.2,58971,137,272,1.0,19731.52010435796,False,0.06538661629695701,0,0.2,64741,0,2,0.0,108.00000000000001,False,0.0028322912152541325,0.5,279955,0.0,0.1,15,0,0,7,3,921.9708333333334,5,12,20,171.0,62.0,12,16,20,1081,1.4545894479961134,151.78796354023507
