index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,11,0,0,0,10.0,12,10.0,24.80077670697322,20,26.0,17.38476626751492,1,14.0,17.983159945945577,8,38.0,51.00000000000001,20,51.0,10,1.6320000000000003,45452,3,10,1.0,278.0077670697322,False,0.1785493714076845,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.392,34516,332,0,0.0,8233.857866715109,False,-0.31597710771512316,1,5.304000000000001,38351,355,0,0.0,8804.275730975492,False,-0.2430259412261593,0,1.514,71538,37,40,1.0,1362.562749735875,False,0.02576921205692682,0,7.292000000000001,-78907.25,979,0,0.0,17019.686175897106,True,-1.9998921512968033,7,1.2600000000000002,120189,0,8,0.8,408.00000000000006,False,0.07938030643989995,8,4.915000000000001,92168,785,0,0.0,14116.780557567277,False,-0.11038838183251024,0.35,441219,0.0,0.1,12,0,0,4,9,9.0,21,25,13,90.0,33.0,5,6,13,939,1.8182751040440053,270.0817178177531
53,13,0,0,0,10.000000000000002,8,10.0,24.80077670697322,0,,17.38476626751492,0,,19.028797425714366,5,50.0,51.00000000000001,12,51.0,0,1.622,45372,1,20,1.0,506.0155341394644,False,0.1794283881467722,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.392,34516,332,0,0.0,8233.857866715109,False,-0.31597710771512316,0,5.303000000000002,38351,355,0,0.0,8804.275730975492,False,-0.2430259412261593,0,1.514,71788,27,45,1.0,1325.6845733800492,False,0.029058195961792797,0,7.292000000000001,-78907.25,979,0,0.0,17019.686175897106,True,-1.9998921512968033,0,1.2530000000000001,119939,0,13,0.5,663.0000000000001,False,0.07828203587982678,12,5.027000000000001,91917,785,0,0.0,14937.605979185777,False,-0.10895917132489182,0.3125,440888,0.0,0.1,5,0,0,9,6,6.0,17,26,18,90.0,69.0,5,8,18,330,2.1170504030305892,272.1987682207837
54,18,0,0,0,10.000000000000002,12,10.0,24.80077670697322,0,,17.38476626751492,0,,22.069412797835806,15,50.0,51.00000000000001,13,51.0,0,1.6220000000000003,45252,3,30,1.0,774.0233012091966,False,0.17979039526948082,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.392000000000002,34516,332,0,0.0,8233.857866715109,False,-0.31597710771512316,0,5.303000000000002,38351,355,0,0.0,8804.275730975492,False,-0.2430259412261593,0,1.5140000000000002,72538,17,40,1.0,1178.317538461186,False,0.038664281929274784,0,7.292000000000002,-78907.25,979,0,0.0,17019.686175897106,True,-1.9998921512968033,0,1.2530000000000001,119439,0,23,1.0,1173.0000000000002,False,0.07608549475968047,13,5.145000000000001,91377,790,0,0.0,17434.836110290285,False,-0.10260610140717469,0.375,440478,0.0,0.1,9,0,0,7,5,5.0,21,28,20,144.0,105.0,8,10,20,870,2.0399376080022193,274.2387058287859
55,20,0,0,0,10.000000000000002,10,10.0,24.80077670697322,0,,17.3592264860168,1,14.0,23.049373192901605,5,50.0,51.000000000000014,10,51.0,0,1.6220000000000003,45152,3,40,1.0,1022.0310682789288,False,0.18041090720037906,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.402000000000002,34498,332,0,0.0,8233.857866715109,False,-0.316295810241726,0,5.303000000000002,38351,355,0,0.0,8804.275730975492,False,-0.2430259412261593,0,1.514,72774,8,45,1.0,1176.0956055687068,False,0.042000536933234134,0,7.292000000000002,-78907.25,979,0,0.0,16994.682729810447,True,-2.00006971997862,0,1.2530000000000001,119189,0,28,0.5,1428.0000000000005,False,0.07498722419960731,10,5.232000000000001,91190,790,0,0.0,18209.004822392268,False,-0.10081225032323995,0.3125,440159,0.0,0.1,6,0,0,7,5,5.0,23,30,22,180.0,105.0,10,10,22,350,2.2324343899963424,276.47114021878224
56,22,0,0,0,10.000000000000002,12,10.0,24.81422400369365,12,25.0,17.331297229973547,1,14.0,24.060593950667464,5,50.0,51.000000000000014,8,51.0,0,1.6220000000000003,45332,5,38,1.0,992.9405121403587,False,0.18468799131605257,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.401000000000002,34198,344,0,0.0,8536.093057270615,False,-0.3189318768279306,1,5.3130000000000015,38333,355,0,0.0,8809.049521311246,False,-0.24330238211272115,0,1.5140000000000002,73010,0,49,0.9,1178.9691035827057,False,0.045372978507085424,0,7.292000000000002,-78907.25,979,0,0.0,16967.339988144104,True,-2.0002639017957238,0,1.2530000000000001,118939,0,33,0.5,1683.0000000000005,False,0.07388895363953416,8,5.302000000000001,91064,790,0,0.0,19007.869221027297,False,-0.09836080106049319,0.3,439881,0.0,0.1,8,0,0,9,4,4.0,19,28,17,165.0,126.0,10,12,17,670,2.111670279991813,278.58281049877405
57,17,0,0,0,10.000000000000002,10,10.0,24.828183785094147,13,25.0,17.300804425771993,1,14.0,24.060593950667464,0,,51.000000000000014,13,51.0,0,1.622,45557,5,35,1.0,918.9864324782951,False,0.1895484752414215,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.4010000000000025,33873,357,0,0.0,8863.66161127861,False,-0.32178631339720415,1,5.322000000000002,38315,355,0,0.0,8814.005243708421,False,-0.24357721238240387,0,1.514,72996,0,50,0.1,1203.029697533373,False,0.0453450017579247,0,7.292000000000002,-78907.25,979,0,0.0,16937.487532830783,True,-2.0004759070177487,0,1.2530000000000001,118939,0,33,0.0,1683.0000000000005,False,0.07388895363953416,13,5.424000000000002,90803,790,0,0.0,19007.869221027297,False,-0.100700789763996,0.1375,439488,0.0,0.1,5,0,0,7,6,6.0,21,28,19,126.0,105.0,7,10,19,425,2.406208130007144,280.9890186287812
58,19,0,0,0,10.000000000000002,9,10.0,24.918482210345314,13,26.0,17.235001388613323,2,14.0,24.060593950667464,0,,51.000000000000014,8,51.0,0,1.622,45805,4,32,1.0,837.39143073105,False,0.19490475947072494,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.411000000000001,33517,370,0,0.0,9219.838417827767,False,-0.3249363620298893,1,5.331000000000001,38297,355,0,0.0,8846.061184672586,False,-0.24361212853739814,0,1.5140000000000002,72968,0,52,0.2,1251.150885434708,False,0.045289048259603046,0,7.292000000000002,-78907.25,979,0,0.0,16873.066359452445,True,-2.0009334112672934,0,1.2530000000000001,118939,0,33,0.0,1683.0000000000005,False,0.07388895363953416,8,5.491000000000001,90673,790,0,0.0,19007.869221027297,False,-0.10186630137876751,0.15,439204,0.0,0.1,5,0,0,13,6,6.0,16,29,16,162.0,105.0,9,10,16,428,2.1170710700098425,283.10608969879104
59,16,0,0,0,10.0,10,10.0,25.003779211737317,13,26.0,17.199565393603702,1,14.0,25.96567645542603,14,42.285714285714285,51.000000000000014,13,51.0,0,1.6220000000000003,46043,4,29,1.0,765.1095971403822,False,0.2001229138292367,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.420000000000002,33447,372,0,0.0,9301.405866766281,False,-0.3254536565204211,0,5.330000000000001,38011,366,0,0.0,9151.383191495857,False,-0.2459729882655867,0,1.514,73546,0,39,0.1,1012.6613817616152,False,0.0518049952543257,0,7.292000000000002,-78907.25,979,0,0.0,16838.374520338024,True,-2.0011797846719834,0,1.2530000000000001,118679,0,38,0.5,1938.0000000000005,False,0.07270102833986318,13,5.613,90057,799,0,0.0,20746.5754878854,False,-0.09959487045838052,0.2,438788,0.0,0.1,10,0,0,14,6,6.0,14,28,16,144.0,84.0,8,8,16,1030,2.297368192987051,285.4034578917781
60,16,0,0,0,10.0,9,10.0,25.029935425089217,4,26.0,17.16109162443124,1,14.0,27.883444024930572,10,51.0,51.00000000000001,10,51.0,0,1.6220000000000003,46057,3,35,1.0,906.0477398781226,False,0.20230647993845158,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.429000000000001,33403,373,0,0.0,9336.165913558278,False,-0.32592498173163237,0,5.330000000000001,37933,369,0,0.0,9236.04617185792,False,-0.24660452405444575,0,1.514,74042,0,30,0.1,836.5033207479172,False,0.05759891570732141,0,7.292000000000001,-78907.25,979,0,0.0,16800.708700318184,True,-2.0014472786001125,0,1.2530000000000001,118169,0,48,1.0,2448.0000000000005,False,0.07041483248011907,10,5.700000000000001,89879,799,0,0.0,22278.871775919528,False,-0.0943218435887021,0.2625,438488,0.0,0.1,9,0,0,10,5,5.0,15,25,18,126.0,87.0,7,9,18,704,2.019416472001467,287.42287436377956
61,18,0,0,0,10.0,12,10.0,25.10800146637253,12,26.0,17.119413877366966,1,14.0,28.78627118788761,5,50.0,51.00000000000001,8,51.0,0,1.622,46249,5,33,1.0,878.5640483902936,False,0.2069145389358688,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.428000000000002,33403,373,0,0.0,9365.284546956955,False,-0.3256671988973162,1,5.340000000000001,37603,381,0,0.0,9566.148558687935,False,-0.24952505746659873,0,1.514,74278,0,26,0.1,748.4430508850779,False,0.06032556672739918,0,7.292000000000001,-78907.25,979,0,0.0,16759.90618594226,True,-2.001737048604913,0,1.2530000000000001,118169,0,48,0.0,2448.0000000000005,False,0.07041483248011907,8,5.7700000000000005,89495,804,0,0.0,23144.16203506164,False,-0.09388571694626262,0.1375,438202,0.0,0.1,8,0,0,16,5,5.0,14,30,13,162.0,87.0,9,9,13,682,2.0707077489933,289.49358211277286
62,13,0,0,0,10.0,11,10.0,25.20034045301199,23,25.73913043478261,17.074375620989585,1,14.0,29.706714353143568,5,50.0,51.00000000000001,9,51.0,0,1.6220000000000003,46731,6,20,1.0,564.0068090602398,False,0.21530874274971878,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.438000000000001,33283,377,0,0.0,9500.52835078552,False,-0.3265945895750144,0,5.339000000000002,37113,400,0,0.0,10080.136181204796,False,-0.25365059419248925,0,1.5140000000000002,74514,0,22,0.1,653.5477157691585,False,0.06300367669745863,0,7.292000000000002,-78907.25,979,0,0.0,16715.813732948805,True,-2.0020501829916286,0,1.2530000000000001,117919,0,53,0.5,2703.0000000000005,False,0.0693165619200459,9,5.852,89330,804,0,0.0,23884.19833992743,False,-0.09204763203934312,0.2,437895,0.0,0.1,11,0,0,15,5,5.0,10,25,13,108.0,51.0,6,7,13,952,1.8544731450383551,291.3480552578112
63,13,0,0,0,10.0,8,10.0,25.198934384448005,1,25.0,17.025834342884924,1,14.0,29.706714353143568,0,,51.0,9,51.0,0,1.6220000000000003,46676,4,29,1.0,770.7690971489922,False,0.21655941858583644,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.437000000000002,33283,377,0,0.0,9499.998262936899,False,-0.3265992823621443,1,5.349000000000001,37070,401,0,0.0,10104.77268816365,False,-0.25419383586675004,0,1.514,74500,0,23,0.1,683.2544301223021,False,0.06301579738741776,0,7.292000000000002,-78907.25,979,0,0.0,16668.29182168434,True,-2.0023876725965177,0,1.2530000000000001,117919,0,53,0.0,2703.0,False,0.0693165619200459,9,5.933000000000002,89162,804,0,0.0,23884.19833992743,False,-0.09355383166458629,0.1375,437615,0.0,0.1,5,0,0,14,6,6.0,11,25,15,90.0,69.0,5,8,15,105,1.8051807489828207,293.15323600679403
64,15,0,0,0,10.000000000000002,6,10.0,25.18321788277402,11,25.0,17.025834342884924,0,,29.706714353143568,0,,51.0,10,51.0,0,1.6220000000000003,46891,0,28,1.0,705.1301007176726,False,0.2212688721527979,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.437000000000002,33008,388,0,0.0,9771.08853851632,False,-0.32906842774733697,0,5.348000000000002,37070,401,0,0.0,10098.470370992382,False,-0.25424962932247047,0,1.5140000000000002,74500,0,23,0.0,683.2544301223021,False,0.06301579738741776,0,7.292000000000002,-78907.25,979,0,0.0,16668.29182168434,True,-2.0023876725965177,0,1.2530000000000001,117919,0,53,0.0,2703.0,False,0.0693165619200459,10,6.024000000000002,88973,804,0,0.0,23884.19833992743,False,-0.09524830624298489,0.125,437366,0.0,0.1,4,0,0,14,5,5.0,14,28,16,108.0,87.0,6,9,16,335,1.9340398000204004,295.08727580681443
65,16,0,0,0,10.000000000000002,11,10.0,25.297131187345723,26,25.846153846153847,17.025834342884924,0,,31.667204003862647,10,52.0,51.0,9,51.0,0,1.622,47453,1,12,1.0,313.56557424814866,False,0.23073577673260454,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.437000000000002,32672,401,0,0.0,10144.149606125635,False,-0.33171488866547183,0,5.348000000000001,36734,414,0,0.0,10473.01231156113,False,-0.25688298029744566,0,1.514,75020,0,13,0.0,411.6736520502144,False,0.06847293268979619,0,7.292000000000002,-78907.25,979,0,0.0,16668.29182168434,True,-2.0023876725965177,0,1.2530000000000001,117659,0,58,0.5,2958.0,False,0.06812863662037494,9,6.104000000000002,88550,809,0,0.0,25618.768039124883,False,-0.09126508199318233,0.1875,437093,0.0,0.1,12,0,0,10,5,5.0,15,25,17,126.0,102.0,7,9,17,1302,2.5010134640033357,297.58828927081777
66,17,0,0,0,10.000000000000002,8,10.0,25.297131187345723,0,,17.025834342884924,0,,34.09594227831435,15,50.666666666666664,51.0,9,51.0,0,1.622,47373,0,21,0.9,531.2397549342602,False,0.2314812293833918,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.437000000000002,32672,401,0,0.0,10144.149606125635,False,-0.33171488866547183,0,5.348000000000002,36734,414,0,0.0,10473.01231156113,False,-0.25688298029744566,2,1.5340000000000003,75698,0,0,0.0,0.0,False,0.075179319650593,0,7.292000000000002,-78907.25,979,0,0.0,16668.29182168434,True,-2.0023876725965177,0,1.2530000000000001,116899,5,68,1.0,3638.4797113915715,False,0.0643652879772617,9,6.185000000000001,88392,809,0,0.0,27583.617303156305,False,-0.08387372442304354,0.2375,436773,0.0,0.1,6,0,0,14,5,4.4,13,27,17,144.0,102.0,8,9,17,590,2.3397650150000118,299.9280542858178
67,17,0,0,0,10.000000000000002,12,10.0,25.297131187345723,0,,16.973666364094722,1,14.0,34.81488409598219,5,50.0,51.00000000000001,13,51.0,0,1.6220000000000003,47253,2,31,1.0,804.2110668077174,False,0.231907391515972,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.437,32672,401,0,0.0,10144.149606125635,False,-0.33171488866547183,1,5.358000000000001,36716,414,0,0.0,10473.01231156113,False,-0.2572016828240484,5,1.582,75729,0,1,0.1,34.81488409598219,False,0.07586687652933724,0,7.292000000000002,-78907.25,979,0,0.0,16617.219370448733,True,-2.0027503773137654,0,1.2530000000000001,116649,0,78,1.0,3978.0000000000005,False,0.06364589964048449,13,6.306000000000003,88091,809,0,0.0,28165.24123364959,False,-0.08396506498332598,0.2625,436115,0.0,0.1,7,0,0,17,8,8.0,10,27,19,144.0,102.0,8,9,19,120,2.464991506014485,302.39304579183226
68,19,0,0,0,10.000000000000002,10,10.0,25.40244310425446,24,26.0,16.917772039632123,1,14.0,34.81488409598219,0,,51.00000000000001,6,51.0,0,1.6220000000000003,47777,2,17,1.0,451.8415327723258,False,0.2408985825247172,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.447000000000001,32342,413,0,0.0,10491.209002057092,False,-0.33448530425417333,0,5.357000000000002,36404,426,0,0.0,10821.4407624124,False,-0.25964127585109154,0,1.5770000000000002,75715,0,2,0.1,69.62976819196437,False,0.07591527425745297,0,7.292000000000001,-78907.25,979,0,0.0,16562.49882679985,True,-2.0031389899382157,0,1.2530000000000001,116649,0,78,0.0,3978.0000000000005,False,0.06364589964048449,6,6.353000000000001,88005,809,0,0.0,28165.24123364959,False,-0.08473609574386715,0.1375,435897,0.0,0.1,8,0,0,19,4,4.0,10,29,16,165.0,102.0,10,9,16,724,2.1438651499920525,304.5369109418243
69,16,0,0,0,10.000000000000002,14,10.0,25.444806118144,11,26.0,16.917772039632123,0,,34.81488409598219,0,,51.000000000000014,9,51.0,0,1.622,47923,6,16,1.0,467.116897890304,False,0.24487019049077527,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.4460000000000015,32342,413,0,0.0,10508.704926793473,False,-0.33433041549254167,0,5.357000000000002,36118,437,0,0.0,11119.380273628929,False,-0.26206749169046084,0,1.5770000000000002,75715,0,2,0.0,69.62976819196437,False,0.07591527425745297,0,7.292000000000001,-78907.25,979,0,0.0,16562.49882679985,True,-2.0031389899382157,0,1.2530000000000001,116649,0,78,0.0,3978.000000000001,False,0.06364589964048449,9,6.437,87843,809,0,0.0,28165.24123364959,False,-0.08618850252535165,0.125,435595,0.0,0.1,9,0,0,15,5,5.0,13,28,12,144.0,84.0,8,8,12,426,2.3563920249580406,306.89330296678236
70,12,0,0,0,10.000000000000002,7,10.0,25.444806118144,0,,16.858081221930906,1,14.0,35.636771433338254,5,52.0,51.000000000000014,4,51.0,0,1.6220000000000003,47853,3,26,1.0,691.564959071744,False,0.24596170198365927,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.4460000000000015,32342,413,0,0.0,10508.704926793473,False,-0.33433041549254167,1,5.367000000000002,36100,437,0,0.0,11119.380273628929,False,-0.26238619421706366,3,1.6070000000000002,75838,0,1,0.1,35.636771433338254,False,0.07742089888099812,0,7.292000000000002,-78907.25,979,0,0.0,16504.061516270358,True,-2.003553998180027,0,1.2530000000000001,116649,0,78,0.0,3978.000000000001,False,0.06364589964048449,4,6.468000000000001,87533,814,0,0.0,29008.331946737337,False,-0.08518844553592314,0.1375,435320,0.0,0.1,4,0,0,18,4,3.6,8,26,16,108.0,48.0,6,6,16,70,1.7225417930167168,308.6158447597991
71,16,0,0,0,10.000000000000002,13,10.0,25.5375339812016,28,26.0,16.858081221930906,0,,37.1126993515287,10,51.0,51.000000000000014,11,51.0,2,1.6420000000000003,48409,6,10,1.0,315.375339812016,False,0.25547222805051206,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.4460000000000015,32030,425,0,0.0,10853.45194201068,False,-0.336802599709532,0,5.366000000000001,35684,453,0,0.0,11568.502893484325,False,-0.26577574945126214,9,1.694,75949,0,0,0.0,0.0,False,0.078744407357432,0,7.292000000000002,-78907.25,979,0,0.0,16504.061516270358,True,-2.003553998180027,0,1.2530000000000001,116139,0,88,1.0,4488.000000000001,False,0.06135970378074037,11,6.5740000000000025,87310,814,0,0.0,30209.73727214436,False,-0.08180216214891493,0.25,434526,0.0,0.1,8,0,0,17,9,8.3,11,28,16,162.0,66.0,9,7,16,754,2.107042415998876,310.72288717579795
72,16,0,0,0,10.000000000000002,10,10.0,25.582898435675233,26,25.846153846153847,16.79455881938187,1,14.0,38.45210192450254,10,51.0,51.000000000000014,12,51.0,16,1.8000000000000003,48605,6,10,1.0,315.82898435675236,False,0.260544785755826,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.4460000000000015,31644,440,0,0.0,11256.475311697102,False,-0.34006909371893007,1,5.376000000000001,35380,464,0,0.0,11870.464874153307,False,-0.2684850575067432,10,1.7850000000000004,75995,0,1,0.1,38.45210192450254,False,0.07967084796480729,0,7.292000000000002,-78907.25,979,0,0.0,16441.87308417485,True,-2.0039956460182173,0,1.2530000000000001,115889,0,93,0.5,4743.000000000001,False,0.06026143322066721,12,6.683000000000001,86785,819,0,0.0,31492.27147616758,False,-0.08075977247345066,0.2,433303,0.0,0.1,5,0,0,13,12,11.09090909090909,14,27,16,144.0,84.0,8,8,16,100,2.3091550890239887,313.03204226482194
73,16,0,0,0,10.0,11,10.0,25.582898435675233,0,,16.79455881938187,0,,39.03939555525861,5,50.0,51.000000000000014,9,51.0,0,1.7840000000000003,48495,7,20,1.0,581.6579687135047,False,0.2611371363963591,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.4460000000000015,31644,440,0,0.0,11256.475311697102,False,-0.34006909371893007,0,5.375000000000001,35380,464,0,0.0,11870.464874153307,False,-0.2684850575067432,4,1.8150000000000002,76081,0,0,0.0,0.0,False,0.08061927419927561,0,7.292000000000002,-78907.25,979,0,0.0,16441.87308417485,True,-2.0039956460182173,0,1.2530000000000001,115639,0,98,0.5,4998.000000000002,False,0.05916316266059405,9,6.761000000000003,86627,819,0,0.0,31973.2649597568,False,-0.08002015008312426,0.1875,432871,0.0,0.1,6,0,0,14,5,4.8,14,28,16,126.0,87.0,7,9,16,110,2.34063613897888,315.3726784038008
74,16,0,0,0,10.0,8,10.0,25.542039404568357,12,25.0,16.727210237097044,1,14.0,39.03939555525861,0,,51.000000000000014,12,51.0,0,1.7840000000000003,48715,5,18,1.0,509.7567092822304,False,0.2658949011126335,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.456000000000001,31626,440,0,0.0,11238.497338010076,False,-0.34054695251323436,0,5.375000000000001,35080,476,0,0.0,12158.010756574538,False,-0.27125116630451546,0,1.8110000000000004,76067,0,1,0.1,39.03939555525861,False,0.08069767342912629,0,7.292000000000002,-78907.25,979,0,0.0,16375.938822118005,True,-2.0044638958730348,0,1.2530000000000001,115639,0,98,0.0,4998.000000000002,False,0.05916316266059405,12,6.872000000000002,86366,819,0,0.0,31973.2649597568,False,-0.08236013878662705,0.1375,432498,0.0,0.1,5,0,0,11,7,7.0,14,25,16,108.0,90.0,6,10,16,380,2.028630421962589,317.4013088257634
75,16,0,0,0,10.0,11,10.0,25.236961250321677,38,24.0,16.65608644574686,1,14.0,39.03939555525861,0,,51.000000000000014,8,51.0,20,1.9840000000000004,49097,6,10,1.0,312.3696125032168,False,0.2732185091058734,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.465000000000002,30696,478,0,0.0,12063.267477653762,False,-0.34971168507185185,0,5.375000000000003,35080,476,0,0.0,12012.793555153119,False,-0.27253675211004863,0,1.811,76053,0,2,0.1,78.07879111051722,False,0.08077607265897674,0,7.292000000000002,-78907.25,979,0,0.0,16306.308630386175,True,-2.0049583933642063,0,1.2530000000000001,115792,0,95,0.0,4845.000000000001,False,0.05984902141851729,5,6.910000000000002,86299,819,0,0.0,31973.2649597568,False,-0.08296082554193238,0.1375,432022,0.0,0.1,6,0,0,14,6,5.052631578947368,13,27,14,126.0,72.0,7,9,14,263,2.923841598967556,320.32515042473096
76,14,0,0,0,10.0,16,10.0,25.236961250321677,0,,16.58128839164237,1,14.0,38.84085276513514,9,36.888888888888886,51.00000000000002,20,51.0,0,1.9640000000000004,48937,12,20,1.0,624.7392250064336,False,0.27311988451306,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,1,6.474,30678,478,0,0.0,12063.267477653762,False,-0.3500303875984546,0,5.375000000000001,35080,476,0,0.0,12012.793555153119,False,-0.27253675211004863,7,1.8810000000000002,76069,0,1,0.1,38.84085276513514,False,0.08072467049758635,0,7.292000000000001,-78907.25,979,0,0.0,16233.08133541788,True,-2.0054784366492586,0,1.2530000000000001,115940,0,92,0.5,4692.000000000002,False,0.060490052806641624,12,7.025000000000001,85963,823,0,0.0,31966.02182570622,False,-0.08600569385727769,0.2,431672,0.0,0.1,11,0,0,14,9,8.5,10,24,19,90.0,72.0,5,9,19,568,2.2566784680238925,322.58182889275486
77,19,0,0,0,10.0,13,10.0,25.236961250321677,0,,16.50297044261281,1,14.0,39.44252290809454,5,50.0,51.00000000000002,11,51.0,0,1.9640000000000006,48807,15,30,1.0,907.1088375096504,False,0.2734090171325308,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.473000000000002,30678,478,0,0.0,12063.267477653762,False,-0.3500303875984546,1,5.385000000000002,35062,476,0,0.0,12012.793555153119,False,-0.27285545463665145,4,1.9140000000000001,76141,0,1,0.1,39.44252290809454,False,0.08175159806056456,0,7.292000000000001,-78907.25,979,0,0.0,16156.40806331794,True,-2.0060229524656066,0,1.2530000000000001,115843,0,94,0.5,4794.000000000002,False,0.0600776410044917,8,7.093000000000001,85844,823,0,0.0,32461.196353361804,False,-0.08485284809187013,0.2,431380,0.0,0.1,6,0,0,17,5,4.8,12,29,17,162.0,105.0,9,10,17,283,2.3340975799947046,324.91592647274956
78,17,0,0,0,10.0,6,10.0,25.3299833934916,24,26.0,16.42134256501497,1,14.0,41.05089271867504,15,50.0,51.000000000000014,20,51.0,0,1.9640000000000006,49371,11,16,1.0,515.2797342958656,False,0.28292420295594906,0,0.2,39005,0,0,0.0,0.0,False,0.008298004342880777,0,6.473000000000002,30366,490,0,0.0,12411.691862810883,False,-0.35247001661846983,1,5.394000000000002,34732,488,0,0.0,12361.0318960239,False,-0.2756154332050506,14,2.0500000000000003,76198,0,1,0.1,41.05089271867504,False,0.08257262192116106,0,7.292000000000002,-78907.25,979,0,0.0,16076.494371149656,True,-2.0065904809946047,0,1.2530000000000001,116205,0,87,0.5,4437.000000000001,False,0.061722805476111496,8,7.165000000000002,85209,833,0,0.0,34195.393634656306,False,-0.08277197377304665,0.2,431086,0.0,0.1,11,0,0,14,8,7.8,12,26,17,162.0,84.0,9,8,17,1296,2.2969555479940027,327.21288202074356
