index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,13,0,0,0,10.000000000000002,20,10.0,29.563394949635644,0,,22.284807975999225,0,,22.657165035596925,0,,45.00000000000001,14,45.0,0,1.199,13584,550,0,0.0,5500.000000000001,False,-0.23357732732732733,0,0.40700000000000003,29154,4,80,1.0,2405.0715959708514,False,0.42438700253309997,0,0.2,27774,0,10,0.0,222.84807975999226,False,0.008806310682294902,0,4.268000000000001,5046.0,536,0,0.0,15845.979693004705,False,-0.5308230284891704,0,1.262,39573,0,1,0.0,22.657165035596925,False,0.04557248164288004,0,7.409000000000002,-34703,309,0,0.0,6886.00566458376,True,-1.8256952684357253,0,0.2,60501,0,23,0.0,1035.0000000000002,False,0.2033308353711446,10,4.710000000000002,32326,735,0,0.0,16653.01630116374,False,-0.19830188233450605,0.125,207958,0.0,0.1,14,0,0,4,6,6.0,2,6,15,78.0,66.0,6,7,15,380,1.0655624363571405,91.43481297977269
53,15,0,0,0,10.000000000000002,20,10.0,29.790731267719504,16,32.0,22.284807975999225,0,,24.530766634944083,10,50.0,45.00000000000001,14,45.0,0,1.1990000000000003,13444,564,0,0.0,5640.000000000001,False,-0.23686186186186187,0,0.40700000000000003,29606,0,74,1.0,2204.5141138112435,False,0.4408904399824335,0,0.2,27774,0,10,0.0,222.84807975999226,False,0.008806310682294902,0,4.268000000000001,4534.0,552,0,0.0,16444.483659781166,False,-0.5385195778203248,9,1.352,39674,0,0,0.0,0.0,False,0.04794104440159539,0,7.409000000000002,-34703,309,0,0.0,6886.00566458376,True,-1.8256952684357253,0,0.2,60386,0,25,0.5,1125.0000000000002,False,0.20195038258262996,11,4.810000000000001,31870,740,0,0.0,18152.76730985862,False,-0.19250643577089785,0.1875,207288,0.0,0.1,16,0,0,4,9,8.8,2,6,18,93.0,87.0,6,9,18,847,1.062515476718545,92.49732845649123
54,18,0,0,0,10.000000000000002,20,10.0,29.937712879175102,11,32.0,22.284807975999225,0,,24.291269941299024,5,18.0,45.000000000000014,13,45.0,0,1.199,13384,570,0,0.0,5700.000000000001,False,-0.23826951951951952,0,0.40700000000000003,29818,4,73,1.0,2225.4530401797824,False,0.4513291347639776,0,0.2,27774,0,10,0.0,222.84807975999226,False,0.008806310682294902,0,4.268000000000001,4182.0,563,0,0.0,16854.93235097558,False,-0.5438294560636788,5,1.393,39559,0,0,0.0,0.0,False,0.0449034575662326,0,7.409000000000002,-34703,309,0,0.0,6886.00566458376,True,-1.8256952684357253,0,0.2,60566,0,21,0.0,945.0000000000003,False,0.20372525045357734,9,4.889000000000001,31628,745,0,0.0,18096.996106267772,False,-0.1978287833648756,0.125,206911,0.0,0.1,13,0,0,9,7,7.0,2,11,14,168.0,66.0,11,7,14,732,1.3019528947770596,93.79928135126829
55,14,0,0,0,10.000000000000002,20,10.0,30.284443153662544,19,33.0,22.284807975999225,0,,26.228492703356757,10,50.0,45.00000000000002,20,45.0,0,1.1990000000000003,13324,576,0,0.0,5760.000000000001,False,-0.23967717717717718,0,0.40700000000000003,30305,8,64,1.0,2018.2043618344028,False,0.4693178575880819,0,0.2,27774,0,10,0.0,222.84807975999226,False,0.008806310682294902,0,4.268000000000002,3555.0,582,0,0.0,17625.5459154316,False,-0.5525731510847334,10,1.488,39609,0,0,0.0,0.0,False,0.04622414749465121,0,7.4090000000000025,-34703,309,0,0.0,6886.00566458376,True,-1.8256952684357253,0,0.2,60811,0,15,0.5,675.0000000000003,False,0.2058945334069575,9,4.9700000000000015,31229,750,0,0.0,19671.369527517567,False,-0.19017344869135472,0.1875,206607,0.0,0.1,16,0,0,5,7,7.0,3,8,18,129.0,78.0,8,6,18,1322,1.0072850156575441,94.80656636692584
56,18,0,0,0,10.000000000000002,20,10.0,30.284443153662544,0,,22.09972411465279,1,14.0,27.264006276914255,5,52.0,45.00000000000002,20,45.0,0,1.199,13214,587,0,0.0,5870.000000000001,False,-0.24225788288288289,0,0.40700000000000003,30215,7,74,1.0,2311.0487933710283,False,0.4719652963910244,0,0.2,27774,0,10,0.0,220.9972411465279,False,0.008772831943175744,1,4.278000000000001,3537.0,582,0,0.0,17625.5459154316,False,-0.5532243340671514,5,1.5280000000000002,39650,0,1,0.1,27.264006276914255,False,0.04766718622093717,0,7.4090000000000025,-34703,309,0,0.0,6828.8147514277125,True,-1.8264505830657478,0,0.2,60866,0,13,0.5,585.0000000000002,False,0.20609174094817387,13,5.091000000000001,30973,750,0,0.0,20448.00470768569,False,-0.18756404603133936,0.2,206229,0.0,0.1,13,0,0,6,8,8.0,2,8,21,144.0,90.0,8,10,21,515,1.2963604405522346,96.10292680747807
57,21,0,0,0,10.000000000000002,20,10.0,30.39098261156478,10,32.0,22.09972411465279,0,,28.235675954548448,5,50.0,45.00000000000002,20,45.0,0,1.1990000000000003,13134,595,0,0.0,5950.000000000001,False,-0.24413475975975976,0,0.40700000000000003,30415,9,74,1.0,2338.9327132557937,False,0.48200386433126396,0,0.2,27774,0,10,0.0,220.9972411465279,False,0.008772831943175744,0,4.277000000000001,3217.0,592,0,0.0,17991.46170604635,False,-0.5581820833144066,4,1.5630000000000004,39736,0,0,0.0,0.0,False,0.049578699912834465,0,7.409000000000002,-34703,309,0,0.0,6828.8147514277125,True,-1.8264505830657478,0,0.2,61361,0,2,0.0,90.00000000000004,False,0.21097262759327917,9,5.168000000000002,30575,755,0,0.0,21317.93534568408,False,-0.18683506206432834,0.125,206212,0.0,0.1,18,0,0,10,6,5.8,3,13,16,159.0,84.0,13,8,16,1015,1.474322011694312,97.57724881917238
58,16,0,0,0,10.000000000000002,20,10.0,30.39098261156478,0,,22.09972411465279,0,,28.235675954548448,0,,45.00000000000002,9,45.0,0,1.199,13034,605,0,0.0,6050.000000000001,False,-0.24648085585585586,0,0.40700000000000003,30315,9,84,1.0,2642.8425393714415,False,0.4844416887052234,0,0.2,27774,0,10,0.0,220.9972411465279,False,0.008772831943175744,0,4.277000000000001,3217.0,592,0,0.0,17991.46170604635,False,-0.5581820833144066,0,1.5590000000000004,39736,0,0,0.0,0.0,False,0.049578699912834465,0,7.409000000000002,-34703,309,0,0.0,6828.8147514277125,True,-1.8264505830657478,0,0.2,61361,0,2,0.0,90.00000000000004,False,0.21097262759327917,9,5.249000000000002,30425,755,0,0.0,21317.93534568408,False,-0.189793175182574,0.125,205862,0.0,0.1,10,0,0,6,6,6.0,4,10,16,165.0,62.0,10,6,16,200,1.1417050957679749,98.71895391494036
59,16,0,0,0,10.000000000000002,20,10.0,30.39098261156478,0,,22.09972411465279,0,,28.235675954548448,0,,45.000000000000014,20,45.0,0,1.199,12964,612,0,0.0,6120.000000000001,False,-0.24812312312312312,0,0.40700000000000003,30185,12,94,1.0,2976.7523654870893,False,0.486175684250354,0,0.2,27774,0,10,0.0,220.9972411465279,False,0.008772831943175744,0,4.277000000000001,3217.0,592,0,0.0,17991.46170604635,False,-0.5581820833144066,0,1.559,39736,0,0,0.0,0.0,False,0.049578699912834465,0,7.409000000000002,-34703,309,0,0.0,6828.8147514277125,True,-1.8264505830657478,9,0.29000000000000004,61303,0,0,0.0,0.0,False,0.2089413899187505,9,5.330000000000001,30283,755,0,0.0,21317.93534568408,False,-0.19259352226784654,0.125,205462,0.0,0.1,11,0,0,7,9,8.5,3,10,10,135.0,78.0,10,6,10,245,1.2146347872912884,99.93358870223165
60,10,0,0,0,10.000000000000002,20,10.0,30.574744936116048,25,31.64,21.903539377673816,1,14.0,30.296851311480225,10,52.0,45.000000000000014,20,45.0,0,1.199,12924,616,0,0.0,6160.000000000001,False,-0.24906156156156156,0,0.40700000000000003,30816,18,79,1.0,2595.4048499531677,False,0.506836637808586,0,0.2,27774,0,10,0.0,219.03539377673815,False,0.008737345231472684,1,4.287000000000001,2408.0,617,0,0.0,18864.6176255836,False,-0.5716551330297446,10,1.6590000000000003,39792,0,1,0.1,30.296851311480225,False,0.05145800009656192,0,7.409000000000002,-34703,309,0,0.0,6768.193667701209,True,-1.8272511996130218,12,0.401,60542,0,10,1.0,450.0000000000001,False,0.19837106570955274,8,5.401000000000002,30166,755,0,0.0,22874.12274016757,False,-0.17955625601317768,0.2625,204422,0.0,0.1,13,0,0,3,13,13.0,2,5,11,75.0,59.0,5,5,11,991,0.9412994515150785,100.87488815374672
61,11,0,0,0,10.000000000000002,20,10.0,30.855233687183944,20,33.0,21.903539377673816,0,,32.1166601717477,10,51.0,45.00000000000002,17,45.0,0,1.1990000000000003,12864,622,0,0.0,6220.000000000001,False,-0.2504692192192192,0,0.40700000000000003,31336,22,69,1.0,2349.011124415692,False,0.525455403632125,0,0.2,27774,0,10,0.0,219.03539377673815,False,0.008737345231472684,0,4.2860000000000005,1748.0,637,0,0.0,19654.783858736173,False,-0.5812389867097864,9,1.739,39903,0,0,0.0,0.0,False,0.053989804273752606,0,7.409000000000002,-34703,309,0,0.0,6768.193667701209,True,-1.8272511996130218,0,0.389,60607,0,8,0.5,360.00000000000017,False,0.1987654807919855,10,5.493000000000002,29730,760,0,0.0,24408.66173052825,False,-0.17302337175072713,0.1875,203962,0.0,0.1,16,0,0,3,7,6.8,3,6,14,108.0,60.0,6,5,14,1175,0.852825315669179,101.7277134694159
62,14,0,0,0,10.000000000000002,20,10.0,30.855233687183944,0,,21.69641047584501,1,14.0,32.94930347522535,5,50.0,45.00000000000002,20,45.0,0,1.199,12734,635,0,0.0,6350.000000000001,False,-0.25351914414414417,0,0.40700000000000003,31266,19,79,1.0,2627.5634612875315,False,0.528705974598525,0,0.2,27774,0,10,0.0,216.9641047584501,False,0.008699878893684463,1,4.296,1730.0,637,0,0.0,19654.783858736173,False,-0.5818901696922044,5,1.7800000000000002,39934,0,1,0.1,32.94930347522535,False,0.0552437901618535,0,7.409000000000002,-34703,309,0,0.0,6704.190837036108,True,-1.8280964785515186,2,0.40900000000000003,60947,0,0,0.0,0.0,False,0.2019208014514475,10,5.583000000000002,29312,765,0,0.0,25206.21715854739,False,-0.17340244972640018,0.1375,203697,0.0,0.1,16,0,0,6,9,8.5,2,8,20,129.0,78.0,8,6,20,515,1.0253120176494122,102.75302548706532
63,20,0,0,0,10.0,20,10.0,30.917812939475507,9,32.0,21.69641047584501,0,,32.94930347522535,0,,45.000000000000014,20,45.0,0,1.1990000000000003,12574,651,0,0.0,6510.0,False,-0.2572728978978979,0,0.40700000000000003,31514,13,80,1.0,2603.4250351580404,False,0.5397763005620787,0,0.2,27774,0,10,0.0,216.9641047584501,False,0.008699878893684463,0,4.295000000000001,1442.0,646,0,0.0,19972.907158901176,False,-0.586554750761501,0,1.7750000000000004,39934,0,1,0.0,32.94930347522535,False,0.0552437901618535,0,7.4090000000000025,-34703,309,0,0.0,6704.190837036108,True,-1.8280964785515186,11,0.5170000000000001,60758,0,0,0.0,0.0,False,0.198193578922458,9,5.663000000000001,29174,765,0,0.0,25206.21715854739,False,-0.1761239137951862,0.125,203170,0.0,0.1,12,0,0,5,8,8.0,4,9,18,147.0,123.0,9,11,18,488,1.1061012148857117,103.85912670195103
64,18,0,0,0,10.0,20,10.0,30.917812939475507,0,,21.478639902688503,1,14.0,32.94930347522535,0,,45.000000000000014,20,45.0,0,1.199,12484,660,0,0.0,6600.0,False,-0.2593843843843844,0,0.40700000000000003,31404,14,90,1.0,2922.6031645527955,False,0.5421031147839902,0,0.2,27774,0,10,0.0,214.78639902688502,False,0.008660487646097994,1,4.305000000000001,1424.0,646,0,0.0,19972.907158901176,False,-0.587205933743919,0,1.7750000000000004,39920,0,2,0.1,65.8986069504507,False,0.055309155114377645,0,7.4090000000000025,-34703,309,0,0.0,6636.8997299307475,True,-1.8289851854257806,10,0.6060000000000001,60583,0,0,0.0,0.0,False,0.1947424469511714,10,5.754000000000001,29004,765,0,0.0,25206.21715854739,False,-0.17947644199586457,0.1375,202593,0.0,0.1,12,0,0,6,12,12.0,2,8,12,129.0,105.0,8,10,12,200,1.1038864590227604,104.96301316097379
65,12,0,0,0,10.0,20,10.0,31.120738059302926,16,33.0,21.25068573101103,1,14.0,34.73558429582195,10,52.0,45.00000000000001,20,45.0,0,1.1990000000000003,12384,670,0,0.0,6700.0,False,-0.2617304804804805,0,0.40700000000000003,31832,14,84,1.0,2754.141996981446,False,0.5582334364907434,0,0.2,27774,0,10,0.0,212.5068573101103,False,0.008619254346829261,1,4.314000000000001,878.0,662,0,0.0,20601.928595258538,False,-0.5955804826847092,8,1.8550000000000002,40073,0,1,0.1,34.73558429582195,False,0.05893889939374813,0,7.409000000000002,-34703,309,0,0.0,6566.461890882408,True,-1.8299154508718878,9,0.6860000000000002,60177,0,5,0.5,225.00000000000003,False,0.18895440561647078,11,5.854000000000002,28536,770,0,0.0,26746.399907782903,False,-0.17351897227476032,0.2,201654,0.0,0.1,11,0,0,2,14,13.6,3,5,17,75.0,51.0,5,7,17,728,0.8833425994962454,105.84635576047003
66,17,0,0,0,10.0,20,10.0,31.120738059302926,0,,21.25068573101103,0,,34.76053269028381,10,35.0,45.00000000000001,20,45.0,0,1.199,12284,680,0,0.0,6800.0,False,-0.26407657657657657,0,0.40700000000000003,31732,14,94,1.0,3065.349377574475,False,0.5608424685054071,0,0.2,27774,0,10,0.0,212.5068573101103,False,0.008619254346829261,0,4.3130000000000015,878.0,662,0,0.0,20601.928595258538,False,-0.5955804826847092,9,1.9370000000000003,40024,0,0,0.0,0.0,False,0.05718587390052563,0,7.409000000000002,-34703,309,0,0.0,6566.461890882408,True,-1.8299154508718878,5,0.7270000000000001,60255,0,5,0.5,225.00000000000003,False,0.1904926244379585,10,5.9430000000000005,28097,775,0,0.0,26939.412834969953,False,-0.18027320309448253,0.1875,201044,0.0,0.1,13,0,0,4,10,9.8,2,6,20,108.0,108.0,6,11,20,425,1.0543574336916208,106.90071319416165
67,20,0,0,0,10.000000000000002,20,10.0,30.993042703800704,19,30.0,21.25068573101103,0,,33.92573299468752,5,18.0,45.00000000000001,20,45.0,0,1.199,12204,688,0,0.0,6880.000000000001,False,-0.26595345345345345,0,0.40700000000000003,32182,16,85,1.0,2794.40862982306,False,0.5756008030645424,0,0.2,27774,0,10,0.0,212.5068573101103,False,0.008619254346829261,0,4.3130000000000015,308.0,681,0,0.0,21106.262081288278,False,-0.6070786831399992,5,1.9780000000000004,39909,0,0,0.0,0.0,False,0.054148287065162844,0,7.409000000000002,-34703,309,0,0.0,6566.461890882408,True,-1.8299154508718878,7,0.7920000000000003,60293,0,5,0.5,225.00000000000003,False,0.19124201309458075,8,6.013000000000001,27980,775,0,0.0,26292.44307088283,False,-0.18895989714756223,0.1875,200650,0.0,0.1,17,0,0,7,9,9.0,3,10,19,150.0,90.0,10,10,19,995,1.1766123287379742,108.07732552289963
68,19,0,0,0,10.0,20,10.0,31.05144647517672,24,31.416666666666668,21.25068573101103,0,,33.92573299468752,0,,45.00000000000001,20,45.0,0,1.199,12114,697,0,0.0,6970.0,False,-0.26806493993993996,0,0.40700000000000003,32826,17,71,1.0,2374.652699737547,False,0.5959706432933921,0,0.2,27774,0,10,0.0,212.5068573101103,False,0.008619254346829261,0,4.3130000000000015,-1659.0,705,0,0.0,21891.26976499959,False,-0.6640389666992332,0,1.9730000000000003,39909,0,0,0.0,0.0,False,0.054148287065162844,0,7.409000000000002,-34703,309,0,0.0,6566.461890882408,True,-1.8299154508718878,4,0.8250000000000002,60472,0,0,0.0,0.0,False,0.19255344324366963,11,6.115000000000003,27785,775,0,0.0,26292.44307088283,False,-0.19280544420128157,0.125,199221,0.0,0.1,13,0,0,8,12,12.96991167434716,2,10,16,150.0,73.0,10,9,16,335,1.142324611544609,109.21965013444424
69,16,0,0,0,10.0,20,10.0,31.093009823943543,16,31.5,21.013167672409573,1,14.0,34.87353926678114,5,52.0,45.00000000000001,20,45.0,0,1.1990000000000003,12014,707,0,0.0,7070.0,False,-0.27041103603603606,0,0.40700000000000003,33230,17,65,1.0,2191.0456385563302,False,0.6106195016553193,0,0.2,27774,0,10,0.0,210.1316767240957,False,0.008576291091890842,1,4.323,-10473.0,721,0,0.0,22418.060083063294,False,-0.9733727645781186,5,2.0230000000000006,39950,0,1,0.1,34.87353926678114,False,0.05569182412724567,0,7.409000000000002,-34703,309,0,0.0,6493.068810774558,True,-1.830884745889028,11,0.931,60016,0,5,0.5,225.00000000000003,False,0.18577936420288713,9,6.194000000000003,27642,775,0,0.0,27026.99293175538,False,-0.18838257344250042,0.2,190153,0.0,0.1,10,0,0,5,13,38.15738407258064,2,7,21,111.0,87.0,7,9,21,200,1.7996459808200598,111.0192961152643
70,21,0,0,1,10.0,20,10.0,30.990981810372762,16,30.0,21.013167672409573,0,,36.55665561199267,10,51.0,45.00000000000001,20,45.0,0,1.199,11914,717,0,0.0,7170.0,False,-0.27275713213213215,0,0.40700000000000003,33610,17,59,1.0,1998.467926811993,False,0.6239317738084645,0,0.2,27774,0,10,0.0,210.1316767240957,False,0.008576291091890842,0,4.322,-36685.91666666667,737,0,0.0,22840.353594244727,True,-1.91403443562493,9,2.1080000000000005,40061,0,0,0.0,0.0,False,0.0581631844475554,0,7.409000000000002,-34703,309,0,0.0,6493.068810774558,True,-1.830884745889028,5,0.9700000000000002,60188,0,0,0.0,0.0,False,0.18695274907312456,10,6.285000000000003,26966,785,0,0.0,28696.974655414244,False,-0.18524715374877487,0.125,200513,0.0,0.2,13,0,0,9,11,164.32899305555557,2,11,20,183.0,90.0,11,10,20,380,1.070359194651246,112.08965530991554
71,20,0,0,0,10.0,20,10.0,30.990981810372762,0,,21.013167672409573,0,,36.55665561199267,0,,45.00000000000001,20,45.0,0,1.1990000000000003,11794,729,0,0.0,7290.0,False,-0.27557244744744747,0,0.40700000000000003,33530,15,69,1.0,2288.3777449157205,False,0.6269795829794417,0,0.2,27774,0,10,0.0,210.1316767240957,False,0.008576291091890842,0,4.322000000000002,-36685.91666666667,737,0,0.0,22840.353594244727,True,-1.91403443562493,0,2.0990000000000006,40061,0,0,0.0,0.0,False,0.0581631844475554,0,7.4090000000000025,-34703,309,0,0.0,6493.068810774558,True,-1.830884745889028,9,1.0550000000000002,60046,0,0,0.0,0.0,False,0.18415240198785202,11,6.385000000000002,26759,785,0,0.0,28696.974655414244,False,-0.18932934985195385,0.125,199964,0.0,0.2,10,0,0,5,12,116.22135416666669,2,7,16,162.0,123.0,9,11,16,200,0.9289714246988297,113.01862673461437
72,16,0,0,0,10.0,20,10.0,30.990981810372762,0,,21.013167672409573,0,,36.55665561199267,0,,45.000000000000014,18,45.0,0,1.199,11694,739,0,0.0,7390.0,False,-0.27791854354354356,0,0.40700000000000003,33430,15,79,1.0,2598.287563019448,False,0.6295581729311995,0,0.2,27774,0,10,0.0,210.1316767240957,False,0.008576291091890842,0,4.322000000000002,-36685.91666666667,737,0,0.0,22840.353594244727,True,-1.91403443562493,0,2.0990000000000006,40061,0,0,0.0,0.0,False,0.0581631844475554,0,7.4090000000000025,-34703,309,0,0.0,6493.068810774558,True,-1.830884745889028,6,1.106,59969,0,0,0.0,0.0,False,0.18263390392048592,12,6.494000000000002,26528,785,0,0.0,28696.974655414244,False,-0.19388484405405215,0.125,199456,0.0,0.2,9,0,0,5,10,10.0,2,7,10,114.0,87.0,7,9,10,200,0.7795818019658327,113.7982085365802
73,10,0,0,0,10.0,20,10.0,30.990981810372762,0,,21.013167672409573,0,,37.40303510559788,5,52.0,45.00000000000001,11,45.0,0,1.1990000000000003,11624,746,0,0.0,7460.0,False,-0.2795608108108108,0,0.40700000000000003,33300,18,89,1.0,2938.197381123176,False,0.6314329340541285,0,0.2,27774,0,10,0.0,210.1316767240957,False,0.008576291091890842,0,4.322000000000001,-36685.91666666667,737,0,0.0,22840.353594244727,True,-1.91403443562493,5,2.1490000000000005,40116,0,0,0.0,0.0,False,0.05961594336881587,0,7.409000000000002,-34703,309,0,0.0,6493.068810774558,True,-1.830884745889028,0,1.1,59969,0,0,0.0,0.0,False,0.18263390392048592,11,6.5920000000000005,26067,790,0,0.0,29548.397733422324,False,-0.19458075911668457,0.125,198850,0.0,0.2,10,0,0,4,7,170.7764136904762,0,4,7,57.0,63.0,4,6,7,200,0.6617819759994745,114.45999051257968
74,7,0,0,0,10.0,20,10.0,30.990981810372762,0,,21.013167672409573,0,,38.87922325446311,10,51.0,45.00000000000001,9,45.0,0,1.199,11524,756,0,0.0,7560.0,False,-0.2819069069069069,0,0.40700000000000003,33200,18,99,1.0,3248.1071992269035,False,0.6340115240058863,0,0.2,27774,0,10,0.0,210.1316767240957,False,0.008576291091890842,0,4.322000000000001,-36685.91666666667,737,0,0.0,22840.353594244727,True,-1.91403443562493,10,2.244,40176,0,0,0.0,0.0,False,0.0612007712829182,0,7.409000000000002,-34703,309,0,0.0,6493.068810774558,True,-1.830884745889028,0,1.1,59709,0,5,0.5,225.00000000000003,False,0.17972509268754439,9,6.671000000000002,25670,795,0,0.0,30908.982487298174,False,-0.18899401980655745,0.1875,198053,0.0,0.2,10,0,0,3,7,7.0,0,3,7,54.0,42.0,3,4,7,200,0.3814435750246048,114.84143408760428
75,7,0,0,0,10.0,20,10.0,30.990981810372762,0,,21.013167672409573,0,,38.80184195932753,8,38.0,45.0,9,45.0,0,1.199,11414,767,0,0.0,7670.0,False,-0.28448761261261263,0,0.40700000000000003,33110,17,109,1.0,3548.017017330631,False,0.6368247235672537,0,0.2,27774,0,10,0.0,210.1316767240957,False,0.008576291091890842,0,4.322000000000001,-36685.91666666667,737,0,0.0,22840.353594244727,True,-1.91403443562493,8,2.3140000000000005,40128,0,0,0.0,0.0,False,0.05993290895163633,0,7.409000000000002,-34703,309,0,0.0,6493.068810774558,True,-1.830884745889028,0,1.1,59405,0,13,0.8,585.0,False,0.17727971917646132,9,6.752000000000002,25523,795,0,0.0,30847.464357665387,False,-0.1924995626166937,0.225,197354,0.0,0.2,9,0,0,2,8,126.34166666666668,1,3,6,39.0,42.0,3,4,6,200,0.36145728826522827,115.20289137586951
76,6,0,0,0,10.0,0,,30.990981810372762,0,,21.013167672409573,0,,38.80184195932753,0,,45.0,9,45.0,0,1.199,11414,767,0,0.0,7670.0,False,-0.28448761261261263,0,0.40700000000000003,33110,7,119,1.0,3757.9268354343585,False,0.6417494096151081,0,0.2,27774,0,10,0.0,210.1316767240957,False,0.008576291091890842,0,4.322000000000001,-36685.91666666667,737,0,0.0,22840.353594244727,True,-1.91403443562493,0,2.3060000000000005,40128,0,0,0.0,0.0,False,0.05993290895163633,0,7.409000000000002,-34703,309,0,0.0,6493.068810774558,True,-1.830884745889028,0,1.1,59405,0,13,0.0,585.0,False,0.17727971917646132,9,6.833000000000002,25374,795,0,0.0,30847.464357665387,False,-0.1954379549808177,0.125,197205,0.0,0.2,0,0,0,2,5,5.0,0,2,3,36.0,42.0,2,4,3,0,0.3005548492074013,115.50344622507691
77,3,0,0,0,10.0,0,,30.990981810372762,0,,21.013167672409573,0,,38.80184195932753,0,,44.99999999999999,7,45.0,0,1.1990000000000003,11414,767,0,0.0,7670.0,False,-0.28448761261261263,0,0.40700000000000003,33110,0,126,0.7,3904.8637081069683,False,0.6451966898486059,0,0.2,27774,0,10,0.0,210.1316767240957,False,0.008576291091890842,0,4.322000000000001,-36685.91666666667,737,0,0.0,22840.353594244727,True,-1.91403443562493,0,2.3060000000000005,40128,0,0,0.0,0.0,False,0.05993290895163633,0,7.409000000000002,-34703,309,0,0.0,6493.068810774558,True,-1.830884745889028,0,1.1,59405,0,13,0.0,584.9999999999999,False,0.17727971917646132,7,6.894000000000003,25278,795,0,0.0,30847.464357665387,False,-0.19733114737649493,0.0875,197109,0.0,0.2,0,0,0,2,3,3.0,0,2,0,21.0,18.0,2,1,0,0,0.20519718527793884,115.70864341035485
78,0,0,0,0,10.0,0,,30.990981810372762,0,,21.013167672409573,0,,39.44683784921175,5,50.0,44.999999999999986,9,45.0,0,1.199,11414,767,0,0.0,7670.0,False,-0.28448761261261263,0,0.40700000000000003,33110,0,126,0.0,3904.8637081069683,False,0.6451966898486059,0,0.2,27774,0,10,0.0,210.1316767240957,False,0.008576291091890842,0,4.322,-36685.91666666667,737,0,0.0,22840.353594244727,True,-1.91403443562493,5,2.3560000000000003,40173,0,0,0.0,0.0,False,0.06112152988721308,0,7.409000000000002,-34703,309,0,0.0,6493.068810774558,True,-1.830884745889028,0,1.1,59405,0,13,0.0,584.9999999999998,False,0.17727971917646132,9,6.977000000000002,24876,800,0,0.0,31557.470279369398,False,-0.1982579644299775,0.0,196752,0.0,0.2,0,0,0,0,10,439.91308593750006,0,0,0,0.0,0.0,0,0,0,0,0.12706127017736435,115.83570468053222
79,0,0,0,0,10.0,0,,30.990981810372762,0,,21.013167672409573,0,,40.644330147157326,10,50.0,44.999999999999986,19,45.0,0,1.1990000000000003,11414,767,0,0.0,7670.0,False,-0.28448761261261263,0,0.40700000000000003,33110,0,126,0.0,3904.8637081069683,False,0.6451966898486059,0,0.2,27774,0,10,0.0,210.1316767240957,False,0.008576291091890842,0,4.322000000000002,-36685.91666666667,737,0,0.0,22840.353594244727,True,-1.91403443562493,10,2.451,40223,0,0,0.0,0.0,False,0.06244221981563169,0,7.4090000000000025,-34703,309,0,0.0,6493.068810774558,True,-1.830884745889028,0,1.1,59765,0,5,0.0,224.99999999999994,False,0.1808294549183561,11,7.078000000000002,24172,810,0,0.0,32921.907419197436,False,-0.1986875106571208,0.0,196458,0.0,0.2,3,0,0,0,9,76.9368827160494,0,0,0,0.0,0.0,0,0,0,360,0.12674029357731342,115.96244497410953
