index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ind@3,spot_market_loss_07Ind@3,balance_07Ind@3,inventory_07Ind@3_input,inventory_07Ind@3_output,productivity_07Ind@3,assets_07Ind@3,bankrupt_07Ind@3,score_07Ind@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,8,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.291425304701864,6,20.0,48.00000000000001,0,,0,2.297,26631,543,0,0.0,5430.000000000001,False,-0.18053112172237581,0,2.666000000000001,26378,517,0,0.0,5170.000000000001,False,-0.19122615955991176,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,4,4.650000000000001,57503,317,0,0.0,5440.472581456333,False,-0.2587453222877942,2,5.233000000000001,53717,290,0,0.0,4977.088481458475,False,-0.30819688299920933,0,0.5150000000000001,103200,0,69,0.2,3312.0000000000005,False,0.10625098908055072,0,0.36200000000000004,100548,129,128,1.0,8632.593864306542,False,0.10633852331226748,0.15,460333,0.0,0.0,12,0,0,15,3,3.0,11,26,8,72.0,12.0,4,4,8,200,0.757946120982524,73.7381237031077
53,8,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.303158484793247,2,20.0,48.00000000000001,0,,0,2.2970000000000006,26511,555,0,0.0,5550.000000000001,False,-0.1822065845689872,0,2.666000000000001,26298,525,0,0.0,5250.000000000001,False,-0.192343134790986,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,4.646000000000001,57503,317,0,0.0,5440.472581456333,False,-0.2587453222877942,2,5.251000000000001,53667,290,0,0.0,4977.088481458475,False,-0.30881230548674704,0,0.5150000000000001,103200,0,69,0.0,3312.0000000000005,False,0.10625098908055072,0,0.3620000000000001,100508,121,138,1.0,8959.682176659984,False,0.10764193794724898,0.125,460043,0.0,0.0,12,0,0,11,1,1.0,13,24,8,72.0,12.0,4,4,8,200,0.7507557480130345,74.48887945112074
54,8,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.32789039637363,4,20.0,48.00000000000001,0,,0,2.297,26451,561,0,0.0,5610.000000000001,False,-0.18304431599229287,0,2.6660000000000004,26158,539,0,0.0,5390.000000000001,False,-0.19429784144536594,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,4.666000000000001,57453,317,0,0.0,5440.472581456333,False,-0.25936074477533183,2,5.269000000000002,53617,290,0,0.0,4977.088481458475,False,-0.30942772797428475,0,0.5150000000000001,103160,0,71,0.2,3408.0000000000005,False,0.10633539062087884,0,0.36200000000000004,100468,113,148,1.0,9288.05161479022,False,0.10895211064403769,0.15,459663,0.0,0.0,11,0,0,14,2,2.0,12,26,8,72.0,12.0,4,4,8,200,0.75466623500688,75.24354568612762
55,8,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.353389443404915,4,20.0,48.00000000000001,0,,0,2.2970000000000006,26371,569,0,0.0,5690.000000000001,False,-0.18416129122336714,0,2.666000000000001,26038,551,0,0.0,5510.000000000001,False,-0.19597330429197732,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,4.684000000000001,57403,317,0,0.0,5440.472581456333,False,-0.25997616726286954,2,5.287000000000001,53567,290,0,0.0,4977.088481458475,False,-0.31004315046182246,0,0.5150000000000001,103160,0,71,0.0,3408.0000000000005,False,0.10633539062087884,0,0.36200000000000004,100388,107,158,1.0,9654.812670444328,False,0.11004279511760465,0.125,459283,0.0,0.0,12,0,0,16,2,2.0,13,29,8,72.0,12.0,4,4,8,200,0.7524798990343697,75.99602558516199
56,8,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.366736809980548,2,20.0,48.00000000000001,0,,0,2.2970000000000006,26301,576,0,0.0,5760.000000000001,False,-0.1851386445505571,0,2.666000000000001,25908,564,0,0.0,5640.000000000001,False,-0.19778838904247298,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,4.682000000000001,57403,317,0,0.0,5440.472581456333,False,-0.25997616726286954,2,5.3050000000000015,53517,290,0,0.0,4977.088481458475,False,-0.3106585729493601,0,0.5150000000000001,103160,0,71,0.0,3408.0000000000005,False,0.10633539062087884,0,0.3620000000000001,100348,99,168,1.0,9981.306944188076,False,0.11134307614173171,0.125,458993,0.0,0.0,10,0,0,13,1,1.0,13,26,8,72.0,12.0,4,4,8,200,0.7506064950139262,76.74663208017591
57,8,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.380935433217694,2,20.0,48.00000000000001,0,,0,2.2970000000000006,26261,580,0,0.0,5800.000000000001,False,-0.1856971321660942,0,2.666000000000001,25748,580,0,0.0,5800.000000000001,False,-0.20002233950462148,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,4.702000000000002,57353,317,0,0.0,5440.472581456333,False,-0.26059158975040725,0,5.303000000000001,53517,290,0,0.0,4977.088481458475,False,-0.3106585729493601,0,0.5150000000000001,103120,0,73,0.2,3504.0000000000005,False,0.10641979216120694,0,0.3620000000000001,100348,89,178,1.0,10268.903253556377,False,0.11286017436069196,0.15,458703,0.0,0.0,11,0,0,14,1,1.0,14,28,8,72.0,12.0,4,4,8,200,0.7618733330164105,77.50850541319232
58,8,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.410316557530162,4,20.0,48.00000000000001,0,,0,2.2970000000000006,26171,589,0,0.0,5890.000000000001,False,-0.18695372930105275,0,2.6660000000000004,25638,591,0,0.0,5910.000000000001,False,-0.20155818044734858,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,4.720000000000001,57303,317,0,0.0,5440.472581456333,False,-0.26120701223794496,2,5.323,53467,290,0,0.0,4977.088481458475,False,-0.3112739954368978,0,0.5150000000000001,103040,0,77,0.4,3696.0000000000005,False,0.10658859524186316,0,0.36200000000000004,100348,79,188,1.0,10557.415008044885,False,0.11438210164079174,0.175,458323,0.0,0.0,9,0,0,15,2,2.0,12,27,8,72.0,12.0,4,4,8,200,0.7909013869939372,78.29940680018626
59,8,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.425465287752555,2,20.0,48.00000000000001,0,,0,2.2970000000000006,26041,602,0,0.0,6020.000000000001,False,-0.1887688140515484,0,2.666000000000001,25568,598,0,0.0,5980.000000000001,False,-0.20253553377453856,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,4.718000000000001,57303,317,0,0.0,5440.472581456333,False,-0.26120701223794496,2,5.341000000000001,53417,290,0,0.0,4977.088481458475,False,-0.31188941792443553,0,0.5150000000000001,103000,0,79,0.2,3792.0000000000005,False,0.10667299678219128,0,0.36200000000000004,100348,69,198,1.0,10844.357104854927,False,0.11589574882552577,0.15,458033,0.0,0.0,11,0,0,14,1,1.0,15,29,8,72.0,12.0,4,4,8,200,0.7658798640477471,79.06528666423401
60,8,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.456493011552208,4,20.0,48.00000000000001,0,,0,2.297,25951,611,0,0.0,6110.000000000001,False,-0.19002541118650693,0,2.666000000000001,25458,609,0,0.0,6090.000000000001,False,-0.20407137471726564,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,4.718000000000001,57303,317,0,0.0,5440.472581456333,False,-0.26120701223794496,4,5.379000000000001,53309,290,0,0.0,4977.088481458475,False,-0.313218730497517,0,0.5150000000000001,102960,0,81,0.2,3888.0000000000005,False,0.10675739832251939,0,0.36200000000000004,100308,61,208,1.0,11170.846073704686,False,0.11719600186582627,0.15,457645,0.0,0.0,14,0,0,15,2,2.0,12,27,9,72.0,12.0,4,4,9,200,0.8373337340308353,79.90262039826484
61,9,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.487260223553935,4,20.0,48.00000000000001,0,,0,2.2970000000000006,25851,621,0,0.0,6210.000000000001,False,-0.19142163022534975,0,2.666000000000001,25358,619,0,0.0,6190.000000000001,False,-0.20546759375610846,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,2,4.738000000000001,57253,317,0,0.0,5440.472581456333,False,-0.2618224347254826,2,5.395000000000001,53259,290,0,0.0,4977.088481458475,False,-0.3138341529850546,0,0.5150000000000001,102960,0,81,0.0,3888.0000000000005,False,0.10675739832251939,0,0.3620000000000001,100228,55,218,1.0,11535.799312295469,False,0.11827714993034488,0.125,457265,0.0,0.0,10,0,0,16,2,2.0,12,28,9,90.0,27.0,5,4,9,200,0.9217753389966674,80.82439573726151
62,9,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.502893846921573,2,20.0,48.00000000000001,0,,0,2.297,25731,633,0,0.0,6330.000000000001,False,-0.19309709307196113,0,2.6660000000000004,25278,627,0,0.0,6270.000000000001,False,-0.20658456898718272,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,4.7360000000000015,57253,317,0,0.0,5440.472581456333,False,-0.2618224347254826,2,5.413000000000002,53209,290,0,0.0,4977.088481458475,False,-0.31444957547259234,0,0.5150000000000001,102920,0,83,0.2,3984.0000000000005,False,0.1068417998628475,0,0.36200000000000004,100228,45,228,1.0,11821.630223111473,False,0.11978493550198598,0.15,456975,0.0,0.0,9,0,0,15,1,1.0,11,26,9,90.0,27.0,5,4,9,200,0.9322085480089299,81.75660428527044
63,9,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.534438596929146,4,20.0,48.00000000000001,0,,0,2.2970000000000006,25671,639,0,0.0,6390.0,False,-0.1939348244952668,0,2.666000000000001,25138,641,0,0.0,6410.0,False,-0.20853927564156266,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,4,4.776000000000001,57145,317,0,0.0,5440.472581456333,False,-0.26315174729856405,0,5.411000000000001,53209,290,0,0.0,4977.088481458475,False,-0.31444957547259234,0,0.5150000000000001,102880,0,85,0.2,4080.0000000000005,False,0.1069262014031756,0,0.36200000000000004,100188,37,238,1.0,12146.77422808638,False,0.12107809372836617,0.15,456587,0.0,0.0,10,0,0,14,2,2.0,12,26,9,108.0,9.0,6,3,9,200,0.9032338439719751,82.65983812924242
64,9,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.565102164909977,4,20.0,48.00000000000001,8,48.0,0,2.2970000000000006,25551,651,0,0.0,6510.0,False,-0.1956102873418782,0,2.666000000000001,25058,649,0,0.0,6490.0,False,-0.2096562508726369,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,4,4.812000000000001,57045,317,0,0.0,5440.472581456333,False,-0.2643825922736394,0,5.411000000000001,53209,290,0,0.0,4977.088481458475,False,-0.31444957547259234,0,0.5150000000000001,102880,0,85,0.0,4080.0000000000005,False,0.1069262014031756,0,0.3620000000000001,100492,31,240,1.0,12126.518167112212,False,0.12417849958913434,0.125,456591,0.0,0.0,14,0,0,15,1,1.0,12,27,9,90.0,27.0,5,4,9,584,0.9120585069758818,83.5718966362183
65,9,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.658751589721767,15,20.0,48.00000000000001,0,,0,2.2970000000000006,25481,658,0,0.0,6580.0,False,-0.19658764066906817,0,2.666000000000001,24928,662,0,0.0,6620.0,False,-0.21147133562313256,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,10,4.908000000000001,56745,317,0,0.0,5440.472581456333,False,-0.2680751271988656,5,5.461000000000001,53084,290,0,0.0,4977.088481458475,False,-0.3159881316914366,0,0.5150000000000001,102780,0,90,0.5,4320.000000000001,False,0.10713720525399588,0,0.3620000000000001,100292,31,250,1.0,12609.421299281377,False,0.12461582159245337,0.1875,455666,0.0,0.0,11,0,0,9,3,3.0,16,25,10,72.0,45.0,4,5,10,200,0.9622808410204016,84.5341774772387
66,10,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.68395734986681,5,20.0,48.00000000000001,20,48.0,0,2.2970000000000006,25411,665,0,0.0,6650.0,False,-0.19756499399625813,0,2.6660000000000004,24798,675,0,0.0,6750.0,False,-0.21328642037362822,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,5,4.948000000000001,56620,317,0,0.0,5440.472581456333,False,-0.26961368341770986,0,5.456000000000001,53084,290,0,0.0,4977.088481458475,False,-0.3159881316914366,0,0.5150000000000001,103160,0,85,0.5,4080.0000000000005,False,0.10988025531465949,0,0.36200000000000004,100772,21,250,1.0,12413.363104347205,False,0.12864568815924038,0.1875,456201,0.0,0.0,22,0,0,16,1,1.0,12,28,9,144.0,6.0,8,2,9,1160,1.0140371579909697,85.54821463522967
67,9,0,0,0,10.000000000000002,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.923655920879618,21,20.61904761904762,48.0,18,48.0,0,2.2970000000000006,25291,677,0,0.0,6770.000000000001,False,-0.1992404568428695,0,2.666000000000001,24718,683,0,0.0,6830.000000000001,False,-0.21440339560470248,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,8,5.0230000000000015,56388,317,0,0.0,5440.472581456333,False,-0.27246924375988474,13,5.586000000000001,52772,290,0,0.0,4977.088481458475,False,-0.31982836801367176,0,0.5150000000000001,103512,0,80,0.4,3840.0,False,0.11232789998417471,0,0.36200000000000004,100851,28,251,1.0,12605.86236578463,False,0.13049460550606434,0.175,455888,0.0,0.0,22,0,0,14,3,3.0,15,29,9,108.0,9.0,6,3,9,1064,0.9208502909750678,86.46906492620474
68,9,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.928504336151107,5,20.0,48.0,20,48.0,0,2.297,25211,685,0,0.0,6850.0,False,-0.20035743207394377,0,2.666000000000001,24598,695,0,0.0,6950.0,False,-0.21607885845131383,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,5,5.065000000000001,56263,317,0,0.0,5440.472581456333,False,-0.274007799978729,0,5.573000000000002,52772,290,0,0.0,4977.088481458475,False,-0.31982836801367176,0,0.5150000000000001,103992,0,70,0.0,3360.0,False,0.11485994619401804,0,0.36200000000000004,101231,23,251,1.0,12506.355599731476,False,0.13397877090115246,0.125,456423,0.0,0.0,24,0,0,5,1,1.0,22,27,9,90.0,27.0,5,4,9,1160,0.916440949018579,87.38550587522332
69,9,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.440573220056717,24,18.0,48.00000000000001,15,48.0,0,2.2970000000000006,25101,696,0,0.0,6960.0,False,-0.20189327301667084,0,2.666000000000001,24508,704,0,0.0,7040.0,False,-0.21733545558627237,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,24,5.300000000000002,55342,317,0,0.0,5440.472581456333,False,-0.28534388219917334,0,5.573000000000002,52772,290,0,0.0,4977.088481458475,False,-0.31982836801367176,0,0.5150000000000001,104082,1,74,1.0,3571.440573220057,False,0.11692483290193624,0,0.3620000000000001,101429,26,252,1.0,12601.454903721477,False,0.13656936700807876,0.25,455590,0.0,0.0,18,0,0,7,2,2.0,16,23,10,72.0,45.0,4,5,10,920,0.9027681090519764,88.28827398427529
70,10,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.440573220056717,0,,48.0,20,48.0,0,2.297,24981,708,0,0.0,7080.0,False,-0.20356873586328222,0,2.6660000000000004,24428,712,0,0.0,7120.0,False,-0.21845243081734664,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,5.276000000000002,55342,317,0,0.0,5440.472581456333,False,-0.28534388219917334,0,5.573000000000002,52772,290,0,0.0,4977.088481458475,False,-0.31982836801367176,0,0.5150000000000001,104610,0,64,0.1,3072.0,False,0.11986073745845861,0,0.36200000000000004,101861,16,253,1.0,12455.049171520908,False,0.1403547458538847,0.1375,456350,0.0,0.0,21,0,0,8,0,0.0,22,30,9,144.0,6.0,8,2,9,1160,0.9934452579473145,89.28171924222261
71,9,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.344194191433488,21,18.952380952380953,48.0,18,48.0,0,2.2970000000000006,24881,718,0,0.0,7180.0,False,-0.20496495490212505,0,2.666000000000001,24328,722,0,0.0,7220.0,False,-0.21984864985618943,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,7,5.346000000000001,55143,317,0,0.0,5440.472581456333,False,-0.28779326369957337,14,5.713000000000001,52337,290,0,0.0,4977.088481458475,False,-0.32518254365524973,0,0.5150000000000001,104890,0,64,1.0,3072.0,False,0.1228147913699425,0,0.36200000000000004,102047,17,255,1.0,12568.85130125437,False,0.14291739885664587,0.25,455982,0.0,0.0,24,0,0,2,4,4.0,26,28,9,90.0,27.0,5,4,9,1064,0.950148246018216,90.23186748824082
72,9,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.230198396201022,17,18.58823529411765,48.0,20,48.0,0,2.2970000000000006,24791,727,0,0.0,7270.0,False,-0.2062215520370836,0,2.666000000000001,24218,733,0,0.0,7330.0,False,-0.22138449079891653,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,0,5.339000000000002,55143,317,0,0.0,5440.472581456333,False,-0.28779326369957337,17,5.869000000000001,51773,290,0,0.0,4977.088481458475,False,-0.3321245093146749,0,0.5150000000000001,104958,7,66,1.0,3302.6113887734073,False,0.12474870173958641,0,0.3620000000000001,102623,7,253,1.0,12278.611388773406,False,0.14746326628038928,0.25,455862,0.0,0.0,23,0,0,1,2,2.0,24,25,10,72.0,45.0,4,5,10,1160,1.6670782559667714,91.8989457442076
73,10,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.162029328723218,18,18.77777777777778,47.99999999999999,15,48.0,0,2.2970000000000006,24701,736,0,0.0,7360.0,False,-0.2074781491720421,0,2.666000000000001,24108,744,0,0.0,7440.0,False,-0.22292033174164363,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,16,5.4990000000000006,54616,317,0,0.0,5440.472581456333,False,-0.2942798167182206,2,5.872000000000002,51723,290,0,0.0,4977.088481458475,False,-0.3327399318022126,0,0.5150000000000001,104852,13,72,1.0,3705.1063812734014,False,0.1257535811640734,0,0.3620000000000001,103111,0,251,0.9,12047.999999999998,False,0.15139526296354908,0.2375,455467,0.0,0.0,19,0,0,9,3,3.0,21,30,10,108.0,42.0,6,4,10,920,1.047905332990922,92.94685107719852
74,10,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.697907588678,55,20.745454545454546,47.99999999999999,20,48.0,0,2.2970000000000006,24621,744,0,0.0,7440.0,False,-0.20859512440311637,0,2.6660000000000004,23988,756,0,0.0,7560.0,False,-0.22459579458825502,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,36,5.843000000000002,52893,317,0,0.0,5440.472581456333,False,-0.3154872756387696,19,6.060000000000002,51122,290,0,0.0,4977.088481458475,False,-0.3401373101024157,0,0.5150000000000001,104239,58,71,1.0,4550.478640143323,False,0.12374573318638668,0,0.36200000000000004,103543,0,242,0.0,11615.999999999998,False,0.15367410455240807,0.125,452762,0.0,0.0,23,0,0,3,6,6.0,24,27,11,90.0,60.0,5,5,11,1160,1.076530852005817,94.02338192920433
75,11,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.594772065094144,22,18.90909090909091,47.99999999999999,10,48.0,0,2.2970000000000006,24501,756,0,0.0,7560.0,False,-0.21027058724972775,0,2.666000000000001,23908,764,0,0.0,7640.0,False,-0.22571276981932925,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,5,5.857,52768,317,0,0.0,5440.472581456333,False,-0.31702583185761385,17,6.211000000000003,50558,290,0,0.0,4977.088481458475,False,-0.3470792757618409,0,0.5150000000000001,104403,65,71,1.0,4681.660184231119,False,0.12616796003708983,0,0.36200000000000004,103443,0,247,0.5,11855.999999999998,False,0.15388510840322836,0.1875,451937,0.0,0.0,18,0,0,5,3,3.0,22,27,11,126.0,57.0,7,4,11,680,1.1076486480305903,95.13103057723492
76,11,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.619873315702293,10,20.0,47.99999999999999,20,48.0,0,2.297,24371,769,0,0.0,7690.0,False,-0.2120856720002234,0,2.666000000000001,23838,771,0,0.0,7710.0,False,-0.22669012314651923,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,5,5.902000000000002,52643,317,0,0.0,5440.472581456333,False,-0.3185643880764581,5,6.244000000000002,50433,290,0,0.0,4977.088481458475,False,-0.34861783198068513,0,0.5150000000000001,104835,55,72,1.0,4535.093032363626,False,0.12995248737861279,0,0.36200000000000004,103771,0,246,1.0,11807.999999999998,False,0.1570923669356966,0.25,452247,0.0,0.0,22,0,0,10,2,2.0,20,30,10,144.0,39.0,8,3,10,1160,1.0435455340193585,96.17457611125428
77,10,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.38828359278584,30,18.266666666666666,47.99999999999999,20,48.0,0,2.2970000000000006,24251,781,0,0.0,7810.0,False,-0.21376113484683476,0,2.666000000000001,23758,779,0,0.0,7790.0,False,-0.22780709837759347,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,30,6.197000000000001,51308,317,0,0.0,5440.472581456333,False,-0.3349961684937145,0,6.2390000000000025,50433,290,0,0.0,4977.088481458475,False,-0.34861783198068513,0,0.5150000000000001,104895,71,71,1.0,4784.568135087794,False,0.13190150411503818,0,0.3620000000000001,104123,0,241,0.4,11567.999999999998,False,0.1595400116052118,0.175,451124,0.0,0.0,20,0,0,4,3,3.0,22,26,9,126.0,24.0,7,3,9,1160,1.0116121649625711,97.18618827621685
78,9,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.310459776517117,17,18.58823529411765,48.0,20,48.0,0,2.297,24121,794,0,0.0,7940.0,False,-0.21557621959733042,0,2.6660000000000004,23688,786,0,0.0,7860.0,False,-0.22878445170478345,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,5,6.217000000000001,51183,317,0,0.0,5440.472581456333,False,-0.33653472471255874,12,6.359000000000003,50109,290,0,0.0,4977.088481458475,False,-0.3526057696999294,0,0.5150000000000001,105419,66,68,1.0,4538.490345250129,False,0.13613172097510215,0,0.36200000000000004,104243,2,244,1.0,11750.620919553034,False,0.16176937764178426,0.25,451119,0.0,0.0,27,0,0,2,2,2.0,24,26,9,90.0,27.0,5,4,9,1160,0.9624923270312138,98.14868060324807
79,9,0,0,0,10.0,20,10.0,9.564832381583503,0,,17.16237407399474,0,,19.095452131844787,40,18.25,48.0,20,48.0,0,2.2970000000000006,24071,799,0,0.0,7990.0,False,-0.21627432911675185,0,2.666000000000001,23538,801,0,0.0,8010.0,False,-0.23087878026304767,0,0.2,59510,0,0,0.0,0.0,False,0.02462121212121212,0,5.3210000000000015,32846,469,0,0.0,4485.906386962663,False,-0.39585135686154727,11,6.322000000000002,50886,317,0,0.0,5440.472581456333,False,-0.3401903342885327,29,6.637000000000002,48830,290,0,0.0,4977.088481458475,False,-0.36834827693114364,0,0.5150000000000001,105511,85,65,1.0,4743.113431206807,False,0.13818174516646525,0,0.36200000000000004,104381,3,247,1.0,11913.286356395534,False,0.16408338005167244,0.25,449573,0.0,0.0,22,0,0,2,4,4.0,23,25,10,90.0,27.0,5,4,10,1160,0.9645959599874914,99.11327656323556
