index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,39,0,0,0,10.000000000000002,20,10.0,11.7621376994925,14,11.642857142857142,42.25687712844269,4,44.0,49.75014295483192,14,65.85714285714286,57.99999999999999,12,58.0,9,6.833000000000003,20009.0,510,0,0.0,5100.000000000001,False,-0.4416365526459086,5,6.8560000000000025,18999.0,590,0,0.0,5900.000000000001,False,-0.45673481510816294,0,0.2,53406,236,382,1.0,18917.991560145336,False,0.11587403979751619,0,0.2,53225,181,397,1.0,18904.92714359989,False,0.11254528235085198,4,1.8240000000000003,77123,0,7,0.7,348.25100068382346,False,-0.007547980993234815,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000002,100673,8,83,1.0,5212.001143638655,False,-0.06570352832571033,12,4.829000000000001,88533,253,0,0.0,12586.786167572476,False,-0.1421686500715905,0.4625,489853,0.0,0.0,13,0,0,18,10,9.23076923076923,26,44,43,311.0,141.0,22,17,43,376,6.242471001984086,457.44532581680687
55,43,0,0,0,10.000000000000002,20,10.0,11.773578095463943,34,11.852941176470589,42.25687712844269,0,,51.229626336878034,13,63.0,57.99999999999999,12,58.0,15,6.974000000000001,19619.0,519,0,0.0,5190.000000000001,False,-0.45017573387456067,19,7.041000000000002,18470.0,601,0,0.0,6010.000000000001,False,-0.46846690757883275,0,0.2,53226,241,392,1.0,19402.128155356346,False,0.11697577218662998,0,0.2,53002,190,407,1.0,19435.52882941432,False,0.11329613601553441,6,1.8800000000000003,77636,0,0,0.0,0.0,False,-0.0031970212492777816,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,99854,11,93,1.0,5957.525889705657,False,-0.06974034353591547,12,4.937000000000001,88228,253,0,0.0,12961.095463230142,False,-0.14323471864436083,0.375,487920,0.0,0.0,10,0,0,11,15,14.461538461538462,25,36,52,231.0,201.0,14,29,52,200,5.506596810999326,462.9519226278062
56,52,0,0,0,10.000000000000002,20,10.0,11.779338960268602,29,11.827586206896552,42.30330400497961,4,43.0,51.229626336878034,0,,57.99999999999999,10,58.0,14,7.099000000000001,19249.0,529,0,0.0,5290.000000000001,False,-0.45809613385475967,15,7.172000000000002,18070.0,611,0,0.0,6110.000000000001,False,-0.4771298450571754,0,0.2,53003,250,402,1.0,19950.762950068955,False,0.11788667261363714,0,0.2,53054,190,413,1.0,19709.338956507614,False,0.11664926208803825,0,1.874,77464,0,4,0.4,204.91850534751214,False,-0.004089885694629849,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,99854,1,103,1.0,6025.229626336877,False,-0.0694341081836004,10,5.025000000000001,88008,253,0,0.0,12961.095463230142,False,-0.14522491241686358,0.425,486587,0.0,0.0,11,0,0,13,11,11.0,26,39,51,330.0,246.0,20,32,51,372,6.9834250519634224,469.9353476797696
57,51,0,0,0,10.000000000000002,20,10.0,11.794940696296628,43,11.883720930232558,42.30330400497961,0,,49.227206839373956,8,23.0,57.99999999999999,9,58.0,24,7.325000000000002,18635.0,534,0,0.0,5340.000000000001,False,-0.47267462006831346,19,7.347000000000002,17526.0,626,0,0.0,6260.000000000001,False,-0.48873818127815455,0,0.2,52787,258,412,1.0,20472.05594969613,False,0.11867916244826789,0,0.2,52759,205,423,1.0,20312.260436847184,False,0.11676394231896604,4,1.9140000000000004,77444,0,0,0.0,0.0,False,-0.005662194260769082,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,99670,0,112,0.9,6495.999999999999,False,-0.06896926055255016,9,5.105000000000001,87826,253,0,0.0,12454.48333036161,False,-0.14916283706481878,0.3625,484532,0.0,0.0,10,0,0,19,13,12.5,25,44,49,322.0,255.0,21,30,49,200,6.252350388967898,476.1876980687375
58,49,0,0,0,10.000000000000002,20,10.0,11.804344795537938,38,11.868421052631579,42.30330400497961,0,,49.227206839373956,0,,57.99999999999999,13,58.0,23,7.531000000000003,18000.0,541,0,0.0,5410.000000000001,False,-0.48752537003118657,15,7.478000000000002,17101.0,639,0,0.0,6390.000000000001,False,-0.49764863125587844,0,0.2,52619,262,422,1.0,20944.732626532335,False,0.11989219009294368,0,0.2,52476,219,433,1.0,20902.482144378977,False,0.11697891389654197,0,1.9100000000000004,77444,0,0,0.0,0.0,False,-0.005662194260769082,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,99670,0,112,0.0,6495.999999999999,False,-0.06896926055255016,13,5.226000000000001,87478,253,0,0.0,12454.48333036161,False,-0.15231096175950498,0.25,482673,0.0,0.0,12,0,0,16,15,15.0,29,45,52,337.0,249.0,21,28,52,200,7.268193900992628,483.45589196973015
59,52,0,0,0,10.000000000000002,20,10.0,11.786863105536085,25,11.6,40.506172964823115,9,29.0,49.1068788284065,2,43.0,57.99999999999999,14,58.0,10,7.608000000000002,17735.0,550,0,0.0,5500.000000000001,False,-0.4929706450175734,15,7.613000000000001,16691.0,650,0,0.0,6500.000000000001,False,-0.5064353249839116,0,0.2,52384,272,432,1.0,20704.6934855094,False,0.11359047771011414,0,0.2,52682,214,434,1.0,20102.067771317954,False,0.11353167342348688,2,1.9300000000000004,77165,0,9,0.9,441.9619094556585,False,-0.006407126472005812,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,99823,0,110,0.1,6379.999999999999,False,-0.06810985869624216,11,5.323,87150,254,0,0.0,12473.147222415251,False,-0.155193739834564,0.375,481515,0.0,0.0,15,0,0,19,14,14.0,24,43,50,347.0,267.0,23,29,50,635,6.8181950190337375,490.2740869887639
60,50,0,0,0,10.000000000000002,20,10.0,11.790907464959892,29,11.827586206896552,40.91745072482758,8,44.0,47.447469388198556,8,28.125,57.99999999999999,20,58.0,5,7.648000000000002,17555.0,561,0,0.0,5610.000000000001,False,-0.4960645512598386,24,7.838000000000003,16002.0,659,0,0.0,6590.000000000001,False,-0.5223751299440622,0,0.2,52380,277,438,1.0,21187.92478526837,False,0.11780823246949941,0,0.2,52695,218,440,1.0,20574.096146285392,False,0.11795175591782832,0,1.9280000000000004,77038,0,9,0.8,427.027224493787,False,-0.008133612219979488,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,100171,0,104,0.0,6031.999999999999,False,-0.06653579634889906,14,5.452000000000001,86528,262,0,0.0,12431.236979708021,False,-0.16101012746418547,0.35,480254,0.0,0.0,16,0,0,24,14,14.0,23,47,48,428.0,275.0,25,25,48,1125,8.04730069602374,498.3213876847876
61,48,0,0,0,10.000000000000002,20,10.0,11.780427726193777,33,11.696969696969697,41.10666751153056,4,44.0,49.00653734210416,10,63.2,58.0,20,58.0,15,7.793000000000002,17185.0,568,0,0.0,5680.000000000001,False,-0.5043562199891094,18,7.994000000000002,15476.0,672,0,0.0,6720.000000000001,False,-0.5337854561655364,0,0.2,52393,281,444,1.0,21561.66056618002,False,0.12135595227097656,0,0.2,52472,227,450,1.0,21172.15747403474,False,0.11930132483123651,1,1.9380000000000002,77443,0,4,0.4,196.02614936841664,False,-0.004416600440595697,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,100061,0,105,1.0,6090.0,False,-0.06726854951059326,11,5.548000000000002,86275,262,0,0.0,12839.71278363129,False,-0.1614512457544133,0.425,479190,0.0,0.0,19,0,0,13,14,13.11111111111111,30,43,41,396.0,224.0,22,26,41,963,12.98567456298042,511.30706224776804
62,41,0,0,0,10.000000000000002,20,10.0,11.790730935337104,37,11.864864864864865,41.344261959544156,6,43.666666666666664,50.52694767181802,9,65.88888888888889,58.00000000000001,20,58.0,13,7.908000000000002,16859.0,576,0,0.0,5760.000000000001,False,-0.5114350774714123,24,8.216000000000003,14757.0,684,0,0.0,6840.000000000001,False,-0.5500965298747587,0,0.2,52213,290,453,1.0,22148.262638921264,False,0.1233670823696795,0,0.2,52475,235,455,1.0,21582.460961396813,False,0.12299608571096088,5,1.987,77519,0,6,0.6,303.16168603090813,False,-0.002753022494505264,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000002,100113,0,103,0.8,5974.000000000001,False,-0.06732282752257061,10,5.6370000000000005,85984,263,0,0.0,13288.58723768814,False,-0.16205339491917944,0.425,477805,0.0,0.0,19,0,0,14,15,14.625,24,38,46,273.0,193.0,16,25,46,1107,6.523341937048826,517.8304041848169
63,46,0,0,0,10.0,20,10.0,11.803679816091867,18,12.0,41.614119491402796,7,43.857142857142854,50.841781548998306,2,65.0,58.0,20,58.0,14,8.035000000000002,16469.0,588,0,0.0,5880.0,False,-0.5196029899509925,4,8.232,14621.0,692,0,0.0,6920.0,False,-0.5524726498688184,0,0.2,52364,293,456,1.0,22434.51667419459,False,0.12858793221323986,0,0.2,52415,230,465,1.0,22065.411921203427,False,0.1262173342670308,0,1.9820000000000002,77342,0,11,0.7,559.2595970389814,False,-0.0033815266287539596,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,100686,0,93,0.1,5394.0,False,-0.06476271462430569,9,5.717000000000001,85730,264,0,0.0,13422.230328935553,False,-0.16374667398393575,0.35,477512,0.0,0.0,22,0,0,23,9,9.0,20,43,51,315.0,201.0,24,22,51,1275,6.628545376006514,524.4589495608234
64,51,0,0,0,10.0,20,10.0,11.811885543536242,38,11.868421052631579,41.76641416932586,4,44.0,52.454583210117924,10,65.8,58.0,17,58.0,14,8.161,16119.0,596,0,0.0,5960.0,False,-0.5272758774318103,24,8.468,13902.0,704,0,0.0,7040.0,False,-0.5687837235780407,0,0.2,52324,301,462,1.0,22851.460894832955,False,0.1315783667468356,0,0.2,52180,240,475,1.0,22673.899260878483,False,0.1274464318376775,0,1.9820000000000002,77824,0,5,0.4,262.27291605058963,False,0.0009005130387789608,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,100376,0,97,1.0,5626.0,False,-0.06651770367823995,11,5.8180000000000005,85475,264,0,0.0,13848.009967471133,False,-0.16412761679962765,0.425,476085,0.0,0.0,18,0,0,22,13,13.0,26,48,54,360.0,213.0,25,26,54,1382,6.99734990100842,531.4562994618318
65,54,0,0,0,10.0,20,10.0,11.810234067255246,24,11.791666666666666,40.72677609936193,5,29.0,53.76209900384155,9,65.88888888888889,57.999999999999986,20,58.0,10,8.247000000000002,15879.0,603,0,0.0,6030.0,False,-0.5323498836691253,14,8.584000000000001,13497.0,717,0,0.0,7170.0,False,-0.5771991485570022,0,0.2,52264,296,472,1.0,22718.867602806386,False,0.12933656036713342,0,0.2,52102,249,480,1.0,22489.600810440283,False,0.12442622797131801,4,2.0220000000000002,78068,0,5,0.5,268.81049501920774,False,0.0040753065097208765,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,101007,0,86,0.1,4987.999999999999,False,-0.06369524705541785,8,5.887000000000001,84798,272,0,0.0,14623.2909290449,False,-0.1667452600412292,0.325,475500,0.0,0.0,16,0,0,14,10,9.5,23,37,51,309.0,236.0,18,36,51,1106,6.86361742799636,538.3199168898282
66,51,0,0,0,10.0,20,10.0,11.79893009200977,10,11.5,40.72677609936193,0,,54.141498708459835,3,64.66666666666667,57.999999999999986,19,58.0,10,8.337000000000002,15614.0,612,0,0.0,6120.0,False,-0.5377951586555121,0,8.57,13387.0,728,0,0.0,7280.0,False,-0.5785604673035988,0,0.2,52149,296,482,1.0,23122.78938712734,False,0.13088014437338996,0,0.2,52102,239,490,1.0,22776.064580677677,False,0.1269686403312004,0,2.0180000000000007,78262,0,2,0.0,108.28299741691967,False,0.005535616597656253,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,101464,0,78,0.1,4523.999999999999,False,-0.061659821606267304,10,5.979000000000002,84444,274,0,0.0,14834.770646117995,False,-0.16899110452987098,0.2625,475307,0.0,0.0,16,0,0,14,8,8.0,30,44,49,339.0,249.0,23,28,49,916,7.899269265995827,546.219186155824
67,49,0,0,0,10.000000000000002,20,10.0,11.816058130631923,23,12.0,40.62899940239783,7,39.857142857142854,55.73336636466532,17,63.0,57.999999999999986,15,58.0,0,8.327000000000002,15504.0,623,0,0.0,6230.000000000001,False,-0.5391564774021088,23,8.8,12738.0,737,0,0.0,7370.000000000001,False,-0.5935102222662244,0,0.2,52305,295,486,1.0,23231.43085810176,False,0.13461340556030454,0,0.2,51949,243,499,1.0,23145.172827540075,False,0.1275287362438547,15,2.1680000000000006,78169,0,7,0.7,390.1335645526573,False,0.0061509505331750055,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,101303,0,80,0.9,4639.999999999999,False,-0.06259159414521177,8,6.049000000000001,83794,282,0,0.0,15716.80931483562,False,-0.17088161370865548,0.45,473647,0.0,0.0,20,0,0,11,10,9.777777777777779,30,41,47,315.0,282.0,20,29,47,885,8.00972064997768,554.2289068058017
68,47,0,0,0,10.0,20,10.0,11.821871377427703,36,11.86111111111111,40.853610473644615,4,44.0,55.73336636466532,0,,57.999999999999986,20,58.0,13,8.457000000000003,15158.0,633,0,0.0,6330.0,False,-0.5464828473837929,23,9.007000000000003,12073.0,747,0,0.0,7470.0,False,-0.6087322409781694,0,0.2,52149,298,496,1.0,23786.308465401184,False,0.1367689836643873,0,0.2,51854,256,505,1.0,23657.472361812022,False,0.13038919681392352,0,2.1530000000000005,77993,0,11,0.4,613.0670300113186,False,0.005322379341409302,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,101709,0,73,0.0,4233.999999999999,False,-0.060755188073311504,13,6.171000000000001,83450,282,0,0.0,15716.80931483562,False,-0.17399355306202344,0.3,472271,0.0,0.0,16,0,0,13,15,15.0,31,44,46,384.0,267.0,23,24,46,782,7.869343995000236,562.0982508008019
69,46,0,0,0,10.0,20,10.0,11.833786257031075,18,12.0,41.00156233285631,4,43.0,55.84094008171817,1,65.0,57.999999999999986,16,58.0,9,8.534000000000002,14918.0,642,0,0.0,6420.0,False,-0.5513093411217267,9,9.074000000000002,11813.0,758,0,0.0,7580.0,False,-0.6138062472154844,0,0.2,52089,293,506,1.0,24214.0899137354,False,0.1395005938702398,0,0.2,51870,259,511,1.0,24016.748992660625,False,0.13386184028844827,0,2.1530000000000005,77886,0,14,0.4,781.7731611440545,False,0.005031605322873814,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,101883,0,70,0.0,4059.999999999999,False,-0.059968156899639954,13,6.288000000000001,83045,283,0,0.0,15802.986043126242,False,-0.17726752707963384,0.3,471389,0.0,0.0,13,0,0,15,10,10.0,29,44,43,351.0,238.0,22,24,43,611,7.07728514802875,569.1755359488307
70,43,0,0,0,10.0,20,10.0,11.567532514519945,59,10.474576271186441,41.14373294519521,4,43.0,55.84094008171817,0,,57.99999999999998,20,58.0,30,8.825000000000003,14108.0,651,0,0.0,6510.0,False,-0.5702440473243899,29,9.355000000000002,11035.0,769,0,0.0,7690.0,False,-0.6317014009207464,0,0.2,51574,333,516,1.0,25082.15452705587,False,0.13806339108450816,0,0.2,51939,258,517,1.0,24255.73332141207,False,0.13720763726691226,0,2.1530000000000005,77714,0,18,0.4,1005.1369214709271,False,0.004257154275347798,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000002,102579,0,58,0.0,3363.9999999999986,False,-0.056820032204953776,8,6.355,82888,283,0,0.0,15802.986043126242,False,-0.17868780172637444,0.3,469722,0.0,0.0,17,0,0,22,11,11.0,23,45,46,383.0,237.0,24,19,46,1068,6.34840198198799,575.5239379308186
71,46,0,0,0,10.0,20,10.0,11.614466814999275,33,12.0,41.533641619056716,8,44.0,54.698479513858494,18,49.77777777777778,57.999999999999986,20,58.0,19,8.985000000000001,13589.0,661,0,0.0,6610.0,False,-0.5818523835453691,14,9.466000000000001,10665.0,779,0,0.0,7790.0,False,-0.6396218009009454,0,0.2,51534,341,522,1.0,25641.09410906236,False,0.14231405744947695,0,0.2,51935,263,523,1.0,24776.699339111474,False,0.1417602937599755,0,2.1530000000000005,78258,0,8,0.8,437.58783611086795,False,0.007598304141432093,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,103094,0,49,0.1,2841.999999999999,False,-0.05452226303124604,10,6.447000000000002,81844,300,0,0.0,16409.54385415755,False,-0.18538861313275698,0.3625,468804,0.0,0.0,20,0,0,15,12,12.0,30,45,46,390.0,231.0,24,22,46,2028,6.365777597995475,581.8897155288141
72,46,0,0,0,10.0,20,10.0,11.628194544930372,37,11.72972972972973,38.77805430462852,21,31.857142857142858,51.694680228803215,9,23.0,57.99999999999999,20,58.0,14,9.106,13284.0,664,0,0.0,6640.0,False,-0.5890302460274244,23,9.682000000000002,9930.0,796,0,0.0,7960.0,False,-0.6557101133607247,0,0.2,51804,350,515,1.0,24040.566057609318,False,0.13290169921729345,0,0.2,51900,271,529,1.0,23664.831448824618,False,0.1312710248045211,1,2.1630000000000007,77745,11,10,1.0,943.5053996389458,False,0.004259519802522517,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,103177,0,53,0.9,3073.9999999999995,False,-0.052722042300664004,15,6.5870000000000015,81422,300,0,0.0,15508.404068640964,False,-0.19328217298112502,0.4875,467147,0.0,0.0,16,0,0,12,18,17.11111111111111,30,42,46,378.0,204.0,21,25,46,1159,6.481010784045793,588.3707263128599
73,46,0,0,0,10.0,20,10.0,11.66637755283506,32,12.0,38.77805430462852,0,,51.694680228803215,0,,57.99999999999999,20,58.0,19,9.282000000000002,12755.0,675,0,0.0,6750.0,False,-0.6007623384980941,13,9.789000000000001,9594.0,805,0,0.0,8050.0,False,-0.6629127270927182,0,0.2,51636,354,525,1.0,24488.376163633584,False,0.1338940320183324,0,0.2,51684,279,539,1.0,24156.290607435756,False,0.13179873446789642,0,2.1620000000000004,77745,1,20,1.0,1072.6716588806928,False,0.00508873119907998,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,103699,0,44,0.0,2551.9999999999995,False,-0.05036094877964936,11,6.682000000000002,81157,300,0,0.0,15508.404068640964,False,-0.1956794518434579,0.375,466155,0.0,0.0,17,0,0,13,14,14.0,27,40,51,330.0,222.0,20,26,51,722,6.481241085042711,594.8519673979026
74,51,0,0,0,10.0,20,10.0,11.675187620108018,23,11.782608695652174,38.77805430462852,0,,55.17386997974376,38,63.0,57.99999999999999,20,58.0,19,9.453000000000001,12200.0,688,0,0.0,6880.0,False,-0.6128904509677738,4,9.816000000000003,9468.0,812,0,0.0,8120.0,False,-0.6651650908370873,0,0.2,51468,358,535,1.0,24925.976220974928,False,0.13479574898357147,0,0.2,51581,278,549,1.0,24534.853971631084,False,0.13333026227551248,18,2.3420000000000005,79078,0,1,0.1,55.17386997974376,False,0.015671656095395406,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,103266,7,43,1.0,2880.217089858206,False,-0.05279343104947352,9,6.761,79639,321,0,0.0,17710.812263497748,False,-0.19944992734210648,0.3875,464585,0.0,0.0,19,0,0,14,13,12.555555555555555,28,42,58,351.0,252.0,22,29,58,1846,6.258418551005889,601.1103859489085
75,58,0,0,0,10.0,20,10.0,11.684597060954495,24,11.791666666666666,39.14389514593772,5,44.0,55.17386997974376,0,,57.99999999999999,20,58.0,15,9.584000000000001,11810.0,697,0,0.0,6970.0,False,-0.6214296321964259,9,9.902000000000001,9208.0,823,0,0.0,8230.0,False,-0.6702390970744022,0,0.2,51481,362,541,1.0,25406.671410017832,False,0.13929275085661144,0,0.2,51505,278,558,1.0,25090.6114743786,False,0.13691367550968814,0,2.3240000000000007,78858,0,6,0.5,331.0432198784626,False,0.014617983051155258,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,103846,0,40,0.7,2319.9999999999995,False,-0.05008051238443307,10,6.852000000000002,79408,321,0,0.0,17710.812263497748,False,-0.20153963080323437,0.4,464001,0.0,0.0,15,0,0,16,12,12.0,34,50,53,462.0,282.0,29,29,53,1000,7.6111840099911205,608.7215699588996
76,53,0,0,0,10.0,20,10.0,11.705522202990863,19,12.0,39.14389514593772,0,,54.3017164694446,13,46.84615384615385,58.0,20,58.0,0,9.569000000000003,11680.0,710,0,0.0,7100.0,False,-0.6230384634424039,19,10.083000000000002,8719.0,830,0,0.0,8300.0,False,-0.6814761645463095,0,0.2,51313,366,551,1.0,25852.50735170634,False,0.14026756262941178,0,0.2,51445,273,568,1.0,25429.34000430913,False,0.1388549266406548,7,2.3940000000000006,79085,0,0,0.0,0.0,False,0.015407331321820632,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,103748,0,41,0.8,2378.0,False,-0.05070470952217257,13,6.972000000000002,78951,326,0,0.0,17702.35956903894,False,-0.20571203900309867,0.35,462826,0.0,0.0,13,0,0,16,14,13.25,30,46,43,402.0,236.0,24,29,43,606,7.330591590027325,616.052161548927
77,43,0,0,0,10.0,20,10.0,11.71786708362066,29,11.827586206896552,39.14389514593772,0,,54.3017164694446,0,,58.00000000000001,20,58.0,19,9.759000000000002,11155.0,720,0,0.0,7200.0,False,-0.6347953071630117,10,10.164000000000001,8449.0,840,0,0.0,8400.0,False,-0.6869214395326964,0,0.2,51145,370,561,1.0,26295.335997810704,False,0.14121568416680605,0,0.2,51270,278,578,1.0,25882.738443598544,False,0.13977260453696988,0,2.387000000000001,79085,0,0,0.0,0.0,False,0.015407331321820632,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,104328,0,31,0.0,1798.0000000000002,False,-0.04808127227660075,10,7.059000000000001,78719,326,0,0.0,17702.35956903894,False,-0.2078107887995561,0.25,462036,0.0,0.0,15,0,0,9,13,13.0,32,41,42,294.0,181.0,18,25,42,780,6.723099271010142,622.7752608199371
78,42,0,0,0,10.0,20,10.0,11.724146291545363,24,11.791666666666666,39.681727972939235,8,44.0,54.3017164694446,0,,58.0,20,58.0,10,9.840000000000002,10910.0,727,0,0.0,7270.0,False,-0.6399930696500173,14,10.294000000000004,8049.0,853,0,0.0,8530.0,False,-0.6952131082619672,0,0.2,51213,369,567,1.0,26825.749742236785,False,0.14713021408875862,0,0.2,51271,283,584,1.0,26492.062536703852,False,0.14519820488048582,0,2.387000000000001,78733,0,8,0.8,434.4137317555568,False,0.01367666259071415,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000002,104676,0,25,0.0,1450.0,False,-0.04650720992925766,14,7.189000000000001,78319,326,0,0.0,17702.35956903894,False,-0.2114293229313793,0.35,461056,0.0,0.0,16,0,0,13,14,14.0,28,41,38,273.0,174.0,19,23,38,900,6.531149797956459,629.3064106178936
79,38,0,0,0,10.0,20,10.0,11.725030320198282,19,11.736842105263158,39.93203006528769,4,44.0,51.968029397349476,9,23.0,58.0,20,58.0,10,9.930000000000001,10675.0,733,0,0.0,7330.0,False,-0.6450670758873324,9,10.370000000000001,7759.0,867,0,0.0,8670.0,False,-0.700658383248354,0,0.2,51050,373,577,1.0,27414.217657104957,False,0.1494596593455895,0,0.2,51387,278,590,1.0,26819.45616753486,False,0.1501629139600517,1,2.3970000000000007,78713,0,4,0.4,207.8721175893979,False,0.011965539690501396,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,104991,0,25,0.9,1450.0,False,-0.04365761430044689,11,7.285000000000002,78075,326,0,0.0,16941.577583535927,False,-0.21707777322856506,0.4125,460535,0.0,0.0,16,0,0,9,10,9.11111111111111,29,38,41,288.0,171.0,16,22,41,898,5.5212574339821,634.8276680518757
80,41,0,0,0,10.0,20,10.0,11.708083893021245,20,11.5,40.46844298800271,10,43.8,53.032991956562604,9,65.88888888888889,58.0,20,58.0,5,9.97,10540.0,739,0,0.0,7390.0,False,-0.6476659571308351,15,10.511000000000001,7319.0,881,0,0.0,8810.0,False,-0.7098163457254592,0,0.2,51021,373,585,1.0,28041.15444007851,False,0.15450906544614113,0,0.2,51624,278,592,1.0,27212.165571157508,False,0.15785510029960328,5,2.446000000000001,78613,0,10,1.0,530.329919565626,False,0.01275168466049698,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.6390000000000007,105094,0,22,0.9,1276.0,False,-0.04351287293517396,8,7.354000000000003,77953,326,0,0.0,17288.75537783941,False,-0.21661108276564833,0.4875,460049,0.0,0.0,21,0,0,9,7,6.625,31,40,44,324.0,174.0,18,23,44,1399,5.4108205550001,640.2384886068758
81,44,0,0,0,10.0,20,10.0,11.71996930783318,28,11.821428571428571,40.90122707966656,11,43.45454545454545,51.16196554561483,13,35.92307692307692,58.0,20,58.0,19,10.155,10006.0,750,0,0.0,7500.0,False,-0.6595218058511955,9,10.586,7079.0,890,0,0.0,8900.0,False,-0.7146428394633929,0,0.2,50970,382,591,1.0,28649.653479675213,False,0.1590043264610754,0,0.2,51822,277,595,1.0,27582.661610671395,False,0.16465787680096036,3,2.471000000000001,78449,1,10,1.0,552.5208825358148,False,0.010788475846028203,0,0.2,77885,0,0,0.0,0.0,False,0.0,0,2.639000000000001,105667,0,12,0.1,696.0,False,-0.04095276003690905,9,7.436000000000002,77358,338,0,0.0,17292.744354417813,False,-0.22197560947686035,0.3875,459236,0.0,0.0,24,0,0,14,13,12.333333333333332,33,47,42,375.0,162.0,25,19,42,1576,5.484221299004275,645.72270990588
