index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,22,0,0,0,10.000000000000002,20,10.0,39.857298038298644,0,,4.312651007729355,3,7.0,36.69248161882682,11,32.54545454545455,45.00000000000001,11,45.0,0,0.37100000000000005,34803,1,82,1.0,3278.298439140489,False,0.5392021126698026,0,0.272,17909,566,0,0.0,5660.000000000001,False,-0.12404967055245819,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,3,3.938000000000001,844.0,422,0,0.0,16819.779772162026,False,-0.6986587031137121,0,0.43400000000000005,46011,0,12,0.2,440.3097794259218,False,0.0991976720728729,4,0.9510000000000001,48664,0,1,0.1,36.69248161882682,False,0.15747750162413307,0,1.6670000000000005,53216,0,66,0.5,2970.0000000000005,False,-0.028987822629317997,11,4.351000000000001,39106,297,0,0.0,10897.667040791564,False,-0.20909515531658,0.225,271720,0.0,0.0,9,0,0,6,6,5.8,4,10,29,146.0,66.0,10,12,29,308,1.0581482406705618,82.40892419964075
53,29,0,0,0,10.000000000000002,20,10.0,40.03570740192975,17,41.0,4.280842551951127,7,4.0,35.74791212734695,14,29.428571428571427,45.0,15,45.0,0,0.37100000000000005,35390,2,75,1.0,3022.678055144731,False,0.5585968502944908,0,0.272,17819,575,0,0.0,5750.000000000001,False,-0.1259503294475418,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,7,4.005000000000001,-49.0,439,0,0.0,17575.675549447158,False,-0.7154307279714879,0,0.43400000000000005,46173,0,3,0.0,107.24373638204085,False,0.09908989439099879,4,0.9870000000000001,48722,0,7,0.7,250.23538489142865,False,0.16139512809257753,0,1.6670000000000005,52894,4,74,1.0,3472.9916485093877,False,-0.03023936123380742,13,4.470000000000001,38856,297,0,0.0,10617.129901822043,False,-0.2160229177599492,0.3375,270972,0.0,0.0,11,0,0,10,6,5.8,7,17,29,250.0,81.0,17,12,29,1149,1.2617597877979279,83.67068398743868
54,29,0,0,0,10.000000000000002,20,10.0,40.16666577939543,19,40.8421052631579,3.9910318058017595,6,1.0,37.26827262246477,10,52.0,45.0,11,45.0,0,0.37100000000000005,36046,4,66,1.0,2690.999941440098,False,0.5792997115526292,0,0.272,17739,583,0,0.0,5830.000000000001,False,-0.1276398040209495,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,6,4.058000000000001,-3324.0,458,0,0.0,18396.332926963107,False,-0.8087151498426666,7,0.504,46390,0,1,0.1,37.26827262246477,False,0.10341744065030622,0,0.9830000000000001,48717,0,12,0.5,447.2192714695773,False,0.1636180041307398,0,1.6670000000000005,52634,0,83,0.9,3735.0,False,-0.03252920083785991,11,4.567000000000001,38400,302,0,0.0,11255.01833198436,False,-0.21845583189561932,0.3125,267769,0.0,0.0,8,0,0,11,11,13.741396103896104,4,15,25,188.0,84.0,15,14,25,200,1.2146244496107101,84.88530843704939
55,25,0,0,0,10.000000000000002,20,10.0,40.080428676215064,1,31.0,3.885860067974777,5,2.6,36.49913115259363,4,18.0,44.99999999999999,11,45.0,0,0.37100000000000005,35997,2,75,1.0,3026.0321507161298,False,0.5843054601857605,0,0.272,17619,595,0,0.0,5950.000000000001,False,-0.13017401588106098,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,5,4.102,-8120.0,459,0,0.0,18396.916762382716,False,-0.9648813578693101,0,0.49700000000000005,46387,0,4,0.3,145.9965246103745,False,0.10463868047992543,0,0.9830000000000003,48779,0,10,0.2,364.9913115259363,False,0.16411459273313608,0,1.667,52562,0,87,0.4,3914.9999999999995,False,-0.032209677991976424,11,4.666000000000001,38213,302,0,0.0,11022.737608083275,False,-0.22383695807076298,0.2375,262604,0.0,0.0,9,0,0,6,7,122.7741935483871,7,13,25,171.0,75.0,13,12,25,272,1.0372458398342133,85.9225542768836
56,25,0,0,0,10.000000000000002,20,10.0,40.370068643174285,17,42.0,4.140744957942487,13,5.3076923076923075,37.313372281041026,5,52.0,44.99999999999999,8,45.0,0,0.37100000000000005,36591,4,68,1.0,2785.1646677358513,False,0.6043074140001659,0,0.272,17539,603,0,0.0,6030.000000000001,False,-0.13186349045446866,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,13,4.227000000000001,-21287.0,476,0,0.0,19216.15267415096,False,-1.3803094748420501,0,0.49700000000000005,46363,0,12,0.8,447.7604673724923,False,0.1076554419669094,0,0.9830000000000001,48994,0,10,0.5,373.1337228104103,False,0.16932325688687808,0,1.667,52302,0,92,0.5,4139.999999999999,False,-0.03482799020129939,8,4.735000000000001,38115,302,0,0.0,11268.63842887439,False,-0.22339405661878806,0.35,249784,0.0,0.0,9,0,0,14,6,18.281512605042018,1,15,25,207.0,70.0,15,10,25,460,1.227369748055935,87.14992402493954
57,25,0,0,1,10.000000000000002,20,10.0,40.370068643174285,0,,4.140744957942487,0,,37.372016190421974,8,38.0,44.99999999999999,12,45.0,0,0.37100000000000005,36481,5,78,1.0,3198.8653541675944,False,0.6083980688073912,0,0.272,17449,612,0,0.0,6120.000000000001,False,-0.1337641493495523,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214000000000001,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,0,0.49700000000000005,46417,0,9,0.0,336.34814571379775,False,0.10761487607543922,0,0.9830000000000001,49244,0,5,0.0,186.86008095210985,False,0.17305285528605194,0,1.667,51998,0,100,0.8,4499.999999999999,False,-0.037029147584052256,12,4.847000000000001,37901,302,0,0.0,11286.348889507435,False,-0.2270356366536422,0.225,270657,0.0,0.1,9,0,0,10,8,163.28513616557734,5,15,20,237.0,54.0,15,10,20,504,1.2660264112055302,88.41595043614507
58,20,0,0,0,10.000000000000002,20,10.0,40.370068643174285,0,,4.140744957942487,0,,37.372016190421974,0,,44.99999999999999,6,45.0,0,0.37100000000000005,36421,1,88,1.0,3562.566040599337,False,0.6135446452229967,0,0.272,17309,626,0,0.0,6260.000000000001,False,-0.1367207298530157,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214000000000001,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,0,0.49700000000000005,46417,0,9,0.0,336.34814571379775,False,0.10761487607543922,0,0.9830000000000001,49244,0,5,0.0,186.86008095210985,False,0.17305285528605194,0,1.6670000000000005,51998,0,100,0.0,4499.999999999999,False,-0.037029147584052256,6,4.895000000000001,37829,302,0,0.0,11286.348889507435,False,-0.22831372803717612,0.125,270385,0.0,0.1,8,0,0,6,3,3.0,1,7,19,88.0,41.0,9,11,19,200,1.1862625163048506,89.60221295244992
59,19,0,0,0,10.000000000000002,20,10.0,40.370068643174285,0,,4.140744957942487,0,,36.287364702953596,5,18.0,44.99999999999999,12,45.0,0,0.37100000000000005,36331,0,98,1.0,3956.26672703108,False,0.618057668673574,0,0.272,17199,637,0,0.0,6370.000000000001,False,-0.13904375739145125,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214000000000001,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,0,0.49700000000000005,46507,0,4,0.0,145.14945881181438,False,0.10748174539113872,0,0.9830000000000003,49244,0,5,0.0,181.43682351476798,False,0.1729883832653507,0,1.667,51998,0,100,0.0,4499.999999999999,False,-0.037029147584052256,12,5.009000000000001,37525,307,0,0.0,11140.220963806754,False,-0.23500709195328967,0.125,269971,0.0,0.1,9,0,0,9,6,72.36511456023652,0,9,19,147.0,30.0,9,10,19,290,1.184941004961729,90.78715395741165
60,19,0,0,0,10.000000000000002,20,10.0,40.370068643174285,0,,4.140744957942487,0,,35.99165519700731,28,35.142857142857146,44.999999999999986,10,45.0,0,0.37100000000000005,36231,0,108,1.0,4359.967413462823,False,0.6223595078024757,0,0.272,17099,647,0,0.0,6470.000000000001,False,-0.14115560060821083,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,12,0.6170000000000001,46559,0,0,0.0,0.0,False,0.1069925580731829,7,1.0530000000000002,49381,0,0,0.0,0.0,False,0.17408878004707673,0,1.6670000000000005,51014,18,110,1.0,5597.84979354613,False,-0.0447522828705033,10,5.097000000000001,37364,307,0,0.0,11049.438145481245,False,-0.23867080142115563,0.25,268815,0.0,0.1,9,0,0,13,10,90.06291779584463,0,13,17,159.0,53.0,13,6,17,250,1.2334472630172968,92.02060122042894
61,17,0,0,0,10.000000000000002,20,10.0,40.370068643174285,0,,4.140744957942487,0,,36.67476566220121,5,50.0,44.999999999999986,10,45.0,0,0.37100000000000005,36161,0,115,0.7,4642.557893965043,False,0.6253707951927067,0,0.272,16969,660,0,0.0,6600.000000000001,False,-0.14390099678999832,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214000000000001,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,0,0.6050000000000001,46559,0,0,0.0,0.0,False,0.1069925580731829,5,1.096,49426,0,0,0.0,0.0,False,0.17515870562780855,0,1.6670000000000005,51014,8,120,1.0,5693.398125297608,False,-0.04390423079048525,10,5.187000000000001,36952,312,0,0.0,11442.526886606778,False,-0.24249541230334454,0.2125,268248,0.0,0.1,8,0,0,5,7,7.0,3,8,19,144.0,62.0,8,9,19,200,0.9095090162009001,92.93011023662984
62,19,0,0,0,10.000000000000002,20,10.0,40.370068643174285,0,,4.140744957942487,0,,35.01528101982252,9,18.0,44.999999999999986,10,45.0,0,0.37100000000000005,36081,0,123,0.8,4965.518443110437,False,0.6288122664958279,0,0.272,16849,672,0,0.0,6720.000000000001,False,-0.1464352086501098,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,4,0.645,46467,0,0,0.0,0.0,False,0.10480515466368673,5,1.1410000000000002,49311,0,0,0.0,0.0,False,0.1724244513659383,0,1.6670000000000005,50852,7,130,1.0,6095.106967138756,False,-0.04321451550450214,10,5.277000000000001,36786,312,0,0.0,10924.767678184626,False,-0.25003756454197623,0.225,267513,0.0,0.1,8,0,0,6,6,6.0,4,10,15,169.0,62.0,10,9,15,200,0.8160584140568972,93.74616865068674
63,15,0,0,0,10.0,20,10.0,40.370068643174285,0,,4.140744957942487,0,,33.306505720466234,9,16.0,44.999999999999986,14,45.0,0,0.37100000000000005,35981,0,133,1.0,5369.21912954218,False,0.6331141056247293,0,0.272,16749,682,0,0.0,6820.0,False,-0.1485470518668694,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,9,0.7310000000000001,46242,0,0,0.0,0.0,False,0.09945552676002758,0,1.1360000000000003,49311,0,0,0.0,0.0,False,0.1724244513659383,0,1.667,51023,6,133,1.0,6184.839034322796,False,-0.03938261942767428,7,5.3370000000000015,36703,312,0,0.0,10391.629784785466,False,-0.25624285702430616,0.25,267176,0.0,0.1,10,0,0,5,4,360.31746031746036,3,8,11,129.0,41.0,8,7,11,515,0.7362975124269724,94.48246616311371
64,11,0,0,0,10.0,20,10.0,40.370068643174285,0,,4.140744957942487,0,,33.306505720466234,0,,44.999999999999986,12,45.0,0,0.37100000000000005,35871,1,143,1.0,5782.919815973923,False,0.6372047604319546,0,0.272,16659,691,0,0.0,6910.0,False,-0.15044771076195304,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,0,0.7220000000000002,46242,0,0,0.0,0.0,False,0.09945552676002758,0,1.1360000000000001,49311,0,0,0.0,0.0,False,0.1724244513659383,0,1.667,51023,0,139,0.6,6254.999999999998,False,-0.03875989633258778,12,5.450000000000001,36477,312,0,0.0,10391.629784785466,False,-0.2602546438670654,0.2,266750,0.0,0.1,8,0,0,4,5,5.0,1,5,5,75.0,17.0,5,6,5,200,1.2553786486387253,95.73784481175244
65,5,0,0,0,10.0,20,10.0,40.370068643174285,0,,4.140744957942487,0,,34.28895766406429,5,52.0,44.999999999999986,20,45.0,0,0.37100000000000005,35761,2,153,1.0,6196.620502405665,False,0.6412954152391803,0,0.272,16569,700,0,0.0,7000.0,False,-0.15234836965703666,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214000000000001,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,0,0.7220000000000002,46242,0,0,0.0,0.0,False,0.09945552676002758,5,1.1860000000000004,49366,0,0,0.0,0.0,False,0.17373213818683278,0,1.667,51338,0,132,0.0,5939.999999999998,False,-0.035964071431107324,13,5.568000000000002,35967,317,0,0.0,10869.59957950838,False,-0.265065505915536,0.125,266410,0.0,0.1,11,0,0,2,7,156.65333333333334,0,2,4,21.0,24.0,2,3,4,515,0.2712255176156759,96.00907032936811
66,4,0,0,0,10.0,0,,40.370068643174285,0,,4.140744957942487,0,,34.54757494475995,18,35.77777777777778,44.99999999999999,12,45.0,0,0.37100000000000005,35761,0,155,0.2,6257.360639692014,False,0.6425781517083123,0,0.272,16569,700,0,0.0,7000.0,False,-0.15234836965703666,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214000000000001,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,4,0.7620000000000002,46150,0,0,0.0,0.0,False,0.0972681233505314,14,1.3210000000000002,49257,0,0,0.0,0.0,False,0.17114054066906012,0,1.6670000000000005,51428,0,130,0.0,5849.999999999999,False,-0.035165264316398624,10,5.655000000000001,35159,335,0,0.0,11573.437606494585,False,-0.2731615222912044,0.025,265491,0.0,0.1,2,0,0,2,10,187.79327635327638,0,2,3,21.0,6.0,2,2,3,90,0.27237698808312416,96.28144731745124
67,3,0,0,0,10.0,0,,40.370068643174285,0,,4.140744957942487,0,,34.03121631417004,5,24.4,44.999999999999986,15,45.0,0,0.37100000000000005,35761,0,155,0.0,6257.360639692014,False,0.6425781517083123,0,0.272,16569,700,0,0.0,7000.0,False,-0.15234836965703666,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214000000000001,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,5,0.8080000000000003,46063,0,0,0.0,0.0,False,0.09519960056111652,0,1.3070000000000002,49257,0,0,0.0,0.0,False,0.17114054066906012,0,1.667,51698,0,124,0.0,5579.999999999998,False,-0.03276884297227252,9,5.735000000000001,34898,340,0,0.0,11570.613546817813,False,-0.2778196688783167,0.0,265413,0.0,0.1,3,0,0,1,6,6.0,0,1,1,18.0,21.0,1,2,1,270,0.22557609528303146,96.50702341273427
68,1,0,0,0,10.0,0,,40.370068643174285,0,,4.140744957942487,0,,35.65348597538187,10,50.0,44.999999999999986,20,45.0,0,0.37100000000000005,35761,0,155,0.0,6257.360639692014,False,0.6425781517083123,0,0.272,16569,700,0,0.0,7000.0,False,-0.15234836965703666,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,5,0.8530000000000002,46108,0,0,0.0,0.0,False,0.09626952614184836,5,1.357,49302,0,0,0.0,0.0,False,0.17221046624979197,0,1.6670000000000005,52238,0,112,0.0,5039.999999999998,False,-0.027976000284020308,8,5.806000000000003,34281,350,0,0.0,12478.720091383655,False,-0.2807121801098479,0.0,265426,0.0,0.1,5,0,0,1,5,5.0,0,1,0,3.0,0.0,1,0,0,540,0.12690961360931396,96.63393302634358
69,0,0,0,0,10.0,0,,40.370068643174285,0,,4.140744957942487,0,,37.740510792778274,15,50.06666666666667,44.99999999999999,20,45.0,0,0.37100000000000005,35761,0,155,0.0,6257.360639692014,False,0.6425781517083123,0,0.272,16569,700,0,0.0,7000.0,False,-0.15234836965703666,0,0.2,31167,0,0,0.0,0.0,False,0.014914194535803836,0,4.214000000000001,-29930.666666666668,476,0,0.0,19216.15267415096,True,-1.6617796193165255,5,0.8980000000000004,46148,0,0,0.0,0.0,False,0.09722057110249888,10,1.4520000000000002,49352,0,0,0.0,0.0,False,0.1733992724506051,0,1.6670000000000005,52778,0,100,0.0,4499.999999999999,False,-0.023183157595768097,8,5.878000000000002,33414,365,0,0.0,13775.28643936407,False,-0.2845946813703618,0.0,265189,0.0,0.1,5,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,540,0.11473213136196136,96.74866515770555
