index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
52,21,0,0,0,10.000000000000002,20,10.0,18.416137921114544,27,18.185185185185183,23.90659326256659,20,46.3,15.67786176200341,80,17.55,57.0,12,57.0,0,1.9460000000000002,58300,7,20,1.0,438.32275842229086,False,0.15783232517927953,17,6.193000000000002,28158,525,0,0.0,5250.000000000001,False,-0.39094218669621306,0,1.217,63340,105,31,1.0,2674.7988728565915,False,-0.017851890780552156,0,0.272,64170,292,135,1.0,8604.902363411937,False,0.0397772490502478,23,8.764000000000001,29387.0,333,0,0.0,7960.895556434675,False,-0.6751548143634286,57,10.400000000000002,23601,591,0,0.0,14128.796618176855,False,-0.7014603252683227,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,12,4.631000000000001,101991,2067,0,0.0,32406.14026206105,False,-0.15772395810478004,0.375,509202,0.0,0.0,12,0,0,8,19,19.0,22,30,26,239.0,58.0,15,6,26,1436,1.8616484394297004,195.08147940319031
53,26,0,0,0,10.000000000000002,20,10.0,19.444844365397284,40,25.4,24.238966732722297,2,55.0,15.732347383198874,151,15.913907284768213,57.0,13,57.0,12,2.0660000000000007,58860,7,10,1.0,264.44844365397284,False,0.16719212183583929,8,6.256000000000002,27894,535,0,0.0,5350.000000000001,False,-0.3951762890269479,0,1.217,62375,132,41,1.0,3560.517092274056,False,-0.02578077618123661,0,0.272,64229,285,143,1.0,9007.952886917516,False,0.04373341295702179,56,9.301000000000002,24161.0,335,0,0.0,8120.05385546197,False,-0.7252572389675521,95,11.293000000000001,12414,591,0,0.0,14325.229339038877,False,-0.8094139812932548,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,13,4.749000000000001,99266,2218,0,0.0,34894.346495935104,False,-0.16827714375731287,0.375,489454,0.0,0.0,9,0,0,14,25,24.75,20,34,23,274.0,54.0,20,6,23,790,1.9763497058302164,197.05782910902053
54,23,0,0,0,10.000000000000002,20,10.0,19.388502787676963,20,18.7,27.480022842248243,38,41.8421052631579,15.80790711481108,65,16.49230769230769,57.00000000000001,13,57.0,1,2.0640000000000005,59057,10,10,1.0,293.88502787676964,False,0.1713810793783068,9,6.338000000000002,27597,542,0,0.0,5420.000000000001,False,-0.4003600965533616,0,1.217,63955,127,13,1.0,2819.5801509842017,False,-0.007413632249220244,0,0.272,63865,290,153,1.0,9827.1093032903,False,0.044425533409945754,15,9.395000000000001,22917.0,345,0,0.0,9480.607880575644,False,-0.7307453032546601,50,11.698000000000004,7615,619,0,0.0,17010.134139351663,False,-0.843064827297301,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,13,4.866000000000001,97863,2283,0,0.0,36089.451943113694,False,-0.1740169320832281,0.375,483124,0.0,0.0,12,0,0,9,16,15.09090909090909,19,28,21,207.0,68.0,14,9,21,1790,1.5540898609906435,198.61191897001117
55,21,0,0,0,10.000000000000002,20,10.0,19.886383241342386,13,29.0,28.60282272450075,14,43.5,15.657589201709975,98,14.755102040816327,57.00000000000001,12,57.0,0,2.0630000000000006,59237,14,10,1.0,338.8638324134239,False,0.17538743849089294,3,6.359000000000003,27519,548,0,0.0,5480.000000000001,False,-0.4013098017490404,0,1.217,63955,117,23,1.0,2984.5717619005763,False,-0.006160905639070554,0,0.272,64097,293,149,1.0,10088.530875663932,False,0.04993341894571198,39,9.770000000000001,19857.0,346,0,0.0,9896.57666267726,False,-0.7585107933240657,59,12.238000000000003,2261,632,0,0.0,18076.983961884474,False,-0.8899950156648081,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,12,4.973000000000002,96126,2381,0,0.0,37280.71988927145,False,-0.18215054875657766,0.375,473307,0.0,0.0,11,0,0,6,19,19.0,24,30,22,199.0,54.0,14,7,22,1129,1.679212043993175,200.29113101400435
56,22,0,0,0,10.000000000000002,20,10.0,19.694881054173607,9,14.88888888888889,28.90126794471479,37,30.35135135135135,15.408275611882582,98,13.83673469387755,57.00000000000001,11,57.0,0,2.063,59241,16,16,1.0,475.1180968667777,False,0.17681451166224899,5,6.4060000000000015,27324,556,0,0.0,5560.000000000001,False,-0.40437655811008666,0,1.217,64557,107,19,1.0,2656.476363746157,False,0.0004895476572529597,0,0.272,64484,292,136,1.0,9681.477708299904,False,0.05271952461011576,57,10.301000000000002,14508.0,348,0,0.0,10057.641244760747,False,-0.8098013919431807,41,12.589000000000002,-1290,667,0,0.0,19277.145719124765,False,-0.9187233702022782,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,11,5.0710000000000015,94534,2479,0,0.0,38197.11524185692,False,-0.19023026487469652,0.375,463613,0.0,0.0,12,0,0,7,17,17.0,24,31,24,240.0,33.0,16,6,24,1447,1.772418730892241,202.0635497448966
57,24,0,0,0,10.000000000000002,20,10.0,20.184495307730575,19,25.63157894736842,28.90126794471479,0,,15.635823929089625,62,18.0,57.0,10,57.0,0,2.0630000000000006,59610,15,11,1.0,372.02944838503635,False,0.18309553884279442,4,6.441000000000002,27142,567,0,0.0,5670.000000000001,False,-0.4068893197736536,0,1.217,64401,105,29,1.0,2957.5087777084395,False,0.00040627441201180166,0,0.272,64153,293,146,1.0,10133.642245093419,False,0.05112631349439979,10,10.344000000000001,14118.0,348,0,0.0,10057.641244760747,False,-0.8135981948404333,52,13.068000000000001,-5212,667,0,0.0,19277.145719124765,False,-0.9569055777997783,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,10,5.160000000000002,93217,2541,0,0.0,39730.62860381674,False,-0.19415141560848329,0.375,457684,0.0,0.0,11,0,0,10,11,11.0,22,32,20,235.0,36.0,17,7,20,659,1.6272884691134095,203.69083821401
58,20,0,0,0,10.000000000000002,20,10.0,20.591978088725444,11,28.272727272727273,31.767944312094045,40,45.75,15.521295033964225,84,14.654761904761905,57.00000000000001,9,57.0,0,2.063,59820,15,11,1.0,376.5117589759799,False,0.18729484150781503,1,6.447000000000002,27018,577,0,0.0,5770.000000000001,False,-0.4083534486169918,0,1.217,65585,96,14,1.0,2421.5811168869595,False,0.014316592386732229,0,0.272,64488,293,141,1.0,10512.729728001816,False,0.0590916869998467,41,10.744,10249.0,364,0,0.0,11563.531729602233,False,-0.8439342095367792,43,13.446000000000002,-33801,691,0,0.0,21951.649519656985,False,-1.2222120294414953,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,9,5.240000000000002,91806,2625,0,0.0,40743.39946415609,False,-0.20059789112517157,0.375,425420,0.0,0.0,11,0,0,7,18,60.77810550198525,20,27,21,144.0,52.0,12,8,21,1328,1.3661413537338376,205.05697956774384
59,21,0,0,0,10.000000000000002,20,10.0,21.02216271295373,21,25.047619047619047,32.57839150478937,13,45.76923076923077,15.38583232998497,90,14.411111111111111,57.00000000000001,9,57.0,9,2.1530000000000005,59988,16,10,1.0,370.2216271295373,False,0.1905565829125236,1,6.456000000000001,26912,586,0,0.0,5860.000000000001,False,-0.40956036563650033,0,1.217,65211,98,24,1.0,2842.0533419844105,False,0.011829782561040496,0,0.272,64931,292,138,1.0,10634.289539843423,False,0.06674175466450594,38,11.083,7201.0,368,0,0.0,11988.848073762489,False,-0.8715373738110045,52,13.923000000000002,-85104,700,0,0.0,22804.87405335256,False,-1.7175136098183736,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,9,5.321000000000002,90335,2715,0,0.0,41772.5347759092,False,-0.20741363110481514,0.375,369729,0.0,0.0,13,0,0,9,20,114.328165374677,18,27,23,167.0,69.0,12,9,23,644,2.712918734177947,207.76989830192178
60,23,2,9,1,10.000000000000002,20,10.0,21.454520326650464,25,24.84,32.57839150478937,0,,15.38583232998497,0,,57.00000000000001,9,57.0,9,2.2340000000000004,60230,18,10,1.0,394.5452032665047,False,0.1955853073015166,6,6.5150000000000015,26689,594,0,0.0,5940.000000000001,False,-0.41318111669502594,0,1.217,64945,101,34,1.0,3274.5718641545354,False,0.011074452676070483,0,0.272,64576,294,148,1.0,11129.230918744062,False,0.06510888584228551,0,11.045000000000002,7201.0,368,0,0.0,11988.848073762489,False,-0.8715373738110045,0,13.871,-91912,700,0,0.0,22804.87405335256,True,-1.7837921588555434,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,9,5.402000000000002,90155,2715,0,0.0,41772.5347759092,False,-0.20869634932725273,0.375,454051,0.0,0.1,9,0,0,7,8,7.75,24,31,16,250.0,45.0,18,5,16,456,1.4798285933211446,209.24972689524293
61,16,0,0,0,10.000000000000002,20,10.0,21.698783083200777,25,23.64,32.57839150478937,0,,15.23284065022943,11,6.0,57.0,10,57.0,5,2.275000000000001,60477,18,10,1.0,396.98783083200783,False,0.20049649628855212,10,6.609000000000001,26424,604,0,0.0,6040.000000000001,False,-0.41743500455067073,0,1.217,64469,106,44,1.0,3733.520233030015,False,0.007330875078052811,0,0.272,64461,294,158,1.0,11526.828084217748,False,0.0663813955644977,11,11.155,6717.0,368,0,0.0,11988.848073762489,False,-0.8762493035604154,0,13.871,-91912,700,0,0.0,22804.87405335256,True,-1.7837921588555434,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,10,5.493,89875,2726,0,0.0,41524.72361252543,False,-0.21157466627047739,0.375,452678,0.0,0.1,8,0,0,9,10,9.09090909090909,18,27,12,139.0,27.0,12,4,12,200,1.201277402229607,210.45100429747254
62,12,1,0,0,10.000000000000002,20,10.0,21.636462985970876,4,18.5,33.75438090751014,11,55.36363636363637,15.081665197043908,10,5.9,57.0,11,57.0,0,2.2700000000000005,60377,18,20,1.0,612.7292597194175,False,0.2006522225052374,4,6.639000000000002,26295,614,0,0.0,6140.000000000001,False,-0.4189980610185588,0,1.217,64693,96,50,1.0,3764.819492028711,False,0.010970035473165277,0,0.272,64772,288,161,1.0,11665.756666068744,False,0.07215887405333656,10,11.244,5622.0,379,0,0.0,12792.910363946343,False,-0.882995627037392,0,13.871000000000004,-91912,700,0,0.0,23628.0666352571,True,-1.779785107599169,0,0.2,140255,0,9,0.0,513.0,False,0.001314786177998532,11,5.593000000000001,89580,2736,0,0.0,41263.43597911213,False,-0.21460789449246354,0.375,451594,0.0,0.1,10,0,0,6,8,8.0,13,19,13,59.0,21.0,5,7,13,809,1.038765685632825,211.48976998310536
63,13,2,0,0,10.0,20,10.0,21.309446382817367,24,18.791666666666664,34.45034153114058,10,47.8,14.995308438995085,4,3.0,57.00000000000001,13,57.0,0,2.2700000000000005,60597,18,20,1.0,606.1889276563473,False,0.20494033603395537,14,6.775000000000001,25910,624,0,0.0,6240.0,False,-0.4256262118634007,0,1.217,64749,96,52,1.0,3837.1246123697774,False,0.01236940315832064,0,0.272,64743,292,169,1.0,12044.466062545429,False,0.07459391419180164,4,11.274000000000003,4956.0,389,0,0.0,13401.182855613686,False,-0.8865185125508008,0,13.871000000000004,-91912,700,0,0.0,24115.239071798405,True,-1.777413700267731,0,0.2,140255,0,9,0.0,513.0000000000001,False,0.001314786177998532,13,5.7120000000000015,89260,2740,0,0.0,41087.14512284653,False,-0.21751642548174432,0.375,450470,0.0,0.1,10,0,0,4,9,9.0,18,22,14,91.0,15.0,8,5,14,998,1.1265619127079844,212.61633189581335
64,14,2,0,0,10.0,20,10.0,21.936573125653094,29,26.0,35.42575138262599,9,55.111111111111114,14.65808245011324,18,5.222222222222222,57.00000000000001,17,57.0,3,2.3000000000000007,61110,21,10,1.0,429.3657312565309,False,0.21334104043425797,6,6.8210000000000015,25715,631,0,0.0,6310.0,False,-0.42879189584899685,0,1.217,64180,105,62,1.0,4499.736763916386,False,0.008759940806921369,0,0.272,65054,292,170,1.0,12427.85708773712,False,0.08222751497833906,18,11.450000000000001,3484.0,398,0,0.0,14099.449050285144,False,-0.8974500620617363,0,13.871000000000004,-91912,700,0,0.0,24798.02596783819,True,-1.7740901012099233,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,8,5.779000000000003,89033,2758,0,0.0,40426.99139741231,False,-0.22148627349899763,0.375,449344,0.0,0.1,17,0,0,7,10,9.2,18,25,11,83.0,30.0,9,5,11,1712,1.083641360513866,213.6999732563272
65,11,0,0,0,10.0,20,10.0,21.593555637327967,37,19.783783783783782,36.50379950823851,10,55.0,14.584061204262778,3,3.0,57.0,12,57.0,12,2.4170000000000007,61306,21,10,1.0,425.93555637327967,False,0.21718506941131419,15,6.965000000000002,25271,641,0,0.0,6410.0,False,-0.43658739266352736,0,1.217,64389,112,62,1.0,4681.71380089152,False,0.01331536756785193,0,0.272,64663,302,180,1.0,13091.937713955977,False,0.0813321922612179,3,11.462000000000002,2793.0,408,0,0.0,14893.55019936131,False,-0.9003117749597864,0,13.871000000000004,-91912,700,0,0.0,25552.659655766955,True,-1.7704167738090355,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,12,5.891000000000002,88736,2761,0,0.0,40266.59298496953,False,-0.2241742751396042,0.375,447926,0.0,0.1,10,0,0,3,13,12.2,16,19,14,70.0,48.0,5,6,14,942,1.098503965884447,214.79847722221166
66,14,1,0,0,10.0,20,10.0,20.75764416148752,26,14.038461538461538,36.50379950823851,0,,14.437816664837248,5,2.0,57.0,9,57.0,1,2.4150000000000005,61523,21,10,1.0,417.5764416148752,False,0.22139583358014003,15,7.100000000000001,24750,651,0,0.0,6510.0,False,-0.445906374896126,0,1.217,64388,103,72,1.0,4766.310913226387,False,0.013942500062460271,0,0.272,64299,317,190,1.0,13515.89510575686,False,0.07902369752142537,5,11.509,2553.0,408,0,0.0,14893.55019936131,False,-0.9026482690504035,0,13.871,-91912,700,0,0.0,25552.659655766955,True,-1.7704167738090355,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,5.969000000000001,88555,2766,0,0.0,39935.000894939825,False,-0.22664561739743663,0.375,446836,0.0,0.1,8,0,0,5,8,7.1,18,23,19,101.0,66.0,7,7,19,232,1.2495693573728204,216.04804657958448
67,19,1,0,0,10.000000000000002,20,10.0,21.856075579191817,23,31.956521739130434,37.058175097731606,7,50.0,14.437816664837248,0,,57.0,12,57.0,13,2.5440000000000005,61829,19,10,1.0,408.56075579191815,False,0.2273610141643773,0,7.085000000000002,24630,663,0,0.0,6630.000000000001,False,-0.44709350639072454,0,1.217,64386,104,75,1.0,5052.39499256582,False,0.016084270971450227,0,0.272,63916,319,200,1.0,14383.72312930851,False,0.07979684395022642,0,11.504,2203.0,415,0,0.0,15379.142665558616,False,-0.9036919397498072,0,13.871,-91912,700,0,0.0,25940.722568412126,True,-1.7685278015128207,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,12,6.080000000000001,88293,2766,0,0.0,39935.000894939825,False,-0.22851268503231803,0.375,446025,0.0,0.1,8,0,0,8,7,6.090909090909091,20,28,14,154.0,48.0,13,6,14,550,1.3757817381992936,217.42382831778377
68,14,0,0,0,10.0,20,10.0,21.259898424162213,7,3.2857142857142856,37.058175097731606,0,,14.437816664837248,0,,57.0,6,57.0,0,2.531,61719,20,20,1.0,625.1979684832443,False,0.227327746908346,7,7.155000000000001,24376,672,0,0.0,6720.0,False,-0.4512286810969095,0,1.217,64366,98,85,1.0,5233.414928875083,False,0.01715498860245606,0,0.272,63913,312,210,1.0,14415.305078862248,False,0.07999107921326466,0,11.504000000000003,2203.0,415,0,0.0,15379.142665558616,False,-0.9036919397498072,0,13.871,-91912,700,0,0.0,25940.722568412126,True,-1.7685278015128207,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,6,6.128000000000001,88205,2766,0,0.0,39935.000894939825,False,-0.22913979171884308,0.375,445550,0.0,0.1,8,0,0,4,4,4.0,18,22,13,76.0,54.0,6,8,13,200,1.0847099563106894,218.50853827409446
69,13,0,0,0,10.0,20,10.0,21.186654569194182,2,14.0,37.058175097731606,0,,14.427871719165594,9,14.0,57.0,9,57.0,0,2.5310000000000006,61589,23,30,1.0,865.5996370758255,False,0.2271338652712182,2,7.168000000000001,24283,679,0,0.0,6790.0,False,-0.4523762415416881,0,1.217,64366,88,95,1.0,5384.9522363735905,False,0.018305561146596122,0,0.272,63885,304,220,1.0,14593.541510535984,False,0.0809191799199428,9,11.594,1879.0,415,0,0.0,15379.142665558616,False,-0.9068462067721402,0,13.871,-91912,700,0,0.0,25940.722568412126,True,-1.7685278015128207,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,6.212000000000001,87906,2775,0,0.0,40037.344020684526,False,-0.2309058697874089,0.375,444676,0.0,0.1,8,0,0,5,7,7.0,15,20,15,72.0,49.0,6,7,15,200,1.0997742656618357,219.6083125397563
70,15,0,0,0,10.0,20,10.0,21.528423412539276,36,23.22222222222222,39.081303650458075,21,53.857142857142854,14.188607779330782,7,2.0,57.0,5,57.0,0,2.531,62205,25,14,1.0,551.3979277755499,False,0.23621342574270465,10,7.266000000000002,24053,687,0,0.0,6870.0,False,-0.4561354912745835,0,1.217,64353,86,100,1.0,5759.574778524186,False,0.02095253654749365,0,0.272,64193,322,214,1.0,15295.551320035676,False,0.09092639150863044,7,11.655,412.0,436,0,0.0,17039.448391599723,False,-0.9130461633228854,0,13.871000000000004,-91912,700,0,0.0,27356.912555320654,True,-1.7616342191469818,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,5,6.253000000000001,87822,2782,0,0.0,39472.70684209824,False,-0.23351633384131978,0.375,443806,0.0,0.1,12,0,0,9,4,4.0,18,27,12,109.0,27.0,11,4,12,2067,1.2517109895125031,220.8600235292688
71,12,0,0,0,10.0,20,10.0,21.7142424381504,24,23.208333333333332,39.47695796275407,4,55.0,13.922299967572796,11,6.0,57.00000000000001,5,57.0,4,2.5710000000000006,62540,26,10,1.0,477.142424381504,False,0.2421069845314936,6,7.316000000000002,23813,696,0,0.0,6960.0,False,-0.4599936686320288,0,1.217,64242,87,106,1.0,6073.6966361710165,False,0.021651987275986075,0,0.272,63967,325,224,1.0,15899.967376055793,False,0.09208363609900672,11,11.758,-292.0,440,0,0.0,17369.86150361179,False,-0.9182915287310316,0,13.871000000000004,-91912,700,0,0.0,27633.87057392785,True,-1.7602860717015134,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,5,6.298000000000001,87685,2793,0,0.0,38884.98380943082,False,-0.23658674449881056,0.375,442723,0.0,0.1,10,0,0,5,7,6.428571428571429,17,22,10,74.0,33.0,6,6,10,740,1.059011940844357,221.91903547011316
72,10,0,0,0,10.0,20,10.0,22.07421014459873,23,25.130434782608695,40.36321972421892,10,53.2,13.480004002783478,18,6.0,57.00000000000001,10,57.0,6,2.6270000000000007,62818,26,10,1.0,480.7421014459873,False,0.2476429712065805,7,7.380000000000002,23571,706,0,0.0,7060.0,False,-0.46379248941474416,0,1.217,64279,80,115,1.0,6407.707079853075,False,0.024749875327267374,0,0.272,63884,335,225,1.0,16476.584836389833,False,0.09520131836355095,18,11.927000000000001,-3804.0,450,0,0.0,18163.448875898514,False,-0.9486192834951103,0,13.871000000000004,-91912,700,0,0.0,28254.253806953246,True,-1.7572662347059267,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,10,6.393000000000001,87367,2811,0,0.0,37892.291251824354,False,-0.2423899490054503,0.375,438883,0.0,0.1,7,0,0,8,13,19.808771679054697,15,23,16,62.0,24.0,7,3,16,200,1.1138078980147839,223.03284336812794
73,16,0,0,0,10.0,20,10.0,22.518227325971733,15,28.333333333333332,42.96852998762236,34,53.64705882352941,13.164732199463943,9,3.0,57.00000000000001,11,57.0,5,2.6710000000000007,62998,28,10,1.0,505.18227325971736,False,0.25144614650448854,0,7.373000000000002,23491,714,0,0.0,7140.0,False,-0.4645839104111432,0,1.217,63959,80,125,1.0,7172.524434530534,False,0.025697572126786368,0,0.272,65603,330,201,1.0,16067.689545082765,False,0.11820030632683988,9,11.999,-56288.0,484,0,0.0,20796.76851400922,False,-1.4467534000174789,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,11,6.493000000000001,87094,2820,0,0.0,37124.54480248832,False,-0.24707096708941143,0.375,387625,0.0,0.1,8,0,0,9,9,92.55833805484194,17,26,18,157.0,64.0,10,6,18,520,1.3413507854565978,224.37419415358454
74,18,0,0,1,10.0,20,10.0,24.00423314947701,49,29.775510204081634,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,11,57.0,38,3.0460000000000003,62928,26,10,1.0,500.0423314947701,False,0.2500103115378771,1,7.383000000000001,23365,726,0,0.0,7260.0,False,-0.46588975505520164,0,1.217,62999,102,135,1.0,8249.183329575673,False,0.019294362668182664,0,0.272,65104,337,211,1.0,17155.78639876207,False,0.11888438187145674,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,11,6.592000000000002,86850,2820,0,0.0,37124.54480248832,False,-0.24880976290204906,0.375,442014,0.0,0.2,8,0,0,8,10,425.5554702801435,17,25,12,138.0,39.0,10,8,12,200,1.2531371768563986,225.62733133044094
75,12,0,0,0,10.0,20,10.0,23.94413227203022,1,11.0,42.96852998762236,0,,13.164732199463943,0,,57.0,11,57.0,0,3.0080000000000005,62808,28,20,1.0,758.8826454406044,False,0.2501966942883207,1,7.392000000000001,23271,734,0,0.0,7340.0,False,-0.4669581734003403,0,1.217,62999,92,145,1.0,8433.297017232022,False,0.020692276868419207,0,0.272,65093,328,221,1.0,17349.720512490454,False,0.1201898206041521,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,11,6.691000000000001,86607,2820,0,0.0,37124.54480248832,False,-0.2505414325023398,0.375,441546,0.0,0.2,8,0,0,5,6,6.0,14,19,7,82.0,36.0,5,7,7,200,1.0700788162648678,226.6974101467058
76,7,0,0,0,10.0,20,10.0,22.202065012825763,21,6.0476190476190474,42.96852998762236,0,,13.164732199463943,0,,57.0,7,57.0,0,3.0080000000000005,62738,25,30,1.0,916.0619503847729,False,0.2503666450712751,21,7.601000000000002,22558,747,0,0.0,7470.0,False,-0.47977919354200466,0,1.217,62999,82,155,1.0,8480.691479133178,False,0.021052127307284254,0,0.272,64966,339,231,1.0,17452.230466488698,False,0.11903960690089055,0,11.990000000000002,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,7,6.750000000000002,86498,2820,0,0.0,37124.54480248832,False,-0.2513181896481492,0.375,440527,0.0,0.2,8,0,0,4,9,960.6032918470419,13,17,13,18.0,33.0,1,6,13,200,0.9196535591036081,227.61706370580941
77,13,0,0,0,10.0,20,10.0,22.87139106070932,23,28.52173913043478,42.96852998762236,0,,13.164732199463943,0,,57.0,9,57.0,0,3.0080000000000005,63288,24,19,1.0,674.5564301534771,False,0.2588595270285453,2,7.600000000000001,22413,758,0,0.0,7580.0,False,-0.4815598907839025,0,1.217,62519,88,165,1.0,9102.48986130011,False,0.018484274530394203,0,0.272,64790,336,241,1.0,18040.203123415322,False,0.12083126906454775,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,9,6.833000000000001,86324,2820,0,0.0,37124.54480248832,False,-0.2525581505965056,0.375,440102,0.0,0.2,10,0,0,7,8,397.9039605784286,14,21,6,77.0,36.0,6,7,6,840,1.1230986332520843,228.7401623390615
78,6,0,0,0,10.0,20,10.0,22.36212133384341,7,8.142857142857142,42.96852998762236,0,,13.164732199463943,0,,57.00000000000001,13,57.0,0,3.008000000000001,63198,23,29,1.0,878.501518681459,False,0.2590964101013163,7,7.668000000000002,22171,769,0,0.0,7690.0,False,-0.485259783942068,0,1.217,62519,78,175,1.0,9263.738211873699,False,0.019708579805579746,0,0.272,64733,333,251,1.0,18231.68743106307,False,0.12141958172796279,0,11.989999999999998,-70202.11111111111,484,0,0.0,20796.76851400922,True,-1.5822127266312283,0,13.871000000000004,-91912,700,0,0.0,30077.970991335653,True,-1.7483889338220386,0,0.2,140768,0,0,0.0,0.0,False,0.003142659644972101,13,6.954000000000002,86016,2820,0,0.0,37124.54480248832,False,-0.25475302399934324,0.375,439405,0.0,0.2,6,0,0,5,9,9.0,12,17,10,21.0,27.0,2,4,10,200,0.8912641787901521,229.63142651785165
