index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
54,8,0,0,0,10.000000000000002,20,10.0,8.253306347968177,0,,38.11477256414637,0,,19.716586957708046,2,20.0,49.0,0,,0,0.7130000000000001,22714,544,0,0.0,5440.000000000001,False,-0.11453836513020471,0,0.542,22784,556,0,0.0,5560.000000000001,False,-0.11001253307338811,0,1.2530000000000001,56213,0,2,0.0,76.22954512829274,False,0.06819435572662647,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.2090000000000005,65449,95,0,0.0,3620.903393593905,False,-0.10796483160746745,0,1.7750000000000004,66017,115,0,0.0,4383.1988448768325,False,-0.0953766654849016,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114105,0,22,0.2,1078.0,False,0.10104395762703726,0.025,504239,0.0,0.0,11,0,0,12,1,1.0,11,23,8,72.0,12.0,4,4,8,200,0.6750351900118403,47.69504372793017
55,8,0,0,0,10.000000000000002,20,10.0,8.232789373924483,2,8.0,38.2574779914654,5,40.0,19.728727815989586,2,20.0,49.0,0,,0,0.7130000000000001,22574,558,0,0.0,5580.000000000001,False,-0.11697535162233672,2,0.562,22704,562,0,0.0,5620.000000000001,False,-0.11175323771062526,3,1.2830000000000001,56304,0,2,0.2,76.5149559829308,False,0.06992513251028228,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,2.2070000000000007,65249,100,0,0.0,3825.74779914654,False,-0.10925896684916087,2,1.7950000000000006,65967,115,0,0.0,4399.609969018521,False,-0.09593096837520874,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114065,0,24,0.2,1176.0,False,0.10113039386110657,0.05,503820,0.0,0.0,10,0,0,13,3,2.6,11,24,10,72.0,12.0,4,4,10,200,0.6819359309738502,48.37697965890402
56,10,0,0,0,10.000000000000002,20,10.0,8.232789373924483,0,,38.23750229033923,5,38.0,19.741053122456616,2,20.0,49.0,0,,0,0.7130000000000001,22484,567,0,0.0,5670.000000000001,False,-0.11854198579585017,0,0.56,22594,573,0,0.0,5730.000000000001,False,-0.11366801281158613,3,1.3100000000000003,56401,0,0,0.0,0.0,False,0.07104063805545005,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.2270000000000003,65009,105,0,0.0,4014.937740485619,False,-0.11118741551402109,0,1.7930000000000004,65967,115,0,0.0,4397.312763389012,False,-0.09594620183429028,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114025,0,26,0.2,1274.0,False,0.1012168300951759,0.025,503437,0.0,0.0,10,0,0,14,2,1.6,14,28,8,108.0,12.0,6,4,8,200,0.736168091010768,49.11314774991479
57,8,0,0,0,10.000000000000002,20,10.0,8.197280362685945,4,8.0,38.23750229033923,0,,19.741053122456616,0,,49.0,0,,2,0.7330000000000001,22364,577,0,0.0,5770.000000000001,False,-0.12097897228798217,2,0.5800000000000001,22474,583,0,0.0,5830.000000000001,False,-0.11610499930371815,0,1.3070000000000002,56369,0,4,0.4,152.95000916135692,False,0.0718852070752123,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,2.2250000000000005,65009,105,0,0.0,4014.937740485619,False,-0.11118741551402109,0,1.7930000000000004,65967,115,0,0.0,4397.312763389012,False,-0.09594620183429028,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114025,0,26,0.0,1274.0,False,0.1012168300951759,0.05,503165,0.0,0.0,10,0,0,14,2,2.0,10,24,10,72.0,12.0,4,4,10,200,0.6857949320110492,49.79894268192584
58,10,0,0,0,10.000000000000002,20,10.0,8.197280362685945,0,,38.2186538052932,5,38.0,19.764800534089634,4,20.0,49.0,0,,0,0.7310000000000001,22294,584,0,0.0,5840.000000000001,False,-0.12219746553404819,0,0.5780000000000001,22344,596,0,0.0,5960.000000000001,False,-0.11836791533212644,1,1.3170000000000004,56528,0,0,0.0,0.0,False,0.07345233573870111,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.2450000000000006,64769,110,0,0.0,4204.051918582252,False,-0.11311636658765077,2,1.8130000000000002,65917,115,0,0.0,4395.1451876087185,False,-0.09662370565246205,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113945,0,30,0.4,1470.0,False,0.10138970256331455,0.05,502754,0.0,0.0,9,0,0,13,3,2.2,12,25,10,108.0,12.0,6,4,10,200,0.7480549269821495,50.546997608907986
59,10,0,0,0,10.000000000000002,20,10.0,8.181868327399185,2,8.0,38.18587346045415,10,38.0,19.764800534089634,0,,49.0,0,,2,0.7510000000000001,22124,599,0,0.0,5990.000000000001,False,-0.12550480434479877,0,0.5780000000000001,22294,601,0,0.0,6010.000000000001,False,-0.11923826765074502,10,1.4160000000000001,56547,0,2,0.2,76.3717469209083,False,0.07453828092404964,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,2.2430000000000008,64579,115,0,0.0,4391.375447952227,False,-0.11439406201623198,0,1.811,65727,120,0,0.0,4582.304815254498,False,-0.09790248796250335,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113945,0,30,0.0,1470.0,False,0.10138970256331455,0.025,502173,0.0,0.0,11,0,0,14,3,3.0,11,25,10,108.0,12.0,6,4,10,200,0.7433659539674409,51.29036356287543
60,10,0,0,0,10.000000000000002,20,10.0,8.154965462008507,4,8.0,38.17158263527137,5,38.0,19.77620271457167,2,20.0,49.0,0,,2,0.7690000000000001,21984,611,0,0.0,6110.000000000001,False,-0.12828993176437822,2,0.5980000000000001,22194,609,0,0.0,6090.000000000001,False,-0.1213271132154296,3,1.4360000000000002,56612,0,4,0.4,152.68633054108548,False,0.0764972116458515,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.263000000000001,64529,115,0,0.0,4389.732003056208,False,-0.11506809016540974,0,1.8110000000000002,65537,125,0,0.0,4771.447829408921,False,-0.09916811784211592,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113905,0,32,0.2,1568.0,False,0.10147613879738386,0.07500000000000001,501718,0.0,0.0,10,0,0,11,4,3.6,14,25,10,108.0,12.0,6,4,10,200,0.7520226549822837,52.04238621785771
61,10,0,0,0,10.000000000000002,20,10.0,8.154965462008507,0,,38.17158263527137,0,,19.77620271457167,0,,49.0,0,,0,0.7670000000000001,21844,625,0,0.0,6250.000000000001,False,-0.13072691825651023,0,0.5960000000000001,22134,615,0,0.0,6150.000000000001,False,-0.1223715359977719,0,1.4330000000000003,56612,0,4,0.0,152.68633054108548,False,0.0764972116458515,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,2.261,64529,115,0,0.0,4389.732003056208,False,-0.11506809016540974,0,1.811,65537,125,0,0.0,4771.447829408921,False,-0.09916811784211592,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113905,0,32,0.0,1568.0,False,0.10147613879738386,0.0,501518,0.0,0.0,9,0,0,13,0,0.0,14,27,10,108.0,12.0,6,4,10,200,0.7392162579926662,52.78160247585038
62,10,0,0,0,10.000000000000002,20,10.0,8.154965462008507,0,,38.14654474863505,10,38.0,19.797967767561758,4,20.0,49.0,0,,0,0.7670000000000001,21744,635,0,0.0,6350.000000000001,False,-0.1324676228937474,0,0.5960000000000001,22034,625,0,0.0,6250.000000000001,False,-0.12411224063500906,6,1.4930000000000003,56801,0,0,0.0,0.0,False,0.07863653627041398,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.281,64289,120,0,0.0,4577.585369836206,False,-0.117005402056789,2,1.831,65297,130,0,0.0,4959.050817322557,False,-0.10110709007080525,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113825,0,36,0.4,1764.0,False,0.1016490112655225,0.05,500947,0.0,0.0,9,0,0,14,4,3.2,12,26,8,108.0,12.0,6,4,8,200,1.759553005977068,54.541155481827445
63,8,0,0,0,10.0,20,10.0,8.154965462008507,0,,38.14654474863505,0,,19.808323962846057,2,20.0,49.0,0,,0,0.7670000000000001,21664,643,0,0.0,6430.0,False,-0.1338601866035371,0,0.5960000000000001,21914,637,0,0.0,6370.0,False,-0.12620108619969364,0,1.4870000000000003,56801,0,0,0.0,0.0,False,0.07863653627041398,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.299000000000001,64239,120,0,0.0,4577.585369836206,False,-0.1176685320302638,0,1.8290000000000004,65297,130,0,0.0,4959.050817322557,False,-0.10110709007080525,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113785,0,38,0.2,1862.0,False,0.10173544749959183,0.025,500657,0.0,0.0,11,0,0,13,1,1.0,12,25,8,72.0,12.0,4,4,8,200,0.6733022810076363,55.21445776283508
64,8,0,0,0,10.0,20,10.0,8.143197421399453,2,8.0,38.14654474863505,0,,19.827925234234613,4,20.0,49.0,0,,0,0.7670000000000001,21574,652,0,0.0,6520.0,False,-0.13542682077705054,2,0.6160000000000001,21784,648,0,0.0,6480.0,False,-0.12881214315554937,0,1.4870000000000003,56785,0,2,0.2,76.2930894972701,False,0.07905709351972338,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.3170000000000006,64189,120,0,0.0,4577.585369836206,False,-0.1183316620037386,2,1.8490000000000004,65247,130,0,0.0,4959.050817322557,False,-0.10177022004428005,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113705,0,42,0.4,2058.0,False,0.10190831996773048,0.07500000000000001,500241,0.0,0.0,10,0,0,12,3,3.0,12,24,10,72.0,12.0,4,4,10,200,0.7108025079942308,55.92526027082931
65,10,0,0,0,10.0,20,10.0,8.13205495258715,2,8.0,38.40513172334452,10,40.0,19.83717569061326,2,20.0,49.0,0,,2,0.7870000000000001,21464,661,0,0.0,6610.0,False,-0.13768973680545885,0,0.6140000000000001,21674,659,0,0.0,6590.0,False,-0.13072691825651023,8,1.5670000000000002,56901,0,2,0.2,76.81026344668904,False,0.08126481450291201,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.3350000000000004,63939,125,0,0.0,4800.641465418064,False,-0.12016816004364675,0,1.8470000000000002,65047,135,0,0.0,5184.69278265151,False,-0.10292644043334538,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113665,0,44,0.2,2156.0,False,0.10199475620179979,0.05,499647,0.0,0.0,11,0,0,12,4,3.6,13,25,11,108.0,12.0,6,4,11,200,0.7969024580088444,56.72216272883816
66,11,0,0,0,10.0,20,10.0,8.112586935678706,4,8.0,38.51985616569663,5,40.0,19.846353242779585,2,20.0,49.0,0,,2,0.8050000000000002,21354,670,0,0.0,6700.0,False,-0.13995265283386715,2,0.6340000000000001,21544,670,0,0.0,6700.0,False,-0.13333797521236596,3,1.589,56976,0,4,0.4,154.07942466278652,False,0.08342270627290915,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.3530000000000006,63889,125,0,0.0,4814.982020712079,False,-0.12073619349660425,0,1.8470000000000002,64847,140,0,0.0,5392.779863197528,False,-0.1041990725252153,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113625,0,46,0.2,2254.0,False,0.10208119243586912,0.07500000000000001,499192,0.0,0.0,8,0,0,14,4,3.6,17,31,10,144.0,9.0,8,3,10,200,0.8551356350071728,57.57729836384533
67,10,0,0,0,10.000000000000002,20,10.0,8.096740460896285,4,8.0,38.51985616569663,0,,19.846353242779585,0,,49.0,0,,2,0.8230000000000002,21264,677,0,0.0,6770.000000000001,False,-0.141867427934828,2,0.6520000000000001,21394,683,0,0.0,6830.000000000001,False,-0.13629717309566913,0,1.5860000000000005,56944,0,8,0.4,308.15884932557304,False,0.08427799894916037,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,2.3510000000000004,63889,125,0,0.0,4814.982020712079,False,-0.12073619349660425,0,1.8470000000000002,64847,140,0,0.0,5392.779863197528,False,-0.1041990725252153,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113625,0,46,0.0,2254.0,False,0.10208119243586912,0.05,498920,0.0,0.0,11,0,0,13,2,2.0,10,23,10,108.0,12.0,6,4,10,200,0.7898642030195333,58.36716256686486
68,10,0,0,0,10.0,20,10.0,8.089724559230605,2,8.0,38.48138124017963,5,38.0,19.85540863891103,2,20.0,49.0,0,,0,0.8210000000000002,21164,687,0,0.0,6870.0,False,-0.14360813257206517,2,0.6700000000000002,21274,693,0,0.0,6930.0,False,-0.13873415958780114,0,1.586,57118,0,5,0.2,192.40690620089816,False,0.0864831646999705,0,0.2,52660,0,0,0.0,0.0,False,0.0,2,2.3710000000000004,63649,130,0,0.0,5002.579561223351,False,-0.12267520184865144,0,1.847,64847,140,0,0.0,5387.393373625148,False,-0.10423479195208787,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113585,0,48,0.2,2352.0,False,0.10216762866993843,0.05,498594,0.0,0.0,10,0,0,11,2,2.0,12,23,11,90.0,30.0,5,5,11,390,0.9402622749912553,59.30742484185612
69,11,0,0,0,10.0,20,10.0,8.083033624013854,2,8.0,38.444803235065194,5,38.0,19.891073782229753,10,20.0,49.0,0,,0,0.8210000000000002,21044,699,0,0.0,6990.0,False,-0.14569697813674976,2,0.6880000000000001,21174,701,0,0.0,7010.0,False,-0.14082300515248572,0,1.586,57292,0,2,0.2,76.88960647013039,False,0.08869055835995182,0,0.2,52660,0,0,0.0,0.0,False,0.0,7,2.4390000000000005,63450,130,0,0.0,4997.824420558475,False,-0.12534599190611098,3,1.8769999999999998,64582,145,0,0.0,5574.496469084454,False,-0.10650864410421443,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113385,0,58,1.0,2842.0,False,0.10259980984028505,0.15,497884,0.0,0.0,11,0,0,11,4,4.0,14,25,9,126.0,27.0,7,4,9,390,0.8613124910043553,60.16873733286047
70,9,0,0,0,10.0,20,10.0,8.076680086803062,2,8.0,38.444803235065194,0,,20.183998789198696,18,20.77777777777778,49.0,0,,2,0.841,20954,706,0,0.0,7060.0,False,-0.1476117532377106,0,0.686,21044,714,0,0.0,7140.0,False,-0.14308592118089403,0,1.586,57276,0,4,0.2,153.77921294026078,False,0.08911677946202304,0,0.2,52660,0,0,0.0,0.0,False,0.0,14,2.5720000000000005,63114,130,0,0.0,4997.824420558475,False,-0.12980222532786165,4,1.9140000000000001,64482,145,0,0.0,5574.496469084454,False,-0.10783490405116403,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113011,8,68,1.0,3493.4719903135897,False,0.102136281082535,0.15,496838,0.0,0.0,11,0,0,12,3,3.0,12,24,12,90.0,27.0,5,4,12,200,0.8539044600329362,61.02264179289341
71,12,0,0,0,10.0,20,10.0,8.070671614187074,2,8.0,38.66947185022334,10,40.0,19.7169242666857,18,18.444444444444443,49.0,4,49.0,0,0.8390000000000002,20844,717,0,0.0,7170.0,False,-0.1495265283386715,2,0.7060000000000002,20934,723,0,0.0,7230.0,False,-0.14534883720930233,6,1.6460000000000006,57469,0,2,0.2,77.33894370044668,False,0.09205600971990555,0,0.2,52660,0,0,0.0,0.0,False,0.0,4,2.5980000000000008,62814,135,0,0.0,5220.378699780151,False,-0.13230518103594063,14,2.0500000000000003,63904,150,0,0.0,5800.420777533501,False,-0.11400251473784155,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,112875,16,74,1.0,3941.4707882669713,False,0.10298142959896937,0.15,495797,0.0,0.0,12,0,0,14,5,4.2,14,28,10,162.0,24.0,9,3,10,396,0.9586719310027547,61.981313723896164
72,10,0,0,0,10.0,20,10.0,8.070671614187074,0,,38.66947185022334,0,,19.7169242666857,0,,49.00000000000001,7,49.0,0,0.8390000000000002,20754,726,0,0.0,7260.0,False,-0.15109316251218494,0,0.7040000000000002,20824,734,0,0.0,7340.0,False,-0.1472636123102632,0,1.6400000000000003,57469,0,2,0.0,77.33894370044668,False,0.09205600971990555,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,2.594000000000001,62814,135,0,0.0,5220.378699780151,False,-0.13230518103594063,0,2.0360000000000005,63904,150,0,0.0,5800.420777533501,False,-0.11400251473784155,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113218,6,77,1.0,3891.301545600115,False,0.10603469716393167,0.125,495940,0.0,0.0,14,0,0,16,0,0.0,14,30,9,126.0,24.0,7,3,9,543,0.8634131330181845,62.84472685691435
73,9,0,0,0,10.0,20,10.0,8.060190716331205,4,8.0,38.76832292952936,5,40.0,19.7169242666857,0,,49.000000000000014,8,49.0,2,0.8590000000000002,20644,735,0,0.0,7350.0,False,-0.15335607854059324,2,0.7240000000000002,20694,745,0,0.0,7450.0,False,-0.14987466926611892,3,1.6700000000000002,57544,0,4,0.4,155.07329171811745,False,0.09421831837939723,0,0.2,52660,0,0,0.0,0.0,False,0.0,0,2.5940000000000003,62614,140,0,0.0,5427.56521013411,False,-0.13358378507868626,0,2.0360000000000005,63904,150,0,0.0,5815.248439429404,False,-0.11390418806744419,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113610,0,75,0.6,3675.000000000001,False,0.10876079252422616,0.125,495967,0.0,0.0,13,0,0,10,3,2.6,12,22,12,90.0,27.0,5,4,12,592,0.8321533229900524,63.6768801799044
74,12,0,0,0,10.0,20,10.0,8.055609020851982,2,8.0,38.862244187669084,5,40.0,19.753668973691386,9,20.0,49.00000000000001,12,49.0,2,0.8770000000000002,20504,747,0,0.0,7470.0,False,-0.15614120596017267,0,0.7220000000000002,20614,753,0,0.0,7530.0,False,-0.15126723297590866,1,1.677,57697,0,2,0.2,77.72448837533817,False,0.09638933240006974,0,0.2,52660,0,0,0.0,0.0,False,0.0,5,2.6440000000000006,62489,140,0,0.0,5440.714186273672,False,-0.13515441521038676,4,2.0760000000000005,63604,155,0,0.0,6023.647849088708,False,-0.11650100895829768,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114018,0,72,0.9,3528.0000000000005,False,0.11197333922380262,0.1375,495883,0.0,0.0,19,0,0,12,4,3.2,16,28,11,162.0,24.0,9,3,11,788,0.960243588022422,64.63712376792682
75,11,0,0,0,10.0,20,10.0,8.047563439230359,4,8.0,38.794894722779155,5,38.0,19.784718585606033,9,20.0,49.00000000000001,0,,2,0.8950000000000002,20384,757,0,0.0,7570.0,False,-0.1585781924523047,2,0.7420000000000002,20494,763,0,0.0,7630.0,False,-0.15370421946804066,3,1.7060000000000004,57762,0,4,0.4,155.17957889111662,False,0.0983590920897371,0,0.2,52660,0,0,0.0,0.0,False,0.0,5,2.6890000000000005,62174,145,0,0.0,5625.259734802978,False,-0.1381083571962667,4,2.1120000000000005,63504,155,0,0.0,6013.208682030769,False,-0.11789649415098966,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113838,0,81,0.9,3969.0000000000005,False,0.11236230227711456,0.1625,495113,0.0,0.0,10,0,0,9,5,4.6,18,27,12,126.0,27.0,7,4,12,200,0.9187773870071396,65.55590115493396
76,12,0,0,0,10.0,20,10.0,8.044024794000212,2,8.0,38.794894722779155,0,,19.561398741796843,22,18.90909090909091,49.00000000000001,11,49.0,2,0.913,20284,765,0,0.0,7650.0,False,-0.16066703801698928,0,0.7400000000000002,20374,775,0,0.0,7750.0,False,-0.15579306503272525,0,1.703,57746,0,6,0.2,232.76936833667492,False,0.09879196134007483,0,0.2,52660,0,0,0.0,0.0,False,0.0,5,2.734000000000001,62049,145,0,0.0,5625.259734802978,False,-0.1397661821299537,17,2.2780000000000005,62940,155,0,0.0,6013.208682030769,False,-0.1253766002517854,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,113961,12,80,1.0,4154.736784901563,False,0.11443550793245276,0.15,494311,0.0,0.0,15,0,0,11,4,4.0,20,31,10,180.0,6.0,10,2,10,739,0.9293150650337338,66.4852162199677
77,10,0,0,0,10.0,20,10.0,8.044024794000212,0,,38.731416317262415,5,38.0,19.62840829097646,14,20.0,49.00000000000001,9,49.0,0,0.911,20164,777,0,0.0,7770.0,False,-0.16275588358167387,0,0.7400000000000002,20294,783,0,0.0,7830.0,False,-0.15718562874251496,0,1.7030000000000003,57936,0,1,0.0,38.731416317262415,False,0.10055764732545819,0,0.2,52660,0,0,0.0,0.0,False,0.0,7,2.7990000000000004,61660,150,0,0.0,5809.7124475893625,False,-0.14370217209821376,7,2.3310000000000004,62741,155,0,0.0,6003.369529175674,False,-0.1280811039179331,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114122,16,81,1.0,4283.054532655624,False,0.11659793961303282,0.125,493874,0.0,0.0,16,0,0,5,4,4.0,20,25,10,108.0,12.0,6,4,10,831,0.8000163669930771,67.28523258696077
78,10,0,0,0,10.0,20,10.0,8.040663360446871,2,8.0,38.67180646252992,5,38.0,19.476931693689103,22,18.90909090909091,49.00000000000001,12,49.0,0,0.911,20024,791,0,0.0,7910.0,False,-0.16519287007380587,2,0.76,20214,789,0,0.0,7890.0,False,-0.15892633337975212,4,1.7430000000000003,57986,0,2,0.2,77.34361292505984,False,0.10187375249644001,0,0.2,52660,0,0,0.0,0.0,False,0.0,17,2.962000000000001,61096,150,0,0.0,5800.770969379489,False,-0.1512415718210909,5,2.3740000000000006,62426,160,0,0.0,6187.489034004788,False,-0.1310378711272892,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114294,28,79,1.0,4416.354087423295,False,0.11888993828175956,0.15,492997,0.0,0.0,17,0,0,6,5,4.8,19,25,9,90.0,30.0,5,5,9,788,0.806069890037179,68.09130247699795
79,9,0,0,0,10.0,20,10.0,8.037483386850583,2,8.0,38.67180646252992,0,,19.503342796670307,5,20.0,49.00000000000001,6,49.0,0,0.911,19934,800,0,0.0,8000.0,False,-0.1667595042473193,2,0.7780000000000002,20084,800,0,0.0,8000.0,False,-0.16153739033560785,0,1.7390000000000005,57970,0,4,0.2,154.6872258501197,False,0.10230428433203688,0,0.2,52660,0,0,0.0,0.0,False,0.0,5,2.9950000000000006,60971,150,0,0.0,5800.770969379489,False,-0.15289939675477793,0,2.3690000000000007,62426,160,0,0.0,6187.489034004788,False,-0.1310378711272892,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114488,23,83,1.0,4515.576884323417,False,0.12122958848824665,0.15,492830,0.0,0.0,12,0,0,8,2,2.0,8,16,11,90.0,27.0,5,4,11,494,0.8114231569925323,68.90272563399049
80,11,0,0,0,10.0,20,10.0,8.037483386850583,0,,38.875469471123345,10,40.0,19.544252808644124,8,20.0,49.00000000000001,12,49.0,0,0.911,19864,807,0,0.0,8070.0,False,-0.16797799749338532,0,0.7760000000000002,19954,813,0,0.0,8130.0,False,-0.16380030636401616,6,1.799,58179,0,0,0.0,0.0,False,0.10480440562096469,0,0.2,52660,0,0,0.0,0.0,False,0.0,4,3.0300000000000007,60671,155,0,0.0,6025.697768024119,False,-0.15538661957543684,4,2.4090000000000007,62126,165,0,0.0,6414.452462735352,False,-0.13351158844339953,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,114916,21,81,1.0,4379.429308981527,False,0.12468632919230871,0.125,492667,0.0,0.0,14,0,0,8,4,3.2,9,17,9,144.0,9.0,8,3,9,788,0.8524586129933596,69.75518424698384
81,9,0,0,0,10.0,20,10.0,8.031933825228375,4,8.0,38.963745861244554,5,40.0,19.582466717081786,8,20.0,49.0,8,49.0,2,0.931,19734,818,0,0.0,8180.0,False,-0.17058905444924105,2,0.796,19844,822,0,0.0,8220.0,False,-0.16606322239242446,5,1.8430000000000004,58192,0,4,0.4,155.85498344497822,False,0.1065310955511297,0,0.2,52660,0,0,0.0,0.0,False,0.0,4,3.0660000000000003,60571,155,0,0.0,6039.380608492906,False,-0.1566221445060152,4,2.4450000000000007,61826,170,0,0.0,6623.836796411574,False,-0.1361018780078808,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,115148,19,83,1.0,4439.066867624554,False,0.12720084355821748,0.175,492272,0.0,0.0,14,0,0,8,5,5.0,7,15,11,90.0,27.0,5,4,11,592,0.8121129899518564,70.5672972369357
82,11,0,0,0,10.0,20,10.0,8.029506824939617,2,8.0,38.963745861244554,0,,19.236788731331167,24,18.0,49.0,7,49.0,2,0.9490000000000003,19594,830,0,0.0,8300.0,False,-0.1733741818688205,0,0.7940000000000003,19764,830,0,0.0,8300.0,False,-0.16745578610221418,0,1.8380000000000003,58176,0,6,0.2,233.78247516746734,False,0.10696717124162043,0,0.2,52660,0,0,0.0,0.0,False,0.0,12,3.182000000000001,60247,155,0,0.0,6039.380608492906,False,-0.1609192267341319,12,2.5610000000000004,61502,170,0,0.0,6623.836796411574,False,-0.14039896023599752,0,0.2,104297,0,0,0.0,0.0,False,0.0016711005253402227,0,0.5960000000000001,115059,33,86,1.0,4848.814028133928,False,0.12831369643658908,0.15,491299,0.0,0.0,15,0,0,7,3,3.0,13,20,9,144.0,9.0,8,3,9,543,0.8634862080216408,71.43078344495734
